Orthogroup	Syaq	Syam
OG0000568	Syaq.g_01954	Syam.g_01751
OG0000569	Syaq.g_01955	Syam.g_01750
OG0000570	Syaq.g_01956	Syam.g_01749
OG0000571	Syaq.g_01960	Syam.g_01745
OG0000572	Syaq.g_01977	Syam.g_01729
OG0000573	Syaq.g_01985	Syam.g_01721
OG0000574	Syaq.g_01986	Syam.g_01720
OG0000575	Syaq.g_01991	Syam.g_01716
OG0000576	Syaq.g_01993	Syam.g_01714
OG0000577	Syaq.g_01994	Syam.g_01713
OG0000578	Syaq.g_01995	Syam.g_01712
OG0000579	Syaq.g_01996	Syam.g_01711
OG0000580	Syaq.g_01997	Syam.g_01710
OG0000581	Syaq.g_02003	Syam.g_01704
OG0000582	Syaq.g_02012	Syam.g_01513
OG0000583	Syaq.g_02013	Syam.g_01512
OG0000584	Syaq.g_02014	Syam.g_01511
OG0000585	Syaq.g_02017	Syam.g_01509
OG0000586	Syaq.g_02018	Syam.g_01508
OG0000587	Syaq.g_02020	Syam.g_01506
OG0000588	Syaq.g_02043	Syam.g_01498
OG0000589	Syaq.g_02057	Syam.g_01494
OG0000590	Syaq.g_02058	Syam.g_01493
OG0000591	Syaq.g_02066	Syam.g_01486
OG0000592	Syaq.g_02067	Syam.g_01485
OG0000593	Syaq.g_02078	Syam.g_01471
OG0000594	Syaq.g_02079	Syam.g_01470
OG0000595	Syaq.g_02080	Syam.g_01469
OG0000596	Syaq.g_02085	Syam.g_01465
OG0000597	Syaq.g_02088	Syam.g_01462
OG0000598	Syaq.g_02089	Syam.g_01461
OG0000599	Syaq.g_02096	Syam.g_01458
OG0000600	Syaq.g_02097	Syam.g_01457
OG0000601	Syaq.g_02098	Syam.g_01456
OG0000602	Syaq.g_02104	Syam.g_01451
OG0000603	Syaq.g_02105	Syam.g_01450
OG0000604	Syaq.g_02107	Syam.g_01447
OG0000605	Syaq.g_02151	Syam.g_01031
OG0000606	Syaq.g_02231	Syam.g_01387
OG0000607	Syaq.g_02234	Syam.g_01384
OG0000608	Syaq.g_02235	Syam.g_01383
OG0000609	Syaq.g_02237	Syam.g_01380
OG0000610	Syaq.g_02244	Syam.g_01373
OG0000611	Syaq.g_02247	Syam.g_01370
OG0000612	Syaq.g_02248	Syam.g_01369
OG0000613	Syaq.g_00885	Syam.g_00170
OG0000614	Syaq.g_02588	Syam.g_00801
OG0000615	Syaq.g_02302	Syam.g_01332
OG0000616	Syaq.g_01168	Syam.g_02430
OG0000617	Syaq.g_00031	Syam.g_01240
OG0000618	Syaq.g_00032	Syam.g_01239
OG0000619	Syaq.g_00033	Syam.g_01238
OG0000620	Syaq.g_00038	Syam.g_01233
OG0000621	Syaq.g_00039	Syam.g_01232
OG0000622	Syaq.g_00040	Syam.g_01231
OG0000623	Syaq.g_00041	Syam.g_01230
OG0000624	Syaq.g_00042	Syam.g_01228
OG0000625	Syaq.g_00043	Syam.g_01227
OG0000626	Syaq.g_00044	Syam.g_01226
OG0000627	Syaq.g_02425	Syam.g_01065
OG0000628	Syaq.g_02426	Syam.g_01067
OG0000629	Syaq.g_02429	Syam.g_01070
OG0000630	Syaq.g_02433	Syam.g_01074
OG0000631	Syaq.g_02441	Syam.g_01084
OG0000632	Syaq.g_02442	Syam.g_01085
OG0000633	Syaq.g_02444	Syam.g_01086
OG0000634	Syaq.g_02336	Syam.g_01294
OG0000635	Syaq.g_02337	Syam.g_01293
OG0000636	Syaq.g_02339	Syam.g_01291
OG0000637	Syaq.g_02341	Syam.g_01289
OG0000638	Syaq.g_02342	Syam.g_01288
OG0000639	Syaq.g_02343	Syam.g_01287
OG0000640	Syaq.g_02344	Syam.g_01286
OG0000641	Syaq.g_02348	Syam.g_01282
OG0000642	Syaq.g_02349	Syam.g_01281
OG0000643	Syaq.g_02350	Syam.g_01280
OG0000644	Syaq.g_02351	Syam.g_01279
OG0000645	Syaq.g_02353	Syam.g_01277
OG0000646	Syaq.g_02356	Syam.g_01274
OG0000647	Syaq.g_02358	Syam.g_01272
OG0000648	Syaq.g_02360	Syam.g_01269
OG0000649	Syaq.g_02361	Syam.g_01268
OG0000650	Syaq.g_02362	Syam.g_01267
OG0000651	Syaq.g_02363	Syam.g_01266
OG0000652	Syaq.g_02364	Syam.g_01265
OG0000653	Syaq.g_02367	Syam.g_01263
OG0000654	Syaq.g_02368	Syam.g_01262
OG0000655	Syaq.g_02369	Syam.g_01261
OG0000656	Syaq.g_02372	Syam.g_01258
OG0000657	Syaq.g_02382	Syam.g_00739
OG0000658	Syaq.g_02385	Syam.g_00735
OG0000659	Syaq.g_02386	Syam.g_00734
OG0000660	Syaq.g_02390	Syam.g_00730
OG0000661	Syaq.g_02392	Syam.g_00728
OG0000662	Syaq.g_02394	Syam.g_00726
OG0000663	Syaq.g_02397	Syam.g_00723
OG0000664	Syaq.g_02400	Syam.g_00722
OG0000665	Syaq.g_02124	Syam.g_02027
OG0000666	Syaq.g_02117	Syam.g_01030
OG0000667	Syaq.g_02222	Syam.g_00937
OG0000668	Syaq.g_00068	Syam.g_01185
OG0000669	Syaq.g_02260	Syam.g_01358
OG0000670	Syaq.g_00079	Syam.g_00528
OG0000671	Syaq.g_02264	Syam.g_01354
OG0000672	Syaq.g_02267	Syam.g_01351
OG0000673	Syaq.g_02270	Syam.g_01348
OG0000674	Syaq.g_02272	Syam.g_01346
OG0000675	Syaq.g_02273	Syam.g_01345
OG0000676	Syaq.g_02275	Syam.g_01343
OG0000677	Syaq.g_02276	Syam.g_01342
OG0000678	Syaq.g_02282	Syam.g_01339
OG0000679	Syaq.g_02305	Syam.g_01323
OG0000680	Syaq.g_02306	Syam.g_01322
OG0000681	Syaq.g_02309	Syam.g_01319
OG0000682	Syaq.g_02310	Syam.g_01318
OG0000683	Syaq.g_02311	Syam.g_01317
OG0000684	Syaq.g_02315	Syam.g_01312
OG0000685	Syaq.g_02317	Syam.g_01310
OG0000686	Syaq.g_02318	Syam.g_01309
OG0000687	Syaq.g_02319	Syam.g_01308
OG0000688	Syaq.g_02325	Syam.g_01304
OG0000689	Syaq.g_02327	Syam.g_01302
OG0000690	Syaq.g_02328	Syam.g_01301
OG0000691	Syaq.g_02329	Syam.g_01300
OG0000692	Syaq.g_02330	Syam.g_01299
OG0000693	Syaq.g_02332	Syam.g_01298
OG0000694	Syaq.g_02333	Syam.g_01297
OG0000695	Syaq.g_02446	Syam.g_01088
OG0000696	Syaq.g_02447	Syam.g_01089
OG0000697	Syaq.g_02448	Syam.g_01091
OG0000698	Syaq.g_02451	Syam.g_01094
OG0000699	Syaq.g_02452	Syam.g_01096
OG0000700	Syaq.g_02453	Syam.g_01097
OG0000701	Syaq.g_02454	Syam.g_01098
OG0000702	Syaq.g_02467	Syam.g_01106
OG0000703	Syaq.g_02468	Syam.g_01107
OG0000704	Syaq.g_02470	Syam.g_01109
OG0000705	Syaq.g_02477	Syam.g_01116
OG0000706	Syaq.g_02478	Syam.g_01117
OG0000707	Syaq.g_02479	Syam.g_01118
OG0000708	Syaq.g_02482	Syam.g_01121
OG0000709	Syaq.g_02490	Syam.g_01131
OG0000710	Syaq.g_02494	Syam.g_01135
OG0000711	Syaq.g_02521	Syam.g_01165
OG0000712	Syaq.g_02523	Syam.g_01167
OG0000713	Syaq.g_02524	Syam.g_01168
OG0000714	Syaq.g_02527	Syam.g_01170
OG0000715	Syaq.g_02529	Syam.g_01172
OG0000716	Syaq.g_02533	Syam.g_01176
OG0000717	Syaq.g_02534	Syam.g_01177
OG0000718	Syaq.g_00072	Syam.g_01181
OG0000719	Syaq.g_00070	Syam.g_01183
OG0000720	Syaq.g_00057	Syam.g_01197
OG0000721	Syaq.g_00055	Syam.g_01199
OG0000722	Syaq.g_00054	Syam.g_01200
OG0000723	Syaq.g_00046	Syam.g_01224
OG0000724	Syaq.g_02685	Syam.g_00768
OG0000725	Syaq.g_02676	Syam.g_00777
OG0000726	Syaq.g_02675	Syam.g_00778
OG0000727	Syaq.g_02674	Syam.g_00779
OG0000728	Syaq.g_02672	Syam.g_00781
OG0000729	Syaq.g_01046	Syam.g_00105
OG0000730	Syaq.g_00561	Syam.g_00454
OG0000731	Syaq.g_00550	Syam.g_00466
OG0000732	Syaq.g_01098	Syam.g_00051
OG0000733	Syaq.g_01232	Syam.g_02339
OG0000734	Syaq.g_01479	Syam.g_02128
OG0000735	Syaq.g_00266	Syam.g_01810
OG0000736	Syaq.g_00265	Syam.g_01809
OG0000737	Syaq.g_00264	Syam.g_01808
OG0000738	Syaq.g_00258	Syam.g_01803
OG0000739	Syaq.g_00257	Syam.g_01802
OG0000740	Syaq.g_00256	Syam.g_01801
OG0000741	Syaq.g_00253	Syam.g_01798
OG0000742	Syaq.g_00250	Syam.g_01796
OG0000743	Syaq.g_00248	Syam.g_01794
OG0000744	Syaq.g_00247	Syam.g_01793
OG0000745	Syaq.g_00245	Syam.g_01791
OG0000746	Syaq.g_00242	Syam.g_01789
OG0000747	Syaq.g_00241	Syam.g_01788
OG0000748	Syaq.g_00227	Syam.g_01779
OG0000749	Syaq.g_00226	Syam.g_01776
OG0000750	Syaq.g_00225	Syam.g_01775
OG0000751	Syaq.g_00219	Syam.g_01770
OG0000752	Syaq.g_00217	Syam.g_01768
OG0000753	Syaq.g_00214	Syam.g_01765
OG0000754	Syaq.g_00209	Syam.g_00910
OG0000755	Syaq.g_00198	Syam.g_00900
OG0000756	Syaq.g_00197	Syam.g_00899
OG0000757	Syaq.g_00190	Syam.g_00891
OG0000758	Syaq.g_00189	Syam.g_00890
OG0000759	Syaq.g_00188	Syam.g_00889
OG0000760	Syaq.g_00187	Syam.g_00888
OG0000761	Syaq.g_00186	Syam.g_00886
OG0000762	Syaq.g_00183	Syam.g_00884
OG0000763	Syaq.g_00181	Syam.g_00882
OG0000764	Syaq.g_00180	Syam.g_00881
OG0000765	Syaq.g_00157	Syam.g_00864
OG0000766	Syaq.g_00156	Syam.g_00863
OG0000767	Syaq.g_00154	Syam.g_00861
OG0000768	Syaq.g_00153	Syam.g_00860
OG0000769	Syaq.g_00151	Syam.g_00858
OG0000770	Syaq.g_00148	Syam.g_00855
OG0000771	Syaq.g_02691	Syam.g_00762
OG0000772	Syaq.g_01887	Syam.g_01005
OG0000773	Syaq.g_00283	Syam.g_01816
OG0000774	Syaq.g_00288	Syam.g_01820
OG0000775	Syaq.g_00290	Syam.g_01823
OG0000776	Syaq.g_00291	Syam.g_01824
OG0000777	Syaq.g_00292	Syam.g_01825
OG0000778	Syaq.g_00293	Syam.g_01826
OG0000779	Syaq.g_00299	Syam.g_01832
OG0000780	Syaq.g_00304	Syam.g_01835
OG0000781	Syaq.g_00308	Syam.g_01839
OG0000782	Syaq.g_00309	Syam.g_01840
OG0000783	Syaq.g_00310	Syam.g_01841
OG0000784	Syaq.g_00311	Syam.g_01842
OG0000785	Syaq.g_00313	Syam.g_01844
OG0000786	Syaq.g_00328	Syam.g_01700
OG0000787	Syaq.g_00329	Syam.g_01701
OG0000788	Syaq.g_02099	Syam.g_01455
OG0000789	Syaq.g_02123	Syam.g_01044
OG0000790	Syaq.g_01758	Syam.g_00570
OG0000791	Syaq.g_01756	Syam.g_00568
OG0000792	Syaq.g_01755	Syam.g_00567
OG0000793	Syaq.g_01750	Syam.g_00562
OG0000794	Syaq.g_01749	Syam.g_00561
OG0000795	Syaq.g_01748	Syam.g_00560
OG0000796	Syaq.g_01744	Syam.g_00556
OG0000797	Syaq.g_01743	Syam.g_00555
OG0000798	Syaq.g_00760	Syam.g_00233
OG0000799	Syaq.g_00341	Syam.g_01585
OG0000800	Syaq.g_00342	Syam.g_01588
OG0000801	Syaq.g_00343	Syam.g_01589
OG0000802	Syaq.g_00350	Syam.g_01592
OG0000803	Syaq.g_00353	Syam.g_01597
OG0000804	Syaq.g_00358	Syam.g_01600
OG0000805	Syaq.g_00360	Syam.g_01602
OG0000806	Syaq.g_00362	Syam.g_01604
OG0000807	Syaq.g_00364	Syam.g_01606
OG0000808	Syaq.g_00365	Syam.g_01607
OG0000809	Syaq.g_00369	Syam.g_01610
OG0000810	Syaq.g_00370	Syam.g_01611
OG0000811	Syaq.g_00378	Syam.g_01616
OG0000812	Syaq.g_00380	Syam.g_01618
OG0000813	Syaq.g_00381	Syam.g_01619
OG0000814	Syaq.g_00383	Syam.g_01621
OG0000815	Syaq.g_00384	Syam.g_01622
OG0000816	Syaq.g_00386	Syam.g_01624
OG0000817	Syaq.g_00387	Syam.g_01625
OG0000818	Syaq.g_00392	Syam.g_01631
OG0000819	Syaq.g_00393	Syam.g_01632
OG0000820	Syaq.g_00394	Syam.g_01633
OG0000821	Syaq.g_00400	Syam.g_01639
OG0000822	Syaq.g_00402	Syam.g_01641
OG0000823	Syaq.g_00403	Syam.g_01642
OG0000824	Syaq.g_00409	Syam.g_01648
OG0000825	Syaq.g_00410	Syam.g_01649
OG0000826	Syaq.g_00411	Syam.g_01650
OG0000827	Syaq.g_00412	Syam.g_01651
OG0000828	Syaq.g_00415	Syam.g_01655
OG0000829	Syaq.g_00416	Syam.g_01656
OG0000830	Syaq.g_00417	Syam.g_01657
OG0000831	Syaq.g_00419	Syam.g_01659
OG0000832	Syaq.g_01737	Syam.g_01923
OG0000833	Syaq.g_01725	Syam.g_01932
OG0000834	Syaq.g_01724	Syam.g_01933
OG0000835	Syaq.g_01723	Syam.g_01934
OG0000836	Syaq.g_01720	Syam.g_01937
OG0000837	Syaq.g_01719	Syam.g_01938
OG0000838	Syaq.g_01715	Syam.g_01946
OG0000839	Syaq.g_01714	Syam.g_01947
OG0000840	Syaq.g_01713	Syam.g_01948
OG0000841	Syaq.g_01712	Syam.g_01949
OG0000842	Syaq.g_01711	Syam.g_01950
OG0000843	Syaq.g_01710	Syam.g_01951
OG0000844	Syaq.g_01708	Syam.g_01953
OG0000845	Syaq.g_01707	Syam.g_01954
OG0000846	Syaq.g_01706	Syam.g_01955
OG0000847	Syaq.g_01705	Syam.g_01956
OG0000848	Syaq.g_01703	Syam.g_01958
OG0000849	Syaq.g_01702	Syam.g_01959
OG0000850	Syaq.g_01699	Syam.g_01961
OG0000851	Syaq.g_01696	Syam.g_01966
OG0000852	Syaq.g_01695	Syam.g_01967
OG0000853	Syaq.g_01691	Syam.g_01971
OG0000854	Syaq.g_01689	Syam.g_01973
OG0000855	Syaq.g_01688	Syam.g_01974
OG0000856	Syaq.g_02069	Syam.g_01483
OG0000857	Syaq.g_02357	Syam.g_01273
OG0000858	Syaq.g_01682	Syam.g_01980
OG0000859	Syaq.g_01681	Syam.g_01981
OG0000860	Syaq.g_01671	Syam.g_01992
OG0000861	Syaq.g_01670	Syam.g_01993
OG0000862	Syaq.g_01668	Syam.g_01994
OG0000863	Syaq.g_01665	Syam.g_01996
OG0000864	Syaq.g_01664	Syam.g_01997
OG0000865	Syaq.g_01663	Syam.g_01998
OG0000866	Syaq.g_01662	Syam.g_01999
OG0000867	Syaq.g_01661	Syam.g_02000
OG0000868	Syaq.g_01659	Syam.g_02003
OG0000869	Syaq.g_01656	Syam.g_02007
OG0000870	Syaq.g_01651	Syam.g_02012
OG0000871	Syaq.g_01650	Syam.g_02013
OG0000872	Syaq.g_01644	Syam.g_02021
OG0000873	Syaq.g_01641	Syam.g_02024
OG0000874	Syaq.g_01637	Syam.g_02019
OG0000875	Syaq.g_01633	Syam.g_02026
OG0000876	Syaq.g_01631	Syam.g_01877
OG0000877	Syaq.g_01628	Syam.g_01882
OG0000878	Syaq.g_01627	Syam.g_01883
OG0000879	Syaq.g_01626	Syam.g_01884
OG0000880	Syaq.g_01625	Syam.g_01885
OG0000881	Syaq.g_01621	Syam.g_01891
OG0000882	Syaq.g_01616	Syam.g_01896
OG0000883	Syaq.g_01613	Syam.g_01898
OG0000884	Syaq.g_01611	Syam.g_01900
OG0000885	Syaq.g_01610	Syam.g_01901
OG0000886	Syaq.g_01609	Syam.g_01902
OG0000887	Syaq.g_01608	Syam.g_01903
OG0000888	Syaq.g_01606	Syam.g_01905
OG0000889	Syaq.g_01604	Syam.g_01907
OG0000890	Syaq.g_01597	Syam.g_01910
OG0000891	Syaq.g_01596	Syam.g_01911
OG0000892	Syaq.g_01594	Syam.g_01913
OG0000893	Syaq.g_00695	Syam.g_00287
OG0000894	Syaq.g_00692	Syam.g_00290
OG0000895	Syaq.g_00688	Syam.g_00294
OG0000896	Syaq.g_00687	Syam.g_00295
OG0000897	Syaq.g_00685	Syam.g_00297
OG0000898	Syaq.g_00684	Syam.g_00298
OG0000899	Syaq.g_00683	Syam.g_00299
OG0000900	Syaq.g_00682	Syam.g_00300
OG0000901	Syaq.g_00677	Syam.g_00305
OG0000902	Syaq.g_00671	Syam.g_00307
OG0000903	Syaq.g_00655	Syam.g_00322
OG0000904	Syaq.g_00660	Syam.g_00317
OG0000905	Syaq.g_00666	Syam.g_00312
OG0000906	Syaq.g_00669	Syam.g_00309
OG0000907	Syaq.g_00653	Syam.g_00324
OG0000908	Syaq.g_00650	Syam.g_00327
OG0000909	Syaq.g_00649	Syam.g_00328
OG0000910	Syaq.g_00648	Syam.g_00329
OG0000911	Syaq.g_00646	Syam.g_00331
OG0000912	Syaq.g_00645	Syam.g_00332
OG0000913	Syaq.g_00644	Syam.g_00333
OG0000914	Syaq.g_00643	Syam.g_00334
OG0000915	Syaq.g_00641	Syam.g_00336
OG0000916	Syaq.g_00640	Syam.g_00337
OG0000917	Syaq.g_00639	Syam.g_00338
OG0000918	Syaq.g_00638	Syam.g_00339
OG0000919	Syaq.g_00637	Syam.g_00340
OG0000920	Syaq.g_00636	Syam.g_00341
OG0000921	Syaq.g_00635	Syam.g_00342
OG0000922	Syaq.g_00634	Syam.g_00343
OG0000923	Syaq.g_00630	Syam.g_00347
OG0000924	Syaq.g_00629	Syam.g_00348
OG0000925	Syaq.g_00628	Syam.g_00349
OG0000926	Syaq.g_00627	Syam.g_00350
OG0000927	Syaq.g_00625	Syam.g_00352
OG0000928	Syaq.g_00624	Syam.g_00353
OG0000929	Syaq.g_00623	Syam.g_00354
OG0000930	Syaq.g_00622	Syam.g_00355
OG0000931	Syaq.g_00621	Syam.g_00356
OG0000932	Syaq.g_00620	Syam.g_00357
OG0000933	Syaq.g_00614	Syam.g_00363
OG0000934	Syaq.g_00612	Syam.g_00365
OG0000935	Syaq.g_00611	Syam.g_00366
OG0000936	Syaq.g_00610	Syam.g_00368
OG0000937	Syaq.g_00609	Syam.g_00369
OG0000938	Syaq.g_00606	Syam.g_00373
OG0000939	Syaq.g_00604	Syam.g_00374
OG0000940	Syaq.g_00597	Syam.g_00381
OG0000941	Syaq.g_00595	Syam.g_00383
OG0000942	Syaq.g_00593	Syam.g_00385
OG0000943	Syaq.g_00592	Syam.g_00386
OG0000944	Syaq.g_00590	Syam.g_00388
OG0000945	Syaq.g_00588	Syam.g_00390
OG0000946	Syaq.g_00580	Syam.g_00395
OG0000947	Syaq.g_00577	Syam.g_00398
OG0000948	Syaq.g_00576	Syam.g_00399
OG0000949	Syaq.g_00971	Syam.g_00159
OG0000950	Syaq.g_00984	Syam.g_00150
OG0000951	Syaq.g_00991	Syam.g_00145
OG0000952	Syaq.g_01002	Syam.g_00140
OG0000953	Syaq.g_01006	Syam.g_00136
OG0000954	Syaq.g_01012	Syam.g_00131
OG0000955	Syaq.g_01013	Syam.g_00130
OG0000956	Syaq.g_01015	Syam.g_00128
OG0000957	Syaq.g_01026	Syam.g_00117
OG0000958	Syaq.g_01027	Syam.g_00116
OG0000959	Syaq.g_01031	Syam.g_00112
OG0000960	Syaq.g_01032	Syam.g_00111
OG0000961	Syaq.g_01043	Syam.g_00108
OG0000962	Syaq.g_01045	Syam.g_00106
OG0000963	Syaq.g_01049	Syam.g_00101
OG0000964	Syaq.g_01050	Syam.g_00100
OG0000965	Syaq.g_01051	Syam.g_00099
OG0000966	Syaq.g_01060	Syam.g_00074
OG0000967	Syaq.g_01067	Syam.g_00069
OG0000968	Syaq.g_01071	Syam.g_00077
OG0000969	Syaq.g_01078	Syam.g_00072
OG0000970	Syaq.g_01079	Syam.g_00071
OG0000971	Syaq.g_01081	Syam.g_00066
OG0000972	Syaq.g_01082	Syam.g_00065
OG0000973	Syaq.g_01083	Syam.g_00064
OG0000974	Syaq.g_01084	Syam.g_00063
OG0000975	Syaq.g_01085	Syam.g_00062
OG0000976	Syaq.g_01086	Syam.g_00061
OG0000977	Syaq.g_01088	Syam.g_00059
OG0000978	Syaq.g_01091	Syam.g_00058
OG0000979	Syaq.g_01094	Syam.g_00055
OG0000980	Syaq.g_01097	Syam.g_00052
OG0000981	Syaq.g_01100	Syam.g_00049
OG0000982	Syaq.g_01263	Syam.g_02314
OG0000983	Syaq.g_01262	Syam.g_02315
OG0000984	Syaq.g_01261	Syam.g_02316
OG0000985	Syaq.g_01257	Syam.g_02318
OG0000986	Syaq.g_01253	Syam.g_02320
OG0000987	Syaq.g_01251	Syam.g_02322
OG0000988	Syaq.g_01245	Syam.g_02327
OG0000989	Syaq.g_01239	Syam.g_02334
OG0000990	Syaq.g_01229	Syam.g_02346
OG0000991	Syaq.g_01225	Syam.g_02348
OG0000992	Syaq.g_01222	Syam.g_02351
OG0000993	Syaq.g_01221	Syam.g_02352
OG0000994	Syaq.g_01218	Syam.g_02354
OG0000995	Syaq.g_01212	Syam.g_02359
OG0000996	Syaq.g_01193	Syam.g_02405
OG0000997	Syaq.g_01184	Syam.g_02416
OG0000998	Syaq.g_01182	Syam.g_02418
OG0000999	Syaq.g_01181	Syam.g_02419
OG0001000	Syaq.g_01177	Syam.g_02422
OG0001001	Syaq.g_01172	Syam.g_02427
OG0001002	Syaq.g_01165	Syam.g_02433
OG0001003	Syaq.g_01163	Syam.g_02434
OG0001004	Syaq.g_01162	Syam.g_02435
OG0001005	Syaq.g_01161	Syam.g_02436
OG0001006	Syaq.g_01152	Syam.g_02444
OG0001007	Syaq.g_01150	Syam.g_02446
OG0001008	Syaq.g_00500	Syam.g_01866
OG0001009	Syaq.g_01118	Syam.g_00032
OG0001010	Syaq.g_01117	Syam.g_00033
OG0001011	Syaq.g_01115	Syam.g_00034
OG0001012	Syaq.g_01267	Syam.g_02310
OG0001013	Syaq.g_01289	Syam.g_02296
OG0001014	Syaq.g_01295	Syam.g_02292
OG0001015	Syaq.g_01296	Syam.g_02291
OG0001016	Syaq.g_01554	Syam.g_02067
OG0001017	Syaq.g_01548	Syam.g_02073
OG0001018	Syaq.g_01546	Syam.g_02075
OG0001019	Syaq.g_01524	Syam.g_02093
OG0001020	Syaq.g_01510	Syam.g_02098
OG0001021	Syaq.g_01506	Syam.g_02102
OG0001022	Syaq.g_01501	Syam.g_02106
OG0001023	Syaq.g_01500	Syam.g_02107
OG0001024	Syaq.g_01496	Syam.g_02111
OG0001025	Syaq.g_01490	Syam.g_02118
OG0001026	Syaq.g_01477	Syam.g_02130
OG0001027	Syaq.g_01474	Syam.g_02135
OG0001028	Syaq.g_01472	Syam.g_02137
OG0001029	Syaq.g_01470	Syam.g_02139
OG0001030	Syaq.g_01450	Syam.g_02163
OG0001031	Syaq.g_01378	Syam.g_02239
OG0001032	Syaq.g_01376	Syam.g_02241
OG0001033	Syaq.g_01344	Syam.g_02265
OG0001034	Syaq.g_01579	Syam.g_00508
OG0001035	Syaq.g_00726	Syam.g_00265
OG0001036	Syaq.g_00731	Syam.g_00261
OG0001037	Syaq.g_00733	Syam.g_00259
OG0001038	Syaq.g_00761	Syam.g_00232
OG0001039	Syaq.g_00764	Syam.g_00229
OG0001040	Syaq.g_00767	Syam.g_00226
OG0001041	Syaq.g_00772	Syam.g_00221
OG0001042	Syaq.g_00858	Syam.g_00196
OG0001044	Syaq.g_00560	Syam.g_00456
OG0001045	Syaq.g_00547	Syam.g_00469
OG0001046	Syaq.g_02509	Syam.g_01151
OG0001047	Syaq.g_00498	Syam.g_01864
OG0001048	Syaq.g_00497	Syam.g_01863
OG0001049	Syaq.g_00494	Syam.g_01855
OG0001050	Syaq.g_00493	Syam.g_01854
OG0001051	Syaq.g_00492	Syam.g_01853
OG0001052	Syaq.g_00446	Syam.g_01672
OG0001053	Syaq.g_01775	Syam.g_00586
OG0001054	Syaq.g_01794	Syam.g_00603
OG0001055	Syaq.g_01815	Syam.g_00624
OG0001056	Syaq.g_01843	Syam.g_00656
OG0001057	Syaq.g_00334	Syam.g_00664
OG0001058	Syaq.g_01931	Syam.g_00677
OG0001059	Syaq.g_01935	Syam.g_00681
OG0001060	Syaq.g_01941	Syam.g_00688
OG0001061	Syaq.g_01961	Syam.g_01744
OG0001062	Syaq.g_01963	Syam.g_01742
OG0001063	Syaq.g_01968	Syam.g_01737
OG0001064	Syaq.g_01969	Syam.g_01736
OG0001065	Syaq.g_01970	Syam.g_01735
OG0001066	Syaq.g_01971	Syam.g_01734
OG0001067	Syaq.g_01972	Syam.g_01733
OG0001068	Syaq.g_01973	Syam.g_01732
OG0001069	Syaq.g_01974	Syam.g_01731
OG0001070	Syaq.g_01978	Syam.g_01728
OG0001071	Syaq.g_01979	Syam.g_01727
OG0001072	Syaq.g_01983	Syam.g_01723
OG0001073	Syaq.g_01998	Syam.g_01709
OG0001074	Syaq.g_02132	Syam.g_01504
OG0001075	Syaq.g_02025	Syam.g_01502
OG0001076	Syaq.g_02060	Syam.g_01491
OG0001077	Syaq.g_02071	Syam.g_01480
OG0001078	Syaq.g_02083	Syam.g_01467
OG0001079	Syaq.g_02100	Syam.g_01454
OG0001080	Syaq.g_02161	Syam.g_01034
OG0001081	Syaq.g_02232	Syam.g_01386
OG0001082	Syaq.g_02233	Syam.g_01385
OG0001083	Syaq.g_02240	Syam.g_01377
OG0001084	Syaq.g_02241	Syam.g_01376
OG0001085	Syaq.g_02251	Syam.g_01366
OG0001086	Syaq.g_02253	Syam.g_01364
OG0001087	Syaq.g_02574	Syam.g_00813
OG0001088	Syaq.g_02576	Syam.g_00809
OG0001089	Syaq.g_02604	Syam.g_00785
OG0001090	Syaq.g_00024	Syam.g_01246
OG0001091	Syaq.g_00027	Syam.g_01244
OG0001092	Syaq.g_00029	Syam.g_01242
OG0001093	Syaq.g_00035	Syam.g_01236
OG0001094	Syaq.g_02334	Syam.g_01296
OG0001095	Syaq.g_02354	Syam.g_01276
OG0001096	Syaq.g_02370	Syam.g_01260
OG0001097	Syaq.g_02393	Syam.g_00727
OG0001098	Syaq.g_02415	Syam.g_01037
OG0001099	Syaq.g_01471	Syam.g_02138
OG0001100	Syaq.g_02262	Syam.g_01356
OG0001101	Syaq.g_02263	Syam.g_01355
OG0001103	Syaq.g_02268	Syam.g_01350
OG0001104	Syaq.g_02316	Syam.g_01311
OG0001105	Syaq.g_02320	Syam.g_01307
OG0001106	Syaq.g_02471	Syam.g_01110
OG0001108	Syaq.g_02491	Syam.g_01132
OG0001109	Syaq.g_02493	Syam.g_01134
OG0001110	Syaq.g_02495	Syam.g_01136
OG0001111	Syaq.g_02497	Syam.g_01138
OG0001112	Syaq.g_02499	Syam.g_01140
OG0001113	Syaq.g_02539	Syam.g_01141
OG0001114	Syaq.g_02500	Syam.g_01142
OG0001115	Syaq.g_02504	Syam.g_01146
OG0001116	Syaq.g_02506	Syam.g_01148
OG0001117	Syaq.g_02507	Syam.g_01149
OG0001118	Syaq.g_02508	Syam.g_01150
OG0001119	Syaq.g_02510	Syam.g_01152
OG0001120	Syaq.g_02514	Syam.g_01156
OG0001121	Syaq.g_01919	Syam.g_00970
OG0001122	Syaq.g_00069	Syam.g_01184
OG0001123	Syaq.g_00061	Syam.g_01191
OG0001124	Syaq.g_00060	Syam.g_01194
OG0001125	Syaq.g_00058	Syam.g_01196
OG0001126	Syaq.g_02693	Syam.g_00757
OG0001127	Syaq.g_02692	Syam.g_00758
OG0001128	Syaq.g_02689	Syam.g_00764
OG0001129	Syaq.g_02687	Syam.g_00766
