Orthogroup	Syaq	Prbk
OG0000545	Syaq.g_01809	Prbk.g_01050
OG0000546	Syaq.g_01811	Prbk.g_01052
OG0000547	Syaq.g_01813	Prbk.g_01054
OG0000548	Syaq.g_01814	Prbk.g_01055
OG0000549	Syaq.g_01819	Prbk.g_01061
OG0000550	Syaq.g_01824	Prbk.g_01066
OG0000551	Syaq.g_01829	Prbk.g_01070
OG0000552	Syaq.g_01830	Prbk.g_01071
OG0000553	Syaq.g_01834	Prbk.g_01076
OG0000554	Syaq.g_01839	Prbk.g_01081
OG0000555	Syaq.g_01857	Prbk.g_01099
OG0000556	Syaq.g_01925	Prbk.g_02686
OG0000557	Syaq.g_01927	Prbk.g_01898
OG0000558	Syaq.g_01929	Prbk.g_01895
OG0000559	Syaq.g_01933	Prbk.g_01891
OG0000560	Syaq.g_01936	Prbk.g_01888
OG0000561	Syaq.g_01937	Prbk.g_01887
OG0000562	Syaq.g_01938	Prbk.g_01886
OG0000563	Syaq.g_01939	Prbk.g_01885
OG0000564	Syaq.g_01940	Prbk.g_01884
OG0000565	Syaq.g_01943	Prbk.g_01881
OG0000566	Syaq.g_01947	Prbk.g_01877
OG0000567	Syaq.g_01951	Prbk.g_01873
OG0000568	Syaq.g_01954	Prbk.g_01871
OG0000569	Syaq.g_01955	Prbk.g_01104
OG0000570	Syaq.g_01956	Prbk.g_01105
OG0000571	Syaq.g_01960	Prbk.g_01108
OG0000572	Syaq.g_01977	Prbk.g_01124
OG0000573	Syaq.g_01985	Prbk.g_01131
OG0000574	Syaq.g_01986	Prbk.g_01132
OG0000575	Syaq.g_01991	Prbk.g_01141
OG0000576	Syaq.g_01993	Prbk.g_01143
OG0000577	Syaq.g_01994	Prbk.g_01144
OG0000578	Syaq.g_01995	Prbk.g_01145
OG0000579	Syaq.g_01996	Prbk.g_01146
OG0000580	Syaq.g_01997	Prbk.g_01147
OG0000581	Syaq.g_02003	Prbk.g_01151
OG0000582	Syaq.g_02012	Prbk.g_01155
OG0000583	Syaq.g_02013	Prbk.g_01156
OG0000584	Syaq.g_02014	Prbk.g_01157
OG0000585	Syaq.g_02017	Prbk.g_01159
OG0000586	Syaq.g_02018	Prbk.g_01161
OG0000587	Syaq.g_02020	Prbk.g_01163
OG0000588	Syaq.g_02043	Prbk.g_02605
OG0000589	Syaq.g_02057	Prbk.g_02608
OG0000590	Syaq.g_02058	Prbk.g_02609
OG0000591	Syaq.g_02066	Prbk.g_02616
OG0000592	Syaq.g_02067	Prbk.g_02617
OG0000593	Syaq.g_02078	Prbk.g_02627
OG0000594	Syaq.g_02079	Prbk.g_02628
OG0000595	Syaq.g_02080	Prbk.g_02629
OG0000596	Syaq.g_02085	Prbk.g_02634
OG0000597	Syaq.g_02088	Prbk.g_02637
OG0000598	Syaq.g_02089	Prbk.g_02638
OG0000599	Syaq.g_02096	Prbk.g_02648
OG0000600	Syaq.g_02097	Prbk.g_02649
OG0000601	Syaq.g_02098	Prbk.g_02650
OG0000602	Syaq.g_02104	Prbk.g_02654
OG0000603	Syaq.g_02105	Prbk.g_02655
OG0000604	Syaq.g_02107	Prbk.g_02656
OG0000605	Syaq.g_02151	Prbk.g_00740
OG0000606	Syaq.g_02231	Prbk.g_00729
OG0000607	Syaq.g_02234	Prbk.g_00726
OG0000608	Syaq.g_02235	Prbk.g_00725
OG0000609	Syaq.g_02237	Prbk.g_00723
OG0000610	Syaq.g_02244	Prbk.g_00715
OG0000611	Syaq.g_02247	Prbk.g_00712
OG0000612	Syaq.g_02248	Prbk.g_00711
OG0000613	Syaq.g_00885	Prbk.g_00478
OG0000614	Syaq.g_02588	Prbk.g_01802
OG0000615	Syaq.g_02302	Prbk.g_02429
OG0000616	Syaq.g_01168	Prbk.g_02262
OG0000617	Syaq.g_00031	Prbk.g_00613
OG0000618	Syaq.g_00032	Prbk.g_00612
OG0000619	Syaq.g_00033	Prbk.g_00611
OG0000620	Syaq.g_00038	Prbk.g_00607
OG0000621	Syaq.g_00039	Prbk.g_00606
OG0000622	Syaq.g_00040	Prbk.g_00605
OG0000623	Syaq.g_00041	Prbk.g_00604
OG0000624	Syaq.g_00042	Prbk.g_00603
OG0000625	Syaq.g_00043	Prbk.g_00602
OG0000626	Syaq.g_00044	Prbk.g_00601
OG0000627	Syaq.g_02425	Prbk.g_02376
OG0000628	Syaq.g_02426	Prbk.g_02375
OG0000629	Syaq.g_02429	Prbk.g_02372
OG0000630	Syaq.g_02433	Prbk.g_02368
OG0000631	Syaq.g_02441	Prbk.g_02362
OG0000632	Syaq.g_02442	Prbk.g_02361
OG0000633	Syaq.g_02444	Prbk.g_02360
OG0000634	Syaq.g_02336	Prbk.g_02464
OG0000635	Syaq.g_02337	Prbk.g_02465
OG0000636	Syaq.g_02339	Prbk.g_02467
OG0000637	Syaq.g_02341	Prbk.g_02469
OG0000638	Syaq.g_02342	Prbk.g_02470
OG0000639	Syaq.g_02343	Prbk.g_02471
OG0000640	Syaq.g_02344	Prbk.g_02472
OG0000641	Syaq.g_02348	Prbk.g_02476
OG0000642	Syaq.g_02349	Prbk.g_02477
OG0000643	Syaq.g_02350	Prbk.g_02478
OG0000644	Syaq.g_02351	Prbk.g_02479
OG0000645	Syaq.g_02353	Prbk.g_02480
OG0000646	Syaq.g_02356	Prbk.g_02483
OG0000647	Syaq.g_02358	Prbk.g_02486
OG0000648	Syaq.g_02360	Prbk.g_02488
OG0000649	Syaq.g_02361	Prbk.g_02489
OG0000650	Syaq.g_02362	Prbk.g_02490
OG0000651	Syaq.g_02363	Prbk.g_02491
OG0000652	Syaq.g_02364	Prbk.g_02492
OG0000653	Syaq.g_02367	Prbk.g_02494
OG0000654	Syaq.g_02368	Prbk.g_02495
OG0000655	Syaq.g_02369	Prbk.g_02496
OG0000656	Syaq.g_02372	Prbk.g_02499
OG0000657	Syaq.g_02382	Prbk.g_02532
OG0000658	Syaq.g_02385	Prbk.g_02534
OG0000659	Syaq.g_02386	Prbk.g_02535
OG0000660	Syaq.g_02390	Prbk.g_02539
OG0000661	Syaq.g_02392	Prbk.g_02541
OG0000662	Syaq.g_02394	Prbk.g_02543
OG0000663	Syaq.g_02397	Prbk.g_02546
OG0000664	Syaq.g_02400	Prbk.g_02547
OG0000665	Syaq.g_02124	Prbk.g_02560
OG0000666	Syaq.g_02117	Prbk.g_02563
OG0000667	Syaq.g_02222	Prbk.g_02570
OG0000668	Syaq.g_00068	Prbk.g_00582
OG0000669	Syaq.g_02260	Prbk.g_02580
OG0000670	Syaq.g_00079	Prbk.g_01662
OG0000671	Syaq.g_02264	Prbk.g_02391
OG0000672	Syaq.g_02267	Prbk.g_02394
OG0000673	Syaq.g_02270	Prbk.g_02397
OG0000674	Syaq.g_02272	Prbk.g_02399
OG0000675	Syaq.g_02273	Prbk.g_02400
OG0000676	Syaq.g_02275	Prbk.g_02408
OG0000677	Syaq.g_02276	Prbk.g_02410
OG0000678	Syaq.g_02282	Prbk.g_02415
OG0000679	Syaq.g_02305	Prbk.g_02435
OG0000680	Syaq.g_02306	Prbk.g_02436
OG0000681	Syaq.g_02309	Prbk.g_02438
OG0000682	Syaq.g_02310	Prbk.g_02439
OG0000683	Syaq.g_02311	Prbk.g_02440
OG0000684	Syaq.g_02315	Prbk.g_02453
OG0000685	Syaq.g_02317	Prbk.g_02451
OG0000686	Syaq.g_02318	Prbk.g_02450
OG0000687	Syaq.g_02319	Prbk.g_02449
OG0000688	Syaq.g_02325	Prbk.g_02455
OG0000689	Syaq.g_02327	Prbk.g_02456
OG0000690	Syaq.g_02328	Prbk.g_02457
OG0000691	Syaq.g_02329	Prbk.g_02458
OG0000692	Syaq.g_02330	Prbk.g_02459
OG0000693	Syaq.g_02332	Prbk.g_02460
OG0000694	Syaq.g_02333	Prbk.g_02461
OG0000695	Syaq.g_02446	Prbk.g_02358
OG0000696	Syaq.g_02447	Prbk.g_02357
OG0000697	Syaq.g_02448	Prbk.g_02355
OG0000698	Syaq.g_02451	Prbk.g_02352
OG0000699	Syaq.g_02452	Prbk.g_02350
OG0000700	Syaq.g_02453	Prbk.g_02349
OG0000701	Syaq.g_02454	Prbk.g_02348
OG0000702	Syaq.g_02467	Prbk.g_02340
OG0000703	Syaq.g_02468	Prbk.g_02339
OG0000704	Syaq.g_02470	Prbk.g_02337
OG0000705	Syaq.g_02477	Prbk.g_02331
OG0000706	Syaq.g_02478	Prbk.g_02330
OG0000707	Syaq.g_02479	Prbk.g_02329
OG0000708	Syaq.g_02482	Prbk.g_02327
OG0000709	Syaq.g_02490	Prbk.g_02320
OG0000710	Syaq.g_02494	Prbk.g_02316
OG0000711	Syaq.g_02521	Prbk.g_02293
OG0000712	Syaq.g_02523	Prbk.g_02292
OG0000713	Syaq.g_02524	Prbk.g_00562
OG0000714	Syaq.g_02527	Prbk.g_00566
OG0000715	Syaq.g_02529	Prbk.g_00568
OG0000716	Syaq.g_02533	Prbk.g_00572
OG0000717	Syaq.g_02534	Prbk.g_00573
OG0000718	Syaq.g_00072	Prbk.g_00578
OG0000719	Syaq.g_00070	Prbk.g_00580
OG0000720	Syaq.g_00057	Prbk.g_00593
OG0000721	Syaq.g_00055	Prbk.g_00594
OG0000722	Syaq.g_00054	Prbk.g_00595
OG0000723	Syaq.g_00046	Prbk.g_00599
OG0000724	Syaq.g_02685	Prbk.g_00061
OG0000725	Syaq.g_02676	Prbk.g_00054
OG0000726	Syaq.g_02675	Prbk.g_00053
OG0000727	Syaq.g_02674	Prbk.g_00052
OG0000728	Syaq.g_02672	Prbk.g_00051
OG0000729	Syaq.g_01046	Prbk.g_01531
OG0000730	Syaq.g_00561	Prbk.g_00869
OG0000731	Syaq.g_00550	Prbk.g_00879
OG0000732	Syaq.g_01098	Prbk.g_01601
OG0000733	Syaq.g_01232	Prbk.g_02202
OG0000734	Syaq.g_01479	Prbk.g_00004
OG0000735	Syaq.g_00266	Prbk.g_01037
OG0000736	Syaq.g_00265	Prbk.g_01036
OG0000737	Syaq.g_00264	Prbk.g_01035
OG0000738	Syaq.g_00258	Prbk.g_01028
OG0000739	Syaq.g_00257	Prbk.g_01026
OG0000740	Syaq.g_00256	Prbk.g_01025
OG0000741	Syaq.g_00253	Prbk.g_01022
OG0000742	Syaq.g_00250	Prbk.g_01020
OG0000743	Syaq.g_00248	Prbk.g_01018
OG0000744	Syaq.g_00247	Prbk.g_01017
OG0000745	Syaq.g_00245	Prbk.g_00141
OG0000746	Syaq.g_00242	Prbk.g_00143
OG0000747	Syaq.g_00241	Prbk.g_00144
OG0000748	Syaq.g_00227	Prbk.g_00156
OG0000749	Syaq.g_00226	Prbk.g_00157
OG0000750	Syaq.g_00225	Prbk.g_00158
OG0000751	Syaq.g_00219	Prbk.g_00105
OG0000752	Syaq.g_00217	Prbk.g_00103
OG0000753	Syaq.g_00214	Prbk.g_00100
OG0000754	Syaq.g_00209	Prbk.g_01501
OG0000755	Syaq.g_00198	Prbk.g_00139
OG0000756	Syaq.g_00197	Prbk.g_00138
OG0000757	Syaq.g_00190	Prbk.g_00131
OG0000758	Syaq.g_00189	Prbk.g_00130
OG0000759	Syaq.g_00188	Prbk.g_00129
OG0000760	Syaq.g_00187	Prbk.g_00128
OG0000761	Syaq.g_00186	Prbk.g_00127
OG0000762	Syaq.g_00183	Prbk.g_01503
OG0000763	Syaq.g_00181	Prbk.g_01505
OG0000764	Syaq.g_00180	Prbk.g_01506
OG0000765	Syaq.g_00157	Prbk.g_00178
OG0000766	Syaq.g_00156	Prbk.g_00177
OG0000767	Syaq.g_00154	Prbk.g_00175
OG0000768	Syaq.g_00153	Prbk.g_00174
OG0000769	Syaq.g_00151	Prbk.g_00098
OG0000770	Syaq.g_00148	Prbk.g_00122
OG0000771	Syaq.g_02691	Prbk.g_00066
OG0000772	Syaq.g_01887	Prbk.g_02011
OG0000773	Syaq.g_00283	Prbk.g_00162
OG0000774	Syaq.g_00288	Prbk.g_01192
OG0000775	Syaq.g_00290	Prbk.g_01190
OG0000776	Syaq.g_00291	Prbk.g_01189
OG0000777	Syaq.g_00292	Prbk.g_01188
OG0000778	Syaq.g_00293	Prbk.g_01187
OG0000779	Syaq.g_00299	Prbk.g_01182
OG0000780	Syaq.g_00304	Prbk.g_01179
OG0000781	Syaq.g_00308	Prbk.g_01175
OG0000782	Syaq.g_00309	Prbk.g_01174
OG0000783	Syaq.g_00310	Prbk.g_01173
OG0000784	Syaq.g_00311	Prbk.g_01172
OG0000785	Syaq.g_00313	Prbk.g_01170
OG0000786	Syaq.g_00328	Prbk.g_01167
OG0000787	Syaq.g_00329	Prbk.g_01166
OG0000788	Syaq.g_02099	Prbk.g_00334
OG0000789	Syaq.g_02123	Prbk.g_01691
OG0000790	Syaq.g_01758	Prbk.g_02048
OG0000791	Syaq.g_01756	Prbk.g_02046
OG0000792	Syaq.g_01755	Prbk.g_02045
OG0000793	Syaq.g_01750	Prbk.g_02041
OG0000794	Syaq.g_01749	Prbk.g_02040
OG0000795	Syaq.g_01748	Prbk.g_02039
OG0000796	Syaq.g_01744	Prbk.g_02035
OG0000797	Syaq.g_01743	Prbk.g_02034
OG0000798	Syaq.g_00760	Prbk.g_00414
OG0000799	Syaq.g_00341	Prbk.g_01929
OG0000800	Syaq.g_00342	Prbk.g_01930
OG0000801	Syaq.g_00343	Prbk.g_01931
OG0000802	Syaq.g_00350	Prbk.g_01938
OG0000803	Syaq.g_00353	Prbk.g_00244
OG0000804	Syaq.g_00358	Prbk.g_00246
OG0000805	Syaq.g_00360	Prbk.g_00248
OG0000806	Syaq.g_00362	Prbk.g_00250
OG0000807	Syaq.g_00364	Prbk.g_00252
OG0000808	Syaq.g_00365	Prbk.g_00253
OG0000809	Syaq.g_00369	Prbk.g_00257
OG0000810	Syaq.g_00370	Prbk.g_00258
OG0000811	Syaq.g_00378	Prbk.g_00270
OG0000812	Syaq.g_00380	Prbk.g_00272
OG0000813	Syaq.g_00381	Prbk.g_00273
OG0000814	Syaq.g_00383	Prbk.g_00275
OG0000815	Syaq.g_00384	Prbk.g_00276
OG0000816	Syaq.g_00386	Prbk.g_00278
OG0000817	Syaq.g_00387	Prbk.g_00279
OG0000818	Syaq.g_00392	Prbk.g_01237
OG0000819	Syaq.g_00393	Prbk.g_01236
OG0000820	Syaq.g_00394	Prbk.g_01235
OG0000821	Syaq.g_00400	Prbk.g_01228
OG0000822	Syaq.g_00402	Prbk.g_01226
OG0000823	Syaq.g_00403	Prbk.g_01225
OG0000824	Syaq.g_00409	Prbk.g_01221
OG0000825	Syaq.g_00410	Prbk.g_01220
OG0000826	Syaq.g_00411	Prbk.g_01219
OG0000827	Syaq.g_00412	Prbk.g_01218
OG0000828	Syaq.g_00415	Prbk.g_01215
OG0000829	Syaq.g_00416	Prbk.g_01214
OG0000830	Syaq.g_00417	Prbk.g_01213
OG0000831	Syaq.g_00419	Prbk.g_01211
OG0000832	Syaq.g_01737	Prbk.g_02006
OG0000833	Syaq.g_01725	Prbk.g_01998
OG0000834	Syaq.g_01724	Prbk.g_01997
OG0000835	Syaq.g_01723	Prbk.g_01996
OG0000836	Syaq.g_01720	Prbk.g_01994
OG0000837	Syaq.g_01719	Prbk.g_01993
OG0000838	Syaq.g_01715	Prbk.g_01990
OG0000839	Syaq.g_01714	Prbk.g_01989
OG0000840	Syaq.g_01713	Prbk.g_01988
OG0000841	Syaq.g_01712	Prbk.g_01987
OG0000842	Syaq.g_01711	Prbk.g_01986
OG0000843	Syaq.g_01710	Prbk.g_01985
OG0000844	Syaq.g_01708	Prbk.g_01983
OG0000845	Syaq.g_01707	Prbk.g_01982
OG0000846	Syaq.g_01706	Prbk.g_01981
OG0000847	Syaq.g_01705	Prbk.g_01980
OG0000848	Syaq.g_01703	Prbk.g_01979
OG0000849	Syaq.g_01702	Prbk.g_01978
OG0000850	Syaq.g_01699	Prbk.g_01977
OG0000851	Syaq.g_01696	Prbk.g_00937
OG0000852	Syaq.g_01695	Prbk.g_00936
OG0000853	Syaq.g_01691	Prbk.g_00932
OG0000854	Syaq.g_01689	Prbk.g_00930
OG0000855	Syaq.g_01688	Prbk.g_00929
OG0000856	Syaq.g_02069	Prbk.g_02619
OG0000857	Syaq.g_02357	Prbk.g_02485
OG0000858	Syaq.g_01682	Prbk.g_00918
OG0000859	Syaq.g_01681	Prbk.g_00917
OG0000860	Syaq.g_01671	Prbk.g_00905
OG0000861	Syaq.g_01670	Prbk.g_00904
OG0000862	Syaq.g_01668	Prbk.g_00902
OG0000863	Syaq.g_01665	Prbk.g_01451
OG0000864	Syaq.g_01664	Prbk.g_01450
OG0000865	Syaq.g_01663	Prbk.g_01449
OG0000866	Syaq.g_01662	Prbk.g_01448
OG0000867	Syaq.g_01661	Prbk.g_01447
OG0000868	Syaq.g_01659	Prbk.g_01445
OG0000869	Syaq.g_01656	Prbk.g_01442
OG0000870	Syaq.g_01651	Prbk.g_01437
OG0000871	Syaq.g_01650	Prbk.g_01436
OG0000872	Syaq.g_01644	Prbk.g_01434
OG0000873	Syaq.g_01641	Prbk.g_01431
OG0000874	Syaq.g_01637	Prbk.g_01427
OG0000875	Syaq.g_01633	Prbk.g_01426
OG0000876	Syaq.g_01631	Prbk.g_01425
OG0000877	Syaq.g_01628	Prbk.g_01422
OG0000878	Syaq.g_01627	Prbk.g_01421
OG0000879	Syaq.g_01626	Prbk.g_01420
OG0000880	Syaq.g_01625	Prbk.g_01419
OG0000881	Syaq.g_01621	Prbk.g_01414
OG0000882	Syaq.g_01616	Prbk.g_01409
OG0000883	Syaq.g_01613	Prbk.g_01407
OG0000884	Syaq.g_01611	Prbk.g_01405
OG0000885	Syaq.g_01610	Prbk.g_01404
OG0000886	Syaq.g_01609	Prbk.g_01403
OG0000887	Syaq.g_01608	Prbk.g_01402
OG0000888	Syaq.g_01606	Prbk.g_01400
OG0000889	Syaq.g_01604	Prbk.g_01398
OG0000890	Syaq.g_01597	Prbk.g_01384
OG0000891	Syaq.g_01596	Prbk.g_01383
OG0000892	Syaq.g_01594	Prbk.g_01381
OG0000893	Syaq.g_00695	Prbk.g_01901
OG0000894	Syaq.g_00692	Prbk.g_01905
OG0000895	Syaq.g_00688	Prbk.g_01910
OG0000896	Syaq.g_00687	Prbk.g_01911
OG0000897	Syaq.g_00685	Prbk.g_01913
OG0000898	Syaq.g_00684	Prbk.g_01914
OG0000899	Syaq.g_00683	Prbk.g_01915
OG0000900	Syaq.g_00682	Prbk.g_01916
OG0000901	Syaq.g_00677	Prbk.g_01920
OG0000902	Syaq.g_00671	Prbk.g_01922
OG0000903	Syaq.g_00655	Prbk.g_00990
OG0000904	Syaq.g_00660	Prbk.g_00995
OG0000905	Syaq.g_00666	Prbk.g_00997
OG0000906	Syaq.g_00669	Prbk.g_01926
OG0000907	Syaq.g_00653	Prbk.g_00988
OG0000908	Syaq.g_00650	Prbk.g_00985
OG0000909	Syaq.g_00649	Prbk.g_00984
OG0000910	Syaq.g_00648	Prbk.g_00983
OG0000911	Syaq.g_00646	Prbk.g_00981
OG0000912	Syaq.g_00645	Prbk.g_00980
OG0000913	Syaq.g_00644	Prbk.g_00979
OG0000914	Syaq.g_00643	Prbk.g_00978
OG0000915	Syaq.g_00641	Prbk.g_00977
OG0000916	Syaq.g_00640	Prbk.g_00976
OG0000917	Syaq.g_00639	Prbk.g_00975
OG0000918	Syaq.g_00638	Prbk.g_00974
OG0000919	Syaq.g_00637	Prbk.g_00973
OG0000920	Syaq.g_00636	Prbk.g_00972
OG0000921	Syaq.g_00635	Prbk.g_00971
OG0000922	Syaq.g_00634	Prbk.g_00970
OG0000923	Syaq.g_00630	Prbk.g_00966
OG0000924	Syaq.g_00629	Prbk.g_00965
OG0000925	Syaq.g_00628	Prbk.g_00964
OG0000926	Syaq.g_00627	Prbk.g_00963
OG0000927	Syaq.g_00625	Prbk.g_00961
OG0000928	Syaq.g_00624	Prbk.g_00960
OG0000929	Syaq.g_00623	Prbk.g_00959
OG0000930	Syaq.g_00622	Prbk.g_00958
OG0000931	Syaq.g_00621	Prbk.g_00957
OG0000932	Syaq.g_00620	Prbk.g_00956
OG0000933	Syaq.g_00614	Prbk.g_00951
OG0000934	Syaq.g_00612	Prbk.g_00949
OG0000935	Syaq.g_00611	Prbk.g_00948
OG0000936	Syaq.g_00610	Prbk.g_00947
OG0000937	Syaq.g_00609	Prbk.g_00946
OG0000938	Syaq.g_00606	Prbk.g_00797
OG0000939	Syaq.g_00604	Prbk.g_00798
OG0000940	Syaq.g_00597	Prbk.g_00807
OG0000941	Syaq.g_00595	Prbk.g_00809
OG0000942	Syaq.g_00593	Prbk.g_00811
OG0000943	Syaq.g_00592	Prbk.g_00812
OG0000944	Syaq.g_00590	Prbk.g_00814
OG0000945	Syaq.g_00588	Prbk.g_00816
OG0000946	Syaq.g_00580	Prbk.g_00844
OG0000947	Syaq.g_00577	Prbk.g_00847
OG0000948	Syaq.g_00576	Prbk.g_00848
OG0000949	Syaq.g_00971	Prbk.g_00851
OG0000950	Syaq.g_00984	Prbk.g_00513
OG0000951	Syaq.g_00991	Prbk.g_00518
OG0000952	Syaq.g_01002	Prbk.g_00525
OG0000953	Syaq.g_01006	Prbk.g_00529
OG0000954	Syaq.g_01012	Prbk.g_00216
OG0000955	Syaq.g_01013	Prbk.g_00217
OG0000956	Syaq.g_01015	Prbk.g_00219
OG0000957	Syaq.g_01026	Prbk.g_00235
OG0000958	Syaq.g_01027	Prbk.g_00236
OG0000959	Syaq.g_01031	Prbk.g_01482
OG0000960	Syaq.g_01032	Prbk.g_01483
OG0000961	Syaq.g_01043	Prbk.g_01494
OG0000962	Syaq.g_01045	Prbk.g_01530
OG0000963	Syaq.g_01049	Prbk.g_01535
OG0000964	Syaq.g_01050	Prbk.g_01536
OG0000965	Syaq.g_01051	Prbk.g_01537
OG0000966	Syaq.g_01060	Prbk.g_01571
OG0000967	Syaq.g_01067	Prbk.g_01577
OG0000968	Syaq.g_01071	Prbk.g_01580
OG0000969	Syaq.g_01078	Prbk.g_01582
OG0000970	Syaq.g_01079	Prbk.g_01583
OG0000971	Syaq.g_01081	Prbk.g_01585
OG0000972	Syaq.g_01082	Prbk.g_01586
OG0000973	Syaq.g_01083	Prbk.g_01587
OG0000974	Syaq.g_01084	Prbk.g_01588
OG0000975	Syaq.g_01085	Prbk.g_01589
OG0000976	Syaq.g_01086	Prbk.g_01590
OG0000977	Syaq.g_01088	Prbk.g_01592
OG0000978	Syaq.g_01091	Prbk.g_01593
OG0000979	Syaq.g_01094	Prbk.g_01596
OG0000980	Syaq.g_01097	Prbk.g_01600
OG0000981	Syaq.g_01100	Prbk.g_01603
OG0000982	Syaq.g_01263	Prbk.g_02161
OG0000983	Syaq.g_01262	Prbk.g_02162
OG0000984	Syaq.g_01261	Prbk.g_02163
OG0000985	Syaq.g_01257	Prbk.g_02167
OG0000986	Syaq.g_01253	Prbk.g_02169
OG0000987	Syaq.g_01251	Prbk.g_02171
OG0000988	Syaq.g_01245	Prbk.g_02175
OG0000989	Syaq.g_01239	Prbk.g_02185
OG0000990	Syaq.g_01229	Prbk.g_02207
OG0000991	Syaq.g_01225	Prbk.g_02210
OG0000992	Syaq.g_01222	Prbk.g_02213
OG0000993	Syaq.g_01221	Prbk.g_02214
OG0000994	Syaq.g_01218	Prbk.g_02217
OG0000995	Syaq.g_01212	Prbk.g_02226
OG0000996	Syaq.g_01193	Prbk.g_02239
OG0000997	Syaq.g_01184	Prbk.g_02248
OG0000998	Syaq.g_01182	Prbk.g_02250
OG0000999	Syaq.g_01181	Prbk.g_02251
OG0001000	Syaq.g_01177	Prbk.g_02254
OG0001001	Syaq.g_01172	Prbk.g_02258
OG0001002	Syaq.g_01165	Prbk.g_02265
OG0001003	Syaq.g_01163	Prbk.g_02267
OG0001004	Syaq.g_01162	Prbk.g_02268
OG0001005	Syaq.g_01161	Prbk.g_02270
OG0001006	Syaq.g_01152	Prbk.g_02276
OG0001007	Syaq.g_01150	Prbk.g_02278
OG0001008	Syaq.g_00500	Prbk.g_00327
OG0001009	Syaq.g_01118	Prbk.g_01622
OG0001010	Syaq.g_01117	Prbk.g_01621
OG0001011	Syaq.g_01115	Prbk.g_01619
OG0001012	Syaq.g_01267	Prbk.g_02158
OG0001013	Syaq.g_01289	Prbk.g_02133
OG0001014	Syaq.g_01295	Prbk.g_02124
OG0001015	Syaq.g_01296	Prbk.g_02123
OG0001016	Syaq.g_01554	Prbk.g_01315
OG0001017	Syaq.g_01548	Prbk.g_01309
OG0001018	Syaq.g_01546	Prbk.g_01307
OG0001019	Syaq.g_01524	Prbk.g_01294
OG0001020	Syaq.g_01510	Prbk.g_00035
OG0001021	Syaq.g_01506	Prbk.g_00031
OG0001022	Syaq.g_01501	Prbk.g_00026
OG0001023	Syaq.g_01500	Prbk.g_00025
OG0001024	Syaq.g_01496	Prbk.g_00021
OG0001025	Syaq.g_01490	Prbk.g_00014
OG0001026	Syaq.g_01477	Prbk.g_00001
OG0001027	Syaq.g_01474	Prbk.g_00190
OG0001028	Syaq.g_01472	Prbk.g_00192
OG0001029	Syaq.g_01470	Prbk.g_00194
OG0001030	Syaq.g_01450	Prbk.g_00547
OG0001031	Syaq.g_01378	Prbk.g_01275
OG0001032	Syaq.g_01376	Prbk.g_01272
OG0001033	Syaq.g_01344	Prbk.g_00633
OG0001034	Syaq.g_01579	Prbk.g_01521
OG0001035	Syaq.g_00726	Prbk.g_00372
OG0001036	Syaq.g_00731	Prbk.g_00376
OG0001037	Syaq.g_00733	Prbk.g_00378
OG0001038	Syaq.g_00761	Prbk.g_00415
OG0001039	Syaq.g_00764	Prbk.g_00418
OG0001040	Syaq.g_00767	Prbk.g_00421
OG0001041	Syaq.g_00772	Prbk.g_00426
OG0001042	Syaq.g_00858	Prbk.g_00451
OG0001044	Syaq.g_00560	Prbk.g_00870
OG0001045	Syaq.g_00547	Prbk.g_00882
OG0001046	Syaq.g_02509	Prbk.g_00924
OG0001047	Syaq.g_00498	Prbk.g_00325
OG0001048	Syaq.g_00497	Prbk.g_00324
OG0001049	Syaq.g_00494	Prbk.g_00321
OG0001050	Syaq.g_00493	Prbk.g_00320
OG0001051	Syaq.g_00492	Prbk.g_00319
OG0001052	Syaq.g_00446	Prbk.g_02109
OG0001053	Syaq.g_01775	Prbk.g_02064
OG0001054	Syaq.g_01794	Prbk.g_01861
OG0001055	Syaq.g_01815	Prbk.g_01056
OG0001056	Syaq.g_01843	Prbk.g_01085
OG0001057	Syaq.g_00334	Prbk.g_01097
OG0001058	Syaq.g_01931	Prbk.g_01893
OG0001059	Syaq.g_01935	Prbk.g_01889
OG0001060	Syaq.g_01941	Prbk.g_01882
OG0001061	Syaq.g_01961	Prbk.g_01109
OG0001062	Syaq.g_01963	Prbk.g_01111
OG0001063	Syaq.g_01968	Prbk.g_01115
OG0001064	Syaq.g_01969	Prbk.g_01116
OG0001065	Syaq.g_01970	Prbk.g_01117
OG0001066	Syaq.g_01971	Prbk.g_01118
OG0001067	Syaq.g_01972	Prbk.g_01119
OG0001068	Syaq.g_01973	Prbk.g_01120
OG0001069	Syaq.g_01974	Prbk.g_01121
OG0001070	Syaq.g_01978	Prbk.g_01125
OG0001071	Syaq.g_01979	Prbk.g_01126
OG0001072	Syaq.g_01983	Prbk.g_01129
OG0001073	Syaq.g_01998	Prbk.g_01148
OG0001074	Syaq.g_02132	Prbk.g_02602
OG0001075	Syaq.g_02025	Prbk.g_02603
OG0001076	Syaq.g_02060	Prbk.g_02611
OG0001077	Syaq.g_02071	Prbk.g_02621
OG0001078	Syaq.g_02083	Prbk.g_02632
OG0001079	Syaq.g_02100	Prbk.g_02651
OG0001080	Syaq.g_02161	Prbk.g_00738
OG0001081	Syaq.g_02232	Prbk.g_00728
OG0001082	Syaq.g_02233	Prbk.g_00727
