Orthogroup	Syaq	Pras
OG0000579	Syaq.g_01996	Pras.g_01478
OG0000580	Syaq.g_01997	Pras.g_01479
OG0000581	Syaq.g_02003	Pras.g_01481
OG0000582	Syaq.g_02012	Pras.g_01484
OG0000583	Syaq.g_02013	Pras.g_01485
OG0000584	Syaq.g_02014	Pras.g_01486
OG0000585	Syaq.g_02017	Pras.g_01488
OG0000586	Syaq.g_02018	Pras.g_01489
OG0000587	Syaq.g_02020	Pras.g_01490
OG0000588	Syaq.g_02043	Pras.g_01494
OG0000589	Syaq.g_02057	Pras.g_01497
OG0000590	Syaq.g_02058	Pras.g_01498
OG0000591	Syaq.g_02066	Pras.g_01501
OG0000592	Syaq.g_02067	Pras.g_01502
OG0000593	Syaq.g_02078	Pras.g_01508
OG0000594	Syaq.g_02079	Pras.g_01509
OG0000595	Syaq.g_02080	Pras.g_01510
OG0000596	Syaq.g_02085	Pras.g_01514
OG0000597	Syaq.g_02088	Pras.g_01516
OG0000598	Syaq.g_02089	Pras.g_01517
OG0000599	Syaq.g_02096	Pras.g_01520
OG0000600	Syaq.g_02097	Pras.g_01521
OG0000601	Syaq.g_02098	Pras.g_01522
OG0000602	Syaq.g_02104	Pras.g_01524
OG0000603	Syaq.g_02105	Pras.g_01525
OG0000604	Syaq.g_02107	Pras.g_01526
OG0000605	Syaq.g_02151	Pras.g_01527
OG0000606	Syaq.g_02231	Pras.g_01530
OG0000607	Syaq.g_02234	Pras.g_01533
OG0000608	Syaq.g_02235	Pras.g_01534
OG0000609	Syaq.g_02237	Pras.g_01535
OG0000610	Syaq.g_02244	Pras.g_01540
OG0000611	Syaq.g_02247	Pras.g_01543
OG0000612	Syaq.g_02248	Pras.g_01544
OG0000613	Syaq.g_00885	Pras.g_01549
OG0000614	Syaq.g_02588	Pras.g_01568
OG0000615	Syaq.g_02302	Pras.g_01576
OG0000616	Syaq.g_01168	Pras.g_01580
OG0000617	Syaq.g_00031	Pras.g_01612
OG0000618	Syaq.g_00032	Pras.g_01613
OG0000619	Syaq.g_00033	Pras.g_01614
OG0000620	Syaq.g_00038	Pras.g_01617
OG0000621	Syaq.g_00039	Pras.g_01618
OG0000622	Syaq.g_00040	Pras.g_01619
OG0000623	Syaq.g_00041	Pras.g_01620
OG0000624	Syaq.g_00042	Pras.g_01621
OG0000625	Syaq.g_00043	Pras.g_01622
OG0000626	Syaq.g_00044	Pras.g_01623
OG0000627	Syaq.g_02425	Pras.g_01624
OG0000628	Syaq.g_02426	Pras.g_01625
OG0000629	Syaq.g_02429	Pras.g_01626
OG0000630	Syaq.g_02433	Pras.g_01629
OG0000631	Syaq.g_02441	Pras.g_01692
OG0000632	Syaq.g_02442	Pras.g_01693
OG0000633	Syaq.g_02444	Pras.g_01694
OG0000634	Syaq.g_02336	Pras.g_01697
OG0000635	Syaq.g_02337	Pras.g_01698
OG0000636	Syaq.g_02339	Pras.g_01700
OG0000637	Syaq.g_02341	Pras.g_01702
OG0000638	Syaq.g_02342	Pras.g_01703
OG0000639	Syaq.g_02343	Pras.g_01704
OG0000640	Syaq.g_02344	Pras.g_01705
OG0000641	Syaq.g_02348	Pras.g_01709
OG0000642	Syaq.g_02349	Pras.g_01710
OG0000643	Syaq.g_02350	Pras.g_01711
OG0000644	Syaq.g_02351	Pras.g_01712
OG0000645	Syaq.g_02353	Pras.g_01713
OG0000646	Syaq.g_02356	Pras.g_01715
OG0000647	Syaq.g_02358	Pras.g_01716
OG0000648	Syaq.g_02360	Pras.g_01718
OG0000649	Syaq.g_02361	Pras.g_01719
OG0000650	Syaq.g_02362	Pras.g_01720
OG0000651	Syaq.g_02363	Pras.g_01721
OG0000652	Syaq.g_02364	Pras.g_01722
OG0000653	Syaq.g_02367	Pras.g_01724
OG0000654	Syaq.g_02368	Pras.g_01725
OG0000655	Syaq.g_02369	Pras.g_01726
OG0000656	Syaq.g_02372	Pras.g_01729
OG0000657	Syaq.g_02382	Pras.g_01736
OG0000658	Syaq.g_02385	Pras.g_01737
OG0000659	Syaq.g_02386	Pras.g_01738
OG0000660	Syaq.g_02390	Pras.g_01742
OG0000661	Syaq.g_02392	Pras.g_01744
OG0000662	Syaq.g_02394	Pras.g_01746
OG0000663	Syaq.g_02397	Pras.g_01748
OG0000664	Syaq.g_02400	Pras.g_01749
OG0000665	Syaq.g_02124	Pras.g_01753
OG0000666	Syaq.g_02117	Pras.g_01754
OG0000667	Syaq.g_02222	Pras.g_01758
OG0000668	Syaq.g_00068	Pras.g_01788
OG0000669	Syaq.g_02260	Pras.g_01792
OG0000670	Syaq.g_00079	Pras.g_01794
OG0000671	Syaq.g_02264	Pras.g_01796
OG0000672	Syaq.g_02267	Pras.g_01799
OG0000673	Syaq.g_02270	Pras.g_01802
OG0000674	Syaq.g_02272	Pras.g_01804
OG0000675	Syaq.g_02273	Pras.g_01805
OG0000676	Syaq.g_02275	Pras.g_01807
OG0000677	Syaq.g_02276	Pras.g_01808
OG0000678	Syaq.g_02282	Pras.g_01810
OG0000679	Syaq.g_02305	Pras.g_01814
OG0000680	Syaq.g_02306	Pras.g_01815
OG0000681	Syaq.g_02309	Pras.g_01818
OG0000682	Syaq.g_02310	Pras.g_01819
OG0000683	Syaq.g_02311	Pras.g_01820
OG0000684	Syaq.g_02315	Pras.g_01821
OG0000685	Syaq.g_02317	Pras.g_01823
OG0000686	Syaq.g_02318	Pras.g_01824
OG0000687	Syaq.g_02319	Pras.g_01825
OG0000688	Syaq.g_02325	Pras.g_01828
OG0000689	Syaq.g_02327	Pras.g_01829
OG0000690	Syaq.g_02328	Pras.g_01830
OG0000691	Syaq.g_02329	Pras.g_01831
OG0000692	Syaq.g_02330	Pras.g_01833
OG0000693	Syaq.g_02332	Pras.g_01834
OG0000694	Syaq.g_02333	Pras.g_01835
OG0000695	Syaq.g_02446	Pras.g_01837
OG0000696	Syaq.g_02447	Pras.g_01838
OG0000697	Syaq.g_02448	Pras.g_01839
OG0000698	Syaq.g_02451	Pras.g_01842
OG0000699	Syaq.g_02452	Pras.g_01843
OG0000700	Syaq.g_02453	Pras.g_01844
OG0000701	Syaq.g_02454	Pras.g_01845
OG0000702	Syaq.g_02467	Pras.g_01847
OG0000703	Syaq.g_02468	Pras.g_01848
OG0000704	Syaq.g_02470	Pras.g_01849
OG0000705	Syaq.g_02477	Pras.g_01853
OG0000706	Syaq.g_02478	Pras.g_01854
OG0000707	Syaq.g_02479	Pras.g_01855
OG0000708	Syaq.g_02482	Pras.g_01856
OG0000709	Syaq.g_02490	Pras.g_01860
OG0000710	Syaq.g_02494	Pras.g_01863
OG0000711	Syaq.g_02521	Pras.g_01881
OG0000712	Syaq.g_02523	Pras.g_01883
OG0000713	Syaq.g_02524	Pras.g_01884
OG0000714	Syaq.g_02527	Pras.g_01885
OG0000715	Syaq.g_02529	Pras.g_01887
OG0000716	Syaq.g_02533	Pras.g_01889
OG0000717	Syaq.g_02534	Pras.g_01890
OG0000718	Syaq.g_00072	Pras.g_01903
OG0000719	Syaq.g_00070	Pras.g_01905
OG0000720	Syaq.g_00057	Pras.g_01914
OG0000721	Syaq.g_00055	Pras.g_01916
OG0000722	Syaq.g_00054	Pras.g_01917
OG0000723	Syaq.g_00046	Pras.g_01920
OG0000724	Syaq.g_02685	Pras.g_01929
OG0000725	Syaq.g_02676	Pras.g_01935
OG0000726	Syaq.g_02675	Pras.g_01936
OG0000727	Syaq.g_02674	Pras.g_01937
OG0000728	Syaq.g_02672	Pras.g_01939
OG0000729	Syaq.g_01046	Pras.g_01984
OG0000730	Syaq.g_00561	Pras.g_01988
OG0000731	Syaq.g_00550	Pras.g_01992
OG0000732	Syaq.g_01098	Pras.g_00003
OG0000733	Syaq.g_01232	Pras.g_00024
OG0000734	Syaq.g_01479	Pras.g_00041
OG0000735	Syaq.g_00266	Pras.g_00043
OG0000736	Syaq.g_00265	Pras.g_00044
OG0000737	Syaq.g_00264	Pras.g_00045
OG0000738	Syaq.g_00258	Pras.g_00049
OG0000739	Syaq.g_00257	Pras.g_00050
OG0000740	Syaq.g_00256	Pras.g_00051
OG0000741	Syaq.g_00253	Pras.g_00052
OG0000742	Syaq.g_00250	Pras.g_00055
OG0000743	Syaq.g_00248	Pras.g_00057
OG0000744	Syaq.g_00247	Pras.g_00058
OG0000745	Syaq.g_00245	Pras.g_00059
OG0000746	Syaq.g_00242	Pras.g_00061
OG0000747	Syaq.g_00241	Pras.g_00062
OG0000748	Syaq.g_00227	Pras.g_00065
OG0000749	Syaq.g_00226	Pras.g_00066
OG0000750	Syaq.g_00225	Pras.g_00067
OG0000751	Syaq.g_00219	Pras.g_00069
OG0000752	Syaq.g_00217	Pras.g_00071
OG0000753	Syaq.g_00214	Pras.g_00074
OG0000754	Syaq.g_00209	Pras.g_00077
OG0000755	Syaq.g_00198	Pras.g_00080
OG0000756	Syaq.g_00197	Pras.g_00081
OG0000757	Syaq.g_00190	Pras.g_00087
OG0000758	Syaq.g_00189	Pras.g_00088
OG0000759	Syaq.g_00188	Pras.g_00089
OG0000760	Syaq.g_00187	Pras.g_00090
OG0000761	Syaq.g_00186	Pras.g_00091
OG0000762	Syaq.g_00183	Pras.g_00092
OG0000763	Syaq.g_00181	Pras.g_00094
OG0000764	Syaq.g_00180	Pras.g_00095
OG0000765	Syaq.g_00157	Pras.g_00105
OG0000766	Syaq.g_00156	Pras.g_00106
OG0000767	Syaq.g_00154	Pras.g_00108
OG0000768	Syaq.g_00153	Pras.g_00109
OG0000769	Syaq.g_00151	Pras.g_00111
OG0000770	Syaq.g_00148	Pras.g_00113
OG0000771	Syaq.g_02691	Pras.g_00122
OG0000772	Syaq.g_01887	Pras.g_00178
OG0000773	Syaq.g_00283	Pras.g_00199
OG0000774	Syaq.g_00288	Pras.g_00201
OG0000775	Syaq.g_00290	Pras.g_00204
OG0000776	Syaq.g_00291	Pras.g_00205
OG0000777	Syaq.g_00292	Pras.g_00206
OG0000778	Syaq.g_00293	Pras.g_00207
OG0000779	Syaq.g_00299	Pras.g_00211
OG0000780	Syaq.g_00304	Pras.g_00212
OG0000781	Syaq.g_00308	Pras.g_00214
OG0000782	Syaq.g_00309	Pras.g_00216
OG0000783	Syaq.g_00310	Pras.g_00217
OG0000784	Syaq.g_00311	Pras.g_00218
OG0000785	Syaq.g_00313	Pras.g_00220
OG0000786	Syaq.g_00328	Pras.g_00223
OG0000787	Syaq.g_00329	Pras.g_00224
OG0000788	Syaq.g_02099	Pras.g_00237
OG0000789	Syaq.g_02123	Pras.g_00240
OG0000790	Syaq.g_01758	Pras.g_00255
OG0000791	Syaq.g_01756	Pras.g_00257
OG0000792	Syaq.g_01755	Pras.g_00258
OG0000793	Syaq.g_01750	Pras.g_00261
OG0000794	Syaq.g_01749	Pras.g_00262
OG0000795	Syaq.g_01748	Pras.g_00263
OG0000796	Syaq.g_01744	Pras.g_00267
OG0000797	Syaq.g_01743	Pras.g_00268
OG0000798	Syaq.g_00760	Pras.g_00286
OG0000799	Syaq.g_00341	Pras.g_00332
OG0000800	Syaq.g_00342	Pras.g_00333
OG0000801	Syaq.g_00343	Pras.g_00334
OG0000802	Syaq.g_00350	Pras.g_00336
OG0000803	Syaq.g_00353	Pras.g_00338
OG0000804	Syaq.g_00358	Pras.g_00339
OG0000805	Syaq.g_00360	Pras.g_00341
OG0000806	Syaq.g_00362	Pras.g_00343
OG0000807	Syaq.g_00364	Pras.g_00344
OG0000808	Syaq.g_00365	Pras.g_00345
OG0000809	Syaq.g_00369	Pras.g_00348
OG0000810	Syaq.g_00370	Pras.g_00349
OG0000811	Syaq.g_00378	Pras.g_00353
OG0000812	Syaq.g_00380	Pras.g_00355
OG0000813	Syaq.g_00381	Pras.g_00356
OG0000814	Syaq.g_00383	Pras.g_00358
OG0000815	Syaq.g_00384	Pras.g_00359
OG0000816	Syaq.g_00386	Pras.g_00361
OG0000817	Syaq.g_00387	Pras.g_00362
OG0000818	Syaq.g_00392	Pras.g_00367
OG0000819	Syaq.g_00393	Pras.g_00368
OG0000820	Syaq.g_00394	Pras.g_00369
OG0000821	Syaq.g_00400	Pras.g_00373
OG0000822	Syaq.g_00402	Pras.g_00374
OG0000823	Syaq.g_00403	Pras.g_00375
OG0000824	Syaq.g_00409	Pras.g_00378
OG0000825	Syaq.g_00410	Pras.g_00379
OG0000826	Syaq.g_00411	Pras.g_00380
OG0000827	Syaq.g_00412	Pras.g_00381
OG0000828	Syaq.g_00415	Pras.g_00385
OG0000829	Syaq.g_00416	Pras.g_00386
OG0000830	Syaq.g_00417	Pras.g_00387
OG0000831	Syaq.g_00419	Pras.g_00389
OG0000832	Syaq.g_01737	Pras.g_00395
OG0000833	Syaq.g_01725	Pras.g_00405
OG0000834	Syaq.g_01724	Pras.g_00406
OG0000835	Syaq.g_01723	Pras.g_00407
OG0000836	Syaq.g_01720	Pras.g_00408
OG0000837	Syaq.g_01719	Pras.g_00409
OG0000838	Syaq.g_01715	Pras.g_00411
OG0000839	Syaq.g_01714	Pras.g_00412
OG0000840	Syaq.g_01713	Pras.g_00413
OG0000841	Syaq.g_01712	Pras.g_00414
OG0000842	Syaq.g_01711	Pras.g_00415
OG0000843	Syaq.g_01710	Pras.g_00416
OG0000844	Syaq.g_01708	Pras.g_00417
OG0000845	Syaq.g_01707	Pras.g_00418
OG0000846	Syaq.g_01706	Pras.g_00419
OG0000847	Syaq.g_01705	Pras.g_00420
OG0000848	Syaq.g_01703	Pras.g_00421
OG0000849	Syaq.g_01702	Pras.g_00422
OG0000850	Syaq.g_01699	Pras.g_00424
OG0000851	Syaq.g_01696	Pras.g_00425
OG0000852	Syaq.g_01695	Pras.g_00426
OG0000853	Syaq.g_01691	Pras.g_00430
OG0000854	Syaq.g_01689	Pras.g_00432
OG0000855	Syaq.g_01688	Pras.g_00433
OG0000856	Syaq.g_02069	Pras.g_00448
OG0000857	Syaq.g_02357	Pras.g_00473
OG0000858	Syaq.g_01682	Pras.g_00544
OG0000859	Syaq.g_01681	Pras.g_00545
OG0000860	Syaq.g_01671	Pras.g_00552
OG0000861	Syaq.g_01670	Pras.g_00553
OG0000862	Syaq.g_01668	Pras.g_00554
OG0000863	Syaq.g_01665	Pras.g_00556
OG0000864	Syaq.g_01664	Pras.g_00557
OG0000865	Syaq.g_01663	Pras.g_00558
OG0000866	Syaq.g_01662	Pras.g_00559
OG0000867	Syaq.g_01661	Pras.g_00560
OG0000868	Syaq.g_01659	Pras.g_00561
OG0000869	Syaq.g_01656	Pras.g_00565
OG0000870	Syaq.g_01651	Pras.g_00570
OG0000871	Syaq.g_01650	Pras.g_00571
OG0000872	Syaq.g_01644	Pras.g_00572
OG0000873	Syaq.g_01641	Pras.g_00575
OG0000874	Syaq.g_01637	Pras.g_00578
OG0000875	Syaq.g_01633	Pras.g_00579
OG0000876	Syaq.g_01631	Pras.g_00580
OG0000877	Syaq.g_01628	Pras.g_00582
OG0000878	Syaq.g_01627	Pras.g_00583
OG0000879	Syaq.g_01626	Pras.g_00584
OG0000880	Syaq.g_01625	Pras.g_00585
OG0000881	Syaq.g_01621	Pras.g_00589
OG0000882	Syaq.g_01616	Pras.g_00594
OG0000883	Syaq.g_01613	Pras.g_00596
OG0000884	Syaq.g_01611	Pras.g_00598
OG0000885	Syaq.g_01610	Pras.g_00599
OG0000886	Syaq.g_01609	Pras.g_00600
OG0000887	Syaq.g_01608	Pras.g_00601
OG0000888	Syaq.g_01606	Pras.g_00603
OG0000889	Syaq.g_01604	Pras.g_00605
OG0000890	Syaq.g_01597	Pras.g_00606
OG0000891	Syaq.g_01596	Pras.g_00607
OG0000892	Syaq.g_01594	Pras.g_00609
OG0000893	Syaq.g_00695	Pras.g_00613
OG0000894	Syaq.g_00692	Pras.g_00615
OG0000895	Syaq.g_00688	Pras.g_00618
OG0000896	Syaq.g_00687	Pras.g_00619
OG0000897	Syaq.g_00685	Pras.g_00621
OG0000898	Syaq.g_00684	Pras.g_00622
OG0000899	Syaq.g_00683	Pras.g_00623
OG0000900	Syaq.g_00682	Pras.g_00624
OG0000901	Syaq.g_00677	Pras.g_00627
OG0000902	Syaq.g_00671	Pras.g_00629
OG0000903	Syaq.g_00655	Pras.g_00632
OG0000904	Syaq.g_00660	Pras.g_00634
OG0000905	Syaq.g_00666	Pras.g_00639
OG0000906	Syaq.g_00669	Pras.g_00640
OG0000907	Syaq.g_00653	Pras.g_00645
OG0000908	Syaq.g_00650	Pras.g_00648
OG0000909	Syaq.g_00649	Pras.g_00649
OG0000910	Syaq.g_00648	Pras.g_00650
OG0000911	Syaq.g_00646	Pras.g_00652
OG0000912	Syaq.g_00645	Pras.g_00653
OG0000913	Syaq.g_00644	Pras.g_00654
OG0000914	Syaq.g_00643	Pras.g_00655
OG0000915	Syaq.g_00641	Pras.g_00656
OG0000916	Syaq.g_00640	Pras.g_00657
OG0000917	Syaq.g_00639	Pras.g_00658
OG0000918	Syaq.g_00638	Pras.g_00659
OG0000919	Syaq.g_00637	Pras.g_00660
OG0000920	Syaq.g_00636	Pras.g_00661
OG0000921	Syaq.g_00635	Pras.g_00662
OG0000922	Syaq.g_00634	Pras.g_00663
OG0000923	Syaq.g_00630	Pras.g_00667
OG0000924	Syaq.g_00629	Pras.g_00668
OG0000925	Syaq.g_00628	Pras.g_00669
OG0000926	Syaq.g_00627	Pras.g_00670
OG0000927	Syaq.g_00625	Pras.g_00672
OG0000928	Syaq.g_00624	Pras.g_00673
OG0000929	Syaq.g_00623	Pras.g_00674
OG0000930	Syaq.g_00622	Pras.g_00675
OG0000931	Syaq.g_00621	Pras.g_00676
OG0000932	Syaq.g_00620	Pras.g_00677
OG0000933	Syaq.g_00614	Pras.g_00681
OG0000934	Syaq.g_00612	Pras.g_00683
OG0000935	Syaq.g_00611	Pras.g_00684
OG0000936	Syaq.g_00610	Pras.g_00685
OG0000937	Syaq.g_00609	Pras.g_00686
OG0000938	Syaq.g_00606	Pras.g_00688
OG0000939	Syaq.g_00604	Pras.g_00689
OG0000940	Syaq.g_00597	Pras.g_00696
OG0000941	Syaq.g_00595	Pras.g_00698
OG0000942	Syaq.g_00593	Pras.g_00700
OG0000943	Syaq.g_00592	Pras.g_00701
OG0000944	Syaq.g_00590	Pras.g_00702
OG0000945	Syaq.g_00588	Pras.g_00703
OG0000946	Syaq.g_00580	Pras.g_00707
OG0000947	Syaq.g_00577	Pras.g_00709
OG0000948	Syaq.g_00576	Pras.g_00710
OG0000949	Syaq.g_00971	Pras.g_00713
OG0000950	Syaq.g_00984	Pras.g_00718
OG0000951	Syaq.g_00991	Pras.g_00722
OG0000952	Syaq.g_01002	Pras.g_00726
OG0000953	Syaq.g_01006	Pras.g_00729
OG0000954	Syaq.g_01012	Pras.g_00733
OG0000955	Syaq.g_01013	Pras.g_00734
OG0000956	Syaq.g_01015	Pras.g_00736
OG0000957	Syaq.g_01026	Pras.g_00741
OG0000958	Syaq.g_01027	Pras.g_00742
OG0000959	Syaq.g_01031	Pras.g_00746
OG0000960	Syaq.g_01032	Pras.g_00747
OG0000961	Syaq.g_01043	Pras.g_00749
OG0000962	Syaq.g_01045	Pras.g_00751
OG0000963	Syaq.g_01049	Pras.g_00755
OG0000964	Syaq.g_01050	Pras.g_00756
OG0000965	Syaq.g_01051	Pras.g_00757
OG0000966	Syaq.g_01060	Pras.g_00765
OG0000967	Syaq.g_01067	Pras.g_00770
OG0000968	Syaq.g_01071	Pras.g_00772
OG0000969	Syaq.g_01078	Pras.g_00773
OG0000970	Syaq.g_01079	Pras.g_00774
OG0000971	Syaq.g_01081	Pras.g_00775
OG0000972	Syaq.g_01082	Pras.g_00776
OG0000973	Syaq.g_01083	Pras.g_00777
OG0000974	Syaq.g_01084	Pras.g_00778
OG0000975	Syaq.g_01085	Pras.g_00779
OG0000976	Syaq.g_01086	Pras.g_00780
OG0000977	Syaq.g_01088	Pras.g_00781
OG0000978	Syaq.g_01091	Pras.g_00782
OG0000979	Syaq.g_01094	Pras.g_00785
OG0000980	Syaq.g_01097	Pras.g_00787
OG0000981	Syaq.g_01100	Pras.g_00789
OG0000982	Syaq.g_01263	Pras.g_00791
OG0000983	Syaq.g_01262	Pras.g_00792
OG0000984	Syaq.g_01261	Pras.g_00793
OG0000985	Syaq.g_01257	Pras.g_00796
OG0000986	Syaq.g_01253	Pras.g_00798
OG0000987	Syaq.g_01251	Pras.g_00799
OG0000988	Syaq.g_01245	Pras.g_00802
OG0000989	Syaq.g_01239	Pras.g_00805
OG0000990	Syaq.g_01229	Pras.g_00808
OG0000991	Syaq.g_01225	Pras.g_00809
OG0000992	Syaq.g_01222	Pras.g_00812
OG0000993	Syaq.g_01221	Pras.g_00813
OG0000994	Syaq.g_01218	Pras.g_00814
OG0000995	Syaq.g_01212	Pras.g_00818
OG0000996	Syaq.g_01193	Pras.g_00819
OG0000997	Syaq.g_01184	Pras.g_00820
OG0000998	Syaq.g_01182	Pras.g_00822
OG0000999	Syaq.g_01181	Pras.g_00823
OG0001000	Syaq.g_01177	Pras.g_00826
OG0001001	Syaq.g_01172	Pras.g_00828
OG0001002	Syaq.g_01165	Pras.g_00832
OG0001003	Syaq.g_01163	Pras.g_00834
OG0001004	Syaq.g_01162	Pras.g_00835
OG0001005	Syaq.g_01161	Pras.g_00836
OG0001006	Syaq.g_01152	Pras.g_00840
OG0001007	Syaq.g_01150	Pras.g_00842
OG0001008	Syaq.g_00500	Pras.g_01315
OG0001009	Syaq.g_01118	Pras.g_00869
OG0001010	Syaq.g_01117	Pras.g_00870
OG0001011	Syaq.g_01115	Pras.g_00871
OG0001012	Syaq.g_01267	Pras.g_00896
OG0001013	Syaq.g_01289	Pras.g_00901
OG0001014	Syaq.g_01295	Pras.g_00904
OG0001015	Syaq.g_01296	Pras.g_00905
OG0001016	Syaq.g_01554	Pras.g_00924
OG0001017	Syaq.g_01548	Pras.g_00928
OG0001018	Syaq.g_01546	Pras.g_00931
OG0001019	Syaq.g_01524	Pras.g_00940
OG0001020	Syaq.g_01510	Pras.g_00941
OG0001021	Syaq.g_01506	Pras.g_00942
OG0001022	Syaq.g_01501	Pras.g_00945
OG0001023	Syaq.g_01500	Pras.g_00946
OG0001024	Syaq.g_01496	Pras.g_00949
OG0001025	Syaq.g_01490	Pras.g_00955
OG0001026	Syaq.g_01477	Pras.g_00962
OG0001027	Syaq.g_01474	Pras.g_00963
OG0001028	Syaq.g_01472	Pras.g_00965
OG0001029	Syaq.g_01470	Pras.g_00966
OG0001030	Syaq.g_01450	Pras.g_00981
OG0001031	Syaq.g_01378	Pras.g_01037
OG0001032	Syaq.g_01376	Pras.g_01038
OG0001033	Syaq.g_01344	Pras.g_01060
OG0001034	Syaq.g_01579	Pras.g_01088
OG0001035	Syaq.g_00726	Pras.g_01106
OG0001036	Syaq.g_00731	Pras.g_01111
OG0001037	Syaq.g_00733	Pras.g_01112
OG0001038	Syaq.g_00761	Pras.g_01130
OG0001039	Syaq.g_00764	Pras.g_01133
OG0001040	Syaq.g_00767	Pras.g_01135
OG0001041	Syaq.g_00772	Pras.g_01139
OG0001042	Syaq.g_00858	Pras.g_01156
OG0001044	Syaq.g_00560	Pras.g_01186
OG0001045	Syaq.g_00547	Pras.g_01195
OG0001046	Syaq.g_02509	Pras.g_01232
OG0001047	Syaq.g_00498	Pras.g_01317
OG0001048	Syaq.g_00497	Pras.g_01318
OG0001049	Syaq.g_00494	Pras.g_01320
OG0001050	Syaq.g_00493	Pras.g_01321
OG0001051	Syaq.g_00492	Pras.g_01322
OG0001052	Syaq.g_00446	Pras.g_01349
OG0001053	Syaq.g_01775	Pras.g_01361
OG0001054	Syaq.g_01794	Pras.g_01376
OG0001055	Syaq.g_01815	Pras.g_01395
OG0001056	Syaq.g_01843	Pras.g_01413
OG0001057	Syaq.g_00334	Pras.g_01418
OG0001058	Syaq.g_01931	Pras.g_01426
OG0001059	Syaq.g_01935	Pras.g_01430
OG0001060	Syaq.g_01941	Pras.g_01437
OG0001061	Syaq.g_01961	Pras.g_01450
OG0001062	Syaq.g_01963	Pras.g_01452
OG0001063	Syaq.g_01968	Pras.g_01454
OG0001064	Syaq.g_01969	Pras.g_01455
OG0001065	Syaq.g_01970	Pras.g_01456
OG0001066	Syaq.g_01971	Pras.g_01457
OG0001067	Syaq.g_01972	Pras.g_01459
OG0001068	Syaq.g_01973	Pras.g_01460
OG0001069	Syaq.g_01974	Pras.g_01461
OG0001070	Syaq.g_01978	Pras.g_01464
OG0001071	Syaq.g_01979	Pras.g_01465
OG0001072	Syaq.g_01983	Pras.g_01466
OG0001073	Syaq.g_01998	Pras.g_01480
OG0001074	Syaq.g_02132	Pras.g_01491
OG0001075	Syaq.g_02025	Pras.g_01492
OG0001076	Syaq.g_02060	Pras.g_01500
OG0001077	Syaq.g_02071	Pras.g_01504
OG0001078	Syaq.g_02083	Pras.g_01512
OG0001079	Syaq.g_02100	Pras.g_01523
OG0001080	Syaq.g_02161	Pras.g_01529
OG0001081	Syaq.g_02232	Pras.g_01531
OG0001082	Syaq.g_02233	Pras.g_01532
OG0001083	Syaq.g_02240	Pras.g_01537
OG0001084	Syaq.g_02241	Pras.g_01538
OG0001085	Syaq.g_02251	Pras.g_01546
OG0001086	Syaq.g_02253	Pras.g_01547
OG0001087	Syaq.g_02574	Pras.g_01564
OG0001088	Syaq.g_02576	Pras.g_01565
OG0001089	Syaq.g_02604	Pras.g_01573
OG0001090	Syaq.g_00024	Pras.g_01607
OG0001091	Syaq.g_00027	Pras.g_01609
OG0001092	Syaq.g_00029	Pras.g_01610
OG0001093	Syaq.g_00035	Pras.g_01615
OG0001094	Syaq.g_02334	Pras.g_01695
OG0001095	Syaq.g_02354	Pras.g_01714
OG0001096	Syaq.g_02370	Pras.g_01727
OG0001097	Syaq.g_02393	Pras.g_01745
OG0001098	Syaq.g_02415	Pras.g_01760
OG0001099	Syaq.g_01471	Pras.g_01791
OG0001100	Syaq.g_02262	Pras.g_01793
OG0001101	Syaq.g_02263	Pras.g_01795
OG0001102	Syaq.g_02266	Pras.g_01798
OG0001103	Syaq.g_02268	Pras.g_01800
OG0001104	Syaq.g_02316	Pras.g_01822
OG0001105	Syaq.g_02320	Pras.g_01826
OG0001106	Syaq.g_02471	Pras.g_01850
OG0001108	Syaq.g_02491	Pras.g_01861
OG0001109	Syaq.g_02493	Pras.g_01862
OG0001110	Syaq.g_02495	Pras.g_01864
OG0001111	Syaq.g_02497	Pras.g_01865
OG0001112	Syaq.g_02499	Pras.g_01866
OG0001113	Syaq.g_02539	Pras.g_01867
OG0001114	Syaq.g_02500	Pras.g_01868
OG0001115	Syaq.g_02504	Pras.g_01870
OG0001116	Syaq.g_02506	Pras.g_01871
OG0001117	Syaq.g_02507	Pras.g_01872
OG0001118	Syaq.g_02508	Pras.g_01873
OG0001119	Syaq.g_02510	Pras.g_01874
OG0001120	Syaq.g_02514	Pras.g_01876
OG0001121	Syaq.g_01919	Pras.g_00021, Pras.g_01880
OG0001122	Syaq.g_00069	Pras.g_01906
OG0001123	Syaq.g_00061	Pras.g_01910
OG0001124	Syaq.g_00060	Pras.g_01912
OG0001125	Syaq.g_00058	Pras.g_01913
OG0001126	Syaq.g_02693	Pras.g_01923
OG0001127	Syaq.g_02692	Pras.g_01924
OG0001128	Syaq.g_02689	Pras.g_01926
OG0001129	Syaq.g_02687	Pras.g_01927
OG0001130	Syaq.g_02686	Pras.g_01928
OG0001131	Syaq.g_02284	Pras.g_01964
OG0001132	Syaq.g_01872	Pras.g_01973
OG0001133	Syaq.g_02063	Pras.g_00009
OG0001134	Syaq.g_02213	Pras.g_00023
OG0001136	Syaq.g_00252	Pras.g_00053
OG0001137	Syaq.g_00228	Pras.g_00064
OG0001138	Syaq.g_00196	Pras.g_00082
OG0001139	Syaq.g_00194	Pras.g_00083
OG0001140	Syaq.g_00193	Pras.g_00084
