Orthogroup	Syaq	Prbm
OG0000558	Syaq.g_01929	Prbm.g_00580
OG0000559	Syaq.g_01933	Prbm.g_00584
OG0000560	Syaq.g_01936	Prbm.g_00587
OG0000561	Syaq.g_01937	Prbm.g_00588
OG0000562	Syaq.g_01938	Prbm.g_00589
OG0000563	Syaq.g_01939	Prbm.g_00590
OG0000564	Syaq.g_01940	Prbm.g_00591
OG0000565	Syaq.g_01943	Prbm.g_00594
OG0000566	Syaq.g_01947	Prbm.g_00596
OG0000567	Syaq.g_01951	Prbm.g_00600
OG0000568	Syaq.g_01954	Prbm.g_00601
OG0000569	Syaq.g_01955	Prbm.g_00602
OG0000570	Syaq.g_01956	Prbm.g_00603
OG0000571	Syaq.g_01960	Prbm.g_00605
OG0000572	Syaq.g_01977	Prbm.g_00616
OG0000573	Syaq.g_01985	Prbm.g_00621
OG0000574	Syaq.g_01986	Prbm.g_00624
OG0000575	Syaq.g_01991	Prbm.g_00627
OG0000576	Syaq.g_01993	Prbm.g_00629
OG0000577	Syaq.g_01994	Prbm.g_00630
OG0000578	Syaq.g_01995	Prbm.g_00631
OG0000579	Syaq.g_01996	Prbm.g_00632
OG0000580	Syaq.g_01997	Prbm.g_00633
OG0000581	Syaq.g_02003	Prbm.g_00636
OG0000582	Syaq.g_02012	Prbm.g_00639
OG0000583	Syaq.g_02013	Prbm.g_00640
OG0000584	Syaq.g_02014	Prbm.g_00641
OG0000585	Syaq.g_02017	Prbm.g_00643
OG0000586	Syaq.g_02018	Prbm.g_00644
OG0000587	Syaq.g_02020	Prbm.g_00645
OG0000588	Syaq.g_02043	Prbm.g_00649
OG0000589	Syaq.g_02057	Prbm.g_00652
OG0000590	Syaq.g_02058	Prbm.g_00653
OG0000591	Syaq.g_02066	Prbm.g_00656
OG0000592	Syaq.g_02067	Prbm.g_00657
OG0000593	Syaq.g_02078	Prbm.g_00663
OG0000594	Syaq.g_02079	Prbm.g_00664
OG0000595	Syaq.g_02080	Prbm.g_00665
OG0000596	Syaq.g_02085	Prbm.g_00669
OG0000597	Syaq.g_02088	Prbm.g_00671
OG0000598	Syaq.g_02089	Prbm.g_00672
OG0000599	Syaq.g_02096	Prbm.g_00675
OG0000600	Syaq.g_02097	Prbm.g_00676
OG0000601	Syaq.g_02098	Prbm.g_00677
OG0000602	Syaq.g_02104	Prbm.g_00679
OG0000603	Syaq.g_02105	Prbm.g_00680
OG0000604	Syaq.g_02107	Prbm.g_00681
OG0000605	Syaq.g_02151	Prbm.g_00682
OG0000606	Syaq.g_02231	Prbm.g_00685
OG0000607	Syaq.g_02234	Prbm.g_00688
OG0000608	Syaq.g_02235	Prbm.g_00689
OG0000609	Syaq.g_02237	Prbm.g_00690
OG0000610	Syaq.g_02244	Prbm.g_00696
OG0000611	Syaq.g_02247	Prbm.g_00699
OG0000612	Syaq.g_02248	Prbm.g_00700
OG0000613	Syaq.g_00885	Prbm.g_00706
OG0000614	Syaq.g_02588	Prbm.g_00730
OG0000615	Syaq.g_02302	Prbm.g_00737
OG0000616	Syaq.g_01168	Prbm.g_02220
OG0000617	Syaq.g_00031	Prbm.g_00748
OG0000618	Syaq.g_00032	Prbm.g_00749
OG0000619	Syaq.g_00033	Prbm.g_00750
OG0000620	Syaq.g_00038	Prbm.g_00753
OG0000621	Syaq.g_00039	Prbm.g_00754
OG0000622	Syaq.g_00040	Prbm.g_00755
OG0000623	Syaq.g_00041	Prbm.g_00756
OG0000624	Syaq.g_00042	Prbm.g_00758
OG0000625	Syaq.g_00043	Prbm.g_00759
OG0000626	Syaq.g_00044	Prbm.g_00760
OG0000627	Syaq.g_02425	Prbm.g_00762
OG0000628	Syaq.g_02426	Prbm.g_00763
OG0000629	Syaq.g_02429	Prbm.g_00764
OG0000630	Syaq.g_02433	Prbm.g_00767
OG0000631	Syaq.g_02441	Prbm.g_00959
OG0000632	Syaq.g_02442	Prbm.g_00960
OG0000633	Syaq.g_02444	Prbm.g_00961
OG0000634	Syaq.g_02336	Prbm.g_00810
OG0000635	Syaq.g_02337	Prbm.g_00811
OG0000636	Syaq.g_02339	Prbm.g_00813
OG0000637	Syaq.g_02341	Prbm.g_00815
OG0000638	Syaq.g_02342	Prbm.g_00816
OG0000639	Syaq.g_02343	Prbm.g_00817
OG0000640	Syaq.g_02344	Prbm.g_00818
OG0000641	Syaq.g_02348	Prbm.g_00822
OG0000642	Syaq.g_02349	Prbm.g_00823
OG0000643	Syaq.g_02350	Prbm.g_00824
OG0000644	Syaq.g_02351	Prbm.g_00825
OG0000645	Syaq.g_02353	Prbm.g_00826
OG0000646	Syaq.g_02356	Prbm.g_00829
OG0000647	Syaq.g_02358	Prbm.g_00831
OG0000648	Syaq.g_02360	Prbm.g_00833
OG0000649	Syaq.g_02361	Prbm.g_00834
OG0000650	Syaq.g_02362	Prbm.g_00835
OG0000651	Syaq.g_02363	Prbm.g_00836
OG0000652	Syaq.g_02364	Prbm.g_00837
OG0000653	Syaq.g_02367	Prbm.g_00839
OG0000654	Syaq.g_02368	Prbm.g_00840
OG0000655	Syaq.g_02369	Prbm.g_00841
OG0000656	Syaq.g_02372	Prbm.g_00844
OG0000657	Syaq.g_02382	Prbm.g_00850
OG0000658	Syaq.g_02385	Prbm.g_00852
OG0000659	Syaq.g_02386	Prbm.g_00853
OG0000660	Syaq.g_02390	Prbm.g_00857
OG0000661	Syaq.g_02392	Prbm.g_00859
OG0000662	Syaq.g_02394	Prbm.g_00861
OG0000663	Syaq.g_02397	Prbm.g_00863
OG0000664	Syaq.g_02400	Prbm.g_00864
OG0000665	Syaq.g_02124	Prbm.g_00868
OG0000666	Syaq.g_02117	Prbm.g_00869
OG0000667	Syaq.g_02222	Prbm.g_00873
OG0000668	Syaq.g_00068	Prbm.g_00911
OG0000669	Syaq.g_02260	Prbm.g_00919
OG0000670	Syaq.g_00079	Prbm.g_00922
OG0000671	Syaq.g_02264	Prbm.g_00924
OG0000672	Syaq.g_02267	Prbm.g_00927
OG0000673	Syaq.g_02270	Prbm.g_00930
OG0000674	Syaq.g_02272	Prbm.g_00932
OG0000675	Syaq.g_02273	Prbm.g_00933
OG0000676	Syaq.g_02275	Prbm.g_00935
OG0000677	Syaq.g_02276	Prbm.g_00936
OG0000678	Syaq.g_02282	Prbm.g_00939
OG0000679	Syaq.g_02305	Prbm.g_00943
OG0000680	Syaq.g_02306	Prbm.g_00944
OG0000681	Syaq.g_02309	Prbm.g_00946
OG0000682	Syaq.g_02310	Prbm.g_00947
OG0000683	Syaq.g_02311	Prbm.g_00948
OG0000684	Syaq.g_02315	Prbm.g_00793
OG0000685	Syaq.g_02317	Prbm.g_00795
OG0000686	Syaq.g_02318	Prbm.g_00796
OG0000687	Syaq.g_02319	Prbm.g_00797
OG0000688	Syaq.g_02325	Prbm.g_00800
OG0000689	Syaq.g_02327	Prbm.g_00801
OG0000690	Syaq.g_02328	Prbm.g_00802
OG0000691	Syaq.g_02329	Prbm.g_00803
OG0000692	Syaq.g_02330	Prbm.g_00805
OG0000693	Syaq.g_02332	Prbm.g_00806
OG0000694	Syaq.g_02333	Prbm.g_00807
OG0000695	Syaq.g_02446	Prbm.g_00963
OG0000696	Syaq.g_02447	Prbm.g_00964
OG0000697	Syaq.g_02448	Prbm.g_00965
OG0000698	Syaq.g_02451	Prbm.g_00968
OG0000699	Syaq.g_02452	Prbm.g_00969
OG0000700	Syaq.g_02453	Prbm.g_00970
OG0000701	Syaq.g_02454	Prbm.g_00971
OG0000702	Syaq.g_02467	Prbm.g_00973
OG0000703	Syaq.g_02468	Prbm.g_00974
OG0000704	Syaq.g_02470	Prbm.g_00975
OG0000705	Syaq.g_02477	Prbm.g_00981
OG0000706	Syaq.g_02478	Prbm.g_00982
OG0000707	Syaq.g_02479	Prbm.g_00983
OG0000708	Syaq.g_02482	Prbm.g_00985
OG0000709	Syaq.g_02490	Prbm.g_00989
OG0000710	Syaq.g_02494	Prbm.g_00992
OG0000711	Syaq.g_02521	Prbm.g_01007
OG0000712	Syaq.g_02523	Prbm.g_01009
OG0000713	Syaq.g_02524	Prbm.g_01010
OG0000714	Syaq.g_02527	Prbm.g_01011
OG0000715	Syaq.g_02529	Prbm.g_01013
OG0000716	Syaq.g_02533	Prbm.g_01014
OG0000717	Syaq.g_02534	Prbm.g_01015
OG0000718	Syaq.g_00072	Prbm.g_01031
OG0000719	Syaq.g_00070	Prbm.g_01032
OG0000720	Syaq.g_00057	Prbm.g_01042
OG0000721	Syaq.g_00055	Prbm.g_01043
OG0000722	Syaq.g_00054	Prbm.g_01044
OG0000723	Syaq.g_00046	Prbm.g_01048
OG0000724	Syaq.g_02685	Prbm.g_01059
OG0000725	Syaq.g_02676	Prbm.g_00887
OG0000726	Syaq.g_02675	Prbm.g_00886
OG0000727	Syaq.g_02674	Prbm.g_00885
OG0000728	Syaq.g_02672	Prbm.g_00883
OG0000729	Syaq.g_01046	Prbm.g_02104
OG0000730	Syaq.g_00561	Prbm.g_00398
OG0000731	Syaq.g_00550	Prbm.g_00406
OG0000732	Syaq.g_01098	Prbm.g_02166
OG0000733	Syaq.g_01232	Prbm.g_01911
OG0000734	Syaq.g_01479	Prbm.g_01565
OG0000735	Syaq.g_00266	Prbm.g_01563
OG0000736	Syaq.g_00265	Prbm.g_01562
OG0000737	Syaq.g_00264	Prbm.g_01561
OG0000738	Syaq.g_00258	Prbm.g_01557
OG0000739	Syaq.g_00257	Prbm.g_01556
OG0000740	Syaq.g_00256	Prbm.g_01555
OG0000741	Syaq.g_00253	Prbm.g_01553
OG0000742	Syaq.g_00250	Prbm.g_01550
OG0000743	Syaq.g_00248	Prbm.g_01548
OG0000744	Syaq.g_00247	Prbm.g_01547
OG0000745	Syaq.g_00245	Prbm.g_01545
OG0000746	Syaq.g_00242	Prbm.g_01543
OG0000747	Syaq.g_00241	Prbm.g_01542
OG0000748	Syaq.g_00227	Prbm.g_01538
OG0000749	Syaq.g_00226	Prbm.g_01537
OG0000750	Syaq.g_00225	Prbm.g_01536
OG0000751	Syaq.g_00219	Prbm.g_01533
OG0000752	Syaq.g_00217	Prbm.g_01531
OG0000753	Syaq.g_00214	Prbm.g_01529
OG0000754	Syaq.g_00209	Prbm.g_01525
OG0000755	Syaq.g_00198	Prbm.g_01520
OG0000756	Syaq.g_00197	Prbm.g_01519
OG0000757	Syaq.g_00190	Prbm.g_01512
OG0000758	Syaq.g_00189	Prbm.g_01511
OG0000759	Syaq.g_00188	Prbm.g_01510
OG0000760	Syaq.g_00187	Prbm.g_01509
OG0000761	Syaq.g_00186	Prbm.g_01508
OG0000762	Syaq.g_00183	Prbm.g_01507
OG0000763	Syaq.g_00181	Prbm.g_01505
OG0000764	Syaq.g_00180	Prbm.g_01504
OG0000765	Syaq.g_00157	Prbm.g_01496
OG0000766	Syaq.g_00156	Prbm.g_01495
OG0000767	Syaq.g_00154	Prbm.g_01494
OG0000768	Syaq.g_00153	Prbm.g_01493
OG0000769	Syaq.g_00151	Prbm.g_01491
OG0000770	Syaq.g_00148	Prbm.g_01490
OG0000771	Syaq.g_02691	Prbm.g_01054
OG0000772	Syaq.g_01887	Prbm.g_01356
OG0000773	Syaq.g_00283	Prbm.g_01602
OG0000774	Syaq.g_00288	Prbm.g_01605
OG0000775	Syaq.g_00290	Prbm.g_01606
OG0000776	Syaq.g_00291	Prbm.g_01607
OG0000777	Syaq.g_00292	Prbm.g_01608
OG0000778	Syaq.g_00293	Prbm.g_01609
OG0000779	Syaq.g_00299	Prbm.g_01613
OG0000780	Syaq.g_00304	Prbm.g_01614
OG0000781	Syaq.g_00308	Prbm.g_01616
OG0000782	Syaq.g_00309	Prbm.g_01617
OG0000783	Syaq.g_00310	Prbm.g_01618
OG0000784	Syaq.g_00311	Prbm.g_01619
OG0000785	Syaq.g_00313	Prbm.g_01621
OG0000786	Syaq.g_00328	Prbm.g_01624
OG0000787	Syaq.g_00329	Prbm.g_01625
OG0000788	Syaq.g_02099	Prbm.g_00777
OG0000789	Syaq.g_02123	Prbm.g_01051
OG0000790	Syaq.g_01758	Prbm.g_01665
OG0000791	Syaq.g_01756	Prbm.g_01667
OG0000792	Syaq.g_01755	Prbm.g_01668
OG0000793	Syaq.g_01750	Prbm.g_01671
OG0000794	Syaq.g_01749	Prbm.g_01672
OG0000795	Syaq.g_01748	Prbm.g_01673
OG0000796	Syaq.g_01744	Prbm.g_01677
OG0000797	Syaq.g_01743	Prbm.g_01678
OG0000799	Syaq.g_00341	Prbm.g_01691
OG0000800	Syaq.g_00342	Prbm.g_01692
OG0000801	Syaq.g_00343	Prbm.g_01693
OG0000802	Syaq.g_00350	Prbm.g_01695
OG0000803	Syaq.g_00353	Prbm.g_01697
OG0000804	Syaq.g_00358	Prbm.g_01698
OG0000805	Syaq.g_00360	Prbm.g_01700
OG0000806	Syaq.g_00362	Prbm.g_01702
OG0000807	Syaq.g_00364	Prbm.g_01703
OG0000808	Syaq.g_00365	Prbm.g_01704
OG0000809	Syaq.g_00369	Prbm.g_01708
OG0000810	Syaq.g_00370	Prbm.g_01709
OG0000811	Syaq.g_00378	Prbm.g_01713
OG0000812	Syaq.g_00380	Prbm.g_01715
OG0000813	Syaq.g_00381	Prbm.g_01716
OG0000814	Syaq.g_00383	Prbm.g_01718
OG0000815	Syaq.g_00384	Prbm.g_01719
OG0000816	Syaq.g_00386	Prbm.g_01721
OG0000817	Syaq.g_00387	Prbm.g_01722
OG0000818	Syaq.g_00392	Prbm.g_01726
OG0000819	Syaq.g_00393	Prbm.g_01727
OG0000820	Syaq.g_00394	Prbm.g_01728
OG0000821	Syaq.g_00400	Prbm.g_01731
OG0000822	Syaq.g_00402	Prbm.g_01732
OG0000823	Syaq.g_00403	Prbm.g_01733
OG0000824	Syaq.g_00409	Prbm.g_01736
OG0000825	Syaq.g_00410	Prbm.g_01737
OG0000826	Syaq.g_00411	Prbm.g_01738
OG0000827	Syaq.g_00412	Prbm.g_01739
OG0000828	Syaq.g_00415	Prbm.g_01742
OG0000829	Syaq.g_00416	Prbm.g_01743
OG0000830	Syaq.g_00417	Prbm.g_01744
OG0000831	Syaq.g_00419	Prbm.g_01746
OG0000832	Syaq.g_01737	Prbm.g_01756
OG0000833	Syaq.g_01725	Prbm.g_01764
OG0000834	Syaq.g_01724	Prbm.g_01765
OG0000835	Syaq.g_01723	Prbm.g_01766
OG0000836	Syaq.g_01720	Prbm.g_01768
OG0000837	Syaq.g_01719	Prbm.g_01769
OG0000838	Syaq.g_01715	Prbm.g_01771
OG0000839	Syaq.g_01714	Prbm.g_01772
OG0000840	Syaq.g_01713	Prbm.g_01773
OG0000841	Syaq.g_01712	Prbm.g_01774
OG0000842	Syaq.g_01711	Prbm.g_01775
OG0000843	Syaq.g_01710	Prbm.g_01776
OG0000844	Syaq.g_01708	Prbm.g_01777
OG0000845	Syaq.g_01707	Prbm.g_01778
OG0000846	Syaq.g_01706	Prbm.g_01779
OG0000847	Syaq.g_01705	Prbm.g_01780
OG0000848	Syaq.g_01703	Prbm.g_01781
OG0000849	Syaq.g_01702	Prbm.g_01782
OG0000850	Syaq.g_01699	Prbm.g_01784
OG0000851	Syaq.g_01696	Prbm.g_01785
OG0000852	Syaq.g_01695	Prbm.g_01786
OG0000853	Syaq.g_01691	Prbm.g_01791
OG0000854	Syaq.g_01689	Prbm.g_01793
OG0000855	Syaq.g_01688	Prbm.g_01794
OG0000856	Syaq.g_02069	Prbm.g_01685
OG0000857	Syaq.g_02357	Prbm.g_00830
OG0000858	Syaq.g_01682	Prbm.g_01835
OG0000859	Syaq.g_01681	Prbm.g_01836
OG0000860	Syaq.g_01671	Prbm.g_01843
OG0000861	Syaq.g_01670	Prbm.g_01844
OG0000862	Syaq.g_01668	Prbm.g_01845
OG0000863	Syaq.g_01665	Prbm.g_01846
OG0000864	Syaq.g_01664	Prbm.g_01847
OG0000865	Syaq.g_01663	Prbm.g_01848
OG0000866	Syaq.g_01662	Prbm.g_01849
OG0000867	Syaq.g_01661	Prbm.g_01850
OG0000868	Syaq.g_01659	Prbm.g_01851
OG0000869	Syaq.g_01656	Prbm.g_01854
OG0000870	Syaq.g_01651	Prbm.g_01859
OG0000871	Syaq.g_01650	Prbm.g_01860
OG0000872	Syaq.g_01644	Prbm.g_01861
OG0000873	Syaq.g_01641	Prbm.g_01864
OG0000874	Syaq.g_01637	Prbm.g_01867
OG0000875	Syaq.g_01633	Prbm.g_01869
OG0000876	Syaq.g_01631	Prbm.g_01870
OG0000877	Syaq.g_01628	Prbm.g_01872
OG0000878	Syaq.g_01627	Prbm.g_01873
OG0000879	Syaq.g_01626	Prbm.g_01874
OG0000880	Syaq.g_01625	Prbm.g_01875
OG0000881	Syaq.g_01621	Prbm.g_01878
OG0000882	Syaq.g_01616	Prbm.g_01883
OG0000883	Syaq.g_01613	Prbm.g_01885
OG0000884	Syaq.g_01611	Prbm.g_01887
OG0000885	Syaq.g_01610	Prbm.g_01888
OG0000886	Syaq.g_01609	Prbm.g_01889
OG0000887	Syaq.g_01608	Prbm.g_01890
OG0000888	Syaq.g_01606	Prbm.g_01892
OG0000889	Syaq.g_01604	Prbm.g_01894
OG0000890	Syaq.g_01597	Prbm.g_01895
OG0000891	Syaq.g_01596	Prbm.g_01896
OG0000892	Syaq.g_01594	Prbm.g_01898
OG0000893	Syaq.g_00695	Prbm.g_01948
OG0000894	Syaq.g_00692	Prbm.g_01951
OG0000895	Syaq.g_00688	Prbm.g_01954
OG0000896	Syaq.g_00687	Prbm.g_01955
OG0000897	Syaq.g_00685	Prbm.g_01957
OG0000898	Syaq.g_00684	Prbm.g_01958
OG0000899	Syaq.g_00683	Prbm.g_01959
OG0000900	Syaq.g_00682	Prbm.g_01960
OG0000901	Syaq.g_00677	Prbm.g_01963
OG0000902	Syaq.g_00671	Prbm.g_01965
OG0000903	Syaq.g_00655	Prbm.g_01975
OG0000904	Syaq.g_00660	Prbm.g_01970
OG0000905	Syaq.g_00666	Prbm.g_01967
OG0000906	Syaq.g_00669	Prbm.g_01966
OG0000907	Syaq.g_00653	Prbm.g_01990
OG0000908	Syaq.g_00650	Prbm.g_01993
OG0000909	Syaq.g_00649	Prbm.g_01994
OG0000910	Syaq.g_00648	Prbm.g_01995
OG0000911	Syaq.g_00646	Prbm.g_01997
OG0000912	Syaq.g_00645	Prbm.g_01998
OG0000913	Syaq.g_00644	Prbm.g_01999
OG0000914	Syaq.g_00643	Prbm.g_02000
OG0000915	Syaq.g_00641	Prbm.g_02001
OG0000916	Syaq.g_00640	Prbm.g_02002
OG0000917	Syaq.g_00639	Prbm.g_02003
OG0000918	Syaq.g_00638	Prbm.g_02004
OG0000919	Syaq.g_00637	Prbm.g_02005
OG0000920	Syaq.g_00636	Prbm.g_02006
OG0000921	Syaq.g_00635	Prbm.g_02007
OG0000922	Syaq.g_00634	Prbm.g_02008
OG0000923	Syaq.g_00630	Prbm.g_02012
OG0000924	Syaq.g_00629	Prbm.g_02013
OG0000925	Syaq.g_00628	Prbm.g_02014
OG0000926	Syaq.g_00627	Prbm.g_02015
OG0000927	Syaq.g_00625	Prbm.g_02017
OG0000928	Syaq.g_00624	Prbm.g_02018
OG0000929	Syaq.g_00623	Prbm.g_02019
OG0000930	Syaq.g_00622	Prbm.g_02020
OG0000931	Syaq.g_00621	Prbm.g_02021
OG0000932	Syaq.g_00620	Prbm.g_02022
OG0000933	Syaq.g_00614	Prbm.g_02026
OG0000934	Syaq.g_00612	Prbm.g_02028
OG0000935	Syaq.g_00611	Prbm.g_02029
OG0000936	Syaq.g_00610	Prbm.g_02030
OG0000937	Syaq.g_00609	Prbm.g_02031
OG0000938	Syaq.g_00606	Prbm.g_02034
OG0000939	Syaq.g_00604	Prbm.g_02035
OG0000940	Syaq.g_00597	Prbm.g_02042
OG0000941	Syaq.g_00595	Prbm.g_02044
OG0000942	Syaq.g_00593	Prbm.g_02046
OG0000943	Syaq.g_00592	Prbm.g_02048
OG0000944	Syaq.g_00590	Prbm.g_02050
OG0000945	Syaq.g_00588	Prbm.g_02051
OG0000946	Syaq.g_00580	Prbm.g_02057
OG0000947	Syaq.g_00577	Prbm.g_02059
OG0000948	Syaq.g_00576	Prbm.g_02060
OG0000949	Syaq.g_00971	Prbm.g_02063
OG0000950	Syaq.g_00984	Prbm.g_02068
OG0000951	Syaq.g_00991	Prbm.g_02072
OG0000952	Syaq.g_01002	Prbm.g_02076
OG0000953	Syaq.g_01006	Prbm.g_02080
OG0000954	Syaq.g_01012	Prbm.g_02084
OG0000955	Syaq.g_01013	Prbm.g_02085
OG0000956	Syaq.g_01015	Prbm.g_02087
OG0000957	Syaq.g_01026	Prbm.g_02092
OG0000958	Syaq.g_01027	Prbm.g_02093
OG0000959	Syaq.g_01031	Prbm.g_02097
OG0000960	Syaq.g_01032	Prbm.g_02098
OG0000961	Syaq.g_01043	Prbm.g_02101
OG0000962	Syaq.g_01045	Prbm.g_02103
OG0000963	Syaq.g_01049	Prbm.g_02107
OG0000964	Syaq.g_01050	Prbm.g_02108
OG0000965	Syaq.g_01051	Prbm.g_02109
OG0000966	Syaq.g_01060	Prbm.g_02144
OG0000967	Syaq.g_01067	Prbm.g_02148
OG0000968	Syaq.g_01071	Prbm.g_02150
OG0000969	Syaq.g_01078	Prbm.g_02151
OG0000970	Syaq.g_01079	Prbm.g_02152
OG0000971	Syaq.g_01081	Prbm.g_02153
OG0000972	Syaq.g_01082	Prbm.g_02154
OG0000973	Syaq.g_01083	Prbm.g_02155
OG0000974	Syaq.g_01084	Prbm.g_02156
OG0000975	Syaq.g_01085	Prbm.g_02157
OG0000976	Syaq.g_01086	Prbm.g_02158
OG0000977	Syaq.g_01088	Prbm.g_02159
OG0000978	Syaq.g_01091	Prbm.g_02160
OG0000979	Syaq.g_01094	Prbm.g_02163
OG0000980	Syaq.g_01097	Prbm.g_02165
OG0000981	Syaq.g_01100	Prbm.g_02168
OG0000982	Syaq.g_01263	Prbm.g_02170
OG0000983	Syaq.g_01262	Prbm.g_02171
OG0000984	Syaq.g_01261	Prbm.g_02172
OG0000985	Syaq.g_01257	Prbm.g_02175
OG0000986	Syaq.g_01253	Prbm.g_02177
OG0000987	Syaq.g_01251	Prbm.g_02178
OG0000988	Syaq.g_01245	Prbm.g_02181
OG0000989	Syaq.g_01239	Prbm.g_02185
OG0000990	Syaq.g_01229	Prbm.g_02190
OG0000991	Syaq.g_01225	Prbm.g_02191
OG0000992	Syaq.g_01222	Prbm.g_02194
OG0000993	Syaq.g_01221	Prbm.g_02195
OG0000994	Syaq.g_01218	Prbm.g_02196
OG0000995	Syaq.g_01212	Prbm.g_02200
OG0000996	Syaq.g_01193	Prbm.g_02201
OG0000997	Syaq.g_01184	Prbm.g_02208
OG0000998	Syaq.g_01182	Prbm.g_02210
OG0000999	Syaq.g_01181	Prbm.g_02211
OG0001000	Syaq.g_01177	Prbm.g_02214
OG0001001	Syaq.g_01172	Prbm.g_02217
OG0001002	Syaq.g_01165	Prbm.g_02222
OG0001003	Syaq.g_01163	Prbm.g_02225
OG0001004	Syaq.g_01162	Prbm.g_02226
OG0001005	Syaq.g_01161	Prbm.g_02227
OG0001006	Syaq.g_01152	Prbm.g_02231
OG0001007	Syaq.g_01150	Prbm.g_02233
OG0001008	Syaq.g_00500	Prbm.g_00447
OG0001009	Syaq.g_01118	Prbm.g_00027
OG0001010	Syaq.g_01117	Prbm.g_00028
OG0001011	Syaq.g_01115	Prbm.g_00029
OG0001012	Syaq.g_01267	Prbm.g_00052
OG0001013	Syaq.g_01289	Prbm.g_00057
OG0001014	Syaq.g_01295	Prbm.g_00060
OG0001015	Syaq.g_01296	Prbm.g_00061
OG0001016	Syaq.g_01554	Prbm.g_00130
OG0001017	Syaq.g_01548	Prbm.g_00134
OG0001018	Syaq.g_01546	Prbm.g_00137
OG0001019	Syaq.g_01524	Prbm.g_00146
OG0001020	Syaq.g_01510	Prbm.g_00147
OG0001021	Syaq.g_01506	Prbm.g_00148
OG0001022	Syaq.g_01501	Prbm.g_00151
OG0001023	Syaq.g_01500	Prbm.g_00152
OG0001024	Syaq.g_01496	Prbm.g_00155
OG0001025	Syaq.g_01490	Prbm.g_00162
OG0001026	Syaq.g_01477	Prbm.g_00170
OG0001027	Syaq.g_01474	Prbm.g_00171
OG0001028	Syaq.g_01472	Prbm.g_00173
OG0001029	Syaq.g_01470	Prbm.g_00175
OG0001030	Syaq.g_01450	Prbm.g_00191
OG0001031	Syaq.g_01378	Prbm.g_00246
OG0001032	Syaq.g_01376	Prbm.g_00247
OG0001033	Syaq.g_01344	Prbm.g_00267
OG0001034	Syaq.g_01579	Prbm.g_00296
OG0001035	Syaq.g_00726	Prbm.g_00313
OG0001036	Syaq.g_00731	Prbm.g_00318
OG0001037	Syaq.g_00733	Prbm.g_00319
OG0001038	Syaq.g_00761	Prbm.g_00335
OG0001039	Syaq.g_00764	Prbm.g_00337
OG0001040	Syaq.g_00767	Prbm.g_00340
OG0001041	Syaq.g_00772	Prbm.g_00344
OG0001042	Syaq.g_00858	Prbm.g_00360
OG0001044	Syaq.g_00560	Prbm.g_00399
OG0001045	Syaq.g_00547	Prbm.g_00408
OG0001046	Syaq.g_02509	Prbm.g_01121
OG0001047	Syaq.g_00498	Prbm.g_00449
OG0001048	Syaq.g_00497	Prbm.g_00450
OG0001049	Syaq.g_00494	Prbm.g_00452
OG0001050	Syaq.g_00493	Prbm.g_00453
OG0001051	Syaq.g_00492	Prbm.g_00454
OG0001052	Syaq.g_00446	Prbm.g_00497
OG0001053	Syaq.g_01775	Prbm.g_00509
OG0001054	Syaq.g_01794	Prbm.g_00523
OG0001055	Syaq.g_01815	Prbm.g_00551
OG0001056	Syaq.g_01843	Prbm.g_00569
OG0001057	Syaq.g_00334	Prbm.g_00574
OG0001058	Syaq.g_01931	Prbm.g_00582
OG0001059	Syaq.g_01935	Prbm.g_00586
OG0001060	Syaq.g_01941	Prbm.g_00593
OG0001061	Syaq.g_01961	Prbm.g_00606
OG0001062	Syaq.g_01963	Prbm.g_00608
OG0001063	Syaq.g_01968	Prbm.g_00609
OG0001064	Syaq.g_01969	Prbm.g_00610
OG0001065	Syaq.g_01970	Prbm.g_00611
OG0001066	Syaq.g_01971	Prbm.g_00612
OG0001067	Syaq.g_01972	Prbm.g_00613
OG0001068	Syaq.g_01973	Prbm.g_00614
OG0001069	Syaq.g_01974	Prbm.g_00615
OG0001070	Syaq.g_01978	Prbm.g_00617
OG0001071	Syaq.g_01979	Prbm.g_00618
OG0001072	Syaq.g_01983	Prbm.g_00619
OG0001073	Syaq.g_01998	Prbm.g_00634
OG0001074	Syaq.g_02132	Prbm.g_00646
OG0001075	Syaq.g_02025	Prbm.g_00647
OG0001076	Syaq.g_02060	Prbm.g_00654
OG0001077	Syaq.g_02071	Prbm.g_00659
OG0001078	Syaq.g_02083	Prbm.g_00667
OG0001079	Syaq.g_02100	Prbm.g_00678
OG0001080	Syaq.g_02161	Prbm.g_00684
OG0001081	Syaq.g_02232	Prbm.g_00686
OG0001082	Syaq.g_02233	Prbm.g_00687
OG0001083	Syaq.g_02240	Prbm.g_00692
OG0001084	Syaq.g_02241	Prbm.g_00693
OG0001085	Syaq.g_02251	Prbm.g_00703
OG0001086	Syaq.g_02253	Prbm.g_00704
OG0001087	Syaq.g_02574	Prbm.g_00725
OG0001088	Syaq.g_02576	Prbm.g_00726
OG0001089	Syaq.g_02604	Prbm.g_00734
OG0001090	Syaq.g_00024	Prbm.g_00743
OG0001091	Syaq.g_00027	Prbm.g_00745
OG0001092	Syaq.g_00029	Prbm.g_00746
OG0001093	Syaq.g_00035	Prbm.g_00751
OG0001094	Syaq.g_02334	Prbm.g_00808
OG0001095	Syaq.g_02354	Prbm.g_00827
OG0001096	Syaq.g_02370	Prbm.g_00842
