Orthogroup	Syaq	Prak
OG0000578	Syaq.g_01995	Prak.g_00562
OG0000579	Syaq.g_01996	Prak.g_00563
OG0000580	Syaq.g_01997	Prak.g_00564
OG0000581	Syaq.g_02003	Prak.g_00567
OG0000582	Syaq.g_02012	Prak.g_00570
OG0000583	Syaq.g_02013	Prak.g_00571
OG0000584	Syaq.g_02014	Prak.g_00572
OG0000585	Syaq.g_02017	Prak.g_00574
OG0000586	Syaq.g_02018	Prak.g_00575
OG0000587	Syaq.g_02020	Prak.g_00576
OG0000588	Syaq.g_02043	Prak.g_00580
OG0000589	Syaq.g_02057	Prak.g_00582
OG0000590	Syaq.g_02058	Prak.g_00583
OG0000591	Syaq.g_02066	Prak.g_00587
OG0000592	Syaq.g_02067	Prak.g_00588
OG0000593	Syaq.g_02078	Prak.g_01111
OG0000594	Syaq.g_02079	Prak.g_01110
OG0000595	Syaq.g_02080	Prak.g_01109
OG0000596	Syaq.g_02085	Prak.g_01105
OG0000597	Syaq.g_02088	Prak.g_01102
OG0000598	Syaq.g_02089	Prak.g_01101
OG0000599	Syaq.g_02096	Prak.g_01098
OG0000600	Syaq.g_02097	Prak.g_01097
OG0000601	Syaq.g_02098	Prak.g_01096
OG0000602	Syaq.g_02104	Prak.g_01094
OG0000603	Syaq.g_02105	Prak.g_01093
OG0000604	Syaq.g_02107	Prak.g_01092
OG0000605	Syaq.g_02151	Prak.g_01091
OG0000606	Syaq.g_02231	Prak.g_01088
OG0000607	Syaq.g_02234	Prak.g_01085
OG0000608	Syaq.g_02235	Prak.g_01084
OG0000609	Syaq.g_02237	Prak.g_01083
OG0000610	Syaq.g_02244	Prak.g_01077
OG0000611	Syaq.g_02247	Prak.g_01074
OG0000612	Syaq.g_02248	Prak.g_01073
OG0000613	Syaq.g_00885	Prak.g_00800
OG0000614	Syaq.g_02588	Prak.g_00821
OG0000615	Syaq.g_02302	Prak.g_00832
OG0000616	Syaq.g_01168	Prak.g_01934
OG0000617	Syaq.g_00031	Prak.g_01057
OG0000618	Syaq.g_00032	Prak.g_01056
OG0000619	Syaq.g_00033	Prak.g_01055
OG0000620	Syaq.g_00038	Prak.g_01052
OG0000621	Syaq.g_00039	Prak.g_01051
OG0000622	Syaq.g_00040	Prak.g_01050
OG0000623	Syaq.g_00041	Prak.g_01049
OG0000624	Syaq.g_00042	Prak.g_01047
OG0000625	Syaq.g_00043	Prak.g_01046
OG0000626	Syaq.g_00044	Prak.g_01045
OG0000627	Syaq.g_02425	Prak.g_01044
OG0000628	Syaq.g_02426	Prak.g_01043
OG0000629	Syaq.g_02429	Prak.g_01042
OG0000630	Syaq.g_02433	Prak.g_01039
OG0000631	Syaq.g_02441	Prak.g_00946
OG0000632	Syaq.g_02442	Prak.g_00947
OG0000633	Syaq.g_02444	Prak.g_00948
OG0000634	Syaq.g_02336	Prak.g_00841
OG0000635	Syaq.g_02337	Prak.g_00842
OG0000636	Syaq.g_02339	Prak.g_00844
OG0000637	Syaq.g_02341	Prak.g_00846
OG0000638	Syaq.g_02342	Prak.g_00847
OG0000639	Syaq.g_02343	Prak.g_00848
OG0000640	Syaq.g_02344	Prak.g_00849
OG0000641	Syaq.g_02348	Prak.g_00853
OG0000642	Syaq.g_02349	Prak.g_00854
OG0000643	Syaq.g_02350	Prak.g_00855
OG0000644	Syaq.g_02351	Prak.g_00856
OG0000645	Syaq.g_02353	Prak.g_00857
OG0000646	Syaq.g_02356	Prak.g_00859
OG0000647	Syaq.g_02358	Prak.g_00861
OG0000648	Syaq.g_02360	Prak.g_00863
OG0000649	Syaq.g_02361	Prak.g_00864
OG0000650	Syaq.g_02362	Prak.g_00865
OG0000651	Syaq.g_02363	Prak.g_00866
OG0000652	Syaq.g_02364	Prak.g_00867
OG0000653	Syaq.g_02367	Prak.g_00869
OG0000654	Syaq.g_02368	Prak.g_00870
OG0000655	Syaq.g_02369	Prak.g_00871
OG0000656	Syaq.g_02372	Prak.g_00874
OG0000657	Syaq.g_02382	Prak.g_00882
OG0000658	Syaq.g_02385	Prak.g_00884
OG0000659	Syaq.g_02386	Prak.g_00885
OG0000660	Syaq.g_02390	Prak.g_00889
OG0000661	Syaq.g_02392	Prak.g_00891
OG0000662	Syaq.g_02394	Prak.g_00893
OG0000663	Syaq.g_02397	Prak.g_00895
OG0000664	Syaq.g_02400	Prak.g_00896
OG0000665	Syaq.g_02124	Prak.g_00902
OG0000666	Syaq.g_02117	Prak.g_00903
OG0000667	Syaq.g_02222	Prak.g_00907
OG0000668	Syaq.g_00068	Prak.g_00748
OG0000669	Syaq.g_02260	Prak.g_00759
OG0000670	Syaq.g_00079	Prak.g_00762
OG0000671	Syaq.g_02264	Prak.g_00765
OG0000672	Syaq.g_02267	Prak.g_00768
OG0000673	Syaq.g_02270	Prak.g_00771
OG0000674	Syaq.g_02272	Prak.g_00773
OG0000675	Syaq.g_02273	Prak.g_00774
OG0000676	Syaq.g_02275	Prak.g_00776
OG0000677	Syaq.g_02276	Prak.g_00777
OG0000678	Syaq.g_02282	Prak.g_00779
OG0000679	Syaq.g_02305	Prak.g_00783
OG0000680	Syaq.g_02306	Prak.g_00784
OG0000681	Syaq.g_02309	Prak.g_00787
OG0000682	Syaq.g_02310	Prak.g_00788
OG0000683	Syaq.g_02311	Prak.g_00789
OG0000684	Syaq.g_02315	Prak.g_00791
OG0000685	Syaq.g_02317	Prak.g_00793
OG0000686	Syaq.g_02318	Prak.g_00794
OG0000687	Syaq.g_02319	Prak.g_00795
OG0000688	Syaq.g_02325	Prak.g_01069
OG0000689	Syaq.g_02327	Prak.g_01068
OG0000690	Syaq.g_02328	Prak.g_01067
OG0000691	Syaq.g_02329	Prak.g_01066
OG0000692	Syaq.g_02330	Prak.g_01064
OG0000693	Syaq.g_02332	Prak.g_01063
OG0000694	Syaq.g_02333	Prak.g_01062
OG0000695	Syaq.g_02446	Prak.g_00950
OG0000696	Syaq.g_02447	Prak.g_00951
OG0000697	Syaq.g_02448	Prak.g_00952
OG0000698	Syaq.g_02451	Prak.g_00955
OG0000699	Syaq.g_02452	Prak.g_00956
OG0000700	Syaq.g_02453	Prak.g_00957
OG0000701	Syaq.g_02454	Prak.g_00958
OG0000702	Syaq.g_02467	Prak.g_00960
OG0000703	Syaq.g_02468	Prak.g_00961
OG0000704	Syaq.g_02470	Prak.g_00963
OG0000705	Syaq.g_02477	Prak.g_00966
OG0000706	Syaq.g_02478	Prak.g_00967
OG0000707	Syaq.g_02479	Prak.g_00968
OG0000708	Syaq.g_02482	Prak.g_00970
OG0000709	Syaq.g_02490	Prak.g_00974
OG0000710	Syaq.g_02494	Prak.g_00977
OG0000711	Syaq.g_02521	Prak.g_00995
OG0000712	Syaq.g_02523	Prak.g_00996
OG0000713	Syaq.g_02524	Prak.g_00997
OG0000714	Syaq.g_02527	Prak.g_00998
OG0000715	Syaq.g_02529	Prak.g_01000
OG0000716	Syaq.g_02533	Prak.g_01002
OG0000717	Syaq.g_02534	Prak.g_01003
OG0000718	Syaq.g_00072	Prak.g_01007
OG0000719	Syaq.g_00070	Prak.g_01009
OG0000720	Syaq.g_00057	Prak.g_01021
OG0000721	Syaq.g_00055	Prak.g_01025
OG0000722	Syaq.g_00054	Prak.g_01026
OG0000723	Syaq.g_00046	Prak.g_01030
OG0000724	Syaq.g_02685	Prak.g_00925
OG0000725	Syaq.g_02676	Prak.g_00919
OG0000726	Syaq.g_02675	Prak.g_00918
OG0000727	Syaq.g_02674	Prak.g_00917
OG0000728	Syaq.g_02672	Prak.g_00915
OG0000729	Syaq.g_01046	Prak.g_01255
OG0000730	Syaq.g_00561	Prak.g_01214
OG0000731	Syaq.g_00550	Prak.g_00362
OG0000732	Syaq.g_01098	Prak.g_01885
OG0000733	Syaq.g_01232	Prak.g_01551
OG0000734	Syaq.g_01479	Prak.g_01188
OG0000735	Syaq.g_00266	Prak.g_01186
OG0000736	Syaq.g_00265	Prak.g_01185
OG0000737	Syaq.g_00264	Prak.g_01184
OG0000738	Syaq.g_00258	Prak.g_01180
OG0000739	Syaq.g_00257	Prak.g_01179
OG0000740	Syaq.g_00256	Prak.g_01178
OG0000741	Syaq.g_00253	Prak.g_01176
OG0000742	Syaq.g_00250	Prak.g_01173
OG0000743	Syaq.g_00248	Prak.g_01171
OG0000744	Syaq.g_00247	Prak.g_01170
OG0000745	Syaq.g_00245	Prak.g_01169
OG0000746	Syaq.g_00242	Prak.g_01167
OG0000747	Syaq.g_00241	Prak.g_01166
OG0000748	Syaq.g_00227	Prak.g_01162
OG0000749	Syaq.g_00226	Prak.g_01161
OG0000750	Syaq.g_00225	Prak.g_01160
OG0000751	Syaq.g_00219	Prak.g_01157
OG0000752	Syaq.g_00217	Prak.g_01155
OG0000753	Syaq.g_00214	Prak.g_01153
OG0000754	Syaq.g_00209	Prak.g_01150
OG0000755	Syaq.g_00198	Prak.g_01144
OG0000756	Syaq.g_00197	Prak.g_01143
OG0000757	Syaq.g_00190	Prak.g_01136
OG0000758	Syaq.g_00189	Prak.g_01135
OG0000759	Syaq.g_00188	Prak.g_01134
OG0000760	Syaq.g_00187	Prak.g_01133
OG0000761	Syaq.g_00186	Prak.g_01132
OG0000762	Syaq.g_00183	Prak.g_01131
OG0000763	Syaq.g_00181	Prak.g_01129
OG0000764	Syaq.g_00180	Prak.g_01128
OG0000765	Syaq.g_00157	Prak.g_01120
OG0000766	Syaq.g_00156	Prak.g_01119
OG0000767	Syaq.g_00154	Prak.g_01117
OG0000768	Syaq.g_00153	Prak.g_01116
OG0000769	Syaq.g_00151	Prak.g_01114
OG0000770	Syaq.g_00148	Prak.g_00593
OG0000771	Syaq.g_02691	Prak.g_01487
OG0000772	Syaq.g_01887	Prak.g_01571
OG0000773	Syaq.g_00283	Prak.g_01268
OG0000774	Syaq.g_00288	Prak.g_01270
OG0000775	Syaq.g_00290	Prak.g_01272
OG0000776	Syaq.g_00291	Prak.g_01273
OG0000777	Syaq.g_00292	Prak.g_01274
OG0000778	Syaq.g_00293	Prak.g_01275
OG0000779	Syaq.g_00299	Prak.g_01279
OG0000780	Syaq.g_00304	Prak.g_01280
OG0000781	Syaq.g_00308	Prak.g_01284
OG0000782	Syaq.g_00309	Prak.g_01285
OG0000783	Syaq.g_00310	Prak.g_01286
OG0000784	Syaq.g_00311	Prak.g_01287
OG0000785	Syaq.g_00313	Prak.g_01289
OG0000786	Syaq.g_00328	Prak.g_01292
OG0000787	Syaq.g_00329	Prak.g_01293
OG0000788	Syaq.g_02099	Prak.g_00460
OG0000789	Syaq.g_02123	Prak.g_01490
OG0000790	Syaq.g_01758	Prak.g_01334
OG0000791	Syaq.g_01756	Prak.g_01336
OG0000792	Syaq.g_01755	Prak.g_01337
OG0000793	Syaq.g_01750	Prak.g_01340
OG0000794	Syaq.g_01749	Prak.g_01341
OG0000795	Syaq.g_01748	Prak.g_01342
OG0000796	Syaq.g_01744	Prak.g_01346
OG0000797	Syaq.g_01743	Prak.g_01347
OG0000799	Syaq.g_00341	Prak.g_01374
OG0000800	Syaq.g_00342	Prak.g_01375
OG0000801	Syaq.g_00343	Prak.g_01376
OG0000802	Syaq.g_00350	Prak.g_01378
OG0000803	Syaq.g_00353	Prak.g_01380
OG0000804	Syaq.g_00358	Prak.g_01381
OG0000805	Syaq.g_00360	Prak.g_01383
OG0000806	Syaq.g_00362	Prak.g_01385
OG0000807	Syaq.g_00364	Prak.g_01386
OG0000808	Syaq.g_00365	Prak.g_01387
OG0000809	Syaq.g_00369	Prak.g_01389
OG0000810	Syaq.g_00370	Prak.g_01390
OG0000811	Syaq.g_00378	Prak.g_01394
OG0000812	Syaq.g_00380	Prak.g_01396
OG0000813	Syaq.g_00381	Prak.g_01397
OG0000814	Syaq.g_00383	Prak.g_01399
OG0000815	Syaq.g_00384	Prak.g_01400
OG0000816	Syaq.g_00386	Prak.g_01402
OG0000817	Syaq.g_00387	Prak.g_01403
OG0000818	Syaq.g_00392	Prak.g_01408
OG0000819	Syaq.g_00393	Prak.g_01409
OG0000820	Syaq.g_00394	Prak.g_01410
OG0000821	Syaq.g_00400	Prak.g_01414
OG0000822	Syaq.g_00402	Prak.g_01415
OG0000823	Syaq.g_00403	Prak.g_01416
OG0000824	Syaq.g_00409	Prak.g_01419
OG0000825	Syaq.g_00410	Prak.g_01420
OG0000826	Syaq.g_00411	Prak.g_01421
OG0000827	Syaq.g_00412	Prak.g_01422
OG0000828	Syaq.g_00415	Prak.g_01425
OG0000829	Syaq.g_00416	Prak.g_01426
OG0000830	Syaq.g_00417	Prak.g_01427
OG0000831	Syaq.g_00419	Prak.g_01429
OG0000832	Syaq.g_01737	Prak.g_01439
OG0000833	Syaq.g_01725	Prak.g_01448
OG0000834	Syaq.g_01724	Prak.g_01449
OG0000835	Syaq.g_01723	Prak.g_01450
OG0000836	Syaq.g_01720	Prak.g_01451
OG0000837	Syaq.g_01719	Prak.g_01452
OG0000838	Syaq.g_01715	Prak.g_01454
OG0000839	Syaq.g_01714	Prak.g_01455
OG0000840	Syaq.g_01713	Prak.g_01456
OG0000841	Syaq.g_01712	Prak.g_01457
OG0000842	Syaq.g_01711	Prak.g_01458
OG0000843	Syaq.g_01710	Prak.g_01459
OG0000844	Syaq.g_01708	Prak.g_01460
OG0000845	Syaq.g_01707	Prak.g_01461
OG0000846	Syaq.g_01706	Prak.g_01462
OG0000847	Syaq.g_01705	Prak.g_01463
OG0000848	Syaq.g_01703	Prak.g_01464
OG0000849	Syaq.g_01702	Prak.g_01465
OG0000850	Syaq.g_01699	Prak.g_01467
OG0000851	Syaq.g_01696	Prak.g_01468
OG0000852	Syaq.g_01695	Prak.g_01469
OG0000853	Syaq.g_01691	Prak.g_01475
OG0000854	Syaq.g_01689	Prak.g_01477
OG0000855	Syaq.g_01688	Prak.g_01478
OG0000856	Syaq.g_02069	Prak.g_00590
OG0000857	Syaq.g_02357	Prak.g_00860
OG0000858	Syaq.g_01682	Prak.g_01638
OG0000859	Syaq.g_01681	Prak.g_01639
OG0000860	Syaq.g_01671	Prak.g_01647
OG0000861	Syaq.g_01670	Prak.g_01648
OG0000862	Syaq.g_01668	Prak.g_01649
OG0000863	Syaq.g_01665	Prak.g_01651
OG0000864	Syaq.g_01664	Prak.g_01652
OG0000865	Syaq.g_01663	Prak.g_01653
OG0000866	Syaq.g_01662	Prak.g_01654
OG0000867	Syaq.g_01661	Prak.g_01655
OG0000868	Syaq.g_01659	Prak.g_01657
OG0000869	Syaq.g_01656	Prak.g_01660
OG0000870	Syaq.g_01651	Prak.g_01665
OG0000871	Syaq.g_01650	Prak.g_01666
OG0000872	Syaq.g_01644	Prak.g_01667
OG0000873	Syaq.g_01641	Prak.g_01670
OG0000874	Syaq.g_01637	Prak.g_01673
OG0000875	Syaq.g_01633	Prak.g_01674
OG0000876	Syaq.g_01631	Prak.g_01675
OG0000877	Syaq.g_01628	Prak.g_01677
OG0000878	Syaq.g_01627	Prak.g_01678
OG0000879	Syaq.g_01626	Prak.g_01679
OG0000880	Syaq.g_01625	Prak.g_01680
OG0000881	Syaq.g_01621	Prak.g_01684
OG0000882	Syaq.g_01616	Prak.g_01689
OG0000883	Syaq.g_01613	Prak.g_01691
OG0000884	Syaq.g_01611	Prak.g_01693
OG0000885	Syaq.g_01610	Prak.g_01694
OG0000886	Syaq.g_01609	Prak.g_01695
OG0000887	Syaq.g_01608	Prak.g_01696
OG0000888	Syaq.g_01606	Prak.g_01698
OG0000889	Syaq.g_01604	Prak.g_01700
OG0000890	Syaq.g_01597	Prak.g_01701
OG0000891	Syaq.g_01596	Prak.g_01702
OG0000892	Syaq.g_01594	Prak.g_01704
OG0000893	Syaq.g_00695	Prak.g_01708
OG0000894	Syaq.g_00692	Prak.g_01711
OG0000895	Syaq.g_00688	Prak.g_01715
OG0000896	Syaq.g_00687	Prak.g_01716
OG0000897	Syaq.g_00685	Prak.g_01718
OG0000898	Syaq.g_00684	Prak.g_01719
OG0000899	Syaq.g_00683	Prak.g_01720
OG0000900	Syaq.g_00682	Prak.g_01721
OG0000901	Syaq.g_00677	Prak.g_01724
OG0000902	Syaq.g_00671	Prak.g_01726
OG0000903	Syaq.g_00655	Prak.g_01730
OG0000904	Syaq.g_00660	Prak.g_01734
OG0000905	Syaq.g_00666	Prak.g_01728
OG0000906	Syaq.g_00669	Prak.g_01727
OG0000907	Syaq.g_00653	Prak.g_01737
OG0000908	Syaq.g_00650	Prak.g_01740
OG0000909	Syaq.g_00649	Prak.g_01741
OG0000910	Syaq.g_00648	Prak.g_01742
OG0000911	Syaq.g_00646	Prak.g_01744
OG0000912	Syaq.g_00645	Prak.g_01745
OG0000913	Syaq.g_00644	Prak.g_01746
OG0000914	Syaq.g_00643	Prak.g_01747
OG0000915	Syaq.g_00641	Prak.g_01748
OG0000916	Syaq.g_00640	Prak.g_01749
OG0000917	Syaq.g_00639	Prak.g_01750
OG0000918	Syaq.g_00638	Prak.g_01751
OG0000919	Syaq.g_00637	Prak.g_01752
OG0000920	Syaq.g_00636	Prak.g_01753
OG0000921	Syaq.g_00635	Prak.g_01754
OG0000922	Syaq.g_00634	Prak.g_01755
OG0000923	Syaq.g_00630	Prak.g_01759
OG0000924	Syaq.g_00629	Prak.g_01760
OG0000925	Syaq.g_00628	Prak.g_01761
OG0000926	Syaq.g_00627	Prak.g_01762
OG0000927	Syaq.g_00625	Prak.g_01764
OG0000928	Syaq.g_00624	Prak.g_01765
OG0000929	Syaq.g_00623	Prak.g_01766
OG0000930	Syaq.g_00622	Prak.g_01767
OG0000931	Syaq.g_00621	Prak.g_01768
OG0000932	Syaq.g_00620	Prak.g_01769
OG0000933	Syaq.g_00614	Prak.g_01773
OG0000934	Syaq.g_00612	Prak.g_01775
OG0000935	Syaq.g_00611	Prak.g_01776
OG0000936	Syaq.g_00610	Prak.g_01777
OG0000937	Syaq.g_00609	Prak.g_01778
OG0000938	Syaq.g_00606	Prak.g_01781
OG0000939	Syaq.g_00604	Prak.g_01782
OG0000940	Syaq.g_00597	Prak.g_01789
OG0000941	Syaq.g_00595	Prak.g_01791
OG0000942	Syaq.g_00593	Prak.g_01793
OG0000943	Syaq.g_00592	Prak.g_01794
OG0000944	Syaq.g_00590	Prak.g_01796
OG0000945	Syaq.g_00588	Prak.g_01797
OG0000946	Syaq.g_00580	Prak.g_01802
OG0000947	Syaq.g_00577	Prak.g_01804
OG0000948	Syaq.g_00576	Prak.g_01805
OG0000949	Syaq.g_00971	Prak.g_01808
OG0000950	Syaq.g_00984	Prak.g_01815
OG0000951	Syaq.g_00991	Prak.g_01819
OG0000952	Syaq.g_01002	Prak.g_01823
OG0000953	Syaq.g_01006	Prak.g_01827
OG0000954	Syaq.g_01012	Prak.g_01831
OG0000955	Syaq.g_01013	Prak.g_01832
OG0000956	Syaq.g_01015	Prak.g_01834
OG0000957	Syaq.g_01026	Prak.g_01840
OG0000958	Syaq.g_01027	Prak.g_01841
OG0000959	Syaq.g_01031	Prak.g_01845
OG0000960	Syaq.g_01032	Prak.g_01846
OG0000961	Syaq.g_01043	Prak.g_01849
OG0000962	Syaq.g_01045	Prak.g_01851
OG0000963	Syaq.g_01049	Prak.g_01855
OG0000964	Syaq.g_01050	Prak.g_01856
OG0000965	Syaq.g_01051	Prak.g_01857
OG0000966	Syaq.g_01060	Prak.g_01863
OG0000967	Syaq.g_01067	Prak.g_01867
OG0000968	Syaq.g_01071	Prak.g_01869
OG0000969	Syaq.g_01078	Prak.g_01870
OG0000970	Syaq.g_01079	Prak.g_01871
OG0000971	Syaq.g_01081	Prak.g_01872
OG0000972	Syaq.g_01082	Prak.g_01873
OG0000973	Syaq.g_01083	Prak.g_01874
OG0000974	Syaq.g_01084	Prak.g_01875
OG0000975	Syaq.g_01085	Prak.g_01876
OG0000976	Syaq.g_01086	Prak.g_01877
OG0000977	Syaq.g_01088	Prak.g_01878
OG0000978	Syaq.g_01091	Prak.g_01879
OG0000979	Syaq.g_01094	Prak.g_01882
OG0000980	Syaq.g_01097	Prak.g_01884
OG0000981	Syaq.g_01100	Prak.g_01887
OG0000982	Syaq.g_01263	Prak.g_01889
OG0000983	Syaq.g_01262	Prak.g_01890
OG0000984	Syaq.g_01261	Prak.g_01891
OG0000985	Syaq.g_01257	Prak.g_01894
OG0000986	Syaq.g_01253	Prak.g_01896
OG0000987	Syaq.g_01251	Prak.g_01897
OG0000988	Syaq.g_01245	Prak.g_01900
OG0000989	Syaq.g_01239	Prak.g_01904
OG0000990	Syaq.g_01229	Prak.g_01908
OG0000991	Syaq.g_01225	Prak.g_01909
OG0000992	Syaq.g_01222	Prak.g_01912
OG0000993	Syaq.g_01221	Prak.g_01913
OG0000994	Syaq.g_01218	Prak.g_01914
OG0000995	Syaq.g_01212	Prak.g_01918
OG0000996	Syaq.g_01193	Prak.g_01919
OG0000997	Syaq.g_01184	Prak.g_01922
OG0000998	Syaq.g_01182	Prak.g_01924
OG0000999	Syaq.g_01181	Prak.g_01925
OG0001000	Syaq.g_01177	Prak.g_01928
OG0001001	Syaq.g_01172	Prak.g_01931
OG0001002	Syaq.g_01165	Prak.g_01936
OG0001003	Syaq.g_01163	Prak.g_01937
OG0001004	Syaq.g_01162	Prak.g_01938
OG0001005	Syaq.g_01161	Prak.g_01939
OG0001006	Syaq.g_01152	Prak.g_01943
OG0001007	Syaq.g_01150	Prak.g_01945
OG0001008	Syaq.g_00500	Prak.g_00399
OG0001009	Syaq.g_01118	Prak.g_00027
OG0001010	Syaq.g_01117	Prak.g_00028
OG0001011	Syaq.g_01115	Prak.g_00030
OG0001012	Syaq.g_01267	Prak.g_00044
OG0001013	Syaq.g_01289	Prak.g_00051
OG0001014	Syaq.g_01295	Prak.g_00054
OG0001015	Syaq.g_01296	Prak.g_00056
OG0001016	Syaq.g_01554	Prak.g_00078
OG0001017	Syaq.g_01548	Prak.g_00082
OG0001018	Syaq.g_01546	Prak.g_00084
OG0001019	Syaq.g_01524	Prak.g_00093
OG0001020	Syaq.g_01510	Prak.g_00094
OG0001021	Syaq.g_01506	Prak.g_00095
OG0001022	Syaq.g_01501	Prak.g_00098
OG0001023	Syaq.g_01500	Prak.g_00099
OG0001024	Syaq.g_01496	Prak.g_00103
OG0001025	Syaq.g_01490	Prak.g_00110
OG0001026	Syaq.g_01477	Prak.g_00119
OG0001027	Syaq.g_01474	Prak.g_00120
OG0001028	Syaq.g_01472	Prak.g_00122
OG0001029	Syaq.g_01470	Prak.g_00123
OG0001030	Syaq.g_01450	Prak.g_00139
OG0001031	Syaq.g_01378	Prak.g_00199
OG0001032	Syaq.g_01376	Prak.g_00200
OG0001033	Syaq.g_01344	Prak.g_00221
OG0001034	Syaq.g_01579	Prak.g_00252
OG0001035	Syaq.g_00726	Prak.g_00272
OG0001036	Syaq.g_00731	Prak.g_00276
OG0001037	Syaq.g_00733	Prak.g_00277
OG0001038	Syaq.g_00761	Prak.g_00296
OG0001039	Syaq.g_00764	Prak.g_00299
OG0001040	Syaq.g_00767	Prak.g_00301
OG0001041	Syaq.g_00772	Prak.g_00306
OG0001042	Syaq.g_00858	Prak.g_00323
OG0001044	Syaq.g_00560	Prak.g_00355
OG0001045	Syaq.g_00547	Prak.g_00364
OG0001046	Syaq.g_02509	Prak.g_01597
OG0001047	Syaq.g_00498	Prak.g_00401
OG0001048	Syaq.g_00497	Prak.g_00402
OG0001049	Syaq.g_00494	Prak.g_00404
OG0001050	Syaq.g_00493	Prak.g_00405
OG0001051	Syaq.g_00492	Prak.g_00406
OG0001052	Syaq.g_00446	Prak.g_00432
OG0001053	Syaq.g_01775	Prak.g_00444
OG0001054	Syaq.g_01794	Prak.g_00459
OG0001055	Syaq.g_01815	Prak.g_00478
OG0001056	Syaq.g_01843	Prak.g_00495
OG0001057	Syaq.g_00334	Prak.g_00500
OG0001058	Syaq.g_01931	Prak.g_00509
OG0001059	Syaq.g_01935	Prak.g_00513
OG0001060	Syaq.g_01941	Prak.g_00519
OG0001061	Syaq.g_01961	Prak.g_00534
OG0001062	Syaq.g_01963	Prak.g_00536
OG0001063	Syaq.g_01968	Prak.g_00538
OG0001064	Syaq.g_01969	Prak.g_00539
OG0001065	Syaq.g_01970	Prak.g_00540
OG0001066	Syaq.g_01971	Prak.g_00541
OG0001067	Syaq.g_01972	Prak.g_00542
OG0001068	Syaq.g_01973	Prak.g_00543
OG0001069	Syaq.g_01974	Prak.g_00544
OG0001070	Syaq.g_01978	Prak.g_00548
OG0001071	Syaq.g_01979	Prak.g_00549
OG0001072	Syaq.g_01983	Prak.g_00551
OG0001073	Syaq.g_01998	Prak.g_00565
OG0001074	Syaq.g_02132	Prak.g_00577
OG0001075	Syaq.g_02025	Prak.g_00578
OG0001076	Syaq.g_02060	Prak.g_00585
OG0001077	Syaq.g_02071	Prak.g_00591
OG0001078	Syaq.g_02083	Prak.g_01107
OG0001079	Syaq.g_02100	Prak.g_01095
OG0001080	Syaq.g_02161	Prak.g_01089
OG0001081	Syaq.g_02232	Prak.g_01087
OG0001082	Syaq.g_02233	Prak.g_01086
OG0001083	Syaq.g_02240	Prak.g_01081
OG0001084	Syaq.g_02241	Prak.g_01080
OG0001085	Syaq.g_02251	Prak.g_00797
OG0001086	Syaq.g_02253	Prak.g_00798
OG0001087	Syaq.g_02574	Prak.g_00816
OG0001088	Syaq.g_02576	Prak.g_00817
OG0001089	Syaq.g_02604	Prak.g_00828
OG0001090	Syaq.g_00024	Prak.g_00838
OG0001091	Syaq.g_00027	Prak.g_01060
OG0001092	Syaq.g_00029	Prak.g_01059
OG0001093	Syaq.g_00035	Prak.g_01054
OG0001094	Syaq.g_02334	Prak.g_01061
OG0001095	Syaq.g_02354	Prak.g_00858
OG0001096	Syaq.g_02370	Prak.g_00872
OG0001097	Syaq.g_02393	Prak.g_00892
OG0001098	Syaq.g_02415	Prak.g_00911
OG0001099	Syaq.g_01471	Prak.g_00753
OG0001100	Syaq.g_02262	Prak.g_00761
OG0001101	Syaq.g_02263	Prak.g_00764
OG0001102	Syaq.g_02266	Prak.g_00767
OG0001103	Syaq.g_02268	Prak.g_00769
OG0001104	Syaq.g_02316	Prak.g_00792
OG0001105	Syaq.g_02320	Prak.g_00796
OG0001106	Syaq.g_02471	Prak.g_00964
OG0001108	Syaq.g_02491	Prak.g_00975
OG0001109	Syaq.g_02493	Prak.g_00976
OG0001110	Syaq.g_02495	Prak.g_00978
OG0001111	Syaq.g_02497	Prak.g_00979
OG0001112	Syaq.g_02499	Prak.g_00980
OG0001113	Syaq.g_02539	Prak.g_00981
OG0001114	Syaq.g_02500	Prak.g_00982
OG0001115	Syaq.g_02504	Prak.g_00984
OG0001116	Syaq.g_02506	Prak.g_00985
OG0001117	Syaq.g_02507	Prak.g_00986
OG0001118	Syaq.g_02508	Prak.g_00987
OG0001119	Syaq.g_02510	Prak.g_00988
OG0001120	Syaq.g_02514	Prak.g_00990
OG0001122	Syaq.g_00069	Prak.g_01010
OG0001123	Syaq.g_00061	Prak.g_01016
OG0001124	Syaq.g_00060	Prak.g_01018
OG0001125	Syaq.g_00058	Prak.g_01020
OG0001126	Syaq.g_02693	Prak.g_00931
OG0001127	Syaq.g_02692	Prak.g_00930
OG0001128	Syaq.g_02689	Prak.g_00928
OG0001129	Syaq.g_02687	Prak.g_00927
OG0001130	Syaq.g_02686	Prak.g_00926
OG0001131	Syaq.g_02284	Prak.g_00383
OG0001132	Syaq.g_01872	Prak.g_00712
OG0001133	Syaq.g_02063	Prak.g_01328
OG0001134	Syaq.g_02213	Prak.g_01550
OG0001136	Syaq.g_00252	Prak.g_01175
OG0001137	Syaq.g_00228	Prak.g_01163
OG0001138	Syaq.g_00196	Prak.g_01142
OG0001139	Syaq.g_00194	Prak.g_01140
OG0001140	Syaq.g_00193	Prak.g_01139
OG0001141	Syaq.g_00192	Prak.g_01138
