Orthogroup	Syaq	Praa
OG0000582	Syaq.g_02012	Praa.g_00608
OG0000583	Syaq.g_02013	Praa.g_00609
OG0000584	Syaq.g_02014	Praa.g_00610
OG0000585	Syaq.g_02017	Praa.g_00612
OG0000586	Syaq.g_02018	Praa.g_00613
OG0000587	Syaq.g_02020	Praa.g_00614
OG0000588	Syaq.g_02043	Praa.g_00618
OG0000589	Syaq.g_02057	Praa.g_00621
OG0000590	Syaq.g_02058	Praa.g_00622
OG0000591	Syaq.g_02066	Praa.g_00625
OG0000592	Syaq.g_02067	Praa.g_00626
OG0000593	Syaq.g_02078	Praa.g_00632
OG0000594	Syaq.g_02079	Praa.g_00633
OG0000595	Syaq.g_02080	Praa.g_00634
OG0000596	Syaq.g_02085	Praa.g_00638
OG0000597	Syaq.g_02088	Praa.g_00640
OG0000598	Syaq.g_02089	Praa.g_00641
OG0000599	Syaq.g_02096	Praa.g_00644
OG0000600	Syaq.g_02097	Praa.g_00645
OG0000601	Syaq.g_02098	Praa.g_00646
OG0000602	Syaq.g_02104	Praa.g_00648
OG0000603	Syaq.g_02105	Praa.g_00649
OG0000604	Syaq.g_02107	Praa.g_00650
OG0000605	Syaq.g_02151	Praa.g_00651
OG0000606	Syaq.g_02231	Praa.g_00654
OG0000607	Syaq.g_02234	Praa.g_00657
OG0000608	Syaq.g_02235	Praa.g_00658
OG0000609	Syaq.g_02237	Praa.g_00659
OG0000610	Syaq.g_02244	Praa.g_00664
OG0000611	Syaq.g_02247	Praa.g_00667
OG0000612	Syaq.g_02248	Praa.g_00668
OG0000613	Syaq.g_00885	Praa.g_00673
OG0000614	Syaq.g_02588	Praa.g_00692
OG0000615	Syaq.g_02302	Praa.g_00700
OG0000616	Syaq.g_01168	Praa.g_00704
OG0000617	Syaq.g_00031	Praa.g_00717
OG0000618	Syaq.g_00032	Praa.g_00718
OG0000619	Syaq.g_00033	Praa.g_00719
OG0000620	Syaq.g_00038	Praa.g_00722
OG0000621	Syaq.g_00039	Praa.g_00723
OG0000622	Syaq.g_00040	Praa.g_00724
OG0000623	Syaq.g_00041	Praa.g_00725
OG0000624	Syaq.g_00042	Praa.g_00726
OG0000625	Syaq.g_00043	Praa.g_00727
OG0000626	Syaq.g_00044	Praa.g_00728
OG0000627	Syaq.g_02425	Praa.g_00729
OG0000628	Syaq.g_02426	Praa.g_00730
OG0000629	Syaq.g_02429	Praa.g_00731
OG0000630	Syaq.g_02433	Praa.g_00734
OG0000631	Syaq.g_02441	Praa.g_00794
OG0000632	Syaq.g_02442	Praa.g_00795
OG0000633	Syaq.g_02444	Praa.g_00796
OG0000634	Syaq.g_02336	Praa.g_00799
OG0000635	Syaq.g_02337	Praa.g_00800
OG0000636	Syaq.g_02339	Praa.g_00802
OG0000637	Syaq.g_02341	Praa.g_00804
OG0000638	Syaq.g_02342	Praa.g_00805
OG0000639	Syaq.g_02343	Praa.g_00806
OG0000640	Syaq.g_02344	Praa.g_00807
OG0000641	Syaq.g_02348	Praa.g_00812
OG0000642	Syaq.g_02349	Praa.g_00813
OG0000643	Syaq.g_02350	Praa.g_00814
OG0000644	Syaq.g_02351	Praa.g_00815
OG0000645	Syaq.g_02353	Praa.g_00816
OG0000646	Syaq.g_02356	Praa.g_00818
OG0000647	Syaq.g_02358	Praa.g_00819
OG0000648	Syaq.g_02360	Praa.g_00821
OG0000649	Syaq.g_02361	Praa.g_00822
OG0000650	Syaq.g_02362	Praa.g_00823
OG0000651	Syaq.g_02363	Praa.g_00824
OG0000652	Syaq.g_02364	Praa.g_00825
OG0000653	Syaq.g_02367	Praa.g_00827
OG0000654	Syaq.g_02368	Praa.g_00828
OG0000655	Syaq.g_02369	Praa.g_00829
OG0000656	Syaq.g_02372	Praa.g_00832
OG0000657	Syaq.g_02382	Praa.g_00840
OG0000658	Syaq.g_02385	Praa.g_00841
OG0000659	Syaq.g_02386	Praa.g_00842
OG0000660	Syaq.g_02390	Praa.g_00846
OG0000661	Syaq.g_02392	Praa.g_00848
OG0000662	Syaq.g_02394	Praa.g_00850
OG0000663	Syaq.g_02397	Praa.g_00852
OG0000664	Syaq.g_02400	Praa.g_00853
OG0000665	Syaq.g_02124	Praa.g_00857
OG0000666	Syaq.g_02117	Praa.g_00858
OG0000667	Syaq.g_02222	Praa.g_00862
OG0000668	Syaq.g_00068	Praa.g_00892
OG0000669	Syaq.g_02260	Praa.g_00899
OG0000670	Syaq.g_00079	Praa.g_00901
OG0000671	Syaq.g_02264	Praa.g_00903
OG0000672	Syaq.g_02267	Praa.g_00905
OG0000673	Syaq.g_02270	Praa.g_00908
OG0000674	Syaq.g_02272	Praa.g_00910
OG0000675	Syaq.g_02273	Praa.g_00911
OG0000676	Syaq.g_02275	Praa.g_00913
OG0000677	Syaq.g_02276	Praa.g_00914
OG0000678	Syaq.g_02282	Praa.g_00916
OG0000679	Syaq.g_02305	Praa.g_00920
OG0000680	Syaq.g_02306	Praa.g_00921
OG0000681	Syaq.g_02309	Praa.g_00923
OG0000682	Syaq.g_02310	Praa.g_00924
OG0000683	Syaq.g_02311	Praa.g_00925
OG0000684	Syaq.g_02315	Praa.g_00926
OG0000685	Syaq.g_02317	Praa.g_00928
OG0000686	Syaq.g_02318	Praa.g_00929
OG0000687	Syaq.g_02319	Praa.g_00930
OG0000688	Syaq.g_02325	Praa.g_00933
OG0000689	Syaq.g_02327	Praa.g_00934
OG0000690	Syaq.g_02328	Praa.g_00935
OG0000691	Syaq.g_02329	Praa.g_00936
OG0000692	Syaq.g_02330	Praa.g_00938
OG0000693	Syaq.g_02332	Praa.g_00939
OG0000694	Syaq.g_02333	Praa.g_00940
OG0000695	Syaq.g_02446	Praa.g_00942
OG0000696	Syaq.g_02447	Praa.g_00943
OG0000697	Syaq.g_02448	Praa.g_00944
OG0000698	Syaq.g_02451	Praa.g_00947
OG0000699	Syaq.g_02452	Praa.g_00948
OG0000700	Syaq.g_02453	Praa.g_00949
OG0000701	Syaq.g_02454	Praa.g_00950
OG0000702	Syaq.g_02467	Praa.g_00952
OG0000703	Syaq.g_02468	Praa.g_00953
OG0000704	Syaq.g_02470	Praa.g_00954
OG0000705	Syaq.g_02477	Praa.g_00958
OG0000706	Syaq.g_02478	Praa.g_00959
OG0000707	Syaq.g_02479	Praa.g_00960
OG0000708	Syaq.g_02482	Praa.g_00961
OG0000709	Syaq.g_02490	Praa.g_00965
OG0000710	Syaq.g_02494	Praa.g_00968
OG0000711	Syaq.g_02521	Praa.g_00985
OG0000712	Syaq.g_02523	Praa.g_00987
OG0000713	Syaq.g_02524	Praa.g_00988
OG0000714	Syaq.g_02527	Praa.g_00989
OG0000715	Syaq.g_02529	Praa.g_00991
OG0000716	Syaq.g_02533	Praa.g_00993
OG0000717	Syaq.g_02534	Praa.g_00994
OG0000718	Syaq.g_00072	Praa.g_01008
OG0000719	Syaq.g_00070	Praa.g_01010
OG0000720	Syaq.g_00057	Praa.g_01019
OG0000721	Syaq.g_00055	Praa.g_01021
OG0000722	Syaq.g_00054	Praa.g_01022
OG0000723	Syaq.g_00046	Praa.g_01025
OG0000724	Syaq.g_02685	Praa.g_01034
OG0000725	Syaq.g_02676	Praa.g_01040
OG0000726	Syaq.g_02675	Praa.g_01041
OG0000727	Syaq.g_02674	Praa.g_01042
OG0000728	Syaq.g_02672	Praa.g_01044
OG0000729	Syaq.g_01046	Praa.g_01091
OG0000730	Syaq.g_00561	Praa.g_01095
OG0000731	Syaq.g_00550	Praa.g_01099
OG0000732	Syaq.g_01098	Praa.g_01109
OG0000733	Syaq.g_01232	Praa.g_01128
OG0000734	Syaq.g_01479	Praa.g_01145
OG0000735	Syaq.g_00266	Praa.g_01147
OG0000736	Syaq.g_00265	Praa.g_01148
OG0000737	Syaq.g_00264	Praa.g_01149
OG0000738	Syaq.g_00258	Praa.g_01153
OG0000739	Syaq.g_00257	Praa.g_01154
OG0000740	Syaq.g_00256	Praa.g_01155
OG0000741	Syaq.g_00253	Praa.g_01156
OG0000742	Syaq.g_00250	Praa.g_01158
OG0000743	Syaq.g_00248	Praa.g_01160
OG0000744	Syaq.g_00247	Praa.g_01161
OG0000745	Syaq.g_00245	Praa.g_01162
OG0000746	Syaq.g_00242	Praa.g_01164
OG0000747	Syaq.g_00241	Praa.g_01165
OG0000748	Syaq.g_00227	Praa.g_01168
OG0000749	Syaq.g_00226	Praa.g_01169
OG0000750	Syaq.g_00225	Praa.g_01170
OG0000751	Syaq.g_00219	Praa.g_01172
OG0000752	Syaq.g_00217	Praa.g_01174
OG0000753	Syaq.g_00214	Praa.g_01177
OG0000754	Syaq.g_00209	Praa.g_01180
OG0000755	Syaq.g_00198	Praa.g_01183
OG0000756	Syaq.g_00197	Praa.g_01184
OG0000757	Syaq.g_00190	Praa.g_01190
OG0000758	Syaq.g_00189	Praa.g_01191
OG0000759	Syaq.g_00188	Praa.g_01192
OG0000760	Syaq.g_00187	Praa.g_01193
OG0000761	Syaq.g_00186	Praa.g_01194
OG0000762	Syaq.g_00183	Praa.g_01195
OG0000763	Syaq.g_00181	Praa.g_01197
OG0000764	Syaq.g_00180	Praa.g_01198
OG0000765	Syaq.g_00157	Praa.g_01207
OG0000766	Syaq.g_00156	Praa.g_01208
OG0000767	Syaq.g_00154	Praa.g_01210
OG0000768	Syaq.g_00153	Praa.g_01211
OG0000769	Syaq.g_00151	Praa.g_01213
OG0000770	Syaq.g_00148	Praa.g_01215
OG0000771	Syaq.g_02691	Praa.g_01224
OG0000772	Syaq.g_01887	Praa.g_01290
OG0000773	Syaq.g_00283	Praa.g_01309
OG0000774	Syaq.g_00288	Praa.g_01311
OG0000775	Syaq.g_00290	Praa.g_01313
OG0000776	Syaq.g_00291	Praa.g_01314
OG0000777	Syaq.g_00292	Praa.g_01315
OG0000778	Syaq.g_00293	Praa.g_01316
OG0000779	Syaq.g_00299	Praa.g_01320
OG0000780	Syaq.g_00304	Praa.g_01321
OG0000781	Syaq.g_00308	Praa.g_01324
OG0000782	Syaq.g_00309	Praa.g_01325
OG0000783	Syaq.g_00310	Praa.g_01326
OG0000784	Syaq.g_00311	Praa.g_01327
OG0000785	Syaq.g_00313	Praa.g_01329
OG0000786	Syaq.g_00328	Praa.g_01331
OG0000787	Syaq.g_00329	Praa.g_01332
OG0000788	Syaq.g_02099	Praa.g_01353
OG0000789	Syaq.g_02123	Praa.g_01356
OG0000790	Syaq.g_01758	Praa.g_01371
OG0000791	Syaq.g_01756	Praa.g_01373
OG0000792	Syaq.g_01755	Praa.g_01374
OG0000793	Syaq.g_01750	Praa.g_01377
OG0000794	Syaq.g_01749	Praa.g_01378
OG0000795	Syaq.g_01748	Praa.g_01379
OG0000796	Syaq.g_01744	Praa.g_01383
OG0000797	Syaq.g_01743	Praa.g_01384
OG0000798	Syaq.g_00760	Praa.g_01393
OG0000799	Syaq.g_00341	Praa.g_01458
OG0000800	Syaq.g_00342	Praa.g_01459
OG0000801	Syaq.g_00343	Praa.g_01460
OG0000802	Syaq.g_00350	Praa.g_01462
OG0000803	Syaq.g_00353	Praa.g_01464
OG0000804	Syaq.g_00358	Praa.g_01465
OG0000805	Syaq.g_00360	Praa.g_01467
OG0000806	Syaq.g_00362	Praa.g_01469
OG0000807	Syaq.g_00364	Praa.g_01470
OG0000808	Syaq.g_00365	Praa.g_01471
OG0000809	Syaq.g_00369	Praa.g_01474
OG0000810	Syaq.g_00370	Praa.g_01475
OG0000811	Syaq.g_00378	Praa.g_01479
OG0000812	Syaq.g_00380	Praa.g_01481
OG0000813	Syaq.g_00381	Praa.g_01482
OG0000814	Syaq.g_00383	Praa.g_01484
OG0000815	Syaq.g_00384	Praa.g_01485
OG0000816	Syaq.g_00386	Praa.g_01487
OG0000817	Syaq.g_00387	Praa.g_01488
OG0000818	Syaq.g_00392	Praa.g_01493
OG0000819	Syaq.g_00393	Praa.g_01494
OG0000820	Syaq.g_00394	Praa.g_01495
OG0000821	Syaq.g_00400	Praa.g_01499
OG0000822	Syaq.g_00402	Praa.g_01500
OG0000823	Syaq.g_00403	Praa.g_01501
OG0000824	Syaq.g_00409	Praa.g_01504
OG0000825	Syaq.g_00410	Praa.g_01505
OG0000826	Syaq.g_00411	Praa.g_01506
OG0000827	Syaq.g_00412	Praa.g_01507
OG0000828	Syaq.g_00415	Praa.g_01510
OG0000829	Syaq.g_00416	Praa.g_01511
OG0000830	Syaq.g_00417	Praa.g_01512
OG0000831	Syaq.g_00419	Praa.g_01514
OG0000832	Syaq.g_01737	Praa.g_01520
OG0000833	Syaq.g_01725	Praa.g_01528
OG0000834	Syaq.g_01724	Praa.g_01529
OG0000835	Syaq.g_01723	Praa.g_01530
OG0000836	Syaq.g_01720	Praa.g_01531
OG0000837	Syaq.g_01719	Praa.g_01532
OG0000838	Syaq.g_01715	Praa.g_01534
OG0000839	Syaq.g_01714	Praa.g_01535
OG0000840	Syaq.g_01713	Praa.g_01536
OG0000841	Syaq.g_01712	Praa.g_01537
OG0000842	Syaq.g_01711	Praa.g_01538
OG0000843	Syaq.g_01710	Praa.g_01539
OG0000844	Syaq.g_01708	Praa.g_01541
OG0000845	Syaq.g_01707	Praa.g_01542
OG0000846	Syaq.g_01706	Praa.g_01543
OG0000847	Syaq.g_01705	Praa.g_01544
OG0000848	Syaq.g_01703	Praa.g_01545
OG0000849	Syaq.g_01702	Praa.g_01546
OG0000850	Syaq.g_01699	Praa.g_01548
OG0000851	Syaq.g_01696	Praa.g_01549
OG0000852	Syaq.g_01695	Praa.g_01550
OG0000853	Syaq.g_01691	Praa.g_01554
OG0000854	Syaq.g_01689	Praa.g_01556
OG0000855	Syaq.g_01688	Praa.g_01557
OG0000856	Syaq.g_02069	Praa.g_01572
OG0000857	Syaq.g_02357	Praa.g_01600
OG0000858	Syaq.g_01682	Praa.g_01629
OG0000859	Syaq.g_01681	Praa.g_01630
OG0000860	Syaq.g_01671	Praa.g_01637
OG0000861	Syaq.g_01670	Praa.g_01638
OG0000862	Syaq.g_01668	Praa.g_01639
OG0000863	Syaq.g_01665	Praa.g_01641
OG0000864	Syaq.g_01664	Praa.g_01642
OG0000865	Syaq.g_01663	Praa.g_01643
OG0000866	Syaq.g_01662	Praa.g_01644
OG0000867	Syaq.g_01661	Praa.g_01645
OG0000868	Syaq.g_01659	Praa.g_01646
OG0000869	Syaq.g_01656	Praa.g_01650
OG0000870	Syaq.g_01651	Praa.g_01655
OG0000871	Syaq.g_01650	Praa.g_01656
OG0000872	Syaq.g_01644	Praa.g_01657
OG0000873	Syaq.g_01641	Praa.g_01660
OG0000874	Syaq.g_01637	Praa.g_01663
OG0000875	Syaq.g_01633	Praa.g_01665
OG0000876	Syaq.g_01631	Praa.g_01666
OG0000877	Syaq.g_01628	Praa.g_01668
OG0000878	Syaq.g_01627	Praa.g_01669
OG0000879	Syaq.g_01626	Praa.g_01670
OG0000880	Syaq.g_01625	Praa.g_01671
OG0000881	Syaq.g_01621	Praa.g_01675
OG0000882	Syaq.g_01616	Praa.g_01680
OG0000883	Syaq.g_01613	Praa.g_01682
OG0000884	Syaq.g_01611	Praa.g_01684
OG0000885	Syaq.g_01610	Praa.g_01685
OG0000886	Syaq.g_01609	Praa.g_01686
OG0000887	Syaq.g_01608	Praa.g_01687
OG0000888	Syaq.g_01606	Praa.g_01689
OG0000889	Syaq.g_01604	Praa.g_01691
OG0000890	Syaq.g_01597	Praa.g_01692
OG0000891	Syaq.g_01596	Praa.g_01693
OG0000892	Syaq.g_01594	Praa.g_01695
OG0000893	Syaq.g_00695	Praa.g_01699
OG0000894	Syaq.g_00692	Praa.g_01701
OG0000895	Syaq.g_00688	Praa.g_01704
OG0000896	Syaq.g_00687	Praa.g_01705
OG0000897	Syaq.g_00685	Praa.g_01707
OG0000898	Syaq.g_00684	Praa.g_01708
OG0000899	Syaq.g_00683	Praa.g_01709
OG0000900	Syaq.g_00682	Praa.g_01710
OG0000901	Syaq.g_00677	Praa.g_01713
OG0000902	Syaq.g_00671	Praa.g_01715
OG0000903	Syaq.g_00655	Praa.g_01718
OG0000904	Syaq.g_00660	Praa.g_01720
OG0000905	Syaq.g_00666	Praa.g_01725
OG0000906	Syaq.g_00669	Praa.g_01726
OG0000907	Syaq.g_00653	Praa.g_01733
OG0000908	Syaq.g_00650	Praa.g_01736
OG0000909	Syaq.g_00649	Praa.g_01737
OG0000910	Syaq.g_00648	Praa.g_01738
OG0000911	Syaq.g_00646	Praa.g_01740
OG0000912	Syaq.g_00645	Praa.g_01741
OG0000913	Syaq.g_00644	Praa.g_01742
OG0000914	Syaq.g_00643	Praa.g_01743
OG0000915	Syaq.g_00641	Praa.g_01744
OG0000916	Syaq.g_00640	Praa.g_01745
OG0000917	Syaq.g_00639	Praa.g_01746
OG0000918	Syaq.g_00638	Praa.g_01747
OG0000919	Syaq.g_00637	Praa.g_01748
OG0000920	Syaq.g_00636	Praa.g_01749
OG0000921	Syaq.g_00635	Praa.g_01750
OG0000922	Syaq.g_00634	Praa.g_01751
OG0000923	Syaq.g_00630	Praa.g_01755
OG0000924	Syaq.g_00629	Praa.g_01756
OG0000925	Syaq.g_00628	Praa.g_01757
OG0000926	Syaq.g_00627	Praa.g_01758
OG0000927	Syaq.g_00625	Praa.g_01760
OG0000928	Syaq.g_00624	Praa.g_01761
OG0000929	Syaq.g_00623	Praa.g_01762
OG0000930	Syaq.g_00622	Praa.g_01763
OG0000931	Syaq.g_00621	Praa.g_01764
OG0000932	Syaq.g_00620	Praa.g_01765
OG0000933	Syaq.g_00614	Praa.g_01769
OG0000934	Syaq.g_00612	Praa.g_01771
OG0000935	Syaq.g_00611	Praa.g_01772
OG0000936	Syaq.g_00610	Praa.g_01773
OG0000937	Syaq.g_00609	Praa.g_01774
OG0000938	Syaq.g_00606	Praa.g_01776
OG0000939	Syaq.g_00604	Praa.g_01777
OG0000940	Syaq.g_00597	Praa.g_01784
OG0000941	Syaq.g_00595	Praa.g_01786
OG0000942	Syaq.g_00593	Praa.g_01788
OG0000943	Syaq.g_00592	Praa.g_01789
OG0000944	Syaq.g_00590	Praa.g_01790
OG0000945	Syaq.g_00588	Praa.g_01791
OG0000946	Syaq.g_00580	Praa.g_01796
OG0000947	Syaq.g_00577	Praa.g_01798
OG0000948	Syaq.g_00576	Praa.g_01799
OG0000949	Syaq.g_00971	Praa.g_01802
OG0000950	Syaq.g_00984	Praa.g_01807
OG0000951	Syaq.g_00991	Praa.g_01811
OG0000952	Syaq.g_01002	Praa.g_01815
OG0000953	Syaq.g_01006	Praa.g_01818
OG0000954	Syaq.g_01012	Praa.g_01822
OG0000955	Syaq.g_01013	Praa.g_01823
OG0000956	Syaq.g_01015	Praa.g_01825
OG0000957	Syaq.g_01026	Praa.g_01830
OG0000958	Syaq.g_01027	Praa.g_01831
OG0000959	Syaq.g_01031	Praa.g_01835
OG0000960	Syaq.g_01032	Praa.g_01836
OG0000961	Syaq.g_01043	Praa.g_01838
OG0000962	Syaq.g_01045	Praa.g_01840
OG0000963	Syaq.g_01049	Praa.g_01844
OG0000964	Syaq.g_01050	Praa.g_01845
OG0000965	Syaq.g_01051	Praa.g_01846
OG0000966	Syaq.g_01060	Praa.g_01853
OG0000967	Syaq.g_01067	Praa.g_01858
OG0000968	Syaq.g_01071	Praa.g_01860
OG0000969	Syaq.g_01078	Praa.g_01861
OG0000970	Syaq.g_01079	Praa.g_01862
OG0000971	Syaq.g_01081	Praa.g_01863
OG0000972	Syaq.g_01082	Praa.g_01864
OG0000973	Syaq.g_01083	Praa.g_01865
OG0000974	Syaq.g_01084	Praa.g_01866
OG0000975	Syaq.g_01085	Praa.g_01867
OG0000976	Syaq.g_01086	Praa.g_01868
OG0000977	Syaq.g_01088	Praa.g_01869
OG0000978	Syaq.g_01091	Praa.g_01870
OG0000979	Syaq.g_01094	Praa.g_01873
OG0000980	Syaq.g_01097	Praa.g_01875
OG0000981	Syaq.g_01100	Praa.g_01877
OG0000982	Syaq.g_01263	Praa.g_01879
OG0000983	Syaq.g_01262	Praa.g_01880
OG0000984	Syaq.g_01261	Praa.g_01881
OG0000985	Syaq.g_01257	Praa.g_01884
OG0000986	Syaq.g_01253	Praa.g_01886
OG0000987	Syaq.g_01251	Praa.g_01887
OG0000988	Syaq.g_01245	Praa.g_01890
OG0000989	Syaq.g_01239	Praa.g_01893
OG0000990	Syaq.g_01229	Praa.g_01896
OG0000991	Syaq.g_01225	Praa.g_01897
OG0000992	Syaq.g_01222	Praa.g_01899
OG0000993	Syaq.g_01221	Praa.g_01900
OG0000994	Syaq.g_01218	Praa.g_01901
OG0000995	Syaq.g_01212	Praa.g_01905
OG0000996	Syaq.g_01193	Praa.g_01906
OG0000997	Syaq.g_01184	Praa.g_01907
OG0000998	Syaq.g_01182	Praa.g_01909
OG0000999	Syaq.g_01181	Praa.g_01910
OG0001000	Syaq.g_01177	Praa.g_01913
OG0001001	Syaq.g_01172	Praa.g_01915
OG0001002	Syaq.g_01165	Praa.g_01919
OG0001003	Syaq.g_01163	Praa.g_01920
OG0001004	Syaq.g_01162	Praa.g_01921
OG0001005	Syaq.g_01161	Praa.g_01922
OG0001006	Syaq.g_01152	Praa.g_01926
OG0001007	Syaq.g_01150	Praa.g_01928
OG0001009	Syaq.g_01118	Praa.g_00027
OG0001010	Syaq.g_01117	Praa.g_00028
OG0001011	Syaq.g_01115	Praa.g_00029
OG0001012	Syaq.g_01267	Praa.g_00043
OG0001013	Syaq.g_01289	Praa.g_00048
OG0001014	Syaq.g_01295	Praa.g_00051
OG0001015	Syaq.g_01296	Praa.g_00052
OG0001016	Syaq.g_01554	Praa.g_00073
OG0001017	Syaq.g_01548	Praa.g_00077
OG0001018	Syaq.g_01546	Praa.g_00080
OG0001019	Syaq.g_01524	Praa.g_00089
OG0001020	Syaq.g_01510	Praa.g_00090
OG0001021	Syaq.g_01506	Praa.g_00091
OG0001022	Syaq.g_01501	Praa.g_00094
OG0001023	Syaq.g_01500	Praa.g_00095
OG0001024	Syaq.g_01496	Praa.g_00098
OG0001025	Syaq.g_01490	Praa.g_00104
OG0001026	Syaq.g_01477	Praa.g_00111
OG0001027	Syaq.g_01474	Praa.g_00112
OG0001028	Syaq.g_01472	Praa.g_00114
OG0001029	Syaq.g_01470	Praa.g_00115
OG0001030	Syaq.g_01450	Praa.g_00130
OG0001031	Syaq.g_01378	Praa.g_00186
OG0001032	Syaq.g_01376	Praa.g_00187
OG0001033	Syaq.g_01344	Praa.g_00208
OG0001034	Syaq.g_01579	Praa.g_00236
OG0001035	Syaq.g_00726	Praa.g_00254
OG0001036	Syaq.g_00731	Praa.g_00259
OG0001037	Syaq.g_00733	Praa.g_00260
OG0001038	Syaq.g_00761	Praa.g_00278
OG0001039	Syaq.g_00764	Praa.g_00281
OG0001040	Syaq.g_00767	Praa.g_00283
OG0001041	Syaq.g_00772	Praa.g_00287
OG0001042	Syaq.g_00858	Praa.g_00304
OG0001044	Syaq.g_00560	Praa.g_00333
OG0001045	Syaq.g_00547	Praa.g_00341
OG0001046	Syaq.g_02509	Praa.g_00378
OG0001047	Syaq.g_00498	Praa.g_00438
OG0001048	Syaq.g_00497	Praa.g_00439
OG0001049	Syaq.g_00494	Praa.g_00441
OG0001050	Syaq.g_00493	Praa.g_00442
OG0001051	Syaq.g_00492	Praa.g_00443
OG0001052	Syaq.g_00446	Praa.g_00471
OG0001053	Syaq.g_01775	Praa.g_00483
OG0001054	Syaq.g_01794	Praa.g_00498
OG0001055	Syaq.g_01815	Praa.g_00517
OG0001056	Syaq.g_01843	Praa.g_00536
OG0001057	Syaq.g_00334	Praa.g_00541
OG0001058	Syaq.g_01931	Praa.g_00550
OG0001059	Syaq.g_01935	Praa.g_00554
OG0001060	Syaq.g_01941	Praa.g_00561
OG0001061	Syaq.g_01961	Praa.g_00574
OG0001062	Syaq.g_01963	Praa.g_00576
OG0001063	Syaq.g_01968	Praa.g_00578
OG0001064	Syaq.g_01969	Praa.g_00579
OG0001065	Syaq.g_01970	Praa.g_00580
OG0001066	Syaq.g_01971	Praa.g_00581
OG0001067	Syaq.g_01972	Praa.g_00582
OG0001068	Syaq.g_01973	Praa.g_00583
OG0001069	Syaq.g_01974	Praa.g_00584
OG0001070	Syaq.g_01978	Praa.g_00587
OG0001071	Syaq.g_01979	Praa.g_00588
OG0001072	Syaq.g_01983	Praa.g_00590
OG0001073	Syaq.g_01998	Praa.g_00604
OG0001074	Syaq.g_02132	Praa.g_00615
OG0001075	Syaq.g_02025	Praa.g_00616
OG0001076	Syaq.g_02060	Praa.g_00624
OG0001077	Syaq.g_02071	Praa.g_00628
OG0001078	Syaq.g_02083	Praa.g_00636
OG0001079	Syaq.g_02100	Praa.g_00647
OG0001080	Syaq.g_02161	Praa.g_00653
OG0001081	Syaq.g_02232	Praa.g_00655
OG0001082	Syaq.g_02233	Praa.g_00656
OG0001083	Syaq.g_02240	Praa.g_00661
OG0001084	Syaq.g_02241	Praa.g_00662
OG0001085	Syaq.g_02251	Praa.g_00670
OG0001086	Syaq.g_02253	Praa.g_00671
OG0001087	Syaq.g_02574	Praa.g_00688
OG0001088	Syaq.g_02576	Praa.g_00689
OG0001089	Syaq.g_02604	Praa.g_00697
OG0001090	Syaq.g_00024	Praa.g_00712
OG0001091	Syaq.g_00027	Praa.g_00714
OG0001092	Syaq.g_00029	Praa.g_00715
OG0001093	Syaq.g_00035	Praa.g_00720
OG0001094	Syaq.g_02334	Praa.g_00797
OG0001095	Syaq.g_02354	Praa.g_00817
OG0001096	Syaq.g_02370	Praa.g_00830
OG0001097	Syaq.g_02393	Praa.g_00849
OG0001098	Syaq.g_02415	Praa.g_00864
OG0001099	Syaq.g_01471	Praa.g_00896
OG0001100	Syaq.g_02262	Praa.g_00900
OG0001101	Syaq.g_02263	Praa.g_00902
OG0001102	Syaq.g_02266	Praa.g_00904
OG0001103	Syaq.g_02268	Praa.g_00906
OG0001104	Syaq.g_02316	Praa.g_00927
OG0001105	Syaq.g_02320	Praa.g_00931
OG0001106	Syaq.g_02471	Praa.g_00955
OG0001108	Syaq.g_02491	Praa.g_00966
OG0001109	Syaq.g_02493	Praa.g_00967
OG0001110	Syaq.g_02495	Praa.g_00969
OG0001111	Syaq.g_02497	Praa.g_00970
OG0001112	Syaq.g_02499	Praa.g_00971
OG0001113	Syaq.g_02539	Praa.g_00972
OG0001114	Syaq.g_02500	Praa.g_00973
OG0001115	Syaq.g_02504	Praa.g_00975
OG0001116	Syaq.g_02506	Praa.g_00976
OG0001117	Syaq.g_02507	Praa.g_00977
OG0001118	Syaq.g_02508	Praa.g_00978
OG0001119	Syaq.g_02510	Praa.g_00979
OG0001120	Syaq.g_02514	Praa.g_00981
OG0001121	Syaq.g_01919	Praa.g_01125, Praa.g_00984
OG0001122	Syaq.g_00069	Praa.g_01011
OG0001123	Syaq.g_00061	Praa.g_01015
OG0001124	Syaq.g_00060	Praa.g_01017
OG0001125	Syaq.g_00058	Praa.g_01018
OG0001126	Syaq.g_02693	Praa.g_01028
OG0001127	Syaq.g_02692	Praa.g_01029
OG0001128	Syaq.g_02689	Praa.g_01031
OG0001129	Syaq.g_02687	Praa.g_01032
OG0001130	Syaq.g_02686	Praa.g_01033
OG0001131	Syaq.g_02284	Praa.g_01070
OG0001132	Syaq.g_01872	Praa.g_01080
OG0001133	Syaq.g_02063	Praa.g_01115
OG0001134	Syaq.g_02213	Praa.g_01127
OG0001136	Syaq.g_00252	Praa.g_01157
OG0001137	Syaq.g_00228	Praa.g_01167
OG0001138	Syaq.g_00196	Praa.g_01185
OG0001139	Syaq.g_00194	Praa.g_01186
OG0001140	Syaq.g_00193	Praa.g_01187
OG0001141	Syaq.g_00192	Praa.g_01188
OG0001142	Syaq.g_00191	Praa.g_01189
OG0001143	Syaq.g_00182	Praa.g_01196
OG0001144	Syaq.g_00166	Praa.g_01201
