Orthogroup	Syan	Prbb
OG0000547	Syan.g_02723	Prbb.g_00519
OG0000548	Syan.g_02722	Prbb.g_00520
OG0000549	Syan.g_01194	Prbb.g_00523
OG0000550	Syan.g_01189	Prbb.g_00527
OG0000551	Syan.g_01184	Prbb.g_00530
OG0000552	Syan.g_01183	Prbb.g_00531
OG0000553	Syan.g_01179	Prbb.g_00532
OG0000554	Syan.g_01165	Prbb.g_00537
OG0000555	Syan.g_00839	Prbb.g_00545
OG0000556	Syan.g_00842	Prbb.g_00547
OG0000557	Syan.g_00847	Prbb.g_00548
OG0000558	Syan.g_00849	Prbb.g_00551
OG0000559	Syan.g_00853	Prbb.g_00555
OG0000560	Syan.g_00856	Prbb.g_00558
OG0000561	Syan.g_00857	Prbb.g_00559
OG0000562	Syan.g_00858	Prbb.g_00560
OG0000563	Syan.g_00859	Prbb.g_00561
OG0000564	Syan.g_00860	Prbb.g_00562
OG0000565	Syan.g_00864	Prbb.g_00565
OG0000566	Syan.g_00868	Prbb.g_00567
OG0000567	Syan.g_00872	Prbb.g_00571
OG0000568	Syan.g_00874	Prbb.g_00572
OG0000569	Syan.g_00875	Prbb.g_00573
OG0000570	Syan.g_00876	Prbb.g_00574
OG0000571	Syan.g_00879	Prbb.g_00576
OG0000572	Syan.g_00954	Prbb.g_00587
OG0000573	Syan.g_00963	Prbb.g_00592
OG0000574	Syan.g_00965	Prbb.g_00594
OG0000575	Syan.g_01003	Prbb.g_00597
OG0000576	Syan.g_01007	Prbb.g_00599
OG0000577	Syan.g_01008	Prbb.g_00600
OG0000578	Syan.g_01009	Prbb.g_00601
OG0000579	Syan.g_01010	Prbb.g_00602
OG0000580	Syan.g_01011	Prbb.g_00603
OG0000581	Syan.g_01018	Prbb.g_00606
OG0000582	Syan.g_01030	Prbb.g_00609
OG0000583	Syan.g_01029	Prbb.g_00610
OG0000584	Syan.g_01028	Prbb.g_00611
OG0000585	Syan.g_01024	Prbb.g_00613
OG0000586	Syan.g_01022	Prbb.g_00614
OG0000587	Syan.g_01020	Prbb.g_00615
OG0000588	Syan.g_00215	Prbb.g_00619
OG0000589	Syan.g_00016	Prbb.g_00622
OG0000590	Syan.g_00015	Prbb.g_00623
OG0000591	Syan.g_00003	Prbb.g_00626
OG0000592	Syan.g_00002	Prbb.g_00627
OG0000593	Syan.g_00820	Prbb.g_00633
OG0000594	Syan.g_00819	Prbb.g_00634
OG0000595	Syan.g_00818	Prbb.g_00635
OG0000596	Syan.g_00813	Prbb.g_00639
OG0000597	Syan.g_00810	Prbb.g_00641
OG0000598	Syan.g_00809	Prbb.g_00642
OG0000599	Syan.g_00802	Prbb.g_00645
OG0000600	Syan.g_00801	Prbb.g_00646
OG0000601	Syan.g_00800	Prbb.g_00647
OG0000602	Syan.g_00796	Prbb.g_00649
OG0000603	Syan.g_00795	Prbb.g_00650
OG0000604	Syan.g_00792	Prbb.g_00651
OG0000605	Syan.g_00783	Prbb.g_00652
OG0000606	Syan.g_00780	Prbb.g_00655
OG0000607	Syan.g_00777	Prbb.g_00658
OG0000608	Syan.g_00776	Prbb.g_00659
OG0000609	Syan.g_00774	Prbb.g_00660
OG0000610	Syan.g_00766	Prbb.g_00667
OG0000611	Syan.g_00763	Prbb.g_00670
OG0000612	Syan.g_00762	Prbb.g_00671
OG0000613	Syan.g_01965	Prbb.g_00677
OG0000614	Syan.g_00184	Prbb.g_00700
OG0000615	Syan.g_00728	Prbb.g_00708
OG0000616	Syan.g_01694	Prbb.g_02176
OG0000617	Syan.g_00324	Prbb.g_00719
OG0000618	Syan.g_00325	Prbb.g_00720
OG0000619	Syan.g_00326	Prbb.g_00721
OG0000620	Syan.g_00331	Prbb.g_00724
OG0000621	Syan.g_00332	Prbb.g_00725
OG0000622	Syan.g_00334	Prbb.g_00726
OG0000623	Syan.g_00335	Prbb.g_00727
OG0000624	Syan.g_00337	Prbb.g_00729
OG0000625	Syan.g_00338	Prbb.g_00730
OG0000626	Syan.g_00339	Prbb.g_00731
OG0000627	Syan.g_00465	Prbb.g_00733
OG0000628	Syan.g_00466	Prbb.g_00734
OG0000629	Syan.g_00469	Prbb.g_00735
OG0000630	Syan.g_00474	Prbb.g_00738
OG0000631	Syan.g_00484	Prbb.g_00962
OG0000632	Syan.g_00485	Prbb.g_00963
OG0000633	Syan.g_00489	Prbb.g_00964
OG0000634	Syan.g_00694	Prbb.g_00779
OG0000635	Syan.g_00693	Prbb.g_00780
OG0000636	Syan.g_00691	Prbb.g_00782
OG0000637	Syan.g_00689	Prbb.g_00784
OG0000638	Syan.g_00688	Prbb.g_00785
OG0000639	Syan.g_00687	Prbb.g_00786
OG0000640	Syan.g_00686	Prbb.g_00787
OG0000641	Syan.g_00682	Prbb.g_00791
OG0000642	Syan.g_00681	Prbb.g_00792
OG0000643	Syan.g_00679	Prbb.g_00793
OG0000644	Syan.g_00678	Prbb.g_00794
OG0000645	Syan.g_00676	Prbb.g_00795
OG0000646	Syan.g_00673	Prbb.g_00798
OG0000647	Syan.g_00671	Prbb.g_00800
OG0000648	Syan.g_00669	Prbb.g_00802
OG0000649	Syan.g_00668	Prbb.g_00803
OG0000650	Syan.g_00667	Prbb.g_00804
OG0000651	Syan.g_00666	Prbb.g_00805
OG0000652	Syan.g_00665	Prbb.g_00806
OG0000653	Syan.g_00663	Prbb.g_00808
OG0000654	Syan.g_00661	Prbb.g_00809
OG0000655	Syan.g_00660	Prbb.g_00810
OG0000656	Syan.g_00656	Prbb.g_00813
OG0000657	Syan.g_00375	Prbb.g_00819
OG0000658	Syan.g_00378	Prbb.g_00821
OG0000659	Syan.g_00379	Prbb.g_00822
OG0000660	Syan.g_00383	Prbb.g_00827
OG0000661	Syan.g_00385	Prbb.g_00829
OG0000662	Syan.g_00392	Prbb.g_00831
OG0000663	Syan.g_00395	Prbb.g_00833
OG0000664	Syan.g_00397	Prbb.g_00834
OG0000665	Syan.g_00788	Prbb.g_00838
OG0000666	Syan.g_02100	Prbb.g_00839
OG0000667	Syan.g_00044	Prbb.g_00843
OG0000668	Syan.g_00365	Prbb.g_00914
OG0000669	Syan.g_00751	Prbb.g_00922
OG0000670	Syan.g_00748	Prbb.g_00925
OG0000671	Syan.g_00746	Prbb.g_00927
OG0000672	Syan.g_00743	Prbb.g_00930
OG0000673	Syan.g_00740	Prbb.g_00933
OG0000674	Syan.g_00738	Prbb.g_00935
OG0000675	Syan.g_00737	Prbb.g_00936
OG0000676	Syan.g_00735	Prbb.g_00938
OG0000677	Syan.g_00734	Prbb.g_00939
OG0000678	Syan.g_00732	Prbb.g_00942
OG0000679	Syan.g_00724	Prbb.g_00946
OG0000680	Syan.g_00723	Prbb.g_00947
OG0000681	Syan.g_00720	Prbb.g_00950
OG0000682	Syan.g_00719	Prbb.g_00951
OG0000683	Syan.g_00718	Prbb.g_00952
OG0000684	Syan.g_00715	Prbb.g_00762
OG0000685	Syan.g_00713	Prbb.g_00764
OG0000686	Syan.g_00712	Prbb.g_00765
OG0000687	Syan.g_00711	Prbb.g_00766
OG0000688	Syan.g_00706	Prbb.g_00769
OG0000689	Syan.g_00704	Prbb.g_00770
OG0000690	Syan.g_00703	Prbb.g_00771
OG0000691	Syan.g_00702	Prbb.g_00772
OG0000692	Syan.g_00700	Prbb.g_00774
OG0000693	Syan.g_00698	Prbb.g_00775
OG0000694	Syan.g_00697	Prbb.g_00776
OG0000695	Syan.g_00492	Prbb.g_00966
OG0000696	Syan.g_00493	Prbb.g_00967
OG0000697	Syan.g_00495	Prbb.g_00968
OG0000698	Syan.g_00498	Prbb.g_00971
OG0000699	Syan.g_00500	Prbb.g_00972
OG0000700	Syan.g_00501	Prbb.g_00973
OG0000701	Syan.g_00502	Prbb.g_00974
OG0000702	Syan.g_00534	Prbb.g_00976
OG0000703	Syan.g_00546	Prbb.g_00977
OG0000704	Syan.g_00550	Prbb.g_00978
OG0000705	Syan.g_00557	Prbb.g_00984
OG0000706	Syan.g_00558	Prbb.g_00985
OG0000707	Syan.g_00559	Prbb.g_00986
OG0000708	Syan.g_00562	Prbb.g_00988
OG0000709	Syan.g_00570	Prbb.g_00992
OG0000710	Syan.g_00574	Prbb.g_00995
OG0000711	Syan.g_00607	Prbb.g_01010
OG0000712	Syan.g_00609	Prbb.g_01012
OG0000713	Syan.g_00610	Prbb.g_01013
OG0000714	Syan.g_00624	Prbb.g_01014
OG0000715	Syan.g_00626	Prbb.g_01016
OG0000716	Syan.g_00630	Prbb.g_01017
OG0000717	Syan.g_00631	Prbb.g_01018
OG0000718	Syan.g_00651	Prbb.g_01036
OG0000719	Syan.g_00367	Prbb.g_01037
OG0000720	Syan.g_00354	Prbb.g_01048
OG0000721	Syan.g_00352	Prbb.g_01049
OG0000722	Syan.g_00351	Prbb.g_01050
OG0000723	Syan.g_00341	Prbb.g_01054
OG0000724	Syan.g_00299	Prbb.g_01065
OG0000725	Syan.g_00194	Prbb.g_00891
OG0000726	Syan.g_00193	Prbb.g_00890
OG0000727	Syan.g_00192	Prbb.g_00889
OG0000728	Syan.g_00190	Prbb.g_00887
OG0000729	Syan.g_01885	Prbb.g_02071
OG0000730	Syan.g_02147	Prbb.g_00392
OG0000731	Syan.g_02135	Prbb.g_00400
OG0000732	Syan.g_01726	Prbb.g_02121
OG0000733	Syan.g_01147	Prbb.g_01888
OG0000734	Syan.g_02982	Prbb.g_01533
OG0000735	Syan.g_02713	Prbb.g_01531
OG0000736	Syan.g_02712	Prbb.g_01530
OG0000737	Syan.g_02711	Prbb.g_01529
OG0000738	Syan.g_02705	Prbb.g_01525
OG0000739	Syan.g_02704	Prbb.g_01524
OG0000740	Syan.g_02703	Prbb.g_01523
OG0000741	Syan.g_02700	Prbb.g_01521
OG0000742	Syan.g_02697	Prbb.g_01518
OG0000743	Syan.g_02694	Prbb.g_01516
OG0000744	Syan.g_02693	Prbb.g_01515
OG0000745	Syan.g_02690	Prbb.g_01513
OG0000746	Syan.g_02687	Prbb.g_01511
OG0000747	Syan.g_02685	Prbb.g_01510
OG0000748	Syan.g_02669	Prbb.g_01506
OG0000749	Syan.g_02668	Prbb.g_01505
OG0000750	Syan.g_02667	Prbb.g_01504
OG0000751	Syan.g_02661	Prbb.g_01501
OG0000752	Syan.g_02659	Prbb.g_01499
OG0000753	Syan.g_02656	Prbb.g_01497
OG0000754	Syan.g_02650	Prbb.g_01493
OG0000755	Syan.g_02641	Prbb.g_01488
OG0000756	Syan.g_02640	Prbb.g_01487
OG0000757	Syan.g_02623	Prbb.g_01480
OG0000758	Syan.g_02622	Prbb.g_01479
OG0000759	Syan.g_02621	Prbb.g_01478
OG0000760	Syan.g_02620	Prbb.g_01477
OG0000761	Syan.g_02619	Prbb.g_01476
OG0000762	Syan.g_02617	Prbb.g_01475
OG0000763	Syan.g_02615	Prbb.g_01473
OG0000764	Syan.g_02614	Prbb.g_01472
OG0000765	Syan.g_02587	Prbb.g_01463
OG0000766	Syan.g_02586	Prbb.g_01462
OG0000767	Syan.g_02584	Prbb.g_01461
OG0000768	Syan.g_02583	Prbb.g_01460
OG0000769	Syan.g_02581	Prbb.g_01458
OG0000770	Syan.g_02561	Prbb.g_01457
OG0000771	Syan.g_00305	Prbb.g_01060
OG0000772	Syan.g_00436	Prbb.g_01291
OG0000773	Syan.g_01199	Prbb.g_01577
OG0000774	Syan.g_01205	Prbb.g_01580
OG0000775	Syan.g_01207	Prbb.g_01581
OG0000776	Syan.g_01208	Prbb.g_01582
OG0000777	Syan.g_01209	Prbb.g_01583
OG0000778	Syan.g_01210	Prbb.g_01584
OG0000779	Syan.g_01215	Prbb.g_01588
OG0000780	Syan.g_01218	Prbb.g_01589
OG0000781	Syan.g_01222	Prbb.g_01592
OG0000782	Syan.g_01223	Prbb.g_01593
OG0000783	Syan.g_01224	Prbb.g_01594
OG0000784	Syan.g_01225	Prbb.g_01595
OG0000785	Syan.g_01228	Prbb.g_01597
OG0000786	Syan.g_01243	Prbb.g_01600
OG0000787	Syan.g_01244	Prbb.g_01601
OG0000788	Syan.g_00843	Prbb.g_00746
OG0000789	Syan.g_00075	Prbb.g_01057
OG0000790	Syan.g_02778	Prbb.g_01644
OG0000791	Syan.g_02780	Prbb.g_01646
OG0000792	Syan.g_02781	Prbb.g_01647
OG0000793	Syan.g_02879	Prbb.g_01650
OG0000794	Syan.g_02881	Prbb.g_01651
OG0000795	Syan.g_02882	Prbb.g_01652
OG0000796	Syan.g_02886	Prbb.g_01656
OG0000797	Syan.g_02888	Prbb.g_01657
OG0000799	Syan.g_01310	Prbb.g_01668
OG0000800	Syan.g_01308	Prbb.g_01669
OG0000801	Syan.g_01307	Prbb.g_01670
OG0000802	Syan.g_01303	Prbb.g_01672
OG0000803	Syan.g_01294	Prbb.g_01674
OG0000804	Syan.g_01291	Prbb.g_01675
OG0000805	Syan.g_01289	Prbb.g_01677
OG0000806	Syan.g_01287	Prbb.g_01679
OG0000807	Syan.g_01286	Prbb.g_01680
OG0000808	Syan.g_01285	Prbb.g_01681
OG0000809	Syan.g_01281	Prbb.g_01684
OG0000810	Syan.g_01280	Prbb.g_01685
OG0000811	Syan.g_01272	Prbb.g_01689
OG0000812	Syan.g_01270	Prbb.g_01691
OG0000813	Syan.g_01269	Prbb.g_01692
OG0000814	Syan.g_01267	Prbb.g_01694
OG0000815	Syan.g_01249	Prbb.g_01695
OG0000816	Syan.g_01247	Prbb.g_01697
OG0000817	Syan.g_01328	Prbb.g_01698
OG0000818	Syan.g_02807	Prbb.g_01702
OG0000819	Syan.g_02808	Prbb.g_01703
OG0000820	Syan.g_02809	Prbb.g_01704
OG0000821	Syan.g_02815	Prbb.g_01707
OG0000822	Syan.g_02817	Prbb.g_01708
OG0000823	Syan.g_02818	Prbb.g_01709
OG0000824	Syan.g_02824	Prbb.g_01712
OG0000825	Syan.g_02825	Prbb.g_01713
OG0000826	Syan.g_02826	Prbb.g_01714
OG0000827	Syan.g_02827	Prbb.g_01715
OG0000828	Syan.g_02830	Prbb.g_01718
OG0000829	Syan.g_02831	Prbb.g_01719
OG0000830	Syan.g_02832	Prbb.g_01720
OG0000831	Syan.g_02834	Prbb.g_01722
OG0000832	Syan.g_02408	Prbb.g_01732
OG0000833	Syan.g_01343	Prbb.g_01740
OG0000834	Syan.g_01345	Prbb.g_01741
OG0000835	Syan.g_01346	Prbb.g_01742
OG0000836	Syan.g_01349	Prbb.g_01744
OG0000837	Syan.g_01351	Prbb.g_01745
OG0000838	Syan.g_01355	Prbb.g_01747
OG0000839	Syan.g_01356	Prbb.g_01748
OG0000840	Syan.g_01357	Prbb.g_01749
OG0000841	Syan.g_01358	Prbb.g_01750
OG0000842	Syan.g_01359	Prbb.g_01751
OG0000843	Syan.g_01360	Prbb.g_01752
OG0000844	Syan.g_01362	Prbb.g_01753
OG0000845	Syan.g_01363	Prbb.g_01754
OG0000846	Syan.g_01364	Prbb.g_01755
OG0000847	Syan.g_01365	Prbb.g_01756
OG0000848	Syan.g_01367	Prbb.g_01757
OG0000849	Syan.g_01368	Prbb.g_01758
OG0000850	Syan.g_01371	Prbb.g_01760
OG0000851	Syan.g_01374	Prbb.g_01761
OG0000852	Syan.g_01375	Prbb.g_01762
OG0000853	Syan.g_01379	Prbb.g_01767
OG0000854	Syan.g_01381	Prbb.g_01769
OG0000855	Syan.g_01382	Prbb.g_01770
OG0000856	Syan.g_01136	Prbb.g_01659
OG0000857	Syan.g_00672	Prbb.g_00799
OG0000858	Syan.g_01389	Prbb.g_01817
OG0000859	Syan.g_01390	Prbb.g_01818
OG0000860	Syan.g_01402	Prbb.g_01825
OG0000861	Syan.g_01403	Prbb.g_01826
OG0000862	Syan.g_01412	Prbb.g_01827
OG0000863	Syan.g_01414	Prbb.g_01828
OG0000864	Syan.g_00969	Prbb.g_01829
OG0000865	Syan.g_01415	Prbb.g_01830
OG0000866	Syan.g_01416	Prbb.g_01831
OG0000867	Syan.g_01417	Prbb.g_01832
OG0000868	Syan.g_01421	Prbb.g_01833
OG0000869	Syan.g_01426	Prbb.g_01836
OG0000870	Syan.g_01431	Prbb.g_01841
OG0000871	Syan.g_01432	Prbb.g_01842
OG0000872	Syan.g_01438	Prbb.g_01843
OG0000873	Syan.g_01441	Prbb.g_01846
OG0000874	Syan.g_01443	Prbb.g_01849
OG0000875	Syan.g_01445	Prbb.g_01851
OG0000876	Syan.g_00391	Prbb.g_01852
OG0000877	Syan.g_01449	Prbb.g_01854
OG0000878	Syan.g_01450	Prbb.g_01855
OG0000879	Syan.g_01451	Prbb.g_01856
OG0000880	Syan.g_01452	Prbb.g_01857
OG0000881	Syan.g_01457	Prbb.g_01860
OG0000882	Syan.g_01462	Prbb.g_01865
OG0000883	Syan.g_01464	Prbb.g_01867
OG0000884	Syan.g_01466	Prbb.g_01869
OG0000885	Syan.g_01467	Prbb.g_01870
OG0000886	Syan.g_01468	Prbb.g_01871
OG0000887	Syan.g_01469	Prbb.g_01872
OG0000888	Syan.g_01471	Prbb.g_01874
OG0000889	Syan.g_01473	Prbb.g_01876
OG0000890	Syan.g_01476	Prbb.g_01877
OG0000891	Syan.g_01477	Prbb.g_01878
OG0000892	Syan.g_01480	Prbb.g_01880
OG0000893	Syan.g_02103	Prbb.g_01922
OG0000894	Syan.g_02108	Prbb.g_01925
OG0000895	Syan.g_02112	Prbb.g_01928
OG0000896	Syan.g_02113	Prbb.g_01929
OG0000897	Syan.g_02115	Prbb.g_01931
OG0000898	Syan.g_02116	Prbb.g_01932
OG0000899	Syan.g_02117	Prbb.g_01933
OG0000900	Syan.g_02118	Prbb.g_01934
OG0000901	Syan.g_02123	Prbb.g_01937
OG0000902	Syan.g_02125	Prbb.g_01939
OG0000903	Syan.g_02252	Prbb.g_01948
OG0000904	Syan.g_02258	Prbb.g_01943
OG0000905	Syan.g_02129	Prbb.g_01941
OG0000906	Syan.g_02127	Prbb.g_01940
OG0000907	Syan.g_02245	Prbb.g_01958
OG0000908	Syan.g_02242	Prbb.g_01961
OG0000909	Syan.g_02241	Prbb.g_01962
OG0000910	Syan.g_02240	Prbb.g_01963
OG0000911	Syan.g_02238	Prbb.g_01965
OG0000912	Syan.g_02237	Prbb.g_01966
OG0000913	Syan.g_02236	Prbb.g_01967
OG0000914	Syan.g_02235	Prbb.g_01968
OG0000915	Syan.g_02233	Prbb.g_01969
OG0000916	Syan.g_02232	Prbb.g_01970
OG0000917	Syan.g_02231	Prbb.g_01971
OG0000918	Syan.g_02230	Prbb.g_01972
OG0000919	Syan.g_02229	Prbb.g_01973
OG0000920	Syan.g_02228	Prbb.g_01974
OG0000921	Syan.g_02227	Prbb.g_01975
OG0000922	Syan.g_02226	Prbb.g_01976
OG0000923	Syan.g_02222	Prbb.g_01980
OG0000924	Syan.g_02221	Prbb.g_01981
OG0000925	Syan.g_02220	Prbb.g_01982
OG0000926	Syan.g_02219	Prbb.g_01983
OG0000927	Syan.g_02217	Prbb.g_01985
OG0000928	Syan.g_02216	Prbb.g_01986
OG0000929	Syan.g_02215	Prbb.g_01987
OG0000930	Syan.g_02214	Prbb.g_01988
OG0000931	Syan.g_02213	Prbb.g_01989
OG0000932	Syan.g_02212	Prbb.g_01990
OG0000933	Syan.g_02206	Prbb.g_01994
OG0000934	Syan.g_02204	Prbb.g_01996
OG0000935	Syan.g_02203	Prbb.g_01997
OG0000936	Syan.g_02202	Prbb.g_01998
OG0000937	Syan.g_02201	Prbb.g_01999
OG0000938	Syan.g_02198	Prbb.g_02002
OG0000939	Syan.g_02197	Prbb.g_02003
OG0000940	Syan.g_02188	Prbb.g_02010
OG0000941	Syan.g_02186	Prbb.g_02012
OG0000942	Syan.g_02184	Prbb.g_02014
OG0000943	Syan.g_02183	Prbb.g_02015
OG0000944	Syan.g_02181	Prbb.g_02017
OG0000945	Syan.g_02180	Prbb.g_02018
OG0000946	Syan.g_02167	Prbb.g_02024
OG0000947	Syan.g_02164	Prbb.g_02026
OG0000948	Syan.g_02163	Prbb.g_02027
OG0000949	Syan.g_01951	Prbb.g_02030
OG0000950	Syan.g_01940	Prbb.g_02035
OG0000951	Syan.g_01932	Prbb.g_02039
OG0000952	Syan.g_01927	Prbb.g_02043
OG0000953	Syan.g_01922	Prbb.g_02047
OG0000954	Syan.g_01916	Prbb.g_02051
OG0000955	Syan.g_01915	Prbb.g_02052
OG0000956	Syan.g_01913	Prbb.g_02054
OG0000957	Syan.g_01898	Prbb.g_02059
OG0000958	Syan.g_01897	Prbb.g_02060
OG0000959	Syan.g_01893	Prbb.g_02064
OG0000960	Syan.g_01892	Prbb.g_02065
OG0000961	Syan.g_03024	Prbb.g_02068
OG0000962	Syan.g_01887	Prbb.g_02070
OG0000963	Syan.g_01881	Prbb.g_02075
OG0000964	Syan.g_01880	Prbb.g_02076
OG0000965	Syan.g_01879	Prbb.g_02077
OG0000966	Syan.g_01812	Prbb.g_02099
OG0000967	Syan.g_01804	Prbb.g_02103
OG0000968	Syan.g_01706	Prbb.g_02105
OG0000969	Syan.g_01708	Prbb.g_02106
OG0000970	Syan.g_01709	Prbb.g_02107
OG0000971	Syan.g_01711	Prbb.g_02108
OG0000972	Syan.g_01712	Prbb.g_02109
OG0000973	Syan.g_01713	Prbb.g_02110
OG0000974	Syan.g_01714	Prbb.g_02111
OG0000975	Syan.g_01715	Prbb.g_02112
OG0000976	Syan.g_01716	Prbb.g_02113
OG0000977	Syan.g_01718	Prbb.g_02114
OG0000978	Syan.g_01719	Prbb.g_02115
OG0000979	Syan.g_01722	Prbb.g_02118
OG0000980	Syan.g_01725	Prbb.g_02120
OG0000981	Syan.g_01728	Prbb.g_02123
OG0000982	Syan.g_01566	Prbb.g_02125
OG0000983	Syan.g_01567	Prbb.g_02126
OG0000984	Syan.g_01568	Prbb.g_02127
OG0000985	Syan.g_01572	Prbb.g_02130
OG0000986	Syan.g_01574	Prbb.g_02132
OG0000987	Syan.g_01576	Prbb.g_02133
OG0000988	Syan.g_01581	Prbb.g_02136
OG0000989	Syan.g_01587	Prbb.g_02140
OG0000990	Syan.g_01615	Prbb.g_02145
OG0000991	Syan.g_01618	Prbb.g_02146
OG0000992	Syan.g_01622	Prbb.g_02149
OG0000993	Syan.g_01623	Prbb.g_02150
OG0000994	Syan.g_01625	Prbb.g_02151
OG0000995	Syan.g_01629	Prbb.g_02155
OG0000996	Syan.g_01653	Prbb.g_02156
OG0000997	Syan.g_01677	Prbb.g_02164
OG0000998	Syan.g_01679	Prbb.g_02166
OG0000999	Syan.g_01680	Prbb.g_02167
OG0001000	Syan.g_01684	Prbb.g_02170
OG0001001	Syan.g_01690	Prbb.g_02173
OG0001002	Syan.g_01697	Prbb.g_02178
OG0001003	Syan.g_01699	Prbb.g_02180
OG0001004	Syan.g_01700	Prbb.g_02181
OG0001005	Syan.g_01701	Prbb.g_02182
OG0001006	Syan.g_01794	Prbb.g_02187
OG0001007	Syan.g_01796	Prbb.g_02189
OG0001008	Syan.g_02397	Prbb.g_00442
OG0001009	Syan.g_01748	Prbb.g_00028
OG0001010	Syan.g_01747	Prbb.g_00029
OG0001011	Syan.g_01745	Prbb.g_00030
OG0001012	Syan.g_00281	Prbb.g_00058
OG0001013	Syan.g_01542	Prbb.g_00063
OG0001014	Syan.g_01535	Prbb.g_00066
OG0001015	Syan.g_01534	Prbb.g_00067
OG0001016	Syan.g_02912	Prbb.g_00128
OG0001017	Syan.g_02918	Prbb.g_00132
OG0001018	Syan.g_02920	Prbb.g_00135
OG0001019	Syan.g_02947	Prbb.g_00144
OG0001020	Syan.g_02951	Prbb.g_00145
OG0001021	Syan.g_02958	Prbb.g_00146
OG0001022	Syan.g_02964	Prbb.g_00149
OG0001023	Syan.g_02965	Prbb.g_00150
OG0001024	Syan.g_00968	Prbb.g_00153
OG0001025	Syan.g_02971	Prbb.g_00160
OG0001026	Syan.g_02984	Prbb.g_00168
OG0001027	Syan.g_02308	Prbb.g_00169
OG0001028	Syan.g_02305	Prbb.g_00171
OG0001029	Syan.g_02303	Prbb.g_00173
OG0001030	Syan.g_02281	Prbb.g_00189
OG0001031	Syan.g_03060	Prbb.g_00243
OG0001032	Syan.g_03063	Prbb.g_00244
OG0001033	Syan.g_00970	Prbb.g_00264
OG0001034	Syan.g_02425	Prbb.g_00293
OG0001035	Syan.g_02062	Prbb.g_00310
OG0001036	Syan.g_02056	Prbb.g_00314
OG0001037	Syan.g_02054	Prbb.g_00315
OG0001038	Syan.g_02025	Prbb.g_00331
OG0001040	Syan.g_02019	Prbb.g_00335
OG0001041	Syan.g_02015	Prbb.g_00339
OG0001042	Syan.g_01992	Prbb.g_00355
OG0001043	Syan.g_01988	Prbb.g_00356
OG0001044	Syan.g_02145	Prbb.g_00393
OG0001045	Syan.g_02132	Prbb.g_00402
OG0001046	Syan.g_00591	Prbb.g_01124
OG0001047	Syan.g_02399	Prbb.g_00444
OG0001048	Syan.g_02400	Prbb.g_00445
OG0001049	Syan.g_01340	Prbb.g_00447
OG0001050	Syan.g_01339	Prbb.g_00448
OG0001051	Syan.g_01338	Prbb.g_00449
OG0001052	Syan.g_02850	Prbb.g_00475
OG0001053	Syan.g_02761	Prbb.g_00488
OG0001054	Syan.g_02742	Prbb.g_00502
OG0001055	Syan.g_02721	Prbb.g_00521
OG0001056	Syan.g_01161	Prbb.g_00539
OG0001057	Syan.g_00832	Prbb.g_00544
OG0001058	Syan.g_00851	Prbb.g_00553
OG0001059	Syan.g_00855	Prbb.g_00557
OG0001060	Syan.g_00861	Prbb.g_00564
OG0001061	Syan.g_00880	Prbb.g_00577
OG0001063	Syan.g_00945	Prbb.g_00580
OG0001064	Syan.g_00946	Prbb.g_00581
OG0001065	Syan.g_00947	Prbb.g_00582
OG0001066	Syan.g_00948	Prbb.g_00583
OG0001067	Syan.g_00949	Prbb.g_00584
OG0001068	Syan.g_00950	Prbb.g_00585
OG0001069	Syan.g_00951	Prbb.g_00586
OG0001070	Syan.g_00955	Prbb.g_00588
OG0001071	Syan.g_00956	Prbb.g_00589
OG0001072	Syan.g_00960	Prbb.g_00590
OG0001073	Syan.g_01012	Prbb.g_00604
OG0001074	Syan.g_00202	Prbb.g_00616
OG0001075	Syan.g_00200	Prbb.g_00617
OG0001076	Syan.g_00012	Prbb.g_00624
OG0001077	Syan.g_01140	Prbb.g_00629
OG0001078	Syan.g_00815	Prbb.g_00637
OG0001079	Syan.g_00799	Prbb.g_00648
OG0001080	Syan.g_00781	Prbb.g_00654
OG0001081	Syan.g_00779	Prbb.g_00656
OG0001082	Syan.g_00778	Prbb.g_00657
OG0001083	Syan.g_00771	Prbb.g_00662
OG0001084	Syan.g_00770	Prbb.g_00664
OG0001086	Syan.g_00757	Prbb.g_00675
OG0001087	Syan.g_01159	Prbb.g_00694
OG0001088	Syan.g_02688	Prbb.g_00695
OG0001089	Syan.g_00185	Prbb.g_00705
OG0001090	Syan.g_00317	Prbb.g_00714
OG0001091	Syan.g_00320	Prbb.g_00716
OG0001092	Syan.g_00322	Prbb.g_00717
OG0001093	Syan.g_00328	Prbb.g_00722
OG0001094	Syan.g_00696	Prbb.g_00777
OG0001095	Syan.g_00675	Prbb.g_00796
OG0001096	Syan.g_00659	Prbb.g_00811
OG0001097	Syan.g_00386	Prbb.g_00830
OG0001099	Syan.g_02304	Prbb.g_00917
OG0001100	Syan.g_00749	Prbb.g_00924
OG0001101	Syan.g_00747	Prbb.g_00926
OG0001102	Syan.g_00744	Prbb.g_00929
OG0001103	Syan.g_00742	Prbb.g_00931
OG0001104	Syan.g_00714	Prbb.g_00763
OG0001106	Syan.g_00551	Prbb.g_00979
OG0001107	Syan.g_00563	Prbb.g_00989
OG0001108	Syan.g_00571	Prbb.g_00993
OG0001109	Syan.g_00573	Prbb.g_00994
OG0001110	Syan.g_00575	Prbb.g_00996
OG0001111	Syan.g_00577	Prbb.g_00997
