Orthogroup	Syan	Syaf
OG0000571	Syan.g_00879	Syaf.g_02591
OG0000572	Syan.g_00954	Syaf.g_02575
OG0000573	Syan.g_00963	Syaf.g_02567
OG0000574	Syan.g_00965	Syaf.g_02566
OG0000575	Syan.g_01003	Syaf.g_02562
OG0000576	Syan.g_01007	Syaf.g_02560
OG0000577	Syan.g_01008	Syaf.g_02559
OG0000578	Syan.g_01009	Syaf.g_02558
OG0000579	Syan.g_01010	Syaf.g_02557
OG0000580	Syan.g_01011	Syaf.g_02556
OG0000581	Syan.g_01018	Syaf.g_02550
OG0000582	Syan.g_01030	Syaf.g_02374
OG0000583	Syan.g_01029	Syaf.g_02373
OG0000584	Syan.g_01028	Syaf.g_02372
OG0000585	Syan.g_01024	Syaf.g_02370
OG0000586	Syan.g_01022	Syaf.g_02369
OG0000587	Syan.g_01020	Syaf.g_02367
OG0000588	Syan.g_00215	Syaf.g_02350
OG0000589	Syan.g_00016	Syaf.g_02340
OG0000590	Syan.g_00015	Syaf.g_02339
OG0000591	Syan.g_00003	Syaf.g_02331
OG0000592	Syan.g_00002	Syaf.g_02330
OG0000593	Syan.g_00820	Syaf.g_02314
OG0000594	Syan.g_00819	Syaf.g_02313
OG0000595	Syan.g_00818	Syaf.g_02312
OG0000596	Syan.g_00813	Syaf.g_02307
OG0000597	Syan.g_00810	Syaf.g_02304
OG0000598	Syan.g_00809	Syaf.g_02303
OG0000599	Syan.g_00802	Syaf.g_02300
OG0000600	Syan.g_00801	Syaf.g_02299
OG0000601	Syan.g_00800	Syaf.g_02298
OG0000602	Syan.g_00796	Syaf.g_02293
OG0000603	Syan.g_00795	Syaf.g_02292
OG0000604	Syan.g_00792	Syaf.g_02289
OG0000605	Syan.g_00783	Syaf.g_01734
OG0000606	Syan.g_00780	Syaf.g_02145
OG0000607	Syan.g_00777	Syaf.g_02142
OG0000608	Syan.g_00776	Syaf.g_02141
OG0000609	Syan.g_00774	Syaf.g_02139
OG0000610	Syan.g_00766	Syaf.g_02132
OG0000611	Syan.g_00763	Syaf.g_02129
OG0000612	Syan.g_00762	Syaf.g_02128
OG0000613	Syan.g_01965	Syaf.g_00315
OG0000614	Syan.g_00184	Syaf.g_01469
OG0000615	Syan.g_00728	Syaf.g_02085
OG0000616	Syan.g_01694	Syaf.g_00518
OG0000617	Syan.g_00324	Syaf.g_01975
OG0000618	Syan.g_00325	Syaf.g_01974
OG0000619	Syan.g_00326	Syaf.g_01973
OG0000620	Syan.g_00331	Syaf.g_01966
OG0000621	Syan.g_00332	Syaf.g_01965
OG0000622	Syan.g_00334	Syaf.g_01964
OG0000623	Syan.g_00335	Syaf.g_01963
OG0000624	Syan.g_00337	Syaf.g_01961
OG0000625	Syan.g_00338	Syaf.g_01960
OG0000626	Syan.g_00339	Syaf.g_01959
OG0000627	Syan.g_00465	Syaf.g_01782
OG0000628	Syan.g_00466	Syaf.g_01783
OG0000629	Syan.g_00469	Syaf.g_01786
OG0000630	Syan.g_00474	Syaf.g_01790
OG0000631	Syan.g_00484	Syaf.g_01801
OG0000632	Syan.g_00485	Syaf.g_01802
OG0000633	Syan.g_00489	Syaf.g_01803
OG0000634	Syan.g_00694	Syaf.g_02053
OG0000635	Syan.g_00693	Syaf.g_02052
OG0000636	Syan.g_00691	Syaf.g_02050
OG0000637	Syan.g_00689	Syaf.g_02048
OG0000638	Syan.g_00688	Syaf.g_02047
OG0000639	Syan.g_00687	Syaf.g_02046
OG0000640	Syan.g_00686	Syaf.g_02045
OG0000641	Syan.g_00682	Syaf.g_02041
OG0000642	Syan.g_00681	Syaf.g_02040
OG0000643	Syan.g_00679	Syaf.g_02038
OG0000644	Syan.g_00678	Syaf.g_02037
OG0000645	Syan.g_00676	Syaf.g_02035
OG0000646	Syan.g_00673	Syaf.g_02032
OG0000647	Syan.g_00671	Syaf.g_02030
OG0000648	Syan.g_00669	Syaf.g_02027
OG0000649	Syan.g_00668	Syaf.g_02026
OG0000650	Syan.g_00667	Syaf.g_02025
OG0000651	Syan.g_00666	Syaf.g_02024
OG0000652	Syan.g_00665	Syaf.g_02023
OG0000653	Syan.g_00663	Syaf.g_02021
OG0000654	Syan.g_00661	Syaf.g_02020
OG0000655	Syan.g_00660	Syaf.g_02019
OG0000656	Syan.g_00656	Syaf.g_02016
OG0000657	Syan.g_00375	Syaf.g_01384
OG0000658	Syan.g_00378	Syaf.g_01381
OG0000659	Syan.g_00379	Syaf.g_01380
OG0000660	Syan.g_00383	Syaf.g_01376
OG0000662	Syan.g_00392	Syaf.g_01372
OG0000663	Syan.g_00395	Syaf.g_01369
OG0000664	Syan.g_00397	Syaf.g_01368
OG0000665	Syan.g_00788	Syaf.g_00980
OG0000666	Syan.g_02100	Syaf.g_01733
OG0000667	Syan.g_00044	Syaf.g_01635
OG0000668	Syan.g_00365	Syaf.g_01928
OG0000669	Syan.g_00751	Syaf.g_02112
OG0000670	Syan.g_00748	Syaf.g_02769
OG0000671	Syan.g_00746	Syaf.g_02108
OG0000672	Syan.g_00743	Syaf.g_02105
OG0000673	Syan.g_00740	Syaf.g_02102
OG0000674	Syan.g_00738	Syaf.g_02100
OG0000675	Syan.g_00737	Syaf.g_02099
OG0000676	Syan.g_00735	Syaf.g_02097
OG0000677	Syan.g_00734	Syaf.g_02096
OG0000678	Syan.g_00732	Syaf.g_02092
OG0000679	Syan.g_00724	Syaf.g_02083
OG0000680	Syan.g_00723	Syaf.g_02082
OG0000681	Syan.g_00720	Syaf.g_02079
OG0000682	Syan.g_00719	Syaf.g_02078
OG0000683	Syan.g_00718	Syaf.g_02077
OG0000684	Syan.g_00715	Syaf.g_02072
OG0000685	Syan.g_00713	Syaf.g_02070
OG0000686	Syan.g_00712	Syaf.g_02069
OG0000687	Syan.g_00711	Syaf.g_02068
OG0000688	Syan.g_00706	Syaf.g_02063
OG0000689	Syan.g_00704	Syaf.g_02061
OG0000690	Syan.g_00703	Syaf.g_02060
OG0000691	Syan.g_00702	Syaf.g_02059
OG0000692	Syan.g_00700	Syaf.g_02058
OG0000693	Syan.g_00698	Syaf.g_02057
OG0000694	Syan.g_00697	Syaf.g_02056
OG0000695	Syan.g_00492	Syaf.g_01805
OG0000696	Syan.g_00493	Syaf.g_01806
OG0000697	Syan.g_00495	Syaf.g_01808
OG0000698	Syan.g_00498	Syaf.g_01811
OG0000699	Syan.g_00500	Syaf.g_01813
OG0000700	Syan.g_00501	Syaf.g_01814
OG0000701	Syan.g_00502	Syaf.g_01815
OG0000702	Syan.g_00534	Syaf.g_01843
OG0000703	Syan.g_00546	Syaf.g_01844
OG0000704	Syan.g_00550	Syaf.g_01846
OG0000705	Syan.g_00557	Syaf.g_01853
OG0000706	Syan.g_00558	Syaf.g_01854
OG0000707	Syan.g_00559	Syaf.g_01855
OG0000708	Syan.g_00562	Syaf.g_01858
OG0000709	Syan.g_00570	Syaf.g_01867
OG0000710	Syan.g_00574	Syaf.g_01878
OG0000711	Syan.g_00607	Syaf.g_01908
OG0000712	Syan.g_00609	Syaf.g_01910
OG0000713	Syan.g_00610	Syaf.g_01911
OG0000714	Syan.g_00624	Syaf.g_01913
OG0000715	Syan.g_00626	Syaf.g_01915
OG0000716	Syan.g_00630	Syaf.g_01919
OG0000717	Syan.g_00631	Syaf.g_01920
OG0000718	Syan.g_00651	Syaf.g_01924
OG0000719	Syan.g_00367	Syaf.g_01926
OG0000720	Syan.g_00354	Syaf.g_01939
OG0000721	Syan.g_00352	Syaf.g_01941
OG0000722	Syan.g_00351	Syaf.g_01942
OG0000723	Syan.g_00341	Syaf.g_01957
OG0000724	Syan.g_00299	Syaf.g_01418
OG0000725	Syan.g_00194	Syaf.g_01445
OG0000726	Syan.g_00193	Syaf.g_01446
OG0000727	Syan.g_00192	Syaf.g_01447
OG0000728	Syan.g_00190	Syaf.g_01449
OG0000729	Syan.g_01885	Syaf.g_00405
OG0000730	Syan.g_02147	Syaf.g_00026
OG0000731	Syan.g_02135	Syaf.g_00014
OG0000732	Syan.g_01726	Syaf.g_00444
OG0000733	Syan.g_01147	Syaf.g_00615
OG0000734	Syan.g_02982	Syaf.g_00895
OG0000735	Syan.g_02713	Syaf.g_01273
OG0000736	Syan.g_02712	Syaf.g_01274
OG0000737	Syan.g_02711	Syaf.g_01275
OG0000738	Syan.g_02705	Syaf.g_01280
OG0000739	Syan.g_02704	Syaf.g_01281
OG0000740	Syan.g_02703	Syaf.g_01282
OG0000741	Syan.g_02700	Syaf.g_01285
OG0000742	Syan.g_02697	Syaf.g_01287
OG0000743	Syan.g_02694	Syaf.g_01289
OG0000744	Syan.g_02693	Syaf.g_01290
OG0000745	Syan.g_02690	Syaf.g_01293
OG0000746	Syan.g_02687	Syaf.g_01295
OG0000747	Syan.g_02685	Syaf.g_01296
OG0000748	Syan.g_02669	Syaf.g_01307
OG0000749	Syan.g_02668	Syaf.g_01309
OG0000750	Syan.g_02667	Syaf.g_01310
OG0000751	Syan.g_02661	Syaf.g_01317
OG0000752	Syan.g_02659	Syaf.g_01319
OG0000753	Syan.g_02656	Syaf.g_01322
OG0000754	Syan.g_02650	Syaf.g_01611
OG0000755	Syan.g_02641	Syaf.g_01599
OG0000756	Syan.g_02640	Syaf.g_01598
OG0000757	Syan.g_02623	Syaf.g_01590
OG0000758	Syan.g_02622	Syaf.g_01589
OG0000759	Syan.g_02621	Syaf.g_01588
OG0000760	Syan.g_02620	Syaf.g_01587
OG0000761	Syan.g_02619	Syaf.g_01586
OG0000762	Syan.g_02617	Syaf.g_01584
OG0000763	Syan.g_02615	Syaf.g_01582
OG0000764	Syan.g_02614	Syaf.g_01581
OG0000765	Syan.g_02587	Syaf.g_01564
OG0000766	Syan.g_02586	Syaf.g_01563
OG0000767	Syan.g_02584	Syaf.g_01561
OG0000768	Syan.g_02583	Syaf.g_01560
OG0000769	Syan.g_02581	Syaf.g_01558
OG0000770	Syan.g_02561	Syaf.g_01553
OG0000771	Syan.g_00305	Syaf.g_01411
OG0000772	Syan.g_00436	Syaf.g_01705
OG0000773	Syan.g_01199	Syaf.g_01268
OG0000774	Syan.g_01205	Syaf.g_01263
OG0000775	Syan.g_01207	Syaf.g_01261
OG0000776	Syan.g_01208	Syaf.g_01260
OG0000777	Syan.g_01209	Syaf.g_01259
OG0000778	Syan.g_01210	Syaf.g_01258
OG0000779	Syan.g_01215	Syaf.g_01252
OG0000780	Syan.g_01218	Syaf.g_01249
OG0000781	Syan.g_01222	Syaf.g_01245
OG0000782	Syan.g_01223	Syaf.g_01244
OG0000783	Syan.g_01224	Syaf.g_01243
OG0000784	Syan.g_01225	Syaf.g_01242
OG0000785	Syan.g_01228	Syaf.g_01240
OG0000786	Syan.g_01243	Syaf.g_02546
OG0000787	Syan.g_01244	Syaf.g_02547
OG0000788	Syan.g_00843	Syaf.g_02297
OG0000789	Syan.g_00075	Syaf.g_01750
OG0000790	Syan.g_02778	Syaf.g_02738
OG0000791	Syan.g_02780	Syaf.g_02740
OG0000792	Syan.g_02781	Syaf.g_02741
OG0000793	Syan.g_02879	Syaf.g_02746
OG0000794	Syan.g_02881	Syaf.g_02747
OG0000795	Syan.g_02882	Syaf.g_02748
OG0000796	Syan.g_02886	Syaf.g_02752
OG0000797	Syan.g_02888	Syaf.g_02753
OG0000798	Syan.g_02026	Syaf.g_00240
OG0000799	Syan.g_01310	Syaf.g_02380
OG0000800	Syan.g_01308	Syaf.g_02383
OG0000801	Syan.g_01307	Syaf.g_02384
OG0000802	Syan.g_01303	Syaf.g_02388
OG0000803	Syan.g_01294	Syaf.g_02393
OG0000804	Syan.g_01291	Syaf.g_02396
OG0000805	Syan.g_01289	Syaf.g_02398
OG0000806	Syan.g_01287	Syaf.g_02405
OG0000807	Syan.g_01286	Syaf.g_02406
OG0000808	Syan.g_01285	Syaf.g_02407
OG0000809	Syan.g_01281	Syaf.g_02410
OG0000810	Syan.g_01280	Syaf.g_02411
OG0000811	Syan.g_01272	Syaf.g_02420
OG0000812	Syan.g_01270	Syaf.g_02422
OG0000813	Syan.g_01269	Syaf.g_02423
OG0000814	Syan.g_01267	Syaf.g_02425
OG0000815	Syan.g_01249	Syaf.g_02426
OG0000816	Syan.g_01247	Syaf.g_02428
OG0000817	Syan.g_01328	Syaf.g_02429
OG0000818	Syan.g_02807	Syaf.g_02442
OG0000819	Syan.g_02808	Syaf.g_02443
OG0000820	Syan.g_02809	Syaf.g_02444
OG0000821	Syan.g_02815	Syaf.g_02450
OG0000822	Syan.g_02817	Syaf.g_02452
OG0000823	Syan.g_02818	Syaf.g_02453
OG0000824	Syan.g_02824	Syaf.g_02459
OG0000825	Syan.g_02825	Syaf.g_02460
OG0000826	Syan.g_02826	Syaf.g_02461
OG0000827	Syan.g_02827	Syaf.g_02462
OG0000828	Syan.g_02830	Syaf.g_02465
OG0000829	Syan.g_02831	Syaf.g_02466
OG0000830	Syan.g_02832	Syaf.g_02467
OG0000831	Syan.g_02834	Syaf.g_02470
OG0000832	Syan.g_02408	Syaf.g_01109
OG0000833	Syan.g_01343	Syaf.g_01100
OG0000834	Syan.g_01345	Syaf.g_01098
OG0000835	Syan.g_01346	Syaf.g_01097
OG0000836	Syan.g_01349	Syaf.g_01093
OG0000837	Syan.g_01351	Syaf.g_01091
OG0000838	Syan.g_01355	Syaf.g_01087
OG0000839	Syan.g_01356	Syaf.g_01086
OG0000840	Syan.g_01357	Syaf.g_01085
OG0000841	Syan.g_01358	Syaf.g_01084
OG0000842	Syan.g_01359	Syaf.g_01083
OG0000843	Syan.g_01360	Syaf.g_01082
OG0000844	Syan.g_01362	Syaf.g_01080
OG0000845	Syan.g_01363	Syaf.g_01079
OG0000846	Syan.g_01364	Syaf.g_01078
OG0000847	Syan.g_01365	Syaf.g_01077
OG0000848	Syan.g_01367	Syaf.g_01075
OG0000849	Syan.g_01368	Syaf.g_01074
OG0000850	Syan.g_01371	Syaf.g_01072
OG0000851	Syan.g_01374	Syaf.g_01061
OG0000852	Syan.g_01375	Syaf.g_01060
OG0000853	Syan.g_01379	Syaf.g_01056
OG0000854	Syan.g_01381	Syaf.g_01054
OG0000855	Syan.g_01382	Syaf.g_01053
OG0000856	Syan.g_01136	Syaf.g_02328
OG0000857	Syan.g_00672	Syaf.g_02031
OG0000858	Syan.g_01389	Syaf.g_01047
OG0000859	Syan.g_01390	Syaf.g_01046
OG0000860	Syan.g_01402	Syaf.g_01031
OG0000861	Syan.g_01403	Syaf.g_01030
OG0000862	Syan.g_01412	Syaf.g_01029
OG0000863	Syan.g_01414	Syaf.g_01026
OG0000864	Syan.g_00969	Syaf.g_01025
OG0000865	Syan.g_01415	Syaf.g_01024
OG0000866	Syan.g_01416	Syaf.g_01023
OG0000867	Syan.g_01417	Syaf.g_01022
OG0000868	Syan.g_01421	Syaf.g_01019
OG0000869	Syan.g_01426	Syaf.g_01014
OG0000870	Syan.g_01431	Syaf.g_01009
OG0000871	Syan.g_01432	Syaf.g_01008
OG0000872	Syan.g_01438	Syaf.g_01001
OG0000873	Syan.g_01441	Syaf.g_00998
OG0000874	Syan.g_01443	Syaf.g_01002
OG0000875	Syan.g_01445	Syaf.g_00996
OG0000876	Syan.g_00391	Syaf.g_01198
OG0000877	Syan.g_01449	Syaf.g_01188
OG0000878	Syan.g_01450	Syaf.g_01187
OG0000879	Syan.g_01451	Syaf.g_01186
OG0000880	Syan.g_01452	Syaf.g_01185
OG0000881	Syan.g_01457	Syaf.g_01179
OG0000882	Syan.g_01462	Syaf.g_01174
OG0000883	Syan.g_01464	Syaf.g_01172
OG0000884	Syan.g_01466	Syaf.g_01170
OG0000885	Syan.g_01467	Syaf.g_01169
OG0000886	Syan.g_01468	Syaf.g_01168
OG0000887	Syan.g_01469	Syaf.g_01167
OG0000888	Syan.g_01471	Syaf.g_01165
OG0000889	Syan.g_01473	Syaf.g_01163
OG0000890	Syan.g_01476	Syaf.g_01157
OG0000891	Syan.g_01477	Syaf.g_01156
OG0000892	Syan.g_01480	Syaf.g_01154
OG0000893	Syan.g_02103	Syaf.g_00178
OG0000894	Syan.g_02108	Syaf.g_00175
OG0000895	Syan.g_02112	Syaf.g_00171
OG0000896	Syan.g_02113	Syaf.g_00170
OG0000897	Syan.g_02115	Syaf.g_00168
OG0000898	Syan.g_02116	Syaf.g_00167
OG0000899	Syan.g_02117	Syaf.g_00166
OG0000900	Syan.g_02118	Syaf.g_00165
OG0000901	Syan.g_02123	Syaf.g_00160
OG0000902	Syan.g_02125	Syaf.g_00158
OG0000903	Syan.g_02252	Syaf.g_00141
OG0000904	Syan.g_02258	Syaf.g_00146
OG0000905	Syan.g_02129	Syaf.g_00151
OG0000906	Syan.g_02127	Syaf.g_00154
OG0000907	Syan.g_02245	Syaf.g_00139
OG0000908	Syan.g_02242	Syaf.g_00136
OG0000909	Syan.g_02241	Syaf.g_00135
OG0000910	Syan.g_02240	Syaf.g_00134
OG0000911	Syan.g_02238	Syaf.g_00132
OG0000912	Syan.g_02237	Syaf.g_00131
OG0000913	Syan.g_02236	Syaf.g_00130
OG0000914	Syan.g_02235	Syaf.g_00129
OG0000915	Syan.g_02233	Syaf.g_00127
OG0000916	Syan.g_02232	Syaf.g_00126
OG0000917	Syan.g_02231	Syaf.g_00125
OG0000918	Syan.g_02230	Syaf.g_00124
OG0000919	Syan.g_02229	Syaf.g_00123
OG0000920	Syan.g_02228	Syaf.g_00122
OG0000921	Syan.g_02227	Syaf.g_00121
OG0000922	Syan.g_02226	Syaf.g_00120
OG0000923	Syan.g_02222	Syaf.g_00116
OG0000924	Syan.g_02221	Syaf.g_00115
OG0000925	Syan.g_02220	Syaf.g_00114
OG0000926	Syan.g_02219	Syaf.g_00113
OG0000927	Syan.g_02217	Syaf.g_00111
OG0000928	Syan.g_02216	Syaf.g_00110
OG0000929	Syan.g_02215	Syaf.g_00109
OG0000930	Syan.g_02214	Syaf.g_00108
OG0000931	Syan.g_02213	Syaf.g_00107
OG0000932	Syan.g_02212	Syaf.g_00106
OG0000933	Syan.g_02206	Syaf.g_00100
OG0000934	Syan.g_02204	Syaf.g_00098
OG0000935	Syan.g_02203	Syaf.g_00097
OG0000936	Syan.g_02202	Syaf.g_00096
OG0000937	Syan.g_02201	Syaf.g_00095
OG0000938	Syan.g_02198	Syaf.g_00092
OG0000939	Syan.g_02197	Syaf.g_00091
OG0000940	Syan.g_02188	Syaf.g_00084
OG0000941	Syan.g_02186	Syaf.g_00082
OG0000942	Syan.g_02184	Syaf.g_00080
OG0000943	Syan.g_02183	Syaf.g_00079
OG0000944	Syan.g_02181	Syaf.g_00077
OG0000945	Syan.g_02180	Syaf.g_00075
OG0000946	Syan.g_02167	Syaf.g_00070
OG0000947	Syan.g_02164	Syaf.g_00067
OG0000948	Syan.g_02163	Syaf.g_00066
OG0000949	Syan.g_01951	Syaf.g_00337
OG0000950	Syan.g_01940	Syaf.g_00351
OG0000951	Syan.g_01932	Syaf.g_00358
OG0000952	Syan.g_01927	Syaf.g_00363
OG0000953	Syan.g_01922	Syaf.g_00367
OG0000954	Syan.g_01916	Syaf.g_00372
OG0000955	Syan.g_01915	Syaf.g_00373
OG0000956	Syan.g_01913	Syaf.g_00375
OG0000957	Syan.g_01898	Syaf.g_00386
OG0000958	Syan.g_01897	Syaf.g_00387
OG0000959	Syan.g_01893	Syaf.g_00391
OG0000960	Syan.g_01892	Syaf.g_00392
OG0000961	Syan.g_03024	Syaf.g_00402
OG0000962	Syan.g_01887	Syaf.g_00404
OG0000963	Syan.g_01881	Syaf.g_00409
OG0000964	Syan.g_01880	Syaf.g_00410
OG0000965	Syan.g_01879	Syaf.g_00411
OG0000966	Syan.g_01812	Syaf.g_00421
OG0000967	Syan.g_01804	Syaf.g_00426
OG0000968	Syan.g_01706	Syaf.g_00417
OG0000969	Syan.g_01708	Syaf.g_00423
OG0000970	Syan.g_01709	Syaf.g_00424
OG0000971	Syan.g_01711	Syaf.g_00429
OG0000972	Syan.g_01712	Syaf.g_00430
OG0000973	Syan.g_01713	Syaf.g_00431
OG0000974	Syan.g_01714	Syaf.g_00432
OG0000975	Syan.g_01715	Syaf.g_00433
OG0000976	Syan.g_01716	Syaf.g_00434
OG0000977	Syan.g_01718	Syaf.g_00436
OG0000978	Syan.g_01719	Syaf.g_00437
OG0000979	Syan.g_01722	Syaf.g_00440
OG0000980	Syan.g_01725	Syaf.g_00443
OG0000981	Syan.g_01728	Syaf.g_00446
OG0000982	Syan.g_01566	Syaf.g_00645
OG0000983	Syan.g_01567	Syaf.g_00644
OG0000984	Syan.g_01568	Syaf.g_00643
OG0000985	Syan.g_01572	Syaf.g_00641
OG0000986	Syan.g_01574	Syaf.g_00639
OG0000987	Syan.g_01576	Syaf.g_00637
OG0000988	Syan.g_01581	Syaf.g_00633
OG0000989	Syan.g_01587	Syaf.g_00624
OG0000990	Syan.g_01615	Syaf.g_00606
OG0000991	Syan.g_01618	Syaf.g_00604
OG0000992	Syan.g_01622	Syaf.g_00601
OG0000993	Syan.g_01623	Syaf.g_00600
OG0000994	Syan.g_01625	Syaf.g_00597
OG0000995	Syan.g_01629	Syaf.g_00592
OG0000996	Syan.g_01653	Syaf.g_00543
OG0000997	Syan.g_01677	Syaf.g_00532
OG0000998	Syan.g_01679	Syaf.g_00530
OG0000999	Syan.g_01680	Syaf.g_00529
OG0001000	Syan.g_01684	Syaf.g_00526
OG0001001	Syan.g_01690	Syaf.g_00521
OG0001002	Syan.g_01697	Syaf.g_00515
OG0001003	Syan.g_01699	Syaf.g_00514
OG0001004	Syan.g_01700	Syaf.g_00513
OG0001005	Syan.g_01701	Syaf.g_00510
OG0001006	Syan.g_01794	Syaf.g_00500
OG0001007	Syan.g_01796	Syaf.g_00498
OG0001008	Syan.g_02397	Syaf.g_01215
OG0001009	Syan.g_01748	Syaf.g_00466
OG0001010	Syan.g_01747	Syaf.g_00465
OG0001011	Syan.g_01745	Syaf.g_00463
OG0001012	Syan.g_00281	Syaf.g_00649
OG0001013	Syan.g_01542	Syaf.g_00669
OG0001014	Syan.g_01535	Syaf.g_00691
OG0001015	Syan.g_01534	Syaf.g_00692
OG0001016	Syan.g_02912	Syaf.g_00958
OG0001017	Syan.g_02918	Syaf.g_00952
OG0001018	Syan.g_02920	Syaf.g_00950
OG0001019	Syan.g_02947	Syaf.g_00931
OG0001020	Syan.g_02951	Syaf.g_00926
OG0001021	Syan.g_02958	Syaf.g_00922
OG0001022	Syan.g_02964	Syaf.g_00918
OG0001023	Syan.g_02965	Syaf.g_00917
OG0001024	Syan.g_00968	Syaf.g_00913
OG0001025	Syan.g_02971	Syaf.g_00906
OG0001026	Syan.g_02984	Syaf.g_00893
OG0001027	Syan.g_02308	Syaf.g_00884
OG0001028	Syan.g_02305	Syaf.g_00882
OG0001029	Syan.g_02303	Syaf.g_00880
OG0001030	Syan.g_02281	Syaf.g_00860
OG0001031	Syan.g_03060	Syaf.g_00784
OG0001032	Syan.g_03063	Syaf.g_00781
OG0001034	Syan.g_02425	Syaf.g_02787
OG0001035	Syan.g_02062	Syaf.g_00207
OG0001036	Syan.g_02056	Syaf.g_00212
OG0001037	Syan.g_02054	Syaf.g_00214
OG0001038	Syan.g_02025	Syaf.g_00242
OG0001039	Syan.g_02022	Syaf.g_00245
OG0001040	Syan.g_02019	Syaf.g_00248
OG0001041	Syan.g_02015	Syaf.g_00253
OG0001042	Syan.g_01992	Syaf.g_00275
OG0001043	Syan.g_01988	Syaf.g_00279
OG0001044	Syan.g_02145	Syaf.g_00024
OG0001045	Syan.g_02132	Syaf.g_00011
OG0001046	Syan.g_00591	Syaf.g_01894
OG0001047	Syan.g_02399	Syaf.g_01217
OG0001048	Syan.g_02400	Syaf.g_01218
OG0001049	Syan.g_01340	Syaf.g_01226
OG0001050	Syan.g_01339	Syaf.g_01227
OG0001051	Syan.g_01338	Syaf.g_01228
OG0001052	Syan.g_02850	Syaf.g_02502
OG0001053	Syan.g_02761	Syaf.g_02718
OG0001054	Syan.g_02742	Syaf.g_02701
OG0001056	Syan.g_01161	Syaf.g_02649
OG0001057	Syan.g_00832	Syaf.g_02638
OG0001058	Syan.g_00851	Syaf.g_02624
OG0001059	Syan.g_00855	Syaf.g_02620
OG0001060	Syan.g_00861	Syaf.g_02614
OG0001061	Syan.g_00880	Syaf.g_02590
OG0001063	Syan.g_00945	Syaf.g_02583
OG0001064	Syan.g_00946	Syaf.g_02582
OG0001065	Syan.g_00947	Syaf.g_02581
OG0001066	Syan.g_00948	Syaf.g_02580
OG0001067	Syan.g_00949	Syaf.g_02579
OG0001068	Syan.g_00950	Syaf.g_02578
OG0001069	Syan.g_00951	Syaf.g_02577
OG0001070	Syan.g_00955	Syaf.g_02574
OG0001071	Syan.g_00956	Syaf.g_02573
OG0001072	Syan.g_00960	Syaf.g_02569
OG0001073	Syan.g_01012	Syaf.g_02555
OG0001074	Syan.g_00202	Syaf.g_02365
OG0001075	Syan.g_00200	Syaf.g_02363
OG0001076	Syan.g_00012	Syaf.g_02337
OG0001077	Syan.g_01140	Syaf.g_02325
OG0001078	Syan.g_00815	Syaf.g_02309
OG0001079	Syan.g_00799	Syaf.g_02296
OG0001080	Syan.g_00781	Syaf.g_01740
OG0001081	Syan.g_00779	Syaf.g_02144
OG0001082	Syan.g_00778	Syaf.g_02143
OG0001083	Syan.g_00771	Syaf.g_02136
OG0001084	Syan.g_00770	Syaf.g_02135
OG0001086	Syan.g_00757	Syaf.g_02123
OG0001087	Syan.g_01159	Syaf.g_01482
OG0001088	Syan.g_02688	Syaf.g_01478
OG0001089	Syan.g_00185	Syaf.g_01453
OG0001090	Syan.g_00317	Syaf.g_01981
OG0001091	Syan.g_00320	Syaf.g_01979
OG0001092	Syan.g_00322	Syaf.g_01977
OG0001093	Syan.g_00328	Syaf.g_01971
OG0001094	Syan.g_00696	Syaf.g_02055
OG0001095	Syan.g_00675	Syaf.g_02034
OG0001096	Syan.g_00659	Syaf.g_02018
OG0001097	Syan.g_00386	Syaf.g_01373
OG0001099	Syan.g_02304	Syaf.g_00881
OG0001100	Syan.g_00749	Syaf.g_02110
OG0001101	Syan.g_00747	Syaf.g_02109
OG0001102	Syan.g_00744	Syaf.g_02106
OG0001103	Syan.g_00742	Syaf.g_02104
OG0001104	Syan.g_00714	Syaf.g_02071
OG0001106	Syan.g_00551	Syaf.g_01847
OG0001107	Syan.g_00563	Syaf.g_01859
OG0001108	Syan.g_00571	Syaf.g_01868
OG0001109	Syan.g_00573	Syaf.g_01877
OG0001110	Syan.g_00575	Syaf.g_01879
OG0001111	Syan.g_00577	Syaf.g_01881
OG0001112	Syan.g_00579	Syaf.g_01883
OG0001113	Syan.g_00580	Syaf.g_01884
OG0001114	Syan.g_00581	Syaf.g_01885
OG0001115	Syan.g_00586	Syaf.g_01889
OG0001116	Syan.g_00588	Syaf.g_01891
OG0001117	Syan.g_00589	Syaf.g_01892
OG0001118	Syan.g_00590	Syaf.g_01893
OG0001119	Syan.g_00592	Syaf.g_01895
OG0001120	Syan.g_00597	Syaf.g_01899
OG0001122	Syan.g_00366	Syaf.g_01927
OG0001123	Syan.g_00359	Syaf.g_01934
OG0001124	Syan.g_00357	Syaf.g_01936
OG0001125	Syan.g_00355	Syaf.g_01938
OG0001126	Syan.g_00307	Syaf.g_01409
OG0001127	Syan.g_00306	Syaf.g_01410
OG0001128	Syan.g_00303	Syaf.g_01413
OG0001129	Syan.g_00301	Syaf.g_01415
OG0001130	Syan.g_00300	Syaf.g_01416
OG0001131	Syan.g_00079	Syaf.g_02090
OG0001132	Syan.g_00100	Syaf.g_01722
OG0001133	Syan.g_00006	Syaf.g_02334
OG0001134	Syan.g_01146	Syaf.g_01616
OG0001135	Syan.g_02542	Syaf.g_01618
OG0001136	Syan.g_02699	Syaf.g_01286
OG0001137	Syan.g_02670	Syaf.g_01306
