Orthogroup	Syan	Prbj
OG0000558	Syan.g_00849	Prbj.g_01861
OG0000559	Syan.g_00853	Prbj.g_01865
OG0000560	Syan.g_00856	Prbj.g_01868
OG0000561	Syan.g_00857	Prbj.g_01869
OG0000562	Syan.g_00858	Prbj.g_01870
OG0000563	Syan.g_00859	Prbj.g_01871
OG0000564	Syan.g_00860	Prbj.g_01872
OG0000565	Syan.g_00864	Prbj.g_01875
OG0000566	Syan.g_00868	Prbj.g_01879
OG0000567	Syan.g_00872	Prbj.g_01883
OG0000568	Syan.g_00874	Prbj.g_01885
OG0000569	Syan.g_00875	Prbj.g_01807
OG0000570	Syan.g_00876	Prbj.g_01806
OG0000571	Syan.g_00879	Prbj.g_01803
OG0000572	Syan.g_00954	Prbj.g_01787
OG0000573	Syan.g_00963	Prbj.g_01780
OG0000574	Syan.g_00965	Prbj.g_01779
OG0000575	Syan.g_01003	Prbj.g_01770
OG0000576	Syan.g_01007	Prbj.g_01768
OG0000577	Syan.g_01008	Prbj.g_01767
OG0000578	Syan.g_01009	Prbj.g_01766
OG0000579	Syan.g_01010	Prbj.g_01765
OG0000580	Syan.g_01011	Prbj.g_01764
OG0000581	Syan.g_01018	Prbj.g_01760
OG0000582	Syan.g_01030	Prbj.g_01756
OG0000583	Syan.g_01029	Prbj.g_01755
OG0000584	Syan.g_01028	Prbj.g_01754
OG0000585	Syan.g_01024	Prbj.g_01752
OG0000586	Syan.g_01022	Prbj.g_01750
OG0000587	Syan.g_01020	Prbj.g_01748
OG0000588	Syan.g_00215	Prbj.g_02547
OG0000589	Syan.g_00016	Prbj.g_02550
OG0000590	Syan.g_00015	Prbj.g_02551
OG0000591	Syan.g_00003	Prbj.g_02558
OG0000592	Syan.g_00002	Prbj.g_02559
OG0000593	Syan.g_00820	Prbj.g_02569
OG0000594	Syan.g_00819	Prbj.g_02570
OG0000595	Syan.g_00818	Prbj.g_02571
OG0000596	Syan.g_00813	Prbj.g_02576
OG0000597	Syan.g_00810	Prbj.g_02579
OG0000598	Syan.g_00809	Prbj.g_02580
OG0000599	Syan.g_00802	Prbj.g_02590
OG0000600	Syan.g_00801	Prbj.g_02591
OG0000601	Syan.g_00800	Prbj.g_02592
OG0000602	Syan.g_00796	Prbj.g_02596
OG0000603	Syan.g_00795	Prbj.g_02597
OG0000604	Syan.g_00792	Prbj.g_02598
OG0000605	Syan.g_00783	Prbj.g_00792
OG0000606	Syan.g_00780	Prbj.g_00803
OG0000607	Syan.g_00777	Prbj.g_00806
OG0000608	Syan.g_00776	Prbj.g_00807
OG0000609	Syan.g_00774	Prbj.g_00809
OG0000610	Syan.g_00766	Prbj.g_00818
OG0000611	Syan.g_00763	Prbj.g_00821
OG0000612	Syan.g_00762	Prbj.g_00822
OG0000613	Syan.g_01965	Prbj.g_01466
OG0000614	Syan.g_00184	Prbj.g_00946
OG0000615	Syan.g_00728	Prbj.g_02373
OG0000616	Syan.g_01694	Prbj.g_02057
OG0000617	Syan.g_00324	Prbj.g_02184
OG0000618	Syan.g_00325	Prbj.g_02185
OG0000619	Syan.g_00326	Prbj.g_02186
OG0000620	Syan.g_00331	Prbj.g_02190
OG0000621	Syan.g_00332	Prbj.g_02191
OG0000622	Syan.g_00334	Prbj.g_02192
OG0000623	Syan.g_00335	Prbj.g_02193
OG0000624	Syan.g_00337	Prbj.g_02194
OG0000625	Syan.g_00338	Prbj.g_02195
OG0000626	Syan.g_00339	Prbj.g_02196
OG0000627	Syan.g_00465	Prbj.g_02320
OG0000628	Syan.g_00466	Prbj.g_02319
OG0000629	Syan.g_00469	Prbj.g_02316
OG0000630	Syan.g_00474	Prbj.g_02312
OG0000631	Syan.g_00484	Prbj.g_02306
OG0000632	Syan.g_00485	Prbj.g_02305
OG0000633	Syan.g_00489	Prbj.g_02304
OG0000634	Syan.g_00694	Prbj.g_02408
OG0000635	Syan.g_00693	Prbj.g_02409
OG0000636	Syan.g_00691	Prbj.g_02411
OG0000637	Syan.g_00689	Prbj.g_02413
OG0000638	Syan.g_00688	Prbj.g_02414
OG0000639	Syan.g_00687	Prbj.g_02415
OG0000640	Syan.g_00686	Prbj.g_02416
OG0000641	Syan.g_00682	Prbj.g_02420
OG0000642	Syan.g_00681	Prbj.g_02421
OG0000643	Syan.g_00679	Prbj.g_02422
OG0000644	Syan.g_00678	Prbj.g_02423
OG0000645	Syan.g_00676	Prbj.g_02424
OG0000646	Syan.g_00673	Prbj.g_02427
OG0000647	Syan.g_00671	Prbj.g_02430
OG0000648	Syan.g_00669	Prbj.g_02432
OG0000649	Syan.g_00668	Prbj.g_02433
OG0000650	Syan.g_00667	Prbj.g_02434
OG0000651	Syan.g_00666	Prbj.g_02435
OG0000652	Syan.g_00665	Prbj.g_02436
OG0000653	Syan.g_00663	Prbj.g_02438
OG0000654	Syan.g_00661	Prbj.g_02439
OG0000655	Syan.g_00660	Prbj.g_02440
OG0000656	Syan.g_00656	Prbj.g_02443
OG0000657	Syan.g_00375	Prbj.g_02476
OG0000658	Syan.g_00378	Prbj.g_02478
OG0000659	Syan.g_00379	Prbj.g_02479
OG0000660	Syan.g_00383	Prbj.g_02483
OG0000661	Syan.g_00385	Prbj.g_02485
OG0000662	Syan.g_00392	Prbj.g_02487
OG0000663	Syan.g_00395	Prbj.g_02490
OG0000664	Syan.g_00397	Prbj.g_02491
OG0000665	Syan.g_00788	Prbj.g_02504
OG0000666	Syan.g_02100	Prbj.g_02507
OG0000667	Syan.g_00044	Prbj.g_02514
OG0000668	Syan.g_00365	Prbj.g_02215
OG0000669	Syan.g_00751	Prbj.g_02523
OG0000670	Syan.g_00748	Prbj.g_00044
OG0000671	Syan.g_00746	Prbj.g_02335
OG0000672	Syan.g_00743	Prbj.g_02338
OG0000673	Syan.g_00740	Prbj.g_02341
OG0000674	Syan.g_00738	Prbj.g_02343
OG0000675	Syan.g_00737	Prbj.g_02344
OG0000676	Syan.g_00735	Prbj.g_02352
OG0000677	Syan.g_00734	Prbj.g_02354
OG0000678	Syan.g_00732	Prbj.g_02359
OG0000679	Syan.g_00724	Prbj.g_02379
OG0000680	Syan.g_00723	Prbj.g_02380
OG0000681	Syan.g_00720	Prbj.g_02382
OG0000682	Syan.g_00719	Prbj.g_02383
OG0000683	Syan.g_00718	Prbj.g_02384
OG0000684	Syan.g_00715	Prbj.g_02397
OG0000685	Syan.g_00713	Prbj.g_02395
OG0000686	Syan.g_00712	Prbj.g_02394
OG0000687	Syan.g_00711	Prbj.g_02393
OG0000688	Syan.g_00706	Prbj.g_02399
OG0000689	Syan.g_00704	Prbj.g_02400
OG0000690	Syan.g_00703	Prbj.g_02401
OG0000691	Syan.g_00702	Prbj.g_02402
OG0000692	Syan.g_00700	Prbj.g_02403
OG0000693	Syan.g_00698	Prbj.g_02404
OG0000694	Syan.g_00697	Prbj.g_02405
OG0000695	Syan.g_00492	Prbj.g_02302
OG0000696	Syan.g_00493	Prbj.g_02301
OG0000697	Syan.g_00495	Prbj.g_02299
OG0000698	Syan.g_00498	Prbj.g_02296
OG0000699	Syan.g_00500	Prbj.g_02294
OG0000700	Syan.g_00501	Prbj.g_02293
OG0000701	Syan.g_00502	Prbj.g_02292
OG0000702	Syan.g_00534	Prbj.g_02284
OG0000703	Syan.g_00546	Prbj.g_02283
OG0000704	Syan.g_00550	Prbj.g_02281
OG0000705	Syan.g_00557	Prbj.g_02275
OG0000706	Syan.g_00558	Prbj.g_02274
OG0000707	Syan.g_00559	Prbj.g_02273
OG0000708	Syan.g_00562	Prbj.g_02271
OG0000709	Syan.g_00570	Prbj.g_02264
OG0000710	Syan.g_00574	Prbj.g_02260
OG0000711	Syan.g_00607	Prbj.g_02237
OG0000712	Syan.g_00609	Prbj.g_02236
OG0000713	Syan.g_00610	Prbj.g_02235
OG0000714	Syan.g_00624	Prbj.g_02231
OG0000715	Syan.g_00626	Prbj.g_02229
OG0000716	Syan.g_00630	Prbj.g_02225
OG0000717	Syan.g_00631	Prbj.g_02224
OG0000718	Syan.g_00651	Prbj.g_02219
OG0000719	Syan.g_00367	Prbj.g_02217
OG0000720	Syan.g_00354	Prbj.g_02204
OG0000721	Syan.g_00352	Prbj.g_02203
OG0000722	Syan.g_00351	Prbj.g_02202
OG0000723	Syan.g_00341	Prbj.g_02198
OG0000724	Syan.g_00299	Prbj.g_01843
OG0000725	Syan.g_00194	Prbj.g_01836
OG0000726	Syan.g_00193	Prbj.g_01835
OG0000727	Syan.g_00192	Prbj.g_01834
OG0000728	Syan.g_00190	Prbj.g_01833
OG0000729	Syan.g_01885	Prbj.g_01289
OG0000730	Syan.g_02147	Prbj.g_00343
OG0000731	Syan.g_02135	Prbj.g_00333
OG0000732	Syan.g_01726	Prbj.g_01220
OG0000733	Syan.g_01147	Prbj.g_01997
OG0000734	Syan.g_02982	Prbj.g_00627
OG0000735	Syan.g_02713	Prbj.g_00953
OG0000736	Syan.g_02712	Prbj.g_00954
OG0000737	Syan.g_02711	Prbj.g_00955
OG0000738	Syan.g_02705	Prbj.g_00962
OG0000739	Syan.g_02704	Prbj.g_00964
OG0000740	Syan.g_02703	Prbj.g_00965
OG0000741	Syan.g_02700	Prbj.g_00968
OG0000742	Syan.g_02697	Prbj.g_00970
OG0000743	Syan.g_02694	Prbj.g_00972
OG0000744	Syan.g_02693	Prbj.g_00973
OG0000745	Syan.g_02690	Prbj.g_00846
OG0000746	Syan.g_02687	Prbj.g_00844
OG0000747	Syan.g_02685	Prbj.g_00843
OG0000748	Syan.g_02669	Prbj.g_00831
OG0000749	Syan.g_02668	Prbj.g_00830
OG0000750	Syan.g_02667	Prbj.g_00829
OG0000751	Syan.g_02661	Prbj.g_00305
OG0000752	Syan.g_02659	Prbj.g_00308
OG0000753	Syan.g_02656	Prbj.g_00311
OG0000754	Syan.g_02650	Prbj.g_01910
OG0000755	Syan.g_02641	Prbj.g_00002
OG0000756	Syan.g_02640	Prbj.g_00003
OG0000757	Syan.g_02623	Prbj.g_00010
OG0000758	Syan.g_02622	Prbj.g_00011
OG0000759	Syan.g_02621	Prbj.g_00012
OG0000760	Syan.g_02620	Prbj.g_00013
OG0000761	Syan.g_02619	Prbj.g_00014
OG0000762	Syan.g_02617	Prbj.g_01908
OG0000763	Syan.g_02615	Prbj.g_01906
OG0000764	Syan.g_02614	Prbj.g_01905
OG0000765	Syan.g_02587	Prbj.g_02163
OG0000766	Syan.g_02586	Prbj.g_02164
OG0000767	Syan.g_02584	Prbj.g_02166
OG0000768	Syan.g_02583	Prbj.g_02167
OG0000769	Syan.g_02581	Prbj.g_00313
OG0000770	Syan.g_02561	Prbj.g_00019
OG0000771	Syan.g_00305	Prbj.g_01848
OG0000772	Syan.g_00436	Prbj.g_01679
OG0000773	Syan.g_01199	Prbj.g_00161
OG0000774	Syan.g_01205	Prbj.g_01719
OG0000775	Syan.g_01207	Prbj.g_01721
OG0000776	Syan.g_01208	Prbj.g_01722
OG0000777	Syan.g_01209	Prbj.g_01723
OG0000778	Syan.g_01210	Prbj.g_01724
OG0000779	Syan.g_01215	Prbj.g_01729
OG0000780	Syan.g_01218	Prbj.g_01732
OG0000781	Syan.g_01222	Prbj.g_01736
OG0000782	Syan.g_01223	Prbj.g_01737
OG0000783	Syan.g_01224	Prbj.g_01738
OG0000784	Syan.g_01225	Prbj.g_01739
OG0000785	Syan.g_01228	Prbj.g_01741
OG0000786	Syan.g_01243	Prbj.g_01744
OG0000787	Syan.g_01244	Prbj.g_01745
OG0000788	Syan.g_00843	Prbj.g_00094
OG0000789	Syan.g_00075	Prbj.g_00687
OG0000790	Syan.g_02778	Prbj.g_01643
OG0000791	Syan.g_02780	Prbj.g_01645
OG0000792	Syan.g_02781	Prbj.g_01646
OG0000793	Syan.g_02879	Prbj.g_01650
OG0000794	Syan.g_02881	Prbj.g_01651
OG0000795	Syan.g_02882	Prbj.g_01652
OG0000796	Syan.g_02886	Prbj.g_01656
OG0000797	Syan.g_02888	Prbj.g_01657
OG0000798	Syan.g_02026	Prbj.g_01402
OG0000799	Syan.g_01310	Prbj.g_01304
OG0000800	Syan.g_01308	Prbj.g_01303
OG0000801	Syan.g_01307	Prbj.g_01302
OG0000802	Syan.g_01303	Prbj.g_01293
OG0000803	Syan.g_01294	Prbj.g_01041
OG0000804	Syan.g_01291	Prbj.g_01043
OG0000805	Syan.g_01289	Prbj.g_01045
OG0000806	Syan.g_01287	Prbj.g_01047
OG0000807	Syan.g_01286	Prbj.g_01049
OG0000808	Syan.g_01285	Prbj.g_01050
OG0000809	Syan.g_01281	Prbj.g_01054
OG0000810	Syan.g_01280	Prbj.g_01055
OG0000811	Syan.g_01272	Prbj.g_01067
OG0000812	Syan.g_01270	Prbj.g_01069
OG0000813	Syan.g_01269	Prbj.g_01070
OG0000814	Syan.g_01267	Prbj.g_01072
OG0000815	Syan.g_01249	Prbj.g_01073
OG0000816	Syan.g_01247	Prbj.g_01075
OG0000817	Syan.g_01328	Prbj.g_01076
OG0000818	Syan.g_02807	Prbj.g_00631
OG0000819	Syan.g_02808	Prbj.g_00632
OG0000820	Syan.g_02809	Prbj.g_00633
OG0000821	Syan.g_02815	Prbj.g_00640
OG0000822	Syan.g_02817	Prbj.g_00642
OG0000823	Syan.g_02818	Prbj.g_00643
OG0000824	Syan.g_02824	Prbj.g_00647
OG0000825	Syan.g_02825	Prbj.g_00648
OG0000826	Syan.g_02826	Prbj.g_00649
OG0000827	Syan.g_02827	Prbj.g_00650
OG0000828	Syan.g_02830	Prbj.g_00653
OG0000829	Syan.g_02831	Prbj.g_00654
OG0000830	Syan.g_02832	Prbj.g_00655
OG0000831	Syan.g_02834	Prbj.g_00657
OG0000832	Syan.g_02408	Prbj.g_01684
OG0000833	Syan.g_01343	Prbj.g_01692
OG0000834	Syan.g_01345	Prbj.g_01693
OG0000835	Syan.g_01346	Prbj.g_01694
OG0000836	Syan.g_01349	Prbj.g_01696
OG0000837	Syan.g_01351	Prbj.g_01697
OG0000838	Syan.g_01355	Prbj.g_01700
OG0000839	Syan.g_01356	Prbj.g_01701
OG0000840	Syan.g_01357	Prbj.g_01702
OG0000841	Syan.g_01358	Prbj.g_01703
OG0000842	Syan.g_01359	Prbj.g_01704
OG0000843	Syan.g_01360	Prbj.g_01705
OG0000844	Syan.g_01362	Prbj.g_01707
OG0000845	Syan.g_01363	Prbj.g_01708
OG0000846	Syan.g_01364	Prbj.g_01709
OG0000847	Syan.g_01365	Prbj.g_01710
OG0000848	Syan.g_01367	Prbj.g_01711
OG0000849	Syan.g_01368	Prbj.g_01712
OG0000850	Syan.g_01371	Prbj.g_01713
OG0000851	Syan.g_01374	Prbj.g_00888
OG0000852	Syan.g_01375	Prbj.g_00887
OG0000853	Syan.g_01379	Prbj.g_00882
OG0000854	Syan.g_01381	Prbj.g_00880
OG0000855	Syan.g_01382	Prbj.g_00879
OG0000856	Syan.g_01136	Prbj.g_02561
OG0000857	Syan.g_00672	Prbj.g_02429
OG0000858	Syan.g_01389	Prbj.g_00868
OG0000859	Syan.g_01390	Prbj.g_00867
OG0000860	Syan.g_01402	Prbj.g_00855
OG0000861	Syan.g_01403	Prbj.g_00854
OG0000862	Syan.g_01412	Prbj.g_00852
OG0000863	Syan.g_01414	Prbj.g_00495
OG0000864	Syan.g_00969	Prbj.g_00494
OG0000865	Syan.g_01415	Prbj.g_00493
OG0000866	Syan.g_01416	Prbj.g_00492
OG0000867	Syan.g_01417	Prbj.g_00491
OG0000868	Syan.g_01421	Prbj.g_00489
OG0000869	Syan.g_01426	Prbj.g_00486
OG0000870	Syan.g_01431	Prbj.g_00481
OG0000871	Syan.g_01432	Prbj.g_00480
OG0000872	Syan.g_01438	Prbj.g_00478
OG0000873	Syan.g_01441	Prbj.g_00475
OG0000874	Syan.g_01443	Prbj.g_00471
OG0000875	Syan.g_01445	Prbj.g_00470
OG0000876	Syan.g_00391	Prbj.g_00469
OG0000877	Syan.g_01449	Prbj.g_00466
OG0000878	Syan.g_01450	Prbj.g_00465
OG0000879	Syan.g_01451	Prbj.g_00464
OG0000880	Syan.g_01452	Prbj.g_00463
OG0000881	Syan.g_01457	Prbj.g_00458
OG0000882	Syan.g_01462	Prbj.g_00453
OG0000883	Syan.g_01464	Prbj.g_00451
OG0000884	Syan.g_01466	Prbj.g_00449
OG0000885	Syan.g_01467	Prbj.g_00448
OG0000886	Syan.g_01468	Prbj.g_00447
OG0000887	Syan.g_01469	Prbj.g_00446
OG0000888	Syan.g_01471	Prbj.g_00444
OG0000889	Syan.g_01473	Prbj.g_00442
OG0000890	Syan.g_01476	Prbj.g_00428
OG0000891	Syan.g_01477	Prbj.g_00427
OG0000892	Syan.g_01480	Prbj.g_00425
OG0000893	Syan.g_02103	Prbj.g_02660
OG0000894	Syan.g_02108	Prbj.g_02656
OG0000895	Syan.g_02112	Prbj.g_02651
OG0000896	Syan.g_02113	Prbj.g_02650
OG0000897	Syan.g_02115	Prbj.g_02648
OG0000898	Syan.g_02116	Prbj.g_02647
OG0000899	Syan.g_02117	Prbj.g_02646
OG0000900	Syan.g_02118	Prbj.g_02645
OG0000901	Syan.g_02123	Prbj.g_02641
OG0000902	Syan.g_02125	Prbj.g_02639
OG0000903	Syan.g_02252	Prbj.g_01027
OG0000904	Syan.g_02258	Prbj.g_01032
OG0000905	Syan.g_02129	Prbj.g_01034
OG0000906	Syan.g_02127	Prbj.g_02635
OG0000907	Syan.g_02245	Prbj.g_01025
OG0000908	Syan.g_02242	Prbj.g_01022
OG0000909	Syan.g_02241	Prbj.g_01021
OG0000910	Syan.g_02240	Prbj.g_01020
OG0000911	Syan.g_02238	Prbj.g_01018
OG0000912	Syan.g_02237	Prbj.g_01017
OG0000913	Syan.g_02236	Prbj.g_01016
OG0000914	Syan.g_02235	Prbj.g_01015
OG0000915	Syan.g_02233	Prbj.g_01014
OG0000916	Syan.g_02232	Prbj.g_01013
OG0000917	Syan.g_02231	Prbj.g_01012
OG0000918	Syan.g_02230	Prbj.g_01011
OG0000919	Syan.g_02229	Prbj.g_01010
OG0000920	Syan.g_02228	Prbj.g_01009
OG0000921	Syan.g_02227	Prbj.g_01008
OG0000922	Syan.g_02226	Prbj.g_01007
OG0000923	Syan.g_02222	Prbj.g_01003
OG0000924	Syan.g_02221	Prbj.g_01002
OG0000925	Syan.g_02220	Prbj.g_01001
OG0000926	Syan.g_02219	Prbj.g_01000
OG0000927	Syan.g_02217	Prbj.g_00998
OG0000928	Syan.g_02216	Prbj.g_00997
OG0000929	Syan.g_02215	Prbj.g_00996
OG0000930	Syan.g_02214	Prbj.g_00995
OG0000931	Syan.g_02213	Prbj.g_00994
OG0000932	Syan.g_02212	Prbj.g_00993
OG0000933	Syan.g_02206	Prbj.g_00988
OG0000934	Syan.g_02204	Prbj.g_00986
OG0000935	Syan.g_02203	Prbj.g_00985
OG0000936	Syan.g_02202	Prbj.g_00984
OG0000937	Syan.g_02201	Prbj.g_00983
OG0000938	Syan.g_02198	Prbj.g_00414
OG0000939	Syan.g_02197	Prbj.g_00413
OG0000940	Syan.g_02188	Prbj.g_00404
OG0000941	Syan.g_02186	Prbj.g_00402
OG0000942	Syan.g_02184	Prbj.g_00400
OG0000943	Syan.g_02183	Prbj.g_00399
OG0000944	Syan.g_02181	Prbj.g_00397
OG0000945	Syan.g_02180	Prbj.g_00395
OG0000946	Syan.g_02167	Prbj.g_00368
OG0000947	Syan.g_02164	Prbj.g_00365
OG0000948	Syan.g_02163	Prbj.g_00364
OG0000949	Syan.g_01951	Prbj.g_00361
OG0000950	Syan.g_01940	Prbj.g_01501
OG0000951	Syan.g_01932	Prbj.g_01506
OG0000952	Syan.g_01927	Prbj.g_01513
OG0000953	Syan.g_01922	Prbj.g_01517
OG0000954	Syan.g_01916	Prbj.g_01577
OG0000955	Syan.g_01915	Prbj.g_01578
OG0000956	Syan.g_01913	Prbj.g_01580
OG0000957	Syan.g_01898	Prbj.g_01596
OG0000958	Syan.g_01897	Prbj.g_01597
OG0000959	Syan.g_01893	Prbj.g_01821
OG0000960	Syan.g_01892	Prbj.g_01820
OG0000961	Syan.g_03024	Prbj.g_01809
OG0000962	Syan.g_01887	Prbj.g_01290
OG0000963	Syan.g_01881	Prbj.g_01285
OG0000964	Syan.g_01880	Prbj.g_01284
OG0000965	Syan.g_01879	Prbj.g_01283
OG0000966	Syan.g_01812	Prbj.g_01250
OG0000967	Syan.g_01804	Prbj.g_01244
OG0000968	Syan.g_01706	Prbj.g_01241
OG0000969	Syan.g_01708	Prbj.g_01239
OG0000970	Syan.g_01709	Prbj.g_01238
OG0000971	Syan.g_01711	Prbj.g_01236
OG0000972	Syan.g_01712	Prbj.g_01235
OG0000973	Syan.g_01713	Prbj.g_01234
OG0000974	Syan.g_01714	Prbj.g_01233
OG0000975	Syan.g_01715	Prbj.g_01232
OG0000976	Syan.g_01716	Prbj.g_01231
OG0000977	Syan.g_01718	Prbj.g_01229
OG0000978	Syan.g_01719	Prbj.g_01228
OG0000979	Syan.g_01722	Prbj.g_01225
OG0000980	Syan.g_01725	Prbj.g_01221
OG0000981	Syan.g_01728	Prbj.g_01218
OG0000982	Syan.g_01566	Prbj.g_01956
OG0000983	Syan.g_01567	Prbj.g_01957
OG0000984	Syan.g_01568	Prbj.g_01958
OG0000985	Syan.g_01572	Prbj.g_01962
OG0000986	Syan.g_01574	Prbj.g_01964
OG0000987	Syan.g_01576	Prbj.g_01966
OG0000988	Syan.g_01581	Prbj.g_01970
OG0000989	Syan.g_01587	Prbj.g_01980
OG0000990	Syan.g_01615	Prbj.g_02002
OG0000991	Syan.g_01618	Prbj.g_02005
OG0000992	Syan.g_01622	Prbj.g_02008
OG0000993	Syan.g_01623	Prbj.g_02009
OG0000994	Syan.g_01625	Prbj.g_02012
OG0000995	Syan.g_01629	Prbj.g_02021
OG0000996	Syan.g_01653	Prbj.g_02034
OG0000997	Syan.g_01677	Prbj.g_02043
OG0000998	Syan.g_01679	Prbj.g_02045
OG0000999	Syan.g_01680	Prbj.g_02046
OG0001000	Syan.g_01684	Prbj.g_02049
OG0001001	Syan.g_01690	Prbj.g_02053
OG0001002	Syan.g_01697	Prbj.g_02060
OG0001003	Syan.g_01699	Prbj.g_02062
OG0001004	Syan.g_01700	Prbj.g_02063
OG0001005	Syan.g_01701	Prbj.g_02065
OG0001006	Syan.g_01794	Prbj.g_02071
OG0001007	Syan.g_01796	Prbj.g_02073
OG0001008	Syan.g_02397	Prbj.g_00101
OG0001009	Syan.g_01748	Prbj.g_01199
OG0001010	Syan.g_01747	Prbj.g_01200
OG0001011	Syan.g_01745	Prbj.g_01202
OG0001012	Syan.g_00281	Prbj.g_01953
OG0001013	Syan.g_01542	Prbj.g_01928
OG0001014	Syan.g_01535	Prbj.g_01919
OG0001015	Syan.g_01534	Prbj.g_01918
OG0001016	Syan.g_02912	Prbj.g_00569
OG0001017	Syan.g_02918	Prbj.g_00575
OG0001018	Syan.g_02920	Prbj.g_00577
OG0001019	Syan.g_02947	Prbj.g_00590
OG0001020	Syan.g_02951	Prbj.g_00596
OG0001021	Syan.g_02958	Prbj.g_00600
OG0001022	Syan.g_02964	Prbj.g_00605
OG0001023	Syan.g_02965	Prbj.g_00606
OG0001024	Syan.g_00968	Prbj.g_00610
OG0001025	Syan.g_02971	Prbj.g_00617
OG0001026	Syan.g_02984	Prbj.g_00630
OG0001027	Syan.g_02308	Prbj.g_01550
OG0001028	Syan.g_02305	Prbj.g_01552
OG0001029	Syan.g_02303	Prbj.g_01554
OG0001030	Syan.g_02281	Prbj.g_01535
OG0001031	Syan.g_03060	Prbj.g_01143
OG0001032	Syan.g_03063	Prbj.g_01146
OG0001033	Syan.g_00970	Prbj.g_00287
OG0001034	Syan.g_02425	Prbj.g_02608
OG0001035	Syan.g_02062	Prbj.g_01360
OG0001036	Syan.g_02056	Prbj.g_01364
OG0001037	Syan.g_02054	Prbj.g_01366
OG0001038	Syan.g_02025	Prbj.g_01403
OG0001039	Syan.g_02022	Prbj.g_01406
OG0001040	Syan.g_02019	Prbj.g_01409
OG0001041	Syan.g_02015	Prbj.g_01414
OG0001042	Syan.g_01992	Prbj.g_01439
OG0001043	Syan.g_01988	Prbj.g_01441
OG0001044	Syan.g_02145	Prbj.g_00342
OG0001045	Syan.g_02132	Prbj.g_00330
OG0001046	Syan.g_00591	Prbj.g_00874
OG0001047	Syan.g_02399	Prbj.g_00103
OG0001048	Syan.g_02400	Prbj.g_00104
OG0001049	Syan.g_01340	Prbj.g_00107
OG0001050	Syan.g_01339	Prbj.g_00108
OG0001051	Syan.g_01338	Prbj.g_00109
OG0001052	Syan.g_02850	Prbj.g_00132
OG0001053	Syan.g_02761	Prbj.g_01627
OG0001054	Syan.g_02742	Prbj.g_01609
OG0001055	Syan.g_02721	Prbj.g_02103
OG0001056	Syan.g_01161	Prbj.g_02132
OG0001057	Syan.g_00832	Prbj.g_02144
OG0001058	Syan.g_00851	Prbj.g_01863
OG0001059	Syan.g_00855	Prbj.g_01867
OG0001060	Syan.g_00861	Prbj.g_01874
OG0001061	Syan.g_00880	Prbj.g_01802
OG0001063	Syan.g_00945	Prbj.g_01796
OG0001064	Syan.g_00946	Prbj.g_01795
OG0001065	Syan.g_00947	Prbj.g_01794
OG0001066	Syan.g_00948	Prbj.g_01793
OG0001067	Syan.g_00949	Prbj.g_01792
OG0001068	Syan.g_00950	Prbj.g_01791
OG0001069	Syan.g_00951	Prbj.g_01790
OG0001070	Syan.g_00955	Prbj.g_01786
OG0001071	Syan.g_00956	Prbj.g_01785
OG0001072	Syan.g_00960	Prbj.g_01782
OG0001073	Syan.g_01012	Prbj.g_01763
OG0001074	Syan.g_00202	Prbj.g_02544
OG0001075	Syan.g_00200	Prbj.g_02545
OG0001076	Syan.g_00012	Prbj.g_02553
OG0001077	Syan.g_01140	Prbj.g_02563
OG0001078	Syan.g_00815	Prbj.g_02574
OG0001079	Syan.g_00799	Prbj.g_02593
OG0001080	Syan.g_00781	Prbj.g_00794
OG0001081	Syan.g_00779	Prbj.g_00804
OG0001082	Syan.g_00778	Prbj.g_00805
OG0001083	Syan.g_00771	Prbj.g_00813
OG0001084	Syan.g_00770	Prbj.g_00815
OG0001086	Syan.g_00757	Prbj.g_02707
OG0001087	Syan.g_01159	Prbj.g_00927
OG0001088	Syan.g_02688	Prbj.g_00931
OG0001089	Syan.g_00185	Prbj.g_00757
OG0001090	Syan.g_00317	Prbj.g_02180
OG0001091	Syan.g_00320	Prbj.g_02182
OG0001092	Syan.g_00322	Prbj.g_02183
OG0001093	Syan.g_00328	Prbj.g_02187
OG0001094	Syan.g_00696	Prbj.g_02406
OG0001095	Syan.g_00675	Prbj.g_02425
OG0001096	Syan.g_00659	Prbj.g_02441
OG0001097	Syan.g_00386	Prbj.g_02486
OG0001099	Syan.g_02304	Prbj.g_01553
OG0001100	Syan.g_00749	Prbj.g_02333
OG0001101	Syan.g_00747	Prbj.g_02334
OG0001102	Syan.g_00744	Prbj.g_02337
OG0001103	Syan.g_00742	Prbj.g_02339
OG0001104	Syan.g_00714	Prbj.g_02396
OG0001106	Syan.g_00551	Prbj.g_02280
OG0001107	Syan.g_00563	Prbj.g_02270
OG0001108	Syan.g_00571	Prbj.g_02263
OG0001109	Syan.g_00573	Prbj.g_02261
OG0001110	Syan.g_00575	Prbj.g_02259
OG0001111	Syan.g_00577	Prbj.g_02257
OG0001112	Syan.g_00579	Prbj.g_02255
OG0001113	Syan.g_00580	Prbj.g_02254
OG0001114	Syan.g_00581	Prbj.g_02253
OG0001115	Syan.g_00586	Prbj.g_02251
OG0001116	Syan.g_00588	Prbj.g_02250
OG0001117	Syan.g_00589	Prbj.g_02249
OG0001118	Syan.g_00590	Prbj.g_02248
OG0001119	Syan.g_00592	Prbj.g_02247
OG0001120	Syan.g_00597	Prbj.g_02245
