Orthogroup	Syan	Prbl
OG0000558	Syan.g_00849	Prbl.g_01881
OG0000559	Syan.g_00853	Prbl.g_01885
OG0000560	Syan.g_00856	Prbl.g_01888
OG0000561	Syan.g_00857	Prbl.g_01889
OG0000562	Syan.g_00858	Prbl.g_01890
OG0000563	Syan.g_00859	Prbl.g_01891
OG0000564	Syan.g_00860	Prbl.g_01892
OG0000565	Syan.g_00864	Prbl.g_01895
OG0000566	Syan.g_00868	Prbl.g_01899
OG0000567	Syan.g_00872	Prbl.g_01903
OG0000568	Syan.g_00874	Prbl.g_01905
OG0000569	Syan.g_00875	Prbl.g_01801
OG0000570	Syan.g_00876	Prbl.g_01800
OG0000571	Syan.g_00879	Prbl.g_01797
OG0000572	Syan.g_00954	Prbl.g_01781
OG0000573	Syan.g_00963	Prbl.g_01774
OG0000574	Syan.g_00965	Prbl.g_01773
OG0000575	Syan.g_01003	Prbl.g_01764
OG0000576	Syan.g_01007	Prbl.g_01762
OG0000577	Syan.g_01008	Prbl.g_01761
OG0000578	Syan.g_01009	Prbl.g_01760
OG0000579	Syan.g_01010	Prbl.g_01759
OG0000580	Syan.g_01011	Prbl.g_01758
OG0000581	Syan.g_01018	Prbl.g_01754
OG0000582	Syan.g_01030	Prbl.g_01750
OG0000583	Syan.g_01029	Prbl.g_01749
OG0000584	Syan.g_01028	Prbl.g_01748
OG0000585	Syan.g_01024	Prbl.g_01746
OG0000586	Syan.g_01022	Prbl.g_01744
OG0000587	Syan.g_01020	Prbl.g_01742
OG0000588	Syan.g_00215	Prbl.g_01613
OG0000589	Syan.g_00016	Prbl.g_01616
OG0000590	Syan.g_00015	Prbl.g_01617
OG0000591	Syan.g_00003	Prbl.g_01624
OG0000592	Syan.g_00002	Prbl.g_01625
OG0000593	Syan.g_00820	Prbl.g_01635
OG0000594	Syan.g_00819	Prbl.g_01636
OG0000595	Syan.g_00818	Prbl.g_01637
OG0000596	Syan.g_00813	Prbl.g_01642
OG0000597	Syan.g_00810	Prbl.g_01645
OG0000598	Syan.g_00809	Prbl.g_01646
OG0000599	Syan.g_00802	Prbl.g_01656
OG0000600	Syan.g_00801	Prbl.g_01657
OG0000601	Syan.g_00800	Prbl.g_01658
OG0000602	Syan.g_00796	Prbl.g_01662
OG0000603	Syan.g_00795	Prbl.g_01663
OG0000604	Syan.g_00792	Prbl.g_01664
OG0000605	Syan.g_00783	Prbl.g_01043
OG0000606	Syan.g_00780	Prbl.g_01032
OG0000607	Syan.g_00777	Prbl.g_01412
OG0000608	Syan.g_00776	Prbl.g_01411
OG0000609	Syan.g_00774	Prbl.g_01409
OG0000610	Syan.g_00766	Prbl.g_01401
OG0000611	Syan.g_00763	Prbl.g_01398
OG0000612	Syan.g_00762	Prbl.g_01397
OG0000613	Syan.g_01965	Prbl.g_00891
OG0000614	Syan.g_00184	Prbl.g_01872
OG0000615	Syan.g_00728	Prbl.g_02373
OG0000616	Syan.g_01694	Prbl.g_02137
OG0000617	Syan.g_00324	Prbl.g_02561
OG0000618	Syan.g_00325	Prbl.g_02560
OG0000619	Syan.g_00326	Prbl.g_02559
OG0000620	Syan.g_00331	Prbl.g_02555
OG0000621	Syan.g_00332	Prbl.g_02554
OG0000622	Syan.g_00334	Prbl.g_02553
OG0000623	Syan.g_00335	Prbl.g_02552
OG0000624	Syan.g_00337	Prbl.g_02551
OG0000625	Syan.g_00338	Prbl.g_02550
OG0000626	Syan.g_00339	Prbl.g_02549
OG0000627	Syan.g_00465	Prbl.g_02426
OG0000628	Syan.g_00466	Prbl.g_02427
OG0000629	Syan.g_00469	Prbl.g_02430
OG0000630	Syan.g_00474	Prbl.g_02434
OG0000631	Syan.g_00484	Prbl.g_02440
OG0000632	Syan.g_00485	Prbl.g_02441
OG0000633	Syan.g_00489	Prbl.g_02442
OG0000634	Syan.g_00694	Prbl.g_02339
OG0000635	Syan.g_00693	Prbl.g_02338
OG0000636	Syan.g_00691	Prbl.g_02336
OG0000637	Syan.g_00689	Prbl.g_02334
OG0000638	Syan.g_00688	Prbl.g_02333
OG0000639	Syan.g_00687	Prbl.g_02332
OG0000640	Syan.g_00686	Prbl.g_02331
OG0000641	Syan.g_00682	Prbl.g_02327
OG0000642	Syan.g_00681	Prbl.g_02326
OG0000643	Syan.g_00679	Prbl.g_02325
OG0000644	Syan.g_00678	Prbl.g_02324
OG0000645	Syan.g_00676	Prbl.g_02323
OG0000646	Syan.g_00673	Prbl.g_02320
OG0000647	Syan.g_00671	Prbl.g_02317
OG0000648	Syan.g_00669	Prbl.g_02315
OG0000649	Syan.g_00668	Prbl.g_02314
OG0000650	Syan.g_00667	Prbl.g_02313
OG0000651	Syan.g_00666	Prbl.g_02312
OG0000652	Syan.g_00665	Prbl.g_02311
OG0000653	Syan.g_00663	Prbl.g_02309
OG0000654	Syan.g_00661	Prbl.g_02308
OG0000655	Syan.g_00660	Prbl.g_02307
OG0000656	Syan.g_00656	Prbl.g_02304
OG0000657	Syan.g_00375	Prbl.g_01540
OG0000658	Syan.g_00378	Prbl.g_01542
OG0000659	Syan.g_00379	Prbl.g_01543
OG0000660	Syan.g_00383	Prbl.g_01547
OG0000661	Syan.g_00385	Prbl.g_01549
OG0000662	Syan.g_00392	Prbl.g_01551
OG0000663	Syan.g_00395	Prbl.g_01554
OG0000664	Syan.g_00397	Prbl.g_01555
OG0000665	Syan.g_00788	Prbl.g_01568
OG0000666	Syan.g_02100	Prbl.g_01571
OG0000667	Syan.g_00044	Prbl.g_01579
OG0000668	Syan.g_00365	Prbl.g_02530
OG0000669	Syan.g_00751	Prbl.g_01588
OG0000670	Syan.g_00748	Prbl.g_01078
OG0000671	Syan.g_00746	Prbl.g_02412
OG0000672	Syan.g_00743	Prbl.g_02409
OG0000673	Syan.g_00740	Prbl.g_02406
OG0000674	Syan.g_00738	Prbl.g_02404
OG0000675	Syan.g_00737	Prbl.g_02403
OG0000676	Syan.g_00735	Prbl.g_02395
OG0000677	Syan.g_00734	Prbl.g_02393
OG0000678	Syan.g_00732	Prbl.g_02388
OG0000679	Syan.g_00724	Prbl.g_02368
OG0000680	Syan.g_00723	Prbl.g_02367
OG0000681	Syan.g_00720	Prbl.g_02365
OG0000682	Syan.g_00719	Prbl.g_02364
OG0000683	Syan.g_00718	Prbl.g_02363
OG0000684	Syan.g_00715	Prbl.g_02350
OG0000685	Syan.g_00713	Prbl.g_02352
OG0000686	Syan.g_00712	Prbl.g_02353
OG0000687	Syan.g_00711	Prbl.g_02354
OG0000688	Syan.g_00706	Prbl.g_02348
OG0000689	Syan.g_00704	Prbl.g_02347
OG0000690	Syan.g_00703	Prbl.g_02346
OG0000691	Syan.g_00702	Prbl.g_02345
OG0000692	Syan.g_00700	Prbl.g_02344
OG0000693	Syan.g_00698	Prbl.g_02343
OG0000694	Syan.g_00697	Prbl.g_02342
OG0000695	Syan.g_00492	Prbl.g_02444
OG0000696	Syan.g_00493	Prbl.g_02445
OG0000697	Syan.g_00495	Prbl.g_02447
OG0000698	Syan.g_00498	Prbl.g_02450
OG0000699	Syan.g_00500	Prbl.g_02452
OG0000700	Syan.g_00501	Prbl.g_02453
OG0000701	Syan.g_00502	Prbl.g_02454
OG0000702	Syan.g_00534	Prbl.g_02462
OG0000703	Syan.g_00546	Prbl.g_02463
OG0000704	Syan.g_00550	Prbl.g_02465
OG0000705	Syan.g_00557	Prbl.g_02471
OG0000706	Syan.g_00558	Prbl.g_02472
OG0000707	Syan.g_00559	Prbl.g_02473
OG0000708	Syan.g_00562	Prbl.g_02475
OG0000709	Syan.g_00570	Prbl.g_02482
OG0000710	Syan.g_00574	Prbl.g_02486
OG0000711	Syan.g_00607	Prbl.g_02508
OG0000712	Syan.g_00609	Prbl.g_02509
OG0000713	Syan.g_00610	Prbl.g_02510
OG0000714	Syan.g_00624	Prbl.g_02514
OG0000715	Syan.g_00626	Prbl.g_02516
OG0000716	Syan.g_00630	Prbl.g_02520
OG0000717	Syan.g_00631	Prbl.g_02521
OG0000718	Syan.g_00651	Prbl.g_02526
OG0000719	Syan.g_00367	Prbl.g_02528
OG0000720	Syan.g_00354	Prbl.g_02541
OG0000721	Syan.g_00352	Prbl.g_02542
OG0000722	Syan.g_00351	Prbl.g_02543
OG0000723	Syan.g_00341	Prbl.g_02547
OG0000724	Syan.g_00299	Prbl.g_00932
OG0000725	Syan.g_00194	Prbl.g_00925
OG0000726	Syan.g_00193	Prbl.g_00924
OG0000727	Syan.g_00192	Prbl.g_00923
OG0000728	Syan.g_00190	Prbl.g_00922
OG0000729	Syan.g_01885	Prbl.g_02062
OG0000730	Syan.g_02147	Prbl.g_01199
OG0000731	Syan.g_02135	Prbl.g_01208
OG0000732	Syan.g_01726	Prbl.g_01993
OG0000733	Syan.g_01147	Prbl.g_02197
OG0000734	Syan.g_02982	Prbl.g_00545
OG0000735	Syan.g_02713	Prbl.g_02066
OG0000736	Syan.g_02712	Prbl.g_02067
OG0000737	Syan.g_02711	Prbl.g_02068
OG0000738	Syan.g_02705	Prbl.g_02075
OG0000739	Syan.g_02704	Prbl.g_02077
OG0000740	Syan.g_02703	Prbl.g_02078
OG0000741	Syan.g_02700	Prbl.g_02081
OG0000742	Syan.g_02697	Prbl.g_02083
OG0000743	Syan.g_02694	Prbl.g_02085
OG0000744	Syan.g_02693	Prbl.g_02086
OG0000745	Syan.g_02690	Prbl.g_02088
OG0000746	Syan.g_02687	Prbl.g_02090
OG0000747	Syan.g_02685	Prbl.g_02091
OG0000748	Syan.g_02669	Prbl.g_02103
OG0000749	Syan.g_02668	Prbl.g_02104
OG0000750	Syan.g_02667	Prbl.g_02105
OG0000751	Syan.g_02661	Prbl.g_00179
OG0000752	Syan.g_02659	Prbl.g_00181
OG0000753	Syan.g_02656	Prbl.g_00184
OG0000754	Syan.g_02650	Prbl.g_01379
OG0000755	Syan.g_02641	Prbl.g_01120
OG0000756	Syan.g_02640	Prbl.g_01119
OG0000757	Syan.g_02623	Prbl.g_01112
OG0000758	Syan.g_02622	Prbl.g_01111
OG0000759	Syan.g_02621	Prbl.g_01110
OG0000760	Syan.g_02620	Prbl.g_01109
OG0000761	Syan.g_02619	Prbl.g_01108
OG0000762	Syan.g_02617	Prbl.g_01377
OG0000763	Syan.g_02615	Prbl.g_01375
OG0000764	Syan.g_02614	Prbl.g_01374
OG0000765	Syan.g_02587	Prbl.g_02590
OG0000766	Syan.g_02586	Prbl.g_02591
OG0000767	Syan.g_02584	Prbl.g_02593
OG0000768	Syan.g_02583	Prbl.g_02594
OG0000769	Syan.g_02581	Prbl.g_00186
OG0000770	Syan.g_02561	Prbl.g_01103
OG0000771	Syan.g_00305	Prbl.g_00937
OG0000772	Syan.g_00436	Prbl.g_00461
OG0000773	Syan.g_01199	Prbl.g_00113
OG0000774	Syan.g_01205	Prbl.g_01713
OG0000775	Syan.g_01207	Prbl.g_01715
OG0000776	Syan.g_01208	Prbl.g_01716
OG0000777	Syan.g_01209	Prbl.g_01717
OG0000778	Syan.g_01210	Prbl.g_01718
OG0000779	Syan.g_01215	Prbl.g_01723
OG0000780	Syan.g_01218	Prbl.g_01726
OG0000781	Syan.g_01222	Prbl.g_01730
OG0000782	Syan.g_01223	Prbl.g_01731
OG0000783	Syan.g_01224	Prbl.g_01732
OG0000784	Syan.g_01225	Prbl.g_01733
OG0000785	Syan.g_01228	Prbl.g_01735
OG0000786	Syan.g_01243	Prbl.g_01738
OG0000787	Syan.g_01244	Prbl.g_01739
OG0000788	Syan.g_00843	Prbl.g_00658
OG0000789	Syan.g_00075	Prbl.g_01695
OG0000790	Syan.g_02778	Prbl.g_00498
OG0000791	Syan.g_02780	Prbl.g_00496
OG0000792	Syan.g_02781	Prbl.g_00495
OG0000793	Syan.g_02879	Prbl.g_00491
OG0000794	Syan.g_02881	Prbl.g_00490
OG0000795	Syan.g_02882	Prbl.g_00489
OG0000796	Syan.g_02886	Prbl.g_00485
OG0000797	Syan.g_02888	Prbl.g_00484
OG0000798	Syan.g_02026	Prbl.g_01456
OG0000799	Syan.g_01310	Prbl.g_00152
OG0000800	Syan.g_01308	Prbl.g_00153
OG0000801	Syan.g_01307	Prbl.g_00154
OG0000802	Syan.g_01303	Prbl.g_00161
OG0000803	Syan.g_01294	Prbl.g_00257
OG0000804	Syan.g_01291	Prbl.g_00255
OG0000805	Syan.g_01289	Prbl.g_00253
OG0000806	Syan.g_01287	Prbl.g_00251
OG0000807	Syan.g_01286	Prbl.g_00249
OG0000808	Syan.g_01285	Prbl.g_00248
OG0000809	Syan.g_01281	Prbl.g_00244
OG0000810	Syan.g_01280	Prbl.g_00243
OG0000811	Syan.g_01272	Prbl.g_00231
OG0000812	Syan.g_01270	Prbl.g_00229
OG0000813	Syan.g_01269	Prbl.g_00228
OG0000814	Syan.g_01267	Prbl.g_00226
OG0000815	Syan.g_01249	Prbl.g_00225
OG0000816	Syan.g_01247	Prbl.g_00223
OG0000817	Syan.g_01328	Prbl.g_00222
OG0000818	Syan.g_02807	Prbl.g_00684
OG0000819	Syan.g_02808	Prbl.g_00685
OG0000820	Syan.g_02809	Prbl.g_00686
OG0000821	Syan.g_02815	Prbl.g_00693
OG0000822	Syan.g_02817	Prbl.g_00695
OG0000823	Syan.g_02818	Prbl.g_00696
OG0000824	Syan.g_02824	Prbl.g_00700
OG0000825	Syan.g_02825	Prbl.g_00701
OG0000826	Syan.g_02826	Prbl.g_00702
OG0000827	Syan.g_02827	Prbl.g_00703
OG0000828	Syan.g_02830	Prbl.g_00706
OG0000829	Syan.g_02831	Prbl.g_00707
OG0000830	Syan.g_02832	Prbl.g_00708
OG0000831	Syan.g_02834	Prbl.g_00710
OG0000832	Syan.g_02408	Prbl.g_00456
OG0000833	Syan.g_01343	Prbl.g_00448
OG0000834	Syan.g_01345	Prbl.g_00447
OG0000835	Syan.g_01346	Prbl.g_00446
OG0000836	Syan.g_01349	Prbl.g_00444
OG0000837	Syan.g_01351	Prbl.g_00443
OG0000838	Syan.g_01355	Prbl.g_00440
OG0000839	Syan.g_01356	Prbl.g_00439
OG0000840	Syan.g_01357	Prbl.g_00438
OG0000841	Syan.g_01358	Prbl.g_00437
OG0000842	Syan.g_01359	Prbl.g_00436
OG0000843	Syan.g_01360	Prbl.g_00435
OG0000844	Syan.g_01362	Prbl.g_00433
OG0000845	Syan.g_01363	Prbl.g_00432
OG0000846	Syan.g_01364	Prbl.g_00431
OG0000847	Syan.g_01365	Prbl.g_00430
OG0000848	Syan.g_01367	Prbl.g_00429
OG0000849	Syan.g_01368	Prbl.g_00428
OG0000850	Syan.g_01371	Prbl.g_00427
OG0000851	Syan.g_01374	Prbl.g_00423
OG0000852	Syan.g_01375	Prbl.g_00422
OG0000853	Syan.g_01379	Prbl.g_00418
OG0000854	Syan.g_01381	Prbl.g_00416
OG0000855	Syan.g_01382	Prbl.g_00415
OG0000856	Syan.g_01136	Prbl.g_01627
OG0000857	Syan.g_00672	Prbl.g_02318
OG0000858	Syan.g_01389	Prbl.g_00404
OG0000859	Syan.g_01390	Prbl.g_00403
OG0000860	Syan.g_01402	Prbl.g_00392
OG0000861	Syan.g_01403	Prbl.g_00391
OG0000862	Syan.g_01412	Prbl.g_00389
OG0000863	Syan.g_01414	Prbl.g_00385
OG0000864	Syan.g_00969	Prbl.g_00383
OG0000865	Syan.g_01415	Prbl.g_00382
OG0000866	Syan.g_01416	Prbl.g_00381
OG0000867	Syan.g_01417	Prbl.g_00380
OG0000868	Syan.g_01421	Prbl.g_00378
OG0000869	Syan.g_01426	Prbl.g_00375
OG0000870	Syan.g_01431	Prbl.g_00370
OG0000871	Syan.g_01432	Prbl.g_00369
OG0000872	Syan.g_01438	Prbl.g_00367
OG0000873	Syan.g_01441	Prbl.g_00364
OG0000874	Syan.g_01443	Prbl.g_00360
OG0000875	Syan.g_01445	Prbl.g_00359
OG0000876	Syan.g_00391	Prbl.g_00358
OG0000877	Syan.g_01449	Prbl.g_00355
OG0000878	Syan.g_01450	Prbl.g_00354
OG0000879	Syan.g_01451	Prbl.g_00353
OG0000880	Syan.g_01452	Prbl.g_00352
OG0000881	Syan.g_01457	Prbl.g_00347
OG0000882	Syan.g_01462	Prbl.g_00342
OG0000883	Syan.g_01464	Prbl.g_00340
OG0000884	Syan.g_01466	Prbl.g_00338
OG0000885	Syan.g_01467	Prbl.g_00337
OG0000886	Syan.g_01468	Prbl.g_00336
OG0000887	Syan.g_01469	Prbl.g_00335
OG0000888	Syan.g_01471	Prbl.g_00333
OG0000889	Syan.g_01473	Prbl.g_00331
OG0000890	Syan.g_01476	Prbl.g_00317
OG0000891	Syan.g_01477	Prbl.g_00316
OG0000892	Syan.g_01480	Prbl.g_02620
OG0000893	Syan.g_02103	Prbl.g_02680
OG0000894	Syan.g_02108	Prbl.g_02684
OG0000895	Syan.g_02112	Prbl.g_01061
OG0000896	Syan.g_02113	Prbl.g_01060
OG0000897	Syan.g_02115	Prbl.g_01058
OG0000898	Syan.g_02116	Prbl.g_01057
OG0000899	Syan.g_02117	Prbl.g_01056
OG0000900	Syan.g_02118	Prbl.g_01055
OG0000901	Syan.g_02123	Prbl.g_01051
OG0000902	Syan.g_02125	Prbl.g_01049
OG0000903	Syan.g_02252	Prbl.g_00954
OG0000904	Syan.g_02258	Prbl.g_00949
OG0000905	Syan.g_02129	Prbl.g_00947
OG0000906	Syan.g_02127	Prbl.g_01045
OG0000907	Syan.g_02245	Prbl.g_00956
OG0000908	Syan.g_02242	Prbl.g_00959
OG0000909	Syan.g_02241	Prbl.g_00960
OG0000910	Syan.g_02240	Prbl.g_00961
OG0000911	Syan.g_02238	Prbl.g_00963
OG0000912	Syan.g_02237	Prbl.g_00964
OG0000913	Syan.g_02236	Prbl.g_00965
OG0000914	Syan.g_02235	Prbl.g_00966
OG0000915	Syan.g_02233	Prbl.g_00967
OG0000916	Syan.g_02232	Prbl.g_00968
OG0000917	Syan.g_02231	Prbl.g_00969
OG0000918	Syan.g_02230	Prbl.g_00970
OG0000919	Syan.g_02229	Prbl.g_00971
OG0000920	Syan.g_02228	Prbl.g_00972
OG0000921	Syan.g_02227	Prbl.g_00973
OG0000922	Syan.g_02226	Prbl.g_00974
OG0000923	Syan.g_02222	Prbl.g_00978
OG0000924	Syan.g_02221	Prbl.g_00979
OG0000925	Syan.g_02220	Prbl.g_00980
OG0000926	Syan.g_02219	Prbl.g_00981
OG0000927	Syan.g_02217	Prbl.g_00983
OG0000928	Syan.g_02216	Prbl.g_00984
OG0000929	Syan.g_02215	Prbl.g_00985
OG0000930	Syan.g_02214	Prbl.g_00986
OG0000931	Syan.g_02213	Prbl.g_00987
OG0000932	Syan.g_02212	Prbl.g_00988
OG0000933	Syan.g_02206	Prbl.g_00993
OG0000934	Syan.g_02204	Prbl.g_00995
OG0000935	Syan.g_02203	Prbl.g_00996
OG0000936	Syan.g_02202	Prbl.g_00997
OG0000937	Syan.g_02201	Prbl.g_00998
OG0000938	Syan.g_02198	Prbl.g_01127
OG0000939	Syan.g_02197	Prbl.g_01128
OG0000940	Syan.g_02188	Prbl.g_01137
OG0000941	Syan.g_02186	Prbl.g_01139
OG0000942	Syan.g_02184	Prbl.g_01141
OG0000943	Syan.g_02183	Prbl.g_01142
OG0000944	Syan.g_02181	Prbl.g_01144
OG0000945	Syan.g_02180	Prbl.g_01146
OG0000946	Syan.g_02167	Prbl.g_01174
OG0000947	Syan.g_02164	Prbl.g_01177
OG0000948	Syan.g_02163	Prbl.g_01178
OG0000949	Syan.g_01951	Prbl.g_01181
OG0000950	Syan.g_01940	Prbl.g_00856
OG0000951	Syan.g_01932	Prbl.g_00851
OG0000952	Syan.g_01927	Prbl.g_00844
OG0000953	Syan.g_01922	Prbl.g_00840
OG0000954	Syan.g_01916	Prbl.g_01306
OG0000955	Syan.g_01915	Prbl.g_01305
OG0000956	Syan.g_01913	Prbl.g_01303
OG0000957	Syan.g_01898	Prbl.g_01287
OG0000958	Syan.g_01897	Prbl.g_01286
OG0000959	Syan.g_01893	Prbl.g_02638
OG0000960	Syan.g_01892	Prbl.g_02637
OG0000961	Syan.g_03024	Prbl.g_01235
OG0000962	Syan.g_01887	Prbl.g_02063
OG0000963	Syan.g_01881	Prbl.g_02058
OG0000964	Syan.g_01880	Prbl.g_02057
OG0000965	Syan.g_01879	Prbl.g_02056
OG0000966	Syan.g_01812	Prbl.g_02023
OG0000967	Syan.g_01804	Prbl.g_02017
OG0000968	Syan.g_01706	Prbl.g_02014
OG0000969	Syan.g_01708	Prbl.g_02012
OG0000970	Syan.g_01709	Prbl.g_02011
OG0000971	Syan.g_01711	Prbl.g_02009
OG0000972	Syan.g_01712	Prbl.g_02008
OG0000973	Syan.g_01713	Prbl.g_02007
OG0000974	Syan.g_01714	Prbl.g_02006
OG0000975	Syan.g_01715	Prbl.g_02005
OG0000976	Syan.g_01716	Prbl.g_02004
OG0000977	Syan.g_01718	Prbl.g_02002
OG0000978	Syan.g_01719	Prbl.g_02001
OG0000979	Syan.g_01722	Prbl.g_01998
OG0000980	Syan.g_01725	Prbl.g_01994
OG0000981	Syan.g_01728	Prbl.g_01991
OG0000982	Syan.g_01566	Prbl.g_02238
OG0000983	Syan.g_01567	Prbl.g_02237
OG0000984	Syan.g_01568	Prbl.g_02236
OG0000985	Syan.g_01572	Prbl.g_02232
OG0000986	Syan.g_01574	Prbl.g_02230
OG0000987	Syan.g_01576	Prbl.g_02228
OG0000988	Syan.g_01581	Prbl.g_02224
OG0000989	Syan.g_01587	Prbl.g_02214
OG0000990	Syan.g_01615	Prbl.g_02192
OG0000991	Syan.g_01618	Prbl.g_02189
OG0000992	Syan.g_01622	Prbl.g_02186
OG0000993	Syan.g_01623	Prbl.g_02185
OG0000994	Syan.g_01625	Prbl.g_02182
OG0000995	Syan.g_01629	Prbl.g_02173
OG0000996	Syan.g_01653	Prbl.g_02160
OG0000997	Syan.g_01677	Prbl.g_02151
OG0000998	Syan.g_01679	Prbl.g_02149
OG0000999	Syan.g_01680	Prbl.g_02148
OG0001000	Syan.g_01684	Prbl.g_02145
OG0001001	Syan.g_01690	Prbl.g_02141
OG0001002	Syan.g_01697	Prbl.g_02134
OG0001003	Syan.g_01699	Prbl.g_02132
OG0001004	Syan.g_01700	Prbl.g_02131
OG0001005	Syan.g_01701	Prbl.g_02129
OG0001006	Syan.g_01794	Prbl.g_02123
OG0001007	Syan.g_01796	Prbl.g_02121
OG0001008	Syan.g_02397	Prbl.g_00651
OG0001009	Syan.g_01748	Prbl.g_01972
OG0001010	Syan.g_01747	Prbl.g_01973
OG0001011	Syan.g_01745	Prbl.g_01975
OG0001012	Syan.g_00281	Prbl.g_02241
OG0001013	Syan.g_01542	Prbl.g_02266
OG0001014	Syan.g_01535	Prbl.g_02275
OG0001015	Syan.g_01534	Prbl.g_02276
OG0001016	Syan.g_02912	Prbl.g_00603
OG0001017	Syan.g_02918	Prbl.g_00597
OG0001018	Syan.g_02920	Prbl.g_00595
OG0001019	Syan.g_02947	Prbl.g_00582
OG0001020	Syan.g_02951	Prbl.g_00576
OG0001021	Syan.g_02958	Prbl.g_00572
OG0001022	Syan.g_02964	Prbl.g_00567
OG0001023	Syan.g_02965	Prbl.g_00566
OG0001024	Syan.g_00968	Prbl.g_00562
OG0001025	Syan.g_02971	Prbl.g_00555
OG0001026	Syan.g_02984	Prbl.g_00542
OG0001027	Syan.g_02308	Prbl.g_01332
OG0001028	Syan.g_02305	Prbl.g_01330
OG0001029	Syan.g_02303	Prbl.g_01328
OG0001030	Syan.g_02281	Prbl.g_00822
OG0001031	Syan.g_03060	Prbl.g_00074
OG0001032	Syan.g_03063	Prbl.g_00077
OG0001033	Syan.g_00970	Prbl.g_01281
OG0001034	Syan.g_02425	Prbl.g_00199
OG0001035	Syan.g_02062	Prbl.g_01498
OG0001036	Syan.g_02056	Prbl.g_01494
OG0001037	Syan.g_02054	Prbl.g_01492
OG0001038	Syan.g_02025	Prbl.g_01455
OG0001039	Syan.g_02022	Prbl.g_01452
OG0001040	Syan.g_02019	Prbl.g_01449
OG0001041	Syan.g_02015	Prbl.g_01444
OG0001042	Syan.g_01992	Prbl.g_01419
OG0001043	Syan.g_01988	Prbl.g_01417
OG0001044	Syan.g_02145	Prbl.g_01200
OG0001045	Syan.g_02132	Prbl.g_01211
OG0001046	Syan.g_00591	Prbl.g_00410
OG0001047	Syan.g_02399	Prbl.g_00649
OG0001048	Syan.g_02400	Prbl.g_00648
OG0001049	Syan.g_01340	Prbl.g_00645
OG0001050	Syan.g_01339	Prbl.g_00644
OG0001051	Syan.g_01338	Prbl.g_00643
OG0001052	Syan.g_02850	Prbl.g_01344
OG0001053	Syan.g_02761	Prbl.g_00514
OG0001054	Syan.g_02742	Prbl.g_00532
OG0001055	Syan.g_02721	Prbl.g_00790
OG0001056	Syan.g_01161	Prbl.g_00761
OG0001057	Syan.g_00832	Prbl.g_00749
OG0001058	Syan.g_00851	Prbl.g_01883
OG0001059	Syan.g_00855	Prbl.g_01887
OG0001060	Syan.g_00861	Prbl.g_01894
OG0001061	Syan.g_00880	Prbl.g_01796
OG0001063	Syan.g_00945	Prbl.g_01790
OG0001064	Syan.g_00946	Prbl.g_01789
OG0001065	Syan.g_00947	Prbl.g_01788
OG0001066	Syan.g_00948	Prbl.g_01787
OG0001067	Syan.g_00949	Prbl.g_01786
OG0001068	Syan.g_00950	Prbl.g_01785
OG0001069	Syan.g_00951	Prbl.g_01784
OG0001070	Syan.g_00955	Prbl.g_01780
OG0001071	Syan.g_00956	Prbl.g_01779
OG0001072	Syan.g_00960	Prbl.g_01776
OG0001073	Syan.g_01012	Prbl.g_01757
OG0001074	Syan.g_00202	Prbl.g_01610
OG0001075	Syan.g_00200	Prbl.g_01611
OG0001076	Syan.g_00012	Prbl.g_01619
OG0001077	Syan.g_01140	Prbl.g_01629
OG0001078	Syan.g_00815	Prbl.g_01640
OG0001079	Syan.g_00799	Prbl.g_01659
OG0001080	Syan.g_00781	Prbl.g_01041
OG0001081	Syan.g_00779	Prbl.g_01031
OG0001082	Syan.g_00778	Prbl.g_01030
OG0001083	Syan.g_00771	Prbl.g_01405
OG0001084	Syan.g_00770	Prbl.g_01404
OG0001086	Syan.g_00757	Prbl.g_01392
OG0001087	Syan.g_01159	Prbl.g_01853
OG0001088	Syan.g_02688	Prbl.g_01857
OG0001089	Syan.g_00185	Prbl.g_00024
OG0001090	Syan.g_00317	Prbl.g_02565
OG0001091	Syan.g_00320	Prbl.g_02563
OG0001092	Syan.g_00322	Prbl.g_02562
OG0001093	Syan.g_00328	Prbl.g_02558
OG0001094	Syan.g_00696	Prbl.g_02341
OG0001095	Syan.g_00675	Prbl.g_02322
OG0001096	Syan.g_00659	Prbl.g_02306
OG0001097	Syan.g_00386	Prbl.g_01550
OG0001099	Syan.g_02304	Prbl.g_01329
OG0001100	Syan.g_00749	Prbl.g_02414
OG0001101	Syan.g_00747	Prbl.g_02413
OG0001102	Syan.g_00744	Prbl.g_02410
OG0001103	Syan.g_00742	Prbl.g_02408
OG0001104	Syan.g_00714	Prbl.g_02351
OG0001106	Syan.g_00551	Prbl.g_02466
OG0001107	Syan.g_00563	Prbl.g_02476
OG0001108	Syan.g_00571	Prbl.g_02483
OG0001109	Syan.g_00573	Prbl.g_02485
OG0001110	Syan.g_00575	Prbl.g_02487
OG0001111	Syan.g_00577	Prbl.g_02489
OG0001112	Syan.g_00579	Prbl.g_02491
OG0001113	Syan.g_00580	Prbl.g_02492
OG0001114	Syan.g_00581	Prbl.g_02493
OG0001115	Syan.g_00586	Prbl.g_02495
OG0001116	Syan.g_00588	Prbl.g_02496
OG0001117	Syan.g_00589	Prbl.g_02497
OG0001118	Syan.g_00590	Prbl.g_02498
OG0001119	Syan.g_00592	Prbl.g_02499
OG0001120	Syan.g_00597	Prbl.g_02501
