Orthogroup	Syan	Syaq
OG0000549	Syan.g_01194	Syaq.g_01819
OG0000550	Syan.g_01189	Syaq.g_01824
OG0000551	Syan.g_01184	Syaq.g_01829
OG0000552	Syan.g_01183	Syaq.g_01830
OG0000553	Syan.g_01179	Syaq.g_01834
OG0000554	Syan.g_01165	Syaq.g_01839
OG0000555	Syan.g_00839	Syaq.g_01857
OG0000556	Syan.g_00842	Syaq.g_01925
OG0000557	Syan.g_00847	Syaq.g_01927
OG0000558	Syan.g_00849	Syaq.g_01929
OG0000559	Syan.g_00853	Syaq.g_01933
OG0000560	Syan.g_00856	Syaq.g_01936
OG0000561	Syan.g_00857	Syaq.g_01937
OG0000562	Syan.g_00858	Syaq.g_01938
OG0000563	Syan.g_00859	Syaq.g_01939
OG0000564	Syan.g_00860	Syaq.g_01940
OG0000565	Syan.g_00864	Syaq.g_01943
OG0000566	Syan.g_00868	Syaq.g_01947
OG0000567	Syan.g_00872	Syaq.g_01951
OG0000568	Syan.g_00874	Syaq.g_01954
OG0000569	Syan.g_00875	Syaq.g_01955
OG0000570	Syan.g_00876	Syaq.g_01956
OG0000571	Syan.g_00879	Syaq.g_01960
OG0000572	Syan.g_00954	Syaq.g_01977
OG0000573	Syan.g_00963	Syaq.g_01985
OG0000574	Syan.g_00965	Syaq.g_01986
OG0000575	Syan.g_01003	Syaq.g_01991
OG0000576	Syan.g_01007	Syaq.g_01993
OG0000577	Syan.g_01008	Syaq.g_01994
OG0000578	Syan.g_01009	Syaq.g_01995
OG0000579	Syan.g_01010	Syaq.g_01996
OG0000580	Syan.g_01011	Syaq.g_01997
OG0000581	Syan.g_01018	Syaq.g_02003
OG0000582	Syan.g_01030	Syaq.g_02012
OG0000583	Syan.g_01029	Syaq.g_02013
OG0000584	Syan.g_01028	Syaq.g_02014
OG0000585	Syan.g_01024	Syaq.g_02017
OG0000586	Syan.g_01022	Syaq.g_02018
OG0000587	Syan.g_01020	Syaq.g_02020
OG0000588	Syan.g_00215	Syaq.g_02043
OG0000589	Syan.g_00016	Syaq.g_02057
OG0000590	Syan.g_00015	Syaq.g_02058
OG0000591	Syan.g_00003	Syaq.g_02066
OG0000592	Syan.g_00002	Syaq.g_02067
OG0000593	Syan.g_00820	Syaq.g_02078
OG0000594	Syan.g_00819	Syaq.g_02079
OG0000595	Syan.g_00818	Syaq.g_02080
OG0000596	Syan.g_00813	Syaq.g_02085
OG0000597	Syan.g_00810	Syaq.g_02088
OG0000598	Syan.g_00809	Syaq.g_02089
OG0000599	Syan.g_00802	Syaq.g_02096
OG0000600	Syan.g_00801	Syaq.g_02097
OG0000601	Syan.g_00800	Syaq.g_02098
OG0000602	Syan.g_00796	Syaq.g_02104
OG0000603	Syan.g_00795	Syaq.g_02105
OG0000604	Syan.g_00792	Syaq.g_02107
OG0000605	Syan.g_00783	Syaq.g_02151
OG0000606	Syan.g_00780	Syaq.g_02231
OG0000607	Syan.g_00777	Syaq.g_02234
OG0000608	Syan.g_00776	Syaq.g_02235
OG0000609	Syan.g_00774	Syaq.g_02237
OG0000610	Syan.g_00766	Syaq.g_02244
OG0000611	Syan.g_00763	Syaq.g_02247
OG0000612	Syan.g_00762	Syaq.g_02248
OG0000613	Syan.g_01965	Syaq.g_00885
OG0000614	Syan.g_00184	Syaq.g_02588
OG0000615	Syan.g_00728	Syaq.g_02302
OG0000616	Syan.g_01694	Syaq.g_01168
OG0000617	Syan.g_00324	Syaq.g_00031
OG0000618	Syan.g_00325	Syaq.g_00032
OG0000619	Syan.g_00326	Syaq.g_00033
OG0000620	Syan.g_00331	Syaq.g_00038
OG0000621	Syan.g_00332	Syaq.g_00039
OG0000622	Syan.g_00334	Syaq.g_00040
OG0000623	Syan.g_00335	Syaq.g_00041
OG0000624	Syan.g_00337	Syaq.g_00042
OG0000625	Syan.g_00338	Syaq.g_00043
OG0000626	Syan.g_00339	Syaq.g_00044
OG0000627	Syan.g_00465	Syaq.g_02425
OG0000628	Syan.g_00466	Syaq.g_02426
OG0000629	Syan.g_00469	Syaq.g_02429
OG0000630	Syan.g_00474	Syaq.g_02433
OG0000631	Syan.g_00484	Syaq.g_02441
OG0000632	Syan.g_00485	Syaq.g_02442
OG0000633	Syan.g_00489	Syaq.g_02444
OG0000634	Syan.g_00694	Syaq.g_02336
OG0000635	Syan.g_00693	Syaq.g_02337
OG0000636	Syan.g_00691	Syaq.g_02339
OG0000637	Syan.g_00689	Syaq.g_02341
OG0000638	Syan.g_00688	Syaq.g_02342
OG0000639	Syan.g_00687	Syaq.g_02343
OG0000640	Syan.g_00686	Syaq.g_02344
OG0000641	Syan.g_00682	Syaq.g_02348
OG0000642	Syan.g_00681	Syaq.g_02349
OG0000643	Syan.g_00679	Syaq.g_02350
OG0000644	Syan.g_00678	Syaq.g_02351
OG0000645	Syan.g_00676	Syaq.g_02353
OG0000646	Syan.g_00673	Syaq.g_02356
OG0000647	Syan.g_00671	Syaq.g_02358
OG0000648	Syan.g_00669	Syaq.g_02360
OG0000649	Syan.g_00668	Syaq.g_02361
OG0000650	Syan.g_00667	Syaq.g_02362
OG0000651	Syan.g_00666	Syaq.g_02363
OG0000652	Syan.g_00665	Syaq.g_02364
OG0000653	Syan.g_00663	Syaq.g_02367
OG0000654	Syan.g_00661	Syaq.g_02368
OG0000655	Syan.g_00660	Syaq.g_02369
OG0000656	Syan.g_00656	Syaq.g_02372
OG0000657	Syan.g_00375	Syaq.g_02382
OG0000658	Syan.g_00378	Syaq.g_02385
OG0000659	Syan.g_00379	Syaq.g_02386
OG0000660	Syan.g_00383	Syaq.g_02390
OG0000661	Syan.g_00385	Syaq.g_02392
OG0000662	Syan.g_00392	Syaq.g_02394
OG0000663	Syan.g_00395	Syaq.g_02397
OG0000664	Syan.g_00397	Syaq.g_02400
OG0000665	Syan.g_00788	Syaq.g_02124
OG0000666	Syan.g_02100	Syaq.g_02117
OG0000667	Syan.g_00044	Syaq.g_02222
OG0000668	Syan.g_00365	Syaq.g_00068
OG0000669	Syan.g_00751	Syaq.g_02260
OG0000670	Syan.g_00748	Syaq.g_00079
OG0000671	Syan.g_00746	Syaq.g_02264
OG0000672	Syan.g_00743	Syaq.g_02267
OG0000673	Syan.g_00740	Syaq.g_02270
OG0000674	Syan.g_00738	Syaq.g_02272
OG0000675	Syan.g_00737	Syaq.g_02273
OG0000676	Syan.g_00735	Syaq.g_02275
OG0000677	Syan.g_00734	Syaq.g_02276
OG0000678	Syan.g_00732	Syaq.g_02282
OG0000679	Syan.g_00724	Syaq.g_02305
OG0000680	Syan.g_00723	Syaq.g_02306
OG0000681	Syan.g_00720	Syaq.g_02309
OG0000682	Syan.g_00719	Syaq.g_02310
OG0000683	Syan.g_00718	Syaq.g_02311
OG0000684	Syan.g_00715	Syaq.g_02315
OG0000685	Syan.g_00713	Syaq.g_02317
OG0000686	Syan.g_00712	Syaq.g_02318
OG0000687	Syan.g_00711	Syaq.g_02319
OG0000688	Syan.g_00706	Syaq.g_02325
OG0000689	Syan.g_00704	Syaq.g_02327
OG0000690	Syan.g_00703	Syaq.g_02328
OG0000691	Syan.g_00702	Syaq.g_02329
OG0000692	Syan.g_00700	Syaq.g_02330
OG0000693	Syan.g_00698	Syaq.g_02332
OG0000694	Syan.g_00697	Syaq.g_02333
OG0000695	Syan.g_00492	Syaq.g_02446
OG0000696	Syan.g_00493	Syaq.g_02447
OG0000697	Syan.g_00495	Syaq.g_02448
OG0000698	Syan.g_00498	Syaq.g_02451
OG0000699	Syan.g_00500	Syaq.g_02452
OG0000700	Syan.g_00501	Syaq.g_02453
OG0000701	Syan.g_00502	Syaq.g_02454
OG0000702	Syan.g_00534	Syaq.g_02467
OG0000703	Syan.g_00546	Syaq.g_02468
OG0000704	Syan.g_00550	Syaq.g_02470
OG0000705	Syan.g_00557	Syaq.g_02477
OG0000706	Syan.g_00558	Syaq.g_02478
OG0000707	Syan.g_00559	Syaq.g_02479
OG0000708	Syan.g_00562	Syaq.g_02482
OG0000709	Syan.g_00570	Syaq.g_02490
OG0000710	Syan.g_00574	Syaq.g_02494
OG0000711	Syan.g_00607	Syaq.g_02521
OG0000712	Syan.g_00609	Syaq.g_02523
OG0000713	Syan.g_00610	Syaq.g_02524
OG0000714	Syan.g_00624	Syaq.g_02527
OG0000715	Syan.g_00626	Syaq.g_02529
OG0000716	Syan.g_00630	Syaq.g_02533
OG0000717	Syan.g_00631	Syaq.g_02534
OG0000718	Syan.g_00651	Syaq.g_00072
OG0000719	Syan.g_00367	Syaq.g_00070
OG0000720	Syan.g_00354	Syaq.g_00057
OG0000721	Syan.g_00352	Syaq.g_00055
OG0000722	Syan.g_00351	Syaq.g_00054
OG0000723	Syan.g_00341	Syaq.g_00046
OG0000724	Syan.g_00299	Syaq.g_02685
OG0000725	Syan.g_00194	Syaq.g_02676
OG0000726	Syan.g_00193	Syaq.g_02675
OG0000727	Syan.g_00192	Syaq.g_02674
OG0000728	Syan.g_00190	Syaq.g_02672
OG0000729	Syan.g_01885	Syaq.g_01046
OG0000730	Syan.g_02147	Syaq.g_00561
OG0000731	Syan.g_02135	Syaq.g_00550
OG0000732	Syan.g_01726	Syaq.g_01098
OG0000733	Syan.g_01147	Syaq.g_01232
OG0000734	Syan.g_02982	Syaq.g_01479
OG0000735	Syan.g_02713	Syaq.g_00266
OG0000736	Syan.g_02712	Syaq.g_00265
OG0000737	Syan.g_02711	Syaq.g_00264
OG0000738	Syan.g_02705	Syaq.g_00258
OG0000739	Syan.g_02704	Syaq.g_00257
OG0000740	Syan.g_02703	Syaq.g_00256
OG0000741	Syan.g_02700	Syaq.g_00253
OG0000742	Syan.g_02697	Syaq.g_00250
OG0000743	Syan.g_02694	Syaq.g_00248
OG0000744	Syan.g_02693	Syaq.g_00247
OG0000745	Syan.g_02690	Syaq.g_00245
OG0000746	Syan.g_02687	Syaq.g_00242
OG0000747	Syan.g_02685	Syaq.g_00241
OG0000748	Syan.g_02669	Syaq.g_00227
OG0000749	Syan.g_02668	Syaq.g_00226
OG0000750	Syan.g_02667	Syaq.g_00225
OG0000751	Syan.g_02661	Syaq.g_00219
OG0000752	Syan.g_02659	Syaq.g_00217
OG0000753	Syan.g_02656	Syaq.g_00214
OG0000754	Syan.g_02650	Syaq.g_00209
OG0000755	Syan.g_02641	Syaq.g_00198
OG0000756	Syan.g_02640	Syaq.g_00197
OG0000757	Syan.g_02623	Syaq.g_00190
OG0000758	Syan.g_02622	Syaq.g_00189
OG0000759	Syan.g_02621	Syaq.g_00188
OG0000760	Syan.g_02620	Syaq.g_00187
OG0000761	Syan.g_02619	Syaq.g_00186
OG0000762	Syan.g_02617	Syaq.g_00183
OG0000763	Syan.g_02615	Syaq.g_00181
OG0000764	Syan.g_02614	Syaq.g_00180
OG0000765	Syan.g_02587	Syaq.g_00157
OG0000766	Syan.g_02586	Syaq.g_00156
OG0000767	Syan.g_02584	Syaq.g_00154
OG0000768	Syan.g_02583	Syaq.g_00153
OG0000769	Syan.g_02581	Syaq.g_00151
OG0000770	Syan.g_02561	Syaq.g_00148
OG0000771	Syan.g_00305	Syaq.g_02691
OG0000772	Syan.g_00436	Syaq.g_01887
OG0000773	Syan.g_01199	Syaq.g_00283
OG0000774	Syan.g_01205	Syaq.g_00288
OG0000775	Syan.g_01207	Syaq.g_00290
OG0000776	Syan.g_01208	Syaq.g_00291
OG0000777	Syan.g_01209	Syaq.g_00292
OG0000778	Syan.g_01210	Syaq.g_00293
OG0000779	Syan.g_01215	Syaq.g_00299
OG0000780	Syan.g_01218	Syaq.g_00304
OG0000781	Syan.g_01222	Syaq.g_00308
OG0000782	Syan.g_01223	Syaq.g_00309
OG0000783	Syan.g_01224	Syaq.g_00310
OG0000784	Syan.g_01225	Syaq.g_00311
OG0000785	Syan.g_01228	Syaq.g_00313
OG0000786	Syan.g_01243	Syaq.g_00328
OG0000787	Syan.g_01244	Syaq.g_00329
OG0000788	Syan.g_00843	Syaq.g_02099
OG0000789	Syan.g_00075	Syaq.g_02123
OG0000790	Syan.g_02778	Syaq.g_01758
OG0000791	Syan.g_02780	Syaq.g_01756
OG0000792	Syan.g_02781	Syaq.g_01755
OG0000793	Syan.g_02879	Syaq.g_01750
OG0000794	Syan.g_02881	Syaq.g_01749
OG0000795	Syan.g_02882	Syaq.g_01748
OG0000796	Syan.g_02886	Syaq.g_01744
OG0000797	Syan.g_02888	Syaq.g_01743
OG0000798	Syan.g_02026	Syaq.g_00760
OG0000799	Syan.g_01310	Syaq.g_00341
OG0000800	Syan.g_01308	Syaq.g_00342
OG0000801	Syan.g_01307	Syaq.g_00343
OG0000802	Syan.g_01303	Syaq.g_00350
OG0000803	Syan.g_01294	Syaq.g_00353
OG0000804	Syan.g_01291	Syaq.g_00358
OG0000805	Syan.g_01289	Syaq.g_00360
OG0000806	Syan.g_01287	Syaq.g_00362
OG0000807	Syan.g_01286	Syaq.g_00364
OG0000808	Syan.g_01285	Syaq.g_00365
OG0000809	Syan.g_01281	Syaq.g_00369
OG0000810	Syan.g_01280	Syaq.g_00370
OG0000811	Syan.g_01272	Syaq.g_00378
OG0000812	Syan.g_01270	Syaq.g_00380
OG0000813	Syan.g_01269	Syaq.g_00381
OG0000814	Syan.g_01267	Syaq.g_00383
OG0000815	Syan.g_01249	Syaq.g_00384
OG0000816	Syan.g_01247	Syaq.g_00386
OG0000817	Syan.g_01328	Syaq.g_00387
OG0000818	Syan.g_02807	Syaq.g_00392
OG0000819	Syan.g_02808	Syaq.g_00393
OG0000820	Syan.g_02809	Syaq.g_00394
OG0000821	Syan.g_02815	Syaq.g_00400
OG0000822	Syan.g_02817	Syaq.g_00402
OG0000823	Syan.g_02818	Syaq.g_00403
OG0000824	Syan.g_02824	Syaq.g_00409
OG0000825	Syan.g_02825	Syaq.g_00410
OG0000826	Syan.g_02826	Syaq.g_00411
OG0000827	Syan.g_02827	Syaq.g_00412
OG0000828	Syan.g_02830	Syaq.g_00415
OG0000829	Syan.g_02831	Syaq.g_00416
OG0000830	Syan.g_02832	Syaq.g_00417
OG0000831	Syan.g_02834	Syaq.g_00419
OG0000832	Syan.g_02408	Syaq.g_01737
OG0000833	Syan.g_01343	Syaq.g_01725
OG0000834	Syan.g_01345	Syaq.g_01724
OG0000835	Syan.g_01346	Syaq.g_01723
OG0000836	Syan.g_01349	Syaq.g_01720
OG0000837	Syan.g_01351	Syaq.g_01719
OG0000838	Syan.g_01355	Syaq.g_01715
OG0000839	Syan.g_01356	Syaq.g_01714
OG0000840	Syan.g_01357	Syaq.g_01713
OG0000841	Syan.g_01358	Syaq.g_01712
OG0000842	Syan.g_01359	Syaq.g_01711
OG0000843	Syan.g_01360	Syaq.g_01710
OG0000844	Syan.g_01362	Syaq.g_01708
OG0000845	Syan.g_01363	Syaq.g_01707
OG0000846	Syan.g_01364	Syaq.g_01706
OG0000847	Syan.g_01365	Syaq.g_01705
OG0000848	Syan.g_01367	Syaq.g_01703
OG0000849	Syan.g_01368	Syaq.g_01702
OG0000850	Syan.g_01371	Syaq.g_01699
OG0000851	Syan.g_01374	Syaq.g_01696
OG0000852	Syan.g_01375	Syaq.g_01695
OG0000853	Syan.g_01379	Syaq.g_01691
OG0000854	Syan.g_01381	Syaq.g_01689
OG0000855	Syan.g_01382	Syaq.g_01688
OG0000856	Syan.g_01136	Syaq.g_02069
OG0000857	Syan.g_00672	Syaq.g_02357
OG0000858	Syan.g_01389	Syaq.g_01682
OG0000859	Syan.g_01390	Syaq.g_01681
OG0000860	Syan.g_01402	Syaq.g_01671
OG0000861	Syan.g_01403	Syaq.g_01670
OG0000862	Syan.g_01412	Syaq.g_01668
OG0000863	Syan.g_01414	Syaq.g_01665
OG0000864	Syan.g_00969	Syaq.g_01664
OG0000865	Syan.g_01415	Syaq.g_01663
OG0000866	Syan.g_01416	Syaq.g_01662
OG0000867	Syan.g_01417	Syaq.g_01661
OG0000868	Syan.g_01421	Syaq.g_01659
OG0000869	Syan.g_01426	Syaq.g_01656
OG0000870	Syan.g_01431	Syaq.g_01651
OG0000871	Syan.g_01432	Syaq.g_01650
OG0000872	Syan.g_01438	Syaq.g_01644
OG0000873	Syan.g_01441	Syaq.g_01641
OG0000874	Syan.g_01443	Syaq.g_01637
OG0000875	Syan.g_01445	Syaq.g_01633
OG0000876	Syan.g_00391	Syaq.g_01631
OG0000877	Syan.g_01449	Syaq.g_01628
OG0000878	Syan.g_01450	Syaq.g_01627
OG0000879	Syan.g_01451	Syaq.g_01626
OG0000880	Syan.g_01452	Syaq.g_01625
OG0000881	Syan.g_01457	Syaq.g_01621
OG0000882	Syan.g_01462	Syaq.g_01616
OG0000883	Syan.g_01464	Syaq.g_01613
OG0000884	Syan.g_01466	Syaq.g_01611
OG0000885	Syan.g_01467	Syaq.g_01610
OG0000886	Syan.g_01468	Syaq.g_01609
OG0000887	Syan.g_01469	Syaq.g_01608
OG0000888	Syan.g_01471	Syaq.g_01606
OG0000889	Syan.g_01473	Syaq.g_01604
OG0000890	Syan.g_01476	Syaq.g_01597
OG0000891	Syan.g_01477	Syaq.g_01596
OG0000892	Syan.g_01480	Syaq.g_01594
OG0000893	Syan.g_02103	Syaq.g_00695
OG0000894	Syan.g_02108	Syaq.g_00692
OG0000895	Syan.g_02112	Syaq.g_00688
OG0000896	Syan.g_02113	Syaq.g_00687
OG0000897	Syan.g_02115	Syaq.g_00685
OG0000898	Syan.g_02116	Syaq.g_00684
OG0000899	Syan.g_02117	Syaq.g_00683
OG0000900	Syan.g_02118	Syaq.g_00682
OG0000901	Syan.g_02123	Syaq.g_00677
OG0000902	Syan.g_02125	Syaq.g_00671
OG0000903	Syan.g_02252	Syaq.g_00655
OG0000904	Syan.g_02258	Syaq.g_00660
OG0000905	Syan.g_02129	Syaq.g_00666
OG0000906	Syan.g_02127	Syaq.g_00669
OG0000907	Syan.g_02245	Syaq.g_00653
OG0000908	Syan.g_02242	Syaq.g_00650
OG0000909	Syan.g_02241	Syaq.g_00649
OG0000910	Syan.g_02240	Syaq.g_00648
OG0000911	Syan.g_02238	Syaq.g_00646
OG0000912	Syan.g_02237	Syaq.g_00645
OG0000913	Syan.g_02236	Syaq.g_00644
OG0000914	Syan.g_02235	Syaq.g_00643
OG0000915	Syan.g_02233	Syaq.g_00641
OG0000916	Syan.g_02232	Syaq.g_00640
OG0000917	Syan.g_02231	Syaq.g_00639
OG0000918	Syan.g_02230	Syaq.g_00638
OG0000919	Syan.g_02229	Syaq.g_00637
OG0000920	Syan.g_02228	Syaq.g_00636
OG0000921	Syan.g_02227	Syaq.g_00635
OG0000922	Syan.g_02226	Syaq.g_00634
OG0000923	Syan.g_02222	Syaq.g_00630
OG0000924	Syan.g_02221	Syaq.g_00629
OG0000925	Syan.g_02220	Syaq.g_00628
OG0000926	Syan.g_02219	Syaq.g_00627
OG0000927	Syan.g_02217	Syaq.g_00625
OG0000928	Syan.g_02216	Syaq.g_00624
OG0000929	Syan.g_02215	Syaq.g_00623
OG0000930	Syan.g_02214	Syaq.g_00622
OG0000931	Syan.g_02213	Syaq.g_00621
OG0000932	Syan.g_02212	Syaq.g_00620
OG0000933	Syan.g_02206	Syaq.g_00614
OG0000934	Syan.g_02204	Syaq.g_00612
OG0000935	Syan.g_02203	Syaq.g_00611
OG0000936	Syan.g_02202	Syaq.g_00610
OG0000937	Syan.g_02201	Syaq.g_00609
OG0000938	Syan.g_02198	Syaq.g_00606
OG0000939	Syan.g_02197	Syaq.g_00604
OG0000940	Syan.g_02188	Syaq.g_00597
OG0000941	Syan.g_02186	Syaq.g_00595
OG0000942	Syan.g_02184	Syaq.g_00593
OG0000943	Syan.g_02183	Syaq.g_00592
OG0000944	Syan.g_02181	Syaq.g_00590
OG0000945	Syan.g_02180	Syaq.g_00588
OG0000946	Syan.g_02167	Syaq.g_00580
OG0000947	Syan.g_02164	Syaq.g_00577
OG0000948	Syan.g_02163	Syaq.g_00576
OG0000949	Syan.g_01951	Syaq.g_00971
OG0000950	Syan.g_01940	Syaq.g_00984
OG0000951	Syan.g_01932	Syaq.g_00991
OG0000952	Syan.g_01927	Syaq.g_01002
OG0000953	Syan.g_01922	Syaq.g_01006
OG0000954	Syan.g_01916	Syaq.g_01012
OG0000955	Syan.g_01915	Syaq.g_01013
OG0000956	Syan.g_01913	Syaq.g_01015
OG0000957	Syan.g_01898	Syaq.g_01026
OG0000958	Syan.g_01897	Syaq.g_01027
OG0000959	Syan.g_01893	Syaq.g_01031
OG0000960	Syan.g_01892	Syaq.g_01032
OG0000961	Syan.g_03024	Syaq.g_01043
OG0000962	Syan.g_01887	Syaq.g_01045
OG0000963	Syan.g_01881	Syaq.g_01049
OG0000964	Syan.g_01880	Syaq.g_01050
OG0000965	Syan.g_01879	Syaq.g_01051
OG0000966	Syan.g_01812	Syaq.g_01060
OG0000967	Syan.g_01804	Syaq.g_01067
OG0000968	Syan.g_01706	Syaq.g_01071
OG0000969	Syan.g_01708	Syaq.g_01078
OG0000970	Syan.g_01709	Syaq.g_01079
OG0000971	Syan.g_01711	Syaq.g_01081
OG0000972	Syan.g_01712	Syaq.g_01082
OG0000973	Syan.g_01713	Syaq.g_01083
OG0000974	Syan.g_01714	Syaq.g_01084
OG0000975	Syan.g_01715	Syaq.g_01085
OG0000976	Syan.g_01716	Syaq.g_01086
OG0000977	Syan.g_01718	Syaq.g_01088
OG0000978	Syan.g_01719	Syaq.g_01091
OG0000979	Syan.g_01722	Syaq.g_01094
OG0000980	Syan.g_01725	Syaq.g_01097
OG0000981	Syan.g_01728	Syaq.g_01100
OG0000982	Syan.g_01566	Syaq.g_01263
OG0000983	Syan.g_01567	Syaq.g_01262
OG0000984	Syan.g_01568	Syaq.g_01261
OG0000985	Syan.g_01572	Syaq.g_01257
OG0000986	Syan.g_01574	Syaq.g_01253
OG0000987	Syan.g_01576	Syaq.g_01251
OG0000988	Syan.g_01581	Syaq.g_01245
OG0000989	Syan.g_01587	Syaq.g_01239
OG0000990	Syan.g_01615	Syaq.g_01229
OG0000991	Syan.g_01618	Syaq.g_01225
OG0000992	Syan.g_01622	Syaq.g_01222
OG0000993	Syan.g_01623	Syaq.g_01221
OG0000994	Syan.g_01625	Syaq.g_01218
OG0000995	Syan.g_01629	Syaq.g_01212
OG0000996	Syan.g_01653	Syaq.g_01193
OG0000997	Syan.g_01677	Syaq.g_01184
OG0000998	Syan.g_01679	Syaq.g_01182
OG0000999	Syan.g_01680	Syaq.g_01181
OG0001000	Syan.g_01684	Syaq.g_01177
OG0001001	Syan.g_01690	Syaq.g_01172
OG0001002	Syan.g_01697	Syaq.g_01165
OG0001003	Syan.g_01699	Syaq.g_01163
OG0001004	Syan.g_01700	Syaq.g_01162
OG0001005	Syan.g_01701	Syaq.g_01161
OG0001006	Syan.g_01794	Syaq.g_01152
OG0001007	Syan.g_01796	Syaq.g_01150
OG0001008	Syan.g_02397	Syaq.g_00500
OG0001009	Syan.g_01748	Syaq.g_01118
OG0001010	Syan.g_01747	Syaq.g_01117
OG0001011	Syan.g_01745	Syaq.g_01115
OG0001012	Syan.g_00281	Syaq.g_01267
OG0001013	Syan.g_01542	Syaq.g_01289
OG0001014	Syan.g_01535	Syaq.g_01295
OG0001015	Syan.g_01534	Syaq.g_01296
OG0001016	Syan.g_02912	Syaq.g_01554
OG0001017	Syan.g_02918	Syaq.g_01548
OG0001018	Syan.g_02920	Syaq.g_01546
OG0001019	Syan.g_02947	Syaq.g_01524
OG0001020	Syan.g_02951	Syaq.g_01510
OG0001021	Syan.g_02958	Syaq.g_01506
OG0001022	Syan.g_02964	Syaq.g_01501
OG0001023	Syan.g_02965	Syaq.g_01500
OG0001024	Syan.g_00968	Syaq.g_01496
OG0001025	Syan.g_02971	Syaq.g_01490
OG0001026	Syan.g_02984	Syaq.g_01477
OG0001027	Syan.g_02308	Syaq.g_01474
OG0001028	Syan.g_02305	Syaq.g_01472
OG0001029	Syan.g_02303	Syaq.g_01470
OG0001030	Syan.g_02281	Syaq.g_01450
OG0001031	Syan.g_03060	Syaq.g_01378
OG0001032	Syan.g_03063	Syaq.g_01376
OG0001033	Syan.g_00970	Syaq.g_01344
OG0001034	Syan.g_02425	Syaq.g_01579
OG0001035	Syan.g_02062	Syaq.g_00726
OG0001036	Syan.g_02056	Syaq.g_00731
OG0001037	Syan.g_02054	Syaq.g_00733
OG0001038	Syan.g_02025	Syaq.g_00761
OG0001039	Syan.g_02022	Syaq.g_00764
OG0001040	Syan.g_02019	Syaq.g_00767
OG0001041	Syan.g_02015	Syaq.g_00772
OG0001042	Syan.g_01992	Syaq.g_00858
OG0001044	Syan.g_02145	Syaq.g_00560
OG0001045	Syan.g_02132	Syaq.g_00547
OG0001046	Syan.g_00591	Syaq.g_02509
OG0001047	Syan.g_02399	Syaq.g_00498
OG0001048	Syan.g_02400	Syaq.g_00497
OG0001049	Syan.g_01340	Syaq.g_00494
OG0001050	Syan.g_01339	Syaq.g_00493
OG0001051	Syan.g_01338	Syaq.g_00492
OG0001052	Syan.g_02850	Syaq.g_00446
OG0001053	Syan.g_02761	Syaq.g_01775
OG0001054	Syan.g_02742	Syaq.g_01794
OG0001055	Syan.g_02721	Syaq.g_01815
OG0001056	Syan.g_01161	Syaq.g_01843
OG0001057	Syan.g_00832	Syaq.g_00334
OG0001058	Syan.g_00851	Syaq.g_01931
OG0001059	Syan.g_00855	Syaq.g_01935
OG0001060	Syan.g_00861	Syaq.g_01941
OG0001061	Syan.g_00880	Syaq.g_01961
OG0001063	Syan.g_00945	Syaq.g_01968
OG0001064	Syan.g_00946	Syaq.g_01969
OG0001065	Syan.g_00947	Syaq.g_01970
OG0001066	Syan.g_00948	Syaq.g_01971
OG0001067	Syan.g_00949	Syaq.g_01972
OG0001068	Syan.g_00950	Syaq.g_01973
OG0001069	Syan.g_00951	Syaq.g_01974
OG0001070	Syan.g_00955	Syaq.g_01978
OG0001071	Syan.g_00956	Syaq.g_01979
OG0001072	Syan.g_00960	Syaq.g_01983
OG0001073	Syan.g_01012	Syaq.g_01998
OG0001074	Syan.g_00202	Syaq.g_02132
OG0001075	Syan.g_00200	Syaq.g_02025
OG0001076	Syan.g_00012	Syaq.g_02060
OG0001077	Syan.g_01140	Syaq.g_02071
OG0001078	Syan.g_00815	Syaq.g_02083
OG0001079	Syan.g_00799	Syaq.g_02100
OG0001080	Syan.g_00781	Syaq.g_02161
OG0001081	Syan.g_00779	Syaq.g_02232
OG0001082	Syan.g_00778	Syaq.g_02233
OG0001083	Syan.g_00771	Syaq.g_02240
OG0001084	Syan.g_00770	Syaq.g_02241
OG0001086	Syan.g_00757	Syaq.g_02253
OG0001087	Syan.g_01159	Syaq.g_02574
OG0001088	Syan.g_02688	Syaq.g_02576
OG0001089	Syan.g_00185	Syaq.g_02604
OG0001090	Syan.g_00317	Syaq.g_00024
OG0001091	Syan.g_00320	Syaq.g_00027
OG0001092	Syan.g_00322	Syaq.g_00029
OG0001093	Syan.g_00328	Syaq.g_00035
OG0001094	Syan.g_00696	Syaq.g_02334
OG0001095	Syan.g_00675	Syaq.g_02354
OG0001096	Syan.g_00659	Syaq.g_02370
OG0001097	Syan.g_00386	Syaq.g_02393
OG0001099	Syan.g_02304	Syaq.g_01471
OG0001100	Syan.g_00749	Syaq.g_02262
OG0001101	Syan.g_00747	Syaq.g_02263
OG0001102	Syan.g_00744	Syaq.g_02266
OG0001103	Syan.g_00742	Syaq.g_02268
OG0001104	Syan.g_00714	Syaq.g_02316
OG0001106	Syan.g_00551	Syaq.g_02471
OG0001108	Syan.g_00571	Syaq.g_02491
OG0001109	Syan.g_00573	Syaq.g_02493
OG0001110	Syan.g_00575	Syaq.g_02495
OG0001111	Syan.g_00577	Syaq.g_02497
OG0001112	Syan.g_00579	Syaq.g_02499
OG0001113	Syan.g_00580	Syaq.g_02539
