Orthogroup	Prah	Syam
OG0000591	Prah.g_00518	Syam.g_01486
OG0000592	Prah.g_00517	Syam.g_01485
OG0000593	Prah.g_00505	Syam.g_01471
OG0000594	Prah.g_00504	Syam.g_01470
OG0000595	Prah.g_00503	Syam.g_01469
OG0000596	Prah.g_00498	Syam.g_01465
OG0000597	Prah.g_00495	Syam.g_01462
OG0000598	Prah.g_00494	Syam.g_01461
OG0000599	Prah.g_00485	Syam.g_01458
OG0000600	Prah.g_00484	Syam.g_01457
OG0000601	Prah.g_00483	Syam.g_01456
OG0000602	Prah.g_00478	Syam.g_01451
OG0000603	Prah.g_00477	Syam.g_01450
OG0000604	Prah.g_00476	Syam.g_01447
OG0000605	Prah.g_00474	Syam.g_01031
OG0000606	Prah.g_00466	Syam.g_01387
OG0000607	Prah.g_00463	Syam.g_01384
OG0000608	Prah.g_00462	Syam.g_01383
OG0000609	Prah.g_00460	Syam.g_01380
OG0000610	Prah.g_00452	Syam.g_01373
OG0000611	Prah.g_00449	Syam.g_01370
OG0000612	Prah.g_00448	Syam.g_01369
OG0000613	Prah.g_02193	Syam.g_00170
OG0000614	Prah.g_00985	Syam.g_00801
OG0000615	Prah.g_00706	Syam.g_01332
OG0000616	Prah.g_02588	Syam.g_02430
OG0000617	Prah.g_00881	Syam.g_01240
OG0000618	Prah.g_00880	Syam.g_01239
OG0000619	Prah.g_00879	Syam.g_01238
OG0000620	Prah.g_00875	Syam.g_01233
OG0000621	Prah.g_00874	Syam.g_01232
OG0000622	Prah.g_00873	Syam.g_01231
OG0000623	Prah.g_00872	Syam.g_01230
OG0000624	Prah.g_00871	Syam.g_01228
OG0000625	Prah.g_00870	Syam.g_01227
OG0000626	Prah.g_00869	Syam.g_01226
OG0000627	Prah.g_00746	Syam.g_01065
OG0000628	Prah.g_00747	Syam.g_01067
OG0000629	Prah.g_00750	Syam.g_01070
OG0000630	Prah.g_00754	Syam.g_01074
OG0000631	Prah.g_00758	Syam.g_01084
OG0000632	Prah.g_00759	Syam.g_01085
OG0000633	Prah.g_00760	Syam.g_01086
OG0000634	Prah.g_00671	Syam.g_01294
OG0000635	Prah.g_00670	Syam.g_01293
OG0000636	Prah.g_00668	Syam.g_01291
OG0000637	Prah.g_00666	Syam.g_01289
OG0000638	Prah.g_00665	Syam.g_01288
OG0000639	Prah.g_00664	Syam.g_01287
OG0000640	Prah.g_00663	Syam.g_01286
OG0000641	Prah.g_00659	Syam.g_01282
OG0000642	Prah.g_00658	Syam.g_01281
OG0000643	Prah.g_00657	Syam.g_01280
OG0000644	Prah.g_00656	Syam.g_01279
OG0000645	Prah.g_00655	Syam.g_01277
OG0000646	Prah.g_00652	Syam.g_01274
OG0000647	Prah.g_00650	Syam.g_01272
OG0000648	Prah.g_00648	Syam.g_01269
OG0000649	Prah.g_00647	Syam.g_01268
OG0000650	Prah.g_00646	Syam.g_01267
OG0000651	Prah.g_00645	Syam.g_01266
OG0000652	Prah.g_00644	Syam.g_01265
OG0000653	Prah.g_00640	Syam.g_01263
OG0000654	Prah.g_00639	Syam.g_01262
OG0000655	Prah.g_00638	Syam.g_01261
OG0000656	Prah.g_00635	Syam.g_01258
OG0000657	Prah.g_00603	Syam.g_00739
OG0000658	Prah.g_00601	Syam.g_00735
OG0000659	Prah.g_00600	Syam.g_00734
OG0000660	Prah.g_00596	Syam.g_00730
OG0000661	Prah.g_00594	Syam.g_00728
OG0000662	Prah.g_00592	Syam.g_00726
OG0000663	Prah.g_00589	Syam.g_00723
OG0000664	Prah.g_00588	Syam.g_00722
OG0000665	Prah.g_00574	Syam.g_02027
OG0000666	Prah.g_00572	Syam.g_01030
OG0000667	Prah.g_00564	Syam.g_00937
OG0000668	Prah.g_00850	Syam.g_01185
OG0000669	Prah.g_00558	Syam.g_01358
OG0000670	Prah.g_01212	Syam.g_00528
OG0000671	Prah.g_00738	Syam.g_01354
OG0000672	Prah.g_00735	Syam.g_01351
OG0000673	Prah.g_00732	Syam.g_01348
OG0000674	Prah.g_00730	Syam.g_01346
OG0000675	Prah.g_00729	Syam.g_01345
OG0000676	Prah.g_00726	Syam.g_01343
OG0000677	Prah.g_00724	Syam.g_01342
OG0000678	Prah.g_00721	Syam.g_01339
OG0000679	Prah.g_00702	Syam.g_01323
OG0000680	Prah.g_00701	Syam.g_01322
OG0000681	Prah.g_00699	Syam.g_01319
OG0000682	Prah.g_00698	Syam.g_01318
OG0000683	Prah.g_00697	Syam.g_01317
OG0000684	Prah.g_00683	Syam.g_01312
OG0000685	Prah.g_00685	Syam.g_01310
OG0000686	Prah.g_00686	Syam.g_01309
OG0000687	Prah.g_00687	Syam.g_01308
OG0000688	Prah.g_00681	Syam.g_01304
OG0000689	Prah.g_00680	Syam.g_01302
OG0000690	Prah.g_00679	Syam.g_01301
OG0000691	Prah.g_00678	Syam.g_01300
OG0000692	Prah.g_00677	Syam.g_01299
OG0000693	Prah.g_00675	Syam.g_01298
OG0000694	Prah.g_00674	Syam.g_01297
OG0000695	Prah.g_00762	Syam.g_01088
OG0000696	Prah.g_00763	Syam.g_01089
OG0000697	Prah.g_00765	Syam.g_01091
OG0000698	Prah.g_00768	Syam.g_01094
OG0000699	Prah.g_00770	Syam.g_01096
OG0000700	Prah.g_00771	Syam.g_01097
OG0000701	Prah.g_00772	Syam.g_01098
OG0000702	Prah.g_00780	Syam.g_01106
OG0000703	Prah.g_00781	Syam.g_01107
OG0000704	Prah.g_00783	Syam.g_01109
OG0000705	Prah.g_00789	Syam.g_01116
OG0000706	Prah.g_00790	Syam.g_01117
OG0000707	Prah.g_00791	Syam.g_01118
OG0000708	Prah.g_00793	Syam.g_01121
OG0000709	Prah.g_00800	Syam.g_01131
OG0000710	Prah.g_00805	Syam.g_01135
OG0000711	Prah.g_00828	Syam.g_01165
OG0000712	Prah.g_00829	Syam.g_01167
OG0000713	Prah.g_00830	Syam.g_01168
OG0000714	Prah.g_00833	Syam.g_01170
OG0000715	Prah.g_00835	Syam.g_01172
OG0000716	Prah.g_00839	Syam.g_01176
OG0000717	Prah.g_00840	Syam.g_01177
OG0000718	Prah.g_00846	Syam.g_01181
OG0000719	Prah.g_00848	Syam.g_01183
OG0000720	Prah.g_00861	Syam.g_01197
OG0000721	Prah.g_00862	Syam.g_01199
OG0000722	Prah.g_00863	Syam.g_01200
OG0000723	Prah.g_00867	Syam.g_01224
OG0000724	Prah.g_00910	Syam.g_00768
OG0000725	Prah.g_00919	Syam.g_00777
OG0000726	Prah.g_00920	Syam.g_00778
OG0000727	Prah.g_00921	Syam.g_00779
OG0000728	Prah.g_00922	Syam.g_00781
OG0000729	Prah.g_00133	Syam.g_00105
OG0000730	Prah.g_01942	Syam.g_00454
OG0000731	Prah.g_01932	Syam.g_00466
OG0000732	Prah.g_00054	Syam.g_00051
OG0000733	Prah.g_02532	Syam.g_02339
OG0000734	Prah.g_01905	Syam.g_02128
OG0000735	Prah.g_01340	Syam.g_01810
OG0000736	Prah.g_01339	Syam.g_01809
OG0000737	Prah.g_01338	Syam.g_01808
OG0000738	Prah.g_01331	Syam.g_01803
OG0000739	Prah.g_01329	Syam.g_01802
OG0000740	Prah.g_01328	Syam.g_01801
OG0000741	Prah.g_01325	Syam.g_01798
OG0000742	Prah.g_01323	Syam.g_01796
OG0000743	Prah.g_01321	Syam.g_01794
OG0000744	Prah.g_01320	Syam.g_01793
OG0000745	Prah.g_01318	Syam.g_01791
OG0000746	Prah.g_01316	Syam.g_01789
OG0000747	Prah.g_01315	Syam.g_01788
OG0000748	Prah.g_01304	Syam.g_01779
OG0000749	Prah.g_01303	Syam.g_01776
OG0000750	Prah.g_01302	Syam.g_01775
OG0000751	Prah.g_01297	Syam.g_01770
OG0000752	Prah.g_01295	Syam.g_01768
OG0000753	Prah.g_01292	Syam.g_01765
OG0000754	Prah.g_01262	Syam.g_00910
OG0000755	Prah.g_01255	Syam.g_00900
OG0000756	Prah.g_01254	Syam.g_00899
OG0000757	Prah.g_01247	Syam.g_00891
OG0000758	Prah.g_01246	Syam.g_00890
OG0000759	Prah.g_01245	Syam.g_00889
OG0000760	Prah.g_01244	Syam.g_00888
OG0000761	Prah.g_01243	Syam.g_00886
OG0000762	Prah.g_01263	Syam.g_00884
OG0000763	Prah.g_01265	Syam.g_00882
OG0000764	Prah.g_01266	Syam.g_00881
OG0000765	Prah.g_01282	Syam.g_00864
OG0000766	Prah.g_01283	Syam.g_00863
OG0000767	Prah.g_01285	Syam.g_00861
OG0000768	Prah.g_01286	Syam.g_00860
OG0000769	Prah.g_01290	Syam.g_00858
OG0000770	Prah.g_01239	Syam.g_00855
OG0000771	Prah.g_00905	Syam.g_00762
OG0000772	Prah.g_01610	Syam.g_01005
OG0000773	Prah.g_01351	Syam.g_01816
OG0000774	Prah.g_01355	Syam.g_01820
OG0000775	Prah.g_01357	Syam.g_01823
OG0000776	Prah.g_01358	Syam.g_01824
OG0000777	Prah.g_01359	Syam.g_01825
OG0000778	Prah.g_01360	Syam.g_01826
OG0000779	Prah.g_01365	Syam.g_01832
OG0000780	Prah.g_01368	Syam.g_01835
OG0000781	Prah.g_01372	Syam.g_01839
OG0000782	Prah.g_01373	Syam.g_01840
OG0000783	Prah.g_01374	Syam.g_01841
OG0000784	Prah.g_01375	Syam.g_01842
OG0000785	Prah.g_01377	Syam.g_01844
OG0000786	Prah.g_01380	Syam.g_01700
OG0000787	Prah.g_01381	Syam.g_01701
OG0000788	Prah.g_00224	Syam.g_01455
OG0000789	Prah.g_01183	Syam.g_01044
OG0000790	Prah.g_01580	Syam.g_00570
OG0000791	Prah.g_01582	Syam.g_00568
OG0000792	Prah.g_01583	Syam.g_00567
OG0000793	Prah.g_01587	Syam.g_00562
OG0000794	Prah.g_01588	Syam.g_00561
OG0000795	Prah.g_01589	Syam.g_00560
OG0000796	Prah.g_01593	Syam.g_00556
OG0000797	Prah.g_01594	Syam.g_00555
OG0000798	Prah.g_02131	Syam.g_00233
OG0000799	Prah.g_00435	Syam.g_01585
OG0000800	Prah.g_00434	Syam.g_01588
OG0000801	Prah.g_00433	Syam.g_01589
OG0000802	Prah.g_00427	Syam.g_01592
OG0000803	Prah.g_00423	Syam.g_01597
OG0000804	Prah.g_00421	Syam.g_01600
OG0000805	Prah.g_00419	Syam.g_01602
OG0000806	Prah.g_00417	Syam.g_01604
OG0000807	Prah.g_00415	Syam.g_01606
OG0000808	Prah.g_00414	Syam.g_01607
OG0000809	Prah.g_00410	Syam.g_01610
OG0000810	Prah.g_00409	Syam.g_01611
OG0000811	Prah.g_00403	Syam.g_01616
OG0000812	Prah.g_00401	Syam.g_01618
OG0000813	Prah.g_00400	Syam.g_01619
OG0000814	Prah.g_00398	Syam.g_01621
OG0000815	Prah.g_00397	Syam.g_01622
OG0000816	Prah.g_00395	Syam.g_01624
OG0000817	Prah.g_00394	Syam.g_01625
OG0000818	Prah.g_00386	Syam.g_01631
OG0000819	Prah.g_00385	Syam.g_01632
OG0000820	Prah.g_00384	Syam.g_01633
OG0000821	Prah.g_00379	Syam.g_01639
OG0000822	Prah.g_00376	Syam.g_01641
OG0000823	Prah.g_00374	Syam.g_01642
OG0000824	Prah.g_00370	Syam.g_01648
OG0000825	Prah.g_00369	Syam.g_01649
OG0000826	Prah.g_00368	Syam.g_01650
OG0000827	Prah.g_00367	Syam.g_01651
OG0000828	Prah.g_00364	Syam.g_01655
OG0000829	Prah.g_00363	Syam.g_01656
OG0000830	Prah.g_00362	Syam.g_01657
OG0000831	Prah.g_00360	Syam.g_01659
OG0000832	Prah.g_01615	Syam.g_01923
OG0000833	Prah.g_01623	Syam.g_01932
OG0000834	Prah.g_01624	Syam.g_01933
OG0000835	Prah.g_01625	Syam.g_01934
OG0000836	Prah.g_01627	Syam.g_01937
OG0000837	Prah.g_01628	Syam.g_01938
OG0000838	Prah.g_01632	Syam.g_01946
OG0000839	Prah.g_01633	Syam.g_01947
OG0000840	Prah.g_01634	Syam.g_01948
OG0000841	Prah.g_01635	Syam.g_01949
OG0000842	Prah.g_01636	Syam.g_01950
OG0000843	Prah.g_01637	Syam.g_01951
OG0000844	Prah.g_01639	Syam.g_01953
OG0000845	Prah.g_01640	Syam.g_01954
OG0000846	Prah.g_01641	Syam.g_01955
OG0000847	Prah.g_01642	Syam.g_01956
OG0000848	Prah.g_01643	Syam.g_01958
OG0000849	Prah.g_01644	Syam.g_01959
OG0000850	Prah.g_01645	Syam.g_01961
OG0000851	Prah.g_01648	Syam.g_01966
OG0000852	Prah.g_01649	Syam.g_01967
OG0000853	Prah.g_01653	Syam.g_01971
OG0000854	Prah.g_01655	Syam.g_01973
OG0000855	Prah.g_01656	Syam.g_01974
OG0000856	Prah.g_00515	Syam.g_01483
OG0000857	Prah.g_00651	Syam.g_01273
OG0000858	Prah.g_01667	Syam.g_01980
OG0000859	Prah.g_01668	Syam.g_01981
OG0000860	Prah.g_01678	Syam.g_01992
OG0000861	Prah.g_01679	Syam.g_01993
OG0000862	Prah.g_01681	Syam.g_01994
OG0000863	Prah.g_01685	Syam.g_01996
OG0000864	Prah.g_01687	Syam.g_01997
OG0000865	Prah.g_01688	Syam.g_01998
OG0000866	Prah.g_01689	Syam.g_01999
OG0000867	Prah.g_01690	Syam.g_02000
OG0000868	Prah.g_01692	Syam.g_02003
OG0000869	Prah.g_01695	Syam.g_02007
OG0000870	Prah.g_01700	Syam.g_02012
OG0000871	Prah.g_01701	Syam.g_02013
OG0000872	Prah.g_01703	Syam.g_02021
OG0000873	Prah.g_01707	Syam.g_02024
OG0000874	Prah.g_01711	Syam.g_02019
OG0000875	Prah.g_01713	Syam.g_02026
OG0000876	Prah.g_01714	Syam.g_01877
OG0000877	Prah.g_01717	Syam.g_01882
OG0000878	Prah.g_01718	Syam.g_01883
OG0000879	Prah.g_01719	Syam.g_01884
OG0000880	Prah.g_01720	Syam.g_01885
OG0000881	Prah.g_01728	Syam.g_01891
OG0000882	Prah.g_01733	Syam.g_01896
OG0000883	Prah.g_01736	Syam.g_01898
OG0000884	Prah.g_01738	Syam.g_01900
OG0000885	Prah.g_01739	Syam.g_01901
OG0000886	Prah.g_01740	Syam.g_01902
OG0000887	Prah.g_01741	Syam.g_01903
OG0000888	Prah.g_01743	Syam.g_01905
OG0000889	Prah.g_01745	Syam.g_01907
OG0000890	Prah.g_01759	Syam.g_01910
OG0000891	Prah.g_01760	Syam.g_01911
OG0000892	Prah.g_01762	Syam.g_01913
OG0000893	Prah.g_02073	Syam.g_00287
OG0000894	Prah.g_02070	Syam.g_00290
OG0000895	Prah.g_02066	Syam.g_00294
OG0000896	Prah.g_02065	Syam.g_00295
OG0000897	Prah.g_02063	Syam.g_00297
OG0000898	Prah.g_02062	Syam.g_00298
OG0000899	Prah.g_02061	Syam.g_00299
OG0000900	Prah.g_02060	Syam.g_00300
OG0000901	Prah.g_02056	Syam.g_00305
OG0000902	Prah.g_02054	Syam.g_00307
OG0000903	Prah.g_02041	Syam.g_00322
OG0000904	Prah.g_02046	Syam.g_00317
OG0000905	Prah.g_02048	Syam.g_00312
OG0000906	Prah.g_02050	Syam.g_00309
OG0000907	Prah.g_02039	Syam.g_00324
OG0000908	Prah.g_02036	Syam.g_00327
OG0000909	Prah.g_02035	Syam.g_00328
OG0000910	Prah.g_02034	Syam.g_00329
OG0000911	Prah.g_02032	Syam.g_00331
OG0000912	Prah.g_02031	Syam.g_00332
OG0000913	Prah.g_02030	Syam.g_00333
OG0000914	Prah.g_02029	Syam.g_00334
OG0000915	Prah.g_02028	Syam.g_00336
OG0000916	Prah.g_02027	Syam.g_00337
OG0000917	Prah.g_02026	Syam.g_00338
OG0000918	Prah.g_02025	Syam.g_00339
OG0000919	Prah.g_02024	Syam.g_00340
OG0000920	Prah.g_02023	Syam.g_00341
OG0000921	Prah.g_02022	Syam.g_00342
OG0000922	Prah.g_02021	Syam.g_00343
OG0000923	Prah.g_02017	Syam.g_00347
OG0000924	Prah.g_02016	Syam.g_00348
OG0000925	Prah.g_02015	Syam.g_00349
OG0000926	Prah.g_02014	Syam.g_00350
OG0000927	Prah.g_02012	Syam.g_00352
OG0000928	Prah.g_02011	Syam.g_00353
OG0000929	Prah.g_02010	Syam.g_00354
OG0000930	Prah.g_02009	Syam.g_00355
OG0000931	Prah.g_02008	Syam.g_00356
OG0000932	Prah.g_02007	Syam.g_00357
OG0000933	Prah.g_02002	Syam.g_00363
OG0000934	Prah.g_02000	Syam.g_00365
OG0000935	Prah.g_01999	Syam.g_00366
OG0000936	Prah.g_01998	Syam.g_00368
OG0000937	Prah.g_01997	Syam.g_00369
OG0000938	Prah.g_01994	Syam.g_00373
OG0000939	Prah.g_01993	Syam.g_00374
OG0000940	Prah.g_01985	Syam.g_00381
OG0000941	Prah.g_01983	Syam.g_00383
OG0000942	Prah.g_01981	Syam.g_00385
OG0000943	Prah.g_01980	Syam.g_00386
OG0000944	Prah.g_01978	Syam.g_00388
OG0000945	Prah.g_01977	Syam.g_00390
OG0000946	Prah.g_01966	Syam.g_00395
OG0000947	Prah.g_01963	Syam.g_00398
OG0000948	Prah.g_01962	Syam.g_00399
OG0000949	Prah.g_01958	Syam.g_00159
OG0000950	Prah.g_02231	Syam.g_00150
OG0000951	Prah.g_02236	Syam.g_00145
OG0000952	Prah.g_02241	Syam.g_00140
OG0000953	Prah.g_02245	Syam.g_00136
OG0000954	Prah.g_00167	Syam.g_00131
OG0000955	Prah.g_00166	Syam.g_00130
OG0000956	Prah.g_00164	Syam.g_00128
OG0000957	Prah.g_00152	Syam.g_00117
OG0000958	Prah.g_00151	Syam.g_00116
OG0000959	Prah.g_00146	Syam.g_00112
OG0000960	Prah.g_00145	Syam.g_00111
OG0000961	Prah.g_00136	Syam.g_00108
OG0000962	Prah.g_00134	Syam.g_00106
OG0000963	Prah.g_00129	Syam.g_00101
OG0000964	Prah.g_00128	Syam.g_00100
OG0000965	Prah.g_00127	Syam.g_00099
OG0000966	Prah.g_00086	Syam.g_00074
OG0000967	Prah.g_00079	Syam.g_00069
OG0000968	Prah.g_00076	Syam.g_00077
OG0000969	Prah.g_00074	Syam.g_00072
OG0000970	Prah.g_00073	Syam.g_00071
OG0000971	Prah.g_00071	Syam.g_00066
OG0000972	Prah.g_00070	Syam.g_00065
OG0000973	Prah.g_00068	Syam.g_00064
OG0000974	Prah.g_00067	Syam.g_00063
OG0000975	Prah.g_00066	Syam.g_00062
OG0000976	Prah.g_00065	Syam.g_00061
OG0000977	Prah.g_00063	Syam.g_00059
OG0000978	Prah.g_00062	Syam.g_00058
OG0000979	Prah.g_00059	Syam.g_00055
OG0000980	Prah.g_00055	Syam.g_00052
OG0000981	Prah.g_00052	Syam.g_00049
OG0000982	Prah.g_02491	Syam.g_02314
OG0000983	Prah.g_02492	Syam.g_02315
OG0000984	Prah.g_02493	Syam.g_02316
OG0000985	Prah.g_02497	Syam.g_02318
OG0000986	Prah.g_02499	Syam.g_02320
OG0000987	Prah.g_02501	Syam.g_02322
OG0000988	Prah.g_02505	Syam.g_02327
OG0000989	Prah.g_02513	Syam.g_02334
OG0000990	Prah.g_02536	Syam.g_02346
OG0000991	Prah.g_02540	Syam.g_02348
OG0000992	Prah.g_02543	Syam.g_02351
OG0000993	Prah.g_02544	Syam.g_02352
OG0000994	Prah.g_02547	Syam.g_02354
OG0000995	Prah.g_02552	Syam.g_02359
OG0000996	Prah.g_02565	Syam.g_02405
OG0000997	Prah.g_02574	Syam.g_02416
OG0000998	Prah.g_02576	Syam.g_02418
OG0000999	Prah.g_02577	Syam.g_02419
OG0001000	Prah.g_02580	Syam.g_02422
OG0001001	Prah.g_02584	Syam.g_02427
OG0001002	Prah.g_02591	Syam.g_02433
OG0001003	Prah.g_02593	Syam.g_02434
OG0001004	Prah.g_02594	Syam.g_02435
OG0001005	Prah.g_02596	Syam.g_02436
OG0001006	Prah.g_02602	Syam.g_02444
OG0001007	Prah.g_02604	Syam.g_02446
OG0001008	Prah.g_00231	Syam.g_01866
OG0001009	Prah.g_00033	Syam.g_00032
OG0001010	Prah.g_00034	Syam.g_00033
OG0001011	Prah.g_00036	Syam.g_00034
OG0001012	Prah.g_02488	Syam.g_02310
OG0001013	Prah.g_02466	Syam.g_02296
OG0001014	Prah.g_02454	Syam.g_02292
OG0001015	Prah.g_02453	Syam.g_02291
OG0001016	Prah.g_01843	Syam.g_02067
OG0001017	Prah.g_01849	Syam.g_02073
OG0001018	Prah.g_01851	Syam.g_02075
OG0001019	Prah.g_01867	Syam.g_02093
OG0001020	Prah.g_01873	Syam.g_02098
OG0001021	Prah.g_01877	Syam.g_02102
OG0001022	Prah.g_01882	Syam.g_02106
OG0001023	Prah.g_01883	Syam.g_02107
OG0001024	Prah.g_01887	Syam.g_02111
OG0001025	Prah.g_01894	Syam.g_02118
OG0001026	Prah.g_01908	Syam.g_02130
OG0001027	Prah.g_00195	Syam.g_02135
OG0001028	Prah.g_00193	Syam.g_02137
OG0001029	Prah.g_00191	Syam.g_02139
OG0001030	Prah.g_02257	Syam.g_02163
OG0001031	Prah.g_02336	Syam.g_02239
OG0001032	Prah.g_02339	Syam.g_02241
OG0001033	Prah.g_02372	Syam.g_02265
OG0001034	Prah.g_01779	Syam.g_00508
OG0001035	Prah.g_02099	Syam.g_00265
OG0001036	Prah.g_02103	Syam.g_00261
OG0001037	Prah.g_02105	Syam.g_00259
OG0001038	Prah.g_02132	Syam.g_00232
OG0001039	Prah.g_02135	Syam.g_00229
OG0001040	Prah.g_02138	Syam.g_00226
OG0001041	Prah.g_02143	Syam.g_00221
OG0001042	Prah.g_02168	Syam.g_00196
OG0001043	Prah.g_02170	Syam.g_00192
OG0001044	Prah.g_01941	Syam.g_00456
OG0001045	Prah.g_01929	Syam.g_00469
OG0001046	Prah.g_01661	Syam.g_01151
OG0001047	Prah.g_00233	Syam.g_01864
OG0001048	Prah.g_00234	Syam.g_01863
OG0001049	Prah.g_00237	Syam.g_01855
OG0001050	Prah.g_00238	Syam.g_01854
OG0001051	Prah.g_00239	Syam.g_01853
OG0001052	Prah.g_00308	Syam.g_01672
OG0001053	Prah.g_01563	Syam.g_00586
OG0001054	Prah.g_01545	Syam.g_00603
OG0001055	Prah.g_01524	Syam.g_00624
OG0001056	Prah.g_01496	Syam.g_00656
OG0001057	Prah.g_01482	Syam.g_00664
OG0001058	Prah.g_01468	Syam.g_00677
OG0001059	Prah.g_01464	Syam.g_00681
OG0001060	Prah.g_01458	Syam.g_00688
OG0001061	Prah.g_01440	Syam.g_01744
OG0001062	Prah.g_01438	Syam.g_01742
OG0001063	Prah.g_01434	Syam.g_01737
OG0001064	Prah.g_01433	Syam.g_01736
OG0001065	Prah.g_01432	Syam.g_01735
OG0001066	Prah.g_01431	Syam.g_01734
OG0001067	Prah.g_01430	Syam.g_01733
OG0001068	Prah.g_01429	Syam.g_01732
OG0001069	Prah.g_01428	Syam.g_01731
OG0001070	Prah.g_01424	Syam.g_01728
OG0001071	Prah.g_01423	Syam.g_01727
OG0001072	Prah.g_01418	Syam.g_01723
OG0001073	Prah.g_01399	Syam.g_01709
OG0001074	Prah.g_00532	Syam.g_01504
OG0001075	Prah.g_00531	Syam.g_01502
OG0001076	Prah.g_00523	Syam.g_01491
OG0001077	Prah.g_00513	Syam.g_01480
OG0001078	Prah.g_00500	Syam.g_01467
OG0001079	Prah.g_00482	Syam.g_01454
OG0001080	Prah.g_00472	Syam.g_01034
OG0001081	Prah.g_00465	Syam.g_01386
OG0001082	Prah.g_00464	Syam.g_01385
OG0001083	Prah.g_00456	Syam.g_01377
OG0001084	Prah.g_00455	Syam.g_01376
OG0001085	Prah.g_00444	Syam.g_01366
OG0001086	Prah.g_00442	Syam.g_01364
OG0001087	Prah.g_00968	Syam.g_00813
OG0001088	Prah.g_00972	Syam.g_00809
OG0001089	Prah.g_01025	Syam.g_00785
OG0001090	Prah.g_00886	Syam.g_01246
OG0001091	Prah.g_00884	Syam.g_01244
OG0001092	Prah.g_00882	Syam.g_01242
OG0001093	Prah.g_00878	Syam.g_01236
OG0001094	Prah.g_00673	Syam.g_01296
OG0001095	Prah.g_00654	Syam.g_01276
OG0001096	Prah.g_00637	Syam.g_01260
OG0001097	Prah.g_00593	Syam.g_00727
OG0001098	Prah.g_00743	Syam.g_01037
OG0001099	Prah.g_00192	Syam.g_02138
OG0001100	Prah.g_00740	Syam.g_01356
OG0001101	Prah.g_00739	Syam.g_01355
OG0001103	Prah.g_00734	Syam.g_01350
OG0001104	Prah.g_00684	Syam.g_01311
OG0001105	Prah.g_00689	Syam.g_01307
OG0001106	Prah.g_00784	Syam.g_01110
OG0001107	Prah.g_00794	Syam.g_01122
OG0001108	Prah.g_00801	Syam.g_01132
OG0001109	Prah.g_00803	Syam.g_01134
OG0001110	Prah.g_00806	Syam.g_01136
OG0001111	Prah.g_00808	Syam.g_01138
OG0001112	Prah.g_00810	Syam.g_01140
OG0001113	Prah.g_00811	Syam.g_01141
OG0001114	Prah.g_00812	Syam.g_01142
OG0001115	Prah.g_00814	Syam.g_01146
OG0001116	Prah.g_00815	Syam.g_01148
OG0001117	Prah.g_00816	Syam.g_01149
OG0001118	Prah.g_00817	Syam.g_01150
OG0001119	Prah.g_00818	Syam.g_01152
OG0001120	Prah.g_00821	Syam.g_01156
OG0001122	Prah.g_00849	Syam.g_01184
OG0001123	Prah.g_00856	Syam.g_01191
OG0001124	Prah.g_00858	Syam.g_01194
OG0001125	Prah.g_00860	Syam.g_01196
OG0001126	Prah.g_00903	Syam.g_00757
OG0001127	Prah.g_00904	Syam.g_00758
OG0001128	Prah.g_00907	Syam.g_00764
OG0001129	Prah.g_00908	Syam.g_00766
OG0001130	Prah.g_00909	Syam.g_00767
OG0001131	Prah.g_00893	Syam.g_01337
OG0001132	Prah.g_00539	Syam.g_01020
OG0001134	Prah.g_02524	Syam.g_00915
OG0001135	Prah.g_02526	Syam.g_00917
OG0001136	Prah.g_01324	Syam.g_01797
OG0001137	Prah.g_01305	Syam.g_01780
OG0001138	Prah.g_01253	Syam.g_00898
OG0001139	Prah.g_01251	Syam.g_00896
OG0001140	Prah.g_01250	Syam.g_00895
OG0001141	Prah.g_01249	Syam.g_00894
OG0001142	Prah.g_01248	Syam.g_00892
OG0001143	Prah.g_01264	Syam.g_00883
OG0001144	Prah.g_01273	Syam.g_00873
OG0001145	Prah.g_01353	Syam.g_01817
OG0001146	Prah.g_01369	Syam.g_01836
OG0001147	Prah.g_00323	Syam.g_01665
OG0001148	Prah.g_01577	Syam.g_00573
OG0001149	Prah.g_01578	Syam.g_00572
OG0001150	Prah.g_01579	Syam.g_00571
OG0001151	Prah.g_01591	Syam.g_00558
OG0001152	Prah.g_01592	Syam.g_00557
OG0001153	Prah.g_00366	Syam.g_01652
OG0001154	Prah.g_00365	Syam.g_01654
OG0001155	Prah.g_01617	Syam.g_01925
OG0001156	Prah.g_01620	Syam.g_01928
OG0001157	Prah.g_00538	Syam.g_01929
OG0001158	Prah.g_01621	Syam.g_01930
OG0001159	Prah.g_01622	Syam.g_01931
OG0001160	Prah.g_01651	Syam.g_01969
OG0001161	Prah.g_00541	Syam.g_02338
OG0001162	Prah.g_01050	Syam.g_01257
OG0001163	Prah.g_01665	Syam.g_01977
OG0001164	Prah.g_01670	Syam.g_01983
OG0001165	Prah.g_01673	Syam.g_01988
OG0001166	Prah.g_01699	Syam.g_02011
OG0001167	Prah.g_01725	Syam.g_01888
OG0001168	Prah.g_01727	Syam.g_01890
OG0001169	Prah.g_01729	Syam.g_01892
OG0001170	Prah.g_01731	Syam.g_01894
OG0001171	Prah.g_01742	Syam.g_01904
OG0001172	Prah.g_02068	Syam.g_00292
OG0001173	Prah.g_02067	Syam.g_00293
OG0001174	Prah.g_02059	Syam.g_00301
OG0001175	Prah.g_02058	Syam.g_00302
