Orthogroup	Prah	Syag
OG0000569	Prah.g_01445	Syag.g_00296
OG0000570	Prah.g_01444	Syag.g_00297
OG0000571	Prah.g_01441	Syag.g_00301
OG0000572	Prah.g_01425	Syag.g_00320, Syag.g_00251
OG0000573	Prah.g_01416	Syag.g_00329
OG0000574	Prah.g_01415	Syag.g_00330
OG0000575	Prah.g_01406	Syag.g_00335
OG0000576	Prah.g_01404	Syag.g_00337
OG0000577	Prah.g_01403	Syag.g_00338
OG0000578	Prah.g_01402	Syag.g_00339
OG0000579	Prah.g_01401	Syag.g_00340
OG0000580	Prah.g_01400	Syag.g_00341
OG0000581	Prah.g_01396	Syag.g_00348
OG0000582	Prah.g_01392	Syag.g_00353
OG0000583	Prah.g_01391	Syag.g_00354
OG0000584	Prah.g_01390	Syag.g_00355
OG0000585	Prah.g_01388	Syag.g_00357
OG0000586	Prah.g_01387	Syag.g_00358
OG0000587	Prah.g_01385	Syag.g_00360
OG0000588	Prah.g_00529	Syag.g_00371
OG0000589	Prah.g_00526	Syag.g_00375
OG0000590	Prah.g_00525	Syag.g_00376
OG0000591	Prah.g_00518	Syag.g_00383
OG0000592	Prah.g_00517	Syag.g_00384
OG0000593	Prah.g_00505	Syag.g_00406
OG0000594	Prah.g_00504	Syag.g_00407
OG0000595	Prah.g_00503	Syag.g_00408
OG0000596	Prah.g_00498	Syag.g_00413
OG0000597	Prah.g_00495	Syag.g_00416
OG0000598	Prah.g_00494	Syag.g_00417
OG0000599	Prah.g_00485	Syag.g_00424
OG0000600	Prah.g_00484	Syag.g_00425
OG0000601	Prah.g_00483	Syag.g_00426
OG0000602	Prah.g_00478	Syag.g_00431
OG0000603	Prah.g_00477	Syag.g_00432
OG0000604	Prah.g_00476	Syag.g_00434
OG0000605	Prah.g_00474	Syag.g_00522
OG0000606	Prah.g_00466	Syag.g_00550
OG0000607	Prah.g_00463	Syag.g_00553
OG0000608	Prah.g_00462	Syag.g_00554
OG0000609	Prah.g_00460	Syag.g_00556
OG0000610	Prah.g_00452	Syag.g_00580
OG0000611	Prah.g_00449	Syag.g_00583
OG0000612	Prah.g_00448	Syag.g_00584
OG0000613	Prah.g_02193	Syag.g_02533
OG0000614	Prah.g_00985	Syag.g_01004
OG0000615	Prah.g_00706	Syag.g_00630
OG0000616	Prah.g_02588	Syag.g_02255
OG0000617	Prah.g_00881	Syag.g_00915
OG0000618	Prah.g_00880	Syag.g_00914
OG0000619	Prah.g_00879	Syag.g_00913
OG0000620	Prah.g_00875	Syag.g_00906
OG0000621	Prah.g_00874	Syag.g_00905
OG0000622	Prah.g_00873	Syag.g_00904
OG0000623	Prah.g_00872	Syag.g_00903
OG0000624	Prah.g_00871	Syag.g_00901
OG0000625	Prah.g_00870	Syag.g_00900
OG0000626	Prah.g_00869	Syag.g_00899
OG0000627	Prah.g_00746	Syag.g_00756
OG0000628	Prah.g_00747	Syag.g_00757
OG0000629	Prah.g_00750	Syag.g_00761
OG0000630	Prah.g_00754	Syag.g_00765
OG0000631	Prah.g_00758	Syag.g_00772
OG0000632	Prah.g_00759	Syag.g_00773
OG0000633	Prah.g_00760	Syag.g_00774
OG0000634	Prah.g_00671	Syag.g_00663
OG0000635	Prah.g_00670	Syag.g_00664
OG0000636	Prah.g_00668	Syag.g_00666
OG0000637	Prah.g_00666	Syag.g_00668
OG0000638	Prah.g_00665	Syag.g_00669
OG0000639	Prah.g_00664	Syag.g_00670
OG0000640	Prah.g_00663	Syag.g_00671
OG0000641	Prah.g_00659	Syag.g_00675
OG0000642	Prah.g_00658	Syag.g_00676
OG0000643	Prah.g_00657	Syag.g_00677
OG0000644	Prah.g_00656	Syag.g_00678
OG0000645	Prah.g_00655	Syag.g_00680
OG0000646	Prah.g_00652	Syag.g_00683
OG0000647	Prah.g_00650	Syag.g_00685
OG0000648	Prah.g_00648	Syag.g_00694
OG0000649	Prah.g_00647	Syag.g_00695
OG0000650	Prah.g_00646	Syag.g_00696
OG0000651	Prah.g_00645	Syag.g_00697
OG0000652	Prah.g_00644	Syag.g_00698
OG0000653	Prah.g_00640	Syag.g_00700
OG0000654	Prah.g_00639	Syag.g_00701
OG0000655	Prah.g_00638	Syag.g_00702
OG0000656	Prah.g_00635	Syag.g_00705
OG0000657	Prah.g_00603	Syag.g_00719
OG0000658	Prah.g_00601	Syag.g_00721
OG0000659	Prah.g_00600	Syag.g_00722
OG0000660	Prah.g_00596	Syag.g_00726
OG0000661	Prah.g_00594	Syag.g_00728
OG0000662	Prah.g_00592	Syag.g_00730
OG0000663	Prah.g_00589	Syag.g_00733
OG0000664	Prah.g_00588	Syag.g_00734
OG0000665	Prah.g_00574	Syag.g_00456
OG0000666	Prah.g_00572	Syag.g_00445
OG0000667	Prah.g_00564	Syag.g_00574
OG0000668	Prah.g_00850	Syag.g_00868
OG0000669	Prah.g_00558	Syag.g_00600
OG0000670	Prah.g_01212	Syag.g_00399
OG0000671	Prah.g_00738	Syag.g_00604
OG0000672	Prah.g_00735	Syag.g_00607
OG0000673	Prah.g_00732	Syag.g_00610
OG0000674	Prah.g_00730	Syag.g_00612
OG0000675	Prah.g_00729	Syag.g_00613
OG0000676	Prah.g_00726	Syag.g_00615
OG0000677	Prah.g_00724	Syag.g_00616
OG0000678	Prah.g_00721	Syag.g_00622
OG0000679	Prah.g_00702	Syag.g_00633
OG0000680	Prah.g_00701	Syag.g_00634
OG0000681	Prah.g_00699	Syag.g_00637
OG0000682	Prah.g_00698	Syag.g_00638
OG0000683	Prah.g_00697	Syag.g_00639
OG0000684	Prah.g_00683	Syag.g_00641
OG0000685	Prah.g_00685	Syag.g_00643
OG0000686	Prah.g_00686	Syag.g_00644
OG0000687	Prah.g_00687	Syag.g_00645
OG0000688	Prah.g_00681	Syag.g_00651
OG0000689	Prah.g_00680	Syag.g_00653
OG0000690	Prah.g_00679	Syag.g_00654
OG0000691	Prah.g_00678	Syag.g_00655
OG0000692	Prah.g_00677	Syag.g_00656
OG0000693	Prah.g_00675	Syag.g_00658
OG0000694	Prah.g_00674	Syag.g_00659
OG0000695	Prah.g_00762	Syag.g_00776
OG0000696	Prah.g_00763	Syag.g_00777
OG0000697	Prah.g_00765	Syag.g_00778
OG0000698	Prah.g_00768	Syag.g_00781
OG0000699	Prah.g_00770	Syag.g_00782
OG0000700	Prah.g_00771	Syag.g_00783
OG0000701	Prah.g_00772	Syag.g_00784
OG0000702	Prah.g_00780	Syag.g_00792
OG0000703	Prah.g_00781	Syag.g_00793
OG0000704	Prah.g_00783	Syag.g_00795
OG0000705	Prah.g_00789	Syag.g_00802
OG0000706	Prah.g_00790	Syag.g_00803
OG0000707	Prah.g_00791	Syag.g_00804
OG0000708	Prah.g_00793	Syag.g_00807
OG0000709	Prah.g_00800	Syag.g_00816
OG0000710	Prah.g_00805	Syag.g_00820
OG0000711	Prah.g_00828	Syag.g_00848
OG0000712	Prah.g_00829	Syag.g_00850
OG0000713	Prah.g_00830	Syag.g_00851
OG0000714	Prah.g_00833	Syag.g_00853
OG0000715	Prah.g_00835	Syag.g_00855
OG0000716	Prah.g_00839	Syag.g_00859
OG0000717	Prah.g_00840	Syag.g_00860
OG0000718	Prah.g_00846	Syag.g_00864
OG0000719	Prah.g_00848	Syag.g_00866
OG0000720	Prah.g_00861	Syag.g_00880
OG0000721	Prah.g_00862	Syag.g_00882
OG0000722	Prah.g_00863	Syag.g_00883
OG0000723	Prah.g_00867	Syag.g_00897
OG0000724	Prah.g_00910	Syag.g_00967
OG0000725	Prah.g_00919	Syag.g_00978
OG0000726	Prah.g_00920	Syag.g_00979
OG0000727	Prah.g_00921	Syag.g_00980
OG0000728	Prah.g_00922	Syag.g_00982
OG0000729	Prah.g_00133	Syag.g_02376
OG0000730	Prah.g_01942	Syag.g_02840
OG0000731	Prah.g_01932	Syag.g_02853
OG0000732	Prah.g_00054	Syag.g_02331
OG0000733	Prah.g_02532	Syag.g_00145
OG0000734	Prah.g_01905	Syag.g_01892
OG0000735	Prah.g_01340	Syag.g_01159
OG0000736	Prah.g_01339	Syag.g_01158
OG0000737	Prah.g_01338	Syag.g_01157
OG0000738	Prah.g_01331	Syag.g_01152
OG0000739	Prah.g_01329	Syag.g_01149
OG0000740	Prah.g_01328	Syag.g_01148
OG0000741	Prah.g_01325	Syag.g_01145
OG0000742	Prah.g_01323	Syag.g_01142
OG0000743	Prah.g_01321	Syag.g_01140
OG0000744	Prah.g_01320	Syag.g_01139
OG0000745	Prah.g_01318	Syag.g_01137
OG0000746	Prah.g_01316	Syag.g_01135
OG0000747	Prah.g_01315	Syag.g_01134
OG0000748	Prah.g_01304	Syag.g_01122
OG0000749	Prah.g_01303	Syag.g_01121
OG0000750	Prah.g_01302	Syag.g_01120
OG0000751	Prah.g_01297	Syag.g_01114
OG0000752	Prah.g_01295	Syag.g_01112
OG0000753	Prah.g_01292	Syag.g_01109
OG0000754	Prah.g_01262	Syag.g_01103
OG0000755	Prah.g_01255	Syag.g_01092
OG0000756	Prah.g_01254	Syag.g_01091
OG0000757	Prah.g_01247	Syag.g_01084
OG0000758	Prah.g_01246	Syag.g_01083
OG0000759	Prah.g_01245	Syag.g_01082
OG0000760	Prah.g_01244	Syag.g_01081
OG0000761	Prah.g_01243	Syag.g_01080
OG0000762	Prah.g_01263	Syag.g_01078
OG0000763	Prah.g_01265	Syag.g_01076
OG0000764	Prah.g_01266	Syag.g_01075
OG0000765	Prah.g_01282	Syag.g_01056
OG0000766	Prah.g_01283	Syag.g_01055
OG0000767	Prah.g_01285	Syag.g_01053
OG0000768	Prah.g_01286	Syag.g_01052
OG0000769	Prah.g_01290	Syag.g_01047
OG0000770	Prah.g_01239	Syag.g_01043
OG0000771	Prah.g_00905	Syag.g_00959
OG0000772	Prah.g_01610	Syag.g_02043
OG0000773	Prah.g_01351	Syag.g_01168
OG0000774	Prah.g_01355	Syag.g_01182
OG0000775	Prah.g_01357	Syag.g_01185
OG0000776	Prah.g_01358	Syag.g_01186
OG0000777	Prah.g_01359	Syag.g_01187
OG0000778	Prah.g_01360	Syag.g_01188
OG0000779	Prah.g_01365	Syag.g_01194
OG0000780	Prah.g_01368	Syag.g_01217
OG0000781	Prah.g_01372	Syag.g_01221
OG0000782	Prah.g_01373	Syag.g_01222
OG0000783	Prah.g_01374	Syag.g_01223
OG0000784	Prah.g_01375	Syag.g_01224
OG0000785	Prah.g_01377	Syag.g_01226
OG0000786	Prah.g_01380	Syag.g_01235
OG0000787	Prah.g_01381	Syag.g_01236
OG0000788	Prah.g_00224	Syag.g_00427
OG0000789	Prah.g_01183	Syag.g_00453
OG0000790	Prah.g_01580	Syag.g_01542
OG0000791	Prah.g_01582	Syag.g_01544
OG0000792	Prah.g_01583	Syag.g_01545
OG0000793	Prah.g_01587	Syag.g_01550
OG0000794	Prah.g_01588	Syag.g_01551
OG0000795	Prah.g_01589	Syag.g_01552
OG0000796	Prah.g_01593	Syag.g_01556
OG0000797	Prah.g_01594	Syag.g_01557
OG0000798	Prah.g_02131	Syag.g_02601
OG0000799	Prah.g_00435	Syag.g_01278
OG0000800	Prah.g_00434	Syag.g_01280
OG0000801	Prah.g_00433	Syag.g_01285
OG0000802	Prah.g_00427	Syag.g_01293
OG0000803	Prah.g_00423	Syag.g_01321
OG0000804	Prah.g_00421	Syag.g_01438
OG0000805	Prah.g_00419	Syag.g_01433
OG0000806	Prah.g_00417	Syag.g_01429
OG0000807	Prah.g_00415	Syag.g_01428
OG0000808	Prah.g_00414	Syag.g_01427
OG0000809	Prah.g_00410	Syag.g_01423
OG0000810	Prah.g_00409	Syag.g_01422
OG0000811	Prah.g_00403	Syag.g_01413
OG0000812	Prah.g_00401	Syag.g_01411
OG0000813	Prah.g_00400	Syag.g_01410
OG0000814	Prah.g_00398	Syag.g_01408
OG0000815	Prah.g_00397	Syag.g_01407
OG0000816	Prah.g_00395	Syag.g_01405
OG0000817	Prah.g_00394	Syag.g_01404
OG0000818	Prah.g_00386	Syag.g_01400
OG0000819	Prah.g_00385	Syag.g_01399
OG0000820	Prah.g_00384	Syag.g_01398
OG0000821	Prah.g_00379	Syag.g_01388
OG0000822	Prah.g_00376	Syag.g_01386
OG0000823	Prah.g_00374	Syag.g_01385
OG0000824	Prah.g_00370	Syag.g_01379
OG0000825	Prah.g_00369	Syag.g_01378
OG0000826	Prah.g_00368	Syag.g_01377
OG0000827	Prah.g_00367	Syag.g_01376
OG0000828	Prah.g_00364	Syag.g_01373
OG0000829	Prah.g_00363	Syag.g_01372
OG0000830	Prah.g_00362	Syag.g_01371
OG0000831	Prah.g_00360	Syag.g_01367
OG0000832	Prah.g_01615	Syag.g_01614
OG0000833	Prah.g_01623	Syag.g_01628
OG0000834	Prah.g_01624	Syag.g_01632
OG0000835	Prah.g_01625	Syag.g_01633
OG0000836	Prah.g_01627	Syag.g_01637
OG0000837	Prah.g_01628	Syag.g_01638
OG0000838	Prah.g_01632	Syag.g_01642
OG0000839	Prah.g_01633	Syag.g_01643
OG0000840	Prah.g_01634	Syag.g_01644
OG0000841	Prah.g_01635	Syag.g_01645
OG0000842	Prah.g_01636	Syag.g_01646
OG0000843	Prah.g_01637	Syag.g_01647
OG0000844	Prah.g_01639	Syag.g_01649
OG0000845	Prah.g_01640	Syag.g_01650
OG0000846	Prah.g_01641	Syag.g_01651
OG0000847	Prah.g_01642	Syag.g_01652
OG0000848	Prah.g_01643	Syag.g_01654
OG0000849	Prah.g_01644	Syag.g_01655
OG0000850	Prah.g_01645	Syag.g_01657
OG0000851	Prah.g_01648	Syag.g_01663
OG0000852	Prah.g_01649	Syag.g_01664
OG0000853	Prah.g_01653	Syag.g_01668
OG0000854	Prah.g_01655	Syag.g_01670
OG0000855	Prah.g_01656	Syag.g_01671
OG0000856	Prah.g_00515	Syag.g_00386
OG0000857	Prah.g_00651	Syag.g_00684
OG0000858	Prah.g_01667	Syag.g_01677
OG0000859	Prah.g_01668	Syag.g_01678
OG0000860	Prah.g_01678	Syag.g_01689
OG0000861	Prah.g_01679	Syag.g_01690
OG0000862	Prah.g_01681	Syag.g_01693
OG0000863	Prah.g_01685	Syag.g_01695
OG0000864	Prah.g_01687	Syag.g_01696
OG0000865	Prah.g_01688	Syag.g_01697
OG0000866	Prah.g_01689	Syag.g_01698
OG0000867	Prah.g_01690	Syag.g_01699
OG0000868	Prah.g_01692	Syag.g_01707
OG0000869	Prah.g_01695	Syag.g_01711
OG0000870	Prah.g_01700	Syag.g_01716
OG0000871	Prah.g_01701	Syag.g_01717
OG0000872	Prah.g_01703	Syag.g_01723
OG0000873	Prah.g_01707	Syag.g_01726
OG0000874	Prah.g_01711	Syag.g_01729
OG0000875	Prah.g_01713	Syag.g_01731
OG0000876	Prah.g_01714	Syag.g_01732
OG0000877	Prah.g_01717	Syag.g_01734
OG0000878	Prah.g_01718	Syag.g_01735
OG0000879	Prah.g_01719	Syag.g_02356
OG0000880	Prah.g_01720	Syag.g_01736
OG0000881	Prah.g_01728	Syag.g_01741
OG0000882	Prah.g_01733	Syag.g_01746
OG0000883	Prah.g_01736	Syag.g_01749
OG0000884	Prah.g_01738	Syag.g_01751
OG0000885	Prah.g_01739	Syag.g_01752
OG0000886	Prah.g_01740	Syag.g_01753
OG0000887	Prah.g_01741	Syag.g_01754
OG0000888	Prah.g_01743	Syag.g_01756
OG0000889	Prah.g_01745	Syag.g_01758
OG0000890	Prah.g_01759	Syag.g_01761
OG0000891	Prah.g_01760	Syag.g_01762
OG0000892	Prah.g_01762	Syag.g_01765
OG0000893	Prah.g_02073	Syag.g_02688
OG0000894	Prah.g_02070	Syag.g_02691
OG0000895	Prah.g_02066	Syag.g_02695
OG0000896	Prah.g_02065	Syag.g_02696
OG0000897	Prah.g_02063	Syag.g_02699
OG0000898	Prah.g_02062	Syag.g_02700
OG0000899	Prah.g_02061	Syag.g_02701
OG0000900	Prah.g_02060	Syag.g_02702
OG0000901	Prah.g_02056	Syag.g_02707
OG0000902	Prah.g_02054	Syag.g_02709
OG0000903	Prah.g_02041	Syag.g_02724
OG0000904	Prah.g_02046	Syag.g_02718
OG0000905	Prah.g_02048	Syag.g_02714
OG0000906	Prah.g_02050	Syag.g_02711
OG0000907	Prah.g_02039	Syag.g_02727
OG0000908	Prah.g_02036	Syag.g_02730
OG0000909	Prah.g_02035	Syag.g_02731
OG0000910	Prah.g_02034	Syag.g_02732
OG0000911	Prah.g_02032	Syag.g_02734
OG0000912	Prah.g_02031	Syag.g_02735
OG0000913	Prah.g_02030	Syag.g_02736
OG0000914	Prah.g_02029	Syag.g_02737
OG0000915	Prah.g_02028	Syag.g_02739
OG0000916	Prah.g_02027	Syag.g_02740
OG0000917	Prah.g_02026	Syag.g_02741
OG0000918	Prah.g_02025	Syag.g_02742
OG0000919	Prah.g_02024	Syag.g_02743
OG0000920	Prah.g_02023	Syag.g_02744
OG0000921	Prah.g_02022	Syag.g_02745
OG0000922	Prah.g_02021	Syag.g_02746
OG0000923	Prah.g_02017	Syag.g_02750
OG0000924	Prah.g_02016	Syag.g_02751
OG0000925	Prah.g_02015	Syag.g_02752
OG0000926	Prah.g_02014	Syag.g_02753
OG0000927	Prah.g_02012	Syag.g_02755
OG0000928	Prah.g_02011	Syag.g_02756
OG0000929	Prah.g_02010	Syag.g_02757
OG0000930	Prah.g_02009	Syag.g_02758
OG0000931	Prah.g_02008	Syag.g_02759
OG0000932	Prah.g_02007	Syag.g_02760
OG0000933	Prah.g_02002	Syag.g_02766
OG0000934	Prah.g_02000	Syag.g_02768
OG0000935	Prah.g_01999	Syag.g_02769
OG0000936	Prah.g_01998	Syag.g_02770
OG0000937	Prah.g_01997	Syag.g_02771
OG0000938	Prah.g_01994	Syag.g_02774
OG0000939	Prah.g_01993	Syag.g_02775
OG0000940	Prah.g_01985	Syag.g_02783
OG0000941	Prah.g_01983	Syag.g_02785
OG0000942	Prah.g_01981	Syag.g_02787
OG0000943	Prah.g_01980	Syag.g_02788
OG0000944	Prah.g_01978	Syag.g_02790
OG0000945	Prah.g_01977	Syag.g_02792
OG0000946	Prah.g_01966	Syag.g_02797
OG0000947	Prah.g_01963	Syag.g_02801
OG0000948	Prah.g_01962	Syag.g_02802
OG0000949	Prah.g_01958	Syag.g_02449
OG0000950	Prah.g_02231	Syag.g_02436
OG0000951	Prah.g_02236	Syag.g_02431
OG0000952	Prah.g_02241	Syag.g_02423
OG0000953	Prah.g_02245	Syag.g_02415
OG0000954	Prah.g_00167	Syag.g_02409
OG0000955	Prah.g_00166	Syag.g_02408
OG0000956	Prah.g_00164	Syag.g_02406
OG0000957	Prah.g_00152	Syag.g_02395
OG0000958	Prah.g_00151	Syag.g_02394
OG0000959	Prah.g_00146	Syag.g_02389
OG0000960	Prah.g_00145	Syag.g_02388
OG0000961	Prah.g_00136	Syag.g_02379
OG0000962	Prah.g_00134	Syag.g_02377
OG0000963	Prah.g_00129	Syag.g_02372
OG0000964	Prah.g_00128	Syag.g_02371
OG0000965	Prah.g_00127	Syag.g_02370
OG0000966	Prah.g_00086	Syag.g_02362
OG0000967	Prah.g_00079	Syag.g_02358
OG0000968	Prah.g_00076	Syag.g_02355
OG0000969	Prah.g_00074	Syag.g_02354
OG0000970	Prah.g_00073	Syag.g_02353
OG0000971	Prah.g_00071	Syag.g_02348
OG0000972	Prah.g_00070	Syag.g_02347
OG0000973	Prah.g_00068	Syag.g_02346
OG0000974	Prah.g_00067	Syag.g_02345
OG0000975	Prah.g_00066	Syag.g_02344
OG0000976	Prah.g_00065	Syag.g_02343
OG0000977	Prah.g_00063	Syag.g_02340
OG0000978	Prah.g_00062	Syag.g_02338
OG0000979	Prah.g_00059	Syag.g_02335
OG0000980	Prah.g_00055	Syag.g_02332
OG0000981	Prah.g_00052	Syag.g_02329
OG0000982	Prah.g_02491	Syag.g_02127
OG0000983	Prah.g_02492	Syag.g_02128
OG0000984	Prah.g_02493	Syag.g_02129
OG0000985	Prah.g_02497	Syag.g_02133
OG0000986	Prah.g_02499	Syag.g_02138
OG0000987	Prah.g_02501	Syag.g_02140
OG0000988	Prah.g_02505	Syag.g_02145
OG0000989	Prah.g_02513	Syag.g_02156
OG0000990	Prah.g_02536	Syag.g_02169
OG0000991	Prah.g_02540	Syag.g_02174
OG0000992	Prah.g_02543	Syag.g_02177
OG0000993	Prah.g_02544	Syag.g_02178
OG0000994	Prah.g_02547	Syag.g_02181
OG0000995	Prah.g_02552	Syag.g_02187
OG0000996	Prah.g_02565	Syag.g_02229
OG0000997	Prah.g_02574	Syag.g_02239
OG0000998	Prah.g_02576	Syag.g_02241
OG0000999	Prah.g_02577	Syag.g_02242
OG0001000	Prah.g_02580	Syag.g_02246
OG0001001	Prah.g_02584	Syag.g_02251
OG0001002	Prah.g_02591	Syag.g_02258
OG0001003	Prah.g_02593	Syag.g_02260
OG0001004	Prah.g_02594	Syag.g_02261
OG0001005	Prah.g_02596	Syag.g_02263
OG0001006	Prah.g_02602	Syag.g_02270
OG0001007	Prah.g_02604	Syag.g_02272
OG0001008	Prah.g_00231	Syag.g_00034
OG0001009	Prah.g_00033	Syag.g_02304
OG0001010	Prah.g_00034	Syag.g_02305
OG0001011	Prah.g_00036	Syag.g_02307
OG0001012	Prah.g_02488	Syag.g_02123
OG0001013	Prah.g_02466	Syag.g_02098
OG0001014	Prah.g_02454	Syag.g_02084
OG0001015	Prah.g_02453	Syag.g_02083
OG0001016	Prah.g_01843	Syag.g_01824
OG0001017	Prah.g_01849	Syag.g_01830
OG0001018	Prah.g_01851	Syag.g_01832
OG0001019	Prah.g_01867	Syag.g_01854
OG0001020	Prah.g_01873	Syag.g_01861
OG0001021	Prah.g_01877	Syag.g_01865
OG0001022	Prah.g_01882	Syag.g_01870
OG0001023	Prah.g_01883	Syag.g_01871
OG0001024	Prah.g_01887	Syag.g_01875
OG0001025	Prah.g_01894	Syag.g_01882
OG0001026	Prah.g_01908	Syag.g_01894
OG0001027	Prah.g_00195	Syag.g_01902
OG0001028	Prah.g_00193	Syag.g_01904
OG0001029	Prah.g_00191	Syag.g_01906
OG0001030	Prah.g_02257	Syag.g_01927
OG0001031	Prah.g_02336	Syag.g_02000
OG0001032	Prah.g_02339	Syag.g_02005
OG0001033	Prah.g_02372	Syag.g_02048
OG0001034	Prah.g_01779	Syag.g_01784
OG0001035	Prah.g_02099	Syag.g_02635
OG0001036	Prah.g_02103	Syag.g_02630
OG0001037	Prah.g_02105	Syag.g_02628
OG0001038	Prah.g_02132	Syag.g_02600
OG0001039	Prah.g_02135	Syag.g_02597
OG0001040	Prah.g_02138	Syag.g_02594
OG0001041	Prah.g_02143	Syag.g_02589
OG0001042	Prah.g_02168	Syag.g_02564
OG0001043	Prah.g_02170	Syag.g_02560
OG0001044	Prah.g_01941	Syag.g_02842
OG0001045	Prah.g_01929	Syag.g_02856
OG0001046	Prah.g_01661	Syag.g_00836
OG0001047	Prah.g_00233	Syag.g_00036
OG0001048	Prah.g_00234	Syag.g_00037
OG0001049	Prah.g_00237	Syag.g_00040
OG0001050	Prah.g_00238	Syag.g_00041
OG0001051	Prah.g_00239	Syag.g_00042
OG0001052	Prah.g_00308	Syag.g_01352
OG0001053	Prah.g_01563	Syag.g_01525
OG0001054	Prah.g_01545	Syag.g_01506
OG0001055	Prah.g_01524	Syag.g_01485
OG0001056	Prah.g_01496	Syag.g_01449
OG0001057	Prah.g_01482	Syag.g_01241
OG0001058	Prah.g_01468	Syag.g_00271
OG0001059	Prah.g_01464	Syag.g_00275
OG0001060	Prah.g_01458	Syag.g_00282
OG0001061	Prah.g_01440	Syag.g_00302
OG0001062	Prah.g_01438	Syag.g_00304
OG0001063	Prah.g_01434	Syag.g_00310
OG0001064	Prah.g_01433	Syag.g_00311
OG0001065	Prah.g_01432	Syag.g_00312
OG0001066	Prah.g_01431	Syag.g_00313
OG0001067	Prah.g_01430	Syag.g_00314
OG0001068	Prah.g_01429	Syag.g_00315
OG0001069	Prah.g_01428	Syag.g_00317
OG0001070	Prah.g_01424	Syag.g_00321
OG0001071	Prah.g_01423	Syag.g_00322
OG0001072	Prah.g_01418	Syag.g_00327
OG0001073	Prah.g_01399	Syag.g_00342
OG0001074	Prah.g_00532	Syag.g_00467
OG0001075	Prah.g_00531	Syag.g_00362
OG0001076	Prah.g_00523	Syag.g_00378
OG0001077	Prah.g_00513	Syag.g_00388
OG0001078	Prah.g_00500	Syag.g_00411
OG0001079	Prah.g_00482	Syag.g_00428
OG0001080	Prah.g_00472	Syag.g_00495
OG0001081	Prah.g_00465	Syag.g_00551
OG0001082	Prah.g_00464	Syag.g_00552
OG0001083	Prah.g_00456	Syag.g_00565
OG0001084	Prah.g_00455	Syag.g_00569
OG0001085	Prah.g_00444	Syag.g_00592
OG0001086	Prah.g_00442	Syag.g_00594
OG0001087	Prah.g_00968	Syag.g_01018
OG0001088	Prah.g_00972	Syag.g_01016
OG0001089	Prah.g_01025	Syag.g_00986
OG0001090	Prah.g_00886	Syag.g_00922
OG0001091	Prah.g_00884	Syag.g_00919
OG0001092	Prah.g_00882	Syag.g_00917
OG0001093	Prah.g_00878	Syag.g_00910
OG0001094	Prah.g_00673	Syag.g_00661
OG0001095	Prah.g_00654	Syag.g_00681
OG0001096	Prah.g_00637	Syag.g_00703
OG0001097	Prah.g_00593	Syag.g_00729
OG0001098	Prah.g_00743	Syag.g_00744
OG0001099	Prah.g_00192	Syag.g_01905
OG0001101	Prah.g_00739	Syag.g_00603
OG0001102	Prah.g_00736	Syag.g_00606
OG0001103	Prah.g_00734	Syag.g_00608
OG0001104	Prah.g_00684	Syag.g_00642
OG0001105	Prah.g_00689	Syag.g_00646
OG0001106	Prah.g_00784	Syag.g_00796
OG0001107	Prah.g_00794	Syag.g_00808
OG0001108	Prah.g_00801	Syag.g_00817
OG0001109	Prah.g_00803	Syag.g_00819
OG0001110	Prah.g_00806	Syag.g_00821
OG0001111	Prah.g_00808	Syag.g_00823
OG0001112	Prah.g_00810	Syag.g_00825
OG0001113	Prah.g_00811	Syag.g_00826
OG0001114	Prah.g_00812	Syag.g_00827
OG0001115	Prah.g_00814	Syag.g_00831
OG0001116	Prah.g_00815	Syag.g_00833
OG0001117	Prah.g_00816	Syag.g_00834
OG0001118	Prah.g_00817	Syag.g_00835
OG0001119	Prah.g_00818	Syag.g_00837
OG0001120	Prah.g_00821	Syag.g_00841
OG0001122	Prah.g_00849	Syag.g_00867
OG0001123	Prah.g_00856	Syag.g_00875
OG0001124	Prah.g_00858	Syag.g_00877
OG0001125	Prah.g_00860	Syag.g_00879
OG0001126	Prah.g_00903	Syag.g_00957
OG0001127	Prah.g_00904	Syag.g_00958
OG0001128	Prah.g_00907	Syag.g_00961
OG0001129	Prah.g_00908	Syag.g_00963
OG0001130	Prah.g_00909	Syag.g_00964
OG0001131	Prah.g_00893	Syag.g_00624
OG0001132	Prah.g_00539	Syag.g_00096
OG0001133	Prah.g_00521	Syag.g_00380
OG0001134	Prah.g_02524	Syag.g_02164
OG0001135	Prah.g_02526	Syag.g_00147
OG0001136	Prah.g_01324	Syag.g_01144
OG0001137	Prah.g_01305	Syag.g_01123
OG0001138	Prah.g_01253	Syag.g_01090
OG0001139	Prah.g_01251	Syag.g_01088
OG0001140	Prah.g_01250	Syag.g_01087
OG0001141	Prah.g_01249	Syag.g_01086
OG0001142	Prah.g_01248	Syag.g_01085
OG0001143	Prah.g_01264	Syag.g_01077
OG0001144	Prah.g_01273	Syag.g_01064
OG0001145	Prah.g_01353	Syag.g_01169
OG0001146	Prah.g_01369	Syag.g_01218
OG0001147	Prah.g_00323	Syag.g_01360
OG0001148	Prah.g_01577	Syag.g_01539
OG0001149	Prah.g_01578	Syag.g_01540
OG0001150	Prah.g_01579	Syag.g_01541
OG0001151	Prah.g_01591	Syag.g_01554
OG0001152	Prah.g_01592	Syag.g_01555
