Orthogroup	Prah	Syai
OG0000583	Prah.g_01391	Syai.g_01043
OG0000584	Prah.g_01390	Syai.g_01044
OG0000585	Prah.g_01388	Syai.g_01046
OG0000586	Prah.g_01387	Syai.g_01047
OG0000587	Prah.g_01385	Syai.g_01049
OG0000588	Prah.g_00529	Syai.g_01063
OG0000589	Prah.g_00526	Syai.g_01066
OG0000590	Prah.g_00525	Syai.g_01067
OG0000591	Prah.g_00518	Syai.g_01075
OG0000592	Prah.g_00517	Syai.g_01076
OG0000593	Prah.g_00505	Syai.g_01100
OG0000594	Prah.g_00504	Syai.g_01101
OG0000595	Prah.g_00503	Syai.g_01102
OG0000596	Prah.g_00498	Syai.g_01107
OG0000597	Prah.g_00495	Syai.g_01110
OG0000598	Prah.g_00494	Syai.g_01111
OG0000599	Prah.g_00485	Syai.g_01114
OG0000600	Prah.g_00484	Syai.g_01115
OG0000601	Prah.g_00483	Syai.g_01116
OG0000602	Prah.g_00478	Syai.g_01121
OG0000603	Prah.g_00477	Syai.g_01122
OG0000604	Prah.g_00476	Syai.g_01125
OG0000605	Prah.g_00474	Syai.g_01609
OG0000606	Prah.g_00466	Syai.g_01221
OG0000607	Prah.g_00463	Syai.g_01224
OG0000608	Prah.g_00462	Syai.g_01225
OG0000609	Prah.g_00460	Syai.g_01227
OG0000610	Prah.g_00452	Syai.g_01234
OG0000611	Prah.g_00449	Syai.g_01237
OG0000612	Prah.g_00448	Syai.g_01238
OG0000613	Prah.g_02193	Syai.g_00196
OG0000614	Prah.g_00985	Syai.g_01981
OG0000615	Prah.g_00706	Syai.g_01286
OG0000616	Prah.g_02588	Syai.g_02914
OG0000617	Prah.g_00881	Syai.g_01393
OG0000618	Prah.g_00880	Syai.g_01394
OG0000619	Prah.g_00879	Syai.g_01395
OG0000620	Prah.g_00875	Syai.g_01402
OG0000621	Prah.g_00874	Syai.g_01403
OG0000622	Prah.g_00873	Syai.g_01404
OG0000623	Prah.g_00872	Syai.g_01405
OG0000624	Prah.g_00871	Syai.g_01407
OG0000625	Prah.g_00870	Syai.g_01408
OG0000626	Prah.g_00869	Syai.g_01409
OG0000627	Prah.g_00746	Syai.g_01575
OG0000628	Prah.g_00747	Syai.g_01573
OG0000629	Prah.g_00750	Syai.g_01570
OG0000630	Prah.g_00754	Syai.g_01566
OG0000631	Prah.g_00758	Syai.g_01557
OG0000632	Prah.g_00759	Syai.g_01556
OG0000633	Prah.g_00760	Syai.g_01555
OG0000634	Prah.g_00671	Syai.g_01317
OG0000635	Prah.g_00670	Syai.g_01318
OG0000636	Prah.g_00668	Syai.g_01320
OG0000637	Prah.g_00666	Syai.g_01322
OG0000638	Prah.g_00665	Syai.g_01323
OG0000639	Prah.g_00664	Syai.g_01324
OG0000640	Prah.g_00663	Syai.g_01325
OG0000641	Prah.g_00659	Syai.g_01329
OG0000642	Prah.g_00658	Syai.g_01330
OG0000643	Prah.g_00657	Syai.g_01349
OG0000644	Prah.g_00656	Syai.g_01350
OG0000645	Prah.g_00655	Syai.g_01352
OG0000646	Prah.g_00652	Syai.g_01355
OG0000647	Prah.g_00650	Syai.g_01357
OG0000648	Prah.g_00648	Syai.g_01362
OG0000649	Prah.g_00647	Syai.g_01363
OG0000650	Prah.g_00646	Syai.g_01364
OG0000651	Prah.g_00645	Syai.g_01365
OG0000652	Prah.g_00644	Syai.g_01366
OG0000653	Prah.g_00640	Syai.g_01368
OG0000654	Prah.g_00639	Syai.g_01369
OG0000655	Prah.g_00638	Syai.g_01370
OG0000656	Prah.g_00635	Syai.g_01373
OG0000657	Prah.g_00603	Syai.g_02045
OG0000658	Prah.g_00601	Syai.g_02049
OG0000659	Prah.g_00600	Syai.g_02050
OG0000660	Prah.g_00596	Syai.g_02054
OG0000661	Prah.g_00594	Syai.g_02056
OG0000662	Prah.g_00592	Syai.g_02058
OG0000663	Prah.g_00589	Syai.g_02061
OG0000664	Prah.g_00588	Syai.g_02062
OG0000665	Prah.g_00574	Syai.g_02431
OG0000666	Prah.g_00572	Syai.g_01610
OG0000667	Prah.g_00564	Syai.g_01724
OG0000668	Prah.g_00850	Syai.g_01436
OG0000669	Prah.g_00558	Syai.g_01251
OG0000670	Prah.g_01212	Syai.g_00561
OG0000671	Prah.g_00738	Syai.g_01255
OG0000672	Prah.g_00735	Syai.g_01259
OG0000673	Prah.g_00732	Syai.g_01262
OG0000674	Prah.g_00730	Syai.g_01264
OG0000675	Prah.g_00729	Syai.g_01265
OG0000676	Prah.g_00726	Syai.g_01275
OG0000677	Prah.g_00724	Syai.g_01276
OG0000678	Prah.g_00721	Syai.g_01279
OG0000679	Prah.g_00702	Syai.g_01288
OG0000680	Prah.g_00701	Syai.g_01289
OG0000681	Prah.g_00699	Syai.g_01292
OG0000682	Prah.g_00698	Syai.g_01293
OG0000683	Prah.g_00697	Syai.g_01294
OG0000684	Prah.g_00683	Syai.g_01299
OG0000685	Prah.g_00685	Syai.g_01301
OG0000686	Prah.g_00686	Syai.g_01302
OG0000687	Prah.g_00687	Syai.g_01303
OG0000688	Prah.g_00681	Syai.g_01307
OG0000689	Prah.g_00680	Syai.g_01309
OG0000690	Prah.g_00679	Syai.g_01310
OG0000691	Prah.g_00678	Syai.g_01311
OG0000692	Prah.g_00677	Syai.g_01312
OG0000693	Prah.g_00675	Syai.g_01313
OG0000694	Prah.g_00674	Syai.g_01314
OG0000695	Prah.g_00762	Syai.g_01553
OG0000696	Prah.g_00763	Syai.g_01552
OG0000697	Prah.g_00765	Syai.g_01550
OG0000698	Prah.g_00768	Syai.g_01547
OG0000699	Prah.g_00770	Syai.g_01545
OG0000700	Prah.g_00771	Syai.g_01544
OG0000701	Prah.g_00772	Syai.g_01543
OG0000702	Prah.g_00780	Syai.g_01521
OG0000703	Prah.g_00781	Syai.g_01520
OG0000704	Prah.g_00783	Syai.g_01518
OG0000705	Prah.g_00789	Syai.g_01511
OG0000706	Prah.g_00790	Syai.g_01510
OG0000707	Prah.g_00791	Syai.g_01509
OG0000708	Prah.g_00793	Syai.g_01506
OG0000709	Prah.g_00800	Syai.g_01497
OG0000710	Prah.g_00805	Syai.g_01487
OG0000711	Prah.g_00828	Syai.g_01456
OG0000712	Prah.g_00829	Syai.g_01454
OG0000713	Prah.g_00830	Syai.g_01453
OG0000714	Prah.g_00833	Syai.g_01451
OG0000715	Prah.g_00835	Syai.g_01449
OG0000716	Prah.g_00839	Syai.g_01445
OG0000717	Prah.g_00840	Syai.g_01444
OG0000718	Prah.g_00846	Syai.g_01440
OG0000719	Prah.g_00848	Syai.g_01438
OG0000720	Prah.g_00861	Syai.g_01425
OG0000721	Prah.g_00862	Syai.g_01423
OG0000722	Prah.g_00863	Syai.g_01422
OG0000723	Prah.g_00867	Syai.g_01411
OG0000724	Prah.g_00910	Syai.g_02013
OG0000725	Prah.g_00919	Syai.g_02004
OG0000726	Prah.g_00920	Syai.g_02003
OG0000727	Prah.g_00921	Syai.g_02002
OG0000728	Prah.g_00922	Syai.g_02000
OG0000729	Prah.g_00133	Syai.g_00097
OG0000730	Prah.g_01942	Syai.g_00483
OG0000731	Prah.g_01932	Syai.g_00495
OG0000732	Prah.g_00054	Syai.g_00058
OG0000733	Prah.g_02532	Syai.g_02805
OG0000734	Prah.g_01905	Syai.g_02548
OG0000735	Prah.g_01340	Syai.g_02159
OG0000736	Prah.g_01339	Syai.g_02158
OG0000737	Prah.g_01338	Syai.g_02157
OG0000738	Prah.g_01331	Syai.g_02152
OG0000739	Prah.g_01329	Syai.g_02151
OG0000740	Prah.g_01328	Syai.g_02150
OG0000741	Prah.g_01325	Syai.g_02147
OG0000742	Prah.g_01323	Syai.g_02145
OG0000743	Prah.g_01321	Syai.g_02143
OG0000744	Prah.g_01320	Syai.g_02142
OG0000745	Prah.g_01318	Syai.g_02140
OG0000746	Prah.g_01316	Syai.g_02138
OG0000747	Prah.g_01315	Syai.g_02137
OG0000748	Prah.g_01304	Syai.g_02125
OG0000749	Prah.g_01303	Syai.g_02123
OG0000750	Prah.g_01302	Syai.g_02122
OG0000751	Prah.g_01297	Syai.g_02116
OG0000752	Prah.g_01295	Syai.g_02114
OG0000753	Prah.g_01292	Syai.g_02111
OG0000754	Prah.g_01262	Syai.g_01750
OG0000755	Prah.g_01255	Syai.g_01760
OG0000756	Prah.g_01254	Syai.g_01761
OG0000757	Prah.g_01247	Syai.g_01769
OG0000758	Prah.g_01246	Syai.g_01770
OG0000759	Prah.g_01245	Syai.g_01771
OG0000760	Prah.g_01244	Syai.g_01772
OG0000761	Prah.g_01243	Syai.g_01775
OG0000762	Prah.g_01263	Syai.g_01777
OG0000763	Prah.g_01265	Syai.g_01779
OG0000764	Prah.g_01266	Syai.g_01780
OG0000765	Prah.g_01282	Syai.g_01797
OG0000766	Prah.g_01283	Syai.g_01798
OG0000767	Prah.g_01285	Syai.g_01800
OG0000768	Prah.g_01286	Syai.g_01801
OG0000769	Prah.g_01290	Syai.g_01803
OG0000770	Prah.g_01239	Syai.g_01822
OG0000771	Prah.g_00905	Syai.g_02019
OG0000772	Prah.g_01610	Syai.g_01639
OG0000773	Prah.g_01351	Syai.g_02164
OG0000774	Prah.g_01355	Syai.g_02168
OG0000775	Prah.g_01357	Syai.g_02172
OG0000776	Prah.g_01358	Syai.g_02173
OG0000777	Prah.g_01359	Syai.g_02174
OG0000778	Prah.g_01360	Syai.g_02175
OG0000779	Prah.g_01365	Syai.g_02181
OG0000780	Prah.g_01368	Syai.g_02184
OG0000781	Prah.g_01372	Syai.g_02188
OG0000782	Prah.g_01373	Syai.g_02189
OG0000783	Prah.g_01374	Syai.g_02190
OG0000784	Prah.g_01375	Syai.g_02191
OG0000785	Prah.g_01377	Syai.g_02193
OG0000786	Prah.g_01380	Syai.g_00816
OG0000787	Prah.g_01381	Syai.g_00815
OG0000788	Prah.g_00224	Syai.g_01117
OG0000789	Prah.g_01183	Syai.g_01596
OG0000790	Prah.g_01580	Syai.g_00623
OG0000791	Prah.g_01582	Syai.g_00621
OG0000792	Prah.g_01583	Syai.g_00620
OG0000793	Prah.g_01587	Syai.g_00615
OG0000794	Prah.g_01588	Syai.g_00614
OG0000795	Prah.g_01589	Syai.g_00613
OG0000796	Prah.g_01593	Syai.g_00609
OG0000797	Prah.g_01594	Syai.g_00608
OG0000798	Prah.g_02131	Syai.g_00262
OG0000799	Prah.g_00435	Syai.g_00996
OG0000800	Prah.g_00434	Syai.g_00993
OG0000801	Prah.g_00433	Syai.g_00992
OG0000802	Prah.g_00427	Syai.g_00988
OG0000803	Prah.g_00423	Syai.g_00983
OG0000804	Prah.g_00421	Syai.g_00980
OG0000805	Prah.g_00419	Syai.g_00965
OG0000806	Prah.g_00417	Syai.g_00963
OG0000807	Prah.g_00415	Syai.g_00961
OG0000808	Prah.g_00414	Syai.g_00960
OG0000809	Prah.g_00410	Syai.g_00957
OG0000810	Prah.g_00409	Syai.g_00956
OG0000811	Prah.g_00403	Syai.g_00950
OG0000812	Prah.g_00401	Syai.g_00948
OG0000813	Prah.g_00400	Syai.g_00947
OG0000814	Prah.g_00398	Syai.g_00945
OG0000815	Prah.g_00397	Syai.g_00944
OG0000816	Prah.g_00395	Syai.g_00942
OG0000817	Prah.g_00394	Syai.g_00941
OG0000818	Prah.g_00386	Syai.g_00935
OG0000819	Prah.g_00385	Syai.g_00934
OG0000820	Prah.g_00384	Syai.g_00933
OG0000821	Prah.g_00379	Syai.g_00916
OG0000822	Prah.g_00376	Syai.g_00914
OG0000823	Prah.g_00374	Syai.g_00913
OG0000824	Prah.g_00370	Syai.g_00907
OG0000825	Prah.g_00369	Syai.g_00906
OG0000826	Prah.g_00368	Syai.g_00905
OG0000827	Prah.g_00367	Syai.g_00904
OG0000828	Prah.g_00364	Syai.g_00900
OG0000829	Prah.g_00363	Syai.g_00899
OG0000830	Prah.g_00362	Syai.g_00898
OG0000831	Prah.g_00360	Syai.g_00896
OG0000832	Prah.g_01615	Syai.g_02296
OG0000833	Prah.g_01623	Syai.g_02305
OG0000834	Prah.g_01624	Syai.g_02307
OG0000835	Prah.g_01625	Syai.g_02308
OG0000836	Prah.g_01627	Syai.g_02312
OG0000837	Prah.g_01628	Syai.g_02313
OG0000838	Prah.g_01632	Syai.g_02323
OG0000839	Prah.g_01633	Syai.g_02324
OG0000840	Prah.g_01634	Syai.g_02325
OG0000841	Prah.g_01635	Syai.g_02326
OG0000842	Prah.g_01636	Syai.g_02327
OG0000843	Prah.g_01637	Syai.g_02328
OG0000844	Prah.g_01639	Syai.g_02330
OG0000845	Prah.g_01640	Syai.g_02331
OG0000846	Prah.g_01641	Syai.g_02332
OG0000847	Prah.g_01642	Syai.g_02333
OG0000848	Prah.g_01643	Syai.g_02335
OG0000849	Prah.g_01644	Syai.g_02336
OG0000850	Prah.g_01645	Syai.g_02339
OG0000851	Prah.g_01648	Syai.g_02352
OG0000852	Prah.g_01649	Syai.g_02353
OG0000853	Prah.g_01653	Syai.g_02357
OG0000854	Prah.g_01655	Syai.g_02359
OG0000855	Prah.g_01656	Syai.g_02360
OG0000856	Prah.g_00515	Syai.g_01078
OG0000857	Prah.g_00651	Syai.g_01356
OG0000858	Prah.g_01667	Syai.g_02366
OG0000859	Prah.g_01668	Syai.g_02367
OG0000860	Prah.g_01678	Syai.g_02380
OG0000861	Prah.g_01679	Syai.g_02381
OG0000862	Prah.g_01681	Syai.g_02382
OG0000863	Prah.g_01685	Syai.g_02385
OG0000864	Prah.g_01687	Syai.g_02386
OG0000865	Prah.g_01688	Syai.g_02387
OG0000866	Prah.g_01689	Syai.g_02388
OG0000867	Prah.g_01690	Syai.g_02389
OG0000868	Prah.g_01692	Syai.g_02392
OG0000869	Prah.g_01695	Syai.g_02396
OG0000870	Prah.g_01700	Syai.g_02401
OG0000871	Prah.g_01701	Syai.g_02402
OG0000872	Prah.g_01703	Syai.g_02409
OG0000873	Prah.g_01707	Syai.g_02412
OG0000874	Prah.g_01711	Syai.g_02408
OG0000875	Prah.g_01713	Syai.g_02416
OG0000876	Prah.g_01714	Syai.g_02243
OG0000877	Prah.g_01717	Syai.g_02250
OG0000878	Prah.g_01718	Syai.g_02251
OG0000879	Prah.g_01719	Syai.g_02252
OG0000880	Prah.g_01720	Syai.g_02253
OG0000881	Prah.g_01728	Syai.g_02257
OG0000882	Prah.g_01733	Syai.g_02262
OG0000883	Prah.g_01736	Syai.g_02264
OG0000884	Prah.g_01738	Syai.g_02266
OG0000885	Prah.g_01739	Syai.g_02267
OG0000886	Prah.g_01740	Syai.g_02268
OG0000887	Prah.g_01741	Syai.g_02269
OG0000888	Prah.g_01743	Syai.g_02271
OG0000889	Prah.g_01745	Syai.g_02273
OG0000890	Prah.g_01759	Syai.g_02279
OG0000891	Prah.g_01760	Syai.g_02280
OG0000892	Prah.g_01762	Syai.g_02282
OG0000893	Prah.g_02073	Syai.g_00318
OG0000894	Prah.g_02070	Syai.g_00321
OG0000895	Prah.g_02066	Syai.g_00325
OG0000896	Prah.g_02065	Syai.g_00326
OG0000897	Prah.g_02063	Syai.g_00328
OG0000898	Prah.g_02062	Syai.g_00329
OG0000899	Prah.g_02061	Syai.g_00330
OG0000900	Prah.g_02060	Syai.g_00331
OG0000901	Prah.g_02056	Syai.g_00336
OG0000902	Prah.g_02054	Syai.g_00338
OG0000903	Prah.g_02041	Syai.g_00353
OG0000904	Prah.g_02046	Syai.g_00348
OG0000905	Prah.g_02048	Syai.g_00342
OG0000906	Prah.g_02050	Syai.g_00340
OG0000907	Prah.g_02039	Syai.g_00358
OG0000908	Prah.g_02036	Syai.g_00361
OG0000909	Prah.g_02035	Syai.g_00362
OG0000910	Prah.g_02034	Syai.g_00363
OG0000911	Prah.g_02032	Syai.g_00365
OG0000912	Prah.g_02031	Syai.g_00366
OG0000913	Prah.g_02030	Syai.g_00367
OG0000914	Prah.g_02029	Syai.g_00368
OG0000915	Prah.g_02028	Syai.g_00370
OG0000916	Prah.g_02027	Syai.g_00371
OG0000917	Prah.g_02026	Syai.g_00372
OG0000918	Prah.g_02025	Syai.g_00373
OG0000919	Prah.g_02024	Syai.g_00374
OG0000920	Prah.g_02023	Syai.g_00375
OG0000921	Prah.g_02022	Syai.g_00376
OG0000922	Prah.g_02021	Syai.g_00377
OG0000923	Prah.g_02017	Syai.g_00381
OG0000924	Prah.g_02016	Syai.g_00382
OG0000925	Prah.g_02015	Syai.g_00383
OG0000926	Prah.g_02014	Syai.g_00384
OG0000927	Prah.g_02012	Syai.g_00386
OG0000928	Prah.g_02011	Syai.g_00387
OG0000929	Prah.g_02010	Syai.g_00388
OG0000930	Prah.g_02009	Syai.g_00389
OG0000931	Prah.g_02008	Syai.g_00390
OG0000932	Prah.g_02007	Syai.g_00391
OG0000933	Prah.g_02002	Syai.g_00397
OG0000934	Prah.g_02000	Syai.g_00399
OG0000935	Prah.g_01999	Syai.g_00400
OG0000936	Prah.g_01998	Syai.g_00401
OG0000937	Prah.g_01997	Syai.g_00402
OG0000938	Prah.g_01994	Syai.g_00405
OG0000939	Prah.g_01993	Syai.g_00406
OG0000940	Prah.g_01985	Syai.g_00413
OG0000941	Prah.g_01983	Syai.g_00415
OG0000942	Prah.g_01981	Syai.g_00417
OG0000943	Prah.g_01980	Syai.g_00418
OG0000944	Prah.g_01978	Syai.g_00420
OG0000945	Prah.g_01977	Syai.g_00422
OG0000946	Prah.g_01966	Syai.g_00428
OG0000947	Prah.g_01963	Syai.g_00431
OG0000948	Prah.g_01962	Syai.g_00432
OG0000949	Prah.g_01958	Syai.g_00174
OG0000950	Prah.g_02231	Syai.g_00163
OG0000951	Prah.g_02236	Syai.g_00158
OG0000952	Prah.g_02241	Syai.g_00136
OG0000953	Prah.g_02245	Syai.g_00132
OG0000954	Prah.g_00167	Syai.g_00127
OG0000955	Prah.g_00166	Syai.g_00126
OG0000956	Prah.g_00164	Syai.g_00124
OG0000957	Prah.g_00152	Syai.g_00113
OG0000958	Prah.g_00151	Syai.g_00112
OG0000959	Prah.g_00146	Syai.g_00108
OG0000960	Prah.g_00145	Syai.g_00107
OG0000961	Prah.g_00136	Syai.g_00100
OG0000962	Prah.g_00134	Syai.g_00098
OG0000963	Prah.g_00129	Syai.g_00094
OG0000964	Prah.g_00128	Syai.g_00093
OG0000965	Prah.g_00127	Syai.g_00092
OG0000966	Prah.g_00086	Syai.g_00082
OG0000967	Prah.g_00079	Syai.g_00077
OG0000968	Prah.g_00076	Syai.g_00085
OG0000969	Prah.g_00074	Syai.g_00080
OG0000970	Prah.g_00073	Syai.g_00079
OG0000971	Prah.g_00071	Syai.g_00074
OG0000972	Prah.g_00070	Syai.g_00073
OG0000973	Prah.g_00068	Syai.g_00072
OG0000974	Prah.g_00067	Syai.g_00071
OG0000975	Prah.g_00066	Syai.g_00070
OG0000976	Prah.g_00065	Syai.g_00069
OG0000977	Prah.g_00063	Syai.g_00067
OG0000978	Prah.g_00062	Syai.g_00065
OG0000979	Prah.g_00059	Syai.g_00062
OG0000980	Prah.g_00055	Syai.g_00059
OG0000981	Prah.g_00052	Syai.g_00056
OG0000982	Prah.g_02491	Syai.g_02777
OG0000983	Prah.g_02492	Syai.g_02778
OG0000984	Prah.g_02493	Syai.g_02779
OG0000985	Prah.g_02497	Syai.g_02781
OG0000986	Prah.g_02499	Syai.g_02784
OG0000987	Prah.g_02501	Syai.g_02786
OG0000988	Prah.g_02505	Syai.g_02790
OG0000989	Prah.g_02513	Syai.g_02797
OG0000990	Prah.g_02536	Syai.g_02825
OG0000991	Prah.g_02540	Syai.g_02827
OG0000992	Prah.g_02543	Syai.g_02830
OG0000993	Prah.g_02544	Syai.g_02831
OG0000994	Prah.g_02547	Syai.g_02834
OG0000995	Prah.g_02552	Syai.g_02840
OG0000996	Prah.g_02565	Syai.g_02891
OG0000997	Prah.g_02574	Syai.g_02900
OG0000998	Prah.g_02576	Syai.g_02902
OG0000999	Prah.g_02577	Syai.g_02903
OG0001000	Prah.g_02580	Syai.g_02906
OG0001001	Prah.g_02584	Syai.g_02911
OG0001002	Prah.g_02591	Syai.g_02918
OG0001003	Prah.g_02593	Syai.g_02919
OG0001004	Prah.g_02594	Syai.g_02920
OG0001005	Prah.g_02596	Syai.g_02921
OG0001006	Prah.g_02602	Syai.g_02931
OG0001007	Prah.g_02604	Syai.g_02933
OG0001008	Prah.g_00231	Syai.g_02227
OG0001009	Prah.g_00033	Syai.g_00034
OG0001010	Prah.g_00034	Syai.g_00035
OG0001011	Prah.g_00036	Syai.g_00037
OG0001012	Prah.g_02488	Syai.g_02773
OG0001013	Prah.g_02466	Syai.g_02750
OG0001014	Prah.g_02454	Syai.g_02726
OG0001015	Prah.g_02453	Syai.g_02725
OG0001016	Prah.g_01843	Syai.g_02479
OG0001017	Prah.g_01849	Syai.g_02485
OG0001018	Prah.g_01851	Syai.g_02487
OG0001019	Prah.g_01867	Syai.g_02508
OG0001020	Prah.g_01873	Syai.g_02516
OG0001021	Prah.g_01877	Syai.g_02523
OG0001022	Prah.g_01882	Syai.g_02528
OG0001023	Prah.g_01883	Syai.g_02529
OG0001024	Prah.g_01887	Syai.g_02533
OG0001025	Prah.g_01894	Syai.g_02540
OG0001026	Prah.g_01908	Syai.g_02550
OG0001027	Prah.g_00195	Syai.g_02555
OG0001028	Prah.g_00193	Syai.g_02557
OG0001029	Prah.g_00191	Syai.g_02559
OG0001030	Prah.g_02257	Syai.g_02580
OG0001031	Prah.g_02336	Syai.g_02656
OG0001032	Prah.g_02339	Syai.g_02658
OG0001033	Prah.g_02372	Syai.g_02685
OG0001034	Prah.g_01779	Syai.g_00537
OG0001035	Prah.g_02099	Syai.g_00295
OG0001036	Prah.g_02103	Syai.g_00290
OG0001037	Prah.g_02105	Syai.g_00288
OG0001038	Prah.g_02132	Syai.g_00261
OG0001039	Prah.g_02135	Syai.g_00258
OG0001040	Prah.g_02138	Syai.g_00255
OG0001041	Prah.g_02143	Syai.g_00250
OG0001042	Prah.g_02168	Syai.g_00225
OG0001043	Prah.g_02170	Syai.g_00221
OG0001044	Prah.g_01941	Syai.g_00485
OG0001045	Prah.g_01929	Syai.g_00498
OG0001046	Prah.g_01661	Syai.g_01471
OG0001047	Prah.g_00233	Syai.g_02225
OG0001048	Prah.g_00234	Syai.g_02224
OG0001049	Prah.g_00237	Syai.g_02215
OG0001050	Prah.g_00238	Syai.g_02214
OG0001051	Prah.g_00239	Syai.g_02213
OG0001052	Prah.g_00308	Syai.g_00861
OG0001053	Prah.g_01563	Syai.g_00641
OG0001054	Prah.g_01545	Syai.g_00658
OG0001055	Prah.g_01524	Syai.g_00679
OG0001056	Prah.g_01496	Syai.g_00713
OG0001057	Prah.g_01482	Syai.g_00721
OG0001058	Prah.g_01468	Syai.g_00734
OG0001059	Prah.g_01464	Syai.g_00738
OG0001060	Prah.g_01458	Syai.g_00744
OG0001061	Prah.g_01440	Syai.g_00765
OG0001062	Prah.g_01438	Syai.g_00767
OG0001063	Prah.g_01434	Syai.g_00774
OG0001064	Prah.g_01433	Syai.g_00775
OG0001065	Prah.g_01432	Syai.g_00776
OG0001066	Prah.g_01431	Syai.g_00777
OG0001067	Prah.g_01430	Syai.g_00778
OG0001068	Prah.g_01429	Syai.g_00779
OG0001069	Prah.g_01428	Syai.g_00780
OG0001070	Prah.g_01424	Syai.g_00783
OG0001071	Prah.g_01423	Syai.g_00784
OG0001072	Prah.g_01418	Syai.g_00788
OG0001073	Prah.g_01399	Syai.g_00807
OG0001074	Prah.g_00532	Syai.g_01051
OG0001075	Prah.g_00531	Syai.g_01053
OG0001076	Prah.g_00523	Syai.g_01069
OG0001077	Prah.g_00513	Syai.g_01081
OG0001078	Prah.g_00500	Syai.g_01105
OG0001079	Prah.g_00482	Syai.g_01118
OG0001080	Prah.g_00472	Syai.g_01606
OG0001081	Prah.g_00465	Syai.g_01222
OG0001082	Prah.g_00464	Syai.g_01223
OG0001083	Prah.g_00456	Syai.g_01230
OG0001084	Prah.g_00455	Syai.g_01231
OG0001085	Prah.g_00444	Syai.g_01241
OG0001086	Prah.g_00442	Syai.g_01243
OG0001087	Prah.g_00968	Syai.g_01953
OG0001088	Prah.g_00972	Syai.g_01957
OG0001089	Prah.g_01025	Syai.g_01996
OG0001090	Prah.g_00886	Syai.g_01387
OG0001091	Prah.g_00884	Syai.g_01389
OG0001092	Prah.g_00882	Syai.g_01391
OG0001093	Prah.g_00878	Syai.g_01397
OG0001094	Prah.g_00673	Syai.g_01315
OG0001096	Prah.g_00637	Syai.g_01371
OG0001097	Prah.g_00593	Syai.g_02057
OG0001098	Prah.g_00743	Syai.g_01603
OG0001099	Prah.g_00192	Syai.g_02558
OG0001100	Prah.g_00740	Syai.g_01253
OG0001101	Prah.g_00739	Syai.g_01254
OG0001102	Prah.g_00736	Syai.g_01257
OG0001103	Prah.g_00734	Syai.g_01260
OG0001104	Prah.g_00684	Syai.g_01300
OG0001105	Prah.g_00689	Syai.g_01304
OG0001106	Prah.g_00784	Syai.g_01517
OG0001107	Prah.g_00794	Syai.g_01505
OG0001108	Prah.g_00801	Syai.g_01496
OG0001109	Prah.g_00803	Syai.g_01488
OG0001110	Prah.g_00806	Syai.g_01486
OG0001111	Prah.g_00808	Syai.g_01484
OG0001112	Prah.g_00810	Syai.g_01482
OG0001113	Prah.g_00811	Syai.g_01481
OG0001114	Prah.g_00812	Syai.g_01480
OG0001115	Prah.g_00814	Syai.g_01476
OG0001116	Prah.g_00815	Syai.g_01474
OG0001117	Prah.g_00816	Syai.g_01473
OG0001118	Prah.g_00817	Syai.g_01472
OG0001119	Prah.g_00818	Syai.g_01470
OG0001120	Prah.g_00821	Syai.g_01466
OG0001122	Prah.g_00849	Syai.g_01437
OG0001123	Prah.g_00856	Syai.g_01430
OG0001124	Prah.g_00858	Syai.g_01428
OG0001125	Prah.g_00860	Syai.g_01426
OG0001126	Prah.g_00903	Syai.g_02021
OG0001127	Prah.g_00904	Syai.g_02020
OG0001128	Prah.g_00907	Syai.g_02017
OG0001129	Prah.g_00908	Syai.g_02015
OG0001130	Prah.g_00909	Syai.g_02014
OG0001131	Prah.g_00893	Syai.g_01281
OG0001132	Prah.g_00539	Syai.g_01620
OG0001133	Prah.g_00521	Syai.g_01072
OG0001134	Prah.g_02524	Syai.g_01745
OG0001135	Prah.g_02526	Syai.g_01742
OG0001136	Prah.g_01324	Syai.g_02146
OG0001137	Prah.g_01305	Syai.g_02126
OG0001138	Prah.g_01253	Syai.g_01763
OG0001139	Prah.g_01251	Syai.g_01765
OG0001140	Prah.g_01250	Syai.g_01766
OG0001141	Prah.g_01249	Syai.g_01767
OG0001142	Prah.g_01248	Syai.g_01768
OG0001143	Prah.g_01264	Syai.g_01778
OG0001144	Prah.g_01273	Syai.g_01788
OG0001145	Prah.g_01353	Syai.g_02165
OG0001146	Prah.g_01369	Syai.g_02185
OG0001147	Prah.g_00323	Syai.g_00869
OG0001148	Prah.g_01577	Syai.g_00626
OG0001149	Prah.g_01578	Syai.g_00625
OG0001150	Prah.g_01579	Syai.g_00624
OG0001151	Prah.g_01591	Syai.g_00611
OG0001152	Prah.g_01592	Syai.g_00610
OG0001153	Prah.g_00366	Syai.g_00903
OG0001154	Prah.g_00365	Syai.g_00901
OG0001155	Prah.g_01617	Syai.g_02298
OG0001156	Prah.g_01620	Syai.g_02301
OG0001157	Prah.g_00538	Syai.g_02302
OG0001158	Prah.g_01621	Syai.g_02303
OG0001159	Prah.g_01622	Syai.g_02304
OG0001160	Prah.g_01651	Syai.g_02355
OG0001161	Prah.g_00541	Syai.g_02803
OG0001162	Prah.g_01050	Syai.g_01374
OG0001163	Prah.g_01665	Syai.g_02363
OG0001164	Prah.g_01670	Syai.g_02369
OG0001165	Prah.g_01673	Syai.g_02374
OG0001166	Prah.g_01699	Syai.g_02400
