Orthogroup	Prah	Syad
OG0000568	Prah.g_01446	Syad.g_01040
OG0000569	Prah.g_01445	Syad.g_01041
OG0000570	Prah.g_01444	Syad.g_01042
OG0000571	Prah.g_01441	Syad.g_01046
OG0000572	Prah.g_01425	Syad.g_01064
OG0000573	Prah.g_01416	Syad.g_01072
OG0000574	Prah.g_01415	Syad.g_01077
OG0000575	Prah.g_01406	Syad.g_01083
OG0000576	Prah.g_01404	Syad.g_01085
OG0000577	Prah.g_01403	Syad.g_01086
OG0000578	Prah.g_01402	Syad.g_01087
OG0000579	Prah.g_01401	Syad.g_01088
OG0000580	Prah.g_01400	Syad.g_01089
OG0000581	Prah.g_01396	Syad.g_01097
OG0000582	Prah.g_01392	Syad.g_02206
OG0000583	Prah.g_01391	Syad.g_02205
OG0000584	Prah.g_01390	Syad.g_02204
OG0000585	Prah.g_01388	Syad.g_02202
OG0000586	Prah.g_01387	Syad.g_02201
OG0000587	Prah.g_01385	Syad.g_02199
OG0000588	Prah.g_00529	Syad.g_02183
OG0000589	Prah.g_00526	Syad.g_02178
OG0000590	Prah.g_00525	Syad.g_02177
OG0000591	Prah.g_00518	Syad.g_02169
OG0000592	Prah.g_00517	Syad.g_02168
OG0000593	Prah.g_00505	Syad.g_02156
OG0000594	Prah.g_00504	Syad.g_02155
OG0000595	Prah.g_00503	Syad.g_02154
OG0000596	Prah.g_00498	Syad.g_02149
OG0000597	Prah.g_00495	Syad.g_02146
OG0000598	Prah.g_00494	Syad.g_02145
OG0000599	Prah.g_00485	Syad.g_02142
OG0000600	Prah.g_00484	Syad.g_02141
OG0000601	Prah.g_00483	Syad.g_02140
OG0000602	Prah.g_00478	Syad.g_02135
OG0000603	Prah.g_00477	Syad.g_02134
OG0000604	Prah.g_00476	Syad.g_02131
OG0000605	Prah.g_00474	Syad.g_02026
OG0000606	Prah.g_00466	Syad.g_01567
OG0000607	Prah.g_00463	Syad.g_01571
OG0000608	Prah.g_00462	Syad.g_01572
OG0000609	Prah.g_00460	Syad.g_01574
OG0000610	Prah.g_00452	Syad.g_01589
OG0000611	Prah.g_00449	Syad.g_01592
OG0000612	Prah.g_00448	Syad.g_01593
OG0000613	Prah.g_02193	Syad.g_00457
OG0000614	Prah.g_00985	Syad.g_01340
OG0000615	Prah.g_00706	Syad.g_01948
OG0000616	Prah.g_02588	Syad.g_00145
OG0000617	Prah.g_00881	Syad.g_01810
OG0000618	Prah.g_00880	Syad.g_01809
OG0000619	Prah.g_00879	Syad.g_01808
OG0000620	Prah.g_00875	Syad.g_01803
OG0000621	Prah.g_00874	Syad.g_01802
OG0000622	Prah.g_00873	Syad.g_01801
OG0000623	Prah.g_00872	Syad.g_01800
OG0000624	Prah.g_00871	Syad.g_01798
OG0000625	Prah.g_00870	Syad.g_01797
OG0000626	Prah.g_00869	Syad.g_01796
OG0000627	Prah.g_00746	Syad.g_01640
OG0000628	Prah.g_00747	Syad.g_01641
OG0000629	Prah.g_00750	Syad.g_01644
OG0000630	Prah.g_00754	Syad.g_01648
OG0000631	Prah.g_00758	Syad.g_01658
OG0000632	Prah.g_00759	Syad.g_01659
OG0000633	Prah.g_00760	Syad.g_01660
OG0000634	Prah.g_00671	Syad.g_01893
OG0000635	Prah.g_00670	Syad.g_01892
OG0000636	Prah.g_00668	Syad.g_01890
OG0000637	Prah.g_00666	Syad.g_01888
OG0000638	Prah.g_00665	Syad.g_01887
OG0000639	Prah.g_00664	Syad.g_01886
OG0000640	Prah.g_00663	Syad.g_01885
OG0000641	Prah.g_00659	Syad.g_01881
OG0000642	Prah.g_00658	Syad.g_01880
OG0000643	Prah.g_00657	Syad.g_01878
OG0000644	Prah.g_00656	Syad.g_01877
OG0000645	Prah.g_00655	Syad.g_01875
OG0000646	Prah.g_00652	Syad.g_01872
OG0000647	Prah.g_00650	Syad.g_01870
OG0000648	Prah.g_00648	Syad.g_01860
OG0000649	Prah.g_00647	Syad.g_01859
OG0000650	Prah.g_00646	Syad.g_01858
OG0000651	Prah.g_00645	Syad.g_01857
OG0000652	Prah.g_00644	Syad.g_01856
OG0000653	Prah.g_00640	Syad.g_01850
OG0000654	Prah.g_00639	Syad.g_01849
OG0000655	Prah.g_00638	Syad.g_01848
OG0000656	Prah.g_00635	Syad.g_01845
OG0000657	Prah.g_00603	Syad.g_01240
OG0000658	Prah.g_00601	Syad.g_01231
OG0000659	Prah.g_00600	Syad.g_01230
OG0000660	Prah.g_00596	Syad.g_01226
OG0000661	Prah.g_00594	Syad.g_01224
OG0000662	Prah.g_00592	Syad.g_01222
OG0000663	Prah.g_00589	Syad.g_01219
OG0000664	Prah.g_00588	Syad.g_01209
OG0000665	Prah.g_00574	Syad.g_02115
OG0000666	Prah.g_00572	Syad.g_02027
OG0000667	Prah.g_00564	Syad.g_00612
OG0000668	Prah.g_00850	Syad.g_01688
OG0000669	Prah.g_00558	Syad.g_01606
OG0000670	Prah.g_01212	Syad.g_01609
OG0000671	Prah.g_00738	Syad.g_01611
OG0000672	Prah.g_00735	Syad.g_01615
OG0000673	Prah.g_00732	Syad.g_01618
OG0000674	Prah.g_00730	Syad.g_01620
OG0000675	Prah.g_00729	Syad.g_01633
OG0000676	Prah.g_00726	Syad.g_01635
OG0000677	Prah.g_00724	Syad.g_01636
OG0000678	Prah.g_00721	Syad.g_01957
OG0000679	Prah.g_00702	Syad.g_01922
OG0000680	Prah.g_00701	Syad.g_01921
OG0000681	Prah.g_00699	Syad.g_01919
OG0000682	Prah.g_00698	Syad.g_01918
OG0000683	Prah.g_00697	Syad.g_01917
OG0000684	Prah.g_00683	Syad.g_01912
OG0000685	Prah.g_00685	Syad.g_01910
OG0000686	Prah.g_00686	Syad.g_01909
OG0000687	Prah.g_00687	Syad.g_01908
OG0000688	Prah.g_00681	Syad.g_01904
OG0000689	Prah.g_00680	Syad.g_01902
OG0000690	Prah.g_00679	Syad.g_01901
OG0000691	Prah.g_00678	Syad.g_01900
OG0000692	Prah.g_00677	Syad.g_01899
OG0000693	Prah.g_00675	Syad.g_01897
OG0000694	Prah.g_00674	Syad.g_01896
OG0000695	Prah.g_00762	Syad.g_01662
OG0000696	Prah.g_00763	Syad.g_01663
OG0000697	Prah.g_00765	Syad.g_01789
OG0000698	Prah.g_00768	Syad.g_01786
OG0000699	Prah.g_00770	Syad.g_01785
OG0000700	Prah.g_00771	Syad.g_01784
OG0000701	Prah.g_00772	Syad.g_01783
OG0000702	Prah.g_00780	Syad.g_01775
OG0000703	Prah.g_00781	Syad.g_01774
OG0000704	Prah.g_00783	Syad.g_01772
OG0000705	Prah.g_00789	Syad.g_01765
OG0000706	Prah.g_00790	Syad.g_01764
OG0000707	Prah.g_00791	Syad.g_01763
OG0000708	Prah.g_00793	Syad.g_01760
OG0000709	Prah.g_00800	Syad.g_01745
OG0000710	Prah.g_00805	Syad.g_01738
OG0000711	Prah.g_00828	Syad.g_01710
OG0000712	Prah.g_00829	Syad.g_01708
OG0000713	Prah.g_00830	Syad.g_01707
OG0000714	Prah.g_00833	Syad.g_01705
OG0000715	Prah.g_00835	Syad.g_01703
OG0000716	Prah.g_00839	Syad.g_01697
OG0000717	Prah.g_00840	Syad.g_01696
OG0000718	Prah.g_00846	Syad.g_01692
OG0000719	Prah.g_00848	Syad.g_01690
OG0000720	Prah.g_00861	Syad.g_01677
OG0000721	Prah.g_00862	Syad.g_01675
OG0000722	Prah.g_00863	Syad.g_01674
OG0000723	Prah.g_00867	Syad.g_01791
OG0000724	Prah.g_00910	Syad.g_01284
OG0000725	Prah.g_00919	Syad.g_01293
OG0000726	Prah.g_00920	Syad.g_01294
OG0000727	Prah.g_00921	Syad.g_01295
OG0000728	Prah.g_00922	Syad.g_01297
OG0000729	Prah.g_00133	Syad.g_00331
OG0000730	Prah.g_01942	Syad.g_00758
OG0000731	Prah.g_01932	Syad.g_00770
OG0000732	Prah.g_00054	Syad.g_00214
OG0000733	Prah.g_02532	Syad.g_00028
OG0000734	Prah.g_01905	Syad.g_02809
OG0000735	Prah.g_01340	Syad.g_01120
OG0000736	Prah.g_01339	Syad.g_01121
OG0000737	Prah.g_01338	Syad.g_01122
OG0000738	Prah.g_01331	Syad.g_01127
OG0000739	Prah.g_01329	Syad.g_01145
OG0000740	Prah.g_01328	Syad.g_01146
OG0000741	Prah.g_01325	Syad.g_01149
OG0000742	Prah.g_01323	Syad.g_01151
OG0000743	Prah.g_01321	Syad.g_01153
OG0000744	Prah.g_01320	Syad.g_01154
OG0000745	Prah.g_01318	Syad.g_01156
OG0000746	Prah.g_01316	Syad.g_01158
OG0000747	Prah.g_01315	Syad.g_01159
OG0000748	Prah.g_01304	Syad.g_01170
OG0000749	Prah.g_01303	Syad.g_01173
OG0000750	Prah.g_01302	Syad.g_01174
OG0000751	Prah.g_01297	Syad.g_01182
OG0000752	Prah.g_01295	Syad.g_01184
OG0000753	Prah.g_01292	Syad.g_01187
OG0000754	Prah.g_01262	Syad.g_01516
OG0000755	Prah.g_01255	Syad.g_01504
OG0000756	Prah.g_01254	Syad.g_01498
OG0000757	Prah.g_01247	Syad.g_01487
OG0000758	Prah.g_01246	Syad.g_01486
OG0000759	Prah.g_01245	Syad.g_01485
OG0000760	Prah.g_01244	Syad.g_01484
OG0000761	Prah.g_01243	Syad.g_01480
OG0000762	Prah.g_01263	Syad.g_01474
OG0000763	Prah.g_01265	Syad.g_01468
OG0000764	Prah.g_01266	Syad.g_01467
OG0000765	Prah.g_01282	Syad.g_01447
OG0000766	Prah.g_01283	Syad.g_01446
OG0000767	Prah.g_01285	Syad.g_01444
OG0000768	Prah.g_01286	Syad.g_01443
OG0000769	Prah.g_01290	Syad.g_01441
OG0000770	Prah.g_01239	Syad.g_01437
OG0000771	Prah.g_00905	Syad.g_01278
OG0000772	Prah.g_01610	Syad.g_02078
OG0000773	Prah.g_01351	Syad.g_01114
OG0000774	Prah.g_01355	Syad.g_02396
OG0000775	Prah.g_01357	Syad.g_02398
OG0000776	Prah.g_01358	Syad.g_02399
OG0000777	Prah.g_01359	Syad.g_02400
OG0000778	Prah.g_01360	Syad.g_02401
OG0000779	Prah.g_01365	Syad.g_02407
OG0000780	Prah.g_01368	Syad.g_02411
OG0000781	Prah.g_01372	Syad.g_02415
OG0000782	Prah.g_01373	Syad.g_02416
OG0000783	Prah.g_01374	Syad.g_02418
OG0000784	Prah.g_01375	Syad.g_02419
OG0000785	Prah.g_01377	Syad.g_02421
OG0000786	Prah.g_01380	Syad.g_01101
OG0000787	Prah.g_01381	Syad.g_01100
OG0000788	Prah.g_00224	Syad.g_02139
OG0000789	Prah.g_01183	Syad.g_01982
OG0000790	Prah.g_01580	Syad.g_00886
OG0000791	Prah.g_01582	Syad.g_00885
OG0000792	Prah.g_01583	Syad.g_00884
OG0000793	Prah.g_01587	Syad.g_00879
OG0000794	Prah.g_01588	Syad.g_00878
OG0000795	Prah.g_01589	Syad.g_00877
OG0000796	Prah.g_01593	Syad.g_00871
OG0000797	Prah.g_01594	Syad.g_00870
OG0000798	Prah.g_02131	Syad.g_00525
OG0000799	Prah.g_00435	Syad.g_02243
OG0000800	Prah.g_00434	Syad.g_02245
OG0000801	Prah.g_00433	Syad.g_02246
OG0000802	Prah.g_00427	Syad.g_02251
OG0000803	Prah.g_00423	Syad.g_02255
OG0000804	Prah.g_00421	Syad.g_02260
OG0000805	Prah.g_00419	Syad.g_02266
OG0000806	Prah.g_00417	Syad.g_02267
OG0000807	Prah.g_00415	Syad.g_02269
OG0000808	Prah.g_00414	Syad.g_02270
OG0000809	Prah.g_00410	Syad.g_02273
OG0000810	Prah.g_00409	Syad.g_02274
OG0000811	Prah.g_00403	Syad.g_02283
OG0000812	Prah.g_00401	Syad.g_02285
OG0000813	Prah.g_00400	Syad.g_02286
OG0000814	Prah.g_00398	Syad.g_02288
OG0000815	Prah.g_00397	Syad.g_02289
OG0000816	Prah.g_00395	Syad.g_02290
OG0000817	Prah.g_00394	Syad.g_02291
OG0000818	Prah.g_00386	Syad.g_02297
OG0000819	Prah.g_00385	Syad.g_02298
OG0000820	Prah.g_00384	Syad.g_02299
OG0000821	Prah.g_00379	Syad.g_02305
OG0000822	Prah.g_00376	Syad.g_02307
OG0000823	Prah.g_00374	Syad.g_02308
OG0000824	Prah.g_00370	Syad.g_02314
OG0000825	Prah.g_00369	Syad.g_02315
OG0000826	Prah.g_00368	Syad.g_02316
OG0000827	Prah.g_00367	Syad.g_02317
OG0000828	Prah.g_00364	Syad.g_02320
OG0000829	Prah.g_00363	Syad.g_02321
OG0000830	Prah.g_00362	Syad.g_02322
OG0000831	Prah.g_00360	Syad.g_02325
OG0000832	Prah.g_01615	Syad.g_02538
OG0000833	Prah.g_01623	Syad.g_02550
OG0000834	Prah.g_01624	Syad.g_02552
OG0000835	Prah.g_01625	Syad.g_02553
OG0000836	Prah.g_01627	Syad.g_02557
OG0000837	Prah.g_01628	Syad.g_02561
OG0000838	Prah.g_01632	Syad.g_02565
OG0000839	Prah.g_01633	Syad.g_02566
OG0000840	Prah.g_01634	Syad.g_02567
OG0000841	Prah.g_01635	Syad.g_02568
OG0000842	Prah.g_01636	Syad.g_02569
OG0000843	Prah.g_01637	Syad.g_02570
OG0000844	Prah.g_01639	Syad.g_02577
OG0000845	Prah.g_01640	Syad.g_02578
OG0000846	Prah.g_01641	Syad.g_02579
OG0000847	Prah.g_01642	Syad.g_02580
OG0000848	Prah.g_01643	Syad.g_02582
OG0000849	Prah.g_01644	Syad.g_02583
OG0000850	Prah.g_01645	Syad.g_02586
OG0000851	Prah.g_01648	Syad.g_02592
OG0000852	Prah.g_01649	Syad.g_02593
OG0000853	Prah.g_01653	Syad.g_02597
OG0000854	Prah.g_01655	Syad.g_02606
OG0000855	Prah.g_01656	Syad.g_02607
OG0000856	Prah.g_00515	Syad.g_02166
OG0000857	Prah.g_00651	Syad.g_01871
OG0000858	Prah.g_01667	Syad.g_02613
OG0000859	Prah.g_01668	Syad.g_02614
OG0000860	Prah.g_01678	Syad.g_02625
OG0000861	Prah.g_01679	Syad.g_02626
OG0000862	Prah.g_01681	Syad.g_02628
OG0000863	Prah.g_01685	Syad.g_02631
OG0000864	Prah.g_01687	Syad.g_02632
OG0000865	Prah.g_01688	Syad.g_02633
OG0000866	Prah.g_01689	Syad.g_02634
OG0000867	Prah.g_01690	Syad.g_02635
OG0000868	Prah.g_01692	Syad.g_02637
OG0000869	Prah.g_01695	Syad.g_02643
OG0000870	Prah.g_01700	Syad.g_02648
OG0000871	Prah.g_01701	Syad.g_02649
OG0000872	Prah.g_01703	Syad.g_02657
OG0000873	Prah.g_01707	Syad.g_02660
OG0000874	Prah.g_01711	Syad.g_02655
OG0000875	Prah.g_01713	Syad.g_02662
OG0000876	Prah.g_01714	Syad.g_03003
OG0000877	Prah.g_01717	Syad.g_02480
OG0000878	Prah.g_01718	Syad.g_02481
OG0000879	Prah.g_01719	Syad.g_02482
OG0000880	Prah.g_01720	Syad.g_02483
OG0000881	Prah.g_01728	Syad.g_02489
OG0000882	Prah.g_01733	Syad.g_02494
OG0000883	Prah.g_01736	Syad.g_02497
OG0000884	Prah.g_01738	Syad.g_02499
OG0000885	Prah.g_01739	Syad.g_02500
OG0000886	Prah.g_01740	Syad.g_02501
OG0000887	Prah.g_01741	Syad.g_02502
OG0000888	Prah.g_01743	Syad.g_02504
OG0000889	Prah.g_01745	Syad.g_02506
OG0000890	Prah.g_01759	Syad.g_02512
OG0000891	Prah.g_01760	Syad.g_02513
OG0000892	Prah.g_01762	Syad.g_02517
OG0000893	Prah.g_02073	Syad.g_00589
OG0000894	Prah.g_02070	Syad.g_00592
OG0000895	Prah.g_02066	Syad.g_00596
OG0000896	Prah.g_02065	Syad.g_00597
OG0000897	Prah.g_02063	Syad.g_00599
OG0000898	Prah.g_02062	Syad.g_00600
OG0000899	Prah.g_02061	Syad.g_00601
OG0000900	Prah.g_02060	Syad.g_00602
OG0000901	Prah.g_02056	Syad.g_00607
OG0000902	Prah.g_02054	Syad.g_00609
OG0000903	Prah.g_02041	Syad.g_00645
OG0000904	Prah.g_02046	Syad.g_00640
OG0000905	Prah.g_02048	Syad.g_00632
OG0000906	Prah.g_02050	Syad.g_00630
OG0000907	Prah.g_02039	Syad.g_00648
OG0000908	Prah.g_02036	Syad.g_00651
OG0000909	Prah.g_02035	Syad.g_00652
OG0000910	Prah.g_02034	Syad.g_00653
OG0000911	Prah.g_02032	Syad.g_00655
OG0000912	Prah.g_02031	Syad.g_00656
OG0000913	Prah.g_02030	Syad.g_00657
OG0000914	Prah.g_02029	Syad.g_00658
OG0000915	Prah.g_02028	Syad.g_00660
OG0000916	Prah.g_02027	Syad.g_00661
OG0000917	Prah.g_02026	Syad.g_00662
OG0000918	Prah.g_02025	Syad.g_00663
OG0000919	Prah.g_02024	Syad.g_00664
OG0000920	Prah.g_02023	Syad.g_00665
OG0000921	Prah.g_02022	Syad.g_00666
OG0000922	Prah.g_02021	Syad.g_00667
OG0000923	Prah.g_02017	Syad.g_00671
OG0000924	Prah.g_02016	Syad.g_00672
OG0000925	Prah.g_02015	Syad.g_00673
OG0000926	Prah.g_02014	Syad.g_00674
OG0000927	Prah.g_02012	Syad.g_00676
OG0000928	Prah.g_02011	Syad.g_00677
OG0000929	Prah.g_02010	Syad.g_00678
OG0000930	Prah.g_02009	Syad.g_00679
OG0000931	Prah.g_02008	Syad.g_00680
OG0000932	Prah.g_02007	Syad.g_00681
OG0000933	Prah.g_02002	Syad.g_00687
OG0000934	Prah.g_02000	Syad.g_00689
OG0000935	Prah.g_01999	Syad.g_00690
OG0000936	Prah.g_01998	Syad.g_00691
OG0000937	Prah.g_01997	Syad.g_00692
OG0000938	Prah.g_01994	Syad.g_00695
OG0000939	Prah.g_01993	Syad.g_00696
OG0000940	Prah.g_01985	Syad.g_00703
OG0000941	Prah.g_01983	Syad.g_00705
OG0000942	Prah.g_01981	Syad.g_00707
OG0000943	Prah.g_01980	Syad.g_00708
OG0000944	Prah.g_01978	Syad.g_00710
OG0000945	Prah.g_01977	Syad.g_00711
OG0000946	Prah.g_01966	Syad.g_00716
OG0000947	Prah.g_01963	Syad.g_00719
OG0000948	Prah.g_01962	Syad.g_00720
OG0000949	Prah.g_01958	Syad.g_00432
OG0000950	Prah.g_02231	Syad.g_00418
OG0000951	Prah.g_02236	Syad.g_00411
OG0000952	Prah.g_02241	Syad.g_00375
OG0000953	Prah.g_02245	Syad.g_00369
OG0000954	Prah.g_00167	Syad.g_00364
OG0000955	Prah.g_00166	Syad.g_00363
OG0000956	Prah.g_00164	Syad.g_00361
OG0000957	Prah.g_00152	Syad.g_00350
OG0000958	Prah.g_00151	Syad.g_00349
OG0000959	Prah.g_00146	Syad.g_00345
OG0000960	Prah.g_00145	Syad.g_00344
OG0000961	Prah.g_00136	Syad.g_00335
OG0000962	Prah.g_00134	Syad.g_00332
OG0000963	Prah.g_00129	Syad.g_00325
OG0000964	Prah.g_00128	Syad.g_00324
OG0000965	Prah.g_00127	Syad.g_00323
OG0000966	Prah.g_00086	Syad.g_00246
OG0000967	Prah.g_00079	Syad.g_00234
OG0000968	Prah.g_00076	Syad.g_00243
OG0000969	Prah.g_00074	Syad.g_00240
OG0000970	Prah.g_00073	Syad.g_00239
OG0000971	Prah.g_00071	Syad.g_00229
OG0000972	Prah.g_00070	Syad.g_00228
OG0000973	Prah.g_00068	Syad.g_00227
OG0000974	Prah.g_00067	Syad.g_00226
OG0000975	Prah.g_00066	Syad.g_00225
OG0000976	Prah.g_00065	Syad.g_00224
OG0000977	Prah.g_00063	Syad.g_00222
OG0000978	Prah.g_00062	Syad.g_00221
OG0000979	Prah.g_00059	Syad.g_00218
OG0000980	Prah.g_00055	Syad.g_00215
OG0000981	Prah.g_00052	Syad.g_00212
OG0000982	Prah.g_02491	Syad.g_03035
OG0000983	Prah.g_02492	Syad.g_03036
OG0000984	Prah.g_02493	Syad.g_03037
OG0000985	Prah.g_02497	Syad.g_03039
OG0000986	Prah.g_02499	Syad.g_03049
OG0000987	Prah.g_02501	Syad.g_00002
OG0000988	Prah.g_02505	Syad.g_00008
OG0000989	Prah.g_02513	Syad.g_00020
OG0000990	Prah.g_02536	Syad.g_00061
OG0000991	Prah.g_02540	Syad.g_00064
OG0000992	Prah.g_02543	Syad.g_00067
OG0000993	Prah.g_02544	Syad.g_00069
OG0000994	Prah.g_02547	Syad.g_00071
OG0000995	Prah.g_02552	Syad.g_00077
OG0000996	Prah.g_02565	Syad.g_00121
OG0000997	Prah.g_02574	Syad.g_00128
OG0000998	Prah.g_02576	Syad.g_00130
OG0000999	Prah.g_02577	Syad.g_00131
OG0001000	Prah.g_02580	Syad.g_00136
OG0001001	Prah.g_02584	Syad.g_00141
OG0001002	Prah.g_02591	Syad.g_00148
OG0001003	Prah.g_02593	Syad.g_00150
OG0001004	Prah.g_02594	Syad.g_00151
OG0001005	Prah.g_02596	Syad.g_00152
OG0001006	Prah.g_02602	Syad.g_00160
OG0001007	Prah.g_02604	Syad.g_00162
OG0001008	Prah.g_00231	Syad.g_02449
OG0001009	Prah.g_00033	Syad.g_00194
OG0001010	Prah.g_00034	Syad.g_00195
OG0001011	Prah.g_00036	Syad.g_00196
OG0001012	Prah.g_02488	Syad.g_03030
OG0001013	Prah.g_02466	Syad.g_03011
OG0001014	Prah.g_02454	Syad.g_03002
OG0001015	Prah.g_02453	Syad.g_03001
OG0001016	Prah.g_01843	Syad.g_02734
OG0001017	Prah.g_01849	Syad.g_02740
OG0001018	Prah.g_01851	Syad.g_02742
OG0001019	Prah.g_01867	Syad.g_02771
OG0001020	Prah.g_01873	Syad.g_02777
OG0001021	Prah.g_01877	Syad.g_02781
OG0001022	Prah.g_01882	Syad.g_02786
OG0001023	Prah.g_01883	Syad.g_02787
OG0001024	Prah.g_01887	Syad.g_02791
OG0001025	Prah.g_01894	Syad.g_02798
OG0001026	Prah.g_01908	Syad.g_02811
OG0001027	Prah.g_00195	Syad.g_02817
OG0001028	Prah.g_00193	Syad.g_02819
OG0001029	Prah.g_00191	Syad.g_02821
OG0001030	Prah.g_02257	Syad.g_02848
OG0001031	Prah.g_02336	Syad.g_02925
OG0001032	Prah.g_02339	Syad.g_02928
OG0001033	Prah.g_02372	Syad.g_02956
OG0001034	Prah.g_01779	Syad.g_00819
OG0001035	Prah.g_02099	Syad.g_00559
OG0001036	Prah.g_02103	Syad.g_00554
OG0001037	Prah.g_02105	Syad.g_00552
OG0001039	Prah.g_02135	Syad.g_00522
OG0001040	Prah.g_02138	Syad.g_00519
OG0001041	Prah.g_02143	Syad.g_00514
OG0001042	Prah.g_02168	Syad.g_00485
OG0001043	Prah.g_02170	Syad.g_00481
OG0001044	Prah.g_01941	Syad.g_00760
OG0001045	Prah.g_01929	Syad.g_00773
OG0001046	Prah.g_01661	Syad.g_01722
OG0001047	Prah.g_00233	Syad.g_02447
OG0001048	Prah.g_00234	Syad.g_02446
OG0001049	Prah.g_00237	Syad.g_02443
OG0001050	Prah.g_00238	Syad.g_02442
OG0001051	Prah.g_00239	Syad.g_02441
OG0001052	Prah.g_00308	Syad.g_02357
OG0001054	Prah.g_01545	Syad.g_00925
OG0001055	Prah.g_01524	Syad.g_00946
OG0001056	Prah.g_01496	Syad.g_00982
OG0001057	Prah.g_01482	Syad.g_00996
OG0001058	Prah.g_01468	Syad.g_01015
OG0001059	Prah.g_01464	Syad.g_01018
OG0001060	Prah.g_01458	Syad.g_01025
OG0001061	Prah.g_01440	Syad.g_01047
OG0001062	Prah.g_01438	Syad.g_01049
OG0001063	Prah.g_01434	Syad.g_01056
OG0001064	Prah.g_01433	Syad.g_01057
OG0001065	Prah.g_01432	Syad.g_01058
OG0001066	Prah.g_01431	Syad.g_01059
OG0001067	Prah.g_01430	Syad.g_01060
OG0001068	Prah.g_01429	Syad.g_01061
OG0001069	Prah.g_01428	Syad.g_01062
OG0001070	Prah.g_01424	Syad.g_01065
OG0001071	Prah.g_01423	Syad.g_01066
OG0001072	Prah.g_01418	Syad.g_01070
OG0001073	Prah.g_01399	Syad.g_01090
OG0001074	Prah.g_00532	Syad.g_02197
OG0001075	Prah.g_00531	Syad.g_02196
OG0001076	Prah.g_00523	Syad.g_02175
OG0001077	Prah.g_00513	Syad.g_02164
OG0001078	Prah.g_00500	Syad.g_02151
OG0001079	Prah.g_00482	Syad.g_02138
OG0001080	Prah.g_00472	Syad.g_02008
OG0001081	Prah.g_00465	Syad.g_01568
OG0001082	Prah.g_00464	Syad.g_01569
OG0001083	Prah.g_00456	Syad.g_01578
OG0001084	Prah.g_00455	Syad.g_01586
OG0001085	Prah.g_00444	Syad.g_01596
OG0001086	Prah.g_00442	Syad.g_01598
OG0001087	Prah.g_00968	Syad.g_01372
OG0001088	Prah.g_00972	Syad.g_01368
OG0001089	Prah.g_01025	Syad.g_01302
OG0001090	Prah.g_00886	Syad.g_01817
OG0001091	Prah.g_00884	Syad.g_01815
OG0001092	Prah.g_00882	Syad.g_01812
OG0001093	Prah.g_00878	Syad.g_01806
OG0001094	Prah.g_00673	Syad.g_01895
OG0001095	Prah.g_00654	Syad.g_01874
OG0001096	Prah.g_00637	Syad.g_01847
OG0001097	Prah.g_00593	Syad.g_01223
OG0001098	Prah.g_00743	Syad.g_02005, Syad.g_01995
OG0001099	Prah.g_00192	Syad.g_02820
OG0001100	Prah.g_00740	Syad.g_01608
OG0001101	Prah.g_00739	Syad.g_01610
OG0001102	Prah.g_00736	Syad.g_01613
OG0001103	Prah.g_00734	Syad.g_01616
OG0001104	Prah.g_00684	Syad.g_01911
OG0001105	Prah.g_00689	Syad.g_01907
OG0001106	Prah.g_00784	Syad.g_01771
OG0001107	Prah.g_00794	Syad.g_01759
OG0001108	Prah.g_00801	Syad.g_01744
OG0001109	Prah.g_00803	Syad.g_01739
OG0001110	Prah.g_00806	Syad.g_01737
OG0001111	Prah.g_00808	Syad.g_01735
OG0001112	Prah.g_00810	Syad.g_01733
OG0001113	Prah.g_00811	Syad.g_01732
OG0001114	Prah.g_00812	Syad.g_01731
OG0001115	Prah.g_00814	Syad.g_01727
OG0001116	Prah.g_00815	Syad.g_01725
OG0001117	Prah.g_00816	Syad.g_01724
OG0001118	Prah.g_00817	Syad.g_01723
OG0001119	Prah.g_00818	Syad.g_01721
OG0001120	Prah.g_00821	Syad.g_01717
OG0001122	Prah.g_00849	Syad.g_01689
OG0001123	Prah.g_00856	Syad.g_01682
OG0001124	Prah.g_00858	Syad.g_01680
OG0001125	Prah.g_00860	Syad.g_01678
OG0001126	Prah.g_00903	Syad.g_01276
OG0001127	Prah.g_00904	Syad.g_01277
OG0001128	Prah.g_00907	Syad.g_01280
OG0001129	Prah.g_00908	Syad.g_01282
OG0001130	Prah.g_00909	Syad.g_01283
OG0001131	Prah.g_00893	Syad.g_01953
OG0001132	Prah.g_00539	Syad.g_02038
OG0001133	Prah.g_00521	Syad.g_02172
OG0001134	Prah.g_02524	Syad.g_01527
OG0001135	Prah.g_02526	Syad.g_01529
OG0001136	Prah.g_01324	Syad.g_01150
OG0001137	Prah.g_01305	Syad.g_01169
OG0001138	Prah.g_01253	Syad.g_01493
OG0001139	Prah.g_01251	Syad.g_01491
OG0001140	Prah.g_01250	Syad.g_01490
OG0001141	Prah.g_01249	Syad.g_01489
OG0001142	Prah.g_01248	Syad.g_01488
OG0001143	Prah.g_01264	Syad.g_01473
OG0001144	Prah.g_01273	Syad.g_01457
OG0001145	Prah.g_01353	Syad.g_01112
OG0001146	Prah.g_01369	Syad.g_02412
OG0001147	Prah.g_00323	Syad.g_02349
OG0001148	Prah.g_01577	Syad.g_00889
OG0001149	Prah.g_01578	Syad.g_00888
OG0001150	Prah.g_01579	Syad.g_00887
OG0001151	Prah.g_01591	Syad.g_00875
OG0001152	Prah.g_01592	Syad.g_00872
