Orthogroup	Prah	Syar
OG0000562	Prah.g_01461	Syar.g_02318
OG0000563	Prah.g_01460	Syar.g_02317
OG0000564	Prah.g_01459	Syar.g_02316
OG0000565	Prah.g_01457	Syar.g_02312
OG0000566	Prah.g_01452	Syar.g_02308
OG0000567	Prah.g_01448	Syar.g_02304
OG0000568	Prah.g_01446	Syar.g_02302
OG0000569	Prah.g_01445	Syar.g_02301
OG0000570	Prah.g_01444	Syar.g_02300
OG0000571	Prah.g_01441	Syar.g_02298
OG0000572	Prah.g_01425	Syar.g_02201
OG0000573	Prah.g_01416	Syar.g_02191
OG0000574	Prah.g_01415	Syar.g_02190
OG0000575	Prah.g_01406	Syar.g_03180
OG0000576	Prah.g_01404	Syar.g_02187
OG0000577	Prah.g_01403	Syar.g_02186
OG0000578	Prah.g_01402	Syar.g_02185
OG0000579	Prah.g_01401	Syar.g_02184
OG0000580	Prah.g_01400	Syar.g_02183
OG0000581	Prah.g_01396	Syar.g_02175
OG0000582	Prah.g_01392	Syar.g_02131
OG0000583	Prah.g_01391	Syar.g_02132
OG0000584	Prah.g_01390	Syar.g_02133
OG0000585	Prah.g_01388	Syar.g_02170
OG0000586	Prah.g_01387	Syar.g_02171
OG0000587	Prah.g_01385	Syar.g_02173
OG0000588	Prah.g_00529	Syar.g_02275
OG0000589	Prah.g_00526	Syar.g_02261
OG0000590	Prah.g_00525	Syar.g_02260
OG0000591	Prah.g_00518	Syar.g_02246
OG0000592	Prah.g_00517	Syar.g_02245
OG0000593	Prah.g_00505	Syar.g_02414
OG0000594	Prah.g_00504	Syar.g_02415
OG0000595	Prah.g_00503	Syar.g_02416
OG0000596	Prah.g_00498	Syar.g_02421
OG0000597	Prah.g_00495	Syar.g_02424
OG0000598	Prah.g_00494	Syar.g_02425
OG0000599	Prah.g_00485	Syar.g_02428
OG0000600	Prah.g_00484	Syar.g_02429
OG0000601	Prah.g_00483	Syar.g_02430
OG0000602	Prah.g_00478	Syar.g_02435
OG0000603	Prah.g_00477	Syar.g_02436
OG0000604	Prah.g_00476	Syar.g_02438
OG0000605	Prah.g_00474	Syar.g_02440
OG0000606	Prah.g_00466	Syar.g_02443
OG0000607	Prah.g_00463	Syar.g_02446
OG0000608	Prah.g_00462	Syar.g_02447
OG0000609	Prah.g_00460	Syar.g_02470
OG0000610	Prah.g_00452	Syar.g_01917
OG0000611	Prah.g_00449	Syar.g_01914
OG0000612	Prah.g_00448	Syar.g_01913
OG0000613	Prah.g_02193	Syar.g_00712
OG0000614	Prah.g_00985	Syar.g_02012, Syar.g_01344
OG0000615	Prah.g_00706	Syar.g_02603
OG0000616	Prah.g_02588	Syar.g_00454
OG0000617	Prah.g_00881	Syar.g_01576
OG0000618	Prah.g_00880	Syar.g_01575
OG0000619	Prah.g_00879	Syar.g_01574
OG0000620	Prah.g_00875	Syar.g_01569
OG0000621	Prah.g_00874	Syar.g_01568
OG0000622	Prah.g_00873	Syar.g_01566
OG0000623	Prah.g_00872	Syar.g_01565
OG0000624	Prah.g_00871	Syar.g_01564
OG0000625	Prah.g_00870	Syar.g_01563
OG0000626	Prah.g_00869	Syar.g_01562
OG0000627	Prah.g_00746	Syar.g_01868
OG0000628	Prah.g_00747	Syar.g_01869
OG0000629	Prah.g_00750	Syar.g_01872
OG0000630	Prah.g_00754	Syar.g_02586
OG0000631	Prah.g_00758	Syar.g_02579
OG0000632	Prah.g_00759	Syar.g_02578
OG0000633	Prah.g_00760	Syar.g_02576
OG0000634	Prah.g_00671	Syar.g_02635
OG0000635	Prah.g_00670	Syar.g_02636
OG0000636	Prah.g_00668	Syar.g_02638
OG0000637	Prah.g_00666	Syar.g_02640
OG0000638	Prah.g_00665	Syar.g_02641
OG0000639	Prah.g_00664	Syar.g_02642
OG0000640	Prah.g_00663	Syar.g_02643
OG0000641	Prah.g_00659	Syar.g_02648
OG0000642	Prah.g_00658	Syar.g_02649
OG0000643	Prah.g_00657	Syar.g_02650
OG0000644	Prah.g_00656	Syar.g_02651
OG0000645	Prah.g_00655	Syar.g_02652
OG0000646	Prah.g_00652	Syar.g_02655
OG0000647	Prah.g_00650	Syar.g_02657
OG0000648	Prah.g_00648	Syar.g_02659
OG0000649	Prah.g_00647	Syar.g_02660
OG0000650	Prah.g_00646	Syar.g_02661
OG0000651	Prah.g_00645	Syar.g_02662
OG0000652	Prah.g_00644	Syar.g_02663
OG0000653	Prah.g_00640	Syar.g_02665
OG0000654	Prah.g_00639	Syar.g_02666
OG0000655	Prah.g_00638	Syar.g_02667
OG0000656	Prah.g_00635	Syar.g_02479
OG0000657	Prah.g_00603	Syar.g_01812
OG0000658	Prah.g_00601	Syar.g_01815
OG0000659	Prah.g_00600	Syar.g_01816
OG0000660	Prah.g_00596	Syar.g_01820
OG0000661	Prah.g_00594	Syar.g_03175, Syar.g_01822
OG0000662	Prah.g_00592	Syar.g_01829
OG0000663	Prah.g_00589	Syar.g_01832
OG0000664	Prah.g_00588	Syar.g_01837
OG0000665	Prah.g_00574	Syar.g_02774
OG0000666	Prah.g_00572	Syar.g_01241
OG0000667	Prah.g_00564	Syar.g_02346
OG0000668	Prah.g_00850	Syar.g_01802
OG0000669	Prah.g_00558	Syar.g_01627
OG0000670	Prah.g_01212	Syar.g_01624
OG0000671	Prah.g_00738	Syar.g_01622
OG0000672	Prah.g_00735	Syar.g_01619
OG0000673	Prah.g_00732	Syar.g_01615
OG0000674	Prah.g_00730	Syar.g_01613
OG0000675	Prah.g_00729	Syar.g_01612
OG0000676	Prah.g_00726	Syar.g_01608
OG0000677	Prah.g_00724	Syar.g_01607
OG0000678	Prah.g_00721	Syar.g_02037
OG0000679	Prah.g_00702	Syar.g_02606
OG0000680	Prah.g_00701	Syar.g_02607
OG0000681	Prah.g_00699	Syar.g_02610
OG0000682	Prah.g_00698	Syar.g_02611
OG0000683	Prah.g_00697	Syar.g_02612
OG0000684	Prah.g_00683	Syar.g_02615
OG0000685	Prah.g_00685	Syar.g_02617
OG0000686	Prah.g_00686	Syar.g_02618
OG0000687	Prah.g_00687	Syar.g_02619
OG0000688	Prah.g_00681	Syar.g_02624
OG0000689	Prah.g_00680	Syar.g_02626
OG0000690	Prah.g_00679	Syar.g_02627
OG0000691	Prah.g_00678	Syar.g_02628
OG0000692	Prah.g_00677	Syar.g_02629
OG0000693	Prah.g_00675	Syar.g_02631
OG0000694	Prah.g_00674	Syar.g_02632
OG0000695	Prah.g_00762	Syar.g_02573
OG0000696	Prah.g_00763	Syar.g_02572
OG0000697	Prah.g_00765	Syar.g_02570
OG0000698	Prah.g_00768	Syar.g_02567
OG0000699	Prah.g_00770	Syar.g_02566
OG0000700	Prah.g_00771	Syar.g_02565
OG0000701	Prah.g_00772	Syar.g_02564
OG0000702	Prah.g_00780	Syar.g_02559
OG0000703	Prah.g_00781	Syar.g_02557
OG0000704	Prah.g_00783	Syar.g_02555
OG0000705	Prah.g_00789	Syar.g_02547
OG0000706	Prah.g_00790	Syar.g_02546
OG0000707	Prah.g_00791	Syar.g_02545
OG0000708	Prah.g_00793	Syar.g_02542
OG0000709	Prah.g_00800	Syar.g_02534
OG0000710	Prah.g_00805	Syar.g_02528
OG0000711	Prah.g_00828	Syar.g_02499
OG0000712	Prah.g_00829	Syar.g_02497
OG0000713	Prah.g_00830	Syar.g_02496
OG0000714	Prah.g_00833	Syar.g_02494
OG0000715	Prah.g_00835	Syar.g_02492
OG0000716	Prah.g_00839	Syar.g_02488
OG0000717	Prah.g_00840	Syar.g_02487
OG0000718	Prah.g_00846	Syar.g_02483
OG0000719	Prah.g_00848	Syar.g_01804
OG0000720	Prah.g_00861	Syar.g_01790
OG0000721	Prah.g_00862	Syar.g_01788
OG0000722	Prah.g_00863	Syar.g_01787
OG0000723	Prah.g_00867	Syar.g_01560
OG0000724	Prah.g_00910	Syar.g_01367, Syar.g_02120
OG0000725	Prah.g_00919	Syar.g_01934
OG0000726	Prah.g_00920	Syar.g_01935
OG0000727	Prah.g_00921	Syar.g_01936
OG0000728	Prah.g_00922	Syar.g_01938
OG0000729	Prah.g_00133	Syar.g_00593
OG0000730	Prah.g_01942	Syar.g_01115
OG0000731	Prah.g_01932	Syar.g_01127
OG0000732	Prah.g_00054	Syar.g_00522
OG0000733	Prah.g_02532	Syar.g_02234
OG0000734	Prah.g_01905	Syar.g_03128
OG0000735	Prah.g_01340	Syar.g_01522
OG0000736	Prah.g_01339	Syar.g_01523
OG0000737	Prah.g_01338	Syar.g_01524
OG0000738	Prah.g_01331	Syar.g_01530
OG0000739	Prah.g_01329	Syar.g_01531
OG0000740	Prah.g_01328	Syar.g_01532
OG0000741	Prah.g_01325	Syar.g_01535
OG0000742	Prah.g_01323	Syar.g_01538
OG0000743	Prah.g_01321	Syar.g_01541
OG0000744	Prah.g_01320	Syar.g_01542
OG0000745	Prah.g_01318	Syar.g_01545
OG0000746	Prah.g_01316	Syar.g_01549
OG0000747	Prah.g_01315	Syar.g_01551
OG0000748	Prah.g_01304	Syar.g_01945
OG0000749	Prah.g_01303	Syar.g_01946
OG0000750	Prah.g_01302	Syar.g_01947
OG0000751	Prah.g_01297	Syar.g_01952
OG0000752	Prah.g_01295	Syar.g_01954
OG0000753	Prah.g_01292	Syar.g_01957
OG0000754	Prah.g_01262	Syar.g_01963
OG0000755	Prah.g_01255	Syar.g_01974
OG0000756	Prah.g_01254	Syar.g_01975
OG0000757	Prah.g_01247	Syar.g_01984
OG0000758	Prah.g_01246	Syar.g_01985
OG0000759	Prah.g_01245	Syar.g_01986
OG0000760	Prah.g_01244	Syar.g_01987
OG0000761	Prah.g_01243	Syar.g_01988
OG0000762	Prah.g_01263	Syar.g_01992
OG0000763	Prah.g_01265	Syar.g_01699
OG0000764	Prah.g_01266	Syar.g_01700
OG0000765	Prah.g_01282	Syar.g_01718
OG0000766	Prah.g_01283	Syar.g_01719
OG0000767	Prah.g_01285	Syar.g_01721
OG0000768	Prah.g_01286	Syar.g_01722
OG0000769	Prah.g_01290	Syar.g_01724
OG0000770	Prah.g_01239	Syar.g_01727
OG0000771	Prah.g_00905	Syar.g_01373
OG0000772	Prah.g_01610	Syar.g_00746
OG0000773	Prah.g_01351	Syar.g_02694
OG0000774	Prah.g_01355	Syar.g_02771
OG0000775	Prah.g_01357	Syar.g_02773
OG0000776	Prah.g_01358	Syar.g_01755
OG0000777	Prah.g_01359	Syar.g_01754
OG0000778	Prah.g_01360	Syar.g_01753
OG0000779	Prah.g_01365	Syar.g_02779
OG0000780	Prah.g_01368	Syar.g_02781
OG0000781	Prah.g_01372	Syar.g_02785
OG0000782	Prah.g_01373	Syar.g_02786
OG0000783	Prah.g_01374	Syar.g_02787
OG0000784	Prah.g_01375	Syar.g_02788
OG0000785	Prah.g_01377	Syar.g_02791
OG0000786	Prah.g_01380	Syar.g_02795
OG0000787	Prah.g_01381	Syar.g_02796
OG0000788	Prah.g_00224	Syar.g_02331
OG0000789	Prah.g_01183	Syar.g_02040
OG0000790	Prah.g_01580	Syar.g_01456
OG0000791	Prah.g_01582	Syar.g_01454
OG0000792	Prah.g_01583	Syar.g_01453
OG0000793	Prah.g_01587	Syar.g_01243
OG0000794	Prah.g_01588	Syar.g_01242
OG0000795	Prah.g_01589	Syar.g_01240
OG0000796	Prah.g_01593	Syar.g_01236
OG0000797	Prah.g_01594	Syar.g_01235
OG0000798	Prah.g_02131	Syar.g_00222
OG0000799	Prah.g_00435	Syar.g_02844
OG0000800	Prah.g_00434	Syar.g_02843
OG0000801	Prah.g_00433	Syar.g_02842
OG0000802	Prah.g_00427	Syar.g_02825
OG0000803	Prah.g_00423	Syar.g_02822
OG0000804	Prah.g_00421	Syar.g_02819
OG0000805	Prah.g_00419	Syar.g_02817
OG0000806	Prah.g_00417	Syar.g_02815
OG0000807	Prah.g_00415	Syar.g_02814
OG0000808	Prah.g_00414	Syar.g_02813
OG0000809	Prah.g_00410	Syar.g_02811
OG0000810	Prah.g_00409	Syar.g_02810
OG0000811	Prah.g_00403	Syar.g_02805
OG0000812	Prah.g_00401	Syar.g_02803
OG0000813	Prah.g_00400	Syar.g_02802
OG0000814	Prah.g_00398	Syar.g_02800
OG0000815	Prah.g_00397	Syar.g_02799
OG0000816	Prah.g_00395	Syar.g_02797
OG0000817	Prah.g_00394	Syar.g_02861
OG0000818	Prah.g_00386	Syar.g_01418
OG0000819	Prah.g_00385	Syar.g_01417
OG0000820	Prah.g_00384	Syar.g_01416
OG0000821	Prah.g_00379	Syar.g_01410
OG0000822	Prah.g_00376	Syar.g_01408
OG0000823	Prah.g_00374	Syar.g_00017, Syar.g_01407
OG0000824	Prah.g_00370	Syar.g_01402
OG0000825	Prah.g_00369	Syar.g_01401
OG0000826	Prah.g_00368	Syar.g_01400
OG0000827	Prah.g_00367	Syar.g_01399
OG0000828	Prah.g_00364	Syar.g_01396
OG0000829	Prah.g_00363	Syar.g_01395
OG0000830	Prah.g_00362	Syar.g_01394
OG0000831	Prah.g_00360	Syar.g_01391
OG0000832	Prah.g_01615	Syar.g_01213
OG0000833	Prah.g_01623	Syar.g_02877
OG0000834	Prah.g_01624	Syar.g_02878
OG0000835	Prah.g_01625	Syar.g_02879
OG0000836	Prah.g_01627	Syar.g_02881
OG0000837	Prah.g_01628	Syar.g_02882
OG0000838	Prah.g_01632	Syar.g_02886
OG0000839	Prah.g_01633	Syar.g_02887
OG0000840	Prah.g_01634	Syar.g_02888
OG0000841	Prah.g_01635	Syar.g_02889
OG0000842	Prah.g_01636	Syar.g_02890
OG0000843	Prah.g_01637	Syar.g_02891
OG0000844	Prah.g_01639	Syar.g_02893
OG0000845	Prah.g_01640	Syar.g_02894
OG0000846	Prah.g_01641	Syar.g_02895
OG0000847	Prah.g_01642	Syar.g_02896
OG0000848	Prah.g_01643	Syar.g_02898
OG0000849	Prah.g_01644	Syar.g_02899
OG0000850	Prah.g_01645	Syar.g_02902
OG0000851	Prah.g_01648	Syar.g_02905
OG0000852	Prah.g_01649	Syar.g_02906
OG0000853	Prah.g_01653	Syar.g_02910
OG0000854	Prah.g_01655	Syar.g_02912
OG0000855	Prah.g_01656	Syar.g_02913
OG0000856	Prah.g_00515	Syar.g_02243
OG0000857	Prah.g_00651	Syar.g_02656
OG0000858	Prah.g_01667	Syar.g_02920
OG0000859	Prah.g_01668	Syar.g_02921
OG0000860	Prah.g_01678	Syar.g_02931
OG0000861	Prah.g_01679	Syar.g_02932
OG0000862	Prah.g_01681	Syar.g_02942
OG0000863	Prah.g_01685	Syar.g_02944
OG0000864	Prah.g_01687	Syar.g_02945
OG0000865	Prah.g_01688	Syar.g_02946
OG0000866	Prah.g_01689	Syar.g_02947
OG0000867	Prah.g_01690	Syar.g_02948
OG0000868	Prah.g_01692	Syar.g_02950
OG0000869	Prah.g_01695	Syar.g_02955
OG0000870	Prah.g_01700	Syar.g_02960
OG0000871	Prah.g_01701	Syar.g_02961
OG0000872	Prah.g_01703	Syar.g_02967
OG0000873	Prah.g_01707	Syar.g_02970
OG0000874	Prah.g_01711	Syar.g_02974
OG0000875	Prah.g_01713	Syar.g_02975
OG0000876	Prah.g_01714	Syar.g_01828
OG0000877	Prah.g_01717	Syar.g_02977
OG0000878	Prah.g_01718	Syar.g_02978
OG0000879	Prah.g_01719	Syar.g_02979
OG0000880	Prah.g_01720	Syar.g_02980
OG0000881	Prah.g_01728	Syar.g_02984
OG0000882	Prah.g_01733	Syar.g_02989
OG0000883	Prah.g_01736	Syar.g_02992
OG0000884	Prah.g_01738	Syar.g_02994
OG0000885	Prah.g_01739	Syar.g_02995
OG0000886	Prah.g_01740	Syar.g_02996
OG0000887	Prah.g_01741	Syar.g_02998
OG0000888	Prah.g_01743	Syar.g_03000
OG0000889	Prah.g_01745	Syar.g_03002
OG0000890	Prah.g_01759	Syar.g_03005
OG0000891	Prah.g_01760	Syar.g_03006
OG0000892	Prah.g_01762	Syar.g_03008
OG0000893	Prah.g_02073	Syar.g_00150
OG0000894	Prah.g_02070	Syar.g_00145
OG0000895	Prah.g_02066	Syar.g_00141
OG0000896	Prah.g_02065	Syar.g_00140
OG0000897	Prah.g_02063	Syar.g_00138
OG0000898	Prah.g_02062	Syar.g_00137
OG0000899	Prah.g_02061	Syar.g_00136
OG0000900	Prah.g_02060	Syar.g_00135
OG0000901	Prah.g_02056	Syar.g_00130
OG0000902	Prah.g_02054	Syar.g_01013
OG0000903	Prah.g_02041	Syar.g_01026
OG0000904	Prah.g_02046	Syar.g_01021
OG0000905	Prah.g_02048	Syar.g_01018
OG0000906	Prah.g_02050	Syar.g_01015
OG0000907	Prah.g_02039	Syar.g_01028
OG0000908	Prah.g_02036	Syar.g_01031
OG0000909	Prah.g_02035	Syar.g_01032
OG0000910	Prah.g_02034	Syar.g_01033
OG0000911	Prah.g_02032	Syar.g_01035
OG0000912	Prah.g_02031	Syar.g_01036
OG0000913	Prah.g_02030	Syar.g_01037
OG0000914	Prah.g_02029	Syar.g_01038
OG0000915	Prah.g_02028	Syar.g_01040
OG0000916	Prah.g_02027	Syar.g_01041
OG0000917	Prah.g_02026	Syar.g_01042
OG0000918	Prah.g_02025	Syar.g_01043
OG0000919	Prah.g_02024	Syar.g_01044
OG0000920	Prah.g_02023	Syar.g_01045
OG0000921	Prah.g_02022	Syar.g_01046
OG0000922	Prah.g_02021	Syar.g_01047
OG0000923	Prah.g_02017	Syar.g_01051
OG0000924	Prah.g_02016	Syar.g_01052
OG0000925	Prah.g_02015	Syar.g_01053
OG0000926	Prah.g_02014	Syar.g_01054
OG0000927	Prah.g_02012	Syar.g_01056
OG0000928	Prah.g_02011	Syar.g_01057
OG0000929	Prah.g_02010	Syar.g_01058
OG0000930	Prah.g_02009	Syar.g_01059
OG0000931	Prah.g_02008	Syar.g_01060
OG0000932	Prah.g_02007	Syar.g_01061
OG0000933	Prah.g_02002	Syar.g_01066
OG0000934	Prah.g_02000	Syar.g_01068
OG0000935	Prah.g_01999	Syar.g_01069
OG0000936	Prah.g_01998	Syar.g_01070
OG0000937	Prah.g_01997	Syar.g_01071
OG0000938	Prah.g_01994	Syar.g_01074
OG0000939	Prah.g_01993	Syar.g_01075
OG0000940	Prah.g_01985	Syar.g_01081
OG0000941	Prah.g_01983	Syar.g_01083
OG0000942	Prah.g_01981	Syar.g_01085
OG0000943	Prah.g_01980	Syar.g_01086
OG0000944	Prah.g_01978	Syar.g_01088
OG0000945	Prah.g_01977	Syar.g_01089
OG0000946	Prah.g_01966	Syar.g_01095
OG0000947	Prah.g_01963	Syar.g_01098
OG0000948	Prah.g_01962	Syar.g_01099
OG0000949	Prah.g_01958	Syar.g_00283
OG0000950	Prah.g_02231	Syar.g_00661
OG0000951	Prah.g_02236	Syar.g_00656
OG0000952	Prah.g_02241	Syar.g_00651
OG0000953	Prah.g_02245	Syar.g_00248
OG0000954	Prah.g_00167	Syar.g_00258
OG0000955	Prah.g_00166	Syar.g_00259
OG0000956	Prah.g_00164	Syar.g_00261
OG0000957	Prah.g_00152	Syar.g_00610
OG0000958	Prah.g_00151	Syar.g_00609
OG0000959	Prah.g_00146	Syar.g_00605
OG0000960	Prah.g_00145	Syar.g_00604
OG0000961	Prah.g_00136	Syar.g_00094
OG0000962	Prah.g_00134	Syar.g_00594
OG0000963	Prah.g_00129	Syar.g_00590
OG0000964	Prah.g_00128	Syar.g_00589
OG0000965	Prah.g_00127	Syar.g_00588
OG0000966	Prah.g_00086	Syar.g_00549
OG0000967	Prah.g_00079	Syar.g_00545
OG0000968	Prah.g_00076	Syar.g_00542
OG0000969	Prah.g_00074	Syar.g_00540
OG0000970	Prah.g_00073	Syar.g_00539
OG0000971	Prah.g_00071	Syar.g_00537
OG0000972	Prah.g_00070	Syar.g_00536
OG0000973	Prah.g_00068	Syar.g_00535
OG0000974	Prah.g_00067	Syar.g_00534
OG0000975	Prah.g_00066	Syar.g_00533
OG0000976	Prah.g_00065	Syar.g_00532
OG0000977	Prah.g_00063	Syar.g_00530
OG0000978	Prah.g_00062	Syar.g_00529
OG0000979	Prah.g_00059	Syar.g_00526
OG0000980	Prah.g_00055	Syar.g_00523
OG0000981	Prah.g_00052	Syar.g_00520
OG0000982	Prah.g_02491	Syar.g_00331
OG0000983	Prah.g_02492	Syar.g_00332
OG0000984	Prah.g_02493	Syar.g_00333
OG0000985	Prah.g_02497	Syar.g_00337
OG0000986	Prah.g_02499	Syar.g_00344
OG0000987	Prah.g_02501	Syar.g_00346
OG0000988	Prah.g_02505	Syar.g_00352
OG0000989	Prah.g_02513	Syar.g_00377
OG0000990	Prah.g_02536	Syar.g_00697
OG0000991	Prah.g_02540	Syar.g_00700
OG0000992	Prah.g_02543	Syar.g_00704
OG0000993	Prah.g_02544	Syar.g_00705
OG0000994	Prah.g_02547	Syar.g_00708
OG0000995	Prah.g_02552	Syar.g_03212, Syar.g_00624
OG0000996	Prah.g_02565	Syar.g_00861
OG0000997	Prah.g_02574	Syar.g_00437
OG0000998	Prah.g_02576	Syar.g_00439
OG0000999	Prah.g_02577	Syar.g_00440
OG0001000	Prah.g_02580	Syar.g_00955, Syar.g_00444
OG0001001	Prah.g_02584	Syar.g_00450
OG0001002	Prah.g_02591	Syar.g_00457
OG0001003	Prah.g_02593	Syar.g_00459
OG0001004	Prah.g_02594	Syar.g_00460
OG0001005	Prah.g_02596	Syar.g_00461
OG0001006	Prah.g_02602	Syar.g_00468
OG0001007	Prah.g_02604	Syar.g_00470
OG0001008	Prah.g_00231	Syar.g_01178, Syar.g_03274
OG0001009	Prah.g_00033	Syar.g_00500
OG0001010	Prah.g_00034	Syar.g_00501
OG0001011	Prah.g_00036	Syar.g_00503
OG0001013	Prah.g_02466	Syar.g_00906
OG0001014	Prah.g_02454	Syar.g_00914
OG0001015	Prah.g_02453	Syar.g_00915
OG0001017	Prah.g_01849	Syar.g_03050
OG0001018	Prah.g_01851	Syar.g_03052
OG0001019	Prah.g_01867	Syar.g_03086
OG0001020	Prah.g_01873	Syar.g_03092
OG0001021	Prah.g_01877	Syar.g_03098
OG0001022	Prah.g_01882	Syar.g_03102
OG0001023	Prah.g_01883	Syar.g_03103
OG0001024	Prah.g_01887	Syar.g_02276
OG0001025	Prah.g_01894	Syar.g_03115
OG0001026	Prah.g_01908	Syar.g_03131
OG0001027	Prah.g_00195	Syar.g_00031
OG0001028	Prah.g_00193	Syar.g_00034
OG0001029	Prah.g_00191	Syar.g_00036
OG0001030	Prah.g_02257	Syar.g_00058
OG0001031	Prah.g_02336	Syar.g_00129
OG0001032	Prah.g_02339	Syar.g_01011
OG0001033	Prah.g_02372	Syar.g_00962
OG0001034	Prah.g_01779	Syar.g_03022
OG0001035	Prah.g_02099	Syar.g_00171
OG0001036	Prah.g_02103	Syar.g_00193
OG0001037	Prah.g_02105	Syar.g_00195
OG0001038	Prah.g_02132	Syar.g_00223
OG0001039	Prah.g_02135	Syar.g_00226
OG0001040	Prah.g_02138	Syar.g_00229
OG0001041	Prah.g_02143	Syar.g_00234
OG0001042	Prah.g_02168	Syar.g_00831
OG0001043	Prah.g_02170	Syar.g_00826
OG0001044	Prah.g_01941	Syar.g_01117
OG0001045	Prah.g_01929	Syar.g_01130
OG0001046	Prah.g_01661	Syar.g_02514
OG0001047	Prah.g_00233	Syar.g_01180
OG0001048	Prah.g_00234	Syar.g_01181
OG0001049	Prah.g_00237	Syar.g_02872
OG0001050	Prah.g_00238	Syar.g_02871
OG0001051	Prah.g_00239	Syar.g_02870
OG0001052	Prah.g_00308	Syar.g_01269
OG0001053	Prah.g_01563	Syar.g_01472
OG0001054	Prah.g_01545	Syar.g_01492
OG0001055	Prah.g_01524	Syar.g_01513
OG0001056	Prah.g_01496	Syar.g_02349
OG0001057	Prah.g_01482	Syar.g_02341
OG0001058	Prah.g_01468	Syar.g_02324
OG0001059	Prah.g_01464	Syar.g_00422
OG0001060	Prah.g_01458	Syar.g_02315
OG0001061	Prah.g_01440	Syar.g_02297
OG0001062	Prah.g_01438	Syar.g_02294
OG0001063	Prah.g_01434	Syar.g_02209
OG0001064	Prah.g_01433	Syar.g_02208
OG0001065	Prah.g_01432	Syar.g_02207
OG0001066	Prah.g_01431	Syar.g_02206
OG0001067	Prah.g_01430	Syar.g_02205
OG0001068	Prah.g_01429	Syar.g_02204
OG0001069	Prah.g_01428	Syar.g_02203
OG0001070	Prah.g_01424	Syar.g_02200
OG0001071	Prah.g_01423	Syar.g_02199
OG0001072	Prah.g_01418	Syar.g_02195
OG0001073	Prah.g_01399	Syar.g_02182
OG0001074	Prah.g_00532	Syar.g_02031
OG0001075	Prah.g_00531	Syar.g_02215
OG0001076	Prah.g_00523	Syar.g_02253
OG0001077	Prah.g_00513	Syar.g_02240
OG0001078	Prah.g_00500	Syar.g_02419
OG0001079	Prah.g_00482	Syar.g_02431
OG0001080	Prah.g_00472	Syar.g_02442
OG0001081	Prah.g_00465	Syar.g_02444
OG0001082	Prah.g_00464	Syar.g_02445
OG0001083	Prah.g_00456	Syar.g_02473
OG0001084	Prah.g_00455	Syar.g_02474
OG0001085	Prah.g_00444	Syar.g_01688
OG0001086	Prah.g_00442	Syar.g_01686
OG0001087	Prah.g_00968	Syar.g_02347
OG0001088	Prah.g_00972	Syar.g_00431
OG0001089	Prah.g_01025	Syar.g_01942
OG0001090	Prah.g_00886	Syar.g_01582
OG0001091	Prah.g_00884	Syar.g_01580
OG0001092	Prah.g_00882	Syar.g_01578
OG0001093	Prah.g_00878	Syar.g_01572
OG0001094	Prah.g_00673	Syar.g_02633
OG0001095	Prah.g_00654	Syar.g_02653
OG0001096	Prah.g_00637	Syar.g_02476
OG0001097	Prah.g_00593	Syar.g_01823
OG0001098	Prah.g_00743	Syar.g_01672
OG0001099	Prah.g_00192	Syar.g_00035
OG0001100	Prah.g_00740	Syar.g_01625
OG0001101	Prah.g_00739	Syar.g_01623
OG0001102	Prah.g_00736	Syar.g_01620
OG0001103	Prah.g_00734	Syar.g_01618
OG0001104	Prah.g_00684	Syar.g_02616
OG0001105	Prah.g_00689	Syar.g_02620
OG0001106	Prah.g_00784	Syar.g_02553
OG0001107	Prah.g_00794	Syar.g_02541
OG0001109	Prah.g_00803	Syar.g_02529
OG0001110	Prah.g_00806	Syar.g_02527
OG0001111	Prah.g_00808	Syar.g_02525
OG0001112	Prah.g_00810	Syar.g_02523
OG0001113	Prah.g_00811	Syar.g_02522
OG0001114	Prah.g_00812	Syar.g_02521
OG0001115	Prah.g_00814	Syar.g_02519
OG0001116	Prah.g_00815	Syar.g_02517
OG0001117	Prah.g_00816	Syar.g_02516
OG0001118	Prah.g_00817	Syar.g_02515
OG0001119	Prah.g_00818	Syar.g_02513
OG0001120	Prah.g_00821	Syar.g_02507
OG0001122	Prah.g_00849	Syar.g_01803
OG0001123	Prah.g_00856	Syar.g_01796
OG0001124	Prah.g_00858	Syar.g_01793
OG0001125	Prah.g_00860	Syar.g_01791
OG0001126	Prah.g_00903	Syar.g_01375
OG0001127	Prah.g_00904	Syar.g_01374
OG0001128	Prah.g_00907	Syar.g_01371
OG0001129	Prah.g_00908	Syar.g_01369
OG0001130	Prah.g_00909	Syar.g_01368
OG0001131	Prah.g_00893	Syar.g_02448
OG0001132	Prah.g_00539	Syar.g_00684
OG0001133	Prah.g_00521	Syar.g_02249
OG0001134	Prah.g_02524	Syar.g_02235
OG0001135	Prah.g_02526	Syar.g_02232
OG0001136	Prah.g_01324	Syar.g_01536
OG0001137	Prah.g_01305	Syar.g_01944
OG0001138	Prah.g_01253	Syar.g_01977
OG0001139	Prah.g_01251	Syar.g_01980
OG0001140	Prah.g_01250	Syar.g_01981
OG0001141	Prah.g_01249	Syar.g_01982
OG0001142	Prah.g_01248	Syar.g_01983
OG0001143	Prah.g_01264	Syar.g_01698
OG0001144	Prah.g_01273	Syar.g_01707
OG0001145	Prah.g_01353	Syar.g_02769
