Orthogroup	Prak	Syan
OG0000573	Prak.g_00553	Syan.g_00963
OG0000574	Prak.g_00554	Syan.g_00965
OG0000575	Prak.g_00558	Syan.g_01003
OG0000576	Prak.g_00560	Syan.g_01007
OG0000577	Prak.g_00561	Syan.g_01008
OG0000578	Prak.g_00562	Syan.g_01009
OG0000579	Prak.g_00563	Syan.g_01010
OG0000580	Prak.g_00564	Syan.g_01011
OG0000581	Prak.g_00567	Syan.g_01018
OG0000582	Prak.g_00570	Syan.g_01030
OG0000583	Prak.g_00571	Syan.g_01029
OG0000584	Prak.g_00572	Syan.g_01028
OG0000585	Prak.g_00574	Syan.g_01024
OG0000586	Prak.g_00575	Syan.g_01022
OG0000587	Prak.g_00576	Syan.g_01020
OG0000588	Prak.g_00580	Syan.g_00215
OG0000589	Prak.g_00582	Syan.g_00016
OG0000590	Prak.g_00583	Syan.g_00015
OG0000591	Prak.g_00587	Syan.g_00003
OG0000592	Prak.g_00588	Syan.g_00002
OG0000593	Prak.g_01111	Syan.g_00820
OG0000594	Prak.g_01110	Syan.g_00819
OG0000595	Prak.g_01109	Syan.g_00818
OG0000596	Prak.g_01105	Syan.g_00813
OG0000597	Prak.g_01102	Syan.g_00810
OG0000598	Prak.g_01101	Syan.g_00809
OG0000599	Prak.g_01098	Syan.g_00802
OG0000600	Prak.g_01097	Syan.g_00801
OG0000601	Prak.g_01096	Syan.g_00800
OG0000602	Prak.g_01094	Syan.g_00796
OG0000603	Prak.g_01093	Syan.g_00795
OG0000604	Prak.g_01092	Syan.g_00792
OG0000605	Prak.g_01091	Syan.g_00783
OG0000606	Prak.g_01088	Syan.g_00780
OG0000607	Prak.g_01085	Syan.g_00777
OG0000608	Prak.g_01084	Syan.g_00776
OG0000609	Prak.g_01083	Syan.g_00774
OG0000610	Prak.g_01077	Syan.g_00766
OG0000611	Prak.g_01074	Syan.g_00763
OG0000612	Prak.g_01073	Syan.g_00762
OG0000613	Prak.g_00800	Syan.g_01965
OG0000614	Prak.g_00821	Syan.g_00184
OG0000615	Prak.g_00832	Syan.g_00728
OG0000616	Prak.g_01934	Syan.g_01694
OG0000617	Prak.g_01057	Syan.g_00324
OG0000618	Prak.g_01056	Syan.g_00325
OG0000619	Prak.g_01055	Syan.g_00326
OG0000620	Prak.g_01052	Syan.g_00331
OG0000621	Prak.g_01051	Syan.g_00332
OG0000622	Prak.g_01050	Syan.g_00334
OG0000623	Prak.g_01049	Syan.g_00335
OG0000624	Prak.g_01047	Syan.g_00337
OG0000625	Prak.g_01046	Syan.g_00338
OG0000626	Prak.g_01045	Syan.g_00339
OG0000627	Prak.g_01044	Syan.g_00465
OG0000628	Prak.g_01043	Syan.g_00466
OG0000629	Prak.g_01042	Syan.g_00469
OG0000630	Prak.g_01039	Syan.g_00474
OG0000631	Prak.g_00946	Syan.g_00484
OG0000632	Prak.g_00947	Syan.g_00485
OG0000633	Prak.g_00948	Syan.g_00489
OG0000634	Prak.g_00841	Syan.g_00694
OG0000635	Prak.g_00842	Syan.g_00693
OG0000636	Prak.g_00844	Syan.g_00691
OG0000637	Prak.g_00846	Syan.g_00689
OG0000638	Prak.g_00847	Syan.g_00688
OG0000639	Prak.g_00848	Syan.g_00687
OG0000640	Prak.g_00849	Syan.g_00686
OG0000641	Prak.g_00853	Syan.g_00682
OG0000642	Prak.g_00854	Syan.g_00681
OG0000643	Prak.g_00855	Syan.g_00679
OG0000644	Prak.g_00856	Syan.g_00678
OG0000645	Prak.g_00857	Syan.g_00676
OG0000646	Prak.g_00859	Syan.g_00673
OG0000647	Prak.g_00861	Syan.g_00671
OG0000648	Prak.g_00863	Syan.g_00669
OG0000649	Prak.g_00864	Syan.g_00668
OG0000650	Prak.g_00865	Syan.g_00667
OG0000651	Prak.g_00866	Syan.g_00666
OG0000652	Prak.g_00867	Syan.g_00665
OG0000653	Prak.g_00869	Syan.g_00663
OG0000654	Prak.g_00870	Syan.g_00661
OG0000655	Prak.g_00871	Syan.g_00660
OG0000656	Prak.g_00874	Syan.g_00656
OG0000657	Prak.g_00882	Syan.g_00375
OG0000658	Prak.g_00884	Syan.g_00378
OG0000659	Prak.g_00885	Syan.g_00379
OG0000660	Prak.g_00889	Syan.g_00383
OG0000661	Prak.g_00891	Syan.g_00385
OG0000662	Prak.g_00893	Syan.g_00392
OG0000663	Prak.g_00895	Syan.g_00395
OG0000664	Prak.g_00896	Syan.g_00397
OG0000665	Prak.g_00902	Syan.g_00788
OG0000666	Prak.g_00903	Syan.g_02100
OG0000667	Prak.g_00907	Syan.g_00044
OG0000668	Prak.g_00748	Syan.g_00365
OG0000669	Prak.g_00759	Syan.g_00751
OG0000670	Prak.g_00762	Syan.g_00748
OG0000671	Prak.g_00765	Syan.g_00746
OG0000672	Prak.g_00768	Syan.g_00743
OG0000673	Prak.g_00771	Syan.g_00740
OG0000674	Prak.g_00773	Syan.g_00738
OG0000675	Prak.g_00774	Syan.g_00737
OG0000676	Prak.g_00776	Syan.g_00735
OG0000677	Prak.g_00777	Syan.g_00734
OG0000678	Prak.g_00779	Syan.g_00732
OG0000679	Prak.g_00783	Syan.g_00724
OG0000680	Prak.g_00784	Syan.g_00723
OG0000681	Prak.g_00787	Syan.g_00720
OG0000682	Prak.g_00788	Syan.g_00719
OG0000683	Prak.g_00789	Syan.g_00718
OG0000684	Prak.g_00791	Syan.g_00715
OG0000685	Prak.g_00793	Syan.g_00713
OG0000686	Prak.g_00794	Syan.g_00712
OG0000687	Prak.g_00795	Syan.g_00711
OG0000688	Prak.g_01069	Syan.g_00706
OG0000689	Prak.g_01068	Syan.g_00704
OG0000690	Prak.g_01067	Syan.g_00703
OG0000691	Prak.g_01066	Syan.g_00702
OG0000692	Prak.g_01064	Syan.g_00700
OG0000693	Prak.g_01063	Syan.g_00698
OG0000694	Prak.g_01062	Syan.g_00697
OG0000695	Prak.g_00950	Syan.g_00492
OG0000696	Prak.g_00951	Syan.g_00493
OG0000697	Prak.g_00952	Syan.g_00495
OG0000698	Prak.g_00955	Syan.g_00498
OG0000699	Prak.g_00956	Syan.g_00500
OG0000700	Prak.g_00957	Syan.g_00501
OG0000701	Prak.g_00958	Syan.g_00502
OG0000702	Prak.g_00960	Syan.g_00534
OG0000703	Prak.g_00961	Syan.g_00546
OG0000704	Prak.g_00963	Syan.g_00550
OG0000705	Prak.g_00966	Syan.g_00557
OG0000706	Prak.g_00967	Syan.g_00558
OG0000707	Prak.g_00968	Syan.g_00559
OG0000708	Prak.g_00970	Syan.g_00562
OG0000709	Prak.g_00974	Syan.g_00570
OG0000710	Prak.g_00977	Syan.g_00574
OG0000711	Prak.g_00995	Syan.g_00607
OG0000712	Prak.g_00996	Syan.g_00609
OG0000713	Prak.g_00997	Syan.g_00610
OG0000714	Prak.g_00998	Syan.g_00624
OG0000715	Prak.g_01000	Syan.g_00626
OG0000716	Prak.g_01002	Syan.g_00630
OG0000717	Prak.g_01003	Syan.g_00631
OG0000718	Prak.g_01007	Syan.g_00651
OG0000719	Prak.g_01009	Syan.g_00367
OG0000720	Prak.g_01021	Syan.g_00354
OG0000721	Prak.g_01025	Syan.g_00352
OG0000722	Prak.g_01026	Syan.g_00351
OG0000723	Prak.g_01030	Syan.g_00341
OG0000724	Prak.g_00925	Syan.g_00299
OG0000725	Prak.g_00919	Syan.g_00194
OG0000726	Prak.g_00918	Syan.g_00193
OG0000727	Prak.g_00917	Syan.g_00192
OG0000728	Prak.g_00915	Syan.g_00190
OG0000729	Prak.g_01255	Syan.g_01885
OG0000730	Prak.g_01214	Syan.g_02147
OG0000731	Prak.g_00362	Syan.g_02135
OG0000732	Prak.g_01885	Syan.g_01726
OG0000733	Prak.g_01551	Syan.g_01147
OG0000734	Prak.g_01188	Syan.g_02982
OG0000735	Prak.g_01186	Syan.g_02713
OG0000736	Prak.g_01185	Syan.g_02712
OG0000737	Prak.g_01184	Syan.g_02711
OG0000738	Prak.g_01180	Syan.g_02705
OG0000739	Prak.g_01179	Syan.g_02704
OG0000740	Prak.g_01178	Syan.g_02703
OG0000741	Prak.g_01176	Syan.g_02700
OG0000742	Prak.g_01173	Syan.g_02697
OG0000743	Prak.g_01171	Syan.g_02694
OG0000744	Prak.g_01170	Syan.g_02693
OG0000745	Prak.g_01169	Syan.g_02690
OG0000746	Prak.g_01167	Syan.g_02687
OG0000747	Prak.g_01166	Syan.g_02685
OG0000748	Prak.g_01162	Syan.g_02669
OG0000749	Prak.g_01161	Syan.g_02668
OG0000750	Prak.g_01160	Syan.g_02667
OG0000751	Prak.g_01157	Syan.g_02661
OG0000752	Prak.g_01155	Syan.g_02659
OG0000753	Prak.g_01153	Syan.g_02656
OG0000754	Prak.g_01150	Syan.g_02650
OG0000755	Prak.g_01144	Syan.g_02641
OG0000756	Prak.g_01143	Syan.g_02640
OG0000757	Prak.g_01136	Syan.g_02623
OG0000758	Prak.g_01135	Syan.g_02622
OG0000759	Prak.g_01134	Syan.g_02621
OG0000760	Prak.g_01133	Syan.g_02620
OG0000761	Prak.g_01132	Syan.g_02619
OG0000762	Prak.g_01131	Syan.g_02617
OG0000763	Prak.g_01129	Syan.g_02615
OG0000764	Prak.g_01128	Syan.g_02614
OG0000765	Prak.g_01120	Syan.g_02587
OG0000766	Prak.g_01119	Syan.g_02586
OG0000767	Prak.g_01117	Syan.g_02584
OG0000768	Prak.g_01116	Syan.g_02583
OG0000769	Prak.g_01114	Syan.g_02581
OG0000770	Prak.g_00593	Syan.g_02561
OG0000771	Prak.g_01487	Syan.g_00305
OG0000772	Prak.g_01571	Syan.g_00436
OG0000773	Prak.g_01268	Syan.g_01199
OG0000774	Prak.g_01270	Syan.g_01205
OG0000775	Prak.g_01272	Syan.g_01207
OG0000776	Prak.g_01273	Syan.g_01208
OG0000777	Prak.g_01274	Syan.g_01209
OG0000778	Prak.g_01275	Syan.g_01210
OG0000779	Prak.g_01279	Syan.g_01215
OG0000780	Prak.g_01280	Syan.g_01218
OG0000781	Prak.g_01284	Syan.g_01222
OG0000782	Prak.g_01285	Syan.g_01223
OG0000783	Prak.g_01286	Syan.g_01224
OG0000784	Prak.g_01287	Syan.g_01225
OG0000785	Prak.g_01289	Syan.g_01228
OG0000786	Prak.g_01292	Syan.g_01243
OG0000787	Prak.g_01293	Syan.g_01244
OG0000788	Prak.g_00460	Syan.g_00843
OG0000789	Prak.g_01490	Syan.g_00075
OG0000790	Prak.g_01334	Syan.g_02778
OG0000791	Prak.g_01336	Syan.g_02780
OG0000792	Prak.g_01337	Syan.g_02781
OG0000793	Prak.g_01340	Syan.g_02879
OG0000794	Prak.g_01341	Syan.g_02881
OG0000795	Prak.g_01342	Syan.g_02882
OG0000796	Prak.g_01346	Syan.g_02886
OG0000797	Prak.g_01347	Syan.g_02888
OG0000799	Prak.g_01374	Syan.g_01310
OG0000800	Prak.g_01375	Syan.g_01308
OG0000801	Prak.g_01376	Syan.g_01307
OG0000802	Prak.g_01378	Syan.g_01303
OG0000803	Prak.g_01380	Syan.g_01294
OG0000804	Prak.g_01381	Syan.g_01291
OG0000805	Prak.g_01383	Syan.g_01289
OG0000806	Prak.g_01385	Syan.g_01287
OG0000807	Prak.g_01386	Syan.g_01286
OG0000808	Prak.g_01387	Syan.g_01285
OG0000809	Prak.g_01389	Syan.g_01281
OG0000810	Prak.g_01390	Syan.g_01280
OG0000811	Prak.g_01394	Syan.g_01272
OG0000812	Prak.g_01396	Syan.g_01270
OG0000813	Prak.g_01397	Syan.g_01269
OG0000814	Prak.g_01399	Syan.g_01267
OG0000815	Prak.g_01400	Syan.g_01249
OG0000816	Prak.g_01402	Syan.g_01247
OG0000817	Prak.g_01403	Syan.g_01328
OG0000818	Prak.g_01408	Syan.g_02807
OG0000819	Prak.g_01409	Syan.g_02808
OG0000820	Prak.g_01410	Syan.g_02809
OG0000821	Prak.g_01414	Syan.g_02815
OG0000822	Prak.g_01415	Syan.g_02817
OG0000823	Prak.g_01416	Syan.g_02818
OG0000824	Prak.g_01419	Syan.g_02824
OG0000825	Prak.g_01420	Syan.g_02825
OG0000826	Prak.g_01421	Syan.g_02826
OG0000827	Prak.g_01422	Syan.g_02827
OG0000828	Prak.g_01425	Syan.g_02830
OG0000829	Prak.g_01426	Syan.g_02831
OG0000830	Prak.g_01427	Syan.g_02832
OG0000831	Prak.g_01429	Syan.g_02834
OG0000832	Prak.g_01439	Syan.g_02408
OG0000833	Prak.g_01448	Syan.g_01343
OG0000834	Prak.g_01449	Syan.g_01345
OG0000835	Prak.g_01450	Syan.g_01346
OG0000836	Prak.g_01451	Syan.g_01349
OG0000837	Prak.g_01452	Syan.g_01351
OG0000838	Prak.g_01454	Syan.g_01355
OG0000839	Prak.g_01455	Syan.g_01356
OG0000840	Prak.g_01456	Syan.g_01357
OG0000841	Prak.g_01457	Syan.g_01358
OG0000842	Prak.g_01458	Syan.g_01359
OG0000843	Prak.g_01459	Syan.g_01360
OG0000844	Prak.g_01460	Syan.g_01362
OG0000845	Prak.g_01461	Syan.g_01363
OG0000846	Prak.g_01462	Syan.g_01364
OG0000847	Prak.g_01463	Syan.g_01365
OG0000848	Prak.g_01464	Syan.g_01367
OG0000849	Prak.g_01465	Syan.g_01368
OG0000850	Prak.g_01467	Syan.g_01371
OG0000851	Prak.g_01468	Syan.g_01374
OG0000852	Prak.g_01469	Syan.g_01375
OG0000853	Prak.g_01475	Syan.g_01379
OG0000854	Prak.g_01477	Syan.g_01381
OG0000855	Prak.g_01478	Syan.g_01382
OG0000856	Prak.g_00590	Syan.g_01136
OG0000857	Prak.g_00860	Syan.g_00672
OG0000858	Prak.g_01638	Syan.g_01389
OG0000859	Prak.g_01639	Syan.g_01390
OG0000860	Prak.g_01647	Syan.g_01402
OG0000861	Prak.g_01648	Syan.g_01403
OG0000862	Prak.g_01649	Syan.g_01412
OG0000863	Prak.g_01651	Syan.g_01414
OG0000864	Prak.g_01652	Syan.g_00969
OG0000865	Prak.g_01653	Syan.g_01415
OG0000866	Prak.g_01654	Syan.g_01416
OG0000867	Prak.g_01655	Syan.g_01417
OG0000868	Prak.g_01657	Syan.g_01421
OG0000869	Prak.g_01660	Syan.g_01426
OG0000870	Prak.g_01665	Syan.g_01431
OG0000871	Prak.g_01666	Syan.g_01432
OG0000872	Prak.g_01667	Syan.g_01438
OG0000873	Prak.g_01670	Syan.g_01441
OG0000874	Prak.g_01673	Syan.g_01443
OG0000875	Prak.g_01674	Syan.g_01445
OG0000876	Prak.g_01675	Syan.g_00391
OG0000877	Prak.g_01677	Syan.g_01449
OG0000878	Prak.g_01678	Syan.g_01450
OG0000879	Prak.g_01679	Syan.g_01451
OG0000880	Prak.g_01680	Syan.g_01452
OG0000881	Prak.g_01684	Syan.g_01457
OG0000882	Prak.g_01689	Syan.g_01462
OG0000883	Prak.g_01691	Syan.g_01464
OG0000884	Prak.g_01693	Syan.g_01466
OG0000885	Prak.g_01694	Syan.g_01467
OG0000886	Prak.g_01695	Syan.g_01468
OG0000887	Prak.g_01696	Syan.g_01469
OG0000888	Prak.g_01698	Syan.g_01471
OG0000889	Prak.g_01700	Syan.g_01473
OG0000890	Prak.g_01701	Syan.g_01476
OG0000891	Prak.g_01702	Syan.g_01477
OG0000892	Prak.g_01704	Syan.g_01480
OG0000893	Prak.g_01708	Syan.g_02103
OG0000894	Prak.g_01711	Syan.g_02108
OG0000895	Prak.g_01715	Syan.g_02112
OG0000896	Prak.g_01716	Syan.g_02113
OG0000897	Prak.g_01718	Syan.g_02115
OG0000898	Prak.g_01719	Syan.g_02116
OG0000899	Prak.g_01720	Syan.g_02117
OG0000900	Prak.g_01721	Syan.g_02118
OG0000901	Prak.g_01724	Syan.g_02123
OG0000902	Prak.g_01726	Syan.g_02125
OG0000903	Prak.g_01730	Syan.g_02252
OG0000904	Prak.g_01734	Syan.g_02258
OG0000905	Prak.g_01728	Syan.g_02129
OG0000906	Prak.g_01727	Syan.g_02127
OG0000907	Prak.g_01737	Syan.g_02245
OG0000908	Prak.g_01740	Syan.g_02242
OG0000909	Prak.g_01741	Syan.g_02241
OG0000910	Prak.g_01742	Syan.g_02240
OG0000911	Prak.g_01744	Syan.g_02238
OG0000912	Prak.g_01745	Syan.g_02237
OG0000913	Prak.g_01746	Syan.g_02236
OG0000914	Prak.g_01747	Syan.g_02235
OG0000915	Prak.g_01748	Syan.g_02233
OG0000916	Prak.g_01749	Syan.g_02232
OG0000917	Prak.g_01750	Syan.g_02231
OG0000918	Prak.g_01751	Syan.g_02230
OG0000919	Prak.g_01752	Syan.g_02229
OG0000920	Prak.g_01753	Syan.g_02228
OG0000921	Prak.g_01754	Syan.g_02227
OG0000922	Prak.g_01755	Syan.g_02226
OG0000923	Prak.g_01759	Syan.g_02222
OG0000924	Prak.g_01760	Syan.g_02221
OG0000925	Prak.g_01761	Syan.g_02220
OG0000926	Prak.g_01762	Syan.g_02219
OG0000927	Prak.g_01764	Syan.g_02217
OG0000928	Prak.g_01765	Syan.g_02216
OG0000929	Prak.g_01766	Syan.g_02215
OG0000930	Prak.g_01767	Syan.g_02214
OG0000931	Prak.g_01768	Syan.g_02213
OG0000932	Prak.g_01769	Syan.g_02212
OG0000933	Prak.g_01773	Syan.g_02206
OG0000934	Prak.g_01775	Syan.g_02204
OG0000935	Prak.g_01776	Syan.g_02203
OG0000936	Prak.g_01777	Syan.g_02202
OG0000937	Prak.g_01778	Syan.g_02201
OG0000938	Prak.g_01781	Syan.g_02198
OG0000939	Prak.g_01782	Syan.g_02197
OG0000940	Prak.g_01789	Syan.g_02188
OG0000941	Prak.g_01791	Syan.g_02186
OG0000942	Prak.g_01793	Syan.g_02184
OG0000943	Prak.g_01794	Syan.g_02183
OG0000944	Prak.g_01796	Syan.g_02181
OG0000945	Prak.g_01797	Syan.g_02180
OG0000946	Prak.g_01802	Syan.g_02167
OG0000947	Prak.g_01804	Syan.g_02164
OG0000948	Prak.g_01805	Syan.g_02163
OG0000949	Prak.g_01808	Syan.g_01951
OG0000950	Prak.g_01815	Syan.g_01940
OG0000951	Prak.g_01819	Syan.g_01932
OG0000952	Prak.g_01823	Syan.g_01927
OG0000953	Prak.g_01827	Syan.g_01922
OG0000954	Prak.g_01831	Syan.g_01916
OG0000955	Prak.g_01832	Syan.g_01915
OG0000956	Prak.g_01834	Syan.g_01913
OG0000957	Prak.g_01840	Syan.g_01898
OG0000958	Prak.g_01841	Syan.g_01897
OG0000959	Prak.g_01845	Syan.g_01893
OG0000960	Prak.g_01846	Syan.g_01892
OG0000961	Prak.g_01849	Syan.g_03024
OG0000962	Prak.g_01851	Syan.g_01887
OG0000963	Prak.g_01855	Syan.g_01881
OG0000964	Prak.g_01856	Syan.g_01880
OG0000965	Prak.g_01857	Syan.g_01879
OG0000966	Prak.g_01863	Syan.g_01812
OG0000967	Prak.g_01867	Syan.g_01804
OG0000968	Prak.g_01869	Syan.g_01706
OG0000969	Prak.g_01870	Syan.g_01708
OG0000970	Prak.g_01871	Syan.g_01709
OG0000971	Prak.g_01872	Syan.g_01711
OG0000972	Prak.g_01873	Syan.g_01712
OG0000973	Prak.g_01874	Syan.g_01713
OG0000974	Prak.g_01875	Syan.g_01714
OG0000975	Prak.g_01876	Syan.g_01715
OG0000976	Prak.g_01877	Syan.g_01716
OG0000977	Prak.g_01878	Syan.g_01718
OG0000978	Prak.g_01879	Syan.g_01719
OG0000979	Prak.g_01882	Syan.g_01722
OG0000980	Prak.g_01884	Syan.g_01725
OG0000981	Prak.g_01887	Syan.g_01728
OG0000982	Prak.g_01889	Syan.g_01566
OG0000983	Prak.g_01890	Syan.g_01567
OG0000984	Prak.g_01891	Syan.g_01568
OG0000985	Prak.g_01894	Syan.g_01572
OG0000986	Prak.g_01896	Syan.g_01574
OG0000987	Prak.g_01897	Syan.g_01576
OG0000988	Prak.g_01900	Syan.g_01581
OG0000989	Prak.g_01904	Syan.g_01587
OG0000990	Prak.g_01908	Syan.g_01615
OG0000991	Prak.g_01909	Syan.g_01618
OG0000992	Prak.g_01912	Syan.g_01622
OG0000993	Prak.g_01913	Syan.g_01623
OG0000994	Prak.g_01914	Syan.g_01625
OG0000995	Prak.g_01918	Syan.g_01629
OG0000996	Prak.g_01919	Syan.g_01653
OG0000997	Prak.g_01922	Syan.g_01677
OG0000998	Prak.g_01924	Syan.g_01679
OG0000999	Prak.g_01925	Syan.g_01680
OG0001000	Prak.g_01928	Syan.g_01684
OG0001001	Prak.g_01931	Syan.g_01690
OG0001002	Prak.g_01936	Syan.g_01697
OG0001003	Prak.g_01937	Syan.g_01699
OG0001004	Prak.g_01938	Syan.g_01700
OG0001005	Prak.g_01939	Syan.g_01701
OG0001006	Prak.g_01943	Syan.g_01794
OG0001007	Prak.g_01945	Syan.g_01796
OG0001008	Prak.g_00399	Syan.g_02397
OG0001009	Prak.g_00027	Syan.g_01748
OG0001010	Prak.g_00028	Syan.g_01747
OG0001011	Prak.g_00030	Syan.g_01745
OG0001012	Prak.g_00044	Syan.g_00281
OG0001013	Prak.g_00051	Syan.g_01542
OG0001014	Prak.g_00054	Syan.g_01535
OG0001015	Prak.g_00056	Syan.g_01534
OG0001016	Prak.g_00078	Syan.g_02912
OG0001017	Prak.g_00082	Syan.g_02918
OG0001018	Prak.g_00084	Syan.g_02920
OG0001019	Prak.g_00093	Syan.g_02947
OG0001020	Prak.g_00094	Syan.g_02951
OG0001021	Prak.g_00095	Syan.g_02958
OG0001022	Prak.g_00098	Syan.g_02964
OG0001023	Prak.g_00099	Syan.g_02965
OG0001024	Prak.g_00103	Syan.g_00968
OG0001025	Prak.g_00110	Syan.g_02971
OG0001026	Prak.g_00119	Syan.g_02984
OG0001027	Prak.g_00120	Syan.g_02308
OG0001028	Prak.g_00122	Syan.g_02305
OG0001029	Prak.g_00123	Syan.g_02303
OG0001030	Prak.g_00139	Syan.g_02281
OG0001031	Prak.g_00199	Syan.g_03060
OG0001032	Prak.g_00200	Syan.g_03063
OG0001033	Prak.g_00221	Syan.g_00970
OG0001034	Prak.g_00252	Syan.g_02425
OG0001035	Prak.g_00272	Syan.g_02062
OG0001036	Prak.g_00276	Syan.g_02056
OG0001037	Prak.g_00277	Syan.g_02054
OG0001038	Prak.g_00296	Syan.g_02025
OG0001039	Prak.g_00299	Syan.g_02022
OG0001040	Prak.g_00301	Syan.g_02019
OG0001041	Prak.g_00306	Syan.g_02015
OG0001042	Prak.g_00323	Syan.g_01992
OG0001043	Prak.g_00324	Syan.g_01988
OG0001044	Prak.g_00355	Syan.g_02145
OG0001045	Prak.g_00364	Syan.g_02132
OG0001046	Prak.g_01597	Syan.g_00591
OG0001047	Prak.g_00401	Syan.g_02399
OG0001048	Prak.g_00402	Syan.g_02400
OG0001049	Prak.g_00404	Syan.g_01340
OG0001050	Prak.g_00405	Syan.g_01339
OG0001051	Prak.g_00406	Syan.g_01338
OG0001052	Prak.g_00432	Syan.g_02850
OG0001053	Prak.g_00444	Syan.g_02761
OG0001054	Prak.g_00459	Syan.g_02742
OG0001055	Prak.g_00478	Syan.g_02721
OG0001056	Prak.g_00495	Syan.g_01161
OG0001057	Prak.g_00500	Syan.g_00832
OG0001058	Prak.g_00509	Syan.g_00851
OG0001059	Prak.g_00513	Syan.g_00855
OG0001060	Prak.g_00519	Syan.g_00861
OG0001061	Prak.g_00534	Syan.g_00880
OG0001063	Prak.g_00538	Syan.g_00945
OG0001064	Prak.g_00539	Syan.g_00946
OG0001065	Prak.g_00540	Syan.g_00947
OG0001066	Prak.g_00541	Syan.g_00948
OG0001067	Prak.g_00542	Syan.g_00949
OG0001068	Prak.g_00543	Syan.g_00950
OG0001069	Prak.g_00544	Syan.g_00951
OG0001070	Prak.g_00548	Syan.g_00955
OG0001071	Prak.g_00549	Syan.g_00956
OG0001072	Prak.g_00551	Syan.g_00960
OG0001073	Prak.g_00565	Syan.g_01012
OG0001074	Prak.g_00577	Syan.g_00202
OG0001075	Prak.g_00578	Syan.g_00200
OG0001076	Prak.g_00585	Syan.g_00012
OG0001077	Prak.g_00591	Syan.g_01140
OG0001078	Prak.g_01107	Syan.g_00815
OG0001079	Prak.g_01095	Syan.g_00799
OG0001080	Prak.g_01089	Syan.g_00781
OG0001081	Prak.g_01087	Syan.g_00779
OG0001082	Prak.g_01086	Syan.g_00778
OG0001083	Prak.g_01081	Syan.g_00771
OG0001084	Prak.g_01080	Syan.g_00770
OG0001086	Prak.g_00798	Syan.g_00757
OG0001087	Prak.g_00816	Syan.g_01159
OG0001088	Prak.g_00817	Syan.g_02688
OG0001089	Prak.g_00828	Syan.g_00185
OG0001090	Prak.g_00838	Syan.g_00317
OG0001091	Prak.g_01060	Syan.g_00320
OG0001092	Prak.g_01059	Syan.g_00322
OG0001093	Prak.g_01054	Syan.g_00328
OG0001094	Prak.g_01061	Syan.g_00696
OG0001095	Prak.g_00858	Syan.g_00675
OG0001096	Prak.g_00872	Syan.g_00659
OG0001097	Prak.g_00892	Syan.g_00386
OG0001099	Prak.g_00753	Syan.g_02304
OG0001100	Prak.g_00761	Syan.g_00749
OG0001101	Prak.g_00764	Syan.g_00747
OG0001102	Prak.g_00767	Syan.g_00744
OG0001103	Prak.g_00769	Syan.g_00742
OG0001104	Prak.g_00792	Syan.g_00714
OG0001106	Prak.g_00964	Syan.g_00551
OG0001107	Prak.g_00971	Syan.g_00563
OG0001108	Prak.g_00975	Syan.g_00571
OG0001109	Prak.g_00976	Syan.g_00573
OG0001110	Prak.g_00978	Syan.g_00575
OG0001111	Prak.g_00979	Syan.g_00577
OG0001112	Prak.g_00980	Syan.g_00579
OG0001113	Prak.g_00981	Syan.g_00580
OG0001114	Prak.g_00982	Syan.g_00581
OG0001115	Prak.g_00984	Syan.g_00586
OG0001116	Prak.g_00985	Syan.g_00588
OG0001117	Prak.g_00986	Syan.g_00589
OG0001118	Prak.g_00987	Syan.g_00590
OG0001119	Prak.g_00988	Syan.g_00592
OG0001120	Prak.g_00990	Syan.g_00597
OG0001122	Prak.g_01010	Syan.g_00366
OG0001123	Prak.g_01016	Syan.g_00359
OG0001124	Prak.g_01018	Syan.g_00357
OG0001125	Prak.g_01020	Syan.g_00355
OG0001126	Prak.g_00931	Syan.g_00307
OG0001127	Prak.g_00930	Syan.g_00306
OG0001128	Prak.g_00928	Syan.g_00303
OG0001129	Prak.g_00927	Syan.g_00301
OG0001130	Prak.g_00926	Syan.g_00300
OG0001131	Prak.g_00383	Syan.g_00079
OG0001132	Prak.g_00712	Syan.g_00100
OG0001133	Prak.g_01328	Syan.g_00006
OG0001134	Prak.g_01550	Syan.g_01146
OG0001135	Prak.g_01553	Syan.g_02542, Syan.g_01150
OG0001136	Prak.g_01175	Syan.g_02699
OG0001137	Prak.g_01163	Syan.g_02670
OG0001138	Prak.g_01142	Syan.g_02638
OG0001139	Prak.g_01140	Syan.g_02636
OG0001140	Prak.g_01139	Syan.g_02635
OG0001141	Prak.g_01138	Syan.g_02625
OG0001142	Prak.g_01137	Syan.g_02624
OG0001143	Prak.g_01130	Syan.g_02616
OG0001144	Prak.g_01125	Syan.g_02596
OG0001145	Prak.g_01269	Syan.g_01200
OG0001146	Prak.g_01281	Syan.g_01219
OG0001147	Prak.g_01301	Syan.g_02842
OG0001148	Prak.g_01331	Syan.g_02775
OG0001149	Prak.g_01332	Syan.g_02776
OG0001150	Prak.g_01333	Syan.g_02777
OG0001151	Prak.g_01344	Syan.g_02884
OG0001152	Prak.g_01345	Syan.g_02885
OG0001153	Prak.g_01423	Syan.g_02828
OG0001154	Prak.g_01424	Syan.g_02829
OG0001156	Prak.g_01444	Syan.g_02404
OG0001157	Prak.g_01445	Syan.g_02403
OG0001158	Prak.g_01446	Syan.g_02402
OG0001159	Prak.g_01447	Syan.g_02401
OG0001160	Prak.g_01473	Syan.g_01377
OG0001161	Prak.g_01588	Syan.g_01594
