Orthogroup	Prak	Syaf
OG0000564	Prak.g_00518	Syaf.g_02615
OG0000565	Prak.g_00520	Syaf.g_02612
OG0000566	Prak.g_00524	Syaf.g_02608
OG0000567	Prak.g_00528	Syaf.g_02604
OG0000568	Prak.g_00529	Syaf.g_02599
OG0000569	Prak.g_00530	Syaf.g_02596
OG0000570	Prak.g_00531	Syaf.g_02595
OG0000571	Prak.g_00533	Syaf.g_02591
OG0000572	Prak.g_00547	Syaf.g_02575
OG0000573	Prak.g_00553	Syaf.g_02567
OG0000574	Prak.g_00554	Syaf.g_02566
OG0000575	Prak.g_00558	Syaf.g_02562
OG0000576	Prak.g_00560	Syaf.g_02560
OG0000577	Prak.g_00561	Syaf.g_02559
OG0000578	Prak.g_00562	Syaf.g_02558
OG0000579	Prak.g_00563	Syaf.g_02557
OG0000580	Prak.g_00564	Syaf.g_02556
OG0000581	Prak.g_00567	Syaf.g_02550
OG0000582	Prak.g_00570	Syaf.g_02374
OG0000583	Prak.g_00571	Syaf.g_02373
OG0000584	Prak.g_00572	Syaf.g_02372
OG0000585	Prak.g_00574	Syaf.g_02370
OG0000586	Prak.g_00575	Syaf.g_02369
OG0000587	Prak.g_00576	Syaf.g_02367
OG0000588	Prak.g_00580	Syaf.g_02350
OG0000589	Prak.g_00582	Syaf.g_02340
OG0000590	Prak.g_00583	Syaf.g_02339
OG0000591	Prak.g_00587	Syaf.g_02331
OG0000592	Prak.g_00588	Syaf.g_02330
OG0000593	Prak.g_01111	Syaf.g_02314
OG0000594	Prak.g_01110	Syaf.g_02313
OG0000595	Prak.g_01109	Syaf.g_02312
OG0000596	Prak.g_01105	Syaf.g_02307
OG0000597	Prak.g_01102	Syaf.g_02304
OG0000598	Prak.g_01101	Syaf.g_02303
OG0000599	Prak.g_01098	Syaf.g_02300
OG0000600	Prak.g_01097	Syaf.g_02299
OG0000601	Prak.g_01096	Syaf.g_02298
OG0000602	Prak.g_01094	Syaf.g_02293
OG0000603	Prak.g_01093	Syaf.g_02292
OG0000604	Prak.g_01092	Syaf.g_02289
OG0000605	Prak.g_01091	Syaf.g_01734
OG0000606	Prak.g_01088	Syaf.g_02145
OG0000607	Prak.g_01085	Syaf.g_02142
OG0000608	Prak.g_01084	Syaf.g_02141
OG0000609	Prak.g_01083	Syaf.g_02139
OG0000610	Prak.g_01077	Syaf.g_02132
OG0000611	Prak.g_01074	Syaf.g_02129
OG0000612	Prak.g_01073	Syaf.g_02128
OG0000613	Prak.g_00800	Syaf.g_00315
OG0000614	Prak.g_00821	Syaf.g_01469
OG0000615	Prak.g_00832	Syaf.g_02085
OG0000616	Prak.g_01934	Syaf.g_00518
OG0000617	Prak.g_01057	Syaf.g_01975
OG0000618	Prak.g_01056	Syaf.g_01974
OG0000619	Prak.g_01055	Syaf.g_01973
OG0000620	Prak.g_01052	Syaf.g_01966
OG0000621	Prak.g_01051	Syaf.g_01965
OG0000622	Prak.g_01050	Syaf.g_01964
OG0000623	Prak.g_01049	Syaf.g_01963
OG0000624	Prak.g_01047	Syaf.g_01961
OG0000625	Prak.g_01046	Syaf.g_01960
OG0000626	Prak.g_01045	Syaf.g_01959
OG0000627	Prak.g_01044	Syaf.g_01782
OG0000628	Prak.g_01043	Syaf.g_01783
OG0000629	Prak.g_01042	Syaf.g_01786
OG0000630	Prak.g_01039	Syaf.g_01790
OG0000631	Prak.g_00946	Syaf.g_01801
OG0000632	Prak.g_00947	Syaf.g_01802
OG0000633	Prak.g_00948	Syaf.g_01803
OG0000634	Prak.g_00841	Syaf.g_02053
OG0000635	Prak.g_00842	Syaf.g_02052
OG0000636	Prak.g_00844	Syaf.g_02050
OG0000637	Prak.g_00846	Syaf.g_02048
OG0000638	Prak.g_00847	Syaf.g_02047
OG0000639	Prak.g_00848	Syaf.g_02046
OG0000640	Prak.g_00849	Syaf.g_02045
OG0000641	Prak.g_00853	Syaf.g_02041
OG0000642	Prak.g_00854	Syaf.g_02040
OG0000643	Prak.g_00855	Syaf.g_02038
OG0000644	Prak.g_00856	Syaf.g_02037
OG0000645	Prak.g_00857	Syaf.g_02035
OG0000646	Prak.g_00859	Syaf.g_02032
OG0000647	Prak.g_00861	Syaf.g_02030
OG0000648	Prak.g_00863	Syaf.g_02027
OG0000649	Prak.g_00864	Syaf.g_02026
OG0000650	Prak.g_00865	Syaf.g_02025
OG0000651	Prak.g_00866	Syaf.g_02024
OG0000652	Prak.g_00867	Syaf.g_02023
OG0000653	Prak.g_00869	Syaf.g_02021
OG0000654	Prak.g_00870	Syaf.g_02020
OG0000655	Prak.g_00871	Syaf.g_02019
OG0000656	Prak.g_00874	Syaf.g_02016
OG0000657	Prak.g_00882	Syaf.g_01384
OG0000658	Prak.g_00884	Syaf.g_01381
OG0000659	Prak.g_00885	Syaf.g_01380
OG0000660	Prak.g_00889	Syaf.g_01376
OG0000661	Prak.g_00891	Syaf.g_01374
OG0000662	Prak.g_00893	Syaf.g_01372
OG0000663	Prak.g_00895	Syaf.g_01369
OG0000664	Prak.g_00896	Syaf.g_01368
OG0000665	Prak.g_00902	Syaf.g_00980
OG0000666	Prak.g_00903	Syaf.g_01733
OG0000667	Prak.g_00907	Syaf.g_01635
OG0000668	Prak.g_00748	Syaf.g_01928
OG0000669	Prak.g_00759	Syaf.g_02112
OG0000670	Prak.g_00762	Syaf.g_02769
OG0000671	Prak.g_00765	Syaf.g_02108
OG0000672	Prak.g_00768	Syaf.g_02105
OG0000673	Prak.g_00771	Syaf.g_02102
OG0000674	Prak.g_00773	Syaf.g_02100
OG0000675	Prak.g_00774	Syaf.g_02099
OG0000676	Prak.g_00776	Syaf.g_02097
OG0000677	Prak.g_00777	Syaf.g_02096
OG0000678	Prak.g_00779	Syaf.g_02092
OG0000679	Prak.g_00783	Syaf.g_02083
OG0000680	Prak.g_00784	Syaf.g_02082
OG0000681	Prak.g_00787	Syaf.g_02079
OG0000682	Prak.g_00788	Syaf.g_02078
OG0000683	Prak.g_00789	Syaf.g_02077
OG0000684	Prak.g_00791	Syaf.g_02072
OG0000685	Prak.g_00793	Syaf.g_02070
OG0000686	Prak.g_00794	Syaf.g_02069
OG0000687	Prak.g_00795	Syaf.g_02068
OG0000688	Prak.g_01069	Syaf.g_02063
OG0000689	Prak.g_01068	Syaf.g_02061
OG0000690	Prak.g_01067	Syaf.g_02060
OG0000691	Prak.g_01066	Syaf.g_02059
OG0000692	Prak.g_01064	Syaf.g_02058
OG0000693	Prak.g_01063	Syaf.g_02057
OG0000694	Prak.g_01062	Syaf.g_02056
OG0000695	Prak.g_00950	Syaf.g_01805
OG0000696	Prak.g_00951	Syaf.g_01806
OG0000697	Prak.g_00952	Syaf.g_01808
OG0000698	Prak.g_00955	Syaf.g_01811
OG0000699	Prak.g_00956	Syaf.g_01813
OG0000700	Prak.g_00957	Syaf.g_01814
OG0000701	Prak.g_00958	Syaf.g_01815
OG0000702	Prak.g_00960	Syaf.g_01843
OG0000703	Prak.g_00961	Syaf.g_01844
OG0000704	Prak.g_00963	Syaf.g_01846
OG0000705	Prak.g_00966	Syaf.g_01853
OG0000706	Prak.g_00967	Syaf.g_01854
OG0000707	Prak.g_00968	Syaf.g_01855
OG0000708	Prak.g_00970	Syaf.g_01858
OG0000709	Prak.g_00974	Syaf.g_01867
OG0000710	Prak.g_00977	Syaf.g_01878
OG0000711	Prak.g_00995	Syaf.g_01908
OG0000712	Prak.g_00996	Syaf.g_01910
OG0000713	Prak.g_00997	Syaf.g_01911
OG0000714	Prak.g_00998	Syaf.g_01913
OG0000715	Prak.g_01000	Syaf.g_01915
OG0000716	Prak.g_01002	Syaf.g_01919
OG0000717	Prak.g_01003	Syaf.g_01920
OG0000718	Prak.g_01007	Syaf.g_01924
OG0000719	Prak.g_01009	Syaf.g_01926
OG0000720	Prak.g_01021	Syaf.g_01939
OG0000721	Prak.g_01025	Syaf.g_01941
OG0000722	Prak.g_01026	Syaf.g_01942
OG0000723	Prak.g_01030	Syaf.g_01957
OG0000724	Prak.g_00925	Syaf.g_01418
OG0000725	Prak.g_00919	Syaf.g_01445
OG0000726	Prak.g_00918	Syaf.g_01446
OG0000727	Prak.g_00917	Syaf.g_01447
OG0000728	Prak.g_00915	Syaf.g_01449
OG0000729	Prak.g_01255	Syaf.g_00405
OG0000730	Prak.g_01214	Syaf.g_00026
OG0000731	Prak.g_00362	Syaf.g_00014
OG0000732	Prak.g_01885	Syaf.g_00444
OG0000733	Prak.g_01551	Syaf.g_00615
OG0000734	Prak.g_01188	Syaf.g_00895
OG0000735	Prak.g_01186	Syaf.g_01273
OG0000736	Prak.g_01185	Syaf.g_01274
OG0000737	Prak.g_01184	Syaf.g_01275
OG0000738	Prak.g_01180	Syaf.g_01280
OG0000739	Prak.g_01179	Syaf.g_01281
OG0000740	Prak.g_01178	Syaf.g_01282
OG0000741	Prak.g_01176	Syaf.g_01285
OG0000742	Prak.g_01173	Syaf.g_01287
OG0000743	Prak.g_01171	Syaf.g_01289
OG0000744	Prak.g_01170	Syaf.g_01290
OG0000745	Prak.g_01169	Syaf.g_01293
OG0000746	Prak.g_01167	Syaf.g_01295
OG0000747	Prak.g_01166	Syaf.g_01296
OG0000748	Prak.g_01162	Syaf.g_01307
OG0000749	Prak.g_01161	Syaf.g_01309
OG0000750	Prak.g_01160	Syaf.g_01310
OG0000751	Prak.g_01157	Syaf.g_01317
OG0000752	Prak.g_01155	Syaf.g_01319
OG0000753	Prak.g_01153	Syaf.g_01322
OG0000754	Prak.g_01150	Syaf.g_01611
OG0000755	Prak.g_01144	Syaf.g_01599
OG0000756	Prak.g_01143	Syaf.g_01598
OG0000757	Prak.g_01136	Syaf.g_01590
OG0000758	Prak.g_01135	Syaf.g_01589
OG0000759	Prak.g_01134	Syaf.g_01588
OG0000760	Prak.g_01133	Syaf.g_01587
OG0000761	Prak.g_01132	Syaf.g_01586
OG0000762	Prak.g_01131	Syaf.g_01584
OG0000763	Prak.g_01129	Syaf.g_01582
OG0000764	Prak.g_01128	Syaf.g_01581
OG0000765	Prak.g_01120	Syaf.g_01564
OG0000766	Prak.g_01119	Syaf.g_01563
OG0000767	Prak.g_01117	Syaf.g_01561
OG0000768	Prak.g_01116	Syaf.g_01560
OG0000769	Prak.g_01114	Syaf.g_01558
OG0000770	Prak.g_00593	Syaf.g_01553
OG0000771	Prak.g_01487	Syaf.g_01411
OG0000772	Prak.g_01571	Syaf.g_01705
OG0000773	Prak.g_01268	Syaf.g_01268
OG0000774	Prak.g_01270	Syaf.g_01263
OG0000775	Prak.g_01272	Syaf.g_01261
OG0000776	Prak.g_01273	Syaf.g_01260
OG0000777	Prak.g_01274	Syaf.g_01259
OG0000778	Prak.g_01275	Syaf.g_01258
OG0000779	Prak.g_01279	Syaf.g_01252
OG0000780	Prak.g_01280	Syaf.g_01249
OG0000781	Prak.g_01284	Syaf.g_01245
OG0000782	Prak.g_01285	Syaf.g_01244
OG0000783	Prak.g_01286	Syaf.g_01243
OG0000784	Prak.g_01287	Syaf.g_01242
OG0000785	Prak.g_01289	Syaf.g_01240
OG0000786	Prak.g_01292	Syaf.g_02546
OG0000787	Prak.g_01293	Syaf.g_02547
OG0000788	Prak.g_00460	Syaf.g_02297
OG0000789	Prak.g_01490	Syaf.g_01750
OG0000790	Prak.g_01334	Syaf.g_02738
OG0000791	Prak.g_01336	Syaf.g_02740
OG0000792	Prak.g_01337	Syaf.g_02741
OG0000793	Prak.g_01340	Syaf.g_02746
OG0000794	Prak.g_01341	Syaf.g_02747
OG0000795	Prak.g_01342	Syaf.g_02748
OG0000796	Prak.g_01346	Syaf.g_02752
OG0000797	Prak.g_01347	Syaf.g_02753
OG0000799	Prak.g_01374	Syaf.g_02380
OG0000800	Prak.g_01375	Syaf.g_02383
OG0000801	Prak.g_01376	Syaf.g_02384
OG0000802	Prak.g_01378	Syaf.g_02388
OG0000803	Prak.g_01380	Syaf.g_02393
OG0000804	Prak.g_01381	Syaf.g_02396
OG0000805	Prak.g_01383	Syaf.g_02398
OG0000806	Prak.g_01385	Syaf.g_02405
OG0000807	Prak.g_01386	Syaf.g_02406
OG0000808	Prak.g_01387	Syaf.g_02407
OG0000809	Prak.g_01389	Syaf.g_02410
OG0000810	Prak.g_01390	Syaf.g_02411
OG0000811	Prak.g_01394	Syaf.g_02420
OG0000812	Prak.g_01396	Syaf.g_02422
OG0000813	Prak.g_01397	Syaf.g_02423
OG0000814	Prak.g_01399	Syaf.g_02425
OG0000815	Prak.g_01400	Syaf.g_02426
OG0000816	Prak.g_01402	Syaf.g_02428
OG0000817	Prak.g_01403	Syaf.g_02429
OG0000818	Prak.g_01408	Syaf.g_02442
OG0000819	Prak.g_01409	Syaf.g_02443
OG0000820	Prak.g_01410	Syaf.g_02444
OG0000821	Prak.g_01414	Syaf.g_02450
OG0000822	Prak.g_01415	Syaf.g_02452
OG0000823	Prak.g_01416	Syaf.g_02453
OG0000824	Prak.g_01419	Syaf.g_02459
OG0000825	Prak.g_01420	Syaf.g_02460
OG0000826	Prak.g_01421	Syaf.g_02461
OG0000827	Prak.g_01422	Syaf.g_02462
OG0000828	Prak.g_01425	Syaf.g_02465
OG0000829	Prak.g_01426	Syaf.g_02466
OG0000830	Prak.g_01427	Syaf.g_02467
OG0000831	Prak.g_01429	Syaf.g_02470
OG0000832	Prak.g_01439	Syaf.g_01109
OG0000833	Prak.g_01448	Syaf.g_01100
OG0000834	Prak.g_01449	Syaf.g_01098
OG0000835	Prak.g_01450	Syaf.g_01097
OG0000836	Prak.g_01451	Syaf.g_01093
OG0000837	Prak.g_01452	Syaf.g_01091
OG0000838	Prak.g_01454	Syaf.g_01087
OG0000839	Prak.g_01455	Syaf.g_01086
OG0000840	Prak.g_01456	Syaf.g_01085
OG0000841	Prak.g_01457	Syaf.g_01084
OG0000842	Prak.g_01458	Syaf.g_01083
OG0000843	Prak.g_01459	Syaf.g_01082
OG0000844	Prak.g_01460	Syaf.g_01080
OG0000845	Prak.g_01461	Syaf.g_01079
OG0000846	Prak.g_01462	Syaf.g_01078
OG0000847	Prak.g_01463	Syaf.g_01077
OG0000848	Prak.g_01464	Syaf.g_01075
OG0000849	Prak.g_01465	Syaf.g_01074
OG0000850	Prak.g_01467	Syaf.g_01072
OG0000851	Prak.g_01468	Syaf.g_01061
OG0000852	Prak.g_01469	Syaf.g_01060
OG0000853	Prak.g_01475	Syaf.g_01056
OG0000854	Prak.g_01477	Syaf.g_01054
OG0000855	Prak.g_01478	Syaf.g_01053
OG0000856	Prak.g_00590	Syaf.g_02328
OG0000857	Prak.g_00860	Syaf.g_02031
OG0000858	Prak.g_01638	Syaf.g_01047
OG0000859	Prak.g_01639	Syaf.g_01046
OG0000860	Prak.g_01647	Syaf.g_01031
OG0000861	Prak.g_01648	Syaf.g_01030
OG0000862	Prak.g_01649	Syaf.g_01029
OG0000863	Prak.g_01651	Syaf.g_01026
OG0000864	Prak.g_01652	Syaf.g_01025
OG0000865	Prak.g_01653	Syaf.g_01024
OG0000866	Prak.g_01654	Syaf.g_01023
OG0000867	Prak.g_01655	Syaf.g_01022
OG0000868	Prak.g_01657	Syaf.g_01019
OG0000869	Prak.g_01660	Syaf.g_01014
OG0000870	Prak.g_01665	Syaf.g_01009
OG0000871	Prak.g_01666	Syaf.g_01008
OG0000872	Prak.g_01667	Syaf.g_01001
OG0000873	Prak.g_01670	Syaf.g_00998
OG0000874	Prak.g_01673	Syaf.g_01002
OG0000875	Prak.g_01674	Syaf.g_00996
OG0000876	Prak.g_01675	Syaf.g_01198
OG0000877	Prak.g_01677	Syaf.g_01188
OG0000878	Prak.g_01678	Syaf.g_01187
OG0000879	Prak.g_01679	Syaf.g_01186
OG0000880	Prak.g_01680	Syaf.g_01185
OG0000881	Prak.g_01684	Syaf.g_01179
OG0000882	Prak.g_01689	Syaf.g_01174
OG0000883	Prak.g_01691	Syaf.g_01172
OG0000884	Prak.g_01693	Syaf.g_01170
OG0000885	Prak.g_01694	Syaf.g_01169
OG0000886	Prak.g_01695	Syaf.g_01168
OG0000887	Prak.g_01696	Syaf.g_01167
OG0000888	Prak.g_01698	Syaf.g_01165
OG0000889	Prak.g_01700	Syaf.g_01163
OG0000890	Prak.g_01701	Syaf.g_01157
OG0000891	Prak.g_01702	Syaf.g_01156
OG0000892	Prak.g_01704	Syaf.g_01154
OG0000893	Prak.g_01708	Syaf.g_00178
OG0000894	Prak.g_01711	Syaf.g_00175
OG0000895	Prak.g_01715	Syaf.g_00171
OG0000896	Prak.g_01716	Syaf.g_00170
OG0000897	Prak.g_01718	Syaf.g_00168
OG0000898	Prak.g_01719	Syaf.g_00167
OG0000899	Prak.g_01720	Syaf.g_00166
OG0000900	Prak.g_01721	Syaf.g_00165
OG0000901	Prak.g_01724	Syaf.g_00160
OG0000902	Prak.g_01726	Syaf.g_00158
OG0000903	Prak.g_01730	Syaf.g_00141
OG0000904	Prak.g_01734	Syaf.g_00146
OG0000905	Prak.g_01728	Syaf.g_00151
OG0000906	Prak.g_01727	Syaf.g_00154
OG0000907	Prak.g_01737	Syaf.g_00139
OG0000908	Prak.g_01740	Syaf.g_00136
OG0000909	Prak.g_01741	Syaf.g_00135
OG0000910	Prak.g_01742	Syaf.g_00134
OG0000911	Prak.g_01744	Syaf.g_00132
OG0000912	Prak.g_01745	Syaf.g_00131
OG0000913	Prak.g_01746	Syaf.g_00130
OG0000914	Prak.g_01747	Syaf.g_00129
OG0000915	Prak.g_01748	Syaf.g_00127
OG0000916	Prak.g_01749	Syaf.g_00126
OG0000917	Prak.g_01750	Syaf.g_00125
OG0000918	Prak.g_01751	Syaf.g_00124
OG0000919	Prak.g_01752	Syaf.g_00123
OG0000920	Prak.g_01753	Syaf.g_00122
OG0000921	Prak.g_01754	Syaf.g_00121
OG0000922	Prak.g_01755	Syaf.g_00120
OG0000923	Prak.g_01759	Syaf.g_00116
OG0000924	Prak.g_01760	Syaf.g_00115
OG0000925	Prak.g_01761	Syaf.g_00114
OG0000926	Prak.g_01762	Syaf.g_00113
OG0000927	Prak.g_01764	Syaf.g_00111
OG0000928	Prak.g_01765	Syaf.g_00110
OG0000929	Prak.g_01766	Syaf.g_00109
OG0000930	Prak.g_01767	Syaf.g_00108
OG0000931	Prak.g_01768	Syaf.g_00107
OG0000932	Prak.g_01769	Syaf.g_00106
OG0000933	Prak.g_01773	Syaf.g_00100
OG0000934	Prak.g_01775	Syaf.g_00098
OG0000935	Prak.g_01776	Syaf.g_00097
OG0000936	Prak.g_01777	Syaf.g_00096
OG0000937	Prak.g_01778	Syaf.g_00095
OG0000938	Prak.g_01781	Syaf.g_00092
OG0000939	Prak.g_01782	Syaf.g_00091
OG0000940	Prak.g_01789	Syaf.g_00084
OG0000941	Prak.g_01791	Syaf.g_00082
OG0000942	Prak.g_01793	Syaf.g_00080
OG0000943	Prak.g_01794	Syaf.g_00079
OG0000944	Prak.g_01796	Syaf.g_00077
OG0000945	Prak.g_01797	Syaf.g_00075
OG0000946	Prak.g_01802	Syaf.g_00070
OG0000947	Prak.g_01804	Syaf.g_00067
OG0000948	Prak.g_01805	Syaf.g_00066
OG0000949	Prak.g_01808	Syaf.g_00337
OG0000950	Prak.g_01815	Syaf.g_00351
OG0000951	Prak.g_01819	Syaf.g_00358
OG0000952	Prak.g_01823	Syaf.g_00363
OG0000953	Prak.g_01827	Syaf.g_00367
OG0000954	Prak.g_01831	Syaf.g_00372
OG0000955	Prak.g_01832	Syaf.g_00373
OG0000956	Prak.g_01834	Syaf.g_00375
OG0000957	Prak.g_01840	Syaf.g_00386
OG0000958	Prak.g_01841	Syaf.g_00387
OG0000959	Prak.g_01845	Syaf.g_00391
OG0000960	Prak.g_01846	Syaf.g_00392
OG0000961	Prak.g_01849	Syaf.g_00402
OG0000962	Prak.g_01851	Syaf.g_00404
OG0000963	Prak.g_01855	Syaf.g_00409
OG0000964	Prak.g_01856	Syaf.g_00410
OG0000965	Prak.g_01857	Syaf.g_00411
OG0000966	Prak.g_01863	Syaf.g_00421
OG0000967	Prak.g_01867	Syaf.g_00426
OG0000968	Prak.g_01869	Syaf.g_00417
OG0000969	Prak.g_01870	Syaf.g_00423
OG0000970	Prak.g_01871	Syaf.g_00424
OG0000971	Prak.g_01872	Syaf.g_00429
OG0000972	Prak.g_01873	Syaf.g_00430
OG0000973	Prak.g_01874	Syaf.g_00431
OG0000974	Prak.g_01875	Syaf.g_00432
OG0000975	Prak.g_01876	Syaf.g_00433
OG0000976	Prak.g_01877	Syaf.g_00434
OG0000977	Prak.g_01878	Syaf.g_00436
OG0000978	Prak.g_01879	Syaf.g_00437
OG0000979	Prak.g_01882	Syaf.g_00440
OG0000980	Prak.g_01884	Syaf.g_00443
OG0000981	Prak.g_01887	Syaf.g_00446
OG0000982	Prak.g_01889	Syaf.g_00645
OG0000983	Prak.g_01890	Syaf.g_00644
OG0000984	Prak.g_01891	Syaf.g_00643
OG0000985	Prak.g_01894	Syaf.g_00641
OG0000986	Prak.g_01896	Syaf.g_00639
OG0000987	Prak.g_01897	Syaf.g_00637
OG0000988	Prak.g_01900	Syaf.g_00633
OG0000989	Prak.g_01904	Syaf.g_00624
OG0000990	Prak.g_01908	Syaf.g_00606
OG0000991	Prak.g_01909	Syaf.g_00604
OG0000992	Prak.g_01912	Syaf.g_00601
OG0000993	Prak.g_01913	Syaf.g_00600
OG0000994	Prak.g_01914	Syaf.g_00597
OG0000995	Prak.g_01918	Syaf.g_00592
OG0000996	Prak.g_01919	Syaf.g_00543
OG0000997	Prak.g_01922	Syaf.g_00532
OG0000998	Prak.g_01924	Syaf.g_00530
OG0000999	Prak.g_01925	Syaf.g_00529
OG0001000	Prak.g_01928	Syaf.g_00526
OG0001001	Prak.g_01931	Syaf.g_00521
OG0001002	Prak.g_01936	Syaf.g_00515
OG0001003	Prak.g_01937	Syaf.g_00514
OG0001004	Prak.g_01938	Syaf.g_00513
OG0001005	Prak.g_01939	Syaf.g_00510
OG0001006	Prak.g_01943	Syaf.g_00500
OG0001007	Prak.g_01945	Syaf.g_00498
OG0001008	Prak.g_00399	Syaf.g_01215
OG0001009	Prak.g_00027	Syaf.g_00466
OG0001010	Prak.g_00028	Syaf.g_00465
OG0001011	Prak.g_00030	Syaf.g_00463
OG0001012	Prak.g_00044	Syaf.g_00649
OG0001013	Prak.g_00051	Syaf.g_00669
OG0001014	Prak.g_00054	Syaf.g_00691
OG0001015	Prak.g_00056	Syaf.g_00692
OG0001016	Prak.g_00078	Syaf.g_00958
OG0001017	Prak.g_00082	Syaf.g_00952
OG0001018	Prak.g_00084	Syaf.g_00950
OG0001019	Prak.g_00093	Syaf.g_00931
OG0001020	Prak.g_00094	Syaf.g_00926
OG0001021	Prak.g_00095	Syaf.g_00922
OG0001022	Prak.g_00098	Syaf.g_00918
OG0001023	Prak.g_00099	Syaf.g_00917
OG0001024	Prak.g_00103	Syaf.g_00913
OG0001025	Prak.g_00110	Syaf.g_00906
OG0001026	Prak.g_00119	Syaf.g_00893
OG0001027	Prak.g_00120	Syaf.g_00884
OG0001028	Prak.g_00122	Syaf.g_00882
OG0001029	Prak.g_00123	Syaf.g_00880
OG0001030	Prak.g_00139	Syaf.g_00860
OG0001031	Prak.g_00199	Syaf.g_00784
OG0001032	Prak.g_00200	Syaf.g_00781
OG0001034	Prak.g_00252	Syaf.g_02787
OG0001035	Prak.g_00272	Syaf.g_00207
OG0001036	Prak.g_00276	Syaf.g_00212
OG0001037	Prak.g_00277	Syaf.g_00214
OG0001038	Prak.g_00296	Syaf.g_00242
OG0001039	Prak.g_00299	Syaf.g_00245
OG0001040	Prak.g_00301	Syaf.g_00248
OG0001041	Prak.g_00306	Syaf.g_00253
OG0001042	Prak.g_00323	Syaf.g_00275
OG0001043	Prak.g_00324	Syaf.g_00279
OG0001044	Prak.g_00355	Syaf.g_00024
OG0001045	Prak.g_00364	Syaf.g_00011
OG0001046	Prak.g_01597	Syaf.g_01894
OG0001047	Prak.g_00401	Syaf.g_01217
OG0001048	Prak.g_00402	Syaf.g_01218
OG0001049	Prak.g_00404	Syaf.g_01226
OG0001050	Prak.g_00405	Syaf.g_01227
OG0001051	Prak.g_00406	Syaf.g_01228
OG0001052	Prak.g_00432	Syaf.g_02502
OG0001053	Prak.g_00444	Syaf.g_02718
OG0001054	Prak.g_00459	Syaf.g_02701
OG0001056	Prak.g_00495	Syaf.g_02649
OG0001057	Prak.g_00500	Syaf.g_02638
OG0001058	Prak.g_00509	Syaf.g_02624
OG0001059	Prak.g_00513	Syaf.g_02620
OG0001060	Prak.g_00519	Syaf.g_02614
OG0001061	Prak.g_00534	Syaf.g_02590
OG0001062	Prak.g_00536	Syaf.g_02588
OG0001063	Prak.g_00538	Syaf.g_02583
OG0001064	Prak.g_00539	Syaf.g_02582
OG0001065	Prak.g_00540	Syaf.g_02581
OG0001066	Prak.g_00541	Syaf.g_02580
OG0001067	Prak.g_00542	Syaf.g_02579
OG0001068	Prak.g_00543	Syaf.g_02578
OG0001069	Prak.g_00544	Syaf.g_02577
OG0001070	Prak.g_00548	Syaf.g_02574
OG0001071	Prak.g_00549	Syaf.g_02573
OG0001072	Prak.g_00551	Syaf.g_02569
OG0001073	Prak.g_00565	Syaf.g_02555
OG0001074	Prak.g_00577	Syaf.g_02365
OG0001075	Prak.g_00578	Syaf.g_02363
OG0001076	Prak.g_00585	Syaf.g_02337
OG0001077	Prak.g_00591	Syaf.g_02325
OG0001078	Prak.g_01107	Syaf.g_02309
OG0001079	Prak.g_01095	Syaf.g_02296
OG0001080	Prak.g_01089	Syaf.g_01740
OG0001081	Prak.g_01087	Syaf.g_02144
OG0001082	Prak.g_01086	Syaf.g_02143
OG0001083	Prak.g_01081	Syaf.g_02136
OG0001084	Prak.g_01080	Syaf.g_02135
OG0001085	Prak.g_00797	Syaf.g_02125
OG0001086	Prak.g_00798	Syaf.g_02123
OG0001087	Prak.g_00816	Syaf.g_01482
OG0001088	Prak.g_00817	Syaf.g_01478
OG0001089	Prak.g_00828	Syaf.g_01453
OG0001090	Prak.g_00838	Syaf.g_01981
OG0001091	Prak.g_01060	Syaf.g_01979
OG0001092	Prak.g_01059	Syaf.g_01977
OG0001093	Prak.g_01054	Syaf.g_01971
OG0001094	Prak.g_01061	Syaf.g_02055
OG0001095	Prak.g_00858	Syaf.g_02034
OG0001096	Prak.g_00872	Syaf.g_02018
OG0001097	Prak.g_00892	Syaf.g_01373
OG0001098	Prak.g_00911	Syaf.g_01743
OG0001099	Prak.g_00753	Syaf.g_00881
OG0001100	Prak.g_00761	Syaf.g_02110
OG0001101	Prak.g_00764	Syaf.g_02109
OG0001102	Prak.g_00767	Syaf.g_02106
OG0001103	Prak.g_00769	Syaf.g_02104
OG0001104	Prak.g_00792	Syaf.g_02071
OG0001105	Prak.g_00796	Syaf.g_02067
OG0001106	Prak.g_00964	Syaf.g_01847
OG0001107	Prak.g_00971	Syaf.g_01859
OG0001108	Prak.g_00975	Syaf.g_01868
OG0001109	Prak.g_00976	Syaf.g_01877
OG0001110	Prak.g_00978	Syaf.g_01879
OG0001111	Prak.g_00979	Syaf.g_01881
OG0001112	Prak.g_00980	Syaf.g_01883
OG0001113	Prak.g_00981	Syaf.g_01884
OG0001114	Prak.g_00982	Syaf.g_01885
OG0001115	Prak.g_00984	Syaf.g_01889
OG0001116	Prak.g_00985	Syaf.g_01891
OG0001117	Prak.g_00986	Syaf.g_01892
OG0001118	Prak.g_00987	Syaf.g_01893
OG0001119	Prak.g_00988	Syaf.g_01895
OG0001120	Prak.g_00990	Syaf.g_01899
OG0001122	Prak.g_01010	Syaf.g_01927
OG0001123	Prak.g_01016	Syaf.g_01934
OG0001124	Prak.g_01018	Syaf.g_01936
OG0001125	Prak.g_01020	Syaf.g_01938
OG0001126	Prak.g_00931	Syaf.g_01409
