Orthogroup	Prbm	Prab
OG0000544	Prbm.g_00649	Prab.g_00622
OG0000545	Prbm.g_00652	Prab.g_00625
OG0000546	Prbm.g_00653	Prab.g_00626
OG0000547	Prbm.g_00654	Prab.g_00629
OG0000548	Prbm.g_00656	Prab.g_00630
OG0000549	Prbm.g_00657	Prab.g_00631
OG0000550	Prbm.g_00658	Prab.g_00632
OG0000551	Prbm.g_00659	Prab.g_00633
OG0000552	Prbm.g_00660	Prab.g_00634
OG0000553	Prbm.g_00661	Prab.g_00635
OG0000554	Prbm.g_00662	Prab.g_00636
OG0000555	Prbm.g_00663	Prab.g_00637
OG0000556	Prbm.g_00664	Prab.g_00638
OG0000557	Prbm.g_00665	Prab.g_00639
OG0000558	Prbm.g_00666	Prab.g_00640
OG0000559	Prbm.g_00667	Prab.g_00641
OG0000560	Prbm.g_00669	Prab.g_00643
OG0000561	Prbm.g_00670	Prab.g_00644
OG0000562	Prbm.g_00671	Prab.g_00645
OG0000563	Prbm.g_00672	Prab.g_00646
OG0000564	Prbm.g_00673	Prab.g_00647
OG0000565	Prbm.g_00674	Prab.g_00648
OG0000566	Prbm.g_00675	Prab.g_00649
OG0000567	Prbm.g_00676	Prab.g_00650
OG0000568	Prbm.g_00677	Prab.g_00651
OG0000569	Prbm.g_00678	Prab.g_00652
OG0000570	Prbm.g_00679	Prab.g_00653
OG0000571	Prbm.g_00680	Prab.g_00654
OG0000572	Prbm.g_00681	Prab.g_00655
OG0000573	Prbm.g_00684	Prab.g_00658
OG0000574	Prbm.g_00685	Prab.g_00659
OG0000575	Prbm.g_00686	Prab.g_00660
OG0000576	Prbm.g_00687	Prab.g_00661
OG0000577	Prbm.g_00688	Prab.g_00662
OG0000578	Prbm.g_00689	Prab.g_00663
OG0000579	Prbm.g_00690	Prab.g_00664
OG0000580	Prbm.g_00691	Prab.g_00665
OG0000581	Prbm.g_00692	Prab.g_00666
OG0000582	Prbm.g_00693	Prab.g_00667
OG0000583	Prbm.g_00694	Prab.g_00668
OG0000584	Prbm.g_00696	Prab.g_00669
OG0000585	Prbm.g_00697	Prab.g_00670
OG0000586	Prbm.g_00699	Prab.g_00672
OG0000587	Prbm.g_00700	Prab.g_00673
OG0000588	Prbm.g_00703	Prab.g_00675
OG0000589	Prbm.g_00704	Prab.g_00676
OG0000590	Prbm.g_00706	Prab.g_00678
OG0000591	Prbm.g_00713	Prab.g_00684
OG0000592	Prbm.g_00714	Prab.g_00685
OG0000593	Prbm.g_00716	Prab.g_00686
OG0000594	Prbm.g_00719	Prab.g_00688
OG0000595	Prbm.g_00720	Prab.g_00689
OG0000596	Prbm.g_00722	Prab.g_00690
OG0000597	Prbm.g_00724	Prab.g_00692
OG0000598	Prbm.g_00725	Prab.g_00693
OG0000599	Prbm.g_00726	Prab.g_00694
OG0000600	Prbm.g_00727	Prab.g_00695
OG0000601	Prbm.g_00730	Prab.g_00697
OG0000602	Prbm.g_00731	Prab.g_00698
OG0000603	Prbm.g_00732	Prab.g_00699
OG0000604	Prbm.g_01483	Prab.g_00700
OG0000605	Prbm.g_00733	Prab.g_00701
OG0000606	Prbm.g_00734	Prab.g_00702
OG0000607	Prbm.g_00736	Prab.g_00704
OG0000608	Prbm.g_00737	Prab.g_00705
OG0000609	Prbm.g_02220	Prab.g_00711
OG0000610	Prbm.g_01326	Prab.g_00712
OG0000611	Prbm.g_00743	Prab.g_00724
OG0000612	Prbm.g_00744	Prab.g_00725
OG0000613	Prbm.g_00745	Prab.g_00726
OG0000614	Prbm.g_00746	Prab.g_00727
OG0000615	Prbm.g_00748	Prab.g_00729
OG0000616	Prbm.g_00749	Prab.g_00730
OG0000617	Prbm.g_00750	Prab.g_00731
OG0000618	Prbm.g_00751	Prab.g_00732
OG0000619	Prbm.g_00752	Prab.g_00733
OG0000620	Prbm.g_00753	Prab.g_00734
OG0000621	Prbm.g_00754	Prab.g_00735
OG0000622	Prbm.g_00755	Prab.g_00736
OG0000623	Prbm.g_00756	Prab.g_00737
OG0000624	Prbm.g_00758	Prab.g_00738
OG0000625	Prbm.g_00759	Prab.g_00739
OG0000626	Prbm.g_00760	Prab.g_00740
OG0000627	Prbm.g_00762	Prab.g_00741
OG0000628	Prbm.g_00763	Prab.g_00742
OG0000629	Prbm.g_00764	Prab.g_00743
OG0000630	Prbm.g_00765	Prab.g_00744
OG0000631	Prbm.g_00767	Prab.g_00746
OG0000632	Prbm.g_01151	Prab.g_00763
OG0000633	Prbm.g_00111	Prab.g_00768
OG0000634	Prbm.g_01094	Prab.g_00783
OG0000635	Prbm.g_00980	Prab.g_00804
OG0000636	Prbm.g_00979	Prab.g_00805
OG0000637	Prbm.g_00978	Prab.g_00806
OG0000638	Prbm.g_00395	Prab.g_00818
OG0000639	Prbm.g_00955	Prab.g_00827
OG0000640	Prbm.g_00957	Prab.g_00829
OG0000641	Prbm.g_00959	Prab.g_00831
OG0000642	Prbm.g_00960	Prab.g_00832
OG0000643	Prbm.g_00961	Prab.g_00833
OG0000644	Prbm.g_00808	Prab.g_00834
OG0000645	Prbm.g_00809	Prab.g_00835
OG0000646	Prbm.g_00810	Prab.g_00836
OG0000647	Prbm.g_00811	Prab.g_00837
OG0000648	Prbm.g_00813	Prab.g_00839
OG0000649	Prbm.g_00814	Prab.g_00840
OG0000650	Prbm.g_00815	Prab.g_00841
OG0000651	Prbm.g_00816	Prab.g_00842
OG0000652	Prbm.g_00817	Prab.g_00843
OG0000653	Prbm.g_00818	Prab.g_00844
OG0000654	Prbm.g_00820	Prab.g_00846
OG0000655	Prbm.g_00822	Prab.g_00848
OG0000656	Prbm.g_00823	Prab.g_00849
OG0000657	Prbm.g_00824	Prab.g_00850
OG0000658	Prbm.g_00825	Prab.g_00851
OG0000659	Prbm.g_00826	Prab.g_00852
OG0000660	Prbm.g_00827	Prab.g_00853
OG0000661	Prbm.g_00829	Prab.g_00854
OG0000662	Prbm.g_00831	Prab.g_00855
OG0000663	Prbm.g_00832	Prab.g_00856
OG0000664	Prbm.g_00833	Prab.g_00857
OG0000665	Prbm.g_00834	Prab.g_00858
OG0000666	Prbm.g_00835	Prab.g_00859
OG0000667	Prbm.g_00836	Prab.g_00860
OG0000668	Prbm.g_00837	Prab.g_00861
OG0000669	Prbm.g_00839	Prab.g_00863
OG0000670	Prbm.g_00840	Prab.g_00864
OG0000671	Prbm.g_00841	Prab.g_00865
OG0000672	Prbm.g_00842	Prab.g_00866
OG0000673	Prbm.g_00843	Prab.g_00867
OG0000674	Prbm.g_00844	Prab.g_00868
OG0000675	Prbm.g_00845	Prab.g_00870
OG0000676	Prbm.g_00846	Prab.g_00871
OG0000677	Prbm.g_00848	Prab.g_00873
OG0000678	Prbm.g_00850	Prab.g_00875
OG0000679	Prbm.g_00852	Prab.g_00876
OG0000680	Prbm.g_00853	Prab.g_00877
OG0000681	Prbm.g_00854	Prab.g_00878
OG0000682	Prbm.g_00855	Prab.g_00879
OG0000683	Prbm.g_00857	Prab.g_00881
OG0000684	Prbm.g_00858	Prab.g_00882
OG0000685	Prbm.g_00859	Prab.g_00883
OG0000686	Prbm.g_00860	Prab.g_00884
OG0000687	Prbm.g_00861	Prab.g_00885
OG0000688	Prbm.g_00862	Prab.g_00886
OG0000689	Prbm.g_00863	Prab.g_00887
OG0000690	Prbm.g_00864	Prab.g_00888
OG0000691	Prbm.g_00865	Prab.g_00889
OG0000692	Prbm.g_00867	Prab.g_00891
OG0000693	Prbm.g_00868	Prab.g_00892
OG0000694	Prbm.g_00869	Prab.g_00893
OG0000695	Prbm.g_00870	Prab.g_00894
OG0000696	Prbm.g_00871	Prab.g_00896
OG0000697	Prbm.g_00873	Prab.g_00898
OG0000698	Prbm.g_00877	Prab.g_00900
OG0000699	Prbm.g_00878	Prab.g_00901
OG0000700	Prbm.g_00911	Prab.g_01084
OG0000701	Prbm.g_00914	Prab.g_01079
OG0000702	Prbm.g_00919	Prab.g_01076
OG0000703	Prbm.g_00921	Prab.g_01075
OG0000704	Prbm.g_00922	Prab.g_01074
OG0000705	Prbm.g_00923	Prab.g_01073
OG0000706	Prbm.g_00924	Prab.g_01072
OG0000707	Prbm.g_00926	Prab.g_01071
OG0000708	Prbm.g_00927	Prab.g_01070
OG0000709	Prbm.g_00929	Prab.g_01068
OG0000710	Prbm.g_00930	Prab.g_01067
OG0000711	Prbm.g_00931	Prab.g_01066
OG0000712	Prbm.g_00932	Prab.g_01065
OG0000713	Prbm.g_00933	Prab.g_01064
OG0000714	Prbm.g_00935	Prab.g_01062
OG0000715	Prbm.g_00936	Prab.g_01061
OG0000716	Prbm.g_00939	Prab.g_01059
OG0000717	Prbm.g_00940	Prab.g_01058
OG0000718	Prbm.g_00941	Prab.g_01057
OG0000719	Prbm.g_00943	Prab.g_01055
OG0000720	Prbm.g_00944	Prab.g_01054
OG0000721	Prbm.g_00946	Prab.g_01052
OG0000722	Prbm.g_00947	Prab.g_01051
OG0000723	Prbm.g_00948	Prab.g_01050
OG0000724	Prbm.g_00793	Prab.g_01048
OG0000725	Prbm.g_00794	Prab.g_01047
OG0000726	Prbm.g_00795	Prab.g_01046
OG0000727	Prbm.g_00796	Prab.g_01045
OG0000728	Prbm.g_00797	Prab.g_01044
OG0000729	Prbm.g_00798	Prab.g_01043
OG0000730	Prbm.g_00799	Prab.g_01042
OG0000731	Prbm.g_00800	Prab.g_01041
OG0000732	Prbm.g_00801	Prab.g_01040
OG0000733	Prbm.g_00802	Prab.g_01039
OG0000734	Prbm.g_00803	Prab.g_01038
OG0000735	Prbm.g_00805	Prab.g_01036
OG0000736	Prbm.g_00806	Prab.g_01035
OG0000737	Prbm.g_00807	Prab.g_01034
OG0000738	Prbm.g_00962	Prab.g_01033
OG0000739	Prbm.g_00963	Prab.g_01032
OG0000740	Prbm.g_00964	Prab.g_01031
OG0000741	Prbm.g_00965	Prab.g_01030
OG0000742	Prbm.g_00967	Prab.g_01028
OG0000743	Prbm.g_00968	Prab.g_01027
OG0000744	Prbm.g_00969	Prab.g_01026
OG0000745	Prbm.g_00970	Prab.g_01025
OG0000746	Prbm.g_00971	Prab.g_01024
OG0000747	Prbm.g_00972	Prab.g_01023
OG0000748	Prbm.g_00973	Prab.g_01022
OG0000749	Prbm.g_00974	Prab.g_01021
OG0000750	Prbm.g_00975	Prab.g_01020
OG0000751	Prbm.g_00976	Prab.g_01019
OG0000752	Prbm.g_00889	Prab.g_01018
OG0000753	Prbm.g_00981	Prab.g_01016
OG0000754	Prbm.g_00982	Prab.g_01015
OG0000755	Prbm.g_00983	Prab.g_01014
OG0000756	Prbm.g_00985	Prab.g_01013
OG0000757	Prbm.g_00986	Prab.g_01012
OG0000758	Prbm.g_00987	Prab.g_01011
OG0000759	Prbm.g_00989	Prab.g_01009
OG0000760	Prbm.g_00990	Prab.g_01008
OG0000761	Prbm.g_00991	Prab.g_01007
OG0000762	Prbm.g_00993	Prab.g_01005
OG0000763	Prbm.g_00994	Prab.g_01004
OG0000764	Prbm.g_00995	Prab.g_01003
OG0000765	Prbm.g_00996	Prab.g_01002
OG0000766	Prbm.g_00997	Prab.g_01001
OG0000767	Prbm.g_00999	Prab.g_00999
OG0000768	Prbm.g_01000	Prab.g_00998
OG0000769	Prbm.g_01001	Prab.g_00997
OG0000770	Prbm.g_01002	Prab.g_00996
OG0000771	Prbm.g_01003	Prab.g_00995
OG0000772	Prbm.g_00102	Prab.g_00994
OG0000773	Prbm.g_01004	Prab.g_00993
OG0000774	Prbm.g_01005	Prab.g_00992
OG0000775	Prbm.g_01006	Prab.g_00991
OG0000776	Prbm.g_01007	Prab.g_00989
OG0000777	Prbm.g_01009	Prab.g_00987
OG0000778	Prbm.g_01010	Prab.g_00986
OG0000779	Prbm.g_01011	Prab.g_00985
OG0000780	Prbm.g_01013	Prab.g_00983
OG0000781	Prbm.g_01014	Prab.g_00981
OG0000782	Prbm.g_01015	Prab.g_00980
OG0000783	Prbm.g_01031	Prab.g_00960
OG0000784	Prbm.g_01032	Prab.g_00958
OG0000785	Prbm.g_01033	Prab.g_00957
OG0000786	Prbm.g_01034	Prab.g_00956
OG0000787	Prbm.g_01035	Prab.g_00955
OG0000788	Prbm.g_01039	Prab.g_00951
OG0000789	Prbm.g_01042	Prab.g_00949
OG0000790	Prbm.g_00888	Prab.g_00948
OG0000791	Prbm.g_01043	Prab.g_00947
OG0000792	Prbm.g_01044	Prab.g_00946
OG0000793	Prbm.g_01045	Prab.g_00945
OG0000794	Prbm.g_01048	Prab.g_00943
OG0000795	Prbm.g_01052	Prab.g_00940
OG0000796	Prbm.g_01053	Prab.g_00939
OG0000797	Prbm.g_01056	Prab.g_00937
OG0000798	Prbm.g_01057	Prab.g_00936
OG0000799	Prbm.g_01058	Prab.g_00935
OG0000800	Prbm.g_01059	Prab.g_00934
OG0000801	Prbm.g_01062	Prab.g_00931
OG0000802	Prbm.g_01063	Prab.g_00930
OG0000803	Prbm.g_00887	Prab.g_00928
OG0000804	Prbm.g_00886	Prab.g_00927
OG0000805	Prbm.g_00885	Prab.g_00926
OG0000806	Prbm.g_00883	Prab.g_00924
OG0000807	Prbm.g_00894	Prab.g_01125
OG0000808	Prbm.g_01103	Prab.g_01135
OG0000809	Prbm.g_01085	Prab.g_01138
OG0000810	Prbm.g_01806	Prab.g_01139
OG0000811	Prbm.g_02104	Prab.g_01146
OG0000812	Prbm.g_00398	Prab.g_01150
OG0000813	Prbm.g_00406	Prab.g_01154
OG0000814	Prbm.g_01803	Prab.g_01156
OG0000815	Prbm.g_01079	Prab.g_01169
OG0000816	Prbm.g_01911	Prab.g_01187
OG0000817	Prbm.g_01912	Prab.g_01188
OG0000818	Prbm.g_01123	Prab.g_01194
OG0000819	Prbm.g_01571	Prab.g_01201
OG0000820	Prbm.g_01565	Prab.g_01204
OG0000821	Prbm.g_01563	Prab.g_01206
OG0000822	Prbm.g_01562	Prab.g_01207
OG0000823	Prbm.g_01561	Prab.g_01208
OG0000824	Prbm.g_01560	Prab.g_01209
OG0000825	Prbm.g_01559	Prab.g_01210
OG0000826	Prbm.g_01558	Prab.g_01211
OG0000827	Prbm.g_01557	Prab.g_01212
OG0000828	Prbm.g_01556	Prab.g_01213
OG0000829	Prbm.g_01555	Prab.g_01214
OG0000830	Prbm.g_01553	Prab.g_01215
OG0000831	Prbm.g_01550	Prab.g_01218
OG0000832	Prbm.g_01548	Prab.g_01220
OG0000833	Prbm.g_01547	Prab.g_01221
OG0000834	Prbm.g_01545	Prab.g_01222
OG0000835	Prbm.g_01544	Prab.g_01223
OG0000836	Prbm.g_01543	Prab.g_01224
OG0000837	Prbm.g_01540	Prab.g_01226
OG0000838	Prbm.g_01539	Prab.g_01227
OG0000839	Prbm.g_01538	Prab.g_01228
OG0000840	Prbm.g_01537	Prab.g_01229
OG0000841	Prbm.g_01536	Prab.g_01230
OG0000842	Prbm.g_01534	Prab.g_01231
OG0000843	Prbm.g_01533	Prab.g_01232
OG0000844	Prbm.g_01532	Prab.g_01233
OG0000845	Prbm.g_01531	Prab.g_01234
OG0000846	Prbm.g_01529	Prab.g_01237
OG0000847	Prbm.g_01527	Prab.g_01239
OG0000848	Prbm.g_01525	Prab.g_01240
OG0000849	Prbm.g_01524	Prab.g_01241
OG0000850	Prbm.g_01523	Prab.g_01242
OG0000851	Prbm.g_01520	Prab.g_01243
OG0000852	Prbm.g_01518	Prab.g_01245
OG0000853	Prbm.g_01516	Prab.g_01246
OG0000854	Prbm.g_01514	Prab.g_01248
OG0000855	Prbm.g_01513	Prab.g_01249
OG0000856	Prbm.g_01512	Prab.g_01250
OG0000857	Prbm.g_01511	Prab.g_01251
OG0000858	Prbm.g_01510	Prab.g_01252
OG0000859	Prbm.g_01509	Prab.g_01253
OG0000860	Prbm.g_01508	Prab.g_01254
OG0000861	Prbm.g_01507	Prab.g_01255
OG0000862	Prbm.g_01506	Prab.g_01256
OG0000863	Prbm.g_01505	Prab.g_01257
OG0000864	Prbm.g_01504	Prab.g_01258
OG0000865	Prbm.g_01503	Prab.g_01259
OG0000866	Prbm.g_01502	Prab.g_01260
OG0000867	Prbm.g_01501	Prab.g_01261
OG0000868	Prbm.g_01500	Prab.g_01262
OG0000869	Prbm.g_01498	Prab.g_01264
OG0000870	Prbm.g_01497	Prab.g_01265
OG0000871	Prbm.g_01496	Prab.g_01267
OG0000872	Prbm.g_01495	Prab.g_01268
OG0000873	Prbm.g_01494	Prab.g_01270
OG0000874	Prbm.g_01493	Prab.g_01271
OG0000875	Prbm.g_01492	Prab.g_01272
OG0000876	Prbm.g_01491	Prab.g_01273
OG0000877	Prbm.g_01490	Prab.g_01275
OG0000878	Prbm.g_01356	Prab.g_01303
OG0000879	Prbm.g_01600	Prab.g_01315
OG0000880	Prbm.g_01601	Prab.g_01316
OG0000881	Prbm.g_01602	Prab.g_01317
OG0000882	Prbm.g_01603	Prab.g_01318
OG0000883	Prbm.g_01605	Prab.g_01319
OG0000884	Prbm.g_01606	Prab.g_01321
OG0000885	Prbm.g_01607	Prab.g_01322
OG0000886	Prbm.g_01608	Prab.g_01323
OG0000887	Prbm.g_01609	Prab.g_01324
OG0000888	Prbm.g_01610	Prab.g_01325
OG0000889	Prbm.g_01613	Prab.g_01328
OG0000890	Prbm.g_01614	Prab.g_01329
OG0000891	Prbm.g_01615	Prab.g_01330
OG0000892	Prbm.g_01616	Prab.g_01332
OG0000893	Prbm.g_01617	Prab.g_01333
OG0000894	Prbm.g_01618	Prab.g_01334
OG0000895	Prbm.g_01619	Prab.g_01335
OG0000896	Prbm.g_01620	Prab.g_01336
OG0000897	Prbm.g_01621	Prab.g_01337
OG0000898	Prbm.g_01624	Prab.g_01339
OG0000899	Prbm.g_01625	Prab.g_01340
OG0000900	Prbm.g_01630	Prab.g_01346
OG0000901	Prbm.g_01634	Prab.g_01347
OG0000902	Prbm.g_00777	Prab.g_01348
OG0000903	Prbm.g_01573	Prab.g_01349
OG0000904	Prbm.g_01051	Prab.g_01351
OG0000905	Prbm.g_01812	Prab.g_01353
OG0000906	Prbm.g_01658	Prab.g_01354
OG0000907	Prbm.g_00875	Prab.g_01355
OG0000908	Prbm.g_01176	Prab.g_01358
OG0000909	Prbm.g_01662	Prab.g_01362
OG0000910	Prbm.g_01663	Prab.g_01363
OG0000911	Prbm.g_01664	Prab.g_01364
OG0000912	Prbm.g_01665	Prab.g_01365
OG0000913	Prbm.g_01666	Prab.g_01366
OG0000914	Prbm.g_01667	Prab.g_01367
OG0000915	Prbm.g_01668	Prab.g_01368
OG0000916	Prbm.g_01669	Prab.g_01369
OG0000917	Prbm.g_01670	Prab.g_01370
OG0000918	Prbm.g_01671	Prab.g_01371
OG0000919	Prbm.g_01672	Prab.g_01372
OG0000920	Prbm.g_01673	Prab.g_01373
OG0000921	Prbm.g_01674	Prab.g_01374
OG0000922	Prbm.g_01675	Prab.g_01375
OG0000923	Prbm.g_01676	Prab.g_01376
OG0000924	Prbm.g_01677	Prab.g_01377
OG0000925	Prbm.g_01678	Prab.g_01378
OG0000926	Prbm.g_02077	Prab.g_01379
OG0000927	Prbm.g_01691	Prab.g_01448
OG0000928	Prbm.g_01692	Prab.g_01449
OG0000929	Prbm.g_01693	Prab.g_01450
OG0000930	Prbm.g_01694	Prab.g_01451
OG0000931	Prbm.g_01695	Prab.g_01452
OG0000932	Prbm.g_01697	Prab.g_01454
OG0000933	Prbm.g_01698	Prab.g_01455
OG0000934	Prbm.g_01699	Prab.g_01456
OG0000935	Prbm.g_01700	Prab.g_01457
OG0000936	Prbm.g_01701	Prab.g_01458
OG0000937	Prbm.g_01702	Prab.g_01459
OG0000938	Prbm.g_01703	Prab.g_01460
OG0000939	Prbm.g_01704	Prab.g_01461
OG0000940	Prbm.g_01706	Prab.g_01462
OG0000941	Prbm.g_01708	Prab.g_01464
OG0000942	Prbm.g_01709	Prab.g_01465
OG0000943	Prbm.g_01712	Prab.g_01468
OG0000944	Prbm.g_01713	Prab.g_01469
OG0000945	Prbm.g_01714	Prab.g_01470
OG0000946	Prbm.g_01715	Prab.g_01471
OG0000947	Prbm.g_01716	Prab.g_01472
OG0000948	Prbm.g_01717	Prab.g_01473
OG0000949	Prbm.g_01718	Prab.g_01474
OG0000950	Prbm.g_01719	Prab.g_01475
OG0000951	Prbm.g_01720	Prab.g_01476
OG0000952	Prbm.g_01721	Prab.g_01477
OG0000953	Prbm.g_01722	Prab.g_01478
OG0000954	Prbm.g_01723	Prab.g_01479
OG0000955	Prbm.g_01724	Prab.g_01480
OG0000956	Prbm.g_01725	Prab.g_01481
OG0000957	Prbm.g_00487	Prab.g_01482
OG0000958	Prbm.g_01726	Prab.g_01483
OG0000959	Prbm.g_01727	Prab.g_01484
OG0000960	Prbm.g_01728	Prab.g_01485
OG0000961	Prbm.g_01731	Prab.g_01489
OG0000962	Prbm.g_01732	Prab.g_01490
OG0000963	Prbm.g_01733	Prab.g_01491
OG0000964	Prbm.g_01735	Prab.g_01493
OG0000965	Prbm.g_01736	Prab.g_01494
OG0000966	Prbm.g_01737	Prab.g_01495
OG0000967	Prbm.g_01738	Prab.g_01496
OG0000968	Prbm.g_01739	Prab.g_01497
OG0000969	Prbm.g_01740	Prab.g_01498
OG0000970	Prbm.g_01741	Prab.g_01499
OG0000971	Prbm.g_01742	Prab.g_01500
OG0000972	Prbm.g_01743	Prab.g_01501
OG0000973	Prbm.g_01744	Prab.g_01502
OG0000974	Prbm.g_01746	Prab.g_01504
OG0000975	Prbm.g_01752	Prab.g_01507
OG0000976	Prbm.g_01755	Prab.g_01509
OG0000977	Prbm.g_01756	Prab.g_01510
OG0000978	Prbm.g_01757	Prab.g_01511
OG0000979	Prbm.g_01759	Prab.g_01513
OG0000980	Prbm.g_01760	Prab.g_01514
OG0000981	Prbm.g_01761	Prab.g_01515
OG0000982	Prbm.g_01762	Prab.g_01516
OG0000983	Prbm.g_01764	Prab.g_01518
OG0000984	Prbm.g_01765	Prab.g_01519
OG0000985	Prbm.g_01766	Prab.g_01520
OG0000986	Prbm.g_01768	Prab.g_01521
OG0000987	Prbm.g_01769	Prab.g_01522
OG0000988	Prbm.g_01770	Prab.g_01523
OG0000989	Prbm.g_01771	Prab.g_01524
OG0000990	Prbm.g_01772	Prab.g_01525
OG0000991	Prbm.g_01773	Prab.g_01526
OG0000992	Prbm.g_01774	Prab.g_01527
OG0000993	Prbm.g_01775	Prab.g_01528
OG0000994	Prbm.g_01776	Prab.g_01529
OG0000995	Prbm.g_01777	Prab.g_01530
OG0000996	Prbm.g_01778	Prab.g_01531
OG0000997	Prbm.g_01779	Prab.g_01532
OG0000998	Prbm.g_01780	Prab.g_01533
OG0000999	Prbm.g_01781	Prab.g_01534
OG0001000	Prbm.g_01782	Prab.g_01535
OG0001001	Prbm.g_01784	Prab.g_01537
OG0001002	Prbm.g_01785	Prab.g_01538
OG0001003	Prbm.g_01786	Prab.g_01539
OG0001004	Prbm.g_01787	Prab.g_01540
OG0001005	Prbm.g_01789	Prab.g_01541
OG0001006	Prbm.g_01790	Prab.g_01542
OG0001007	Prbm.g_01791	Prab.g_01543
OG0001008	Prbm.g_01793	Prab.g_01545
OG0001009	Prbm.g_01794	Prab.g_01546
OG0001010	Prbm.g_01586	Prab.g_01553
OG0001011	Prbm.g_01685	Prab.g_01563
OG0001012	Prbm.g_00830	Prab.g_01601
OG0001013	Prbm.g_01835	Prab.g_01663
OG0001014	Prbm.g_01836	Prab.g_01664
OG0001015	Prbm.g_01842	Prab.g_01670
OG0001016	Prbm.g_01843	Prab.g_01671
OG0001017	Prbm.g_01844	Prab.g_01672
OG0001018	Prbm.g_01845	Prab.g_01673
OG0001019	Prbm.g_01846	Prab.g_01675
OG0001020	Prbm.g_01847	Prab.g_01676
OG0001021	Prbm.g_01848	Prab.g_01677
OG0001022	Prbm.g_01849	Prab.g_01678
OG0001023	Prbm.g_01850	Prab.g_01679
OG0001024	Prbm.g_01851	Prab.g_01680
OG0001025	Prbm.g_01852	Prab.g_01681
OG0001026	Prbm.g_01853	Prab.g_01683
OG0001027	Prbm.g_01854	Prab.g_01684
OG0001028	Prbm.g_01855	Prab.g_01685
OG0001029	Prbm.g_01856	Prab.g_01686
OG0001030	Prbm.g_01857	Prab.g_01687
OG0001031	Prbm.g_01858	Prab.g_01688
OG0001032	Prbm.g_01859	Prab.g_01689
OG0001033	Prbm.g_01860	Prab.g_01690
OG0001034	Prbm.g_01861	Prab.g_01691
OG0001035	Prbm.g_01863	Prab.g_01693
OG0001036	Prbm.g_01864	Prab.g_01694
OG0001037	Prbm.g_01865	Prab.g_01695
OG0001038	Prbm.g_01866	Prab.g_01696
OG0001039	Prbm.g_01867	Prab.g_01697
OG0001040	Prbm.g_01869	Prab.g_01698
OG0001041	Prbm.g_01870	Prab.g_01699
OG0001042	Prbm.g_01871	Prab.g_01700
OG0001043	Prbm.g_01872	Prab.g_01701
OG0001044	Prbm.g_01873	Prab.g_01702
OG0001045	Prbm.g_01874	Prab.g_01703
OG0001046	Prbm.g_01875	Prab.g_01704
OG0001047	Prbm.g_01877	Prab.g_01707
OG0001048	Prbm.g_01879	Prab.g_01709
OG0001049	Prbm.g_01880	Prab.g_01710
OG0001050	Prbm.g_01881	Prab.g_01711
OG0001051	Prbm.g_01882	Prab.g_01712
OG0001052	Prbm.g_01883	Prab.g_01713
OG0001053	Prbm.g_01885	Prab.g_01714
OG0001054	Prbm.g_01887	Prab.g_01716
OG0001055	Prbm.g_01888	Prab.g_01717
OG0001056	Prbm.g_01889	Prab.g_01718
OG0001057	Prbm.g_01890	Prab.g_01719
OG0001058	Prbm.g_01891	Prab.g_01720
OG0001059	Prbm.g_01892	Prab.g_01721
OG0001060	Prbm.g_01893	Prab.g_01722
OG0001061	Prbm.g_01894	Prab.g_01723
OG0001062	Prbm.g_01895	Prab.g_01724
OG0001063	Prbm.g_01896	Prab.g_01725
OG0001064	Prbm.g_01898	Prab.g_01727
OG0001065	Prbm.g_01948	Prab.g_01731
OG0001066	Prbm.g_01950	Prab.g_01732
OG0001067	Prbm.g_01951	Prab.g_01733
OG0001068	Prbm.g_01953	Prab.g_01735
OG0001069	Prbm.g_01954	Prab.g_01736
OG0001070	Prbm.g_01955	Prab.g_01737
OG0001071	Prbm.g_01956	Prab.g_01738
OG0001072	Prbm.g_01957	Prab.g_01739
OG0001073	Prbm.g_01958	Prab.g_01740
OG0001074	Prbm.g_01959	Prab.g_01741
OG0001075	Prbm.g_01960	Prab.g_01742
OG0001076	Prbm.g_01961	Prab.g_01743
OG0001077	Prbm.g_01962	Prab.g_01744
OG0001078	Prbm.g_01963	Prab.g_01745
OG0001079	Prbm.g_01964	Prab.g_01746
OG0001080	Prbm.g_01965	Prab.g_01747
OG0001081	Prbm.g_01975	Prab.g_01750
OG0001082	Prbm.g_01974	Prab.g_01751
OG0001083	Prbm.g_01970	Prab.g_01752
OG0001084	Prbm.g_01972	Prab.g_01753
OG0001085	Prbm.g_01973	Prab.g_01754
OG0001086	Prbm.g_01968	Prab.g_01755
OG0001087	Prbm.g_01967	Prab.g_01756
OG0001088	Prbm.g_01966	Prab.g_01757
OG0001089	Prbm.g_01990	Prab.g_01760
OG0001090	Prbm.g_01992	Prab.g_01762
OG0001091	Prbm.g_01993	Prab.g_01763
OG0001092	Prbm.g_01994	Prab.g_01764
OG0001093	Prbm.g_01995	Prab.g_01765
OG0001094	Prbm.g_01996	Prab.g_01766
OG0001095	Prbm.g_01997	Prab.g_01767
OG0001096	Prbm.g_01998	Prab.g_01768
OG0001097	Prbm.g_01999	Prab.g_01769
OG0001098	Prbm.g_02000	Prab.g_01770
OG0001099	Prbm.g_02001	Prab.g_01771
OG0001100	Prbm.g_02002	Prab.g_01772
OG0001101	Prbm.g_02003	Prab.g_01773
OG0001102	Prbm.g_02004	Prab.g_01774
