Orthogroup	Prbm	Prak
OG0000539	Prbm.g_00644	Prak.g_00575
OG0000540	Prbm.g_00645	Prak.g_00576
OG0000541	Prbm.g_00646	Prak.g_00577
OG0000542	Prbm.g_00647	Prak.g_00578
OG0000543	Prbm.g_00648	Prak.g_00579
OG0000544	Prbm.g_00649	Prak.g_00580
OG0000545	Prbm.g_00652	Prak.g_00582
OG0000546	Prbm.g_00653	Prak.g_00583
OG0000547	Prbm.g_00654	Prak.g_00585
OG0000548	Prbm.g_00656	Prak.g_00587
OG0000549	Prbm.g_00657	Prak.g_00588
OG0000550	Prbm.g_00658	Prak.g_00589
OG0000551	Prbm.g_00659	Prak.g_00591
OG0000552	Prbm.g_00660	Prak.g_00592
OG0000553	Prbm.g_00661	Prak.g_01113
OG0000554	Prbm.g_00662	Prak.g_01112
OG0000555	Prbm.g_00663	Prak.g_01111
OG0000556	Prbm.g_00664	Prak.g_01110
OG0000557	Prbm.g_00665	Prak.g_01109
OG0000558	Prbm.g_00666	Prak.g_01108
OG0000559	Prbm.g_00667	Prak.g_01107
OG0000560	Prbm.g_00669	Prak.g_01105
OG0000561	Prbm.g_00670	Prak.g_01104
OG0000562	Prbm.g_00671	Prak.g_01102
OG0000563	Prbm.g_00672	Prak.g_01101
OG0000564	Prbm.g_00673	Prak.g_01100
OG0000565	Prbm.g_00674	Prak.g_01099
OG0000566	Prbm.g_00675	Prak.g_01098
OG0000567	Prbm.g_00676	Prak.g_01097
OG0000568	Prbm.g_00677	Prak.g_01096
OG0000569	Prbm.g_00678	Prak.g_01095
OG0000570	Prbm.g_00679	Prak.g_01094
OG0000571	Prbm.g_00680	Prak.g_01093
OG0000572	Prbm.g_00681	Prak.g_01092
OG0000573	Prbm.g_00684	Prak.g_01089
OG0000574	Prbm.g_00685	Prak.g_01088
OG0000575	Prbm.g_00686	Prak.g_01087
OG0000576	Prbm.g_00687	Prak.g_01086
OG0000577	Prbm.g_00688	Prak.g_01085
OG0000578	Prbm.g_00689	Prak.g_01084
OG0000579	Prbm.g_00690	Prak.g_01083
OG0000580	Prbm.g_00691	Prak.g_01082
OG0000581	Prbm.g_00692	Prak.g_01081
OG0000582	Prbm.g_00693	Prak.g_01080
OG0000583	Prbm.g_00694	Prak.g_01079
OG0000584	Prbm.g_00696	Prak.g_01077
OG0000585	Prbm.g_00697	Prak.g_01076
OG0000586	Prbm.g_00699	Prak.g_01074
OG0000587	Prbm.g_00700	Prak.g_01073
OG0000588	Prbm.g_00703	Prak.g_00797
OG0000589	Prbm.g_00704	Prak.g_00798
OG0000590	Prbm.g_00706	Prak.g_00800
OG0000591	Prbm.g_00713	Prak.g_00806
OG0000592	Prbm.g_00714	Prak.g_00807
OG0000593	Prbm.g_00716	Prak.g_00808
OG0000594	Prbm.g_00719	Prak.g_00811
OG0000595	Prbm.g_00720	Prak.g_00812
OG0000596	Prbm.g_00722	Prak.g_00813
OG0000597	Prbm.g_00724	Prak.g_00815
OG0000598	Prbm.g_00725	Prak.g_00816
OG0000599	Prbm.g_00726	Prak.g_00817
OG0000600	Prbm.g_00727	Prak.g_00818
OG0000601	Prbm.g_00730	Prak.g_00821
OG0000602	Prbm.g_00731	Prak.g_00822
OG0000603	Prbm.g_00732	Prak.g_00823
OG0000604	Prbm.g_01483	Prak.g_00826
OG0000605	Prbm.g_00733	Prak.g_00827
OG0000606	Prbm.g_00734	Prak.g_00828
OG0000607	Prbm.g_00736	Prak.g_00830
OG0000608	Prbm.g_00737	Prak.g_00832
OG0000609	Prbm.g_02220	Prak.g_01934
OG0000610	Prbm.g_01326	Prak.g_00756
OG0000611	Prbm.g_00743	Prak.g_00838
OG0000612	Prbm.g_00744	Prak.g_00839
OG0000613	Prbm.g_00745	Prak.g_01060
OG0000614	Prbm.g_00746	Prak.g_01059
OG0000615	Prbm.g_00748	Prak.g_01057
OG0000616	Prbm.g_00749	Prak.g_01056
OG0000617	Prbm.g_00750	Prak.g_01055
OG0000618	Prbm.g_00751	Prak.g_01054
OG0000619	Prbm.g_00752	Prak.g_01053
OG0000620	Prbm.g_00753	Prak.g_01052
OG0000621	Prbm.g_00754	Prak.g_01051
OG0000622	Prbm.g_00755	Prak.g_01050
OG0000623	Prbm.g_00756	Prak.g_01049
OG0000624	Prbm.g_00758	Prak.g_01047
OG0000625	Prbm.g_00759	Prak.g_01046
OG0000626	Prbm.g_00760	Prak.g_01045
OG0000627	Prbm.g_00762	Prak.g_01044
OG0000628	Prbm.g_00763	Prak.g_01043
OG0000629	Prbm.g_00764	Prak.g_01042
OG0000630	Prbm.g_00765	Prak.g_01041
OG0000631	Prbm.g_00767	Prak.g_01039
OG0000632	Prbm.g_01151	Prak.g_01038
OG0000633	Prbm.g_00111	Prak.g_00728
OG0000634	Prbm.g_01094	Prak.g_01261
OG0000635	Prbm.g_00980	Prak.g_00608
OG0000636	Prbm.g_00979	Prak.g_00607
OG0000637	Prbm.g_00978	Prak.g_00606
OG0000638	Prbm.g_00395	Prak.g_00353
OG0000639	Prbm.g_00955	Prak.g_00940
OG0000640	Prbm.g_00957	Prak.g_00944
OG0000641	Prbm.g_00959	Prak.g_00946
OG0000642	Prbm.g_00960	Prak.g_00947
OG0000643	Prbm.g_00961	Prak.g_00948
OG0000644	Prbm.g_00808	Prak.g_01061
OG0000645	Prbm.g_00809	Prak.g_00840
OG0000646	Prbm.g_00810	Prak.g_00841
OG0000647	Prbm.g_00811	Prak.g_00842
OG0000648	Prbm.g_00813	Prak.g_00844
OG0000649	Prbm.g_00814	Prak.g_00845
OG0000650	Prbm.g_00815	Prak.g_00846
OG0000651	Prbm.g_00816	Prak.g_00847
OG0000652	Prbm.g_00817	Prak.g_00848
OG0000653	Prbm.g_00818	Prak.g_00849
OG0000654	Prbm.g_00820	Prak.g_00851
OG0000655	Prbm.g_00822	Prak.g_00853
OG0000656	Prbm.g_00823	Prak.g_00854
OG0000657	Prbm.g_00824	Prak.g_00855
OG0000658	Prbm.g_00825	Prak.g_00856
OG0000659	Prbm.g_00826	Prak.g_00857
OG0000660	Prbm.g_00827	Prak.g_00858
OG0000661	Prbm.g_00829	Prak.g_00859
OG0000662	Prbm.g_00831	Prak.g_00861
OG0000663	Prbm.g_00832	Prak.g_00862
OG0000664	Prbm.g_00833	Prak.g_00863
OG0000665	Prbm.g_00834	Prak.g_00864
OG0000666	Prbm.g_00835	Prak.g_00865
OG0000667	Prbm.g_00836	Prak.g_00866
OG0000668	Prbm.g_00837	Prak.g_00867
OG0000669	Prbm.g_00839	Prak.g_00869
OG0000670	Prbm.g_00840	Prak.g_00870
OG0000671	Prbm.g_00841	Prak.g_00871
OG0000672	Prbm.g_00842	Prak.g_00872
OG0000673	Prbm.g_00843	Prak.g_00873
OG0000674	Prbm.g_00844	Prak.g_00874
OG0000675	Prbm.g_00845	Prak.g_00876
OG0000676	Prbm.g_00846	Prak.g_00877
OG0000677	Prbm.g_00848	Prak.g_00880
OG0000678	Prbm.g_00850	Prak.g_00882
OG0000679	Prbm.g_00852	Prak.g_00884
OG0000680	Prbm.g_00853	Prak.g_00885
OG0000681	Prbm.g_00854	Prak.g_00886
OG0000682	Prbm.g_00855	Prak.g_00887
OG0000683	Prbm.g_00857	Prak.g_00889
OG0000684	Prbm.g_00858	Prak.g_00890
OG0000685	Prbm.g_00859	Prak.g_00891
OG0000686	Prbm.g_00860	Prak.g_00892
OG0000687	Prbm.g_00861	Prak.g_00893
OG0000688	Prbm.g_00862	Prak.g_00894
OG0000689	Prbm.g_00863	Prak.g_00895
OG0000690	Prbm.g_00864	Prak.g_00896
OG0000691	Prbm.g_00865	Prak.g_00897
OG0000692	Prbm.g_00867	Prak.g_00901
OG0000693	Prbm.g_00868	Prak.g_00902
OG0000694	Prbm.g_00869	Prak.g_00903
OG0000695	Prbm.g_00870	Prak.g_00904
OG0000696	Prbm.g_00871	Prak.g_00905
OG0000697	Prbm.g_00873	Prak.g_00907
OG0000698	Prbm.g_00877	Prak.g_00911
OG0000699	Prbm.g_00878	Prak.g_00912
OG0000700	Prbm.g_00911	Prak.g_00748
OG0000701	Prbm.g_00914	Prak.g_00753
OG0000702	Prbm.g_00919	Prak.g_00759
OG0000703	Prbm.g_00921	Prak.g_00761
OG0000704	Prbm.g_00922	Prak.g_00762
OG0000705	Prbm.g_00923	Prak.g_00764
OG0000706	Prbm.g_00924	Prak.g_00765
OG0000707	Prbm.g_00926	Prak.g_00767
OG0000708	Prbm.g_00927	Prak.g_00768
OG0000709	Prbm.g_00929	Prak.g_00770
OG0000710	Prbm.g_00930	Prak.g_00771
OG0000711	Prbm.g_00931	Prak.g_00772
OG0000712	Prbm.g_00932	Prak.g_00773
OG0000713	Prbm.g_00933	Prak.g_00774
OG0000714	Prbm.g_00935	Prak.g_00776
OG0000715	Prbm.g_00936	Prak.g_00777
OG0000716	Prbm.g_00939	Prak.g_00779
OG0000717	Prbm.g_00940	Prak.g_00780
OG0000718	Prbm.g_00941	Prak.g_00781
OG0000719	Prbm.g_00943	Prak.g_00783
OG0000720	Prbm.g_00944	Prak.g_00784
OG0000721	Prbm.g_00946	Prak.g_00787
OG0000722	Prbm.g_00947	Prak.g_00788
OG0000723	Prbm.g_00948	Prak.g_00789
OG0000724	Prbm.g_00793	Prak.g_00791
OG0000725	Prbm.g_00794	Prak.g_00792
OG0000726	Prbm.g_00795	Prak.g_00793
OG0000727	Prbm.g_00796	Prak.g_00794
OG0000728	Prbm.g_00797	Prak.g_00795
OG0000729	Prbm.g_00798	Prak.g_00796
OG0000730	Prbm.g_00799	Prak.g_01071
OG0000731	Prbm.g_00800	Prak.g_01069
OG0000732	Prbm.g_00801	Prak.g_01068
OG0000733	Prbm.g_00802	Prak.g_01067
OG0000734	Prbm.g_00803	Prak.g_01066
OG0000735	Prbm.g_00805	Prak.g_01064
OG0000736	Prbm.g_00806	Prak.g_01063
OG0000737	Prbm.g_00807	Prak.g_01062
OG0000738	Prbm.g_00962	Prak.g_00949
OG0000739	Prbm.g_00963	Prak.g_00950
OG0000740	Prbm.g_00964	Prak.g_00951
OG0000741	Prbm.g_00965	Prak.g_00952
OG0000742	Prbm.g_00967	Prak.g_00954
OG0000743	Prbm.g_00968	Prak.g_00955
OG0000744	Prbm.g_00969	Prak.g_00956
OG0000745	Prbm.g_00970	Prak.g_00957
OG0000746	Prbm.g_00971	Prak.g_00958
OG0000747	Prbm.g_00972	Prak.g_00959
OG0000748	Prbm.g_00973	Prak.g_00960
OG0000749	Prbm.g_00974	Prak.g_00961
OG0000750	Prbm.g_00975	Prak.g_00963
OG0000751	Prbm.g_00976	Prak.g_00964
OG0000752	Prbm.g_00889	Prak.g_01023
OG0000753	Prbm.g_00981	Prak.g_00966
OG0000754	Prbm.g_00982	Prak.g_00967
OG0000755	Prbm.g_00983	Prak.g_00968
OG0000756	Prbm.g_00985	Prak.g_00970
OG0000757	Prbm.g_00986	Prak.g_00971
OG0000758	Prbm.g_00987	Prak.g_00972
OG0000759	Prbm.g_00989	Prak.g_00974
OG0000760	Prbm.g_00990	Prak.g_00975
OG0000761	Prbm.g_00991	Prak.g_00976
OG0000762	Prbm.g_00993	Prak.g_00978
OG0000763	Prbm.g_00994	Prak.g_00979
OG0000764	Prbm.g_00995	Prak.g_00980
OG0000765	Prbm.g_00996	Prak.g_00981
OG0000766	Prbm.g_00997	Prak.g_00982
OG0000767	Prbm.g_00999	Prak.g_00984
OG0000768	Prbm.g_01000	Prak.g_00985
OG0000769	Prbm.g_01001	Prak.g_00986
OG0000770	Prbm.g_01002	Prak.g_00987
OG0000771	Prbm.g_01003	Prak.g_00988
OG0000772	Prbm.g_00102	Prak.g_01238
OG0000773	Prbm.g_01004	Prak.g_00990
OG0000774	Prbm.g_01005	Prak.g_00991
OG0000775	Prbm.g_01006	Prak.g_00992
OG0000776	Prbm.g_01007	Prak.g_00995
OG0000777	Prbm.g_01009	Prak.g_00996
OG0000778	Prbm.g_01010	Prak.g_00997
OG0000779	Prbm.g_01011	Prak.g_00998
OG0000780	Prbm.g_01013	Prak.g_01000
OG0000781	Prbm.g_01014	Prak.g_01002
OG0000782	Prbm.g_01015	Prak.g_01003
OG0000783	Prbm.g_01031	Prak.g_01007
OG0000784	Prbm.g_01032	Prak.g_01009
OG0000785	Prbm.g_01033	Prak.g_01010
OG0000786	Prbm.g_01034	Prak.g_01011
OG0000787	Prbm.g_01035	Prak.g_01012
OG0000788	Prbm.g_01039	Prak.g_01018
OG0000789	Prbm.g_01042	Prak.g_01021
OG0000790	Prbm.g_00888	Prak.g_01022
OG0000791	Prbm.g_01043	Prak.g_01025
OG0000792	Prbm.g_01044	Prak.g_01026
OG0000793	Prbm.g_01045	Prak.g_01027
OG0000794	Prbm.g_01048	Prak.g_01030
OG0000795	Prbm.g_01052	Prak.g_00931
OG0000796	Prbm.g_01053	Prak.g_00930
OG0000797	Prbm.g_01056	Prak.g_00928
OG0000798	Prbm.g_01057	Prak.g_00927
OG0000799	Prbm.g_01058	Prak.g_00926
OG0000800	Prbm.g_01059	Prak.g_00925
OG0000801	Prbm.g_01062	Prak.g_00922
OG0000802	Prbm.g_01063	Prak.g_00921
OG0000803	Prbm.g_00887	Prak.g_00919
OG0000804	Prbm.g_00886	Prak.g_00918
OG0000805	Prbm.g_00885	Prak.g_00917
OG0000806	Prbm.g_00883	Prak.g_00915
OG0000807	Prbm.g_00894	Prak.g_00383
OG0000808	Prbm.g_01103	Prak.g_00712
OG0000809	Prbm.g_01085	Prak.g_01220
OG0000810	Prbm.g_01806	Prak.g_00603
OG0000811	Prbm.g_02104	Prak.g_01255
OG0000812	Prbm.g_00398	Prak.g_01214
OG0000813	Prbm.g_00406	Prak.g_00362
OG0000814	Prbm.g_01803	Prak.g_01241
OG0000815	Prbm.g_01079	Prak.g_01328
OG0000816	Prbm.g_01911	Prak.g_01551
OG0000817	Prbm.g_01912	Prak.g_01552
OG0000818	Prbm.g_01123	Prak.g_00723
OG0000819	Prbm.g_01571	Prak.g_01194
OG0000820	Prbm.g_01565	Prak.g_01188
OG0000821	Prbm.g_01563	Prak.g_01186
OG0000822	Prbm.g_01562	Prak.g_01185
OG0000823	Prbm.g_01561	Prak.g_01184
OG0000824	Prbm.g_01560	Prak.g_01183
OG0000825	Prbm.g_01559	Prak.g_01182
OG0000826	Prbm.g_01558	Prak.g_01181
OG0000827	Prbm.g_01557	Prak.g_01180
OG0000828	Prbm.g_01556	Prak.g_01179
OG0000829	Prbm.g_01555	Prak.g_01178
OG0000830	Prbm.g_01553	Prak.g_01176
OG0000831	Prbm.g_01550	Prak.g_01173
OG0000832	Prbm.g_01548	Prak.g_01171
OG0000833	Prbm.g_01547	Prak.g_01170
OG0000834	Prbm.g_01545	Prak.g_01169
OG0000835	Prbm.g_01544	Prak.g_01168
OG0000836	Prbm.g_01543	Prak.g_01167
OG0000837	Prbm.g_01540	Prak.g_01164
OG0000838	Prbm.g_01539	Prak.g_01163
OG0000839	Prbm.g_01538	Prak.g_01162
OG0000840	Prbm.g_01537	Prak.g_01161
OG0000841	Prbm.g_01536	Prak.g_01160
OG0000842	Prbm.g_01534	Prak.g_01158
OG0000843	Prbm.g_01533	Prak.g_01157
OG0000844	Prbm.g_01532	Prak.g_01156
OG0000845	Prbm.g_01531	Prak.g_01155
OG0000846	Prbm.g_01529	Prak.g_01153
OG0000847	Prbm.g_01527	Prak.g_01151
OG0000848	Prbm.g_01525	Prak.g_01150
OG0000849	Prbm.g_01524	Prak.g_01147
OG0000850	Prbm.g_01523	Prak.g_01146
OG0000851	Prbm.g_01520	Prak.g_01144
OG0000852	Prbm.g_01518	Prak.g_01142
OG0000853	Prbm.g_01516	Prak.g_01140
OG0000854	Prbm.g_01514	Prak.g_01138
OG0000855	Prbm.g_01513	Prak.g_01137
OG0000856	Prbm.g_01512	Prak.g_01136
OG0000857	Prbm.g_01511	Prak.g_01135
OG0000858	Prbm.g_01510	Prak.g_01134
OG0000859	Prbm.g_01509	Prak.g_01133
OG0000860	Prbm.g_01508	Prak.g_01132
OG0000861	Prbm.g_01507	Prak.g_01131
OG0000862	Prbm.g_01506	Prak.g_01130
OG0000863	Prbm.g_01505	Prak.g_01129
OG0000864	Prbm.g_01504	Prak.g_01128
OG0000865	Prbm.g_01503	Prak.g_01127
OG0000866	Prbm.g_01502	Prak.g_01126
OG0000867	Prbm.g_01501	Prak.g_01125
OG0000868	Prbm.g_01500	Prak.g_01124
OG0000869	Prbm.g_01498	Prak.g_01122
OG0000870	Prbm.g_01497	Prak.g_01121
OG0000871	Prbm.g_01496	Prak.g_01120
OG0000872	Prbm.g_01495	Prak.g_01119
OG0000873	Prbm.g_01494	Prak.g_01117
OG0000874	Prbm.g_01493	Prak.g_01116
OG0000875	Prbm.g_01492	Prak.g_01115
OG0000876	Prbm.g_01491	Prak.g_01114
OG0000877	Prbm.g_01490	Prak.g_00593
OG0000878	Prbm.g_01356	Prak.g_01571
OG0000879	Prbm.g_01600	Prak.g_01266
OG0000880	Prbm.g_01601	Prak.g_01267
OG0000881	Prbm.g_01602	Prak.g_01268
OG0000882	Prbm.g_01603	Prak.g_01269
OG0000883	Prbm.g_01605	Prak.g_01270
OG0000884	Prbm.g_01606	Prak.g_01272
OG0000885	Prbm.g_01607	Prak.g_01273
OG0000886	Prbm.g_01608	Prak.g_01274
OG0000887	Prbm.g_01609	Prak.g_01275
OG0000888	Prbm.g_01610	Prak.g_01276
OG0000889	Prbm.g_01613	Prak.g_01279
OG0000890	Prbm.g_01614	Prak.g_01280
OG0000891	Prbm.g_01615	Prak.g_01281
OG0000892	Prbm.g_01616	Prak.g_01284
OG0000893	Prbm.g_01617	Prak.g_01285
OG0000894	Prbm.g_01618	Prak.g_01286
OG0000895	Prbm.g_01619	Prak.g_01287
OG0000896	Prbm.g_01620	Prak.g_01288
OG0000897	Prbm.g_01621	Prak.g_01289
OG0000898	Prbm.g_01624	Prak.g_01292
OG0000899	Prbm.g_01625	Prak.g_01293
OG0000900	Prbm.g_01630	Prak.g_01305
OG0000901	Prbm.g_01634	Prak.g_01301
OG0000902	Prbm.g_00777	Prak.g_00460
OG0000903	Prbm.g_01573	Prak.g_01237
OG0000904	Prbm.g_01051	Prak.g_01490
OG0000905	Prbm.g_01812	Prak.g_01215
OG0000906	Prbm.g_01658	Prak.g_01197
OG0000907	Prbm.g_00875	Prak.g_00909
OG0000908	Prbm.g_01176	Prak.g_01234
OG0000909	Prbm.g_01662	Prak.g_01331
OG0000910	Prbm.g_01663	Prak.g_01332
OG0000911	Prbm.g_01664	Prak.g_01333
OG0000912	Prbm.g_01665	Prak.g_01334
OG0000913	Prbm.g_01666	Prak.g_01335
OG0000914	Prbm.g_01667	Prak.g_01336
OG0000915	Prbm.g_01668	Prak.g_01337
OG0000916	Prbm.g_01669	Prak.g_01338
OG0000917	Prbm.g_01670	Prak.g_01339
OG0000918	Prbm.g_01671	Prak.g_01340
OG0000919	Prbm.g_01672	Prak.g_01341
OG0000920	Prbm.g_01673	Prak.g_01342
OG0000921	Prbm.g_01674	Prak.g_01343
OG0000922	Prbm.g_01675	Prak.g_01344
OG0000923	Prbm.g_01676	Prak.g_01345
OG0000924	Prbm.g_01677	Prak.g_01346
OG0000925	Prbm.g_01678	Prak.g_01347
OG0000926	Prbm.g_02077	Prak.g_01824
OG0000927	Prbm.g_01691	Prak.g_01374
OG0000928	Prbm.g_01692	Prak.g_01375
OG0000929	Prbm.g_01693	Prak.g_01376
OG0000930	Prbm.g_01694	Prak.g_01377
OG0000931	Prbm.g_01695	Prak.g_01378
OG0000932	Prbm.g_01697	Prak.g_01380
OG0000933	Prbm.g_01698	Prak.g_01381
OG0000934	Prbm.g_01699	Prak.g_01382
OG0000935	Prbm.g_01700	Prak.g_01383
OG0000936	Prbm.g_01701	Prak.g_01384
OG0000937	Prbm.g_01702	Prak.g_01385
OG0000938	Prbm.g_01703	Prak.g_01386
OG0000939	Prbm.g_01704	Prak.g_01387
OG0000940	Prbm.g_01706	Prak.g_01388
OG0000941	Prbm.g_01708	Prak.g_01389
OG0000942	Prbm.g_01709	Prak.g_01390
OG0000943	Prbm.g_01712	Prak.g_01393
OG0000944	Prbm.g_01713	Prak.g_01394
OG0000945	Prbm.g_01714	Prak.g_01395
OG0000946	Prbm.g_01715	Prak.g_01396
OG0000947	Prbm.g_01716	Prak.g_01397
OG0000948	Prbm.g_01717	Prak.g_01398
OG0000949	Prbm.g_01718	Prak.g_01399
OG0000950	Prbm.g_01719	Prak.g_01400
OG0000951	Prbm.g_01720	Prak.g_01401
OG0000952	Prbm.g_01721	Prak.g_01402
OG0000953	Prbm.g_01722	Prak.g_01403
OG0000954	Prbm.g_01723	Prak.g_01404
OG0000955	Prbm.g_01724	Prak.g_01405
OG0000956	Prbm.g_01725	Prak.g_01406
OG0000957	Prbm.g_00487	Prak.g_01407
OG0000958	Prbm.g_01726	Prak.g_01408
OG0000959	Prbm.g_01727	Prak.g_01409
OG0000960	Prbm.g_01728	Prak.g_01410
OG0000961	Prbm.g_01731	Prak.g_01414
OG0000962	Prbm.g_01732	Prak.g_01415
OG0000963	Prbm.g_01733	Prak.g_01416
OG0000964	Prbm.g_01735	Prak.g_01418
OG0000965	Prbm.g_01736	Prak.g_01419
OG0000966	Prbm.g_01737	Prak.g_01420
OG0000967	Prbm.g_01738	Prak.g_01421
OG0000968	Prbm.g_01739	Prak.g_01422
OG0000969	Prbm.g_01740	Prak.g_01423
OG0000970	Prbm.g_01741	Prak.g_01424
OG0000971	Prbm.g_01742	Prak.g_01425
OG0000972	Prbm.g_01743	Prak.g_01426
OG0000973	Prbm.g_01744	Prak.g_01427
OG0000974	Prbm.g_01746	Prak.g_01429
OG0000975	Prbm.g_01752	Prak.g_01435
OG0000976	Prbm.g_01755	Prak.g_01437
OG0000977	Prbm.g_01756	Prak.g_01439
OG0000978	Prbm.g_01757	Prak.g_01441
OG0000979	Prbm.g_01759	Prak.g_01443
OG0000980	Prbm.g_01760	Prak.g_01444
OG0000981	Prbm.g_01761	Prak.g_01445
OG0000982	Prbm.g_01762	Prak.g_01446
OG0000983	Prbm.g_01764	Prak.g_01448
OG0000984	Prbm.g_01765	Prak.g_01449
OG0000985	Prbm.g_01766	Prak.g_01450
OG0000986	Prbm.g_01768	Prak.g_01451
OG0000987	Prbm.g_01769	Prak.g_01452
OG0000988	Prbm.g_01770	Prak.g_01453
OG0000989	Prbm.g_01771	Prak.g_01454
OG0000990	Prbm.g_01772	Prak.g_01455
OG0000991	Prbm.g_01773	Prak.g_01456
OG0000992	Prbm.g_01774	Prak.g_01457
OG0000993	Prbm.g_01775	Prak.g_01458
OG0000994	Prbm.g_01776	Prak.g_01459
OG0000995	Prbm.g_01777	Prak.g_01460
OG0000996	Prbm.g_01778	Prak.g_01461
OG0000997	Prbm.g_01779	Prak.g_01462
OG0000998	Prbm.g_01780	Prak.g_01463
OG0000999	Prbm.g_01781	Prak.g_01464
OG0001000	Prbm.g_01782	Prak.g_01465
OG0001001	Prbm.g_01784	Prak.g_01467
OG0001002	Prbm.g_01785	Prak.g_01468
OG0001003	Prbm.g_01786	Prak.g_01469
OG0001004	Prbm.g_01787	Prak.g_01470
OG0001005	Prbm.g_01789	Prak.g_01473
OG0001006	Prbm.g_01790	Prak.g_01474
OG0001007	Prbm.g_01791	Prak.g_01475
OG0001008	Prbm.g_01793	Prak.g_01477
OG0001009	Prbm.g_01794	Prak.g_01478
OG0001010	Prbm.g_01586	Prak.g_01588
OG0001011	Prbm.g_01685	Prak.g_00590
OG0001012	Prbm.g_00830	Prak.g_00860
OG0001013	Prbm.g_01835	Prak.g_01638
OG0001014	Prbm.g_01836	Prak.g_01639
OG0001015	Prbm.g_01842	Prak.g_01646
OG0001016	Prbm.g_01843	Prak.g_01647
OG0001017	Prbm.g_01844	Prak.g_01648
OG0001018	Prbm.g_01845	Prak.g_01649
OG0001019	Prbm.g_01846	Prak.g_01651
OG0001020	Prbm.g_01847	Prak.g_01652
OG0001021	Prbm.g_01848	Prak.g_01653
OG0001022	Prbm.g_01849	Prak.g_01654
OG0001023	Prbm.g_01850	Prak.g_01655
OG0001024	Prbm.g_01851	Prak.g_01657
OG0001025	Prbm.g_01852	Prak.g_01658
OG0001026	Prbm.g_01853	Prak.g_01659
OG0001027	Prbm.g_01854	Prak.g_01660
OG0001028	Prbm.g_01855	Prak.g_01661
OG0001029	Prbm.g_01856	Prak.g_01662
OG0001030	Prbm.g_01857	Prak.g_01663
OG0001031	Prbm.g_01858	Prak.g_01664
OG0001032	Prbm.g_01859	Prak.g_01665
OG0001033	Prbm.g_01860	Prak.g_01666
OG0001034	Prbm.g_01861	Prak.g_01667
OG0001035	Prbm.g_01863	Prak.g_01669
OG0001036	Prbm.g_01864	Prak.g_01670
OG0001037	Prbm.g_01865	Prak.g_01671
OG0001038	Prbm.g_01866	Prak.g_01672
OG0001039	Prbm.g_01867	Prak.g_01673
OG0001040	Prbm.g_01869	Prak.g_01674
OG0001041	Prbm.g_01870	Prak.g_01675
OG0001042	Prbm.g_01871	Prak.g_01676
OG0001043	Prbm.g_01872	Prak.g_01677
OG0001044	Prbm.g_01873	Prak.g_01678
OG0001045	Prbm.g_01874	Prak.g_01679
OG0001046	Prbm.g_01875	Prak.g_01680
OG0001047	Prbm.g_01877	Prak.g_01683
OG0001048	Prbm.g_01879	Prak.g_01685
OG0001049	Prbm.g_01880	Prak.g_01686
OG0001050	Prbm.g_01881	Prak.g_01687
OG0001051	Prbm.g_01882	Prak.g_01688
OG0001052	Prbm.g_01883	Prak.g_01689
OG0001053	Prbm.g_01885	Prak.g_01691
OG0001054	Prbm.g_01887	Prak.g_01693
OG0001055	Prbm.g_01888	Prak.g_01694
OG0001056	Prbm.g_01889	Prak.g_01695
OG0001057	Prbm.g_01890	Prak.g_01696
OG0001058	Prbm.g_01891	Prak.g_01697
OG0001059	Prbm.g_01892	Prak.g_01698
OG0001060	Prbm.g_01893	Prak.g_01699
OG0001061	Prbm.g_01894	Prak.g_01700
OG0001062	Prbm.g_01895	Prak.g_01701
OG0001063	Prbm.g_01896	Prak.g_01702
OG0001064	Prbm.g_01898	Prak.g_01704
OG0001065	Prbm.g_01948	Prak.g_01708
OG0001066	Prbm.g_01950	Prak.g_01710
OG0001067	Prbm.g_01951	Prak.g_01711
OG0001068	Prbm.g_01953	Prak.g_01714
OG0001069	Prbm.g_01954	Prak.g_01715
OG0001070	Prbm.g_01955	Prak.g_01716
OG0001071	Prbm.g_01956	Prak.g_01717
OG0001072	Prbm.g_01957	Prak.g_01718
OG0001073	Prbm.g_01958	Prak.g_01719
OG0001074	Prbm.g_01959	Prak.g_01720
OG0001075	Prbm.g_01960	Prak.g_01721
OG0001076	Prbm.g_01961	Prak.g_01722
OG0001077	Prbm.g_01962	Prak.g_01723
OG0001078	Prbm.g_01963	Prak.g_01724
OG0001079	Prbm.g_01964	Prak.g_01725
OG0001080	Prbm.g_01965	Prak.g_01726
OG0001081	Prbm.g_01975	Prak.g_01730
OG0001082	Prbm.g_01974	Prak.g_01731
OG0001083	Prbm.g_01970	Prak.g_01734
OG0001084	Prbm.g_01972	Prak.g_01733
OG0001085	Prbm.g_01973	Prak.g_01732
OG0001086	Prbm.g_01968	Prak.g_01729
OG0001087	Prbm.g_01967	Prak.g_01728
OG0001088	Prbm.g_01966	Prak.g_01727
OG0001089	Prbm.g_01990	Prak.g_01737
OG0001090	Prbm.g_01992	Prak.g_01739
OG0001091	Prbm.g_01993	Prak.g_01740
OG0001092	Prbm.g_01994	Prak.g_01741
OG0001093	Prbm.g_01995	Prak.g_01742
OG0001094	Prbm.g_01996	Prak.g_01743
OG0001095	Prbm.g_01997	Prak.g_01744
OG0001096	Prbm.g_01998	Prak.g_01745
OG0001097	Prbm.g_01999	Prak.g_01746
