Orthogroup	Prba	Syaf
OG0000563	Prba.g_01758	Syaf.g_02616
OG0000564	Prba.g_01757	Syaf.g_02615
OG0000565	Prba.g_01754	Syaf.g_02612
OG0000566	Prba.g_01752	Syaf.g_02608
OG0000567	Prba.g_01748	Syaf.g_02604
OG0000568	Prba.g_01747	Syaf.g_02599
OG0000569	Prba.g_01746	Syaf.g_02596
OG0000570	Prba.g_01745	Syaf.g_02595
OG0000571	Prba.g_01743	Syaf.g_02591
OG0000572	Prba.g_01730	Syaf.g_02575
OG0000573	Prba.g_01725	Syaf.g_02567
OG0000574	Prba.g_01724	Syaf.g_02566
OG0000575	Prba.g_01720	Syaf.g_02562
OG0000576	Prba.g_01718	Syaf.g_02560
OG0000577	Prba.g_01717	Syaf.g_02559
OG0000578	Prba.g_01716	Syaf.g_02558
OG0000579	Prba.g_01715	Syaf.g_02557
OG0000580	Prba.g_01714	Syaf.g_02556
OG0000581	Prba.g_01712	Syaf.g_02550
OG0000582	Prba.g_01709	Syaf.g_02374
OG0000583	Prba.g_01708	Syaf.g_02373
OG0000584	Prba.g_01707	Syaf.g_02372
OG0000585	Prba.g_01705	Syaf.g_02370
OG0000586	Prba.g_01704	Syaf.g_02369
OG0000587	Prba.g_01703	Syaf.g_02367
OG0000588	Prba.g_01699	Syaf.g_02350
OG0000589	Prba.g_01696	Syaf.g_02340
OG0000590	Prba.g_01695	Syaf.g_02339
OG0000591	Prba.g_01692	Syaf.g_02331
OG0000592	Prba.g_01691	Syaf.g_02330
OG0000593	Prba.g_01685	Syaf.g_02314
OG0000594	Prba.g_01684	Syaf.g_02313
OG0000595	Prba.g_01683	Syaf.g_02312
OG0000596	Prba.g_01679	Syaf.g_02307
OG0000597	Prba.g_01677	Syaf.g_02304
OG0000598	Prba.g_01676	Syaf.g_02303
OG0000599	Prba.g_01673	Syaf.g_02300
OG0000600	Prba.g_01672	Syaf.g_02299
OG0000601	Prba.g_01671	Syaf.g_02298
OG0000602	Prba.g_01669	Syaf.g_02293
OG0000603	Prba.g_01668	Syaf.g_02292
OG0000604	Prba.g_01667	Syaf.g_02289
OG0000605	Prba.g_01666	Syaf.g_01734
OG0000606	Prba.g_01663	Syaf.g_02145
OG0000607	Prba.g_01660	Syaf.g_02142
OG0000608	Prba.g_01659	Syaf.g_02141
OG0000609	Prba.g_01658	Syaf.g_02139
OG0000610	Prba.g_01653	Syaf.g_02132
OG0000611	Prba.g_01650	Syaf.g_02129
OG0000612	Prba.g_01649	Syaf.g_02128
OG0000613	Prba.g_01644	Syaf.g_00315
OG0000614	Prba.g_01625	Syaf.g_01469
OG0000615	Prba.g_01617	Syaf.g_02085
OG0000616	Prba.g_01613	Syaf.g_00518
OG0000617	Prba.g_01588	Syaf.g_01975
OG0000618	Prba.g_01587	Syaf.g_01974
OG0000619	Prba.g_01586	Syaf.g_01973
OG0000620	Prba.g_01583	Syaf.g_01966
OG0000621	Prba.g_01582	Syaf.g_01965
OG0000622	Prba.g_01581	Syaf.g_01964
OG0000623	Prba.g_01580	Syaf.g_01963
OG0000624	Prba.g_01579	Syaf.g_01961
OG0000625	Prba.g_01578	Syaf.g_01960
OG0000626	Prba.g_01577	Syaf.g_01959
OG0000627	Prba.g_01576	Syaf.g_01782
OG0000628	Prba.g_01575	Syaf.g_01783
OG0000629	Prba.g_01574	Syaf.g_01786
OG0000630	Prba.g_01571	Syaf.g_01790
OG0000631	Prba.g_01508	Syaf.g_01801
OG0000632	Prba.g_01507	Syaf.g_01802
OG0000633	Prba.g_01506	Syaf.g_01803
OG0000634	Prba.g_01503	Syaf.g_02053
OG0000635	Prba.g_01502	Syaf.g_02052
OG0000636	Prba.g_01500	Syaf.g_02050
OG0000637	Prba.g_01498	Syaf.g_02048
OG0000638	Prba.g_01497	Syaf.g_02047
OG0000639	Prba.g_01496	Syaf.g_02046
OG0000640	Prba.g_01495	Syaf.g_02045
OG0000641	Prba.g_01491	Syaf.g_02041
OG0000642	Prba.g_01490	Syaf.g_02040
OG0000643	Prba.g_01489	Syaf.g_02038
OG0000644	Prba.g_01488	Syaf.g_02037
OG0000645	Prba.g_01487	Syaf.g_02035
OG0000646	Prba.g_01485	Syaf.g_02032
OG0000647	Prba.g_01484	Syaf.g_02030
OG0000648	Prba.g_01482	Syaf.g_02027
OG0000649	Prba.g_01481	Syaf.g_02026
OG0000650	Prba.g_01480	Syaf.g_02025
OG0000651	Prba.g_01479	Syaf.g_02024
OG0000652	Prba.g_01478	Syaf.g_02023
OG0000653	Prba.g_01476	Syaf.g_02021
OG0000654	Prba.g_01475	Syaf.g_02020
OG0000655	Prba.g_01474	Syaf.g_02019
OG0000656	Prba.g_01471	Syaf.g_02016
OG0000657	Prba.g_01463	Syaf.g_01384
OG0000658	Prba.g_01462	Syaf.g_01381
OG0000659	Prba.g_01461	Syaf.g_01380
OG0000660	Prba.g_01457	Syaf.g_01376
OG0000661	Prba.g_01455	Syaf.g_01374
OG0000662	Prba.g_01453	Syaf.g_01372
OG0000663	Prba.g_01451	Syaf.g_01369
OG0000664	Prba.g_01450	Syaf.g_01368
OG0000665	Prba.g_01446	Syaf.g_00980
OG0000666	Prba.g_01445	Syaf.g_01733
OG0000667	Prba.g_01441	Syaf.g_01635
OG0000668	Prba.g_01411	Syaf.g_01928
OG0000669	Prba.g_01404	Syaf.g_02112
OG0000670	Prba.g_01402	Syaf.g_02769
OG0000671	Prba.g_01400	Syaf.g_02108
OG0000672	Prba.g_01397	Syaf.g_02105
OG0000673	Prba.g_01394	Syaf.g_02102
OG0000674	Prba.g_01392	Syaf.g_02100
OG0000675	Prba.g_01391	Syaf.g_02099
OG0000676	Prba.g_01389	Syaf.g_02097
OG0000677	Prba.g_01388	Syaf.g_02096
OG0000678	Prba.g_01386	Syaf.g_02092
OG0000679	Prba.g_01382	Syaf.g_02083
OG0000680	Prba.g_01381	Syaf.g_02082
OG0000681	Prba.g_01379	Syaf.g_02079
OG0000682	Prba.g_01378	Syaf.g_02078
OG0000683	Prba.g_01377	Syaf.g_02077
OG0000684	Prba.g_01375	Syaf.g_02072
OG0000685	Prba.g_01373	Syaf.g_02070
OG0000686	Prba.g_01372	Syaf.g_02069
OG0000687	Prba.g_01371	Syaf.g_02068
OG0000688	Prba.g_01368	Syaf.g_02063
OG0000689	Prba.g_01367	Syaf.g_02061
OG0000690	Prba.g_01366	Syaf.g_02060
OG0000691	Prba.g_01365	Syaf.g_02059
OG0000692	Prba.g_01363	Syaf.g_02058
OG0000693	Prba.g_01362	Syaf.g_02057
OG0000694	Prba.g_01361	Syaf.g_02056
OG0000695	Prba.g_01359	Syaf.g_01805
OG0000696	Prba.g_01358	Syaf.g_01806
OG0000697	Prba.g_01357	Syaf.g_01808
OG0000698	Prba.g_01354	Syaf.g_01811
OG0000699	Prba.g_01353	Syaf.g_01813
OG0000700	Prba.g_01352	Syaf.g_01814
OG0000701	Prba.g_01351	Syaf.g_01815
OG0000702	Prba.g_01349	Syaf.g_01843
OG0000703	Prba.g_01348	Syaf.g_01844
OG0000704	Prba.g_01347	Syaf.g_01846
OG0000705	Prba.g_01343	Syaf.g_01853
OG0000706	Prba.g_01342	Syaf.g_01854
OG0000707	Prba.g_01341	Syaf.g_01855
OG0000708	Prba.g_01340	Syaf.g_01858
OG0000709	Prba.g_01336	Syaf.g_01867
OG0000710	Prba.g_01333	Syaf.g_01878
OG0000711	Prba.g_01316	Syaf.g_01908
OG0000712	Prba.g_01314	Syaf.g_01910
OG0000713	Prba.g_01313	Syaf.g_01911
OG0000714	Prba.g_01312	Syaf.g_01913
OG0000715	Prba.g_01310	Syaf.g_01915
OG0000716	Prba.g_01308	Syaf.g_01919
OG0000717	Prba.g_01307	Syaf.g_01920
OG0000718	Prba.g_01295	Syaf.g_01924
OG0000719	Prba.g_01293	Syaf.g_01926
OG0000720	Prba.g_01284	Syaf.g_01939
OG0000721	Prba.g_01282	Syaf.g_01941
OG0000722	Prba.g_01281	Syaf.g_01942
OG0000723	Prba.g_01278	Syaf.g_01957
OG0000724	Prba.g_01269	Syaf.g_01418
OG0000725	Prba.g_01263	Syaf.g_01445
OG0000726	Prba.g_01262	Syaf.g_01446
OG0000727	Prba.g_01261	Syaf.g_01447
OG0000728	Prba.g_01259	Syaf.g_01449
OG0000729	Prba.g_01214	Syaf.g_00405
OG0000730	Prba.g_00749	Syaf.g_00026
OG0000731	Prba.g_00745	Syaf.g_00014
OG0000732	Prba.g_00735	Syaf.g_00444
OG0000733	Prba.g_00096	Syaf.g_00615
OG0000734	Prba.g_00079	Syaf.g_00895
OG0000735	Prba.g_00077	Syaf.g_01273
OG0000736	Prba.g_00076	Syaf.g_01274
OG0000737	Prba.g_00075	Syaf.g_01275
OG0000738	Prba.g_00071	Syaf.g_01280
OG0000739	Prba.g_00070	Syaf.g_01281
OG0000740	Prba.g_00069	Syaf.g_01282
OG0000741	Prba.g_00068	Syaf.g_01285
OG0000742	Prba.g_00065	Syaf.g_01287
OG0000743	Prba.g_00063	Syaf.g_01289
OG0000744	Prba.g_00062	Syaf.g_01290
OG0000745	Prba.g_00060	Syaf.g_01293
OG0000746	Prba.g_00058	Syaf.g_01295
OG0000747	Prba.g_00057	Syaf.g_01296
OG0000748	Prba.g_00054	Syaf.g_01307
OG0000749	Prba.g_00053	Syaf.g_01309
OG0000750	Prba.g_00052	Syaf.g_01310
OG0000751	Prba.g_00050	Syaf.g_01317
OG0000752	Prba.g_00048	Syaf.g_01319
OG0000753	Prba.g_00045	Syaf.g_01322
OG0000754	Prba.g_00042	Syaf.g_01611
OG0000755	Prba.g_00039	Syaf.g_01599
OG0000756	Prba.g_00038	Syaf.g_01598
OG0000757	Prba.g_00032	Syaf.g_01590
OG0000758	Prba.g_00031	Syaf.g_01589
OG0000759	Prba.g_00030	Syaf.g_01588
OG0000760	Prba.g_00029	Syaf.g_01587
OG0000761	Prba.g_00028	Syaf.g_01586
OG0000762	Prba.g_00027	Syaf.g_01584
OG0000763	Prba.g_00025	Syaf.g_01582
OG0000764	Prba.g_00024	Syaf.g_01581
OG0000765	Prba.g_00015	Syaf.g_01564
OG0000766	Prba.g_00014	Syaf.g_01563
OG0000767	Prba.g_00012	Syaf.g_01561
OG0000768	Prba.g_00011	Syaf.g_01560
OG0000769	Prba.g_00009	Syaf.g_01558
OG0000770	Prba.g_00007	Syaf.g_01553
OG0000771	Prba.g_01084	Syaf.g_01411
OG0000772	Prba.g_01167	Syaf.g_01705
OG0000773	Prba.g_01183	Syaf.g_01268
OG0000774	Prba.g_01185	Syaf.g_01263
OG0000775	Prba.g_01187	Syaf.g_01261
OG0000776	Prba.g_01188	Syaf.g_01260
OG0000777	Prba.g_01189	Syaf.g_01259
OG0000778	Prba.g_01190	Syaf.g_01258
OG0000779	Prba.g_01194	Syaf.g_01252
OG0000780	Prba.g_01195	Syaf.g_01249
OG0000781	Prba.g_01198	Syaf.g_01245
OG0000782	Prba.g_01199	Syaf.g_01244
OG0000783	Prba.g_01200	Syaf.g_01243
OG0000784	Prba.g_01201	Syaf.g_01242
OG0000785	Prba.g_01203	Syaf.g_01240
OG0000786	Prba.g_01205	Syaf.g_02546
OG0000787	Prba.g_01206	Syaf.g_02547
OG0000788	Prba.g_00209	Syaf.g_02297
OG0000789	Prba.g_00206	Syaf.g_01750
OG0000790	Prba.g_00191	Syaf.g_02738
OG0000791	Prba.g_00189	Syaf.g_02740
OG0000792	Prba.g_00188	Syaf.g_02741
OG0000793	Prba.g_00185	Syaf.g_02746
OG0000794	Prba.g_00184	Syaf.g_02747
OG0000795	Prba.g_00183	Syaf.g_02748
OG0000796	Prba.g_00179	Syaf.g_02752
OG0000797	Prba.g_00178	Syaf.g_02753
OG0000799	Prba.g_00115	Syaf.g_02380
OG0000800	Prba.g_00114	Syaf.g_02383
OG0000801	Prba.g_00113	Syaf.g_02384
OG0000802	Prba.g_00111	Syaf.g_02388
OG0000803	Prba.g_00109	Syaf.g_02393
OG0000804	Prba.g_00108	Syaf.g_02396
OG0000805	Prba.g_00106	Syaf.g_02398
OG0000806	Prba.g_00720	Syaf.g_02405
OG0000807	Prba.g_00719	Syaf.g_02406
OG0000808	Prba.g_00718	Syaf.g_02407
OG0000809	Prba.g_00715	Syaf.g_02410
OG0000810	Prba.g_00714	Syaf.g_02411
OG0000811	Prba.g_00710	Syaf.g_02420
OG0000812	Prba.g_00708	Syaf.g_02422
OG0000813	Prba.g_00707	Syaf.g_02423
OG0000814	Prba.g_00705	Syaf.g_02425
OG0000815	Prba.g_00704	Syaf.g_02426
OG0000816	Prba.g_00702	Syaf.g_02428
OG0000817	Prba.g_00701	Syaf.g_02429
OG0000818	Prba.g_00696	Syaf.g_02442
OG0000819	Prba.g_00695	Syaf.g_02443
OG0000820	Prba.g_00694	Syaf.g_02444
OG0000821	Prba.g_00690	Syaf.g_02450
OG0000822	Prba.g_00689	Syaf.g_02452
OG0000823	Prba.g_00688	Syaf.g_02453
OG0000824	Prba.g_00685	Syaf.g_02459
OG0000825	Prba.g_00684	Syaf.g_02460
OG0000826	Prba.g_00683	Syaf.g_02461
OG0000827	Prba.g_00682	Syaf.g_02462
OG0000828	Prba.g_00679	Syaf.g_02465
OG0000829	Prba.g_00678	Syaf.g_02466
OG0000830	Prba.g_00677	Syaf.g_02467
OG0000831	Prba.g_00350	Syaf.g_02470
OG0000832	Prba.g_00344	Syaf.g_01109
OG0000833	Prba.g_00336	Syaf.g_01100
OG0000834	Prba.g_00335	Syaf.g_01098
OG0000835	Prba.g_00334	Syaf.g_01097
OG0000836	Prba.g_00333	Syaf.g_01093
OG0000837	Prba.g_00332	Syaf.g_01091
OG0000838	Prba.g_00330	Syaf.g_01087
OG0000839	Prba.g_00329	Syaf.g_01086
OG0000840	Prba.g_00328	Syaf.g_01085
OG0000841	Prba.g_00327	Syaf.g_01084
OG0000842	Prba.g_00326	Syaf.g_01083
OG0000843	Prba.g_00325	Syaf.g_01082
OG0000844	Prba.g_00324	Syaf.g_01080
OG0000845	Prba.g_00323	Syaf.g_01079
OG0000846	Prba.g_00322	Syaf.g_01078
OG0000847	Prba.g_00321	Syaf.g_01077
OG0000848	Prba.g_00320	Syaf.g_01075
OG0000849	Prba.g_00319	Syaf.g_01074
OG0000850	Prba.g_00317	Syaf.g_01072
OG0000851	Prba.g_00316	Syaf.g_01061
OG0000852	Prba.g_00315	Syaf.g_01060
OG0000853	Prba.g_00311	Syaf.g_01056
OG0000854	Prba.g_00309	Syaf.g_01054
OG0000855	Prba.g_00308	Syaf.g_01053
OG0000856	Prba.g_00293	Syaf.g_02328
OG0000857	Prba.g_00266	Syaf.g_02031
OG0000858	Prba.g_00232	Syaf.g_01047
OG0000859	Prba.g_00231	Syaf.g_01046
OG0000860	Prba.g_00618	Syaf.g_01031
OG0000861	Prba.g_00617	Syaf.g_01030
OG0000862	Prba.g_00616	Syaf.g_01029
OG0000863	Prba.g_00614	Syaf.g_01026
OG0000864	Prba.g_00613	Syaf.g_01025
OG0000865	Prba.g_00612	Syaf.g_01024
OG0000866	Prba.g_00611	Syaf.g_01023
OG0000867	Prba.g_00610	Syaf.g_01022
OG0000868	Prba.g_00609	Syaf.g_01019
OG0000869	Prba.g_00605	Syaf.g_01014
OG0000870	Prba.g_00600	Syaf.g_01009
OG0000871	Prba.g_00599	Syaf.g_01008
OG0000872	Prba.g_00598	Syaf.g_01001
OG0000873	Prba.g_00595	Syaf.g_00998
OG0000874	Prba.g_00592	Syaf.g_01002
OG0000875	Prba.g_00591	Syaf.g_00996
OG0000876	Prba.g_00590	Syaf.g_01198
OG0000877	Prba.g_00588	Syaf.g_01188
OG0000878	Prba.g_00587	Syaf.g_01187
OG0000879	Prba.g_00586	Syaf.g_01186
OG0000880	Prba.g_00585	Syaf.g_01185
OG0000881	Prba.g_00581	Syaf.g_01179
OG0000882	Prba.g_00576	Syaf.g_01174
OG0000883	Prba.g_00574	Syaf.g_01172
OG0000884	Prba.g_00573	Syaf.g_01170
OG0000885	Prba.g_00572	Syaf.g_01169
OG0000886	Prba.g_00571	Syaf.g_01168
OG0000887	Prba.g_00570	Syaf.g_01167
OG0000888	Prba.g_00568	Syaf.g_01165
OG0000889	Prba.g_00566	Syaf.g_01163
OG0000890	Prba.g_00565	Syaf.g_01157
OG0000891	Prba.g_00564	Syaf.g_01156
OG0000892	Prba.g_00352	Syaf.g_01154
OG0000893	Prba.g_00357	Syaf.g_00178
OG0000894	Prba.g_00359	Syaf.g_00175
OG0000895	Prba.g_00362	Syaf.g_00171
OG0000896	Prba.g_00363	Syaf.g_00170
OG0000897	Prba.g_00365	Syaf.g_00168
OG0000898	Prba.g_00366	Syaf.g_00167
OG0000899	Prba.g_00367	Syaf.g_00166
OG0000900	Prba.g_00368	Syaf.g_00165
OG0000901	Prba.g_00371	Syaf.g_00160
OG0000902	Prba.g_00373	Syaf.g_00158
OG0000903	Prba.g_00376	Syaf.g_00141
OG0000904	Prba.g_00378	Syaf.g_00146
OG0000905	Prba.g_00383	Syaf.g_00151
OG0000906	Prba.g_00384	Syaf.g_00154
OG0000907	Prba.g_00387	Syaf.g_00139
OG0000908	Prba.g_00390	Syaf.g_00136
OG0000909	Prba.g_00391	Syaf.g_00135
OG0000910	Prba.g_00392	Syaf.g_00134
OG0000911	Prba.g_00394	Syaf.g_00132
OG0000912	Prba.g_00395	Syaf.g_00131
OG0000913	Prba.g_00396	Syaf.g_00130
OG0000914	Prba.g_00397	Syaf.g_00129
OG0000915	Prba.g_00398	Syaf.g_00127
OG0000916	Prba.g_00399	Syaf.g_00126
OG0000917	Prba.g_00400	Syaf.g_00125
OG0000918	Prba.g_00401	Syaf.g_00124
OG0000919	Prba.g_00402	Syaf.g_00123
OG0000920	Prba.g_00403	Syaf.g_00122
OG0000921	Prba.g_00404	Syaf.g_00121
OG0000922	Prba.g_00405	Syaf.g_00120
OG0000923	Prba.g_00409	Syaf.g_00116
OG0000924	Prba.g_00410	Syaf.g_00115
OG0000925	Prba.g_00411	Syaf.g_00114
OG0000926	Prba.g_00412	Syaf.g_00113
OG0000927	Prba.g_00414	Syaf.g_00111
OG0000928	Prba.g_00415	Syaf.g_00110
OG0000929	Prba.g_00416	Syaf.g_00109
OG0000930	Prba.g_00417	Syaf.g_00108
OG0000931	Prba.g_00418	Syaf.g_00107
OG0000932	Prba.g_00419	Syaf.g_00106
OG0000933	Prba.g_00423	Syaf.g_00100
OG0000934	Prba.g_00425	Syaf.g_00098
OG0000935	Prba.g_00426	Syaf.g_00097
OG0000936	Prba.g_00427	Syaf.g_00096
OG0000937	Prba.g_00428	Syaf.g_00095
OG0000938	Prba.g_00430	Syaf.g_00092
OG0000939	Prba.g_00431	Syaf.g_00091
OG0000940	Prba.g_00438	Syaf.g_00084
OG0000941	Prba.g_01049	Syaf.g_00082
OG0000942	Prba.g_01051	Syaf.g_00080
OG0000943	Prba.g_01052	Syaf.g_00079
OG0000944	Prba.g_01053	Syaf.g_00077
OG0000945	Prba.g_01054	Syaf.g_00075
OG0000946	Prba.g_01059	Syaf.g_00070
OG0000947	Prba.g_01061	Syaf.g_00067
OG0000948	Prba.g_01062	Syaf.g_00066
OG0000949	Prba.g_01065	Syaf.g_00337
OG0000950	Prba.g_01070	Syaf.g_00351
OG0000951	Prba.g_01074	Syaf.g_00358
OG0000952	Prba.g_01078	Syaf.g_00363
OG0000953	Prba.g_00753	Syaf.g_00367
OG0000954	Prba.g_00757	Syaf.g_00372
OG0000955	Prba.g_00758	Syaf.g_00373
OG0000956	Prba.g_00760	Syaf.g_00375
OG0000957	Prba.g_00766	Syaf.g_00386
OG0000958	Prba.g_00767	Syaf.g_00387
OG0000959	Prba.g_00771	Syaf.g_00391
OG0000960	Prba.g_00772	Syaf.g_00392
OG0000961	Prba.g_00774	Syaf.g_00402
OG0000962	Prba.g_00776	Syaf.g_00404
OG0000963	Prba.g_00780	Syaf.g_00409
OG0000964	Prba.g_00781	Syaf.g_00410
OG0000965	Prba.g_00782	Syaf.g_00411
OG0000966	Prba.g_00789	Syaf.g_00421
OG0000967	Prba.g_00794	Syaf.g_00426
OG0000968	Prba.g_00796	Syaf.g_00417
OG0000969	Prba.g_00797	Syaf.g_00423
OG0000970	Prba.g_00798	Syaf.g_00424
OG0000971	Prba.g_00799	Syaf.g_00429
OG0000972	Prba.g_00800	Syaf.g_00430
OG0000973	Prba.g_00801	Syaf.g_00431
OG0000974	Prba.g_00802	Syaf.g_00432
OG0000975	Prba.g_00803	Syaf.g_00433
OG0000976	Prba.g_00804	Syaf.g_00434
OG0000977	Prba.g_00805	Syaf.g_00436
OG0000978	Prba.g_00806	Syaf.g_00437
OG0000979	Prba.g_00809	Syaf.g_00440
OG0000980	Prba.g_00811	Syaf.g_00443
OG0000981	Prba.g_00813	Syaf.g_00446
OG0000982	Prba.g_00815	Syaf.g_00645
OG0000983	Prba.g_00816	Syaf.g_00644
OG0000984	Prba.g_00817	Syaf.g_00643
OG0000985	Prba.g_00820	Syaf.g_00641
OG0000986	Prba.g_00822	Syaf.g_00639
OG0000987	Prba.g_00823	Syaf.g_00637
OG0000988	Prba.g_00826	Syaf.g_00633
OG0000989	Prba.g_00830	Syaf.g_00624
OG0000990	Prba.g_00833	Syaf.g_00606
OG0000991	Prba.g_00834	Syaf.g_00604
OG0000992	Prba.g_00836	Syaf.g_00601
OG0000993	Prba.g_00837	Syaf.g_00600
OG0000994	Prba.g_00838	Syaf.g_00597
OG0000995	Prba.g_00842	Syaf.g_00592
OG0000996	Prba.g_00843	Syaf.g_00543
OG0000997	Prba.g_00844	Syaf.g_00532
OG0000998	Prba.g_00846	Syaf.g_00530
OG0000999	Prba.g_00847	Syaf.g_00529
OG0001000	Prba.g_01778	Syaf.g_00526
OG0001001	Prba.g_01780	Syaf.g_00521
OG0001002	Prba.g_01784	Syaf.g_00515
OG0001003	Prba.g_01785	Syaf.g_00514
OG0001004	Prba.g_01786	Syaf.g_00513
OG0001005	Prba.g_01787	Syaf.g_00510
OG0001006	Prba.g_01791	Syaf.g_00500
OG0001007	Prba.g_01793	Syaf.g_00498
OG0001008	Prba.g_01024	Syaf.g_01215
OG0001009	Prba.g_01820	Syaf.g_00466
OG0001010	Prba.g_01821	Syaf.g_00465
OG0001011	Prba.g_01822	Syaf.g_00463
OG0001012	Prba.g_01837	Syaf.g_00649
OG0001013	Prba.g_01842	Syaf.g_00669
OG0001014	Prba.g_01845	Syaf.g_00691
OG0001015	Prba.g_01846	Syaf.g_00692
OG0001016	Prba.g_01861	Syaf.g_00958
OG0001017	Prba.g_01865	Syaf.g_00952
OG0001018	Prba.g_01868	Syaf.g_00950
OG0001019	Prba.g_01877	Syaf.g_00931
OG0001020	Prba.g_01878	Syaf.g_00926
OG0001021	Prba.g_01879	Syaf.g_00922
OG0001022	Prba.g_01882	Syaf.g_00918
OG0001023	Prba.g_01883	Syaf.g_00917
OG0001024	Prba.g_01886	Syaf.g_00913
OG0001025	Prba.g_01892	Syaf.g_00906
OG0001026	Prba.g_01899	Syaf.g_00893
OG0001027	Prba.g_01900	Syaf.g_00884
OG0001028	Prba.g_01902	Syaf.g_00882
OG0001029	Prba.g_01903	Syaf.g_00880
OG0001030	Prba.g_01918	Syaf.g_00860
OG0001031	Prba.g_00642	Syaf.g_00784
OG0001032	Prba.g_00643	Syaf.g_00781
OG0001034	Prba.g_00455	Syaf.g_02787
OG0001035	Prba.g_00473	Syaf.g_00207
OG0001036	Prba.g_00477	Syaf.g_00212
OG0001037	Prba.g_00478	Syaf.g_00214
OG0001038	Prba.g_00495	Syaf.g_00242
OG0001039	Prba.g_00498	Syaf.g_00245
OG0001040	Prba.g_00500	Syaf.g_00248
OG0001041	Prba.g_00504	Syaf.g_00253
OG0001042	Prba.g_00520	Syaf.g_00275
OG0001043	Prba.g_00521	Syaf.g_00279
OG0001044	Prba.g_00549	Syaf.g_00024
OG0001045	Prba.g_00558	Syaf.g_00011
OG0001046	Prba.g_00873	Syaf.g_01894
OG0001047	Prba.g_01022	Syaf.g_01217
OG0001048	Prba.g_01021	Syaf.g_01218
OG0001049	Prba.g_01019	Syaf.g_01226
OG0001050	Prba.g_01018	Syaf.g_01227
OG0001051	Prba.g_01017	Syaf.g_01228
OG0001052	Prba.g_00990	Syaf.g_02502
OG0001053	Prba.g_00978	Syaf.g_02718
OG0001054	Prba.g_00963	Syaf.g_02701
OG0001056	Prba.g_00925	Syaf.g_02649
OG0001057	Prba.g_01774	Syaf.g_02638
OG0001058	Prba.g_01766	Syaf.g_02624
OG0001059	Prba.g_01762	Syaf.g_02620
OG0001060	Prba.g_01755	Syaf.g_02614
OG0001061	Prba.g_01742	Syaf.g_02590
OG0001062	Prba.g_01740	Syaf.g_02588
OG0001063	Prba.g_01738	Syaf.g_02583
OG0001064	Prba.g_01737	Syaf.g_02582
OG0001065	Prba.g_01736	Syaf.g_02581
OG0001066	Prba.g_01735	Syaf.g_02580
OG0001067	Prba.g_01734	Syaf.g_02579
OG0001068	Prba.g_01733	Syaf.g_02578
OG0001069	Prba.g_01732	Syaf.g_02577
OG0001070	Prba.g_01729	Syaf.g_02574
OG0001071	Prba.g_01728	Syaf.g_02573
OG0001072	Prba.g_01727	Syaf.g_02569
OG0001073	Prba.g_01713	Syaf.g_02555
OG0001074	Prba.g_01702	Syaf.g_02365
OG0001075	Prba.g_01701	Syaf.g_02363
OG0001076	Prba.g_01693	Syaf.g_02337
OG0001077	Prba.g_01689	Syaf.g_02325
OG0001078	Prba.g_01681	Syaf.g_02309
OG0001079	Prba.g_01670	Syaf.g_02296
OG0001080	Prba.g_01664	Syaf.g_01740
OG0001081	Prba.g_01662	Syaf.g_02144
OG0001082	Prba.g_01661	Syaf.g_02143
OG0001083	Prba.g_01656	Syaf.g_02136
OG0001084	Prba.g_01655	Syaf.g_02135
OG0001085	Prba.g_01647	Syaf.g_02125
OG0001086	Prba.g_01646	Syaf.g_02123
OG0001087	Prba.g_01629	Syaf.g_01482
OG0001088	Prba.g_01628	Syaf.g_01478
OG0001089	Prba.g_01620	Syaf.g_01453
OG0001090	Prba.g_01593	Syaf.g_01981
OG0001091	Prba.g_01591	Syaf.g_01979
OG0001092	Prba.g_01590	Syaf.g_01977
OG0001093	Prba.g_01585	Syaf.g_01971
OG0001094	Prba.g_01505	Syaf.g_02055
OG0001095	Prba.g_01486	Syaf.g_02034
OG0001096	Prba.g_01473	Syaf.g_02018
OG0001097	Prba.g_01454	Syaf.g_01373
OG0001098	Prba.g_01439	Syaf.g_01743
OG0001099	Prba.g_01407	Syaf.g_00881
OG0001100	Prba.g_01403	Syaf.g_02110
OG0001101	Prba.g_01401	Syaf.g_02109
OG0001102	Prba.g_01398	Syaf.g_02106
OG0001103	Prba.g_01396	Syaf.g_02104
OG0001104	Prba.g_01374	Syaf.g_02071
OG0001105	Prba.g_01370	Syaf.g_02067
OG0001106	Prba.g_01346	Syaf.g_01847
OG0001107	Prba.g_01339	Syaf.g_01859
OG0001108	Prba.g_01335	Syaf.g_01868
OG0001109	Prba.g_01334	Syaf.g_01877
OG0001110	Prba.g_01332	Syaf.g_01879
OG0001111	Prba.g_01331	Syaf.g_01881
OG0001112	Prba.g_01330	Syaf.g_01883
OG0001113	Prba.g_01329	Syaf.g_01884
OG0001114	Prba.g_01328	Syaf.g_01885
OG0001115	Prba.g_01326	Syaf.g_01889
OG0001116	Prba.g_01325	Syaf.g_01891
OG0001117	Prba.g_01324	Syaf.g_01892
OG0001118	Prba.g_01323	Syaf.g_01893
OG0001119	Prba.g_01322	Syaf.g_01895
OG0001120	Prba.g_01320	Syaf.g_01899
OG0001122	Prba.g_01292	Syaf.g_01927
OG0001123	Prba.g_01288	Syaf.g_01934
OG0001124	Prba.g_01286	Syaf.g_01936
OG0001125	Prba.g_01285	Syaf.g_01938
