Orthogroup	Syab	Prbl
OG0000552	Syab.g_02154	Prbl.g_00775
OG0000553	Syab.g_02046	Prbl.g_00770
OG0000554	Syab.g_02040	Prbl.g_00765
OG0000555	Syab.g_02026	Prbl.g_00747
OG0000556	Syab.g_02022	Prbl.g_02645
OG0000557	Syab.g_02019	Prbl.g_01878
OG0000558	Syab.g_02016	Prbl.g_01881
OG0000559	Syab.g_02012	Prbl.g_01885
OG0000560	Syab.g_02009	Prbl.g_01888
OG0000561	Syab.g_02008	Prbl.g_01889
OG0000562	Syab.g_02007	Prbl.g_01890
OG0000563	Syab.g_02006	Prbl.g_01891
OG0000564	Syab.g_02005	Prbl.g_01892
OG0000565	Syab.g_02001	Prbl.g_01895
OG0000566	Syab.g_01997	Prbl.g_01899
OG0000567	Syab.g_01993	Prbl.g_01903
OG0000568	Syab.g_01991	Prbl.g_01905
OG0000569	Syab.g_01990	Prbl.g_01801
OG0000570	Syab.g_01989	Prbl.g_01800
OG0000571	Syab.g_01986	Prbl.g_01797
OG0000572	Syab.g_01969	Prbl.g_01781
OG0000573	Syab.g_01960	Prbl.g_01774
OG0000574	Syab.g_01959	Prbl.g_01773
OG0000575	Syab.g_01954	Prbl.g_01764
OG0000576	Syab.g_01952	Prbl.g_01762
OG0000577	Syab.g_01951	Prbl.g_01761
OG0000578	Syab.g_01950	Prbl.g_01760
OG0000579	Syab.g_01949	Prbl.g_01759
OG0000580	Syab.g_01948	Prbl.g_01758
OG0000581	Syab.g_01934	Prbl.g_01754
OG0000582	Syab.g_01929	Prbl.g_01750
OG0000583	Syab.g_01928	Prbl.g_01749
OG0000584	Syab.g_01927	Prbl.g_01748
OG0000585	Syab.g_01924	Prbl.g_01746
OG0000586	Syab.g_01923	Prbl.g_01744
OG0000587	Syab.g_01921	Prbl.g_01742
OG0000588	Syab.g_01910	Prbl.g_01613
OG0000589	Syab.g_01899	Prbl.g_01616
OG0000590	Syab.g_01898	Prbl.g_01617
OG0000591	Syab.g_01892	Prbl.g_01624
OG0000592	Syab.g_01891	Prbl.g_01625
OG0000593	Syab.g_01877	Prbl.g_01635
OG0000594	Syab.g_01876	Prbl.g_01636
OG0000595	Syab.g_01875	Prbl.g_01637
OG0000596	Syab.g_01871	Prbl.g_01642
OG0000597	Syab.g_01868	Prbl.g_01645
OG0000598	Syab.g_01867	Prbl.g_01646
OG0000599	Syab.g_01860	Prbl.g_01656
OG0000600	Syab.g_01859	Prbl.g_01657
OG0000601	Syab.g_01858	Prbl.g_01658
OG0000602	Syab.g_01853	Prbl.g_01662
OG0000603	Syab.g_01852	Prbl.g_01663
OG0000604	Syab.g_01850	Prbl.g_01664
OG0000605	Syab.g_01758	Prbl.g_01043
OG0000606	Syab.g_01529	Prbl.g_01032
OG0000607	Syab.g_01533	Prbl.g_01412
OG0000608	Syab.g_01534	Prbl.g_01411
OG0000609	Syab.g_01536	Prbl.g_01409
OG0000610	Syab.g_01555	Prbl.g_01401
OG0000611	Syab.g_01558	Prbl.g_01398
OG0000612	Syab.g_01559	Prbl.g_01397
OG0000613	Syab.g_00228	Prbl.g_00891
OG0000614	Syab.g_01179	Prbl.g_01872
OG0000615	Syab.g_01605	Prbl.g_02373
OG0000616	Syab.g_02897	Prbl.g_02137
OG0000617	Syab.g_01274	Prbl.g_02561
OG0000618	Syab.g_01275	Prbl.g_02560
OG0000619	Syab.g_01662	Prbl.g_02559
OG0000620	Syab.g_01668	Prbl.g_02555
OG0000621	Syab.g_01669	Prbl.g_02554
OG0000622	Syab.g_01670	Prbl.g_02553
OG0000623	Syab.g_01671	Prbl.g_02552
OG0000624	Syab.g_01673	Prbl.g_02551
OG0000625	Syab.g_01674	Prbl.g_02550
OG0000626	Syab.g_01675	Prbl.g_02549
OG0000627	Syab.g_01438	Prbl.g_02426
OG0000628	Syab.g_01437	Prbl.g_02427
OG0000629	Syab.g_01434	Prbl.g_02430
OG0000630	Syab.g_01430	Prbl.g_02434
OG0000631	Syab.g_01421	Prbl.g_02440
OG0000632	Syab.g_01420	Prbl.g_02441
OG0000633	Syab.g_01419	Prbl.g_02442
OG0000634	Syab.g_01651	Prbl.g_02339
OG0000635	Syab.g_01656	Prbl.g_02338
OG0000636	Syab.g_01658	Prbl.g_02336
OG0000637	Syab.g_01660	Prbl.g_02334
OG0000638	Syab.g_01661	Prbl.g_02333
OG0000639	Syab.g_01276	Prbl.g_02332
OG0000640	Syab.g_01277	Prbl.g_02331
OG0000641	Syab.g_01281	Prbl.g_02327
OG0000642	Syab.g_01282	Prbl.g_02326
OG0000643	Syab.g_01283	Prbl.g_02325
OG0000644	Syab.g_01284	Prbl.g_02324
OG0000645	Syab.g_01286	Prbl.g_02323
OG0000646	Syab.g_01289	Prbl.g_02320
OG0000647	Syab.g_01291	Prbl.g_02317
OG0000648	Syab.g_01684	Prbl.g_02315
OG0000649	Syab.g_01685	Prbl.g_02314
OG0000650	Syab.g_01686	Prbl.g_02313
OG0000651	Syab.g_01687	Prbl.g_02312
OG0000652	Syab.g_01688	Prbl.g_02311
OG0000653	Syab.g_01690	Prbl.g_02309
OG0000654	Syab.g_01691	Prbl.g_02308
OG0000655	Syab.g_01692	Prbl.g_02307
OG0000656	Syab.g_01695	Prbl.g_02304
OG0000657	Syab.g_01706	Prbl.g_01540
OG0000658	Syab.g_01710	Prbl.g_01542
OG0000659	Syab.g_01711	Prbl.g_01543
OG0000660	Syab.g_01715	Prbl.g_01547
OG0000661	Syab.g_01717	Prbl.g_01549
OG0000662	Syab.g_01719	Prbl.g_01551
OG0000663	Syab.g_01722	Prbl.g_01554
OG0000664	Syab.g_01723	Prbl.g_01555
OG0000665	Syab.g_01829	Prbl.g_01568
OG0000666	Syab.g_01842	Prbl.g_01571
OG0000667	Syab.g_01548	Prbl.g_01579
OG0000668	Syab.g_01319	Prbl.g_02530
OG0000669	Syab.g_01642	Prbl.g_01588
OG0000670	Syab.g_02156	Prbl.g_01078
OG0000671	Syab.g_01638	Prbl.g_02412
OG0000672	Syab.g_01635	Prbl.g_02409
OG0000673	Syab.g_01632	Prbl.g_02406
OG0000674	Syab.g_01630	Prbl.g_02404
OG0000675	Syab.g_01629	Prbl.g_02403
OG0000676	Syab.g_01620	Prbl.g_02395
OG0000677	Syab.g_01619	Prbl.g_02393
OG0000678	Syab.g_01613	Prbl.g_02388
OG0000679	Syab.g_01601	Prbl.g_02368
OG0000680	Syab.g_01600	Prbl.g_02367
OG0000681	Syab.g_01597	Prbl.g_02365
OG0000682	Syab.g_01596	Prbl.g_02364
OG0000683	Syab.g_01595	Prbl.g_02363
OG0000684	Syab.g_01591	Prbl.g_02350
OG0000685	Syab.g_01589	Prbl.g_02352
OG0000686	Syab.g_01588	Prbl.g_02353
OG0000687	Syab.g_01586	Prbl.g_02354
OG0000688	Syab.g_01576	Prbl.g_02348
OG0000689	Syab.g_01574	Prbl.g_02347
OG0000690	Syab.g_01573	Prbl.g_02346
OG0000691	Syab.g_01572	Prbl.g_02345
OG0000692	Syab.g_01571	Prbl.g_02344
OG0000693	Syab.g_01569	Prbl.g_02343
OG0000694	Syab.g_01568	Prbl.g_02342
OG0000695	Syab.g_01417	Prbl.g_02444
OG0000696	Syab.g_01416	Prbl.g_02445
OG0000697	Syab.g_01415	Prbl.g_02447
OG0000698	Syab.g_01412	Prbl.g_02450
OG0000699	Syab.g_01411	Prbl.g_02452
OG0000700	Syab.g_01410	Prbl.g_02453
OG0000701	Syab.g_01409	Prbl.g_02454
OG0000702	Syab.g_01401	Prbl.g_02462
OG0000703	Syab.g_01400	Prbl.g_02463
OG0000704	Syab.g_01398	Prbl.g_02465
OG0000705	Syab.g_01391	Prbl.g_02471
OG0000706	Syab.g_01390	Prbl.g_02472
OG0000707	Syab.g_01389	Prbl.g_02473
OG0000708	Syab.g_01386	Prbl.g_02475
OG0000709	Syab.g_01378	Prbl.g_02482
OG0000710	Syab.g_01367	Prbl.g_02486
OG0000711	Syab.g_01340	Prbl.g_02508
OG0000712	Syab.g_01338	Prbl.g_02509
OG0000713	Syab.g_01337	Prbl.g_02510
OG0000714	Syab.g_01334	Prbl.g_02514
OG0000715	Syab.g_01332	Prbl.g_02516
OG0000716	Syab.g_01328	Prbl.g_02520
OG0000717	Syab.g_01327	Prbl.g_02521
OG0000718	Syab.g_01323	Prbl.g_02526
OG0000719	Syab.g_01321	Prbl.g_02528
OG0000720	Syab.g_01307	Prbl.g_02541
OG0000721	Syab.g_01305	Prbl.g_02542
OG0000722	Syab.g_01304	Prbl.g_02543
OG0000723	Syab.g_01678	Prbl.g_02547
OG0000724	Syab.g_01223	Prbl.g_00932
OG0000725	Syab.g_01207	Prbl.g_00925
OG0000726	Syab.g_01206	Prbl.g_00924
OG0000727	Syab.g_01205	Prbl.g_00923
OG0000728	Syab.g_01203	Prbl.g_00922
OG0000729	Syab.g_00097	Prbl.g_02062
OG0000730	Syab.g_00521	Prbl.g_01199
OG0000731	Syab.g_00531	Prbl.g_01208
OG0000732	Syab.g_00055	Prbl.g_01993
OG0000733	Syab.g_02798	Prbl.g_02197
OG0000734	Syab.g_02508	Prbl.g_00545
OG0000735	Syab.g_00942	Prbl.g_02066
OG0000736	Syab.g_00943	Prbl.g_02067
OG0000737	Syab.g_00944	Prbl.g_02068
OG0000738	Syab.g_00949	Prbl.g_02075
OG0000739	Syab.g_00961	Prbl.g_02077
OG0000740	Syab.g_00962	Prbl.g_02078
OG0000741	Syab.g_00965	Prbl.g_02081
OG0000742	Syab.g_00968	Prbl.g_02083
OG0000743	Syab.g_00970	Prbl.g_02085
OG0000744	Syab.g_00971	Prbl.g_02086
OG0000745	Syab.g_00973	Prbl.g_02088
OG0000746	Syab.g_00975	Prbl.g_02090
OG0000747	Syab.g_00976	Prbl.g_02091
OG0000748	Syab.g_00991	Prbl.g_02103
OG0000749	Syab.g_00992	Prbl.g_02104
OG0000750	Syab.g_00993	Prbl.g_02105
OG0000751	Syab.g_01002	Prbl.g_00179
OG0000752	Syab.g_01004	Prbl.g_00181
OG0000753	Syab.g_01007	Prbl.g_00184
OG0000754	Syab.g_01012	Prbl.g_01379
OG0000755	Syab.g_01021	Prbl.g_01120
OG0000756	Syab.g_01022	Prbl.g_01119
OG0000757	Syab.g_01029	Prbl.g_01112
OG0000758	Syab.g_01030	Prbl.g_01111
OG0000759	Syab.g_01031	Prbl.g_01110
OG0000760	Syab.g_01032	Prbl.g_01109
OG0000761	Syab.g_01034	Prbl.g_01108
OG0000762	Syab.g_01036	Prbl.g_01377
OG0000763	Syab.g_01038	Prbl.g_01375
OG0000764	Syab.g_01039	Prbl.g_01374
OG0000765	Syab.g_01154	Prbl.g_02590
OG0000766	Syab.g_01153	Prbl.g_02591
OG0000767	Syab.g_01151	Prbl.g_02593
OG0000768	Syab.g_01150	Prbl.g_02594
OG0000769	Syab.g_01148	Prbl.g_00186
OG0000770	Syab.g_01145	Prbl.g_01103
OG0000771	Syab.g_01229	Prbl.g_00937
OG0000772	Syab.g_00957	Prbl.g_00461
OG0000773	Syab.g_00931	Prbl.g_00113
OG0000774	Syab.g_00924	Prbl.g_01713
OG0000775	Syab.g_00922	Prbl.g_01715
OG0000776	Syab.g_00921	Prbl.g_01716
OG0000777	Syab.g_00920	Prbl.g_01717
OG0000778	Syab.g_00919	Prbl.g_01718
OG0000779	Syab.g_00913	Prbl.g_01723
OG0000780	Syab.g_00908	Prbl.g_01726
OG0000781	Syab.g_00904	Prbl.g_01730
OG0000782	Syab.g_00903	Prbl.g_01731
OG0000783	Syab.g_00902	Prbl.g_01732
OG0000784	Syab.g_00901	Prbl.g_01733
OG0000785	Syab.g_00899	Prbl.g_01735
OG0000786	Syab.g_00895	Prbl.g_01738
OG0000787	Syab.g_00894	Prbl.g_01739
OG0000788	Syab.g_01857	Prbl.g_00658
OG0000789	Syab.g_01835	Prbl.g_01695
OG0000790	Syab.g_02082	Prbl.g_00498
OG0000791	Syab.g_02080	Prbl.g_00496
OG0000792	Syab.g_02079	Prbl.g_00495
OG0000793	Syab.g_02074	Prbl.g_00491
OG0000794	Syab.g_02073	Prbl.g_00490
OG0000795	Syab.g_02072	Prbl.g_00489
OG0000796	Syab.g_02068	Prbl.g_00485
OG0000797	Syab.g_02067	Prbl.g_00484
OG0000798	Syab.g_00298	Prbl.g_01456
OG0000799	Syab.g_00826	Prbl.g_00152
OG0000800	Syab.g_00821	Prbl.g_00153
OG0000801	Syab.g_00820	Prbl.g_00154
OG0000802	Syab.g_00816	Prbl.g_00161
OG0000803	Syab.g_00806	Prbl.g_00257
OG0000804	Syab.g_00802	Prbl.g_00255
OG0000805	Syab.g_00792	Prbl.g_00253
OG0000806	Syab.g_00790	Prbl.g_00251
OG0000807	Syab.g_00788	Prbl.g_00249
OG0000808	Syab.g_00783	Prbl.g_00248
OG0000809	Syab.g_00780	Prbl.g_00244
OG0000810	Syab.g_00779	Prbl.g_00243
OG0000811	Syab.g_00770	Prbl.g_00231
OG0000812	Syab.g_00768	Prbl.g_00229
OG0000813	Syab.g_00767	Prbl.g_00228
OG0000814	Syab.g_00765	Prbl.g_00226
OG0000815	Syab.g_00760	Prbl.g_00225
OG0000816	Syab.g_00758	Prbl.g_00223
OG0000817	Syab.g_00757	Prbl.g_00222
OG0000818	Syab.g_00751	Prbl.g_00684
OG0000819	Syab.g_00750	Prbl.g_00685
OG0000820	Syab.g_00749	Prbl.g_00686
OG0000821	Syab.g_00743	Prbl.g_00693
OG0000822	Syab.g_00741	Prbl.g_00695
OG0000823	Syab.g_00740	Prbl.g_00696
OG0000824	Syab.g_00735	Prbl.g_00700
OG0000825	Syab.g_00734	Prbl.g_00701
OG0000826	Syab.g_00733	Prbl.g_00702
OG0000827	Syab.g_00732	Prbl.g_00703
OG0000828	Syab.g_00729	Prbl.g_00706
OG0000829	Syab.g_00728	Prbl.g_00707
OG0000830	Syab.g_00727	Prbl.g_00708
OG0000831	Syab.g_00725	Prbl.g_00710
OG0000832	Syab.g_02169	Prbl.g_00456
OG0000833	Syab.g_02178	Prbl.g_00448
OG0000834	Syab.g_02181	Prbl.g_00447
OG0000835	Syab.g_02182	Prbl.g_00446
OG0000836	Syab.g_02185	Prbl.g_00444
OG0000837	Syab.g_02186	Prbl.g_00443
OG0000838	Syab.g_02190	Prbl.g_00440
OG0000839	Syab.g_02191	Prbl.g_00439
OG0000840	Syab.g_02192	Prbl.g_00438
OG0000841	Syab.g_02193	Prbl.g_00437
OG0000842	Syab.g_02194	Prbl.g_00436
OG0000843	Syab.g_02195	Prbl.g_00435
OG0000844	Syab.g_02197	Prbl.g_00433
OG0000845	Syab.g_02198	Prbl.g_00432
OG0000846	Syab.g_02199	Prbl.g_00431
OG0000847	Syab.g_02200	Prbl.g_00430
OG0000848	Syab.g_02202	Prbl.g_00429
OG0000849	Syab.g_02203	Prbl.g_00428
OG0000850	Syab.g_02212	Prbl.g_00427
OG0000851	Syab.g_02226	Prbl.g_00423
OG0000852	Syab.g_02227	Prbl.g_00422
OG0000853	Syab.g_02233	Prbl.g_00418
OG0000854	Syab.g_02235	Prbl.g_00416
OG0000855	Syab.g_02236	Prbl.g_00415
OG0000856	Syab.g_01889	Prbl.g_01627
OG0000857	Syab.g_01290	Prbl.g_02318
OG0000858	Syab.g_02244	Prbl.g_00404
OG0000859	Syab.g_02245	Prbl.g_00403
OG0000860	Syab.g_02258	Prbl.g_00392
OG0000861	Syab.g_02259	Prbl.g_00391
OG0000862	Syab.g_02261	Prbl.g_00389
OG0000863	Syab.g_02265	Prbl.g_00385
OG0000864	Syab.g_02266	Prbl.g_00383
OG0000865	Syab.g_02267	Prbl.g_00382
OG0000866	Syab.g_02268	Prbl.g_00381
OG0000867	Syab.g_02269	Prbl.g_00380
OG0000868	Syab.g_02287	Prbl.g_00378
OG0000869	Syab.g_02292	Prbl.g_00375
OG0000870	Syab.g_02297	Prbl.g_00370
OG0000871	Syab.g_02298	Prbl.g_00369
OG0000872	Syab.g_02305	Prbl.g_00367
OG0000873	Syab.g_02308	Prbl.g_00364
OG0000874	Syab.g_02311	Prbl.g_00360
OG0000875	Syab.g_02313	Prbl.g_00359
OG0000876	Syab.g_02315	Prbl.g_00358
OG0000877	Syab.g_02317	Prbl.g_00355
OG0000878	Syab.g_02318	Prbl.g_00354
OG0000879	Syab.g_02319	Prbl.g_00353
OG0000880	Syab.g_02320	Prbl.g_00352
OG0000881	Syab.g_02325	Prbl.g_00347
OG0000882	Syab.g_02330	Prbl.g_00342
OG0000883	Syab.g_02332	Prbl.g_00340
OG0000884	Syab.g_02334	Prbl.g_00338
OG0000885	Syab.g_02335	Prbl.g_00337
OG0000886	Syab.g_02336	Prbl.g_00336
OG0000887	Syab.g_02338	Prbl.g_00335
OG0000888	Syab.g_02340	Prbl.g_00333
OG0000889	Syab.g_02342	Prbl.g_00331
OG0000890	Syab.g_02348	Prbl.g_00317
OG0000891	Syab.g_02349	Prbl.g_00316
OG0000892	Syab.g_02353	Prbl.g_02620
OG0000893	Syab.g_00366	Prbl.g_02680
OG0000894	Syab.g_00369	Prbl.g_02684
OG0000895	Syab.g_00373	Prbl.g_01061
OG0000896	Syab.g_00374	Prbl.g_01060
OG0000897	Syab.g_00376	Prbl.g_01058
OG0000898	Syab.g_00377	Prbl.g_01057
OG0000899	Syab.g_00378	Prbl.g_01056
OG0000900	Syab.g_00379	Prbl.g_01055
OG0000901	Syab.g_00384	Prbl.g_01051
OG0000902	Syab.g_00386	Prbl.g_01049
OG0000903	Syab.g_00399	Prbl.g_00954
OG0000904	Syab.g_00395	Prbl.g_00949
OG0000905	Syab.g_00390	Prbl.g_00947
OG0000906	Syab.g_00388	Prbl.g_01045
OG0000907	Syab.g_00401	Prbl.g_00956
OG0000908	Syab.g_00404	Prbl.g_00959
OG0000909	Syab.g_00405	Prbl.g_00960
OG0000910	Syab.g_00406	Prbl.g_00961
OG0000911	Syab.g_00408	Prbl.g_00963
OG0000912	Syab.g_00409	Prbl.g_00964
OG0000913	Syab.g_00410	Prbl.g_00965
OG0000914	Syab.g_00411	Prbl.g_00966
OG0000915	Syab.g_00412	Prbl.g_00967
OG0000916	Syab.g_00413	Prbl.g_00968
OG0000917	Syab.g_00414	Prbl.g_00969
OG0000918	Syab.g_00415	Prbl.g_00970
OG0000919	Syab.g_00416	Prbl.g_00971
OG0000920	Syab.g_00417	Prbl.g_00972
OG0000921	Syab.g_00418	Prbl.g_00973
OG0000922	Syab.g_00419	Prbl.g_00974
OG0000923	Syab.g_00423	Prbl.g_00978
OG0000924	Syab.g_00424	Prbl.g_00979
OG0000925	Syab.g_00425	Prbl.g_00980
OG0000926	Syab.g_00426	Prbl.g_00981
OG0000927	Syab.g_00428	Prbl.g_00983
OG0000928	Syab.g_00429	Prbl.g_00984
OG0000929	Syab.g_00430	Prbl.g_00985
OG0000930	Syab.g_00431	Prbl.g_00986
OG0000931	Syab.g_00432	Prbl.g_00987
OG0000932	Syab.g_00433	Prbl.g_00988
OG0000933	Syab.g_00439	Prbl.g_00993
OG0000934	Syab.g_00441	Prbl.g_00995
OG0000935	Syab.g_00442	Prbl.g_00996
OG0000936	Syab.g_00443	Prbl.g_00997
OG0000937	Syab.g_00444	Prbl.g_00998
OG0000938	Syab.g_00447	Prbl.g_01127
OG0000939	Syab.g_00448	Prbl.g_01128
OG0000940	Syab.g_00456	Prbl.g_01137
OG0000941	Syab.g_00458	Prbl.g_01139
OG0000942	Syab.g_00460	Prbl.g_01141
OG0000943	Syab.g_00461	Prbl.g_01142
OG0000944	Syab.g_00463	Prbl.g_01144
OG0000945	Syab.g_00466	Prbl.g_01146
OG0000946	Syab.g_00473	Prbl.g_01174
OG0000947	Syab.g_00476	Prbl.g_01177
OG0000948	Syab.g_00477	Prbl.g_01178
OG0000949	Syab.g_00212	Prbl.g_01181
OG0000950	Syab.g_00204	Prbl.g_00856
OG0000951	Syab.g_00199	Prbl.g_00851
OG0000952	Syab.g_00191	Prbl.g_00844
OG0000953	Syab.g_00134	Prbl.g_00840
OG0000954	Syab.g_00129	Prbl.g_01306
OG0000955	Syab.g_00128	Prbl.g_01305
OG0000956	Syab.g_00126	Prbl.g_01303
OG0000957	Syab.g_00115	Prbl.g_01287
OG0000958	Syab.g_00114	Prbl.g_01286
OG0000959	Syab.g_00110	Prbl.g_02638
OG0000960	Syab.g_00109	Prbl.g_02637
OG0000961	Syab.g_00100	Prbl.g_01235
OG0000962	Syab.g_00098	Prbl.g_02063
OG0000963	Syab.g_00093	Prbl.g_02058
OG0000964	Syab.g_00092	Prbl.g_02057
OG0000965	Syab.g_00091	Prbl.g_02056
OG0000966	Syab.g_00082	Prbl.g_02023
OG0000967	Syab.g_00078	Prbl.g_02017
OG0000968	Syab.g_00075	Prbl.g_02014
OG0000969	Syab.g_00073	Prbl.g_02012
OG0000970	Syab.g_00072	Prbl.g_02011
OG0000971	Syab.g_00070	Prbl.g_02009
OG0000972	Syab.g_00069	Prbl.g_02008
OG0000973	Syab.g_00068	Prbl.g_02007
OG0000974	Syab.g_00067	Prbl.g_02006
OG0000975	Syab.g_00066	Prbl.g_02005
OG0000976	Syab.g_00065	Prbl.g_02004
OG0000977	Syab.g_00063	Prbl.g_02002
OG0000978	Syab.g_00062	Prbl.g_02001
OG0000979	Syab.g_00059	Prbl.g_01998
OG0000980	Syab.g_00056	Prbl.g_01994
OG0000981	Syab.g_00053	Prbl.g_01991
OG0000982	Syab.g_02756	Prbl.g_02238
OG0000983	Syab.g_02757	Prbl.g_02237
OG0000984	Syab.g_02758	Prbl.g_02236
OG0000985	Syab.g_02762	Prbl.g_02232
OG0000986	Syab.g_02764	Prbl.g_02230
OG0000987	Syab.g_02768	Prbl.g_02228
OG0000988	Syab.g_02774	Prbl.g_02224
OG0000989	Syab.g_02792	Prbl.g_02214
OG0000990	Syab.g_02811	Prbl.g_02192
OG0000991	Syab.g_02818	Prbl.g_02189
OG0000992	Syab.g_02821	Prbl.g_02186
OG0000993	Syab.g_02822	Prbl.g_02185
OG0000994	Syab.g_02826	Prbl.g_02182
OG0000995	Syab.g_02835	Prbl.g_02173
OG0000996	Syab.g_02866	Prbl.g_02160
OG0000997	Syab.g_02875	Prbl.g_02151
OG0000998	Syab.g_02877	Prbl.g_02149
OG0000999	Syab.g_02878	Prbl.g_02148
OG0001000	Syab.g_02881	Prbl.g_02145
OG0001001	Syab.g_02888	Prbl.g_02141
OG0001002	Syab.g_02900	Prbl.g_02134
OG0001003	Syab.g_02902	Prbl.g_02132
OG0001004	Syab.g_02903	Prbl.g_02131
OG0001005	Syab.g_02905	Prbl.g_02129
OG0001006	Syab.g_02912	Prbl.g_02123
OG0001007	Syab.g_02914	Prbl.g_02121
OG0001008	Syab.g_00584	Prbl.g_00651
OG0001009	Syab.g_00033	Prbl.g_01972
OG0001010	Syab.g_00034	Prbl.g_01973
OG0001011	Syab.g_00035	Prbl.g_01975
OG0001012	Syab.g_02752	Prbl.g_02241
OG0001013	Syab.g_02716	Prbl.g_02266
OG0001014	Syab.g_02712	Prbl.g_02275
OG0001015	Syab.g_02711	Prbl.g_02276
OG0001016	Syab.g_02439	Prbl.g_00603
OG0001017	Syab.g_02445	Prbl.g_00597
OG0001018	Syab.g_02447	Prbl.g_00595
OG0001019	Syab.g_02469	Prbl.g_00582
OG0001020	Syab.g_02477	Prbl.g_00576
OG0001021	Syab.g_02481	Prbl.g_00572
OG0001022	Syab.g_02485	Prbl.g_00567
OG0001023	Syab.g_02486	Prbl.g_00566
OG0001024	Syab.g_02490	Prbl.g_00562
OG0001025	Syab.g_02497	Prbl.g_00555
OG0001026	Syab.g_02510	Prbl.g_00542
OG0001027	Syab.g_02515	Prbl.g_01332
OG0001028	Syab.g_02517	Prbl.g_01330
OG0001029	Syab.g_02519	Prbl.g_01328
OG0001030	Syab.g_02540	Prbl.g_00822
OG0001031	Syab.g_02615	Prbl.g_00074
OG0001032	Syab.g_02617	Prbl.g_00077
OG0001033	Syab.g_02675	Prbl.g_01281
OG0001034	Syab.g_02370	Prbl.g_00199
OG0001035	Syab.g_00335	Prbl.g_01498
OG0001036	Syab.g_00327	Prbl.g_01494
OG0001037	Syab.g_00325	Prbl.g_01492
OG0001038	Syab.g_00297	Prbl.g_01455
OG0001039	Syab.g_00294	Prbl.g_01452
OG0001040	Syab.g_00291	Prbl.g_01449
OG0001041	Syab.g_00286	Prbl.g_01444
OG0001042	Syab.g_00254	Prbl.g_01419
OG0001043	Syab.g_00250	Prbl.g_01417
OG0001044	Syab.g_00522	Prbl.g_01200
OG0001045	Syab.g_00534	Prbl.g_01211
OG0001046	Syab.g_01352	Prbl.g_00410
OG0001047	Syab.g_00586	Prbl.g_00649
OG0001048	Syab.g_00587	Prbl.g_00648
OG0001049	Syab.g_00590	Prbl.g_00645
OG0001050	Syab.g_00591	Prbl.g_00644
OG0001051	Syab.g_00592	Prbl.g_00643
OG0001052	Syab.g_00693	Prbl.g_01344
OG0001053	Syab.g_02099	Prbl.g_00514
OG0001054	Syab.g_02118	Prbl.g_00532
OG0001055	Syab.g_02139	Prbl.g_00790
OG0001056	Syab.g_02036	Prbl.g_00761
OG0001057	Syab.g_00882	Prbl.g_00749
OG0001058	Syab.g_02014	Prbl.g_01883
OG0001059	Syab.g_02010	Prbl.g_01887
OG0001060	Syab.g_02003	Prbl.g_01894
OG0001061	Syab.g_01985	Prbl.g_01796
OG0001062	Syab.g_01983	Prbl.g_01794
OG0001063	Syab.g_01979	Prbl.g_01790
OG0001064	Syab.g_01978	Prbl.g_01789
OG0001065	Syab.g_01976	Prbl.g_01788
OG0001066	Syab.g_01975	Prbl.g_01787
OG0001067	Syab.g_01974	Prbl.g_01786
OG0001068	Syab.g_01973	Prbl.g_01785
OG0001069	Syab.g_01972	Prbl.g_01784
OG0001070	Syab.g_01968	Prbl.g_01780
OG0001071	Syab.g_01967	Prbl.g_01779
OG0001072	Syab.g_01962	Prbl.g_01776
OG0001073	Syab.g_01947	Prbl.g_01757
OG0001074	Syab.g_01815	Prbl.g_01610
OG0001075	Syab.g_01919	Prbl.g_01611
OG0001076	Syab.g_01897	Prbl.g_01619
OG0001077	Syab.g_01887	Prbl.g_01629
OG0001079	Syab.g_01856	Prbl.g_01659
OG0001080	Syab.g_01756	Prbl.g_01041
OG0001081	Syab.g_01530	Prbl.g_01031
OG0001082	Syab.g_01531	Prbl.g_01030
OG0001083	Syab.g_01540	Prbl.g_01405
OG0001084	Syab.g_01543	Prbl.g_01404
OG0001085	Syab.g_01563	Prbl.g_01394
OG0001086	Syab.g_01565	Prbl.g_01392
OG0001087	Syab.g_01167	Prbl.g_01853
OG0001088	Syab.g_01170	Prbl.g_01857
OG0001089	Syab.g_01198	Prbl.g_00024
OG0001090	Syab.g_01267	Prbl.g_02565
OG0001091	Syab.g_01270	Prbl.g_02563
OG0001092	Syab.g_01272	Prbl.g_02562
OG0001093	Syab.g_01664	Prbl.g_02558
OG0001094	Syab.g_01567	Prbl.g_02341
OG0001095	Syab.g_01287	Prbl.g_02322
OG0001096	Syab.g_01693	Prbl.g_02306
OG0001097	Syab.g_01718	Prbl.g_01550
OG0001098	Syab.g_01497	Prbl.g_02423
OG0001099	Syab.g_02518	Prbl.g_01329
OG0001100	Syab.g_01640	Prbl.g_02414
OG0001101	Syab.g_01639	Prbl.g_02413
OG0001102	Syab.g_01636	Prbl.g_02410
OG0001103	Syab.g_01634	Prbl.g_02408
OG0001104	Syab.g_01590	Prbl.g_02351
OG0001105	Syab.g_01585	Prbl.g_02356
OG0001106	Syab.g_01397	Prbl.g_02466
OG0001107	Syab.g_01385	Prbl.g_02476
OG0001108	Syab.g_01377	Prbl.g_02483
OG0001109	Syab.g_01368	Prbl.g_02485
OG0001110	Syab.g_01366	Prbl.g_02487
OG0001111	Syab.g_01364	Prbl.g_02489
