Orthogroup	Syab	Praf
OG0000573	Syab.g_01960	Praf.g_00740
OG0000574	Syab.g_01959	Praf.g_00741
OG0000575	Syab.g_01954	Praf.g_00751
OG0000576	Syab.g_01952	Praf.g_00753
OG0000577	Syab.g_01951	Praf.g_00754
OG0000578	Syab.g_01950	Praf.g_00755
OG0000579	Syab.g_01949	Praf.g_00756
OG0000580	Syab.g_01948	Praf.g_00757
OG0000581	Syab.g_01934	Praf.g_00761
OG0000582	Syab.g_01929	Praf.g_00765
OG0000583	Syab.g_01928	Praf.g_00766
OG0000584	Syab.g_01927	Praf.g_00767
OG0000585	Syab.g_01924	Praf.g_00769
OG0000586	Syab.g_01923	Praf.g_00771
OG0000587	Syab.g_01921	Praf.g_00773
OG0000588	Syab.g_01910	Praf.g_01663
OG0000589	Syab.g_01899	Praf.g_01666
OG0000590	Syab.g_01898	Praf.g_01667
OG0000591	Syab.g_01892	Praf.g_01674
OG0000592	Syab.g_01891	Praf.g_01675
OG0000593	Syab.g_01877	Praf.g_01688
OG0000594	Syab.g_01876	Praf.g_01689
OG0000595	Syab.g_01875	Praf.g_01690
OG0000596	Syab.g_01871	Praf.g_01695
OG0000597	Syab.g_01868	Praf.g_01698
OG0000598	Syab.g_01867	Praf.g_01699
OG0000599	Syab.g_01860	Praf.g_01709
OG0000600	Syab.g_01859	Praf.g_01710
OG0000601	Syab.g_01858	Praf.g_01711
OG0000602	Syab.g_01853	Praf.g_01716
OG0000603	Syab.g_01852	Praf.g_01717
OG0000604	Syab.g_01850	Praf.g_01718
OG0000605	Syab.g_01758	Praf.g_01720
OG0000606	Syab.g_01529	Praf.g_01727
OG0000607	Syab.g_01533	Praf.g_01730
OG0000608	Syab.g_01534	Praf.g_01731
OG0000609	Syab.g_01536	Praf.g_01733
OG0000610	Syab.g_01555	Praf.g_01741
OG0000611	Syab.g_01558	Praf.g_01744
OG0000612	Syab.g_01559	Praf.g_01745
OG0000613	Syab.g_00228	Praf.g_02344
OG0000614	Syab.g_01179	Praf.g_01207
OG0000615	Syab.g_01605	Praf.g_01489
OG0000616	Syab.g_02897	Praf.g_02767
OG0000617	Syab.g_01274	Praf.g_01308
OG0000618	Syab.g_01275	Praf.g_01309
OG0000619	Syab.g_01662	Praf.g_01310
OG0000620	Syab.g_01668	Praf.g_01314
OG0000621	Syab.g_01669	Praf.g_01315
OG0000622	Syab.g_01670	Praf.g_01316
OG0000623	Syab.g_01671	Praf.g_01317
OG0000624	Syab.g_01673	Praf.g_01318
OG0000625	Syab.g_01674	Praf.g_01319
OG0000626	Syab.g_01675	Praf.g_01320
OG0000627	Syab.g_01438	Praf.g_01441
OG0000628	Syab.g_01437	Praf.g_01440
OG0000629	Syab.g_01434	Praf.g_01437
OG0000630	Syab.g_01430	Praf.g_01433
OG0000631	Syab.g_01421	Praf.g_01429
OG0000632	Syab.g_01420	Praf.g_01428
OG0000633	Syab.g_01419	Praf.g_01427
OG0000634	Syab.g_01651	Praf.g_01526
OG0000635	Syab.g_01656	Praf.g_01527
OG0000636	Syab.g_01658	Praf.g_01529
OG0000637	Syab.g_01660	Praf.g_01531
OG0000638	Syab.g_01661	Praf.g_01532
OG0000639	Syab.g_01276	Praf.g_01533
OG0000640	Syab.g_01277	Praf.g_01534
OG0000641	Syab.g_01281	Praf.g_01538
OG0000642	Syab.g_01282	Praf.g_01539
OG0000643	Syab.g_01283	Praf.g_01540
OG0000644	Syab.g_01284	Praf.g_01541
OG0000645	Syab.g_01286	Praf.g_01542
OG0000646	Syab.g_01289	Praf.g_01545
OG0000647	Syab.g_01291	Praf.g_01547
OG0000648	Syab.g_01684	Praf.g_01549
OG0000649	Syab.g_01685	Praf.g_01550
OG0000650	Syab.g_01686	Praf.g_01551
OG0000651	Syab.g_01687	Praf.g_01552
OG0000652	Syab.g_01688	Praf.g_01553
OG0000653	Syab.g_01690	Praf.g_01557
OG0000654	Syab.g_01691	Praf.g_01558
OG0000655	Syab.g_01692	Praf.g_01559
OG0000656	Syab.g_01695	Praf.g_01562
OG0000657	Syab.g_01706	Praf.g_01592
OG0000658	Syab.g_01710	Praf.g_01594
OG0000659	Syab.g_01711	Praf.g_01595
OG0000660	Syab.g_01715	Praf.g_01599
OG0000661	Syab.g_01717	Praf.g_01601
OG0000662	Syab.g_01719	Praf.g_01603
OG0000663	Syab.g_01722	Praf.g_01606
OG0000664	Syab.g_01723	Praf.g_01607
OG0000665	Syab.g_01829	Praf.g_01620
OG0000666	Syab.g_01842	Praf.g_01622
OG0000667	Syab.g_01548	Praf.g_01629
OG0000668	Syab.g_01319	Praf.g_01339
OG0000669	Syab.g_01642	Praf.g_01638
OG0000670	Syab.g_02156	Praf.g_00961
OG0000671	Syab.g_01638	Praf.g_01456
OG0000672	Syab.g_01635	Praf.g_01459
OG0000673	Syab.g_01632	Praf.g_01462
OG0000674	Syab.g_01630	Praf.g_01464
OG0000675	Syab.g_01629	Praf.g_01465
OG0000676	Syab.g_01620	Praf.g_01467
OG0000677	Syab.g_01619	Praf.g_01469
OG0000678	Syab.g_01613	Praf.g_01475
OG0000679	Syab.g_01601	Praf.g_01494
OG0000680	Syab.g_01600	Praf.g_01495
OG0000681	Syab.g_01597	Praf.g_01497
OG0000682	Syab.g_01596	Praf.g_01498
OG0000683	Syab.g_01595	Praf.g_01499
OG0000684	Syab.g_01591	Praf.g_01512
OG0000685	Syab.g_01589	Praf.g_01510
OG0000686	Syab.g_01588	Praf.g_01509
OG0000687	Syab.g_01586	Praf.g_01508
OG0000688	Syab.g_01576	Praf.g_01515
OG0000689	Syab.g_01574	Praf.g_01516
OG0000690	Syab.g_01573	Praf.g_01517
OG0000691	Syab.g_01572	Praf.g_01519
OG0000692	Syab.g_01571	Praf.g_01520
OG0000693	Syab.g_01569	Praf.g_01522
OG0000694	Syab.g_01568	Praf.g_01523
OG0000695	Syab.g_01417	Praf.g_01425
OG0000696	Syab.g_01416	Praf.g_01424
OG0000697	Syab.g_01415	Praf.g_01422
OG0000698	Syab.g_01412	Praf.g_01419
OG0000699	Syab.g_01411	Praf.g_01417
OG0000700	Syab.g_01410	Praf.g_01416
OG0000701	Syab.g_01409	Praf.g_01415
OG0000702	Syab.g_01401	Praf.g_01408
OG0000703	Syab.g_01400	Praf.g_01407
OG0000704	Syab.g_01398	Praf.g_01405
OG0000705	Syab.g_01391	Praf.g_01399
OG0000706	Syab.g_01390	Praf.g_01398
OG0000707	Syab.g_01389	Praf.g_01397
OG0000708	Syab.g_01386	Praf.g_01395
OG0000709	Syab.g_01378	Praf.g_01388
OG0000710	Syab.g_01367	Praf.g_01383, Praf.g_01384
OG0000711	Syab.g_01340	Praf.g_01360
OG0000712	Syab.g_01338	Praf.g_01359
OG0000713	Syab.g_01337	Praf.g_01358
OG0000714	Syab.g_01334	Praf.g_01355
OG0000715	Syab.g_01332	Praf.g_01353
OG0000716	Syab.g_01328	Praf.g_01349
OG0000717	Syab.g_01327	Praf.g_01348
OG0000718	Syab.g_01323	Praf.g_01343
OG0000719	Syab.g_01321	Praf.g_01341
OG0000720	Syab.g_01307	Praf.g_01328
OG0000721	Syab.g_01305	Praf.g_01327
OG0000722	Syab.g_01304	Praf.g_01326
OG0000723	Syab.g_01678	Praf.g_01322
OG0000724	Syab.g_01223	Praf.g_01279
OG0000725	Syab.g_01207	Praf.g_01270
OG0000726	Syab.g_01206	Praf.g_01269
OG0000727	Syab.g_01205	Praf.g_01268
OG0000728	Syab.g_01203	Praf.g_01267
OG0000729	Syab.g_00097	Praf.g_00162
OG0000730	Syab.g_00521	Praf.g_02056
OG0000731	Syab.g_00531	Praf.g_02047
OG0000732	Syab.g_00055	Praf.g_00055
OG0000733	Syab.g_02798	Praf.g_02698
OG0000734	Syab.g_02508	Praf.g_00233
OG0000735	Syab.g_00942	Praf.g_00822
OG0000736	Syab.g_00943	Praf.g_00823
OG0000737	Syab.g_00944	Praf.g_00824
OG0000738	Syab.g_00949	Praf.g_00830
OG0000739	Syab.g_00961	Praf.g_00832
OG0000740	Syab.g_00962	Praf.g_00833
OG0000741	Syab.g_00965	Praf.g_00836
OG0000742	Syab.g_00968	Praf.g_00853
OG0000743	Syab.g_00970	Praf.g_00855
OG0000744	Syab.g_00971	Praf.g_00856
OG0000745	Syab.g_00973	Praf.g_00858
OG0000746	Syab.g_00975	Praf.g_00860
OG0000747	Syab.g_00976	Praf.g_00861
OG0000748	Syab.g_00991	Praf.g_00873
OG0000749	Syab.g_00992	Praf.g_00874
OG0000750	Syab.g_00993	Praf.g_00875
OG0000751	Syab.g_01002	Praf.g_00880
OG0000752	Syab.g_01004	Praf.g_00882
OG0000753	Syab.g_01007	Praf.g_00885
OG0000754	Syab.g_01012	Praf.g_00914
OG0000755	Syab.g_01021	Praf.g_00921
OG0000756	Syab.g_01022	Praf.g_00922
OG0000757	Syab.g_01029	Praf.g_00929
OG0000758	Syab.g_01030	Praf.g_00930
OG0000759	Syab.g_01031	Praf.g_00931
OG0000760	Syab.g_01032	Praf.g_00932
OG0000761	Syab.g_01034	Praf.g_00933
OG0000762	Syab.g_01036	Praf.g_00913
OG0000763	Syab.g_01038	Praf.g_00911
OG0000764	Syab.g_01039	Praf.g_00910
OG0000765	Syab.g_01154	Praf.g_00895
OG0000766	Syab.g_01153	Praf.g_00894
OG0000767	Syab.g_01151	Praf.g_00892
OG0000768	Syab.g_01150	Praf.g_00891
OG0000769	Syab.g_01148	Praf.g_00887
OG0000770	Syab.g_01145	Praf.g_00937
OG0000771	Syab.g_01229	Praf.g_01285
OG0000772	Syab.g_00957	Praf.g_00548
OG0000773	Syab.g_00931	Praf.g_00808
OG0000774	Syab.g_00924	Praf.g_00804
OG0000775	Syab.g_00922	Praf.g_00802
OG0000776	Syab.g_00921	Praf.g_00801
OG0000777	Syab.g_00920	Praf.g_00800
OG0000778	Syab.g_00919	Praf.g_00799
OG0000779	Syab.g_00913	Praf.g_00794
OG0000780	Syab.g_00908	Praf.g_00791
OG0000781	Syab.g_00904	Praf.g_00787
OG0000782	Syab.g_00903	Praf.g_00786
OG0000783	Syab.g_00902	Praf.g_00785
OG0000784	Syab.g_00901	Praf.g_00784
OG0000785	Syab.g_00899	Praf.g_00782
OG0000786	Syab.g_00895	Praf.g_00777
OG0000787	Syab.g_00894	Praf.g_00776
OG0000788	Syab.g_01857	Praf.g_01996
OG0000789	Syab.g_01835	Praf.g_01001
OG0000790	Syab.g_02082	Praf.g_00579
OG0000791	Syab.g_02080	Praf.g_00577
OG0000792	Syab.g_02079	Praf.g_00576
OG0000793	Syab.g_02074	Praf.g_00572
OG0000794	Syab.g_02073	Praf.g_00571
OG0000795	Syab.g_02072	Praf.g_00570
OG0000796	Syab.g_02068	Praf.g_00566
OG0000797	Syab.g_02067	Praf.g_00565
OG0000798	Syab.g_00298	Praf.g_02276
OG0000799	Syab.g_00826	Praf.g_01765
OG0000800	Syab.g_00821	Praf.g_01766
OG0000801	Syab.g_00820	Praf.g_01767
OG0000802	Syab.g_00816	Praf.g_01773
OG0000803	Syab.g_00806	Praf.g_01779
OG0000804	Syab.g_00802	Praf.g_01781
OG0000805	Syab.g_00792	Praf.g_01783
OG0000806	Syab.g_00790	Praf.g_01785
OG0000807	Syab.g_00788	Praf.g_01787
OG0000808	Syab.g_00783	Praf.g_01788
OG0000809	Syab.g_00780	Praf.g_01792
OG0000810	Syab.g_00779	Praf.g_01793
OG0000811	Syab.g_00770	Praf.g_01801
OG0000812	Syab.g_00768	Praf.g_01803
OG0000813	Syab.g_00767	Praf.g_01804
OG0000814	Syab.g_00765	Praf.g_01806
OG0000815	Syab.g_00760	Praf.g_01807
OG0000816	Syab.g_00758	Praf.g_01809
OG0000817	Syab.g_00757	Praf.g_01810
OG0000818	Syab.g_00751	Praf.g_01822
OG0000819	Syab.g_00750	Praf.g_01823
OG0000820	Syab.g_00749	Praf.g_01824
OG0000821	Syab.g_00743	Praf.g_01831
OG0000822	Syab.g_00741	Praf.g_01833
OG0000823	Syab.g_00740	Praf.g_01834
OG0000824	Syab.g_00735	Praf.g_01838
OG0000825	Syab.g_00734	Praf.g_01839
OG0000826	Syab.g_00733	Praf.g_01840
OG0000827	Syab.g_00732	Praf.g_01841
OG0000828	Syab.g_00729	Praf.g_01844
OG0000829	Syab.g_00728	Praf.g_01845
OG0000830	Syab.g_00727	Praf.g_01846
OG0000831	Syab.g_00725	Praf.g_01849
OG0000832	Syab.g_02169	Praf.g_00542
OG0000833	Syab.g_02178	Praf.g_00534
OG0000834	Syab.g_02181	Praf.g_00533
OG0000835	Syab.g_02182	Praf.g_00532
OG0000836	Syab.g_02185	Praf.g_00530
OG0000837	Syab.g_02186	Praf.g_00529
OG0000838	Syab.g_02190	Praf.g_00525
OG0000839	Syab.g_02191	Praf.g_00524
OG0000840	Syab.g_02192	Praf.g_00523
OG0000841	Syab.g_02193	Praf.g_00522
OG0000842	Syab.g_02194	Praf.g_00521
OG0000843	Syab.g_02195	Praf.g_00520
OG0000844	Syab.g_02197	Praf.g_00518
OG0000845	Syab.g_02198	Praf.g_00517
OG0000846	Syab.g_02199	Praf.g_00516
OG0000847	Syab.g_02200	Praf.g_00515
OG0000848	Syab.g_02202	Praf.g_00513
OG0000849	Syab.g_02203	Praf.g_00512
OG0000850	Syab.g_02212	Praf.g_00511
OG0000851	Syab.g_02226	Praf.g_00508
OG0000852	Syab.g_02227	Praf.g_00507
OG0000853	Syab.g_02233	Praf.g_00502
OG0000854	Syab.g_02235	Praf.g_00500
OG0000855	Syab.g_02236	Praf.g_00499
OG0000856	Syab.g_01889	Praf.g_01677
OG0000857	Syab.g_01290	Praf.g_01546
OG0000858	Syab.g_02244	Praf.g_00490
OG0000859	Syab.g_02245	Praf.g_00489
OG0000860	Syab.g_02258	Praf.g_00478
OG0000861	Syab.g_02259	Praf.g_00477
OG0000862	Syab.g_02261	Praf.g_00475
OG0000863	Syab.g_02265	Praf.g_00472
OG0000864	Syab.g_02266	Praf.g_00471
OG0000865	Syab.g_02267	Praf.g_00470
OG0000866	Syab.g_02268	Praf.g_00469
OG0000867	Syab.g_02269	Praf.g_00468
OG0000868	Syab.g_02287	Praf.g_00466
OG0000869	Syab.g_02292	Praf.g_00463
OG0000870	Syab.g_02297	Praf.g_00458
OG0000871	Syab.g_02298	Praf.g_00457
OG0000872	Syab.g_02305	Praf.g_00455
OG0000873	Syab.g_02308	Praf.g_00452
OG0000874	Syab.g_02311	Praf.g_00448
OG0000875	Syab.g_02313	Praf.g_00447
OG0000876	Syab.g_02315	Praf.g_00446
OG0000877	Syab.g_02317	Praf.g_00443
OG0000878	Syab.g_02318	Praf.g_00442
OG0000879	Syab.g_02319	Praf.g_00441
OG0000880	Syab.g_02320	Praf.g_00440
OG0000881	Syab.g_02325	Praf.g_00434
OG0000882	Syab.g_02330	Praf.g_00429
OG0000883	Syab.g_02332	Praf.g_00427
OG0000884	Syab.g_02334	Praf.g_00425
OG0000885	Syab.g_02335	Praf.g_00424
OG0000886	Syab.g_02336	Praf.g_00423
OG0000887	Syab.g_02338	Praf.g_00422
OG0000888	Syab.g_02340	Praf.g_00420
OG0000889	Syab.g_02342	Praf.g_00418
OG0000890	Syab.g_02348	Praf.g_00405
OG0000891	Syab.g_02349	Praf.g_00404
OG0000892	Syab.g_02353	Praf.g_00402
OG0000893	Syab.g_00366	Praf.g_02202
OG0000894	Syab.g_00369	Praf.g_02199
OG0000895	Syab.g_00373	Praf.g_02195
OG0000896	Syab.g_00374	Praf.g_02194
OG0000897	Syab.g_00376	Praf.g_02192
OG0000898	Syab.g_00377	Praf.g_02191
OG0000899	Syab.g_00378	Praf.g_02190
OG0000900	Syab.g_00379	Praf.g_02189
OG0000901	Syab.g_00384	Praf.g_02185
OG0000902	Syab.g_00386	Praf.g_02183
OG0000903	Syab.g_00399	Praf.g_02170
OG0000904	Syab.g_00395	Praf.g_02175
OG0000905	Syab.g_00390	Praf.g_02177
OG0000906	Syab.g_00388	Praf.g_02179
OG0000907	Syab.g_00401	Praf.g_02163
OG0000908	Syab.g_00404	Praf.g_02160
OG0000909	Syab.g_00405	Praf.g_02159
OG0000910	Syab.g_00406	Praf.g_02158
OG0000911	Syab.g_00408	Praf.g_02156
OG0000912	Syab.g_00409	Praf.g_02155
OG0000913	Syab.g_00410	Praf.g_02154
OG0000914	Syab.g_00411	Praf.g_02153
OG0000915	Syab.g_00412	Praf.g_02152
OG0000916	Syab.g_00413	Praf.g_02151
OG0000917	Syab.g_00414	Praf.g_02150
OG0000918	Syab.g_00415	Praf.g_02149
OG0000919	Syab.g_00416	Praf.g_02148
OG0000920	Syab.g_00417	Praf.g_02147
OG0000921	Syab.g_00418	Praf.g_02146
OG0000922	Syab.g_00419	Praf.g_02145
OG0000923	Syab.g_00423	Praf.g_02141
OG0000924	Syab.g_00424	Praf.g_02140
OG0000925	Syab.g_00425	Praf.g_02139
OG0000926	Syab.g_00426	Praf.g_02138
OG0000927	Syab.g_00428	Praf.g_02136
OG0000928	Syab.g_00429	Praf.g_02135
OG0000929	Syab.g_00430	Praf.g_02134
OG0000930	Syab.g_00431	Praf.g_02133
OG0000931	Syab.g_00432	Praf.g_02132
OG0000932	Syab.g_00433	Praf.g_02131
OG0000933	Syab.g_00439	Praf.g_02126
OG0000934	Syab.g_00441	Praf.g_02124
OG0000935	Syab.g_00442	Praf.g_02123
OG0000936	Syab.g_00443	Praf.g_02122
OG0000937	Syab.g_00444	Praf.g_02121
OG0000938	Syab.g_00447	Praf.g_02118
OG0000939	Syab.g_00448	Praf.g_02117
OG0000940	Syab.g_00456	Praf.g_02106
OG0000941	Syab.g_00458	Praf.g_02104
OG0000942	Syab.g_00460	Praf.g_02102
OG0000943	Syab.g_00461	Praf.g_02101
OG0000944	Syab.g_00463	Praf.g_02099
OG0000945	Syab.g_00466	Praf.g_02097
OG0000946	Syab.g_00473	Praf.g_02082
OG0000947	Syab.g_00476	Praf.g_02079
OG0000948	Syab.g_00477	Praf.g_02078
OG0000949	Syab.g_00212	Praf.g_02075
OG0000950	Syab.g_00204	Praf.g_02383
OG0000951	Syab.g_00199	Praf.g_02388
OG0000952	Syab.g_00191	Praf.g_02393
OG0000953	Syab.g_00134	Praf.g_02397
OG0000954	Syab.g_00129	Praf.g_00195
OG0000955	Syab.g_00128	Praf.g_00194
OG0000956	Syab.g_00126	Praf.g_00192
OG0000957	Syab.g_00115	Praf.g_00180
OG0000958	Syab.g_00114	Praf.g_00179
OG0000959	Syab.g_00110	Praf.g_00175
OG0000960	Syab.g_00109	Praf.g_00174
OG0000961	Syab.g_00100	Praf.g_00165
OG0000962	Syab.g_00098	Praf.g_00163
OG0000963	Syab.g_00093	Praf.g_00157
OG0000964	Syab.g_00092	Praf.g_00156
OG0000965	Syab.g_00091	Praf.g_00155
OG0000966	Syab.g_00082	Praf.g_00089
OG0000967	Syab.g_00078	Praf.g_00082
OG0000968	Syab.g_00075	Praf.g_00077
OG0000969	Syab.g_00073	Praf.g_00075
OG0000970	Syab.g_00072	Praf.g_00074
OG0000971	Syab.g_00070	Praf.g_00072
OG0000972	Syab.g_00069	Praf.g_00071
OG0000973	Syab.g_00068	Praf.g_00070
OG0000974	Syab.g_00067	Praf.g_00069
OG0000975	Syab.g_00066	Praf.g_00068
OG0000976	Syab.g_00065	Praf.g_00067
OG0000977	Syab.g_00063	Praf.g_00064
OG0000978	Syab.g_00062	Praf.g_00063
OG0000979	Syab.g_00059	Praf.g_00060
OG0000980	Syab.g_00056	Praf.g_00056
OG0000981	Syab.g_00053	Praf.g_00053
OG0000982	Syab.g_02756	Praf.g_02657
OG0000983	Syab.g_02757	Praf.g_02658
OG0000984	Syab.g_02758	Praf.g_02659
OG0000985	Syab.g_02762	Praf.g_02663
OG0000986	Syab.g_02764	Praf.g_02665
OG0000987	Syab.g_02768	Praf.g_02667
OG0000988	Syab.g_02774	Praf.g_02671
OG0000989	Syab.g_02792	Praf.g_02680
OG0000990	Syab.g_02811	Praf.g_02702
OG0000991	Syab.g_02818	Praf.g_02716
OG0000992	Syab.g_02821	Praf.g_02719
OG0000993	Syab.g_02822	Praf.g_02720
OG0000994	Syab.g_02826	Praf.g_02723
OG0000995	Syab.g_02835	Praf.g_02730
OG0000996	Syab.g_02866	Praf.g_02743
OG0000997	Syab.g_02875	Praf.g_02753
OG0000998	Syab.g_02877	Praf.g_02755
OG0000999	Syab.g_02878	Praf.g_02756
OG0001000	Syab.g_02881	Praf.g_02759
OG0001001	Syab.g_02888	Praf.g_02764
OG0001002	Syab.g_02900	Praf.g_02770
OG0001003	Syab.g_02902	Praf.g_02772
OG0001004	Syab.g_02903	Praf.g_02773
OG0001005	Syab.g_02905	Praf.g_02775
OG0001006	Syab.g_02912	Praf.g_02781
OG0001007	Syab.g_02914	Praf.g_02783
OG0001008	Syab.g_00584	Praf.g_01988
OG0001009	Syab.g_00033	Praf.g_00032
OG0001010	Syab.g_00034	Praf.g_00033
OG0001011	Syab.g_00035	Praf.g_00035
OG0001012	Syab.g_02752	Praf.g_02654
OG0001013	Syab.g_02716	Praf.g_02603
OG0001014	Syab.g_02712	Praf.g_02597
OG0001015	Syab.g_02711	Praf.g_02596
OG0001016	Syab.g_02439	Praf.g_00316
OG0001017	Syab.g_02445	Praf.g_00310
OG0001018	Syab.g_02447	Praf.g_00308
OG0001019	Syab.g_02469	Praf.g_00296
OG0001020	Syab.g_02477	Praf.g_00268
OG0001021	Syab.g_02481	Praf.g_00264
OG0001022	Syab.g_02485	Praf.g_00259
OG0001023	Syab.g_02486	Praf.g_00258
OG0001024	Syab.g_02490	Praf.g_00254
OG0001025	Syab.g_02497	Praf.g_00247
OG0001026	Syab.g_02510	Praf.g_00230
OG0001027	Syab.g_02515	Praf.g_00225
OG0001028	Syab.g_02517	Praf.g_00223
OG0001029	Syab.g_02519	Praf.g_00221
OG0001030	Syab.g_02540	Praf.g_02408
OG0001031	Syab.g_02615	Praf.g_02497
OG0001032	Syab.g_02617	Praf.g_02500
OG0001033	Syab.g_02675	Praf.g_02533
OG0001034	Syab.g_02370	Praf.g_00385
OG0001035	Syab.g_00335	Praf.g_02243
OG0001036	Syab.g_00327	Praf.g_02247
OG0001037	Syab.g_00325	Praf.g_02249
OG0001038	Syab.g_00297	Praf.g_02277
OG0001039	Syab.g_00294	Praf.g_02280
OG0001040	Syab.g_00291	Praf.g_02283
OG0001041	Syab.g_00286	Praf.g_02288
OG0001042	Syab.g_00254	Praf.g_02316
OG0001043	Syab.g_00250	Praf.g_02318
OG0001044	Syab.g_00522	Praf.g_02055
OG0001045	Syab.g_00534	Praf.g_02044
OG0001046	Syab.g_01352	Praf.g_00495
OG0001047	Syab.g_00586	Praf.g_01986
OG0001048	Syab.g_00587	Praf.g_01985
OG0001049	Syab.g_00590	Praf.g_01982
OG0001050	Syab.g_00591	Praf.g_01981
OG0001051	Syab.g_00592	Praf.g_01980
OG0001052	Syab.g_00693	Praf.g_01911
OG0001053	Syab.g_02099	Praf.g_00598
OG0001054	Syab.g_02118	Praf.g_00615
OG0001055	Syab.g_02139	Praf.g_00636
OG0001056	Syab.g_02036	Praf.g_00665
OG0001057	Syab.g_00882	Praf.g_00675
OG0001058	Syab.g_02014	Praf.g_00689
OG0001059	Syab.g_02010	Praf.g_00693
OG0001060	Syab.g_02003	Praf.g_00700
OG0001061	Syab.g_01985	Praf.g_00717
OG0001062	Syab.g_01983	Praf.g_00719
OG0001063	Syab.g_01979	Praf.g_00723
OG0001064	Syab.g_01978	Praf.g_00724
OG0001065	Syab.g_01976	Praf.g_00725
OG0001066	Syab.g_01975	Praf.g_00726
OG0001067	Syab.g_01974	Praf.g_00728
OG0001068	Syab.g_01973	Praf.g_00729
OG0001069	Syab.g_01972	Praf.g_00730
OG0001070	Syab.g_01968	Praf.g_00734
OG0001071	Syab.g_01967	Praf.g_00735
OG0001072	Syab.g_01962	Praf.g_00738
OG0001073	Syab.g_01947	Praf.g_00758
OG0001074	Syab.g_01815	Praf.g_01659
OG0001075	Syab.g_01919	Praf.g_01661
OG0001076	Syab.g_01897	Praf.g_01669
OG0001077	Syab.g_01887	Praf.g_01680
OG0001079	Syab.g_01856	Praf.g_01713
OG0001080	Syab.g_01756	Praf.g_01722
OG0001081	Syab.g_01530	Praf.g_01728
OG0001082	Syab.g_01531	Praf.g_01729
OG0001083	Syab.g_01540	Praf.g_01737
OG0001084	Syab.g_01543	Praf.g_01738
OG0001085	Syab.g_01563	Praf.g_01749
OG0001086	Syab.g_01565	Praf.g_01751
OG0001087	Syab.g_01167	Praf.g_01225
OG0001088	Syab.g_01170	Praf.g_01221
OG0001089	Syab.g_01198	Praf.g_01124
OG0001090	Syab.g_01267	Praf.g_01303
OG0001091	Syab.g_01270	Praf.g_01305
OG0001092	Syab.g_01272	Praf.g_01307
OG0001093	Syab.g_01664	Praf.g_01311
OG0001094	Syab.g_01567	Praf.g_01524
OG0001095	Syab.g_01287	Praf.g_01543
OG0001096	Syab.g_01693	Praf.g_01560
OG0001097	Syab.g_01718	Praf.g_01602
OG0001098	Syab.g_01497	Praf.g_01444
OG0001099	Syab.g_02518	Praf.g_00222
OG0001100	Syab.g_01640	Praf.g_01454
OG0001101	Syab.g_01639	Praf.g_01455
OG0001102	Syab.g_01636	Praf.g_01458
OG0001103	Syab.g_01634	Praf.g_01460
OG0001104	Syab.g_01590	Praf.g_01511
OG0001105	Syab.g_01585	Praf.g_01506
OG0001106	Syab.g_01397	Praf.g_01404
OG0001107	Syab.g_01385	Praf.g_01394
OG0001108	Syab.g_01377	Praf.g_01387
OG0001109	Syab.g_01368	Praf.g_01385
OG0001110	Syab.g_01366	Praf.g_01382
OG0001111	Syab.g_01364	Praf.g_01380
OG0001112	Syab.g_01362	Praf.g_01378
OG0001113	Syab.g_01593	Praf.g_01377
OG0001114	Syab.g_01361	Praf.g_01376
OG0001115	Syab.g_01357	Praf.g_01374
OG0001116	Syab.g_01355	Praf.g_01372
OG0001117	Syab.g_01354	Praf.g_01371
OG0001118	Syab.g_01353	Praf.g_01370
OG0001119	Syab.g_01351	Praf.g_01369
OG0001120	Syab.g_01347	Praf.g_01366
OG0001122	Syab.g_01320	Praf.g_01340
OG0001123	Syab.g_01312	Praf.g_01333
OG0001124	Syab.g_01310	Praf.g_01331
OG0001125	Syab.g_01308	Praf.g_01329
OG0001126	Syab.g_01231	Praf.g_01287
OG0001127	Syab.g_01230	Praf.g_01286
OG0001128	Syab.g_01227	Praf.g_01283
OG0001129	Syab.g_01225	Praf.g_01281
OG0001130	Syab.g_01224	Praf.g_01280
OG0001131	Syab.g_01609	Praf.g_01296
OG0001132	Syab.g_01790	Praf.g_01652
OG0001133	Syab.g_01895	Praf.g_01671
OG0001134	Syab.g_01748	Praf.g_02690
OG0001135	Syab.g_01747	Praf.g_02692
OG0001136	Syab.g_00966	Praf.g_00852
OG0001137	Syab.g_00990	Praf.g_00872
OG0001138	Syab.g_01023	Praf.g_00923
OG0001139	Syab.g_01025	Praf.g_00925
OG0001140	Syab.g_01026	Praf.g_00926
OG0001141	Syab.g_01027	Praf.g_00927
OG0001142	Syab.g_01028	Praf.g_00928
OG0001143	Syab.g_01037	Praf.g_00912
OG0001144	Syab.g_01052	Praf.g_00904
OG0001145	Syab.g_00928	Praf.g_00806
OG0001146	Syab.g_00907	Praf.g_00790
OG0001147	Syab.g_00716	Praf.g_01897
OG0001148	Syab.g_02085	Praf.g_00582
OG0001149	Syab.g_02084	Praf.g_00581
OG0001150	Syab.g_02083	Praf.g_00580
OG0001151	Syab.g_02070	Praf.g_00568
OG0001152	Syab.g_02069	Praf.g_00567
OG0001153	Syab.g_00731	Praf.g_01842
OG0001154	Syab.g_00730	Praf.g_01843
OG0001155	Syab.g_02171	Praf.g_00540
OG0001156	Syab.g_02174	Praf.g_00537
