Orthogroup	Syab	Pram
OG0000582	Syab.g_01929	Pram.g_00546
OG0000583	Syab.g_01928	Pram.g_00547
OG0000584	Syab.g_01927	Pram.g_00548
OG0000585	Syab.g_01924	Pram.g_00550
OG0000586	Syab.g_01923	Pram.g_00551
OG0000587	Syab.g_01921	Pram.g_00552
OG0000588	Syab.g_01910	Pram.g_00556
OG0000589	Syab.g_01899	Pram.g_00559
OG0000590	Syab.g_01898	Pram.g_00560
OG0000591	Syab.g_01892	Pram.g_00564
OG0000592	Syab.g_01891	Pram.g_00565
OG0000593	Syab.g_01877	Pram.g_01078
OG0000594	Syab.g_01876	Pram.g_01077
OG0000595	Syab.g_01875	Pram.g_01076
OG0000596	Syab.g_01871	Pram.g_01073
OG0000597	Syab.g_01868	Pram.g_01070
OG0000598	Syab.g_01867	Pram.g_01069
OG0000599	Syab.g_01860	Pram.g_01066
OG0000600	Syab.g_01859	Pram.g_01065
OG0000601	Syab.g_01858	Pram.g_01064
OG0000602	Syab.g_01853	Pram.g_01062
OG0000603	Syab.g_01852	Pram.g_01061
OG0000604	Syab.g_01850	Pram.g_01060
OG0000605	Syab.g_01758	Pram.g_01059
OG0000606	Syab.g_01529	Pram.g_01056
OG0000607	Syab.g_01533	Pram.g_01053
OG0000608	Syab.g_01534	Pram.g_01052
OG0000609	Syab.g_01536	Pram.g_01051
OG0000610	Syab.g_01555	Pram.g_01045
OG0000611	Syab.g_01558	Pram.g_01042
OG0000612	Syab.g_01559	Pram.g_01041
OG0000613	Syab.g_00228	Pram.g_00763
OG0000614	Syab.g_01179	Pram.g_00784
OG0000615	Syab.g_01605	Pram.g_00795
OG0000616	Syab.g_02897	Pram.g_01927
OG0000617	Syab.g_01274	Pram.g_01024
OG0000618	Syab.g_01275	Pram.g_01023
OG0000619	Syab.g_01662	Pram.g_01022
OG0000620	Syab.g_01668	Pram.g_01019
OG0000621	Syab.g_01669	Pram.g_01018
OG0000622	Syab.g_01670	Pram.g_01017
OG0000623	Syab.g_01671	Pram.g_01016
OG0000624	Syab.g_01673	Pram.g_01014
OG0000625	Syab.g_01674	Pram.g_01013
OG0000626	Syab.g_01675	Pram.g_01012
OG0000627	Syab.g_01438	Pram.g_01011
OG0000628	Syab.g_01437	Pram.g_01010
OG0000629	Syab.g_01434	Pram.g_01008
OG0000630	Syab.g_01430	Pram.g_01005
OG0000631	Syab.g_01421	Pram.g_00913
OG0000632	Syab.g_01420	Pram.g_00914
OG0000633	Syab.g_01419	Pram.g_00915
OG0000634	Syab.g_01651	Pram.g_00805
OG0000635	Syab.g_01656	Pram.g_00806
OG0000636	Syab.g_01658	Pram.g_00808
OG0000637	Syab.g_01660	Pram.g_00810
OG0000638	Syab.g_01661	Pram.g_00811
OG0000639	Syab.g_01276	Pram.g_00812
OG0000640	Syab.g_01277	Pram.g_00813
OG0000641	Syab.g_01281	Pram.g_00817
OG0000642	Syab.g_01282	Pram.g_00818
OG0000643	Syab.g_01283	Pram.g_00819
OG0000644	Syab.g_01284	Pram.g_00820
OG0000645	Syab.g_01286	Pram.g_00821
OG0000646	Syab.g_01289	Pram.g_00823
OG0000647	Syab.g_01291	Pram.g_00825
OG0000648	Syab.g_01684	Pram.g_00827
OG0000649	Syab.g_01685	Pram.g_00828
OG0000650	Syab.g_01686	Pram.g_00829
OG0000651	Syab.g_01687	Pram.g_00830
OG0000652	Syab.g_01688	Pram.g_00831
OG0000653	Syab.g_01690	Pram.g_00833
OG0000654	Syab.g_01691	Pram.g_00834
OG0000655	Syab.g_01692	Pram.g_00835
OG0000656	Syab.g_01695	Pram.g_00838
OG0000657	Syab.g_01706	Pram.g_00845
OG0000658	Syab.g_01710	Pram.g_00847
OG0000659	Syab.g_01711	Pram.g_00848
OG0000660	Syab.g_01715	Pram.g_00852
OG0000661	Syab.g_01717	Pram.g_00854
OG0000662	Syab.g_01719	Pram.g_00857
OG0000663	Syab.g_01722	Pram.g_00859
OG0000664	Syab.g_01723	Pram.g_00860
OG0000665	Syab.g_01829	Pram.g_00866
OG0000666	Syab.g_01842	Pram.g_00867
OG0000667	Syab.g_01548	Pram.g_00872
OG0000668	Syab.g_01319	Pram.g_00713
OG0000669	Syab.g_01642	Pram.g_00724
OG0000670	Syab.g_02156	Pram.g_00727
OG0000671	Syab.g_01638	Pram.g_00729
OG0000672	Syab.g_01635	Pram.g_00732
OG0000673	Syab.g_01632	Pram.g_00735
OG0000674	Syab.g_01630	Pram.g_00737
OG0000675	Syab.g_01629	Pram.g_00738
OG0000676	Syab.g_01620	Pram.g_00740
OG0000677	Syab.g_01619	Pram.g_00741
OG0000678	Syab.g_01613	Pram.g_00743
OG0000679	Syab.g_01601	Pram.g_00747
OG0000680	Syab.g_01600	Pram.g_00748
OG0000681	Syab.g_01597	Pram.g_00751
OG0000682	Syab.g_01596	Pram.g_00752
OG0000683	Syab.g_01595	Pram.g_00753
OG0000684	Syab.g_01591	Pram.g_00754
OG0000685	Syab.g_01589	Pram.g_00756
OG0000686	Syab.g_01588	Pram.g_00757
OG0000687	Syab.g_01586	Pram.g_00758
OG0000688	Syab.g_01576	Pram.g_01036
OG0000689	Syab.g_01574	Pram.g_01035
OG0000690	Syab.g_01573	Pram.g_01034
OG0000691	Syab.g_01572	Pram.g_01033
OG0000692	Syab.g_01571	Pram.g_01031
OG0000693	Syab.g_01569	Pram.g_01030
OG0000694	Syab.g_01568	Pram.g_01029
OG0000695	Syab.g_01417	Pram.g_00917
OG0000696	Syab.g_01416	Pram.g_00918
OG0000697	Syab.g_01415	Pram.g_00919
OG0000698	Syab.g_01412	Pram.g_00922
OG0000699	Syab.g_01411	Pram.g_00923
OG0000700	Syab.g_01410	Pram.g_00924
OG0000701	Syab.g_01409	Pram.g_00925
OG0000702	Syab.g_01401	Pram.g_00927
OG0000703	Syab.g_01400	Pram.g_00928
OG0000704	Syab.g_01398	Pram.g_00930
OG0000705	Syab.g_01391	Pram.g_00936
OG0000706	Syab.g_01390	Pram.g_00937
OG0000707	Syab.g_01389	Pram.g_00938
OG0000708	Syab.g_01386	Pram.g_00940
OG0000709	Syab.g_01378	Pram.g_00944
OG0000710	Syab.g_01367	Pram.g_00947
OG0000711	Syab.g_01340	Pram.g_00963
OG0000712	Syab.g_01338	Pram.g_00964
OG0000713	Syab.g_01337	Pram.g_00965
OG0000714	Syab.g_01334	Pram.g_00966
OG0000715	Syab.g_01332	Pram.g_00968
OG0000716	Syab.g_01328	Pram.g_00970
OG0000717	Syab.g_01327	Pram.g_00971
OG0000718	Syab.g_01323	Pram.g_00973
OG0000719	Syab.g_01321	Pram.g_00975
OG0000720	Syab.g_01307	Pram.g_00986
OG0000721	Syab.g_01305	Pram.g_00990
OG0000722	Syab.g_01304	Pram.g_00991
OG0000723	Syab.g_01678	Pram.g_00995
OG0000724	Syab.g_01223	Pram.g_00893
OG0000725	Syab.g_01207	Pram.g_00887
OG0000726	Syab.g_01206	Pram.g_00886
OG0000727	Syab.g_01205	Pram.g_00885
OG0000728	Syab.g_01203	Pram.g_00883
OG0000729	Syab.g_00097	Pram.g_01208
OG0000730	Syab.g_00521	Pram.g_01182
OG0000731	Syab.g_00531	Pram.g_00335
OG0000733	Syab.g_02798	Pram.g_01547
OG0000734	Syab.g_02508	Pram.g_01156
OG0000735	Syab.g_00942	Pram.g_01154
OG0000736	Syab.g_00943	Pram.g_01153
OG0000737	Syab.g_00944	Pram.g_01152
OG0000738	Syab.g_00949	Pram.g_01148
OG0000739	Syab.g_00961	Pram.g_01147
OG0000740	Syab.g_00962	Pram.g_01146
OG0000741	Syab.g_00965	Pram.g_01144
OG0000742	Syab.g_00968	Pram.g_01141
OG0000743	Syab.g_00970	Pram.g_01139
OG0000744	Syab.g_00971	Pram.g_01137
OG0000745	Syab.g_00973	Pram.g_01136
OG0000746	Syab.g_00975	Pram.g_01134
OG0000747	Syab.g_00976	Pram.g_01133
OG0000748	Syab.g_00991	Pram.g_01129
OG0000749	Syab.g_00992	Pram.g_01128
OG0000750	Syab.g_00993	Pram.g_01127
OG0000751	Syab.g_01002	Pram.g_01124
OG0000752	Syab.g_01004	Pram.g_01122
OG0000753	Syab.g_01007	Pram.g_01119
OG0000754	Syab.g_01012	Pram.g_01117
OG0000755	Syab.g_01021	Pram.g_01111
OG0000756	Syab.g_01022	Pram.g_01110
OG0000757	Syab.g_01029	Pram.g_01103
OG0000758	Syab.g_01030	Pram.g_01102
OG0000759	Syab.g_01031	Pram.g_01101
OG0000760	Syab.g_01032	Pram.g_01100
OG0000761	Syab.g_01034	Pram.g_01099
OG0000762	Syab.g_01036	Pram.g_01098
OG0000763	Syab.g_01038	Pram.g_01096
OG0000764	Syab.g_01039	Pram.g_01095
OG0000765	Syab.g_01154	Pram.g_01087
OG0000766	Syab.g_01153	Pram.g_01086
OG0000767	Syab.g_01151	Pram.g_01084
OG0000768	Syab.g_01150	Pram.g_01083
OG0000769	Syab.g_01148	Pram.g_01081
OG0000770	Syab.g_01145	Pram.g_00570
OG0000771	Syab.g_01229	Pram.g_01254
OG0000772	Syab.g_00957	Pram.g_01569
OG0000773	Syab.g_00931	Pram.g_01221
OG0000774	Syab.g_00924	Pram.g_01223
OG0000775	Syab.g_00922	Pram.g_01225
OG0000776	Syab.g_00921	Pram.g_01226
OG0000777	Syab.g_00920	Pram.g_01227
OG0000778	Syab.g_00919	Pram.g_01228
OG0000779	Syab.g_00913	Pram.g_01232
OG0000780	Syab.g_00908	Pram.g_01233
OG0000781	Syab.g_00904	Pram.g_01236
OG0000782	Syab.g_00903	Pram.g_01237
OG0000783	Syab.g_00902	Pram.g_01238
OG0000784	Syab.g_00901	Pram.g_01239
OG0000785	Syab.g_00899	Pram.g_01241
OG0000786	Syab.g_00895	Pram.g_01244
OG0000787	Syab.g_00894	Pram.g_01245
OG0000788	Syab.g_01857	Pram.g_01271
OG0000789	Syab.g_01835	Pram.g_01281
OG0000790	Syab.g_02082	Pram.g_01463
OG0000791	Syab.g_02080	Pram.g_01461
OG0000792	Syab.g_02079	Pram.g_01460
OG0000793	Syab.g_02074	Pram.g_01456
OG0000794	Syab.g_02073	Pram.g_01455
OG0000795	Syab.g_02072	Pram.g_01454
OG0000796	Syab.g_02068	Pram.g_01450
OG0000797	Syab.g_02067	Pram.g_01449
OG0000798	Syab.g_00298	Pram.g_01444
OG0000799	Syab.g_00826	Pram.g_01398
OG0000800	Syab.g_00821	Pram.g_01397
OG0000801	Syab.g_00820	Pram.g_01396
OG0000802	Syab.g_00816	Pram.g_01394
OG0000803	Syab.g_00806	Pram.g_01392
OG0000804	Syab.g_00802	Pram.g_01391
OG0000805	Syab.g_00792	Pram.g_01389
OG0000806	Syab.g_00790	Pram.g_01387
OG0000807	Syab.g_00788	Pram.g_01386
OG0000808	Syab.g_00783	Pram.g_01385
OG0000809	Syab.g_00780	Pram.g_01383
OG0000810	Syab.g_00779	Pram.g_01382
OG0000811	Syab.g_00770	Pram.g_01375
OG0000812	Syab.g_00768	Pram.g_01373
OG0000813	Syab.g_00767	Pram.g_01372
OG0000814	Syab.g_00765	Pram.g_01370
OG0000815	Syab.g_00760	Pram.g_01369
OG0000816	Syab.g_00758	Pram.g_01367
OG0000817	Syab.g_00757	Pram.g_01366
OG0000818	Syab.g_00751	Pram.g_01361
OG0000819	Syab.g_00750	Pram.g_01360
OG0000820	Syab.g_00749	Pram.g_01359
OG0000821	Syab.g_00743	Pram.g_01355
OG0000822	Syab.g_00741	Pram.g_01354
OG0000823	Syab.g_00740	Pram.g_01353
OG0000824	Syab.g_00735	Pram.g_01350
OG0000825	Syab.g_00734	Pram.g_01349
OG0000826	Syab.g_00733	Pram.g_01348
OG0000827	Syab.g_00732	Pram.g_01347
OG0000828	Syab.g_00729	Pram.g_01344
OG0000829	Syab.g_00728	Pram.g_01343
OG0000830	Syab.g_00727	Pram.g_01342
OG0000831	Syab.g_00725	Pram.g_01340
OG0000832	Syab.g_02169	Pram.g_01330
OG0000833	Syab.g_02178	Pram.g_01321
OG0000834	Syab.g_02181	Pram.g_01320
OG0000835	Syab.g_02182	Pram.g_01319
OG0000836	Syab.g_02185	Pram.g_01318
OG0000837	Syab.g_02186	Pram.g_01317
OG0000838	Syab.g_02190	Pram.g_01314
OG0000839	Syab.g_02191	Pram.g_01313
OG0000840	Syab.g_02192	Pram.g_01312
OG0000841	Syab.g_02193	Pram.g_01311
OG0000842	Syab.g_02194	Pram.g_01310
OG0000843	Syab.g_02195	Pram.g_01309
OG0000844	Syab.g_02197	Pram.g_01308
OG0000845	Syab.g_02198	Pram.g_01307
OG0000846	Syab.g_02199	Pram.g_01306
OG0000847	Syab.g_02200	Pram.g_01305
OG0000848	Syab.g_02202	Pram.g_01304
OG0000849	Syab.g_02203	Pram.g_01303
OG0000850	Syab.g_02212	Pram.g_01301
OG0000851	Syab.g_02226	Pram.g_01300
OG0000852	Syab.g_02227	Pram.g_01299
OG0000853	Syab.g_02233	Pram.g_01294
OG0000854	Syab.g_02235	Pram.g_01292
OG0000855	Syab.g_02236	Pram.g_01291
OG0000856	Syab.g_01889	Pram.g_00567
OG0000857	Syab.g_01290	Pram.g_00824
OG0000858	Syab.g_02244	Pram.g_01625
OG0000859	Syab.g_02245	Pram.g_01626
OG0000860	Syab.g_02258	Pram.g_01634
OG0000861	Syab.g_02259	Pram.g_01635
OG0000862	Syab.g_02261	Pram.g_01636
OG0000863	Syab.g_02265	Pram.g_01638
OG0000864	Syab.g_02266	Pram.g_01639
OG0000865	Syab.g_02267	Pram.g_01640
OG0000866	Syab.g_02268	Pram.g_01641
OG0000867	Syab.g_02269	Pram.g_01642
OG0000868	Syab.g_02287	Pram.g_01644
OG0000869	Syab.g_02292	Pram.g_01647
OG0000870	Syab.g_02297	Pram.g_01652
OG0000871	Syab.g_02298	Pram.g_01653
OG0000872	Syab.g_02305	Pram.g_01654
OG0000873	Syab.g_02308	Pram.g_01657
OG0000874	Syab.g_02311	Pram.g_01660
OG0000875	Syab.g_02313	Pram.g_01662
OG0000876	Syab.g_02315	Pram.g_01663
OG0000877	Syab.g_02317	Pram.g_01665
OG0000878	Syab.g_02318	Pram.g_01666
OG0000879	Syab.g_02319	Pram.g_01667
OG0000880	Syab.g_02320	Pram.g_01668
OG0000881	Syab.g_02325	Pram.g_01672
OG0000882	Syab.g_02330	Pram.g_01677
OG0000883	Syab.g_02332	Pram.g_01679
OG0000884	Syab.g_02334	Pram.g_01681
OG0000885	Syab.g_02335	Pram.g_01682
OG0000886	Syab.g_02336	Pram.g_01683
OG0000887	Syab.g_02338	Pram.g_01684
OG0000888	Syab.g_02340	Pram.g_01686
OG0000889	Syab.g_02342	Pram.g_01688
OG0000890	Syab.g_02348	Pram.g_01689
OG0000891	Syab.g_02349	Pram.g_01690
OG0000892	Syab.g_02353	Pram.g_01691
OG0000893	Syab.g_00366	Pram.g_01695
OG0000894	Syab.g_00369	Pram.g_01698
OG0000895	Syab.g_00373	Pram.g_01702
OG0000896	Syab.g_00374	Pram.g_01703
OG0000897	Syab.g_00376	Pram.g_01705
OG0000898	Syab.g_00377	Pram.g_01706
OG0000899	Syab.g_00378	Pram.g_01707
OG0000900	Syab.g_00379	Pram.g_01708
OG0000901	Syab.g_00384	Pram.g_01711
OG0000902	Syab.g_00386	Pram.g_01713
OG0000903	Syab.g_00399	Pram.g_01717
OG0000904	Syab.g_00395	Pram.g_01722
OG0000905	Syab.g_00390	Pram.g_01715
OG0000906	Syab.g_00388	Pram.g_01714
OG0000907	Syab.g_00401	Pram.g_01727
OG0000908	Syab.g_00404	Pram.g_01730
OG0000909	Syab.g_00405	Pram.g_01731
OG0000910	Syab.g_00406	Pram.g_01732
OG0000911	Syab.g_00408	Pram.g_01734
OG0000912	Syab.g_00409	Pram.g_01735
OG0000913	Syab.g_00410	Pram.g_01736
OG0000914	Syab.g_00411	Pram.g_01737
OG0000915	Syab.g_00412	Pram.g_01738
OG0000916	Syab.g_00413	Pram.g_01739
OG0000917	Syab.g_00414	Pram.g_01740
OG0000918	Syab.g_00415	Pram.g_01741
OG0000919	Syab.g_00416	Pram.g_01742
OG0000920	Syab.g_00417	Pram.g_01743
OG0000921	Syab.g_00418	Pram.g_01744
OG0000922	Syab.g_00419	Pram.g_01745
OG0000923	Syab.g_00423	Pram.g_01749
OG0000924	Syab.g_00424	Pram.g_01750
OG0000925	Syab.g_00425	Pram.g_01751
OG0000926	Syab.g_00426	Pram.g_01752
OG0000927	Syab.g_00428	Pram.g_01754
OG0000928	Syab.g_00429	Pram.g_01755
OG0000929	Syab.g_00430	Pram.g_01756
OG0000930	Syab.g_00431	Pram.g_01757
OG0000931	Syab.g_00432	Pram.g_01758
OG0000932	Syab.g_00433	Pram.g_01759
OG0000933	Syab.g_00439	Pram.g_01763
OG0000934	Syab.g_00441	Pram.g_01765
OG0000935	Syab.g_00442	Pram.g_01766
OG0000936	Syab.g_00443	Pram.g_01767
OG0000937	Syab.g_00444	Pram.g_01768
OG0000938	Syab.g_00447	Pram.g_01771
OG0000939	Syab.g_00448	Pram.g_01772
OG0000940	Syab.g_00456	Pram.g_01779
OG0000941	Syab.g_00458	Pram.g_01781
OG0000942	Syab.g_00460	Pram.g_01783
OG0000943	Syab.g_00461	Pram.g_01784
OG0000944	Syab.g_00463	Pram.g_01786
OG0000945	Syab.g_00466	Pram.g_01787
OG0000946	Syab.g_00473	Pram.g_01793
OG0000947	Syab.g_00476	Pram.g_01795
OG0000948	Syab.g_00477	Pram.g_01796
OG0000949	Syab.g_00212	Pram.g_01799
OG0000950	Syab.g_00204	Pram.g_01806
OG0000951	Syab.g_00199	Pram.g_01810
OG0000952	Syab.g_00191	Pram.g_01814
OG0000953	Syab.g_00134	Pram.g_01818
OG0000954	Syab.g_00129	Pram.g_01822
OG0000955	Syab.g_00128	Pram.g_01823
OG0000956	Syab.g_00126	Pram.g_01825
OG0000957	Syab.g_00115	Pram.g_01831
OG0000958	Syab.g_00114	Pram.g_01832
OG0000959	Syab.g_00110	Pram.g_01836
OG0000960	Syab.g_00109	Pram.g_01837
OG0000961	Syab.g_00100	Pram.g_01840
OG0000962	Syab.g_00098	Pram.g_01842
OG0000963	Syab.g_00093	Pram.g_01846
OG0000964	Syab.g_00092	Pram.g_01847
OG0000965	Syab.g_00091	Pram.g_01848
OG0000966	Syab.g_00082	Pram.g_01854
OG0000967	Syab.g_00078	Pram.g_01858
OG0000968	Syab.g_00075	Pram.g_01860
OG0000969	Syab.g_00073	Pram.g_01861
OG0000970	Syab.g_00072	Pram.g_01862
OG0000971	Syab.g_00070	Pram.g_01863
OG0000972	Syab.g_00069	Pram.g_01864
OG0000973	Syab.g_00068	Pram.g_01865
OG0000974	Syab.g_00067	Pram.g_01866
OG0000975	Syab.g_00066	Pram.g_01867
OG0000976	Syab.g_00065	Pram.g_01868
OG0000977	Syab.g_00063	Pram.g_01869
OG0000978	Syab.g_00062	Pram.g_01870
OG0000979	Syab.g_00059	Pram.g_01873
OG0000980	Syab.g_00056	Pram.g_01875
OG0000981	Syab.g_00053	Pram.g_01878
OG0000982	Syab.g_02756	Pram.g_01880
OG0000983	Syab.g_02757	Pram.g_01881
OG0000984	Syab.g_02758	Pram.g_01882
OG0000985	Syab.g_02762	Pram.g_01885
OG0000986	Syab.g_02764	Pram.g_01887
OG0000987	Syab.g_02768	Pram.g_01888
OG0000988	Syab.g_02774	Pram.g_01891
OG0000989	Syab.g_02792	Pram.g_01895
OG0000990	Syab.g_02811	Pram.g_01900
OG0000991	Syab.g_02818	Pram.g_01901
OG0000992	Syab.g_02821	Pram.g_01904
OG0000993	Syab.g_02822	Pram.g_01905
OG0000994	Syab.g_02826	Pram.g_01906
OG0000995	Syab.g_02835	Pram.g_01910
OG0000996	Syab.g_02866	Pram.g_01911
OG0000997	Syab.g_02875	Pram.g_01913
OG0000998	Syab.g_02877	Pram.g_01915
OG0000999	Syab.g_02878	Pram.g_01916
OG0001000	Syab.g_02881	Pram.g_01919
OG0001001	Syab.g_02888	Pram.g_01924
OG0001002	Syab.g_02900	Pram.g_01929
OG0001003	Syab.g_02902	Pram.g_01930
OG0001004	Syab.g_02903	Pram.g_01931
OG0001005	Syab.g_02905	Pram.g_01932
OG0001006	Syab.g_02912	Pram.g_01936
OG0001007	Syab.g_02914	Pram.g_01938
OG0001008	Syab.g_00584	Pram.g_00372
OG0001009	Syab.g_00033	Pram.g_00014
OG0001010	Syab.g_00034	Pram.g_00015
OG0001011	Syab.g_00035	Pram.g_00016
OG0001012	Syab.g_02752	Pram.g_00028
OG0001013	Syab.g_02716	Pram.g_00035
OG0001014	Syab.g_02712	Pram.g_00038
OG0001015	Syab.g_02711	Pram.g_00039
OG0001016	Syab.g_02439	Pram.g_00058
OG0001017	Syab.g_02445	Pram.g_00062
OG0001018	Syab.g_02447	Pram.g_00064
OG0001019	Syab.g_02469	Pram.g_00073
OG0001020	Syab.g_02477	Pram.g_00074
OG0001021	Syab.g_02481	Pram.g_00075
OG0001022	Syab.g_02485	Pram.g_00078
OG0001023	Syab.g_02486	Pram.g_00079
OG0001024	Syab.g_02490	Pram.g_00082
OG0001025	Syab.g_02497	Pram.g_00089
OG0001026	Syab.g_02510	Pram.g_00097
OG0001027	Syab.g_02515	Pram.g_00098
OG0001028	Syab.g_02517	Pram.g_00100
OG0001029	Syab.g_02519	Pram.g_00101
OG0001030	Syab.g_02540	Pram.g_00117
OG0001031	Syab.g_02615	Pram.g_00171
OG0001032	Syab.g_02617	Pram.g_00172
OG0001033	Syab.g_02675	Pram.g_00193
OG0001034	Syab.g_02370	Pram.g_00223
OG0001035	Syab.g_00335	Pram.g_00243
OG0001036	Syab.g_00327	Pram.g_00247
OG0001037	Syab.g_00325	Pram.g_00248
OG0001038	Syab.g_00297	Pram.g_00266
OG0001039	Syab.g_00294	Pram.g_00269
OG0001040	Syab.g_00291	Pram.g_00271
OG0001041	Syab.g_00286	Pram.g_00276
OG0001042	Syab.g_00254	Pram.g_00293
OG0001043	Syab.g_00250	Pram.g_00294
OG0001044	Syab.g_00522	Pram.g_00327
OG0001045	Syab.g_00534	Pram.g_00337
OG0001046	Syab.g_01352	Pram.g_01537
OG0001047	Syab.g_00586	Pram.g_00374
OG0001048	Syab.g_00587	Pram.g_00375
OG0001049	Syab.g_00590	Pram.g_00377
OG0001050	Syab.g_00591	Pram.g_00378
OG0001051	Syab.g_00592	Pram.g_00379
OG0001052	Syab.g_00693	Pram.g_00407
OG0001053	Syab.g_02099	Pram.g_00419
OG0001054	Syab.g_02118	Pram.g_00434
OG0001055	Syab.g_02139	Pram.g_00454
OG0001056	Syab.g_02036	Pram.g_00474
OG0001057	Syab.g_00882	Pram.g_00478
OG0001058	Syab.g_02014	Pram.g_00486
OG0001059	Syab.g_02010	Pram.g_00490
OG0001060	Syab.g_02003	Pram.g_00497
OG0001061	Syab.g_01985	Pram.g_00512
OG0001062	Syab.g_01983	Pram.g_00514
OG0001063	Syab.g_01979	Pram.g_00516
OG0001064	Syab.g_01978	Pram.g_00517
OG0001065	Syab.g_01976	Pram.g_00518
OG0001066	Syab.g_01975	Pram.g_00519
OG0001067	Syab.g_01974	Pram.g_00520
OG0001068	Syab.g_01973	Pram.g_00521
OG0001069	Syab.g_01972	Pram.g_00522
OG0001070	Syab.g_01968	Pram.g_00524
OG0001071	Syab.g_01967	Pram.g_00525
OG0001072	Syab.g_01962	Pram.g_00527
OG0001073	Syab.g_01947	Pram.g_00541
OG0001074	Syab.g_01815	Pram.g_00553
OG0001075	Syab.g_01919	Pram.g_00554
OG0001076	Syab.g_01897	Pram.g_00562
OG0001077	Syab.g_01887	Pram.g_00568
OG0001079	Syab.g_01856	Pram.g_01063
OG0001080	Syab.g_01756	Pram.g_01057
OG0001081	Syab.g_01530	Pram.g_01055
OG0001082	Syab.g_01531	Pram.g_01054
OG0001083	Syab.g_01540	Pram.g_01049
OG0001084	Syab.g_01543	Pram.g_01048
OG0001085	Syab.g_01563	Pram.g_00760
OG0001086	Syab.g_01565	Pram.g_00761
OG0001087	Syab.g_01167	Pram.g_00779
OG0001088	Syab.g_01170	Pram.g_00780
OG0001089	Syab.g_01198	Pram.g_00791
OG0001090	Syab.g_01267	Pram.g_00802
OG0001091	Syab.g_01270	Pram.g_01027
OG0001092	Syab.g_01272	Pram.g_01026
OG0001093	Syab.g_01664	Pram.g_01021
OG0001094	Syab.g_01567	Pram.g_01028
OG0001095	Syab.g_01287	Pram.g_00822
OG0001096	Syab.g_01693	Pram.g_00836
OG0001097	Syab.g_01718	Pram.g_00855
OG0001098	Syab.g_01497	Pram.g_00876
OG0001099	Syab.g_02518	Pram.g_00717
OG0001100	Syab.g_01640	Pram.g_00726
OG0001101	Syab.g_01639	Pram.g_00728
OG0001102	Syab.g_01636	Pram.g_00731
OG0001103	Syab.g_01634	Pram.g_00733
OG0001104	Syab.g_01590	Pram.g_00755
OG0001105	Syab.g_01585	Pram.g_00759
OG0001106	Syab.g_01397	Pram.g_00931
OG0001107	Syab.g_01385	Pram.g_00941
OG0001108	Syab.g_01377	Pram.g_00945
OG0001109	Syab.g_01368	Pram.g_00946
OG0001110	Syab.g_01366	Pram.g_00948
OG0001111	Syab.g_01364	Pram.g_00949
OG0001112	Syab.g_01362	Pram.g_00950
OG0001113	Syab.g_01593	Pram.g_00951
OG0001114	Syab.g_01361	Pram.g_00952
OG0001115	Syab.g_01357	Pram.g_00954
OG0001116	Syab.g_01355	Pram.g_00955
OG0001117	Syab.g_01354	Pram.g_00956
OG0001118	Syab.g_01353	Pram.g_00957
OG0001119	Syab.g_01351	Pram.g_00958
OG0001120	Syab.g_01347	Pram.g_00959
OG0001122	Syab.g_01320	Pram.g_00976
OG0001123	Syab.g_01312	Pram.g_00981
OG0001124	Syab.g_01310	Pram.g_00983
OG0001125	Syab.g_01308	Pram.g_00985
OG0001126	Syab.g_01231	Pram.g_00899
OG0001127	Syab.g_01230	Pram.g_00898
OG0001128	Syab.g_01227	Pram.g_00896
OG0001129	Syab.g_01225	Pram.g_00895
OG0001130	Syab.g_01224	Pram.g_00894
OG0001131	Syab.g_01609	Pram.g_00356
OG0001132	Syab.g_01790	Pram.g_00683
OG0001133	Syab.g_01895	Pram.g_01469
OG0001134	Syab.g_01748	Pram.g_01546
OG0001136	Syab.g_00966	Pram.g_01143
OG0001137	Syab.g_00990	Pram.g_01130
OG0001138	Syab.g_01023	Pram.g_01109
OG0001139	Syab.g_01025	Pram.g_01107
OG0001140	Syab.g_01026	Pram.g_01106
OG0001141	Syab.g_01027	Pram.g_01105
OG0001142	Syab.g_01028	Pram.g_01104
OG0001143	Syab.g_01037	Pram.g_01097
OG0001144	Syab.g_01052	Pram.g_01092
OG0001145	Syab.g_00928	Pram.g_01222
OG0001146	Syab.g_00907	Pram.g_01234
OG0001147	Syab.g_00716	Pram.g_01475
OG0001148	Syab.g_02085	Pram.g_01466
OG0001149	Syab.g_02084	Pram.g_01465
OG0001150	Syab.g_02083	Pram.g_01464
OG0001151	Syab.g_02070	Pram.g_01452
OG0001152	Syab.g_02069	Pram.g_01451
OG0001153	Syab.g_00731	Pram.g_01346
OG0001154	Syab.g_00730	Pram.g_01345
OG0001155	Syab.g_02171	Pram.g_01328
OG0001156	Syab.g_02174	Pram.g_01325
OG0001157	Syab.g_02175	Pram.g_01324
OG0001158	Syab.g_02176	Pram.g_01323
OG0001159	Syab.g_02177	Pram.g_01322
OG0001160	Syab.g_02231	Pram.g_01296
OG0001161	Syab.g_02797	Pram.g_01577
OG0001162	Syab.g_00893	Pram.g_01590
OG0001163	Syab.g_02241	Pram.g_01624
OG0001164	Syab.g_02247	Pram.g_01627
OG0001165	Syab.g_02252	Pram.g_01630
OG0001166	Syab.g_02296	Pram.g_01651
OG0001167	Syab.g_02322	Pram.g_01669
