Orthogroup	Syab	Prbc
OG0000553	Syab.g_02046	Prbc.g_01608
OG0000554	Syab.g_02040	Prbc.g_01613
OG0000555	Syab.g_02026	Prbc.g_01621
OG0000556	Syab.g_02022	Prbc.g_01623
OG0000557	Syab.g_02019	Prbc.g_01624
OG0000558	Syab.g_02016	Prbc.g_01627
OG0000559	Syab.g_02012	Prbc.g_01631
OG0000560	Syab.g_02009	Prbc.g_01634
OG0000561	Syab.g_02008	Prbc.g_01635
OG0000562	Syab.g_02007	Prbc.g_01636
OG0000563	Syab.g_02006	Prbc.g_01637
OG0000564	Syab.g_02005	Prbc.g_01638
OG0000565	Syab.g_02001	Prbc.g_01641
OG0000566	Syab.g_01997	Prbc.g_01643
OG0000567	Syab.g_01993	Prbc.g_01647
OG0000568	Syab.g_01991	Prbc.g_01648
OG0000569	Syab.g_01990	Prbc.g_01649
OG0000570	Syab.g_01989	Prbc.g_01650
OG0000571	Syab.g_01986	Prbc.g_01652
OG0000572	Syab.g_01969	Prbc.g_01663
OG0000573	Syab.g_01960	Prbc.g_01668
OG0000574	Syab.g_01959	Prbc.g_01670
OG0000575	Syab.g_01954	Prbc.g_01673
OG0000576	Syab.g_01952	Prbc.g_01675
OG0000577	Syab.g_01951	Prbc.g_01676
OG0000578	Syab.g_01950	Prbc.g_01677
OG0000579	Syab.g_01949	Prbc.g_01678
OG0000580	Syab.g_01948	Prbc.g_01679
OG0000581	Syab.g_01934	Prbc.g_01682
OG0000582	Syab.g_01929	Prbc.g_01685
OG0000583	Syab.g_01928	Prbc.g_01686
OG0000584	Syab.g_01927	Prbc.g_01687
OG0000585	Syab.g_01924	Prbc.g_01689
OG0000586	Syab.g_01923	Prbc.g_01690
OG0000587	Syab.g_01921	Prbc.g_01691
OG0000588	Syab.g_01910	Prbc.g_01695
OG0000589	Syab.g_01899	Prbc.g_01698
OG0000590	Syab.g_01898	Prbc.g_01699
OG0000591	Syab.g_01892	Prbc.g_01702
OG0000592	Syab.g_01891	Prbc.g_01703
OG0000593	Syab.g_01877	Prbc.g_01709
OG0000594	Syab.g_01876	Prbc.g_01710
OG0000595	Syab.g_01875	Prbc.g_01711
OG0000596	Syab.g_01871	Prbc.g_01715
OG0000597	Syab.g_01868	Prbc.g_01717
OG0000598	Syab.g_01867	Prbc.g_01718
OG0000599	Syab.g_01860	Prbc.g_01721
OG0000600	Syab.g_01859	Prbc.g_01722
OG0000601	Syab.g_01858	Prbc.g_01723
OG0000602	Syab.g_01853	Prbc.g_01725
OG0000603	Syab.g_01852	Prbc.g_01726
OG0000604	Syab.g_01850	Prbc.g_01727
OG0000605	Syab.g_01758	Prbc.g_01728
OG0000606	Syab.g_01529	Prbc.g_01731
OG0000607	Syab.g_01533	Prbc.g_01734
OG0000608	Syab.g_01534	Prbc.g_01735
OG0000609	Syab.g_01536	Prbc.g_01736
OG0000610	Syab.g_01555	Prbc.g_01742
OG0000611	Syab.g_01558	Prbc.g_01745
OG0000612	Syab.g_01559	Prbc.g_01746
OG0000613	Syab.g_00228	Prbc.g_01752
OG0000614	Syab.g_01179	Prbc.g_01775
OG0000615	Syab.g_01605	Prbc.g_01782
OG0000616	Syab.g_02897	Prbc.g_01055
OG0000617	Syab.g_01274	Prbc.g_01793
OG0000618	Syab.g_01275	Prbc.g_01794
OG0000619	Syab.g_01662	Prbc.g_01795
OG0000620	Syab.g_01668	Prbc.g_01798
OG0000621	Syab.g_01669	Prbc.g_01799
OG0000622	Syab.g_01670	Prbc.g_01800
OG0000623	Syab.g_01671	Prbc.g_01801
OG0000624	Syab.g_01673	Prbc.g_01803
OG0000625	Syab.g_01674	Prbc.g_01804
OG0000626	Syab.g_01675	Prbc.g_01805
OG0000627	Syab.g_01438	Prbc.g_01807
OG0000628	Syab.g_01437	Prbc.g_01808
OG0000629	Syab.g_01434	Prbc.g_01809
OG0000630	Syab.g_01430	Prbc.g_01812
OG0000631	Syab.g_01421	Prbc.g_02007
OG0000632	Syab.g_01420	Prbc.g_02008
OG0000633	Syab.g_01419	Prbc.g_02009
OG0000634	Syab.g_01651	Prbc.g_01854
OG0000635	Syab.g_01656	Prbc.g_01855
OG0000636	Syab.g_01658	Prbc.g_01857
OG0000637	Syab.g_01660	Prbc.g_01859
OG0000638	Syab.g_01661	Prbc.g_01860
OG0000639	Syab.g_01276	Prbc.g_01861
OG0000640	Syab.g_01277	Prbc.g_01862
OG0000641	Syab.g_01281	Prbc.g_01866
OG0000642	Syab.g_01282	Prbc.g_01867
OG0000643	Syab.g_01283	Prbc.g_01868
OG0000644	Syab.g_01284	Prbc.g_01869
OG0000645	Syab.g_01286	Prbc.g_01870
OG0000646	Syab.g_01289	Prbc.g_01873
OG0000647	Syab.g_01291	Prbc.g_01875
OG0000648	Syab.g_01684	Prbc.g_01877
OG0000649	Syab.g_01685	Prbc.g_01878
OG0000650	Syab.g_01686	Prbc.g_01879
OG0000651	Syab.g_01687	Prbc.g_01880
OG0000652	Syab.g_01688	Prbc.g_01881
OG0000653	Syab.g_01690	Prbc.g_01883
OG0000654	Syab.g_01691	Prbc.g_01884
OG0000655	Syab.g_01692	Prbc.g_01885
OG0000656	Syab.g_01695	Prbc.g_01888
OG0000657	Syab.g_01706	Prbc.g_01895
OG0000658	Syab.g_01710	Prbc.g_01897
OG0000659	Syab.g_01711	Prbc.g_01898
OG0000660	Syab.g_01715	Prbc.g_01903
OG0000661	Syab.g_01717	Prbc.g_01905
OG0000662	Syab.g_01719	Prbc.g_01907
OG0000663	Syab.g_01722	Prbc.g_01909
OG0000664	Syab.g_01723	Prbc.g_01910
OG0000665	Syab.g_01829	Prbc.g_01914
OG0000666	Syab.g_01842	Prbc.g_01915
OG0000667	Syab.g_01548	Prbc.g_01919
OG0000668	Syab.g_01319	Prbc.g_01959
OG0000669	Syab.g_01642	Prbc.g_01967
OG0000670	Syab.g_02156	Prbc.g_01970
OG0000671	Syab.g_01638	Prbc.g_01972
OG0000672	Syab.g_01635	Prbc.g_01975
OG0000673	Syab.g_01632	Prbc.g_01978
OG0000674	Syab.g_01630	Prbc.g_01980
OG0000675	Syab.g_01629	Prbc.g_01981
OG0000676	Syab.g_01620	Prbc.g_01983
OG0000677	Syab.g_01619	Prbc.g_01984
OG0000678	Syab.g_01613	Prbc.g_01987
OG0000679	Syab.g_01601	Prbc.g_01991
OG0000680	Syab.g_01600	Prbc.g_01992
OG0000681	Syab.g_01597	Prbc.g_01995
OG0000682	Syab.g_01596	Prbc.g_01996
OG0000683	Syab.g_01595	Prbc.g_01997
OG0000684	Syab.g_01591	Prbc.g_01837
OG0000685	Syab.g_01589	Prbc.g_01839
OG0000686	Syab.g_01588	Prbc.g_01840
OG0000687	Syab.g_01586	Prbc.g_01841
OG0000688	Syab.g_01576	Prbc.g_01844
OG0000689	Syab.g_01574	Prbc.g_01845
OG0000690	Syab.g_01573	Prbc.g_01846
OG0000691	Syab.g_01572	Prbc.g_01847
OG0000692	Syab.g_01571	Prbc.g_01849
OG0000693	Syab.g_01569	Prbc.g_01850
OG0000694	Syab.g_01568	Prbc.g_01851
OG0000695	Syab.g_01417	Prbc.g_02011
OG0000696	Syab.g_01416	Prbc.g_02012
OG0000697	Syab.g_01415	Prbc.g_02013
OG0000698	Syab.g_01412	Prbc.g_02016
OG0000699	Syab.g_01411	Prbc.g_02017
OG0000700	Syab.g_01410	Prbc.g_02018
OG0000701	Syab.g_01409	Prbc.g_02019
OG0000702	Syab.g_01401	Prbc.g_02021
OG0000703	Syab.g_01400	Prbc.g_02022
OG0000704	Syab.g_01398	Prbc.g_02023
OG0000705	Syab.g_01391	Prbc.g_02029
OG0000706	Syab.g_01390	Prbc.g_02030
OG0000707	Syab.g_01389	Prbc.g_02031
OG0000708	Syab.g_01386	Prbc.g_02033
OG0000709	Syab.g_01378	Prbc.g_02037
OG0000710	Syab.g_01367	Prbc.g_02040
OG0000711	Syab.g_01340	Prbc.g_02055
OG0000712	Syab.g_01338	Prbc.g_02057
OG0000713	Syab.g_01337	Prbc.g_02058
OG0000714	Syab.g_01334	Prbc.g_02059
OG0000715	Syab.g_01332	Prbc.g_02061
OG0000716	Syab.g_01328	Prbc.g_02062
OG0000717	Syab.g_01327	Prbc.g_02063
OG0000718	Syab.g_01323	Prbc.g_02079
OG0000719	Syab.g_01321	Prbc.g_02080
OG0000720	Syab.g_01307	Prbc.g_02091
OG0000721	Syab.g_01305	Prbc.g_02092
OG0000722	Syab.g_01304	Prbc.g_02093
OG0000723	Syab.g_01678	Prbc.g_02097
OG0000724	Syab.g_01223	Prbc.g_02108
OG0000725	Syab.g_01207	Prbc.g_01934
OG0000726	Syab.g_01206	Prbc.g_01933
OG0000727	Syab.g_01205	Prbc.g_01932
OG0000728	Syab.g_01203	Prbc.g_01930
OG0000729	Syab.g_00097	Prbc.g_00201
OG0000730	Syab.g_00521	Prbc.g_01244
OG0000731	Syab.g_00531	Prbc.g_01252
OG0000732	Syab.g_00055	Prbc.g_00987
OG0000733	Syab.g_02798	Prbc.g_00897
OG0000734	Syab.g_02508	Prbc.g_01462
OG0000735	Syab.g_00942	Prbc.g_01460
OG0000736	Syab.g_00943	Prbc.g_01459
OG0000737	Syab.g_00944	Prbc.g_01458
OG0000738	Syab.g_00949	Prbc.g_01454
OG0000739	Syab.g_00961	Prbc.g_01453
OG0000740	Syab.g_00962	Prbc.g_01452
OG0000741	Syab.g_00965	Prbc.g_01450
OG0000742	Syab.g_00968	Prbc.g_01447
OG0000743	Syab.g_00970	Prbc.g_01445
OG0000744	Syab.g_00971	Prbc.g_01444
OG0000745	Syab.g_00973	Prbc.g_01442
OG0000746	Syab.g_00975	Prbc.g_01440
OG0000747	Syab.g_00976	Prbc.g_01439
OG0000748	Syab.g_00991	Prbc.g_01435
OG0000749	Syab.g_00992	Prbc.g_01434
OG0000750	Syab.g_00993	Prbc.g_01433
OG0000751	Syab.g_01002	Prbc.g_01430
OG0000752	Syab.g_01004	Prbc.g_01428
OG0000753	Syab.g_01007	Prbc.g_01426
OG0000754	Syab.g_01012	Prbc.g_01422
OG0000755	Syab.g_01021	Prbc.g_01418
OG0000756	Syab.g_01022	Prbc.g_01417
OG0000757	Syab.g_01029	Prbc.g_01410
OG0000758	Syab.g_01030	Prbc.g_01409
OG0000759	Syab.g_01031	Prbc.g_01408
OG0000760	Syab.g_01032	Prbc.g_01407
OG0000761	Syab.g_01034	Prbc.g_01406
OG0000762	Syab.g_01036	Prbc.g_01405
OG0000763	Syab.g_01038	Prbc.g_01403
OG0000764	Syab.g_01039	Prbc.g_01402
OG0000765	Syab.g_01154	Prbc.g_01394
OG0000766	Syab.g_01153	Prbc.g_01393
OG0000767	Syab.g_01151	Prbc.g_01392
OG0000768	Syab.g_01150	Prbc.g_01391
OG0000769	Syab.g_01148	Prbc.g_01389
OG0000770	Syab.g_01145	Prbc.g_01388
OG0000771	Syab.g_01229	Prbc.g_02103
OG0000772	Syab.g_00957	Prbc.g_01320
OG0000773	Syab.g_00931	Prbc.g_00557
OG0000774	Syab.g_00924	Prbc.g_00560
OG0000775	Syab.g_00922	Prbc.g_00561
OG0000776	Syab.g_00921	Prbc.g_00562
OG0000777	Syab.g_00920	Prbc.g_00563
OG0000778	Syab.g_00919	Prbc.g_00564
OG0000779	Syab.g_00913	Prbc.g_00568
OG0000780	Syab.g_00908	Prbc.g_00569
OG0000781	Syab.g_00904	Prbc.g_00571
OG0000782	Syab.g_00903	Prbc.g_00572
OG0000783	Syab.g_00902	Prbc.g_00573
OG0000784	Syab.g_00901	Prbc.g_00574
OG0000785	Syab.g_00899	Prbc.g_00576
OG0000786	Syab.g_00895	Prbc.g_00579
OG0000787	Syab.g_00894	Prbc.g_00580
OG0000788	Syab.g_01857	Prbc.g_01820
OG0000789	Syab.g_01835	Prbc.g_02100
OG0000790	Syab.g_02082	Prbc.g_00662
OG0000791	Syab.g_02080	Prbc.g_00664
OG0000792	Syab.g_02079	Prbc.g_00665
OG0000793	Syab.g_02074	Prbc.g_00668
OG0000794	Syab.g_02073	Prbc.g_00669
OG0000795	Syab.g_02072	Prbc.g_00670
OG0000796	Syab.g_02068	Prbc.g_00674
OG0000797	Syab.g_02067	Prbc.g_00675
OG0000799	Syab.g_00826	Prbc.g_00690
OG0000800	Syab.g_00821	Prbc.g_00691
OG0000801	Syab.g_00820	Prbc.g_00692
OG0000802	Syab.g_00816	Prbc.g_00694
OG0000803	Syab.g_00806	Prbc.g_00696
OG0000804	Syab.g_00802	Prbc.g_00697
OG0000805	Syab.g_00792	Prbc.g_00699
OG0000806	Syab.g_00790	Prbc.g_00701
OG0000807	Syab.g_00788	Prbc.g_00702
OG0000808	Syab.g_00783	Prbc.g_00703
OG0000809	Syab.g_00780	Prbc.g_00707
OG0000810	Syab.g_00779	Prbc.g_00708
OG0000811	Syab.g_00770	Prbc.g_00712
OG0000812	Syab.g_00768	Prbc.g_00714
OG0000813	Syab.g_00767	Prbc.g_00715
OG0000814	Syab.g_00765	Prbc.g_00717
OG0000815	Syab.g_00760	Prbc.g_00718
OG0000816	Syab.g_00758	Prbc.g_00720
OG0000817	Syab.g_00757	Prbc.g_00721
OG0000818	Syab.g_00751	Prbc.g_00725
OG0000819	Syab.g_00750	Prbc.g_00726
OG0000820	Syab.g_00749	Prbc.g_00727
OG0000821	Syab.g_00743	Prbc.g_00730
OG0000822	Syab.g_00741	Prbc.g_00731
OG0000823	Syab.g_00740	Prbc.g_00732
OG0000824	Syab.g_00735	Prbc.g_00735
OG0000825	Syab.g_00734	Prbc.g_00736
OG0000826	Syab.g_00733	Prbc.g_00737
OG0000827	Syab.g_00732	Prbc.g_00738
OG0000828	Syab.g_00729	Prbc.g_00741
OG0000829	Syab.g_00728	Prbc.g_00742
OG0000830	Syab.g_00727	Prbc.g_00743
OG0000831	Syab.g_00725	Prbc.g_00745
OG0000832	Syab.g_02169	Prbc.g_00755
OG0000833	Syab.g_02178	Prbc.g_00763
OG0000834	Syab.g_02181	Prbc.g_00764
OG0000835	Syab.g_02182	Prbc.g_00765
OG0000836	Syab.g_02185	Prbc.g_00766
OG0000837	Syab.g_02186	Prbc.g_00767
OG0000838	Syab.g_02190	Prbc.g_00769
OG0000839	Syab.g_02191	Prbc.g_00770
OG0000840	Syab.g_02192	Prbc.g_00771
OG0000841	Syab.g_02193	Prbc.g_00772
OG0000842	Syab.g_02194	Prbc.g_00773
OG0000843	Syab.g_02195	Prbc.g_00774
OG0000844	Syab.g_02197	Prbc.g_00775
OG0000845	Syab.g_02198	Prbc.g_00776
OG0000846	Syab.g_02199	Prbc.g_00777
OG0000847	Syab.g_02200	Prbc.g_00778
OG0000848	Syab.g_02202	Prbc.g_00779
OG0000849	Syab.g_02203	Prbc.g_00780
OG0000850	Syab.g_02212	Prbc.g_00782
OG0000851	Syab.g_02226	Prbc.g_00783
OG0000852	Syab.g_02227	Prbc.g_00784
OG0000853	Syab.g_02233	Prbc.g_00789
OG0000854	Syab.g_02235	Prbc.g_00791
OG0000855	Syab.g_02236	Prbc.g_00792
OG0000856	Syab.g_01889	Prbc.g_00677
OG0000857	Syab.g_01290	Prbc.g_01874
OG0000858	Syab.g_02244	Prbc.g_00827
OG0000859	Syab.g_02245	Prbc.g_00828
OG0000860	Syab.g_02258	Prbc.g_00834
OG0000861	Syab.g_02259	Prbc.g_00835
OG0000862	Syab.g_02261	Prbc.g_00836
OG0000863	Syab.g_02265	Prbc.g_00837
OG0000864	Syab.g_02266	Prbc.g_00838
OG0000865	Syab.g_02267	Prbc.g_00839
OG0000866	Syab.g_02268	Prbc.g_00840
OG0000867	Syab.g_02269	Prbc.g_00841
OG0000868	Syab.g_02287	Prbc.g_00842
OG0000869	Syab.g_02292	Prbc.g_00845
OG0000870	Syab.g_02297	Prbc.g_00850
OG0000871	Syab.g_02298	Prbc.g_00851
OG0000872	Syab.g_02305	Prbc.g_00852
OG0000873	Syab.g_02308	Prbc.g_00855
OG0000874	Syab.g_02311	Prbc.g_00858
OG0000875	Syab.g_02313	Prbc.g_00860
OG0000876	Syab.g_02315	Prbc.g_00861
OG0000877	Syab.g_02317	Prbc.g_00863
OG0000878	Syab.g_02318	Prbc.g_00864
OG0000879	Syab.g_02319	Prbc.g_00865
OG0000880	Syab.g_02320	Prbc.g_00866
OG0000881	Syab.g_02325	Prbc.g_00869
OG0000882	Syab.g_02330	Prbc.g_00874
OG0000883	Syab.g_02332	Prbc.g_00876
OG0000884	Syab.g_02334	Prbc.g_00878
OG0000885	Syab.g_02335	Prbc.g_00879
OG0000886	Syab.g_02336	Prbc.g_00880
OG0000887	Syab.g_02338	Prbc.g_00881
OG0000888	Syab.g_02340	Prbc.g_00883
OG0000889	Syab.g_02342	Prbc.g_00885
OG0000890	Syab.g_02348	Prbc.g_00886
OG0000891	Syab.g_02349	Prbc.g_00887
OG0000892	Syab.g_02353	Prbc.g_00889
OG0000893	Syab.g_00366	Prbc.g_00933
OG0000894	Syab.g_00369	Prbc.g_00936
OG0000895	Syab.g_00373	Prbc.g_00939
OG0000896	Syab.g_00374	Prbc.g_00940
OG0000897	Syab.g_00376	Prbc.g_00942
OG0000898	Syab.g_00377	Prbc.g_00943
OG0000899	Syab.g_00378	Prbc.g_00944
OG0000900	Syab.g_00379	Prbc.g_00945
OG0000901	Syab.g_00384	Prbc.g_00948
OG0000902	Syab.g_00386	Prbc.g_00950
OG0000903	Syab.g_00399	Prbc.g_00960
OG0000904	Syab.g_00395	Prbc.g_00955
OG0000905	Syab.g_00390	Prbc.g_00952
OG0000906	Syab.g_00388	Prbc.g_00951
OG0000907	Syab.g_00401	Prbc.g_00327
OG0000908	Syab.g_00404	Prbc.g_00324
OG0000909	Syab.g_00405	Prbc.g_00323
OG0000910	Syab.g_00406	Prbc.g_00322
OG0000911	Syab.g_00408	Prbc.g_00320
OG0000912	Syab.g_00409	Prbc.g_00319
OG0000913	Syab.g_00410	Prbc.g_00318
OG0000914	Syab.g_00411	Prbc.g_00317
OG0000915	Syab.g_00412	Prbc.g_00316
OG0000916	Syab.g_00413	Prbc.g_00315
OG0000917	Syab.g_00414	Prbc.g_00314
OG0000918	Syab.g_00415	Prbc.g_00313
OG0000919	Syab.g_00416	Prbc.g_00312
OG0000920	Syab.g_00417	Prbc.g_00311
OG0000921	Syab.g_00418	Prbc.g_00310
OG0000922	Syab.g_00419	Prbc.g_00309
OG0000923	Syab.g_00423	Prbc.g_00305
OG0000924	Syab.g_00424	Prbc.g_00304
OG0000925	Syab.g_00425	Prbc.g_00303
OG0000926	Syab.g_00426	Prbc.g_00302
OG0000927	Syab.g_00428	Prbc.g_00300
OG0000928	Syab.g_00429	Prbc.g_00299
OG0000929	Syab.g_00430	Prbc.g_00298
OG0000930	Syab.g_00431	Prbc.g_00297
OG0000931	Syab.g_00432	Prbc.g_00296
OG0000932	Syab.g_00433	Prbc.g_00295
OG0000933	Syab.g_00439	Prbc.g_00291
OG0000934	Syab.g_00441	Prbc.g_00289
OG0000935	Syab.g_00442	Prbc.g_00288
OG0000936	Syab.g_00443	Prbc.g_00287
OG0000937	Syab.g_00444	Prbc.g_00286
OG0000938	Syab.g_00447	Prbc.g_00283
OG0000939	Syab.g_00448	Prbc.g_00282
OG0000940	Syab.g_00456	Prbc.g_00275
OG0000941	Syab.g_00458	Prbc.g_00273
OG0000942	Syab.g_00460	Prbc.g_00271
OG0000943	Syab.g_00461	Prbc.g_00270
OG0000944	Syab.g_00463	Prbc.g_00268
OG0000945	Syab.g_00466	Prbc.g_00267
OG0000946	Syab.g_00473	Prbc.g_00248
OG0000947	Syab.g_00476	Prbc.g_00246
OG0000948	Syab.g_00477	Prbc.g_00245
OG0000949	Syab.g_00212	Prbc.g_00242
OG0000950	Syab.g_00204	Prbc.g_00237
OG0000951	Syab.g_00199	Prbc.g_00233
OG0000952	Syab.g_00191	Prbc.g_00229
OG0000953	Syab.g_00134	Prbc.g_00225
OG0000954	Syab.g_00129	Prbc.g_00221
OG0000955	Syab.g_00128	Prbc.g_00220
OG0000956	Syab.g_00126	Prbc.g_00218
OG0000957	Syab.g_00115	Prbc.g_00213
OG0000958	Syab.g_00114	Prbc.g_00212
OG0000959	Syab.g_00110	Prbc.g_00208
OG0000960	Syab.g_00109	Prbc.g_00207
OG0000961	Syab.g_00100	Prbc.g_00204
OG0000962	Syab.g_00098	Prbc.g_00202
OG0000963	Syab.g_00093	Prbc.g_00197
OG0000964	Syab.g_00092	Prbc.g_00196
OG0000965	Syab.g_00091	Prbc.g_00195
OG0000966	Syab.g_00082	Prbc.g_00965
OG0000967	Syab.g_00078	Prbc.g_00969
OG0000968	Syab.g_00075	Prbc.g_00971
OG0000969	Syab.g_00073	Prbc.g_00972
OG0000970	Syab.g_00072	Prbc.g_00973
OG0000971	Syab.g_00070	Prbc.g_00974
OG0000972	Syab.g_00069	Prbc.g_00975
OG0000973	Syab.g_00068	Prbc.g_00976
OG0000974	Syab.g_00067	Prbc.g_00977
OG0000975	Syab.g_00066	Prbc.g_00978
OG0000976	Syab.g_00065	Prbc.g_00979
OG0000977	Syab.g_00063	Prbc.g_00980
OG0000978	Syab.g_00062	Prbc.g_00981
OG0000979	Syab.g_00059	Prbc.g_00984
OG0000980	Syab.g_00056	Prbc.g_00986
OG0000981	Syab.g_00053	Prbc.g_00989
OG0000982	Syab.g_02756	Prbc.g_00991
OG0000983	Syab.g_02757	Prbc.g_00992
OG0000984	Syab.g_02758	Prbc.g_00993
OG0000985	Syab.g_02762	Prbc.g_00996
OG0000986	Syab.g_02764	Prbc.g_00998
OG0000987	Syab.g_02768	Prbc.g_00999
OG0000988	Syab.g_02774	Prbc.g_01002
OG0000989	Syab.g_02792	Prbc.g_01006
OG0000990	Syab.g_02811	Prbc.g_01011
OG0000991	Syab.g_02818	Prbc.g_01012
OG0000992	Syab.g_02821	Prbc.g_01015
OG0000993	Syab.g_02822	Prbc.g_01016
OG0000994	Syab.g_02826	Prbc.g_01017
OG0000995	Syab.g_02835	Prbc.g_01021
OG0000996	Syab.g_02866	Prbc.g_01022
OG0000997	Syab.g_02875	Prbc.g_01043
OG0000998	Syab.g_02877	Prbc.g_01045
OG0000999	Syab.g_02878	Prbc.g_01046
OG0001000	Syab.g_02881	Prbc.g_01049
OG0001001	Syab.g_02888	Prbc.g_01052
OG0001002	Syab.g_02900	Prbc.g_01057
OG0001003	Syab.g_02902	Prbc.g_01060
OG0001004	Syab.g_02903	Prbc.g_01061
OG0001005	Syab.g_02905	Prbc.g_01062
OG0001006	Syab.g_02912	Prbc.g_01067
OG0001007	Syab.g_02914	Prbc.g_01069
OG0001008	Syab.g_00584	Prbc.g_01498
OG0001009	Syab.g_00033	Prbc.g_01097
OG0001010	Syab.g_00034	Prbc.g_01098
OG0001011	Syab.g_00035	Prbc.g_01099
OG0001012	Syab.g_02752	Prbc.g_01121
OG0001013	Syab.g_02716	Prbc.g_01126
OG0001014	Syab.g_02712	Prbc.g_01129
OG0001015	Syab.g_02711	Prbc.g_01130
OG0001016	Syab.g_02439	Prbc.g_00500
OG0001017	Syab.g_02445	Prbc.g_00496
OG0001018	Syab.g_02447	Prbc.g_00493
OG0001019	Syab.g_02469	Prbc.g_00484
OG0001020	Syab.g_02477	Prbc.g_00483
OG0001021	Syab.g_02481	Prbc.g_00482
OG0001022	Syab.g_02485	Prbc.g_00479
OG0001023	Syab.g_02486	Prbc.g_00478
OG0001024	Syab.g_02490	Prbc.g_00475
OG0001025	Syab.g_02497	Prbc.g_00468
OG0001026	Syab.g_02510	Prbc.g_00460
OG0001027	Syab.g_02515	Prbc.g_00459
OG0001028	Syab.g_02517	Prbc.g_00457
OG0001029	Syab.g_02519	Prbc.g_00455
OG0001030	Syab.g_02540	Prbc.g_00439
OG0001031	Syab.g_02615	Prbc.g_00385
OG0001032	Syab.g_02617	Prbc.g_00384
OG0001033	Syab.g_02675	Prbc.g_00364
OG0001034	Syab.g_02370	Prbc.g_00334
OG0001035	Syab.g_00335	Prbc.g_01150
OG0001036	Syab.g_00327	Prbc.g_01154
OG0001037	Syab.g_00325	Prbc.g_01155
OG0001038	Syab.g_00297	Prbc.g_01171
OG0001039	Syab.g_00294	Prbc.g_01173
OG0001040	Syab.g_00291	Prbc.g_01176
OG0001041	Syab.g_00286	Prbc.g_01180
OG0001042	Syab.g_00254	Prbc.g_01196
OG0001043	Syab.g_00250	Prbc.g_01197
OG0001044	Syab.g_00522	Prbc.g_01245
OG0001045	Syab.g_00534	Prbc.g_01254
OG0001046	Syab.g_01352	Prbc.g_02168
OG0001047	Syab.g_00586	Prbc.g_01500
OG0001048	Syab.g_00587	Prbc.g_01501
OG0001049	Syab.g_00590	Prbc.g_01503
OG0001050	Syab.g_00591	Prbc.g_01504
OG0001051	Syab.g_00592	Prbc.g_01505
OG0001052	Syab.g_00693	Prbc.g_01531
OG0001053	Syab.g_02099	Prbc.g_01543
OG0001054	Syab.g_02118	Prbc.g_01557
OG0001055	Syab.g_02139	Prbc.g_01597
OG0001056	Syab.g_02036	Prbc.g_01615
OG0001057	Syab.g_00882	Prbc.g_01620
OG0001058	Syab.g_02014	Prbc.g_01629
OG0001059	Syab.g_02010	Prbc.g_01633
OG0001060	Syab.g_02003	Prbc.g_01640
OG0001061	Syab.g_01985	Prbc.g_01653
OG0001062	Syab.g_01983	Prbc.g_01655
OG0001063	Syab.g_01979	Prbc.g_01656
OG0001064	Syab.g_01978	Prbc.g_01657
OG0001065	Syab.g_01976	Prbc.g_01658
OG0001066	Syab.g_01975	Prbc.g_01659
OG0001067	Syab.g_01974	Prbc.g_01660
OG0001068	Syab.g_01973	Prbc.g_01661
OG0001069	Syab.g_01972	Prbc.g_01662
OG0001070	Syab.g_01968	Prbc.g_01664
OG0001071	Syab.g_01967	Prbc.g_01665
OG0001072	Syab.g_01962	Prbc.g_01666
OG0001073	Syab.g_01947	Prbc.g_01680
OG0001074	Syab.g_01815	Prbc.g_01692
OG0001075	Syab.g_01919	Prbc.g_01693
OG0001076	Syab.g_01897	Prbc.g_01700
OG0001077	Syab.g_01887	Prbc.g_01705
OG0001079	Syab.g_01856	Prbc.g_01724
OG0001080	Syab.g_01756	Prbc.g_01730
OG0001081	Syab.g_01530	Prbc.g_01732
OG0001082	Syab.g_01531	Prbc.g_01733
OG0001083	Syab.g_01540	Prbc.g_01738
OG0001084	Syab.g_01543	Prbc.g_01739
OG0001085	Syab.g_01563	Prbc.g_01749
OG0001086	Syab.g_01565	Prbc.g_01750
OG0001087	Syab.g_01167	Prbc.g_01770
OG0001088	Syab.g_01170	Prbc.g_01771
OG0001089	Syab.g_01198	Prbc.g_01779
OG0001090	Syab.g_01267	Prbc.g_01788
OG0001091	Syab.g_01270	Prbc.g_01790
OG0001092	Syab.g_01272	Prbc.g_01791
OG0001093	Syab.g_01664	Prbc.g_01796
OG0001094	Syab.g_01567	Prbc.g_01852
OG0001095	Syab.g_01287	Prbc.g_01871
OG0001096	Syab.g_01693	Prbc.g_01886
OG0001097	Syab.g_01718	Prbc.g_01906
OG0001098	Syab.g_01497	Prbc.g_01923
OG0001099	Syab.g_02518	Prbc.g_01962
OG0001100	Syab.g_01640	Prbc.g_01969
OG0001101	Syab.g_01639	Prbc.g_01971
OG0001102	Syab.g_01636	Prbc.g_01974
OG0001103	Syab.g_01634	Prbc.g_01976
OG0001104	Syab.g_01590	Prbc.g_01838
OG0001105	Syab.g_01585	Prbc.g_01842
OG0001106	Syab.g_01397	Prbc.g_02024
OG0001107	Syab.g_01385	Prbc.g_02034
OG0001108	Syab.g_01377	Prbc.g_02038
OG0001109	Syab.g_01368	Prbc.g_02039
OG0001110	Syab.g_01366	Prbc.g_02041
OG0001111	Syab.g_01364	Prbc.g_02042
OG0001112	Syab.g_01362	Prbc.g_02043
OG0001113	Syab.g_01593	Prbc.g_02044
