Orthogroup	Syab	Prbi
OG0000561	Syab.g_02008	Prbi.g_00558
OG0000562	Syab.g_02007	Prbi.g_00559
OG0000563	Syab.g_02006	Prbi.g_00560
OG0000564	Syab.g_02005	Prbi.g_00561
OG0000565	Syab.g_02001	Prbi.g_00564
OG0000566	Syab.g_01997	Prbi.g_00566
OG0000567	Syab.g_01993	Prbi.g_00570
OG0000568	Syab.g_01991	Prbi.g_00571
OG0000569	Syab.g_01990	Prbi.g_00572
OG0000570	Syab.g_01989	Prbi.g_00573
OG0000571	Syab.g_01986	Prbi.g_00575
OG0000572	Syab.g_01969	Prbi.g_00588
OG0000573	Syab.g_01960	Prbi.g_00594
OG0000574	Syab.g_01959	Prbi.g_00595
OG0000575	Syab.g_01954	Prbi.g_00599
OG0000576	Syab.g_01952	Prbi.g_00601
OG0000577	Syab.g_01951	Prbi.g_00602
OG0000578	Syab.g_01950	Prbi.g_00603
OG0000579	Syab.g_01949	Prbi.g_00604
OG0000580	Syab.g_01948	Prbi.g_00605
OG0000581	Syab.g_01934	Prbi.g_00607
OG0000582	Syab.g_01929	Prbi.g_00610
OG0000583	Syab.g_01928	Prbi.g_00611
OG0000584	Syab.g_01927	Prbi.g_00612
OG0000585	Syab.g_01924	Prbi.g_00614
OG0000586	Syab.g_01923	Prbi.g_00615
OG0000587	Syab.g_01921	Prbi.g_00616
OG0000588	Syab.g_01910	Prbi.g_00620
OG0000589	Syab.g_01899	Prbi.g_00623
OG0000590	Syab.g_01898	Prbi.g_00624
OG0000591	Syab.g_01892	Prbi.g_00627
OG0000592	Syab.g_01891	Prbi.g_00628
OG0000593	Syab.g_01877	Prbi.g_00635
OG0000594	Syab.g_01876	Prbi.g_00636
OG0000595	Syab.g_01875	Prbi.g_00637
OG0000596	Syab.g_01871	Prbi.g_00641
OG0000597	Syab.g_01868	Prbi.g_00643
OG0000598	Syab.g_01867	Prbi.g_00644
OG0000599	Syab.g_01860	Prbi.g_00647
OG0000600	Syab.g_01859	Prbi.g_00648
OG0000601	Syab.g_01858	Prbi.g_00649
OG0000602	Syab.g_01853	Prbi.g_00651
OG0000603	Syab.g_01852	Prbi.g_00652
OG0000604	Syab.g_01850	Prbi.g_00653
OG0000605	Syab.g_01758	Prbi.g_00654
OG0000606	Syab.g_01529	Prbi.g_00657
OG0000607	Syab.g_01533	Prbi.g_00660
OG0000608	Syab.g_01534	Prbi.g_00661
OG0000609	Syab.g_01536	Prbi.g_00662
OG0000610	Syab.g_01555	Prbi.g_00667
OG0000611	Syab.g_01558	Prbi.g_00670
OG0000612	Syab.g_01559	Prbi.g_00671
OG0000613	Syab.g_00228	Prbi.g_00676
OG0000614	Syab.g_01179	Prbi.g_00695
OG0000615	Syab.g_01605	Prbi.g_00704
OG0000616	Syab.g_02897	Prbi.g_00708
OG0000617	Syab.g_01274	Prbi.g_00751
OG0000618	Syab.g_01275	Prbi.g_00752
OG0000619	Syab.g_01662	Prbi.g_00753
OG0000620	Syab.g_01668	Prbi.g_00756
OG0000621	Syab.g_01669	Prbi.g_00757
OG0000622	Syab.g_01670	Prbi.g_00758
OG0000623	Syab.g_01671	Prbi.g_00759
OG0000624	Syab.g_01673	Prbi.g_00760
OG0000625	Syab.g_01674	Prbi.g_00761
OG0000626	Syab.g_01675	Prbi.g_00762
OG0000627	Syab.g_01438	Prbi.g_00763
OG0000628	Syab.g_01437	Prbi.g_00764
OG0000629	Syab.g_01434	Prbi.g_00765
OG0000630	Syab.g_01430	Prbi.g_00768
OG0000631	Syab.g_01421	Prbi.g_00838
OG0000632	Syab.g_01420	Prbi.g_00839
OG0000633	Syab.g_01419	Prbi.g_00840
OG0000634	Syab.g_01651	Prbi.g_00843
OG0000635	Syab.g_01656	Prbi.g_00844
OG0000636	Syab.g_01658	Prbi.g_00846
OG0000637	Syab.g_01660	Prbi.g_00848
OG0000638	Syab.g_01661	Prbi.g_00849
OG0000639	Syab.g_01276	Prbi.g_00850
OG0000640	Syab.g_01277	Prbi.g_00851
OG0000641	Syab.g_01281	Prbi.g_00855
OG0000642	Syab.g_01282	Prbi.g_00856
OG0000643	Syab.g_01283	Prbi.g_00857
OG0000644	Syab.g_01284	Prbi.g_00858
OG0000645	Syab.g_01286	Prbi.g_00859
OG0000646	Syab.g_01289	Prbi.g_00861
OG0000647	Syab.g_01291	Prbi.g_00862
OG0000648	Syab.g_01684	Prbi.g_00864
OG0000649	Syab.g_01685	Prbi.g_00865
OG0000650	Syab.g_01686	Prbi.g_00866
OG0000651	Syab.g_01687	Prbi.g_00867
OG0000652	Syab.g_01688	Prbi.g_00868
OG0000653	Syab.g_01690	Prbi.g_00870
OG0000654	Syab.g_01691	Prbi.g_00871
OG0000655	Syab.g_01692	Prbi.g_00872
OG0000656	Syab.g_01695	Prbi.g_00875
OG0000657	Syab.g_01706	Prbi.g_00883
OG0000658	Syab.g_01710	Prbi.g_00884
OG0000659	Syab.g_01711	Prbi.g_00885
OG0000660	Syab.g_01715	Prbi.g_00889
OG0000661	Syab.g_01717	Prbi.g_00891
OG0000662	Syab.g_01719	Prbi.g_00893
OG0000663	Syab.g_01722	Prbi.g_00895
OG0000664	Syab.g_01723	Prbi.g_00896
OG0000665	Syab.g_01829	Prbi.g_00900
OG0000666	Syab.g_01842	Prbi.g_00901
OG0000667	Syab.g_01548	Prbi.g_00905
OG0000668	Syab.g_01319	Prbi.g_00934
OG0000669	Syab.g_01642	Prbi.g_00942
OG0000670	Syab.g_02156	Prbi.g_00944
OG0000671	Syab.g_01638	Prbi.g_00946
OG0000672	Syab.g_01635	Prbi.g_00949
OG0000673	Syab.g_01632	Prbi.g_00952
OG0000674	Syab.g_01630	Prbi.g_00954
OG0000675	Syab.g_01629	Prbi.g_00955
OG0000676	Syab.g_01620	Prbi.g_00957
OG0000677	Syab.g_01619	Prbi.g_00958
OG0000678	Syab.g_01613	Prbi.g_00960
OG0000679	Syab.g_01601	Prbi.g_00964
OG0000680	Syab.g_01600	Prbi.g_00965
OG0000681	Syab.g_01597	Prbi.g_00968
OG0000682	Syab.g_01596	Prbi.g_00969
OG0000683	Syab.g_01595	Prbi.g_00970
OG0000684	Syab.g_01591	Prbi.g_00971
OG0000685	Syab.g_01589	Prbi.g_00973
OG0000686	Syab.g_01588	Prbi.g_00974
OG0000687	Syab.g_01586	Prbi.g_00975
OG0000688	Syab.g_01576	Prbi.g_00978
OG0000689	Syab.g_01574	Prbi.g_00979
OG0000690	Syab.g_01573	Prbi.g_00980
OG0000691	Syab.g_01572	Prbi.g_00981
OG0000692	Syab.g_01571	Prbi.g_00983
OG0000693	Syab.g_01569	Prbi.g_00984
OG0000694	Syab.g_01568	Prbi.g_00985
OG0000695	Syab.g_01417	Prbi.g_00987
OG0000696	Syab.g_01416	Prbi.g_00988
OG0000697	Syab.g_01415	Prbi.g_00989
OG0000698	Syab.g_01412	Prbi.g_00992
OG0000699	Syab.g_01411	Prbi.g_00993
OG0000700	Syab.g_01410	Prbi.g_00994
OG0000701	Syab.g_01409	Prbi.g_00995
OG0000702	Syab.g_01401	Prbi.g_00997
OG0000703	Syab.g_01400	Prbi.g_00998
OG0000704	Syab.g_01398	Prbi.g_00999
OG0000705	Syab.g_01391	Prbi.g_01003
OG0000706	Syab.g_01390	Prbi.g_01004
OG0000707	Syab.g_01389	Prbi.g_01005
OG0000708	Syab.g_01386	Prbi.g_01006
OG0000709	Syab.g_01378	Prbi.g_01010
OG0000710	Syab.g_01367	Prbi.g_01013
OG0000711	Syab.g_01340	Prbi.g_01030
OG0000712	Syab.g_01338	Prbi.g_01032
OG0000713	Syab.g_01337	Prbi.g_01033
OG0000714	Syab.g_01334	Prbi.g_01034
OG0000715	Syab.g_01332	Prbi.g_01036
OG0000716	Syab.g_01328	Prbi.g_01038
OG0000717	Syab.g_01327	Prbi.g_01039
OG0000718	Syab.g_01323	Prbi.g_01055
OG0000719	Syab.g_01321	Prbi.g_01057
OG0000720	Syab.g_01307	Prbi.g_01066
OG0000721	Syab.g_01305	Prbi.g_01068
OG0000722	Syab.g_01304	Prbi.g_01069
OG0000723	Syab.g_01678	Prbi.g_01072
OG0000724	Syab.g_01223	Prbi.g_01081
OG0000725	Syab.g_01207	Prbi.g_01087
OG0000726	Syab.g_01206	Prbi.g_01088
OG0000727	Syab.g_01205	Prbi.g_01089
OG0000728	Syab.g_01203	Prbi.g_01091
OG0000729	Syab.g_00097	Prbi.g_01138
OG0000730	Syab.g_00521	Prbi.g_01142
OG0000731	Syab.g_00531	Prbi.g_01146
OG0000732	Syab.g_00055	Prbi.g_01155
OG0000733	Syab.g_02798	Prbi.g_01175
OG0000734	Syab.g_02508	Prbi.g_01192
OG0000735	Syab.g_00942	Prbi.g_01194
OG0000736	Syab.g_00943	Prbi.g_01195
OG0000737	Syab.g_00944	Prbi.g_01196
OG0000738	Syab.g_00949	Prbi.g_01200
OG0000739	Syab.g_00961	Prbi.g_01201
OG0000740	Syab.g_00962	Prbi.g_01202
OG0000741	Syab.g_00965	Prbi.g_01203
OG0000742	Syab.g_00968	Prbi.g_01206
OG0000743	Syab.g_00970	Prbi.g_01208
OG0000744	Syab.g_00971	Prbi.g_01209
OG0000745	Syab.g_00973	Prbi.g_01210
OG0000746	Syab.g_00975	Prbi.g_01212
OG0000747	Syab.g_00976	Prbi.g_01213
OG0000748	Syab.g_00991	Prbi.g_01216
OG0000749	Syab.g_00992	Prbi.g_01217
OG0000750	Syab.g_00993	Prbi.g_01218
OG0000751	Syab.g_01002	Prbi.g_01220
OG0000752	Syab.g_01004	Prbi.g_01222
OG0000753	Syab.g_01007	Prbi.g_01225
OG0000754	Syab.g_01012	Prbi.g_01228
OG0000755	Syab.g_01021	Prbi.g_01231
OG0000756	Syab.g_01022	Prbi.g_01232
OG0000757	Syab.g_01029	Prbi.g_01238
OG0000758	Syab.g_01030	Prbi.g_01239
OG0000759	Syab.g_01031	Prbi.g_01240
OG0000760	Syab.g_01032	Prbi.g_01241
OG0000761	Syab.g_01034	Prbi.g_01242
OG0000762	Syab.g_01036	Prbi.g_01243
OG0000763	Syab.g_01038	Prbi.g_01245
OG0000764	Syab.g_01039	Prbi.g_01246
OG0000765	Syab.g_01154	Prbi.g_01255
OG0000766	Syab.g_01153	Prbi.g_01256
OG0000767	Syab.g_01151	Prbi.g_01258
OG0000768	Syab.g_01150	Prbi.g_01259
OG0000769	Syab.g_01148	Prbi.g_01261
OG0000770	Syab.g_01145	Prbi.g_01263
OG0000771	Syab.g_01229	Prbi.g_01277
OG0000772	Syab.g_00957	Prbi.g_01363
OG0000773	Syab.g_00931	Prbi.g_01382
OG0000774	Syab.g_00924	Prbi.g_01384
OG0000775	Syab.g_00922	Prbi.g_01386
OG0000776	Syab.g_00921	Prbi.g_01387
OG0000777	Syab.g_00920	Prbi.g_01388
OG0000778	Syab.g_00919	Prbi.g_01389
OG0000779	Syab.g_00913	Prbi.g_01393
OG0000780	Syab.g_00908	Prbi.g_01394
OG0000781	Syab.g_00904	Prbi.g_01397
OG0000782	Syab.g_00903	Prbi.g_01398
OG0000783	Syab.g_00902	Prbi.g_01399
OG0000784	Syab.g_00901	Prbi.g_01400
OG0000785	Syab.g_00899	Prbi.g_01402
OG0000786	Syab.g_00895	Prbi.g_01404
OG0000787	Syab.g_00894	Prbi.g_01405
OG0000788	Syab.g_01857	Prbi.g_01426
OG0000789	Syab.g_01835	Prbi.g_01429
OG0000790	Syab.g_02082	Prbi.g_01444
OG0000791	Syab.g_02080	Prbi.g_01446
OG0000792	Syab.g_02079	Prbi.g_01447
OG0000793	Syab.g_02074	Prbi.g_01450
OG0000794	Syab.g_02073	Prbi.g_01451
OG0000795	Syab.g_02072	Prbi.g_01452
OG0000796	Syab.g_02068	Prbi.g_01456
OG0000797	Syab.g_02067	Prbi.g_01457
OG0000799	Syab.g_00826	Prbi.g_01571
OG0000800	Syab.g_00821	Prbi.g_01572
OG0000801	Syab.g_00820	Prbi.g_01573
OG0000802	Syab.g_00816	Prbi.g_01575
OG0000803	Syab.g_00806	Prbi.g_01577
OG0000804	Syab.g_00802	Prbi.g_01578
OG0000805	Syab.g_00792	Prbi.g_01580
OG0000806	Syab.g_00790	Prbi.g_01582
OG0000807	Syab.g_00788	Prbi.g_01583
OG0000808	Syab.g_00783	Prbi.g_01584
OG0000809	Syab.g_00780	Prbi.g_01587
OG0000810	Syab.g_00779	Prbi.g_01588
OG0000811	Syab.g_00770	Prbi.g_01594
OG0000812	Syab.g_00768	Prbi.g_01596
OG0000813	Syab.g_00767	Prbi.g_01597
OG0000814	Syab.g_00765	Prbi.g_01599
OG0000815	Syab.g_00760	Prbi.g_01600
OG0000816	Syab.g_00758	Prbi.g_01602
OG0000817	Syab.g_00757	Prbi.g_01603
OG0000818	Syab.g_00751	Prbi.g_01608
OG0000819	Syab.g_00750	Prbi.g_01609
OG0000820	Syab.g_00749	Prbi.g_01610
OG0000821	Syab.g_00743	Prbi.g_01613
OG0000822	Syab.g_00741	Prbi.g_01614
OG0000823	Syab.g_00740	Prbi.g_01615
OG0000824	Syab.g_00735	Prbi.g_01618
OG0000825	Syab.g_00734	Prbi.g_01619
OG0000826	Syab.g_00733	Prbi.g_01620
OG0000827	Syab.g_00732	Prbi.g_01621
OG0000828	Syab.g_00729	Prbi.g_01624
OG0000829	Syab.g_00728	Prbi.g_01625
OG0000830	Syab.g_00727	Prbi.g_01626
OG0000831	Syab.g_00725	Prbi.g_01628
OG0000832	Syab.g_02169	Prbi.g_01634
OG0000833	Syab.g_02178	Prbi.g_01642
OG0000834	Syab.g_02181	Prbi.g_01643
OG0000835	Syab.g_02182	Prbi.g_01644
OG0000836	Syab.g_02185	Prbi.g_01645
OG0000837	Syab.g_02186	Prbi.g_01646
OG0000838	Syab.g_02190	Prbi.g_01648
OG0000839	Syab.g_02191	Prbi.g_01649
OG0000840	Syab.g_02192	Prbi.g_01650
OG0000841	Syab.g_02193	Prbi.g_01651
OG0000842	Syab.g_02194	Prbi.g_01652
OG0000843	Syab.g_02195	Prbi.g_01653
OG0000844	Syab.g_02197	Prbi.g_01654
OG0000845	Syab.g_02198	Prbi.g_01655
OG0000846	Syab.g_02199	Prbi.g_01656
OG0000847	Syab.g_02200	Prbi.g_01657
OG0000848	Syab.g_02202	Prbi.g_01658
OG0000849	Syab.g_02203	Prbi.g_01659
OG0000850	Syab.g_02212	Prbi.g_01661
OG0000851	Syab.g_02226	Prbi.g_01662
OG0000852	Syab.g_02227	Prbi.g_01663
OG0000853	Syab.g_02233	Prbi.g_01667
OG0000854	Syab.g_02235	Prbi.g_01669
OG0000855	Syab.g_02236	Prbi.g_01670
OG0000856	Syab.g_01889	Prbi.g_01685
OG0000857	Syab.g_01290	Prbi.g_01711
OG0000858	Syab.g_02244	Prbi.g_01781
OG0000859	Syab.g_02245	Prbi.g_01782
OG0000860	Syab.g_02258	Prbi.g_01789
OG0000861	Syab.g_02259	Prbi.g_01790
OG0000862	Syab.g_02261	Prbi.g_01791
OG0000863	Syab.g_02265	Prbi.g_01793
OG0000864	Syab.g_02266	Prbi.g_01794
OG0000865	Syab.g_02267	Prbi.g_01795
OG0000866	Syab.g_02268	Prbi.g_01796
OG0000867	Syab.g_02269	Prbi.g_01797
OG0000868	Syab.g_02287	Prbi.g_01798
OG0000869	Syab.g_02292	Prbi.g_01802
OG0000870	Syab.g_02297	Prbi.g_01807
OG0000871	Syab.g_02298	Prbi.g_01808
OG0000872	Syab.g_02305	Prbi.g_01809
OG0000873	Syab.g_02308	Prbi.g_01812
OG0000874	Syab.g_02311	Prbi.g_01815
OG0000875	Syab.g_02313	Prbi.g_01816
OG0000876	Syab.g_02315	Prbi.g_01817
OG0000877	Syab.g_02317	Prbi.g_01819
OG0000878	Syab.g_02318	Prbi.g_01820
OG0000879	Syab.g_02319	Prbi.g_01821
OG0000880	Syab.g_02320	Prbi.g_01822
OG0000881	Syab.g_02325	Prbi.g_01826
OG0000882	Syab.g_02330	Prbi.g_01831
OG0000883	Syab.g_02332	Prbi.g_01832
OG0000884	Syab.g_02334	Prbi.g_01834
OG0000885	Syab.g_02335	Prbi.g_01835
OG0000886	Syab.g_02336	Prbi.g_01836
OG0000887	Syab.g_02338	Prbi.g_01837
OG0000888	Syab.g_02340	Prbi.g_01839
OG0000889	Syab.g_02342	Prbi.g_01841
OG0000890	Syab.g_02348	Prbi.g_01842
OG0000891	Syab.g_02349	Prbi.g_01843
OG0000892	Syab.g_02353	Prbi.g_01845
OG0000893	Syab.g_00366	Prbi.g_01848
OG0000894	Syab.g_00369	Prbi.g_01850
OG0000895	Syab.g_00373	Prbi.g_01853
OG0000896	Syab.g_00374	Prbi.g_01854
OG0000897	Syab.g_00376	Prbi.g_01856
OG0000898	Syab.g_00377	Prbi.g_01857
OG0000899	Syab.g_00378	Prbi.g_01858
OG0000900	Syab.g_00379	Prbi.g_01859
OG0000901	Syab.g_00384	Prbi.g_01863
OG0000902	Syab.g_00386	Prbi.g_01865
OG0000903	Syab.g_00399	Prbi.g_01868
OG0000904	Syab.g_00395	Prbi.g_01870
OG0000905	Syab.g_00390	Prbi.g_01875
OG0000906	Syab.g_00388	Prbi.g_01876
OG0000907	Syab.g_00401	Prbi.g_01896
OG0000908	Syab.g_00404	Prbi.g_01899
OG0000909	Syab.g_00405	Prbi.g_01900
OG0000910	Syab.g_00406	Prbi.g_01901
OG0000911	Syab.g_00408	Prbi.g_01903
OG0000912	Syab.g_00409	Prbi.g_01904
OG0000913	Syab.g_00410	Prbi.g_01905
OG0000914	Syab.g_00411	Prbi.g_01906
OG0000915	Syab.g_00412	Prbi.g_01907
OG0000916	Syab.g_00413	Prbi.g_01908
OG0000917	Syab.g_00414	Prbi.g_01909
OG0000918	Syab.g_00415	Prbi.g_01910
OG0000919	Syab.g_00416	Prbi.g_01911
OG0000920	Syab.g_00417	Prbi.g_01912
OG0000921	Syab.g_00418	Prbi.g_01913
OG0000922	Syab.g_00419	Prbi.g_01914
OG0000923	Syab.g_00423	Prbi.g_01918
OG0000924	Syab.g_00424	Prbi.g_01919
OG0000925	Syab.g_00425	Prbi.g_01920
OG0000926	Syab.g_00426	Prbi.g_01921
OG0000927	Syab.g_00428	Prbi.g_01923
OG0000928	Syab.g_00429	Prbi.g_01924
OG0000929	Syab.g_00430	Prbi.g_01925
OG0000930	Syab.g_00431	Prbi.g_01926
OG0000931	Syab.g_00432	Prbi.g_01927
OG0000932	Syab.g_00433	Prbi.g_01928
OG0000933	Syab.g_00439	Prbi.g_01932
OG0000934	Syab.g_00441	Prbi.g_01934
OG0000935	Syab.g_00442	Prbi.g_01935
OG0000936	Syab.g_00443	Prbi.g_01936
OG0000937	Syab.g_00444	Prbi.g_01937
OG0000938	Syab.g_00447	Prbi.g_01939
OG0000939	Syab.g_00448	Prbi.g_01940
OG0000940	Syab.g_00456	Prbi.g_01947
OG0000941	Syab.g_00458	Prbi.g_01949
OG0000942	Syab.g_00460	Prbi.g_01951
OG0000943	Syab.g_00461	Prbi.g_01952
OG0000944	Syab.g_00463	Prbi.g_01953
OG0000945	Syab.g_00466	Prbi.g_01954
OG0000946	Syab.g_00473	Prbi.g_01958
OG0000947	Syab.g_00476	Prbi.g_01960
OG0000948	Syab.g_00477	Prbi.g_01961
OG0000949	Syab.g_00212	Prbi.g_01964
OG0000950	Syab.g_00204	Prbi.g_01969
OG0000951	Syab.g_00199	Prbi.g_01973
OG0000952	Syab.g_00191	Prbi.g_01977
OG0000953	Syab.g_00134	Prbi.g_01980
OG0000954	Syab.g_00129	Prbi.g_01984
OG0000955	Syab.g_00128	Prbi.g_01985
OG0000956	Syab.g_00126	Prbi.g_01987
OG0000957	Syab.g_00115	Prbi.g_01992
OG0000958	Syab.g_00114	Prbi.g_01993
OG0000959	Syab.g_00110	Prbi.g_01997
OG0000960	Syab.g_00109	Prbi.g_01998
OG0000961	Syab.g_00100	Prbi.g_02000
OG0000962	Syab.g_00098	Prbi.g_02002
OG0000963	Syab.g_00093	Prbi.g_02006
OG0000964	Syab.g_00092	Prbi.g_02007
OG0000965	Syab.g_00091	Prbi.g_02008
OG0000966	Syab.g_00082	Prbi.g_02027
OG0000967	Syab.g_00078	Prbi.g_02032
OG0000968	Syab.g_00075	Prbi.g_02034
OG0000969	Syab.g_00073	Prbi.g_02035
OG0000970	Syab.g_00072	Prbi.g_02036
OG0000971	Syab.g_00070	Prbi.g_02037
OG0000972	Syab.g_00069	Prbi.g_02038
OG0000973	Syab.g_00068	Prbi.g_02039
OG0000974	Syab.g_00067	Prbi.g_02040
OG0000975	Syab.g_00066	Prbi.g_02041
OG0000976	Syab.g_00065	Prbi.g_02042
OG0000977	Syab.g_00063	Prbi.g_02043
OG0000978	Syab.g_00062	Prbi.g_02044
OG0000979	Syab.g_00059	Prbi.g_02047
OG0000980	Syab.g_00056	Prbi.g_02049
OG0000981	Syab.g_00053	Prbi.g_02051
OG0000982	Syab.g_02756	Prbi.g_02053
OG0000983	Syab.g_02757	Prbi.g_02054
OG0000984	Syab.g_02758	Prbi.g_02055
OG0000985	Syab.g_02762	Prbi.g_02058
OG0000986	Syab.g_02764	Prbi.g_02060
OG0000987	Syab.g_02768	Prbi.g_02061
OG0000988	Syab.g_02774	Prbi.g_02064
OG0000989	Syab.g_02792	Prbi.g_02068
OG0000990	Syab.g_02811	Prbi.g_02071
OG0000991	Syab.g_02818	Prbi.g_02072
OG0000992	Syab.g_02821	Prbi.g_02074
OG0000993	Syab.g_02822	Prbi.g_02075
OG0000994	Syab.g_02826	Prbi.g_02076
OG0000995	Syab.g_02835	Prbi.g_02080
OG0000996	Syab.g_02866	Prbi.g_02081
OG0000997	Syab.g_02875	Prbi.g_02082
OG0000998	Syab.g_02877	Prbi.g_02084
OG0000999	Syab.g_02878	Prbi.g_02085
OG0001000	Syab.g_02881	Prbi.g_02088
OG0001001	Syab.g_02888	Prbi.g_02090
OG0001002	Syab.g_02900	Prbi.g_02094
OG0001003	Syab.g_02902	Prbi.g_02095
OG0001004	Syab.g_02903	Prbi.g_02096
OG0001005	Syab.g_02905	Prbi.g_02097
OG0001006	Syab.g_02912	Prbi.g_02101
OG0001007	Syab.g_02914	Prbi.g_02103
OG0001008	Syab.g_00584	Prbi.g_00438
OG0001009	Syab.g_00033	Prbi.g_00027
OG0001010	Syab.g_00034	Prbi.g_00028
OG0001011	Syab.g_00035	Prbi.g_00029
OG0001012	Syab.g_02752	Prbi.g_00052
OG0001013	Syab.g_02716	Prbi.g_00059
OG0001014	Syab.g_02712	Prbi.g_00062
OG0001015	Syab.g_02711	Prbi.g_00063
OG0001016	Syab.g_02439	Prbi.g_00080
OG0001017	Syab.g_02445	Prbi.g_00084
OG0001018	Syab.g_02447	Prbi.g_00087
OG0001019	Syab.g_02469	Prbi.g_00096
OG0001020	Syab.g_02477	Prbi.g_00097
OG0001021	Syab.g_02481	Prbi.g_00098
OG0001022	Syab.g_02485	Prbi.g_00101
OG0001023	Syab.g_02486	Prbi.g_00102
OG0001024	Syab.g_02490	Prbi.g_00105
OG0001025	Syab.g_02497	Prbi.g_00111
OG0001026	Syab.g_02510	Prbi.g_00118
OG0001027	Syab.g_02515	Prbi.g_00119
OG0001028	Syab.g_02517	Prbi.g_00121
OG0001029	Syab.g_02519	Prbi.g_00123
OG0001030	Syab.g_02540	Prbi.g_00138
OG0001031	Syab.g_02615	Prbi.g_00210
OG0001032	Syab.g_02617	Prbi.g_00211
OG0001033	Syab.g_02675	Prbi.g_00232
OG0001034	Syab.g_02370	Prbi.g_00260
OG0001035	Syab.g_00335	Prbi.g_00278
OG0001036	Syab.g_00327	Prbi.g_00283
OG0001037	Syab.g_00325	Prbi.g_00284
OG0001038	Syab.g_00297	Prbi.g_00302
OG0001039	Syab.g_00294	Prbi.g_00305
OG0001040	Syab.g_00291	Prbi.g_00307
OG0001041	Syab.g_00286	Prbi.g_00311
OG0001042	Syab.g_00254	Prbi.g_00328
OG0001043	Syab.g_00250	Prbi.g_00329
OG0001044	Syab.g_00522	Prbi.g_00357
OG0001045	Syab.g_00534	Prbi.g_00366
OG0001046	Syab.g_01352	Prbi.g_00403
OG0001047	Syab.g_00586	Prbi.g_00440
OG0001048	Syab.g_00587	Prbi.g_00441
OG0001049	Syab.g_00590	Prbi.g_00443
OG0001050	Syab.g_00591	Prbi.g_00444
OG0001051	Syab.g_00592	Prbi.g_00445
OG0001052	Syab.g_00693	Prbi.g_00474
OG0001053	Syab.g_02099	Prbi.g_00486
OG0001054	Syab.g_02118	Prbi.g_00501
OG0001055	Syab.g_02139	Prbi.g_00520
OG0001056	Syab.g_02036	Prbi.g_00539
OG0001057	Syab.g_00882	Prbi.g_00544
OG0001058	Syab.g_02014	Prbi.g_00552
OG0001059	Syab.g_02010	Prbi.g_00556
OG0001060	Syab.g_02003	Prbi.g_00563
OG0001061	Syab.g_01985	Prbi.g_00576
OG0001062	Syab.g_01983	Prbi.g_00578
OG0001063	Syab.g_01979	Prbi.g_00580
OG0001064	Syab.g_01978	Prbi.g_00581
OG0001065	Syab.g_01976	Prbi.g_00582
OG0001066	Syab.g_01975	Prbi.g_00583
OG0001067	Syab.g_01974	Prbi.g_00584
OG0001068	Syab.g_01973	Prbi.g_00585
OG0001069	Syab.g_01972	Prbi.g_00586
OG0001070	Syab.g_01968	Prbi.g_00589
OG0001071	Syab.g_01967	Prbi.g_00590
OG0001072	Syab.g_01962	Prbi.g_00592
OG0001073	Syab.g_01947	Prbi.g_00606
OG0001074	Syab.g_01815	Prbi.g_00617
OG0001075	Syab.g_01919	Prbi.g_00618
OG0001076	Syab.g_01897	Prbi.g_00626
OG0001077	Syab.g_01887	Prbi.g_00630
OG0001079	Syab.g_01856	Prbi.g_00650
OG0001080	Syab.g_01756	Prbi.g_00656
OG0001081	Syab.g_01530	Prbi.g_00658
OG0001082	Syab.g_01531	Prbi.g_00659
OG0001083	Syab.g_01540	Prbi.g_00664
OG0001084	Syab.g_01543	Prbi.g_00665
OG0001085	Syab.g_01563	Prbi.g_00673
OG0001086	Syab.g_01565	Prbi.g_00674
OG0001087	Syab.g_01167	Prbi.g_00691
OG0001088	Syab.g_01170	Prbi.g_00692
OG0001089	Syab.g_01198	Prbi.g_00700
OG0001090	Syab.g_01267	Prbi.g_00746
OG0001091	Syab.g_01270	Prbi.g_00748
OG0001092	Syab.g_01272	Prbi.g_00749
OG0001093	Syab.g_01664	Prbi.g_00754
OG0001094	Syab.g_01567	Prbi.g_00841
OG0001095	Syab.g_01287	Prbi.g_00860
OG0001096	Syab.g_01693	Prbi.g_00873
OG0001097	Syab.g_01718	Prbi.g_00892
OG0001098	Syab.g_01497	Prbi.g_00907
OG0001099	Syab.g_02518	Prbi.g_00939
OG0001100	Syab.g_01640	Prbi.g_00943
OG0001101	Syab.g_01639	Prbi.g_00945
OG0001102	Syab.g_01636	Prbi.g_00948
OG0001103	Syab.g_01634	Prbi.g_00950
OG0001104	Syab.g_01590	Prbi.g_00972
OG0001105	Syab.g_01585	Prbi.g_00976
OG0001106	Syab.g_01397	Prbi.g_01000
OG0001107	Syab.g_01385	Prbi.g_01007
OG0001108	Syab.g_01377	Prbi.g_01011
OG0001109	Syab.g_01368	Prbi.g_01012
OG0001110	Syab.g_01366	Prbi.g_01014
OG0001111	Syab.g_01364	Prbi.g_01015
OG0001112	Syab.g_01362	Prbi.g_01016
OG0001113	Syab.g_01593	Prbi.g_01017
OG0001114	Syab.g_01361	Prbi.g_01018
OG0001115	Syab.g_01357	Prbi.g_01020
OG0001116	Syab.g_01355	Prbi.g_01021
OG0001117	Syab.g_01354	Prbi.g_01022
OG0001118	Syab.g_01353	Prbi.g_01023
OG0001119	Syab.g_01351	Prbi.g_01024
OG0001120	Syab.g_01347	Prbi.g_01026
