Orthogroup	Syab	Syap
OG0000596	Syab.g_01871	Syap.g_00898
OG0000597	Syab.g_01868	Syap.g_00903
OG0000598	Syab.g_01867	Syap.g_00904
OG0000599	Syab.g_01860	Syap.g_00908
OG0000600	Syab.g_01859	Syap.g_00909
OG0000601	Syab.g_01858	Syap.g_00910
OG0000602	Syab.g_01853	Syap.g_00640
OG0000603	Syab.g_01852	Syap.g_00641
OG0000604	Syab.g_01850	Syap.g_02769
OG0000605	Syab.g_01758	Syap.g_02501, Syap.g_02771
OG0000606	Syab.g_01529	Syap.g_02506
OG0000607	Syab.g_01533	Syap.g_00093
OG0000608	Syab.g_01534	Syap.g_00094
OG0000609	Syab.g_01536	Syap.g_00096
OG0000610	Syab.g_01555	Syap.g_01963
OG0000611	Syab.g_01558	Syap.g_01958
OG0000612	Syab.g_01559	Syap.g_01957
OG0000613	Syab.g_00228	Syap.g_02480
OG0000615	Syab.g_01605	Syap.g_00154
OG0000616	Syab.g_02897	Syap.g_00127
OG0000617	Syab.g_01274	Syap.g_00513
OG0000618	Syab.g_01275	Syap.g_00514
OG0000619	Syab.g_01662	Syap.g_00515
OG0000620	Syab.g_01668	Syap.g_00520
OG0000621	Syab.g_01669	Syap.g_00521
OG0000622	Syab.g_01670	Syap.g_00523
OG0000623	Syab.g_01671	Syap.g_00526
OG0000624	Syab.g_01673	Syap.g_00527
OG0000625	Syab.g_01674	Syap.g_00528
OG0000626	Syab.g_01675	Syap.g_00529
OG0000627	Syab.g_01438	Syap.g_00848
OG0000628	Syab.g_01437	Syap.g_00850
OG0000629	Syab.g_01434	Syap.g_02334
OG0000630	Syab.g_01430	Syap.g_02793
OG0000631	Syab.g_01421	Syap.g_01724
OG0000632	Syab.g_01420	Syap.g_01725
OG0000633	Syab.g_01419	Syap.g_01726
OG0000634	Syab.g_01651	Syap.g_00190
OG0000635	Syab.g_01656	Syap.g_00191
OG0000636	Syab.g_01658	Syap.g_00193
OG0000637	Syab.g_01660	Syap.g_00195
OG0000638	Syab.g_01661	Syap.g_00196
OG0000639	Syab.g_01276	Syap.g_00197
OG0000640	Syab.g_01277	Syap.g_00198
OG0000641	Syab.g_01281	Syap.g_00203
OG0000642	Syab.g_01282	Syap.g_02732
OG0000643	Syab.g_01283	Syap.g_02731
OG0000644	Syab.g_01284	Syap.g_02730
OG0000645	Syab.g_01286	Syap.g_02726
OG0000646	Syab.g_01289	Syap.g_02723
OG0000647	Syab.g_01291	Syap.g_02721
OG0000648	Syab.g_01684	Syap.g_02719
OG0000649	Syab.g_01685	Syap.g_02718
OG0000650	Syab.g_01686	Syap.g_02717
OG0000651	Syab.g_01687	Syap.g_02716
OG0000652	Syab.g_01688	Syap.g_02715
OG0000653	Syab.g_01690	Syap.g_02713
OG0000654	Syab.g_01691	Syap.g_02711
OG0000655	Syab.g_01692	Syap.g_02710
OG0000656	Syab.g_01695	Syap.g_02706
OG0000657	Syab.g_01706	Syap.g_01845
OG0000658	Syab.g_01710	Syap.g_01841
OG0000659	Syab.g_01711	Syap.g_01840
OG0000660	Syab.g_01715	Syap.g_01835
OG0000662	Syab.g_01719	Syap.g_00823
OG0000663	Syab.g_01722	Syap.g_00826
OG0000664	Syab.g_01723	Syap.g_00828
OG0000665	Syab.g_01829	Syap.g_02331
OG0000666	Syab.g_01842	Syap.g_01573
OG0000667	Syab.g_01548	Syap.g_01979
OG0000668	Syab.g_01319	Syap.g_02765
OG0000669	Syab.g_01642	Syap.g_02371
OG0000670	Syab.g_02156	Syap.g_02368
OG0000671	Syab.g_01638	Syap.g_01260
OG0000672	Syab.g_01635	Syap.g_01257
OG0000673	Syab.g_01632	Syap.g_01253
OG0000674	Syab.g_01630	Syap.g_01251
OG0000675	Syab.g_01629	Syap.g_01250
OG0000676	Syab.g_01620	Syap.g_01248
OG0000677	Syab.g_01619	Syap.g_01246
OG0000678	Syab.g_01613	Syap.g_01239
OG0000679	Syab.g_01601	Syap.g_00157
OG0000680	Syab.g_01600	Syap.g_00158
OG0000681	Syab.g_01597	Syap.g_00163
OG0000682	Syab.g_01596	Syap.g_00165
OG0000683	Syab.g_01595	Syap.g_00166
OG0000684	Syab.g_01591	Syap.g_00169
OG0000685	Syab.g_01589	Syap.g_00172
OG0000686	Syab.g_01588	Syap.g_00173
OG0000687	Syab.g_01586	Syap.g_00174
OG0000688	Syab.g_01576	Syap.g_00178
OG0000689	Syab.g_01574	Syap.g_00180
OG0000690	Syab.g_01573	Syap.g_00181
OG0000691	Syab.g_01572	Syap.g_00182
OG0000692	Syab.g_01571	Syap.g_00184
OG0000693	Syab.g_01569	Syap.g_00185
OG0000694	Syab.g_01568	Syap.g_00186
OG0000695	Syab.g_01417	Syap.g_01729
OG0000696	Syab.g_01416	Syap.g_01730
OG0000697	Syab.g_01415	Syap.g_01734
OG0000698	Syab.g_01412	Syap.g_01737
OG0000699	Syab.g_01411	Syap.g_01738
OG0000700	Syab.g_01410	Syap.g_01739
OG0000701	Syab.g_01409	Syap.g_01740
OG0000702	Syab.g_01401	Syap.g_01747
OG0000703	Syab.g_01400	Syap.g_01750
OG0000704	Syab.g_01398	Syap.g_01753
OG0000705	Syab.g_01391	Syap.g_02022
OG0000706	Syab.g_01390	Syap.g_02020
OG0000707	Syab.g_01389	Syap.g_02019
OG0000708	Syab.g_01386	Syap.g_02016
OG0000709	Syab.g_01378	Syap.g_00121
OG0000711	Syab.g_01340	Syap.g_02686
OG0000712	Syab.g_01338	Syap.g_02688
OG0000713	Syab.g_01337	Syap.g_02689
OG0000714	Syab.g_01334	Syap.g_02691
OG0000715	Syab.g_01332	Syap.g_02693
OG0000716	Syab.g_01328	Syap.g_02696
OG0000717	Syab.g_01327	Syap.g_02697
OG0000718	Syab.g_01323	Syap.g_02701
OG0000719	Syab.g_01321	Syap.g_02767
OG0000720	Syab.g_01307	Syap.g_02780
OG0000721	Syab.g_01305	Syap.g_02782
OG0000722	Syab.g_01304	Syap.g_02783
OG0000723	Syab.g_01678	Syap.g_00532
OG0000725	Syab.g_01207	Syap.g_01559
OG0000726	Syab.g_01206	Syap.g_01560
OG0000727	Syab.g_01205	Syap.g_01561
OG0000728	Syab.g_01203	Syap.g_01564
OG0000729	Syab.g_00097	Syap.g_01122
OG0000730	Syab.g_00521	Syap.g_00572
OG0000731	Syab.g_00531	Syap.g_00560
OG0000732	Syab.g_00055	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Syab.g_02798	Syap.g_01971
OG0000734	Syab.g_02508	Syap.g_02628
OG0000735	Syab.g_00942	Syap.g_00244
OG0000736	Syab.g_00943	Syap.g_00243
OG0000737	Syab.g_00944	Syap.g_00242
OG0000738	Syab.g_00949	Syap.g_00236
OG0000739	Syab.g_00961	Syap.g_00235
OG0000740	Syab.g_00962	Syap.g_00234
OG0000741	Syab.g_00965	Syap.g_00231
OG0000742	Syab.g_00968	Syap.g_00229
OG0000743	Syab.g_00970	Syap.g_00226
OG0000744	Syab.g_00971	Syap.g_00225
OG0000745	Syab.g_00973	Syap.g_00222
OG0000746	Syab.g_00975	Syap.g_00220
OG0000747	Syab.g_00976	Syap.g_00219
OG0000748	Syab.g_00991	Syap.g_00212
OG0000749	Syab.g_00992	Syap.g_00211
OG0000750	Syab.g_00993	Syap.g_00210
OG0000751	Syab.g_01002	Syap.g_00205
OG0000752	Syab.g_01004	Syap.g_01793
OG0000753	Syab.g_01007	Syap.g_02775
OG0000754	Syab.g_01012	Syap.g_01883
OG0000755	Syab.g_01021	Syap.g_01893
OG0000757	Syab.g_01029	Syap.g_00427
OG0000758	Syab.g_01030	Syap.g_00428
OG0000759	Syab.g_01031	Syap.g_00429
OG0000760	Syab.g_01032	Syap.g_00430
OG0000761	Syab.g_01034	Syap.g_00431
OG0000762	Syab.g_01036	Syap.g_00434
OG0000763	Syab.g_01038	Syap.g_02624
OG0000764	Syab.g_01039	Syap.g_02623
OG0000765	Syab.g_01154	Syap.g_02440
OG0000766	Syab.g_01153	Syap.g_02439
OG0000767	Syab.g_01151	Syap.g_02437
OG0000768	Syab.g_01150	Syap.g_02436
OG0000769	Syab.g_01148	Syap.g_02434
OG0000770	Syab.g_01145	Syap.g_02431
OG0000772	Syab.g_00957	Syap.g_02295
OG0000773	Syab.g_00931	Syap.g_00885
OG0000774	Syab.g_00924	Syap.g_01473
OG0000775	Syab.g_00922	Syap.g_01475
OG0000776	Syab.g_00921	Syap.g_01476
OG0000777	Syab.g_00920	Syap.g_01478
OG0000778	Syab.g_00919	Syap.g_01479
OG0000779	Syab.g_00913	Syap.g_01494
OG0000780	Syab.g_00908	Syap.g_01496
OG0000781	Syab.g_00904	Syap.g_02609
OG0000782	Syab.g_00903	Syap.g_02611
OG0000783	Syab.g_00902	Syap.g_02612
OG0000784	Syab.g_00901	Syap.g_02613
OG0000785	Syab.g_00899	Syap.g_02281
OG0000786	Syab.g_00895	Syap.g_02287
OG0000787	Syab.g_00894	Syap.g_02288
OG0000788	Syab.g_01857	Syap.g_01932
OG0000789	Syab.g_01835	Syap.g_00372
OG0000791	Syab.g_02080	Syap.g_02520
OG0000792	Syab.g_02079	Syap.g_02519
OG0000793	Syab.g_02074	Syap.g_02141
OG0000794	Syab.g_02073	Syap.g_02200
OG0000795	Syab.g_02072	Syap.g_02199
OG0000796	Syab.g_02068	Syap.g_02448
OG0000797	Syab.g_02067	Syap.g_02449
OG0000798	Syab.g_00298	Syap.g_01363
OG0000799	Syab.g_00826	Syap.g_02488
OG0000800	Syab.g_00821	Syap.g_02487
OG0000801	Syab.g_00820	Syap.g_02486
OG0000802	Syab.g_00816	Syap.g_02659
OG0000803	Syab.g_00806	Syap.g_02109
OG0000804	Syab.g_00802	Syap.g_02113
OG0000805	Syab.g_00792	Syap.g_02115
OG0000806	Syab.g_00790	Syap.g_02117
OG0000807	Syab.g_00788	Syap.g_02118
OG0000808	Syab.g_00783	Syap.g_02119
OG0000809	Syab.g_00780	Syap.g_02122
OG0000810	Syab.g_00779	Syap.g_02124
OG0000811	Syab.g_00770	Syap.g_02472
OG0000812	Syab.g_00768	Syap.g_02474
OG0000813	Syab.g_00767	Syap.g_02475
OG0000814	Syab.g_00765	Syap.g_02753
OG0000815	Syab.g_00760	Syap.g_02752
OG0000816	Syab.g_00758	Syap.g_02289
OG0000817	Syab.g_00757	Syap.g_02527
OG0000818	Syab.g_00751	Syap.g_02001
OG0000819	Syab.g_00750	Syap.g_02002
OG0000820	Syab.g_00749	Syap.g_02003
OG0000821	Syab.g_00743	Syap.g_02009
OG0000822	Syab.g_00741	Syap.g_02011
OG0000824	Syab.g_00735	Syap.g_00008
OG0000825	Syab.g_00734	Syap.g_00009
OG0000826	Syab.g_00733	Syap.g_00010
OG0000827	Syab.g_00732	Syap.g_00011
OG0000828	Syab.g_00729	Syap.g_00014
OG0000829	Syab.g_00728	Syap.g_00015
OG0000830	Syab.g_00727	Syap.g_00016
OG0000831	Syab.g_00725	Syap.g_00019
OG0000832	Syab.g_02169	Syap.g_00752
OG0000833	Syab.g_02178	Syap.g_00021
OG0000834	Syab.g_02181	Syap.g_00023
OG0000835	Syab.g_02182	Syap.g_00024
OG0000836	Syab.g_02185	Syap.g_00026
OG0000837	Syab.g_02186	Syap.g_00027
OG0000838	Syab.g_02190	Syap.g_00031
OG0000839	Syab.g_02191	Syap.g_00032
OG0000840	Syab.g_02192	Syap.g_00033
OG0000841	Syab.g_02193	Syap.g_00034
OG0000842	Syab.g_02194	Syap.g_00035
OG0000843	Syab.g_02195	Syap.g_00036
OG0000844	Syab.g_02197	Syap.g_00039
OG0000845	Syab.g_02198	Syap.g_00040
OG0000846	Syab.g_02199	Syap.g_00042
OG0000847	Syab.g_02200	Syap.g_00043
OG0000848	Syab.g_02202	Syap.g_00045
OG0000849	Syab.g_02203	Syap.g_00046
OG0000850	Syab.g_02212	Syap.g_00310
OG0000851	Syab.g_02226	Syap.g_01214
OG0000852	Syab.g_02227	Syap.g_01215
OG0000853	Syab.g_02233	Syap.g_01219
OG0000854	Syab.g_02235	Syap.g_01222
OG0000855	Syab.g_02236	Syap.g_01223
OG0000856	Syab.g_01889	Syap.g_01286
OG0000857	Syab.g_01290	Syap.g_02722
OG0000858	Syab.g_02244	Syap.g_00612
OG0000859	Syab.g_02245	Syap.g_00613
OG0000860	Syab.g_02258	Syap.g_00623
OG0000861	Syab.g_02259	Syap.g_02789
OG0000862	Syab.g_02261	Syap.g_01789
OG0000863	Syab.g_02265	Syap.g_01784
OG0000864	Syab.g_02266	Syap.g_01783
OG0000865	Syab.g_02267	Syap.g_01781, Syap.g_01782
OG0000866	Syab.g_02268	Syap.g_01780
OG0000867	Syab.g_02269	Syap.g_01779
OG0000868	Syab.g_02287	Syap.g_01775
OG0000869	Syab.g_02292	Syap.g_01770
OG0000870	Syab.g_02297	Syap.g_01401
OG0000871	Syab.g_02298	Syap.g_01400
OG0000872	Syab.g_02305	Syap.g_01394
OG0000873	Syab.g_02308	Syap.g_01390
OG0000874	Syab.g_02311	Syap.g_01388
OG0000875	Syab.g_02313	Syap.g_01386
OG0000876	Syab.g_02315	Syap.g_00822
OG0000877	Syab.g_02317	Syap.g_01380
OG0000878	Syab.g_02318	Syap.g_01378
OG0000879	Syab.g_02319	Syap.g_01377
OG0000880	Syab.g_02320	Syap.g_01376
OG0000882	Syab.g_02330	Syap.g_01516
OG0000883	Syab.g_02332	Syap.g_01511
OG0000884	Syab.g_02334	Syap.g_01509
OG0000885	Syab.g_02335	Syap.g_01508
OG0000886	Syab.g_02336	Syap.g_01507
OG0000887	Syab.g_02338	Syap.g_01506
OG0000888	Syab.g_02340	Syap.g_01504
OG0000889	Syab.g_02342	Syap.g_01502
OG0000890	Syab.g_02348	Syap.g_01499
OG0000891	Syab.g_02349	Syap.g_01498
OG0000892	Syab.g_02353	Syap.g_02671
OG0000893	Syab.g_00366	Syap.g_02497
OG0000894	Syab.g_00369	Syap.g_02679
OG0000895	Syab.g_00373	Syap.g_00546
OG0000896	Syab.g_00374	Syap.g_00545
OG0000897	Syab.g_00376	Syap.g_00543
OG0000898	Syab.g_00377	Syap.g_00542
OG0000899	Syab.g_00378	Syap.g_00541
OG0000900	Syab.g_00379	Syap.g_00540
OG0000901	Syab.g_00384	Syap.g_01930
OG0000902	Syab.g_00386	Syap.g_01929
OG0000903	Syab.g_00399	Syap.g_01916
OG0000904	Syab.g_00395	Syap.g_01922
OG0000905	Syab.g_00390	Syap.g_01925
OG0000906	Syab.g_00388	Syap.g_01927
OG0000907	Syab.g_00401	Syap.g_01914
OG0000908	Syab.g_00404	Syap.g_01235
OG0000909	Syab.g_00405	Syap.g_01236
OG0000910	Syab.g_00406	Syap.g_01237
OG0000911	Syab.g_00408	Syap.g_00511
OG0000912	Syab.g_00409	Syap.g_00510
OG0000913	Syab.g_00410	Syap.g_00509
OG0000914	Syab.g_00411	Syap.g_00508
OG0000915	Syab.g_00412	Syap.g_00506
OG0000916	Syab.g_00413	Syap.g_00505
OG0000917	Syab.g_00414	Syap.g_00504
OG0000918	Syab.g_00415	Syap.g_00503
OG0000919	Syab.g_00416	Syap.g_00502
OG0000920	Syab.g_00417	Syap.g_00501
OG0000921	Syab.g_00418	Syap.g_00500
OG0000922	Syab.g_00419	Syap.g_00499
OG0000923	Syab.g_00423	Syap.g_00495
OG0000924	Syab.g_00424	Syap.g_00494
OG0000925	Syab.g_00425	Syap.g_00493
OG0000926	Syab.g_00426	Syap.g_00492
OG0000927	Syab.g_00428	Syap.g_00490
OG0000928	Syab.g_00429	Syap.g_00489
OG0000929	Syab.g_00430	Syap.g_00488
OG0000930	Syab.g_00431	Syap.g_00487
OG0000931	Syab.g_00432	Syap.g_00486
OG0000932	Syab.g_00433	Syap.g_00485
OG0000933	Syab.g_00439	Syap.g_00479
OG0000934	Syab.g_00441	Syap.g_00477
OG0000935	Syab.g_00442	Syap.g_00476
OG0000936	Syab.g_00443	Syap.g_00475
OG0000937	Syab.g_00444	Syap.g_00474
OG0000938	Syab.g_00447	Syap.g_00471
OG0000939	Syab.g_00448	Syap.g_00469
OG0000940	Syab.g_00456	Syap.g_00460
OG0000941	Syab.g_00458	Syap.g_00458
OG0000942	Syab.g_00460	Syap.g_00606
OG0000943	Syab.g_00461	Syap.g_00604
OG0000944	Syab.g_00463	Syap.g_00602
OG0000945	Syab.g_00466	Syap.g_00601
OG0000946	Syab.g_00473	Syap.g_00595
OG0000947	Syab.g_00476	Syap.g_00591
OG0000948	Syab.g_00477	Syap.g_00590
OG0000949	Syab.g_00212	Syap.g_01051
OG0000950	Syab.g_00204	Syap.g_01061
OG0000951	Syab.g_00199	Syap.g_01070
OG0000952	Syab.g_00191	Syap.g_01074
OG0000953	Syab.g_00134	Syap.g_01078
OG0000954	Syab.g_00129	Syap.g_01089
OG0000955	Syab.g_00128	Syap.g_01090
OG0000956	Syab.g_00126	Syap.g_01092
OG0000957	Syab.g_00115	Syap.g_01109
OG0000958	Syab.g_00114	Syap.g_01110
OG0000959	Syab.g_00110	Syap.g_01114
OG0000960	Syab.g_00109	Syap.g_01115
OG0000961	Syab.g_00100	Syap.g_02170
OG0000962	Syab.g_00098	Syap.g_01121
OG0000963	Syab.g_00093	Syap.g_01124
OG0000964	Syab.g_00092	Syap.g_01125
OG0000965	Syab.g_00091	Syap.g_01126
OG0000966	Syab.g_00082	Syap.g_01141
OG0000967	Syab.g_00078	Syap.g_00633
OG0000968	Syab.g_00075	Syap.g_00998
OG0000969	Syab.g_00073	Syap.g_00996
OG0000970	Syab.g_00072	Syap.g_00995
OG0000971	Syab.g_00070	Syap.g_00993
OG0000972	Syab.g_00069	Syap.g_00992
OG0000973	Syab.g_00068	Syap.g_00991
OG0000974	Syab.g_00067	Syap.g_00990
OG0000975	Syab.g_00066	Syap.g_00989
OG0000976	Syab.g_00065	Syap.g_00988
OG0000977	Syab.g_00063	Syap.g_00986
OG0000978	Syab.g_00062	Syap.g_00985
OG0000979	Syab.g_00059	Syap.g_00980
OG0000980	Syab.g_00056	Syap.g_00977
OG0000981	Syab.g_00053	Syap.g_01812
OG0000982	Syab.g_02756	Syap.g_00132
OG0000983	Syab.g_02757	Syap.g_00134
OG0000984	Syab.g_02758	Syap.g_00135
OG0000985	Syab.g_02762	Syap.g_00140
OG0000986	Syab.g_02764	Syap.g_01044
OG0000987	Syab.g_02768	Syap.g_01033
OG0000988	Syab.g_02774	Syap.g_01027
OG0000989	Syab.g_02792	Syap.g_01011
OG0000990	Syab.g_02811	Syap.g_02087
OG0000991	Syab.g_02818	Syap.g_02091
OG0000992	Syab.g_02821	Syap.g_02095
OG0000993	Syab.g_02822	Syap.g_02097
OG0000994	Syab.g_02826	Syap.g_02101
OG0000996	Syab.g_02866	Syap.g_01817
OG0000997	Syab.g_02875	Syap.g_02590
OG0000998	Syab.g_02877	Syap.g_02591
OG0000999	Syab.g_02878	Syap.g_02592
OG0001001	Syab.g_02888	Syap.g_02605
OG0001002	Syab.g_02900	Syap.g_00124
OG0001003	Syab.g_02902	Syap.g_02310
OG0001004	Syab.g_02903	Syap.g_02311
OG0001005	Syab.g_02905	Syap.g_02312
OG0001006	Syab.g_02912	Syap.g_00053
OG0001007	Syab.g_02914	Syap.g_00055
OG0001008	Syab.g_00584	Syap.g_02060
OG0001012	Syab.g_02752	Syap.g_00371
OG0001013	Syab.g_02716	Syap.g_01325
OG0001016	Syab.g_02439	Syap.g_01695
OG0001033	Syab.g_02675	Syap.g_00105
OG0001035	Syab.g_00335	Syap.g_01594
OG0001038	Syab.g_00297	Syap.g_01362
OG0001039	Syab.g_00294	Syap.g_01359
OG0001040	Syab.g_00291	Syap.g_01356
OG0001041	Syab.g_00286	Syap.g_01352
OG0001043	Syab.g_00250	Syap.g_01676
OG0001044	Syab.g_00522	Syap.g_00571
OG0001053	Syab.g_02099	Syap.g_02253
OG0001054	Syab.g_02118	Syap.g_00274
OG0001055	Syab.g_02139	Syap.g_00252
OG0001059	Syab.g_02010	Syap.g_00306
OG0001060	Syab.g_02003	Syap.g_00299
OG0001061	Syab.g_01985	Syap.g_01309
OG0001062	Syab.g_01983	Syap.g_01314
OG0001072	Syab.g_01962	Syap.g_00441
OG0001073	Syab.g_01947	Syap.g_00122, Syap.g_00455
OG0001080	Syab.g_01756	Syap.g_02505
OG0001085	Syab.g_01563	Syap.g_01953
OG0001094	Syab.g_01567	Syap.g_00187
OG0001095	Syab.g_01287	Syap.g_02725
OG0001096	Syab.g_01693	Syap.g_02709
OG0001100	Syab.g_01640	Syap.g_02369
OG0001102	Syab.g_01636	Syap.g_01258
OG0001103	Syab.g_01634	Syap.g_01256
OG0001104	Syab.g_01590	Syap.g_00171
OG0001105	Syab.g_01585	Syap.g_00175
OG0001107	Syab.g_01385	Syap.g_02015
OG0001108	Syab.g_01377	Syap.g_00119
OG0001122	Syab.g_01320	Syap.g_02766
OG0001123	Syab.g_01312	Syap.g_01872
OG0001133	Syab.g_01895	Syap.g_01292
OG0001136	Syab.g_00966	Syap.g_00230
OG0001137	Syab.g_00990	Syap.g_00213
OG0001140	Syab.g_01026	Syap.g_02134
OG0001152	Syab.g_02069	Syap.g_02447
OG0001154	Syab.g_00730	Syap.g_00013
OG0001155	Syab.g_02171	Syap.g_00750
OG0001160	Syab.g_02231	Syap.g_01217
OG0001162	Syab.g_00893	Syap.g_02366
OG0001163	Syab.g_02241	Syap.g_00609
OG0001164	Syab.g_02247	Syap.g_00614
OG0001165	Syab.g_02252	Syap.g_00619
OG0001168	Syab.g_02324	Syap.g_01372
OG0001171	Syab.g_02339	Syap.g_01505
OG0001172	Syab.g_00371	Syap.g_00547
OG0001177	Syab.g_00396	Syap.g_01920
OG0001178	Syab.g_02263	Syap.g_01786, Syap.g_01787
OG0001179	Syab.g_00427	Syap.g_00491
OG0001180	Syab.g_00453	Syap.g_00097, Syap.g_00465
OG0001181	Syab.g_00457	Syap.g_00459
OG0001183	Syab.g_00474	Syap.g_00594
OG0001185	Syab.g_00119	Syap.g_01104
OG0001186	Syab.g_00085	Syap.g_01140
OG0001187	Syab.g_00081	Syap.g_01142
OG0001188	Syab.g_00079	Syap.g_00634
OG0001189	Syab.g_00058	Syap.g_00979
OG0001191	Syab.g_02771	Syap.g_01030
OG0001192	Syab.g_02778	Syap.g_01021
OG0001197	Syab.g_02898	Syap.g_00126
OG0001198	Syab.g_02911	Syap.g_00052
OG0001199	Syab.g_02440	Syap.g_01696
OG0001200	Syab.g_02442	Syap.g_01698
OG0001202	Syab.g_02635	Syap.g_01613
OG0001203	Syab.g_02369	Syap.g_01154
OG0001204	Syab.g_00353	Syap.g_01577
OG0001214	Syab.g_01872	Syap.g_00897
OG0001217	Syab.g_01464	Syap.g_01464
OG0001218	Syab.g_00723	Syap.g_00020
OG0001221	Syab.g_01607	Syap.g_01777
OG0001222	Syab.g_01396	Syap.g_02027
OG0001224	Syab.g_01214	Syap.g_01551
OG0001225	Syab.g_01212	Syap.g_01553
OG0001226	Syab.g_02450	Syap.g_02551
OG0001228	Syab.g_01697	Syap.g_01063
OG0001229	Syab.g_01184	Syap.g_00827
OG0001230	Syab.g_00791	Syap.g_02116
OG0001231	Syab.g_00017	Syap.g_00073
OG0001232	Syab.g_02306	Syap.g_01393
OG0001235	Syab.g_00391	Syap.g_01924
OG0001236	Syab.g_00200	Syap.g_01069
OG0001237	Syab.g_00192	Syap.g_01073
OG0001238	Syab.g_02773	Syap.g_01028
OG0001239	Syab.g_02437	Syap.g_01693, Syap.g_01692
OG0001242	Syab.g_02525	Syap.g_02227, Syap.g_02229
OG0001243	Syab.g_02533	Syap.g_02219
OG0001244	Syab.g_02561	Syap.g_02192
OG0001246	Syab.g_02126	Syap.g_00267, Syap.g_01165
OG0001248	Syab.g_01163	Syap.g_00423
OG0001249	Syab.g_00514	Syap.g_00575
OG0001250	Syab.g_01714	Syap.g_01836
OG0001251	Syab.g_01816	Syap.g_01549, Syap.g_01727
OG0001253	Syab.g_01761	Syap.g_01969
OG0001255	Syab.g_01846	Syap.g_02523
OG0001256	Syab.g_02238	Syap.g_01225
OG0001257	Syab.g_01610	Syap.g_00374, Syap.g_00373
OG0001258	Syab.g_02250	Syap.g_00617
OG0001260	Syab.g_02350	Syap.g_01497
OG0001261	Syab.g_00436	Syap.g_00482
OG0001262	Syab.g_00060	Syap.g_00981
OG0001263	Syab.g_02536	Syap.g_02216
OG0001265	Syab.g_02523	Syap.g_02231
OG0001266	Syab.g_02639	Syap.g_01618
OG0001267	Syab.g_00295	Syap.g_01360
OG0001268	Syab.g_00529	Syap.g_00563
OG0001270	Syab.g_00579	Syap.g_02056
OG0001271	Syab.g_00694	Syap.g_02759
OG0001272	Syab.g_02102	Syap.g_02250
OG0001274	Syab.g_02706	Syap.g_01897
OG0001275	Syab.g_01330	Syap.g_02694
OG0001276	Syab.g_01313	Syap.g_01873
OG0001277	Syab.g_02163	Syap.g_01293
OG0001278	Syab.g_01152	Syap.g_02438
OG0001279	Syab.g_01807	Syap.g_02663
OG0001282	Syab.g_02086	Syap.g_01701
OG0001284	Syab.g_02211	Syap.g_00047
OG0001286	Syab.g_00451	Syap.g_00467
OG0001287	Syab.g_00111	Syap.g_00418
OG0001288	Syab.g_00094	Syap.g_01123
OG0001289	Syab.g_02465	Syap.g_02365
OG0001291	Syab.g_02546	Syap.g_02207
OG0001292	Syab.g_00348	Syap.g_01583
OG0001297	Syab.g_02136	Syap.g_00255
OG0001299	Syab.g_01557	Syap.g_01959
OG0001303	Syab.g_01424	Syap.g_02795
OG0001304	Syab.g_01298	Syap.g_00536
OG0001305	Syab.g_01204	Syap.g_01562
OG0001306	Syab.g_00941	Syap.g_00245
OG0001307	Syab.g_01552	Syap.g_00403
OG0001308	Syab.g_00759	Syap.g_02751, Syap.g_02750
OG0001310	Syab.g_02288	Syap.g_01774
OG0001311	Syab.g_01311	Syap.g_01871
OG0001312	Syab.g_01414	Syap.g_01735
OG0001315	Syab.g_00472	Syap.g_00596
OG0001318	Syab.g_00333	Syap.g_01596, Syap.g_01597
OG0001319	Syab.g_00306	Syap.g_02338
OG0001323	Syab.g_02145	Syap.g_00757
OG0001326	Syab.g_02841	Syap.g_02646
OG0001332	Syab.g_02165	Syap.g_01548
OG0001333	Syab.g_02323	Syap.g_01373
OG0001336	Syab.g_02886	Syap.g_02602
OG0001337	Syab.g_00480, Syab.g_00502	Syap.g_00576
OG0001345	Syab.g_01008	Syap.g_01877, Syap.g_02776
OG0001346	Syab.g_00914	Syap.g_01484
OG0001347	Syab.g_02830	Syap.g_02536
OG0001348	Syab.g_01258	Syap.g_00938
OG0001349	Syab.g_00150	Syap.g_01264, Syap.g_00851
OG0001351	Syab.g_00625	Syap.g_01996
OG0001353	Syab.g_01702	Syap.g_01849
OG0001358	Syab.g_01900	Syap.g_00942
OG0001360	Syab.g_01010	Syap.g_01881, Syap.g_02778
OG0001361	Syab.g_00154, Syab.g_01005	Syap.g_01792
OG0001364	Syab.g_00211	Syap.g_01052
OG0001365	Syab.g_02760	Syap.g_00138
OG0001366	Syab.g_02299	Syap.g_01399
OG0001373	Syab.g_02840	Syap.g_02647
OG0001374	Syab.g_02848	Syap.g_01829, Syap.g_01830
OG0001376	Syab.g_02782	Syap.g_01991
OG0001377	Syab.g_02781	Syap.g_01992
OG0001378	Syab.g_00578	Syap.g_02055
OG0001379	Syab.g_00923	Syap.g_01474
OG0001382	Syab.g_00393	Syap.g_00677
OG0001383	Syab.g_02364	Syap.g_02665
OG0001385	Syab.g_02837	Syap.g_02650
OG0001386	Syab.g_02838	Syap.g_02649
OG0001387	Syab.g_02839	Syap.g_02648
OG0001388	Syab.g_02842	Syap.g_02645
OG0001389	Syab.g_02843	Syap.g_02644
OG0001390	Syab.g_02844	Syap.g_02643
OG0001391	Syab.g_02845	Syap.g_01833
