Orthogroup	Syab	Pray
OG0000587	Syab.g_01921	Pray.g_01149
OG0000588	Syab.g_01910	Pray.g_01145
OG0000589	Syab.g_01899	Pray.g_01142
OG0000590	Syab.g_01898	Pray.g_01141
OG0000591	Syab.g_01892	Pray.g_01138
OG0000592	Syab.g_01891	Pray.g_01137
OG0000593	Syab.g_01877	Pray.g_01131
OG0000594	Syab.g_01876	Pray.g_01130
OG0000595	Syab.g_01875	Pray.g_01129
OG0000596	Syab.g_01871	Pray.g_01125
OG0000597	Syab.g_01868	Pray.g_01123
OG0000598	Syab.g_01867	Pray.g_01122
OG0000599	Syab.g_01860	Pray.g_01119
OG0000600	Syab.g_01859	Pray.g_01118
OG0000601	Syab.g_01858	Pray.g_01117
OG0000602	Syab.g_01853	Pray.g_01115
OG0000603	Syab.g_01852	Pray.g_01114
OG0000604	Syab.g_01850	Pray.g_01113
OG0000605	Syab.g_01758	Pray.g_01112
OG0000606	Syab.g_01529	Pray.g_01109
OG0000607	Syab.g_01533	Pray.g_01106
OG0000608	Syab.g_01534	Pray.g_01105
OG0000609	Syab.g_01536	Pray.g_01104
OG0000610	Syab.g_01555	Pray.g_01099
OG0000611	Syab.g_01558	Pray.g_01096
OG0000612	Syab.g_01559	Pray.g_01095
OG0000613	Syab.g_00228	Pray.g_01090
OG0000614	Syab.g_01179	Pray.g_01071
OG0000615	Syab.g_01605	Pray.g_01063
OG0000616	Syab.g_02897	Pray.g_01059
OG0000617	Syab.g_01274	Pray.g_01034
OG0000618	Syab.g_01275	Pray.g_01033
OG0000619	Syab.g_01662	Pray.g_01032
OG0000620	Syab.g_01668	Pray.g_01029
OG0000621	Syab.g_01669	Pray.g_01028
OG0000622	Syab.g_01670	Pray.g_01027
OG0000623	Syab.g_01671	Pray.g_01026
OG0000624	Syab.g_01673	Pray.g_01025
OG0000625	Syab.g_01674	Pray.g_00269
OG0000626	Syab.g_01675	Pray.g_00270
OG0000627	Syab.g_01438	Pray.g_00271
OG0000628	Syab.g_01437	Pray.g_00272
OG0000629	Syab.g_01434	Pray.g_00273
OG0000630	Syab.g_01430	Pray.g_00276
OG0000631	Syab.g_01421	Pray.g_00339
OG0000632	Syab.g_01420	Pray.g_00340
OG0000633	Syab.g_01419	Pray.g_00341
OG0000634	Syab.g_01651	Pray.g_00344
OG0000635	Syab.g_01656	Pray.g_00345
OG0000636	Syab.g_01658	Pray.g_00347
OG0000637	Syab.g_01660	Pray.g_00349
OG0000638	Syab.g_01661	Pray.g_00350
OG0000639	Syab.g_01276	Pray.g_00351
OG0000640	Syab.g_01277	Pray.g_00352
OG0000641	Syab.g_01281	Pray.g_00356
OG0000642	Syab.g_01282	Pray.g_00357
OG0000643	Syab.g_01283	Pray.g_00358
OG0000644	Syab.g_01284	Pray.g_00359
OG0000645	Syab.g_01286	Pray.g_00360
OG0000646	Syab.g_01289	Pray.g_00362
OG0000647	Syab.g_01291	Pray.g_00363
OG0000648	Syab.g_01684	Pray.g_00365
OG0000649	Syab.g_01685	Pray.g_00366
OG0000650	Syab.g_01686	Pray.g_00367
OG0000651	Syab.g_01687	Pray.g_00368
OG0000652	Syab.g_01688	Pray.g_00369
OG0000653	Syab.g_01690	Pray.g_00371
OG0000654	Syab.g_01691	Pray.g_00372
OG0000655	Syab.g_01692	Pray.g_00373
OG0000656	Syab.g_01695	Pray.g_00376
OG0000657	Syab.g_01706	Pray.g_00384
OG0000658	Syab.g_01710	Pray.g_00385
OG0000659	Syab.g_01711	Pray.g_00386
OG0000660	Syab.g_01715	Pray.g_00390
OG0000661	Syab.g_01717	Pray.g_00392
OG0000662	Syab.g_01719	Pray.g_00394
OG0000663	Syab.g_01722	Pray.g_00396
OG0000664	Syab.g_01723	Pray.g_00397
OG0000665	Syab.g_01829	Pray.g_00401
OG0000666	Syab.g_01842	Pray.g_00402
OG0000667	Syab.g_01548	Pray.g_00406
OG0000668	Syab.g_01319	Pray.g_00436
OG0000669	Syab.g_01642	Pray.g_00443
OG0000670	Syab.g_02156	Pray.g_00445
OG0000671	Syab.g_01638	Pray.g_00447
OG0000672	Syab.g_01635	Pray.g_00450
OG0000673	Syab.g_01632	Pray.g_00453
OG0000674	Syab.g_01630	Pray.g_00455
OG0000675	Syab.g_01629	Pray.g_00456
OG0000676	Syab.g_01620	Pray.g_00458
OG0000677	Syab.g_01619	Pray.g_00459
OG0000678	Syab.g_01613	Pray.g_00461
OG0000679	Syab.g_01601	Pray.g_00465
OG0000680	Syab.g_01600	Pray.g_00466
OG0000681	Syab.g_01597	Pray.g_00469
OG0000682	Syab.g_01596	Pray.g_00470
OG0000683	Syab.g_01595	Pray.g_00471
OG0000684	Syab.g_01591	Pray.g_00473
OG0000685	Syab.g_01589	Pray.g_00475
OG0000686	Syab.g_01588	Pray.g_00476
OG0000687	Syab.g_01586	Pray.g_00477
OG0000688	Syab.g_01576	Pray.g_00480
OG0000689	Syab.g_01574	Pray.g_00481
OG0000690	Syab.g_01573	Pray.g_00482
OG0000691	Syab.g_01572	Pray.g_00483
OG0000692	Syab.g_01571	Pray.g_00485
OG0000693	Syab.g_01569	Pray.g_00486
OG0000694	Syab.g_01568	Pray.g_00487
OG0000695	Syab.g_01417	Pray.g_00489
OG0000696	Syab.g_01416	Pray.g_00490
OG0000697	Syab.g_01415	Pray.g_00491
OG0000698	Syab.g_01412	Pray.g_00494
OG0000699	Syab.g_01411	Pray.g_00495
OG0000700	Syab.g_01410	Pray.g_00496
OG0000701	Syab.g_01409	Pray.g_00497
OG0000702	Syab.g_01401	Pray.g_00499
OG0000703	Syab.g_01400	Pray.g_00500
OG0000704	Syab.g_01398	Pray.g_00501
OG0000705	Syab.g_01391	Pray.g_00505
OG0000706	Syab.g_01390	Pray.g_00506
OG0000707	Syab.g_01389	Pray.g_00507
OG0000708	Syab.g_01386	Pray.g_00508
OG0000709	Syab.g_01378	Pray.g_00512
OG0000710	Syab.g_01367	Pray.g_00515
OG0000711	Syab.g_01340	Pray.g_00532
OG0000712	Syab.g_01338	Pray.g_00534
OG0000713	Syab.g_01337	Pray.g_00535
OG0000714	Syab.g_01334	Pray.g_00536
OG0000715	Syab.g_01332	Pray.g_00538
OG0000716	Syab.g_01328	Pray.g_00540
OG0000717	Syab.g_01327	Pray.g_00541
OG0000718	Syab.g_01323	Pray.g_00553
OG0000719	Syab.g_01321	Pray.g_00555
OG0000720	Syab.g_01307	Pray.g_00564
OG0000721	Syab.g_01305	Pray.g_00566
OG0000722	Syab.g_01304	Pray.g_00567
OG0000723	Syab.g_01678	Pray.g_00570
OG0000724	Syab.g_01223	Pray.g_00579
OG0000725	Syab.g_01207	Pray.g_00585
OG0000726	Syab.g_01206	Pray.g_00586
OG0000727	Syab.g_01205	Pray.g_00587
OG0000728	Syab.g_01203	Pray.g_00589
OG0000729	Syab.g_00097	Pray.g_00634
OG0000730	Syab.g_00521	Pray.g_00132
OG0000731	Syab.g_00531	Pray.g_00128
OG0000732	Syab.g_00055	Pray.g_00118
OG0000733	Syab.g_02798	Pray.g_00096
OG0000734	Syab.g_02508	Pray.g_00079
OG0000735	Syab.g_00942	Pray.g_00077
OG0000736	Syab.g_00943	Pray.g_00076
OG0000737	Syab.g_00944	Pray.g_00075
OG0000738	Syab.g_00949	Pray.g_00071
OG0000739	Syab.g_00961	Pray.g_00070
OG0000740	Syab.g_00962	Pray.g_00069
OG0000741	Syab.g_00965	Pray.g_00068
OG0000742	Syab.g_00968	Pray.g_00065
OG0000743	Syab.g_00970	Pray.g_00063
OG0000744	Syab.g_00971	Pray.g_00062
OG0000745	Syab.g_00973	Pray.g_00060
OG0000746	Syab.g_00975	Pray.g_00058
OG0000747	Syab.g_00976	Pray.g_00057
OG0000748	Syab.g_00991	Pray.g_00054
OG0000749	Syab.g_00992	Pray.g_00053
OG0000750	Syab.g_00993	Pray.g_00052
OG0000751	Syab.g_01002	Pray.g_00050
OG0000752	Syab.g_01004	Pray.g_00048
OG0000753	Syab.g_01007	Pray.g_00045
OG0000754	Syab.g_01012	Pray.g_00042
OG0000755	Syab.g_01021	Pray.g_00039
OG0000756	Syab.g_01022	Pray.g_00038
OG0000757	Syab.g_01029	Pray.g_00032
OG0000758	Syab.g_01030	Pray.g_00031
OG0000759	Syab.g_01031	Pray.g_00030
OG0000760	Syab.g_01032	Pray.g_00029
OG0000761	Syab.g_01034	Pray.g_00028
OG0000762	Syab.g_01036	Pray.g_00027
OG0000763	Syab.g_01038	Pray.g_00025
OG0000764	Syab.g_01039	Pray.g_00024
OG0000765	Syab.g_01154	Pray.g_00015
OG0000766	Syab.g_01153	Pray.g_00014
OG0000767	Syab.g_01151	Pray.g_00012
OG0000768	Syab.g_01150	Pray.g_00011
OG0000769	Syab.g_01148	Pray.g_00009
OG0000770	Syab.g_01145	Pray.g_00007
OG0000771	Syab.g_01229	Pray.g_00250
OG0000772	Syab.g_00957	Pray.g_01895
OG0000773	Syab.g_00931	Pray.g_01879
OG0000774	Syab.g_00924	Pray.g_01877
OG0000775	Syab.g_00922	Pray.g_01875
OG0000776	Syab.g_00921	Pray.g_01874
OG0000777	Syab.g_00920	Pray.g_01873
OG0000778	Syab.g_00919	Pray.g_01872
OG0000779	Syab.g_00913	Pray.g_01868
OG0000780	Syab.g_00908	Pray.g_01867
OG0000781	Syab.g_00904	Pray.g_01864
OG0000782	Syab.g_00903	Pray.g_01863
OG0000783	Syab.g_00902	Pray.g_01862
OG0000784	Syab.g_00901	Pray.g_01861
OG0000785	Syab.g_00899	Pray.g_01859
OG0000786	Syab.g_00895	Pray.g_01857
OG0000787	Syab.g_00894	Pray.g_01856
OG0000788	Syab.g_01857	Pray.g_01842
OG0000789	Syab.g_01835	Pray.g_01839
OG0000790	Syab.g_02082	Pray.g_01824
OG0000791	Syab.g_02080	Pray.g_01822
OG0000792	Syab.g_02079	Pray.g_01821
OG0000793	Syab.g_02074	Pray.g_01818
OG0000794	Syab.g_02073	Pray.g_01817
OG0000795	Syab.g_02072	Pray.g_01816
OG0000796	Syab.g_02068	Pray.g_01812
OG0000797	Syab.g_02067	Pray.g_01811
OG0000799	Syab.g_00826	Pray.g_01740
OG0000800	Syab.g_00821	Pray.g_01739
OG0000801	Syab.g_00820	Pray.g_01738
OG0000802	Syab.g_00816	Pray.g_01736
OG0000803	Syab.g_00806	Pray.g_01734
OG0000804	Syab.g_00802	Pray.g_01733
OG0000805	Syab.g_00792	Pray.g_01731
OG0000806	Syab.g_00790	Pray.g_01729
OG0000807	Syab.g_00788	Pray.g_01728
OG0000808	Syab.g_00783	Pray.g_01727
OG0000809	Syab.g_00780	Pray.g_01724
OG0000810	Syab.g_00779	Pray.g_01723
OG0000811	Syab.g_00770	Pray.g_01719
OG0000812	Syab.g_00768	Pray.g_01717
OG0000813	Syab.g_00767	Pray.g_01716
OG0000814	Syab.g_00765	Pray.g_01714
OG0000815	Syab.g_00760	Pray.g_01713
OG0000816	Syab.g_00758	Pray.g_01711
OG0000817	Syab.g_00757	Pray.g_01710
OG0000818	Syab.g_00751	Pray.g_01705
OG0000819	Syab.g_00750	Pray.g_01704
OG0000820	Syab.g_00749	Pray.g_01703
OG0000821	Syab.g_00743	Pray.g_01699
OG0000822	Syab.g_00741	Pray.g_01698
OG0000823	Syab.g_00740	Pray.g_01697
OG0000824	Syab.g_00735	Pray.g_01694
OG0000825	Syab.g_00734	Pray.g_01693
OG0000826	Syab.g_00733	Pray.g_01692
OG0000827	Syab.g_00732	Pray.g_01691
OG0000828	Syab.g_00729	Pray.g_01688
OG0000829	Syab.g_00728	Pray.g_01687
OG0000830	Syab.g_00727	Pray.g_01686
OG0000831	Syab.g_00725	Pray.g_01684
OG0000832	Syab.g_02169	Pray.g_01678
OG0000833	Syab.g_02178	Pray.g_01670
OG0000834	Syab.g_02181	Pray.g_01669
OG0000835	Syab.g_02182	Pray.g_01668
OG0000836	Syab.g_02185	Pray.g_01667
OG0000837	Syab.g_02186	Pray.g_01666
OG0000838	Syab.g_02190	Pray.g_01664
OG0000839	Syab.g_02191	Pray.g_01663
OG0000840	Syab.g_02192	Pray.g_01662
OG0000841	Syab.g_02193	Pray.g_01661
OG0000842	Syab.g_02194	Pray.g_01660
OG0000843	Syab.g_02195	Pray.g_01659
OG0000844	Syab.g_02197	Pray.g_01658
OG0000845	Syab.g_02198	Pray.g_01657
OG0000846	Syab.g_02199	Pray.g_01656
OG0000847	Syab.g_02200	Pray.g_01655
OG0000848	Syab.g_02202	Pray.g_01654
OG0000849	Syab.g_02203	Pray.g_01653
OG0000850	Syab.g_02212	Pray.g_01651
OG0000851	Syab.g_02226	Pray.g_01650
OG0000852	Syab.g_02227	Pray.g_01649
OG0000853	Syab.g_02233	Pray.g_01645
OG0000854	Syab.g_02235	Pray.g_01643
OG0000855	Syab.g_02236	Pray.g_01642
OG0000856	Syab.g_01889	Pray.g_01627
OG0000857	Syab.g_01290	Pray.g_01600
OG0000858	Syab.g_02244	Pray.g_01565
OG0000859	Syab.g_02245	Pray.g_01564
OG0000860	Syab.g_02258	Pray.g_01557
OG0000861	Syab.g_02259	Pray.g_01556
OG0000862	Syab.g_02261	Pray.g_01555
OG0000863	Syab.g_02265	Pray.g_01553
OG0000864	Syab.g_02266	Pray.g_01552
OG0000865	Syab.g_02267	Pray.g_01551
OG0000866	Syab.g_02268	Pray.g_01550
OG0000867	Syab.g_02269	Pray.g_01549
OG0000868	Syab.g_02287	Pray.g_01548
OG0000869	Syab.g_02292	Pray.g_01544
OG0000870	Syab.g_02297	Pray.g_01539
OG0000871	Syab.g_02298	Pray.g_01538
OG0000872	Syab.g_02305	Pray.g_01537
OG0000873	Syab.g_02308	Pray.g_01534
OG0000874	Syab.g_02311	Pray.g_01531
OG0000875	Syab.g_02313	Pray.g_01530
OG0000876	Syab.g_02315	Pray.g_01529
OG0000877	Syab.g_02317	Pray.g_01527
OG0000878	Syab.g_02318	Pray.g_01526
OG0000879	Syab.g_02319	Pray.g_01525
OG0000880	Syab.g_02320	Pray.g_01524
OG0000881	Syab.g_02325	Pray.g_01520
OG0000882	Syab.g_02330	Pray.g_01515
OG0000883	Syab.g_02332	Pray.g_01513
OG0000884	Syab.g_02334	Pray.g_01512
OG0000885	Syab.g_02335	Pray.g_01511
OG0000886	Syab.g_02336	Pray.g_01510
OG0000887	Syab.g_02338	Pray.g_01509
OG0000888	Syab.g_02340	Pray.g_01507
OG0000889	Syab.g_02342	Pray.g_01505
OG0000890	Syab.g_02348	Pray.g_01504
OG0000891	Syab.g_02349	Pray.g_01503
OG0000892	Syab.g_02353	Pray.g_01229
OG0000893	Syab.g_00366	Pray.g_01234
OG0000894	Syab.g_00369	Pray.g_01236
OG0000895	Syab.g_00373	Pray.g_01239
OG0000896	Syab.g_00374	Pray.g_01240
OG0000897	Syab.g_00376	Pray.g_01242
OG0000898	Syab.g_00377	Pray.g_01243
OG0000899	Syab.g_00378	Pray.g_01244
OG0000900	Syab.g_00379	Pray.g_01245
OG0000901	Syab.g_00384	Pray.g_01248
OG0000902	Syab.g_00386	Pray.g_01250
OG0000903	Syab.g_00399	Pray.g_01253
OG0000904	Syab.g_00395	Pray.g_01255
OG0000905	Syab.g_00390	Pray.g_01260
OG0000906	Syab.g_00388	Pray.g_01261
OG0000907	Syab.g_00401	Pray.g_01264
OG0000908	Syab.g_00404	Pray.g_01267
OG0000909	Syab.g_00405	Pray.g_01268
OG0000910	Syab.g_00406	Pray.g_01269
OG0000911	Syab.g_00408	Pray.g_01271
OG0000912	Syab.g_00409	Pray.g_01272
OG0000913	Syab.g_00410	Pray.g_01273
OG0000914	Syab.g_00411	Pray.g_01274
OG0000915	Syab.g_00412	Pray.g_01275
OG0000916	Syab.g_00413	Pray.g_01276
OG0000917	Syab.g_00414	Pray.g_01277
OG0000918	Syab.g_00415	Pray.g_01278
OG0000919	Syab.g_00416	Pray.g_01279
OG0000920	Syab.g_00417	Pray.g_01280
OG0000921	Syab.g_00418	Pray.g_01281
OG0000922	Syab.g_00419	Pray.g_01282
OG0000923	Syab.g_00423	Pray.g_01286
OG0000924	Syab.g_00424	Pray.g_01287
OG0000925	Syab.g_00425	Pray.g_01288
OG0000926	Syab.g_00426	Pray.g_01289
OG0000927	Syab.g_00428	Pray.g_01291
OG0000928	Syab.g_00429	Pray.g_01292
OG0000929	Syab.g_00430	Pray.g_01293
OG0000930	Syab.g_00431	Pray.g_01294
OG0000931	Syab.g_00432	Pray.g_01295
OG0000932	Syab.g_00433	Pray.g_01296
OG0000933	Syab.g_00439	Pray.g_01300
OG0000934	Syab.g_00441	Pray.g_01302
OG0000935	Syab.g_00442	Pray.g_01303
OG0000936	Syab.g_00443	Pray.g_01304
OG0000937	Syab.g_00444	Pray.g_01305
OG0000938	Syab.g_00447	Pray.g_01307
OG0000939	Syab.g_00448	Pray.g_01308
OG0000940	Syab.g_00456	Pray.g_01315
OG0000941	Syab.g_00458	Pray.g_01317
OG0000942	Syab.g_00460	Pray.g_01319
OG0000943	Syab.g_00461	Pray.g_01320
OG0000944	Syab.g_00463	Pray.g_01321
OG0000945	Syab.g_00466	Pray.g_01322
OG0000946	Syab.g_00473	Pray.g_01327
OG0000947	Syab.g_00476	Pray.g_01329
OG0000948	Syab.g_00477	Pray.g_01330
OG0000949	Syab.g_00212	Pray.g_01333
OG0000950	Syab.g_00204	Pray.g_01338
OG0000951	Syab.g_00199	Pray.g_01342
OG0000952	Syab.g_00191	Pray.g_01346
OG0000953	Syab.g_00134	Pray.g_01349
OG0000954	Syab.g_00129	Pray.g_01353
OG0000955	Syab.g_00128	Pray.g_01354
OG0000956	Syab.g_00126	Pray.g_01356
OG0000957	Syab.g_00115	Pray.g_01362
OG0000958	Syab.g_00114	Pray.g_01363
OG0000959	Syab.g_00110	Pray.g_01367
OG0000960	Syab.g_00109	Pray.g_01368
OG0000961	Syab.g_00100	Pray.g_01370
OG0000962	Syab.g_00098	Pray.g_01372
OG0000963	Syab.g_00093	Pray.g_01376
OG0000964	Syab.g_00092	Pray.g_01377
OG0000965	Syab.g_00091	Pray.g_01378
OG0000966	Syab.g_00082	Pray.g_01385
OG0000967	Syab.g_00078	Pray.g_01390
OG0000968	Syab.g_00075	Pray.g_01392
OG0000969	Syab.g_00073	Pray.g_01393
OG0000970	Syab.g_00072	Pray.g_01394
OG0000971	Syab.g_00070	Pray.g_01395
OG0000972	Syab.g_00069	Pray.g_01396
OG0000973	Syab.g_00068	Pray.g_01397
OG0000974	Syab.g_00067	Pray.g_01398
OG0000975	Syab.g_00066	Pray.g_01399
OG0000976	Syab.g_00065	Pray.g_01400
OG0000977	Syab.g_00063	Pray.g_01401
OG0000978	Syab.g_00062	Pray.g_01402
OG0000979	Syab.g_00059	Pray.g_01405
OG0000980	Syab.g_00056	Pray.g_01407
OG0000981	Syab.g_00053	Pray.g_01409
OG0000982	Syab.g_02756	Pray.g_01411
OG0000983	Syab.g_02757	Pray.g_01412
OG0000984	Syab.g_02758	Pray.g_01413
OG0000985	Syab.g_02762	Pray.g_01416
OG0000986	Syab.g_02764	Pray.g_01418
OG0000987	Syab.g_02768	Pray.g_01419
OG0000988	Syab.g_02774	Pray.g_01422
OG0000989	Syab.g_02792	Pray.g_01426
OG0000990	Syab.g_02811	Pray.g_01429
OG0000991	Syab.g_02818	Pray.g_01430
OG0000992	Syab.g_02821	Pray.g_01432
OG0000993	Syab.g_02822	Pray.g_01433
OG0000994	Syab.g_02826	Pray.g_01434
OG0000995	Syab.g_02835	Pray.g_01438
OG0000996	Syab.g_02866	Pray.g_01439
OG0000997	Syab.g_02875	Pray.g_01440
OG0000998	Syab.g_02877	Pray.g_01442
OG0000999	Syab.g_02878	Pray.g_01443
OG0001000	Syab.g_02881	Pray.g_01446
OG0001001	Syab.g_02888	Pray.g_01448
OG0001002	Syab.g_02900	Pray.g_01452
OG0001003	Syab.g_02902	Pray.g_01453
OG0001004	Syab.g_02903	Pray.g_01454
OG0001005	Syab.g_02905	Pray.g_01455
OG0001006	Syab.g_02912	Pray.g_01459
OG0001007	Syab.g_02914	Pray.g_01461
OG0001008	Syab.g_00584	Pray.g_00927
OG0001009	Syab.g_00033	Pray.g_01489
OG0001010	Syab.g_00034	Pray.g_01490
OG0001011	Syab.g_00035	Pray.g_01491
OG0001012	Syab.g_02752	Pray.g_00240
OG0001013	Syab.g_02716	Pray.g_00235
OG0001014	Syab.g_02712	Pray.g_00232
OG0001015	Syab.g_02711	Pray.g_00231
OG0001016	Syab.g_02439	Pray.g_00216
OG0001017	Syab.g_02445	Pray.g_00212
OG0001018	Syab.g_02447	Pray.g_00209
OG0001019	Syab.g_02469	Pray.g_00200
OG0001020	Syab.g_02477	Pray.g_00199
OG0001021	Syab.g_02481	Pray.g_00198
OG0001022	Syab.g_02485	Pray.g_00195
OG0001023	Syab.g_02486	Pray.g_00194
OG0001024	Syab.g_02490	Pray.g_00191
OG0001025	Syab.g_02497	Pray.g_00185
OG0001026	Syab.g_02510	Pray.g_00178
OG0001027	Syab.g_02515	Pray.g_00177
OG0001028	Syab.g_02517	Pray.g_00175
OG0001029	Syab.g_02519	Pray.g_00174
OG0001030	Syab.g_02540	Pray.g_00159
OG0001031	Syab.g_02615	Pray.g_00667
OG0001032	Syab.g_02617	Pray.g_00668
OG0001033	Syab.g_02675	Pray.g_00689
OG0001034	Syab.g_02370	Pray.g_00717
OG0001035	Syab.g_00335	Pray.g_00735
OG0001036	Syab.g_00327	Pray.g_00739
OG0001037	Syab.g_00325	Pray.g_00740
OG0001038	Syab.g_00297	Pray.g_00757
OG0001039	Syab.g_00294	Pray.g_00760
OG0001040	Syab.g_00291	Pray.g_00762
OG0001041	Syab.g_00286	Pray.g_00766
OG0001042	Syab.g_00254	Pray.g_00782
OG0001043	Syab.g_00250	Pray.g_00783
OG0001044	Syab.g_00522	Pray.g_00811
OG0001045	Syab.g_00534	Pray.g_00820
OG0001046	Syab.g_01352	Pray.g_00857
OG0001047	Syab.g_00586	Pray.g_00929
OG0001048	Syab.g_00587	Pray.g_00930
OG0001049	Syab.g_00590	Pray.g_00932
OG0001050	Syab.g_00591	Pray.g_00933
OG0001051	Syab.g_00592	Pray.g_00934
OG0001052	Syab.g_00693	Pray.g_00961
OG0001053	Syab.g_02099	Pray.g_00973
OG0001054	Syab.g_02118	Pray.g_00989
OG0001055	Syab.g_02139	Pray.g_01008
OG0001056	Syab.g_02036	Pray.g_01225
OG0001057	Syab.g_00882	Pray.g_01220
OG0001058	Syab.g_02014	Pray.g_01212
OG0001059	Syab.g_02010	Pray.g_01208
OG0001060	Syab.g_02003	Pray.g_01201
OG0001061	Syab.g_01985	Pray.g_01188
OG0001062	Syab.g_01983	Pray.g_01186
OG0001063	Syab.g_01979	Pray.g_01184
OG0001064	Syab.g_01978	Pray.g_01183
OG0001065	Syab.g_01976	Pray.g_01182
OG0001066	Syab.g_01975	Pray.g_01181
OG0001067	Syab.g_01974	Pray.g_01180
OG0001068	Syab.g_01973	Pray.g_01179
OG0001069	Syab.g_01972	Pray.g_01178
OG0001070	Syab.g_01968	Pray.g_01175
OG0001071	Syab.g_01967	Pray.g_01174
OG0001072	Syab.g_01962	Pray.g_01173
OG0001073	Syab.g_01947	Pray.g_01159
OG0001074	Syab.g_01815	Pray.g_01148
OG0001075	Syab.g_01919	Pray.g_01147
OG0001076	Syab.g_01897	Pray.g_01139
OG0001077	Syab.g_01887	Pray.g_01135
OG0001079	Syab.g_01856	Pray.g_01116
OG0001080	Syab.g_01756	Pray.g_01110
OG0001081	Syab.g_01530	Pray.g_01108
OG0001082	Syab.g_01531	Pray.g_01107
OG0001083	Syab.g_01540	Pray.g_01102
OG0001084	Syab.g_01543	Pray.g_01101
OG0001085	Syab.g_01563	Pray.g_01093
OG0001086	Syab.g_01565	Pray.g_01092
OG0001087	Syab.g_01167	Pray.g_01075
OG0001088	Syab.g_01170	Pray.g_01074
OG0001089	Syab.g_01198	Pray.g_01066
OG0001090	Syab.g_01267	Pray.g_01039
OG0001091	Syab.g_01270	Pray.g_01037
OG0001092	Syab.g_01272	Pray.g_01036
OG0001093	Syab.g_01664	Pray.g_01031
OG0001094	Syab.g_01567	Pray.g_00342
OG0001095	Syab.g_01287	Pray.g_00361
OG0001096	Syab.g_01693	Pray.g_00374
OG0001097	Syab.g_01718	Pray.g_00393
OG0001098	Syab.g_01497	Pray.g_00408
OG0001099	Syab.g_02518	Pray.g_00440
OG0001100	Syab.g_01640	Pray.g_00444
OG0001101	Syab.g_01639	Pray.g_00446
OG0001102	Syab.g_01636	Pray.g_00449
OG0001103	Syab.g_01634	Pray.g_00451
OG0001104	Syab.g_01590	Pray.g_00474
OG0001105	Syab.g_01585	Pray.g_00478
OG0001106	Syab.g_01397	Pray.g_00502
OG0001107	Syab.g_01385	Pray.g_00509
OG0001108	Syab.g_01377	Pray.g_00513
OG0001109	Syab.g_01368	Pray.g_00514
OG0001110	Syab.g_01366	Pray.g_00516
OG0001111	Syab.g_01364	Pray.g_00517
OG0001112	Syab.g_01362	Pray.g_00518
OG0001113	Syab.g_01593	Pray.g_00519
OG0001114	Syab.g_01361	Pray.g_00520
OG0001115	Syab.g_01357	Pray.g_00522
OG0001116	Syab.g_01355	Pray.g_00523
OG0001117	Syab.g_01354	Pray.g_00524
OG0001118	Syab.g_01353	Pray.g_00525
OG0001119	Syab.g_01351	Pray.g_00526
OG0001120	Syab.g_01347	Pray.g_00528
OG0001121	Syab.g_02159	Pray.g_00099, Pray.g_00531
OG0001122	Syab.g_01320	Pray.g_00556
OG0001123	Syab.g_01312	Pray.g_00560
OG0001124	Syab.g_01310	Pray.g_00562
OG0001125	Syab.g_01308	Pray.g_00563
OG0001126	Syab.g_01231	Pray.g_00573
OG0001127	Syab.g_01230	Pray.g_00574
OG0001128	Syab.g_01227	Pray.g_00576
OG0001129	Syab.g_01225	Pray.g_00577
OG0001130	Syab.g_01224	Pray.g_00578
OG0001131	Syab.g_01609	Pray.g_00614
OG0001132	Syab.g_01790	Pray.g_00623
OG0001133	Syab.g_01895	Pray.g_00112
OG0001134	Syab.g_01748	Pray.g_00097
OG0001136	Syab.g_00966	Pray.g_00067
OG0001137	Syab.g_00990	Pray.g_00055
OG0001138	Syab.g_01023	Pray.g_00037
OG0001139	Syab.g_01025	Pray.g_00036
OG0001140	Syab.g_01026	Pray.g_00035
OG0001141	Syab.g_01027	Pray.g_00034
OG0001142	Syab.g_01028	Pray.g_00033
OG0001143	Syab.g_01037	Pray.g_00026
OG0001144	Syab.g_01052	Pray.g_00021
OG0001145	Syab.g_00928	Pray.g_01878
OG0001146	Syab.g_00907	Pray.g_01866
OG0001147	Syab.g_00716	Pray.g_01843
OG0001148	Syab.g_02085	Pray.g_01827
OG0001149	Syab.g_02084	Pray.g_01826
OG0001150	Syab.g_02083	Pray.g_01825
OG0001151	Syab.g_02070	Pray.g_01814
OG0001152	Syab.g_02069	Pray.g_01813
OG0001153	Syab.g_00731	Pray.g_01690
OG0001154	Syab.g_00730	Pray.g_01689
OG0001155	Syab.g_02171	Pray.g_01677
OG0001156	Syab.g_02174	Pray.g_01674
OG0001157	Syab.g_02175	Pray.g_01673
OG0001158	Syab.g_02176	Pray.g_01672
OG0001159	Syab.g_02177	Pray.g_01671
OG0001160	Syab.g_02231	Pray.g_01647
OG0001161	Syab.g_02797	Pray.g_01634
OG0001162	Syab.g_00893	Pray.g_01623
OG0001163	Syab.g_02241	Pray.g_01567
OG0001164	Syab.g_02247	Pray.g_01563
OG0001165	Syab.g_02252	Pray.g_01560
OG0001166	Syab.g_02296	Pray.g_01540
OG0001167	Syab.g_02322	Pray.g_01523
OG0001168	Syab.g_02324	Pray.g_01521
OG0001169	Syab.g_02326	Pray.g_01519
OG0001170	Syab.g_02328	Pray.g_01517
OG0001171	Syab.g_02339	Pray.g_01508
