Orthogroup	Syab	Syaq
OG0000560	Syab.g_02009	Syaq.g_01936
OG0000561	Syab.g_02008	Syaq.g_01937
OG0000562	Syab.g_02007	Syaq.g_01938
OG0000563	Syab.g_02006	Syaq.g_01939
OG0000564	Syab.g_02005	Syaq.g_01940
OG0000565	Syab.g_02001	Syaq.g_01943
OG0000566	Syab.g_01997	Syaq.g_01947
OG0000567	Syab.g_01993	Syaq.g_01951
OG0000568	Syab.g_01991	Syaq.g_01954
OG0000569	Syab.g_01990	Syaq.g_01955
OG0000570	Syab.g_01989	Syaq.g_01956
OG0000571	Syab.g_01986	Syaq.g_01960
OG0000572	Syab.g_01969	Syaq.g_01977
OG0000573	Syab.g_01960	Syaq.g_01985
OG0000574	Syab.g_01959	Syaq.g_01986
OG0000575	Syab.g_01954	Syaq.g_01991
OG0000576	Syab.g_01952	Syaq.g_01993
OG0000577	Syab.g_01951	Syaq.g_01994
OG0000578	Syab.g_01950	Syaq.g_01995
OG0000579	Syab.g_01949	Syaq.g_01996
OG0000580	Syab.g_01948	Syaq.g_01997
OG0000581	Syab.g_01934	Syaq.g_02003
OG0000582	Syab.g_01929	Syaq.g_02012
OG0000583	Syab.g_01928	Syaq.g_02013
OG0000584	Syab.g_01927	Syaq.g_02014
OG0000585	Syab.g_01924	Syaq.g_02017
OG0000586	Syab.g_01923	Syaq.g_02018
OG0000587	Syab.g_01921	Syaq.g_02020
OG0000588	Syab.g_01910	Syaq.g_02043
OG0000589	Syab.g_01899	Syaq.g_02057
OG0000590	Syab.g_01898	Syaq.g_02058
OG0000591	Syab.g_01892	Syaq.g_02066
OG0000592	Syab.g_01891	Syaq.g_02067
OG0000593	Syab.g_01877	Syaq.g_02078
OG0000594	Syab.g_01876	Syaq.g_02079
OG0000595	Syab.g_01875	Syaq.g_02080
OG0000596	Syab.g_01871	Syaq.g_02085
OG0000597	Syab.g_01868	Syaq.g_02088
OG0000598	Syab.g_01867	Syaq.g_02089
OG0000599	Syab.g_01860	Syaq.g_02096
OG0000600	Syab.g_01859	Syaq.g_02097
OG0000601	Syab.g_01858	Syaq.g_02098
OG0000602	Syab.g_01853	Syaq.g_02104
OG0000603	Syab.g_01852	Syaq.g_02105
OG0000604	Syab.g_01850	Syaq.g_02107
OG0000605	Syab.g_01758	Syaq.g_02151
OG0000606	Syab.g_01529	Syaq.g_02231
OG0000607	Syab.g_01533	Syaq.g_02234
OG0000608	Syab.g_01534	Syaq.g_02235
OG0000609	Syab.g_01536	Syaq.g_02237
OG0000610	Syab.g_01555	Syaq.g_02244
OG0000611	Syab.g_01558	Syaq.g_02247
OG0000612	Syab.g_01559	Syaq.g_02248
OG0000613	Syab.g_00228	Syaq.g_00885
OG0000614	Syab.g_01179	Syaq.g_02588
OG0000615	Syab.g_01605	Syaq.g_02302
OG0000616	Syab.g_02897	Syaq.g_01168
OG0000617	Syab.g_01274	Syaq.g_00031
OG0000618	Syab.g_01275	Syaq.g_00032
OG0000619	Syab.g_01662	Syaq.g_00033
OG0000620	Syab.g_01668	Syaq.g_00038
OG0000621	Syab.g_01669	Syaq.g_00039
OG0000622	Syab.g_01670	Syaq.g_00040
OG0000623	Syab.g_01671	Syaq.g_00041
OG0000624	Syab.g_01673	Syaq.g_00042
OG0000625	Syab.g_01674	Syaq.g_00043
OG0000626	Syab.g_01675	Syaq.g_00044
OG0000627	Syab.g_01438	Syaq.g_02425
OG0000628	Syab.g_01437	Syaq.g_02426
OG0000629	Syab.g_01434	Syaq.g_02429
OG0000630	Syab.g_01430	Syaq.g_02433
OG0000631	Syab.g_01421	Syaq.g_02441
OG0000632	Syab.g_01420	Syaq.g_02442
OG0000633	Syab.g_01419	Syaq.g_02444
OG0000634	Syab.g_01651	Syaq.g_02336
OG0000635	Syab.g_01656	Syaq.g_02337
OG0000636	Syab.g_01658	Syaq.g_02339
OG0000637	Syab.g_01660	Syaq.g_02341
OG0000638	Syab.g_01661	Syaq.g_02342
OG0000639	Syab.g_01276	Syaq.g_02343
OG0000640	Syab.g_01277	Syaq.g_02344
OG0000641	Syab.g_01281	Syaq.g_02348
OG0000642	Syab.g_01282	Syaq.g_02349
OG0000643	Syab.g_01283	Syaq.g_02350
OG0000644	Syab.g_01284	Syaq.g_02351
OG0000645	Syab.g_01286	Syaq.g_02353
OG0000646	Syab.g_01289	Syaq.g_02356
OG0000647	Syab.g_01291	Syaq.g_02358
OG0000648	Syab.g_01684	Syaq.g_02360
OG0000649	Syab.g_01685	Syaq.g_02361
OG0000650	Syab.g_01686	Syaq.g_02362
OG0000651	Syab.g_01687	Syaq.g_02363
OG0000652	Syab.g_01688	Syaq.g_02364
OG0000653	Syab.g_01690	Syaq.g_02367
OG0000654	Syab.g_01691	Syaq.g_02368
OG0000655	Syab.g_01692	Syaq.g_02369
OG0000656	Syab.g_01695	Syaq.g_02372
OG0000657	Syab.g_01706	Syaq.g_02382
OG0000658	Syab.g_01710	Syaq.g_02385
OG0000659	Syab.g_01711	Syaq.g_02386
OG0000660	Syab.g_01715	Syaq.g_02390
OG0000661	Syab.g_01717	Syaq.g_02392
OG0000662	Syab.g_01719	Syaq.g_02394
OG0000663	Syab.g_01722	Syaq.g_02397
OG0000664	Syab.g_01723	Syaq.g_02400
OG0000665	Syab.g_01829	Syaq.g_02124
OG0000666	Syab.g_01842	Syaq.g_02117
OG0000667	Syab.g_01548	Syaq.g_02222
OG0000668	Syab.g_01319	Syaq.g_00068
OG0000669	Syab.g_01642	Syaq.g_02260
OG0000670	Syab.g_02156	Syaq.g_00079
OG0000671	Syab.g_01638	Syaq.g_02264
OG0000672	Syab.g_01635	Syaq.g_02267
OG0000673	Syab.g_01632	Syaq.g_02270
OG0000674	Syab.g_01630	Syaq.g_02272
OG0000675	Syab.g_01629	Syaq.g_02273
OG0000676	Syab.g_01620	Syaq.g_02275
OG0000677	Syab.g_01619	Syaq.g_02276
OG0000678	Syab.g_01613	Syaq.g_02282
OG0000679	Syab.g_01601	Syaq.g_02305
OG0000680	Syab.g_01600	Syaq.g_02306
OG0000681	Syab.g_01597	Syaq.g_02309
OG0000682	Syab.g_01596	Syaq.g_02310
OG0000683	Syab.g_01595	Syaq.g_02311
OG0000684	Syab.g_01591	Syaq.g_02315
OG0000685	Syab.g_01589	Syaq.g_02317
OG0000686	Syab.g_01588	Syaq.g_02318
OG0000687	Syab.g_01586	Syaq.g_02319
OG0000688	Syab.g_01576	Syaq.g_02325
OG0000689	Syab.g_01574	Syaq.g_02327
OG0000690	Syab.g_01573	Syaq.g_02328
OG0000691	Syab.g_01572	Syaq.g_02329
OG0000692	Syab.g_01571	Syaq.g_02330
OG0000693	Syab.g_01569	Syaq.g_02332
OG0000694	Syab.g_01568	Syaq.g_02333
OG0000695	Syab.g_01417	Syaq.g_02446
OG0000696	Syab.g_01416	Syaq.g_02447
OG0000697	Syab.g_01415	Syaq.g_02448
OG0000698	Syab.g_01412	Syaq.g_02451
OG0000699	Syab.g_01411	Syaq.g_02452
OG0000700	Syab.g_01410	Syaq.g_02453
OG0000701	Syab.g_01409	Syaq.g_02454
OG0000702	Syab.g_01401	Syaq.g_02467
OG0000703	Syab.g_01400	Syaq.g_02468
OG0000704	Syab.g_01398	Syaq.g_02470
OG0000705	Syab.g_01391	Syaq.g_02477
OG0000706	Syab.g_01390	Syaq.g_02478
OG0000707	Syab.g_01389	Syaq.g_02479
OG0000708	Syab.g_01386	Syaq.g_02482
OG0000709	Syab.g_01378	Syaq.g_02490
OG0000710	Syab.g_01367	Syaq.g_02494
OG0000711	Syab.g_01340	Syaq.g_02521
OG0000712	Syab.g_01338	Syaq.g_02523
OG0000713	Syab.g_01337	Syaq.g_02524
OG0000714	Syab.g_01334	Syaq.g_02527
OG0000715	Syab.g_01332	Syaq.g_02529
OG0000716	Syab.g_01328	Syaq.g_02533
OG0000717	Syab.g_01327	Syaq.g_02534
OG0000718	Syab.g_01323	Syaq.g_00072
OG0000719	Syab.g_01321	Syaq.g_00070
OG0000720	Syab.g_01307	Syaq.g_00057
OG0000721	Syab.g_01305	Syaq.g_00055
OG0000722	Syab.g_01304	Syaq.g_00054
OG0000723	Syab.g_01678	Syaq.g_00046
OG0000724	Syab.g_01223	Syaq.g_02685
OG0000725	Syab.g_01207	Syaq.g_02676
OG0000726	Syab.g_01206	Syaq.g_02675
OG0000727	Syab.g_01205	Syaq.g_02674
OG0000728	Syab.g_01203	Syaq.g_02672
OG0000729	Syab.g_00097	Syaq.g_01046
OG0000730	Syab.g_00521	Syaq.g_00561
OG0000731	Syab.g_00531	Syaq.g_00550
OG0000732	Syab.g_00055	Syaq.g_01098
OG0000733	Syab.g_02798	Syaq.g_01232
OG0000734	Syab.g_02508	Syaq.g_01479
OG0000735	Syab.g_00942	Syaq.g_00266
OG0000736	Syab.g_00943	Syaq.g_00265
OG0000737	Syab.g_00944	Syaq.g_00264
OG0000738	Syab.g_00949	Syaq.g_00258
OG0000739	Syab.g_00961	Syaq.g_00257
OG0000740	Syab.g_00962	Syaq.g_00256
OG0000741	Syab.g_00965	Syaq.g_00253
OG0000742	Syab.g_00968	Syaq.g_00250
OG0000743	Syab.g_00970	Syaq.g_00248
OG0000744	Syab.g_00971	Syaq.g_00247
OG0000745	Syab.g_00973	Syaq.g_00245
OG0000746	Syab.g_00975	Syaq.g_00242
OG0000747	Syab.g_00976	Syaq.g_00241
OG0000748	Syab.g_00991	Syaq.g_00227
OG0000749	Syab.g_00992	Syaq.g_00226
OG0000750	Syab.g_00993	Syaq.g_00225
OG0000751	Syab.g_01002	Syaq.g_00219
OG0000752	Syab.g_01004	Syaq.g_00217
OG0000753	Syab.g_01007	Syaq.g_00214
OG0000754	Syab.g_01012	Syaq.g_00209
OG0000755	Syab.g_01021	Syaq.g_00198
OG0000756	Syab.g_01022	Syaq.g_00197
OG0000757	Syab.g_01029	Syaq.g_00190
OG0000758	Syab.g_01030	Syaq.g_00189
OG0000759	Syab.g_01031	Syaq.g_00188
OG0000760	Syab.g_01032	Syaq.g_00187
OG0000761	Syab.g_01034	Syaq.g_00186
OG0000762	Syab.g_01036	Syaq.g_00183
OG0000763	Syab.g_01038	Syaq.g_00181
OG0000764	Syab.g_01039	Syaq.g_00180
OG0000765	Syab.g_01154	Syaq.g_00157
OG0000766	Syab.g_01153	Syaq.g_00156
OG0000767	Syab.g_01151	Syaq.g_00154
OG0000768	Syab.g_01150	Syaq.g_00153
OG0000769	Syab.g_01148	Syaq.g_00151
OG0000770	Syab.g_01145	Syaq.g_00148
OG0000771	Syab.g_01229	Syaq.g_02691
OG0000772	Syab.g_00957	Syaq.g_01887
OG0000773	Syab.g_00931	Syaq.g_00283
OG0000774	Syab.g_00924	Syaq.g_00288
OG0000775	Syab.g_00922	Syaq.g_00290
OG0000776	Syab.g_00921	Syaq.g_00291
OG0000777	Syab.g_00920	Syaq.g_00292
OG0000778	Syab.g_00919	Syaq.g_00293
OG0000779	Syab.g_00913	Syaq.g_00299
OG0000780	Syab.g_00908	Syaq.g_00304
OG0000781	Syab.g_00904	Syaq.g_00308
OG0000782	Syab.g_00903	Syaq.g_00309
OG0000783	Syab.g_00902	Syaq.g_00310
OG0000784	Syab.g_00901	Syaq.g_00311
OG0000785	Syab.g_00899	Syaq.g_00313
OG0000786	Syab.g_00895	Syaq.g_00328
OG0000787	Syab.g_00894	Syaq.g_00329
OG0000788	Syab.g_01857	Syaq.g_02099
OG0000789	Syab.g_01835	Syaq.g_02123
OG0000790	Syab.g_02082	Syaq.g_01758
OG0000791	Syab.g_02080	Syaq.g_01756
OG0000792	Syab.g_02079	Syaq.g_01755
OG0000793	Syab.g_02074	Syaq.g_01750
OG0000794	Syab.g_02073	Syaq.g_01749
OG0000795	Syab.g_02072	Syaq.g_01748
OG0000796	Syab.g_02068	Syaq.g_01744
OG0000797	Syab.g_02067	Syaq.g_01743
OG0000798	Syab.g_00298	Syaq.g_00760
OG0000799	Syab.g_00826	Syaq.g_00341
OG0000800	Syab.g_00821	Syaq.g_00342
OG0000801	Syab.g_00820	Syaq.g_00343
OG0000802	Syab.g_00816	Syaq.g_00350
OG0000803	Syab.g_00806	Syaq.g_00353
OG0000804	Syab.g_00802	Syaq.g_00358
OG0000805	Syab.g_00792	Syaq.g_00360
OG0000806	Syab.g_00790	Syaq.g_00362
OG0000807	Syab.g_00788	Syaq.g_00364
OG0000808	Syab.g_00783	Syaq.g_00365
OG0000809	Syab.g_00780	Syaq.g_00369
OG0000810	Syab.g_00779	Syaq.g_00370
OG0000811	Syab.g_00770	Syaq.g_00378
OG0000812	Syab.g_00768	Syaq.g_00380
OG0000813	Syab.g_00767	Syaq.g_00381
OG0000814	Syab.g_00765	Syaq.g_00383
OG0000815	Syab.g_00760	Syaq.g_00384
OG0000816	Syab.g_00758	Syaq.g_00386
OG0000817	Syab.g_00757	Syaq.g_00387
OG0000818	Syab.g_00751	Syaq.g_00392
OG0000819	Syab.g_00750	Syaq.g_00393
OG0000820	Syab.g_00749	Syaq.g_00394
OG0000821	Syab.g_00743	Syaq.g_00400
OG0000822	Syab.g_00741	Syaq.g_00402
OG0000823	Syab.g_00740	Syaq.g_00403
OG0000824	Syab.g_00735	Syaq.g_00409
OG0000825	Syab.g_00734	Syaq.g_00410
OG0000826	Syab.g_00733	Syaq.g_00411
OG0000827	Syab.g_00732	Syaq.g_00412
OG0000828	Syab.g_00729	Syaq.g_00415
OG0000829	Syab.g_00728	Syaq.g_00416
OG0000830	Syab.g_00727	Syaq.g_00417
OG0000831	Syab.g_00725	Syaq.g_00419
OG0000832	Syab.g_02169	Syaq.g_01737
OG0000833	Syab.g_02178	Syaq.g_01725
OG0000834	Syab.g_02181	Syaq.g_01724
OG0000835	Syab.g_02182	Syaq.g_01723
OG0000836	Syab.g_02185	Syaq.g_01720
OG0000837	Syab.g_02186	Syaq.g_01719
OG0000838	Syab.g_02190	Syaq.g_01715
OG0000839	Syab.g_02191	Syaq.g_01714
OG0000840	Syab.g_02192	Syaq.g_01713
OG0000841	Syab.g_02193	Syaq.g_01712
OG0000842	Syab.g_02194	Syaq.g_01711
OG0000843	Syab.g_02195	Syaq.g_01710
OG0000844	Syab.g_02197	Syaq.g_01708
OG0000845	Syab.g_02198	Syaq.g_01707
OG0000846	Syab.g_02199	Syaq.g_01706
OG0000847	Syab.g_02200	Syaq.g_01705
OG0000848	Syab.g_02202	Syaq.g_01703
OG0000849	Syab.g_02203	Syaq.g_01702
OG0000850	Syab.g_02212	Syaq.g_01699
OG0000851	Syab.g_02226	Syaq.g_01696
OG0000852	Syab.g_02227	Syaq.g_01695
OG0000853	Syab.g_02233	Syaq.g_01691
OG0000854	Syab.g_02235	Syaq.g_01689
OG0000855	Syab.g_02236	Syaq.g_01688
OG0000856	Syab.g_01889	Syaq.g_02069
OG0000857	Syab.g_01290	Syaq.g_02357
OG0000858	Syab.g_02244	Syaq.g_01682
OG0000859	Syab.g_02245	Syaq.g_01681
OG0000860	Syab.g_02258	Syaq.g_01671
OG0000861	Syab.g_02259	Syaq.g_01670
OG0000862	Syab.g_02261	Syaq.g_01668
OG0000863	Syab.g_02265	Syaq.g_01665
OG0000864	Syab.g_02266	Syaq.g_01664
OG0000865	Syab.g_02267	Syaq.g_01663
OG0000866	Syab.g_02268	Syaq.g_01662
OG0000867	Syab.g_02269	Syaq.g_01661
OG0000868	Syab.g_02287	Syaq.g_01659
OG0000869	Syab.g_02292	Syaq.g_01656
OG0000870	Syab.g_02297	Syaq.g_01651
OG0000871	Syab.g_02298	Syaq.g_01650
OG0000872	Syab.g_02305	Syaq.g_01644
OG0000873	Syab.g_02308	Syaq.g_01641
OG0000874	Syab.g_02311	Syaq.g_01637
OG0000875	Syab.g_02313	Syaq.g_01633
OG0000876	Syab.g_02315	Syaq.g_01631
OG0000877	Syab.g_02317	Syaq.g_01628
OG0000878	Syab.g_02318	Syaq.g_01627
OG0000879	Syab.g_02319	Syaq.g_01626
OG0000880	Syab.g_02320	Syaq.g_01625
OG0000881	Syab.g_02325	Syaq.g_01621
OG0000882	Syab.g_02330	Syaq.g_01616
OG0000883	Syab.g_02332	Syaq.g_01613
OG0000884	Syab.g_02334	Syaq.g_01611
OG0000885	Syab.g_02335	Syaq.g_01610
OG0000886	Syab.g_02336	Syaq.g_01609
OG0000887	Syab.g_02338	Syaq.g_01608
OG0000888	Syab.g_02340	Syaq.g_01606
OG0000889	Syab.g_02342	Syaq.g_01604
OG0000890	Syab.g_02348	Syaq.g_01597
OG0000891	Syab.g_02349	Syaq.g_01596
OG0000892	Syab.g_02353	Syaq.g_01594
OG0000893	Syab.g_00366	Syaq.g_00695
OG0000894	Syab.g_00369	Syaq.g_00692
OG0000895	Syab.g_00373	Syaq.g_00688
OG0000896	Syab.g_00374	Syaq.g_00687
OG0000897	Syab.g_00376	Syaq.g_00685
OG0000898	Syab.g_00377	Syaq.g_00684
OG0000899	Syab.g_00378	Syaq.g_00683
OG0000900	Syab.g_00379	Syaq.g_00682
OG0000901	Syab.g_00384	Syaq.g_00677
OG0000902	Syab.g_00386	Syaq.g_00671
OG0000903	Syab.g_00399	Syaq.g_00655
OG0000904	Syab.g_00395	Syaq.g_00660
OG0000905	Syab.g_00390	Syaq.g_00666
OG0000906	Syab.g_00388	Syaq.g_00669
OG0000907	Syab.g_00401	Syaq.g_00653
OG0000908	Syab.g_00404	Syaq.g_00650
OG0000909	Syab.g_00405	Syaq.g_00649
OG0000910	Syab.g_00406	Syaq.g_00648
OG0000911	Syab.g_00408	Syaq.g_00646
OG0000912	Syab.g_00409	Syaq.g_00645
OG0000913	Syab.g_00410	Syaq.g_00644
OG0000914	Syab.g_00411	Syaq.g_00643
OG0000915	Syab.g_00412	Syaq.g_00641
OG0000916	Syab.g_00413	Syaq.g_00640
OG0000917	Syab.g_00414	Syaq.g_00639
OG0000918	Syab.g_00415	Syaq.g_00638
OG0000919	Syab.g_00416	Syaq.g_00637
OG0000920	Syab.g_00417	Syaq.g_00636
OG0000921	Syab.g_00418	Syaq.g_00635
OG0000922	Syab.g_00419	Syaq.g_00634
OG0000923	Syab.g_00423	Syaq.g_00630
OG0000924	Syab.g_00424	Syaq.g_00629
OG0000925	Syab.g_00425	Syaq.g_00628
OG0000926	Syab.g_00426	Syaq.g_00627
OG0000927	Syab.g_00428	Syaq.g_00625
OG0000928	Syab.g_00429	Syaq.g_00624
OG0000929	Syab.g_00430	Syaq.g_00623
OG0000930	Syab.g_00431	Syaq.g_00622
OG0000931	Syab.g_00432	Syaq.g_00621
OG0000932	Syab.g_00433	Syaq.g_00620
OG0000933	Syab.g_00439	Syaq.g_00614
OG0000934	Syab.g_00441	Syaq.g_00612
OG0000935	Syab.g_00442	Syaq.g_00611
OG0000936	Syab.g_00443	Syaq.g_00610
OG0000937	Syab.g_00444	Syaq.g_00609
OG0000938	Syab.g_00447	Syaq.g_00606
OG0000939	Syab.g_00448	Syaq.g_00604
OG0000940	Syab.g_00456	Syaq.g_00597
OG0000941	Syab.g_00458	Syaq.g_00595
OG0000942	Syab.g_00460	Syaq.g_00593
OG0000943	Syab.g_00461	Syaq.g_00592
OG0000944	Syab.g_00463	Syaq.g_00590
OG0000945	Syab.g_00466	Syaq.g_00588
OG0000946	Syab.g_00473	Syaq.g_00580
OG0000947	Syab.g_00476	Syaq.g_00577
OG0000948	Syab.g_00477	Syaq.g_00576
OG0000949	Syab.g_00212	Syaq.g_00971
OG0000950	Syab.g_00204	Syaq.g_00984
OG0000951	Syab.g_00199	Syaq.g_00991
OG0000952	Syab.g_00191	Syaq.g_01002
OG0000953	Syab.g_00134	Syaq.g_01006
OG0000954	Syab.g_00129	Syaq.g_01012
OG0000955	Syab.g_00128	Syaq.g_01013
OG0000956	Syab.g_00126	Syaq.g_01015
OG0000957	Syab.g_00115	Syaq.g_01026
OG0000958	Syab.g_00114	Syaq.g_01027
OG0000959	Syab.g_00110	Syaq.g_01031
OG0000960	Syab.g_00109	Syaq.g_01032
OG0000961	Syab.g_00100	Syaq.g_01043
OG0000962	Syab.g_00098	Syaq.g_01045
OG0000963	Syab.g_00093	Syaq.g_01049
OG0000964	Syab.g_00092	Syaq.g_01050
OG0000965	Syab.g_00091	Syaq.g_01051
OG0000966	Syab.g_00082	Syaq.g_01060
OG0000967	Syab.g_00078	Syaq.g_01067
OG0000968	Syab.g_00075	Syaq.g_01071
OG0000969	Syab.g_00073	Syaq.g_01078
OG0000970	Syab.g_00072	Syaq.g_01079
OG0000971	Syab.g_00070	Syaq.g_01081
OG0000972	Syab.g_00069	Syaq.g_01082
OG0000973	Syab.g_00068	Syaq.g_01083
OG0000974	Syab.g_00067	Syaq.g_01084
OG0000975	Syab.g_00066	Syaq.g_01085
OG0000976	Syab.g_00065	Syaq.g_01086
OG0000977	Syab.g_00063	Syaq.g_01088
OG0000978	Syab.g_00062	Syaq.g_01091
OG0000979	Syab.g_00059	Syaq.g_01094
OG0000980	Syab.g_00056	Syaq.g_01097
OG0000981	Syab.g_00053	Syaq.g_01100
OG0000982	Syab.g_02756	Syaq.g_01263
OG0000983	Syab.g_02757	Syaq.g_01262
OG0000984	Syab.g_02758	Syaq.g_01261
OG0000985	Syab.g_02762	Syaq.g_01257
OG0000986	Syab.g_02764	Syaq.g_01253
OG0000987	Syab.g_02768	Syaq.g_01251
OG0000988	Syab.g_02774	Syaq.g_01245
OG0000989	Syab.g_02792	Syaq.g_01239
OG0000990	Syab.g_02811	Syaq.g_01229
OG0000991	Syab.g_02818	Syaq.g_01225
OG0000992	Syab.g_02821	Syaq.g_01222
OG0000993	Syab.g_02822	Syaq.g_01221
OG0000994	Syab.g_02826	Syaq.g_01218
OG0000995	Syab.g_02835	Syaq.g_01212
OG0000996	Syab.g_02866	Syaq.g_01193
OG0000997	Syab.g_02875	Syaq.g_01184
OG0000998	Syab.g_02877	Syaq.g_01182
OG0000999	Syab.g_02878	Syaq.g_01181
OG0001000	Syab.g_02881	Syaq.g_01177
OG0001001	Syab.g_02888	Syaq.g_01172
OG0001002	Syab.g_02900	Syaq.g_01165
OG0001003	Syab.g_02902	Syaq.g_01163
OG0001004	Syab.g_02903	Syaq.g_01162
OG0001005	Syab.g_02905	Syaq.g_01161
OG0001006	Syab.g_02912	Syaq.g_01152
OG0001007	Syab.g_02914	Syaq.g_01150
OG0001008	Syab.g_00584	Syaq.g_00500
OG0001009	Syab.g_00033	Syaq.g_01118
OG0001010	Syab.g_00034	Syaq.g_01117
OG0001011	Syab.g_00035	Syaq.g_01115
OG0001012	Syab.g_02752	Syaq.g_01267
OG0001013	Syab.g_02716	Syaq.g_01289
OG0001014	Syab.g_02712	Syaq.g_01295
OG0001015	Syab.g_02711	Syaq.g_01296
OG0001016	Syab.g_02439	Syaq.g_01554
OG0001017	Syab.g_02445	Syaq.g_01548
OG0001018	Syab.g_02447	Syaq.g_01546
OG0001019	Syab.g_02469	Syaq.g_01524
OG0001020	Syab.g_02477	Syaq.g_01510
OG0001021	Syab.g_02481	Syaq.g_01506
OG0001022	Syab.g_02485	Syaq.g_01501
OG0001023	Syab.g_02486	Syaq.g_01500
OG0001024	Syab.g_02490	Syaq.g_01496
OG0001025	Syab.g_02497	Syaq.g_01490
OG0001026	Syab.g_02510	Syaq.g_01477
OG0001027	Syab.g_02515	Syaq.g_01474
OG0001028	Syab.g_02517	Syaq.g_01472
OG0001029	Syab.g_02519	Syaq.g_01470
OG0001030	Syab.g_02540	Syaq.g_01450
OG0001031	Syab.g_02615	Syaq.g_01378
OG0001032	Syab.g_02617	Syaq.g_01376
OG0001033	Syab.g_02675	Syaq.g_01344
OG0001034	Syab.g_02370	Syaq.g_01579
OG0001035	Syab.g_00335	Syaq.g_00726
OG0001036	Syab.g_00327	Syaq.g_00731
OG0001037	Syab.g_00325	Syaq.g_00733
OG0001038	Syab.g_00297	Syaq.g_00761
OG0001039	Syab.g_00294	Syaq.g_00764
OG0001040	Syab.g_00291	Syaq.g_00767
OG0001041	Syab.g_00286	Syaq.g_00772
OG0001042	Syab.g_00254	Syaq.g_00858
OG0001044	Syab.g_00522	Syaq.g_00560
OG0001045	Syab.g_00534	Syaq.g_00547
OG0001046	Syab.g_01352	Syaq.g_02509
OG0001047	Syab.g_00586	Syaq.g_00498
OG0001048	Syab.g_00587	Syaq.g_00497
OG0001049	Syab.g_00590	Syaq.g_00494
OG0001050	Syab.g_00591	Syaq.g_00493
OG0001051	Syab.g_00592	Syaq.g_00492
OG0001052	Syab.g_00693	Syaq.g_00446
OG0001053	Syab.g_02099	Syaq.g_01775
OG0001054	Syab.g_02118	Syaq.g_01794
OG0001055	Syab.g_02139	Syaq.g_01815
OG0001056	Syab.g_02036	Syaq.g_01843
OG0001057	Syab.g_00882	Syaq.g_00334
OG0001058	Syab.g_02014	Syaq.g_01931
OG0001059	Syab.g_02010	Syaq.g_01935
OG0001060	Syab.g_02003	Syaq.g_01941
OG0001061	Syab.g_01985	Syaq.g_01961
OG0001062	Syab.g_01983	Syaq.g_01963
OG0001063	Syab.g_01979	Syaq.g_01968
OG0001064	Syab.g_01978	Syaq.g_01969
OG0001065	Syab.g_01976	Syaq.g_01970
OG0001066	Syab.g_01975	Syaq.g_01971
OG0001067	Syab.g_01974	Syaq.g_01972
OG0001068	Syab.g_01973	Syaq.g_01973
OG0001069	Syab.g_01972	Syaq.g_01974
OG0001070	Syab.g_01968	Syaq.g_01978
OG0001071	Syab.g_01967	Syaq.g_01979
OG0001072	Syab.g_01962	Syaq.g_01983
OG0001073	Syab.g_01947	Syaq.g_01998
OG0001074	Syab.g_01815	Syaq.g_02132
OG0001075	Syab.g_01919	Syaq.g_02025
OG0001076	Syab.g_01897	Syaq.g_02060
OG0001077	Syab.g_01887	Syaq.g_02071
OG0001079	Syab.g_01856	Syaq.g_02100
OG0001080	Syab.g_01756	Syaq.g_02161
OG0001081	Syab.g_01530	Syaq.g_02232
OG0001082	Syab.g_01531	Syaq.g_02233
OG0001083	Syab.g_01540	Syaq.g_02240
OG0001084	Syab.g_01543	Syaq.g_02241
OG0001085	Syab.g_01563	Syaq.g_02251
OG0001086	Syab.g_01565	Syaq.g_02253
OG0001087	Syab.g_01167	Syaq.g_02574
OG0001088	Syab.g_01170	Syaq.g_02576
OG0001089	Syab.g_01198	Syaq.g_02604
OG0001090	Syab.g_01267	Syaq.g_00024
OG0001091	Syab.g_01270	Syaq.g_00027
OG0001092	Syab.g_01272	Syaq.g_00029
OG0001093	Syab.g_01664	Syaq.g_00035
OG0001094	Syab.g_01567	Syaq.g_02334
OG0001095	Syab.g_01287	Syaq.g_02354
OG0001096	Syab.g_01693	Syaq.g_02370
OG0001097	Syab.g_01718	Syaq.g_02393
OG0001098	Syab.g_01497	Syaq.g_02415
OG0001099	Syab.g_02518	Syaq.g_01471
OG0001100	Syab.g_01640	Syaq.g_02262
OG0001101	Syab.g_01639	Syaq.g_02263
OG0001102	Syab.g_01636	Syaq.g_02266
OG0001103	Syab.g_01634	Syaq.g_02268
OG0001104	Syab.g_01590	Syaq.g_02316
OG0001105	Syab.g_01585	Syaq.g_02320
OG0001106	Syab.g_01397	Syaq.g_02471
OG0001108	Syab.g_01377	Syaq.g_02491
OG0001109	Syab.g_01368	Syaq.g_02493
OG0001110	Syab.g_01366	Syaq.g_02495
OG0001111	Syab.g_01364	Syaq.g_02497
OG0001112	Syab.g_01362	Syaq.g_02499
OG0001113	Syab.g_01593	Syaq.g_02539
OG0001114	Syab.g_01361	Syaq.g_02500
OG0001115	Syab.g_01357	Syaq.g_02504
OG0001116	Syab.g_01355	Syaq.g_02506
OG0001117	Syab.g_01354	Syaq.g_02507
OG0001118	Syab.g_01353	Syaq.g_02508
OG0001119	Syab.g_01351	Syaq.g_02510
OG0001120	Syab.g_01347	Syaq.g_02514
OG0001121	Syab.g_02159	Syaq.g_01919
