Orthogroup	Syab	Syai
OG0000568	Syab.g_01991	Syai.g_00758
OG0000569	Syab.g_01990	Syai.g_00759
OG0000570	Syab.g_01989	Syai.g_00760
OG0000571	Syab.g_01986	Syai.g_00764
OG0000572	Syab.g_01969	Syai.g_00782
OG0000573	Syab.g_01960	Syai.g_00790
OG0000574	Syab.g_01959	Syai.g_00796
OG0000575	Syab.g_01954	Syai.g_00800
OG0000576	Syab.g_01952	Syai.g_00802
OG0000577	Syab.g_01951	Syai.g_00803
OG0000578	Syab.g_01950	Syai.g_00804
OG0000579	Syab.g_01949	Syai.g_00805
OG0000580	Syab.g_01948	Syai.g_00806
OG0000581	Syab.g_01934	Syai.g_00812
OG0000582	Syab.g_01929	Syai.g_01042
OG0000583	Syab.g_01928	Syai.g_01043
OG0000584	Syab.g_01927	Syai.g_01044
OG0000585	Syab.g_01924	Syai.g_01046
OG0000586	Syab.g_01923	Syai.g_01047
OG0000587	Syab.g_01921	Syai.g_01049
OG0000588	Syab.g_01910	Syai.g_01063
OG0000589	Syab.g_01899	Syai.g_01066
OG0000590	Syab.g_01898	Syai.g_01067
OG0000591	Syab.g_01892	Syai.g_01075
OG0000592	Syab.g_01891	Syai.g_01076
OG0000593	Syab.g_01877	Syai.g_01100
OG0000594	Syab.g_01876	Syai.g_01101
OG0000595	Syab.g_01875	Syai.g_01102
OG0000596	Syab.g_01871	Syai.g_01107
OG0000597	Syab.g_01868	Syai.g_01110
OG0000598	Syab.g_01867	Syai.g_01111
OG0000599	Syab.g_01860	Syai.g_01114
OG0000600	Syab.g_01859	Syai.g_01115
OG0000601	Syab.g_01858	Syai.g_01116
OG0000602	Syab.g_01853	Syai.g_01121
OG0000603	Syab.g_01852	Syai.g_01122
OG0000604	Syab.g_01850	Syai.g_01125
OG0000605	Syab.g_01758	Syai.g_01609
OG0000606	Syab.g_01529	Syai.g_01221
OG0000607	Syab.g_01533	Syai.g_01224
OG0000608	Syab.g_01534	Syai.g_01225
OG0000609	Syab.g_01536	Syai.g_01227
OG0000610	Syab.g_01555	Syai.g_01234
OG0000611	Syab.g_01558	Syai.g_01237
OG0000612	Syab.g_01559	Syai.g_01238
OG0000613	Syab.g_00228	Syai.g_00196
OG0000614	Syab.g_01179	Syai.g_01981
OG0000615	Syab.g_01605	Syai.g_01286
OG0000616	Syab.g_02897	Syai.g_02914
OG0000617	Syab.g_01274	Syai.g_01393
OG0000618	Syab.g_01275	Syai.g_01394
OG0000619	Syab.g_01662	Syai.g_01395
OG0000620	Syab.g_01668	Syai.g_01402
OG0000621	Syab.g_01669	Syai.g_01403
OG0000622	Syab.g_01670	Syai.g_01404
OG0000623	Syab.g_01671	Syai.g_01405
OG0000624	Syab.g_01673	Syai.g_01407
OG0000625	Syab.g_01674	Syai.g_01408
OG0000626	Syab.g_01675	Syai.g_01409
OG0000627	Syab.g_01438	Syai.g_01575
OG0000628	Syab.g_01437	Syai.g_01573
OG0000629	Syab.g_01434	Syai.g_01570
OG0000630	Syab.g_01430	Syai.g_01566
OG0000631	Syab.g_01421	Syai.g_01557
OG0000632	Syab.g_01420	Syai.g_01556
OG0000633	Syab.g_01419	Syai.g_01555
OG0000634	Syab.g_01651	Syai.g_01317
OG0000635	Syab.g_01656	Syai.g_01318
OG0000636	Syab.g_01658	Syai.g_01320
OG0000637	Syab.g_01660	Syai.g_01322
OG0000638	Syab.g_01661	Syai.g_01323
OG0000639	Syab.g_01276	Syai.g_01324
OG0000640	Syab.g_01277	Syai.g_01325
OG0000641	Syab.g_01281	Syai.g_01329
OG0000642	Syab.g_01282	Syai.g_01330
OG0000643	Syab.g_01283	Syai.g_01349
OG0000644	Syab.g_01284	Syai.g_01350
OG0000645	Syab.g_01286	Syai.g_01352
OG0000646	Syab.g_01289	Syai.g_01355
OG0000647	Syab.g_01291	Syai.g_01357
OG0000648	Syab.g_01684	Syai.g_01362
OG0000649	Syab.g_01685	Syai.g_01363
OG0000650	Syab.g_01686	Syai.g_01364
OG0000651	Syab.g_01687	Syai.g_01365
OG0000652	Syab.g_01688	Syai.g_01366
OG0000653	Syab.g_01690	Syai.g_01368
OG0000654	Syab.g_01691	Syai.g_01369
OG0000655	Syab.g_01692	Syai.g_01370
OG0000656	Syab.g_01695	Syai.g_01373
OG0000657	Syab.g_01706	Syai.g_02045
OG0000658	Syab.g_01710	Syai.g_02049
OG0000659	Syab.g_01711	Syai.g_02050
OG0000660	Syab.g_01715	Syai.g_02054
OG0000661	Syab.g_01717	Syai.g_02056
OG0000662	Syab.g_01719	Syai.g_02058
OG0000663	Syab.g_01722	Syai.g_02061
OG0000664	Syab.g_01723	Syai.g_02062
OG0000665	Syab.g_01829	Syai.g_02431
OG0000666	Syab.g_01842	Syai.g_01610
OG0000667	Syab.g_01548	Syai.g_01724
OG0000668	Syab.g_01319	Syai.g_01436
OG0000669	Syab.g_01642	Syai.g_01251
OG0000670	Syab.g_02156	Syai.g_00561
OG0000671	Syab.g_01638	Syai.g_01255
OG0000672	Syab.g_01635	Syai.g_01259
OG0000673	Syab.g_01632	Syai.g_01262
OG0000674	Syab.g_01630	Syai.g_01264
OG0000675	Syab.g_01629	Syai.g_01265
OG0000676	Syab.g_01620	Syai.g_01275
OG0000677	Syab.g_01619	Syai.g_01276
OG0000678	Syab.g_01613	Syai.g_01279
OG0000679	Syab.g_01601	Syai.g_01288
OG0000680	Syab.g_01600	Syai.g_01289
OG0000681	Syab.g_01597	Syai.g_01292
OG0000682	Syab.g_01596	Syai.g_01293
OG0000683	Syab.g_01595	Syai.g_01294
OG0000684	Syab.g_01591	Syai.g_01299
OG0000685	Syab.g_01589	Syai.g_01301
OG0000686	Syab.g_01588	Syai.g_01302
OG0000687	Syab.g_01586	Syai.g_01303
OG0000688	Syab.g_01576	Syai.g_01307
OG0000689	Syab.g_01574	Syai.g_01309
OG0000690	Syab.g_01573	Syai.g_01310
OG0000691	Syab.g_01572	Syai.g_01311
OG0000692	Syab.g_01571	Syai.g_01312
OG0000693	Syab.g_01569	Syai.g_01313
OG0000694	Syab.g_01568	Syai.g_01314
OG0000695	Syab.g_01417	Syai.g_01553
OG0000696	Syab.g_01416	Syai.g_01552
OG0000697	Syab.g_01415	Syai.g_01550
OG0000698	Syab.g_01412	Syai.g_01547
OG0000699	Syab.g_01411	Syai.g_01545
OG0000700	Syab.g_01410	Syai.g_01544
OG0000701	Syab.g_01409	Syai.g_01543
OG0000702	Syab.g_01401	Syai.g_01521
OG0000703	Syab.g_01400	Syai.g_01520
OG0000704	Syab.g_01398	Syai.g_01518
OG0000705	Syab.g_01391	Syai.g_01511
OG0000706	Syab.g_01390	Syai.g_01510
OG0000707	Syab.g_01389	Syai.g_01509
OG0000708	Syab.g_01386	Syai.g_01506
OG0000709	Syab.g_01378	Syai.g_01497
OG0000710	Syab.g_01367	Syai.g_01487
OG0000711	Syab.g_01340	Syai.g_01456
OG0000712	Syab.g_01338	Syai.g_01454
OG0000713	Syab.g_01337	Syai.g_01453
OG0000714	Syab.g_01334	Syai.g_01451
OG0000715	Syab.g_01332	Syai.g_01449
OG0000716	Syab.g_01328	Syai.g_01445
OG0000717	Syab.g_01327	Syai.g_01444
OG0000718	Syab.g_01323	Syai.g_01440
OG0000719	Syab.g_01321	Syai.g_01438
OG0000720	Syab.g_01307	Syai.g_01425
OG0000721	Syab.g_01305	Syai.g_01423
OG0000722	Syab.g_01304	Syai.g_01422
OG0000723	Syab.g_01678	Syai.g_01411
OG0000724	Syab.g_01223	Syai.g_02013
OG0000725	Syab.g_01207	Syai.g_02004
OG0000726	Syab.g_01206	Syai.g_02003
OG0000727	Syab.g_01205	Syai.g_02002
OG0000728	Syab.g_01203	Syai.g_02000
OG0000729	Syab.g_00097	Syai.g_00097
OG0000730	Syab.g_00521	Syai.g_00483
OG0000731	Syab.g_00531	Syai.g_00495
OG0000732	Syab.g_00055	Syai.g_00058
OG0000733	Syab.g_02798	Syai.g_02805
OG0000734	Syab.g_02508	Syai.g_02548
OG0000735	Syab.g_00942	Syai.g_02159
OG0000736	Syab.g_00943	Syai.g_02158
OG0000737	Syab.g_00944	Syai.g_02157
OG0000738	Syab.g_00949	Syai.g_02152
OG0000739	Syab.g_00961	Syai.g_02151
OG0000740	Syab.g_00962	Syai.g_02150
OG0000741	Syab.g_00965	Syai.g_02147
OG0000742	Syab.g_00968	Syai.g_02145
OG0000743	Syab.g_00970	Syai.g_02143
OG0000744	Syab.g_00971	Syai.g_02142
OG0000745	Syab.g_00973	Syai.g_02140
OG0000746	Syab.g_00975	Syai.g_02138
OG0000747	Syab.g_00976	Syai.g_02137
OG0000748	Syab.g_00991	Syai.g_02125
OG0000749	Syab.g_00992	Syai.g_02123
OG0000750	Syab.g_00993	Syai.g_02122
OG0000751	Syab.g_01002	Syai.g_02116
OG0000752	Syab.g_01004	Syai.g_02114
OG0000753	Syab.g_01007	Syai.g_02111
OG0000754	Syab.g_01012	Syai.g_01750
OG0000755	Syab.g_01021	Syai.g_01760
OG0000756	Syab.g_01022	Syai.g_01761
OG0000757	Syab.g_01029	Syai.g_01769
OG0000758	Syab.g_01030	Syai.g_01770
OG0000759	Syab.g_01031	Syai.g_01771
OG0000760	Syab.g_01032	Syai.g_01772
OG0000761	Syab.g_01034	Syai.g_01775
OG0000762	Syab.g_01036	Syai.g_01777
OG0000763	Syab.g_01038	Syai.g_01779
OG0000764	Syab.g_01039	Syai.g_01780
OG0000765	Syab.g_01154	Syai.g_01797
OG0000766	Syab.g_01153	Syai.g_01798
OG0000767	Syab.g_01151	Syai.g_01800
OG0000768	Syab.g_01150	Syai.g_01801
OG0000769	Syab.g_01148	Syai.g_01803
OG0000770	Syab.g_01145	Syai.g_01822
OG0000771	Syab.g_01229	Syai.g_02019
OG0000772	Syab.g_00957	Syai.g_01639
OG0000773	Syab.g_00931	Syai.g_02164
OG0000774	Syab.g_00924	Syai.g_02168
OG0000775	Syab.g_00922	Syai.g_02172
OG0000776	Syab.g_00921	Syai.g_02173
OG0000777	Syab.g_00920	Syai.g_02174
OG0000778	Syab.g_00919	Syai.g_02175
OG0000779	Syab.g_00913	Syai.g_02181
OG0000780	Syab.g_00908	Syai.g_02184
OG0000781	Syab.g_00904	Syai.g_02188
OG0000782	Syab.g_00903	Syai.g_02189
OG0000783	Syab.g_00902	Syai.g_02190
OG0000784	Syab.g_00901	Syai.g_02191
OG0000785	Syab.g_00899	Syai.g_02193
OG0000786	Syab.g_00895	Syai.g_00816
OG0000787	Syab.g_00894	Syai.g_00815
OG0000788	Syab.g_01857	Syai.g_01117
OG0000789	Syab.g_01835	Syai.g_01596
OG0000790	Syab.g_02082	Syai.g_00623
OG0000791	Syab.g_02080	Syai.g_00621
OG0000792	Syab.g_02079	Syai.g_00620
OG0000793	Syab.g_02074	Syai.g_00615
OG0000794	Syab.g_02073	Syai.g_00614
OG0000795	Syab.g_02072	Syai.g_00613
OG0000796	Syab.g_02068	Syai.g_00609
OG0000797	Syab.g_02067	Syai.g_00608
OG0000798	Syab.g_00298	Syai.g_00262
OG0000799	Syab.g_00826	Syai.g_00996
OG0000800	Syab.g_00821	Syai.g_00993
OG0000801	Syab.g_00820	Syai.g_00992
OG0000802	Syab.g_00816	Syai.g_00988
OG0000803	Syab.g_00806	Syai.g_00983
OG0000804	Syab.g_00802	Syai.g_00980
OG0000805	Syab.g_00792	Syai.g_00965
OG0000806	Syab.g_00790	Syai.g_00963
OG0000807	Syab.g_00788	Syai.g_00961
OG0000808	Syab.g_00783	Syai.g_00960
OG0000809	Syab.g_00780	Syai.g_00957
OG0000810	Syab.g_00779	Syai.g_00956
OG0000811	Syab.g_00770	Syai.g_00950
OG0000812	Syab.g_00768	Syai.g_00948
OG0000813	Syab.g_00767	Syai.g_00947
OG0000814	Syab.g_00765	Syai.g_00945
OG0000815	Syab.g_00760	Syai.g_00944
OG0000816	Syab.g_00758	Syai.g_00942
OG0000817	Syab.g_00757	Syai.g_00941
OG0000818	Syab.g_00751	Syai.g_00935
OG0000819	Syab.g_00750	Syai.g_00934
OG0000820	Syab.g_00749	Syai.g_00933
OG0000821	Syab.g_00743	Syai.g_00916
OG0000822	Syab.g_00741	Syai.g_00914
OG0000823	Syab.g_00740	Syai.g_00913
OG0000824	Syab.g_00735	Syai.g_00907
OG0000825	Syab.g_00734	Syai.g_00906
OG0000826	Syab.g_00733	Syai.g_00905
OG0000827	Syab.g_00732	Syai.g_00904
OG0000828	Syab.g_00729	Syai.g_00900
OG0000829	Syab.g_00728	Syai.g_00899
OG0000830	Syab.g_00727	Syai.g_00898
OG0000831	Syab.g_00725	Syai.g_00896
OG0000832	Syab.g_02169	Syai.g_02296
OG0000833	Syab.g_02178	Syai.g_02305
OG0000834	Syab.g_02181	Syai.g_02307
OG0000835	Syab.g_02182	Syai.g_02308
OG0000836	Syab.g_02185	Syai.g_02312
OG0000837	Syab.g_02186	Syai.g_02313
OG0000838	Syab.g_02190	Syai.g_02323
OG0000839	Syab.g_02191	Syai.g_02324
OG0000840	Syab.g_02192	Syai.g_02325
OG0000841	Syab.g_02193	Syai.g_02326
OG0000842	Syab.g_02194	Syai.g_02327
OG0000843	Syab.g_02195	Syai.g_02328
OG0000844	Syab.g_02197	Syai.g_02330
OG0000845	Syab.g_02198	Syai.g_02331
OG0000846	Syab.g_02199	Syai.g_02332
OG0000847	Syab.g_02200	Syai.g_02333
OG0000848	Syab.g_02202	Syai.g_02335
OG0000849	Syab.g_02203	Syai.g_02336
OG0000850	Syab.g_02212	Syai.g_02339
OG0000851	Syab.g_02226	Syai.g_02352
OG0000852	Syab.g_02227	Syai.g_02353
OG0000853	Syab.g_02233	Syai.g_02357
OG0000854	Syab.g_02235	Syai.g_02359
OG0000855	Syab.g_02236	Syai.g_02360
OG0000856	Syab.g_01889	Syai.g_01078
OG0000857	Syab.g_01290	Syai.g_01356
OG0000858	Syab.g_02244	Syai.g_02366
OG0000859	Syab.g_02245	Syai.g_02367
OG0000860	Syab.g_02258	Syai.g_02380
OG0000861	Syab.g_02259	Syai.g_02381
OG0000862	Syab.g_02261	Syai.g_02382
OG0000863	Syab.g_02265	Syai.g_02385
OG0000864	Syab.g_02266	Syai.g_02386
OG0000865	Syab.g_02267	Syai.g_02387
OG0000866	Syab.g_02268	Syai.g_02388
OG0000867	Syab.g_02269	Syai.g_02389
OG0000868	Syab.g_02287	Syai.g_02392
OG0000869	Syab.g_02292	Syai.g_02396
OG0000870	Syab.g_02297	Syai.g_02401
OG0000871	Syab.g_02298	Syai.g_02402
OG0000872	Syab.g_02305	Syai.g_02409
OG0000873	Syab.g_02308	Syai.g_02412
OG0000874	Syab.g_02311	Syai.g_02408
OG0000875	Syab.g_02313	Syai.g_02416
OG0000876	Syab.g_02315	Syai.g_02243
OG0000877	Syab.g_02317	Syai.g_02250
OG0000878	Syab.g_02318	Syai.g_02251
OG0000879	Syab.g_02319	Syai.g_02252
OG0000880	Syab.g_02320	Syai.g_02253
OG0000881	Syab.g_02325	Syai.g_02257
OG0000882	Syab.g_02330	Syai.g_02262
OG0000883	Syab.g_02332	Syai.g_02264
OG0000884	Syab.g_02334	Syai.g_02266
OG0000885	Syab.g_02335	Syai.g_02267
OG0000886	Syab.g_02336	Syai.g_02268
OG0000887	Syab.g_02338	Syai.g_02269
OG0000888	Syab.g_02340	Syai.g_02271
OG0000889	Syab.g_02342	Syai.g_02273
OG0000890	Syab.g_02348	Syai.g_02279
OG0000891	Syab.g_02349	Syai.g_02280
OG0000892	Syab.g_02353	Syai.g_02282
OG0000893	Syab.g_00366	Syai.g_00318
OG0000894	Syab.g_00369	Syai.g_00321
OG0000895	Syab.g_00373	Syai.g_00325
OG0000896	Syab.g_00374	Syai.g_00326
OG0000897	Syab.g_00376	Syai.g_00328
OG0000898	Syab.g_00377	Syai.g_00329
OG0000899	Syab.g_00378	Syai.g_00330
OG0000900	Syab.g_00379	Syai.g_00331
OG0000901	Syab.g_00384	Syai.g_00336
OG0000902	Syab.g_00386	Syai.g_00338
OG0000903	Syab.g_00399	Syai.g_00353
OG0000904	Syab.g_00395	Syai.g_00348
OG0000905	Syab.g_00390	Syai.g_00342
OG0000906	Syab.g_00388	Syai.g_00340
OG0000907	Syab.g_00401	Syai.g_00358
OG0000908	Syab.g_00404	Syai.g_00361
OG0000909	Syab.g_00405	Syai.g_00362
OG0000910	Syab.g_00406	Syai.g_00363
OG0000911	Syab.g_00408	Syai.g_00365
OG0000912	Syab.g_00409	Syai.g_00366
OG0000913	Syab.g_00410	Syai.g_00367
OG0000914	Syab.g_00411	Syai.g_00368
OG0000915	Syab.g_00412	Syai.g_00370
OG0000916	Syab.g_00413	Syai.g_00371
OG0000917	Syab.g_00414	Syai.g_00372
OG0000918	Syab.g_00415	Syai.g_00373
OG0000919	Syab.g_00416	Syai.g_00374
OG0000920	Syab.g_00417	Syai.g_00375
OG0000921	Syab.g_00418	Syai.g_00376
OG0000922	Syab.g_00419	Syai.g_00377
OG0000923	Syab.g_00423	Syai.g_00381
OG0000924	Syab.g_00424	Syai.g_00382
OG0000925	Syab.g_00425	Syai.g_00383
OG0000926	Syab.g_00426	Syai.g_00384
OG0000927	Syab.g_00428	Syai.g_00386
OG0000928	Syab.g_00429	Syai.g_00387
OG0000929	Syab.g_00430	Syai.g_00388
OG0000930	Syab.g_00431	Syai.g_00389
OG0000931	Syab.g_00432	Syai.g_00390
OG0000932	Syab.g_00433	Syai.g_00391
OG0000933	Syab.g_00439	Syai.g_00397
OG0000934	Syab.g_00441	Syai.g_00399
OG0000935	Syab.g_00442	Syai.g_00400
OG0000936	Syab.g_00443	Syai.g_00401
OG0000937	Syab.g_00444	Syai.g_00402
OG0000938	Syab.g_00447	Syai.g_00405
OG0000939	Syab.g_00448	Syai.g_00406
OG0000940	Syab.g_00456	Syai.g_00413
OG0000941	Syab.g_00458	Syai.g_00415
OG0000942	Syab.g_00460	Syai.g_00417
OG0000943	Syab.g_00461	Syai.g_00418
OG0000944	Syab.g_00463	Syai.g_00420
OG0000945	Syab.g_00466	Syai.g_00422
OG0000946	Syab.g_00473	Syai.g_00428
OG0000947	Syab.g_00476	Syai.g_00431
OG0000948	Syab.g_00477	Syai.g_00432
OG0000949	Syab.g_00212	Syai.g_00174
OG0000950	Syab.g_00204	Syai.g_00163
OG0000951	Syab.g_00199	Syai.g_00158
OG0000952	Syab.g_00191	Syai.g_00136
OG0000953	Syab.g_00134	Syai.g_00132
OG0000954	Syab.g_00129	Syai.g_00127
OG0000955	Syab.g_00128	Syai.g_00126
OG0000956	Syab.g_00126	Syai.g_00124
OG0000957	Syab.g_00115	Syai.g_00113
OG0000958	Syab.g_00114	Syai.g_00112
OG0000959	Syab.g_00110	Syai.g_00108
OG0000960	Syab.g_00109	Syai.g_00107
OG0000961	Syab.g_00100	Syai.g_00100
OG0000962	Syab.g_00098	Syai.g_00098
OG0000963	Syab.g_00093	Syai.g_00094
OG0000964	Syab.g_00092	Syai.g_00093
OG0000965	Syab.g_00091	Syai.g_00092
OG0000966	Syab.g_00082	Syai.g_00082
OG0000967	Syab.g_00078	Syai.g_00077
OG0000968	Syab.g_00075	Syai.g_00085
OG0000969	Syab.g_00073	Syai.g_00080
OG0000970	Syab.g_00072	Syai.g_00079
OG0000971	Syab.g_00070	Syai.g_00074
OG0000972	Syab.g_00069	Syai.g_00073
OG0000973	Syab.g_00068	Syai.g_00072
OG0000974	Syab.g_00067	Syai.g_00071
OG0000975	Syab.g_00066	Syai.g_00070
OG0000976	Syab.g_00065	Syai.g_00069
OG0000977	Syab.g_00063	Syai.g_00067
OG0000978	Syab.g_00062	Syai.g_00065
OG0000979	Syab.g_00059	Syai.g_00062
OG0000980	Syab.g_00056	Syai.g_00059
OG0000981	Syab.g_00053	Syai.g_00056
OG0000982	Syab.g_02756	Syai.g_02777
OG0000983	Syab.g_02757	Syai.g_02778
OG0000984	Syab.g_02758	Syai.g_02779
OG0000985	Syab.g_02762	Syai.g_02781
OG0000986	Syab.g_02764	Syai.g_02784
OG0000987	Syab.g_02768	Syai.g_02786
OG0000988	Syab.g_02774	Syai.g_02790
OG0000989	Syab.g_02792	Syai.g_02797
OG0000990	Syab.g_02811	Syai.g_02825
OG0000991	Syab.g_02818	Syai.g_02827
OG0000992	Syab.g_02821	Syai.g_02830
OG0000993	Syab.g_02822	Syai.g_02831
OG0000994	Syab.g_02826	Syai.g_02834
OG0000995	Syab.g_02835	Syai.g_02840
OG0000996	Syab.g_02866	Syai.g_02891
OG0000997	Syab.g_02875	Syai.g_02900
OG0000998	Syab.g_02877	Syai.g_02902
OG0000999	Syab.g_02878	Syai.g_02903
OG0001000	Syab.g_02881	Syai.g_02906
OG0001001	Syab.g_02888	Syai.g_02911
OG0001002	Syab.g_02900	Syai.g_02918
OG0001003	Syab.g_02902	Syai.g_02919
OG0001004	Syab.g_02903	Syai.g_02920
OG0001005	Syab.g_02905	Syai.g_02921
OG0001006	Syab.g_02912	Syai.g_02931
OG0001007	Syab.g_02914	Syai.g_02933
OG0001008	Syab.g_00584	Syai.g_02227
OG0001009	Syab.g_00033	Syai.g_00034
OG0001010	Syab.g_00034	Syai.g_00035
OG0001011	Syab.g_00035	Syai.g_00037
OG0001012	Syab.g_02752	Syai.g_02773
OG0001013	Syab.g_02716	Syai.g_02750
OG0001014	Syab.g_02712	Syai.g_02726
OG0001015	Syab.g_02711	Syai.g_02725
OG0001016	Syab.g_02439	Syai.g_02479
OG0001017	Syab.g_02445	Syai.g_02485
OG0001018	Syab.g_02447	Syai.g_02487
OG0001019	Syab.g_02469	Syai.g_02508
OG0001020	Syab.g_02477	Syai.g_02516
OG0001021	Syab.g_02481	Syai.g_02523
OG0001022	Syab.g_02485	Syai.g_02528
OG0001023	Syab.g_02486	Syai.g_02529
OG0001024	Syab.g_02490	Syai.g_02533
OG0001025	Syab.g_02497	Syai.g_02540
OG0001026	Syab.g_02510	Syai.g_02550
OG0001027	Syab.g_02515	Syai.g_02555
OG0001028	Syab.g_02517	Syai.g_02557
OG0001029	Syab.g_02519	Syai.g_02559
OG0001030	Syab.g_02540	Syai.g_02580
OG0001031	Syab.g_02615	Syai.g_02656
OG0001032	Syab.g_02617	Syai.g_02658
OG0001033	Syab.g_02675	Syai.g_02685
OG0001034	Syab.g_02370	Syai.g_00537
OG0001035	Syab.g_00335	Syai.g_00295
OG0001036	Syab.g_00327	Syai.g_00290
OG0001037	Syab.g_00325	Syai.g_00288
OG0001038	Syab.g_00297	Syai.g_00261
OG0001039	Syab.g_00294	Syai.g_00258
OG0001040	Syab.g_00291	Syai.g_00255
OG0001041	Syab.g_00286	Syai.g_00250
OG0001042	Syab.g_00254	Syai.g_00225
OG0001043	Syab.g_00250	Syai.g_00221
OG0001044	Syab.g_00522	Syai.g_00485
OG0001045	Syab.g_00534	Syai.g_00498
OG0001046	Syab.g_01352	Syai.g_01471
OG0001047	Syab.g_00586	Syai.g_02225
OG0001048	Syab.g_00587	Syai.g_02224
OG0001049	Syab.g_00590	Syai.g_02215
OG0001050	Syab.g_00591	Syai.g_02214
OG0001051	Syab.g_00592	Syai.g_02213
OG0001052	Syab.g_00693	Syai.g_00861
OG0001053	Syab.g_02099	Syai.g_00641
OG0001054	Syab.g_02118	Syai.g_00658
OG0001055	Syab.g_02139	Syai.g_00679
OG0001056	Syab.g_02036	Syai.g_00713
OG0001057	Syab.g_00882	Syai.g_00721
OG0001058	Syab.g_02014	Syai.g_00734
OG0001059	Syab.g_02010	Syai.g_00738
OG0001060	Syab.g_02003	Syai.g_00744
OG0001061	Syab.g_01985	Syai.g_00765
OG0001062	Syab.g_01983	Syai.g_00767
OG0001063	Syab.g_01979	Syai.g_00774
OG0001064	Syab.g_01978	Syai.g_00775
OG0001065	Syab.g_01976	Syai.g_00776
OG0001066	Syab.g_01975	Syai.g_00777
OG0001067	Syab.g_01974	Syai.g_00778
OG0001068	Syab.g_01973	Syai.g_00779
OG0001069	Syab.g_01972	Syai.g_00780
OG0001070	Syab.g_01968	Syai.g_00783
OG0001071	Syab.g_01967	Syai.g_00784
OG0001072	Syab.g_01962	Syai.g_00788
OG0001073	Syab.g_01947	Syai.g_00807
OG0001074	Syab.g_01815	Syai.g_01051
OG0001075	Syab.g_01919	Syai.g_01053
OG0001076	Syab.g_01897	Syai.g_01069
OG0001077	Syab.g_01887	Syai.g_01081
OG0001079	Syab.g_01856	Syai.g_01118
OG0001080	Syab.g_01756	Syai.g_01606
OG0001081	Syab.g_01530	Syai.g_01222
OG0001082	Syab.g_01531	Syai.g_01223
OG0001083	Syab.g_01540	Syai.g_01230
OG0001084	Syab.g_01543	Syai.g_01231
OG0001085	Syab.g_01563	Syai.g_01241
OG0001086	Syab.g_01565	Syai.g_01243
OG0001087	Syab.g_01167	Syai.g_01953
OG0001088	Syab.g_01170	Syai.g_01957
OG0001089	Syab.g_01198	Syai.g_01996
OG0001090	Syab.g_01267	Syai.g_01387
OG0001091	Syab.g_01270	Syai.g_01389
OG0001092	Syab.g_01272	Syai.g_01391
OG0001093	Syab.g_01664	Syai.g_01397
OG0001094	Syab.g_01567	Syai.g_01315
OG0001096	Syab.g_01693	Syai.g_01371
OG0001097	Syab.g_01718	Syai.g_02057
OG0001098	Syab.g_01497	Syai.g_01603
OG0001099	Syab.g_02518	Syai.g_02558
OG0001100	Syab.g_01640	Syai.g_01253
OG0001101	Syab.g_01639	Syai.g_01254
OG0001102	Syab.g_01636	Syai.g_01257
OG0001103	Syab.g_01634	Syai.g_01260
OG0001104	Syab.g_01590	Syai.g_01300
OG0001105	Syab.g_01585	Syai.g_01304
OG0001106	Syab.g_01397	Syai.g_01517
OG0001107	Syab.g_01385	Syai.g_01505
OG0001108	Syab.g_01377	Syai.g_01496
OG0001109	Syab.g_01368	Syai.g_01488
OG0001110	Syab.g_01366	Syai.g_01486
OG0001111	Syab.g_01364	Syai.g_01484
OG0001112	Syab.g_01362	Syai.g_01482
OG0001113	Syab.g_01593	Syai.g_01481
OG0001114	Syab.g_01361	Syai.g_01480
OG0001115	Syab.g_01357	Syai.g_01476
OG0001116	Syab.g_01355	Syai.g_01474
OG0001117	Syab.g_01354	Syai.g_01473
OG0001118	Syab.g_01353	Syai.g_01472
OG0001119	Syab.g_01351	Syai.g_01470
OG0001120	Syab.g_01347	Syai.g_01466
OG0001121	Syab.g_02159	Syai.g_01676
OG0001122	Syab.g_01320	Syai.g_01437
OG0001123	Syab.g_01312	Syai.g_01430
OG0001124	Syab.g_01310	Syai.g_01428
OG0001125	Syab.g_01308	Syai.g_01426
OG0001126	Syab.g_01231	Syai.g_02021
OG0001127	Syab.g_01230	Syai.g_02020
OG0001128	Syab.g_01227	Syai.g_02017
OG0001129	Syab.g_01225	Syai.g_02015
OG0001130	Syab.g_01224	Syai.g_02014
OG0001131	Syab.g_01609	Syai.g_01281
OG0001132	Syab.g_01790	Syai.g_01620
OG0001133	Syab.g_01895	Syai.g_01072
OG0001134	Syab.g_01748	Syai.g_01745
OG0001135	Syab.g_01747	Syai.g_01742
OG0001136	Syab.g_00966	Syai.g_02146
OG0001137	Syab.g_00990	Syai.g_02126
OG0001138	Syab.g_01023	Syai.g_01763
OG0001139	Syab.g_01025	Syai.g_01765
OG0001140	Syab.g_00642, Syab.g_01026	Syai.g_01766
OG0001141	Syab.g_01027	Syai.g_01767
OG0001142	Syab.g_01028	Syai.g_01768
OG0001143	Syab.g_01037	Syai.g_01778
OG0001144	Syab.g_01052	Syai.g_01788
OG0001145	Syab.g_00928	Syai.g_02165
OG0001146	Syab.g_00907	Syai.g_02185
OG0001147	Syab.g_00716	Syai.g_00869
OG0001148	Syab.g_02085	Syai.g_00626
OG0001149	Syab.g_02084	Syai.g_00625
OG0001150	Syab.g_02083	Syai.g_00624
OG0001151	Syab.g_02070	Syai.g_00611
