Orthogroup	Syab	Prai
OG0000585	Syab.g_01924	Prai.g_00640
OG0000586	Syab.g_01923	Prai.g_00641
OG0000587	Syab.g_01921	Prai.g_00642
OG0000588	Syab.g_01910	Prai.g_00646
OG0000589	Syab.g_01899	Prai.g_00650
OG0000590	Syab.g_01898	Prai.g_00651
OG0000591	Syab.g_01892	Prai.g_00654
OG0000592	Syab.g_01891	Prai.g_00655
OG0000593	Syab.g_01877	Prai.g_00661
OG0000594	Syab.g_01876	Prai.g_00662
OG0000595	Syab.g_01875	Prai.g_00663
OG0000596	Syab.g_01871	Prai.g_00667
OG0000597	Syab.g_01868	Prai.g_00669
OG0000598	Syab.g_01867	Prai.g_00670
OG0000599	Syab.g_01860	Prai.g_00673
OG0000600	Syab.g_01859	Prai.g_00674
OG0000601	Syab.g_01858	Prai.g_00675
OG0000602	Syab.g_01853	Prai.g_00677
OG0000603	Syab.g_01852	Prai.g_00678
OG0000604	Syab.g_01850	Prai.g_00679
OG0000605	Syab.g_01758	Prai.g_00680
OG0000606	Syab.g_01529	Prai.g_00683
OG0000607	Syab.g_01533	Prai.g_00686
OG0000608	Syab.g_01534	Prai.g_00687
OG0000609	Syab.g_01536	Prai.g_00688
OG0000610	Syab.g_01555	Prai.g_00693
OG0000611	Syab.g_01558	Prai.g_00696
OG0000612	Syab.g_01559	Prai.g_00697
OG0000613	Syab.g_00228	Prai.g_00702
OG0000614	Syab.g_01179	Prai.g_00721
OG0000615	Syab.g_01605	Prai.g_00729
OG0000616	Syab.g_02897	Prai.g_00732
OG0000617	Syab.g_01274	Prai.g_00754
OG0000618	Syab.g_01275	Prai.g_00755
OG0000619	Syab.g_01662	Prai.g_00756
OG0000620	Syab.g_01668	Prai.g_00759
OG0000621	Syab.g_01669	Prai.g_00760
OG0000622	Syab.g_01670	Prai.g_00761
OG0000623	Syab.g_01671	Prai.g_00762
OG0000624	Syab.g_01673	Prai.g_00763
OG0000625	Syab.g_01674	Prai.g_00764
OG0000626	Syab.g_01675	Prai.g_00765
OG0000627	Syab.g_01438	Prai.g_00766
OG0000628	Syab.g_01437	Prai.g_00767
OG0000629	Syab.g_01434	Prai.g_00768
OG0000630	Syab.g_01430	Prai.g_00771
OG0000631	Syab.g_01421	Prai.g_00857
OG0000632	Syab.g_01420	Prai.g_00856
OG0000633	Syab.g_01419	Prai.g_00855
OG0000634	Syab.g_01651	Prai.g_00852
OG0000635	Syab.g_01656	Prai.g_00851
OG0000636	Syab.g_01658	Prai.g_00849
OG0000637	Syab.g_01660	Prai.g_00847
OG0000638	Syab.g_01661	Prai.g_00846
OG0000639	Syab.g_01276	Prai.g_00845
OG0000640	Syab.g_01277	Prai.g_00844
OG0000641	Syab.g_01281	Prai.g_00839
OG0000642	Syab.g_01282	Prai.g_00838
OG0000643	Syab.g_01283	Prai.g_00837
OG0000644	Syab.g_01284	Prai.g_00836
OG0000645	Syab.g_01286	Prai.g_00835
OG0000646	Syab.g_01289	Prai.g_00833
OG0000647	Syab.g_01291	Prai.g_00832
OG0000648	Syab.g_01684	Prai.g_00830
OG0000649	Syab.g_01685	Prai.g_00829
OG0000650	Syab.g_01686	Prai.g_00828
OG0000651	Syab.g_01687	Prai.g_00827
OG0000652	Syab.g_01688	Prai.g_00826
OG0000653	Syab.g_01690	Prai.g_00824
OG0000654	Syab.g_01691	Prai.g_00823
OG0000655	Syab.g_01692	Prai.g_00822
OG0000656	Syab.g_01695	Prai.g_00819
OG0000657	Syab.g_01706	Prai.g_00811
OG0000658	Syab.g_01710	Prai.g_00810
OG0000659	Syab.g_01711	Prai.g_00809
OG0000660	Syab.g_01715	Prai.g_00805
OG0000661	Syab.g_01717	Prai.g_00803
OG0000662	Syab.g_01719	Prai.g_00801
OG0000663	Syab.g_01722	Prai.g_00799
OG0000664	Syab.g_01723	Prai.g_00798
OG0000665	Syab.g_01829	Prai.g_00794
OG0000666	Syab.g_01842	Prai.g_00793
OG0000667	Syab.g_01548	Prai.g_00789
OG0000668	Syab.g_01319	Prai.g_01060
OG0000669	Syab.g_01642	Prai.g_01054
OG0000670	Syab.g_02156	Prai.g_01052
OG0000671	Syab.g_01638	Prai.g_01050
OG0000672	Syab.g_01635	Prai.g_01048
OG0000673	Syab.g_01632	Prai.g_01045
OG0000674	Syab.g_01630	Prai.g_01043
OG0000675	Syab.g_01629	Prai.g_01042
OG0000676	Syab.g_01620	Prai.g_01040
OG0000677	Syab.g_01619	Prai.g_01039
OG0000678	Syab.g_01613	Prai.g_01037
OG0000679	Syab.g_01601	Prai.g_01033
OG0000680	Syab.g_01600	Prai.g_01032
OG0000681	Syab.g_01597	Prai.g_01030
OG0000682	Syab.g_01596	Prai.g_01029
OG0000683	Syab.g_01595	Prai.g_01028
OG0000684	Syab.g_01591	Prai.g_01027
OG0000685	Syab.g_01589	Prai.g_01025
OG0000686	Syab.g_01588	Prai.g_01024
OG0000687	Syab.g_01586	Prai.g_01023
OG0000688	Syab.g_01576	Prai.g_01020
OG0000689	Syab.g_01574	Prai.g_01019
OG0000690	Syab.g_01573	Prai.g_01018
OG0000691	Syab.g_01572	Prai.g_01017
OG0000692	Syab.g_01571	Prai.g_01015
OG0000693	Syab.g_01569	Prai.g_01014
OG0000694	Syab.g_01568	Prai.g_01013
OG0000695	Syab.g_01417	Prai.g_01011
OG0000696	Syab.g_01416	Prai.g_01010
OG0000697	Syab.g_01415	Prai.g_01009
OG0000698	Syab.g_01412	Prai.g_01006
OG0000699	Syab.g_01411	Prai.g_01005
OG0000700	Syab.g_01410	Prai.g_01004
OG0000701	Syab.g_01409	Prai.g_01003
OG0000702	Syab.g_01401	Prai.g_01001
OG0000703	Syab.g_01400	Prai.g_01000
OG0000704	Syab.g_01398	Prai.g_00999
OG0000705	Syab.g_01391	Prai.g_00995
OG0000706	Syab.g_01390	Prai.g_00994
OG0000707	Syab.g_01389	Prai.g_00993
OG0000708	Syab.g_01386	Prai.g_00992
OG0000709	Syab.g_01378	Prai.g_00988
OG0000710	Syab.g_01367	Prai.g_00985
OG0000711	Syab.g_01340	Prai.g_00968
OG0000712	Syab.g_01338	Prai.g_00966
OG0000713	Syab.g_01337	Prai.g_00965
OG0000714	Syab.g_01334	Prai.g_00964
OG0000715	Syab.g_01332	Prai.g_00962
OG0000716	Syab.g_01328	Prai.g_00960
OG0000717	Syab.g_01327	Prai.g_00959
OG0000718	Syab.g_01323	Prai.g_00948
OG0000719	Syab.g_01321	Prai.g_00946
OG0000720	Syab.g_01307	Prai.g_00938
OG0000721	Syab.g_01305	Prai.g_00936
OG0000722	Syab.g_01304	Prai.g_00935
OG0000723	Syab.g_01678	Prai.g_00932
OG0000724	Syab.g_01223	Prai.g_00923
OG0000725	Syab.g_01207	Prai.g_00917
OG0000726	Syab.g_01206	Prai.g_00916
OG0000727	Syab.g_01205	Prai.g_00915
OG0000728	Syab.g_01203	Prai.g_00913
OG0000729	Syab.g_00097	Prai.g_01109
OG0000730	Syab.g_00521	Prai.g_01113
OG0000731	Syab.g_00531	Prai.g_01117
OG0000732	Syab.g_00055	Prai.g_01126
OG0000733	Syab.g_02798	Prai.g_01144
OG0000734	Syab.g_02508	Prai.g_01157
OG0000735	Syab.g_00942	Prai.g_01159
OG0000736	Syab.g_00943	Prai.g_01160
OG0000737	Syab.g_00944	Prai.g_01161
OG0000738	Syab.g_00949	Prai.g_01165
OG0000739	Syab.g_00961	Prai.g_01166
OG0000740	Syab.g_00962	Prai.g_01167
OG0000741	Syab.g_00965	Prai.g_01168
OG0000742	Syab.g_00968	Prai.g_01170
OG0000743	Syab.g_00970	Prai.g_01172
OG0000744	Syab.g_00971	Prai.g_01173
OG0000745	Syab.g_00973	Prai.g_01174
OG0000746	Syab.g_00975	Prai.g_01176
OG0000747	Syab.g_00976	Prai.g_01177
OG0000748	Syab.g_00991	Prai.g_01180
OG0000749	Syab.g_00992	Prai.g_01181
OG0000750	Syab.g_00993	Prai.g_01182
OG0000751	Syab.g_01002	Prai.g_01184
OG0000752	Syab.g_01004	Prai.g_01186
OG0000753	Syab.g_01007	Prai.g_01189
OG0000754	Syab.g_01012	Prai.g_01192
OG0000755	Syab.g_01021	Prai.g_01196
OG0000756	Syab.g_01022	Prai.g_01197
OG0000757	Syab.g_01029	Prai.g_01204
OG0000758	Syab.g_01030	Prai.g_01205
OG0000759	Syab.g_01031	Prai.g_01206
OG0000760	Syab.g_01032	Prai.g_01207
OG0000761	Syab.g_01034	Prai.g_01208
OG0000762	Syab.g_01036	Prai.g_01209
OG0000763	Syab.g_01038	Prai.g_01211
OG0000764	Syab.g_01039	Prai.g_01212
OG0000765	Syab.g_01154	Prai.g_01221
OG0000766	Syab.g_01153	Prai.g_01222
OG0000767	Syab.g_01151	Prai.g_01224
OG0000768	Syab.g_01150	Prai.g_01225
OG0000769	Syab.g_01148	Prai.g_01227
OG0000770	Syab.g_01145	Prai.g_01229
OG0000771	Syab.g_01229	Prai.g_01238
OG0000772	Syab.g_00957	Prai.g_01310
OG0000773	Syab.g_00931	Prai.g_01325
OG0000774	Syab.g_00924	Prai.g_01327
OG0000775	Syab.g_00922	Prai.g_01330
OG0000776	Syab.g_00921	Prai.g_01331
OG0000777	Syab.g_00920	Prai.g_01332
OG0000778	Syab.g_00919	Prai.g_01333
OG0000779	Syab.g_00913	Prai.g_01337
OG0000780	Syab.g_00908	Prai.g_01338
OG0000781	Syab.g_00904	Prai.g_01341
OG0000782	Syab.g_00903	Prai.g_01342
OG0000783	Syab.g_00902	Prai.g_01343
OG0000784	Syab.g_00901	Prai.g_01344
OG0000785	Syab.g_00899	Prai.g_01346
OG0000786	Syab.g_00895	Prai.g_01348
OG0000787	Syab.g_00894	Prai.g_01349
OG0000788	Syab.g_01857	Prai.g_01358
OG0000789	Syab.g_01835	Prai.g_01360
OG0000790	Syab.g_02082	Prai.g_01375
OG0000791	Syab.g_02080	Prai.g_01377
OG0000792	Syab.g_02079	Prai.g_01378
OG0000793	Syab.g_02074	Prai.g_01381
OG0000794	Syab.g_02073	Prai.g_01382
OG0000795	Syab.g_02072	Prai.g_01383
OG0000796	Syab.g_02068	Prai.g_01387
OG0000797	Syab.g_02067	Prai.g_01388
OG0000799	Syab.g_00826	Prai.g_01445
OG0000800	Syab.g_00821	Prai.g_01446
OG0000801	Syab.g_00820	Prai.g_01447
OG0000802	Syab.g_00816	Prai.g_01449
OG0000803	Syab.g_00806	Prai.g_01451
OG0000804	Syab.g_00802	Prai.g_01452
OG0000805	Syab.g_00792	Prai.g_01454
OG0000806	Syab.g_00790	Prai.g_01456
OG0000807	Syab.g_00788	Prai.g_01457
OG0000808	Syab.g_00783	Prai.g_01458
OG0000809	Syab.g_00780	Prai.g_01461
OG0000810	Syab.g_00779	Prai.g_01462
OG0000811	Syab.g_00770	Prai.g_01466
OG0000812	Syab.g_00768	Prai.g_01468
OG0000813	Syab.g_00767	Prai.g_01469
OG0000814	Syab.g_00765	Prai.g_01471
OG0000815	Syab.g_00760	Prai.g_01472
OG0000816	Syab.g_00758	Prai.g_01474
OG0000817	Syab.g_00757	Prai.g_01475
OG0000818	Syab.g_00751	Prai.g_01480
OG0000819	Syab.g_00750	Prai.g_01481
OG0000820	Syab.g_00749	Prai.g_01482
OG0000821	Syab.g_00743	Prai.g_01485
OG0000822	Syab.g_00741	Prai.g_01486
OG0000823	Syab.g_00740	Prai.g_01487
OG0000824	Syab.g_00735	Prai.g_01490
OG0000825	Syab.g_00734	Prai.g_01491
OG0000826	Syab.g_00733	Prai.g_01492
OG0000827	Syab.g_00732	Prai.g_01493
OG0000828	Syab.g_00729	Prai.g_01496
OG0000829	Syab.g_00728	Prai.g_01497
OG0000830	Syab.g_00727	Prai.g_01498
OG0000831	Syab.g_00725	Prai.g_01500
OG0000832	Syab.g_02169	Prai.g_01505
OG0000833	Syab.g_02178	Prai.g_01514
OG0000834	Syab.g_02181	Prai.g_01515
OG0000835	Syab.g_02182	Prai.g_01516
OG0000836	Syab.g_02185	Prai.g_01517
OG0000837	Syab.g_02186	Prai.g_01518
OG0000838	Syab.g_02190	Prai.g_01520
OG0000839	Syab.g_02191	Prai.g_01521
OG0000840	Syab.g_02192	Prai.g_01522
OG0000841	Syab.g_02193	Prai.g_01523
OG0000842	Syab.g_02194	Prai.g_01524
OG0000843	Syab.g_02195	Prai.g_01525
OG0000844	Syab.g_02197	Prai.g_01526
OG0000845	Syab.g_02198	Prai.g_01527
OG0000846	Syab.g_02199	Prai.g_01528
OG0000847	Syab.g_02200	Prai.g_01529
OG0000848	Syab.g_02202	Prai.g_01530
OG0000849	Syab.g_02203	Prai.g_01531
OG0000850	Syab.g_02212	Prai.g_01533
OG0000851	Syab.g_02226	Prai.g_01534
OG0000852	Syab.g_02227	Prai.g_01535
OG0000853	Syab.g_02233	Prai.g_01539
OG0000854	Syab.g_02235	Prai.g_01541
OG0000855	Syab.g_02236	Prai.g_01542
OG0000856	Syab.g_01889	Prai.g_01558
OG0000857	Syab.g_01290	Prai.g_01597
OG0000858	Syab.g_02244	Prai.g_01632
OG0000859	Syab.g_02245	Prai.g_01633
OG0000860	Syab.g_02258	Prai.g_01640
OG0000861	Syab.g_02259	Prai.g_01641
OG0000862	Syab.g_02261	Prai.g_01642
OG0000863	Syab.g_02265	Prai.g_01644
OG0000864	Syab.g_02266	Prai.g_01645
OG0000865	Syab.g_02267	Prai.g_01646
OG0000866	Syab.g_02268	Prai.g_01647
OG0000867	Syab.g_02269	Prai.g_01648
OG0000868	Syab.g_02287	Prai.g_01649
OG0000869	Syab.g_02292	Prai.g_01653
OG0000870	Syab.g_02297	Prai.g_01658
OG0000871	Syab.g_02298	Prai.g_01659
OG0000872	Syab.g_02305	Prai.g_01660
OG0000873	Syab.g_02308	Prai.g_01663
OG0000874	Syab.g_02311	Prai.g_01666
OG0000875	Syab.g_02313	Prai.g_01667
OG0000876	Syab.g_02315	Prai.g_01668
OG0000877	Syab.g_02317	Prai.g_01670
OG0000878	Syab.g_02318	Prai.g_01671
OG0000879	Syab.g_02319	Prai.g_01672
OG0000880	Syab.g_02320	Prai.g_01673
OG0000881	Syab.g_02325	Prai.g_01677
OG0000882	Syab.g_02330	Prai.g_01682
OG0000883	Syab.g_02332	Prai.g_01683
OG0000884	Syab.g_02334	Prai.g_01685
OG0000885	Syab.g_02335	Prai.g_01686
OG0000886	Syab.g_02336	Prai.g_01687
OG0000887	Syab.g_02338	Prai.g_01688
OG0000888	Syab.g_02340	Prai.g_01690
OG0000889	Syab.g_02342	Prai.g_01692
OG0000890	Syab.g_02348	Prai.g_01693
OG0000891	Syab.g_02349	Prai.g_01694
OG0000892	Syab.g_02353	Prai.g_01696
OG0000893	Syab.g_00366	Prai.g_01701
OG0000894	Syab.g_00369	Prai.g_01703
OG0000895	Syab.g_00373	Prai.g_01706
OG0000896	Syab.g_00374	Prai.g_01707
OG0000897	Syab.g_00376	Prai.g_01709
OG0000898	Syab.g_00377	Prai.g_01710
OG0000899	Syab.g_00378	Prai.g_01711
OG0000900	Syab.g_00379	Prai.g_01712
OG0000901	Syab.g_00384	Prai.g_01715
OG0000902	Syab.g_00386	Prai.g_01717
OG0000903	Syab.g_00399	Prai.g_01720
OG0000904	Syab.g_00395	Prai.g_01722
OG0000905	Syab.g_00390	Prai.g_01727
OG0000906	Syab.g_00388	Prai.g_01728
OG0000907	Syab.g_00401	Prai.g_01734
OG0000908	Syab.g_00404	Prai.g_01737
OG0000909	Syab.g_00405	Prai.g_01738
OG0000910	Syab.g_00406	Prai.g_01739
OG0000911	Syab.g_00408	Prai.g_01741
OG0000912	Syab.g_00409	Prai.g_01742
OG0000913	Syab.g_00410	Prai.g_01743
OG0000914	Syab.g_00411	Prai.g_01744
OG0000915	Syab.g_00412	Prai.g_01746
OG0000916	Syab.g_00413	Prai.g_01747
OG0000917	Syab.g_00414	Prai.g_01748
OG0000918	Syab.g_00415	Prai.g_01749
OG0000919	Syab.g_00416	Prai.g_01750
OG0000920	Syab.g_00417	Prai.g_01751
OG0000921	Syab.g_00418	Prai.g_01752
OG0000922	Syab.g_00419	Prai.g_01753
OG0000923	Syab.g_00423	Prai.g_01757
OG0000924	Syab.g_00424	Prai.g_01758
OG0000925	Syab.g_00425	Prai.g_01759
OG0000926	Syab.g_00426	Prai.g_01760
OG0000927	Syab.g_00428	Prai.g_01762
OG0000928	Syab.g_00429	Prai.g_01763
OG0000929	Syab.g_00430	Prai.g_01764
OG0000930	Syab.g_00431	Prai.g_01765
OG0000931	Syab.g_00432	Prai.g_01766
OG0000932	Syab.g_00433	Prai.g_01767
OG0000933	Syab.g_00439	Prai.g_01776
OG0000934	Syab.g_00441	Prai.g_01778
OG0000935	Syab.g_00442	Prai.g_01779
OG0000936	Syab.g_00443	Prai.g_01780
OG0000937	Syab.g_00444	Prai.g_01781
OG0000938	Syab.g_00447	Prai.g_01783
OG0000939	Syab.g_00448	Prai.g_01784
OG0000940	Syab.g_00456	Prai.g_01791
OG0000941	Syab.g_00458	Prai.g_01793
OG0000942	Syab.g_00460	Prai.g_01795
OG0000943	Syab.g_00461	Prai.g_01796
OG0000944	Syab.g_00463	Prai.g_01797
OG0000945	Syab.g_00466	Prai.g_01798
OG0000946	Syab.g_00473	Prai.g_01802
OG0000947	Syab.g_00476	Prai.g_01804
OG0000948	Syab.g_00477	Prai.g_01805
OG0000949	Syab.g_00212	Prai.g_01808
OG0000950	Syab.g_00204	Prai.g_01813
OG0000951	Syab.g_00199	Prai.g_01817
OG0000952	Syab.g_00191	Prai.g_01821
OG0000953	Syab.g_00134	Prai.g_01824
OG0000954	Syab.g_00129	Prai.g_01828
OG0000955	Syab.g_00128	Prai.g_01829
OG0000956	Syab.g_00126	Prai.g_01831
OG0000957	Syab.g_00115	Prai.g_01836
OG0000958	Syab.g_00114	Prai.g_01837
OG0000959	Syab.g_00110	Prai.g_01841
OG0000960	Syab.g_00109	Prai.g_01842
OG0000961	Syab.g_00100	Prai.g_01844
OG0000962	Syab.g_00098	Prai.g_01846
OG0000963	Syab.g_00093	Prai.g_01850
OG0000964	Syab.g_00092	Prai.g_01851
OG0000965	Syab.g_00091	Prai.g_01852
OG0000966	Syab.g_00082	Prai.g_01861
OG0000967	Syab.g_00078	Prai.g_01865
OG0000968	Syab.g_00075	Prai.g_01867
OG0000969	Syab.g_00073	Prai.g_01868
OG0000970	Syab.g_00072	Prai.g_01869
OG0000971	Syab.g_00070	Prai.g_01870
OG0000972	Syab.g_00069	Prai.g_01871
OG0000973	Syab.g_00068	Prai.g_01872
OG0000974	Syab.g_00067	Prai.g_01873
OG0000975	Syab.g_00066	Prai.g_01874
OG0000976	Syab.g_00065	Prai.g_01875
OG0000977	Syab.g_00063	Prai.g_01876
OG0000978	Syab.g_00062	Prai.g_01877
OG0000979	Syab.g_00059	Prai.g_01880
OG0000980	Syab.g_00056	Prai.g_01882
OG0000981	Syab.g_00053	Prai.g_01884
OG0000982	Syab.g_02756	Prai.g_01886
OG0000983	Syab.g_02757	Prai.g_01887
OG0000984	Syab.g_02758	Prai.g_01888
OG0000985	Syab.g_02762	Prai.g_01891
OG0000986	Syab.g_02764	Prai.g_01893
OG0000987	Syab.g_02768	Prai.g_01894
OG0000988	Syab.g_02774	Prai.g_01897
OG0000989	Syab.g_02792	Prai.g_01900
OG0000990	Syab.g_02811	Prai.g_01903
OG0000991	Syab.g_02818	Prai.g_01904
OG0000992	Syab.g_02821	Prai.g_01906
OG0000993	Syab.g_02822	Prai.g_01907
OG0000994	Syab.g_02826	Prai.g_01908
OG0000995	Syab.g_02835	Prai.g_01912
OG0000996	Syab.g_02866	Prai.g_01913
OG0000997	Syab.g_02875	Prai.g_01914
OG0000998	Syab.g_02877	Prai.g_01916
OG0000999	Syab.g_02878	Prai.g_01917
OG0001000	Syab.g_02881	Prai.g_01920
OG0001001	Syab.g_02888	Prai.g_01922
OG0001002	Syab.g_02900	Prai.g_01926
OG0001003	Syab.g_02902	Prai.g_01928
OG0001004	Syab.g_02903	Prai.g_01929
OG0001005	Syab.g_02905	Prai.g_01930
OG0001006	Syab.g_02912	Prai.g_01934
OG0001007	Syab.g_02914	Prai.g_01936
OG0001008	Syab.g_00584	Prai.g_00468
OG0001009	Syab.g_00033	Prai.g_00027
OG0001010	Syab.g_00034	Prai.g_00028
OG0001011	Syab.g_00035	Prai.g_00029
OG0001012	Syab.g_02752	Prai.g_00050
OG0001013	Syab.g_02716	Prai.g_00055
OG0001014	Syab.g_02712	Prai.g_00058
OG0001015	Syab.g_02711	Prai.g_00059
OG0001016	Syab.g_02439	Prai.g_00073
OG0001017	Syab.g_02445	Prai.g_00077
OG0001018	Syab.g_02447	Prai.g_00080
OG0001019	Syab.g_02469	Prai.g_00089
OG0001020	Syab.g_02477	Prai.g_00090
OG0001021	Syab.g_02481	Prai.g_00091
OG0001022	Syab.g_02485	Prai.g_00094
OG0001023	Syab.g_02486	Prai.g_00095
OG0001024	Syab.g_02490	Prai.g_00098
OG0001025	Syab.g_02497	Prai.g_00104
OG0001026	Syab.g_02510	Prai.g_00111
OG0001027	Syab.g_02515	Prai.g_00112
OG0001028	Syab.g_02517	Prai.g_00114
OG0001029	Syab.g_02519	Prai.g_00115
OG0001030	Syab.g_02540	Prai.g_00130
OG0001031	Syab.g_02615	Prai.g_00197
OG0001032	Syab.g_02617	Prai.g_00198
OG0001033	Syab.g_02675	Prai.g_00219
OG0001034	Syab.g_02370	Prai.g_00247
OG0001035	Syab.g_00335	Prai.g_00267
OG0001036	Syab.g_00327	Prai.g_00272
OG0001037	Syab.g_00325	Prai.g_00273
OG0001038	Syab.g_00297	Prai.g_00291
OG0001039	Syab.g_00294	Prai.g_00294
OG0001040	Syab.g_00291	Prai.g_00296
OG0001041	Syab.g_00286	Prai.g_00300
OG0001042	Syab.g_00254	Prai.g_00317
OG0001043	Syab.g_00250	Prai.g_00318
OG0001045	Syab.g_00534	Prai.g_00355
OG0001046	Syab.g_01352	Prai.g_00390
OG0001047	Syab.g_00586	Prai.g_00470
OG0001048	Syab.g_00587	Prai.g_00471
OG0001049	Syab.g_00590	Prai.g_00473
OG0001050	Syab.g_00591	Prai.g_00474
OG0001051	Syab.g_00592	Prai.g_00475
OG0001052	Syab.g_00693	Prai.g_00501
OG0001053	Syab.g_02099	Prai.g_00513
OG0001054	Syab.g_02118	Prai.g_00528
OG0001055	Syab.g_02139	Prai.g_00546
OG0001056	Syab.g_02036	Prai.g_00564
OG0001057	Syab.g_00882	Prai.g_00569
OG0001058	Syab.g_02014	Prai.g_00577
OG0001059	Syab.g_02010	Prai.g_00581
OG0001060	Syab.g_02003	Prai.g_00588
OG0001061	Syab.g_01985	Prai.g_00602
OG0001062	Syab.g_01983	Prai.g_00604
OG0001063	Syab.g_01979	Prai.g_00606
OG0001064	Syab.g_01978	Prai.g_00607
OG0001065	Syab.g_01976	Prai.g_00608
OG0001066	Syab.g_01975	Prai.g_00609
OG0001067	Syab.g_01974	Prai.g_00610
OG0001068	Syab.g_01973	Prai.g_00611
OG0001069	Syab.g_01972	Prai.g_00612
OG0001070	Syab.g_01968	Prai.g_00615
OG0001071	Syab.g_01967	Prai.g_00616
OG0001072	Syab.g_01962	Prai.g_00618
OG0001073	Syab.g_01947	Prai.g_00632
OG0001074	Syab.g_01815	Prai.g_00643
OG0001075	Syab.g_01919	Prai.g_00644
OG0001076	Syab.g_01897	Prai.g_00653
OG0001077	Syab.g_01887	Prai.g_00657
OG0001079	Syab.g_01856	Prai.g_00676
OG0001080	Syab.g_01756	Prai.g_00682
OG0001081	Syab.g_01530	Prai.g_00684
OG0001082	Syab.g_01531	Prai.g_00685
OG0001083	Syab.g_01540	Prai.g_00690
OG0001084	Syab.g_01543	Prai.g_00691
OG0001085	Syab.g_01563	Prai.g_00699
OG0001086	Syab.g_01565	Prai.g_00700
OG0001087	Syab.g_01167	Prai.g_00717
OG0001088	Syab.g_01170	Prai.g_00718
OG0001089	Syab.g_01198	Prai.g_00726
OG0001090	Syab.g_01267	Prai.g_00749
OG0001091	Syab.g_01270	Prai.g_00751
OG0001092	Syab.g_01272	Prai.g_00752
OG0001093	Syab.g_01664	Prai.g_00757
OG0001094	Syab.g_01567	Prai.g_00854
OG0001095	Syab.g_01287	Prai.g_00834
OG0001096	Syab.g_01693	Prai.g_00821
OG0001097	Syab.g_01718	Prai.g_00802
OG0001098	Syab.g_01497	Prai.g_00787
OG0001099	Syab.g_02518	Prai.g_01057
OG0001100	Syab.g_01640	Prai.g_01053
OG0001101	Syab.g_01639	Prai.g_01051
OG0001102	Syab.g_01636	Prai.g_01049
OG0001103	Syab.g_01634	Prai.g_01047
OG0001104	Syab.g_01590	Prai.g_01026
OG0001105	Syab.g_01585	Prai.g_01022
OG0001106	Syab.g_01397	Prai.g_00998
OG0001107	Syab.g_01385	Prai.g_00991
OG0001108	Syab.g_01377	Prai.g_00987
OG0001109	Syab.g_01368	Prai.g_00986
OG0001110	Syab.g_01366	Prai.g_00984
OG0001111	Syab.g_01364	Prai.g_00983
OG0001112	Syab.g_01362	Prai.g_00982
OG0001113	Syab.g_01593	Prai.g_00981
OG0001114	Syab.g_01361	Prai.g_00980
OG0001115	Syab.g_01357	Prai.g_00978
OG0001116	Syab.g_01355	Prai.g_00977
OG0001117	Syab.g_01354	Prai.g_00976
OG0001118	Syab.g_01353	Prai.g_00975
OG0001119	Syab.g_01351	Prai.g_00974
OG0001120	Syab.g_01347	Prai.g_00972
OG0001121	Syab.g_02159	Prai.g_01141, Prai.g_00969
OG0001122	Syab.g_01320	Prai.g_00945
OG0001124	Syab.g_01310	Prai.g_00940
OG0001125	Syab.g_01308	Prai.g_00939
OG0001126	Syab.g_01231	Prai.g_00929
OG0001127	Syab.g_01230	Prai.g_00928
OG0001128	Syab.g_01227	Prai.g_00926
OG0001129	Syab.g_01225	Prai.g_00925
OG0001130	Syab.g_01224	Prai.g_00924
OG0001131	Syab.g_01609	Prai.g_01088
OG0001132	Syab.g_01790	Prai.g_01098
OG0001133	Syab.g_01895	Prai.g_01130
OG0001134	Syab.g_01748	Prai.g_01143
OG0001137	Syab.g_00990	Prai.g_01179
OG0001138	Syab.g_01023	Prai.g_01198
OG0001139	Syab.g_01025	Prai.g_01200
OG0001140	Syab.g_01026	Prai.g_01201
OG0001141	Syab.g_01027	Prai.g_01202
OG0001142	Syab.g_01028	Prai.g_01203
OG0001143	Syab.g_01037	Prai.g_01210
OG0001144	Syab.g_01052	Prai.g_01215
OG0001145	Syab.g_00928	Prai.g_01326
OG0001146	Syab.g_00907	Prai.g_01339
OG0001147	Syab.g_00716	Prai.g_01357
OG0001148	Syab.g_02085	Prai.g_01372
OG0001149	Syab.g_02084	Prai.g_01373
OG0001150	Syab.g_02083	Prai.g_01374
OG0001151	Syab.g_02070	Prai.g_01385
OG0001152	Syab.g_02069	Prai.g_01386
OG0001153	Syab.g_00731	Prai.g_01494
OG0001154	Syab.g_00730	Prai.g_01495
OG0001155	Syab.g_02171	Prai.g_01507
OG0001156	Syab.g_02174	Prai.g_01510
OG0001157	Syab.g_02175	Prai.g_01511
OG0001158	Syab.g_02176	Prai.g_01512
OG0001159	Syab.g_02177	Prai.g_01513
OG0001160	Syab.g_02231	Prai.g_01537
OG0001161	Syab.g_02797	Prai.g_01550
OG0001162	Syab.g_00893	Prai.g_01563
OG0001163	Syab.g_02241	Prai.g_01630
OG0001164	Syab.g_02247	Prai.g_01634
OG0001165	Syab.g_02252	Prai.g_01637
OG0001166	Syab.g_02296	Prai.g_01657
OG0001167	Syab.g_02322	Prai.g_01674
OG0001168	Syab.g_02324	Prai.g_01676
OG0001169	Syab.g_02326	Prai.g_01678
OG0001170	Syab.g_02328	Prai.g_01680
OG0001171	Syab.g_02339	Prai.g_01689
OG0001172	Syab.g_00371	Prai.g_01704
