Orthogroup	Pral	Syap
OG0000588	Pral.g_00469	Syap.g_00776
OG0000589	Pral.g_00466	Syap.g_00941
OG0000590	Pral.g_00465	Syap.g_00940
OG0000591	Pral.g_00462	Syap.g_01289
OG0000592	Pral.g_00461	Syap.g_01288
OG0000593	Pral.g_01433	Syap.g_00890
OG0000594	Pral.g_01434	Syap.g_00891
OG0000595	Pral.g_01435	Syap.g_00892
OG0000596	Pral.g_01439	Syap.g_00898
OG0000597	Pral.g_01441	Syap.g_00903
OG0000598	Pral.g_01442	Syap.g_00904
OG0000599	Pral.g_01445	Syap.g_00908
OG0000600	Pral.g_01446	Syap.g_00909
OG0000601	Pral.g_01447	Syap.g_00910
OG0000602	Pral.g_01449	Syap.g_00640
OG0000603	Pral.g_01450	Syap.g_00641
OG0000604	Pral.g_01451	Syap.g_02769
OG0000605	Pral.g_01452	Syap.g_02501, Syap.g_02771
OG0000606	Pral.g_01455	Syap.g_02506
OG0000607	Pral.g_01458	Syap.g_00093
OG0000608	Pral.g_01459	Syap.g_00094
OG0000609	Pral.g_01460	Syap.g_00096
OG0000610	Pral.g_01466	Syap.g_01963
OG0000611	Pral.g_01469	Syap.g_01958
OG0000612	Pral.g_01470	Syap.g_01957
OG0000613	Pral.g_01769	Syap.g_02480
OG0000615	Pral.g_01737	Syap.g_00154
OG0000616	Pral.g_00399	Syap.g_00127
OG0000617	Pral.g_01723	Syap.g_00513
OG0000618	Pral.g_01722	Syap.g_00514
OG0000619	Pral.g_01721	Syap.g_00515
OG0000620	Pral.g_01718	Syap.g_00520
OG0000621	Pral.g_01717	Syap.g_00521
OG0000622	Pral.g_01716	Syap.g_00523
OG0000623	Pral.g_01715	Syap.g_00526
OG0000624	Pral.g_01713	Syap.g_00527
OG0000625	Pral.g_01712	Syap.g_00528
OG0000626	Pral.g_01711	Syap.g_00529
OG0000627	Pral.g_01709	Syap.g_00848
OG0000628	Pral.g_01708	Syap.g_00850
OG0000629	Pral.g_01707	Syap.g_02334
OG0000630	Pral.g_01704	Syap.g_02793
OG0000631	Pral.g_01658	Syap.g_01724
OG0000632	Pral.g_01657	Syap.g_01725
OG0000633	Pral.g_01656	Syap.g_01726
OG0000634	Pral.g_01484	Syap.g_00190
OG0000635	Pral.g_01485	Syap.g_00191
OG0000636	Pral.g_01487	Syap.g_00193
OG0000637	Pral.g_01489	Syap.g_00195
OG0000638	Pral.g_01490	Syap.g_00196
OG0000639	Pral.g_01491	Syap.g_00197
OG0000640	Pral.g_01492	Syap.g_00198
OG0000641	Pral.g_01496	Syap.g_00203
OG0000642	Pral.g_01497	Syap.g_02732
OG0000643	Pral.g_01498	Syap.g_02731
OG0000644	Pral.g_01499	Syap.g_02730
OG0000645	Pral.g_01500	Syap.g_02726
OG0000646	Pral.g_01502	Syap.g_02723
OG0000647	Pral.g_01504	Syap.g_02721
OG0000648	Pral.g_01506	Syap.g_02719
OG0000649	Pral.g_01507	Syap.g_02718
OG0000650	Pral.g_01508	Syap.g_02717
OG0000651	Pral.g_01509	Syap.g_02716
OG0000652	Pral.g_01510	Syap.g_02715
OG0000653	Pral.g_01512	Syap.g_02713
OG0000654	Pral.g_01513	Syap.g_02711
OG0000655	Pral.g_01514	Syap.g_02710
OG0000656	Pral.g_01517	Syap.g_02706
OG0000657	Pral.g_01524	Syap.g_01845
OG0000658	Pral.g_01525	Syap.g_01841
OG0000659	Pral.g_01526	Syap.g_01840
OG0000660	Pral.g_01530	Syap.g_01835
OG0000662	Pral.g_01534	Syap.g_00823
OG0000663	Pral.g_01536	Syap.g_00826
OG0000664	Pral.g_01537	Syap.g_00828
OG0000665	Pral.g_01543	Syap.g_02331
OG0000666	Pral.g_01544	Syap.g_01573
OG0000667	Pral.g_01548	Syap.g_01979
OG0000668	Pral.g_01820	Syap.g_02765
OG0000669	Pral.g_01809	Syap.g_02371
OG0000670	Pral.g_01806	Syap.g_02368
OG0000671	Pral.g_01804	Syap.g_01260
OG0000672	Pral.g_01801	Syap.g_01257
OG0000673	Pral.g_01798	Syap.g_01253
OG0000674	Pral.g_01796	Syap.g_01251
OG0000675	Pral.g_01795	Syap.g_01250
OG0000676	Pral.g_01793	Syap.g_01248
OG0000677	Pral.g_01792	Syap.g_01246
OG0000678	Pral.g_01790	Syap.g_01239
OG0000679	Pral.g_01786	Syap.g_00157
OG0000680	Pral.g_01785	Syap.g_00158
OG0000681	Pral.g_01782	Syap.g_00163
OG0000682	Pral.g_01781	Syap.g_00165
OG0000683	Pral.g_01780	Syap.g_00166
OG0000684	Pral.g_01778	Syap.g_00169
OG0000685	Pral.g_01776	Syap.g_00172
OG0000686	Pral.g_01775	Syap.g_00173
OG0000687	Pral.g_01774	Syap.g_00174
OG0000688	Pral.g_01474	Syap.g_00178
OG0000689	Pral.g_01475	Syap.g_00180
OG0000690	Pral.g_01476	Syap.g_00181
OG0000691	Pral.g_01477	Syap.g_00182
OG0000692	Pral.g_01479	Syap.g_00184
OG0000693	Pral.g_01480	Syap.g_00185
OG0000694	Pral.g_01481	Syap.g_00186
OG0000695	Pral.g_01654	Syap.g_01729
OG0000696	Pral.g_01653	Syap.g_01730
OG0000697	Pral.g_01652	Syap.g_01734
OG0000698	Pral.g_01649	Syap.g_01737
OG0000699	Pral.g_01647	Syap.g_01738
OG0000700	Pral.g_01646	Syap.g_01739
OG0000701	Pral.g_01645	Syap.g_01740
OG0000702	Pral.g_01643	Syap.g_01747
OG0000703	Pral.g_01642	Syap.g_01750
OG0000704	Pral.g_01640	Syap.g_01753
OG0000705	Pral.g_01634	Syap.g_02022
OG0000706	Pral.g_01633	Syap.g_02020
OG0000707	Pral.g_01632	Syap.g_02019
OG0000708	Pral.g_01630	Syap.g_02016
OG0000709	Pral.g_01626	Syap.g_00121
OG0000711	Pral.g_01579	Syap.g_02686
OG0000712	Pral.g_01580	Syap.g_02688
OG0000713	Pral.g_01581	Syap.g_02689
OG0000714	Pral.g_01582	Syap.g_02691
OG0000715	Pral.g_01584	Syap.g_02693
OG0000716	Pral.g_01586	Syap.g_02696
OG0000717	Pral.g_01587	Syap.g_02697
OG0000718	Pral.g_01590	Syap.g_02701
OG0000719	Pral.g_01592	Syap.g_02767
OG0000720	Pral.g_01603	Syap.g_02780
OG0000721	Pral.g_01607	Syap.g_02782
OG0000722	Pral.g_01608	Syap.g_02783
OG0000723	Pral.g_01575	Syap.g_00532
OG0000725	Pral.g_01560	Syap.g_01559
OG0000726	Pral.g_01559	Syap.g_01560
OG0000727	Pral.g_01558	Syap.g_01561
OG0000728	Pral.g_01556	Syap.g_01564
OG0000729	Pral.g_01311	Syap.g_01122
OG0000730	Pral.g_01324	Syap.g_00572
OG0000731	Pral.g_00692	Syap.g_00560
OG0000732	Pral.g_00348	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Pral.g_00077	Syap.g_01971
OG0000734	Pral.g_01351	Syap.g_02628
OG0000735	Pral.g_01353	Syap.g_00244
OG0000736	Pral.g_01354	Syap.g_00243
OG0000737	Pral.g_01355	Syap.g_00242
OG0000738	Pral.g_01359	Syap.g_00236
OG0000739	Pral.g_01360	Syap.g_00235
OG0000740	Pral.g_01361	Syap.g_00234
OG0000741	Pral.g_01363	Syap.g_00231
OG0000742	Pral.g_01366	Syap.g_00229
OG0000743	Pral.g_01368	Syap.g_00226
OG0000744	Pral.g_01369	Syap.g_00225
OG0000745	Pral.g_01370	Syap.g_00222
OG0000746	Pral.g_01372	Syap.g_00220
OG0000747	Pral.g_01373	Syap.g_00219
OG0000748	Pral.g_01378	Syap.g_00212
OG0000749	Pral.g_01379	Syap.g_00211
OG0000750	Pral.g_01380	Syap.g_00210
OG0000751	Pral.g_01383	Syap.g_00205
OG0000752	Pral.g_01385	Syap.g_01793
OG0000753	Pral.g_01388	Syap.g_02775
OG0000754	Pral.g_01391	Syap.g_01883
OG0000755	Pral.g_01399	Syap.g_01893
OG0000757	Pral.g_01406	Syap.g_00427
OG0000758	Pral.g_01407	Syap.g_00428
OG0000759	Pral.g_01408	Syap.g_00429
OG0000760	Pral.g_01409	Syap.g_00430
OG0000761	Pral.g_01410	Syap.g_00431
OG0000762	Pral.g_01411	Syap.g_00434
OG0000763	Pral.g_01413	Syap.g_02624
OG0000764	Pral.g_01414	Syap.g_02623
OG0000765	Pral.g_01423	Syap.g_02440
OG0000766	Pral.g_01424	Syap.g_02439
OG0000767	Pral.g_01426	Syap.g_02437
OG0000768	Pral.g_01427	Syap.g_02436
OG0000769	Pral.g_01429	Syap.g_02434
OG0000770	Pral.g_00456	Syap.g_02431
OG0000772	Pral.g_01893	Syap.g_02295
OG0000773	Pral.g_01290	Syap.g_00885
OG0000774	Pral.g_01288	Syap.g_01473
OG0000775	Pral.g_01286	Syap.g_01475
OG0000776	Pral.g_01285	Syap.g_01476
OG0000777	Pral.g_01284	Syap.g_01478
OG0000778	Pral.g_01283	Syap.g_01479
OG0000779	Pral.g_01279	Syap.g_01494
OG0000780	Pral.g_01278	Syap.g_01496
OG0000781	Pral.g_01275	Syap.g_02609
OG0000782	Pral.g_01274	Syap.g_02611
OG0000783	Pral.g_01273	Syap.g_02612
OG0000784	Pral.g_01272	Syap.g_02613
OG0000785	Pral.g_01270	Syap.g_02281
OG0000786	Pral.g_01267	Syap.g_02287
OG0000787	Pral.g_01266	Syap.g_02288
OG0000788	Pral.g_00440	Syap.g_01932
OG0000789	Pral.g_01060	Syap.g_00372
OG0000791	Pral.g_01215	Syap.g_02520
OG0000792	Pral.g_01214	Syap.g_02519
OG0000793	Pral.g_01211	Syap.g_02141
OG0000794	Pral.g_01210	Syap.g_02200
OG0000795	Pral.g_01209	Syap.g_02199
OG0000796	Pral.g_01205	Syap.g_02448
OG0000797	Pral.g_01204	Syap.g_02449
OG0000799	Pral.g_01184	Syap.g_02488
OG0000800	Pral.g_01183	Syap.g_02487
OG0000801	Pral.g_01182	Syap.g_02486
OG0000802	Pral.g_01180	Syap.g_02659
OG0000803	Pral.g_01178	Syap.g_02109
OG0000804	Pral.g_01177	Syap.g_02113
OG0000805	Pral.g_01175	Syap.g_02115
OG0000806	Pral.g_01173	Syap.g_02117
OG0000807	Pral.g_01172	Syap.g_02118
OG0000808	Pral.g_01171	Syap.g_02119
OG0000809	Pral.g_01167	Syap.g_02122
OG0000810	Pral.g_01166	Syap.g_02124
OG0000811	Pral.g_01158	Syap.g_02472
OG0000812	Pral.g_01156	Syap.g_02474
OG0000813	Pral.g_01155	Syap.g_02475
OG0000814	Pral.g_01153	Syap.g_02753
OG0000815	Pral.g_01152	Syap.g_02752
OG0000816	Pral.g_01150	Syap.g_02289
OG0000817	Pral.g_01149	Syap.g_02527
OG0000818	Pral.g_01144	Syap.g_02001
OG0000819	Pral.g_01143	Syap.g_02002
OG0000820	Pral.g_01142	Syap.g_02003
OG0000821	Pral.g_01137	Syap.g_02009
OG0000822	Pral.g_01136	Syap.g_02011
OG0000824	Pral.g_01132	Syap.g_00008
OG0000825	Pral.g_01131	Syap.g_00009
OG0000826	Pral.g_01130	Syap.g_00010
OG0000827	Pral.g_01129	Syap.g_00011
OG0000828	Pral.g_01126	Syap.g_00014
OG0000829	Pral.g_01125	Syap.g_00015
OG0000830	Pral.g_01124	Syap.g_00016
OG0000831	Pral.g_01122	Syap.g_00019
OG0000832	Pral.g_01110	Syap.g_00752
OG0000833	Pral.g_01101	Syap.g_00021
OG0000834	Pral.g_01100	Syap.g_00023
OG0000835	Pral.g_01099	Syap.g_00024
OG0000836	Pral.g_01098	Syap.g_00026
OG0000837	Pral.g_01097	Syap.g_00027
OG0000838	Pral.g_01094	Syap.g_00031
OG0000839	Pral.g_01093	Syap.g_00032
OG0000840	Pral.g_01092	Syap.g_00033
OG0000841	Pral.g_01091	Syap.g_00034
OG0000842	Pral.g_01090	Syap.g_00035
OG0000843	Pral.g_01089	Syap.g_00036
OG0000844	Pral.g_01088	Syap.g_00039
OG0000845	Pral.g_01087	Syap.g_00040
OG0000846	Pral.g_01086	Syap.g_00042
OG0000847	Pral.g_01085	Syap.g_00043
OG0000848	Pral.g_01084	Syap.g_00045
OG0000849	Pral.g_01083	Syap.g_00046
OG0000850	Pral.g_01081	Syap.g_00310
OG0000851	Pral.g_01080	Syap.g_01214
OG0000852	Pral.g_01079	Syap.g_01215
OG0000853	Pral.g_01074	Syap.g_01219
OG0000854	Pral.g_01072	Syap.g_01222
OG0000855	Pral.g_01071	Syap.g_01223
OG0000856	Pral.g_01058	Syap.g_01286
OG0000857	Pral.g_01503	Syap.g_02722
OG0000858	Pral.g_00100	Syap.g_00612
OG0000859	Pral.g_00101	Syap.g_00613
OG0000860	Pral.g_00109	Syap.g_00623
OG0000861	Pral.g_00110	Syap.g_02789
OG0000862	Pral.g_00111	Syap.g_01789
OG0000863	Pral.g_00113	Syap.g_01784
OG0000864	Pral.g_00114	Syap.g_01783
OG0000865	Pral.g_00115	Syap.g_01781, Syap.g_01782
OG0000866	Pral.g_00116	Syap.g_01780
OG0000867	Pral.g_00117	Syap.g_01779
OG0000868	Pral.g_00119	Syap.g_01775
OG0000869	Pral.g_00122	Syap.g_01770
OG0000870	Pral.g_00127	Syap.g_01401
OG0000871	Pral.g_00128	Syap.g_01400
OG0000872	Pral.g_00129	Syap.g_01394
OG0000873	Pral.g_00132	Syap.g_01390
OG0000874	Pral.g_00135	Syap.g_01388
OG0000875	Pral.g_00136	Syap.g_01386
OG0000876	Pral.g_00137	Syap.g_00822
OG0000877	Pral.g_00139	Syap.g_01380
OG0000878	Pral.g_00140	Syap.g_01378
OG0000879	Pral.g_00141	Syap.g_01377
OG0000880	Pral.g_00142	Syap.g_01376
OG0000882	Pral.g_00151	Syap.g_01516
OG0000883	Pral.g_00154	Syap.g_01511
OG0000884	Pral.g_00156	Syap.g_01509
OG0000885	Pral.g_00157	Syap.g_01508
OG0000886	Pral.g_00158	Syap.g_01507
OG0000887	Pral.g_00159	Syap.g_01506
OG0000888	Pral.g_00161	Syap.g_01504
OG0000889	Pral.g_00163	Syap.g_01502
OG0000890	Pral.g_00164	Syap.g_01499
OG0000891	Pral.g_00165	Syap.g_01498
OG0000892	Pral.g_00167	Syap.g_02671
OG0000893	Pral.g_00170	Syap.g_02497
OG0000894	Pral.g_00173	Syap.g_02679
OG0000895	Pral.g_00177	Syap.g_00546
OG0000896	Pral.g_00178	Syap.g_00545
OG0000897	Pral.g_00180	Syap.g_00543
OG0000898	Pral.g_00181	Syap.g_00542
OG0000899	Pral.g_00182	Syap.g_00541
OG0000900	Pral.g_00183	Syap.g_00540
OG0000901	Pral.g_00187	Syap.g_01930
OG0000902	Pral.g_00189	Syap.g_01929
OG0000903	Pral.g_00193	Syap.g_01916
OG0000904	Pral.g_00198	Syap.g_01922
OG0000905	Pral.g_00191	Syap.g_01925
OG0000906	Pral.g_00190	Syap.g_01927
OG0000907	Pral.g_00200	Syap.g_01914
OG0000908	Pral.g_00203	Syap.g_01235
OG0000909	Pral.g_00204	Syap.g_01236
OG0000910	Pral.g_00205	Syap.g_01237
OG0000911	Pral.g_00207	Syap.g_00511
OG0000912	Pral.g_00208	Syap.g_00510
OG0000913	Pral.g_00209	Syap.g_00509
OG0000914	Pral.g_00210	Syap.g_00508
OG0000915	Pral.g_00211	Syap.g_00506
OG0000916	Pral.g_00212	Syap.g_00505
OG0000917	Pral.g_00213	Syap.g_00504
OG0000918	Pral.g_00214	Syap.g_00503
OG0000919	Pral.g_00215	Syap.g_00502
OG0000920	Pral.g_00216	Syap.g_00501
OG0000921	Pral.g_00217	Syap.g_00500
OG0000922	Pral.g_00218	Syap.g_00499
OG0000923	Pral.g_00222	Syap.g_00495
OG0000924	Pral.g_00223	Syap.g_00494
OG0000925	Pral.g_00224	Syap.g_00493
OG0000926	Pral.g_00225	Syap.g_00492
OG0000927	Pral.g_00227	Syap.g_00490
OG0000928	Pral.g_00228	Syap.g_00489
OG0000929	Pral.g_00229	Syap.g_00488
OG0000930	Pral.g_00230	Syap.g_00487
OG0000931	Pral.g_00232	Syap.g_00486
OG0000932	Pral.g_01190	Syap.g_00485
OG0000933	Pral.g_00236	Syap.g_00479
OG0000934	Pral.g_00238	Syap.g_00477
OG0000935	Pral.g_00239	Syap.g_00476
OG0000936	Pral.g_00240	Syap.g_00475
OG0000937	Pral.g_00241	Syap.g_00474
OG0000938	Pral.g_00244	Syap.g_00471
OG0000939	Pral.g_00245	Syap.g_00469
OG0000940	Pral.g_00252	Syap.g_00460
OG0000941	Pral.g_00254	Syap.g_00458
OG0000942	Pral.g_00256	Syap.g_00606
OG0000943	Pral.g_00257	Syap.g_00604
OG0000944	Pral.g_00259	Syap.g_00602
OG0000945	Pral.g_00260	Syap.g_00601
OG0000946	Pral.g_00266	Syap.g_00595
OG0000947	Pral.g_00268	Syap.g_00591
OG0000948	Pral.g_00269	Syap.g_00590
OG0000949	Pral.g_00272	Syap.g_01051
OG0000950	Pral.g_00278	Syap.g_01061
OG0000951	Pral.g_00282	Syap.g_01070
OG0000952	Pral.g_00286	Syap.g_01074
OG0000953	Pral.g_00290	Syap.g_01078
OG0000954	Pral.g_00294	Syap.g_01089
OG0000955	Pral.g_00295	Syap.g_01090
OG0000956	Pral.g_00297	Syap.g_01092
OG0000957	Pral.g_00303	Syap.g_01109
OG0000958	Pral.g_00304	Syap.g_01110
OG0000959	Pral.g_00308	Syap.g_01114
OG0000960	Pral.g_00309	Syap.g_01115
OG0000961	Pral.g_00312	Syap.g_02170
OG0000962	Pral.g_00314	Syap.g_01121
OG0000963	Pral.g_00318	Syap.g_01124
OG0000964	Pral.g_00319	Syap.g_01125
OG0000965	Pral.g_00320	Syap.g_01126
OG0000966	Pral.g_00326	Syap.g_01141
OG0000967	Pral.g_00330	Syap.g_00633
OG0000968	Pral.g_00332	Syap.g_00998
OG0000969	Pral.g_00333	Syap.g_00996
OG0000970	Pral.g_00334	Syap.g_00995
OG0000971	Pral.g_00335	Syap.g_00993
OG0000972	Pral.g_00336	Syap.g_00992
OG0000973	Pral.g_00337	Syap.g_00991
OG0000974	Pral.g_00338	Syap.g_00990
OG0000975	Pral.g_00339	Syap.g_00989
OG0000976	Pral.g_00340	Syap.g_00988
OG0000977	Pral.g_00341	Syap.g_00986
OG0000978	Pral.g_00342	Syap.g_00985
OG0000979	Pral.g_00345	Syap.g_00980
OG0000980	Pral.g_00347	Syap.g_00977
OG0000981	Pral.g_00350	Syap.g_01812
OG0000982	Pral.g_00352	Syap.g_00132
OG0000983	Pral.g_00353	Syap.g_00134
OG0000984	Pral.g_00354	Syap.g_00135
OG0000985	Pral.g_00357	Syap.g_00140
OG0000986	Pral.g_00359	Syap.g_01044
OG0000987	Pral.g_00360	Syap.g_01033
OG0000988	Pral.g_00363	Syap.g_01027
OG0000989	Pral.g_00367	Syap.g_01011
OG0000990	Pral.g_00373	Syap.g_02087
OG0000991	Pral.g_00374	Syap.g_02091
OG0000992	Pral.g_00377	Syap.g_02095
OG0000993	Pral.g_00378	Syap.g_02097
OG0000994	Pral.g_00379	Syap.g_02101
OG0000996	Pral.g_00384	Syap.g_01817
OG0000997	Pral.g_00386	Syap.g_02590
OG0000998	Pral.g_00388	Syap.g_02591
OG0000999	Pral.g_00389	Syap.g_02592
OG0001001	Pral.g_00396	Syap.g_02605
OG0001002	Pral.g_00401	Syap.g_00124
OG0001003	Pral.g_00402	Syap.g_02310
OG0001004	Pral.g_00403	Syap.g_02311
OG0001005	Pral.g_00404	Syap.g_02312
OG0001006	Pral.g_00408	Syap.g_00053
OG0001007	Pral.g_00410	Syap.g_00055
OG0001008	Pral.g_00657	Syap.g_02060
OG0001012	Pral.g_01001	Syap.g_00371
OG0001013	Pral.g_00994	Syap.g_01325
OG0001016	Pral.g_00974	Syap.g_01695
OG0001033	Pral.g_00836	Syap.g_00105
OG0001035	Pral.g_00784	Syap.g_01594
OG0001038	Pral.g_00761	Syap.g_01362
OG0001039	Pral.g_00758	Syap.g_01359
OG0001040	Pral.g_00755	Syap.g_01356
OG0001041	Pral.g_00751	Syap.g_01352
OG0001043	Pral.g_00733	Syap.g_01676
OG0001044	Pral.g_00699	Syap.g_00571
OG0001053	Pral.g_00608	Syap.g_02253
OG0001055	Pral.g_00573	Syap.g_00252
OG0001059	Pral.g_00537	Syap.g_00306
OG0001060	Pral.g_00530	Syap.g_00299
OG0001061	Pral.g_00514	Syap.g_01309
OG0001062	Pral.g_00512	Syap.g_01314
OG0001072	Pral.g_00499	Syap.g_00441
OG0001073	Pral.g_00485	Syap.g_00122, Syap.g_00455
OG0001078	Pral.g_01437	Syap.g_00896
OG0001080	Pral.g_01454	Syap.g_02505
OG0001085	Pral.g_01772	Syap.g_01953
OG0001094	Pral.g_01482	Syap.g_00187
OG0001095	Pral.g_01501	Syap.g_02725
OG0001096	Pral.g_01515	Syap.g_02709
OG0001100	Pral.g_01807	Syap.g_02369
OG0001102	Pral.g_01802	Syap.g_01258
OG0001103	Pral.g_01800	Syap.g_01256
OG0001104	Pral.g_01777	Syap.g_00171
OG0001105	Pral.g_01773	Syap.g_00175
OG0001107	Pral.g_01629	Syap.g_02015
OG0001108	Pral.g_01625	Syap.g_00119
OG0001122	Pral.g_01593	Syap.g_02766
OG0001123	Pral.g_01598	Syap.g_01872
OG0001133	Pral.g_01314	Syap.g_01292
OG0001136	Pral.g_01364	Syap.g_00230
OG0001137	Pral.g_01377	Syap.g_00213
OG0001152	Pral.g_01206	Syap.g_02447
OG0001154	Pral.g_01127	Syap.g_00013
OG0001155	Pral.g_01108	Syap.g_00750
OG0001160	Pral.g_01076	Syap.g_01217
OG0001163	Pral.g_00098	Syap.g_00609
OG0001164	Pral.g_00102	Syap.g_00614
OG0001165	Pral.g_00105	Syap.g_00619
OG0001168	Pral.g_00145	Syap.g_01372
OG0001171	Pral.g_00160	Syap.g_01505
OG0001172	Pral.g_00175	Syap.g_00547
OG0001177	Pral.g_00196	Syap.g_01920
OG0001178	Pral.g_00112	Syap.g_01786, Syap.g_01787
OG0001179	Pral.g_00226	Syap.g_00491
OG0001180	Pral.g_00249	Syap.g_00097, Syap.g_00465
OG0001181	Pral.g_00253	Syap.g_00459
OG0001183	Pral.g_00267	Syap.g_00594
OG0001185	Pral.g_00300	Syap.g_01104
OG0001186	Pral.g_00324	Syap.g_01140
OG0001187	Pral.g_00327	Syap.g_01142
OG0001188	Pral.g_00329	Syap.g_00634
OG0001189	Pral.g_00346	Syap.g_00979
OG0001191	Pral.g_00361	Syap.g_01030
OG0001192	Pral.g_00366	Syap.g_01021
OG0001197	Pral.g_00400	Syap.g_00126
OG0001198	Pral.g_00407	Syap.g_00052
OG0001200	Pral.g_00971	Syap.g_01698
OG0001203	Pral.g_00802	Syap.g_01154
OG0001214	Pral.g_01438	Syap.g_00897
OG0001217	Pral.g_00023	Syap.g_01464
OG0001218	Pral.g_01308	Syap.g_00020
OG0001219	Pral.g_01660	Syap.g_02794
OG0001221	Pral.g_01788	Syap.g_01777
OG0001222	Pral.g_01605	Syap.g_02027
OG0001224	Pral.g_01565	Syap.g_01551
OG0001225	Pral.g_01563	Syap.g_01553
OG0001226	Pral.g_01320, Pral.g_00967	Syap.g_02551
OG0001228	Pral.g_01421	Syap.g_01063
OG0001229	Pral.g_01299	Syap.g_00827
OG0001230	Pral.g_01174	Syap.g_02116
OG0001232	Pral.g_00130	Syap.g_01393
OG0001235	Pral.g_00192	Syap.g_01924
OG0001236	Pral.g_00281	Syap.g_01069
OG0001237	Pral.g_00285	Syap.g_01073
OG0001238	Pral.g_00362	Syap.g_01028
OG0001239	Pral.g_00976	Syap.g_01693, Syap.g_01692
OG0001242	Pral.g_00926	Syap.g_02227, Syap.g_02229
OG0001243	Pral.g_00919	Syap.g_02219
OG0001244	Pral.g_00904	Syap.g_02192
OG0001246	Pral.g_00016, Pral.g_00586	Syap.g_01165, Syap.g_00267
OG0001248	Pral.g_01756	Syap.g_00423
OG0001249	Pral.g_00701	Syap.g_00575
OG0001250	Pral.g_01529	Syap.g_01836
OG0001251	Pral.g_01819	Syap.g_01549, Syap.g_01727
OG0001253	Pral.g_01032	Syap.g_01969
OG0001256	Pral.g_01069	Syap.g_01225
OG0001258	Pral.g_00103	Syap.g_00617
OG0001260	Pral.g_00166	Syap.g_01497
OG0001261	Pral.g_00234	Syap.g_00482
OG0001262	Pral.g_00344	Syap.g_00981
OG0001263	Pral.g_00917	Syap.g_02216
OG0001265	Pral.g_00927	Syap.g_02231
OG0001266	Pral.g_00841	Syap.g_01618
OG0001267	Pral.g_00759	Syap.g_01360
OG0001268	Pral.g_00693	Syap.g_00563
OG0001270	Pral.g_00660	Syap.g_02056
OG0001271	Pral.g_00620	Syap.g_02759
OG0001272	Pral.g_00605	Syap.g_02250
OG0001274	Pral.g_00818	Syap.g_01897
OG0001275	Pral.g_01585	Syap.g_02694
OG0001276	Pral.g_01597	Syap.g_01873
OG0001277	Pral.g_01703	Syap.g_01293
OG0001278	Pral.g_01425	Syap.g_02438
OG0001279	Pral.g_00024	Syap.g_02663
OG0001282	Pral.g_01221	Syap.g_01701
OG0001284	Pral.g_01082	Syap.g_00047
OG0001286	Pral.g_00247	Syap.g_00467
OG0001287	Pral.g_00307	Syap.g_00418
OG0001288	Pral.g_00317	Syap.g_01123
OG0001289	Pral.g_00960	Syap.g_02365
OG0001291	Pral.g_00909	Syap.g_02207
OG0001292	Pral.g_00791	Syap.g_01583
OG0001297	Pral.g_00576	Syap.g_00255
OG0001299	Pral.g_01468	Syap.g_01959
OG0001304	Pral.g_01577	Syap.g_00536
OG0001305	Pral.g_01557	Syap.g_01562
OG0001306	Pral.g_01352	Syap.g_00245
OG0001307	Pral.g_01238	Syap.g_00403
OG0001308	Pral.g_01151	Syap.g_02751, Syap.g_02750
OG0001310	Pral.g_00120	Syap.g_01774
OG0001311	Pral.g_01599	Syap.g_01871
OG0001312	Pral.g_01651	Syap.g_01735
OG0001315	Pral.g_01326	Syap.g_00596
OG0001318	Pral.g_00782	Syap.g_01596, Syap.g_01597
OG0001319	Pral.g_00766	Syap.g_02338
OG0001323	Pral.g_00570	Syap.g_00757
OG0001332	Pral.g_01112	Syap.g_01548
OG0001333	Pral.g_00144	Syap.g_01373
OG0001336	Pral.g_00395	Syap.g_02602
OG0001337	Pral.g_00707	Syap.g_00576
OG0001345	Pral.g_01389	Syap.g_01877, Syap.g_02776
OG0001346	Pral.g_01280	Syap.g_01484
OG0001348	Pral.g_01303	Syap.g_00938
OG0001351	Pral.g_00634	Syap.g_01996
OG0001353	Pral.g_01520	Syap.g_01849
OG0001358	Pral.g_00467	Syap.g_00942
OG0001361	Pral.g_01386	Syap.g_01792
OG0001364	Pral.g_00273	Syap.g_01052
OG0001365	Pral.g_00355	Syap.g_00138
OG0001368	Pral.g_01899, Pral.g_01702	Syap.g_01576
OG0001371	Pral.g_01763	Syap.g_02544, Syap.g_02545
OG0001379	Pral.g_01287	Syap.g_01474
OG0001394	Pral.g_01784	Syap.g_00159
OG0001398	Pral.g_01710	Syap.g_02356
OG0001401	Pral.g_01672	Syap.g_01844
OG0001415	Pral.g_00810	Syap.g_00447, Syap.g_00446
OG0001418	Pral.g_01757	Syap.g_00221
OG0001425	Pral.g_00365	Syap.g_01024
OG0001434	Pral.g_01779	Syap.g_00167
OG0001435	Pral.g_01803	Syap.g_01259
OG0001437	Pral.g_00811	Syap.g_00448
OG0001438	Pral.g_00745	Syap.g_01346, Syap.g_01630
OG0001441	Pral.g_00568	Syap.g_02749
OG0001443	Pral.g_01300	Syap.g_01006
OG0001452	Pral.g_01817	Syap.g_01590
OG0001453	Pral.g_00989	Syap.g_02687
OG0001461	Pral.g_00457	Syap.g_02707
OG0001487	Pral.g_01120	Syap.g_00699
OG0001489	Pral.g_00258	Syap.g_00603
OG0001495	Pral.g_00197	Syap.g_01921
