Orthogroup	Praj	Pray
OG0000566	Praj.g_00632	Pray.g_01119
OG0000567	Praj.g_00633	Pray.g_01118
OG0000568	Praj.g_00634	Pray.g_01117
OG0000569	Praj.g_00635	Pray.g_01116
OG0000570	Praj.g_00636	Pray.g_01115
OG0000571	Praj.g_00637	Pray.g_01114
OG0000572	Praj.g_00638	Pray.g_01113
OG0000573	Praj.g_00641	Pray.g_01110
OG0000574	Praj.g_00642	Pray.g_01109
OG0000575	Praj.g_00643	Pray.g_01108
OG0000576	Praj.g_00644	Pray.g_01107
OG0000577	Praj.g_00645	Pray.g_01106
OG0000578	Praj.g_00646	Pray.g_01105
OG0000579	Praj.g_00647	Pray.g_01104
OG0000580	Praj.g_00648	Pray.g_01103
OG0000581	Praj.g_00649	Pray.g_01102
OG0000582	Praj.g_00650	Pray.g_01101
OG0000583	Praj.g_00651	Pray.g_01100
OG0000584	Praj.g_00653	Pray.g_01099
OG0000585	Praj.g_00654	Pray.g_01098
OG0000586	Praj.g_00656	Pray.g_01096
OG0000587	Praj.g_00657	Pray.g_01095
OG0000588	Praj.g_00660	Pray.g_01093
OG0000589	Praj.g_00661	Pray.g_01092
OG0000590	Praj.g_00663	Pray.g_01090
OG0000591	Praj.g_00671	Pray.g_01084
OG0000592	Praj.g_00672	Pray.g_01083
OG0000593	Praj.g_00673	Pray.g_01082
OG0000594	Praj.g_00676	Pray.g_01080
OG0000595	Praj.g_00677	Pray.g_01079
OG0000596	Praj.g_00678	Pray.g_01078
OG0000597	Praj.g_00680	Pray.g_01076
OG0000598	Praj.g_00681	Pray.g_01075
OG0000599	Praj.g_00682	Pray.g_01074
OG0000600	Praj.g_00683	Pray.g_01073
OG0000601	Praj.g_00686	Pray.g_01071
OG0000602	Praj.g_00687	Pray.g_01070
OG0000603	Praj.g_00688	Pray.g_01069
OG0000604	Praj.g_01396	Pray.g_01068
OG0000605	Praj.g_00689	Pray.g_01067
OG0000606	Praj.g_00690	Pray.g_01066
OG0000607	Praj.g_00692	Pray.g_01064
OG0000608	Praj.g_00693	Pray.g_01063
OG0000609	Praj.g_02137	Pray.g_01059
OG0000610	Praj.g_01218	Pray.g_01058
OG0000611	Praj.g_00699	Pray.g_01039
OG0000612	Praj.g_00700	Pray.g_01038
OG0000613	Praj.g_00701	Pray.g_01037
OG0000614	Praj.g_00702	Pray.g_01036
OG0000615	Praj.g_00704	Pray.g_01034
OG0000616	Praj.g_00705	Pray.g_01033
OG0000617	Praj.g_00706	Pray.g_01032
OG0000618	Praj.g_00707	Pray.g_01031
OG0000619	Praj.g_00708	Pray.g_01030
OG0000620	Praj.g_00709	Pray.g_01029
OG0000621	Praj.g_00710	Pray.g_01028
OG0000622	Praj.g_00711	Pray.g_01027
OG0000623	Praj.g_00712	Pray.g_01026
OG0000624	Praj.g_00714	Pray.g_01025
OG0000625	Praj.g_00715	Pray.g_00269
OG0000626	Praj.g_00716	Pray.g_00270
OG0000627	Praj.g_00718	Pray.g_00271
OG0000628	Praj.g_00719	Pray.g_00272
OG0000629	Praj.g_00720	Pray.g_00273
OG0000630	Praj.g_00721	Pray.g_00274
OG0000631	Praj.g_00723	Pray.g_00276
OG0000632	Praj.g_01134	Pray.g_00289
OG0000633	Praj.g_00091	Pray.g_00293
OG0000634	Praj.g_01054	Pray.g_00306
OG0000635	Praj.g_00938	Pray.g_00313
OG0000636	Praj.g_00937	Pray.g_00314
OG0000637	Praj.g_00936	Pray.g_00315
OG0000638	Praj.g_00373	Pray.g_00326
OG0000639	Praj.g_00913	Pray.g_00335
OG0000640	Praj.g_00915	Pray.g_00337
OG0000641	Praj.g_00917	Pray.g_00339
OG0000642	Praj.g_00918	Pray.g_00340
OG0000643	Praj.g_00919	Pray.g_00341
OG0000644	Praj.g_00763	Pray.g_00342
OG0000645	Praj.g_00764	Pray.g_00343
OG0000646	Praj.g_00765	Pray.g_00344
OG0000647	Praj.g_00766	Pray.g_00345
OG0000648	Praj.g_00768	Pray.g_00347
OG0000649	Praj.g_00769	Pray.g_00348
OG0000650	Praj.g_00770	Pray.g_00349
OG0000651	Praj.g_00771	Pray.g_00350
OG0000652	Praj.g_00772	Pray.g_00351
OG0000653	Praj.g_00773	Pray.g_00352
OG0000654	Praj.g_00775	Pray.g_00354
OG0000655	Praj.g_00777	Pray.g_00356
OG0000656	Praj.g_00778	Pray.g_00357
OG0000657	Praj.g_00779	Pray.g_00358
OG0000658	Praj.g_00780	Pray.g_00359
OG0000659	Praj.g_00781	Pray.g_00360
OG0000660	Praj.g_00782	Pray.g_00361
OG0000661	Praj.g_00784	Pray.g_00362
OG0000662	Praj.g_00786	Pray.g_00363
OG0000663	Praj.g_00787	Pray.g_00364
OG0000664	Praj.g_00788	Pray.g_00365
OG0000665	Praj.g_00789	Pray.g_00366
OG0000666	Praj.g_00790	Pray.g_00367
OG0000667	Praj.g_00791	Pray.g_00368
OG0000668	Praj.g_00792	Pray.g_00369
OG0000669	Praj.g_00794	Pray.g_00371
OG0000670	Praj.g_00795	Pray.g_00372
OG0000671	Praj.g_00796	Pray.g_00373
OG0000672	Praj.g_00797	Pray.g_00374
OG0000673	Praj.g_00798	Pray.g_00375
OG0000674	Praj.g_00799	Pray.g_00376
OG0000675	Praj.g_00801	Pray.g_00378
OG0000676	Praj.g_00802	Pray.g_00379
OG0000677	Praj.g_00804	Pray.g_00382
OG0000678	Praj.g_00806	Pray.g_00384
OG0000679	Praj.g_00808	Pray.g_00385
OG0000680	Praj.g_00809	Pray.g_00386
OG0000681	Praj.g_00810	Pray.g_00387
OG0000682	Praj.g_00811	Pray.g_00388
OG0000683	Praj.g_00814	Pray.g_00390
OG0000684	Praj.g_00815	Pray.g_00391
OG0000685	Praj.g_00816	Pray.g_00392
OG0000686	Praj.g_00817	Pray.g_00393
OG0000687	Praj.g_00818	Pray.g_00394
OG0000688	Praj.g_00819	Pray.g_00395
OG0000689	Praj.g_00820	Pray.g_00396
OG0000690	Praj.g_00821	Pray.g_00397
OG0000691	Praj.g_00822	Pray.g_00398
OG0000692	Praj.g_00825	Pray.g_00400
OG0000693	Praj.g_00826	Pray.g_00401
OG0000694	Praj.g_00827	Pray.g_00402
OG0000695	Praj.g_00828	Pray.g_00403
OG0000696	Praj.g_00829	Pray.g_00404
OG0000697	Praj.g_00831	Pray.g_00406
OG0000698	Praj.g_00835	Pray.g_00408
OG0000699	Praj.g_00836	Pray.g_00409
OG0000700	Praj.g_00869	Pray.g_00436
OG0000701	Praj.g_00872	Pray.g_00440
OG0000702	Praj.g_00877	Pray.g_00443
OG0000703	Praj.g_00879	Pray.g_00444
OG0000704	Praj.g_00880	Pray.g_00445
OG0000705	Praj.g_00881	Pray.g_00446
OG0000706	Praj.g_00882	Pray.g_00447
OG0000707	Praj.g_00884	Pray.g_00449
OG0000708	Praj.g_00885	Pray.g_00450
OG0000709	Praj.g_00887	Pray.g_00452
OG0000710	Praj.g_00888	Pray.g_00453
OG0000711	Praj.g_00889	Pray.g_00454
OG0000712	Praj.g_00890	Pray.g_00455
OG0000713	Praj.g_00891	Pray.g_00456
OG0000714	Praj.g_00893	Pray.g_00458
OG0000715	Praj.g_00894	Pray.g_00459
OG0000716	Praj.g_00897	Pray.g_00461
OG0000717	Praj.g_00898	Pray.g_00462
OG0000718	Praj.g_00899	Pray.g_00463
OG0000719	Praj.g_00901	Pray.g_00465
OG0000720	Praj.g_00902	Pray.g_00466
OG0000721	Praj.g_00905	Pray.g_00469
OG0000722	Praj.g_00906	Pray.g_00470
OG0000723	Praj.g_00907	Pray.g_00471
OG0000724	Praj.g_00748	Pray.g_00473
OG0000725	Praj.g_00749	Pray.g_00474
OG0000726	Praj.g_00750	Pray.g_00475
OG0000727	Praj.g_00751	Pray.g_00476
OG0000728	Praj.g_00752	Pray.g_00477
OG0000729	Praj.g_00753	Pray.g_00478
OG0000730	Praj.g_00754	Pray.g_00479
OG0000731	Praj.g_00755	Pray.g_00480
OG0000732	Praj.g_00756	Pray.g_00481
OG0000733	Praj.g_00757	Pray.g_00482
OG0000734	Praj.g_00758	Pray.g_00483
OG0000735	Praj.g_00760	Pray.g_00485
OG0000736	Praj.g_00761	Pray.g_00486
OG0000737	Praj.g_00762	Pray.g_00487
OG0000738	Praj.g_00920	Pray.g_00488
OG0000739	Praj.g_00921	Pray.g_00489
OG0000740	Praj.g_00922	Pray.g_00490
OG0000741	Praj.g_00923	Pray.g_00491
OG0000742	Praj.g_00925	Pray.g_00493
OG0000743	Praj.g_00926	Pray.g_00494
OG0000744	Praj.g_00927	Pray.g_00495
OG0000745	Praj.g_00928	Pray.g_00496
OG0000746	Praj.g_00929	Pray.g_00497
OG0000747	Praj.g_00930	Pray.g_00498
OG0000748	Praj.g_00931	Pray.g_00499
OG0000749	Praj.g_00932	Pray.g_00500
OG0000750	Praj.g_00933	Pray.g_00501
OG0000751	Praj.g_00934	Pray.g_00502
OG0000752	Praj.g_00847	Pray.g_00503
OG0000753	Praj.g_00939	Pray.g_00505
OG0000754	Praj.g_00940	Pray.g_00506
OG0000755	Praj.g_00941	Pray.g_00507
OG0000756	Praj.g_00943	Pray.g_00508
OG0000757	Praj.g_00944	Pray.g_00509
OG0000758	Praj.g_00945	Pray.g_00510
OG0000759	Praj.g_00947	Pray.g_00512
OG0000760	Praj.g_00948	Pray.g_00513
OG0000761	Praj.g_00949	Pray.g_00514
OG0000762	Praj.g_00951	Pray.g_00516
OG0000763	Praj.g_00952	Pray.g_00517
OG0000764	Praj.g_00953	Pray.g_00518
OG0000765	Praj.g_00954	Pray.g_00519
OG0000766	Praj.g_00955	Pray.g_00520
OG0000767	Praj.g_00957	Pray.g_00522
OG0000768	Praj.g_00958	Pray.g_00523
OG0000769	Praj.g_00959	Pray.g_00524
OG0000770	Praj.g_00960	Pray.g_00525
OG0000771	Praj.g_00961	Pray.g_00526
OG0000772	Praj.g_00085	Pray.g_00527
OG0000773	Praj.g_00963	Pray.g_00528
OG0000774	Praj.g_00964	Pray.g_00529
OG0000775	Praj.g_00965	Pray.g_00530
OG0000776	Praj.g_00966	Pray.g_00532
OG0000777	Praj.g_00968	Pray.g_00534
OG0000778	Praj.g_00969	Pray.g_00535
OG0000779	Praj.g_00970	Pray.g_00536
OG0000780	Praj.g_00972	Pray.g_00538
OG0000781	Praj.g_00973	Pray.g_00540
OG0000782	Praj.g_00974	Pray.g_00541
OG0000783	Praj.g_00991	Pray.g_00553
OG0000784	Praj.g_00992	Pray.g_00555
OG0000785	Praj.g_00993	Pray.g_00556
OG0000786	Praj.g_00994	Pray.g_00557
OG0000787	Praj.g_00995	Pray.g_00558
OG0000788	Praj.g_00999	Pray.g_00562
OG0000789	Praj.g_01002	Pray.g_00564
OG0000790	Praj.g_00846	Pray.g_00565
OG0000791	Praj.g_01003	Pray.g_00566
OG0000792	Praj.g_01004	Pray.g_00567
OG0000793	Praj.g_01005	Pray.g_00568
OG0000794	Praj.g_01008	Pray.g_00570
OG0000795	Praj.g_01012	Pray.g_00573
OG0000796	Praj.g_01013	Pray.g_00574
OG0000797	Praj.g_01016	Pray.g_00576
OG0000798	Praj.g_01017	Pray.g_00577
OG0000799	Praj.g_01018	Pray.g_00578
OG0000800	Praj.g_01019	Pray.g_00579
OG0000801	Praj.g_01022	Pray.g_00582
OG0000802	Praj.g_01023	Pray.g_00583
OG0000803	Praj.g_00845	Pray.g_00585
OG0000804	Praj.g_00844	Pray.g_00586
OG0000805	Praj.g_00843	Pray.g_00587
OG0000806	Praj.g_00841	Pray.g_00589
OG0000807	Praj.g_00852	Pray.g_00614
OG0000808	Praj.g_01063	Pray.g_00623
OG0000809	Praj.g_01045	Pray.g_00626
OG0000810	Praj.g_01728	Pray.g_00627
OG0000811	Praj.g_02022	Pray.g_00634
OG0000812	Praj.g_00378	Pray.g_00132
OG0000813	Praj.g_00386	Pray.g_00128
OG0000814	Praj.g_01725	Pray.g_00126
OG0000815	Praj.g_01040	Pray.g_00112
OG0000816	Praj.g_01833	Pray.g_00096
OG0000817	Praj.g_01834	Pray.g_00095
OG0000818	Praj.g_01083	Pray.g_00090
OG0000819	Praj.g_01482	Pray.g_00083
OG0000820	Praj.g_01476	Pray.g_00079
OG0000821	Praj.g_01474	Pray.g_00077
OG0000822	Praj.g_01473	Pray.g_00076
OG0000823	Praj.g_01472	Pray.g_00075
OG0000824	Praj.g_01471	Pray.g_00074
OG0000825	Praj.g_01470	Pray.g_00073
OG0000826	Praj.g_01469	Pray.g_00072
OG0000827	Praj.g_01468	Pray.g_00071
OG0000828	Praj.g_01467	Pray.g_00070
OG0000829	Praj.g_01466	Pray.g_00069
OG0000830	Praj.g_01464	Pray.g_00068
OG0000831	Praj.g_01462	Pray.g_00065
OG0000832	Praj.g_01460	Pray.g_00063
OG0000833	Praj.g_01459	Pray.g_00062
OG0000834	Praj.g_01458	Pray.g_00060
OG0000835	Praj.g_01457	Pray.g_00059
OG0000836	Praj.g_01456	Pray.g_00058
OG0000837	Praj.g_01453	Pray.g_00056
OG0000838	Praj.g_01452	Pray.g_00055
OG0000839	Praj.g_01451	Pray.g_00054
OG0000840	Praj.g_01450	Pray.g_00053
OG0000841	Praj.g_01449	Pray.g_00052
OG0000842	Praj.g_01447	Pray.g_00051
OG0000843	Praj.g_01446	Pray.g_00050
OG0000844	Praj.g_01445	Pray.g_00049
OG0000845	Praj.g_01444	Pray.g_00048
OG0000846	Praj.g_01442	Pray.g_00045
OG0000847	Praj.g_01440	Pray.g_00043
OG0000848	Praj.g_01438	Pray.g_00042
OG0000849	Praj.g_01437	Pray.g_00041
OG0000850	Praj.g_01436	Pray.g_00040
OG0000851	Praj.g_01434	Pray.g_00039
OG0000852	Praj.g_01432	Pray.g_00037
OG0000853	Praj.g_01430	Pray.g_00036
OG0000854	Praj.g_01428	Pray.g_00034
OG0000855	Praj.g_01427	Pray.g_00033
OG0000856	Praj.g_01426	Pray.g_00032
OG0000857	Praj.g_01425	Pray.g_00031
OG0000858	Praj.g_01424	Pray.g_00030
OG0000859	Praj.g_01423	Pray.g_00029
OG0000860	Praj.g_01422	Pray.g_00028
OG0000861	Praj.g_01421	Pray.g_00027
OG0000862	Praj.g_01420	Pray.g_00026
OG0000863	Praj.g_01419	Pray.g_00025
OG0000864	Praj.g_01418	Pray.g_00024
OG0000865	Praj.g_01417	Pray.g_00023
OG0000866	Praj.g_01416	Pray.g_00022
OG0000867	Praj.g_01415	Pray.g_00021
OG0000868	Praj.g_01414	Pray.g_00020
OG0000869	Praj.g_01411	Pray.g_00018
OG0000870	Praj.g_01410	Pray.g_00017
OG0000871	Praj.g_01409	Pray.g_00015
OG0000872	Praj.g_01408	Pray.g_00014
OG0000873	Praj.g_01407	Pray.g_00012
OG0000874	Praj.g_01406	Pray.g_00011
OG0000875	Praj.g_01405	Pray.g_00010
OG0000876	Praj.g_01404	Pray.g_00009
OG0000877	Praj.g_01403	Pray.g_00007
OG0000878	Praj.g_01246	Pray.g_01895
OG0000879	Praj.g_01517	Pray.g_01881
OG0000880	Praj.g_01518	Pray.g_01880
OG0000881	Praj.g_01519	Pray.g_01879
OG0000882	Praj.g_01520	Pray.g_01878
OG0000883	Praj.g_01522	Pray.g_01877
OG0000884	Praj.g_01523	Pray.g_01875
OG0000885	Praj.g_01524	Pray.g_01874
OG0000886	Praj.g_01525	Pray.g_01873
OG0000887	Praj.g_01526	Pray.g_01872
OG0000888	Praj.g_01527	Pray.g_01871
OG0000889	Praj.g_01530	Pray.g_01868
OG0000890	Praj.g_01531	Pray.g_01867
OG0000891	Praj.g_01532	Pray.g_01866
OG0000892	Praj.g_01534	Pray.g_01864
OG0000893	Praj.g_01535	Pray.g_01863
OG0000894	Praj.g_01536	Pray.g_01862
OG0000895	Praj.g_01537	Pray.g_01861
OG0000896	Praj.g_01538	Pray.g_01860
OG0000897	Praj.g_01539	Pray.g_01859
OG0000898	Praj.g_01542	Pray.g_01857
OG0000899	Praj.g_01543	Pray.g_01856
OG0000900	Praj.g_01546	Pray.g_01847
OG0000901	Praj.g_01550	Pray.g_01843
OG0000902	Praj.g_00732	Pray.g_01842
OG0000903	Praj.g_01484	Pray.g_01841
OG0000904	Praj.g_01011	Pray.g_01839
OG0000905	Praj.g_01734	Pray.g_01837
OG0000906	Praj.g_01573	Pray.g_01835
OG0000907	Praj.g_00833	Pray.g_01834
OG0000908	Praj.g_01160	Pray.g_01831
OG0000909	Praj.g_01577	Pray.g_01827
OG0000910	Praj.g_01578	Pray.g_01826
OG0000911	Praj.g_01579	Pray.g_01825
OG0000912	Praj.g_01580	Pray.g_01824
OG0000913	Praj.g_01581	Pray.g_01823
OG0000914	Praj.g_01582	Pray.g_01822
OG0000915	Praj.g_01583	Pray.g_01821
OG0000916	Praj.g_01584	Pray.g_01820
OG0000917	Praj.g_01585	Pray.g_01819
OG0000918	Praj.g_01586	Pray.g_01818
OG0000919	Praj.g_01587	Pray.g_01817
OG0000920	Praj.g_01588	Pray.g_01816
OG0000921	Praj.g_01589	Pray.g_01815
OG0000922	Praj.g_01590	Pray.g_01814
OG0000923	Praj.g_01591	Pray.g_01813
OG0000924	Praj.g_01592	Pray.g_01812
OG0000925	Praj.g_01593	Pray.g_01811
OG0000926	Praj.g_01995	Pray.g_01787
OG0000927	Praj.g_01613	Pray.g_01740
OG0000928	Praj.g_01614	Pray.g_01739
OG0000929	Praj.g_01615	Pray.g_01738
OG0000930	Praj.g_01616	Pray.g_01737
OG0000931	Praj.g_01617	Pray.g_01736
OG0000932	Praj.g_01619	Pray.g_01734
OG0000933	Praj.g_01620	Pray.g_01733
OG0000934	Praj.g_01621	Pray.g_01732
OG0000935	Praj.g_01622	Pray.g_01731
OG0000936	Praj.g_01623	Pray.g_01730
OG0000937	Praj.g_01624	Pray.g_01729
OG0000938	Praj.g_01625	Pray.g_01728
OG0000939	Praj.g_01626	Pray.g_01727
OG0000940	Praj.g_01628	Pray.g_01726
OG0000941	Praj.g_01630	Pray.g_01724
OG0000942	Praj.g_01631	Pray.g_01723
OG0000943	Praj.g_01634	Pray.g_01720
OG0000944	Praj.g_01635	Pray.g_01719
OG0000945	Praj.g_01636	Pray.g_01718
OG0000946	Praj.g_01637	Pray.g_01717
OG0000947	Praj.g_01638	Pray.g_01716
OG0000948	Praj.g_01639	Pray.g_01715
OG0000949	Praj.g_01640	Pray.g_01714
OG0000950	Praj.g_01641	Pray.g_01713
OG0000951	Praj.g_01642	Pray.g_01712
OG0000952	Praj.g_01643	Pray.g_01711
OG0000953	Praj.g_01644	Pray.g_01710
OG0000954	Praj.g_01645	Pray.g_01709
OG0000955	Praj.g_01646	Pray.g_01708
OG0000956	Praj.g_01647	Pray.g_01707
OG0000957	Praj.g_00454	Pray.g_01706
OG0000958	Praj.g_01648	Pray.g_01705
OG0000959	Praj.g_01649	Pray.g_01704
OG0000960	Praj.g_01650	Pray.g_01703
OG0000961	Praj.g_01653	Pray.g_01699
OG0000962	Praj.g_01654	Pray.g_01698
OG0000963	Praj.g_01655	Pray.g_01697
OG0000964	Praj.g_01657	Pray.g_01695
OG0000965	Praj.g_01658	Pray.g_01694
OG0000966	Praj.g_01659	Pray.g_01693
OG0000967	Praj.g_01660	Pray.g_01692
OG0000968	Praj.g_01661	Pray.g_01691
OG0000969	Praj.g_01662	Pray.g_01690
OG0000970	Praj.g_01663	Pray.g_01689
OG0000971	Praj.g_01664	Pray.g_01688
OG0000972	Praj.g_01665	Pray.g_01687
OG0000973	Praj.g_01666	Pray.g_01686
OG0000974	Praj.g_01668	Pray.g_01684
OG0000975	Praj.g_01674	Pray.g_01681
OG0000976	Praj.g_01677	Pray.g_01679
OG0000977	Praj.g_01678	Pray.g_01678
OG0000978	Praj.g_01679	Pray.g_01677
OG0000979	Praj.g_01681	Pray.g_01675
OG0000980	Praj.g_01682	Pray.g_01674
OG0000981	Praj.g_01683	Pray.g_01673
OG0000982	Praj.g_01684	Pray.g_01672
OG0000983	Praj.g_01686	Pray.g_01670
OG0000984	Praj.g_01687	Pray.g_01669
OG0000985	Praj.g_01688	Pray.g_01668
OG0000986	Praj.g_01690	Pray.g_01667
OG0000987	Praj.g_01691	Pray.g_01666
OG0000988	Praj.g_01692	Pray.g_01665
OG0000989	Praj.g_01693	Pray.g_01664
OG0000990	Praj.g_01694	Pray.g_01663
OG0000991	Praj.g_01695	Pray.g_01662
OG0000992	Praj.g_01696	Pray.g_01661
OG0000993	Praj.g_01697	Pray.g_01660
OG0000994	Praj.g_01698	Pray.g_01659
OG0000995	Praj.g_01699	Pray.g_01658
OG0000996	Praj.g_01700	Pray.g_01657
OG0000997	Praj.g_01701	Pray.g_01656
OG0000998	Praj.g_01702	Pray.g_01655
OG0000999	Praj.g_01703	Pray.g_01654
OG0001000	Praj.g_01704	Pray.g_01653
OG0001001	Praj.g_01706	Pray.g_01651
OG0001002	Praj.g_01707	Pray.g_01650
OG0001003	Praj.g_01708	Pray.g_01649
OG0001004	Praj.g_01709	Pray.g_01648
OG0001005	Praj.g_01711	Pray.g_01647
OG0001006	Praj.g_01712	Pray.g_01646
OG0001007	Praj.g_01713	Pray.g_01645
OG0001008	Praj.g_01715	Pray.g_01643
OG0001009	Praj.g_01716	Pray.g_01642
OG0001010	Praj.g_01499	Pray.g_01634
OG0001011	Praj.g_01599	Pray.g_01627
OG0001012	Praj.g_00785	Pray.g_01600
OG0001013	Praj.g_01763	Pray.g_01565
OG0001014	Praj.g_01764	Pray.g_01564
OG0001015	Praj.g_01769	Pray.g_01558
OG0001016	Praj.g_01770	Pray.g_01557
OG0001017	Praj.g_01771	Pray.g_01556
OG0001018	Praj.g_01772	Pray.g_01555
OG0001019	Praj.g_01773	Pray.g_01553
OG0001020	Praj.g_01774	Pray.g_01552
OG0001021	Praj.g_01775	Pray.g_01551
OG0001022	Praj.g_01776	Pray.g_01550
OG0001023	Praj.g_01777	Pray.g_01549
OG0001024	Praj.g_01778	Pray.g_01548
OG0001025	Praj.g_01779	Pray.g_01547
OG0001026	Praj.g_01780	Pray.g_01545
OG0001027	Praj.g_01781	Pray.g_01544
OG0001028	Praj.g_01782	Pray.g_01543
OG0001029	Praj.g_01783	Pray.g_01542
OG0001030	Praj.g_01784	Pray.g_01541
OG0001031	Praj.g_01785	Pray.g_01540
OG0001032	Praj.g_01786	Pray.g_01539
OG0001033	Praj.g_01787	Pray.g_01538
OG0001034	Praj.g_01788	Pray.g_01537
OG0001035	Praj.g_01790	Pray.g_01535
OG0001036	Praj.g_01791	Pray.g_01534
OG0001037	Praj.g_01792	Pray.g_01533
OG0001038	Praj.g_01793	Pray.g_01532
OG0001039	Praj.g_01794	Pray.g_01531
OG0001040	Praj.g_01796	Pray.g_01530
OG0001041	Praj.g_01797	Pray.g_01529
OG0001042	Praj.g_01798	Pray.g_01528
OG0001043	Praj.g_01799	Pray.g_01527
OG0001044	Praj.g_01800	Pray.g_01526
OG0001045	Praj.g_01801	Pray.g_01525
OG0001046	Praj.g_01802	Pray.g_01524
OG0001047	Praj.g_01804	Pray.g_01521
OG0001048	Praj.g_01806	Pray.g_01519
OG0001049	Praj.g_01807	Pray.g_01518
OG0001050	Praj.g_01808	Pray.g_01517
OG0001051	Praj.g_01809	Pray.g_01516
OG0001052	Praj.g_01810	Pray.g_01515
OG0001053	Praj.g_01812	Pray.g_01513
OG0001054	Praj.g_01814	Pray.g_01512
OG0001055	Praj.g_01815	Pray.g_01511
OG0001056	Praj.g_01816	Pray.g_01510
OG0001057	Praj.g_01817	Pray.g_01509
OG0001058	Praj.g_01818	Pray.g_01508
OG0001059	Praj.g_01819	Pray.g_01507
OG0001060	Praj.g_01820	Pray.g_01506
OG0001061	Praj.g_01821	Pray.g_01505
OG0001062	Praj.g_01822	Pray.g_01504
OG0001063	Praj.g_01823	Pray.g_01503
OG0001064	Praj.g_01825	Pray.g_01229
OG0001065	Praj.g_01868	Pray.g_01234
OG0001066	Praj.g_01870	Pray.g_01235
OG0001067	Praj.g_01871	Pray.g_01236
OG0001068	Praj.g_01873	Pray.g_01238
OG0001069	Praj.g_01874	Pray.g_01239
OG0001070	Praj.g_01875	Pray.g_01240
OG0001071	Praj.g_01876	Pray.g_01241
OG0001072	Praj.g_01877	Pray.g_01242
OG0001073	Praj.g_01878	Pray.g_01243
OG0001074	Praj.g_01879	Pray.g_01244
OG0001075	Praj.g_01880	Pray.g_01245
OG0001076	Praj.g_01881	Pray.g_01246
OG0001077	Praj.g_01882	Pray.g_01247
OG0001078	Praj.g_01883	Pray.g_01248
OG0001079	Praj.g_01884	Pray.g_01249
OG0001080	Praj.g_01885	Pray.g_01250
OG0001081	Praj.g_01894	Pray.g_01253
OG0001082	Praj.g_01893	Pray.g_01254
OG0001083	Praj.g_01889	Pray.g_01255
OG0001084	Praj.g_01891	Pray.g_01257
OG0001085	Praj.g_01892	Pray.g_01258
OG0001086	Praj.g_01888	Pray.g_01259
OG0001087	Praj.g_01887	Pray.g_01260
OG0001088	Praj.g_01886	Pray.g_01261
OG0001089	Praj.g_01909	Pray.g_01264
OG0001090	Praj.g_01911	Pray.g_01266
OG0001091	Praj.g_01912	Pray.g_01267
OG0001092	Praj.g_01913	Pray.g_01268
OG0001093	Praj.g_01914	Pray.g_01269
OG0001094	Praj.g_01915	Pray.g_01270
OG0001095	Praj.g_01916	Pray.g_01271
OG0001096	Praj.g_01917	Pray.g_01272
OG0001097	Praj.g_01918	Pray.g_01273
OG0001098	Praj.g_01919	Pray.g_01274
OG0001099	Praj.g_01920	Pray.g_01275
OG0001100	Praj.g_01921	Pray.g_01276
OG0001101	Praj.g_01922	Pray.g_01277
OG0001102	Praj.g_01923	Pray.g_01278
OG0001103	Praj.g_01924	Pray.g_01279
OG0001104	Praj.g_01925	Pray.g_01280
OG0001105	Praj.g_01926	Pray.g_01281
OG0001106	Praj.g_01927	Pray.g_01282
OG0001107	Praj.g_01928	Pray.g_01283
OG0001108	Praj.g_01929	Pray.g_01284
OG0001109	Praj.g_01930	Pray.g_01285
OG0001110	Praj.g_01931	Pray.g_01286
OG0001111	Praj.g_01932	Pray.g_01287
OG0001112	Praj.g_01933	Pray.g_01288
OG0001113	Praj.g_01934	Pray.g_01289
OG0001114	Praj.g_01935	Pray.g_01290
OG0001115	Praj.g_01936	Pray.g_01291
OG0001116	Praj.g_01937	Pray.g_01292
OG0001117	Praj.g_01938	Pray.g_01293
OG0001118	Praj.g_01939	Pray.g_01294
OG0001119	Praj.g_01940	Pray.g_01295
OG0001120	Praj.g_01941	Pray.g_01296
OG0001121	Praj.g_01943	Pray.g_01298
OG0001122	Praj.g_01944	Pray.g_01299
OG0001123	Praj.g_01945	Pray.g_01300
OG0001124	Praj.g_01947	Pray.g_01302
OG0001125	Praj.g_01949	Pray.g_01304
OG0001126	Praj.g_01950	Pray.g_01305
OG0001127	Praj.g_01953	Pray.g_01307
OG0001128	Praj.g_01954	Pray.g_01308
OG0001129	Praj.g_01955	Pray.g_01309
OG0001130	Praj.g_01958	Pray.g_01312
OG0001131	Praj.g_01959	Pray.g_01313
OG0001132	Praj.g_01960	Pray.g_01314
OG0001133	Praj.g_01961	Pray.g_01315
OG0001134	Praj.g_01962	Pray.g_01316
OG0001135	Praj.g_01963	Pray.g_01317
OG0001136	Praj.g_01964	Pray.g_01318
OG0001137	Praj.g_01965	Pray.g_01319
OG0001138	Praj.g_01966	Pray.g_01320
OG0001139	Praj.g_01968	Pray.g_01321
OG0001140	Praj.g_01969	Pray.g_01322
OG0001141	Praj.g_01970	Pray.g_01323
OG0001142	Praj.g_01975	Pray.g_01327
OG0001143	Praj.g_01976	Pray.g_01328
OG0001144	Praj.g_01977	Pray.g_01329
OG0001145	Praj.g_01978	Pray.g_01330
OG0001146	Praj.g_01979	Pray.g_01331
OG0001147	Praj.g_01980	Pray.g_01332
