Orthogroup	Praj	Prbl
OG0000567	Praj.g_00633	Prbl.g_01657
OG0000568	Praj.g_00634	Prbl.g_01658
OG0000569	Praj.g_00635	Prbl.g_01659
OG0000570	Praj.g_00636	Prbl.g_01662
OG0000571	Praj.g_00637	Prbl.g_01663
OG0000572	Praj.g_00638	Prbl.g_01664
OG0000573	Praj.g_00641	Prbl.g_01041
OG0000574	Praj.g_00642	Prbl.g_01032
OG0000575	Praj.g_00643	Prbl.g_01031
OG0000576	Praj.g_00644	Prbl.g_01030
OG0000577	Praj.g_00645	Prbl.g_01412
OG0000578	Praj.g_00646	Prbl.g_01411
OG0000579	Praj.g_00647	Prbl.g_01409
OG0000580	Praj.g_00648	Prbl.g_01406
OG0000581	Praj.g_00649	Prbl.g_01405
OG0000582	Praj.g_00650	Prbl.g_01404
OG0000583	Praj.g_00651	Prbl.g_01403
OG0000584	Praj.g_00653	Prbl.g_01401
OG0000585	Praj.g_00654	Prbl.g_01400
OG0000586	Praj.g_00656	Prbl.g_01398
OG0000587	Praj.g_00657	Prbl.g_01397
OG0000588	Praj.g_00660	Prbl.g_01394
OG0000589	Praj.g_00661	Prbl.g_01392
OG0000590	Praj.g_00663	Prbl.g_00891
OG0000591	Praj.g_00671	Prbl.g_01915
OG0000592	Praj.g_00672	Prbl.g_00027
OG0000593	Praj.g_00673	Prbl.g_01242
OG0000594	Praj.g_00676	Prbl.g_02295
OG0000595	Praj.g_00677	Prbl.g_01046
OG0000596	Praj.g_00678	Prbl.g_01869
OG0000597	Praj.g_00680	Prbl.g_01847
OG0000598	Praj.g_00681	Prbl.g_01853
OG0000599	Praj.g_00682	Prbl.g_01857
OG0000600	Praj.g_00683	Prbl.g_01858
OG0000601	Praj.g_00686	Prbl.g_01872
OG0000602	Praj.g_00687	Prbl.g_01873
OG0000603	Praj.g_00688	Prbl.g_01874
OG0000604	Praj.g_01396	Prbl.g_00021
OG0000605	Praj.g_00689	Prbl.g_00022
OG0000606	Praj.g_00690	Prbl.g_00024
OG0000607	Praj.g_00692	Prbl.g_00026
OG0000608	Praj.g_00693	Prbl.g_02373
OG0000609	Praj.g_02137	Prbl.g_02137
OG0000610	Praj.g_01218	Prbl.g_00120
OG0000611	Praj.g_00699	Prbl.g_02565
OG0000612	Praj.g_00700	Prbl.g_02564
OG0000613	Praj.g_00701	Prbl.g_02563
OG0000614	Praj.g_00702	Prbl.g_02562
OG0000615	Praj.g_00704	Prbl.g_02561
OG0000616	Praj.g_00705	Prbl.g_02560
OG0000617	Praj.g_00706	Prbl.g_02559
OG0000618	Praj.g_00707	Prbl.g_02558
OG0000619	Praj.g_00708	Prbl.g_02556
OG0000620	Praj.g_00709	Prbl.g_02555
OG0000621	Praj.g_00710	Prbl.g_02554
OG0000622	Praj.g_00711	Prbl.g_02553
OG0000623	Praj.g_00712	Prbl.g_02552
OG0000624	Praj.g_00714	Prbl.g_02551
OG0000625	Praj.g_00715	Prbl.g_02550
OG0000626	Praj.g_00716	Prbl.g_02549
OG0000627	Praj.g_00718	Prbl.g_02426
OG0000628	Praj.g_00719	Prbl.g_02427
OG0000629	Praj.g_00720	Prbl.g_02430
OG0000630	Praj.g_00721	Prbl.g_02431
OG0000631	Praj.g_00723	Prbl.g_02434
OG0000632	Praj.g_01134	Prbl.g_00040
OG0000633	Praj.g_00091	Prbl.g_01904
OG0000634	Praj.g_01054	Prbl.g_00534
OG0000635	Praj.g_00938	Prbl.g_02470
OG0000636	Praj.g_00937	Prbl.g_02469
OG0000637	Praj.g_00936	Prbl.g_02468
OG0000638	Praj.g_00373	Prbl.g_01195
OG0000639	Praj.g_00913	Prbl.g_01930
OG0000640	Praj.g_00915	Prbl.g_02435
OG0000641	Praj.g_00917	Prbl.g_02440
OG0000642	Praj.g_00918	Prbl.g_02441
OG0000643	Praj.g_00919	Prbl.g_02442
OG0000644	Praj.g_00763	Prbl.g_02341
OG0000645	Praj.g_00764	Prbl.g_02340
OG0000646	Praj.g_00765	Prbl.g_02339
OG0000647	Praj.g_00766	Prbl.g_02338
OG0000648	Praj.g_00768	Prbl.g_02336
OG0000649	Praj.g_00769	Prbl.g_02335
OG0000650	Praj.g_00770	Prbl.g_02334
OG0000651	Praj.g_00771	Prbl.g_02333
OG0000652	Praj.g_00772	Prbl.g_02332
OG0000653	Praj.g_00773	Prbl.g_02331
OG0000654	Praj.g_00775	Prbl.g_02329
OG0000655	Praj.g_00777	Prbl.g_02327
OG0000656	Praj.g_00778	Prbl.g_02326
OG0000657	Praj.g_00779	Prbl.g_02325
OG0000658	Praj.g_00780	Prbl.g_02324
OG0000659	Praj.g_00781	Prbl.g_02323
OG0000660	Praj.g_00782	Prbl.g_02322
OG0000661	Praj.g_00784	Prbl.g_02320
OG0000662	Praj.g_00786	Prbl.g_02317
OG0000663	Praj.g_00787	Prbl.g_02316
OG0000664	Praj.g_00788	Prbl.g_02315
OG0000665	Praj.g_00789	Prbl.g_02314
OG0000666	Praj.g_00790	Prbl.g_02313
OG0000667	Praj.g_00791	Prbl.g_02312
OG0000668	Praj.g_00792	Prbl.g_02311
OG0000669	Praj.g_00794	Prbl.g_02309
OG0000670	Praj.g_00795	Prbl.g_02308
OG0000671	Praj.g_00796	Prbl.g_02307
OG0000672	Praj.g_00797	Prbl.g_02306
OG0000673	Praj.g_00798	Prbl.g_02305
OG0000674	Praj.g_00799	Prbl.g_02304
OG0000675	Praj.g_00801	Prbl.g_01534
OG0000676	Praj.g_00802	Prbl.g_01535
OG0000677	Praj.g_00804	Prbl.g_01538
OG0000678	Praj.g_00806	Prbl.g_01540
OG0000679	Praj.g_00808	Prbl.g_01542
OG0000680	Praj.g_00809	Prbl.g_01543
OG0000681	Praj.g_00810	Prbl.g_01544
OG0000682	Praj.g_00811	Prbl.g_01545
OG0000683	Praj.g_00814	Prbl.g_01547
OG0000684	Praj.g_00815	Prbl.g_01548
OG0000685	Praj.g_00816	Prbl.g_01549
OG0000686	Praj.g_00817	Prbl.g_01550
OG0000687	Praj.g_00818	Prbl.g_01551
OG0000688	Praj.g_00819	Prbl.g_01552
OG0000689	Praj.g_00820	Prbl.g_01554
OG0000690	Praj.g_00821	Prbl.g_01555
OG0000691	Praj.g_00822	Prbl.g_01556
OG0000692	Praj.g_00825	Prbl.g_01567
OG0000693	Praj.g_00826	Prbl.g_01568
OG0000694	Praj.g_00827	Prbl.g_01571
OG0000695	Praj.g_00828	Prbl.g_01576
OG0000696	Praj.g_00829	Prbl.g_01577
OG0000697	Praj.g_00831	Prbl.g_01579
OG0000698	Praj.g_00835	Prbl.g_02423
OG0000699	Praj.g_00836	Prbl.g_02546
OG0000700	Praj.g_00869	Prbl.g_02530
OG0000701	Praj.g_00872	Prbl.g_01329
OG0000702	Praj.g_00877	Prbl.g_01588
OG0000703	Praj.g_00879	Prbl.g_02414
OG0000704	Praj.g_00880	Prbl.g_01078
OG0000705	Praj.g_00881	Prbl.g_02413
OG0000706	Praj.g_00882	Prbl.g_02412
OG0000707	Praj.g_00884	Prbl.g_02410
OG0000708	Praj.g_00885	Prbl.g_02409
OG0000709	Praj.g_00887	Prbl.g_02407
OG0000710	Praj.g_00888	Prbl.g_02406
OG0000711	Praj.g_00889	Prbl.g_02405
OG0000712	Praj.g_00890	Prbl.g_02404
OG0000713	Praj.g_00891	Prbl.g_02403
OG0000714	Praj.g_00893	Prbl.g_02395
OG0000715	Praj.g_00894	Prbl.g_02393
OG0000716	Praj.g_00897	Prbl.g_02388
OG0000717	Praj.g_00898	Prbl.g_02386
OG0000718	Praj.g_00899	Prbl.g_02383
OG0000719	Praj.g_00901	Prbl.g_02368
OG0000720	Praj.g_00902	Prbl.g_02367
OG0000721	Praj.g_00905	Prbl.g_02365
OG0000722	Praj.g_00906	Prbl.g_02364
OG0000723	Praj.g_00907	Prbl.g_02363
OG0000724	Praj.g_00748	Prbl.g_02350
OG0000725	Praj.g_00749	Prbl.g_02351
OG0000726	Praj.g_00750	Prbl.g_02352
OG0000727	Praj.g_00751	Prbl.g_02353
OG0000728	Praj.g_00752	Prbl.g_02354
OG0000729	Praj.g_00753	Prbl.g_02356
OG0000730	Praj.g_00754	Prbl.g_02359
OG0000731	Praj.g_00755	Prbl.g_02348
OG0000732	Praj.g_00756	Prbl.g_02347
OG0000733	Praj.g_00757	Prbl.g_02346
OG0000734	Praj.g_00758	Prbl.g_02345
OG0000735	Praj.g_00760	Prbl.g_02344
OG0000736	Praj.g_00761	Prbl.g_02343
OG0000737	Praj.g_00762	Prbl.g_02342
OG0000738	Praj.g_00920	Prbl.g_02443
OG0000739	Praj.g_00921	Prbl.g_02444
OG0000740	Praj.g_00922	Prbl.g_02445
OG0000741	Praj.g_00923	Prbl.g_02447
OG0000742	Praj.g_00925	Prbl.g_02449
OG0000743	Praj.g_00926	Prbl.g_02450
OG0000744	Praj.g_00927	Prbl.g_02452
OG0000745	Praj.g_00928	Prbl.g_02453
OG0000746	Praj.g_00929	Prbl.g_02454
OG0000747	Praj.g_00930	Prbl.g_01688
OG0000748	Praj.g_00931	Prbl.g_02462
OG0000749	Praj.g_00932	Prbl.g_02463
OG0000750	Praj.g_00933	Prbl.g_02465
OG0000751	Praj.g_00934	Prbl.g_02466
OG0000752	Praj.g_00847	Prbl.g_02210
OG0000753	Praj.g_00939	Prbl.g_02471
OG0000754	Praj.g_00940	Prbl.g_02472
OG0000755	Praj.g_00941	Prbl.g_02473
OG0000756	Praj.g_00943	Prbl.g_02475
OG0000757	Praj.g_00944	Prbl.g_02476
OG0000758	Praj.g_00945	Prbl.g_02477
OG0000759	Praj.g_00947	Prbl.g_02482
OG0000760	Praj.g_00948	Prbl.g_02483
OG0000761	Praj.g_00949	Prbl.g_02485
OG0000762	Praj.g_00951	Prbl.g_02487
OG0000763	Praj.g_00952	Prbl.g_02489
OG0000764	Praj.g_00953	Prbl.g_02491
OG0000765	Praj.g_00954	Prbl.g_02492
OG0000766	Praj.g_00955	Prbl.g_02493
OG0000767	Praj.g_00957	Prbl.g_02495
OG0000768	Praj.g_00958	Prbl.g_02496
OG0000769	Praj.g_00959	Prbl.g_02497
OG0000770	Praj.g_00960	Prbl.g_02498
OG0000771	Praj.g_00961	Prbl.g_02499
OG0000772	Praj.g_00085	Prbl.g_02608
OG0000773	Praj.g_00963	Prbl.g_02501
OG0000774	Praj.g_00964	Prbl.g_02503
OG0000775	Praj.g_00965	Prbl.g_02505
OG0000776	Praj.g_00966	Prbl.g_02508
OG0000777	Praj.g_00968	Prbl.g_02509
OG0000778	Praj.g_00969	Prbl.g_02510
OG0000779	Praj.g_00970	Prbl.g_02514
OG0000780	Praj.g_00972	Prbl.g_02516
OG0000781	Praj.g_00973	Prbl.g_02520
OG0000782	Praj.g_00974	Prbl.g_02521
OG0000783	Praj.g_00991	Prbl.g_02526
OG0000784	Praj.g_00992	Prbl.g_02528
OG0000785	Praj.g_00993	Prbl.g_02529
OG0000786	Praj.g_00994	Prbl.g_02531
OG0000787	Praj.g_00995	Prbl.g_02532
OG0000788	Praj.g_00999	Prbl.g_02538
OG0000789	Praj.g_01002	Prbl.g_02541
OG0000790	Praj.g_00846	Prbl.g_02209
OG0000791	Praj.g_01003	Prbl.g_02542
OG0000792	Praj.g_01004	Prbl.g_02543
OG0000793	Praj.g_01005	Prbl.g_02544
OG0000794	Praj.g_01008	Prbl.g_02547
OG0000795	Praj.g_01012	Prbl.g_00939
OG0000796	Praj.g_01013	Prbl.g_00938
OG0000797	Praj.g_01016	Prbl.g_00935
OG0000798	Praj.g_01017	Prbl.g_00934
OG0000799	Praj.g_01018	Prbl.g_00933
OG0000800	Praj.g_01019	Prbl.g_00932
OG0000801	Praj.g_01022	Prbl.g_00929
OG0000802	Praj.g_01023	Prbl.g_00928
OG0000803	Praj.g_00845	Prbl.g_00925
OG0000804	Praj.g_00844	Prbl.g_00924
OG0000805	Praj.g_00843	Prbl.g_00923
OG0000806	Praj.g_00841	Prbl.g_00922
OG0000807	Praj.g_00852	Prbl.g_02575
OG0000808	Praj.g_01063	Prbl.g_01603
OG0000809	Praj.g_01045	Prbl.g_00472
OG0000810	Praj.g_01728	Prbl.g_01686
OG0000811	Praj.g_02022	Prbl.g_02062
OG0000812	Praj.g_00378	Prbl.g_01199
OG0000813	Praj.g_00386	Prbl.g_01208
OG0000814	Praj.g_01725	Prbl.g_00687
OG0000815	Praj.g_01040	Prbl.g_01621
OG0000816	Praj.g_01833	Prbl.g_02197
OG0000817	Praj.g_01834	Prbl.g_02203
OG0000818	Praj.g_01083	Prbl.g_01931
OG0000819	Praj.g_01482	Prbl.g_00694
OG0000820	Praj.g_01476	Prbl.g_00545
OG0000821	Praj.g_01474	Prbl.g_02066
OG0000822	Praj.g_01473	Prbl.g_02067
OG0000823	Praj.g_01472	Prbl.g_02068
OG0000824	Praj.g_01471	Prbl.g_02069
OG0000825	Praj.g_01470	Prbl.g_02071
OG0000826	Praj.g_01469	Prbl.g_02072
OG0000827	Praj.g_01468	Prbl.g_02075
OG0000828	Praj.g_01467	Prbl.g_02077
OG0000829	Praj.g_01466	Prbl.g_02078
OG0000830	Praj.g_01464	Prbl.g_02081
OG0000831	Praj.g_01462	Prbl.g_02083
OG0000832	Praj.g_01460	Prbl.g_02085
OG0000833	Praj.g_01459	Prbl.g_02086
OG0000834	Praj.g_01458	Prbl.g_02088
OG0000835	Praj.g_01457	Prbl.g_02089
OG0000836	Praj.g_01456	Prbl.g_02090
OG0000837	Praj.g_01453	Prbl.g_02100
OG0000838	Praj.g_01452	Prbl.g_02102
OG0000839	Praj.g_01451	Prbl.g_02103
OG0000840	Praj.g_01450	Prbl.g_02104
OG0000841	Praj.g_01449	Prbl.g_02105
OG0000842	Praj.g_01447	Prbl.g_00178
OG0000843	Praj.g_01446	Prbl.g_00179
OG0000844	Praj.g_01445	Prbl.g_00180
OG0000845	Praj.g_01444	Prbl.g_00181
OG0000846	Praj.g_01442	Prbl.g_00184
OG0000847	Praj.g_01440	Prbl.g_00185
OG0000848	Praj.g_01438	Prbl.g_01379
OG0000849	Praj.g_01437	Prbl.g_01382
OG0000850	Praj.g_01436	Prbl.g_01383
OG0000851	Praj.g_01434	Prbl.g_01120
OG0000852	Praj.g_01432	Prbl.g_01118
OG0000853	Praj.g_01430	Prbl.g_01116
OG0000854	Praj.g_01428	Prbl.g_01114
OG0000855	Praj.g_01427	Prbl.g_01113
OG0000856	Praj.g_01426	Prbl.g_01112
OG0000857	Praj.g_01425	Prbl.g_01111
OG0000858	Praj.g_01424	Prbl.g_01110
OG0000859	Praj.g_01423	Prbl.g_01109
OG0000860	Praj.g_01422	Prbl.g_01108
OG0000861	Praj.g_01421	Prbl.g_01377
OG0000862	Praj.g_01420	Prbl.g_01376
OG0000863	Praj.g_01419	Prbl.g_01375
OG0000864	Praj.g_01418	Prbl.g_01374
OG0000865	Praj.g_01417	Prbl.g_01372
OG0000866	Praj.g_01416	Prbl.g_02579
OG0000867	Praj.g_01415	Prbl.g_02580
OG0000868	Praj.g_01414	Prbl.g_02582
OG0000869	Praj.g_01411	Prbl.g_02585
OG0000870	Praj.g_01410	Prbl.g_02586
OG0000871	Praj.g_01409	Prbl.g_02590
OG0000872	Praj.g_01408	Prbl.g_02591
OG0000873	Praj.g_01407	Prbl.g_02593
OG0000874	Praj.g_01406	Prbl.g_02594
OG0000875	Praj.g_01405	Prbl.g_00187
OG0000876	Praj.g_01404	Prbl.g_00186
OG0000877	Praj.g_01403	Prbl.g_01103
OG0000878	Praj.g_01246	Prbl.g_00461
OG0000879	Praj.g_01517	Prbl.g_00115
OG0000880	Praj.g_01518	Prbl.g_00114
OG0000881	Praj.g_01519	Prbl.g_00113
OG0000882	Praj.g_01520	Prbl.g_01711
OG0000883	Praj.g_01522	Prbl.g_01713
OG0000884	Praj.g_01523	Prbl.g_01715
OG0000885	Praj.g_01524	Prbl.g_01716
OG0000886	Praj.g_01525	Prbl.g_01717
OG0000887	Praj.g_01526	Prbl.g_01718
OG0000888	Praj.g_01527	Prbl.g_01719
OG0000889	Praj.g_01530	Prbl.g_01723
OG0000890	Praj.g_01531	Prbl.g_01726
OG0000891	Praj.g_01532	Prbl.g_01727
OG0000892	Praj.g_01534	Prbl.g_01730
OG0000893	Praj.g_01535	Prbl.g_01731
OG0000894	Praj.g_01536	Prbl.g_01732
OG0000895	Praj.g_01537	Prbl.g_01733
OG0000896	Praj.g_01538	Prbl.g_01734
OG0000897	Praj.g_01539	Prbl.g_01735
OG0000898	Praj.g_01542	Prbl.g_01738
OG0000899	Praj.g_01543	Prbl.g_01739
OG0000900	Praj.g_01546	Prbl.g_00722
OG0000901	Praj.g_01550	Prbl.g_01333
OG0000902	Praj.g_00732	Prbl.g_00658
OG0000903	Praj.g_01484	Prbl.g_01572
OG0000904	Praj.g_01011	Prbl.g_01695
OG0000905	Praj.g_01734	Prbl.g_00926
OG0000906	Praj.g_01573	Prbl.g_02577
OG0000907	Praj.g_00833	Prbl.g_01586
OG0000908	Praj.g_01160	Prbl.g_00409
OG0000909	Praj.g_01577	Prbl.g_00501
OG0000910	Praj.g_01578	Prbl.g_00500
OG0000911	Praj.g_01579	Prbl.g_00499
OG0000912	Praj.g_01580	Prbl.g_00498
OG0000913	Praj.g_01581	Prbl.g_00497
OG0000914	Praj.g_01582	Prbl.g_00496
OG0000915	Praj.g_01583	Prbl.g_00495
OG0000916	Praj.g_01584	Prbl.g_00494
OG0000917	Praj.g_01585	Prbl.g_00492
OG0000918	Praj.g_01586	Prbl.g_00491
OG0000919	Praj.g_01587	Prbl.g_00490
OG0000920	Praj.g_01588	Prbl.g_00489
OG0000921	Praj.g_01589	Prbl.g_00488
OG0000922	Praj.g_01590	Prbl.g_00487
OG0000923	Praj.g_01591	Prbl.g_00486
OG0000924	Praj.g_01592	Prbl.g_00485
OG0000925	Praj.g_01593	Prbl.g_00484
OG0000926	Praj.g_01995	Prbl.g_00843
OG0000927	Praj.g_01613	Prbl.g_00152
OG0000928	Praj.g_01614	Prbl.g_00153
OG0000929	Praj.g_01615	Prbl.g_00154
OG0000930	Praj.g_01616	Prbl.g_00160
OG0000931	Praj.g_01617	Prbl.g_00161
OG0000932	Praj.g_01619	Prbl.g_00257
OG0000933	Praj.g_01620	Prbl.g_00255
OG0000934	Praj.g_01621	Prbl.g_00254
OG0000935	Praj.g_01622	Prbl.g_00253
OG0000936	Praj.g_01623	Prbl.g_00252
OG0000937	Praj.g_01624	Prbl.g_00251
OG0000938	Praj.g_01625	Prbl.g_00249
OG0000939	Praj.g_01626	Prbl.g_00248
OG0000940	Praj.g_01628	Prbl.g_00246
OG0000941	Praj.g_01630	Prbl.g_00244
OG0000942	Praj.g_01631	Prbl.g_00243
OG0000943	Praj.g_01634	Prbl.g_00240
OG0000944	Praj.g_01635	Prbl.g_00231
OG0000945	Praj.g_01636	Prbl.g_00230
OG0000946	Praj.g_01637	Prbl.g_00229
OG0000947	Praj.g_01638	Prbl.g_00228
OG0000948	Praj.g_01639	Prbl.g_00227
OG0000949	Praj.g_01640	Prbl.g_00226
OG0000950	Praj.g_01641	Prbl.g_00225
OG0000951	Praj.g_01642	Prbl.g_00224
OG0000952	Praj.g_01643	Prbl.g_00223
OG0000953	Praj.g_01644	Prbl.g_00222
OG0000954	Praj.g_01645	Prbl.g_00221
OG0000955	Praj.g_01646	Prbl.g_00220
OG0000956	Praj.g_01647	Prbl.g_00219
OG0000957	Praj.g_00454	Prbl.g_00218
OG0000958	Praj.g_01648	Prbl.g_00684
OG0000959	Praj.g_01649	Prbl.g_00685
OG0000960	Praj.g_01650	Prbl.g_00686
OG0000961	Praj.g_01653	Prbl.g_00693
OG0000962	Praj.g_01654	Prbl.g_00695
OG0000963	Praj.g_01655	Prbl.g_00696
OG0000964	Praj.g_01657	Prbl.g_00699
OG0000965	Praj.g_01658	Prbl.g_00700
OG0000966	Praj.g_01659	Prbl.g_00701
OG0000967	Praj.g_01660	Prbl.g_00702
OG0000968	Praj.g_01661	Prbl.g_00703
OG0000969	Praj.g_01662	Prbl.g_00704
OG0000970	Praj.g_01663	Prbl.g_00705
OG0000971	Praj.g_01664	Prbl.g_00706
OG0000972	Praj.g_01665	Prbl.g_00707
OG0000973	Praj.g_01666	Prbl.g_00708
OG0000974	Praj.g_01668	Prbl.g_00710
OG0000975	Praj.g_01674	Prbl.g_01086
OG0000976	Praj.g_01677	Prbl.g_00466
OG0000977	Praj.g_01678	Prbl.g_00456
OG0000978	Praj.g_01679	Prbl.g_00454
OG0000979	Praj.g_01681	Prbl.g_00452
OG0000980	Praj.g_01682	Prbl.g_00451
OG0000981	Praj.g_01683	Prbl.g_01604
OG0000982	Praj.g_01684	Prbl.g_00450
OG0000983	Praj.g_01686	Prbl.g_00448
OG0000984	Praj.g_01687	Prbl.g_00447
OG0000985	Praj.g_01688	Prbl.g_00446
OG0000986	Praj.g_01690	Prbl.g_00444
OG0000987	Praj.g_01691	Prbl.g_00443
OG0000988	Praj.g_01692	Prbl.g_00441
OG0000989	Praj.g_01693	Prbl.g_00440
OG0000990	Praj.g_01694	Prbl.g_00439
OG0000991	Praj.g_01695	Prbl.g_00438
OG0000992	Praj.g_01696	Prbl.g_00437
OG0000993	Praj.g_01697	Prbl.g_00436
OG0000994	Praj.g_01698	Prbl.g_00435
OG0000995	Praj.g_01699	Prbl.g_00433
OG0000996	Praj.g_01700	Prbl.g_00432
OG0000997	Praj.g_01701	Prbl.g_00431
OG0000998	Praj.g_01702	Prbl.g_00430
OG0000999	Praj.g_01703	Prbl.g_00429
OG0001000	Praj.g_01704	Prbl.g_00428
OG0001001	Praj.g_01706	Prbl.g_00427
OG0001002	Praj.g_01707	Prbl.g_00423
OG0001003	Praj.g_01708	Prbl.g_00422
OG0001004	Praj.g_01709	Prbl.g_01914
OG0001005	Praj.g_01711	Prbl.g_00420
OG0001006	Praj.g_01712	Prbl.g_00419
OG0001007	Praj.g_01713	Prbl.g_00418
OG0001008	Praj.g_01715	Prbl.g_00416
OG0001009	Praj.g_01716	Prbl.g_00415
OG0001010	Praj.g_01499	Prbl.g_01601
OG0001011	Praj.g_01599	Prbl.g_01627
OG0001012	Praj.g_00785	Prbl.g_02318
OG0001013	Praj.g_01763	Prbl.g_00404
OG0001014	Praj.g_01764	Prbl.g_00403
OG0001015	Praj.g_01769	Prbl.g_00393
OG0001016	Praj.g_01770	Prbl.g_00392
OG0001017	Praj.g_01771	Prbl.g_00391
OG0001018	Praj.g_01772	Prbl.g_00389
OG0001019	Praj.g_01773	Prbl.g_00385
OG0001020	Praj.g_01774	Prbl.g_00383
OG0001021	Praj.g_01775	Prbl.g_00382
OG0001022	Praj.g_01776	Prbl.g_00381
OG0001023	Praj.g_01777	Prbl.g_00380
OG0001024	Praj.g_01778	Prbl.g_00378
OG0001025	Praj.g_01779	Prbl.g_00377
OG0001026	Praj.g_01780	Prbl.g_00376
OG0001027	Praj.g_01781	Prbl.g_00375
OG0001028	Praj.g_01782	Prbl.g_00374
OG0001029	Praj.g_01783	Prbl.g_00373
OG0001030	Praj.g_01784	Prbl.g_00372
OG0001031	Praj.g_01785	Prbl.g_00371
OG0001032	Praj.g_01786	Prbl.g_00370
OG0001033	Praj.g_01787	Prbl.g_00369
OG0001034	Praj.g_01788	Prbl.g_00367
OG0001035	Praj.g_01790	Prbl.g_00365
OG0001036	Praj.g_01791	Prbl.g_00364
OG0001037	Praj.g_01792	Prbl.g_00362
OG0001038	Praj.g_01793	Prbl.g_00361
OG0001039	Praj.g_01794	Prbl.g_00360
OG0001040	Praj.g_01796	Prbl.g_00359
OG0001041	Praj.g_01797	Prbl.g_00358
OG0001042	Praj.g_01798	Prbl.g_00356
OG0001043	Praj.g_01799	Prbl.g_00355
OG0001044	Praj.g_01800	Prbl.g_00354
OG0001045	Praj.g_01801	Prbl.g_00353
OG0001046	Praj.g_01802	Prbl.g_00352
OG0001047	Praj.g_01804	Prbl.g_00348
OG0001048	Praj.g_01806	Prbl.g_00346
OG0001049	Praj.g_01807	Prbl.g_00345
OG0001050	Praj.g_01808	Prbl.g_00344
OG0001051	Praj.g_01809	Prbl.g_00343
OG0001052	Praj.g_01810	Prbl.g_00342
OG0001053	Praj.g_01812	Prbl.g_00340
OG0001054	Praj.g_01814	Prbl.g_00338
OG0001055	Praj.g_01815	Prbl.g_00337
OG0001056	Praj.g_01816	Prbl.g_00336
OG0001057	Praj.g_01817	Prbl.g_00335
OG0001058	Praj.g_01818	Prbl.g_00334
OG0001059	Praj.g_01819	Prbl.g_00333
OG0001060	Praj.g_01820	Prbl.g_00332
OG0001061	Praj.g_01821	Prbl.g_00331
OG0001062	Praj.g_01822	Prbl.g_00317
OG0001063	Praj.g_01823	Prbl.g_00316
OG0001064	Praj.g_01825	Prbl.g_02620
OG0001065	Praj.g_01868	Prbl.g_02680
OG0001066	Praj.g_01870	Prbl.g_02683
OG0001067	Praj.g_01871	Prbl.g_02684
OG0001068	Praj.g_01873	Prbl.g_01062
OG0001069	Praj.g_01874	Prbl.g_01061
OG0001070	Praj.g_01875	Prbl.g_01060
OG0001071	Praj.g_01876	Prbl.g_01059
OG0001072	Praj.g_01877	Prbl.g_01058
OG0001073	Praj.g_01878	Prbl.g_01057
OG0001074	Praj.g_01879	Prbl.g_01056
OG0001075	Praj.g_01880	Prbl.g_01055
OG0001076	Praj.g_01881	Prbl.g_01054
OG0001077	Praj.g_01882	Prbl.g_01053
OG0001078	Praj.g_01883	Prbl.g_01051
OG0001079	Praj.g_01884	Prbl.g_01050
OG0001080	Praj.g_01885	Prbl.g_01049
OG0001081	Praj.g_01894	Prbl.g_00954
OG0001082	Praj.g_01893	Prbl.g_00953
OG0001083	Praj.g_01889	Prbl.g_00949
OG0001084	Praj.g_01891	Prbl.g_00951
OG0001085	Praj.g_01892	Prbl.g_00952
OG0001086	Praj.g_01888	Prbl.g_00948
OG0001087	Praj.g_01887	Prbl.g_00947
OG0001088	Praj.g_01886	Prbl.g_01045
OG0001089	Praj.g_01909	Prbl.g_00956
OG0001090	Praj.g_01911	Prbl.g_00958
OG0001091	Praj.g_01912	Prbl.g_00959
OG0001092	Praj.g_01913	Prbl.g_00960
OG0001093	Praj.g_01914	Prbl.g_00961
OG0001094	Praj.g_01915	Prbl.g_00962
OG0001095	Praj.g_01916	Prbl.g_00963
OG0001096	Praj.g_01917	Prbl.g_00964
OG0001097	Praj.g_01918	Prbl.g_00965
OG0001098	Praj.g_01919	Prbl.g_00966
OG0001099	Praj.g_01920	Prbl.g_00967
OG0001100	Praj.g_01921	Prbl.g_00968
OG0001101	Praj.g_01922	Prbl.g_00969
OG0001102	Praj.g_01923	Prbl.g_00970
OG0001103	Praj.g_01924	Prbl.g_00971
OG0001104	Praj.g_01925	Prbl.g_00972
OG0001105	Praj.g_01926	Prbl.g_00973
OG0001106	Praj.g_01927	Prbl.g_00974
OG0001107	Praj.g_01928	Prbl.g_00975
OG0001108	Praj.g_01929	Prbl.g_00976
OG0001109	Praj.g_01930	Prbl.g_00977
OG0001110	Praj.g_01931	Prbl.g_00978
OG0001111	Praj.g_01932	Prbl.g_00979
OG0001112	Praj.g_01933	Prbl.g_00980
OG0001113	Praj.g_01934	Prbl.g_00981
OG0001114	Praj.g_01935	Prbl.g_00982
OG0001115	Praj.g_01936	Prbl.g_00983
OG0001116	Praj.g_01937	Prbl.g_00984
OG0001117	Praj.g_01938	Prbl.g_00985
OG0001118	Praj.g_01939	Prbl.g_00986
OG0001119	Praj.g_01940	Prbl.g_00987
OG0001120	Praj.g_01941	Prbl.g_00988
OG0001121	Praj.g_01943	Prbl.g_00991
OG0001122	Praj.g_01944	Prbl.g_00992
OG0001123	Praj.g_01945	Prbl.g_00993
OG0001124	Praj.g_01947	Prbl.g_00995
OG0001125	Praj.g_01949	Prbl.g_00997
