Orthogroup	Praj	Prae
OG0000579	Praj.g_00647	Prae.g_00633
OG0000580	Praj.g_00648	Prae.g_00634
OG0000581	Praj.g_00649	Prae.g_00635
OG0000582	Praj.g_00650	Prae.g_00636
OG0000583	Praj.g_00651	Prae.g_00637
OG0000584	Praj.g_00653	Prae.g_00638
OG0000585	Praj.g_00654	Prae.g_00639
OG0000586	Praj.g_00656	Prae.g_00641
OG0000587	Praj.g_00657	Prae.g_00642
OG0000588	Praj.g_00660	Prae.g_00644
OG0000589	Praj.g_00661	Prae.g_00645
OG0000590	Praj.g_00663	Prae.g_00647
OG0000591	Praj.g_00671	Prae.g_00653
OG0000592	Praj.g_00672	Prae.g_00654
OG0000593	Praj.g_00673	Prae.g_00655
OG0000594	Praj.g_00676	Prae.g_00657
OG0000595	Praj.g_00677	Prae.g_00658
OG0000596	Praj.g_00678	Prae.g_00659
OG0000597	Praj.g_00680	Prae.g_00661
OG0000598	Praj.g_00681	Prae.g_00662
OG0000599	Praj.g_00682	Prae.g_00663
OG0000600	Praj.g_00683	Prae.g_00664
OG0000601	Praj.g_00686	Prae.g_00666
OG0000602	Praj.g_00687	Prae.g_00667
OG0000603	Praj.g_00688	Prae.g_00668
OG0000604	Praj.g_01396	Prae.g_00669
OG0000605	Praj.g_00689	Prae.g_00670
OG0000606	Praj.g_00690	Prae.g_00671
OG0000607	Praj.g_00692	Prae.g_00673
OG0000608	Praj.g_00693	Prae.g_00674
OG0000609	Praj.g_02137	Prae.g_00678
OG0000610	Praj.g_01218	Prae.g_00679
OG0000611	Praj.g_00699	Prae.g_00712
OG0000612	Praj.g_00700	Prae.g_00713
OG0000613	Praj.g_00701	Prae.g_00714
OG0000614	Praj.g_00702	Prae.g_00715
OG0000615	Praj.g_00704	Prae.g_00717
OG0000616	Praj.g_00705	Prae.g_00718
OG0000617	Praj.g_00706	Prae.g_00719
OG0000618	Praj.g_00707	Prae.g_00720
OG0000619	Praj.g_00708	Prae.g_00721
OG0000620	Praj.g_00709	Prae.g_00722
OG0000621	Praj.g_00710	Prae.g_00723
OG0000622	Praj.g_00711	Prae.g_00724
OG0000623	Praj.g_00712	Prae.g_00725
OG0000624	Praj.g_00714	Prae.g_00726
OG0000625	Praj.g_00715	Prae.g_00727
OG0000626	Praj.g_00716	Prae.g_00728
OG0000627	Praj.g_00718	Prae.g_00729
OG0000628	Praj.g_00719	Prae.g_00730
OG0000629	Praj.g_00720	Prae.g_00731
OG0000630	Praj.g_00721	Prae.g_00732
OG0000631	Praj.g_00723	Prae.g_00734
OG0000632	Praj.g_01134	Prae.g_00748
OG0000633	Praj.g_00091	Prae.g_00752
OG0000634	Praj.g_01054	Prae.g_00766
OG0000635	Praj.g_00938	Prae.g_00770
OG0000636	Praj.g_00937	Prae.g_00771
OG0000637	Praj.g_00936	Prae.g_00772
OG0000638	Praj.g_00373	Prae.g_00784
OG0000639	Praj.g_00913	Prae.g_00793
OG0000640	Praj.g_00915	Prae.g_00794
OG0000641	Praj.g_00917	Prae.g_00797
OG0000642	Praj.g_00918	Prae.g_00798
OG0000643	Praj.g_00919	Prae.g_00799
OG0000644	Praj.g_00763	Prae.g_00800
OG0000645	Praj.g_00764	Prae.g_00801
OG0000646	Praj.g_00765	Prae.g_00802
OG0000647	Praj.g_00766	Prae.g_00803
OG0000648	Praj.g_00768	Prae.g_00805
OG0000649	Praj.g_00769	Prae.g_00806
OG0000650	Praj.g_00770	Prae.g_00807
OG0000651	Praj.g_00771	Prae.g_00808
OG0000652	Praj.g_00772	Prae.g_00809
OG0000653	Praj.g_00773	Prae.g_00810
OG0000654	Praj.g_00775	Prae.g_00812
OG0000655	Praj.g_00777	Prae.g_00814
OG0000656	Praj.g_00778	Prae.g_00815
OG0000657	Praj.g_00779	Prae.g_00816
OG0000658	Praj.g_00780	Prae.g_00817
OG0000659	Praj.g_00781	Prae.g_00818
OG0000660	Praj.g_00782	Prae.g_00819
OG0000661	Praj.g_00784	Prae.g_00820
OG0000662	Praj.g_00786	Prae.g_00821
OG0000663	Praj.g_00787	Prae.g_00822
OG0000664	Praj.g_00788	Prae.g_00823
OG0000665	Praj.g_00789	Prae.g_00824
OG0000666	Praj.g_00790	Prae.g_00825
OG0000667	Praj.g_00791	Prae.g_00826
OG0000668	Praj.g_00792	Prae.g_00827
OG0000669	Praj.g_00794	Prae.g_00829
OG0000670	Praj.g_00795	Prae.g_00830
OG0000671	Praj.g_00796	Prae.g_00831
OG0000672	Praj.g_00797	Prae.g_00832
OG0000673	Praj.g_00798	Prae.g_00833
OG0000674	Praj.g_00799	Prae.g_00834
OG0000675	Praj.g_00801	Prae.g_00836
OG0000676	Praj.g_00802	Prae.g_00837
OG0000677	Praj.g_00804	Prae.g_00839
OG0000678	Praj.g_00806	Prae.g_00841
OG0000679	Praj.g_00808	Prae.g_00842
OG0000680	Praj.g_00809	Prae.g_00843
OG0000681	Praj.g_00810	Prae.g_00844
OG0000682	Praj.g_00811	Prae.g_00845
OG0000683	Praj.g_00814	Prae.g_00847
OG0000684	Praj.g_00815	Prae.g_00848
OG0000685	Praj.g_00816	Prae.g_00849
OG0000686	Praj.g_00817	Prae.g_00850
OG0000687	Praj.g_00818	Prae.g_00851
OG0000688	Praj.g_00819	Prae.g_00852
OG0000689	Praj.g_00820	Prae.g_00853
OG0000690	Praj.g_00821	Prae.g_00854
OG0000691	Praj.g_00822	Prae.g_00855
OG0000692	Praj.g_00825	Prae.g_00857
OG0000693	Praj.g_00826	Prae.g_00858
OG0000694	Praj.g_00827	Prae.g_00859
OG0000695	Praj.g_00828	Prae.g_00860
OG0000696	Praj.g_00829	Prae.g_00861
OG0000697	Praj.g_00831	Prae.g_00863
OG0000698	Praj.g_00835	Prae.g_00865
OG0000699	Praj.g_00836	Prae.g_00866
OG0000700	Praj.g_00869	Prae.g_00892
OG0000701	Praj.g_00872	Prae.g_00897
OG0000702	Praj.g_00877	Prae.g_00900
OG0000703	Praj.g_00879	Prae.g_00901
OG0000704	Praj.g_00880	Prae.g_00902
OG0000705	Praj.g_00881	Prae.g_00903
OG0000706	Praj.g_00882	Prae.g_00904
OG0000707	Praj.g_00884	Prae.g_00905
OG0000708	Praj.g_00885	Prae.g_00906
OG0000709	Praj.g_00887	Prae.g_00908
OG0000710	Praj.g_00888	Prae.g_00909
OG0000711	Praj.g_00889	Prae.g_00910
OG0000712	Praj.g_00890	Prae.g_00911
OG0000713	Praj.g_00891	Prae.g_00912
OG0000714	Praj.g_00893	Prae.g_00914
OG0000715	Praj.g_00894	Prae.g_00915
OG0000716	Praj.g_00897	Prae.g_00917
OG0000717	Praj.g_00898	Prae.g_00918
OG0000718	Praj.g_00899	Prae.g_00919
OG0000719	Praj.g_00901	Prae.g_00921
OG0000720	Praj.g_00902	Prae.g_00922
OG0000721	Praj.g_00905	Prae.g_00924
OG0000722	Praj.g_00906	Prae.g_00925
OG0000723	Praj.g_00907	Prae.g_00926
OG0000724	Praj.g_00748	Prae.g_00927
OG0000725	Praj.g_00749	Prae.g_00928
OG0000726	Praj.g_00750	Prae.g_00929
OG0000727	Praj.g_00751	Prae.g_00930
OG0000728	Praj.g_00752	Prae.g_00931
OG0000729	Praj.g_00753	Prae.g_00932
OG0000730	Praj.g_00754	Prae.g_00933
OG0000731	Praj.g_00755	Prae.g_00934
OG0000732	Praj.g_00756	Prae.g_00935
OG0000733	Praj.g_00757	Prae.g_00936
OG0000734	Praj.g_00758	Prae.g_00937
OG0000735	Praj.g_00760	Prae.g_00938
OG0000736	Praj.g_00761	Prae.g_00939
OG0000737	Praj.g_00762	Prae.g_00940
OG0000738	Praj.g_00920	Prae.g_00941
OG0000739	Praj.g_00921	Prae.g_00942
OG0000740	Praj.g_00922	Prae.g_00943
OG0000741	Praj.g_00923	Prae.g_00944
OG0000742	Praj.g_00925	Prae.g_00946
OG0000743	Praj.g_00926	Prae.g_00947
OG0000744	Praj.g_00927	Prae.g_00948
OG0000745	Praj.g_00928	Prae.g_00949
OG0000746	Praj.g_00929	Prae.g_00950
OG0000747	Praj.g_00930	Prae.g_00951
OG0000748	Praj.g_00931	Prae.g_00952
OG0000749	Praj.g_00932	Prae.g_00953
OG0000750	Praj.g_00933	Prae.g_00954
OG0000751	Praj.g_00934	Prae.g_00955
OG0000752	Praj.g_00847	Prae.g_00956
OG0000753	Praj.g_00939	Prae.g_00958
OG0000754	Praj.g_00940	Prae.g_00959
OG0000755	Praj.g_00941	Prae.g_00960
OG0000756	Praj.g_00943	Prae.g_00961
OG0000757	Praj.g_00944	Prae.g_00962
OG0000758	Praj.g_00945	Prae.g_00963
OG0000759	Praj.g_00947	Prae.g_00965
OG0000760	Praj.g_00948	Prae.g_00966
OG0000761	Praj.g_00949	Prae.g_00967
OG0000762	Praj.g_00951	Prae.g_00969
OG0000763	Praj.g_00952	Prae.g_00970
OG0000764	Praj.g_00953	Prae.g_00971
OG0000765	Praj.g_00954	Prae.g_00972
OG0000766	Praj.g_00955	Prae.g_00973
OG0000767	Praj.g_00957	Prae.g_00975
OG0000768	Praj.g_00958	Prae.g_00976
OG0000769	Praj.g_00959	Prae.g_00977
OG0000770	Praj.g_00960	Prae.g_00978
OG0000771	Praj.g_00961	Prae.g_00979
OG0000772	Praj.g_00085	Prae.g_00980
OG0000773	Praj.g_00963	Prae.g_00981
OG0000774	Praj.g_00964	Prae.g_00982
OG0000775	Praj.g_00965	Prae.g_00983
OG0000776	Praj.g_00966	Prae.g_00985
OG0000777	Praj.g_00968	Prae.g_00987
OG0000778	Praj.g_00969	Prae.g_00988
OG0000779	Praj.g_00970	Prae.g_00989
OG0000780	Praj.g_00972	Prae.g_00991
OG0000781	Praj.g_00973	Prae.g_00993
OG0000782	Praj.g_00974	Prae.g_00994
OG0000783	Praj.g_00991	Prae.g_01009
OG0000784	Praj.g_00992	Prae.g_01011
OG0000785	Praj.g_00993	Prae.g_01012
OG0000786	Praj.g_00994	Prae.g_01013
OG0000787	Praj.g_00995	Prae.g_01014
OG0000788	Praj.g_00999	Prae.g_01018
OG0000789	Praj.g_01002	Prae.g_01020
OG0000790	Praj.g_00846	Prae.g_01021
OG0000791	Praj.g_01003	Prae.g_01022
OG0000792	Praj.g_01004	Prae.g_01023
OG0000793	Praj.g_01005	Prae.g_01024
OG0000794	Praj.g_01008	Prae.g_01026
OG0000795	Praj.g_01012	Prae.g_01029
OG0000796	Praj.g_01013	Prae.g_01030
OG0000797	Praj.g_01016	Prae.g_01032
OG0000798	Praj.g_01017	Prae.g_01033
OG0000799	Praj.g_01018	Prae.g_01034
OG0000800	Praj.g_01019	Prae.g_01035
OG0000801	Praj.g_01022	Prae.g_01038
OG0000802	Praj.g_01023	Prae.g_01039
OG0000803	Praj.g_00845	Prae.g_01041
OG0000804	Praj.g_00844	Prae.g_01042
OG0000805	Praj.g_00843	Prae.g_01043
OG0000806	Praj.g_00841	Prae.g_01045
OG0000807	Praj.g_00852	Prae.g_01072
OG0000808	Praj.g_01063	Prae.g_01081
OG0000809	Praj.g_01045	Prae.g_01084
OG0000810	Praj.g_01728	Prae.g_01085
OG0000811	Praj.g_02022	Prae.g_01092
OG0000812	Praj.g_00378	Prae.g_01096
OG0000813	Praj.g_00386	Prae.g_01100
OG0000814	Praj.g_01725	Prae.g_01102
OG0000815	Praj.g_01040	Prae.g_01115
OG0000816	Praj.g_01833	Prae.g_01131
OG0000817	Praj.g_01834	Prae.g_01132
OG0000818	Praj.g_01083	Prae.g_01137
OG0000819	Praj.g_01482	Prae.g_01144
OG0000820	Praj.g_01476	Prae.g_01148
OG0000821	Praj.g_01474	Prae.g_01150
OG0000822	Praj.g_01473	Prae.g_01151
OG0000823	Praj.g_01472	Prae.g_01152
OG0000824	Praj.g_01471	Prae.g_01153
OG0000825	Praj.g_01470	Prae.g_01154
OG0000826	Praj.g_01469	Prae.g_01155
OG0000827	Praj.g_01468	Prae.g_01156
OG0000828	Praj.g_01467	Prae.g_01157
OG0000829	Praj.g_01466	Prae.g_01158
OG0000830	Praj.g_01464	Prae.g_01159
OG0000831	Praj.g_01462	Prae.g_01162
OG0000832	Praj.g_01460	Prae.g_01164
OG0000833	Praj.g_01459	Prae.g_01165
OG0000834	Praj.g_01458	Prae.g_01166
OG0000835	Praj.g_01457	Prae.g_01167
OG0000836	Praj.g_01456	Prae.g_01168
OG0000837	Praj.g_01453	Prae.g_01170
OG0000838	Praj.g_01452	Prae.g_01171
OG0000839	Praj.g_01451	Prae.g_01172
OG0000840	Praj.g_01450	Prae.g_01173
OG0000841	Praj.g_01449	Prae.g_01174
OG0000842	Praj.g_01447	Prae.g_01175
OG0000843	Praj.g_01446	Prae.g_01176
OG0000844	Praj.g_01445	Prae.g_01177
OG0000845	Praj.g_01444	Prae.g_01178
OG0000846	Praj.g_01442	Prae.g_01181
OG0000847	Praj.g_01440	Prae.g_01183
OG0000848	Praj.g_01438	Prae.g_01184
OG0000849	Praj.g_01437	Prae.g_01185
OG0000850	Praj.g_01436	Prae.g_01186
OG0000851	Praj.g_01434	Prae.g_01187
OG0000852	Praj.g_01432	Prae.g_01189
OG0000853	Praj.g_01430	Prae.g_01190
OG0000854	Praj.g_01428	Prae.g_01192
OG0000855	Praj.g_01427	Prae.g_01193
OG0000856	Praj.g_01426	Prae.g_01194
OG0000857	Praj.g_01425	Prae.g_01195
OG0000858	Praj.g_01424	Prae.g_01196
OG0000859	Praj.g_01423	Prae.g_01197
OG0000860	Praj.g_01422	Prae.g_01198
OG0000861	Praj.g_01421	Prae.g_01199
OG0000862	Praj.g_01420	Prae.g_01200
OG0000863	Praj.g_01419	Prae.g_01201
OG0000864	Praj.g_01418	Prae.g_01202
OG0000865	Praj.g_01417	Prae.g_01203
OG0000866	Praj.g_01416	Prae.g_01204
OG0000867	Praj.g_01415	Prae.g_01205
OG0000868	Praj.g_01414	Prae.g_01206
OG0000869	Praj.g_01411	Prae.g_01208
OG0000870	Praj.g_01410	Prae.g_01209
OG0000871	Praj.g_01409	Prae.g_01211
OG0000872	Praj.g_01408	Prae.g_01212
OG0000873	Praj.g_01407	Prae.g_01214
OG0000874	Praj.g_01406	Prae.g_01215
OG0000875	Praj.g_01405	Prae.g_01216
OG0000876	Praj.g_01404	Prae.g_01217
OG0000877	Praj.g_01403	Prae.g_01219
OG0000878	Praj.g_01246	Prae.g_01293
OG0000879	Praj.g_01517	Prae.g_01317
OG0000880	Praj.g_01518	Prae.g_01318
OG0000881	Praj.g_01519	Prae.g_01319
OG0000882	Praj.g_01520	Prae.g_01320
OG0000883	Praj.g_01522	Prae.g_01321
OG0000884	Praj.g_01523	Prae.g_01324
OG0000885	Praj.g_01524	Prae.g_01325
OG0000886	Praj.g_01525	Prae.g_01326
OG0000887	Praj.g_01526	Prae.g_01327
OG0000888	Praj.g_01527	Prae.g_01328
OG0000889	Praj.g_01530	Prae.g_01331
OG0000890	Praj.g_01531	Prae.g_01332
OG0000891	Praj.g_01532	Prae.g_01333
OG0000892	Praj.g_01534	Prae.g_01335
OG0000893	Praj.g_01535	Prae.g_01336
OG0000894	Praj.g_01536	Prae.g_01337
OG0000895	Praj.g_01537	Prae.g_01338
OG0000896	Praj.g_01538	Prae.g_01339
OG0000897	Praj.g_01539	Prae.g_01340
OG0000898	Praj.g_01542	Prae.g_01342
OG0000899	Praj.g_01543	Prae.g_01343
OG0000900	Praj.g_01546	Prae.g_01350
OG0000901	Praj.g_01550	Prae.g_01354
OG0000902	Praj.g_00732	Prae.g_01355
OG0000903	Praj.g_01484	Prae.g_01356
OG0000904	Praj.g_01011	Prae.g_01358
OG0000905	Praj.g_01734	Prae.g_01360
OG0000906	Praj.g_01573	Prae.g_01362
OG0000907	Praj.g_00833	Prae.g_01363
OG0000908	Praj.g_01160	Prae.g_01366
OG0000909	Praj.g_01577	Prae.g_01370
OG0000910	Praj.g_01578	Prae.g_01371
OG0000911	Praj.g_01579	Prae.g_01372
OG0000912	Praj.g_01580	Prae.g_01373
OG0000913	Praj.g_01581	Prae.g_01374
OG0000914	Praj.g_01582	Prae.g_01375
OG0000915	Praj.g_01583	Prae.g_01376
OG0000916	Praj.g_01584	Prae.g_01377
OG0000917	Praj.g_01585	Prae.g_01378
OG0000918	Praj.g_01586	Prae.g_01379
OG0000919	Praj.g_01587	Prae.g_01380
OG0000920	Praj.g_01588	Prae.g_01381
OG0000921	Praj.g_01589	Prae.g_01382
OG0000922	Praj.g_01590	Prae.g_01383
OG0000923	Praj.g_01591	Prae.g_01384
OG0000924	Praj.g_01592	Prae.g_01385
OG0000925	Praj.g_01593	Prae.g_01386
OG0000926	Praj.g_01995	Prae.g_01426
OG0000927	Praj.g_01613	Prae.g_01441
OG0000928	Praj.g_01614	Prae.g_01442
OG0000929	Praj.g_01615	Prae.g_01443
OG0000930	Praj.g_01616	Prae.g_01444
OG0000931	Praj.g_01617	Prae.g_01445
OG0000932	Praj.g_01619	Prae.g_01447
OG0000933	Praj.g_01620	Prae.g_01448
OG0000934	Praj.g_01621	Prae.g_01449
OG0000935	Praj.g_01622	Prae.g_01450
OG0000936	Praj.g_01623	Prae.g_01451
OG0000937	Praj.g_01624	Prae.g_01452
OG0000938	Praj.g_01625	Prae.g_01453
OG0000939	Praj.g_01626	Prae.g_01454
OG0000940	Praj.g_01628	Prae.g_01455
OG0000941	Praj.g_01630	Prae.g_01457
OG0000942	Praj.g_01631	Prae.g_01458
OG0000943	Praj.g_01634	Prae.g_01461
OG0000944	Praj.g_01635	Prae.g_01462
OG0000945	Praj.g_01636	Prae.g_01463
OG0000946	Praj.g_01637	Prae.g_01464
OG0000947	Praj.g_01638	Prae.g_01465
OG0000948	Praj.g_01639	Prae.g_01466
OG0000949	Praj.g_01640	Prae.g_01467
OG0000950	Praj.g_01641	Prae.g_01468
OG0000951	Praj.g_01642	Prae.g_01469
OG0000952	Praj.g_01643	Prae.g_01470
OG0000953	Praj.g_01644	Prae.g_01471
OG0000954	Praj.g_01645	Prae.g_01472
OG0000955	Praj.g_01646	Prae.g_01473
OG0000956	Praj.g_01647	Prae.g_01474
OG0000957	Praj.g_00454	Prae.g_01475
OG0000958	Praj.g_01648	Prae.g_01476
OG0000959	Praj.g_01649	Prae.g_01477
OG0000960	Praj.g_01650	Prae.g_01478
OG0000961	Praj.g_01653	Prae.g_01482
OG0000962	Praj.g_01654	Prae.g_01483
OG0000963	Praj.g_01655	Prae.g_01484
OG0000964	Praj.g_01657	Prae.g_01486
OG0000965	Praj.g_01658	Prae.g_01487
OG0000966	Praj.g_01659	Prae.g_01488
OG0000967	Praj.g_01660	Prae.g_01489
OG0000968	Praj.g_01661	Prae.g_01490
OG0000969	Praj.g_01662	Prae.g_01491
OG0000970	Praj.g_01663	Prae.g_01492
OG0000971	Praj.g_01664	Prae.g_01493
OG0000972	Praj.g_01665	Prae.g_01494
OG0000973	Praj.g_01666	Prae.g_01495
OG0000974	Praj.g_01668	Prae.g_01497
OG0000975	Praj.g_01674	Prae.g_01500
OG0000976	Praj.g_01677	Prae.g_01502
OG0000977	Praj.g_01678	Prae.g_01503
OG0000978	Praj.g_01679	Prae.g_01504
OG0000979	Praj.g_01681	Prae.g_01506
OG0000980	Praj.g_01682	Prae.g_01507
OG0000981	Praj.g_01683	Prae.g_01508
OG0000982	Praj.g_01684	Prae.g_01509
OG0000983	Praj.g_01686	Prae.g_01511
OG0000984	Praj.g_01687	Prae.g_01512
OG0000985	Praj.g_01688	Prae.g_01513
OG0000986	Praj.g_01690	Prae.g_01514
OG0000987	Praj.g_01691	Prae.g_01515
OG0000988	Praj.g_01692	Prae.g_01516
OG0000989	Praj.g_01693	Prae.g_01517
OG0000990	Praj.g_01694	Prae.g_01518
OG0000991	Praj.g_01695	Prae.g_01519
OG0000992	Praj.g_01696	Prae.g_01520
OG0000993	Praj.g_01697	Prae.g_01521
OG0000994	Praj.g_01698	Prae.g_01522
OG0000995	Praj.g_01699	Prae.g_01523
OG0000996	Praj.g_01700	Prae.g_01524
OG0000997	Praj.g_01701	Prae.g_01525
OG0000998	Praj.g_01702	Prae.g_01526
OG0000999	Praj.g_01703	Prae.g_01527
OG0001000	Praj.g_01704	Prae.g_01528
OG0001001	Praj.g_01706	Prae.g_01530
OG0001002	Praj.g_01707	Prae.g_01531
OG0001003	Praj.g_01708	Prae.g_01532
OG0001004	Praj.g_01709	Prae.g_01533
OG0001005	Praj.g_01711	Prae.g_01534
OG0001006	Praj.g_01712	Prae.g_01535
OG0001007	Praj.g_01713	Prae.g_01536
OG0001008	Praj.g_01715	Prae.g_01538
OG0001009	Praj.g_01716	Prae.g_01539
OG0001010	Praj.g_01499	Prae.g_01547
OG0001011	Praj.g_01599	Prae.g_01554
OG0001012	Praj.g_00785	Prae.g_01582
OG0001013	Praj.g_01763	Prae.g_01617
OG0001014	Praj.g_01764	Prae.g_01618
OG0001015	Praj.g_01769	Prae.g_01624
OG0001016	Praj.g_01770	Prae.g_01625
OG0001017	Praj.g_01771	Prae.g_01626
OG0001018	Praj.g_01772	Prae.g_01627
OG0001019	Praj.g_01773	Prae.g_01629
OG0001020	Praj.g_01774	Prae.g_01630
OG0001021	Praj.g_01775	Prae.g_01631
OG0001022	Praj.g_01776	Prae.g_01632
OG0001023	Praj.g_01777	Prae.g_01633
OG0001024	Praj.g_01778	Prae.g_01634
OG0001025	Praj.g_01779	Prae.g_01635
OG0001026	Praj.g_01780	Prae.g_01637
OG0001027	Praj.g_01781	Prae.g_01638
OG0001028	Praj.g_01782	Prae.g_01639
OG0001029	Praj.g_01783	Prae.g_01640
OG0001030	Praj.g_01784	Prae.g_01641
OG0001031	Praj.g_01785	Prae.g_01642
OG0001032	Praj.g_01786	Prae.g_01643
OG0001033	Praj.g_01787	Prae.g_01644
OG0001034	Praj.g_01788	Prae.g_01645
OG0001035	Praj.g_01790	Prae.g_01647
OG0001036	Praj.g_01791	Prae.g_01648
OG0001037	Praj.g_01792	Prae.g_01649
OG0001038	Praj.g_01793	Prae.g_01650
OG0001039	Praj.g_01794	Prae.g_01651
OG0001040	Praj.g_01796	Prae.g_01652
OG0001041	Praj.g_01797	Prae.g_01653
OG0001042	Praj.g_01798	Prae.g_01654
OG0001043	Praj.g_01799	Prae.g_01655
OG0001044	Praj.g_01800	Prae.g_01656
OG0001045	Praj.g_01801	Prae.g_01657
OG0001046	Praj.g_01802	Prae.g_01658
OG0001047	Praj.g_01804	Prae.g_01661
OG0001048	Praj.g_01806	Prae.g_01663
OG0001049	Praj.g_01807	Prae.g_01664
OG0001050	Praj.g_01808	Prae.g_01665
OG0001051	Praj.g_01809	Prae.g_01666
OG0001052	Praj.g_01810	Prae.g_01667
OG0001053	Praj.g_01812	Prae.g_01668
OG0001054	Praj.g_01814	Prae.g_01670
OG0001055	Praj.g_01815	Prae.g_01671
OG0001056	Praj.g_01816	Prae.g_01672
OG0001057	Praj.g_01817	Prae.g_01673
OG0001058	Praj.g_01818	Prae.g_01674
OG0001059	Praj.g_01819	Prae.g_01675
OG0001060	Praj.g_01820	Prae.g_01676
OG0001061	Praj.g_01821	Prae.g_01677
OG0001062	Praj.g_01822	Prae.g_01678
OG0001063	Praj.g_01823	Prae.g_01679
OG0001064	Praj.g_01825	Prae.g_01681
OG0001065	Praj.g_01868	Prae.g_01686
OG0001066	Praj.g_01870	Prae.g_01687
OG0001067	Praj.g_01871	Prae.g_01688
OG0001068	Praj.g_01873	Prae.g_01690
OG0001069	Praj.g_01874	Prae.g_01691
OG0001070	Praj.g_01875	Prae.g_01692
OG0001071	Praj.g_01876	Prae.g_01693
OG0001072	Praj.g_01877	Prae.g_01694
OG0001073	Praj.g_01878	Prae.g_01695
OG0001074	Praj.g_01879	Prae.g_01696
OG0001075	Praj.g_01880	Prae.g_01697
OG0001076	Praj.g_01881	Prae.g_01698
OG0001077	Praj.g_01882	Prae.g_01699
OG0001078	Praj.g_01883	Prae.g_01700
OG0001079	Praj.g_01884	Prae.g_01701
OG0001080	Praj.g_01885	Prae.g_01702
OG0001081	Praj.g_01894	Prae.g_01705
OG0001082	Praj.g_01893	Prae.g_01706
OG0001083	Praj.g_01889	Prae.g_01707
OG0001084	Praj.g_01891	Prae.g_01709
OG0001085	Praj.g_01892	Prae.g_01710
OG0001086	Praj.g_01888	Prae.g_01711
OG0001087	Praj.g_01887	Prae.g_01712
OG0001088	Praj.g_01886	Prae.g_01713
OG0001089	Praj.g_01909	Prae.g_01716
OG0001090	Praj.g_01911	Prae.g_01718
OG0001091	Praj.g_01912	Prae.g_01719
OG0001092	Praj.g_01913	Prae.g_01720
OG0001093	Praj.g_01914	Prae.g_01721
OG0001094	Praj.g_01915	Prae.g_01722
OG0001095	Praj.g_01916	Prae.g_01723
OG0001096	Praj.g_01917	Prae.g_01724
OG0001097	Praj.g_01918	Prae.g_01725
OG0001098	Praj.g_01919	Prae.g_01726
OG0001099	Praj.g_01920	Prae.g_01727
OG0001100	Praj.g_01921	Prae.g_01728
OG0001101	Praj.g_01922	Prae.g_01729
OG0001102	Praj.g_01923	Prae.g_01730
OG0001103	Praj.g_01924	Prae.g_01731
OG0001104	Praj.g_01925	Prae.g_01732
OG0001105	Praj.g_01926	Prae.g_01733
OG0001106	Praj.g_01927	Prae.g_01734
OG0001107	Praj.g_01928	Prae.g_01735
OG0001108	Praj.g_01929	Prae.g_01736
OG0001109	Praj.g_01930	Prae.g_01737
OG0001110	Praj.g_01931	Prae.g_01738
OG0001111	Praj.g_01932	Prae.g_01739
OG0001112	Praj.g_01933	Prae.g_01740
OG0001113	Praj.g_01934	Prae.g_01741
OG0001114	Praj.g_01935	Prae.g_01742
OG0001115	Praj.g_01936	Prae.g_01743
OG0001116	Praj.g_01937	Prae.g_01744
OG0001117	Praj.g_01938	Prae.g_01745
OG0001118	Praj.g_01939	Prae.g_01746
OG0001119	Praj.g_01940	Prae.g_01747
OG0001120	Praj.g_01941	Prae.g_01748
OG0001121	Praj.g_01943	Prae.g_01750
OG0001122	Praj.g_01944	Prae.g_01751
OG0001123	Praj.g_01945	Prae.g_01752
OG0001124	Praj.g_01947	Prae.g_01754
OG0001125	Praj.g_01949	Prae.g_01756
OG0001126	Praj.g_01950	Prae.g_01757
OG0001127	Praj.g_01953	Prae.g_01759
OG0001128	Praj.g_01954	Prae.g_01760
OG0001129	Praj.g_01955	Prae.g_01761
OG0001130	Praj.g_01958	Prae.g_01765
OG0001131	Praj.g_01959	Prae.g_01766
OG0001132	Praj.g_01960	Prae.g_01767
OG0001133	Praj.g_01961	Prae.g_01768
OG0001134	Praj.g_01962	Prae.g_01769
OG0001135	Praj.g_01963	Prae.g_01770
OG0001136	Praj.g_01964	Prae.g_01771
OG0001137	Praj.g_01965	Prae.g_01772
OG0001138	Praj.g_01966	Prae.g_01773
OG0001139	Praj.g_01968	Prae.g_01774
OG0001140	Praj.g_01969	Prae.g_01775
OG0001141	Praj.g_01970	Prae.g_01776
OG0001142	Praj.g_01975	Prae.g_01779
OG0001143	Praj.g_01976	Prae.g_01780
OG0001144	Praj.g_01977	Prae.g_01781
OG0001145	Praj.g_01978	Prae.g_01782
OG0001146	Praj.g_01979	Prae.g_01783
OG0001147	Praj.g_01980	Prae.g_01784
OG0001148	Praj.g_01981	Prae.g_01785
OG0001149	Praj.g_01982	Prae.g_01787
OG0001150	Praj.g_01983	Prae.g_01788
OG0001151	Praj.g_01986	Prae.g_01790
OG0001152	Praj.g_01987	Prae.g_01791
OG0001153	Praj.g_01988	Prae.g_01792
OG0001154	Praj.g_01990	Prae.g_01794
OG0001155	Praj.g_01992	Prae.g_01796
OG0001156	Praj.g_01994	Prae.g_01798
OG0001157	Praj.g_01996	Prae.g_01799
OG0001158	Praj.g_01998	Prae.g_01801
OG0001159	Praj.g_01999	Prae.g_01802
OG0001160	Praj.g_02000	Prae.g_01803
