Orthogroup	Praj	Prbj
OG0000567	Praj.g_00633	Prbj.g_02591
OG0000568	Praj.g_00634	Prbj.g_02592
OG0000569	Praj.g_00635	Prbj.g_02593
OG0000570	Praj.g_00636	Prbj.g_02596
OG0000571	Praj.g_00637	Prbj.g_02597
OG0000572	Praj.g_00638	Prbj.g_02598
OG0000573	Praj.g_00641	Prbj.g_00794
OG0000574	Praj.g_00642	Prbj.g_00803
OG0000575	Praj.g_00643	Prbj.g_00804
OG0000576	Praj.g_00644	Prbj.g_00805
OG0000577	Praj.g_00645	Prbj.g_00806
OG0000578	Praj.g_00646	Prbj.g_00807
OG0000579	Praj.g_00647	Prbj.g_00809
OG0000580	Praj.g_00648	Prbj.g_00812
OG0000581	Praj.g_00649	Prbj.g_00813
OG0000582	Praj.g_00650	Prbj.g_00815
OG0000583	Praj.g_00651	Prbj.g_00816
OG0000584	Praj.g_00653	Prbj.g_00818
OG0000585	Praj.g_00654	Prbj.g_00819
OG0000586	Praj.g_00656	Prbj.g_00821
OG0000587	Praj.g_00657	Prbj.g_00822
OG0000588	Praj.g_00660	Prbj.g_00825
OG0000589	Praj.g_00661	Prbj.g_02707
OG0000590	Praj.g_00663	Prbj.g_01466
OG0000591	Praj.g_00671	Prbj.g_00184
OG0000592	Praj.g_00672	Prbj.g_00760
OG0000593	Praj.g_00673	Prbj.g_00248
OG0000594	Praj.g_00676	Prbj.g_02453
OG0000595	Praj.g_00677	Prbj.g_02636
OG0000596	Praj.g_00678	Prbj.g_00943
OG0000597	Praj.g_00680	Prbj.g_00921
OG0000598	Praj.g_00681	Prbj.g_00927
OG0000599	Praj.g_00682	Prbj.g_00931
OG0000600	Praj.g_00683	Prbj.g_00932
OG0000601	Praj.g_00686	Prbj.g_00946
OG0000602	Praj.g_00687	Prbj.g_00947
OG0000603	Praj.g_00688	Prbj.g_00948
OG0000604	Praj.g_01396	Prbj.g_00754
OG0000605	Praj.g_00689	Prbj.g_00755
OG0000606	Praj.g_00690	Prbj.g_00757
OG0000607	Praj.g_00692	Prbj.g_00759
OG0000608	Praj.g_00693	Prbj.g_02373
OG0000609	Praj.g_02137	Prbj.g_02057
OG0000610	Praj.g_01218	Prbj.g_00168
OG0000611	Praj.g_00699	Prbj.g_02180
OG0000612	Praj.g_00700	Prbj.g_02181
OG0000613	Praj.g_00701	Prbj.g_02182
OG0000614	Praj.g_00702	Prbj.g_02183
OG0000615	Praj.g_00704	Prbj.g_02184
OG0000616	Praj.g_00705	Prbj.g_02185
OG0000617	Praj.g_00706	Prbj.g_02186
OG0000618	Praj.g_00707	Prbj.g_02187
OG0000619	Praj.g_00708	Prbj.g_02189
OG0000620	Praj.g_00709	Prbj.g_02190
OG0000621	Praj.g_00710	Prbj.g_02191
OG0000622	Praj.g_00711	Prbj.g_02192
OG0000623	Praj.g_00712	Prbj.g_02193
OG0000624	Praj.g_00714	Prbj.g_02194
OG0000625	Praj.g_00715	Prbj.g_02195
OG0000626	Praj.g_00716	Prbj.g_02196
OG0000627	Praj.g_00718	Prbj.g_02320
OG0000628	Praj.g_00719	Prbj.g_02319
OG0000629	Praj.g_00720	Prbj.g_02316
OG0000630	Praj.g_00721	Prbj.g_02315
OG0000631	Praj.g_00723	Prbj.g_02312
OG0000632	Praj.g_01134	Prbj.g_00773
OG0000633	Praj.g_00091	Prbj.g_01884
OG0000634	Praj.g_01054	Prbj.g_01607
OG0000635	Praj.g_00938	Prbj.g_02276
OG0000636	Praj.g_00937	Prbj.g_02277
OG0000637	Praj.g_00936	Prbj.g_02278
OG0000638	Praj.g_00373	Prbj.g_00347
OG0000639	Praj.g_00913	Prbj.g_01337
OG0000640	Praj.g_00915	Prbj.g_02311
OG0000641	Praj.g_00917	Prbj.g_02306
OG0000642	Praj.g_00918	Prbj.g_02305
OG0000643	Praj.g_00919	Prbj.g_02304
OG0000644	Praj.g_00763	Prbj.g_02406
OG0000645	Praj.g_00764	Prbj.g_02407
OG0000646	Praj.g_00765	Prbj.g_02408
OG0000647	Praj.g_00766	Prbj.g_02409
OG0000648	Praj.g_00768	Prbj.g_02411
OG0000649	Praj.g_00769	Prbj.g_02412
OG0000650	Praj.g_00770	Prbj.g_02413
OG0000651	Praj.g_00771	Prbj.g_02414
OG0000652	Praj.g_00772	Prbj.g_02415
OG0000653	Praj.g_00773	Prbj.g_02416
OG0000654	Praj.g_00775	Prbj.g_02418
OG0000655	Praj.g_00777	Prbj.g_02420
OG0000656	Praj.g_00778	Prbj.g_02421
OG0000657	Praj.g_00779	Prbj.g_02422
OG0000658	Praj.g_00780	Prbj.g_02423
OG0000659	Praj.g_00781	Prbj.g_02424
OG0000660	Praj.g_00782	Prbj.g_02425
OG0000661	Praj.g_00784	Prbj.g_02427
OG0000662	Praj.g_00786	Prbj.g_02430
OG0000663	Praj.g_00787	Prbj.g_02431
OG0000664	Praj.g_00788	Prbj.g_02432
OG0000665	Praj.g_00789	Prbj.g_02433
OG0000666	Praj.g_00790	Prbj.g_02434
OG0000667	Praj.g_00791	Prbj.g_02435
OG0000668	Praj.g_00792	Prbj.g_02436
OG0000669	Praj.g_00794	Prbj.g_02438
OG0000670	Praj.g_00795	Prbj.g_02439
OG0000671	Praj.g_00796	Prbj.g_02440
OG0000672	Praj.g_00797	Prbj.g_02441
OG0000673	Praj.g_00798	Prbj.g_02442
OG0000674	Praj.g_00799	Prbj.g_02443
OG0000675	Praj.g_00801	Prbj.g_02470
OG0000676	Praj.g_00802	Prbj.g_02471
OG0000677	Praj.g_00804	Prbj.g_02474
OG0000678	Praj.g_00806	Prbj.g_02476
OG0000679	Praj.g_00808	Prbj.g_02478
OG0000680	Praj.g_00809	Prbj.g_02479
OG0000681	Praj.g_00810	Prbj.g_02480
OG0000682	Praj.g_00811	Prbj.g_02481
OG0000683	Praj.g_00814	Prbj.g_02483
OG0000684	Praj.g_00815	Prbj.g_02484
OG0000685	Praj.g_00816	Prbj.g_02485
OG0000686	Praj.g_00817	Prbj.g_02486
OG0000687	Praj.g_00818	Prbj.g_02487
OG0000688	Praj.g_00819	Prbj.g_02488
OG0000689	Praj.g_00820	Prbj.g_02490
OG0000690	Praj.g_00821	Prbj.g_02491
OG0000691	Praj.g_00822	Prbj.g_02492
OG0000692	Praj.g_00825	Prbj.g_02503
OG0000693	Praj.g_00826	Prbj.g_02504
OG0000694	Praj.g_00827	Prbj.g_02507
OG0000695	Praj.g_00828	Prbj.g_02511
OG0000696	Praj.g_00829	Prbj.g_02512
OG0000697	Praj.g_00831	Prbj.g_02514
OG0000698	Praj.g_00835	Prbj.g_02323
OG0000699	Praj.g_00836	Prbj.g_02199
OG0000700	Praj.g_00869	Prbj.g_02215
OG0000701	Praj.g_00872	Prbj.g_01553
OG0000702	Praj.g_00877	Prbj.g_02523
OG0000703	Praj.g_00879	Prbj.g_02333
OG0000704	Praj.g_00880	Prbj.g_00044
OG0000705	Praj.g_00881	Prbj.g_02334
OG0000706	Praj.g_00882	Prbj.g_02335
OG0000707	Praj.g_00884	Prbj.g_02337
OG0000708	Praj.g_00885	Prbj.g_02338
OG0000709	Praj.g_00887	Prbj.g_02340
OG0000710	Praj.g_00888	Prbj.g_02341
OG0000711	Praj.g_00889	Prbj.g_02342
OG0000712	Praj.g_00890	Prbj.g_02343
OG0000713	Praj.g_00891	Prbj.g_02344
OG0000714	Praj.g_00893	Prbj.g_02352
OG0000715	Praj.g_00894	Prbj.g_02354
OG0000716	Praj.g_00897	Prbj.g_02359
OG0000717	Praj.g_00898	Prbj.g_02361
OG0000718	Praj.g_00899	Prbj.g_02364
OG0000719	Praj.g_00901	Prbj.g_02379
OG0000720	Praj.g_00902	Prbj.g_02380
OG0000721	Praj.g_00905	Prbj.g_02382
OG0000722	Praj.g_00906	Prbj.g_02383
OG0000723	Praj.g_00907	Prbj.g_02384
OG0000724	Praj.g_00748	Prbj.g_02397
OG0000725	Praj.g_00749	Prbj.g_02396
OG0000726	Praj.g_00750	Prbj.g_02395
OG0000727	Praj.g_00751	Prbj.g_02394
OG0000728	Praj.g_00752	Prbj.g_02393
OG0000729	Praj.g_00753	Prbj.g_02391
OG0000730	Praj.g_00754	Prbj.g_02388
OG0000731	Praj.g_00755	Prbj.g_02399
OG0000732	Praj.g_00756	Prbj.g_02400
OG0000733	Praj.g_00757	Prbj.g_02401
OG0000734	Praj.g_00758	Prbj.g_02402
OG0000735	Praj.g_00760	Prbj.g_02403
OG0000736	Praj.g_00761	Prbj.g_02404
OG0000737	Praj.g_00762	Prbj.g_02405
OG0000738	Praj.g_00920	Prbj.g_02303
OG0000739	Praj.g_00921	Prbj.g_02302
OG0000740	Praj.g_00922	Prbj.g_02301
OG0000741	Praj.g_00923	Prbj.g_02299
OG0000742	Praj.g_00925	Prbj.g_02297
OG0000743	Praj.g_00926	Prbj.g_02296
OG0000744	Praj.g_00927	Prbj.g_02294
OG0000745	Praj.g_00928	Prbj.g_02293
OG0000746	Praj.g_00929	Prbj.g_02292
OG0000747	Praj.g_00930	Prbj.g_00694
OG0000748	Praj.g_00931	Prbj.g_02284
OG0000749	Praj.g_00932	Prbj.g_02283
OG0000750	Praj.g_00933	Prbj.g_02281
OG0000751	Praj.g_00934	Prbj.g_02280
OG0000752	Praj.g_00847	Prbj.g_01984
OG0000753	Praj.g_00939	Prbj.g_02275
OG0000754	Praj.g_00940	Prbj.g_02274
OG0000755	Praj.g_00941	Prbj.g_02273
OG0000756	Praj.g_00943	Prbj.g_02271
OG0000757	Praj.g_00944	Prbj.g_02270
OG0000758	Praj.g_00945	Prbj.g_02269
OG0000759	Praj.g_00947	Prbj.g_02264
OG0000760	Praj.g_00948	Prbj.g_02263
OG0000761	Praj.g_00949	Prbj.g_02261
OG0000762	Praj.g_00951	Prbj.g_02259
OG0000763	Praj.g_00952	Prbj.g_02257
OG0000764	Praj.g_00953	Prbj.g_02255
OG0000765	Praj.g_00954	Prbj.g_02254
OG0000766	Praj.g_00955	Prbj.g_02253
OG0000767	Praj.g_00957	Prbj.g_02251
OG0000768	Praj.g_00958	Prbj.g_02250
OG0000769	Praj.g_00959	Prbj.g_02249
OG0000770	Praj.g_00960	Prbj.g_02248
OG0000771	Praj.g_00961	Prbj.g_02247
OG0000772	Praj.g_00085	Prbj.g_00722
OG0000773	Praj.g_00963	Prbj.g_02245
OG0000774	Praj.g_00964	Prbj.g_02243
OG0000775	Praj.g_00965	Prbj.g_02241
OG0000776	Praj.g_00966	Prbj.g_02237
OG0000777	Praj.g_00968	Prbj.g_02236
OG0000778	Praj.g_00969	Prbj.g_02235
OG0000779	Praj.g_00970	Prbj.g_02231
OG0000780	Praj.g_00972	Prbj.g_02229
OG0000781	Praj.g_00973	Prbj.g_02225
OG0000782	Praj.g_00974	Prbj.g_02224
OG0000783	Praj.g_00991	Prbj.g_02219
OG0000784	Praj.g_00992	Prbj.g_02217
OG0000785	Praj.g_00993	Prbj.g_02216
OG0000786	Praj.g_00994	Prbj.g_02214
OG0000787	Praj.g_00995	Prbj.g_02213
OG0000788	Praj.g_00999	Prbj.g_02207
OG0000789	Praj.g_01002	Prbj.g_02204
OG0000790	Praj.g_00846	Prbj.g_01985
OG0000791	Praj.g_01003	Prbj.g_02203
OG0000792	Praj.g_01004	Prbj.g_02202
OG0000793	Praj.g_01005	Prbj.g_02201
OG0000794	Praj.g_01008	Prbj.g_02198
OG0000795	Praj.g_01012	Prbj.g_01850
OG0000796	Praj.g_01013	Prbj.g_01849
OG0000797	Praj.g_01016	Prbj.g_01846
OG0000798	Praj.g_01017	Prbj.g_01845
OG0000799	Praj.g_01018	Prbj.g_01844
OG0000800	Praj.g_01019	Prbj.g_01843
OG0000801	Praj.g_01022	Prbj.g_01840
OG0000802	Praj.g_01023	Prbj.g_01839
OG0000803	Praj.g_00845	Prbj.g_01836
OG0000804	Praj.g_00844	Prbj.g_01835
OG0000805	Praj.g_00843	Prbj.g_01834
OG0000806	Praj.g_00841	Prbj.g_01833
OG0000807	Praj.g_00852	Prbj.g_02687
OG0000808	Praj.g_01063	Prbj.g_02537
OG0000809	Praj.g_01045	Prbj.g_01669
OG0000810	Praj.g_01728	Prbj.g_00696
OG0000811	Praj.g_02022	Prbj.g_01289
OG0000812	Praj.g_00378	Prbj.g_00343
OG0000813	Praj.g_00386	Prbj.g_00333
OG0000814	Praj.g_01725	Prbj.g_00634
OG0000815	Praj.g_01040	Prbj.g_02555
OG0000816	Praj.g_01833	Prbj.g_01997
OG0000817	Praj.g_01834	Prbj.g_01991
OG0000818	Praj.g_01083	Prbj.g_01336
OG0000819	Praj.g_01482	Prbj.g_00641
OG0000820	Praj.g_01476	Prbj.g_00627
OG0000821	Praj.g_01474	Prbj.g_00953
OG0000822	Praj.g_01473	Prbj.g_00954
OG0000823	Praj.g_01472	Prbj.g_00955
OG0000824	Praj.g_01471	Prbj.g_00956
OG0000825	Praj.g_01470	Prbj.g_00958
OG0000826	Praj.g_01469	Prbj.g_00959
OG0000827	Praj.g_01468	Prbj.g_00962
OG0000828	Praj.g_01467	Prbj.g_00964
OG0000829	Praj.g_01466	Prbj.g_00965
OG0000830	Praj.g_01464	Prbj.g_00968
OG0000831	Praj.g_01462	Prbj.g_00970
OG0000832	Praj.g_01460	Prbj.g_00972
OG0000833	Praj.g_01459	Prbj.g_00973
OG0000834	Praj.g_01458	Prbj.g_00846
OG0000835	Praj.g_01457	Prbj.g_00845
OG0000836	Praj.g_01456	Prbj.g_00844
OG0000837	Praj.g_01453	Prbj.g_00834
OG0000838	Praj.g_01452	Prbj.g_00832
OG0000839	Praj.g_01451	Prbj.g_00831
OG0000840	Praj.g_01450	Prbj.g_00830
OG0000841	Praj.g_01449	Prbj.g_00829
OG0000842	Praj.g_01447	Prbj.g_00304
OG0000843	Praj.g_01446	Prbj.g_00305
OG0000844	Praj.g_01445	Prbj.g_00307
OG0000845	Praj.g_01444	Prbj.g_00308
OG0000846	Praj.g_01442	Prbj.g_00311
OG0000847	Praj.g_01440	Prbj.g_00312
OG0000848	Praj.g_01438	Prbj.g_01910
OG0000849	Praj.g_01437	Prbj.g_01913
OG0000850	Praj.g_01436	Prbj.g_01914
OG0000851	Praj.g_01434	Prbj.g_00002
OG0000852	Praj.g_01432	Prbj.g_00004
OG0000853	Praj.g_01430	Prbj.g_00006
OG0000854	Praj.g_01428	Prbj.g_00008
OG0000855	Praj.g_01427	Prbj.g_00009
OG0000856	Praj.g_01426	Prbj.g_00010
OG0000857	Praj.g_01425	Prbj.g_00011
OG0000858	Praj.g_01424	Prbj.g_00012
OG0000859	Praj.g_01423	Prbj.g_00013
OG0000860	Praj.g_01422	Prbj.g_00014
OG0000861	Praj.g_01421	Prbj.g_01908
OG0000862	Praj.g_01420	Prbj.g_01907
OG0000863	Praj.g_01419	Prbj.g_01906
OG0000864	Praj.g_01418	Prbj.g_01905
OG0000865	Praj.g_01417	Prbj.g_01903
OG0000866	Praj.g_01416	Prbj.g_02152
OG0000867	Praj.g_01415	Prbj.g_02153
OG0000868	Praj.g_01414	Prbj.g_02155
OG0000869	Praj.g_01411	Prbj.g_02158
OG0000870	Praj.g_01410	Prbj.g_02159
OG0000871	Praj.g_01409	Prbj.g_02163
OG0000872	Praj.g_01408	Prbj.g_02164
OG0000873	Praj.g_01407	Prbj.g_02166
OG0000874	Praj.g_01406	Prbj.g_02167
OG0000875	Praj.g_01405	Prbj.g_00314
OG0000876	Praj.g_01404	Prbj.g_00313
OG0000877	Praj.g_01403	Prbj.g_00019
OG0000878	Praj.g_01246	Prbj.g_01679
OG0000879	Praj.g_01517	Prbj.g_00163
OG0000880	Praj.g_01518	Prbj.g_00162
OG0000881	Praj.g_01519	Prbj.g_00161
OG0000882	Praj.g_01520	Prbj.g_01717
OG0000883	Praj.g_01522	Prbj.g_01719
OG0000884	Praj.g_01523	Prbj.g_01721
OG0000885	Praj.g_01524	Prbj.g_01722
OG0000886	Praj.g_01525	Prbj.g_01723
OG0000887	Praj.g_01526	Prbj.g_01724
OG0000888	Praj.g_01527	Prbj.g_01725
OG0000889	Praj.g_01530	Prbj.g_01729
OG0000890	Praj.g_01531	Prbj.g_01732
OG0000891	Praj.g_01532	Prbj.g_01733
OG0000892	Praj.g_01534	Prbj.g_01736
OG0000893	Praj.g_01535	Prbj.g_01737
OG0000894	Praj.g_01536	Prbj.g_01738
OG0000895	Praj.g_01537	Prbj.g_01739
OG0000896	Praj.g_01538	Prbj.g_01740
OG0000897	Praj.g_01539	Prbj.g_01741
OG0000898	Praj.g_01542	Prbj.g_01744
OG0000899	Praj.g_01543	Prbj.g_01745
OG0000900	Praj.g_01546	Prbj.g_00669
OG0000901	Praj.g_01550	Prbj.g_00121
OG0000902	Praj.g_00732	Prbj.g_00094
OG0000903	Praj.g_01484	Prbj.g_02508
OG0000904	Praj.g_01011	Prbj.g_00687
OG0000905	Praj.g_01734	Prbj.g_01837
OG0000906	Praj.g_01573	Prbj.g_02689
OG0000907	Praj.g_00833	Prbj.g_02521
OG0000908	Praj.g_01160	Prbj.g_00873
OG0000909	Praj.g_01577	Prbj.g_01640
OG0000910	Praj.g_01578	Prbj.g_01641
OG0000911	Praj.g_01579	Prbj.g_01642
OG0000912	Praj.g_01580	Prbj.g_01643
OG0000913	Praj.g_01581	Prbj.g_01644
OG0000914	Praj.g_01582	Prbj.g_01645
OG0000915	Praj.g_01583	Prbj.g_01646
OG0000916	Praj.g_01584	Prbj.g_01647
OG0000917	Praj.g_01585	Prbj.g_01649
OG0000918	Praj.g_01586	Prbj.g_01650
OG0000919	Praj.g_01587	Prbj.g_01651
OG0000920	Praj.g_01588	Prbj.g_01652
OG0000921	Praj.g_01589	Prbj.g_01653
OG0000922	Praj.g_01590	Prbj.g_01654
OG0000923	Praj.g_01591	Prbj.g_01655
OG0000924	Praj.g_01592	Prbj.g_01656
OG0000925	Praj.g_01593	Prbj.g_01657
OG0000926	Praj.g_01995	Prbj.g_01514
OG0000927	Praj.g_01613	Prbj.g_01304
OG0000928	Praj.g_01614	Prbj.g_01303
OG0000929	Praj.g_01615	Prbj.g_01302
OG0000930	Praj.g_01616	Prbj.g_01294
OG0000931	Praj.g_01617	Prbj.g_01293
OG0000932	Praj.g_01619	Prbj.g_01041
OG0000933	Praj.g_01620	Prbj.g_01043
OG0000934	Praj.g_01621	Prbj.g_01044
OG0000935	Praj.g_01622	Prbj.g_01045
OG0000936	Praj.g_01623	Prbj.g_01046
OG0000937	Praj.g_01624	Prbj.g_01047
OG0000938	Praj.g_01625	Prbj.g_01049
OG0000939	Praj.g_01626	Prbj.g_01050
OG0000940	Praj.g_01628	Prbj.g_01052
OG0000941	Praj.g_01630	Prbj.g_01054
OG0000942	Praj.g_01631	Prbj.g_01055
OG0000943	Praj.g_01634	Prbj.g_01058
OG0000944	Praj.g_01635	Prbj.g_01067
OG0000945	Praj.g_01636	Prbj.g_01068
OG0000946	Praj.g_01637	Prbj.g_01069
OG0000947	Praj.g_01638	Prbj.g_01070
OG0000948	Praj.g_01639	Prbj.g_01071
OG0000949	Praj.g_01640	Prbj.g_01072
OG0000950	Praj.g_01641	Prbj.g_01073
OG0000951	Praj.g_01642	Prbj.g_01074
OG0000952	Praj.g_01643	Prbj.g_01075
OG0000953	Praj.g_01644	Prbj.g_01076
OG0000954	Praj.g_01645	Prbj.g_01077
OG0000955	Praj.g_01646	Prbj.g_01078
OG0000956	Praj.g_01647	Prbj.g_01079
OG0000957	Praj.g_00454	Prbj.g_01080
OG0000958	Praj.g_01648	Prbj.g_00631
OG0000959	Praj.g_01649	Prbj.g_00632
OG0000960	Praj.g_01650	Prbj.g_00633
OG0000961	Praj.g_01653	Prbj.g_00640
OG0000962	Praj.g_01654	Prbj.g_00642
OG0000963	Praj.g_01655	Prbj.g_00643
OG0000964	Praj.g_01657	Prbj.g_00646
OG0000965	Praj.g_01658	Prbj.g_00647
OG0000966	Praj.g_01659	Prbj.g_00648
OG0000967	Praj.g_01660	Prbj.g_00649
OG0000968	Praj.g_01661	Prbj.g_00650
OG0000969	Praj.g_01662	Prbj.g_00651
OG0000970	Praj.g_01663	Prbj.g_00652
OG0000971	Praj.g_01664	Prbj.g_00653
OG0000972	Praj.g_01665	Prbj.g_00654
OG0000973	Praj.g_01666	Prbj.g_00655
OG0000974	Praj.g_01668	Prbj.g_00657
OG0000975	Praj.g_01674	Prbj.g_00036
OG0000976	Praj.g_01677	Prbj.g_01674
OG0000977	Praj.g_01678	Prbj.g_01684
OG0000978	Praj.g_01679	Prbj.g_01686
OG0000979	Praj.g_01681	Prbj.g_01688
OG0000980	Praj.g_01682	Prbj.g_01689
OG0000981	Praj.g_01683	Prbj.g_02538
OG0000982	Praj.g_01684	Prbj.g_01690
OG0000983	Praj.g_01686	Prbj.g_01692
OG0000984	Praj.g_01687	Prbj.g_01693
OG0000985	Praj.g_01688	Prbj.g_01694
OG0000986	Praj.g_01690	Prbj.g_01696
OG0000987	Praj.g_01691	Prbj.g_01697
OG0000988	Praj.g_01692	Prbj.g_01699
OG0000989	Praj.g_01693	Prbj.g_01700
OG0000990	Praj.g_01694	Prbj.g_01701
OG0000991	Praj.g_01695	Prbj.g_01702
OG0000992	Praj.g_01696	Prbj.g_01703
OG0000993	Praj.g_01697	Prbj.g_01704
OG0000994	Praj.g_01698	Prbj.g_01705
OG0000995	Praj.g_01699	Prbj.g_01707
OG0000996	Praj.g_01700	Prbj.g_01708
OG0000997	Praj.g_01701	Prbj.g_01709
OG0000998	Praj.g_01702	Prbj.g_01710
OG0000999	Praj.g_01703	Prbj.g_01711
OG0001000	Praj.g_01704	Prbj.g_01712
OG0001001	Praj.g_01706	Prbj.g_01713
OG0001002	Praj.g_01707	Prbj.g_00888
OG0001003	Praj.g_01708	Prbj.g_00887
OG0001004	Praj.g_01709	Prbj.g_00185
OG0001005	Praj.g_01711	Prbj.g_00884
OG0001006	Praj.g_01712	Prbj.g_00883
OG0001007	Praj.g_01713	Prbj.g_00882
OG0001008	Praj.g_01715	Prbj.g_00880
OG0001009	Praj.g_01716	Prbj.g_00879
OG0001010	Praj.g_01499	Prbj.g_02535
OG0001011	Praj.g_01599	Prbj.g_02561
OG0001012	Praj.g_00785	Prbj.g_02429
OG0001013	Praj.g_01763	Prbj.g_00868
OG0001014	Praj.g_01764	Prbj.g_00867
OG0001015	Praj.g_01769	Prbj.g_00856
OG0001016	Praj.g_01770	Prbj.g_00855
OG0001017	Praj.g_01771	Prbj.g_00854
OG0001018	Praj.g_01772	Prbj.g_00852
OG0001019	Praj.g_01773	Prbj.g_00495
OG0001020	Praj.g_01774	Prbj.g_00494
OG0001021	Praj.g_01775	Prbj.g_00493
OG0001022	Praj.g_01776	Prbj.g_00492
OG0001023	Praj.g_01777	Prbj.g_00491
OG0001024	Praj.g_01778	Prbj.g_00489
OG0001025	Praj.g_01779	Prbj.g_00488
OG0001026	Praj.g_01780	Prbj.g_00487
OG0001027	Praj.g_01781	Prbj.g_00486
OG0001028	Praj.g_01782	Prbj.g_00485
OG0001029	Praj.g_01783	Prbj.g_00484
OG0001030	Praj.g_01784	Prbj.g_00483
OG0001031	Praj.g_01785	Prbj.g_00482
OG0001032	Praj.g_01786	Prbj.g_00481
OG0001033	Praj.g_01787	Prbj.g_00480
OG0001034	Praj.g_01788	Prbj.g_00478
OG0001035	Praj.g_01790	Prbj.g_00476
OG0001036	Praj.g_01791	Prbj.g_00475
OG0001037	Praj.g_01792	Prbj.g_00473
OG0001038	Praj.g_01793	Prbj.g_00472
OG0001039	Praj.g_01794	Prbj.g_00471
OG0001040	Praj.g_01796	Prbj.g_00470
OG0001041	Praj.g_01797	Prbj.g_00469
OG0001042	Praj.g_01798	Prbj.g_00467
OG0001043	Praj.g_01799	Prbj.g_00466
OG0001044	Praj.g_01800	Prbj.g_00465
OG0001045	Praj.g_01801	Prbj.g_00464
OG0001046	Praj.g_01802	Prbj.g_00463
OG0001047	Praj.g_01804	Prbj.g_00459
OG0001048	Praj.g_01806	Prbj.g_00457
OG0001049	Praj.g_01807	Prbj.g_00456
OG0001050	Praj.g_01808	Prbj.g_00455
OG0001051	Praj.g_01809	Prbj.g_00454
OG0001052	Praj.g_01810	Prbj.g_00453
OG0001053	Praj.g_01812	Prbj.g_00451
OG0001054	Praj.g_01814	Prbj.g_00449
OG0001055	Praj.g_01815	Prbj.g_00448
OG0001056	Praj.g_01816	Prbj.g_00447
OG0001057	Praj.g_01817	Prbj.g_00446
OG0001058	Praj.g_01818	Prbj.g_00445
OG0001059	Praj.g_01819	Prbj.g_00444
OG0001060	Praj.g_01820	Prbj.g_00443
OG0001061	Praj.g_01821	Prbj.g_00442
OG0001062	Praj.g_01822	Prbj.g_00428
OG0001063	Praj.g_01823	Prbj.g_00427
OG0001064	Praj.g_01825	Prbj.g_00425
OG0001065	Praj.g_01868	Prbj.g_02660
OG0001066	Praj.g_01870	Prbj.g_02657
OG0001067	Praj.g_01871	Prbj.g_02656
OG0001068	Praj.g_01873	Prbj.g_02652
OG0001069	Praj.g_01874	Prbj.g_02651
OG0001070	Praj.g_01875	Prbj.g_02650
OG0001071	Praj.g_01876	Prbj.g_02649
OG0001072	Praj.g_01877	Prbj.g_02648
OG0001073	Praj.g_01878	Prbj.g_02647
OG0001074	Praj.g_01879	Prbj.g_02646
OG0001075	Praj.g_01880	Prbj.g_02645
OG0001076	Praj.g_01881	Prbj.g_02644
OG0001077	Praj.g_01882	Prbj.g_02643
OG0001078	Praj.g_01883	Prbj.g_02641
OG0001079	Praj.g_01884	Prbj.g_02640
OG0001080	Praj.g_01885	Prbj.g_02639
OG0001081	Praj.g_01894	Prbj.g_01027
OG0001082	Praj.g_01893	Prbj.g_01028
OG0001083	Praj.g_01889	Prbj.g_01032
OG0001084	Praj.g_01891	Prbj.g_01030
OG0001085	Praj.g_01892	Prbj.g_01029
OG0001086	Praj.g_01888	Prbj.g_01033
OG0001087	Praj.g_01887	Prbj.g_01034
OG0001088	Praj.g_01886	Prbj.g_02635
OG0001089	Praj.g_01909	Prbj.g_01025
OG0001090	Praj.g_01911	Prbj.g_01023
OG0001091	Praj.g_01912	Prbj.g_01022
OG0001092	Praj.g_01913	Prbj.g_01021
OG0001093	Praj.g_01914	Prbj.g_01020
OG0001094	Praj.g_01915	Prbj.g_01019
OG0001095	Praj.g_01916	Prbj.g_01018
OG0001096	Praj.g_01917	Prbj.g_01017
OG0001097	Praj.g_01918	Prbj.g_01016
OG0001098	Praj.g_01919	Prbj.g_01015
OG0001099	Praj.g_01920	Prbj.g_01014
OG0001100	Praj.g_01921	Prbj.g_01013
OG0001101	Praj.g_01922	Prbj.g_01012
OG0001102	Praj.g_01923	Prbj.g_01011
OG0001103	Praj.g_01924	Prbj.g_01010
OG0001104	Praj.g_01925	Prbj.g_01009
OG0001105	Praj.g_01926	Prbj.g_01008
OG0001106	Praj.g_01927	Prbj.g_01007
OG0001107	Praj.g_01928	Prbj.g_01006
OG0001108	Praj.g_01929	Prbj.g_01005
OG0001109	Praj.g_01930	Prbj.g_01004
OG0001110	Praj.g_01931	Prbj.g_01003
OG0001111	Praj.g_01932	Prbj.g_01002
OG0001112	Praj.g_01933	Prbj.g_01001
OG0001113	Praj.g_01934	Prbj.g_01000
OG0001114	Praj.g_01935	Prbj.g_00999
OG0001115	Praj.g_01936	Prbj.g_00998
OG0001116	Praj.g_01937	Prbj.g_00997
OG0001117	Praj.g_01938	Prbj.g_00996
OG0001118	Praj.g_01939	Prbj.g_00995
OG0001119	Praj.g_01940	Prbj.g_00994
OG0001120	Praj.g_01941	Prbj.g_00993
OG0001121	Praj.g_01943	Prbj.g_00990
OG0001122	Praj.g_01944	Prbj.g_00989
OG0001123	Praj.g_01945	Prbj.g_00988
OG0001124	Praj.g_01947	Prbj.g_00986
OG0001125	Praj.g_01949	Prbj.g_00984
