Orthogroup	Praj	Prba
OG0000566	Praj.g_00632	Prba.g_01673
OG0000567	Praj.g_00633	Prba.g_01672
OG0000568	Praj.g_00634	Prba.g_01671
OG0000569	Praj.g_00635	Prba.g_01670
OG0000570	Praj.g_00636	Prba.g_01669
OG0000571	Praj.g_00637	Prba.g_01668
OG0000572	Praj.g_00638	Prba.g_01667
OG0000573	Praj.g_00641	Prba.g_01664
OG0000574	Praj.g_00642	Prba.g_01663
OG0000575	Praj.g_00643	Prba.g_01662
OG0000576	Praj.g_00644	Prba.g_01661
OG0000577	Praj.g_00645	Prba.g_01660
OG0000578	Praj.g_00646	Prba.g_01659
OG0000579	Praj.g_00647	Prba.g_01658
OG0000580	Praj.g_00648	Prba.g_01657
OG0000581	Praj.g_00649	Prba.g_01656
OG0000582	Praj.g_00650	Prba.g_01655
OG0000583	Praj.g_00651	Prba.g_01654
OG0000584	Praj.g_00653	Prba.g_01653
OG0000585	Praj.g_00654	Prba.g_01652
OG0000586	Praj.g_00656	Prba.g_01650
OG0000587	Praj.g_00657	Prba.g_01649
OG0000588	Praj.g_00660	Prba.g_01647
OG0000589	Praj.g_00661	Prba.g_01646
OG0000590	Praj.g_00663	Prba.g_01644
OG0000591	Praj.g_00671	Prba.g_01638
OG0000592	Praj.g_00672	Prba.g_01637
OG0000593	Praj.g_00673	Prba.g_01636
OG0000594	Praj.g_00676	Prba.g_01634
OG0000595	Praj.g_00677	Prba.g_01633
OG0000596	Praj.g_00678	Prba.g_01632
OG0000597	Praj.g_00680	Prba.g_01630
OG0000598	Praj.g_00681	Prba.g_01629
OG0000599	Praj.g_00682	Prba.g_01628
OG0000600	Praj.g_00683	Prba.g_01627
OG0000601	Praj.g_00686	Prba.g_01625
OG0000602	Praj.g_00687	Prba.g_01624
OG0000603	Praj.g_00688	Prba.g_01623
OG0000604	Praj.g_01396	Prba.g_01622
OG0000605	Praj.g_00689	Prba.g_01621
OG0000606	Praj.g_00690	Prba.g_01620
OG0000607	Praj.g_00692	Prba.g_01618
OG0000608	Praj.g_00693	Prba.g_01617
OG0000609	Praj.g_02137	Prba.g_01613
OG0000610	Praj.g_01218	Prba.g_01612
OG0000611	Praj.g_00699	Prba.g_01593
OG0000612	Praj.g_00700	Prba.g_01592
OG0000613	Praj.g_00701	Prba.g_01591
OG0000614	Praj.g_00702	Prba.g_01590
OG0000615	Praj.g_00704	Prba.g_01588
OG0000616	Praj.g_00705	Prba.g_01587
OG0000617	Praj.g_00706	Prba.g_01586
OG0000618	Praj.g_00707	Prba.g_01585
OG0000619	Praj.g_00708	Prba.g_01584
OG0000620	Praj.g_00709	Prba.g_01583
OG0000621	Praj.g_00710	Prba.g_01582
OG0000622	Praj.g_00711	Prba.g_01581
OG0000623	Praj.g_00712	Prba.g_01580
OG0000624	Praj.g_00714	Prba.g_01579
OG0000625	Praj.g_00715	Prba.g_01578
OG0000626	Praj.g_00716	Prba.g_01577
OG0000627	Praj.g_00718	Prba.g_01576
OG0000628	Praj.g_00719	Prba.g_01575
OG0000629	Praj.g_00720	Prba.g_01574
OG0000630	Praj.g_00721	Prba.g_01573
OG0000631	Praj.g_00723	Prba.g_01571
OG0000632	Praj.g_01134	Prba.g_01558
OG0000633	Praj.g_00091	Prba.g_01554
OG0000634	Praj.g_01054	Prba.g_01541
OG0000635	Praj.g_00938	Prba.g_01534
OG0000636	Praj.g_00937	Prba.g_01533
OG0000637	Praj.g_00936	Prba.g_01532
OG0000638	Praj.g_00373	Prba.g_01521
OG0000639	Praj.g_00913	Prba.g_01512
OG0000640	Praj.g_00915	Prba.g_01510
OG0000641	Praj.g_00917	Prba.g_01508
OG0000642	Praj.g_00918	Prba.g_01507
OG0000643	Praj.g_00919	Prba.g_01506
OG0000644	Praj.g_00763	Prba.g_01505
OG0000645	Praj.g_00764	Prba.g_01504
OG0000646	Praj.g_00765	Prba.g_01503
OG0000647	Praj.g_00766	Prba.g_01502
OG0000648	Praj.g_00768	Prba.g_01500
OG0000649	Praj.g_00769	Prba.g_01499
OG0000650	Praj.g_00770	Prba.g_01498
OG0000651	Praj.g_00771	Prba.g_01497
OG0000652	Praj.g_00772	Prba.g_01496
OG0000653	Praj.g_00773	Prba.g_01495
OG0000654	Praj.g_00775	Prba.g_01493
OG0000655	Praj.g_00777	Prba.g_01491
OG0000656	Praj.g_00778	Prba.g_01490
OG0000657	Praj.g_00779	Prba.g_01489
OG0000658	Praj.g_00780	Prba.g_01488
OG0000659	Praj.g_00781	Prba.g_01487
OG0000660	Praj.g_00782	Prba.g_01486
OG0000661	Praj.g_00784	Prba.g_01485
OG0000662	Praj.g_00786	Prba.g_01484
OG0000663	Praj.g_00787	Prba.g_01483
OG0000664	Praj.g_00788	Prba.g_01482
OG0000665	Praj.g_00789	Prba.g_01481
OG0000666	Praj.g_00790	Prba.g_01480
OG0000667	Praj.g_00791	Prba.g_01479
OG0000668	Praj.g_00792	Prba.g_01478
OG0000669	Praj.g_00794	Prba.g_01476
OG0000670	Praj.g_00795	Prba.g_01475
OG0000671	Praj.g_00796	Prba.g_01474
OG0000672	Praj.g_00797	Prba.g_01473
OG0000673	Praj.g_00798	Prba.g_01472
OG0000674	Praj.g_00799	Prba.g_01471
OG0000675	Praj.g_00801	Prba.g_01469
OG0000676	Praj.g_00802	Prba.g_01468
OG0000677	Praj.g_00804	Prba.g_01465
OG0000678	Praj.g_00806	Prba.g_01463
OG0000679	Praj.g_00808	Prba.g_01462
OG0000680	Praj.g_00809	Prba.g_01461
OG0000681	Praj.g_00810	Prba.g_01460
OG0000682	Praj.g_00811	Prba.g_01459
OG0000683	Praj.g_00814	Prba.g_01457
OG0000684	Praj.g_00815	Prba.g_01456
OG0000685	Praj.g_00816	Prba.g_01455
OG0000686	Praj.g_00817	Prba.g_01454
OG0000687	Praj.g_00818	Prba.g_01453
OG0000688	Praj.g_00819	Prba.g_01452
OG0000689	Praj.g_00820	Prba.g_01451
OG0000690	Praj.g_00821	Prba.g_01450
OG0000691	Praj.g_00822	Prba.g_01449
OG0000692	Praj.g_00825	Prba.g_01447
OG0000693	Praj.g_00826	Prba.g_01446
OG0000694	Praj.g_00827	Prba.g_01445
OG0000695	Praj.g_00828	Prba.g_01444
OG0000696	Praj.g_00829	Prba.g_01443
OG0000697	Praj.g_00831	Prba.g_01441
OG0000698	Praj.g_00835	Prba.g_01439
OG0000699	Praj.g_00836	Prba.g_01438
OG0000700	Praj.g_00869	Prba.g_01411
OG0000701	Praj.g_00872	Prba.g_01407
OG0000702	Praj.g_00877	Prba.g_01404
OG0000703	Praj.g_00879	Prba.g_01403
OG0000704	Praj.g_00880	Prba.g_01402
OG0000705	Praj.g_00881	Prba.g_01401
OG0000706	Praj.g_00882	Prba.g_01400
OG0000707	Praj.g_00884	Prba.g_01398
OG0000708	Praj.g_00885	Prba.g_01397
OG0000709	Praj.g_00887	Prba.g_01395
OG0000710	Praj.g_00888	Prba.g_01394
OG0000711	Praj.g_00889	Prba.g_01393
OG0000712	Praj.g_00890	Prba.g_01392
OG0000713	Praj.g_00891	Prba.g_01391
OG0000714	Praj.g_00893	Prba.g_01389
OG0000715	Praj.g_00894	Prba.g_01388
OG0000716	Praj.g_00897	Prba.g_01386
OG0000717	Praj.g_00898	Prba.g_01385
OG0000718	Praj.g_00899	Prba.g_01384
OG0000719	Praj.g_00901	Prba.g_01382
OG0000720	Praj.g_00902	Prba.g_01381
OG0000721	Praj.g_00905	Prba.g_01379
OG0000722	Praj.g_00906	Prba.g_01378
OG0000723	Praj.g_00907	Prba.g_01377
OG0000724	Praj.g_00748	Prba.g_01375
OG0000725	Praj.g_00749	Prba.g_01374
OG0000726	Praj.g_00750	Prba.g_01373
OG0000727	Praj.g_00751	Prba.g_01372
OG0000728	Praj.g_00752	Prba.g_01371
OG0000729	Praj.g_00753	Prba.g_01370
OG0000730	Praj.g_00754	Prba.g_01369
OG0000731	Praj.g_00755	Prba.g_01368
OG0000732	Praj.g_00756	Prba.g_01367
OG0000733	Praj.g_00757	Prba.g_01366
OG0000734	Praj.g_00758	Prba.g_01365
OG0000735	Praj.g_00760	Prba.g_01363
OG0000736	Praj.g_00761	Prba.g_01362
OG0000737	Praj.g_00762	Prba.g_01361
OG0000738	Praj.g_00920	Prba.g_01360
OG0000739	Praj.g_00921	Prba.g_01359
OG0000740	Praj.g_00922	Prba.g_01358
OG0000741	Praj.g_00923	Prba.g_01357
OG0000742	Praj.g_00925	Prba.g_01355
OG0000743	Praj.g_00926	Prba.g_01354
OG0000744	Praj.g_00927	Prba.g_01353
OG0000745	Praj.g_00928	Prba.g_01352
OG0000746	Praj.g_00929	Prba.g_01351
OG0000747	Praj.g_00930	Prba.g_01350
OG0000748	Praj.g_00931	Prba.g_01349
OG0000749	Praj.g_00932	Prba.g_01348
OG0000750	Praj.g_00933	Prba.g_01347
OG0000751	Praj.g_00934	Prba.g_01346
OG0000752	Praj.g_00847	Prba.g_01345
OG0000753	Praj.g_00939	Prba.g_01343
OG0000754	Praj.g_00940	Prba.g_01342
OG0000755	Praj.g_00941	Prba.g_01341
OG0000756	Praj.g_00943	Prba.g_01340
OG0000757	Praj.g_00944	Prba.g_01339
OG0000758	Praj.g_00945	Prba.g_01338
OG0000759	Praj.g_00947	Prba.g_01336
OG0000760	Praj.g_00948	Prba.g_01335
OG0000761	Praj.g_00949	Prba.g_01334
OG0000762	Praj.g_00951	Prba.g_01332
OG0000763	Praj.g_00952	Prba.g_01331
OG0000764	Praj.g_00953	Prba.g_01330
OG0000765	Praj.g_00954	Prba.g_01329
OG0000766	Praj.g_00955	Prba.g_01328
OG0000767	Praj.g_00957	Prba.g_01326
OG0000768	Praj.g_00958	Prba.g_01325
OG0000769	Praj.g_00959	Prba.g_01324
OG0000770	Praj.g_00960	Prba.g_01323
OG0000771	Praj.g_00961	Prba.g_01322
OG0000772	Praj.g_00085	Prba.g_01321
OG0000773	Praj.g_00963	Prba.g_01320
OG0000774	Praj.g_00964	Prba.g_01319
OG0000775	Praj.g_00965	Prba.g_01318
OG0000776	Praj.g_00966	Prba.g_01316
OG0000777	Praj.g_00968	Prba.g_01314
OG0000778	Praj.g_00969	Prba.g_01313
OG0000779	Praj.g_00970	Prba.g_01312
OG0000780	Praj.g_00972	Prba.g_01310
OG0000781	Praj.g_00973	Prba.g_01308
OG0000782	Praj.g_00974	Prba.g_01307
OG0000783	Praj.g_00991	Prba.g_01295
OG0000784	Praj.g_00992	Prba.g_01293
OG0000785	Praj.g_00993	Prba.g_01292
OG0000786	Praj.g_00994	Prba.g_01291
OG0000787	Praj.g_00995	Prba.g_01290
OG0000788	Praj.g_00999	Prba.g_01286
OG0000789	Praj.g_01002	Prba.g_01284
OG0000790	Praj.g_00846	Prba.g_01283
OG0000791	Praj.g_01003	Prba.g_01282
OG0000792	Praj.g_01004	Prba.g_01281
OG0000793	Praj.g_01005	Prba.g_01280
OG0000794	Praj.g_01008	Prba.g_01278
OG0000795	Praj.g_01012	Prba.g_01275
OG0000796	Praj.g_01013	Prba.g_01274
OG0000797	Praj.g_01016	Prba.g_01272
OG0000798	Praj.g_01017	Prba.g_01271
OG0000799	Praj.g_01018	Prba.g_01270
OG0000800	Praj.g_01019	Prba.g_01269
OG0000801	Praj.g_01022	Prba.g_01266
OG0000802	Praj.g_01023	Prba.g_01265
OG0000803	Praj.g_00845	Prba.g_01263
OG0000804	Praj.g_00844	Prba.g_01262
OG0000805	Praj.g_00843	Prba.g_01261
OG0000806	Praj.g_00841	Prba.g_01259
OG0000807	Praj.g_00852	Prba.g_01234
OG0000808	Praj.g_01063	Prba.g_01225
OG0000809	Praj.g_01045	Prba.g_01222
OG0000810	Praj.g_01728	Prba.g_01221
OG0000811	Praj.g_02022	Prba.g_01214
OG0000812	Praj.g_00378	Prba.g_00749
OG0000813	Praj.g_00386	Prba.g_00745
OG0000814	Praj.g_01725	Prba.g_00743
OG0000815	Praj.g_01040	Prba.g_00729
OG0000816	Praj.g_01833	Prba.g_00096
OG0000817	Praj.g_01834	Prba.g_00095
OG0000818	Praj.g_01083	Prba.g_00090
OG0000819	Praj.g_01482	Prba.g_00083
OG0000820	Praj.g_01476	Prba.g_00079
OG0000821	Praj.g_01474	Prba.g_00077
OG0000822	Praj.g_01473	Prba.g_00076
OG0000823	Praj.g_01472	Prba.g_00075
OG0000824	Praj.g_01471	Prba.g_00074
OG0000825	Praj.g_01470	Prba.g_00073
OG0000826	Praj.g_01469	Prba.g_00072
OG0000827	Praj.g_01468	Prba.g_00071
OG0000828	Praj.g_01467	Prba.g_00070
OG0000829	Praj.g_01466	Prba.g_00069
OG0000830	Praj.g_01464	Prba.g_00068
OG0000831	Praj.g_01462	Prba.g_00065
OG0000832	Praj.g_01460	Prba.g_00063
OG0000833	Praj.g_01459	Prba.g_00062
OG0000834	Praj.g_01458	Prba.g_00060
OG0000835	Praj.g_01457	Prba.g_00059
OG0000836	Praj.g_01456	Prba.g_00058
OG0000837	Praj.g_01453	Prba.g_00056
OG0000838	Praj.g_01452	Prba.g_00055
OG0000839	Praj.g_01451	Prba.g_00054
OG0000840	Praj.g_01450	Prba.g_00053
OG0000841	Praj.g_01449	Prba.g_00052
OG0000842	Praj.g_01447	Prba.g_00051
OG0000843	Praj.g_01446	Prba.g_00050
OG0000844	Praj.g_01445	Prba.g_00049
OG0000845	Praj.g_01444	Prba.g_00048
OG0000846	Praj.g_01442	Prba.g_00045
OG0000847	Praj.g_01440	Prba.g_00043
OG0000848	Praj.g_01438	Prba.g_00042
OG0000849	Praj.g_01437	Prba.g_00041
OG0000850	Praj.g_01436	Prba.g_00040
OG0000851	Praj.g_01434	Prba.g_00039
OG0000852	Praj.g_01432	Prba.g_00037
OG0000853	Praj.g_01430	Prba.g_00036
OG0000854	Praj.g_01428	Prba.g_00034
OG0000855	Praj.g_01427	Prba.g_00033
OG0000856	Praj.g_01426	Prba.g_00032
OG0000857	Praj.g_01425	Prba.g_00031
OG0000858	Praj.g_01424	Prba.g_00030
OG0000859	Praj.g_01423	Prba.g_00029
OG0000860	Praj.g_01422	Prba.g_00028
OG0000861	Praj.g_01421	Prba.g_00027
OG0000862	Praj.g_01420	Prba.g_00026
OG0000863	Praj.g_01419	Prba.g_00025
OG0000864	Praj.g_01418	Prba.g_00024
OG0000865	Praj.g_01417	Prba.g_00023
OG0000866	Praj.g_01416	Prba.g_00022
OG0000867	Praj.g_01415	Prba.g_00021
OG0000868	Praj.g_01414	Prba.g_00020
OG0000869	Praj.g_01411	Prba.g_00018
OG0000870	Praj.g_01410	Prba.g_00017
OG0000871	Praj.g_01409	Prba.g_00015
OG0000872	Praj.g_01408	Prba.g_00014
OG0000873	Praj.g_01407	Prba.g_00012
OG0000874	Praj.g_01406	Prba.g_00011
OG0000875	Praj.g_01405	Prba.g_00010
OG0000876	Praj.g_01404	Prba.g_00009
OG0000877	Praj.g_01403	Prba.g_00007
OG0000878	Praj.g_01246	Prba.g_01167
OG0000879	Praj.g_01517	Prba.g_01181
OG0000880	Praj.g_01518	Prba.g_01182
OG0000881	Praj.g_01519	Prba.g_01183
OG0000882	Praj.g_01520	Prba.g_01184
OG0000883	Praj.g_01522	Prba.g_01185
OG0000884	Praj.g_01523	Prba.g_01187
OG0000885	Praj.g_01524	Prba.g_01188
OG0000886	Praj.g_01525	Prba.g_01189
OG0000887	Praj.g_01526	Prba.g_01190
OG0000888	Praj.g_01527	Prba.g_01191
OG0000889	Praj.g_01530	Prba.g_01194
OG0000890	Praj.g_01531	Prba.g_01195
OG0000891	Praj.g_01532	Prba.g_01196
OG0000892	Praj.g_01534	Prba.g_01198
OG0000893	Praj.g_01535	Prba.g_01199
OG0000894	Praj.g_01536	Prba.g_01200
OG0000895	Praj.g_01537	Prba.g_01201
OG0000896	Praj.g_01538	Prba.g_01202
OG0000897	Praj.g_01539	Prba.g_01203
OG0000898	Praj.g_01542	Prba.g_01205
OG0000899	Praj.g_01543	Prba.g_01206
OG0000900	Praj.g_01546	Prba.g_00214
OG0000901	Praj.g_01550	Prba.g_00210
OG0000902	Praj.g_00732	Prba.g_00209
OG0000903	Praj.g_01484	Prba.g_00208
OG0000904	Praj.g_01011	Prba.g_00206
OG0000905	Praj.g_01734	Prba.g_00204
OG0000906	Praj.g_01573	Prba.g_00202
OG0000907	Praj.g_00833	Prba.g_00201
OG0000908	Praj.g_01160	Prba.g_00198
OG0000909	Praj.g_01577	Prba.g_00194
OG0000910	Praj.g_01578	Prba.g_00193
OG0000911	Praj.g_01579	Prba.g_00192
OG0000912	Praj.g_01580	Prba.g_00191
OG0000913	Praj.g_01581	Prba.g_00190
OG0000914	Praj.g_01582	Prba.g_00189
OG0000915	Praj.g_01583	Prba.g_00188
OG0000916	Praj.g_01584	Prba.g_00187
OG0000917	Praj.g_01585	Prba.g_00186
OG0000918	Praj.g_01586	Prba.g_00185
OG0000919	Praj.g_01587	Prba.g_00184
OG0000920	Praj.g_01588	Prba.g_00183
OG0000921	Praj.g_01589	Prba.g_00182
OG0000922	Praj.g_01590	Prba.g_00181
OG0000923	Praj.g_01591	Prba.g_00180
OG0000924	Praj.g_01592	Prba.g_00179
OG0000925	Praj.g_01593	Prba.g_00178
OG0000926	Praj.g_01995	Prba.g_00154
OG0000927	Praj.g_01613	Prba.g_00115
OG0000928	Praj.g_01614	Prba.g_00114
OG0000929	Praj.g_01615	Prba.g_00113
OG0000930	Praj.g_01616	Prba.g_00112
OG0000931	Praj.g_01617	Prba.g_00111
OG0000932	Praj.g_01619	Prba.g_00109
OG0000933	Praj.g_01620	Prba.g_00108
OG0000934	Praj.g_01621	Prba.g_00107
OG0000935	Praj.g_01622	Prba.g_00106
OG0000936	Praj.g_01623	Prba.g_00105
OG0000937	Praj.g_01624	Prba.g_00720
OG0000938	Praj.g_01625	Prba.g_00719
OG0000939	Praj.g_01626	Prba.g_00718
OG0000940	Praj.g_01628	Prba.g_00717
OG0000941	Praj.g_01630	Prba.g_00715
OG0000942	Praj.g_01631	Prba.g_00714
OG0000943	Praj.g_01634	Prba.g_00711
OG0000944	Praj.g_01635	Prba.g_00710
OG0000945	Praj.g_01636	Prba.g_00709
OG0000946	Praj.g_01637	Prba.g_00708
OG0000947	Praj.g_01638	Prba.g_00707
OG0000948	Praj.g_01639	Prba.g_00706
OG0000949	Praj.g_01640	Prba.g_00705
OG0000950	Praj.g_01641	Prba.g_00704
OG0000951	Praj.g_01642	Prba.g_00703
OG0000952	Praj.g_01643	Prba.g_00702
OG0000953	Praj.g_01644	Prba.g_00701
OG0000954	Praj.g_01645	Prba.g_00700
OG0000955	Praj.g_01646	Prba.g_00699
OG0000956	Praj.g_01647	Prba.g_00698
OG0000957	Praj.g_00454	Prba.g_00697
OG0000958	Praj.g_01648	Prba.g_00696
OG0000959	Praj.g_01649	Prba.g_00695
OG0000960	Praj.g_01650	Prba.g_00694
OG0000961	Praj.g_01653	Prba.g_00690
OG0000962	Praj.g_01654	Prba.g_00689
OG0000963	Praj.g_01655	Prba.g_00688
OG0000964	Praj.g_01657	Prba.g_00686
OG0000965	Praj.g_01658	Prba.g_00685
OG0000966	Praj.g_01659	Prba.g_00684
OG0000967	Praj.g_01660	Prba.g_00683
OG0000968	Praj.g_01661	Prba.g_00682
OG0000969	Praj.g_01662	Prba.g_00681
OG0000970	Praj.g_01663	Prba.g_00680
OG0000971	Praj.g_01664	Prba.g_00679
OG0000972	Praj.g_01665	Prba.g_00678
OG0000973	Praj.g_01666	Prba.g_00677
OG0000974	Praj.g_01668	Prba.g_00350
OG0000975	Praj.g_01674	Prba.g_00347
OG0000976	Praj.g_01677	Prba.g_00345
OG0000977	Praj.g_01678	Prba.g_00344
OG0000978	Praj.g_01679	Prba.g_00343
OG0000979	Praj.g_01681	Prba.g_00341
OG0000980	Praj.g_01682	Prba.g_00340
OG0000981	Praj.g_01683	Prba.g_00339
OG0000982	Praj.g_01684	Prba.g_00338
OG0000983	Praj.g_01686	Prba.g_00336
OG0000984	Praj.g_01687	Prba.g_00335
OG0000985	Praj.g_01688	Prba.g_00334
OG0000986	Praj.g_01690	Prba.g_00333
OG0000987	Praj.g_01691	Prba.g_00332
OG0000988	Praj.g_01692	Prba.g_00331
OG0000989	Praj.g_01693	Prba.g_00330
OG0000990	Praj.g_01694	Prba.g_00329
OG0000991	Praj.g_01695	Prba.g_00328
OG0000992	Praj.g_01696	Prba.g_00327
OG0000993	Praj.g_01697	Prba.g_00326
OG0000994	Praj.g_01698	Prba.g_00325
OG0000995	Praj.g_01699	Prba.g_00324
OG0000996	Praj.g_01700	Prba.g_00323
OG0000997	Praj.g_01701	Prba.g_00322
OG0000998	Praj.g_01702	Prba.g_00321
OG0000999	Praj.g_01703	Prba.g_00320
OG0001000	Praj.g_01704	Prba.g_00319
OG0001001	Praj.g_01706	Prba.g_00317
OG0001002	Praj.g_01707	Prba.g_00316
OG0001003	Praj.g_01708	Prba.g_00315
OG0001004	Praj.g_01709	Prba.g_00314
OG0001005	Praj.g_01711	Prba.g_00313
OG0001006	Praj.g_01712	Prba.g_00312
OG0001007	Praj.g_01713	Prba.g_00311
OG0001008	Praj.g_01715	Prba.g_00309
OG0001009	Praj.g_01716	Prba.g_00308
OG0001010	Praj.g_01499	Prba.g_00300
OG0001011	Praj.g_01599	Prba.g_00293
OG0001012	Praj.g_00785	Prba.g_00266
OG0001013	Praj.g_01763	Prba.g_00232
OG0001014	Praj.g_01764	Prba.g_00231
OG0001015	Praj.g_01769	Prba.g_00619
OG0001016	Praj.g_01770	Prba.g_00618
OG0001017	Praj.g_01771	Prba.g_00617
OG0001018	Praj.g_01772	Prba.g_00616
OG0001019	Praj.g_01773	Prba.g_00614
OG0001020	Praj.g_01774	Prba.g_00613
OG0001021	Praj.g_01775	Prba.g_00612
OG0001022	Praj.g_01776	Prba.g_00611
OG0001023	Praj.g_01777	Prba.g_00610
OG0001024	Praj.g_01778	Prba.g_00609
OG0001025	Praj.g_01779	Prba.g_00608
OG0001026	Praj.g_01780	Prba.g_00606
OG0001027	Praj.g_01781	Prba.g_00605
OG0001028	Praj.g_01782	Prba.g_00604
OG0001029	Praj.g_01783	Prba.g_00603
OG0001030	Praj.g_01784	Prba.g_00602
OG0001031	Praj.g_01785	Prba.g_00601
OG0001032	Praj.g_01786	Prba.g_00600
OG0001033	Praj.g_01787	Prba.g_00599
OG0001034	Praj.g_01788	Prba.g_00598
OG0001035	Praj.g_01790	Prba.g_00596
OG0001036	Praj.g_01791	Prba.g_00595
OG0001037	Praj.g_01792	Prba.g_00594
OG0001038	Praj.g_01793	Prba.g_00593
OG0001039	Praj.g_01794	Prba.g_00592
OG0001040	Praj.g_01796	Prba.g_00591
OG0001041	Praj.g_01797	Prba.g_00590
OG0001042	Praj.g_01798	Prba.g_00589
OG0001043	Praj.g_01799	Prba.g_00588
OG0001044	Praj.g_01800	Prba.g_00587
OG0001045	Praj.g_01801	Prba.g_00586
OG0001046	Praj.g_01802	Prba.g_00585
OG0001047	Praj.g_01804	Prba.g_00582
OG0001048	Praj.g_01806	Prba.g_00580
OG0001049	Praj.g_01807	Prba.g_00579
OG0001050	Praj.g_01808	Prba.g_00578
OG0001051	Praj.g_01809	Prba.g_00577
OG0001052	Praj.g_01810	Prba.g_00576
OG0001053	Praj.g_01812	Prba.g_00574
OG0001054	Praj.g_01814	Prba.g_00573
OG0001055	Praj.g_01815	Prba.g_00572
OG0001056	Praj.g_01816	Prba.g_00571
OG0001057	Praj.g_01817	Prba.g_00570
OG0001058	Praj.g_01818	Prba.g_00569
OG0001059	Praj.g_01819	Prba.g_00568
OG0001060	Praj.g_01820	Prba.g_00567
OG0001061	Praj.g_01821	Prba.g_00566
OG0001062	Praj.g_01822	Prba.g_00565
OG0001063	Praj.g_01823	Prba.g_00564
OG0001064	Praj.g_01825	Prba.g_00352
OG0001065	Praj.g_01868	Prba.g_00357
OG0001066	Praj.g_01870	Prba.g_00358
OG0001067	Praj.g_01871	Prba.g_00359
OG0001068	Praj.g_01873	Prba.g_00361
OG0001069	Praj.g_01874	Prba.g_00362
OG0001070	Praj.g_01875	Prba.g_00363
OG0001071	Praj.g_01876	Prba.g_00364
OG0001072	Praj.g_01877	Prba.g_00365
OG0001073	Praj.g_01878	Prba.g_00366
OG0001074	Praj.g_01879	Prba.g_00367
OG0001075	Praj.g_01880	Prba.g_00368
OG0001076	Praj.g_01881	Prba.g_00369
OG0001077	Praj.g_01882	Prba.g_00370
OG0001078	Praj.g_01883	Prba.g_00371
OG0001079	Praj.g_01884	Prba.g_00372
OG0001080	Praj.g_01885	Prba.g_00373
OG0001081	Praj.g_01894	Prba.g_00376
OG0001082	Praj.g_01893	Prba.g_00377
OG0001083	Praj.g_01889	Prba.g_00378
OG0001084	Praj.g_01891	Prba.g_00380
OG0001085	Praj.g_01892	Prba.g_00381
OG0001086	Praj.g_01888	Prba.g_00382
OG0001087	Praj.g_01887	Prba.g_00383
OG0001088	Praj.g_01886	Prba.g_00384
OG0001089	Praj.g_01909	Prba.g_00387
OG0001090	Praj.g_01911	Prba.g_00389
OG0001091	Praj.g_01912	Prba.g_00390
OG0001092	Praj.g_01913	Prba.g_00391
OG0001093	Praj.g_01914	Prba.g_00392
OG0001094	Praj.g_01915	Prba.g_00393
OG0001095	Praj.g_01916	Prba.g_00394
OG0001096	Praj.g_01917	Prba.g_00395
OG0001097	Praj.g_01918	Prba.g_00396
OG0001098	Praj.g_01919	Prba.g_00397
OG0001099	Praj.g_01920	Prba.g_00398
OG0001100	Praj.g_01921	Prba.g_00399
OG0001101	Praj.g_01922	Prba.g_00400
OG0001102	Praj.g_01923	Prba.g_00401
OG0001103	Praj.g_01924	Prba.g_00402
OG0001104	Praj.g_01925	Prba.g_00403
OG0001105	Praj.g_01926	Prba.g_00404
OG0001106	Praj.g_01927	Prba.g_00405
OG0001107	Praj.g_01928	Prba.g_00406
OG0001108	Praj.g_01929	Prba.g_00407
OG0001109	Praj.g_01930	Prba.g_00408
OG0001110	Praj.g_01931	Prba.g_00409
OG0001111	Praj.g_01932	Prba.g_00410
OG0001112	Praj.g_01933	Prba.g_00411
OG0001113	Praj.g_01934	Prba.g_00412
OG0001114	Praj.g_01935	Prba.g_00413
OG0001115	Praj.g_01936	Prba.g_00414
OG0001116	Praj.g_01937	Prba.g_00415
OG0001117	Praj.g_01938	Prba.g_00416
OG0001118	Praj.g_01939	Prba.g_00417
OG0001119	Praj.g_01940	Prba.g_00418
OG0001120	Praj.g_01941	Prba.g_00419
OG0001121	Praj.g_01943	Prba.g_00421
OG0001122	Praj.g_01944	Prba.g_00422
OG0001123	Praj.g_01945	Prba.g_00423
OG0001124	Praj.g_01947	Prba.g_00425
OG0001125	Praj.g_01949	Prba.g_00427
OG0001126	Praj.g_01950	Prba.g_00428
OG0001127	Praj.g_01953	Prba.g_00430
OG0001128	Praj.g_01954	Prba.g_00431
OG0001129	Praj.g_01955	Prba.g_00432
OG0001130	Praj.g_01958	Prba.g_00435
OG0001131	Praj.g_01959	Prba.g_00436
OG0001132	Praj.g_01960	Prba.g_00437
OG0001133	Praj.g_01961	Prba.g_00438
OG0001134	Praj.g_01962	Prba.g_01048
OG0001135	Praj.g_01963	Prba.g_01049
OG0001136	Praj.g_01964	Prba.g_01050
OG0001137	Praj.g_01965	Prba.g_01051
OG0001138	Praj.g_01966	Prba.g_01052
OG0001139	Praj.g_01968	Prba.g_01053
OG0001140	Praj.g_01969	Prba.g_01054
OG0001141	Praj.g_01970	Prba.g_01055
OG0001142	Praj.g_01975	Prba.g_01059
OG0001143	Praj.g_01976	Prba.g_01060
OG0001144	Praj.g_01977	Prba.g_01061
OG0001145	Praj.g_01978	Prba.g_01062
OG0001146	Praj.g_01979	Prba.g_01063
OG0001147	Praj.g_01980	Prba.g_01064
