Orthogroup	Prak	Prbd
OG0000561	Prak.g_00515	Prbd.g_00687
OG0000562	Prak.g_00516	Prbd.g_00686
OG0000563	Prak.g_00517	Prbd.g_00685
OG0000564	Prak.g_00518	Prbd.g_00684
OG0000565	Prak.g_00520	Prbd.g_00681
OG0000566	Prak.g_00524	Prbd.g_00679
OG0000567	Prak.g_00528	Prbd.g_00675
OG0000568	Prak.g_00529	Prbd.g_00674
OG0000569	Prak.g_00530	Prbd.g_00673
OG0000570	Prak.g_00531	Prbd.g_00672
OG0000571	Prak.g_00533	Prbd.g_00670
OG0000572	Prak.g_00547	Prbd.g_00657
OG0000573	Prak.g_00553	Prbd.g_00652
OG0000574	Prak.g_00554	Prbd.g_00651
OG0000575	Prak.g_00558	Prbd.g_00647
OG0000576	Prak.g_00560	Prbd.g_00645
OG0000577	Prak.g_00561	Prbd.g_00644
OG0000578	Prak.g_00562	Prbd.g_00643
OG0000579	Prak.g_00563	Prbd.g_00642
OG0000580	Prak.g_00564	Prbd.g_00641
OG0000581	Prak.g_00567	Prbd.g_00639
OG0000582	Prak.g_00570	Prbd.g_00636
OG0000583	Prak.g_00571	Prbd.g_00635
OG0000584	Prak.g_00572	Prbd.g_00634
OG0000585	Prak.g_00574	Prbd.g_00632
OG0000586	Prak.g_00575	Prbd.g_00631
OG0000587	Prak.g_00576	Prbd.g_00630
OG0000588	Prak.g_00580	Prbd.g_00626
OG0000589	Prak.g_00582	Prbd.g_00623
OG0000590	Prak.g_00583	Prbd.g_00622
OG0000591	Prak.g_00587	Prbd.g_00619
OG0000592	Prak.g_00588	Prbd.g_00618
OG0000593	Prak.g_01111	Prbd.g_00612
OG0000594	Prak.g_01110	Prbd.g_00611
OG0000595	Prak.g_01109	Prbd.g_00610
OG0000596	Prak.g_01105	Prbd.g_00606
OG0000597	Prak.g_01102	Prbd.g_00604
OG0000598	Prak.g_01101	Prbd.g_00603
OG0000599	Prak.g_01098	Prbd.g_00600
OG0000600	Prak.g_01097	Prbd.g_00599
OG0000601	Prak.g_01096	Prbd.g_00598
OG0000602	Prak.g_01094	Prbd.g_00596
OG0000603	Prak.g_01093	Prbd.g_00595
OG0000604	Prak.g_01092	Prbd.g_00594
OG0000605	Prak.g_01091	Prbd.g_00593
OG0000606	Prak.g_01088	Prbd.g_00590
OG0000607	Prak.g_01085	Prbd.g_00587
OG0000608	Prak.g_01084	Prbd.g_00586
OG0000609	Prak.g_01083	Prbd.g_00585
OG0000610	Prak.g_01077	Prbd.g_00580
OG0000611	Prak.g_01074	Prbd.g_00577
OG0000612	Prak.g_01073	Prbd.g_00576
OG0000613	Prak.g_00800	Prbd.g_00571
OG0000614	Prak.g_00821	Prbd.g_00552
OG0000615	Prak.g_00832	Prbd.g_00544
OG0000616	Prak.g_01934	Prbd.g_00540
OG0000617	Prak.g_01057	Prbd.g_00013
OG0000618	Prak.g_01056	Prbd.g_00014
OG0000619	Prak.g_01055	Prbd.g_00015
OG0000620	Prak.g_01052	Prbd.g_00018
OG0000621	Prak.g_01051	Prbd.g_00019
OG0000622	Prak.g_01050	Prbd.g_00020
OG0000623	Prak.g_01049	Prbd.g_00021
OG0000624	Prak.g_01047	Prbd.g_00022
OG0000625	Prak.g_01046	Prbd.g_00023
OG0000626	Prak.g_01045	Prbd.g_00024
OG0000627	Prak.g_01044	Prbd.g_00025
OG0000628	Prak.g_01043	Prbd.g_00026
OG0000629	Prak.g_01042	Prbd.g_00027
OG0000630	Prak.g_01039	Prbd.g_00030
OG0000631	Prak.g_00946	Prbd.g_00093
OG0000632	Prak.g_00947	Prbd.g_00094
OG0000633	Prak.g_00948	Prbd.g_00095
OG0000634	Prak.g_00841	Prbd.g_00098
OG0000635	Prak.g_00842	Prbd.g_00099
OG0000636	Prak.g_00844	Prbd.g_00101
OG0000637	Prak.g_00846	Prbd.g_00103
OG0000638	Prak.g_00847	Prbd.g_00104
OG0000639	Prak.g_00848	Prbd.g_00105
OG0000640	Prak.g_00849	Prbd.g_00106
OG0000641	Prak.g_00853	Prbd.g_00110
OG0000642	Prak.g_00854	Prbd.g_00111
OG0000643	Prak.g_00855	Prbd.g_00112
OG0000644	Prak.g_00856	Prbd.g_00113
OG0000645	Prak.g_00857	Prbd.g_00114
OG0000646	Prak.g_00859	Prbd.g_00116
OG0000647	Prak.g_00861	Prbd.g_00117
OG0000648	Prak.g_00863	Prbd.g_00119
OG0000649	Prak.g_00864	Prbd.g_00120
OG0000650	Prak.g_00865	Prbd.g_00121
OG0000651	Prak.g_00866	Prbd.g_00122
OG0000652	Prak.g_00867	Prbd.g_00123
OG0000653	Prak.g_00869	Prbd.g_00125
OG0000654	Prak.g_00870	Prbd.g_00126
OG0000655	Prak.g_00871	Prbd.g_00127
OG0000656	Prak.g_00874	Prbd.g_00130
OG0000657	Prak.g_00882	Prbd.g_00138
OG0000658	Prak.g_00884	Prbd.g_00139
OG0000659	Prak.g_00885	Prbd.g_00140
OG0000660	Prak.g_00889	Prbd.g_00144
OG0000661	Prak.g_00891	Prbd.g_00146
OG0000662	Prak.g_00893	Prbd.g_00148
OG0000663	Prak.g_00895	Prbd.g_00150
OG0000664	Prak.g_00896	Prbd.g_00151
OG0000665	Prak.g_00902	Prbd.g_00155
OG0000666	Prak.g_00903	Prbd.g_00156
OG0000667	Prak.g_00907	Prbd.g_00160
OG0000668	Prak.g_00748	Prbd.g_00190
OG0000669	Prak.g_00759	Prbd.g_00197
OG0000670	Prak.g_00762	Prbd.g_00199
OG0000671	Prak.g_00765	Prbd.g_00201
OG0000672	Prak.g_00768	Prbd.g_00204
OG0000673	Prak.g_00771	Prbd.g_00207
OG0000674	Prak.g_00773	Prbd.g_00209
OG0000675	Prak.g_00774	Prbd.g_00210
OG0000676	Prak.g_00776	Prbd.g_00212
OG0000677	Prak.g_00777	Prbd.g_00213
OG0000678	Prak.g_00779	Prbd.g_00215
OG0000679	Prak.g_00783	Prbd.g_00219
OG0000680	Prak.g_00784	Prbd.g_00220
OG0000681	Prak.g_00787	Prbd.g_00222
OG0000682	Prak.g_00788	Prbd.g_00223
OG0000683	Prak.g_00789	Prbd.g_00224
OG0000684	Prak.g_00791	Prbd.g_00226
OG0000685	Prak.g_00793	Prbd.g_00228
OG0000686	Prak.g_00794	Prbd.g_00229
OG0000687	Prak.g_00795	Prbd.g_00230
OG0000688	Prak.g_01069	Prbd.g_00233
OG0000689	Prak.g_01068	Prbd.g_00234
OG0000690	Prak.g_01067	Prbd.g_00235
OG0000691	Prak.g_01066	Prbd.g_00236
OG0000692	Prak.g_01064	Prbd.g_00238
OG0000693	Prak.g_01063	Prbd.g_00239
OG0000694	Prak.g_01062	Prbd.g_00240
OG0000695	Prak.g_00950	Prbd.g_00242
OG0000696	Prak.g_00951	Prbd.g_00243
OG0000697	Prak.g_00952	Prbd.g_00244
OG0000698	Prak.g_00955	Prbd.g_00247
OG0000699	Prak.g_00956	Prbd.g_00248
OG0000700	Prak.g_00957	Prbd.g_00249
OG0000701	Prak.g_00958	Prbd.g_00250
OG0000702	Prak.g_00960	Prbd.g_00252
OG0000703	Prak.g_00961	Prbd.g_00253
OG0000704	Prak.g_00963	Prbd.g_00254
OG0000705	Prak.g_00966	Prbd.g_00258
OG0000706	Prak.g_00967	Prbd.g_00259
OG0000707	Prak.g_00968	Prbd.g_00260
OG0000708	Prak.g_00970	Prbd.g_00261
OG0000709	Prak.g_00974	Prbd.g_00265
OG0000710	Prak.g_00977	Prbd.g_00268
OG0000711	Prak.g_00995	Prbd.g_00285
OG0000712	Prak.g_00996	Prbd.g_00287
OG0000713	Prak.g_00997	Prbd.g_00288
OG0000714	Prak.g_00998	Prbd.g_00289
OG0000715	Prak.g_01000	Prbd.g_00291
OG0000716	Prak.g_01002	Prbd.g_00293
OG0000717	Prak.g_01003	Prbd.g_00294
OG0000718	Prak.g_01007	Prbd.g_00309
OG0000719	Prak.g_01009	Prbd.g_00311
OG0000720	Prak.g_01021	Prbd.g_00320
OG0000721	Prak.g_01025	Prbd.g_00322
OG0000722	Prak.g_01026	Prbd.g_00323
OG0000723	Prak.g_01030	Prbd.g_00326
OG0000724	Prak.g_00925	Prbd.g_00335
OG0000725	Prak.g_00919	Prbd.g_00341
OG0000726	Prak.g_00918	Prbd.g_00342
OG0000727	Prak.g_00917	Prbd.g_00343
OG0000728	Prak.g_00915	Prbd.g_00345
OG0000729	Prak.g_01255	Prbd.g_00391
OG0000730	Prak.g_01214	Prbd.g_00395
OG0000731	Prak.g_00362	Prbd.g_00399
OG0000732	Prak.g_01885	Prbd.g_00408
OG0000733	Prak.g_01551	Prbd.g_00428
OG0000734	Prak.g_01188	Prbd.g_00453
OG0000735	Prak.g_01186	Prbd.g_00455
OG0000736	Prak.g_01185	Prbd.g_00456
OG0000737	Prak.g_01184	Prbd.g_00457
OG0000738	Prak.g_01180	Prbd.g_00461
OG0000739	Prak.g_01179	Prbd.g_00462
OG0000740	Prak.g_01178	Prbd.g_00463
OG0000741	Prak.g_01176	Prbd.g_00464
OG0000742	Prak.g_01173	Prbd.g_00467
OG0000743	Prak.g_01171	Prbd.g_00469
OG0000744	Prak.g_01170	Prbd.g_00470
OG0000745	Prak.g_01169	Prbd.g_00471
OG0000746	Prak.g_01167	Prbd.g_00473
OG0000747	Prak.g_01166	Prbd.g_00474
OG0000748	Prak.g_01162	Prbd.g_00477
OG0000749	Prak.g_01161	Prbd.g_00478
OG0000750	Prak.g_01160	Prbd.g_00479
OG0000751	Prak.g_01157	Prbd.g_00481
OG0000752	Prak.g_01155	Prbd.g_00483
OG0000753	Prak.g_01153	Prbd.g_00486
OG0000754	Prak.g_01150	Prbd.g_00489
OG0000755	Prak.g_01144	Prbd.g_00492
OG0000756	Prak.g_01143	Prbd.g_00493
OG0000757	Prak.g_01136	Prbd.g_00499
OG0000758	Prak.g_01135	Prbd.g_00500
OG0000759	Prak.g_01134	Prbd.g_00501
OG0000760	Prak.g_01133	Prbd.g_00502
OG0000761	Prak.g_01132	Prbd.g_00503
OG0000762	Prak.g_01131	Prbd.g_00504
OG0000763	Prak.g_01129	Prbd.g_00506
OG0000764	Prak.g_01128	Prbd.g_00507
OG0000765	Prak.g_01120	Prbd.g_00516
OG0000766	Prak.g_01119	Prbd.g_00517
OG0000767	Prak.g_01117	Prbd.g_00519
OG0000768	Prak.g_01116	Prbd.g_00520
OG0000769	Prak.g_01114	Prbd.g_00522
OG0000770	Prak.g_00593	Prbd.g_00524
OG0000771	Prak.g_01487	Prbd.g_01921
OG0000772	Prak.g_01571	Prbd.g_01858
OG0000773	Prak.g_01268	Prbd.g_01810
OG0000774	Prak.g_01270	Prbd.g_01808
OG0000775	Prak.g_01272	Prbd.g_01806
OG0000776	Prak.g_01273	Prbd.g_01805
OG0000777	Prak.g_01274	Prbd.g_01804
OG0000778	Prak.g_01275	Prbd.g_01803
OG0000779	Prak.g_01279	Prbd.g_01799
OG0000780	Prak.g_01280	Prbd.g_01798
OG0000781	Prak.g_01284	Prbd.g_01795
OG0000782	Prak.g_01285	Prbd.g_01794
OG0000783	Prak.g_01286	Prbd.g_01793
OG0000784	Prak.g_01287	Prbd.g_01792
OG0000785	Prak.g_01289	Prbd.g_01790
OG0000786	Prak.g_01292	Prbd.g_01788
OG0000787	Prak.g_01293	Prbd.g_01787
OG0000788	Prak.g_00460	Prbd.g_01777
OG0000789	Prak.g_01490	Prbd.g_01774
OG0000790	Prak.g_01334	Prbd.g_01759
OG0000791	Prak.g_01336	Prbd.g_01757
OG0000792	Prak.g_01337	Prbd.g_01756
OG0000793	Prak.g_01340	Prbd.g_01753
OG0000794	Prak.g_01341	Prbd.g_01752
OG0000795	Prak.g_01342	Prbd.g_01751
OG0000796	Prak.g_01346	Prbd.g_01747
OG0000797	Prak.g_01347	Prbd.g_01746
OG0000799	Prak.g_01374	Prbd.g_01707
OG0000800	Prak.g_01375	Prbd.g_01706
OG0000801	Prak.g_01376	Prbd.g_01705
OG0000802	Prak.g_01378	Prbd.g_01703
OG0000803	Prak.g_01380	Prbd.g_01701
OG0000804	Prak.g_01381	Prbd.g_01700
OG0000805	Prak.g_01383	Prbd.g_01698
OG0000806	Prak.g_01385	Prbd.g_01696
OG0000807	Prak.g_01386	Prbd.g_01695
OG0000808	Prak.g_01387	Prbd.g_01694
OG0000809	Prak.g_01389	Prbd.g_01691
OG0000810	Prak.g_01390	Prbd.g_01690
OG0000811	Prak.g_01394	Prbd.g_01686
OG0000812	Prak.g_01396	Prbd.g_01684
OG0000813	Prak.g_01397	Prbd.g_01683
OG0000814	Prak.g_01399	Prbd.g_01681
OG0000815	Prak.g_01400	Prbd.g_01680
OG0000816	Prak.g_01402	Prbd.g_01678
OG0000817	Prak.g_01403	Prbd.g_01677
OG0000818	Prak.g_01408	Prbd.g_01672
OG0000819	Prak.g_01409	Prbd.g_01671
OG0000820	Prak.g_01410	Prbd.g_01670
OG0000821	Prak.g_01414	Prbd.g_01666
OG0000822	Prak.g_01415	Prbd.g_01665
OG0000823	Prak.g_01416	Prbd.g_01664
OG0000824	Prak.g_01419	Prbd.g_01661
OG0000825	Prak.g_01420	Prbd.g_01660
OG0000826	Prak.g_01421	Prbd.g_01659
OG0000827	Prak.g_01422	Prbd.g_01658
OG0000828	Prak.g_01425	Prbd.g_01655
OG0000829	Prak.g_01426	Prbd.g_01654
OG0000830	Prak.g_01427	Prbd.g_01653
OG0000831	Prak.g_01429	Prbd.g_01651
OG0000832	Prak.g_01439	Prbd.g_01645
OG0000833	Prak.g_01448	Prbd.g_01637
OG0000834	Prak.g_01449	Prbd.g_01636
OG0000835	Prak.g_01450	Prbd.g_01635
OG0000836	Prak.g_01451	Prbd.g_01634
OG0000837	Prak.g_01452	Prbd.g_01633
OG0000838	Prak.g_01454	Prbd.g_01631
OG0000839	Prak.g_01455	Prbd.g_01630
OG0000840	Prak.g_01456	Prbd.g_01629
OG0000841	Prak.g_01457	Prbd.g_01628
OG0000842	Prak.g_01458	Prbd.g_01627
OG0000843	Prak.g_01459	Prbd.g_01626
OG0000844	Prak.g_01460	Prbd.g_01625
OG0000845	Prak.g_01461	Prbd.g_01624
OG0000846	Prak.g_01462	Prbd.g_01623
OG0000847	Prak.g_01463	Prbd.g_01622
OG0000848	Prak.g_01464	Prbd.g_01621
OG0000849	Prak.g_01465	Prbd.g_01620
OG0000850	Prak.g_01467	Prbd.g_01617
OG0000851	Prak.g_01468	Prbd.g_01616
OG0000852	Prak.g_01469	Prbd.g_01615
OG0000853	Prak.g_01475	Prbd.g_01611
OG0000854	Prak.g_01477	Prbd.g_01609
OG0000855	Prak.g_01478	Prbd.g_01608
OG0000856	Prak.g_00590	Prbd.g_01593
OG0000857	Prak.g_00860	Prbd.g_01566
OG0000858	Prak.g_01638	Prbd.g_01531
OG0000859	Prak.g_01639	Prbd.g_01530
OG0000860	Prak.g_01647	Prbd.g_01523
OG0000861	Prak.g_01648	Prbd.g_01522
OG0000862	Prak.g_01649	Prbd.g_01521
OG0000863	Prak.g_01651	Prbd.g_01519
OG0000864	Prak.g_01652	Prbd.g_01518
OG0000865	Prak.g_01653	Prbd.g_01517
OG0000866	Prak.g_01654	Prbd.g_01516
OG0000867	Prak.g_01655	Prbd.g_01515
OG0000868	Prak.g_01657	Prbd.g_01514
OG0000869	Prak.g_01660	Prbd.g_01510
OG0000870	Prak.g_01665	Prbd.g_01505
OG0000871	Prak.g_01666	Prbd.g_01504
OG0000872	Prak.g_01667	Prbd.g_01503
OG0000873	Prak.g_01670	Prbd.g_01500
OG0000874	Prak.g_01673	Prbd.g_01497
OG0000875	Prak.g_01674	Prbd.g_01496
OG0000876	Prak.g_01675	Prbd.g_01495
OG0000877	Prak.g_01677	Prbd.g_01493
OG0000878	Prak.g_01678	Prbd.g_01492
OG0000879	Prak.g_01679	Prbd.g_01491
OG0000880	Prak.g_01680	Prbd.g_01490
OG0000881	Prak.g_01684	Prbd.g_01486
OG0000882	Prak.g_01689	Prbd.g_01481
OG0000883	Prak.g_01691	Prbd.g_01479
OG0000884	Prak.g_01693	Prbd.g_01477
OG0000885	Prak.g_01694	Prbd.g_01476
OG0000886	Prak.g_01695	Prbd.g_01475
OG0000887	Prak.g_01696	Prbd.g_01474
OG0000888	Prak.g_01698	Prbd.g_01472
OG0000889	Prak.g_01700	Prbd.g_01470
OG0000890	Prak.g_01701	Prbd.g_01469
OG0000891	Prak.g_01702	Prbd.g_01468
OG0000892	Prak.g_01704	Prbd.g_01466
OG0000893	Prak.g_01708	Prbd.g_01463
OG0000894	Prak.g_01711	Prbd.g_01461
OG0000895	Prak.g_01715	Prbd.g_01458
OG0000896	Prak.g_01716	Prbd.g_01457
OG0000897	Prak.g_01718	Prbd.g_01455
OG0000898	Prak.g_01719	Prbd.g_01454
OG0000899	Prak.g_01720	Prbd.g_01453
OG0000900	Prak.g_01721	Prbd.g_01452
OG0000901	Prak.g_01724	Prbd.g_01449
OG0000902	Prak.g_01726	Prbd.g_01447
OG0000903	Prak.g_01730	Prbd.g_01444
OG0000904	Prak.g_01734	Prbd.g_01442
OG0000905	Prak.g_01728	Prbd.g_01437
OG0000906	Prak.g_01727	Prbd.g_01436
OG0000907	Prak.g_01737	Prbd.g_01433
OG0000908	Prak.g_01740	Prbd.g_01430
OG0000909	Prak.g_01741	Prbd.g_01429
OG0000910	Prak.g_01742	Prbd.g_01428
OG0000911	Prak.g_01744	Prbd.g_01426
OG0000912	Prak.g_01745	Prbd.g_01425
OG0000913	Prak.g_01746	Prbd.g_01424
OG0000914	Prak.g_01747	Prbd.g_01423
OG0000915	Prak.g_01748	Prbd.g_01422
OG0000916	Prak.g_01749	Prbd.g_01421
OG0000917	Prak.g_01750	Prbd.g_01420
OG0000918	Prak.g_01751	Prbd.g_01419
OG0000919	Prak.g_01752	Prbd.g_01418
OG0000920	Prak.g_01753	Prbd.g_01417
OG0000921	Prak.g_01754	Prbd.g_01416
OG0000922	Prak.g_01755	Prbd.g_01415
OG0000923	Prak.g_01759	Prbd.g_01411
OG0000924	Prak.g_01760	Prbd.g_01410
OG0000925	Prak.g_01761	Prbd.g_01409
OG0000926	Prak.g_01762	Prbd.g_01408
OG0000927	Prak.g_01764	Prbd.g_01406
OG0000928	Prak.g_01765	Prbd.g_01405
OG0000929	Prak.g_01766	Prbd.g_01404
OG0000930	Prak.g_01767	Prbd.g_01403
OG0000931	Prak.g_01768	Prbd.g_01402
OG0000932	Prak.g_01769	Prbd.g_01401
OG0000933	Prak.g_01773	Prbd.g_01397
OG0000934	Prak.g_01775	Prbd.g_01395
OG0000935	Prak.g_01776	Prbd.g_01394
OG0000936	Prak.g_01777	Prbd.g_01393
OG0000937	Prak.g_01778	Prbd.g_01392
OG0000938	Prak.g_01781	Prbd.g_01390
OG0000939	Prak.g_01782	Prbd.g_01389
OG0000940	Prak.g_01789	Prbd.g_01382
OG0000941	Prak.g_01791	Prbd.g_01380
OG0000942	Prak.g_01793	Prbd.g_01378
OG0000943	Prak.g_01794	Prbd.g_01377
OG0000944	Prak.g_01796	Prbd.g_01376
OG0000945	Prak.g_01797	Prbd.g_01375
OG0000946	Prak.g_01802	Prbd.g_01371
OG0000947	Prak.g_01804	Prbd.g_01369
OG0000948	Prak.g_01805	Prbd.g_01368
OG0000949	Prak.g_01808	Prbd.g_01365
OG0000950	Prak.g_01815	Prbd.g_01360
OG0000951	Prak.g_01819	Prbd.g_01356
OG0000952	Prak.g_01823	Prbd.g_01352
OG0000953	Prak.g_01827	Prbd.g_01349
OG0000954	Prak.g_01831	Prbd.g_01345
OG0000955	Prak.g_01832	Prbd.g_01344
OG0000956	Prak.g_01834	Prbd.g_01342
OG0000957	Prak.g_01840	Prbd.g_01337
OG0000958	Prak.g_01841	Prbd.g_01336
OG0000959	Prak.g_01845	Prbd.g_01332
OG0000960	Prak.g_01846	Prbd.g_01331
OG0000961	Prak.g_01849	Prbd.g_01329
OG0000962	Prak.g_01851	Prbd.g_01327
OG0000963	Prak.g_01855	Prbd.g_01323
OG0000964	Prak.g_01856	Prbd.g_01321
OG0000965	Prak.g_01857	Prbd.g_01320
OG0000966	Prak.g_01863	Prbd.g_01312
OG0000967	Prak.g_01867	Prbd.g_01308
OG0000968	Prak.g_01869	Prbd.g_01306
OG0000969	Prak.g_01870	Prbd.g_01305
OG0000970	Prak.g_01871	Prbd.g_01304
OG0000971	Prak.g_01872	Prbd.g_01303
OG0000972	Prak.g_01873	Prbd.g_01302
OG0000973	Prak.g_01874	Prbd.g_01301
OG0000974	Prak.g_01875	Prbd.g_01300
OG0000975	Prak.g_01876	Prbd.g_01299
OG0000976	Prak.g_01877	Prbd.g_01298
OG0000977	Prak.g_01878	Prbd.g_01297
OG0000978	Prak.g_01879	Prbd.g_01296
OG0000979	Prak.g_01882	Prbd.g_01293
OG0000980	Prak.g_01884	Prbd.g_01291
OG0000981	Prak.g_01887	Prbd.g_01289
OG0000982	Prak.g_01889	Prbd.g_01287
OG0000983	Prak.g_01890	Prbd.g_01286
OG0000984	Prak.g_01891	Prbd.g_01285
OG0000985	Prak.g_01894	Prbd.g_01282
OG0000986	Prak.g_01896	Prbd.g_01280
OG0000987	Prak.g_01897	Prbd.g_01279
OG0000988	Prak.g_01900	Prbd.g_01276
OG0000989	Prak.g_01904	Prbd.g_01273
OG0000990	Prak.g_01908	Prbd.g_01270
OG0000991	Prak.g_01909	Prbd.g_01269
OG0000992	Prak.g_01912	Prbd.g_01267
OG0000993	Prak.g_01913	Prbd.g_01266
OG0000994	Prak.g_01914	Prbd.g_01265
OG0000995	Prak.g_01918	Prbd.g_01261
OG0000996	Prak.g_01919	Prbd.g_01260
OG0000997	Prak.g_01922	Prbd.g_01259
OG0000998	Prak.g_01924	Prbd.g_01257
OG0000999	Prak.g_01925	Prbd.g_01256
OG0001000	Prak.g_01928	Prbd.g_01253
OG0001001	Prak.g_01931	Prbd.g_01251
OG0001002	Prak.g_01936	Prbd.g_01247
OG0001003	Prak.g_01937	Prbd.g_01245
OG0001004	Prak.g_01938	Prbd.g_01244
OG0001005	Prak.g_01939	Prbd.g_01243
OG0001006	Prak.g_01943	Prbd.g_01239
OG0001007	Prak.g_01945	Prbd.g_01237
OG0001008	Prak.g_00399	Prbd.g_00805
OG0001009	Prak.g_00027	Prbd.g_01210
OG0001010	Prak.g_00028	Prbd.g_01209
OG0001011	Prak.g_00030	Prbd.g_01208
OG0001012	Prak.g_00044	Prbd.g_01195
OG0001013	Prak.g_00051	Prbd.g_01189
OG0001014	Prak.g_00054	Prbd.g_01186
OG0001015	Prak.g_00056	Prbd.g_01185
OG0001016	Prak.g_00078	Prbd.g_01171
OG0001017	Prak.g_00082	Prbd.g_01167
OG0001018	Prak.g_00084	Prbd.g_01164
OG0001019	Prak.g_00093	Prbd.g_01155
OG0001020	Prak.g_00094	Prbd.g_01154
OG0001021	Prak.g_00095	Prbd.g_01153
OG0001022	Prak.g_00098	Prbd.g_01150
OG0001023	Prak.g_00099	Prbd.g_01149
OG0001024	Prak.g_00103	Prbd.g_01146
OG0001025	Prak.g_00110	Prbd.g_01140
OG0001026	Prak.g_00119	Prbd.g_01133
OG0001027	Prak.g_00120	Prbd.g_01132
OG0001028	Prak.g_00122	Prbd.g_01130
OG0001029	Prak.g_00123	Prbd.g_01128
OG0001030	Prak.g_00139	Prbd.g_01113
OG0001031	Prak.g_00199	Prbd.g_01054
OG0001032	Prak.g_00200	Prbd.g_01053
OG0001033	Prak.g_00221	Prbd.g_01032
OG0001034	Prak.g_00252	Prbd.g_01003
OG0001035	Prak.g_00272	Prbd.g_00985
OG0001036	Prak.g_00276	Prbd.g_00980
OG0001037	Prak.g_00277	Prbd.g_00979
OG0001038	Prak.g_00296	Prbd.g_00961
OG0001039	Prak.g_00299	Prbd.g_00958
OG0001040	Prak.g_00301	Prbd.g_00956
OG0001041	Prak.g_00306	Prbd.g_00952
OG0001042	Prak.g_00323	Prbd.g_00935
OG0001043	Prak.g_00324	Prbd.g_00934
OG0001044	Prak.g_00355	Prbd.g_00906
OG0001045	Prak.g_00364	Prbd.g_00897
OG0001046	Prak.g_01597	Prbd.g_00859
OG0001047	Prak.g_00401	Prbd.g_00803
OG0001048	Prak.g_00402	Prbd.g_00802
OG0001049	Prak.g_00404	Prbd.g_00800
OG0001050	Prak.g_00405	Prbd.g_00799
OG0001051	Prak.g_00406	Prbd.g_00798
OG0001052	Prak.g_00432	Prbd.g_00771
OG0001053	Prak.g_00444	Prbd.g_00759
OG0001054	Prak.g_00459	Prbd.g_00744
OG0001055	Prak.g_00478	Prbd.g_00725
OG0001056	Prak.g_00495	Prbd.g_00706
OG0001057	Prak.g_00500	Prbd.g_00701
OG0001058	Prak.g_00509	Prbd.g_00693
OG0001059	Prak.g_00513	Prbd.g_00689
OG0001060	Prak.g_00519	Prbd.g_00682
OG0001061	Prak.g_00534	Prbd.g_00669
OG0001062	Prak.g_00536	Prbd.g_00667
OG0001063	Prak.g_00538	Prbd.g_00665
OG0001064	Prak.g_00539	Prbd.g_00664
OG0001065	Prak.g_00540	Prbd.g_00663
OG0001066	Prak.g_00541	Prbd.g_00662
OG0001067	Prak.g_00542	Prbd.g_00661
OG0001068	Prak.g_00543	Prbd.g_00660
OG0001069	Prak.g_00544	Prbd.g_00659
OG0001070	Prak.g_00548	Prbd.g_00656
OG0001071	Prak.g_00549	Prbd.g_00655
OG0001072	Prak.g_00551	Prbd.g_00654
OG0001073	Prak.g_00565	Prbd.g_00640
OG0001074	Prak.g_00577	Prbd.g_00629
OG0001075	Prak.g_00578	Prbd.g_00628
OG0001076	Prak.g_00585	Prbd.g_00620
OG0001077	Prak.g_00591	Prbd.g_00616
OG0001078	Prak.g_01107	Prbd.g_00608
OG0001079	Prak.g_01095	Prbd.g_00597
OG0001080	Prak.g_01089	Prbd.g_00591
OG0001081	Prak.g_01087	Prbd.g_00589
OG0001082	Prak.g_01086	Prbd.g_00588
OG0001083	Prak.g_01081	Prbd.g_00583
OG0001084	Prak.g_01080	Prbd.g_00582
OG0001085	Prak.g_00797	Prbd.g_00574
OG0001086	Prak.g_00798	Prbd.g_00573
OG0001087	Prak.g_00816	Prbd.g_00556
OG0001088	Prak.g_00817	Prbd.g_00555
OG0001089	Prak.g_00828	Prbd.g_00547
OG0001090	Prak.g_00838	Prbd.g_00008
OG0001091	Prak.g_01060	Prbd.g_00010
OG0001092	Prak.g_01059	Prbd.g_00011
OG0001093	Prak.g_01054	Prbd.g_00016
OG0001094	Prak.g_01061	Prbd.g_00096
OG0001095	Prak.g_00858	Prbd.g_00115
OG0001096	Prak.g_00872	Prbd.g_00128
OG0001097	Prak.g_00892	Prbd.g_00147
OG0001098	Prak.g_00911	Prbd.g_00162
OG0001099	Prak.g_00753	Prbd.g_00194
OG0001100	Prak.g_00761	Prbd.g_00198
OG0001101	Prak.g_00764	Prbd.g_00200
OG0001102	Prak.g_00767	Prbd.g_00203
OG0001103	Prak.g_00769	Prbd.g_00205
OG0001104	Prak.g_00792	Prbd.g_00227
OG0001105	Prak.g_00796	Prbd.g_00231
OG0001106	Prak.g_00964	Prbd.g_00255
OG0001107	Prak.g_00971	Prbd.g_00262
OG0001108	Prak.g_00975	Prbd.g_00266
OG0001109	Prak.g_00976	Prbd.g_00267
OG0001110	Prak.g_00978	Prbd.g_00269
OG0001111	Prak.g_00979	Prbd.g_00270
OG0001112	Prak.g_00980	Prbd.g_00271
OG0001113	Prak.g_00981	Prbd.g_00272
OG0001114	Prak.g_00982	Prbd.g_00273
OG0001115	Prak.g_00984	Prbd.g_00275
OG0001116	Prak.g_00985	Prbd.g_00276
OG0001117	Prak.g_00986	Prbd.g_00277
OG0001118	Prak.g_00987	Prbd.g_00278
OG0001119	Prak.g_00988	Prbd.g_00279
OG0001120	Prak.g_00990	Prbd.g_00281
