Orthogroup	Prak	Pras
OG0000577	Prak.g_00561	Pras.g_01476
OG0000578	Prak.g_00562	Pras.g_01477
OG0000579	Prak.g_00563	Pras.g_01478
OG0000580	Prak.g_00564	Pras.g_01479
OG0000581	Prak.g_00567	Pras.g_01481
OG0000582	Prak.g_00570	Pras.g_01484
OG0000583	Prak.g_00571	Pras.g_01485
OG0000584	Prak.g_00572	Pras.g_01486
OG0000585	Prak.g_00574	Pras.g_01488
OG0000586	Prak.g_00575	Pras.g_01489
OG0000587	Prak.g_00576	Pras.g_01490
OG0000588	Prak.g_00580	Pras.g_01494
OG0000589	Prak.g_00582	Pras.g_01497
OG0000590	Prak.g_00583	Pras.g_01498
OG0000591	Prak.g_00587	Pras.g_01501
OG0000592	Prak.g_00588	Pras.g_01502
OG0000593	Prak.g_01111	Pras.g_01508
OG0000594	Prak.g_01110	Pras.g_01509
OG0000595	Prak.g_01109	Pras.g_01510
OG0000596	Prak.g_01105	Pras.g_01514
OG0000597	Prak.g_01102	Pras.g_01516
OG0000598	Prak.g_01101	Pras.g_01517
OG0000599	Prak.g_01098	Pras.g_01520
OG0000600	Prak.g_01097	Pras.g_01521
OG0000601	Prak.g_01096	Pras.g_01522
OG0000602	Prak.g_01094	Pras.g_01524
OG0000603	Prak.g_01093	Pras.g_01525
OG0000604	Prak.g_01092	Pras.g_01526
OG0000605	Prak.g_01091	Pras.g_01527
OG0000606	Prak.g_01088	Pras.g_01530
OG0000607	Prak.g_01085	Pras.g_01533
OG0000608	Prak.g_01084	Pras.g_01534
OG0000609	Prak.g_01083	Pras.g_01535
OG0000610	Prak.g_01077	Pras.g_01540
OG0000611	Prak.g_01074	Pras.g_01543
OG0000612	Prak.g_01073	Pras.g_01544
OG0000613	Prak.g_00800	Pras.g_01549
OG0000614	Prak.g_00821	Pras.g_01568
OG0000615	Prak.g_00832	Pras.g_01576
OG0000616	Prak.g_01934	Pras.g_01580
OG0000617	Prak.g_01057	Pras.g_01612
OG0000618	Prak.g_01056	Pras.g_01613
OG0000619	Prak.g_01055	Pras.g_01614
OG0000620	Prak.g_01052	Pras.g_01617
OG0000621	Prak.g_01051	Pras.g_01618
OG0000622	Prak.g_01050	Pras.g_01619
OG0000623	Prak.g_01049	Pras.g_01620
OG0000624	Prak.g_01047	Pras.g_01621
OG0000625	Prak.g_01046	Pras.g_01622
OG0000626	Prak.g_01045	Pras.g_01623
OG0000627	Prak.g_01044	Pras.g_01624
OG0000628	Prak.g_01043	Pras.g_01625
OG0000629	Prak.g_01042	Pras.g_01626
OG0000630	Prak.g_01039	Pras.g_01629
OG0000631	Prak.g_00946	Pras.g_01692
OG0000632	Prak.g_00947	Pras.g_01693
OG0000633	Prak.g_00948	Pras.g_01694
OG0000634	Prak.g_00841	Pras.g_01697
OG0000635	Prak.g_00842	Pras.g_01698
OG0000636	Prak.g_00844	Pras.g_01700
OG0000637	Prak.g_00846	Pras.g_01702
OG0000638	Prak.g_00847	Pras.g_01703
OG0000639	Prak.g_00848	Pras.g_01704
OG0000640	Prak.g_00849	Pras.g_01705
OG0000641	Prak.g_00853	Pras.g_01709
OG0000642	Prak.g_00854	Pras.g_01710
OG0000643	Prak.g_00855	Pras.g_01711
OG0000644	Prak.g_00856	Pras.g_01712
OG0000645	Prak.g_00857	Pras.g_01713
OG0000646	Prak.g_00859	Pras.g_01715
OG0000647	Prak.g_00861	Pras.g_01716
OG0000648	Prak.g_00863	Pras.g_01718
OG0000649	Prak.g_00864	Pras.g_01719
OG0000650	Prak.g_00865	Pras.g_01720
OG0000651	Prak.g_00866	Pras.g_01721
OG0000652	Prak.g_00867	Pras.g_01722
OG0000653	Prak.g_00869	Pras.g_01724
OG0000654	Prak.g_00870	Pras.g_01725
OG0000655	Prak.g_00871	Pras.g_01726
OG0000656	Prak.g_00874	Pras.g_01729
OG0000657	Prak.g_00882	Pras.g_01736
OG0000658	Prak.g_00884	Pras.g_01737
OG0000659	Prak.g_00885	Pras.g_01738
OG0000660	Prak.g_00889	Pras.g_01742
OG0000661	Prak.g_00891	Pras.g_01744
OG0000662	Prak.g_00893	Pras.g_01746
OG0000663	Prak.g_00895	Pras.g_01748
OG0000664	Prak.g_00896	Pras.g_01749
OG0000665	Prak.g_00902	Pras.g_01753
OG0000666	Prak.g_00903	Pras.g_01754
OG0000667	Prak.g_00907	Pras.g_01758
OG0000668	Prak.g_00748	Pras.g_01788
OG0000669	Prak.g_00759	Pras.g_01792
OG0000670	Prak.g_00762	Pras.g_01794
OG0000671	Prak.g_00765	Pras.g_01796
OG0000672	Prak.g_00768	Pras.g_01799
OG0000673	Prak.g_00771	Pras.g_01802
OG0000674	Prak.g_00773	Pras.g_01804
OG0000675	Prak.g_00774	Pras.g_01805
OG0000676	Prak.g_00776	Pras.g_01807
OG0000677	Prak.g_00777	Pras.g_01808
OG0000678	Prak.g_00779	Pras.g_01810
OG0000679	Prak.g_00783	Pras.g_01814
OG0000680	Prak.g_00784	Pras.g_01815
OG0000681	Prak.g_00787	Pras.g_01818
OG0000682	Prak.g_00788	Pras.g_01819
OG0000683	Prak.g_00789	Pras.g_01820
OG0000684	Prak.g_00791	Pras.g_01821
OG0000685	Prak.g_00793	Pras.g_01823
OG0000686	Prak.g_00794	Pras.g_01824
OG0000687	Prak.g_00795	Pras.g_01825
OG0000688	Prak.g_01069	Pras.g_01828
OG0000689	Prak.g_01068	Pras.g_01829
OG0000690	Prak.g_01067	Pras.g_01830
OG0000691	Prak.g_01066	Pras.g_01831
OG0000692	Prak.g_01064	Pras.g_01833
OG0000693	Prak.g_01063	Pras.g_01834
OG0000694	Prak.g_01062	Pras.g_01835
OG0000695	Prak.g_00950	Pras.g_01837
OG0000696	Prak.g_00951	Pras.g_01838
OG0000697	Prak.g_00952	Pras.g_01839
OG0000698	Prak.g_00955	Pras.g_01842
OG0000699	Prak.g_00956	Pras.g_01843
OG0000700	Prak.g_00957	Pras.g_01844
OG0000701	Prak.g_00958	Pras.g_01845
OG0000702	Prak.g_00960	Pras.g_01847
OG0000703	Prak.g_00961	Pras.g_01848
OG0000704	Prak.g_00963	Pras.g_01849
OG0000705	Prak.g_00966	Pras.g_01853
OG0000706	Prak.g_00967	Pras.g_01854
OG0000707	Prak.g_00968	Pras.g_01855
OG0000708	Prak.g_00970	Pras.g_01856
OG0000709	Prak.g_00974	Pras.g_01860
OG0000710	Prak.g_00977	Pras.g_01863
OG0000711	Prak.g_00995	Pras.g_01881
OG0000712	Prak.g_00996	Pras.g_01883
OG0000713	Prak.g_00997	Pras.g_01884
OG0000714	Prak.g_00998	Pras.g_01885
OG0000715	Prak.g_01000	Pras.g_01887
OG0000716	Prak.g_01002	Pras.g_01889
OG0000717	Prak.g_01003	Pras.g_01890
OG0000718	Prak.g_01007	Pras.g_01903
OG0000719	Prak.g_01009	Pras.g_01905
OG0000720	Prak.g_01021	Pras.g_01914
OG0000721	Prak.g_01025	Pras.g_01916
OG0000722	Prak.g_01026	Pras.g_01917
OG0000723	Prak.g_01030	Pras.g_01920
OG0000724	Prak.g_00925	Pras.g_01929
OG0000725	Prak.g_00919	Pras.g_01935
OG0000726	Prak.g_00918	Pras.g_01936
OG0000727	Prak.g_00917	Pras.g_01937
OG0000728	Prak.g_00915	Pras.g_01939
OG0000729	Prak.g_01255	Pras.g_01984
OG0000730	Prak.g_01214	Pras.g_01988
OG0000731	Prak.g_00362	Pras.g_01992
OG0000732	Prak.g_01885	Pras.g_00003
OG0000733	Prak.g_01551	Pras.g_00024
OG0000734	Prak.g_01188	Pras.g_00041
OG0000735	Prak.g_01186	Pras.g_00043
OG0000736	Prak.g_01185	Pras.g_00044
OG0000737	Prak.g_01184	Pras.g_00045
OG0000738	Prak.g_01180	Pras.g_00049
OG0000739	Prak.g_01179	Pras.g_00050
OG0000740	Prak.g_01178	Pras.g_00051
OG0000741	Prak.g_01176	Pras.g_00052
OG0000742	Prak.g_01173	Pras.g_00055
OG0000743	Prak.g_01171	Pras.g_00057
OG0000744	Prak.g_01170	Pras.g_00058
OG0000745	Prak.g_01169	Pras.g_00059
OG0000746	Prak.g_01167	Pras.g_00061
OG0000747	Prak.g_01166	Pras.g_00062
OG0000748	Prak.g_01162	Pras.g_00065
OG0000749	Prak.g_01161	Pras.g_00066
OG0000750	Prak.g_01160	Pras.g_00067
OG0000751	Prak.g_01157	Pras.g_00069
OG0000752	Prak.g_01155	Pras.g_00071
OG0000753	Prak.g_01153	Pras.g_00074
OG0000754	Prak.g_01150	Pras.g_00077
OG0000755	Prak.g_01144	Pras.g_00080
OG0000756	Prak.g_01143	Pras.g_00081
OG0000757	Prak.g_01136	Pras.g_00087
OG0000758	Prak.g_01135	Pras.g_00088
OG0000759	Prak.g_01134	Pras.g_00089
OG0000760	Prak.g_01133	Pras.g_00090
OG0000761	Prak.g_01132	Pras.g_00091
OG0000762	Prak.g_01131	Pras.g_00092
OG0000763	Prak.g_01129	Pras.g_00094
OG0000764	Prak.g_01128	Pras.g_00095
OG0000765	Prak.g_01120	Pras.g_00105
OG0000766	Prak.g_01119	Pras.g_00106
OG0000767	Prak.g_01117	Pras.g_00108
OG0000768	Prak.g_01116	Pras.g_00109
OG0000769	Prak.g_01114	Pras.g_00111
OG0000770	Prak.g_00593	Pras.g_00113
OG0000771	Prak.g_01487	Pras.g_00122
OG0000772	Prak.g_01571	Pras.g_00178
OG0000773	Prak.g_01268	Pras.g_00199
OG0000774	Prak.g_01270	Pras.g_00201
OG0000775	Prak.g_01272	Pras.g_00204
OG0000776	Prak.g_01273	Pras.g_00205
OG0000777	Prak.g_01274	Pras.g_00206
OG0000778	Prak.g_01275	Pras.g_00207
OG0000779	Prak.g_01279	Pras.g_00211
OG0000780	Prak.g_01280	Pras.g_00212
OG0000781	Prak.g_01284	Pras.g_00214
OG0000782	Prak.g_01285	Pras.g_00216
OG0000783	Prak.g_01286	Pras.g_00217
OG0000784	Prak.g_01287	Pras.g_00218
OG0000785	Prak.g_01289	Pras.g_00220
OG0000786	Prak.g_01292	Pras.g_00223
OG0000787	Prak.g_01293	Pras.g_00224
OG0000788	Prak.g_00460	Pras.g_00237
OG0000789	Prak.g_01490	Pras.g_00240
OG0000790	Prak.g_01334	Pras.g_00255
OG0000791	Prak.g_01336	Pras.g_00257
OG0000792	Prak.g_01337	Pras.g_00258
OG0000793	Prak.g_01340	Pras.g_00261
OG0000794	Prak.g_01341	Pras.g_00262
OG0000795	Prak.g_01342	Pras.g_00263
OG0000796	Prak.g_01346	Pras.g_00267
OG0000797	Prak.g_01347	Pras.g_00268
OG0000799	Prak.g_01374	Pras.g_00332
OG0000800	Prak.g_01375	Pras.g_00333
OG0000801	Prak.g_01376	Pras.g_00334
OG0000802	Prak.g_01378	Pras.g_00336
OG0000803	Prak.g_01380	Pras.g_00338
OG0000804	Prak.g_01381	Pras.g_00339
OG0000805	Prak.g_01383	Pras.g_00341
OG0000806	Prak.g_01385	Pras.g_00343
OG0000807	Prak.g_01386	Pras.g_00344
OG0000808	Prak.g_01387	Pras.g_00345
OG0000809	Prak.g_01389	Pras.g_00348
OG0000810	Prak.g_01390	Pras.g_00349
OG0000811	Prak.g_01394	Pras.g_00353
OG0000812	Prak.g_01396	Pras.g_00355
OG0000813	Prak.g_01397	Pras.g_00356
OG0000814	Prak.g_01399	Pras.g_00358
OG0000815	Prak.g_01400	Pras.g_00359
OG0000816	Prak.g_01402	Pras.g_00361
OG0000817	Prak.g_01403	Pras.g_00362
OG0000818	Prak.g_01408	Pras.g_00367
OG0000819	Prak.g_01409	Pras.g_00368
OG0000820	Prak.g_01410	Pras.g_00369
OG0000821	Prak.g_01414	Pras.g_00373
OG0000822	Prak.g_01415	Pras.g_00374
OG0000823	Prak.g_01416	Pras.g_00375
OG0000824	Prak.g_01419	Pras.g_00378
OG0000825	Prak.g_01420	Pras.g_00379
OG0000826	Prak.g_01421	Pras.g_00380
OG0000827	Prak.g_01422	Pras.g_00381
OG0000828	Prak.g_01425	Pras.g_00385
OG0000829	Prak.g_01426	Pras.g_00386
OG0000830	Prak.g_01427	Pras.g_00387
OG0000831	Prak.g_01429	Pras.g_00389
OG0000832	Prak.g_01439	Pras.g_00395
OG0000833	Prak.g_01448	Pras.g_00405
OG0000834	Prak.g_01449	Pras.g_00406
OG0000835	Prak.g_01450	Pras.g_00407
OG0000836	Prak.g_01451	Pras.g_00408
OG0000837	Prak.g_01452	Pras.g_00409
OG0000838	Prak.g_01454	Pras.g_00411
OG0000839	Prak.g_01455	Pras.g_00412
OG0000840	Prak.g_01456	Pras.g_00413
OG0000841	Prak.g_01457	Pras.g_00414
OG0000842	Prak.g_01458	Pras.g_00415
OG0000843	Prak.g_01459	Pras.g_00416
OG0000844	Prak.g_01460	Pras.g_00417
OG0000845	Prak.g_01461	Pras.g_00418
OG0000846	Prak.g_01462	Pras.g_00419
OG0000847	Prak.g_01463	Pras.g_00420
OG0000848	Prak.g_01464	Pras.g_00421
OG0000849	Prak.g_01465	Pras.g_00422
OG0000850	Prak.g_01467	Pras.g_00424
OG0000851	Prak.g_01468	Pras.g_00425
OG0000852	Prak.g_01469	Pras.g_00426
OG0000853	Prak.g_01475	Pras.g_00430
OG0000854	Prak.g_01477	Pras.g_00432
OG0000855	Prak.g_01478	Pras.g_00433
OG0000856	Prak.g_00590	Pras.g_00448
OG0000857	Prak.g_00860	Pras.g_00473
OG0000858	Prak.g_01638	Pras.g_00544
OG0000859	Prak.g_01639	Pras.g_00545
OG0000860	Prak.g_01647	Pras.g_00552
OG0000861	Prak.g_01648	Pras.g_00553
OG0000862	Prak.g_01649	Pras.g_00554
OG0000863	Prak.g_01651	Pras.g_00556
OG0000864	Prak.g_01652	Pras.g_00557
OG0000865	Prak.g_01653	Pras.g_00558
OG0000866	Prak.g_01654	Pras.g_00559
OG0000867	Prak.g_01655	Pras.g_00560
OG0000868	Prak.g_01657	Pras.g_00561
OG0000869	Prak.g_01660	Pras.g_00565
OG0000870	Prak.g_01665	Pras.g_00570
OG0000871	Prak.g_01666	Pras.g_00571
OG0000872	Prak.g_01667	Pras.g_00572
OG0000873	Prak.g_01670	Pras.g_00575
OG0000874	Prak.g_01673	Pras.g_00578
OG0000875	Prak.g_01674	Pras.g_00579
OG0000876	Prak.g_01675	Pras.g_00580
OG0000877	Prak.g_01677	Pras.g_00582
OG0000878	Prak.g_01678	Pras.g_00583
OG0000879	Prak.g_01679	Pras.g_00584
OG0000880	Prak.g_01680	Pras.g_00585
OG0000881	Prak.g_01684	Pras.g_00589
OG0000882	Prak.g_01689	Pras.g_00594
OG0000883	Prak.g_01691	Pras.g_00596
OG0000884	Prak.g_01693	Pras.g_00598
OG0000885	Prak.g_01694	Pras.g_00599
OG0000886	Prak.g_01695	Pras.g_00600
OG0000887	Prak.g_01696	Pras.g_00601
OG0000888	Prak.g_01698	Pras.g_00603
OG0000889	Prak.g_01700	Pras.g_00605
OG0000890	Prak.g_01701	Pras.g_00606
OG0000891	Prak.g_01702	Pras.g_00607
OG0000892	Prak.g_01704	Pras.g_00609
OG0000893	Prak.g_01708	Pras.g_00613
OG0000894	Prak.g_01711	Pras.g_00615
OG0000895	Prak.g_01715	Pras.g_00618
OG0000896	Prak.g_01716	Pras.g_00619
OG0000897	Prak.g_01718	Pras.g_00621
OG0000898	Prak.g_01719	Pras.g_00622
OG0000899	Prak.g_01720	Pras.g_00623
OG0000900	Prak.g_01721	Pras.g_00624
OG0000901	Prak.g_01724	Pras.g_00627
OG0000902	Prak.g_01726	Pras.g_00629
OG0000903	Prak.g_01730	Pras.g_00632
OG0000904	Prak.g_01734	Pras.g_00634
OG0000905	Prak.g_01728	Pras.g_00639
OG0000906	Prak.g_01727	Pras.g_00640
OG0000907	Prak.g_01737	Pras.g_00645
OG0000908	Prak.g_01740	Pras.g_00648
OG0000909	Prak.g_01741	Pras.g_00649
OG0000910	Prak.g_01742	Pras.g_00650
OG0000911	Prak.g_01744	Pras.g_00652
OG0000912	Prak.g_01745	Pras.g_00653
OG0000913	Prak.g_01746	Pras.g_00654
OG0000914	Prak.g_01747	Pras.g_00655
OG0000915	Prak.g_01748	Pras.g_00656
OG0000916	Prak.g_01749	Pras.g_00657
OG0000917	Prak.g_01750	Pras.g_00658
OG0000918	Prak.g_01751	Pras.g_00659
OG0000919	Prak.g_01752	Pras.g_00660
OG0000920	Prak.g_01753	Pras.g_00661
OG0000921	Prak.g_01754	Pras.g_00662
OG0000922	Prak.g_01755	Pras.g_00663
OG0000923	Prak.g_01759	Pras.g_00667
OG0000924	Prak.g_01760	Pras.g_00668
OG0000925	Prak.g_01761	Pras.g_00669
OG0000926	Prak.g_01762	Pras.g_00670
OG0000927	Prak.g_01764	Pras.g_00672
OG0000928	Prak.g_01765	Pras.g_00673
OG0000929	Prak.g_01766	Pras.g_00674
OG0000930	Prak.g_01767	Pras.g_00675
OG0000931	Prak.g_01768	Pras.g_00676
OG0000932	Prak.g_01769	Pras.g_00677
OG0000933	Prak.g_01773	Pras.g_00681
OG0000934	Prak.g_01775	Pras.g_00683
OG0000935	Prak.g_01776	Pras.g_00684
OG0000936	Prak.g_01777	Pras.g_00685
OG0000937	Prak.g_01778	Pras.g_00686
OG0000938	Prak.g_01781	Pras.g_00688
OG0000939	Prak.g_01782	Pras.g_00689
OG0000940	Prak.g_01789	Pras.g_00696
OG0000941	Prak.g_01791	Pras.g_00698
OG0000942	Prak.g_01793	Pras.g_00700
OG0000943	Prak.g_01794	Pras.g_00701
OG0000944	Prak.g_01796	Pras.g_00702
OG0000945	Prak.g_01797	Pras.g_00703
OG0000946	Prak.g_01802	Pras.g_00707
OG0000947	Prak.g_01804	Pras.g_00709
OG0000948	Prak.g_01805	Pras.g_00710
OG0000949	Prak.g_01808	Pras.g_00713
OG0000950	Prak.g_01815	Pras.g_00718
OG0000951	Prak.g_01819	Pras.g_00722
OG0000952	Prak.g_01823	Pras.g_00726
OG0000953	Prak.g_01827	Pras.g_00729
OG0000954	Prak.g_01831	Pras.g_00733
OG0000955	Prak.g_01832	Pras.g_00734
OG0000956	Prak.g_01834	Pras.g_00736
OG0000957	Prak.g_01840	Pras.g_00741
OG0000958	Prak.g_01841	Pras.g_00742
OG0000959	Prak.g_01845	Pras.g_00746
OG0000960	Prak.g_01846	Pras.g_00747
OG0000961	Prak.g_01849	Pras.g_00749
OG0000962	Prak.g_01851	Pras.g_00751
OG0000963	Prak.g_01855	Pras.g_00755
OG0000964	Prak.g_01856	Pras.g_00756
OG0000965	Prak.g_01857	Pras.g_00757
OG0000966	Prak.g_01863	Pras.g_00765
OG0000967	Prak.g_01867	Pras.g_00770
OG0000968	Prak.g_01869	Pras.g_00772
OG0000969	Prak.g_01870	Pras.g_00773
OG0000970	Prak.g_01871	Pras.g_00774
OG0000971	Prak.g_01872	Pras.g_00775
OG0000972	Prak.g_01873	Pras.g_00776
OG0000973	Prak.g_01874	Pras.g_00777
OG0000974	Prak.g_01875	Pras.g_00778
OG0000975	Prak.g_01876	Pras.g_00779
OG0000976	Prak.g_01877	Pras.g_00780
OG0000977	Prak.g_01878	Pras.g_00781
OG0000978	Prak.g_01879	Pras.g_00782
OG0000979	Prak.g_01882	Pras.g_00785
OG0000980	Prak.g_01884	Pras.g_00787
OG0000981	Prak.g_01887	Pras.g_00789
OG0000982	Prak.g_01889	Pras.g_00791
OG0000983	Prak.g_01890	Pras.g_00792
OG0000984	Prak.g_01891	Pras.g_00793
OG0000985	Prak.g_01894	Pras.g_00796
OG0000986	Prak.g_01896	Pras.g_00798
OG0000987	Prak.g_01897	Pras.g_00799
OG0000988	Prak.g_01900	Pras.g_00802
OG0000989	Prak.g_01904	Pras.g_00805
OG0000990	Prak.g_01908	Pras.g_00808
OG0000991	Prak.g_01909	Pras.g_00809
OG0000992	Prak.g_01912	Pras.g_00812
OG0000993	Prak.g_01913	Pras.g_00813
OG0000994	Prak.g_01914	Pras.g_00814
OG0000995	Prak.g_01918	Pras.g_00818
OG0000996	Prak.g_01919	Pras.g_00819
OG0000997	Prak.g_01922	Pras.g_00820
OG0000998	Prak.g_01924	Pras.g_00822
OG0000999	Prak.g_01925	Pras.g_00823
OG0001000	Prak.g_01928	Pras.g_00826
OG0001001	Prak.g_01931	Pras.g_00828
OG0001002	Prak.g_01936	Pras.g_00832
OG0001003	Prak.g_01937	Pras.g_00834
OG0001004	Prak.g_01938	Pras.g_00835
OG0001005	Prak.g_01939	Pras.g_00836
OG0001006	Prak.g_01943	Pras.g_00840
OG0001007	Prak.g_01945	Pras.g_00842
OG0001008	Prak.g_00399	Pras.g_01315
OG0001009	Prak.g_00027	Pras.g_00869
OG0001010	Prak.g_00028	Pras.g_00870
OG0001011	Prak.g_00030	Pras.g_00871
OG0001012	Prak.g_00044	Pras.g_00896
OG0001013	Prak.g_00051	Pras.g_00901
OG0001014	Prak.g_00054	Pras.g_00904
OG0001015	Prak.g_00056	Pras.g_00905
OG0001016	Prak.g_00078	Pras.g_00924
OG0001017	Prak.g_00082	Pras.g_00928
OG0001018	Prak.g_00084	Pras.g_00931
OG0001019	Prak.g_00093	Pras.g_00940
OG0001020	Prak.g_00094	Pras.g_00941
OG0001021	Prak.g_00095	Pras.g_00942
OG0001022	Prak.g_00098	Pras.g_00945
OG0001023	Prak.g_00099	Pras.g_00946
OG0001024	Prak.g_00103	Pras.g_00949
OG0001025	Prak.g_00110	Pras.g_00955
OG0001026	Prak.g_00119	Pras.g_00962
OG0001027	Prak.g_00120	Pras.g_00963
OG0001028	Prak.g_00122	Pras.g_00965
OG0001029	Prak.g_00123	Pras.g_00966
OG0001030	Prak.g_00139	Pras.g_00981
OG0001031	Prak.g_00199	Pras.g_01037
OG0001032	Prak.g_00200	Pras.g_01038
OG0001033	Prak.g_00221	Pras.g_01060
OG0001034	Prak.g_00252	Pras.g_01088
OG0001035	Prak.g_00272	Pras.g_01106
OG0001036	Prak.g_00276	Pras.g_01111
OG0001037	Prak.g_00277	Pras.g_01112
OG0001038	Prak.g_00296	Pras.g_01130
OG0001039	Prak.g_00299	Pras.g_01133
OG0001040	Prak.g_00301	Pras.g_01135
OG0001041	Prak.g_00306	Pras.g_01139
OG0001042	Prak.g_00323	Pras.g_01156
OG0001043	Prak.g_00324	Pras.g_01157
OG0001044	Prak.g_00355	Pras.g_01186
OG0001045	Prak.g_00364	Pras.g_01195
OG0001046	Prak.g_01597	Pras.g_01232
OG0001047	Prak.g_00401	Pras.g_01317
OG0001048	Prak.g_00402	Pras.g_01318
OG0001049	Prak.g_00404	Pras.g_01320
OG0001050	Prak.g_00405	Pras.g_01321
OG0001051	Prak.g_00406	Pras.g_01322
OG0001052	Prak.g_00432	Pras.g_01349
OG0001053	Prak.g_00444	Pras.g_01361
OG0001054	Prak.g_00459	Pras.g_01376
OG0001055	Prak.g_00478	Pras.g_01395
OG0001056	Prak.g_00495	Pras.g_01413
OG0001057	Prak.g_00500	Pras.g_01418
OG0001058	Prak.g_00509	Pras.g_01426
OG0001059	Prak.g_00513	Pras.g_01430
OG0001060	Prak.g_00519	Pras.g_01437
OG0001061	Prak.g_00534	Pras.g_01450
OG0001062	Prak.g_00536	Pras.g_01452
OG0001063	Prak.g_00538	Pras.g_01454
OG0001064	Prak.g_00539	Pras.g_01455
OG0001065	Prak.g_00540	Pras.g_01456
OG0001066	Prak.g_00541	Pras.g_01457
OG0001067	Prak.g_00542	Pras.g_01459
OG0001068	Prak.g_00543	Pras.g_01460
OG0001069	Prak.g_00544	Pras.g_01461
OG0001070	Prak.g_00548	Pras.g_01464
OG0001071	Prak.g_00549	Pras.g_01465
OG0001072	Prak.g_00551	Pras.g_01466
OG0001073	Prak.g_00565	Pras.g_01480
OG0001074	Prak.g_00577	Pras.g_01491
OG0001075	Prak.g_00578	Pras.g_01492
OG0001076	Prak.g_00585	Pras.g_01500
OG0001077	Prak.g_00591	Pras.g_01504
OG0001078	Prak.g_01107	Pras.g_01512
OG0001079	Prak.g_01095	Pras.g_01523
OG0001080	Prak.g_01089	Pras.g_01529
OG0001081	Prak.g_01087	Pras.g_01531
OG0001082	Prak.g_01086	Pras.g_01532
OG0001083	Prak.g_01081	Pras.g_01537
OG0001084	Prak.g_01080	Pras.g_01538
OG0001085	Prak.g_00797	Pras.g_01546
OG0001086	Prak.g_00798	Pras.g_01547
OG0001087	Prak.g_00816	Pras.g_01564
OG0001088	Prak.g_00817	Pras.g_01565
OG0001089	Prak.g_00828	Pras.g_01573
OG0001090	Prak.g_00838	Pras.g_01607
OG0001091	Prak.g_01060	Pras.g_01609
OG0001092	Prak.g_01059	Pras.g_01610
OG0001093	Prak.g_01054	Pras.g_01615
OG0001094	Prak.g_01061	Pras.g_01695
OG0001095	Prak.g_00858	Pras.g_01714
OG0001096	Prak.g_00872	Pras.g_01727
OG0001097	Prak.g_00892	Pras.g_01745
OG0001098	Prak.g_00911	Pras.g_01760
OG0001099	Prak.g_00753	Pras.g_01791
OG0001100	Prak.g_00761	Pras.g_01793
OG0001101	Prak.g_00764	Pras.g_01795
OG0001102	Prak.g_00767	Pras.g_01798
OG0001103	Prak.g_00769	Pras.g_01800
OG0001104	Prak.g_00792	Pras.g_01822
OG0001105	Prak.g_00796	Pras.g_01826
OG0001106	Prak.g_00964	Pras.g_01850
OG0001107	Prak.g_00971	Pras.g_01857
OG0001108	Prak.g_00975	Pras.g_01861
OG0001109	Prak.g_00976	Pras.g_01862
OG0001110	Prak.g_00978	Pras.g_01864
OG0001111	Prak.g_00979	Pras.g_01865
OG0001112	Prak.g_00980	Pras.g_01866
OG0001113	Prak.g_00981	Pras.g_01867
OG0001114	Prak.g_00982	Pras.g_01868
OG0001115	Prak.g_00984	Pras.g_01870
OG0001116	Prak.g_00985	Pras.g_01871
OG0001117	Prak.g_00986	Pras.g_01872
OG0001118	Prak.g_00987	Pras.g_01873
OG0001119	Prak.g_00988	Pras.g_01874
OG0001120	Prak.g_00990	Pras.g_01876
OG0001122	Prak.g_01010	Pras.g_01906
OG0001123	Prak.g_01016	Pras.g_01910
OG0001124	Prak.g_01018	Pras.g_01912
OG0001125	Prak.g_01020	Pras.g_01913
OG0001126	Prak.g_00931	Pras.g_01923
OG0001127	Prak.g_00930	Pras.g_01924
OG0001128	Prak.g_00928	Pras.g_01926
OG0001129	Prak.g_00927	Pras.g_01927
OG0001130	Prak.g_00926	Pras.g_01928
OG0001131	Prak.g_00383	Pras.g_01964
OG0001132	Prak.g_00712	Pras.g_01973
OG0001133	Prak.g_01328	Pras.g_00009
OG0001134	Prak.g_01550	Pras.g_00023
OG0001135	Prak.g_01553	Pras.g_00026
OG0001136	Prak.g_01175	Pras.g_00053
OG0001137	Prak.g_01163	Pras.g_00064
OG0001138	Prak.g_01142	Pras.g_00082
OG0001139	Prak.g_01140	Pras.g_00083
OG0001140	Prak.g_01139	Pras.g_00084
OG0001141	Prak.g_01138	Pras.g_00085
OG0001142	Prak.g_01137	Pras.g_00086
OG0001143	Prak.g_01130	Pras.g_00093
OG0001144	Prak.g_01125	Pras.g_00099
OG0001145	Prak.g_01269	Pras.g_00200
OG0001146	Prak.g_01281	Pras.g_00213
OG0001147	Prak.g_01301	Pras.g_00236
OG0001148	Prak.g_01331	Pras.g_00252
OG0001149	Prak.g_01332	Pras.g_00253
OG0001150	Prak.g_01333	Pras.g_00254
OG0001151	Prak.g_01344	Pras.g_00265
OG0001152	Prak.g_01345	Pras.g_00266
OG0001153	Prak.g_01423	Pras.g_00382
OG0001154	Prak.g_01424	Pras.g_00384
OG0001155	Prak.g_01441	Pras.g_00396, Pras.g_00397
OG0001156	Prak.g_01444	Pras.g_00400
OG0001157	Prak.g_01445	Pras.g_00401
OG0001158	Prak.g_01446	Pras.g_00402
OG0001160	Prak.g_01473	Pras.g_00428
OG0001161	Prak.g_01588	Pras.g_00441
