Orthogroup	Prak	Syat
OG0000586	Prak.g_00575	Syat.g_03409
OG0000587	Prak.g_00576	Syat.g_00001
OG0000588	Prak.g_00580	Syat.g_00338
OG0000589	Prak.g_00582	Syat.g_03318
OG0000590	Prak.g_00583	Syat.g_03317
OG0000591	Prak.g_00587	Syat.g_03308
OG0000592	Prak.g_00588	Syat.g_03307
OG0000593	Prak.g_01111	Syat.g_00113
OG0000594	Prak.g_01110	Syat.g_00114
OG0000595	Prak.g_01109	Syat.g_00115
OG0000596	Prak.g_01105	Syat.g_00129
OG0000597	Prak.g_01102	Syat.g_00132
OG0000598	Prak.g_01101	Syat.g_00133
OG0000599	Prak.g_01098	Syat.g_00381
OG0000600	Prak.g_01097	Syat.g_00380
OG0000601	Prak.g_01096	Syat.g_00379
OG0000602	Prak.g_01094	Syat.g_00375
OG0000603	Prak.g_01093	Syat.g_00374
OG0000604	Prak.g_01092	Syat.g_00372
OG0000605	Prak.g_01091	Syat.g_00370
OG0000606	Prak.g_01088	Syat.g_00367
OG0000607	Prak.g_01085	Syat.g_00364
OG0000608	Prak.g_01084	Syat.g_00363
OG0000609	Prak.g_01083	Syat.g_00344
OG0000610	Prak.g_01077	Syat.g_00399
OG0000611	Prak.g_01074	Syat.g_00402
OG0000612	Prak.g_01073	Syat.g_00403
OG0000613	Prak.g_00800	Syat.g_02129
OG0000614	Prak.g_00821	Syat.g_01084
OG0000615	Prak.g_00832	Syat.g_00442
OG0000616	Prak.g_01934	Syat.g_02397
OG0000617	Prak.g_01057	Syat.g_00665
OG0000618	Prak.g_01056	Syat.g_00666
OG0000619	Prak.g_01055	Syat.g_00667
OG0000620	Prak.g_01052	Syat.g_02591
OG0000621	Prak.g_01051	Syat.g_02590
OG0000622	Prak.g_01050	Syat.g_02572
OG0000623	Prak.g_01049	Syat.g_00672
OG0000624	Prak.g_01047	Syat.g_00673
OG0000625	Prak.g_01046	Syat.g_00674
OG0000626	Prak.g_01045	Syat.g_00675
OG0000627	Prak.g_01044	Syat.g_00641
OG0000628	Prak.g_01043	Syat.g_00640
OG0000629	Prak.g_01042	Syat.g_00637
OG0000630	Prak.g_01039	Syat.g_00631
OG0000631	Prak.g_00946	Syat.g_00624
OG0000632	Prak.g_00947	Syat.g_00623
OG0000633	Prak.g_00948	Syat.g_00622
OG0000634	Prak.g_00841	Syat.g_00475
OG0000635	Prak.g_00842	Syat.g_00476
OG0000636	Prak.g_00844	Syat.g_00478
OG0000637	Prak.g_00846	Syat.g_00480
OG0000638	Prak.g_00847	Syat.g_00481
OG0000639	Prak.g_00848	Syat.g_00482
OG0000640	Prak.g_00849	Syat.g_00483
OG0000641	Prak.g_00853	Syat.g_00488
OG0000642	Prak.g_00854	Syat.g_00489
OG0000643	Prak.g_00855	Syat.g_00494
OG0000644	Prak.g_00856	Syat.g_00495
OG0000645	Prak.g_00857	Syat.g_00496
OG0000646	Prak.g_00859	Syat.g_00499
OG0000647	Prak.g_00861	Syat.g_00501
OG0000648	Prak.g_00863	Syat.g_00504
OG0000649	Prak.g_00864	Syat.g_00505
OG0000650	Prak.g_00865	Syat.g_00506
OG0000651	Prak.g_00866	Syat.g_00507
OG0000652	Prak.g_00867	Syat.g_00508
OG0000653	Prak.g_00869	Syat.g_00510
OG0000654	Prak.g_00870	Syat.g_00514
OG0000655	Prak.g_00871	Syat.g_00515
OG0000656	Prak.g_00874	Syat.g_00518
OG0000657	Prak.g_00882	Syat.g_00720
OG0000658	Prak.g_00884	Syat.g_00723
OG0000659	Prak.g_00885	Syat.g_00724
OG0000660	Prak.g_00889	Syat.g_00740
OG0000661	Prak.g_00891	Syat.g_00742
OG0000662	Prak.g_00893	Syat.g_00746
OG0000663	Prak.g_00895	Syat.g_00749
OG0000664	Prak.g_00896	Syat.g_00752
OG0000665	Prak.g_00902	Syat.g_03302
OG0000666	Prak.g_00903	Syat.g_01415
OG0000667	Prak.g_00907	Syat.g_00958, Syat.g_03278
OG0000668	Prak.g_00748	Syat.g_00710
OG0000669	Prak.g_00759	Syat.g_00416
OG0000670	Prak.g_00762	Syat.g_00419
OG0000671	Prak.g_00765	Syat.g_00421
OG0000672	Prak.g_00768	Syat.g_00424
OG0000673	Prak.g_00771	Syat.g_00430
OG0000674	Prak.g_00773	Syat.g_00432
OG0000675	Prak.g_00774	Syat.g_00433
OG0000676	Prak.g_00776	Syat.g_00436
OG0000677	Prak.g_00777	Syat.g_00437
OG0000678	Prak.g_00779	Syat.g_00439
OG0000679	Prak.g_00783	Syat.g_00448
OG0000680	Prak.g_00784	Syat.g_00449
OG0000681	Prak.g_00787	Syat.g_00452
OG0000682	Prak.g_00788	Syat.g_00453
OG0000683	Prak.g_00789	Syat.g_00454
OG0000684	Prak.g_00791	Syat.g_00457
OG0000685	Prak.g_00793	Syat.g_02571
OG0000686	Prak.g_00794	Syat.g_00459
OG0000687	Prak.g_00795	Syat.g_00460
OG0000688	Prak.g_01069	Syat.g_00463
OG0000689	Prak.g_01068	Syat.g_00465
OG0000690	Prak.g_01067	Syat.g_00466
OG0000691	Prak.g_01066	Syat.g_00467
OG0000692	Prak.g_01064	Syat.g_00469
OG0000693	Prak.g_01063	Syat.g_00471
OG0000694	Prak.g_01062	Syat.g_00472
OG0000695	Prak.g_00950	Syat.g_00619
OG0000696	Prak.g_00951	Syat.g_00618
OG0000697	Prak.g_00952	Syat.g_00616
OG0000698	Prak.g_00955	Syat.g_00613
OG0000699	Prak.g_00956	Syat.g_00611
OG0000700	Prak.g_00957	Syat.g_00610
OG0000701	Prak.g_00958	Syat.g_00609
OG0000702	Prak.g_00960	Syat.g_00606
OG0000703	Prak.g_00961	Syat.g_00601
OG0000704	Prak.g_00963	Syat.g_00599
OG0000705	Prak.g_00966	Syat.g_00592
OG0000706	Prak.g_00967	Syat.g_00591
OG0000707	Prak.g_00968	Syat.g_00590
OG0000708	Prak.g_00970	Syat.g_00587
OG0000709	Prak.g_00974	Syat.g_00573
OG0000710	Prak.g_00977	Syat.g_00567
OG0000711	Prak.g_00995	Syat.g_00539
OG0000712	Prak.g_00996	Syat.g_00537
OG0000713	Prak.g_00997	Syat.g_00536
OG0000714	Prak.g_00998	Syat.g_00532
OG0000715	Prak.g_01000	Syat.g_00530
OG0000716	Prak.g_01002	Syat.g_00527
OG0000717	Prak.g_01003	Syat.g_00526
OG0000718	Prak.g_01007	Syat.g_00522
OG0000719	Prak.g_01009	Syat.g_00712
OG0000720	Prak.g_01021	Syat.g_00699
OG0000721	Prak.g_01025	Syat.g_00697
OG0000722	Prak.g_01026	Syat.g_00696
OG0000723	Prak.g_01030	Syat.g_00686
OG0000724	Prak.g_00925	Syat.g_00782
OG0000725	Prak.g_00919	Syat.g_00810
OG0000726	Prak.g_00918	Syat.g_00811
OG0000727	Prak.g_00917	Syat.g_00812
OG0000728	Prak.g_00915	Syat.g_00814
OG0000729	Prak.g_01255	Syat.g_02224
OG0000730	Prak.g_01214	Syat.g_01617
OG0000731	Prak.g_00362	Syat.g_01605
OG0000732	Prak.g_01885	Syat.g_02290
OG0000733	Prak.g_01551	Syat.g_03285
OG0000734	Prak.g_01188	Syat.g_01579
OG0000735	Prak.g_01186	Syat.g_03235
OG0000736	Prak.g_01185	Syat.g_03236
OG0000737	Prak.g_01184	Syat.g_03237
OG0000738	Prak.g_01180	Syat.g_03251
OG0000739	Prak.g_01179	Syat.g_03252
OG0000740	Prak.g_01178	Syat.g_03253
OG0000741	Prak.g_01176	Syat.g_03256
OG0000742	Prak.g_01173	Syat.g_03259
OG0000743	Prak.g_01171	Syat.g_03262
OG0000744	Prak.g_01170	Syat.g_03263
OG0000745	Prak.g_01169	Syat.g_03266
OG0000746	Prak.g_01167	Syat.g_00314
OG0000747	Prak.g_01166	Syat.g_00313
OG0000748	Prak.g_01162	Syat.g_00305
OG0000749	Prak.g_01161	Syat.g_00303
OG0000750	Prak.g_01160	Syat.g_00302
OG0000751	Prak.g_01157	Syat.g_00296
OG0000752	Prak.g_01155	Syat.g_00294
OG0000753	Prak.g_01153	Syat.g_00291
OG0000754	Prak.g_01150	Syat.g_00250
OG0000755	Prak.g_01144	Syat.g_00217
OG0000756	Prak.g_01143	Syat.g_00216
OG0000757	Prak.g_01136	Syat.g_00205
OG0000758	Prak.g_01135	Syat.g_00204
OG0000759	Prak.g_01134	Syat.g_00203
OG0000760	Prak.g_01133	Syat.g_00202
OG0000761	Prak.g_01132	Syat.g_00201
OG0000762	Prak.g_01131	Syat.g_00199
OG0000763	Prak.g_01129	Syat.g_00924
OG0000764	Prak.g_01128	Syat.g_00923
OG0000765	Prak.g_01120	Syat.g_00897
OG0000766	Prak.g_01119	Syat.g_00896
OG0000767	Prak.g_01117	Syat.g_00894
OG0000768	Prak.g_01116	Syat.g_00893
OG0000769	Prak.g_01114	Syat.g_00891
OG0000770	Prak.g_00593	Syat.g_00886
OG0000771	Prak.g_01487	Syat.g_00788
OG0000772	Prak.g_01571	Syat.g_01768
OG0000773	Prak.g_01268	Syat.g_01114
OG0000774	Prak.g_01270	Syat.g_01146
OG0000775	Prak.g_01272	Syat.g_01148
OG0000776	Prak.g_01273	Syat.g_01149
OG0000777	Prak.g_01274	Syat.g_01150
OG0000778	Prak.g_01275	Syat.g_01151
OG0000779	Prak.g_01279	Syat.g_01154
OG0000780	Prak.g_01280	Syat.g_01157
OG0000781	Prak.g_01284	Syat.g_01161
OG0000782	Prak.g_01285	Syat.g_01162
OG0000783	Prak.g_01286	Syat.g_01163
OG0000784	Prak.g_01287	Syat.g_01164
OG0000785	Prak.g_01289	Syat.g_01166
OG0000786	Prak.g_01292	Syat.g_01170
OG0000787	Prak.g_01293	Syat.g_01171
OG0000788	Prak.g_00460	Syat.g_00087
OG0000789	Prak.g_01490	Syat.g_00845
OG0000790	Prak.g_01334	Syat.g_01300
OG0000791	Prak.g_01336	Syat.g_01302
OG0000792	Prak.g_01337	Syat.g_01303
OG0000793	Prak.g_01340	Syat.g_01412
OG0000794	Prak.g_01341	Syat.g_01414
OG0000795	Prak.g_01342	Syat.g_01416
OG0000796	Prak.g_01346	Syat.g_01422
OG0000797	Prak.g_01347	Syat.g_01423
OG0000798	Prak.g_00696	Syat.g_01214
OG0000799	Prak.g_01374	Syat.g_01256
OG0000800	Prak.g_01375	Syat.g_01255
OG0000801	Prak.g_01376	Syat.g_01253
OG0000802	Prak.g_01378	Syat.g_01245
OG0000803	Prak.g_01380	Syat.g_01241
OG0000804	Prak.g_01381	Syat.g_01238
OG0000805	Prak.g_01383	Syat.g_01236
OG0000806	Prak.g_01385	Syat.g_01234
OG0000807	Prak.g_01386	Syat.g_01233
OG0000808	Prak.g_01387	Syat.g_01232
OG0000809	Prak.g_01389	Syat.g_01229
OG0000810	Prak.g_01390	Syat.g_01228
OG0000811	Prak.g_01394	Syat.g_01186
OG0000812	Prak.g_01396	Syat.g_01182
OG0000813	Prak.g_01397	Syat.g_01181
OG0000814	Prak.g_01399	Syat.g_01179
OG0000815	Prak.g_01400	Syat.g_01177
OG0000816	Prak.g_01402	Syat.g_01175
OG0000817	Prak.g_01403	Syat.g_01279
OG0000818	Prak.g_01408	Syat.g_01325
OG0000819	Prak.g_01409	Syat.g_01326
OG0000820	Prak.g_01410	Syat.g_01327
OG0000821	Prak.g_01414	Syat.g_01333
OG0000822	Prak.g_01415	Syat.g_01335
OG0000823	Prak.g_01416	Syat.g_01336
OG0000824	Prak.g_01419	Syat.g_01342
OG0000825	Prak.g_01420	Syat.g_01343
OG0000826	Prak.g_01421	Syat.g_01344
OG0000827	Prak.g_01422	Syat.g_01345
OG0000828	Prak.g_01425	Syat.g_01348
OG0000829	Prak.g_01426	Syat.g_01349
OG0000830	Prak.g_01427	Syat.g_01350
OG0000831	Prak.g_01429	Syat.g_01353
OG0000832	Prak.g_01439	Syat.g_02982
OG0000833	Prak.g_01448	Syat.g_03072
OG0000834	Prak.g_01449	Syat.g_03073
OG0000835	Prak.g_01450	Syat.g_03075
OG0000836	Prak.g_01451	Syat.g_03078
OG0000837	Prak.g_01452	Syat.g_03079
OG0000838	Prak.g_01454	Syat.g_03083
OG0000839	Prak.g_01455	Syat.g_03084
OG0000840	Prak.g_01456	Syat.g_03085
OG0000841	Prak.g_01457	Syat.g_03086
OG0000842	Prak.g_01458	Syat.g_03087
OG0000843	Prak.g_01459	Syat.g_03088
OG0000844	Prak.g_01460	Syat.g_03090
OG0000845	Prak.g_01461	Syat.g_03091
OG0000846	Prak.g_01462	Syat.g_03092
OG0000847	Prak.g_01463	Syat.g_03093
OG0000848	Prak.g_01464	Syat.g_03095
OG0000849	Prak.g_01465	Syat.g_03096
OG0000850	Prak.g_01467	Syat.g_03098
OG0000851	Prak.g_01468	Syat.g_03101
OG0000852	Prak.g_01469	Syat.g_03102
OG0000853	Prak.g_01475	Syat.g_03106
OG0000854	Prak.g_01477	Syat.g_03108
OG0000855	Prak.g_01478	Syat.g_03109
OG0000856	Prak.g_00590	Syat.g_03305
OG0000857	Prak.g_00860	Syat.g_00500
OG0000858	Prak.g_01638	Syat.g_03114
OG0000859	Prak.g_01639	Syat.g_03115
OG0000860	Prak.g_01647	Syat.g_03126
OG0000861	Prak.g_01648	Syat.g_03127
OG0000862	Prak.g_01649	Syat.g_03136
OG0000863	Prak.g_01651	Syat.g_03138
OG0000864	Prak.g_01652	Syat.g_03139
OG0000865	Prak.g_01653	Syat.g_03140
OG0000866	Prak.g_01654	Syat.g_03141
OG0000867	Prak.g_01655	Syat.g_03142
OG0000868	Prak.g_01657	Syat.g_03067
OG0000869	Prak.g_01660	Syat.g_03054
OG0000870	Prak.g_01665	Syat.g_03049
OG0000871	Prak.g_01666	Syat.g_03048
OG0000872	Prak.g_01667	Syat.g_03042
OG0000873	Prak.g_01670	Syat.g_03039
OG0000874	Prak.g_01673	Syat.g_03037
OG0000875	Prak.g_01674	Syat.g_03035
OG0000876	Prak.g_01675	Syat.g_00745
OG0000877	Prak.g_01677	Syat.g_03024
OG0000878	Prak.g_01678	Syat.g_03023
OG0000879	Prak.g_01679	Syat.g_03022
OG0000880	Prak.g_01680	Syat.g_03021
OG0000881	Prak.g_01684	Syat.g_03016
OG0000882	Prak.g_01689	Syat.g_03011
OG0000883	Prak.g_01691	Syat.g_03007
OG0000884	Prak.g_01693	Syat.g_03005
OG0000885	Prak.g_01694	Syat.g_03004
OG0000886	Prak.g_01695	Syat.g_03003
OG0000887	Prak.g_01696	Syat.g_03002
OG0000888	Prak.g_01698	Syat.g_03000
OG0000889	Prak.g_01700	Syat.g_02997
OG0000890	Prak.g_01701	Syat.g_02994
OG0000891	Prak.g_01702	Syat.g_02993
OG0000892	Prak.g_01704	Syat.g_02992
OG0000893	Prak.g_01708	Syat.g_01864
OG0000894	Prak.g_01711	Syat.g_01860
OG0000895	Prak.g_01715	Syat.g_01856
OG0000896	Prak.g_01716	Syat.g_01855
OG0000897	Prak.g_01718	Syat.g_01853
OG0000898	Prak.g_01719	Syat.g_01852
OG0000899	Prak.g_01720	Syat.g_01851
OG0000900	Prak.g_01721	Syat.g_01850
OG0000901	Prak.g_01724	Syat.g_01845
OG0000902	Prak.g_01726	Syat.g_01843
OG0000903	Prak.g_01730	Syat.g_01830
OG0000904	Prak.g_01734	Syat.g_01834
OG0000905	Prak.g_01728	Syat.g_01839
OG0000906	Prak.g_01727	Syat.g_01841
OG0000907	Prak.g_01737	Syat.g_01828
OG0000908	Prak.g_01740	Syat.g_01825
OG0000909	Prak.g_01741	Syat.g_01824
OG0000910	Prak.g_01742	Syat.g_01823
OG0000911	Prak.g_01744	Syat.g_01821
OG0000912	Prak.g_01745	Syat.g_01820
OG0000913	Prak.g_01746	Syat.g_01819
OG0000914	Prak.g_01747	Syat.g_01818
OG0000915	Prak.g_01748	Syat.g_01816
OG0000916	Prak.g_01749	Syat.g_01815
OG0000917	Prak.g_01750	Syat.g_01814
OG0000918	Prak.g_01751	Syat.g_01813
OG0000919	Prak.g_01752	Syat.g_01812
OG0000920	Prak.g_01753	Syat.g_01811
OG0000921	Prak.g_01754	Syat.g_01810
OG0000922	Prak.g_01755	Syat.g_01809
OG0000923	Prak.g_01759	Syat.g_01805
OG0000924	Prak.g_01760	Syat.g_01804
OG0000925	Prak.g_01761	Syat.g_01803
OG0000926	Prak.g_01762	Syat.g_01802
OG0000927	Prak.g_01764	Syat.g_01800
OG0000928	Prak.g_01765	Syat.g_01799
OG0000929	Prak.g_01766	Syat.g_01798
OG0000930	Prak.g_01767	Syat.g_01797
OG0000931	Prak.g_01768	Syat.g_01796
OG0000932	Prak.g_01769	Syat.g_01794
OG0000933	Prak.g_01773	Syat.g_01788
OG0000934	Prak.g_01775	Syat.g_01786
OG0000935	Prak.g_01776	Syat.g_01665
OG0000936	Prak.g_01777	Syat.g_01664
OG0000937	Prak.g_01778	Syat.g_01663
OG0000938	Prak.g_01781	Syat.g_01659
OG0000939	Prak.g_01782	Syat.g_01658
OG0000940	Prak.g_01789	Syat.g_01651
OG0000941	Prak.g_01791	Syat.g_01649
OG0000942	Prak.g_01793	Syat.g_01647
OG0000943	Prak.g_01794	Syat.g_01646
OG0000944	Prak.g_01796	Syat.g_01644
OG0000945	Prak.g_01797	Syat.g_01643
OG0000946	Prak.g_01802	Syat.g_01633
OG0000947	Prak.g_01804	Syat.g_01630
OG0000948	Prak.g_01805	Syat.g_01629
OG0000949	Prak.g_01808	Syat.g_02142
OG0000950	Prak.g_01815	Syat.g_02152
OG0000951	Prak.g_01819	Syat.g_02157
OG0000952	Prak.g_01823	Syat.g_02162
OG0000953	Prak.g_01827	Syat.g_02166
OG0000954	Prak.g_01831	Syat.g_02187
OG0000955	Prak.g_01832	Syat.g_02188
OG0000956	Prak.g_01834	Syat.g_02191
OG0000957	Prak.g_01840	Syat.g_02204
OG0000958	Prak.g_01841	Syat.g_02205
OG0000959	Prak.g_01845	Syat.g_02212
OG0000960	Prak.g_01846	Syat.g_02213
OG0000961	Prak.g_01849	Syat.g_02873
OG0000962	Prak.g_01851	Syat.g_02223
OG0000963	Prak.g_01855	Syat.g_02226
OG0000964	Prak.g_01856	Syat.g_02227
OG0000965	Prak.g_01857	Syat.g_02228
OG0000966	Prak.g_01863	Syat.g_02259
OG0000967	Prak.g_01867	Syat.g_02263
OG0000968	Prak.g_01869	Syat.g_02269
OG0000969	Prak.g_01870	Syat.g_02271
OG0000970	Prak.g_01871	Syat.g_02272
OG0000971	Prak.g_01872	Syat.g_02274
OG0000972	Prak.g_01873	Syat.g_02275
OG0000973	Prak.g_01874	Syat.g_02276
OG0000974	Prak.g_01875	Syat.g_02277
OG0000975	Prak.g_01876	Syat.g_02278
OG0000976	Prak.g_01877	Syat.g_02279
OG0000977	Prak.g_01878	Syat.g_02281
OG0000978	Prak.g_01879	Syat.g_02283
OG0000979	Prak.g_01882	Syat.g_02286
OG0000980	Prak.g_01884	Syat.g_02289
OG0000981	Prak.g_01887	Syat.g_02292
OG0000982	Prak.g_01889	Syat.g_02691
OG0000983	Prak.g_01890	Syat.g_02690
OG0000984	Prak.g_01891	Syat.g_02689
OG0000985	Prak.g_01894	Syat.g_02685
OG0000986	Prak.g_01896	Syat.g_02680
OG0000987	Prak.g_01897	Syat.g_02678
OG0000988	Prak.g_01900	Syat.g_02672
OG0000989	Prak.g_01904	Syat.g_02657
OG0000990	Prak.g_01908	Syat.g_02500
OG0000991	Prak.g_01909	Syat.g_02503
OG0000992	Prak.g_01912	Syat.g_02507
OG0000993	Prak.g_01913	Syat.g_02508
OG0000994	Prak.g_01914	Syat.g_02512
OG0000995	Prak.g_01918	Syat.g_02517
OG0000996	Prak.g_01919	Syat.g_02446
OG0000997	Prak.g_01922	Syat.g_02417
OG0000998	Prak.g_01924	Syat.g_02415
OG0000999	Prak.g_01925	Syat.g_02414
OG0001001	Prak.g_01931	Syat.g_02400
OG0001002	Prak.g_01936	Syat.g_02394
OG0001003	Prak.g_01937	Syat.g_02392
OG0001004	Prak.g_01938	Syat.g_02391
OG0001005	Prak.g_01939	Syat.g_02390
OG0001006	Prak.g_01943	Syat.g_02378
OG0001007	Prak.g_01945	Syat.g_02376
OG0001008	Prak.g_00399	Syat.g_02971
OG0001009	Prak.g_00027	Syat.g_02311
OG0001010	Prak.g_00028	Syat.g_02310
OG0001011	Prak.g_00030	Syat.g_02308
OG0001012	Prak.g_00044	Syat.g_01004
OG0001013	Prak.g_00051	Syat.g_02716
OG0001014	Prak.g_00054	Syat.g_02721
OG0001015	Prak.g_00056	Syat.g_02722
OG0001016	Prak.g_00078	Syat.g_01474
OG0001017	Prak.g_00082	Syat.g_01480
OG0001018	Prak.g_00084	Syat.g_01482
OG0001019	Prak.g_00093	Syat.g_01532
OG0001020	Prak.g_00094	Syat.g_01539
OG0001021	Prak.g_00095	Syat.g_01552
OG0001022	Prak.g_00098	Syat.g_01555
OG0001023	Prak.g_00099	Syat.g_01556
OG0001024	Prak.g_00103	Syat.g_01560
OG0001025	Prak.g_00110	Syat.g_01566
OG0001026	Prak.g_00119	Syat.g_01582
OG0001027	Prak.g_00120	Syat.g_02947
OG0001028	Prak.g_00122	Syat.g_02944
OG0001029	Prak.g_00123	Syat.g_02942
OG0001030	Prak.g_00139	Syat.g_02922
OG0001031	Prak.g_00199	Syat.g_02836
OG0001032	Prak.g_00200	Syat.g_02834
OG0001033	Prak.g_00221	Syat.g_02784
OG0001034	Prak.g_00252	Syat.g_01448
OG0001035	Prak.g_00272	Syat.g_01885
OG0001036	Prak.g_00276	Syat.g_01939
OG0001037	Prak.g_00277	Syat.g_01941
OG0001038	Prak.g_00296	Syat.g_02058
OG0001039	Prak.g_00299	Syat.g_02061
OG0001040	Prak.g_00301	Syat.g_02064
OG0001041	Prak.g_00306	Syat.g_02070
OG0001042	Prak.g_00323	Syat.g_02100
OG0001043	Prak.g_00324	Syat.g_02103
OG0001044	Prak.g_00355	Syat.g_01615
OG0001045	Prak.g_00364	Syat.g_01602
OG0001046	Prak.g_01597	Syat.g_00552
OG0001047	Prak.g_00401	Syat.g_02973
OG0001048	Prak.g_00402	Syat.g_02974
OG0001049	Prak.g_00404	Syat.g_01290
OG0001050	Prak.g_00405	Syat.g_01289
OG0001051	Prak.g_00406	Syat.g_01288
OG0001052	Prak.g_00432	Syat.g_01375
OG0001053	Prak.g_00444	Syat.g_03173
OG0001054	Prak.g_00459	Syat.g_03192
OG0001055	Prak.g_00478	Syat.g_03224
OG0001056	Prak.g_00495	Syat.g_03275
OG0001057	Prak.g_00500	Syat.g_00102
OG0001058	Prak.g_00509	Syat.g_00079
OG0001059	Prak.g_00513	Syat.g_00075
OG0001061	Prak.g_00534	Syat.g_00051
OG0001062	Prak.g_00536	Syat.g_00048
OG0001063	Prak.g_00538	Syat.g_00042
OG0001064	Prak.g_00539	Syat.g_00041
OG0001065	Prak.g_00540	Syat.g_00040
OG0001066	Prak.g_00541	Syat.g_00039
OG0001067	Prak.g_00542	Syat.g_00038
OG0001068	Prak.g_00543	Syat.g_00037
OG0001069	Prak.g_00544	Syat.g_00036
OG0001070	Prak.g_00548	Syat.g_00032
OG0001071	Prak.g_00549	Syat.g_00031
OG0001072	Prak.g_00551	Syat.g_00028
OG0001073	Prak.g_00565	Syat.g_00009
OG0001074	Prak.g_00577	Syat.g_01015
OG0001075	Prak.g_00578	Syat.g_01037
OG0001076	Prak.g_00585	Syat.g_03315
OG0001077	Prak.g_00591	Syat.g_03290
OG0001078	Prak.g_01107	Syat.g_00118
OG0001079	Prak.g_01095	Syat.g_00378
OG0001080	Prak.g_01089	Syat.g_00368
OG0001081	Prak.g_01087	Syat.g_00366
OG0001082	Prak.g_01086	Syat.g_00365
OG0001083	Prak.g_01081	Syat.g_00390
OG0001084	Prak.g_01080	Syat.g_00391
OG0001085	Prak.g_00797	Syat.g_00408
OG0001086	Prak.g_00798	Syat.g_00410
OG0001087	Prak.g_00816	Syat.g_03277
OG0001088	Prak.g_00817	Syat.g_02496
OG0001089	Prak.g_00828	Syat.g_00818
OG0001090	Prak.g_00838	Syat.g_00659
OG0001091	Prak.g_01060	Syat.g_00661
OG0001092	Prak.g_01059	Syat.g_00663
OG0001093	Prak.g_01054	Syat.g_00669
OG0001094	Prak.g_01061	Syat.g_00473
OG0001095	Prak.g_00858	Syat.g_00497
OG0001096	Prak.g_00872	Syat.g_00516
OG0001097	Prak.g_00892	Syat.g_00743
OG0001098	Prak.g_00911	Syat.g_01672
OG0001099	Prak.g_00753	Syat.g_02943
OG0001100	Prak.g_00761	Syat.g_00418
OG0001101	Prak.g_00764	Syat.g_00420
OG0001102	Prak.g_00767	Syat.g_00423
OG0001103	Prak.g_00769	Syat.g_00425
OG0001104	Prak.g_00792	Syat.g_00458
OG0001105	Prak.g_00796	Syat.g_00461
OG0001106	Prak.g_00964	Syat.g_00598
OG0001107	Prak.g_00971	Syat.g_00580
OG0001108	Prak.g_00975	Syat.g_00570
OG0001109	Prak.g_00976	Syat.g_00568
OG0001110	Prak.g_00978	Syat.g_00566
OG0001111	Prak.g_00979	Syat.g_00564
OG0001112	Prak.g_00980	Syat.g_00562
OG0001113	Prak.g_00981	Syat.g_00561
OG0001114	Prak.g_00982	Syat.g_00560
OG0001115	Prak.g_00984	Syat.g_00557
OG0001116	Prak.g_00985	Syat.g_00555
OG0001117	Prak.g_00986	Syat.g_00554
OG0001118	Prak.g_00987	Syat.g_00553
OG0001119	Prak.g_00988	Syat.g_00551
OG0001120	Prak.g_00990	Syat.g_00546
OG0001122	Prak.g_01010	Syat.g_00711
OG0001123	Prak.g_01016	Syat.g_00704
OG0001124	Prak.g_01018	Syat.g_00702
OG0001125	Prak.g_01020	Syat.g_00700
OG0001126	Prak.g_00931	Syat.g_00790
OG0001127	Prak.g_00930	Syat.g_00789
OG0001128	Prak.g_00928	Syat.g_00786
OG0001129	Prak.g_00927	Syat.g_00784
OG0001130	Prak.g_00926	Syat.g_00783
OG0001131	Prak.g_00383	Syat.g_01674
OG0001132	Prak.g_00712	Syat.g_00965
OG0001133	Prak.g_01328	Syat.g_03311
OG0001136	Prak.g_01175	Syat.g_03257
OG0001137	Prak.g_01163	Syat.g_00306
OG0001138	Prak.g_01142	Syat.g_00214
OG0001139	Prak.g_01140	Syat.g_00209
OG0001140	Prak.g_01139	Syat.g_00208
OG0001141	Prak.g_01138	Syat.g_00207
OG0001142	Prak.g_01137	Syat.g_00206
OG0001143	Prak.g_01130	Syat.g_00925
OG0001144	Prak.g_01125	Syat.g_00906
OG0001145	Prak.g_01269	Syat.g_01117
OG0001146	Prak.g_01281	Syat.g_01158
OG0001147	Prak.g_01301	Syat.g_01368
OG0001148	Prak.g_01331	Syat.g_01297
OG0001149	Prak.g_01332	Syat.g_01298
OG0001150	Prak.g_01333	Syat.g_01299
OG0001151	Prak.g_01344	Syat.g_01420
OG0001152	Prak.g_01345	Syat.g_01421
OG0001153	Prak.g_01423	Syat.g_01346
OG0001154	Prak.g_01424	Syat.g_01347
OG0001155	Prak.g_01441	Syat.g_02774
OG0001156	Prak.g_01444	Syat.g_02978
OG0001157	Prak.g_01445	Syat.g_02977
OG0001158	Prak.g_01446	Syat.g_02976
OG0001159	Prak.g_01447	Syat.g_02975
OG0001160	Prak.g_01473	Syat.g_03104
OG0001161	Prak.g_01588	Syat.g_02384
OG0001162	Prak.g_01526	Syat.g_01528
OG0001163	Prak.g_01636	Syat.g_03112
OG0001164	Prak.g_01640	Syat.g_03116
OG0001165	Prak.g_01643	Syat.g_03121
OG0001166	Prak.g_01664	Syat.g_03050
OG0001167	Prak.g_01681	Syat.g_03019
OG0001168	Prak.g_01683	Syat.g_03017
OG0001169	Prak.g_01685	Syat.g_03015
OG0001170	Prak.g_01687	Syat.g_03013
OG0001171	Prak.g_01697	Syat.g_03001
OG0001172	Prak.g_01713	Syat.g_01858
