Orthogroup	Prak	Syap
OG0000586	Prak.g_00575	Syap.g_01525
OG0000587	Prak.g_00576	Syap.g_01523
OG0000588	Prak.g_00580	Syap.g_00776
OG0000589	Prak.g_00582	Syap.g_00941
OG0000590	Prak.g_00583	Syap.g_00940
OG0000591	Prak.g_00587	Syap.g_01289
OG0000592	Prak.g_00588	Syap.g_01288
OG0000593	Prak.g_01111	Syap.g_00890
OG0000594	Prak.g_01110	Syap.g_00891
OG0000595	Prak.g_01109	Syap.g_00892
OG0000596	Prak.g_01105	Syap.g_00898
OG0000597	Prak.g_01102	Syap.g_00903
OG0000598	Prak.g_01101	Syap.g_00904
OG0000599	Prak.g_01098	Syap.g_00908
OG0000600	Prak.g_01097	Syap.g_00909
OG0000601	Prak.g_01096	Syap.g_00910
OG0000602	Prak.g_01094	Syap.g_00640
OG0000603	Prak.g_01093	Syap.g_00641
OG0000604	Prak.g_01092	Syap.g_02769
OG0000605	Prak.g_01091	Syap.g_02501, Syap.g_02771
OG0000606	Prak.g_01088	Syap.g_02506
OG0000607	Prak.g_01085	Syap.g_00093
OG0000608	Prak.g_01084	Syap.g_00094
OG0000609	Prak.g_01083	Syap.g_00096
OG0000610	Prak.g_01077	Syap.g_01963
OG0000611	Prak.g_01074	Syap.g_01958
OG0000612	Prak.g_01073	Syap.g_01957
OG0000613	Prak.g_00800	Syap.g_02480
OG0000615	Prak.g_00832	Syap.g_00154
OG0000616	Prak.g_01934	Syap.g_00127
OG0000617	Prak.g_01057	Syap.g_00513
OG0000618	Prak.g_01056	Syap.g_00514
OG0000619	Prak.g_01055	Syap.g_00515
OG0000620	Prak.g_01052	Syap.g_00520
OG0000621	Prak.g_01051	Syap.g_00521
OG0000622	Prak.g_01050	Syap.g_00523
OG0000623	Prak.g_01049	Syap.g_00526
OG0000624	Prak.g_01047	Syap.g_00527
OG0000625	Prak.g_01046	Syap.g_00528
OG0000626	Prak.g_01045	Syap.g_00529
OG0000627	Prak.g_01044	Syap.g_00848
OG0000628	Prak.g_01043	Syap.g_00850
OG0000629	Prak.g_01042	Syap.g_02334
OG0000630	Prak.g_01039	Syap.g_02793
OG0000631	Prak.g_00946	Syap.g_01724
OG0000632	Prak.g_00947	Syap.g_01725
OG0000633	Prak.g_00948	Syap.g_01726
OG0000634	Prak.g_00841	Syap.g_00190
OG0000635	Prak.g_00842	Syap.g_00191
OG0000636	Prak.g_00844	Syap.g_00193
OG0000637	Prak.g_00846	Syap.g_00195
OG0000638	Prak.g_00847	Syap.g_00196
OG0000639	Prak.g_00848	Syap.g_00197
OG0000640	Prak.g_00849	Syap.g_00198
OG0000641	Prak.g_00853	Syap.g_00203
OG0000642	Prak.g_00854	Syap.g_02732
OG0000643	Prak.g_00855	Syap.g_02731
OG0000644	Prak.g_00856	Syap.g_02730
OG0000645	Prak.g_00857	Syap.g_02726
OG0000646	Prak.g_00859	Syap.g_02723
OG0000647	Prak.g_00861	Syap.g_02721
OG0000648	Prak.g_00863	Syap.g_02719
OG0000649	Prak.g_00864	Syap.g_02718
OG0000650	Prak.g_00865	Syap.g_02717
OG0000651	Prak.g_00866	Syap.g_02716
OG0000652	Prak.g_00867	Syap.g_02715
OG0000653	Prak.g_00869	Syap.g_02713
OG0000654	Prak.g_00870	Syap.g_02711
OG0000655	Prak.g_00871	Syap.g_02710
OG0000656	Prak.g_00874	Syap.g_02706
OG0000657	Prak.g_00882	Syap.g_01845
OG0000658	Prak.g_00884	Syap.g_01841
OG0000659	Prak.g_00885	Syap.g_01840
OG0000660	Prak.g_00889	Syap.g_01835
OG0000662	Prak.g_00893	Syap.g_00823
OG0000663	Prak.g_00895	Syap.g_00826
OG0000664	Prak.g_00896	Syap.g_00828
OG0000665	Prak.g_00902	Syap.g_02331
OG0000666	Prak.g_00903	Syap.g_01573
OG0000667	Prak.g_00907	Syap.g_01979
OG0000668	Prak.g_00748	Syap.g_02765
OG0000669	Prak.g_00759	Syap.g_02371
OG0000670	Prak.g_00762	Syap.g_02368
OG0000671	Prak.g_00765	Syap.g_01260
OG0000672	Prak.g_00768	Syap.g_01257
OG0000673	Prak.g_00771	Syap.g_01253
OG0000674	Prak.g_00773	Syap.g_01251
OG0000675	Prak.g_00774	Syap.g_01250
OG0000676	Prak.g_00776	Syap.g_01248
OG0000677	Prak.g_00777	Syap.g_01246
OG0000678	Prak.g_00779	Syap.g_01239
OG0000679	Prak.g_00783	Syap.g_00157
OG0000680	Prak.g_00784	Syap.g_00158
OG0000681	Prak.g_00787	Syap.g_00163
OG0000682	Prak.g_00788	Syap.g_00165
OG0000683	Prak.g_00789	Syap.g_00166
OG0000684	Prak.g_00791	Syap.g_00169
OG0000685	Prak.g_00793	Syap.g_00172
OG0000686	Prak.g_00794	Syap.g_00173
OG0000687	Prak.g_00795	Syap.g_00174
OG0000688	Prak.g_01069	Syap.g_00178
OG0000689	Prak.g_01068	Syap.g_00180
OG0000690	Prak.g_01067	Syap.g_00181
OG0000691	Prak.g_01066	Syap.g_00182
OG0000692	Prak.g_01064	Syap.g_00184
OG0000693	Prak.g_01063	Syap.g_00185
OG0000694	Prak.g_01062	Syap.g_00186
OG0000695	Prak.g_00950	Syap.g_01729
OG0000696	Prak.g_00951	Syap.g_01730
OG0000697	Prak.g_00952	Syap.g_01734
OG0000698	Prak.g_00955	Syap.g_01737
OG0000699	Prak.g_00956	Syap.g_01738
OG0000700	Prak.g_00957	Syap.g_01739
OG0000701	Prak.g_00958	Syap.g_01740
OG0000702	Prak.g_00960	Syap.g_01747
OG0000703	Prak.g_00961	Syap.g_01750
OG0000704	Prak.g_00963	Syap.g_01753
OG0000705	Prak.g_00966	Syap.g_02022
OG0000706	Prak.g_00967	Syap.g_02020
OG0000707	Prak.g_00968	Syap.g_02019
OG0000708	Prak.g_00970	Syap.g_02016
OG0000709	Prak.g_00974	Syap.g_00121
OG0000711	Prak.g_00995	Syap.g_02686
OG0000712	Prak.g_00996	Syap.g_02688
OG0000713	Prak.g_00997	Syap.g_02689
OG0000714	Prak.g_00998	Syap.g_02691
OG0000715	Prak.g_01000	Syap.g_02693
OG0000716	Prak.g_01002	Syap.g_02696
OG0000717	Prak.g_01003	Syap.g_02697
OG0000718	Prak.g_01007	Syap.g_02701
OG0000719	Prak.g_01009	Syap.g_02767
OG0000720	Prak.g_01021	Syap.g_02780
OG0000721	Prak.g_01025	Syap.g_02782
OG0000722	Prak.g_01026	Syap.g_02783
OG0000723	Prak.g_01030	Syap.g_00532
OG0000725	Prak.g_00919	Syap.g_01559
OG0000726	Prak.g_00918	Syap.g_01560
OG0000727	Prak.g_00917	Syap.g_01561
OG0000728	Prak.g_00915	Syap.g_01564
OG0000729	Prak.g_01255	Syap.g_01122
OG0000730	Prak.g_01214	Syap.g_00572
OG0000731	Prak.g_00362	Syap.g_00560
OG0000732	Prak.g_01885	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prak.g_01551	Syap.g_01971
OG0000734	Prak.g_01188	Syap.g_02628
OG0000735	Prak.g_01186	Syap.g_00244
OG0000736	Prak.g_01185	Syap.g_00243
OG0000737	Prak.g_01184	Syap.g_00242
OG0000738	Prak.g_01180	Syap.g_00236
OG0000739	Prak.g_01179	Syap.g_00235
OG0000740	Prak.g_01178	Syap.g_00234
OG0000741	Prak.g_01176	Syap.g_00231
OG0000742	Prak.g_01173	Syap.g_00229
OG0000743	Prak.g_01171	Syap.g_00226
OG0000744	Prak.g_01170	Syap.g_00225
OG0000745	Prak.g_01169	Syap.g_00222
OG0000746	Prak.g_01167	Syap.g_00220
OG0000747	Prak.g_01166	Syap.g_00219
OG0000748	Prak.g_01162	Syap.g_00212
OG0000749	Prak.g_01161	Syap.g_00211
OG0000750	Prak.g_01160	Syap.g_00210
OG0000751	Prak.g_01157	Syap.g_00205
OG0000752	Prak.g_01155	Syap.g_01793
OG0000753	Prak.g_01153	Syap.g_02775
OG0000754	Prak.g_01150	Syap.g_01883
OG0000755	Prak.g_01144	Syap.g_01893
OG0000757	Prak.g_01136	Syap.g_00427
OG0000758	Prak.g_01135	Syap.g_00428
OG0000759	Prak.g_01134	Syap.g_00429
OG0000760	Prak.g_01133	Syap.g_00430
OG0000761	Prak.g_01132	Syap.g_00431
OG0000762	Prak.g_01131	Syap.g_00434
OG0000763	Prak.g_01129	Syap.g_02624
OG0000764	Prak.g_01128	Syap.g_02623
OG0000765	Prak.g_01120	Syap.g_02440
OG0000766	Prak.g_01119	Syap.g_02439
OG0000767	Prak.g_01117	Syap.g_02437
OG0000768	Prak.g_01116	Syap.g_02436
OG0000769	Prak.g_01114	Syap.g_02434
OG0000770	Prak.g_00593	Syap.g_02431
OG0000772	Prak.g_01571	Syap.g_02295
OG0000773	Prak.g_01268	Syap.g_00885
OG0000774	Prak.g_01270	Syap.g_01473
OG0000775	Prak.g_01272	Syap.g_01475
OG0000776	Prak.g_01273	Syap.g_01476
OG0000777	Prak.g_01274	Syap.g_01478
OG0000778	Prak.g_01275	Syap.g_01479
OG0000779	Prak.g_01279	Syap.g_01494
OG0000780	Prak.g_01280	Syap.g_01496
OG0000781	Prak.g_01284	Syap.g_02609
OG0000782	Prak.g_01285	Syap.g_02611
OG0000783	Prak.g_01286	Syap.g_02612
OG0000784	Prak.g_01287	Syap.g_02613
OG0000785	Prak.g_01289	Syap.g_02281
OG0000786	Prak.g_01292	Syap.g_02287
OG0000787	Prak.g_01293	Syap.g_02288
OG0000788	Prak.g_00460	Syap.g_01932
OG0000789	Prak.g_01490	Syap.g_00372
OG0000791	Prak.g_01336	Syap.g_02520
OG0000792	Prak.g_01337	Syap.g_02519
OG0000793	Prak.g_01340	Syap.g_02141
OG0000794	Prak.g_01341	Syap.g_02200
OG0000795	Prak.g_01342	Syap.g_02199
OG0000796	Prak.g_01346	Syap.g_02448
OG0000797	Prak.g_01347	Syap.g_02449
OG0000798	Prak.g_00696	Syap.g_01269
OG0000799	Prak.g_01374	Syap.g_02488
OG0000800	Prak.g_01375	Syap.g_02487
OG0000801	Prak.g_01376	Syap.g_02486
OG0000802	Prak.g_01378	Syap.g_02659
OG0000803	Prak.g_01380	Syap.g_02109
OG0000804	Prak.g_01381	Syap.g_02113
OG0000805	Prak.g_01383	Syap.g_02115
OG0000806	Prak.g_01385	Syap.g_02117
OG0000807	Prak.g_01386	Syap.g_02118
OG0000808	Prak.g_01387	Syap.g_02119
OG0000809	Prak.g_01389	Syap.g_02122
OG0000810	Prak.g_01390	Syap.g_02124
OG0000811	Prak.g_01394	Syap.g_02472
OG0000812	Prak.g_01396	Syap.g_02474
OG0000813	Prak.g_01397	Syap.g_02475
OG0000814	Prak.g_01399	Syap.g_02753
OG0000815	Prak.g_01400	Syap.g_02752
OG0000816	Prak.g_01402	Syap.g_02289
OG0000817	Prak.g_01403	Syap.g_02527
OG0000818	Prak.g_01408	Syap.g_02001
OG0000819	Prak.g_01409	Syap.g_02002
OG0000820	Prak.g_01410	Syap.g_02003
OG0000821	Prak.g_01414	Syap.g_02009
OG0000822	Prak.g_01415	Syap.g_02011
OG0000824	Prak.g_01419	Syap.g_00008
OG0000825	Prak.g_01420	Syap.g_00009
OG0000826	Prak.g_01421	Syap.g_00010
OG0000827	Prak.g_01422	Syap.g_00011
OG0000828	Prak.g_01425	Syap.g_00014
OG0000829	Prak.g_01426	Syap.g_00015
OG0000830	Prak.g_01427	Syap.g_00016
OG0000831	Prak.g_01429	Syap.g_00019
OG0000832	Prak.g_01439	Syap.g_00752
OG0000833	Prak.g_01448	Syap.g_00021
OG0000834	Prak.g_01449	Syap.g_00023
OG0000835	Prak.g_01450	Syap.g_00024
OG0000836	Prak.g_01451	Syap.g_00026
OG0000837	Prak.g_01452	Syap.g_00027
OG0000838	Prak.g_01454	Syap.g_00031
OG0000839	Prak.g_01455	Syap.g_00032
OG0000840	Prak.g_01456	Syap.g_00033
OG0000841	Prak.g_01457	Syap.g_00034
OG0000842	Prak.g_01458	Syap.g_00035
OG0000843	Prak.g_01459	Syap.g_00036
OG0000844	Prak.g_01460	Syap.g_00039
OG0000845	Prak.g_01461	Syap.g_00040
OG0000846	Prak.g_01462	Syap.g_00042
OG0000847	Prak.g_01463	Syap.g_00043
OG0000848	Prak.g_01464	Syap.g_00045
OG0000849	Prak.g_01465	Syap.g_00046
OG0000850	Prak.g_01467	Syap.g_00310
OG0000851	Prak.g_01468	Syap.g_01214
OG0000852	Prak.g_01469	Syap.g_01215
OG0000853	Prak.g_01475	Syap.g_01219
OG0000854	Prak.g_01477	Syap.g_01222
OG0000855	Prak.g_01478	Syap.g_01223
OG0000856	Prak.g_00590	Syap.g_01286
OG0000857	Prak.g_00860	Syap.g_02722
OG0000858	Prak.g_01638	Syap.g_00612
OG0000859	Prak.g_01639	Syap.g_00613
OG0000860	Prak.g_01647	Syap.g_00623
OG0000861	Prak.g_01648	Syap.g_02789
OG0000862	Prak.g_01649	Syap.g_01789
OG0000863	Prak.g_01651	Syap.g_01784
OG0000864	Prak.g_01652	Syap.g_01783
OG0000865	Prak.g_01653	Syap.g_01781, Syap.g_01782
OG0000866	Prak.g_01654	Syap.g_01780
OG0000867	Prak.g_01655	Syap.g_01779
OG0000868	Prak.g_01657	Syap.g_01775
OG0000869	Prak.g_01660	Syap.g_01770
OG0000870	Prak.g_01665	Syap.g_01401
OG0000871	Prak.g_01666	Syap.g_01400
OG0000872	Prak.g_01667	Syap.g_01394
OG0000873	Prak.g_01670	Syap.g_01390
OG0000874	Prak.g_01673	Syap.g_01388
OG0000875	Prak.g_01674	Syap.g_01386
OG0000876	Prak.g_01675	Syap.g_00822
OG0000877	Prak.g_01677	Syap.g_01380
OG0000878	Prak.g_01678	Syap.g_01378
OG0000879	Prak.g_01679	Syap.g_01377
OG0000880	Prak.g_01680	Syap.g_01376
OG0000882	Prak.g_01689	Syap.g_01516
OG0000883	Prak.g_01691	Syap.g_01511
OG0000884	Prak.g_01693	Syap.g_01509
OG0000885	Prak.g_01694	Syap.g_01508
OG0000886	Prak.g_01695	Syap.g_01507
OG0000887	Prak.g_01696	Syap.g_01506
OG0000888	Prak.g_01698	Syap.g_01504
OG0000889	Prak.g_01700	Syap.g_01502
OG0000890	Prak.g_01701	Syap.g_01499
OG0000891	Prak.g_01702	Syap.g_01498
OG0000892	Prak.g_01704	Syap.g_02671
OG0000893	Prak.g_01708	Syap.g_02497
OG0000894	Prak.g_01711	Syap.g_02679
OG0000895	Prak.g_01715	Syap.g_00546
OG0000896	Prak.g_01716	Syap.g_00545
OG0000897	Prak.g_01718	Syap.g_00543
OG0000898	Prak.g_01719	Syap.g_00542
OG0000899	Prak.g_01720	Syap.g_00541
OG0000900	Prak.g_01721	Syap.g_00540
OG0000901	Prak.g_01724	Syap.g_01930
OG0000902	Prak.g_01726	Syap.g_01929
OG0000903	Prak.g_01730	Syap.g_01916
OG0000904	Prak.g_01734	Syap.g_01922
OG0000905	Prak.g_01728	Syap.g_01925
OG0000906	Prak.g_01727	Syap.g_01927
OG0000907	Prak.g_01737	Syap.g_01914
OG0000908	Prak.g_01740	Syap.g_01235
OG0000909	Prak.g_01741	Syap.g_01236
OG0000910	Prak.g_01742	Syap.g_01237
OG0000911	Prak.g_01744	Syap.g_00511
OG0000912	Prak.g_01745	Syap.g_00510
OG0000913	Prak.g_01746	Syap.g_00509
OG0000914	Prak.g_01747	Syap.g_00508
OG0000915	Prak.g_01748	Syap.g_00506
OG0000916	Prak.g_01749	Syap.g_00505
OG0000917	Prak.g_01750	Syap.g_00504
OG0000918	Prak.g_01751	Syap.g_00503
OG0000919	Prak.g_01752	Syap.g_00502
OG0000920	Prak.g_01753	Syap.g_00501
OG0000921	Prak.g_01754	Syap.g_00500
OG0000922	Prak.g_01755	Syap.g_00499
OG0000923	Prak.g_01759	Syap.g_00495
OG0000924	Prak.g_01760	Syap.g_00494
OG0000925	Prak.g_01761	Syap.g_00493
OG0000926	Prak.g_01762	Syap.g_00492
OG0000927	Prak.g_01764	Syap.g_00490
OG0000928	Prak.g_01765	Syap.g_00489
OG0000929	Prak.g_01766	Syap.g_00488
OG0000930	Prak.g_01767	Syap.g_00487
OG0000931	Prak.g_01768	Syap.g_00486
OG0000932	Prak.g_01769	Syap.g_00485
OG0000933	Prak.g_01773	Syap.g_00479
OG0000934	Prak.g_01775	Syap.g_00477
OG0000935	Prak.g_01776	Syap.g_00476
OG0000936	Prak.g_01777	Syap.g_00475
OG0000937	Prak.g_01778	Syap.g_00474
OG0000938	Prak.g_01781	Syap.g_00471
OG0000939	Prak.g_01782	Syap.g_00469
OG0000940	Prak.g_01789	Syap.g_00460
OG0000941	Prak.g_01791	Syap.g_00458
OG0000942	Prak.g_01793	Syap.g_00606
OG0000943	Prak.g_01794	Syap.g_00604
OG0000944	Prak.g_01796	Syap.g_00602
OG0000945	Prak.g_01797	Syap.g_00601
OG0000946	Prak.g_01802	Syap.g_00595
OG0000947	Prak.g_01804	Syap.g_00591
OG0000948	Prak.g_01805	Syap.g_00590
OG0000949	Prak.g_01808	Syap.g_01051
OG0000950	Prak.g_01815	Syap.g_01061
OG0000951	Prak.g_01819	Syap.g_01070
OG0000952	Prak.g_01823	Syap.g_01074
OG0000953	Prak.g_01827	Syap.g_01078
OG0000954	Prak.g_01831	Syap.g_01089
OG0000955	Prak.g_01832	Syap.g_01090
OG0000956	Prak.g_01834	Syap.g_01092
OG0000957	Prak.g_01840	Syap.g_01109
OG0000958	Prak.g_01841	Syap.g_01110
OG0000959	Prak.g_01845	Syap.g_01114
OG0000960	Prak.g_01846	Syap.g_01115
OG0000961	Prak.g_01849	Syap.g_02170
OG0000962	Prak.g_01851	Syap.g_01121
OG0000963	Prak.g_01855	Syap.g_01124
OG0000964	Prak.g_01856	Syap.g_01125
OG0000965	Prak.g_01857	Syap.g_01126
OG0000966	Prak.g_01863	Syap.g_01141
OG0000967	Prak.g_01867	Syap.g_00633
OG0000968	Prak.g_01869	Syap.g_00998
OG0000969	Prak.g_01870	Syap.g_00996
OG0000970	Prak.g_01871	Syap.g_00995
OG0000971	Prak.g_01872	Syap.g_00993
OG0000972	Prak.g_01873	Syap.g_00992
OG0000973	Prak.g_01874	Syap.g_00991
OG0000974	Prak.g_01875	Syap.g_00990
OG0000975	Prak.g_01876	Syap.g_00989
OG0000976	Prak.g_01877	Syap.g_00988
OG0000977	Prak.g_01878	Syap.g_00986
OG0000978	Prak.g_01879	Syap.g_00985
OG0000979	Prak.g_01882	Syap.g_00980
OG0000980	Prak.g_01884	Syap.g_00977
OG0000981	Prak.g_01887	Syap.g_01812
OG0000982	Prak.g_01889	Syap.g_00132
OG0000983	Prak.g_01890	Syap.g_00134
OG0000984	Prak.g_01891	Syap.g_00135
OG0000985	Prak.g_01894	Syap.g_00140
OG0000986	Prak.g_01896	Syap.g_01044
OG0000987	Prak.g_01897	Syap.g_01033
OG0000988	Prak.g_01900	Syap.g_01027
OG0000989	Prak.g_01904	Syap.g_01011
OG0000990	Prak.g_01908	Syap.g_02087
OG0000991	Prak.g_01909	Syap.g_02091
OG0000992	Prak.g_01912	Syap.g_02095
OG0000993	Prak.g_01913	Syap.g_02097
OG0000994	Prak.g_01914	Syap.g_02101
OG0000996	Prak.g_01919	Syap.g_01817
OG0000997	Prak.g_01922	Syap.g_02590
OG0000998	Prak.g_01924	Syap.g_02591
OG0000999	Prak.g_01925	Syap.g_02592
OG0001001	Prak.g_01931	Syap.g_02605
OG0001002	Prak.g_01936	Syap.g_00124
OG0001003	Prak.g_01937	Syap.g_02310
OG0001004	Prak.g_01938	Syap.g_02311
OG0001005	Prak.g_01939	Syap.g_02312
OG0001006	Prak.g_01943	Syap.g_00053
OG0001007	Prak.g_01945	Syap.g_00055
OG0001008	Prak.g_00399	Syap.g_02060
OG0001012	Prak.g_00044	Syap.g_00371
OG0001013	Prak.g_00051	Syap.g_01325
OG0001016	Prak.g_00078	Syap.g_01695
OG0001033	Prak.g_00221	Syap.g_00105
OG0001035	Prak.g_00272	Syap.g_01594
OG0001038	Prak.g_00296	Syap.g_01362
OG0001039	Prak.g_00299	Syap.g_01359
OG0001040	Prak.g_00301	Syap.g_01356
OG0001041	Prak.g_00306	Syap.g_01352
OG0001043	Prak.g_00324	Syap.g_01676
OG0001044	Prak.g_00355	Syap.g_00571
OG0001053	Prak.g_00444	Syap.g_02253
OG0001054	Prak.g_00459	Syap.g_00274
OG0001055	Prak.g_00478	Syap.g_00252
OG0001059	Prak.g_00513	Syap.g_00306
OG0001060	Prak.g_00519	Syap.g_00299
OG0001061	Prak.g_00534	Syap.g_01309
OG0001062	Prak.g_00536	Syap.g_01314
OG0001072	Prak.g_00551	Syap.g_00441
OG0001073	Prak.g_00565	Syap.g_00122, Syap.g_00455
OG0001078	Prak.g_01107	Syap.g_00896
OG0001080	Prak.g_01089	Syap.g_02505
OG0001085	Prak.g_00797	Syap.g_01953
OG0001094	Prak.g_01061	Syap.g_00187
OG0001095	Prak.g_00858	Syap.g_02725
OG0001096	Prak.g_00872	Syap.g_02709
OG0001100	Prak.g_00761	Syap.g_02369
OG0001102	Prak.g_00767	Syap.g_01258
OG0001103	Prak.g_00769	Syap.g_01256
OG0001104	Prak.g_00792	Syap.g_00171
OG0001105	Prak.g_00796	Syap.g_00175
OG0001107	Prak.g_00971	Syap.g_02015
OG0001108	Prak.g_00975	Syap.g_00119
OG0001122	Prak.g_01010	Syap.g_02766
OG0001123	Prak.g_01016	Syap.g_01872
OG0001133	Prak.g_01328	Syap.g_01292
OG0001136	Prak.g_01175	Syap.g_00230
OG0001137	Prak.g_01163	Syap.g_00213
OG0001140	Prak.g_01139	Syap.g_02134
OG0001152	Prak.g_01345	Syap.g_02447
OG0001154	Prak.g_01424	Syap.g_00013
OG0001155	Prak.g_01441	Syap.g_00750
OG0001160	Prak.g_01473	Syap.g_01217
OG0001162	Prak.g_01526	Syap.g_02366
OG0001163	Prak.g_01636	Syap.g_00609
OG0001164	Prak.g_01640	Syap.g_00614
OG0001165	Prak.g_01643	Syap.g_00619
OG0001168	Prak.g_01683	Syap.g_01372
OG0001171	Prak.g_01697	Syap.g_01505
OG0001172	Prak.g_01713	Syap.g_00547
OG0001177	Prak.g_01733	Syap.g_01920
OG0001178	Prak.g_01650	Syap.g_01786, Syap.g_01787
OG0001179	Prak.g_01763	Syap.g_00491
OG0001180	Prak.g_01786	Syap.g_00097, Syap.g_00465
OG0001181	Prak.g_01790	Syap.g_00459
OG0001183	Prak.g_01803	Syap.g_00594
OG0001185	Prak.g_01837	Syap.g_01104
OG0001186	Prak.g_01861	Syap.g_01140
OG0001187	Prak.g_01864	Syap.g_01142
OG0001188	Prak.g_01866	Syap.g_00634
OG0001189	Prak.g_01883	Syap.g_00979
OG0001191	Prak.g_01898	Syap.g_01030
OG0001192	Prak.g_01903	Syap.g_01021
OG0001197	Prak.g_01935	Syap.g_00126
OG0001198	Prak.g_01942	Syap.g_00052
OG0001199	Prak.g_00079	Syap.g_01696
OG0001200	Prak.g_00081	Syap.g_01698
OG0001202	Prak.g_00212	Syap.g_01613
OG0001203	Prak.g_00254	Syap.g_01154
OG0001204	Prak.g_00260	Syap.g_01577
OG0001214	Prak.g_01106	Syap.g_00897
OG0001217	Prak.g_00728	Syap.g_01464
OG0001218	Prak.g_01235	Syap.g_00020
OG0001219	Prak.g_00944	Syap.g_02794
OG0001221	Prak.g_00781	Syap.g_01777
OG0001222	Prak.g_01023	Syap.g_02027
OG0001224	Prak.g_00924	Syap.g_01551
OG0001225	Prak.g_00922	Syap.g_01553
OG0001226	Prak.g_00600	Syap.g_02551
OG0001228	Prak.g_01122	Syap.g_01063
OG0001229	Prak.g_01234	Syap.g_00827
OG0001230	Prak.g_01384	Syap.g_02116
OG0001231	Prak.g_00384	Syap.g_00073
OG0001232	Prak.g_01668	Syap.g_01393
OG0001235	Prak.g_01729	Syap.g_01924
OG0001236	Prak.g_01818	Syap.g_01069
OG0001237	Prak.g_01822	Syap.g_01073
OG0001238	Prak.g_01899	Syap.g_01028
OG0001239	Prak.g_00076	Syap.g_01693, Syap.g_01692
OG0001242	Prak.g_00127	Syap.g_02227, Syap.g_02229
OG0001243	Prak.g_00134	Syap.g_02219
OG0001244	Prak.g_00149	Syap.g_02192
OG0001248	Prak.g_00813	Syap.g_00423
OG0001249	Prak.g_00353	Syap.g_00575
OG0001250	Prak.g_00888	Syap.g_01836
OG0001251	Prak.g_00749	Syap.g_01549, Syap.g_01727
OG0001253	Prak.g_00603	Syap.g_01969
OG0001255	Prak.g_01190	Syap.g_02523
OG0001256	Prak.g_01480	Syap.g_01225
OG0001258	Prak.g_01641	Syap.g_00617
OG0001260	Prak.g_01703	Syap.g_01497
OG0001261	Prak.g_01771	Syap.g_00482
OG0001262	Prak.g_01881	Syap.g_00981
OG0001263	Prak.g_00136	Syap.g_02216
OG0001265	Prak.g_00126	Syap.g_02231
OG0001266	Prak.g_00216	Syap.g_01618
OG0001267	Prak.g_00298	Syap.g_01360
OG0001268	Prak.g_00361	Syap.g_00563
OG0001270	Prak.g_00396	Syap.g_02056
OG0001271	Prak.g_00433	Syap.g_02759
OG0001272	Prak.g_00447	Syap.g_02250
OG0001274	Prak.g_00240	Syap.g_01897
OG0001275	Prak.g_01001	Syap.g_02694
OG0001276	Prak.g_01015	Syap.g_01873
OG0001277	Prak.g_01921	Syap.g_01293
OG0001278	Prak.g_01118	Syap.g_02438
OG0001279	Prak.g_00668	Syap.g_02663
OG0001282	Prak.g_01330	Syap.g_01701
OG0001284	Prak.g_01466	Syap.g_00047
OG0001286	Prak.g_01784	Syap.g_00467
OG0001287	Prak.g_01844	Syap.g_00418
OG0001288	Prak.g_01854	Syap.g_01123
OG0001289	Prak.g_00091	Syap.g_02365
OG0001291	Prak.g_00144	Syap.g_02207
OG0001292	Prak.g_00265	Syap.g_01583
OG0001297	Prak.g_00475	Syap.g_00255
OG0001299	Prak.g_01075	Syap.g_01959
OG0001303	Prak.g_01607	Syap.g_02795
OG0001304	Prak.g_01028	Syap.g_00536
OG0001305	Prak.g_00916	Syap.g_01562
OG0001306	Prak.g_01187	Syap.g_00245
OG0001307	Prak.g_01304	Syap.g_00403
OG0001308	Prak.g_01401	Syap.g_02751, Syap.g_02750
OG0001310	Prak.g_01658	Syap.g_01774
OG0001311	Prak.g_01017	Syap.g_01871
OG0001312	Prak.g_00953	Syap.g_01735
OG0001314	Prak.g_00635	Syap.g_00330, Syap.g_00391
OG0001315	Prak.g_01225	Syap.g_00596
OG0001318	Prak.g_00274	Syap.g_01596, Syap.g_01597
OG0001319	Prak.g_00291	Syap.g_02338
OG0001323	Prak.g_00480	Syap.g_00757
OG0001332	Prak.g_01437	Syap.g_01548
OG0001333	Prak.g_01682	Syap.g_01373
OG0001337	Prak.g_00348	Syap.g_00576
OG0001345	Prak.g_01152	Syap.g_01877, Syap.g_02776
OG0001346	Prak.g_01278	Syap.g_01484
OG0001348	Prak.g_01512	Syap.g_00938
OG0001351	Prak.g_00419	Syap.g_01996
OG0001353	Prak.g_00878	Syap.g_01849
OG0001364	Prak.g_01809	Syap.g_01052
OG0001365	Prak.g_01892	Syap.g_00138
OG0001368	Prak.g_01252, Prak.g_00699, Prak.g_00633	Syap.g_01576
OG0001371	Prak.g_00806	Syap.g_02544, Syap.g_02545
OG0001379	Prak.g_01271	Syap.g_01474
OG0001382	Prak.g_01240	Syap.g_00677
OG0001394	Prak.g_00785	Syap.g_00159
OG0001398	Prak.g_01537	Syap.g_02356
OG0001401	Prak.g_00883	Syap.g_01844
OG0001411	Prak.g_00066	Syap.g_00853
OG0001415	Prak.g_00247	Syap.g_00447, Syap.g_00446
OG0001418	Prak.g_00812	Syap.g_00221
OG0001422	Prak.g_01247	Syap.g_01682
OG0001425	Prak.g_01902	Syap.g_01024
