Orthogroup	Prak	Syar
OG0000559	Prak.g_00511	Syar.g_02322
OG0000560	Prak.g_00514	Syar.g_02320
OG0000561	Prak.g_00515	Syar.g_02319
OG0000562	Prak.g_00516	Syar.g_02318
OG0000563	Prak.g_00517	Syar.g_02317
OG0000564	Prak.g_00518	Syar.g_02316
OG0000565	Prak.g_00520	Syar.g_02312
OG0000566	Prak.g_00524	Syar.g_02308
OG0000567	Prak.g_00528	Syar.g_02304
OG0000568	Prak.g_00529	Syar.g_02302
OG0000569	Prak.g_00530	Syar.g_02301
OG0000570	Prak.g_00531	Syar.g_02300
OG0000571	Prak.g_00533	Syar.g_02298
OG0000572	Prak.g_00547	Syar.g_02201
OG0000573	Prak.g_00553	Syar.g_02191
OG0000574	Prak.g_00554	Syar.g_02190
OG0000575	Prak.g_00558	Syar.g_03180
OG0000576	Prak.g_00560	Syar.g_02187
OG0000577	Prak.g_00561	Syar.g_02186
OG0000578	Prak.g_00562	Syar.g_02185
OG0000579	Prak.g_00563	Syar.g_02184
OG0000580	Prak.g_00564	Syar.g_02183
OG0000581	Prak.g_00567	Syar.g_02175
OG0000582	Prak.g_00570	Syar.g_02131
OG0000583	Prak.g_00571	Syar.g_02132
OG0000584	Prak.g_00572	Syar.g_02133
OG0000585	Prak.g_00574	Syar.g_02170
OG0000586	Prak.g_00575	Syar.g_02171
OG0000587	Prak.g_00576	Syar.g_02173
OG0000588	Prak.g_00580	Syar.g_02275
OG0000589	Prak.g_00582	Syar.g_02261
OG0000590	Prak.g_00583	Syar.g_02260
OG0000591	Prak.g_00587	Syar.g_02246
OG0000592	Prak.g_00588	Syar.g_02245
OG0000593	Prak.g_01111	Syar.g_02414
OG0000594	Prak.g_01110	Syar.g_02415
OG0000595	Prak.g_01109	Syar.g_02416
OG0000596	Prak.g_01105	Syar.g_02421
OG0000597	Prak.g_01102	Syar.g_02424
OG0000598	Prak.g_01101	Syar.g_02425
OG0000599	Prak.g_01098	Syar.g_02428
OG0000600	Prak.g_01097	Syar.g_02429
OG0000601	Prak.g_01096	Syar.g_02430
OG0000602	Prak.g_01094	Syar.g_02435
OG0000603	Prak.g_01093	Syar.g_02436
OG0000604	Prak.g_01092	Syar.g_02438
OG0000605	Prak.g_01091	Syar.g_02440
OG0000606	Prak.g_01088	Syar.g_02443
OG0000607	Prak.g_01085	Syar.g_02446
OG0000608	Prak.g_01084	Syar.g_02447
OG0000609	Prak.g_01083	Syar.g_02470
OG0000610	Prak.g_01077	Syar.g_01917
OG0000611	Prak.g_01074	Syar.g_01914
OG0000612	Prak.g_01073	Syar.g_01913
OG0000613	Prak.g_00800	Syar.g_00712
OG0000614	Prak.g_00821	Syar.g_02012, Syar.g_01344
OG0000615	Prak.g_00832	Syar.g_02603
OG0000616	Prak.g_01934	Syar.g_00454
OG0000617	Prak.g_01057	Syar.g_01576
OG0000618	Prak.g_01056	Syar.g_01575
OG0000619	Prak.g_01055	Syar.g_01574
OG0000620	Prak.g_01052	Syar.g_01569
OG0000621	Prak.g_01051	Syar.g_01568
OG0000622	Prak.g_01050	Syar.g_01566
OG0000623	Prak.g_01049	Syar.g_01565
OG0000624	Prak.g_01047	Syar.g_01564
OG0000625	Prak.g_01046	Syar.g_01563
OG0000626	Prak.g_01045	Syar.g_01562
OG0000627	Prak.g_01044	Syar.g_01868
OG0000628	Prak.g_01043	Syar.g_01869
OG0000629	Prak.g_01042	Syar.g_01872
OG0000630	Prak.g_01039	Syar.g_02586
OG0000631	Prak.g_00946	Syar.g_02579
OG0000632	Prak.g_00947	Syar.g_02578
OG0000633	Prak.g_00948	Syar.g_02576
OG0000634	Prak.g_00841	Syar.g_02635
OG0000635	Prak.g_00842	Syar.g_02636
OG0000636	Prak.g_00844	Syar.g_02638
OG0000637	Prak.g_00846	Syar.g_02640
OG0000638	Prak.g_00847	Syar.g_02641
OG0000639	Prak.g_00848	Syar.g_02642
OG0000640	Prak.g_00849	Syar.g_02643
OG0000641	Prak.g_00853	Syar.g_02648
OG0000642	Prak.g_00854	Syar.g_02649
OG0000643	Prak.g_00855	Syar.g_02650
OG0000644	Prak.g_00856	Syar.g_02651
OG0000645	Prak.g_00857	Syar.g_02652
OG0000646	Prak.g_00859	Syar.g_02655
OG0000647	Prak.g_00861	Syar.g_02657
OG0000648	Prak.g_00863	Syar.g_02659
OG0000649	Prak.g_00864	Syar.g_02660
OG0000650	Prak.g_00865	Syar.g_02661
OG0000651	Prak.g_00866	Syar.g_02662
OG0000652	Prak.g_00867	Syar.g_02663
OG0000653	Prak.g_00869	Syar.g_02665
OG0000654	Prak.g_00870	Syar.g_02666
OG0000655	Prak.g_00871	Syar.g_02667
OG0000656	Prak.g_00874	Syar.g_02479
OG0000657	Prak.g_00882	Syar.g_01812
OG0000658	Prak.g_00884	Syar.g_01815
OG0000659	Prak.g_00885	Syar.g_01816
OG0000660	Prak.g_00889	Syar.g_01820
OG0000661	Prak.g_00891	Syar.g_03175, Syar.g_01822
OG0000662	Prak.g_00893	Syar.g_01829
OG0000663	Prak.g_00895	Syar.g_01832
OG0000664	Prak.g_00896	Syar.g_01837
OG0000665	Prak.g_00902	Syar.g_02774
OG0000666	Prak.g_00903	Syar.g_01241
OG0000667	Prak.g_00907	Syar.g_02346
OG0000668	Prak.g_00748	Syar.g_01802
OG0000669	Prak.g_00759	Syar.g_01627
OG0000670	Prak.g_00762	Syar.g_01624
OG0000671	Prak.g_00765	Syar.g_01622
OG0000672	Prak.g_00768	Syar.g_01619
OG0000673	Prak.g_00771	Syar.g_01615
OG0000674	Prak.g_00773	Syar.g_01613
OG0000675	Prak.g_00774	Syar.g_01612
OG0000676	Prak.g_00776	Syar.g_01608
OG0000677	Prak.g_00777	Syar.g_01607
OG0000678	Prak.g_00779	Syar.g_02037
OG0000679	Prak.g_00783	Syar.g_02606
OG0000680	Prak.g_00784	Syar.g_02607
OG0000681	Prak.g_00787	Syar.g_02610
OG0000682	Prak.g_00788	Syar.g_02611
OG0000683	Prak.g_00789	Syar.g_02612
OG0000684	Prak.g_00791	Syar.g_02615
OG0000685	Prak.g_00793	Syar.g_02617
OG0000686	Prak.g_00794	Syar.g_02618
OG0000687	Prak.g_00795	Syar.g_02619
OG0000688	Prak.g_01069	Syar.g_02624
OG0000689	Prak.g_01068	Syar.g_02626
OG0000690	Prak.g_01067	Syar.g_02627
OG0000691	Prak.g_01066	Syar.g_02628
OG0000692	Prak.g_01064	Syar.g_02629
OG0000693	Prak.g_01063	Syar.g_02631
OG0000694	Prak.g_01062	Syar.g_02632
OG0000695	Prak.g_00950	Syar.g_02573
OG0000696	Prak.g_00951	Syar.g_02572
OG0000697	Prak.g_00952	Syar.g_02570
OG0000698	Prak.g_00955	Syar.g_02567
OG0000699	Prak.g_00956	Syar.g_02566
OG0000700	Prak.g_00957	Syar.g_02565
OG0000701	Prak.g_00958	Syar.g_02564
OG0000702	Prak.g_00960	Syar.g_02559
OG0000703	Prak.g_00961	Syar.g_02557
OG0000704	Prak.g_00963	Syar.g_02555
OG0000705	Prak.g_00966	Syar.g_02547
OG0000706	Prak.g_00967	Syar.g_02546
OG0000707	Prak.g_00968	Syar.g_02545
OG0000708	Prak.g_00970	Syar.g_02542
OG0000709	Prak.g_00974	Syar.g_02534
OG0000710	Prak.g_00977	Syar.g_02528
OG0000711	Prak.g_00995	Syar.g_02499
OG0000712	Prak.g_00996	Syar.g_02497
OG0000713	Prak.g_00997	Syar.g_02496
OG0000714	Prak.g_00998	Syar.g_02494
OG0000715	Prak.g_01000	Syar.g_02492
OG0000716	Prak.g_01002	Syar.g_02488
OG0000717	Prak.g_01003	Syar.g_02487
OG0000718	Prak.g_01007	Syar.g_02483
OG0000719	Prak.g_01009	Syar.g_01804
OG0000720	Prak.g_01021	Syar.g_01790
OG0000721	Prak.g_01025	Syar.g_01788
OG0000722	Prak.g_01026	Syar.g_01787
OG0000723	Prak.g_01030	Syar.g_01560
OG0000724	Prak.g_00925	Syar.g_01367, Syar.g_02120
OG0000725	Prak.g_00919	Syar.g_01934
OG0000726	Prak.g_00918	Syar.g_01935
OG0000727	Prak.g_00917	Syar.g_01936
OG0000728	Prak.g_00915	Syar.g_01938
OG0000729	Prak.g_01255	Syar.g_00593
OG0000730	Prak.g_01214	Syar.g_01115
OG0000731	Prak.g_00362	Syar.g_01127
OG0000732	Prak.g_01885	Syar.g_00522
OG0000733	Prak.g_01551	Syar.g_02234
OG0000734	Prak.g_01188	Syar.g_03128
OG0000735	Prak.g_01186	Syar.g_01522
OG0000736	Prak.g_01185	Syar.g_01523
OG0000737	Prak.g_01184	Syar.g_01524
OG0000738	Prak.g_01180	Syar.g_01530
OG0000739	Prak.g_01179	Syar.g_01531
OG0000740	Prak.g_01178	Syar.g_01532
OG0000741	Prak.g_01176	Syar.g_01535
OG0000742	Prak.g_01173	Syar.g_01538
OG0000743	Prak.g_01171	Syar.g_01541
OG0000744	Prak.g_01170	Syar.g_01542
OG0000745	Prak.g_01169	Syar.g_01545
OG0000746	Prak.g_01167	Syar.g_01549
OG0000747	Prak.g_01166	Syar.g_01551
OG0000748	Prak.g_01162	Syar.g_01945
OG0000749	Prak.g_01161	Syar.g_01946
OG0000750	Prak.g_01160	Syar.g_01947
OG0000751	Prak.g_01157	Syar.g_01952
OG0000752	Prak.g_01155	Syar.g_01954
OG0000753	Prak.g_01153	Syar.g_01957
OG0000754	Prak.g_01150	Syar.g_01963
OG0000755	Prak.g_01144	Syar.g_01974
OG0000756	Prak.g_01143	Syar.g_01975
OG0000757	Prak.g_01136	Syar.g_01984
OG0000758	Prak.g_01135	Syar.g_01985
OG0000759	Prak.g_01134	Syar.g_01986
OG0000760	Prak.g_01133	Syar.g_01987
OG0000761	Prak.g_01132	Syar.g_01988
OG0000762	Prak.g_01131	Syar.g_01992
OG0000763	Prak.g_01129	Syar.g_01699
OG0000764	Prak.g_01128	Syar.g_01700
OG0000765	Prak.g_01120	Syar.g_01718
OG0000766	Prak.g_01119	Syar.g_01719
OG0000767	Prak.g_01117	Syar.g_01721
OG0000768	Prak.g_01116	Syar.g_01722
OG0000769	Prak.g_01114	Syar.g_01724
OG0000770	Prak.g_00593	Syar.g_01727
OG0000771	Prak.g_01487	Syar.g_01373
OG0000772	Prak.g_01571	Syar.g_00746
OG0000773	Prak.g_01268	Syar.g_02694
OG0000774	Prak.g_01270	Syar.g_02771
OG0000775	Prak.g_01272	Syar.g_02773
OG0000776	Prak.g_01273	Syar.g_01755
OG0000777	Prak.g_01274	Syar.g_01754
OG0000778	Prak.g_01275	Syar.g_01753
OG0000779	Prak.g_01279	Syar.g_02779
OG0000780	Prak.g_01280	Syar.g_02781
OG0000781	Prak.g_01284	Syar.g_02785
OG0000782	Prak.g_01285	Syar.g_02786
OG0000783	Prak.g_01286	Syar.g_02787
OG0000784	Prak.g_01287	Syar.g_02788
OG0000785	Prak.g_01289	Syar.g_02791
OG0000786	Prak.g_01292	Syar.g_02795
OG0000787	Prak.g_01293	Syar.g_02796
OG0000788	Prak.g_00460	Syar.g_02331
OG0000789	Prak.g_01490	Syar.g_02040
OG0000790	Prak.g_01334	Syar.g_01456
OG0000791	Prak.g_01336	Syar.g_01454
OG0000792	Prak.g_01337	Syar.g_01453
OG0000793	Prak.g_01340	Syar.g_01243
OG0000794	Prak.g_01341	Syar.g_01242
OG0000795	Prak.g_01342	Syar.g_01240
OG0000796	Prak.g_01346	Syar.g_01236
OG0000797	Prak.g_01347	Syar.g_01235
OG0000798	Prak.g_00696	Syar.g_02701
OG0000799	Prak.g_01374	Syar.g_02844
OG0000800	Prak.g_01375	Syar.g_02843
OG0000801	Prak.g_01376	Syar.g_02842
OG0000802	Prak.g_01378	Syar.g_02825
OG0000803	Prak.g_01380	Syar.g_02822
OG0000804	Prak.g_01381	Syar.g_02819
OG0000805	Prak.g_01383	Syar.g_02817
OG0000806	Prak.g_01385	Syar.g_02815
OG0000807	Prak.g_01386	Syar.g_02814
OG0000808	Prak.g_01387	Syar.g_02813
OG0000809	Prak.g_01389	Syar.g_02811
OG0000810	Prak.g_01390	Syar.g_02810
OG0000811	Prak.g_01394	Syar.g_02805
OG0000812	Prak.g_01396	Syar.g_02803
OG0000813	Prak.g_01397	Syar.g_02802
OG0000814	Prak.g_01399	Syar.g_02800
OG0000815	Prak.g_01400	Syar.g_02799
OG0000816	Prak.g_01402	Syar.g_02797
OG0000817	Prak.g_01403	Syar.g_02861
OG0000818	Prak.g_01408	Syar.g_01418
OG0000819	Prak.g_01409	Syar.g_01417
OG0000820	Prak.g_01410	Syar.g_01416
OG0000821	Prak.g_01414	Syar.g_01410
OG0000822	Prak.g_01415	Syar.g_01408
OG0000823	Prak.g_01416	Syar.g_00017, Syar.g_01407
OG0000824	Prak.g_01419	Syar.g_01402
OG0000825	Prak.g_01420	Syar.g_01401
OG0000826	Prak.g_01421	Syar.g_01400
OG0000827	Prak.g_01422	Syar.g_01399
OG0000828	Prak.g_01425	Syar.g_01396
OG0000829	Prak.g_01426	Syar.g_01395
OG0000830	Prak.g_01427	Syar.g_01394
OG0000831	Prak.g_01429	Syar.g_01391
OG0000832	Prak.g_01439	Syar.g_01213
OG0000833	Prak.g_01448	Syar.g_02877
OG0000834	Prak.g_01449	Syar.g_02878
OG0000835	Prak.g_01450	Syar.g_02879
OG0000836	Prak.g_01451	Syar.g_02881
OG0000837	Prak.g_01452	Syar.g_02882
OG0000838	Prak.g_01454	Syar.g_02886
OG0000839	Prak.g_01455	Syar.g_02887
OG0000840	Prak.g_01456	Syar.g_02888
OG0000841	Prak.g_01457	Syar.g_02889
OG0000842	Prak.g_01458	Syar.g_02890
OG0000843	Prak.g_01459	Syar.g_02891
OG0000844	Prak.g_01460	Syar.g_02893
OG0000845	Prak.g_01461	Syar.g_02894
OG0000846	Prak.g_01462	Syar.g_02895
OG0000847	Prak.g_01463	Syar.g_02896
OG0000848	Prak.g_01464	Syar.g_02898
OG0000849	Prak.g_01465	Syar.g_02899
OG0000850	Prak.g_01467	Syar.g_02902
OG0000851	Prak.g_01468	Syar.g_02905
OG0000852	Prak.g_01469	Syar.g_02906
OG0000853	Prak.g_01475	Syar.g_02910
OG0000854	Prak.g_01477	Syar.g_02912
OG0000855	Prak.g_01478	Syar.g_02913
OG0000856	Prak.g_00590	Syar.g_02243
OG0000857	Prak.g_00860	Syar.g_02656
OG0000858	Prak.g_01638	Syar.g_02920
OG0000859	Prak.g_01639	Syar.g_02921
OG0000860	Prak.g_01647	Syar.g_02931
OG0000861	Prak.g_01648	Syar.g_02932
OG0000862	Prak.g_01649	Syar.g_02942
OG0000863	Prak.g_01651	Syar.g_02944
OG0000864	Prak.g_01652	Syar.g_02945
OG0000865	Prak.g_01653	Syar.g_02946
OG0000866	Prak.g_01654	Syar.g_02947
OG0000867	Prak.g_01655	Syar.g_02948
OG0000868	Prak.g_01657	Syar.g_02950
OG0000869	Prak.g_01660	Syar.g_02955
OG0000870	Prak.g_01665	Syar.g_02960
OG0000871	Prak.g_01666	Syar.g_02961
OG0000872	Prak.g_01667	Syar.g_02967
OG0000873	Prak.g_01670	Syar.g_02970
OG0000874	Prak.g_01673	Syar.g_02974
OG0000875	Prak.g_01674	Syar.g_02975
OG0000876	Prak.g_01675	Syar.g_01828
OG0000877	Prak.g_01677	Syar.g_02977
OG0000878	Prak.g_01678	Syar.g_02978
OG0000879	Prak.g_01679	Syar.g_02979
OG0000880	Prak.g_01680	Syar.g_02980
OG0000881	Prak.g_01684	Syar.g_02984
OG0000882	Prak.g_01689	Syar.g_02989
OG0000883	Prak.g_01691	Syar.g_02992
OG0000884	Prak.g_01693	Syar.g_02994
OG0000885	Prak.g_01694	Syar.g_02995
OG0000886	Prak.g_01695	Syar.g_02996
OG0000887	Prak.g_01696	Syar.g_02998
OG0000888	Prak.g_01698	Syar.g_03000
OG0000889	Prak.g_01700	Syar.g_03002
OG0000890	Prak.g_01701	Syar.g_03005
OG0000891	Prak.g_01702	Syar.g_03006
OG0000892	Prak.g_01704	Syar.g_03008
OG0000893	Prak.g_01708	Syar.g_00150
OG0000894	Prak.g_01711	Syar.g_00145
OG0000895	Prak.g_01715	Syar.g_00141
OG0000896	Prak.g_01716	Syar.g_00140
OG0000897	Prak.g_01718	Syar.g_00138
OG0000898	Prak.g_01719	Syar.g_00137
OG0000899	Prak.g_01720	Syar.g_00136
OG0000900	Prak.g_01721	Syar.g_00135
OG0000901	Prak.g_01724	Syar.g_00130
OG0000902	Prak.g_01726	Syar.g_01013
OG0000903	Prak.g_01730	Syar.g_01026
OG0000904	Prak.g_01734	Syar.g_01021
OG0000905	Prak.g_01728	Syar.g_01018
OG0000906	Prak.g_01727	Syar.g_01015
OG0000907	Prak.g_01737	Syar.g_01028
OG0000908	Prak.g_01740	Syar.g_01031
OG0000909	Prak.g_01741	Syar.g_01032
OG0000910	Prak.g_01742	Syar.g_01033
OG0000911	Prak.g_01744	Syar.g_01035
OG0000912	Prak.g_01745	Syar.g_01036
OG0000913	Prak.g_01746	Syar.g_01037
OG0000914	Prak.g_01747	Syar.g_01038
OG0000915	Prak.g_01748	Syar.g_01040
OG0000916	Prak.g_01749	Syar.g_01041
OG0000917	Prak.g_01750	Syar.g_01042
OG0000918	Prak.g_01751	Syar.g_01043
OG0000919	Prak.g_01752	Syar.g_01044
OG0000920	Prak.g_01753	Syar.g_01045
OG0000921	Prak.g_01754	Syar.g_01046
OG0000922	Prak.g_01755	Syar.g_01047
OG0000923	Prak.g_01759	Syar.g_01051
OG0000924	Prak.g_01760	Syar.g_01052
OG0000925	Prak.g_01761	Syar.g_01053
OG0000926	Prak.g_01762	Syar.g_01054
OG0000927	Prak.g_01764	Syar.g_01056
OG0000928	Prak.g_01765	Syar.g_01057
OG0000929	Prak.g_01766	Syar.g_01058
OG0000930	Prak.g_01767	Syar.g_01059
OG0000931	Prak.g_01768	Syar.g_01060
OG0000932	Prak.g_01769	Syar.g_01061
OG0000933	Prak.g_01773	Syar.g_01066
OG0000934	Prak.g_01775	Syar.g_01068
OG0000935	Prak.g_01776	Syar.g_01069
OG0000936	Prak.g_01777	Syar.g_01070
OG0000937	Prak.g_01778	Syar.g_01071
OG0000938	Prak.g_01781	Syar.g_01074
OG0000939	Prak.g_01782	Syar.g_01075
OG0000940	Prak.g_01789	Syar.g_01081
OG0000941	Prak.g_01791	Syar.g_01083
OG0000942	Prak.g_01793	Syar.g_01085
OG0000943	Prak.g_01794	Syar.g_01086
OG0000944	Prak.g_01796	Syar.g_01088
OG0000945	Prak.g_01797	Syar.g_01089
OG0000946	Prak.g_01802	Syar.g_01095
OG0000947	Prak.g_01804	Syar.g_01098
OG0000948	Prak.g_01805	Syar.g_01099
OG0000949	Prak.g_01808	Syar.g_00283
OG0000950	Prak.g_01815	Syar.g_00661
OG0000951	Prak.g_01819	Syar.g_00656
OG0000952	Prak.g_01823	Syar.g_00651
OG0000953	Prak.g_01827	Syar.g_00248
OG0000954	Prak.g_01831	Syar.g_00258
OG0000955	Prak.g_01832	Syar.g_00259
OG0000956	Prak.g_01834	Syar.g_00261
OG0000957	Prak.g_01840	Syar.g_00610
OG0000958	Prak.g_01841	Syar.g_00609
OG0000959	Prak.g_01845	Syar.g_00605
OG0000960	Prak.g_01846	Syar.g_00604
OG0000961	Prak.g_01849	Syar.g_00094
OG0000962	Prak.g_01851	Syar.g_00594
OG0000963	Prak.g_01855	Syar.g_00590
OG0000964	Prak.g_01856	Syar.g_00589
OG0000965	Prak.g_01857	Syar.g_00588
OG0000966	Prak.g_01863	Syar.g_00549
OG0000967	Prak.g_01867	Syar.g_00545
OG0000968	Prak.g_01869	Syar.g_00542
OG0000969	Prak.g_01870	Syar.g_00540
OG0000970	Prak.g_01871	Syar.g_00539
OG0000971	Prak.g_01872	Syar.g_00537
OG0000972	Prak.g_01873	Syar.g_00536
OG0000973	Prak.g_01874	Syar.g_00535
OG0000974	Prak.g_01875	Syar.g_00534
OG0000975	Prak.g_01876	Syar.g_00533
OG0000976	Prak.g_01877	Syar.g_00532
OG0000977	Prak.g_01878	Syar.g_00530
OG0000978	Prak.g_01879	Syar.g_00529
OG0000979	Prak.g_01882	Syar.g_00526
OG0000980	Prak.g_01884	Syar.g_00523
OG0000981	Prak.g_01887	Syar.g_00520
OG0000982	Prak.g_01889	Syar.g_00331
OG0000983	Prak.g_01890	Syar.g_00332
OG0000984	Prak.g_01891	Syar.g_00333
OG0000985	Prak.g_01894	Syar.g_00337
OG0000986	Prak.g_01896	Syar.g_00344
OG0000987	Prak.g_01897	Syar.g_00346
OG0000988	Prak.g_01900	Syar.g_00352
OG0000989	Prak.g_01904	Syar.g_00377
OG0000990	Prak.g_01908	Syar.g_00697
OG0000991	Prak.g_01909	Syar.g_00700
OG0000992	Prak.g_01912	Syar.g_00704
OG0000993	Prak.g_01913	Syar.g_00705
OG0000994	Prak.g_01914	Syar.g_00708
OG0000995	Prak.g_01918	Syar.g_03212, Syar.g_00624
OG0000996	Prak.g_01919	Syar.g_00861
OG0000997	Prak.g_01922	Syar.g_00437
OG0000998	Prak.g_01924	Syar.g_00439
OG0000999	Prak.g_01925	Syar.g_00440
OG0001000	Prak.g_01928	Syar.g_00955, Syar.g_00444
OG0001001	Prak.g_01931	Syar.g_00450
OG0001002	Prak.g_01936	Syar.g_00457
OG0001003	Prak.g_01937	Syar.g_00459
OG0001004	Prak.g_01938	Syar.g_00460
OG0001005	Prak.g_01939	Syar.g_00461
OG0001006	Prak.g_01943	Syar.g_00468
OG0001007	Prak.g_01945	Syar.g_00470
OG0001008	Prak.g_00399	Syar.g_01178, Syar.g_03274
OG0001009	Prak.g_00027	Syar.g_00500
OG0001010	Prak.g_00028	Syar.g_00501
OG0001011	Prak.g_00030	Syar.g_00503
OG0001013	Prak.g_00051	Syar.g_00906
OG0001014	Prak.g_00054	Syar.g_00914
OG0001015	Prak.g_00056	Syar.g_00915
OG0001017	Prak.g_00082	Syar.g_03050
OG0001018	Prak.g_00084	Syar.g_03052
OG0001019	Prak.g_00093	Syar.g_03086
OG0001020	Prak.g_00094	Syar.g_03092
OG0001021	Prak.g_00095	Syar.g_03098
OG0001022	Prak.g_00098	Syar.g_03102
OG0001023	Prak.g_00099	Syar.g_03103
OG0001024	Prak.g_00103	Syar.g_02276
OG0001025	Prak.g_00110	Syar.g_03115
OG0001026	Prak.g_00119	Syar.g_03131
OG0001027	Prak.g_00120	Syar.g_00031
OG0001028	Prak.g_00122	Syar.g_00034
OG0001029	Prak.g_00123	Syar.g_00036
OG0001030	Prak.g_00139	Syar.g_00058
OG0001031	Prak.g_00199	Syar.g_00129
OG0001032	Prak.g_00200	Syar.g_01011
OG0001033	Prak.g_00221	Syar.g_00962
OG0001034	Prak.g_00252	Syar.g_03022
OG0001035	Prak.g_00272	Syar.g_00171
OG0001036	Prak.g_00276	Syar.g_00193
OG0001037	Prak.g_00277	Syar.g_00195
OG0001038	Prak.g_00296	Syar.g_00223
OG0001039	Prak.g_00299	Syar.g_00226
OG0001040	Prak.g_00301	Syar.g_00229
OG0001041	Prak.g_00306	Syar.g_00234
OG0001042	Prak.g_00323	Syar.g_00831
OG0001043	Prak.g_00324	Syar.g_00826
OG0001044	Prak.g_00355	Syar.g_01117
OG0001045	Prak.g_00364	Syar.g_01130
OG0001046	Prak.g_01597	Syar.g_02514
OG0001047	Prak.g_00401	Syar.g_01180
OG0001048	Prak.g_00402	Syar.g_01181
OG0001049	Prak.g_00404	Syar.g_02872
OG0001050	Prak.g_00405	Syar.g_02871
OG0001051	Prak.g_00406	Syar.g_02870
OG0001052	Prak.g_00432	Syar.g_01269
OG0001053	Prak.g_00444	Syar.g_01472
OG0001054	Prak.g_00459	Syar.g_01492
OG0001055	Prak.g_00478	Syar.g_01513
OG0001056	Prak.g_00495	Syar.g_02349
OG0001057	Prak.g_00500	Syar.g_02341
OG0001058	Prak.g_00509	Syar.g_02324
OG0001059	Prak.g_00513	Syar.g_00422
OG0001060	Prak.g_00519	Syar.g_02315
OG0001061	Prak.g_00534	Syar.g_02297
OG0001062	Prak.g_00536	Syar.g_02294
OG0001063	Prak.g_00538	Syar.g_02209
OG0001064	Prak.g_00539	Syar.g_02208
OG0001065	Prak.g_00540	Syar.g_02207
OG0001066	Prak.g_00541	Syar.g_02206
OG0001067	Prak.g_00542	Syar.g_02205
OG0001068	Prak.g_00543	Syar.g_02204
OG0001069	Prak.g_00544	Syar.g_02203
OG0001070	Prak.g_00548	Syar.g_02200
OG0001071	Prak.g_00549	Syar.g_02199
OG0001072	Prak.g_00551	Syar.g_02195
OG0001073	Prak.g_00565	Syar.g_02182
OG0001074	Prak.g_00577	Syar.g_02031
OG0001075	Prak.g_00578	Syar.g_02215
OG0001076	Prak.g_00585	Syar.g_02253
OG0001077	Prak.g_00591	Syar.g_02240
OG0001078	Prak.g_01107	Syar.g_02419
OG0001079	Prak.g_01095	Syar.g_02431
OG0001080	Prak.g_01089	Syar.g_02442
OG0001081	Prak.g_01087	Syar.g_02444
OG0001082	Prak.g_01086	Syar.g_02445
OG0001083	Prak.g_01081	Syar.g_02473
OG0001084	Prak.g_01080	Syar.g_02474
OG0001085	Prak.g_00797	Syar.g_01688
OG0001086	Prak.g_00798	Syar.g_01686
OG0001087	Prak.g_00816	Syar.g_02347
OG0001088	Prak.g_00817	Syar.g_00431
OG0001089	Prak.g_00828	Syar.g_01942
OG0001090	Prak.g_00838	Syar.g_01582
OG0001091	Prak.g_01060	Syar.g_01580
OG0001092	Prak.g_01059	Syar.g_01578
OG0001093	Prak.g_01054	Syar.g_01572
OG0001094	Prak.g_01061	Syar.g_02633
OG0001095	Prak.g_00858	Syar.g_02653
OG0001096	Prak.g_00872	Syar.g_02476
OG0001097	Prak.g_00892	Syar.g_01823
OG0001098	Prak.g_00911	Syar.g_01672
OG0001099	Prak.g_00753	Syar.g_00035
OG0001100	Prak.g_00761	Syar.g_01625
OG0001101	Prak.g_00764	Syar.g_01623
OG0001102	Prak.g_00767	Syar.g_01620
OG0001103	Prak.g_00769	Syar.g_01618
OG0001104	Prak.g_00792	Syar.g_02616
OG0001105	Prak.g_00796	Syar.g_02620
OG0001106	Prak.g_00964	Syar.g_02553
OG0001107	Prak.g_00971	Syar.g_02541
OG0001109	Prak.g_00976	Syar.g_02529
OG0001110	Prak.g_00978	Syar.g_02527
OG0001111	Prak.g_00979	Syar.g_02525
OG0001112	Prak.g_00980	Syar.g_02523
OG0001113	Prak.g_00981	Syar.g_02522
OG0001114	Prak.g_00982	Syar.g_02521
OG0001115	Prak.g_00984	Syar.g_02519
OG0001116	Prak.g_00985	Syar.g_02517
OG0001117	Prak.g_00986	Syar.g_02516
OG0001118	Prak.g_00987	Syar.g_02515
OG0001119	Prak.g_00988	Syar.g_02513
OG0001120	Prak.g_00990	Syar.g_02507
OG0001122	Prak.g_01010	Syar.g_01803
OG0001123	Prak.g_01016	Syar.g_01796
OG0001124	Prak.g_01018	Syar.g_01793
OG0001125	Prak.g_01020	Syar.g_01791
OG0001126	Prak.g_00931	Syar.g_01375
OG0001127	Prak.g_00930	Syar.g_01374
OG0001128	Prak.g_00928	Syar.g_01371
OG0001129	Prak.g_00927	Syar.g_01369
OG0001130	Prak.g_00926	Syar.g_01368
OG0001131	Prak.g_00383	Syar.g_02448
OG0001132	Prak.g_00712	Syar.g_00684
OG0001133	Prak.g_01328	Syar.g_02249
OG0001134	Prak.g_01550	Syar.g_02235
OG0001135	Prak.g_01553	Syar.g_02232
OG0001136	Prak.g_01175	Syar.g_01536
OG0001137	Prak.g_01163	Syar.g_01944
OG0001138	Prak.g_01142	Syar.g_01977
OG0001139	Prak.g_01140	Syar.g_01980
OG0001140	Prak.g_01139	Syar.g_01981
OG0001141	Prak.g_01138	Syar.g_01982
OG0001142	Prak.g_01137	Syar.g_01983
