Orthogroup	Prai	Syak
OG0000589	Prai.g_00650	Syak.g_00008
OG0000590	Prai.g_00651	Syak.g_00009
OG0000591	Prai.g_00654	Syak.g_00017
OG0000592	Prai.g_00655	Syak.g_00018
OG0000593	Prai.g_00661	Syak.g_00031
OG0000594	Prai.g_00662	Syak.g_00032
OG0000595	Prai.g_00663	Syak.g_00033
OG0000596	Prai.g_00667	Syak.g_00038
OG0000597	Prai.g_00669	Syak.g_00041
OG0000598	Prai.g_00670	Syak.g_00042
OG0000599	Prai.g_00673	Syak.g_00045
OG0000600	Prai.g_00674	Syak.g_00046
OG0000601	Prai.g_00675	Syak.g_00047
OG0000602	Prai.g_00677	Syak.g_00053
OG0000603	Prai.g_00678	Syak.g_00054
OG0000604	Prai.g_00679	Syak.g_00056
OG0000605	Prai.g_00680	Syak.g_00259
OG0000606	Prai.g_00683	Syak.g_00326
OG0000607	Prai.g_00686	Syak.g_00329
OG0000608	Prai.g_00687	Syak.g_00330
OG0000609	Prai.g_00688	Syak.g_00332
OG0000610	Prai.g_00693	Syak.g_00347
OG0000611	Prai.g_00696	Syak.g_00350
OG0000612	Prai.g_00697	Syak.g_00351
OG0000613	Prai.g_00702	Syak.g_01525
OG0000614	Prai.g_00721	Syak.g_00705
OG0000615	Prai.g_00729	Syak.g_00393
OG0000616	Prai.g_00732	Syak.g_01810
OG0000617	Prai.g_00754	Syak.g_00799
OG0000618	Prai.g_00755	Syak.g_00798
OG0000619	Prai.g_00756	Syak.g_00797
OG0000620	Prai.g_00759	Syak.g_00779
OG0000621	Prai.g_00760	Syak.g_00780
OG0000622	Prai.g_00761	Syak.g_00781
OG0000623	Prai.g_00762	Syak.g_00782
OG0000624	Prai.g_00763	Syak.g_00784
OG0000625	Prai.g_00764	Syak.g_00785
OG0000626	Prai.g_00765	Syak.g_00786
OG0000627	Prai.g_00766	Syak.g_00561
OG0000628	Prai.g_00767	Syak.g_00560
OG0000629	Prai.g_00768	Syak.g_00556
OG0000630	Prai.g_00771	Syak.g_00552
OG0000631	Prai.g_00857	Syak.g_00545
OG0000632	Prai.g_00856	Syak.g_00544
OG0000633	Prai.g_00855	Syak.g_00542
OG0000634	Prai.g_00852	Syak.g_00430
OG0000635	Prai.g_00851	Syak.g_00431
OG0000636	Prai.g_00849	Syak.g_00433
OG0000637	Prai.g_00847	Syak.g_00435
OG0000638	Prai.g_00846	Syak.g_00436
OG0000639	Prai.g_00845	Syak.g_00437
OG0000640	Prai.g_00844	Syak.g_00438
OG0000641	Prai.g_00839	Syak.g_00442
OG0000642	Prai.g_00838	Syak.g_00443
OG0000643	Prai.g_00837	Syak.g_00444
OG0000644	Prai.g_00836	Syak.g_00445
OG0000645	Prai.g_00835	Syak.g_00447
OG0000646	Prai.g_00833	Syak.g_00450
OG0000647	Prai.g_00832	Syak.g_00452
OG0000648	Prai.g_00830	Syak.g_00456
OG0000649	Prai.g_00829	Syak.g_00457
OG0000650	Prai.g_00828	Syak.g_00458
OG0000651	Prai.g_00827	Syak.g_00459
OG0000652	Prai.g_00826	Syak.g_00460
OG0000653	Prai.g_00824	Syak.g_00462
OG0000654	Prai.g_00823	Syak.g_00625
OG0000655	Prai.g_00822	Syak.g_00624
OG0000656	Prai.g_00819	Syak.g_00621
OG0000657	Prai.g_00811	Syak.g_00609
OG0000658	Prai.g_00810	Syak.g_00606
OG0000659	Prai.g_00809	Syak.g_00605
OG0000660	Prai.g_00805	Syak.g_00601
OG0000661	Prai.g_00803	Syak.g_00599
OG0000662	Prai.g_00801	Syak.g_00597
OG0000663	Prai.g_00799	Syak.g_00594
OG0000664	Prai.g_00798	Syak.g_00593
OG0000665	Prai.g_00794	Syak.g_00086
OG0000666	Prai.g_00793	Syak.g_00078
OG0000667	Prai.g_00789	Syak.g_00340
OG0000668	Prai.g_01060	Syak.g_00643
OG0000669	Prai.g_01054	Syak.g_00363
OG0000670	Prai.g_01052	Syak.g_00366
OG0000671	Prai.g_01050	Syak.g_00368
OG0000672	Prai.g_01048	Syak.g_00371
OG0000673	Prai.g_01045	Syak.g_00374
OG0000674	Prai.g_01043	Syak.g_00376
OG0000675	Prai.g_01042	Syak.g_00377
OG0000676	Prai.g_01040	Syak.g_00379
OG0000677	Prai.g_01039	Syak.g_00380
OG0000678	Prai.g_01037	Syak.g_00386
OG0000679	Prai.g_01033	Syak.g_00397
OG0000680	Prai.g_01032	Syak.g_00398
OG0000681	Prai.g_01030	Syak.g_00401
OG0000682	Prai.g_01029	Syak.g_00402
OG0000683	Prai.g_01028	Syak.g_00403
OG0000684	Prai.g_01027	Syak.g_00409
OG0000685	Prai.g_01025	Syak.g_00411
OG0000686	Prai.g_01024	Syak.g_00412
OG0000687	Prai.g_01023	Syak.g_00413
OG0000688	Prai.g_01020	Syak.g_00418
OG0000689	Prai.g_01019	Syak.g_00421
OG0000690	Prai.g_01018	Syak.g_00422
OG0000691	Prai.g_01017	Syak.g_00423
OG0000692	Prai.g_01015	Syak.g_00424
OG0000693	Prai.g_01014	Syak.g_00426
OG0000694	Prai.g_01013	Syak.g_00427
OG0000695	Prai.g_01011	Syak.g_00540
OG0000696	Prai.g_01010	Syak.g_00539
OG0000697	Prai.g_01009	Syak.g_00538
OG0000698	Prai.g_01006	Syak.g_00535
OG0000699	Prai.g_01005	Syak.g_00534
OG0000700	Prai.g_01004	Syak.g_00533
OG0000701	Prai.g_01003	Syak.g_00532
OG0000702	Prai.g_01001	Syak.g_00522
OG0000703	Prai.g_01000	Syak.g_00521
OG0000704	Prai.g_00999	Syak.g_00519
OG0000705	Prai.g_00995	Syak.g_00511
OG0000706	Prai.g_00994	Syak.g_00510
OG0000707	Prai.g_00993	Syak.g_00509
OG0000708	Prai.g_00992	Syak.g_00506
OG0000709	Prai.g_00988	Syak.g_00498
OG0000710	Prai.g_00985	Syak.g_00494
OG0000711	Prai.g_00968	Syak.g_00466
OG0000712	Prai.g_00966	Syak.g_00464
OG0000713	Prai.g_00965	Syak.g_00463
OG0000714	Prai.g_00964	Syak.g_00629
OG0000715	Prai.g_00962	Syak.g_00631
OG0000716	Prai.g_00960	Syak.g_00635
OG0000717	Prai.g_00959	Syak.g_00636
OG0000718	Prai.g_00948	Syak.g_00640
OG0000719	Prai.g_00946	Syak.g_00642
OG0000720	Prai.g_00938	Syak.g_00655
OG0000721	Prai.g_00936	Syak.g_00657
OG0000722	Prai.g_00935	Syak.g_00658
OG0000723	Prai.g_00932	Syak.g_00790
OG0000724	Prai.g_00923	Syak.g_00749
OG0000725	Prai.g_00917	Syak.g_00731
OG0000726	Prai.g_00916	Syak.g_00730
OG0000727	Prai.g_00915	Syak.g_00729
OG0000728	Prai.g_00913	Syak.g_00727
OG0000729	Prai.g_01109	Syak.g_01683
OG0000730	Prai.g_01113	Syak.g_01248
OG0000731	Prai.g_01117	Syak.g_01237
OG0000732	Prai.g_01126	Syak.g_01739
OG0000733	Prai.g_01144	Syak.g_01905
OG0000734	Prai.g_01157	Syak.g_02184
OG0000735	Prai.g_01159	Syak.g_00914
OG0000736	Prai.g_01160	Syak.g_00913
OG0000737	Prai.g_01161	Syak.g_00912
OG0000738	Prai.g_01165	Syak.g_00907
OG0000739	Prai.g_01166	Syak.g_00906
OG0000740	Prai.g_01167	Syak.g_00905
OG0000741	Prai.g_01168	Syak.g_00902
OG0000742	Prai.g_01170	Syak.g_00899
OG0000743	Prai.g_01172	Syak.g_00897
OG0000744	Prai.g_01173	Syak.g_00896
OG0000745	Prai.g_01174	Syak.g_00894
OG0000746	Prai.g_01176	Syak.g_00892
OG0000747	Prai.g_01177	Syak.g_00891
OG0000748	Prai.g_01180	Syak.g_00875
OG0000749	Prai.g_01181	Syak.g_00874
OG0000750	Prai.g_01182	Syak.g_00873
OG0000751	Prai.g_01184	Syak.g_00862
OG0000752	Prai.g_01186	Syak.g_00860
OG0000753	Prai.g_01189	Syak.g_00857
OG0000754	Prai.g_01192	Syak.g_00852
OG0000755	Prai.g_01196	Syak.g_00841
OG0000756	Prai.g_01197	Syak.g_00840
OG0000757	Prai.g_01204	Syak.g_00833
OG0000758	Prai.g_01205	Syak.g_00832
OG0000759	Prai.g_01206	Syak.g_00831
OG0000760	Prai.g_01207	Syak.g_00830
OG0000761	Prai.g_01208	Syak.g_00829
OG0000762	Prai.g_01209	Syak.g_00827
OG0000763	Prai.g_01211	Syak.g_00825
OG0000764	Prai.g_01212	Syak.g_00824
OG0000765	Prai.g_01221	Syak.g_00669
OG0000766	Prai.g_01222	Syak.g_00670
OG0000767	Prai.g_01224	Syak.g_00672
OG0000768	Prai.g_01225	Syak.g_00673
OG0000769	Prai.g_01227	Syak.g_00675
OG0000770	Prai.g_01229	Syak.g_00678
OG0000771	Prai.g_01238	Syak.g_00755
OG0000772	Prai.g_01310	Syak.g_02048
OG0000773	Prai.g_01325	Syak.g_00921
OG0000774	Prai.g_01327	Syak.g_00926
OG0000775	Prai.g_01330	Syak.g_00929
OG0000776	Prai.g_01331	Syak.g_00930
OG0000777	Prai.g_01332	Syak.g_00931
OG0000778	Prai.g_01333	Syak.g_00932
OG0000779	Prai.g_01337	Syak.g_00938
OG0000780	Prai.g_01338	Syak.g_00942
OG0000781	Prai.g_01341	Syak.g_00946
OG0000782	Prai.g_01342	Syak.g_00947
OG0000783	Prai.g_01343	Syak.g_00948
OG0000784	Prai.g_01344	Syak.g_00949
OG0000785	Prai.g_01346	Syak.g_00951
OG0000786	Prai.g_01348	Syak.g_00956
OG0000787	Prai.g_01349	Syak.g_00957
OG0000788	Prai.g_01358	Syak.g_00048
OG0000789	Prai.g_01360	Syak.g_00085
OG0000790	Prai.g_01375	Syak.g_02560
OG0000791	Prai.g_01377	Syak.g_02558
OG0000792	Prai.g_01378	Syak.g_02557
OG0000793	Prai.g_01381	Syak.g_02552
OG0000794	Prai.g_01382	Syak.g_02551
OG0000795	Prai.g_01383	Syak.g_02550
OG0000796	Prai.g_01387	Syak.g_02547
OG0000797	Prai.g_01388	Syak.g_02546
OG0000799	Prai.g_01445	Syak.g_00981
OG0000800	Prai.g_01446	Syak.g_00989
OG0000801	Prai.g_01447	Syak.g_00990
OG0000802	Prai.g_01449	Syak.g_00995
OG0000803	Prai.g_01451	Syak.g_01021
OG0000804	Prai.g_01452	Syak.g_01026
OG0000805	Prai.g_01454	Syak.g_01029
OG0000806	Prai.g_01456	Syak.g_01031
OG0000807	Prai.g_01457	Syak.g_01033
OG0000808	Prai.g_01458	Syak.g_01034
OG0000809	Prai.g_01461	Syak.g_01038
OG0000810	Prai.g_01462	Syak.g_01039
OG0000811	Prai.g_01466	Syak.g_01045
OG0000812	Prai.g_01468	Syak.g_01047
OG0000813	Prai.g_01469	Syak.g_01048
OG0000814	Prai.g_01471	Syak.g_01051
OG0000815	Prai.g_01472	Syak.g_01053
OG0000816	Prai.g_01474	Syak.g_01055
OG0000817	Prai.g_01475	Syak.g_01056
OG0000818	Prai.g_01480	Syak.g_01060
OG0000819	Prai.g_01481	Syak.g_01064
OG0000820	Prai.g_01482	Syak.g_01065
OG0000821	Prai.g_01485	Syak.g_01071
OG0000822	Prai.g_01486	Syak.g_01073
OG0000823	Prai.g_01487	Syak.g_01074
OG0000824	Prai.g_01490	Syak.g_01080
OG0000825	Prai.g_01491	Syak.g_01081
OG0000826	Prai.g_01492	Syak.g_01082
OG0000827	Prai.g_01493	Syak.g_01083
OG0000828	Prai.g_01496	Syak.g_01086
OG0000829	Prai.g_01497	Syak.g_01087
OG0000830	Prai.g_01498	Syak.g_01088
OG0000831	Prai.g_01500	Syak.g_01091
OG0000832	Prai.g_01505	Syak.g_02482
OG0000833	Prai.g_01514	Syak.g_02473
OG0000834	Prai.g_01515	Syak.g_02470
OG0000835	Prai.g_01516	Syak.g_02469
OG0000836	Prai.g_01517	Syak.g_02466
OG0000837	Prai.g_01518	Syak.g_02465
OG0000838	Prai.g_01520	Syak.g_02461
OG0000839	Prai.g_01521	Syak.g_02460
OG0000840	Prai.g_01522	Syak.g_02459
OG0000841	Prai.g_01523	Syak.g_02458
OG0000842	Prai.g_01524	Syak.g_02457
OG0000843	Prai.g_01525	Syak.g_02456
OG0000844	Prai.g_01526	Syak.g_02454
OG0000845	Prai.g_01527	Syak.g_02453
OG0000846	Prai.g_01528	Syak.g_02452
OG0000847	Prai.g_01529	Syak.g_02451
OG0000848	Prai.g_01530	Syak.g_02449
OG0000849	Prai.g_01531	Syak.g_02448
OG0000850	Prai.g_01533	Syak.g_02445
OG0000851	Prai.g_01534	Syak.g_02440
OG0000852	Prai.g_01535	Syak.g_02439
OG0000853	Prai.g_01539	Syak.g_02435
OG0000854	Prai.g_01541	Syak.g_02433
OG0000855	Prai.g_01542	Syak.g_02432
OG0000856	Prai.g_01558	Syak.g_00021
OG0000857	Prai.g_01597	Syak.g_00451
OG0000858	Prai.g_01632	Syak.g_02426
OG0000859	Prai.g_01633	Syak.g_02425
OG0000860	Prai.g_01640	Syak.g_02414
OG0000861	Prai.g_01641	Syak.g_02413
OG0000862	Prai.g_01642	Syak.g_02412
OG0000863	Prai.g_01644	Syak.g_02409
OG0000864	Prai.g_01645	Syak.g_02408
OG0000865	Prai.g_01646	Syak.g_02407
OG0000866	Prai.g_01647	Syak.g_02406
OG0000867	Prai.g_01648	Syak.g_02405
OG0000868	Prai.g_01649	Syak.g_02402
OG0000869	Prai.g_01653	Syak.g_02398
OG0000870	Prai.g_01658	Syak.g_02393
OG0000871	Prai.g_01659	Syak.g_02392
OG0000872	Prai.g_01660	Syak.g_02386
OG0000873	Prai.g_01663	Syak.g_02383
OG0000874	Prai.g_01666	Syak.g_02379
OG0000875	Prai.g_01667	Syak.g_02377
OG0000876	Prai.g_01668	Syak.g_02375
OG0000877	Prai.g_01670	Syak.g_02372
OG0000878	Prai.g_01671	Syak.g_02371
OG0000879	Prai.g_01672	Syak.g_02370
OG0000880	Prai.g_01673	Syak.g_02369
OG0000881	Prai.g_01677	Syak.g_02363
OG0000882	Prai.g_01682	Syak.g_02358
OG0000883	Prai.g_01683	Syak.g_02355
OG0000884	Prai.g_01685	Syak.g_02353
OG0000885	Prai.g_01686	Syak.g_02352
OG0000886	Prai.g_01687	Syak.g_02351
OG0000887	Prai.g_01688	Syak.g_02350
OG0000888	Prai.g_01690	Syak.g_02348
OG0000889	Prai.g_01692	Syak.g_02346
OG0000890	Prai.g_01693	Syak.g_02334
OG0000891	Prai.g_01694	Syak.g_02333
OG0000892	Prai.g_01696	Syak.g_02329
OG0000893	Prai.g_01701	Syak.g_01393
OG0000894	Prai.g_01703	Syak.g_01390
OG0000895	Prai.g_01706	Syak.g_01386
OG0000896	Prai.g_01707	Syak.g_01385
OG0000897	Prai.g_01709	Syak.g_01383
OG0000898	Prai.g_01710	Syak.g_01382
OG0000899	Prai.g_01711	Syak.g_01381
OG0000900	Prai.g_01712	Syak.g_01380
OG0000901	Prai.g_01715	Syak.g_01375
OG0000902	Prai.g_01717	Syak.g_01368
OG0000903	Prai.g_01720	Syak.g_01353
OG0000904	Prai.g_01722	Syak.g_01358
OG0000905	Prai.g_01727	Syak.g_01363
OG0000906	Prai.g_01728	Syak.g_01366
OG0000907	Prai.g_01734	Syak.g_01351
OG0000908	Prai.g_01737	Syak.g_01348
OG0000909	Prai.g_01738	Syak.g_01347
OG0000910	Prai.g_01739	Syak.g_01346
OG0000911	Prai.g_01741	Syak.g_01344
OG0000912	Prai.g_01742	Syak.g_01343
OG0000913	Prai.g_01743	Syak.g_01342
OG0000914	Prai.g_01744	Syak.g_01341
OG0000915	Prai.g_01746	Syak.g_01339
OG0000916	Prai.g_01747	Syak.g_01338
OG0000917	Prai.g_01748	Syak.g_01337
OG0000918	Prai.g_01749	Syak.g_01336
OG0000919	Prai.g_01750	Syak.g_01335
OG0000920	Prai.g_01751	Syak.g_01334
OG0000921	Prai.g_01752	Syak.g_01333
OG0000922	Prai.g_01753	Syak.g_01332
OG0000923	Prai.g_01757	Syak.g_01328
OG0000924	Prai.g_01758	Syak.g_01327
OG0000925	Prai.g_01759	Syak.g_01326
OG0000926	Prai.g_01760	Syak.g_01325
OG0000927	Prai.g_01762	Syak.g_01323
OG0000928	Prai.g_01763	Syak.g_01322
OG0000929	Prai.g_01764	Syak.g_01321
OG0000930	Prai.g_01765	Syak.g_01320
OG0000931	Prai.g_01766	Syak.g_01319
OG0000932	Prai.g_01767	Syak.g_01318
OG0000933	Prai.g_01776	Syak.g_01312
OG0000934	Prai.g_01778	Syak.g_01310
OG0000935	Prai.g_01779	Syak.g_01309
OG0000936	Prai.g_01780	Syak.g_01308
OG0000937	Prai.g_01781	Syak.g_01307
OG0000938	Prai.g_01783	Syak.g_01304
OG0000939	Prai.g_01784	Syak.g_01303
OG0000940	Prai.g_01791	Syak.g_01297
OG0000941	Prai.g_01793	Syak.g_01295
OG0000942	Prai.g_01795	Syak.g_01293
OG0000943	Prai.g_01796	Syak.g_01292
OG0000944	Prai.g_01797	Syak.g_01290
OG0000945	Prai.g_01798	Syak.g_01288
OG0000946	Prai.g_01802	Syak.g_01283
OG0000947	Prai.g_01804	Syak.g_01280
OG0000948	Prai.g_01805	Syak.g_01279
OG0000949	Prai.g_01808	Syak.g_01551
OG0000950	Prai.g_01813	Syak.g_01562
OG0000951	Prai.g_01817	Syak.g_01569
OG0000952	Prai.g_01821	Syak.g_01574
OG0000953	Prai.g_01824	Syak.g_01627
OG0000954	Prai.g_01828	Syak.g_01633
OG0000955	Prai.g_01829	Syak.g_01634
OG0000956	Prai.g_01831	Syak.g_01636
OG0000957	Prai.g_01836	Syak.g_01648
OG0000958	Prai.g_01837	Syak.g_01649
OG0000959	Prai.g_01841	Syak.g_01653
OG0000960	Prai.g_01842	Syak.g_01654
OG0000961	Prai.g_01844	Syak.g_01679
OG0000962	Prai.g_01846	Syak.g_01682
OG0000963	Prai.g_01850	Syak.g_01687
OG0000964	Prai.g_01851	Syak.g_01688
OG0000965	Prai.g_01852	Syak.g_01689
OG0000966	Prai.g_01861	Syak.g_01711
OG0000967	Prai.g_01865	Syak.g_01715
OG0000968	Prai.g_01867	Syak.g_01719
OG0000969	Prai.g_01868	Syak.g_01721
OG0000970	Prai.g_01869	Syak.g_01722
OG0000971	Prai.g_01870	Syak.g_01724
OG0000972	Prai.g_01871	Syak.g_01725
OG0000973	Prai.g_01872	Syak.g_01726
OG0000974	Prai.g_01873	Syak.g_01727
OG0000975	Prai.g_01874	Syak.g_01728
OG0000976	Prai.g_01875	Syak.g_01729
OG0000977	Prai.g_01876	Syak.g_01731
OG0000978	Prai.g_01877	Syak.g_01732
OG0000979	Prai.g_01880	Syak.g_01735
OG0000980	Prai.g_01882	Syak.g_01738
OG0000981	Prai.g_01884	Syak.g_01741
OG0000982	Prai.g_01886	Syak.g_01941
OG0000983	Prai.g_01887	Syak.g_01940
OG0000984	Prai.g_01888	Syak.g_01939
OG0000985	Prai.g_01891	Syak.g_01935
OG0000986	Prai.g_01893	Syak.g_01933
OG0000987	Prai.g_01894	Syak.g_01931
OG0000988	Prai.g_01897	Syak.g_01925
OG0000989	Prai.g_01900	Syak.g_01912
OG0000990	Prai.g_01903	Syak.g_01900
OG0000991	Prai.g_01904	Syak.g_01896
OG0000992	Prai.g_01906	Syak.g_01893
OG0000993	Prai.g_01907	Syak.g_01892
OG0000994	Prai.g_01908	Syak.g_01889
OG0000995	Prai.g_01912	Syak.g_01880
OG0000996	Prai.g_01913	Syak.g_01839
OG0000997	Prai.g_01914	Syak.g_01828
OG0000998	Prai.g_01916	Syak.g_01826
OG0000999	Prai.g_01917	Syak.g_01825
OG0001000	Prai.g_01920	Syak.g_01821
OG0001001	Prai.g_01922	Syak.g_01814
OG0001002	Prai.g_01926	Syak.g_01807
OG0001003	Prai.g_01928	Syak.g_01806
OG0001004	Prai.g_01929	Syak.g_01805
OG0001005	Prai.g_01930	Syak.g_01804
OG0001006	Prai.g_01934	Syak.g_01797
OG0001007	Prai.g_01936	Syak.g_01795
OG0001008	Prai.g_00468	Syak.g_01190
OG0001009	Prai.g_00027	Syak.g_01762
OG0001010	Prai.g_00028	Syak.g_01761
OG0001011	Prai.g_00029	Syak.g_01759
OG0001012	Prai.g_00050	Syak.g_01946
OG0001013	Prai.g_00055	Syak.g_01969
OG0001014	Prai.g_00058	Syak.g_01975
OG0001015	Prai.g_00059	Syak.g_01976
OG0001016	Prai.g_00073	Syak.g_02250
OG0001017	Prai.g_00077	Syak.g_02244
OG0001018	Prai.g_00080	Syak.g_02242
OG0001019	Prai.g_00089	Syak.g_02218
OG0001020	Prai.g_00090	Syak.g_02214
OG0001021	Prai.g_00091	Syak.g_02210
OG0001022	Prai.g_00094	Syak.g_02205
OG0001023	Prai.g_00095	Syak.g_02204
OG0001024	Prai.g_00098	Syak.g_02201
OG0001025	Prai.g_00104	Syak.g_02195
OG0001026	Prai.g_00111	Syak.g_02182
OG0001027	Prai.g_00112	Syak.g_02178
OG0001028	Prai.g_00114	Syak.g_02176
OG0001029	Prai.g_00115	Syak.g_02174
OG0001030	Prai.g_00130	Syak.g_02153
OG0001031	Prai.g_00197	Syak.g_02079
OG0001032	Prai.g_00198	Syak.g_02077
OG0001033	Prai.g_00219	Syak.g_02037
OG0001034	Prai.g_00247	Syak.g_02305
OG0001035	Prai.g_00267	Syak.g_01422
OG0001036	Prai.g_00272	Syak.g_01427
OG0001037	Prai.g_00273	Syak.g_01429
OG0001038	Prai.g_00291	Syak.g_01457
OG0001039	Prai.g_00294	Syak.g_01460
OG0001040	Prai.g_00296	Syak.g_01463
OG0001041	Prai.g_00300	Syak.g_01468
OG0001042	Prai.g_00317	Syak.g_01500
OG0001043	Prai.g_00318	Syak.g_01504
OG0001045	Prai.g_00355	Syak.g_01234
OG0001046	Prai.g_00390	Syak.g_00479
OG0001047	Prai.g_00470	Syak.g_01188
OG0001048	Prai.g_00471	Syak.g_01187
OG0001049	Prai.g_00473	Syak.g_01184
OG0001050	Prai.g_00474	Syak.g_01183
OG0001051	Prai.g_00475	Syak.g_01182
OG0001052	Prai.g_00501	Syak.g_01122
OG0001053	Prai.g_00513	Syak.g_02577
OG0001054	Prai.g_00528	Syak.g_02596
OG0001055	Prai.g_00546	Syak.g_02617
OG0001056	Prai.g_00564	Syak.g_02645
OG0001057	Prai.g_00569	Syak.g_00964
OG0001058	Prai.g_00577	Syak.g_02668
OG0001060	Prai.g_00588	Syak.g_02677
OG0001061	Prai.g_00602	Syak.g_02697
OG0001062	Prai.g_00604	Syak.g_02699
OG0001063	Prai.g_00606	Syak.g_02704
OG0001064	Prai.g_00607	Syak.g_02705
OG0001065	Prai.g_00608	Syak.g_02706
OG0001066	Prai.g_00609	Syak.g_02707
OG0001067	Prai.g_00610	Syak.g_02708
OG0001068	Prai.g_00611	Syak.g_02709
OG0001069	Prai.g_00612	Syak.g_02710
OG0001070	Prai.g_00615	Syak.g_02714
OG0001071	Prai.g_00616	Syak.g_02715
OG0001072	Prai.g_00618	Syak.g_02721
OG0001073	Prai.g_00632	Syak.g_02736
OG0001074	Prai.g_00643	Syak.g_00098
OG0001075	Prai.g_00644	Syak.g_02760
OG0001076	Prai.g_00653	Syak.g_00011
OG0001077	Prai.g_00657	Syak.g_00024
OG0001078	Prai.g_00665	Syak.g_00036
OG0001079	Prai.g_00676	Syak.g_00049
OG0001080	Prai.g_00682	Syak.g_00264
OG0001081	Prai.g_00684	Syak.g_00327
OG0001082	Prai.g_00685	Syak.g_00328
OG0001083	Prai.g_00690	Syak.g_00336
OG0001084	Prai.g_00691	Syak.g_00337
OG0001085	Prai.g_00699	Syak.g_00354
OG0001086	Prai.g_00700	Syak.g_00356
OG0001087	Prai.g_00717	Syak.g_00691
OG0001088	Prai.g_00718	Syak.g_00694
OG0001089	Prai.g_00726	Syak.g_00722
OG0001090	Prai.g_00749	Syak.g_00806
OG0001091	Prai.g_00751	Syak.g_00804
OG0001092	Prai.g_00752	Syak.g_00801
OG0001093	Prai.g_00757	Syak.g_00794
OG0001094	Prai.g_00854	Syak.g_00428
OG0001095	Prai.g_00834	Syak.g_00448
OG0001096	Prai.g_00821	Syak.g_00623
OG0001097	Prai.g_00802	Syak.g_00598
OG0001098	Prai.g_00787	Syak.g_00578
OG0001099	Prai.g_01057	Syak.g_02175
OG0001100	Prai.g_01053	Syak.g_00365
OG0001101	Prai.g_01051	Syak.g_00367
OG0001102	Prai.g_01049	Syak.g_00370
OG0001103	Prai.g_01047	Syak.g_00372
OG0001104	Prai.g_01026	Syak.g_00410
OG0001105	Prai.g_01022	Syak.g_00414
OG0001106	Prai.g_00998	Syak.g_00518
OG0001107	Prai.g_00991	Syak.g_00505
OG0001108	Prai.g_00987	Syak.g_00497
OG0001109	Prai.g_00986	Syak.g_00495
OG0001110	Prai.g_00984	Syak.g_00493
OG0001111	Prai.g_00983	Syak.g_00491
OG0001112	Prai.g_00982	Syak.g_00489
OG0001113	Prai.g_00981	Syak.g_00406
OG0001114	Prai.g_00980	Syak.g_00488
OG0001115	Prai.g_00978	Syak.g_00484
OG0001116	Prai.g_00977	Syak.g_00482
OG0001117	Prai.g_00976	Syak.g_00481
OG0001118	Prai.g_00975	Syak.g_00480
OG0001119	Prai.g_00974	Syak.g_00478
OG0001120	Prai.g_00972	Syak.g_00474
OG0001121	Prai.g_01141, Prai.g_00969	Syak.g_00114
OG0001124	Prai.g_00940	Syak.g_00652
OG0001125	Prai.g_00939	Syak.g_00654
OG0001126	Prai.g_00929	Syak.g_00757
OG0001127	Prai.g_00928	Syak.g_00756
OG0001128	Prai.g_00926	Syak.g_00753
OG0001129	Prai.g_00925	Syak.g_00751
OG0001130	Prai.g_00924	Syak.g_00750
OG0001131	Prai.g_01088	Syak.g_00389
OG0001132	Prai.g_01098	Syak.g_00120
OG0001133	Prai.g_01130	Syak.g_00014
OG0001134	Prai.g_01143	Syak.g_00273
OG0001135	Prai.g_01146	Syak.g_00274
OG0001137	Prai.g_01179	Syak.g_00876
OG0001138	Prai.g_01198	Syak.g_00839
OG0001139	Prai.g_01200	Syak.g_00837
OG0001140	Prai.g_01201	Syak.g_00836
OG0001141	Prai.g_01202	Syak.g_00835
OG0001142	Prai.g_01203	Syak.g_00834
OG0001143	Prai.g_01210	Syak.g_00826
OG0001144	Prai.g_01215	Syak.g_00815
OG0001145	Prai.g_01326	Syak.g_00922
OG0001146	Prai.g_01339	Syak.g_00943
OG0001147	Prai.g_01357	Syak.g_01113
OG0001148	Prai.g_01372	Syak.g_02563
OG0001149	Prai.g_01373	Syak.g_02562
OG0001150	Prai.g_01374	Syak.g_02561
OG0001151	Prai.g_01385	Syak.g_02548
OG0001153	Prai.g_01494	Syak.g_01084
OG0001154	Prai.g_01495	Syak.g_01085
OG0001155	Prai.g_01507	Syak.g_02480
OG0001156	Prai.g_01510	Syak.g_02477
OG0001157	Prai.g_01511	Syak.g_02476
OG0001158	Prai.g_01512	Syak.g_02475
OG0001159	Prai.g_01513	Syak.g_02474
OG0001160	Prai.g_01537	Syak.g_02437
OG0001161	Prai.g_01550	Syak.g_01906
OG0001162	Prai.g_01563	Syak.g_00959
OG0001163	Prai.g_01630	Syak.g_02429
OG0001164	Prai.g_01634	Syak.g_02423
OG0001165	Prai.g_01637	Syak.g_02418
OG0001166	Prai.g_01657	Syak.g_02394
OG0001167	Prai.g_01674	Syak.g_02366
OG0001168	Prai.g_01676	Syak.g_02364
OG0001169	Prai.g_01678	Syak.g_02362
OG0001170	Prai.g_01680	Syak.g_02360
OG0001171	Prai.g_01689	Syak.g_02349
OG0001172	Prai.g_01704	Syak.g_01388
OG0001173	Prai.g_01705	Syak.g_01387
OG0001174	Prai.g_01713	Syak.g_01379
OG0001175	Prai.g_01714	Syak.g_01378
OG0001176	Prai.g_01721	Syak.g_01354
OG0001177	Prai.g_01724	Syak.g_01356
