Orthogroup	Prai	Prbm
OG0000545	Prai.g_00540	Prbm.g_00544
OG0000546	Prai.g_00543	Prbm.g_00547
OG0000547	Prai.g_00544	Prbm.g_00549
OG0000548	Prai.g_00545	Prbm.g_00550
OG0000549	Prai.g_00547	Prbm.g_00553
OG0000550	Prai.g_00552	Prbm.g_00557
OG0000551	Prai.g_00555	Prbm.g_00560
OG0000552	Prai.g_00556	Prbm.g_00561
OG0000553	Prai.g_00557	Prbm.g_00562
OG0000554	Prai.g_00562	Prbm.g_00567
OG0000555	Prai.g_00570	Prbm.g_00575
OG0000556	Prai.g_00572	Prbm.g_00577
OG0000557	Prai.g_00573	Prbm.g_00578
OG0000558	Prai.g_00575	Prbm.g_00580
OG0000559	Prai.g_00579	Prbm.g_00584
OG0000560	Prai.g_00582	Prbm.g_00587
OG0000561	Prai.g_00583	Prbm.g_00588
OG0000562	Prai.g_00584	Prbm.g_00589
OG0000563	Prai.g_00585	Prbm.g_00590
OG0000564	Prai.g_00586	Prbm.g_00591
OG0000565	Prai.g_00589	Prbm.g_00594
OG0000566	Prai.g_00592	Prbm.g_00596
OG0000567	Prai.g_00596	Prbm.g_00600
OG0000568	Prai.g_00597	Prbm.g_00601
OG0000569	Prai.g_00598	Prbm.g_00602
OG0000570	Prai.g_00599	Prbm.g_00603
OG0000571	Prai.g_00601	Prbm.g_00605
OG0000572	Prai.g_00614	Prbm.g_00616
OG0000573	Prai.g_00620	Prbm.g_00621
OG0000574	Prai.g_00621	Prbm.g_00624
OG0000575	Prai.g_00625	Prbm.g_00627
OG0000576	Prai.g_00627	Prbm.g_00629
OG0000577	Prai.g_00628	Prbm.g_00630
OG0000578	Prai.g_00629	Prbm.g_00631
OG0000579	Prai.g_00630	Prbm.g_00632
OG0000580	Prai.g_00631	Prbm.g_00633
OG0000581	Prai.g_00633	Prbm.g_00636
OG0000582	Prai.g_00636	Prbm.g_00639
OG0000583	Prai.g_00637	Prbm.g_00640
OG0000584	Prai.g_00638	Prbm.g_00641
OG0000585	Prai.g_00640	Prbm.g_00643
OG0000586	Prai.g_00641	Prbm.g_00644
OG0000587	Prai.g_00642	Prbm.g_00645
OG0000588	Prai.g_00646	Prbm.g_00649
OG0000589	Prai.g_00650	Prbm.g_00652
OG0000590	Prai.g_00651	Prbm.g_00653
OG0000591	Prai.g_00654	Prbm.g_00656
OG0000592	Prai.g_00655	Prbm.g_00657
OG0000593	Prai.g_00661	Prbm.g_00663
OG0000594	Prai.g_00662	Prbm.g_00664
OG0000595	Prai.g_00663	Prbm.g_00665
OG0000596	Prai.g_00667	Prbm.g_00669
OG0000597	Prai.g_00669	Prbm.g_00671
OG0000598	Prai.g_00670	Prbm.g_00672
OG0000599	Prai.g_00673	Prbm.g_00675
OG0000600	Prai.g_00674	Prbm.g_00676
OG0000601	Prai.g_00675	Prbm.g_00677
OG0000602	Prai.g_00677	Prbm.g_00679
OG0000603	Prai.g_00678	Prbm.g_00680
OG0000604	Prai.g_00679	Prbm.g_00681
OG0000605	Prai.g_00680	Prbm.g_00682
OG0000606	Prai.g_00683	Prbm.g_00685
OG0000607	Prai.g_00686	Prbm.g_00688
OG0000608	Prai.g_00687	Prbm.g_00689
OG0000609	Prai.g_00688	Prbm.g_00690
OG0000610	Prai.g_00693	Prbm.g_00696
OG0000611	Prai.g_00696	Prbm.g_00699
OG0000612	Prai.g_00697	Prbm.g_00700
OG0000613	Prai.g_00702	Prbm.g_00706
OG0000614	Prai.g_00721	Prbm.g_00730
OG0000615	Prai.g_00729	Prbm.g_00737
OG0000616	Prai.g_00732	Prbm.g_02220
OG0000617	Prai.g_00754	Prbm.g_00748
OG0000618	Prai.g_00755	Prbm.g_00749
OG0000619	Prai.g_00756	Prbm.g_00750
OG0000620	Prai.g_00759	Prbm.g_00753
OG0000621	Prai.g_00760	Prbm.g_00754
OG0000622	Prai.g_00761	Prbm.g_00755
OG0000623	Prai.g_00762	Prbm.g_00756
OG0000624	Prai.g_00763	Prbm.g_00758
OG0000625	Prai.g_00764	Prbm.g_00759
OG0000626	Prai.g_00765	Prbm.g_00760
OG0000627	Prai.g_00766	Prbm.g_00762
OG0000628	Prai.g_00767	Prbm.g_00763
OG0000629	Prai.g_00768	Prbm.g_00764
OG0000630	Prai.g_00771	Prbm.g_00767
OG0000631	Prai.g_00857	Prbm.g_00959
OG0000632	Prai.g_00856	Prbm.g_00960
OG0000633	Prai.g_00855	Prbm.g_00961
OG0000634	Prai.g_00852	Prbm.g_00810
OG0000635	Prai.g_00851	Prbm.g_00811
OG0000636	Prai.g_00849	Prbm.g_00813
OG0000637	Prai.g_00847	Prbm.g_00815
OG0000638	Prai.g_00846	Prbm.g_00816
OG0000639	Prai.g_00845	Prbm.g_00817
OG0000640	Prai.g_00844	Prbm.g_00818
OG0000641	Prai.g_00839	Prbm.g_00822
OG0000642	Prai.g_00838	Prbm.g_00823
OG0000643	Prai.g_00837	Prbm.g_00824
OG0000644	Prai.g_00836	Prbm.g_00825
OG0000645	Prai.g_00835	Prbm.g_00826
OG0000646	Prai.g_00833	Prbm.g_00829
OG0000647	Prai.g_00832	Prbm.g_00831
OG0000648	Prai.g_00830	Prbm.g_00833
OG0000649	Prai.g_00829	Prbm.g_00834
OG0000650	Prai.g_00828	Prbm.g_00835
OG0000651	Prai.g_00827	Prbm.g_00836
OG0000652	Prai.g_00826	Prbm.g_00837
OG0000653	Prai.g_00824	Prbm.g_00839
OG0000654	Prai.g_00823	Prbm.g_00840
OG0000655	Prai.g_00822	Prbm.g_00841
OG0000656	Prai.g_00819	Prbm.g_00844
OG0000657	Prai.g_00811	Prbm.g_00850
OG0000658	Prai.g_00810	Prbm.g_00852
OG0000659	Prai.g_00809	Prbm.g_00853
OG0000660	Prai.g_00805	Prbm.g_00857
OG0000661	Prai.g_00803	Prbm.g_00859
OG0000662	Prai.g_00801	Prbm.g_00861
OG0000663	Prai.g_00799	Prbm.g_00863
OG0000664	Prai.g_00798	Prbm.g_00864
OG0000665	Prai.g_00794	Prbm.g_00868
OG0000666	Prai.g_00793	Prbm.g_00869
OG0000667	Prai.g_00789	Prbm.g_00873
OG0000668	Prai.g_01060	Prbm.g_00911
OG0000669	Prai.g_01054	Prbm.g_00919
OG0000670	Prai.g_01052	Prbm.g_00922
OG0000671	Prai.g_01050	Prbm.g_00924
OG0000672	Prai.g_01048	Prbm.g_00927
OG0000673	Prai.g_01045	Prbm.g_00930
OG0000674	Prai.g_01043	Prbm.g_00932
OG0000675	Prai.g_01042	Prbm.g_00933
OG0000676	Prai.g_01040	Prbm.g_00935
OG0000677	Prai.g_01039	Prbm.g_00936
OG0000678	Prai.g_01037	Prbm.g_00939
OG0000679	Prai.g_01033	Prbm.g_00943
OG0000680	Prai.g_01032	Prbm.g_00944
OG0000681	Prai.g_01030	Prbm.g_00946
OG0000682	Prai.g_01029	Prbm.g_00947
OG0000683	Prai.g_01028	Prbm.g_00948
OG0000684	Prai.g_01027	Prbm.g_00793
OG0000685	Prai.g_01025	Prbm.g_00795
OG0000686	Prai.g_01024	Prbm.g_00796
OG0000687	Prai.g_01023	Prbm.g_00797
OG0000688	Prai.g_01020	Prbm.g_00800
OG0000689	Prai.g_01019	Prbm.g_00801
OG0000690	Prai.g_01018	Prbm.g_00802
OG0000691	Prai.g_01017	Prbm.g_00803
OG0000692	Prai.g_01015	Prbm.g_00805
OG0000693	Prai.g_01014	Prbm.g_00806
OG0000694	Prai.g_01013	Prbm.g_00807
OG0000695	Prai.g_01011	Prbm.g_00963
OG0000696	Prai.g_01010	Prbm.g_00964
OG0000697	Prai.g_01009	Prbm.g_00965
OG0000698	Prai.g_01006	Prbm.g_00968
OG0000699	Prai.g_01005	Prbm.g_00969
OG0000700	Prai.g_01004	Prbm.g_00970
OG0000701	Prai.g_01003	Prbm.g_00971
OG0000702	Prai.g_01001	Prbm.g_00973
OG0000703	Prai.g_01000	Prbm.g_00974
OG0000704	Prai.g_00999	Prbm.g_00975
OG0000705	Prai.g_00995	Prbm.g_00981
OG0000706	Prai.g_00994	Prbm.g_00982
OG0000707	Prai.g_00993	Prbm.g_00983
OG0000708	Prai.g_00992	Prbm.g_00985
OG0000709	Prai.g_00988	Prbm.g_00989
OG0000710	Prai.g_00985	Prbm.g_00992
OG0000711	Prai.g_00968	Prbm.g_01007
OG0000712	Prai.g_00966	Prbm.g_01009
OG0000713	Prai.g_00965	Prbm.g_01010
OG0000714	Prai.g_00964	Prbm.g_01011
OG0000715	Prai.g_00962	Prbm.g_01013
OG0000716	Prai.g_00960	Prbm.g_01014
OG0000717	Prai.g_00959	Prbm.g_01015
OG0000718	Prai.g_00948	Prbm.g_01031
OG0000719	Prai.g_00946	Prbm.g_01032
OG0000720	Prai.g_00938	Prbm.g_01042
OG0000721	Prai.g_00936	Prbm.g_01043
OG0000722	Prai.g_00935	Prbm.g_01044
OG0000723	Prai.g_00932	Prbm.g_01048
OG0000724	Prai.g_00923	Prbm.g_01059
OG0000725	Prai.g_00917	Prbm.g_00887
OG0000726	Prai.g_00916	Prbm.g_00886
OG0000727	Prai.g_00915	Prbm.g_00885
OG0000728	Prai.g_00913	Prbm.g_00883
OG0000729	Prai.g_01109	Prbm.g_02104
OG0000730	Prai.g_01113	Prbm.g_00398
OG0000731	Prai.g_01117	Prbm.g_00406
OG0000732	Prai.g_01126	Prbm.g_02166
OG0000733	Prai.g_01144	Prbm.g_01911
OG0000734	Prai.g_01157	Prbm.g_01565
OG0000735	Prai.g_01159	Prbm.g_01563
OG0000736	Prai.g_01160	Prbm.g_01562
OG0000737	Prai.g_01161	Prbm.g_01561
OG0000738	Prai.g_01165	Prbm.g_01557
OG0000739	Prai.g_01166	Prbm.g_01556
OG0000740	Prai.g_01167	Prbm.g_01555
OG0000741	Prai.g_01168	Prbm.g_01553
OG0000742	Prai.g_01170	Prbm.g_01550
OG0000743	Prai.g_01172	Prbm.g_01548
OG0000744	Prai.g_01173	Prbm.g_01547
OG0000745	Prai.g_01174	Prbm.g_01545
OG0000746	Prai.g_01176	Prbm.g_01543
OG0000747	Prai.g_01177	Prbm.g_01542
OG0000748	Prai.g_01180	Prbm.g_01538
OG0000749	Prai.g_01181	Prbm.g_01537
OG0000750	Prai.g_01182	Prbm.g_01536
OG0000751	Prai.g_01184	Prbm.g_01533
OG0000752	Prai.g_01186	Prbm.g_01531
OG0000753	Prai.g_01189	Prbm.g_01529
OG0000754	Prai.g_01192	Prbm.g_01525
OG0000755	Prai.g_01196	Prbm.g_01520
OG0000756	Prai.g_01197	Prbm.g_01519
OG0000757	Prai.g_01204	Prbm.g_01512
OG0000758	Prai.g_01205	Prbm.g_01511
OG0000759	Prai.g_01206	Prbm.g_01510
OG0000760	Prai.g_01207	Prbm.g_01509
OG0000761	Prai.g_01208	Prbm.g_01508
OG0000762	Prai.g_01209	Prbm.g_01507
OG0000763	Prai.g_01211	Prbm.g_01505
OG0000764	Prai.g_01212	Prbm.g_01504
OG0000765	Prai.g_01221	Prbm.g_01496
OG0000766	Prai.g_01222	Prbm.g_01495
OG0000767	Prai.g_01224	Prbm.g_01494
OG0000768	Prai.g_01225	Prbm.g_01493
OG0000769	Prai.g_01227	Prbm.g_01491
OG0000770	Prai.g_01229	Prbm.g_01490
OG0000771	Prai.g_01238	Prbm.g_01054
OG0000772	Prai.g_01310	Prbm.g_01356
OG0000773	Prai.g_01325	Prbm.g_01602
OG0000774	Prai.g_01327	Prbm.g_01605
OG0000775	Prai.g_01330	Prbm.g_01606
OG0000776	Prai.g_01331	Prbm.g_01607
OG0000777	Prai.g_01332	Prbm.g_01608
OG0000778	Prai.g_01333	Prbm.g_01609
OG0000779	Prai.g_01337	Prbm.g_01613
OG0000780	Prai.g_01338	Prbm.g_01614
OG0000781	Prai.g_01341	Prbm.g_01616
OG0000782	Prai.g_01342	Prbm.g_01617
OG0000783	Prai.g_01343	Prbm.g_01618
OG0000784	Prai.g_01344	Prbm.g_01619
OG0000785	Prai.g_01346	Prbm.g_01621
OG0000786	Prai.g_01348	Prbm.g_01624
OG0000787	Prai.g_01349	Prbm.g_01625
OG0000788	Prai.g_01358	Prbm.g_00777
OG0000789	Prai.g_01360	Prbm.g_01051
OG0000790	Prai.g_01375	Prbm.g_01665
OG0000791	Prai.g_01377	Prbm.g_01667
OG0000792	Prai.g_01378	Prbm.g_01668
OG0000793	Prai.g_01381	Prbm.g_01671
OG0000794	Prai.g_01382	Prbm.g_01672
OG0000795	Prai.g_01383	Prbm.g_01673
OG0000796	Prai.g_01387	Prbm.g_01677
OG0000797	Prai.g_01388	Prbm.g_01678
OG0000799	Prai.g_01445	Prbm.g_01691
OG0000800	Prai.g_01446	Prbm.g_01692
OG0000801	Prai.g_01447	Prbm.g_01693
OG0000802	Prai.g_01449	Prbm.g_01695
OG0000803	Prai.g_01451	Prbm.g_01697
OG0000804	Prai.g_01452	Prbm.g_01698
OG0000805	Prai.g_01454	Prbm.g_01700
OG0000806	Prai.g_01456	Prbm.g_01702
OG0000807	Prai.g_01457	Prbm.g_01703
OG0000808	Prai.g_01458	Prbm.g_01704
OG0000809	Prai.g_01461	Prbm.g_01708
OG0000810	Prai.g_01462	Prbm.g_01709
OG0000811	Prai.g_01466	Prbm.g_01713
OG0000812	Prai.g_01468	Prbm.g_01715
OG0000813	Prai.g_01469	Prbm.g_01716
OG0000814	Prai.g_01471	Prbm.g_01718
OG0000815	Prai.g_01472	Prbm.g_01719
OG0000816	Prai.g_01474	Prbm.g_01721
OG0000817	Prai.g_01475	Prbm.g_01722
OG0000818	Prai.g_01480	Prbm.g_01726
OG0000819	Prai.g_01481	Prbm.g_01727
OG0000820	Prai.g_01482	Prbm.g_01728
OG0000821	Prai.g_01485	Prbm.g_01731
OG0000822	Prai.g_01486	Prbm.g_01732
OG0000823	Prai.g_01487	Prbm.g_01733
OG0000824	Prai.g_01490	Prbm.g_01736
OG0000825	Prai.g_01491	Prbm.g_01737
OG0000826	Prai.g_01492	Prbm.g_01738
OG0000827	Prai.g_01493	Prbm.g_01739
OG0000828	Prai.g_01496	Prbm.g_01742
OG0000829	Prai.g_01497	Prbm.g_01743
OG0000830	Prai.g_01498	Prbm.g_01744
OG0000831	Prai.g_01500	Prbm.g_01746
OG0000832	Prai.g_01505	Prbm.g_01756
OG0000833	Prai.g_01514	Prbm.g_01764
OG0000834	Prai.g_01515	Prbm.g_01765
OG0000835	Prai.g_01516	Prbm.g_01766
OG0000836	Prai.g_01517	Prbm.g_01768
OG0000837	Prai.g_01518	Prbm.g_01769
OG0000838	Prai.g_01520	Prbm.g_01771
OG0000839	Prai.g_01521	Prbm.g_01772
OG0000840	Prai.g_01522	Prbm.g_01773
OG0000841	Prai.g_01523	Prbm.g_01774
OG0000842	Prai.g_01524	Prbm.g_01775
OG0000843	Prai.g_01525	Prbm.g_01776
OG0000844	Prai.g_01526	Prbm.g_01777
OG0000845	Prai.g_01527	Prbm.g_01778
OG0000846	Prai.g_01528	Prbm.g_01779
OG0000847	Prai.g_01529	Prbm.g_01780
OG0000848	Prai.g_01530	Prbm.g_01781
OG0000849	Prai.g_01531	Prbm.g_01782
OG0000850	Prai.g_01533	Prbm.g_01784
OG0000851	Prai.g_01534	Prbm.g_01785
OG0000852	Prai.g_01535	Prbm.g_01786
OG0000853	Prai.g_01539	Prbm.g_01791
OG0000854	Prai.g_01541	Prbm.g_01793
OG0000855	Prai.g_01542	Prbm.g_01794
OG0000856	Prai.g_01558	Prbm.g_01685
OG0000857	Prai.g_01597	Prbm.g_00830
OG0000858	Prai.g_01632	Prbm.g_01835
OG0000859	Prai.g_01633	Prbm.g_01836
OG0000860	Prai.g_01640	Prbm.g_01843
OG0000861	Prai.g_01641	Prbm.g_01844
OG0000862	Prai.g_01642	Prbm.g_01845
OG0000863	Prai.g_01644	Prbm.g_01846
OG0000864	Prai.g_01645	Prbm.g_01847
OG0000865	Prai.g_01646	Prbm.g_01848
OG0000866	Prai.g_01647	Prbm.g_01849
OG0000867	Prai.g_01648	Prbm.g_01850
OG0000868	Prai.g_01649	Prbm.g_01851
OG0000869	Prai.g_01653	Prbm.g_01854
OG0000870	Prai.g_01658	Prbm.g_01859
OG0000871	Prai.g_01659	Prbm.g_01860
OG0000872	Prai.g_01660	Prbm.g_01861
OG0000873	Prai.g_01663	Prbm.g_01864
OG0000874	Prai.g_01666	Prbm.g_01867
OG0000875	Prai.g_01667	Prbm.g_01869
OG0000876	Prai.g_01668	Prbm.g_01870
OG0000877	Prai.g_01670	Prbm.g_01872
OG0000878	Prai.g_01671	Prbm.g_01873
OG0000879	Prai.g_01672	Prbm.g_01874
OG0000880	Prai.g_01673	Prbm.g_01875
OG0000881	Prai.g_01677	Prbm.g_01878
OG0000882	Prai.g_01682	Prbm.g_01883
OG0000883	Prai.g_01683	Prbm.g_01885
OG0000884	Prai.g_01685	Prbm.g_01887
OG0000885	Prai.g_01686	Prbm.g_01888
OG0000886	Prai.g_01687	Prbm.g_01889
OG0000887	Prai.g_01688	Prbm.g_01890
OG0000888	Prai.g_01690	Prbm.g_01892
OG0000889	Prai.g_01692	Prbm.g_01894
OG0000890	Prai.g_01693	Prbm.g_01895
OG0000891	Prai.g_01694	Prbm.g_01896
OG0000892	Prai.g_01696	Prbm.g_01898
OG0000893	Prai.g_01701	Prbm.g_01948
OG0000894	Prai.g_01703	Prbm.g_01951
OG0000895	Prai.g_01706	Prbm.g_01954
OG0000896	Prai.g_01707	Prbm.g_01955
OG0000897	Prai.g_01709	Prbm.g_01957
OG0000898	Prai.g_01710	Prbm.g_01958
OG0000899	Prai.g_01711	Prbm.g_01959
OG0000900	Prai.g_01712	Prbm.g_01960
OG0000901	Prai.g_01715	Prbm.g_01963
OG0000902	Prai.g_01717	Prbm.g_01965
OG0000903	Prai.g_01720	Prbm.g_01975
OG0000904	Prai.g_01722	Prbm.g_01970
OG0000905	Prai.g_01727	Prbm.g_01967
OG0000906	Prai.g_01728	Prbm.g_01966
OG0000907	Prai.g_01734	Prbm.g_01990
OG0000908	Prai.g_01737	Prbm.g_01993
OG0000909	Prai.g_01738	Prbm.g_01994
OG0000910	Prai.g_01739	Prbm.g_01995
OG0000911	Prai.g_01741	Prbm.g_01997
OG0000912	Prai.g_01742	Prbm.g_01998
OG0000913	Prai.g_01743	Prbm.g_01999
OG0000914	Prai.g_01744	Prbm.g_02000
OG0000915	Prai.g_01746	Prbm.g_02001
OG0000916	Prai.g_01747	Prbm.g_02002
OG0000917	Prai.g_01748	Prbm.g_02003
OG0000918	Prai.g_01749	Prbm.g_02004
OG0000919	Prai.g_01750	Prbm.g_02005
OG0000920	Prai.g_01751	Prbm.g_02006
OG0000921	Prai.g_01752	Prbm.g_02007
OG0000922	Prai.g_01753	Prbm.g_02008
OG0000923	Prai.g_01757	Prbm.g_02012
OG0000924	Prai.g_01758	Prbm.g_02013
OG0000925	Prai.g_01759	Prbm.g_02014
OG0000926	Prai.g_01760	Prbm.g_02015
OG0000927	Prai.g_01762	Prbm.g_02017
OG0000928	Prai.g_01763	Prbm.g_02018
OG0000929	Prai.g_01764	Prbm.g_02019
OG0000930	Prai.g_01765	Prbm.g_02020
OG0000931	Prai.g_01766	Prbm.g_02021
OG0000932	Prai.g_01767	Prbm.g_02022
OG0000933	Prai.g_01776	Prbm.g_02026
OG0000934	Prai.g_01778	Prbm.g_02028
OG0000935	Prai.g_01779	Prbm.g_02029
OG0000936	Prai.g_01780	Prbm.g_02030
OG0000937	Prai.g_01781	Prbm.g_02031
OG0000938	Prai.g_01783	Prbm.g_02034
OG0000939	Prai.g_01784	Prbm.g_02035
OG0000940	Prai.g_01791	Prbm.g_02042
OG0000941	Prai.g_01793	Prbm.g_02044
OG0000942	Prai.g_01795	Prbm.g_02046
OG0000943	Prai.g_01796	Prbm.g_02048
OG0000944	Prai.g_01797	Prbm.g_02050
OG0000945	Prai.g_01798	Prbm.g_02051
OG0000946	Prai.g_01802	Prbm.g_02057
OG0000947	Prai.g_01804	Prbm.g_02059
OG0000948	Prai.g_01805	Prbm.g_02060
OG0000949	Prai.g_01808	Prbm.g_02063
OG0000950	Prai.g_01813	Prbm.g_02068
OG0000951	Prai.g_01817	Prbm.g_02072
OG0000952	Prai.g_01821	Prbm.g_02076
OG0000953	Prai.g_01824	Prbm.g_02080
OG0000954	Prai.g_01828	Prbm.g_02084
OG0000955	Prai.g_01829	Prbm.g_02085
OG0000956	Prai.g_01831	Prbm.g_02087
OG0000957	Prai.g_01836	Prbm.g_02092
OG0000958	Prai.g_01837	Prbm.g_02093
OG0000959	Prai.g_01841	Prbm.g_02097
OG0000960	Prai.g_01842	Prbm.g_02098
OG0000961	Prai.g_01844	Prbm.g_02101
OG0000962	Prai.g_01846	Prbm.g_02103
OG0000963	Prai.g_01850	Prbm.g_02107
OG0000964	Prai.g_01851	Prbm.g_02108
OG0000965	Prai.g_01852	Prbm.g_02109
OG0000966	Prai.g_01861	Prbm.g_02144
OG0000967	Prai.g_01865	Prbm.g_02148
OG0000968	Prai.g_01867	Prbm.g_02150
OG0000969	Prai.g_01868	Prbm.g_02151
OG0000970	Prai.g_01869	Prbm.g_02152
OG0000971	Prai.g_01870	Prbm.g_02153
OG0000972	Prai.g_01871	Prbm.g_02154
OG0000973	Prai.g_01872	Prbm.g_02155
OG0000974	Prai.g_01873	Prbm.g_02156
OG0000975	Prai.g_01874	Prbm.g_02157
OG0000976	Prai.g_01875	Prbm.g_02158
OG0000977	Prai.g_01876	Prbm.g_02159
OG0000978	Prai.g_01877	Prbm.g_02160
OG0000979	Prai.g_01880	Prbm.g_02163
OG0000980	Prai.g_01882	Prbm.g_02165
OG0000981	Prai.g_01884	Prbm.g_02168
OG0000982	Prai.g_01886	Prbm.g_02170
OG0000983	Prai.g_01887	Prbm.g_02171
OG0000984	Prai.g_01888	Prbm.g_02172
OG0000985	Prai.g_01891	Prbm.g_02175
OG0000986	Prai.g_01893	Prbm.g_02177
OG0000987	Prai.g_01894	Prbm.g_02178
OG0000988	Prai.g_01897	Prbm.g_02181
OG0000989	Prai.g_01900	Prbm.g_02185
OG0000990	Prai.g_01903	Prbm.g_02190
OG0000991	Prai.g_01904	Prbm.g_02191
OG0000992	Prai.g_01906	Prbm.g_02194
OG0000993	Prai.g_01907	Prbm.g_02195
OG0000994	Prai.g_01908	Prbm.g_02196
OG0000995	Prai.g_01912	Prbm.g_02200
OG0000996	Prai.g_01913	Prbm.g_02201
OG0000997	Prai.g_01914	Prbm.g_02208
OG0000998	Prai.g_01916	Prbm.g_02210
OG0000999	Prai.g_01917	Prbm.g_02211
OG0001000	Prai.g_01920	Prbm.g_02214
OG0001001	Prai.g_01922	Prbm.g_02217
OG0001002	Prai.g_01926	Prbm.g_02222
OG0001003	Prai.g_01928	Prbm.g_02225
OG0001004	Prai.g_01929	Prbm.g_02226
OG0001005	Prai.g_01930	Prbm.g_02227
OG0001006	Prai.g_01934	Prbm.g_02231
OG0001007	Prai.g_01936	Prbm.g_02233
OG0001008	Prai.g_00468	Prbm.g_00447
OG0001009	Prai.g_00027	Prbm.g_00027
OG0001010	Prai.g_00028	Prbm.g_00028
OG0001011	Prai.g_00029	Prbm.g_00029
OG0001012	Prai.g_00050	Prbm.g_00052
OG0001013	Prai.g_00055	Prbm.g_00057
OG0001014	Prai.g_00058	Prbm.g_00060
OG0001015	Prai.g_00059	Prbm.g_00061
OG0001016	Prai.g_00073	Prbm.g_00130
OG0001017	Prai.g_00077	Prbm.g_00134
OG0001018	Prai.g_00080	Prbm.g_00137
OG0001019	Prai.g_00089	Prbm.g_00146
OG0001020	Prai.g_00090	Prbm.g_00147
OG0001021	Prai.g_00091	Prbm.g_00148
OG0001022	Prai.g_00094	Prbm.g_00151
OG0001023	Prai.g_00095	Prbm.g_00152
OG0001024	Prai.g_00098	Prbm.g_00155
OG0001025	Prai.g_00104	Prbm.g_00162
OG0001026	Prai.g_00111	Prbm.g_00170
OG0001027	Prai.g_00112	Prbm.g_00171
OG0001028	Prai.g_00114	Prbm.g_00173
OG0001029	Prai.g_00115	Prbm.g_00175
OG0001030	Prai.g_00130	Prbm.g_00191
OG0001031	Prai.g_00197	Prbm.g_00246
OG0001032	Prai.g_00198	Prbm.g_00247
OG0001033	Prai.g_00219	Prbm.g_00267
OG0001034	Prai.g_00247	Prbm.g_00296
OG0001035	Prai.g_00267	Prbm.g_00313
OG0001036	Prai.g_00272	Prbm.g_00318
OG0001037	Prai.g_00273	Prbm.g_00319
OG0001038	Prai.g_00291	Prbm.g_00335
OG0001039	Prai.g_00294	Prbm.g_00337
OG0001040	Prai.g_00296	Prbm.g_00340
OG0001041	Prai.g_00300	Prbm.g_00344
OG0001042	Prai.g_00317	Prbm.g_00360
OG0001043	Prai.g_00318	Prbm.g_00361
OG0001045	Prai.g_00355	Prbm.g_00408
OG0001046	Prai.g_00390	Prbm.g_01121
OG0001047	Prai.g_00470	Prbm.g_00449
OG0001048	Prai.g_00471	Prbm.g_00450
OG0001049	Prai.g_00473	Prbm.g_00452
OG0001050	Prai.g_00474	Prbm.g_00453
OG0001051	Prai.g_00475	Prbm.g_00454
OG0001052	Prai.g_00501	Prbm.g_00497
OG0001053	Prai.g_00513	Prbm.g_00509
OG0001054	Prai.g_00528	Prbm.g_00523
OG0001055	Prai.g_00546	Prbm.g_00551
OG0001056	Prai.g_00564	Prbm.g_00569
OG0001057	Prai.g_00569	Prbm.g_00574
OG0001058	Prai.g_00577	Prbm.g_00582
OG0001059	Prai.g_00581	Prbm.g_00586
OG0001060	Prai.g_00588	Prbm.g_00593
OG0001061	Prai.g_00602	Prbm.g_00606
OG0001062	Prai.g_00604	Prbm.g_00608
OG0001063	Prai.g_00606	Prbm.g_00609
OG0001064	Prai.g_00607	Prbm.g_00610
OG0001065	Prai.g_00608	Prbm.g_00611
OG0001066	Prai.g_00609	Prbm.g_00612
OG0001067	Prai.g_00610	Prbm.g_00613
OG0001068	Prai.g_00611	Prbm.g_00614
OG0001069	Prai.g_00612	Prbm.g_00615
OG0001070	Prai.g_00615	Prbm.g_00617
OG0001071	Prai.g_00616	Prbm.g_00618
OG0001072	Prai.g_00618	Prbm.g_00619
OG0001073	Prai.g_00632	Prbm.g_00634
OG0001074	Prai.g_00643	Prbm.g_00646
OG0001075	Prai.g_00644	Prbm.g_00647
OG0001076	Prai.g_00653	Prbm.g_00654
OG0001077	Prai.g_00657	Prbm.g_00659
OG0001078	Prai.g_00665	Prbm.g_00667
OG0001079	Prai.g_00676	Prbm.g_00678
OG0001080	Prai.g_00682	Prbm.g_00684
OG0001081	Prai.g_00684	Prbm.g_00686
OG0001082	Prai.g_00685	Prbm.g_00687
OG0001083	Prai.g_00690	Prbm.g_00692
OG0001084	Prai.g_00691	Prbm.g_00693
OG0001085	Prai.g_00699	Prbm.g_00703
OG0001086	Prai.g_00700	Prbm.g_00704
OG0001087	Prai.g_00717	Prbm.g_00725
OG0001088	Prai.g_00718	Prbm.g_00726
OG0001089	Prai.g_00726	Prbm.g_00734
OG0001090	Prai.g_00749	Prbm.g_00743
OG0001091	Prai.g_00751	Prbm.g_00745
OG0001092	Prai.g_00752	Prbm.g_00746
OG0001093	Prai.g_00757	Prbm.g_00751
OG0001094	Prai.g_00854	Prbm.g_00808
OG0001095	Prai.g_00834	Prbm.g_00827
OG0001096	Prai.g_00821	Prbm.g_00842
OG0001097	Prai.g_00802	Prbm.g_00860
OG0001098	Prai.g_00787	Prbm.g_00877
OG0001099	Prai.g_01057	Prbm.g_00914
OG0001100	Prai.g_01053	Prbm.g_00921
OG0001101	Prai.g_01051	Prbm.g_00923
OG0001102	Prai.g_01049	Prbm.g_00926
OG0001103	Prai.g_01047	Prbm.g_00928
OG0001104	Prai.g_01026	Prbm.g_00794
OG0001105	Prai.g_01022	Prbm.g_00798
