Orthogroup	Prai	Syai
OG0000583	Prai.g_00637	Syai.g_01043
OG0000584	Prai.g_00638	Syai.g_01044
OG0000585	Prai.g_00640	Syai.g_01046
OG0000586	Prai.g_00641	Syai.g_01047
OG0000587	Prai.g_00642	Syai.g_01049
OG0000588	Prai.g_00646	Syai.g_01063
OG0000589	Prai.g_00650	Syai.g_01066
OG0000590	Prai.g_00651	Syai.g_01067
OG0000591	Prai.g_00654	Syai.g_01075
OG0000592	Prai.g_00655	Syai.g_01076
OG0000593	Prai.g_00661	Syai.g_01100
OG0000594	Prai.g_00662	Syai.g_01101
OG0000595	Prai.g_00663	Syai.g_01102
OG0000596	Prai.g_00667	Syai.g_01107
OG0000597	Prai.g_00669	Syai.g_01110
OG0000598	Prai.g_00670	Syai.g_01111
OG0000599	Prai.g_00673	Syai.g_01114
OG0000600	Prai.g_00674	Syai.g_01115
OG0000601	Prai.g_00675	Syai.g_01116
OG0000602	Prai.g_00677	Syai.g_01121
OG0000603	Prai.g_00678	Syai.g_01122
OG0000604	Prai.g_00679	Syai.g_01125
OG0000605	Prai.g_00680	Syai.g_01609
OG0000606	Prai.g_00683	Syai.g_01221
OG0000607	Prai.g_00686	Syai.g_01224
OG0000608	Prai.g_00687	Syai.g_01225
OG0000609	Prai.g_00688	Syai.g_01227
OG0000610	Prai.g_00693	Syai.g_01234
OG0000611	Prai.g_00696	Syai.g_01237
OG0000612	Prai.g_00697	Syai.g_01238
OG0000613	Prai.g_00702	Syai.g_00196
OG0000614	Prai.g_00721	Syai.g_01981
OG0000615	Prai.g_00729	Syai.g_01286
OG0000616	Prai.g_00732	Syai.g_02914
OG0000617	Prai.g_00754	Syai.g_01393
OG0000618	Prai.g_00755	Syai.g_01394
OG0000619	Prai.g_00756	Syai.g_01395
OG0000620	Prai.g_00759	Syai.g_01402
OG0000621	Prai.g_00760	Syai.g_01403
OG0000622	Prai.g_00761	Syai.g_01404
OG0000623	Prai.g_00762	Syai.g_01405
OG0000624	Prai.g_00763	Syai.g_01407
OG0000625	Prai.g_00764	Syai.g_01408
OG0000626	Prai.g_00765	Syai.g_01409
OG0000627	Prai.g_00766	Syai.g_01575
OG0000628	Prai.g_00767	Syai.g_01573
OG0000629	Prai.g_00768	Syai.g_01570
OG0000630	Prai.g_00771	Syai.g_01566
OG0000631	Prai.g_00857	Syai.g_01557
OG0000632	Prai.g_00856	Syai.g_01556
OG0000633	Prai.g_00855	Syai.g_01555
OG0000634	Prai.g_00852	Syai.g_01317
OG0000635	Prai.g_00851	Syai.g_01318
OG0000636	Prai.g_00849	Syai.g_01320
OG0000637	Prai.g_00847	Syai.g_01322
OG0000638	Prai.g_00846	Syai.g_01323
OG0000639	Prai.g_00845	Syai.g_01324
OG0000640	Prai.g_00844	Syai.g_01325
OG0000641	Prai.g_00839	Syai.g_01329
OG0000642	Prai.g_00838	Syai.g_01330
OG0000643	Prai.g_00837	Syai.g_01349
OG0000644	Prai.g_00836	Syai.g_01350
OG0000645	Prai.g_00835	Syai.g_01352
OG0000646	Prai.g_00833	Syai.g_01355
OG0000647	Prai.g_00832	Syai.g_01357
OG0000648	Prai.g_00830	Syai.g_01362
OG0000649	Prai.g_00829	Syai.g_01363
OG0000650	Prai.g_00828	Syai.g_01364
OG0000651	Prai.g_00827	Syai.g_01365
OG0000652	Prai.g_00826	Syai.g_01366
OG0000653	Prai.g_00824	Syai.g_01368
OG0000654	Prai.g_00823	Syai.g_01369
OG0000655	Prai.g_00822	Syai.g_01370
OG0000656	Prai.g_00819	Syai.g_01373
OG0000657	Prai.g_00811	Syai.g_02045
OG0000658	Prai.g_00810	Syai.g_02049
OG0000659	Prai.g_00809	Syai.g_02050
OG0000660	Prai.g_00805	Syai.g_02054
OG0000661	Prai.g_00803	Syai.g_02056
OG0000662	Prai.g_00801	Syai.g_02058
OG0000663	Prai.g_00799	Syai.g_02061
OG0000664	Prai.g_00798	Syai.g_02062
OG0000665	Prai.g_00794	Syai.g_02431
OG0000666	Prai.g_00793	Syai.g_01610
OG0000667	Prai.g_00789	Syai.g_01724
OG0000668	Prai.g_01060	Syai.g_01436
OG0000669	Prai.g_01054	Syai.g_01251
OG0000670	Prai.g_01052	Syai.g_00561
OG0000671	Prai.g_01050	Syai.g_01255
OG0000672	Prai.g_01048	Syai.g_01259
OG0000673	Prai.g_01045	Syai.g_01262
OG0000674	Prai.g_01043	Syai.g_01264
OG0000675	Prai.g_01042	Syai.g_01265
OG0000676	Prai.g_01040	Syai.g_01275
OG0000677	Prai.g_01039	Syai.g_01276
OG0000678	Prai.g_01037	Syai.g_01279
OG0000679	Prai.g_01033	Syai.g_01288
OG0000680	Prai.g_01032	Syai.g_01289
OG0000681	Prai.g_01030	Syai.g_01292
OG0000682	Prai.g_01029	Syai.g_01293
OG0000683	Prai.g_01028	Syai.g_01294
OG0000684	Prai.g_01027	Syai.g_01299
OG0000685	Prai.g_01025	Syai.g_01301
OG0000686	Prai.g_01024	Syai.g_01302
OG0000687	Prai.g_01023	Syai.g_01303
OG0000688	Prai.g_01020	Syai.g_01307
OG0000689	Prai.g_01019	Syai.g_01309
OG0000690	Prai.g_01018	Syai.g_01310
OG0000691	Prai.g_01017	Syai.g_01311
OG0000692	Prai.g_01015	Syai.g_01312
OG0000693	Prai.g_01014	Syai.g_01313
OG0000694	Prai.g_01013	Syai.g_01314
OG0000695	Prai.g_01011	Syai.g_01553
OG0000696	Prai.g_01010	Syai.g_01552
OG0000697	Prai.g_01009	Syai.g_01550
OG0000698	Prai.g_01006	Syai.g_01547
OG0000699	Prai.g_01005	Syai.g_01545
OG0000700	Prai.g_01004	Syai.g_01544
OG0000701	Prai.g_01003	Syai.g_01543
OG0000702	Prai.g_01001	Syai.g_01521
OG0000703	Prai.g_01000	Syai.g_01520
OG0000704	Prai.g_00999	Syai.g_01518
OG0000705	Prai.g_00995	Syai.g_01511
OG0000706	Prai.g_00994	Syai.g_01510
OG0000707	Prai.g_00993	Syai.g_01509
OG0000708	Prai.g_00992	Syai.g_01506
OG0000709	Prai.g_00988	Syai.g_01497
OG0000710	Prai.g_00985	Syai.g_01487
OG0000711	Prai.g_00968	Syai.g_01456
OG0000712	Prai.g_00966	Syai.g_01454
OG0000713	Prai.g_00965	Syai.g_01453
OG0000714	Prai.g_00964	Syai.g_01451
OG0000715	Prai.g_00962	Syai.g_01449
OG0000716	Prai.g_00960	Syai.g_01445
OG0000717	Prai.g_00959	Syai.g_01444
OG0000718	Prai.g_00948	Syai.g_01440
OG0000719	Prai.g_00946	Syai.g_01438
OG0000720	Prai.g_00938	Syai.g_01425
OG0000721	Prai.g_00936	Syai.g_01423
OG0000722	Prai.g_00935	Syai.g_01422
OG0000723	Prai.g_00932	Syai.g_01411
OG0000724	Prai.g_00923	Syai.g_02013
OG0000725	Prai.g_00917	Syai.g_02004
OG0000726	Prai.g_00916	Syai.g_02003
OG0000727	Prai.g_00915	Syai.g_02002
OG0000728	Prai.g_00913	Syai.g_02000
OG0000729	Prai.g_01109	Syai.g_00097
OG0000730	Prai.g_01113	Syai.g_00483
OG0000731	Prai.g_01117	Syai.g_00495
OG0000732	Prai.g_01126	Syai.g_00058
OG0000733	Prai.g_01144	Syai.g_02805
OG0000734	Prai.g_01157	Syai.g_02548
OG0000735	Prai.g_01159	Syai.g_02159
OG0000736	Prai.g_01160	Syai.g_02158
OG0000737	Prai.g_01161	Syai.g_02157
OG0000738	Prai.g_01165	Syai.g_02152
OG0000739	Prai.g_01166	Syai.g_02151
OG0000740	Prai.g_01167	Syai.g_02150
OG0000741	Prai.g_01168	Syai.g_02147
OG0000742	Prai.g_01170	Syai.g_02145
OG0000743	Prai.g_01172	Syai.g_02143
OG0000744	Prai.g_01173	Syai.g_02142
OG0000745	Prai.g_01174	Syai.g_02140
OG0000746	Prai.g_01176	Syai.g_02138
OG0000747	Prai.g_01177	Syai.g_02137
OG0000748	Prai.g_01180	Syai.g_02125
OG0000749	Prai.g_01181	Syai.g_02123
OG0000750	Prai.g_01182	Syai.g_02122
OG0000751	Prai.g_01184	Syai.g_02116
OG0000752	Prai.g_01186	Syai.g_02114
OG0000753	Prai.g_01189	Syai.g_02111
OG0000754	Prai.g_01192	Syai.g_01750
OG0000755	Prai.g_01196	Syai.g_01760
OG0000756	Prai.g_01197	Syai.g_01761
OG0000757	Prai.g_01204	Syai.g_01769
OG0000758	Prai.g_01205	Syai.g_01770
OG0000759	Prai.g_01206	Syai.g_01771
OG0000760	Prai.g_01207	Syai.g_01772
OG0000761	Prai.g_01208	Syai.g_01775
OG0000762	Prai.g_01209	Syai.g_01777
OG0000763	Prai.g_01211	Syai.g_01779
OG0000764	Prai.g_01212	Syai.g_01780
OG0000765	Prai.g_01221	Syai.g_01797
OG0000766	Prai.g_01222	Syai.g_01798
OG0000767	Prai.g_01224	Syai.g_01800
OG0000768	Prai.g_01225	Syai.g_01801
OG0000769	Prai.g_01227	Syai.g_01803
OG0000770	Prai.g_01229	Syai.g_01822
OG0000771	Prai.g_01238	Syai.g_02019
OG0000772	Prai.g_01310	Syai.g_01639
OG0000773	Prai.g_01325	Syai.g_02164
OG0000774	Prai.g_01327	Syai.g_02168
OG0000775	Prai.g_01330	Syai.g_02172
OG0000776	Prai.g_01331	Syai.g_02173
OG0000777	Prai.g_01332	Syai.g_02174
OG0000778	Prai.g_01333	Syai.g_02175
OG0000779	Prai.g_01337	Syai.g_02181
OG0000780	Prai.g_01338	Syai.g_02184
OG0000781	Prai.g_01341	Syai.g_02188
OG0000782	Prai.g_01342	Syai.g_02189
OG0000783	Prai.g_01343	Syai.g_02190
OG0000784	Prai.g_01344	Syai.g_02191
OG0000785	Prai.g_01346	Syai.g_02193
OG0000786	Prai.g_01348	Syai.g_00816
OG0000787	Prai.g_01349	Syai.g_00815
OG0000788	Prai.g_01358	Syai.g_01117
OG0000789	Prai.g_01360	Syai.g_01596
OG0000790	Prai.g_01375	Syai.g_00623
OG0000791	Prai.g_01377	Syai.g_00621
OG0000792	Prai.g_01378	Syai.g_00620
OG0000793	Prai.g_01381	Syai.g_00615
OG0000794	Prai.g_01382	Syai.g_00614
OG0000795	Prai.g_01383	Syai.g_00613
OG0000796	Prai.g_01387	Syai.g_00609
OG0000797	Prai.g_01388	Syai.g_00608
OG0000799	Prai.g_01445	Syai.g_00996
OG0000800	Prai.g_01446	Syai.g_00993
OG0000801	Prai.g_01447	Syai.g_00992
OG0000802	Prai.g_01449	Syai.g_00988
OG0000803	Prai.g_01451	Syai.g_00983
OG0000804	Prai.g_01452	Syai.g_00980
OG0000805	Prai.g_01454	Syai.g_00965
OG0000806	Prai.g_01456	Syai.g_00963
OG0000807	Prai.g_01457	Syai.g_00961
OG0000808	Prai.g_01458	Syai.g_00960
OG0000809	Prai.g_01461	Syai.g_00957
OG0000810	Prai.g_01462	Syai.g_00956
OG0000811	Prai.g_01466	Syai.g_00950
OG0000812	Prai.g_01468	Syai.g_00948
OG0000813	Prai.g_01469	Syai.g_00947
OG0000814	Prai.g_01471	Syai.g_00945
OG0000815	Prai.g_01472	Syai.g_00944
OG0000816	Prai.g_01474	Syai.g_00942
OG0000817	Prai.g_01475	Syai.g_00941
OG0000818	Prai.g_01480	Syai.g_00935
OG0000819	Prai.g_01481	Syai.g_00934
OG0000820	Prai.g_01482	Syai.g_00933
OG0000821	Prai.g_01485	Syai.g_00916
OG0000822	Prai.g_01486	Syai.g_00914
OG0000823	Prai.g_01487	Syai.g_00913
OG0000824	Prai.g_01490	Syai.g_00907
OG0000825	Prai.g_01491	Syai.g_00906
OG0000826	Prai.g_01492	Syai.g_00905
OG0000827	Prai.g_01493	Syai.g_00904
OG0000828	Prai.g_01496	Syai.g_00900
OG0000829	Prai.g_01497	Syai.g_00899
OG0000830	Prai.g_01498	Syai.g_00898
OG0000831	Prai.g_01500	Syai.g_00896
OG0000832	Prai.g_01505	Syai.g_02296
OG0000833	Prai.g_01514	Syai.g_02305
OG0000834	Prai.g_01515	Syai.g_02307
OG0000835	Prai.g_01516	Syai.g_02308
OG0000836	Prai.g_01517	Syai.g_02312
OG0000837	Prai.g_01518	Syai.g_02313
OG0000838	Prai.g_01520	Syai.g_02323
OG0000839	Prai.g_01521	Syai.g_02324
OG0000840	Prai.g_01522	Syai.g_02325
OG0000841	Prai.g_01523	Syai.g_02326
OG0000842	Prai.g_01524	Syai.g_02327
OG0000843	Prai.g_01525	Syai.g_02328
OG0000844	Prai.g_01526	Syai.g_02330
OG0000845	Prai.g_01527	Syai.g_02331
OG0000846	Prai.g_01528	Syai.g_02332
OG0000847	Prai.g_01529	Syai.g_02333
OG0000848	Prai.g_01530	Syai.g_02335
OG0000849	Prai.g_01531	Syai.g_02336
OG0000850	Prai.g_01533	Syai.g_02339
OG0000851	Prai.g_01534	Syai.g_02352
OG0000852	Prai.g_01535	Syai.g_02353
OG0000853	Prai.g_01539	Syai.g_02357
OG0000854	Prai.g_01541	Syai.g_02359
OG0000855	Prai.g_01542	Syai.g_02360
OG0000856	Prai.g_01558	Syai.g_01078
OG0000857	Prai.g_01597	Syai.g_01356
OG0000858	Prai.g_01632	Syai.g_02366
OG0000859	Prai.g_01633	Syai.g_02367
OG0000860	Prai.g_01640	Syai.g_02380
OG0000861	Prai.g_01641	Syai.g_02381
OG0000862	Prai.g_01642	Syai.g_02382
OG0000863	Prai.g_01644	Syai.g_02385
OG0000864	Prai.g_01645	Syai.g_02386
OG0000865	Prai.g_01646	Syai.g_02387
OG0000866	Prai.g_01647	Syai.g_02388
OG0000867	Prai.g_01648	Syai.g_02389
OG0000868	Prai.g_01649	Syai.g_02392
OG0000869	Prai.g_01653	Syai.g_02396
OG0000870	Prai.g_01658	Syai.g_02401
OG0000871	Prai.g_01659	Syai.g_02402
OG0000872	Prai.g_01660	Syai.g_02409
OG0000873	Prai.g_01663	Syai.g_02412
OG0000874	Prai.g_01666	Syai.g_02408
OG0000875	Prai.g_01667	Syai.g_02416
OG0000876	Prai.g_01668	Syai.g_02243
OG0000877	Prai.g_01670	Syai.g_02250
OG0000878	Prai.g_01671	Syai.g_02251
OG0000879	Prai.g_01672	Syai.g_02252
OG0000880	Prai.g_01673	Syai.g_02253
OG0000881	Prai.g_01677	Syai.g_02257
OG0000882	Prai.g_01682	Syai.g_02262
OG0000883	Prai.g_01683	Syai.g_02264
OG0000884	Prai.g_01685	Syai.g_02266
OG0000885	Prai.g_01686	Syai.g_02267
OG0000886	Prai.g_01687	Syai.g_02268
OG0000887	Prai.g_01688	Syai.g_02269
OG0000888	Prai.g_01690	Syai.g_02271
OG0000889	Prai.g_01692	Syai.g_02273
OG0000890	Prai.g_01693	Syai.g_02279
OG0000891	Prai.g_01694	Syai.g_02280
OG0000892	Prai.g_01696	Syai.g_02282
OG0000893	Prai.g_01701	Syai.g_00318
OG0000894	Prai.g_01703	Syai.g_00321
OG0000895	Prai.g_01706	Syai.g_00325
OG0000896	Prai.g_01707	Syai.g_00326
OG0000897	Prai.g_01709	Syai.g_00328
OG0000898	Prai.g_01710	Syai.g_00329
OG0000899	Prai.g_01711	Syai.g_00330
OG0000900	Prai.g_01712	Syai.g_00331
OG0000901	Prai.g_01715	Syai.g_00336
OG0000902	Prai.g_01717	Syai.g_00338
OG0000903	Prai.g_01720	Syai.g_00353
OG0000904	Prai.g_01722	Syai.g_00348
OG0000905	Prai.g_01727	Syai.g_00342
OG0000906	Prai.g_01728	Syai.g_00340
OG0000907	Prai.g_01734	Syai.g_00358
OG0000908	Prai.g_01737	Syai.g_00361
OG0000909	Prai.g_01738	Syai.g_00362
OG0000910	Prai.g_01739	Syai.g_00363
OG0000911	Prai.g_01741	Syai.g_00365
OG0000912	Prai.g_01742	Syai.g_00366
OG0000913	Prai.g_01743	Syai.g_00367
OG0000914	Prai.g_01744	Syai.g_00368
OG0000915	Prai.g_01746	Syai.g_00370
OG0000916	Prai.g_01747	Syai.g_00371
OG0000917	Prai.g_01748	Syai.g_00372
OG0000918	Prai.g_01749	Syai.g_00373
OG0000919	Prai.g_01750	Syai.g_00374
OG0000920	Prai.g_01751	Syai.g_00375
OG0000921	Prai.g_01752	Syai.g_00376
OG0000922	Prai.g_01753	Syai.g_00377
OG0000923	Prai.g_01757	Syai.g_00381
OG0000924	Prai.g_01758	Syai.g_00382
OG0000925	Prai.g_01759	Syai.g_00383
OG0000926	Prai.g_01760	Syai.g_00384
OG0000927	Prai.g_01762	Syai.g_00386
OG0000928	Prai.g_01763	Syai.g_00387
OG0000929	Prai.g_01764	Syai.g_00388
OG0000930	Prai.g_01765	Syai.g_00389
OG0000931	Prai.g_01766	Syai.g_00390
OG0000932	Prai.g_01767	Syai.g_00391
OG0000933	Prai.g_01776	Syai.g_00397
OG0000934	Prai.g_01778	Syai.g_00399
OG0000935	Prai.g_01779	Syai.g_00400
OG0000936	Prai.g_01780	Syai.g_00401
OG0000937	Prai.g_01781	Syai.g_00402
OG0000938	Prai.g_01783	Syai.g_00405
OG0000939	Prai.g_01784	Syai.g_00406
OG0000940	Prai.g_01791	Syai.g_00413
OG0000941	Prai.g_01793	Syai.g_00415
OG0000942	Prai.g_01795	Syai.g_00417
OG0000943	Prai.g_01796	Syai.g_00418
OG0000944	Prai.g_01797	Syai.g_00420
OG0000945	Prai.g_01798	Syai.g_00422
OG0000946	Prai.g_01802	Syai.g_00428
OG0000947	Prai.g_01804	Syai.g_00431
OG0000948	Prai.g_01805	Syai.g_00432
OG0000949	Prai.g_01808	Syai.g_00174
OG0000950	Prai.g_01813	Syai.g_00163
OG0000951	Prai.g_01817	Syai.g_00158
OG0000952	Prai.g_01821	Syai.g_00136
OG0000953	Prai.g_01824	Syai.g_00132
OG0000954	Prai.g_01828	Syai.g_00127
OG0000955	Prai.g_01829	Syai.g_00126
OG0000956	Prai.g_01831	Syai.g_00124
OG0000957	Prai.g_01836	Syai.g_00113
OG0000958	Prai.g_01837	Syai.g_00112
OG0000959	Prai.g_01841	Syai.g_00108
OG0000960	Prai.g_01842	Syai.g_00107
OG0000961	Prai.g_01844	Syai.g_00100
OG0000962	Prai.g_01846	Syai.g_00098
OG0000963	Prai.g_01850	Syai.g_00094
OG0000964	Prai.g_01851	Syai.g_00093
OG0000965	Prai.g_01852	Syai.g_00092
OG0000966	Prai.g_01861	Syai.g_00082
OG0000967	Prai.g_01865	Syai.g_00077
OG0000968	Prai.g_01867	Syai.g_00085
OG0000969	Prai.g_01868	Syai.g_00080
OG0000970	Prai.g_01869	Syai.g_00079
OG0000971	Prai.g_01870	Syai.g_00074
OG0000972	Prai.g_01871	Syai.g_00073
OG0000973	Prai.g_01872	Syai.g_00072
OG0000974	Prai.g_01873	Syai.g_00071
OG0000975	Prai.g_01874	Syai.g_00070
OG0000976	Prai.g_01875	Syai.g_00069
OG0000977	Prai.g_01876	Syai.g_00067
OG0000978	Prai.g_01877	Syai.g_00065
OG0000979	Prai.g_01880	Syai.g_00062
OG0000980	Prai.g_01882	Syai.g_00059
OG0000981	Prai.g_01884	Syai.g_00056
OG0000982	Prai.g_01886	Syai.g_02777
OG0000983	Prai.g_01887	Syai.g_02778
OG0000984	Prai.g_01888	Syai.g_02779
OG0000985	Prai.g_01891	Syai.g_02781
OG0000986	Prai.g_01893	Syai.g_02784
OG0000987	Prai.g_01894	Syai.g_02786
OG0000988	Prai.g_01897	Syai.g_02790
OG0000989	Prai.g_01900	Syai.g_02797
OG0000990	Prai.g_01903	Syai.g_02825
OG0000991	Prai.g_01904	Syai.g_02827
OG0000992	Prai.g_01906	Syai.g_02830
OG0000993	Prai.g_01907	Syai.g_02831
OG0000994	Prai.g_01908	Syai.g_02834
OG0000995	Prai.g_01912	Syai.g_02840
OG0000996	Prai.g_01913	Syai.g_02891
OG0000997	Prai.g_01914	Syai.g_02900
OG0000998	Prai.g_01916	Syai.g_02902
OG0000999	Prai.g_01917	Syai.g_02903
OG0001000	Prai.g_01920	Syai.g_02906
OG0001001	Prai.g_01922	Syai.g_02911
OG0001002	Prai.g_01926	Syai.g_02918
OG0001003	Prai.g_01928	Syai.g_02919
OG0001004	Prai.g_01929	Syai.g_02920
OG0001005	Prai.g_01930	Syai.g_02921
OG0001006	Prai.g_01934	Syai.g_02931
OG0001007	Prai.g_01936	Syai.g_02933
OG0001008	Prai.g_00468	Syai.g_02227
OG0001009	Prai.g_00027	Syai.g_00034
OG0001010	Prai.g_00028	Syai.g_00035
OG0001011	Prai.g_00029	Syai.g_00037
OG0001012	Prai.g_00050	Syai.g_02773
OG0001013	Prai.g_00055	Syai.g_02750
OG0001014	Prai.g_00058	Syai.g_02726
OG0001015	Prai.g_00059	Syai.g_02725
OG0001016	Prai.g_00073	Syai.g_02479
OG0001017	Prai.g_00077	Syai.g_02485
OG0001018	Prai.g_00080	Syai.g_02487
OG0001019	Prai.g_00089	Syai.g_02508
OG0001020	Prai.g_00090	Syai.g_02516
OG0001021	Prai.g_00091	Syai.g_02523
OG0001022	Prai.g_00094	Syai.g_02528
OG0001023	Prai.g_00095	Syai.g_02529
OG0001024	Prai.g_00098	Syai.g_02533
OG0001025	Prai.g_00104	Syai.g_02540
OG0001026	Prai.g_00111	Syai.g_02550
OG0001027	Prai.g_00112	Syai.g_02555
OG0001028	Prai.g_00114	Syai.g_02557
OG0001029	Prai.g_00115	Syai.g_02559
OG0001030	Prai.g_00130	Syai.g_02580
OG0001031	Prai.g_00197	Syai.g_02656
OG0001032	Prai.g_00198	Syai.g_02658
OG0001033	Prai.g_00219	Syai.g_02685
OG0001034	Prai.g_00247	Syai.g_00537
OG0001035	Prai.g_00267	Syai.g_00295
OG0001036	Prai.g_00272	Syai.g_00290
OG0001037	Prai.g_00273	Syai.g_00288
OG0001038	Prai.g_00291	Syai.g_00261
OG0001039	Prai.g_00294	Syai.g_00258
OG0001040	Prai.g_00296	Syai.g_00255
OG0001041	Prai.g_00300	Syai.g_00250
OG0001042	Prai.g_00317	Syai.g_00225
OG0001043	Prai.g_00318	Syai.g_00221
OG0001045	Prai.g_00355	Syai.g_00498
OG0001046	Prai.g_00390	Syai.g_01471
OG0001047	Prai.g_00470	Syai.g_02225
OG0001048	Prai.g_00471	Syai.g_02224
OG0001049	Prai.g_00473	Syai.g_02215
OG0001050	Prai.g_00474	Syai.g_02214
OG0001051	Prai.g_00475	Syai.g_02213
OG0001052	Prai.g_00501	Syai.g_00861
OG0001053	Prai.g_00513	Syai.g_00641
OG0001054	Prai.g_00528	Syai.g_00658
OG0001055	Prai.g_00546	Syai.g_00679
OG0001056	Prai.g_00564	Syai.g_00713
OG0001057	Prai.g_00569	Syai.g_00721
OG0001058	Prai.g_00577	Syai.g_00734
OG0001059	Prai.g_00581	Syai.g_00738
OG0001060	Prai.g_00588	Syai.g_00744
OG0001061	Prai.g_00602	Syai.g_00765
OG0001062	Prai.g_00604	Syai.g_00767
OG0001063	Prai.g_00606	Syai.g_00774
OG0001064	Prai.g_00607	Syai.g_00775
OG0001065	Prai.g_00608	Syai.g_00776
OG0001066	Prai.g_00609	Syai.g_00777
OG0001067	Prai.g_00610	Syai.g_00778
OG0001068	Prai.g_00611	Syai.g_00779
OG0001069	Prai.g_00612	Syai.g_00780
OG0001070	Prai.g_00615	Syai.g_00783
OG0001071	Prai.g_00616	Syai.g_00784
OG0001072	Prai.g_00618	Syai.g_00788
OG0001073	Prai.g_00632	Syai.g_00807
OG0001074	Prai.g_00643	Syai.g_01051
OG0001075	Prai.g_00644	Syai.g_01053
OG0001076	Prai.g_00653	Syai.g_01069
OG0001077	Prai.g_00657	Syai.g_01081
OG0001078	Prai.g_00665	Syai.g_01105
OG0001079	Prai.g_00676	Syai.g_01118
OG0001080	Prai.g_00682	Syai.g_01606
OG0001081	Prai.g_00684	Syai.g_01222
OG0001082	Prai.g_00685	Syai.g_01223
OG0001083	Prai.g_00690	Syai.g_01230
OG0001084	Prai.g_00691	Syai.g_01231
OG0001085	Prai.g_00699	Syai.g_01241
OG0001086	Prai.g_00700	Syai.g_01243
OG0001087	Prai.g_00717	Syai.g_01953
OG0001088	Prai.g_00718	Syai.g_01957
OG0001089	Prai.g_00726	Syai.g_01996
OG0001090	Prai.g_00749	Syai.g_01387
OG0001091	Prai.g_00751	Syai.g_01389
OG0001092	Prai.g_00752	Syai.g_01391
OG0001093	Prai.g_00757	Syai.g_01397
OG0001094	Prai.g_00854	Syai.g_01315
OG0001096	Prai.g_00821	Syai.g_01371
OG0001097	Prai.g_00802	Syai.g_02057
OG0001098	Prai.g_00787	Syai.g_01603
OG0001099	Prai.g_01057	Syai.g_02558
OG0001100	Prai.g_01053	Syai.g_01253
OG0001101	Prai.g_01051	Syai.g_01254
OG0001102	Prai.g_01049	Syai.g_01257
OG0001103	Prai.g_01047	Syai.g_01260
OG0001104	Prai.g_01026	Syai.g_01300
OG0001105	Prai.g_01022	Syai.g_01304
OG0001106	Prai.g_00998	Syai.g_01517
OG0001107	Prai.g_00991	Syai.g_01505
OG0001108	Prai.g_00987	Syai.g_01496
OG0001109	Prai.g_00986	Syai.g_01488
OG0001110	Prai.g_00984	Syai.g_01486
OG0001111	Prai.g_00983	Syai.g_01484
OG0001112	Prai.g_00982	Syai.g_01482
OG0001113	Prai.g_00981	Syai.g_01481
OG0001114	Prai.g_00980	Syai.g_01480
OG0001115	Prai.g_00978	Syai.g_01476
OG0001116	Prai.g_00977	Syai.g_01474
OG0001117	Prai.g_00976	Syai.g_01473
OG0001118	Prai.g_00975	Syai.g_01472
OG0001119	Prai.g_00974	Syai.g_01470
OG0001120	Prai.g_00972	Syai.g_01466
OG0001121	Prai.g_01141, Prai.g_00969	Syai.g_01676
OG0001122	Prai.g_00945	Syai.g_01437
OG0001124	Prai.g_00940	Syai.g_01428
OG0001125	Prai.g_00939	Syai.g_01426
OG0001126	Prai.g_00929	Syai.g_02021
OG0001127	Prai.g_00928	Syai.g_02020
OG0001128	Prai.g_00926	Syai.g_02017
OG0001129	Prai.g_00925	Syai.g_02015
OG0001130	Prai.g_00924	Syai.g_02014
OG0001131	Prai.g_01088	Syai.g_01281
OG0001132	Prai.g_01098	Syai.g_01620
OG0001133	Prai.g_01130	Syai.g_01072
OG0001134	Prai.g_01143	Syai.g_01745
OG0001135	Prai.g_01146	Syai.g_01742
OG0001137	Prai.g_01179	Syai.g_02126
OG0001138	Prai.g_01198	Syai.g_01763
OG0001139	Prai.g_01200	Syai.g_01765
OG0001140	Prai.g_01201	Syai.g_01766
OG0001141	Prai.g_01202	Syai.g_01767
OG0001142	Prai.g_01203	Syai.g_01768
OG0001143	Prai.g_01210	Syai.g_01778
OG0001144	Prai.g_01215	Syai.g_01788
OG0001145	Prai.g_01326	Syai.g_02165
OG0001146	Prai.g_01339	Syai.g_02185
OG0001147	Prai.g_01357	Syai.g_00869
OG0001148	Prai.g_01372	Syai.g_00626
OG0001149	Prai.g_01373	Syai.g_00625
OG0001150	Prai.g_01374	Syai.g_00624
OG0001151	Prai.g_01385	Syai.g_00611
OG0001152	Prai.g_01386	Syai.g_00610
OG0001153	Prai.g_01494	Syai.g_00903
OG0001154	Prai.g_01495	Syai.g_00901
OG0001155	Prai.g_01507	Syai.g_02298
OG0001156	Prai.g_01510	Syai.g_02301
OG0001157	Prai.g_01511	Syai.g_02302
OG0001158	Prai.g_01512	Syai.g_02303
OG0001159	Prai.g_01513	Syai.g_02304
OG0001160	Prai.g_01537	Syai.g_02355
OG0001161	Prai.g_01550	Syai.g_02803
OG0001162	Prai.g_01563	Syai.g_01374
OG0001163	Prai.g_01630	Syai.g_02363
OG0001164	Prai.g_01634	Syai.g_02369
OG0001165	Prai.g_01637	Syai.g_02374
OG0001166	Prai.g_01657	Syai.g_02400
OG0001167	Prai.g_01674	Syai.g_02254
OG0001168	Prai.g_01676	Syai.g_02256
OG0001169	Prai.g_01678	Syai.g_02258
