Orthogroup	Prai	Syan
OG0000579	Prai.g_00630	Syan.g_01010
OG0000580	Prai.g_00631	Syan.g_01011
OG0000581	Prai.g_00633	Syan.g_01018
OG0000582	Prai.g_00636	Syan.g_01030
OG0000583	Prai.g_00637	Syan.g_01029
OG0000584	Prai.g_00638	Syan.g_01028
OG0000585	Prai.g_00640	Syan.g_01024
OG0000586	Prai.g_00641	Syan.g_01022
OG0000587	Prai.g_00642	Syan.g_01020
OG0000588	Prai.g_00646	Syan.g_00215
OG0000589	Prai.g_00650	Syan.g_00016
OG0000590	Prai.g_00651	Syan.g_00015
OG0000591	Prai.g_00654	Syan.g_00003
OG0000592	Prai.g_00655	Syan.g_00002
OG0000593	Prai.g_00661	Syan.g_00820
OG0000594	Prai.g_00662	Syan.g_00819
OG0000595	Prai.g_00663	Syan.g_00818
OG0000596	Prai.g_00667	Syan.g_00813
OG0000597	Prai.g_00669	Syan.g_00810
OG0000598	Prai.g_00670	Syan.g_00809
OG0000599	Prai.g_00673	Syan.g_00802
OG0000600	Prai.g_00674	Syan.g_00801
OG0000601	Prai.g_00675	Syan.g_00800
OG0000602	Prai.g_00677	Syan.g_00796
OG0000603	Prai.g_00678	Syan.g_00795
OG0000604	Prai.g_00679	Syan.g_00792
OG0000605	Prai.g_00680	Syan.g_00783
OG0000606	Prai.g_00683	Syan.g_00780
OG0000607	Prai.g_00686	Syan.g_00777
OG0000608	Prai.g_00687	Syan.g_00776
OG0000609	Prai.g_00688	Syan.g_00774
OG0000610	Prai.g_00693	Syan.g_00766
OG0000611	Prai.g_00696	Syan.g_00763
OG0000612	Prai.g_00697	Syan.g_00762
OG0000613	Prai.g_00702	Syan.g_01965
OG0000614	Prai.g_00721	Syan.g_00184
OG0000615	Prai.g_00729	Syan.g_00728
OG0000616	Prai.g_00732	Syan.g_01694
OG0000617	Prai.g_00754	Syan.g_00324
OG0000618	Prai.g_00755	Syan.g_00325
OG0000619	Prai.g_00756	Syan.g_00326
OG0000620	Prai.g_00759	Syan.g_00331
OG0000621	Prai.g_00760	Syan.g_00332
OG0000622	Prai.g_00761	Syan.g_00334
OG0000623	Prai.g_00762	Syan.g_00335
OG0000624	Prai.g_00763	Syan.g_00337
OG0000625	Prai.g_00764	Syan.g_00338
OG0000626	Prai.g_00765	Syan.g_00339
OG0000627	Prai.g_00766	Syan.g_00465
OG0000628	Prai.g_00767	Syan.g_00466
OG0000629	Prai.g_00768	Syan.g_00469
OG0000630	Prai.g_00771	Syan.g_00474
OG0000631	Prai.g_00857	Syan.g_00484
OG0000632	Prai.g_00856	Syan.g_00485
OG0000633	Prai.g_00855	Syan.g_00489
OG0000634	Prai.g_00852	Syan.g_00694
OG0000635	Prai.g_00851	Syan.g_00693
OG0000636	Prai.g_00849	Syan.g_00691
OG0000637	Prai.g_00847	Syan.g_00689
OG0000638	Prai.g_00846	Syan.g_00688
OG0000639	Prai.g_00845	Syan.g_00687
OG0000640	Prai.g_00844	Syan.g_00686
OG0000641	Prai.g_00839	Syan.g_00682
OG0000642	Prai.g_00838	Syan.g_00681
OG0000643	Prai.g_00837	Syan.g_00679
OG0000644	Prai.g_00836	Syan.g_00678
OG0000645	Prai.g_00835	Syan.g_00676
OG0000646	Prai.g_00833	Syan.g_00673
OG0000647	Prai.g_00832	Syan.g_00671
OG0000648	Prai.g_00830	Syan.g_00669
OG0000649	Prai.g_00829	Syan.g_00668
OG0000650	Prai.g_00828	Syan.g_00667
OG0000651	Prai.g_00827	Syan.g_00666
OG0000652	Prai.g_00826	Syan.g_00665
OG0000653	Prai.g_00824	Syan.g_00663
OG0000654	Prai.g_00823	Syan.g_00661
OG0000655	Prai.g_00822	Syan.g_00660
OG0000656	Prai.g_00819	Syan.g_00656
OG0000657	Prai.g_00811	Syan.g_00375
OG0000658	Prai.g_00810	Syan.g_00378
OG0000659	Prai.g_00809	Syan.g_00379
OG0000660	Prai.g_00805	Syan.g_00383
OG0000661	Prai.g_00803	Syan.g_00385
OG0000662	Prai.g_00801	Syan.g_00392
OG0000663	Prai.g_00799	Syan.g_00395
OG0000664	Prai.g_00798	Syan.g_00397
OG0000665	Prai.g_00794	Syan.g_00788
OG0000666	Prai.g_00793	Syan.g_02100
OG0000667	Prai.g_00789	Syan.g_00044
OG0000668	Prai.g_01060	Syan.g_00365
OG0000669	Prai.g_01054	Syan.g_00751
OG0000670	Prai.g_01052	Syan.g_00748
OG0000671	Prai.g_01050	Syan.g_00746
OG0000672	Prai.g_01048	Syan.g_00743
OG0000673	Prai.g_01045	Syan.g_00740
OG0000674	Prai.g_01043	Syan.g_00738
OG0000675	Prai.g_01042	Syan.g_00737
OG0000676	Prai.g_01040	Syan.g_00735
OG0000677	Prai.g_01039	Syan.g_00734
OG0000678	Prai.g_01037	Syan.g_00732
OG0000679	Prai.g_01033	Syan.g_00724
OG0000680	Prai.g_01032	Syan.g_00723
OG0000681	Prai.g_01030	Syan.g_00720
OG0000682	Prai.g_01029	Syan.g_00719
OG0000683	Prai.g_01028	Syan.g_00718
OG0000684	Prai.g_01027	Syan.g_00715
OG0000685	Prai.g_01025	Syan.g_00713
OG0000686	Prai.g_01024	Syan.g_00712
OG0000687	Prai.g_01023	Syan.g_00711
OG0000688	Prai.g_01020	Syan.g_00706
OG0000689	Prai.g_01019	Syan.g_00704
OG0000690	Prai.g_01018	Syan.g_00703
OG0000691	Prai.g_01017	Syan.g_00702
OG0000692	Prai.g_01015	Syan.g_00700
OG0000693	Prai.g_01014	Syan.g_00698
OG0000694	Prai.g_01013	Syan.g_00697
OG0000695	Prai.g_01011	Syan.g_00492
OG0000696	Prai.g_01010	Syan.g_00493
OG0000697	Prai.g_01009	Syan.g_00495
OG0000698	Prai.g_01006	Syan.g_00498
OG0000699	Prai.g_01005	Syan.g_00500
OG0000700	Prai.g_01004	Syan.g_00501
OG0000701	Prai.g_01003	Syan.g_00502
OG0000702	Prai.g_01001	Syan.g_00534
OG0000703	Prai.g_01000	Syan.g_00546
OG0000704	Prai.g_00999	Syan.g_00550
OG0000705	Prai.g_00995	Syan.g_00557
OG0000706	Prai.g_00994	Syan.g_00558
OG0000707	Prai.g_00993	Syan.g_00559
OG0000708	Prai.g_00992	Syan.g_00562
OG0000709	Prai.g_00988	Syan.g_00570
OG0000710	Prai.g_00985	Syan.g_00574
OG0000711	Prai.g_00968	Syan.g_00607
OG0000712	Prai.g_00966	Syan.g_00609
OG0000713	Prai.g_00965	Syan.g_00610
OG0000714	Prai.g_00964	Syan.g_00624
OG0000715	Prai.g_00962	Syan.g_00626
OG0000716	Prai.g_00960	Syan.g_00630
OG0000717	Prai.g_00959	Syan.g_00631
OG0000718	Prai.g_00948	Syan.g_00651
OG0000719	Prai.g_00946	Syan.g_00367
OG0000720	Prai.g_00938	Syan.g_00354
OG0000721	Prai.g_00936	Syan.g_00352
OG0000722	Prai.g_00935	Syan.g_00351
OG0000723	Prai.g_00932	Syan.g_00341
OG0000724	Prai.g_00923	Syan.g_00299
OG0000725	Prai.g_00917	Syan.g_00194
OG0000726	Prai.g_00916	Syan.g_00193
OG0000727	Prai.g_00915	Syan.g_00192
OG0000728	Prai.g_00913	Syan.g_00190
OG0000729	Prai.g_01109	Syan.g_01885
OG0000730	Prai.g_01113	Syan.g_02147
OG0000731	Prai.g_01117	Syan.g_02135
OG0000732	Prai.g_01126	Syan.g_01726
OG0000733	Prai.g_01144	Syan.g_01147
OG0000734	Prai.g_01157	Syan.g_02982
OG0000735	Prai.g_01159	Syan.g_02713
OG0000736	Prai.g_01160	Syan.g_02712
OG0000737	Prai.g_01161	Syan.g_02711
OG0000738	Prai.g_01165	Syan.g_02705
OG0000739	Prai.g_01166	Syan.g_02704
OG0000740	Prai.g_01167	Syan.g_02703
OG0000741	Prai.g_01168	Syan.g_02700
OG0000742	Prai.g_01170	Syan.g_02697
OG0000743	Prai.g_01172	Syan.g_02694
OG0000744	Prai.g_01173	Syan.g_02693
OG0000745	Prai.g_01174	Syan.g_02690
OG0000746	Prai.g_01176	Syan.g_02687
OG0000747	Prai.g_01177	Syan.g_02685
OG0000748	Prai.g_01180	Syan.g_02669
OG0000749	Prai.g_01181	Syan.g_02668
OG0000750	Prai.g_01182	Syan.g_02667
OG0000751	Prai.g_01184	Syan.g_02661
OG0000752	Prai.g_01186	Syan.g_02659
OG0000753	Prai.g_01189	Syan.g_02656
OG0000754	Prai.g_01192	Syan.g_02650
OG0000755	Prai.g_01196	Syan.g_02641
OG0000756	Prai.g_01197	Syan.g_02640
OG0000757	Prai.g_01204	Syan.g_02623
OG0000758	Prai.g_01205	Syan.g_02622
OG0000759	Prai.g_01206	Syan.g_02621
OG0000760	Prai.g_01207	Syan.g_02620
OG0000761	Prai.g_01208	Syan.g_02619
OG0000762	Prai.g_01209	Syan.g_02617
OG0000763	Prai.g_01211	Syan.g_02615
OG0000764	Prai.g_01212	Syan.g_02614
OG0000765	Prai.g_01221	Syan.g_02587
OG0000766	Prai.g_01222	Syan.g_02586
OG0000767	Prai.g_01224	Syan.g_02584
OG0000768	Prai.g_01225	Syan.g_02583
OG0000769	Prai.g_01227	Syan.g_02581
OG0000770	Prai.g_01229	Syan.g_02561
OG0000771	Prai.g_01238	Syan.g_00305
OG0000772	Prai.g_01310	Syan.g_00436
OG0000773	Prai.g_01325	Syan.g_01199
OG0000774	Prai.g_01327	Syan.g_01205
OG0000775	Prai.g_01330	Syan.g_01207
OG0000776	Prai.g_01331	Syan.g_01208
OG0000777	Prai.g_01332	Syan.g_01209
OG0000778	Prai.g_01333	Syan.g_01210
OG0000779	Prai.g_01337	Syan.g_01215
OG0000780	Prai.g_01338	Syan.g_01218
OG0000781	Prai.g_01341	Syan.g_01222
OG0000782	Prai.g_01342	Syan.g_01223
OG0000783	Prai.g_01343	Syan.g_01224
OG0000784	Prai.g_01344	Syan.g_01225
OG0000785	Prai.g_01346	Syan.g_01228
OG0000786	Prai.g_01348	Syan.g_01243
OG0000787	Prai.g_01349	Syan.g_01244
OG0000788	Prai.g_01358	Syan.g_00843
OG0000789	Prai.g_01360	Syan.g_00075
OG0000790	Prai.g_01375	Syan.g_02778
OG0000791	Prai.g_01377	Syan.g_02780
OG0000792	Prai.g_01378	Syan.g_02781
OG0000793	Prai.g_01381	Syan.g_02879
OG0000794	Prai.g_01382	Syan.g_02881
OG0000795	Prai.g_01383	Syan.g_02882
OG0000796	Prai.g_01387	Syan.g_02886
OG0000797	Prai.g_01388	Syan.g_02888
OG0000799	Prai.g_01445	Syan.g_01310
OG0000800	Prai.g_01446	Syan.g_01308
OG0000801	Prai.g_01447	Syan.g_01307
OG0000802	Prai.g_01449	Syan.g_01303
OG0000803	Prai.g_01451	Syan.g_01294
OG0000804	Prai.g_01452	Syan.g_01291
OG0000805	Prai.g_01454	Syan.g_01289
OG0000806	Prai.g_01456	Syan.g_01287
OG0000807	Prai.g_01457	Syan.g_01286
OG0000808	Prai.g_01458	Syan.g_01285
OG0000809	Prai.g_01461	Syan.g_01281
OG0000810	Prai.g_01462	Syan.g_01280
OG0000811	Prai.g_01466	Syan.g_01272
OG0000812	Prai.g_01468	Syan.g_01270
OG0000813	Prai.g_01469	Syan.g_01269
OG0000814	Prai.g_01471	Syan.g_01267
OG0000815	Prai.g_01472	Syan.g_01249
OG0000816	Prai.g_01474	Syan.g_01247
OG0000817	Prai.g_01475	Syan.g_01328
OG0000818	Prai.g_01480	Syan.g_02807
OG0000819	Prai.g_01481	Syan.g_02808
OG0000820	Prai.g_01482	Syan.g_02809
OG0000821	Prai.g_01485	Syan.g_02815
OG0000822	Prai.g_01486	Syan.g_02817
OG0000823	Prai.g_01487	Syan.g_02818
OG0000824	Prai.g_01490	Syan.g_02824
OG0000825	Prai.g_01491	Syan.g_02825
OG0000826	Prai.g_01492	Syan.g_02826
OG0000827	Prai.g_01493	Syan.g_02827
OG0000828	Prai.g_01496	Syan.g_02830
OG0000829	Prai.g_01497	Syan.g_02831
OG0000830	Prai.g_01498	Syan.g_02832
OG0000831	Prai.g_01500	Syan.g_02834
OG0000832	Prai.g_01505	Syan.g_02408
OG0000833	Prai.g_01514	Syan.g_01343
OG0000834	Prai.g_01515	Syan.g_01345
OG0000835	Prai.g_01516	Syan.g_01346
OG0000836	Prai.g_01517	Syan.g_01349
OG0000837	Prai.g_01518	Syan.g_01351
OG0000838	Prai.g_01520	Syan.g_01355
OG0000839	Prai.g_01521	Syan.g_01356
OG0000840	Prai.g_01522	Syan.g_01357
OG0000841	Prai.g_01523	Syan.g_01358
OG0000842	Prai.g_01524	Syan.g_01359
OG0000843	Prai.g_01525	Syan.g_01360
OG0000844	Prai.g_01526	Syan.g_01362
OG0000845	Prai.g_01527	Syan.g_01363
OG0000846	Prai.g_01528	Syan.g_01364
OG0000847	Prai.g_01529	Syan.g_01365
OG0000848	Prai.g_01530	Syan.g_01367
OG0000849	Prai.g_01531	Syan.g_01368
OG0000850	Prai.g_01533	Syan.g_01371
OG0000851	Prai.g_01534	Syan.g_01374
OG0000852	Prai.g_01535	Syan.g_01375
OG0000853	Prai.g_01539	Syan.g_01379
OG0000854	Prai.g_01541	Syan.g_01381
OG0000855	Prai.g_01542	Syan.g_01382
OG0000856	Prai.g_01558	Syan.g_01136
OG0000857	Prai.g_01597	Syan.g_00672
OG0000858	Prai.g_01632	Syan.g_01389
OG0000859	Prai.g_01633	Syan.g_01390
OG0000860	Prai.g_01640	Syan.g_01402
OG0000861	Prai.g_01641	Syan.g_01403
OG0000862	Prai.g_01642	Syan.g_01412
OG0000863	Prai.g_01644	Syan.g_01414
OG0000864	Prai.g_01645	Syan.g_00969
OG0000865	Prai.g_01646	Syan.g_01415
OG0000866	Prai.g_01647	Syan.g_01416
OG0000867	Prai.g_01648	Syan.g_01417
OG0000868	Prai.g_01649	Syan.g_01421
OG0000869	Prai.g_01653	Syan.g_01426
OG0000870	Prai.g_01658	Syan.g_01431
OG0000871	Prai.g_01659	Syan.g_01432
OG0000872	Prai.g_01660	Syan.g_01438
OG0000873	Prai.g_01663	Syan.g_01441
OG0000874	Prai.g_01666	Syan.g_01443
OG0000875	Prai.g_01667	Syan.g_01445
OG0000876	Prai.g_01668	Syan.g_00391
OG0000877	Prai.g_01670	Syan.g_01449
OG0000878	Prai.g_01671	Syan.g_01450
OG0000879	Prai.g_01672	Syan.g_01451
OG0000880	Prai.g_01673	Syan.g_01452
OG0000881	Prai.g_01677	Syan.g_01457
OG0000882	Prai.g_01682	Syan.g_01462
OG0000883	Prai.g_01683	Syan.g_01464
OG0000884	Prai.g_01685	Syan.g_01466
OG0000885	Prai.g_01686	Syan.g_01467
OG0000886	Prai.g_01687	Syan.g_01468
OG0000887	Prai.g_01688	Syan.g_01469
OG0000888	Prai.g_01690	Syan.g_01471
OG0000889	Prai.g_01692	Syan.g_01473
OG0000890	Prai.g_01693	Syan.g_01476
OG0000891	Prai.g_01694	Syan.g_01477
OG0000892	Prai.g_01696	Syan.g_01480
OG0000893	Prai.g_01701	Syan.g_02103
OG0000894	Prai.g_01703	Syan.g_02108
OG0000895	Prai.g_01706	Syan.g_02112
OG0000896	Prai.g_01707	Syan.g_02113
OG0000897	Prai.g_01709	Syan.g_02115
OG0000898	Prai.g_01710	Syan.g_02116
OG0000899	Prai.g_01711	Syan.g_02117
OG0000900	Prai.g_01712	Syan.g_02118
OG0000901	Prai.g_01715	Syan.g_02123
OG0000902	Prai.g_01717	Syan.g_02125
OG0000903	Prai.g_01720	Syan.g_02252
OG0000904	Prai.g_01722	Syan.g_02258
OG0000905	Prai.g_01727	Syan.g_02129
OG0000906	Prai.g_01728	Syan.g_02127
OG0000907	Prai.g_01734	Syan.g_02245
OG0000908	Prai.g_01737	Syan.g_02242
OG0000909	Prai.g_01738	Syan.g_02241
OG0000910	Prai.g_01739	Syan.g_02240
OG0000911	Prai.g_01741	Syan.g_02238
OG0000912	Prai.g_01742	Syan.g_02237
OG0000913	Prai.g_01743	Syan.g_02236
OG0000914	Prai.g_01744	Syan.g_02235
OG0000915	Prai.g_01746	Syan.g_02233
OG0000916	Prai.g_01747	Syan.g_02232
OG0000917	Prai.g_01748	Syan.g_02231
OG0000918	Prai.g_01749	Syan.g_02230
OG0000919	Prai.g_01750	Syan.g_02229
OG0000920	Prai.g_01751	Syan.g_02228
OG0000921	Prai.g_01752	Syan.g_02227
OG0000922	Prai.g_01753	Syan.g_02226
OG0000923	Prai.g_01757	Syan.g_02222
OG0000924	Prai.g_01758	Syan.g_02221
OG0000925	Prai.g_01759	Syan.g_02220
OG0000926	Prai.g_01760	Syan.g_02219
OG0000927	Prai.g_01762	Syan.g_02217
OG0000928	Prai.g_01763	Syan.g_02216
OG0000929	Prai.g_01764	Syan.g_02215
OG0000930	Prai.g_01765	Syan.g_02214
OG0000931	Prai.g_01766	Syan.g_02213
OG0000932	Prai.g_01767	Syan.g_02212
OG0000933	Prai.g_01776	Syan.g_02206
OG0000934	Prai.g_01778	Syan.g_02204
OG0000935	Prai.g_01779	Syan.g_02203
OG0000936	Prai.g_01780	Syan.g_02202
OG0000937	Prai.g_01781	Syan.g_02201
OG0000938	Prai.g_01783	Syan.g_02198
OG0000939	Prai.g_01784	Syan.g_02197
OG0000940	Prai.g_01791	Syan.g_02188
OG0000941	Prai.g_01793	Syan.g_02186
OG0000942	Prai.g_01795	Syan.g_02184
OG0000943	Prai.g_01796	Syan.g_02183
OG0000944	Prai.g_01797	Syan.g_02181
OG0000945	Prai.g_01798	Syan.g_02180
OG0000946	Prai.g_01802	Syan.g_02167
OG0000947	Prai.g_01804	Syan.g_02164
OG0000948	Prai.g_01805	Syan.g_02163
OG0000949	Prai.g_01808	Syan.g_01951
OG0000950	Prai.g_01813	Syan.g_01940
OG0000951	Prai.g_01817	Syan.g_01932
OG0000952	Prai.g_01821	Syan.g_01927
OG0000953	Prai.g_01824	Syan.g_01922
OG0000954	Prai.g_01828	Syan.g_01916
OG0000955	Prai.g_01829	Syan.g_01915
OG0000956	Prai.g_01831	Syan.g_01913
OG0000957	Prai.g_01836	Syan.g_01898
OG0000958	Prai.g_01837	Syan.g_01897
OG0000959	Prai.g_01841	Syan.g_01893
OG0000960	Prai.g_01842	Syan.g_01892
OG0000961	Prai.g_01844	Syan.g_03024
OG0000962	Prai.g_01846	Syan.g_01887
OG0000963	Prai.g_01850	Syan.g_01881
OG0000964	Prai.g_01851	Syan.g_01880
OG0000965	Prai.g_01852	Syan.g_01879
OG0000966	Prai.g_01861	Syan.g_01812
OG0000967	Prai.g_01865	Syan.g_01804
OG0000968	Prai.g_01867	Syan.g_01706
OG0000969	Prai.g_01868	Syan.g_01708
OG0000970	Prai.g_01869	Syan.g_01709
OG0000971	Prai.g_01870	Syan.g_01711
OG0000972	Prai.g_01871	Syan.g_01712
OG0000973	Prai.g_01872	Syan.g_01713
OG0000974	Prai.g_01873	Syan.g_01714
OG0000975	Prai.g_01874	Syan.g_01715
OG0000976	Prai.g_01875	Syan.g_01716
OG0000977	Prai.g_01876	Syan.g_01718
OG0000978	Prai.g_01877	Syan.g_01719
OG0000979	Prai.g_01880	Syan.g_01722
OG0000980	Prai.g_01882	Syan.g_01725
OG0000981	Prai.g_01884	Syan.g_01728
OG0000982	Prai.g_01886	Syan.g_01566
OG0000983	Prai.g_01887	Syan.g_01567
OG0000984	Prai.g_01888	Syan.g_01568
OG0000985	Prai.g_01891	Syan.g_01572
OG0000986	Prai.g_01893	Syan.g_01574
OG0000987	Prai.g_01894	Syan.g_01576
OG0000988	Prai.g_01897	Syan.g_01581
OG0000989	Prai.g_01900	Syan.g_01587
OG0000990	Prai.g_01903	Syan.g_01615
OG0000991	Prai.g_01904	Syan.g_01618
OG0000992	Prai.g_01906	Syan.g_01622
OG0000993	Prai.g_01907	Syan.g_01623
OG0000994	Prai.g_01908	Syan.g_01625
OG0000995	Prai.g_01912	Syan.g_01629
OG0000996	Prai.g_01913	Syan.g_01653
OG0000997	Prai.g_01914	Syan.g_01677
OG0000998	Prai.g_01916	Syan.g_01679
OG0000999	Prai.g_01917	Syan.g_01680
OG0001000	Prai.g_01920	Syan.g_01684
OG0001001	Prai.g_01922	Syan.g_01690
OG0001002	Prai.g_01926	Syan.g_01697
OG0001003	Prai.g_01928	Syan.g_01699
OG0001004	Prai.g_01929	Syan.g_01700
OG0001005	Prai.g_01930	Syan.g_01701
OG0001006	Prai.g_01934	Syan.g_01794
OG0001007	Prai.g_01936	Syan.g_01796
OG0001008	Prai.g_00468	Syan.g_02397
OG0001009	Prai.g_00027	Syan.g_01748
OG0001010	Prai.g_00028	Syan.g_01747
OG0001011	Prai.g_00029	Syan.g_01745
OG0001012	Prai.g_00050	Syan.g_00281
OG0001013	Prai.g_00055	Syan.g_01542
OG0001014	Prai.g_00058	Syan.g_01535
OG0001015	Prai.g_00059	Syan.g_01534
OG0001016	Prai.g_00073	Syan.g_02912
OG0001017	Prai.g_00077	Syan.g_02918
OG0001018	Prai.g_00080	Syan.g_02920
OG0001019	Prai.g_00089	Syan.g_02947
OG0001020	Prai.g_00090	Syan.g_02951
OG0001021	Prai.g_00091	Syan.g_02958
OG0001022	Prai.g_00094	Syan.g_02964
OG0001023	Prai.g_00095	Syan.g_02965
OG0001024	Prai.g_00098	Syan.g_00968
OG0001025	Prai.g_00104	Syan.g_02971
OG0001026	Prai.g_00111	Syan.g_02984
OG0001027	Prai.g_00112	Syan.g_02308
OG0001028	Prai.g_00114	Syan.g_02305
OG0001029	Prai.g_00115	Syan.g_02303
OG0001030	Prai.g_00130	Syan.g_02281
OG0001031	Prai.g_00197	Syan.g_03060
OG0001032	Prai.g_00198	Syan.g_03063
OG0001033	Prai.g_00219	Syan.g_00970
OG0001034	Prai.g_00247	Syan.g_02425
OG0001035	Prai.g_00267	Syan.g_02062
OG0001036	Prai.g_00272	Syan.g_02056
OG0001037	Prai.g_00273	Syan.g_02054
OG0001038	Prai.g_00291	Syan.g_02025
OG0001039	Prai.g_00294	Syan.g_02022
OG0001040	Prai.g_00296	Syan.g_02019
OG0001041	Prai.g_00300	Syan.g_02015
OG0001042	Prai.g_00317	Syan.g_01992
OG0001043	Prai.g_00318	Syan.g_01988
OG0001045	Prai.g_00355	Syan.g_02132
OG0001046	Prai.g_00390	Syan.g_00591
OG0001047	Prai.g_00470	Syan.g_02399
OG0001048	Prai.g_00471	Syan.g_02400
OG0001049	Prai.g_00473	Syan.g_01340
OG0001050	Prai.g_00474	Syan.g_01339
OG0001051	Prai.g_00475	Syan.g_01338
OG0001052	Prai.g_00501	Syan.g_02850
OG0001053	Prai.g_00513	Syan.g_02761
OG0001054	Prai.g_00528	Syan.g_02742
OG0001055	Prai.g_00546	Syan.g_02721
OG0001056	Prai.g_00564	Syan.g_01161
OG0001057	Prai.g_00569	Syan.g_00832
OG0001058	Prai.g_00577	Syan.g_00851
OG0001059	Prai.g_00581	Syan.g_00855
OG0001060	Prai.g_00588	Syan.g_00861
OG0001061	Prai.g_00602	Syan.g_00880
OG0001063	Prai.g_00606	Syan.g_00945
OG0001064	Prai.g_00607	Syan.g_00946
OG0001065	Prai.g_00608	Syan.g_00947
OG0001066	Prai.g_00609	Syan.g_00948
OG0001067	Prai.g_00610	Syan.g_00949
OG0001068	Prai.g_00611	Syan.g_00950
OG0001069	Prai.g_00612	Syan.g_00951
OG0001070	Prai.g_00615	Syan.g_00955
OG0001071	Prai.g_00616	Syan.g_00956
OG0001072	Prai.g_00618	Syan.g_00960
OG0001073	Prai.g_00632	Syan.g_01012
OG0001074	Prai.g_00643	Syan.g_00202
OG0001075	Prai.g_00644	Syan.g_00200
OG0001076	Prai.g_00653	Syan.g_00012
OG0001077	Prai.g_00657	Syan.g_01140
OG0001078	Prai.g_00665	Syan.g_00815
OG0001079	Prai.g_00676	Syan.g_00799
OG0001080	Prai.g_00682	Syan.g_00781
OG0001081	Prai.g_00684	Syan.g_00779
OG0001082	Prai.g_00685	Syan.g_00778
OG0001083	Prai.g_00690	Syan.g_00771
OG0001084	Prai.g_00691	Syan.g_00770
OG0001086	Prai.g_00700	Syan.g_00757
OG0001087	Prai.g_00717	Syan.g_01159
OG0001088	Prai.g_00718	Syan.g_02688
OG0001089	Prai.g_00726	Syan.g_00185
OG0001090	Prai.g_00749	Syan.g_00317
OG0001091	Prai.g_00751	Syan.g_00320
OG0001092	Prai.g_00752	Syan.g_00322
OG0001093	Prai.g_00757	Syan.g_00328
OG0001094	Prai.g_00854	Syan.g_00696
OG0001095	Prai.g_00834	Syan.g_00675
OG0001096	Prai.g_00821	Syan.g_00659
OG0001097	Prai.g_00802	Syan.g_00386
OG0001099	Prai.g_01057	Syan.g_02304
OG0001100	Prai.g_01053	Syan.g_00749
OG0001101	Prai.g_01051	Syan.g_00747
OG0001102	Prai.g_01049	Syan.g_00744
OG0001103	Prai.g_01047	Syan.g_00742
OG0001104	Prai.g_01026	Syan.g_00714
OG0001106	Prai.g_00998	Syan.g_00551
OG0001107	Prai.g_00991	Syan.g_00563
OG0001108	Prai.g_00987	Syan.g_00571
OG0001109	Prai.g_00986	Syan.g_00573
OG0001110	Prai.g_00984	Syan.g_00575
OG0001111	Prai.g_00983	Syan.g_00577
OG0001112	Prai.g_00982	Syan.g_00579
OG0001113	Prai.g_00981	Syan.g_00580
OG0001114	Prai.g_00980	Syan.g_00581
OG0001115	Prai.g_00978	Syan.g_00586
OG0001116	Prai.g_00977	Syan.g_00588
OG0001117	Prai.g_00976	Syan.g_00589
OG0001118	Prai.g_00975	Syan.g_00590
OG0001119	Prai.g_00974	Syan.g_00592
OG0001120	Prai.g_00972	Syan.g_00597
OG0001122	Prai.g_00945	Syan.g_00366
OG0001124	Prai.g_00940	Syan.g_00357
OG0001125	Prai.g_00939	Syan.g_00355
OG0001126	Prai.g_00929	Syan.g_00307
OG0001127	Prai.g_00928	Syan.g_00306
OG0001128	Prai.g_00926	Syan.g_00303
OG0001129	Prai.g_00925	Syan.g_00301
OG0001130	Prai.g_00924	Syan.g_00300
OG0001131	Prai.g_01088	Syan.g_00079
OG0001132	Prai.g_01098	Syan.g_00100
OG0001133	Prai.g_01130	Syan.g_00006
OG0001134	Prai.g_01143	Syan.g_01146
OG0001135	Prai.g_01146	Syan.g_02542, Syan.g_01150
OG0001137	Prai.g_01179	Syan.g_02670
OG0001138	Prai.g_01198	Syan.g_02638
OG0001139	Prai.g_01200	Syan.g_02636
OG0001140	Prai.g_01201	Syan.g_02635
OG0001141	Prai.g_01202	Syan.g_02625
OG0001142	Prai.g_01203	Syan.g_02624
OG0001143	Prai.g_01210	Syan.g_02616
OG0001144	Prai.g_01215	Syan.g_02596
OG0001145	Prai.g_01326	Syan.g_01200
OG0001146	Prai.g_01339	Syan.g_01219
OG0001147	Prai.g_01357	Syan.g_02842
OG0001148	Prai.g_01372	Syan.g_02775
OG0001149	Prai.g_01373	Syan.g_02776
OG0001150	Prai.g_01374	Syan.g_02777
OG0001151	Prai.g_01385	Syan.g_02884
OG0001152	Prai.g_01386	Syan.g_02885
OG0001153	Prai.g_01494	Syan.g_02828
OG0001154	Prai.g_01495	Syan.g_02829
OG0001156	Prai.g_01510	Syan.g_02404
OG0001157	Prai.g_01511	Syan.g_02403
OG0001158	Prai.g_01512	Syan.g_02402
OG0001159	Prai.g_01513	Syan.g_02401
OG0001160	Prai.g_01537	Syan.g_01377
OG0001161	Prai.g_01550	Syan.g_01594
OG0001162	Prai.g_01563	Syan.g_02943
OG0001163	Prai.g_01630	Syan.g_01385
OG0001164	Prai.g_01634	Syan.g_01392
OG0001165	Prai.g_01637	Syan.g_01397
OG0001166	Prai.g_01657	Syan.g_01430
OG0001167	Prai.g_01674	Syan.g_00992
OG0001168	Prai.g_01676	Syan.g_01456
OG0001169	Prai.g_01678	Syan.g_01458
OG0001170	Prai.g_01680	Syan.g_01460
