Orthogroup	Prai	Syam
OG0000589	Prai.g_00650	Syam.g_01494
OG0000590	Prai.g_00651	Syam.g_01493
OG0000591	Prai.g_00654	Syam.g_01486
OG0000592	Prai.g_00655	Syam.g_01485
OG0000593	Prai.g_00661	Syam.g_01471
OG0000594	Prai.g_00662	Syam.g_01470
OG0000595	Prai.g_00663	Syam.g_01469
OG0000596	Prai.g_00667	Syam.g_01465
OG0000597	Prai.g_00669	Syam.g_01462
OG0000598	Prai.g_00670	Syam.g_01461
OG0000599	Prai.g_00673	Syam.g_01458
OG0000600	Prai.g_00674	Syam.g_01457
OG0000601	Prai.g_00675	Syam.g_01456
OG0000602	Prai.g_00677	Syam.g_01451
OG0000603	Prai.g_00678	Syam.g_01450
OG0000604	Prai.g_00679	Syam.g_01447
OG0000605	Prai.g_00680	Syam.g_01031
OG0000606	Prai.g_00683	Syam.g_01387
OG0000607	Prai.g_00686	Syam.g_01384
OG0000608	Prai.g_00687	Syam.g_01383
OG0000609	Prai.g_00688	Syam.g_01380
OG0000610	Prai.g_00693	Syam.g_01373
OG0000611	Prai.g_00696	Syam.g_01370
OG0000612	Prai.g_00697	Syam.g_01369
OG0000613	Prai.g_00702	Syam.g_00170
OG0000614	Prai.g_00721	Syam.g_00801
OG0000615	Prai.g_00729	Syam.g_01332
OG0000616	Prai.g_00732	Syam.g_02430
OG0000617	Prai.g_00754	Syam.g_01240
OG0000618	Prai.g_00755	Syam.g_01239
OG0000619	Prai.g_00756	Syam.g_01238
OG0000620	Prai.g_00759	Syam.g_01233
OG0000621	Prai.g_00760	Syam.g_01232
OG0000622	Prai.g_00761	Syam.g_01231
OG0000623	Prai.g_00762	Syam.g_01230
OG0000624	Prai.g_00763	Syam.g_01228
OG0000625	Prai.g_00764	Syam.g_01227
OG0000626	Prai.g_00765	Syam.g_01226
OG0000627	Prai.g_00766	Syam.g_01065
OG0000628	Prai.g_00767	Syam.g_01067
OG0000629	Prai.g_00768	Syam.g_01070
OG0000630	Prai.g_00771	Syam.g_01074
OG0000631	Prai.g_00857	Syam.g_01084
OG0000632	Prai.g_00856	Syam.g_01085
OG0000633	Prai.g_00855	Syam.g_01086
OG0000634	Prai.g_00852	Syam.g_01294
OG0000635	Prai.g_00851	Syam.g_01293
OG0000636	Prai.g_00849	Syam.g_01291
OG0000637	Prai.g_00847	Syam.g_01289
OG0000638	Prai.g_00846	Syam.g_01288
OG0000639	Prai.g_00845	Syam.g_01287
OG0000640	Prai.g_00844	Syam.g_01286
OG0000641	Prai.g_00839	Syam.g_01282
OG0000642	Prai.g_00838	Syam.g_01281
OG0000643	Prai.g_00837	Syam.g_01280
OG0000644	Prai.g_00836	Syam.g_01279
OG0000645	Prai.g_00835	Syam.g_01277
OG0000646	Prai.g_00833	Syam.g_01274
OG0000647	Prai.g_00832	Syam.g_01272
OG0000648	Prai.g_00830	Syam.g_01269
OG0000649	Prai.g_00829	Syam.g_01268
OG0000650	Prai.g_00828	Syam.g_01267
OG0000651	Prai.g_00827	Syam.g_01266
OG0000652	Prai.g_00826	Syam.g_01265
OG0000653	Prai.g_00824	Syam.g_01263
OG0000654	Prai.g_00823	Syam.g_01262
OG0000655	Prai.g_00822	Syam.g_01261
OG0000656	Prai.g_00819	Syam.g_01258
OG0000657	Prai.g_00811	Syam.g_00739
OG0000658	Prai.g_00810	Syam.g_00735
OG0000659	Prai.g_00809	Syam.g_00734
OG0000660	Prai.g_00805	Syam.g_00730
OG0000661	Prai.g_00803	Syam.g_00728
OG0000662	Prai.g_00801	Syam.g_00726
OG0000663	Prai.g_00799	Syam.g_00723
OG0000664	Prai.g_00798	Syam.g_00722
OG0000665	Prai.g_00794	Syam.g_02027
OG0000666	Prai.g_00793	Syam.g_01030
OG0000667	Prai.g_00789	Syam.g_00937
OG0000668	Prai.g_01060	Syam.g_01185
OG0000669	Prai.g_01054	Syam.g_01358
OG0000670	Prai.g_01052	Syam.g_00528
OG0000671	Prai.g_01050	Syam.g_01354
OG0000672	Prai.g_01048	Syam.g_01351
OG0000673	Prai.g_01045	Syam.g_01348
OG0000674	Prai.g_01043	Syam.g_01346
OG0000675	Prai.g_01042	Syam.g_01345
OG0000676	Prai.g_01040	Syam.g_01343
OG0000677	Prai.g_01039	Syam.g_01342
OG0000678	Prai.g_01037	Syam.g_01339
OG0000679	Prai.g_01033	Syam.g_01323
OG0000680	Prai.g_01032	Syam.g_01322
OG0000681	Prai.g_01030	Syam.g_01319
OG0000682	Prai.g_01029	Syam.g_01318
OG0000683	Prai.g_01028	Syam.g_01317
OG0000684	Prai.g_01027	Syam.g_01312
OG0000685	Prai.g_01025	Syam.g_01310
OG0000686	Prai.g_01024	Syam.g_01309
OG0000687	Prai.g_01023	Syam.g_01308
OG0000688	Prai.g_01020	Syam.g_01304
OG0000689	Prai.g_01019	Syam.g_01302
OG0000690	Prai.g_01018	Syam.g_01301
OG0000691	Prai.g_01017	Syam.g_01300
OG0000692	Prai.g_01015	Syam.g_01299
OG0000693	Prai.g_01014	Syam.g_01298
OG0000694	Prai.g_01013	Syam.g_01297
OG0000695	Prai.g_01011	Syam.g_01088
OG0000696	Prai.g_01010	Syam.g_01089
OG0000697	Prai.g_01009	Syam.g_01091
OG0000698	Prai.g_01006	Syam.g_01094
OG0000699	Prai.g_01005	Syam.g_01096
OG0000700	Prai.g_01004	Syam.g_01097
OG0000701	Prai.g_01003	Syam.g_01098
OG0000702	Prai.g_01001	Syam.g_01106
OG0000703	Prai.g_01000	Syam.g_01107
OG0000704	Prai.g_00999	Syam.g_01109
OG0000705	Prai.g_00995	Syam.g_01116
OG0000706	Prai.g_00994	Syam.g_01117
OG0000707	Prai.g_00993	Syam.g_01118
OG0000708	Prai.g_00992	Syam.g_01121
OG0000709	Prai.g_00988	Syam.g_01131
OG0000710	Prai.g_00985	Syam.g_01135
OG0000711	Prai.g_00968	Syam.g_01165
OG0000712	Prai.g_00966	Syam.g_01167
OG0000713	Prai.g_00965	Syam.g_01168
OG0000714	Prai.g_00964	Syam.g_01170
OG0000715	Prai.g_00962	Syam.g_01172
OG0000716	Prai.g_00960	Syam.g_01176
OG0000717	Prai.g_00959	Syam.g_01177
OG0000718	Prai.g_00948	Syam.g_01181
OG0000719	Prai.g_00946	Syam.g_01183
OG0000720	Prai.g_00938	Syam.g_01197
OG0000721	Prai.g_00936	Syam.g_01199
OG0000722	Prai.g_00935	Syam.g_01200
OG0000723	Prai.g_00932	Syam.g_01224
OG0000724	Prai.g_00923	Syam.g_00768
OG0000725	Prai.g_00917	Syam.g_00777
OG0000726	Prai.g_00916	Syam.g_00778
OG0000727	Prai.g_00915	Syam.g_00779
OG0000728	Prai.g_00913	Syam.g_00781
OG0000729	Prai.g_01109	Syam.g_00105
OG0000730	Prai.g_01113	Syam.g_00454
OG0000731	Prai.g_01117	Syam.g_00466
OG0000732	Prai.g_01126	Syam.g_00051
OG0000733	Prai.g_01144	Syam.g_02339
OG0000734	Prai.g_01157	Syam.g_02128
OG0000735	Prai.g_01159	Syam.g_01810
OG0000736	Prai.g_01160	Syam.g_01809
OG0000737	Prai.g_01161	Syam.g_01808
OG0000738	Prai.g_01165	Syam.g_01803
OG0000739	Prai.g_01166	Syam.g_01802
OG0000740	Prai.g_01167	Syam.g_01801
OG0000741	Prai.g_01168	Syam.g_01798
OG0000742	Prai.g_01170	Syam.g_01796
OG0000743	Prai.g_01172	Syam.g_01794
OG0000744	Prai.g_01173	Syam.g_01793
OG0000745	Prai.g_01174	Syam.g_01791
OG0000746	Prai.g_01176	Syam.g_01789
OG0000747	Prai.g_01177	Syam.g_01788
OG0000748	Prai.g_01180	Syam.g_01779
OG0000749	Prai.g_01181	Syam.g_01776
OG0000750	Prai.g_01182	Syam.g_01775
OG0000751	Prai.g_01184	Syam.g_01770
OG0000752	Prai.g_01186	Syam.g_01768
OG0000753	Prai.g_01189	Syam.g_01765
OG0000754	Prai.g_01192	Syam.g_00910
OG0000755	Prai.g_01196	Syam.g_00900
OG0000756	Prai.g_01197	Syam.g_00899
OG0000757	Prai.g_01204	Syam.g_00891
OG0000758	Prai.g_01205	Syam.g_00890
OG0000759	Prai.g_01206	Syam.g_00889
OG0000760	Prai.g_01207	Syam.g_00888
OG0000761	Prai.g_01208	Syam.g_00886
OG0000762	Prai.g_01209	Syam.g_00884
OG0000763	Prai.g_01211	Syam.g_00882
OG0000764	Prai.g_01212	Syam.g_00881
OG0000765	Prai.g_01221	Syam.g_00864
OG0000766	Prai.g_01222	Syam.g_00863
OG0000767	Prai.g_01224	Syam.g_00861
OG0000768	Prai.g_01225	Syam.g_00860
OG0000769	Prai.g_01227	Syam.g_00858
OG0000770	Prai.g_01229	Syam.g_00855
OG0000771	Prai.g_01238	Syam.g_00762
OG0000772	Prai.g_01310	Syam.g_01005
OG0000773	Prai.g_01325	Syam.g_01816
OG0000774	Prai.g_01327	Syam.g_01820
OG0000775	Prai.g_01330	Syam.g_01823
OG0000776	Prai.g_01331	Syam.g_01824
OG0000777	Prai.g_01332	Syam.g_01825
OG0000778	Prai.g_01333	Syam.g_01826
OG0000779	Prai.g_01337	Syam.g_01832
OG0000780	Prai.g_01338	Syam.g_01835
OG0000781	Prai.g_01341	Syam.g_01839
OG0000782	Prai.g_01342	Syam.g_01840
OG0000783	Prai.g_01343	Syam.g_01841
OG0000784	Prai.g_01344	Syam.g_01842
OG0000785	Prai.g_01346	Syam.g_01844
OG0000786	Prai.g_01348	Syam.g_01700
OG0000787	Prai.g_01349	Syam.g_01701
OG0000788	Prai.g_01358	Syam.g_01455
OG0000789	Prai.g_01360	Syam.g_01044
OG0000790	Prai.g_01375	Syam.g_00570
OG0000791	Prai.g_01377	Syam.g_00568
OG0000792	Prai.g_01378	Syam.g_00567
OG0000793	Prai.g_01381	Syam.g_00562
OG0000794	Prai.g_01382	Syam.g_00561
OG0000795	Prai.g_01383	Syam.g_00560
OG0000796	Prai.g_01387	Syam.g_00556
OG0000797	Prai.g_01388	Syam.g_00555
OG0000799	Prai.g_01445	Syam.g_01585
OG0000800	Prai.g_01446	Syam.g_01588
OG0000801	Prai.g_01447	Syam.g_01589
OG0000802	Prai.g_01449	Syam.g_01592
OG0000803	Prai.g_01451	Syam.g_01597
OG0000804	Prai.g_01452	Syam.g_01600
OG0000805	Prai.g_01454	Syam.g_01602
OG0000806	Prai.g_01456	Syam.g_01604
OG0000807	Prai.g_01457	Syam.g_01606
OG0000808	Prai.g_01458	Syam.g_01607
OG0000809	Prai.g_01461	Syam.g_01610
OG0000810	Prai.g_01462	Syam.g_01611
OG0000811	Prai.g_01466	Syam.g_01616
OG0000812	Prai.g_01468	Syam.g_01618
OG0000813	Prai.g_01469	Syam.g_01619
OG0000814	Prai.g_01471	Syam.g_01621
OG0000815	Prai.g_01472	Syam.g_01622
OG0000816	Prai.g_01474	Syam.g_01624
OG0000817	Prai.g_01475	Syam.g_01625
OG0000818	Prai.g_01480	Syam.g_01631
OG0000819	Prai.g_01481	Syam.g_01632
OG0000820	Prai.g_01482	Syam.g_01633
OG0000821	Prai.g_01485	Syam.g_01639
OG0000822	Prai.g_01486	Syam.g_01641
OG0000823	Prai.g_01487	Syam.g_01642
OG0000824	Prai.g_01490	Syam.g_01648
OG0000825	Prai.g_01491	Syam.g_01649
OG0000826	Prai.g_01492	Syam.g_01650
OG0000827	Prai.g_01493	Syam.g_01651
OG0000828	Prai.g_01496	Syam.g_01655
OG0000829	Prai.g_01497	Syam.g_01656
OG0000830	Prai.g_01498	Syam.g_01657
OG0000831	Prai.g_01500	Syam.g_01659
OG0000832	Prai.g_01505	Syam.g_01923
OG0000833	Prai.g_01514	Syam.g_01932
OG0000834	Prai.g_01515	Syam.g_01933
OG0000835	Prai.g_01516	Syam.g_01934
OG0000836	Prai.g_01517	Syam.g_01937
OG0000837	Prai.g_01518	Syam.g_01938
OG0000838	Prai.g_01520	Syam.g_01946
OG0000839	Prai.g_01521	Syam.g_01947
OG0000840	Prai.g_01522	Syam.g_01948
OG0000841	Prai.g_01523	Syam.g_01949
OG0000842	Prai.g_01524	Syam.g_01950
OG0000843	Prai.g_01525	Syam.g_01951
OG0000844	Prai.g_01526	Syam.g_01953
OG0000845	Prai.g_01527	Syam.g_01954
OG0000846	Prai.g_01528	Syam.g_01955
OG0000847	Prai.g_01529	Syam.g_01956
OG0000848	Prai.g_01530	Syam.g_01958
OG0000849	Prai.g_01531	Syam.g_01959
OG0000850	Prai.g_01533	Syam.g_01961
OG0000851	Prai.g_01534	Syam.g_01966
OG0000852	Prai.g_01535	Syam.g_01967
OG0000853	Prai.g_01539	Syam.g_01971
OG0000854	Prai.g_01541	Syam.g_01973
OG0000855	Prai.g_01542	Syam.g_01974
OG0000856	Prai.g_01558	Syam.g_01483
OG0000857	Prai.g_01597	Syam.g_01273
OG0000858	Prai.g_01632	Syam.g_01980
OG0000859	Prai.g_01633	Syam.g_01981
OG0000860	Prai.g_01640	Syam.g_01992
OG0000861	Prai.g_01641	Syam.g_01993
OG0000862	Prai.g_01642	Syam.g_01994
OG0000863	Prai.g_01644	Syam.g_01996
OG0000864	Prai.g_01645	Syam.g_01997
OG0000865	Prai.g_01646	Syam.g_01998
OG0000866	Prai.g_01647	Syam.g_01999
OG0000867	Prai.g_01648	Syam.g_02000
OG0000868	Prai.g_01649	Syam.g_02003
OG0000869	Prai.g_01653	Syam.g_02007
OG0000870	Prai.g_01658	Syam.g_02012
OG0000871	Prai.g_01659	Syam.g_02013
OG0000872	Prai.g_01660	Syam.g_02021
OG0000873	Prai.g_01663	Syam.g_02024
OG0000874	Prai.g_01666	Syam.g_02019
OG0000875	Prai.g_01667	Syam.g_02026
OG0000876	Prai.g_01668	Syam.g_01877
OG0000877	Prai.g_01670	Syam.g_01882
OG0000878	Prai.g_01671	Syam.g_01883
OG0000879	Prai.g_01672	Syam.g_01884
OG0000880	Prai.g_01673	Syam.g_01885
OG0000881	Prai.g_01677	Syam.g_01891
OG0000882	Prai.g_01682	Syam.g_01896
OG0000883	Prai.g_01683	Syam.g_01898
OG0000884	Prai.g_01685	Syam.g_01900
OG0000885	Prai.g_01686	Syam.g_01901
OG0000886	Prai.g_01687	Syam.g_01902
OG0000887	Prai.g_01688	Syam.g_01903
OG0000888	Prai.g_01690	Syam.g_01905
OG0000889	Prai.g_01692	Syam.g_01907
OG0000890	Prai.g_01693	Syam.g_01910
OG0000891	Prai.g_01694	Syam.g_01911
OG0000892	Prai.g_01696	Syam.g_01913
OG0000893	Prai.g_01701	Syam.g_00287
OG0000894	Prai.g_01703	Syam.g_00290
OG0000895	Prai.g_01706	Syam.g_00294
OG0000896	Prai.g_01707	Syam.g_00295
OG0000897	Prai.g_01709	Syam.g_00297
OG0000898	Prai.g_01710	Syam.g_00298
OG0000899	Prai.g_01711	Syam.g_00299
OG0000900	Prai.g_01712	Syam.g_00300
OG0000901	Prai.g_01715	Syam.g_00305
OG0000902	Prai.g_01717	Syam.g_00307
OG0000903	Prai.g_01720	Syam.g_00322
OG0000904	Prai.g_01722	Syam.g_00317
OG0000905	Prai.g_01727	Syam.g_00312
OG0000906	Prai.g_01728	Syam.g_00309
OG0000907	Prai.g_01734	Syam.g_00324
OG0000908	Prai.g_01737	Syam.g_00327
OG0000909	Prai.g_01738	Syam.g_00328
OG0000910	Prai.g_01739	Syam.g_00329
OG0000911	Prai.g_01741	Syam.g_00331
OG0000912	Prai.g_01742	Syam.g_00332
OG0000913	Prai.g_01743	Syam.g_00333
OG0000914	Prai.g_01744	Syam.g_00334
OG0000915	Prai.g_01746	Syam.g_00336
OG0000916	Prai.g_01747	Syam.g_00337
OG0000917	Prai.g_01748	Syam.g_00338
OG0000918	Prai.g_01749	Syam.g_00339
OG0000919	Prai.g_01750	Syam.g_00340
OG0000920	Prai.g_01751	Syam.g_00341
OG0000921	Prai.g_01752	Syam.g_00342
OG0000922	Prai.g_01753	Syam.g_00343
OG0000923	Prai.g_01757	Syam.g_00347
OG0000924	Prai.g_01758	Syam.g_00348
OG0000925	Prai.g_01759	Syam.g_00349
OG0000926	Prai.g_01760	Syam.g_00350
OG0000927	Prai.g_01762	Syam.g_00352
OG0000928	Prai.g_01763	Syam.g_00353
OG0000929	Prai.g_01764	Syam.g_00354
OG0000930	Prai.g_01765	Syam.g_00355
OG0000931	Prai.g_01766	Syam.g_00356
OG0000932	Prai.g_01767	Syam.g_00357
OG0000933	Prai.g_01776	Syam.g_00363
OG0000934	Prai.g_01778	Syam.g_00365
OG0000935	Prai.g_01779	Syam.g_00366
OG0000936	Prai.g_01780	Syam.g_00368
OG0000937	Prai.g_01781	Syam.g_00369
OG0000938	Prai.g_01783	Syam.g_00373
OG0000939	Prai.g_01784	Syam.g_00374
OG0000940	Prai.g_01791	Syam.g_00381
OG0000941	Prai.g_01793	Syam.g_00383
OG0000942	Prai.g_01795	Syam.g_00385
OG0000943	Prai.g_01796	Syam.g_00386
OG0000944	Prai.g_01797	Syam.g_00388
OG0000945	Prai.g_01798	Syam.g_00390
OG0000946	Prai.g_01802	Syam.g_00395
OG0000947	Prai.g_01804	Syam.g_00398
OG0000948	Prai.g_01805	Syam.g_00399
OG0000949	Prai.g_01808	Syam.g_00159
OG0000950	Prai.g_01813	Syam.g_00150
OG0000951	Prai.g_01817	Syam.g_00145
OG0000952	Prai.g_01821	Syam.g_00140
OG0000953	Prai.g_01824	Syam.g_00136
OG0000954	Prai.g_01828	Syam.g_00131
OG0000955	Prai.g_01829	Syam.g_00130
OG0000956	Prai.g_01831	Syam.g_00128
OG0000957	Prai.g_01836	Syam.g_00117
OG0000958	Prai.g_01837	Syam.g_00116
OG0000959	Prai.g_01841	Syam.g_00112
OG0000960	Prai.g_01842	Syam.g_00111
OG0000961	Prai.g_01844	Syam.g_00108
OG0000962	Prai.g_01846	Syam.g_00106
OG0000963	Prai.g_01850	Syam.g_00101
OG0000964	Prai.g_01851	Syam.g_00100
OG0000965	Prai.g_01852	Syam.g_00099
OG0000966	Prai.g_01861	Syam.g_00074
OG0000967	Prai.g_01865	Syam.g_00069
OG0000968	Prai.g_01867	Syam.g_00077
OG0000969	Prai.g_01868	Syam.g_00072
OG0000970	Prai.g_01869	Syam.g_00071
OG0000971	Prai.g_01870	Syam.g_00066
OG0000972	Prai.g_01871	Syam.g_00065
OG0000973	Prai.g_01872	Syam.g_00064
OG0000974	Prai.g_01873	Syam.g_00063
OG0000975	Prai.g_01874	Syam.g_00062
OG0000976	Prai.g_01875	Syam.g_00061
OG0000977	Prai.g_01876	Syam.g_00059
OG0000978	Prai.g_01877	Syam.g_00058
OG0000979	Prai.g_01880	Syam.g_00055
OG0000980	Prai.g_01882	Syam.g_00052
OG0000981	Prai.g_01884	Syam.g_00049
OG0000982	Prai.g_01886	Syam.g_02314
OG0000983	Prai.g_01887	Syam.g_02315
OG0000984	Prai.g_01888	Syam.g_02316
OG0000985	Prai.g_01891	Syam.g_02318
OG0000986	Prai.g_01893	Syam.g_02320
OG0000987	Prai.g_01894	Syam.g_02322
OG0000988	Prai.g_01897	Syam.g_02327
OG0000989	Prai.g_01900	Syam.g_02334
OG0000990	Prai.g_01903	Syam.g_02346
OG0000991	Prai.g_01904	Syam.g_02348
OG0000992	Prai.g_01906	Syam.g_02351
OG0000993	Prai.g_01907	Syam.g_02352
OG0000994	Prai.g_01908	Syam.g_02354
OG0000995	Prai.g_01912	Syam.g_02359
OG0000996	Prai.g_01913	Syam.g_02405
OG0000997	Prai.g_01914	Syam.g_02416
OG0000998	Prai.g_01916	Syam.g_02418
OG0000999	Prai.g_01917	Syam.g_02419
OG0001000	Prai.g_01920	Syam.g_02422
OG0001001	Prai.g_01922	Syam.g_02427
OG0001002	Prai.g_01926	Syam.g_02433
OG0001003	Prai.g_01928	Syam.g_02434
OG0001004	Prai.g_01929	Syam.g_02435
OG0001005	Prai.g_01930	Syam.g_02436
OG0001006	Prai.g_01934	Syam.g_02444
OG0001007	Prai.g_01936	Syam.g_02446
OG0001008	Prai.g_00468	Syam.g_01866
OG0001009	Prai.g_00027	Syam.g_00032
OG0001010	Prai.g_00028	Syam.g_00033
OG0001011	Prai.g_00029	Syam.g_00034
OG0001012	Prai.g_00050	Syam.g_02310
OG0001013	Prai.g_00055	Syam.g_02296
OG0001014	Prai.g_00058	Syam.g_02292
OG0001015	Prai.g_00059	Syam.g_02291
OG0001016	Prai.g_00073	Syam.g_02067
OG0001017	Prai.g_00077	Syam.g_02073
OG0001018	Prai.g_00080	Syam.g_02075
OG0001019	Prai.g_00089	Syam.g_02093
OG0001020	Prai.g_00090	Syam.g_02098
OG0001021	Prai.g_00091	Syam.g_02102
OG0001022	Prai.g_00094	Syam.g_02106
OG0001023	Prai.g_00095	Syam.g_02107
OG0001024	Prai.g_00098	Syam.g_02111
OG0001025	Prai.g_00104	Syam.g_02118
OG0001026	Prai.g_00111	Syam.g_02130
OG0001027	Prai.g_00112	Syam.g_02135
OG0001028	Prai.g_00114	Syam.g_02137
OG0001029	Prai.g_00115	Syam.g_02139
OG0001030	Prai.g_00130	Syam.g_02163
OG0001031	Prai.g_00197	Syam.g_02239
OG0001032	Prai.g_00198	Syam.g_02241
OG0001033	Prai.g_00219	Syam.g_02265
OG0001034	Prai.g_00247	Syam.g_00508
OG0001035	Prai.g_00267	Syam.g_00265
OG0001036	Prai.g_00272	Syam.g_00261
OG0001037	Prai.g_00273	Syam.g_00259
OG0001038	Prai.g_00291	Syam.g_00232
OG0001039	Prai.g_00294	Syam.g_00229
OG0001040	Prai.g_00296	Syam.g_00226
OG0001041	Prai.g_00300	Syam.g_00221
OG0001042	Prai.g_00317	Syam.g_00196
OG0001043	Prai.g_00318	Syam.g_00192
OG0001045	Prai.g_00355	Syam.g_00469
OG0001046	Prai.g_00390	Syam.g_01151
OG0001047	Prai.g_00470	Syam.g_01864
OG0001048	Prai.g_00471	Syam.g_01863
OG0001049	Prai.g_00473	Syam.g_01855
OG0001050	Prai.g_00474	Syam.g_01854
OG0001051	Prai.g_00475	Syam.g_01853
OG0001052	Prai.g_00501	Syam.g_01672
OG0001053	Prai.g_00513	Syam.g_00586
OG0001054	Prai.g_00528	Syam.g_00603
OG0001055	Prai.g_00546	Syam.g_00624
OG0001056	Prai.g_00564	Syam.g_00656
OG0001057	Prai.g_00569	Syam.g_00664
OG0001058	Prai.g_00577	Syam.g_00677
OG0001059	Prai.g_00581	Syam.g_00681
OG0001060	Prai.g_00588	Syam.g_00688
OG0001061	Prai.g_00602	Syam.g_01744
OG0001062	Prai.g_00604	Syam.g_01742
OG0001063	Prai.g_00606	Syam.g_01737
OG0001064	Prai.g_00607	Syam.g_01736
OG0001065	Prai.g_00608	Syam.g_01735
OG0001066	Prai.g_00609	Syam.g_01734
OG0001067	Prai.g_00610	Syam.g_01733
OG0001068	Prai.g_00611	Syam.g_01732
OG0001069	Prai.g_00612	Syam.g_01731
OG0001070	Prai.g_00615	Syam.g_01728
OG0001071	Prai.g_00616	Syam.g_01727
OG0001072	Prai.g_00618	Syam.g_01723
OG0001073	Prai.g_00632	Syam.g_01709
OG0001074	Prai.g_00643	Syam.g_01504
OG0001075	Prai.g_00644	Syam.g_01502
OG0001076	Prai.g_00653	Syam.g_01491
OG0001077	Prai.g_00657	Syam.g_01480
OG0001078	Prai.g_00665	Syam.g_01467
OG0001079	Prai.g_00676	Syam.g_01454
OG0001080	Prai.g_00682	Syam.g_01034
OG0001081	Prai.g_00684	Syam.g_01386
OG0001082	Prai.g_00685	Syam.g_01385
OG0001083	Prai.g_00690	Syam.g_01377
OG0001084	Prai.g_00691	Syam.g_01376
OG0001085	Prai.g_00699	Syam.g_01366
OG0001086	Prai.g_00700	Syam.g_01364
OG0001087	Prai.g_00717	Syam.g_00813
OG0001088	Prai.g_00718	Syam.g_00809
OG0001089	Prai.g_00726	Syam.g_00785
OG0001090	Prai.g_00749	Syam.g_01246
OG0001091	Prai.g_00751	Syam.g_01244
OG0001092	Prai.g_00752	Syam.g_01242
OG0001093	Prai.g_00757	Syam.g_01236
OG0001094	Prai.g_00854	Syam.g_01296
OG0001095	Prai.g_00834	Syam.g_01276
OG0001096	Prai.g_00821	Syam.g_01260
OG0001097	Prai.g_00802	Syam.g_00727
OG0001098	Prai.g_00787	Syam.g_01037
OG0001099	Prai.g_01057	Syam.g_02138
OG0001100	Prai.g_01053	Syam.g_01356
OG0001101	Prai.g_01051	Syam.g_01355
OG0001103	Prai.g_01047	Syam.g_01350
OG0001104	Prai.g_01026	Syam.g_01311
OG0001105	Prai.g_01022	Syam.g_01307
OG0001106	Prai.g_00998	Syam.g_01110
OG0001107	Prai.g_00991	Syam.g_01122
OG0001108	Prai.g_00987	Syam.g_01132
OG0001109	Prai.g_00986	Syam.g_01134
OG0001110	Prai.g_00984	Syam.g_01136
OG0001111	Prai.g_00983	Syam.g_01138
OG0001112	Prai.g_00982	Syam.g_01140
OG0001113	Prai.g_00981	Syam.g_01141
OG0001114	Prai.g_00980	Syam.g_01142
OG0001115	Prai.g_00978	Syam.g_01146
OG0001116	Prai.g_00977	Syam.g_01148
OG0001117	Prai.g_00976	Syam.g_01149
OG0001118	Prai.g_00975	Syam.g_01150
OG0001119	Prai.g_00974	Syam.g_01152
OG0001120	Prai.g_00972	Syam.g_01156
OG0001121	Prai.g_01141, Prai.g_00969	Syam.g_00970
OG0001122	Prai.g_00945	Syam.g_01184
OG0001124	Prai.g_00940	Syam.g_01194
OG0001125	Prai.g_00939	Syam.g_01196
OG0001126	Prai.g_00929	Syam.g_00757
OG0001127	Prai.g_00928	Syam.g_00758
OG0001128	Prai.g_00926	Syam.g_00764
OG0001129	Prai.g_00925	Syam.g_00766
OG0001130	Prai.g_00924	Syam.g_00767
OG0001131	Prai.g_01088	Syam.g_01337
OG0001132	Prai.g_01098	Syam.g_01020
OG0001134	Prai.g_01143	Syam.g_00915
OG0001135	Prai.g_01146	Syam.g_00917
OG0001137	Prai.g_01179	Syam.g_01780
OG0001138	Prai.g_01198	Syam.g_00898
OG0001139	Prai.g_01200	Syam.g_00896
OG0001140	Prai.g_01201	Syam.g_00895
OG0001141	Prai.g_01202	Syam.g_00894
OG0001142	Prai.g_01203	Syam.g_00892
OG0001143	Prai.g_01210	Syam.g_00883
OG0001144	Prai.g_01215	Syam.g_00873
OG0001145	Prai.g_01326	Syam.g_01817
OG0001146	Prai.g_01339	Syam.g_01836
OG0001147	Prai.g_01357	Syam.g_01665
OG0001148	Prai.g_01372	Syam.g_00573
OG0001149	Prai.g_01373	Syam.g_00572
OG0001150	Prai.g_01374	Syam.g_00571
OG0001151	Prai.g_01385	Syam.g_00558
OG0001152	Prai.g_01386	Syam.g_00557
OG0001153	Prai.g_01494	Syam.g_01652
OG0001154	Prai.g_01495	Syam.g_01654
OG0001155	Prai.g_01507	Syam.g_01925
OG0001156	Prai.g_01510	Syam.g_01928
OG0001157	Prai.g_01511	Syam.g_01929
OG0001158	Prai.g_01512	Syam.g_01930
OG0001159	Prai.g_01513	Syam.g_01931
OG0001160	Prai.g_01537	Syam.g_01969
OG0001161	Prai.g_01550	Syam.g_02338
OG0001162	Prai.g_01563	Syam.g_01257
OG0001163	Prai.g_01630	Syam.g_01977
OG0001164	Prai.g_01634	Syam.g_01983
OG0001165	Prai.g_01637	Syam.g_01988
OG0001166	Prai.g_01657	Syam.g_02011
OG0001167	Prai.g_01674	Syam.g_01888
OG0001168	Prai.g_01676	Syam.g_01890
OG0001169	Prai.g_01678	Syam.g_01892
OG0001170	Prai.g_01680	Syam.g_01894
OG0001171	Prai.g_01689	Syam.g_01904
OG0001172	Prai.g_01704	Syam.g_00292
OG0001173	Prai.g_01705	Syam.g_00293
OG0001174	Prai.g_01713	Syam.g_00301
OG0001175	Prai.g_01714	Syam.g_00302
OG0001176	Prai.g_01721	Syam.g_00321
