Orthogroup	Prbh	Prbf
OG0000532	Prbh.g_00223	Prbf.g_01889
OG0000533	Prbh.g_00222	Prbf.g_01890
OG0000534	Prbh.g_00221	Prbf.g_01891
OG0000535	Prbh.g_00220	Prbf.g_01892
OG0000536	Prbh.g_00219	Prbf.g_01893
OG0000537	Prbh.g_00218	Prbf.g_01894
OG0000538	Prbh.g_00217	Prbf.g_01895
OG0000539	Prbh.g_00216	Prbf.g_01896
OG0000540	Prbh.g_00215	Prbf.g_01897
OG0000541	Prbh.g_00214	Prbf.g_01898
OG0000542	Prbh.g_00213	Prbf.g_01899
OG0000543	Prbh.g_00212	Prbf.g_01900
OG0000544	Prbh.g_01465	Prbf.g_01901
OG0000545	Prbh.g_01462	Prbf.g_01903
OG0000546	Prbh.g_01461	Prbf.g_01904
OG0000547	Prbh.g_01459	Prbf.g_01906
OG0000548	Prbh.g_01457	Prbf.g_01908
OG0000549	Prbh.g_01456	Prbf.g_01909
OG0000550	Prbh.g_01455	Prbf.g_01910
OG0000551	Prbh.g_01453	Prbf.g_01912
OG0000552	Prbh.g_01452	Prbf.g_01913
OG0000553	Prbh.g_01223	Prbf.g_00977
OG0000554	Prbh.g_01222	Prbf.g_00978
OG0000555	Prbh.g_01221	Prbf.g_00979
OG0000556	Prbh.g_01220	Prbf.g_00980
OG0000557	Prbh.g_01219	Prbf.g_00981
OG0000558	Prbh.g_01218	Prbf.g_00982
OG0000559	Prbh.g_01217	Prbf.g_00983
OG0000560	Prbh.g_01216	Prbf.g_00985
OG0000561	Prbh.g_01215	Prbf.g_00986
OG0000562	Prbh.g_01213	Prbf.g_00988
OG0000563	Prbh.g_01212	Prbf.g_00989
OG0000564	Prbh.g_01211	Prbf.g_00990
OG0000565	Prbh.g_01210	Prbf.g_00991
OG0000566	Prbh.g_01209	Prbf.g_00992
OG0000567	Prbh.g_01208	Prbf.g_00993
OG0000568	Prbh.g_01207	Prbf.g_00994
OG0000569	Prbh.g_01206	Prbf.g_00995
OG0000570	Prbh.g_01205	Prbf.g_00996
OG0000571	Prbh.g_01204	Prbf.g_00997
OG0000572	Prbh.g_01203	Prbf.g_00998
OG0000573	Prbh.g_01200	Prbf.g_01001
OG0000574	Prbh.g_01199	Prbf.g_01002
OG0000575	Prbh.g_01198	Prbf.g_01003
OG0000576	Prbh.g_01197	Prbf.g_01004
OG0000577	Prbh.g_01196	Prbf.g_01005
OG0000578	Prbh.g_01195	Prbf.g_01006
OG0000579	Prbh.g_01194	Prbf.g_01007
OG0000580	Prbh.g_01193	Prbf.g_01008
OG0000581	Prbh.g_01192	Prbf.g_01009
OG0000582	Prbh.g_01191	Prbf.g_01010
OG0000583	Prbh.g_01190	Prbf.g_01011
OG0000584	Prbh.g_01188	Prbf.g_01013
OG0000585	Prbh.g_01187	Prbf.g_01014
OG0000586	Prbh.g_01185	Prbf.g_01016
OG0000587	Prbh.g_01184	Prbf.g_01017
OG0000588	Prbh.g_00904	Prbf.g_01293
OG0000589	Prbh.g_00905	Prbf.g_01292
OG0000590	Prbh.g_00907	Prbf.g_01290
OG0000591	Prbh.g_00913	Prbf.g_01284
OG0000592	Prbh.g_00914	Prbf.g_01283
OG0000593	Prbh.g_00915	Prbf.g_01282
OG0000594	Prbh.g_00918	Prbf.g_01279
OG0000595	Prbh.g_00919	Prbf.g_01278
OG0000596	Prbh.g_00920	Prbf.g_01277
OG0000597	Prbh.g_00922	Prbf.g_01275
OG0000598	Prbh.g_00923	Prbf.g_01274
OG0000599	Prbh.g_00924	Prbf.g_01273
OG0000600	Prbh.g_00925	Prbf.g_01272
OG0000601	Prbh.g_00928	Prbf.g_01269
OG0000602	Prbh.g_00929	Prbf.g_01268
OG0000603	Prbh.g_00930	Prbf.g_01267
OG0000604	Prbh.g_00933	Prbf.g_01264
OG0000605	Prbh.g_00934	Prbf.g_01263
OG0000606	Prbh.g_00935	Prbf.g_01262
OG0000607	Prbh.g_00937	Prbf.g_01260
OG0000608	Prbh.g_00939	Prbf.g_01258
OG0000609	Prbh.g_01487	Prbf.g_00404
OG0000610	Prbh.g_00864	Prbf.g_01334
OG0000611	Prbh.g_00946	Prbf.g_01252
OG0000612	Prbh.g_00947	Prbf.g_01251
OG0000613	Prbh.g_01170	Prbf.g_01030
OG0000614	Prbh.g_01169	Prbf.g_01031
OG0000615	Prbh.g_01167	Prbf.g_01033
OG0000616	Prbh.g_01166	Prbf.g_01034
OG0000617	Prbh.g_01165	Prbf.g_01035
OG0000618	Prbh.g_01164	Prbf.g_01036
OG0000619	Prbh.g_01163	Prbf.g_01037
OG0000620	Prbh.g_01162	Prbf.g_01038
OG0000621	Prbh.g_01161	Prbf.g_01039
OG0000622	Prbh.g_01160	Prbf.g_01040
OG0000623	Prbh.g_01159	Prbf.g_01041
OG0000624	Prbh.g_01157	Prbf.g_01043
OG0000625	Prbh.g_01156	Prbf.g_01044
OG0000626	Prbh.g_01155	Prbf.g_01045
OG0000627	Prbh.g_01154	Prbf.g_01046
OG0000628	Prbh.g_01153	Prbf.g_01047
OG0000629	Prbh.g_01151	Prbf.g_01048
OG0000630	Prbh.g_01150	Prbf.g_01049
OG0000631	Prbh.g_01148	Prbf.g_01051
OG0000632	Prbh.g_01147	Prbf.g_01052
OG0000633	Prbh.g_01875	Prbf.g_00280
OG0000634	Prbh.g_01880	Prbf.g_00042
OG0000635	Prbh.g_01078	Prbf.g_01929
OG0000636	Prbh.g_01077	Prbf.g_01928
OG0000637	Prbh.g_01076	Prbf.g_01927
OG0000638	Prbh.g_00442	Prbf.g_01675
OG0000639	Prbh.g_01051	Prbf.g_01150
OG0000640	Prbh.g_01054	Prbf.g_01146
OG0000641	Prbh.g_01056	Prbf.g_01144
OG0000642	Prbh.g_01057	Prbf.g_01143
OG0000643	Prbh.g_01058	Prbf.g_01142
OG0000644	Prbh.g_01171	Prbf.g_01029
OG0000645	Prbh.g_00948	Prbf.g_01250
OG0000646	Prbh.g_00949	Prbf.g_01249
OG0000647	Prbh.g_00950	Prbf.g_01248
OG0000648	Prbh.g_00952	Prbf.g_01246
OG0000649	Prbh.g_00953	Prbf.g_01245
OG0000650	Prbh.g_00954	Prbf.g_01244
OG0000651	Prbh.g_00955	Prbf.g_01243
OG0000652	Prbh.g_00956	Prbf.g_01242
OG0000653	Prbh.g_00957	Prbf.g_01241
OG0000654	Prbh.g_00959	Prbf.g_01239
OG0000655	Prbh.g_00961	Prbf.g_01237
OG0000656	Prbh.g_00962	Prbf.g_01236
OG0000657	Prbh.g_00963	Prbf.g_01235
OG0000658	Prbh.g_00964	Prbf.g_01234
OG0000659	Prbh.g_00965	Prbf.g_01233
OG0000660	Prbh.g_00966	Prbf.g_01232
OG0000661	Prbh.g_00967	Prbf.g_01231
OG0000662	Prbh.g_00969	Prbf.g_01229
OG0000663	Prbh.g_00970	Prbf.g_01228
OG0000664	Prbh.g_00971	Prbf.g_01227
OG0000665	Prbh.g_00972	Prbf.g_01226
OG0000666	Prbh.g_00973	Prbf.g_01225
OG0000667	Prbh.g_00974	Prbf.g_01224
OG0000668	Prbh.g_00975	Prbf.g_01223
OG0000669	Prbh.g_00977	Prbf.g_01221
OG0000670	Prbh.g_00978	Prbf.g_01220
OG0000671	Prbh.g_00979	Prbf.g_01219
OG0000672	Prbh.g_00980	Prbf.g_01218
OG0000673	Prbh.g_00981	Prbf.g_01217
OG0000674	Prbh.g_00982	Prbf.g_01216
OG0000675	Prbh.g_00983	Prbf.g_01214
OG0000676	Prbh.g_00984	Prbf.g_01213
OG0000677	Prbh.g_00987	Prbf.g_01210
OG0000678	Prbh.g_00989	Prbf.g_01208
OG0000679	Prbh.g_00991	Prbf.g_01206
OG0000680	Prbh.g_00992	Prbf.g_01205
OG0000681	Prbh.g_00993	Prbf.g_01204
OG0000682	Prbh.g_00994	Prbf.g_01203
OG0000683	Prbh.g_00996	Prbf.g_01201
OG0000684	Prbh.g_00997	Prbf.g_01200
OG0000685	Prbh.g_00998	Prbf.g_01199
OG0000686	Prbh.g_00999	Prbf.g_01198
OG0000687	Prbh.g_01001	Prbf.g_01197
OG0000688	Prbh.g_01002	Prbf.g_01196
OG0000689	Prbh.g_01003	Prbf.g_01195
OG0000690	Prbh.g_01004	Prbf.g_01194
OG0000691	Prbh.g_01005	Prbf.g_01193
OG0000692	Prbh.g_01009	Prbf.g_01189
OG0000693	Prbh.g_01010	Prbf.g_01188
OG0000694	Prbh.g_01011	Prbf.g_01187
OG0000695	Prbh.g_01012	Prbf.g_01186
OG0000696	Prbh.g_01013	Prbf.g_01185
OG0000697	Prbh.g_01015	Prbf.g_01183
OG0000698	Prbh.g_01019	Prbf.g_01179
OG0000699	Prbh.g_01020	Prbf.g_01178
OG0000700	Prbh.g_00857	Prbf.g_00838
OG0000701	Prbh.g_00861	Prbf.g_00833
OG0000702	Prbh.g_00868	Prbf.g_01331
OG0000703	Prbh.g_00870	Prbf.g_01329
OG0000704	Prbh.g_00871	Prbf.g_01328
OG0000705	Prbh.g_00872	Prbf.g_01326
OG0000706	Prbh.g_00873	Prbf.g_01325
OG0000707	Prbh.g_00875	Prbf.g_01323
OG0000708	Prbh.g_00876	Prbf.g_01322
OG0000709	Prbh.g_00878	Prbf.g_01320
OG0000710	Prbh.g_00879	Prbf.g_01319
OG0000711	Prbh.g_00880	Prbf.g_01318
OG0000712	Prbh.g_00881	Prbf.g_01317
OG0000713	Prbh.g_00882	Prbf.g_01316
OG0000714	Prbh.g_00884	Prbf.g_01314
OG0000715	Prbh.g_00885	Prbf.g_01313
OG0000716	Prbh.g_00887	Prbf.g_01311
OG0000717	Prbh.g_00888	Prbf.g_01310
OG0000718	Prbh.g_00889	Prbf.g_01309
OG0000719	Prbh.g_00891	Prbf.g_01307
OG0000720	Prbh.g_00892	Prbf.g_01306
OG0000721	Prbh.g_00895	Prbf.g_01303
OG0000722	Prbh.g_00896	Prbf.g_01302
OG0000723	Prbh.g_00897	Prbf.g_01301
OG0000724	Prbh.g_00898	Prbf.g_01299
OG0000725	Prbh.g_00899	Prbf.g_01298
OG0000726	Prbh.g_00900	Prbf.g_01297
OG0000727	Prbh.g_00901	Prbf.g_01296
OG0000728	Prbh.g_00902	Prbf.g_01295
OG0000729	Prbh.g_00903	Prbf.g_01294
OG0000730	Prbh.g_01181	Prbf.g_01019
OG0000731	Prbh.g_01179	Prbf.g_01021
OG0000732	Prbh.g_01178	Prbf.g_01022
OG0000733	Prbh.g_01177	Prbf.g_01023
OG0000734	Prbh.g_01176	Prbf.g_01024
OG0000735	Prbh.g_01174	Prbf.g_01026
OG0000736	Prbh.g_01173	Prbf.g_01027
OG0000737	Prbh.g_01172	Prbf.g_01028
OG0000738	Prbh.g_01059	Prbf.g_01141
OG0000739	Prbh.g_01060	Prbf.g_01140
OG0000740	Prbh.g_01061	Prbf.g_01139
OG0000741	Prbh.g_01062	Prbf.g_01138
OG0000742	Prbh.g_01064	Prbf.g_01136
OG0000743	Prbh.g_01065	Prbf.g_01135
OG0000744	Prbh.g_01066	Prbf.g_01134
OG0000745	Prbh.g_01067	Prbf.g_01133
OG0000746	Prbh.g_01068	Prbf.g_01132
OG0000747	Prbh.g_01069	Prbf.g_01131
OG0000748	Prbh.g_01070	Prbf.g_01130
OG0000749	Prbh.g_01071	Prbf.g_01129
OG0000750	Prbh.g_01073	Prbf.g_01127
OG0000751	Prbh.g_01074	Prbf.g_01126
OG0000752	Prbh.g_01131	Prbf.g_01067
OG0000753	Prbh.g_01079	Prbf.g_01124
OG0000754	Prbh.g_01080	Prbf.g_01123
OG0000755	Prbh.g_01081	Prbf.g_01122
OG0000756	Prbh.g_01083	Prbf.g_01120
OG0000757	Prbh.g_01084	Prbf.g_01119
OG0000758	Prbh.g_01085	Prbf.g_01118
OG0000759	Prbh.g_01087	Prbf.g_01116
OG0000760	Prbh.g_01088	Prbf.g_01115
OG0000761	Prbh.g_01089	Prbf.g_01114
OG0000762	Prbh.g_01091	Prbf.g_01112
OG0000763	Prbh.g_01092	Prbf.g_01111
OG0000764	Prbh.g_01093	Prbf.g_01110
OG0000765	Prbh.g_01094	Prbf.g_01109
OG0000766	Prbh.g_01095	Prbf.g_01108
OG0000767	Prbh.g_01097	Prbf.g_01106
OG0000768	Prbh.g_01098	Prbf.g_01105
OG0000769	Prbh.g_01099	Prbf.g_01104
OG0000770	Prbh.g_01100	Prbf.g_01103
OG0000771	Prbh.g_01101	Prbf.g_01102
OG0000772	Prbh.g_01342	Prbf.g_00065
OG0000773	Prbh.g_01102	Prbf.g_01100
OG0000774	Prbh.g_01103	Prbf.g_01099
OG0000775	Prbh.g_01104	Prbf.g_01098
OG0000776	Prbh.g_01106	Prbf.g_01095
OG0000777	Prbh.g_01107	Prbf.g_01094
OG0000778	Prbh.g_01108	Prbf.g_01093
OG0000779	Prbh.g_01109	Prbf.g_01092
OG0000780	Prbh.g_01111	Prbf.g_01090
OG0000781	Prbh.g_01113	Prbf.g_01088
OG0000782	Prbh.g_01114	Prbf.g_01087
OG0000783	Prbh.g_01116	Prbf.g_01083
OG0000784	Prbh.g_01118	Prbf.g_01081
OG0000785	Prbh.g_01119	Prbf.g_01080
OG0000786	Prbh.g_01120	Prbf.g_01079
OG0000787	Prbh.g_01121	Prbf.g_01078
OG0000788	Prbh.g_01126	Prbf.g_01072
OG0000789	Prbh.g_01129	Prbf.g_01069
OG0000790	Prbh.g_01130	Prbf.g_01068
OG0000791	Prbh.g_01133	Prbf.g_01065
OG0000792	Prbh.g_01134	Prbf.g_01064
OG0000793	Prbh.g_01135	Prbf.g_01063
OG0000794	Prbh.g_01138	Prbf.g_01060
OG0000795	Prbh.g_01042	Prbf.g_01159
OG0000796	Prbh.g_01041	Prbf.g_01160
OG0000797	Prbh.g_01039	Prbf.g_01162
OG0000798	Prbh.g_01038	Prbf.g_01163
OG0000799	Prbh.g_01037	Prbf.g_01164
OG0000800	Prbh.g_01036	Prbf.g_01165
OG0000801	Prbh.g_01033	Prbf.g_01168
OG0000802	Prbh.g_01032	Prbf.g_01169
OG0000803	Prbh.g_01030	Prbf.g_01171
OG0000804	Prbh.g_01029	Prbf.g_01172
OG0000805	Prbh.g_01028	Prbf.g_01173
OG0000806	Prbh.g_01026	Prbf.g_01175
OG0000807	Prbh.g_00411	Prbf.g_01705
OG0000808	Prbh.g_00827	Prbf.g_00296
OG0000809	Prbh.g_01331	Prbf.g_00870
OG0000810	Prbh.g_01442	Prbf.g_01924
OG0000811	Prbh.g_01351	Prbf.g_00048
OG0000812	Prbh.g_01325	Prbf.g_00876
OG0000813	Prbh.g_00432	Prbf.g_01684
OG0000814	Prbh.g_01344	Prbf.g_00062
OG0000815	Prbh.g_00008	Prbf.g_00094
OG0000816	Prbh.g_01867	Prbf.g_00787
OG0000817	Prbh.g_01866	Prbf.g_00786
OG0000818	Prbh.g_00834	Prbf.g_00285
OG0000819	Prbh.g_01305	Prbf.g_00896
OG0000820	Prbh.g_01299	Prbf.g_00902
OG0000821	Prbh.g_01297	Prbf.g_00904
OG0000822	Prbh.g_01296	Prbf.g_00905
OG0000823	Prbh.g_01295	Prbf.g_00906
OG0000824	Prbh.g_01294	Prbf.g_00907
OG0000825	Prbh.g_01293	Prbf.g_00908
OG0000826	Prbh.g_01292	Prbf.g_00909
OG0000827	Prbh.g_01291	Prbf.g_00910
OG0000828	Prbh.g_01290	Prbf.g_00911
OG0000829	Prbh.g_01289	Prbf.g_00912
OG0000830	Prbh.g_01287	Prbf.g_00914
OG0000831	Prbh.g_01284	Prbf.g_00917
OG0000832	Prbh.g_01282	Prbf.g_00919
OG0000833	Prbh.g_01280	Prbf.g_00920
OG0000834	Prbh.g_01279	Prbf.g_00921
OG0000835	Prbh.g_01278	Prbf.g_00922
OG0000836	Prbh.g_01277	Prbf.g_00923
OG0000837	Prbh.g_01274	Prbf.g_00926
OG0000838	Prbh.g_01273	Prbf.g_00927
OG0000839	Prbh.g_01272	Prbf.g_00928
OG0000840	Prbh.g_01271	Prbf.g_00929
OG0000841	Prbh.g_01270	Prbf.g_00930
OG0000842	Prbh.g_01268	Prbf.g_00932
OG0000843	Prbh.g_01267	Prbf.g_00933
OG0000844	Prbh.g_01266	Prbf.g_00934
OG0000845	Prbh.g_01265	Prbf.g_00935
OG0000846	Prbh.g_01262	Prbf.g_00937
OG0000847	Prbh.g_01261	Prbf.g_00939
OG0000848	Prbh.g_01260	Prbf.g_00940
OG0000849	Prbh.g_01257	Prbf.g_00943
OG0000850	Prbh.g_01256	Prbf.g_00944
OG0000851	Prbh.g_01254	Prbf.g_00946
OG0000852	Prbh.g_01252	Prbf.g_00948
OG0000853	Prbh.g_01250	Prbf.g_00950
OG0000854	Prbh.g_01248	Prbf.g_00952
OG0000855	Prbh.g_01247	Prbf.g_00953
OG0000856	Prbh.g_01246	Prbf.g_00954
OG0000857	Prbh.g_01245	Prbf.g_00955
OG0000858	Prbh.g_01244	Prbf.g_00956
OG0000859	Prbh.g_01243	Prbf.g_00957
OG0000860	Prbh.g_01242	Prbf.g_00958
OG0000861	Prbh.g_01241	Prbf.g_00959
OG0000862	Prbh.g_01240	Prbf.g_00960
OG0000863	Prbh.g_01239	Prbf.g_00961
OG0000864	Prbh.g_01238	Prbf.g_00962
OG0000865	Prbh.g_01237	Prbf.g_00963
OG0000866	Prbh.g_01236	Prbf.g_00964
OG0000867	Prbh.g_01235	Prbf.g_00965
OG0000868	Prbh.g_01234	Prbf.g_00966
OG0000869	Prbh.g_01232	Prbf.g_00968
OG0000870	Prbh.g_01231	Prbf.g_00969
OG0000871	Prbh.g_01230	Prbf.g_00970
OG0000872	Prbh.g_01229	Prbf.g_00971
OG0000873	Prbh.g_01227	Prbf.g_00973
OG0000874	Prbh.g_01226	Prbf.g_00974
OG0000875	Prbh.g_01225	Prbf.g_00975
OG0000876	Prbh.g_01224	Prbf.g_00976
OG0000877	Prbh.g_01451	Prbf.g_01914
OG0000878	Prbh.g_01845	Prbf.g_00767
OG0000879	Prbh.g_01362	Prbf.g_00037
OG0000880	Prbh.g_01363	Prbf.g_00036
OG0000881	Prbh.g_01364	Prbf.g_00035
OG0000882	Prbh.g_01365	Prbf.g_00034
OG0000883	Prbh.g_01366	Prbf.g_00033
OG0000884	Prbh.g_01368	Prbf.g_00031
OG0000885	Prbh.g_01369	Prbf.g_00030
OG0000886	Prbh.g_01370	Prbf.g_00029
OG0000887	Prbh.g_01371	Prbf.g_00028
OG0000888	Prbh.g_01372	Prbf.g_00027
OG0000889	Prbh.g_01375	Prbf.g_00024
OG0000890	Prbh.g_01376	Prbf.g_00023
OG0000891	Prbh.g_01377	Prbf.g_00022
OG0000892	Prbh.g_01379	Prbf.g_00019
OG0000893	Prbh.g_01380	Prbf.g_00018
OG0000894	Prbh.g_01381	Prbf.g_00017
OG0000895	Prbh.g_01382	Prbf.g_00016
OG0000896	Prbh.g_01383	Prbf.g_00015
OG0000897	Prbh.g_01384	Prbf.g_00014
OG0000898	Prbh.g_01387	Prbf.g_00011
OG0000899	Prbh.g_01388	Prbf.g_00010
OG0000900	Prbh.g_01935	Prbf.g_00071
OG0000901	Prbh.g_00002	Prbf.g_00002
OG0000902	Prbh.g_00206	Prbf.g_01782
OG0000903	Prbh.g_01341	Prbf.g_00853, Prbf.g_00066
OG0000904	Prbh.g_00196	Prbf.g_00256
OG0000905	Prbh.g_01326	Prbf.g_00875
OG0000906	Prbh.g_01308	Prbf.g_00893
OG0000907	Prbh.g_01017	Prbf.g_01181
OG0000908	Prbh.g_01872	Prbf.g_00856
OG0000909	Prbh.g_00011	Prbf.g_00097
OG0000910	Prbh.g_00012	Prbf.g_00098
OG0000911	Prbh.g_00013	Prbf.g_00099
OG0000912	Prbh.g_00014	Prbf.g_00100
OG0000913	Prbh.g_00015	Prbf.g_00101
OG0000914	Prbh.g_00016	Prbf.g_00102
OG0000915	Prbh.g_00017	Prbf.g_00103
OG0000916	Prbh.g_00019	Prbf.g_00104
OG0000917	Prbh.g_00020	Prbf.g_00105
OG0000918	Prbh.g_00021	Prbf.g_00106
OG0000919	Prbh.g_00022	Prbf.g_00107
OG0000920	Prbh.g_00023	Prbf.g_00108
OG0000921	Prbh.g_00024	Prbf.g_00109
OG0000922	Prbh.g_00025	Prbf.g_00110
OG0000923	Prbh.g_00026	Prbf.g_00111
OG0000924	Prbh.g_00027	Prbf.g_00112
OG0000925	Prbh.g_00028	Prbf.g_00113
OG0000926	Prbh.g_01599	Prbf.g_00514
OG0000927	Prbh.g_00079	Prbf.g_00140
OG0000928	Prbh.g_00080	Prbf.g_00141
OG0000929	Prbh.g_00081	Prbf.g_00142
OG0000930	Prbh.g_00082	Prbf.g_00143
OG0000931	Prbh.g_00083	Prbf.g_00144
OG0000932	Prbh.g_00085	Prbf.g_00146
OG0000933	Prbh.g_00086	Prbf.g_00147
OG0000934	Prbh.g_00087	Prbf.g_00148
OG0000935	Prbh.g_00088	Prbf.g_00149
OG0000936	Prbh.g_00089	Prbf.g_00150
OG0000937	Prbh.g_00090	Prbf.g_00151
OG0000938	Prbh.g_00091	Prbf.g_00152
OG0000939	Prbh.g_00092	Prbf.g_00153
OG0000940	Prbh.g_00093	Prbf.g_00154
OG0000941	Prbh.g_00094	Prbf.g_00155
OG0000942	Prbh.g_00095	Prbf.g_00156
OG0000943	Prbh.g_00101	Prbf.g_00159
OG0000944	Prbh.g_00102	Prbf.g_00160
OG0000945	Prbh.g_00103	Prbf.g_00161
OG0000946	Prbh.g_00104	Prbf.g_00162
OG0000947	Prbh.g_00105	Prbf.g_00163
OG0000948	Prbh.g_00106	Prbf.g_00164
OG0000949	Prbh.g_00107	Prbf.g_00165
OG0000950	Prbh.g_00108	Prbf.g_00166
OG0000951	Prbh.g_00109	Prbf.g_00167
OG0000952	Prbh.g_00110	Prbf.g_00168
OG0000953	Prbh.g_00111	Prbf.g_00169
OG0000954	Prbh.g_00112	Prbf.g_00170
OG0000955	Prbh.g_00113	Prbf.g_00171
OG0000956	Prbh.g_00114	Prbf.g_00172
OG0000957	Prbh.g_00115	Prbf.g_00173
OG0000958	Prbh.g_00116	Prbf.g_00174
OG0000959	Prbh.g_00117	Prbf.g_00175
OG0000960	Prbh.g_00118	Prbf.g_00176
OG0000961	Prbh.g_00122	Prbf.g_00180
OG0000962	Prbh.g_00123	Prbf.g_00181
OG0000963	Prbh.g_00124	Prbf.g_00182
OG0000964	Prbh.g_00126	Prbf.g_00184
OG0000965	Prbh.g_00127	Prbf.g_00185
OG0000966	Prbh.g_00128	Prbf.g_00186
OG0000967	Prbh.g_00129	Prbf.g_00187
OG0000968	Prbh.g_00130	Prbf.g_00188
OG0000969	Prbh.g_00131	Prbf.g_00189
OG0000970	Prbh.g_00132	Prbf.g_00190
OG0000971	Prbh.g_00133	Prbf.g_00191
OG0000972	Prbh.g_00134	Prbf.g_00192
OG0000973	Prbh.g_00135	Prbf.g_00193
OG0000974	Prbh.g_00137	Prbf.g_00195
OG0000975	Prbh.g_00144	Prbf.g_00201
OG0000976	Prbh.g_00146	Prbf.g_00203
OG0000977	Prbh.g_00147	Prbf.g_00205
OG0000978	Prbh.g_00149	Prbf.g_00207
OG0000979	Prbh.g_00151	Prbf.g_00209
OG0000980	Prbh.g_00152	Prbf.g_00210
OG0000981	Prbh.g_00153	Prbf.g_00211
OG0000982	Prbh.g_00154	Prbf.g_00212
OG0000983	Prbh.g_00156	Prbf.g_00214
OG0000984	Prbh.g_00157	Prbf.g_00215
OG0000985	Prbh.g_00158	Prbf.g_00216
OG0000986	Prbh.g_00159	Prbf.g_00217
OG0000987	Prbh.g_00160	Prbf.g_00218
OG0000988	Prbh.g_00162	Prbf.g_00219
OG0000989	Prbh.g_00163	Prbf.g_00220
OG0000990	Prbh.g_00164	Prbf.g_00221
OG0000991	Prbh.g_00165	Prbf.g_00222
OG0000992	Prbh.g_00166	Prbf.g_00223
OG0000993	Prbh.g_00167	Prbf.g_00224
OG0000994	Prbh.g_00168	Prbf.g_00225
OG0000995	Prbh.g_00169	Prbf.g_00226
OG0000996	Prbh.g_00170	Prbf.g_00227
OG0000997	Prbh.g_00171	Prbf.g_00228
OG0000998	Prbh.g_00172	Prbf.g_00229
OG0000999	Prbh.g_00173	Prbf.g_00230
OG0001000	Prbh.g_00174	Prbf.g_00231
OG0001001	Prbh.g_00176	Prbf.g_00233
OG0001002	Prbh.g_00177	Prbf.g_00234
OG0001003	Prbh.g_00178	Prbf.g_00235
OG0001004	Prbh.g_00179	Prbf.g_00236
OG0001005	Prbh.g_00181	Prbf.g_00239
OG0001006	Prbh.g_00182	Prbf.g_00240
OG0001007	Prbh.g_00183	Prbf.g_00241
OG0001008	Prbh.g_00185	Prbf.g_00243
OG0001009	Prbh.g_00186	Prbf.g_00244
OG0001010	Prbh.g_01837	Prbf.g_00750
OG0001011	Prbh.g_01454	Prbf.g_01911
OG0001012	Prbh.g_00968	Prbf.g_01230
OG0001013	Prbh.g_01789	Prbf.g_00700
OG0001014	Prbh.g_01788	Prbf.g_00699
OG0001015	Prbh.g_01781	Prbf.g_00692
OG0001016	Prbh.g_01780	Prbf.g_00691
OG0001017	Prbh.g_01779	Prbf.g_00690
OG0001018	Prbh.g_01778	Prbf.g_00689
OG0001019	Prbh.g_01776	Prbf.g_00687
OG0001020	Prbh.g_01775	Prbf.g_00686
OG0001021	Prbh.g_01774	Prbf.g_00685
OG0001022	Prbh.g_01773	Prbf.g_00684
OG0001023	Prbh.g_01772	Prbf.g_00683
OG0001024	Prbh.g_01770	Prbf.g_00681
OG0001025	Prbh.g_01769	Prbf.g_00680
OG0001026	Prbh.g_01768	Prbf.g_00679
OG0001027	Prbh.g_01767	Prbf.g_00678
OG0001028	Prbh.g_01766	Prbf.g_00677
OG0001029	Prbh.g_01765	Prbf.g_00676
OG0001030	Prbh.g_01764	Prbf.g_00675
OG0001031	Prbh.g_01763	Prbf.g_00674
OG0001032	Prbh.g_01762	Prbf.g_00673
OG0001033	Prbh.g_01761	Prbf.g_00672
OG0001034	Prbh.g_01760	Prbf.g_00671
OG0001035	Prbh.g_01758	Prbf.g_00669
OG0001036	Prbh.g_01757	Prbf.g_00668
OG0001037	Prbh.g_01756	Prbf.g_00667
OG0001038	Prbh.g_01755	Prbf.g_00666
OG0001039	Prbh.g_01754	Prbf.g_00665
OG0001040	Prbh.g_01752	Prbf.g_00664
OG0001041	Prbh.g_01751	Prbf.g_00663
OG0001042	Prbh.g_01750	Prbf.g_00662
OG0001043	Prbh.g_01749	Prbf.g_00661
OG0001044	Prbh.g_01748	Prbf.g_00660
OG0001045	Prbh.g_01747	Prbf.g_00659
OG0001046	Prbh.g_01746	Prbf.g_00658
OG0001047	Prbh.g_01743	Prbf.g_00655
OG0001048	Prbh.g_01741	Prbf.g_00653
OG0001049	Prbh.g_01740	Prbf.g_00652
OG0001050	Prbh.g_01739	Prbf.g_00651
OG0001051	Prbh.g_01738	Prbf.g_00650
OG0001052	Prbh.g_01737	Prbf.g_00649
OG0001053	Prbh.g_01735	Prbf.g_00647
OG0001054	Prbh.g_01733	Prbf.g_00645
OG0001055	Prbh.g_01732	Prbf.g_00644
OG0001056	Prbh.g_01731	Prbf.g_00643
OG0001057	Prbh.g_01730	Prbf.g_00642
OG0001058	Prbh.g_01729	Prbf.g_00641
OG0001059	Prbh.g_01728	Prbf.g_00640
OG0001060	Prbh.g_01727	Prbf.g_00639
OG0001061	Prbh.g_01726	Prbf.g_00638
OG0001062	Prbh.g_01725	Prbf.g_00637
OG0001063	Prbh.g_01724	Prbf.g_00636
OG0001064	Prbh.g_01723	Prbf.g_00634
OG0001065	Prbh.g_01719	Prbf.g_00630
OG0001066	Prbh.g_01717	Prbf.g_00628
OG0001067	Prbh.g_01716	Prbf.g_00627
OG0001068	Prbh.g_01713	Prbf.g_00624
