Orthogroup	Prbh	Prax
OG0000563	Prbh.g_01212	Prax.g_00100
OG0000564	Prbh.g_01211	Prax.g_00101
OG0000565	Prbh.g_01210	Prax.g_00102
OG0000566	Prbh.g_01209	Prax.g_00103
OG0000567	Prbh.g_01208	Prax.g_00104
OG0000568	Prbh.g_01207	Prax.g_00105
OG0000569	Prbh.g_01206	Prax.g_00106
OG0000570	Prbh.g_01205	Prax.g_00107
OG0000571	Prbh.g_01204	Prax.g_00108
OG0000572	Prbh.g_01203	Prax.g_00109
OG0000573	Prbh.g_01200	Prax.g_00112
OG0000574	Prbh.g_01199	Prax.g_00113
OG0000575	Prbh.g_01198	Prax.g_00114
OG0000576	Prbh.g_01197	Prax.g_00115
OG0000577	Prbh.g_01196	Prax.g_00116
OG0000578	Prbh.g_01195	Prax.g_00117
OG0000579	Prbh.g_01194	Prax.g_00118
OG0000580	Prbh.g_01193	Prax.g_00119
OG0000581	Prbh.g_01192	Prax.g_00120
OG0000582	Prbh.g_01191	Prax.g_00121
OG0000583	Prbh.g_01190	Prax.g_00122
OG0000584	Prbh.g_01188	Prax.g_00123
OG0000585	Prbh.g_01187	Prax.g_00977
OG0000586	Prbh.g_01185	Prax.g_00975
OG0000587	Prbh.g_01184	Prax.g_00974
OG0000588	Prbh.g_00904	Prax.g_00972
OG0000589	Prbh.g_00905	Prax.g_00971
OG0000590	Prbh.g_00907	Prax.g_00969
OG0000591	Prbh.g_00913	Prax.g_00963
OG0000592	Prbh.g_00914	Prax.g_00962
OG0000593	Prbh.g_00915	Prax.g_00961
OG0000594	Prbh.g_00918	Prax.g_00959
OG0000595	Prbh.g_00919	Prax.g_00958
OG0000596	Prbh.g_00920	Prax.g_00957
OG0000597	Prbh.g_00922	Prax.g_00955
OG0000598	Prbh.g_00923	Prax.g_00954
OG0000599	Prbh.g_00924	Prax.g_00953
OG0000600	Prbh.g_00925	Prax.g_00952
OG0000601	Prbh.g_00928	Prax.g_00950
OG0000602	Prbh.g_00929	Prax.g_00949
OG0000603	Prbh.g_00930	Prax.g_00948
OG0000604	Prbh.g_00933	Prax.g_00947
OG0000605	Prbh.g_00934	Prax.g_00946
OG0000606	Prbh.g_00935	Prax.g_00945
OG0000607	Prbh.g_00937	Prax.g_00943
OG0000608	Prbh.g_00939	Prax.g_00942
OG0000609	Prbh.g_01487	Prax.g_00938
OG0000610	Prbh.g_00864	Prax.g_00937
OG0000611	Prbh.g_00946	Prax.g_00484
OG0000612	Prbh.g_00947	Prax.g_00483
OG0000613	Prbh.g_01170	Prax.g_00482
OG0000614	Prbh.g_01169	Prax.g_00481
OG0000615	Prbh.g_01167	Prax.g_00479
OG0000616	Prbh.g_01166	Prax.g_00478
OG0000617	Prbh.g_01165	Prax.g_00477
OG0000618	Prbh.g_01164	Prax.g_00476
OG0000619	Prbh.g_01163	Prax.g_00475
OG0000620	Prbh.g_01162	Prax.g_00474
OG0000621	Prbh.g_01161	Prax.g_00473
OG0000622	Prbh.g_01160	Prax.g_00472
OG0000623	Prbh.g_01159	Prax.g_00471
OG0000624	Prbh.g_01157	Prax.g_00470
OG0000625	Prbh.g_01156	Prax.g_00469
OG0000626	Prbh.g_01155	Prax.g_00468
OG0000627	Prbh.g_01154	Prax.g_00467
OG0000628	Prbh.g_01153	Prax.g_00466
OG0000629	Prbh.g_01151	Prax.g_00465
OG0000630	Prbh.g_01150	Prax.g_00464
OG0000631	Prbh.g_01148	Prax.g_00462
OG0000632	Prbh.g_01147	Prax.g_00432
OG0000633	Prbh.g_01875	Prax.g_00428
OG0000634	Prbh.g_01880	Prax.g_00413
OG0000635	Prbh.g_01078	Prax.g_00409
OG0000636	Prbh.g_01077	Prax.g_00408
OG0000637	Prbh.g_01076	Prax.g_00407
OG0000638	Prbh.g_00442	Prax.g_00395
OG0000639	Prbh.g_01051	Prax.g_00386
OG0000640	Prbh.g_01054	Prax.g_00384
OG0000641	Prbh.g_01056	Prax.g_00382
OG0000642	Prbh.g_01057	Prax.g_00381
OG0000643	Prbh.g_01058	Prax.g_00380
OG0000644	Prbh.g_01171	Prax.g_00379
OG0000645	Prbh.g_00948	Prax.g_00378
OG0000646	Prbh.g_00949	Prax.g_00377
OG0000647	Prbh.g_00950	Prax.g_00376
OG0000648	Prbh.g_00952	Prax.g_00374
OG0000649	Prbh.g_00953	Prax.g_00373
OG0000650	Prbh.g_00954	Prax.g_00372
OG0000651	Prbh.g_00955	Prax.g_00371
OG0000652	Prbh.g_00956	Prax.g_00370
OG0000653	Prbh.g_00957	Prax.g_00369
OG0000654	Prbh.g_00959	Prax.g_00367
OG0000655	Prbh.g_00961	Prax.g_00365
OG0000656	Prbh.g_00962	Prax.g_00364
OG0000657	Prbh.g_00963	Prax.g_00363
OG0000658	Prbh.g_00964	Prax.g_00362
OG0000659	Prbh.g_00965	Prax.g_00361
OG0000660	Prbh.g_00966	Prax.g_00360
OG0000661	Prbh.g_00967	Prax.g_00359
OG0000662	Prbh.g_00969	Prax.g_00358
OG0000663	Prbh.g_00970	Prax.g_00357
OG0000664	Prbh.g_00971	Prax.g_00356
OG0000665	Prbh.g_00972	Prax.g_00355
OG0000666	Prbh.g_00973	Prax.g_00354
OG0000667	Prbh.g_00974	Prax.g_00353
OG0000668	Prbh.g_00975	Prax.g_00352
OG0000669	Prbh.g_00977	Prax.g_00350
OG0000670	Prbh.g_00978	Prax.g_00349
OG0000671	Prbh.g_00979	Prax.g_00348
OG0000672	Prbh.g_00980	Prax.g_00347
OG0000673	Prbh.g_00981	Prax.g_00346
OG0000674	Prbh.g_00982	Prax.g_00345
OG0000675	Prbh.g_00983	Prax.g_00343
OG0000676	Prbh.g_00984	Prax.g_00342
OG0000677	Prbh.g_00987	Prax.g_00339
OG0000678	Prbh.g_00989	Prax.g_00337
OG0000679	Prbh.g_00991	Prax.g_00336
OG0000680	Prbh.g_00992	Prax.g_00335
OG0000681	Prbh.g_00993	Prax.g_00334
OG0000682	Prbh.g_00994	Prax.g_00333
OG0000683	Prbh.g_00996	Prax.g_00331
OG0000684	Prbh.g_00997	Prax.g_00330
OG0000685	Prbh.g_00998	Prax.g_00329
OG0000686	Prbh.g_00999	Prax.g_00328
OG0000687	Prbh.g_01001	Prax.g_00327
OG0000688	Prbh.g_01002	Prax.g_00326
OG0000689	Prbh.g_01003	Prax.g_00325
OG0000690	Prbh.g_01004	Prax.g_00324
OG0000691	Prbh.g_01005	Prax.g_00323
OG0000692	Prbh.g_01009	Prax.g_00321
OG0000693	Prbh.g_01010	Prax.g_00320
OG0000694	Prbh.g_01011	Prax.g_00319
OG0000695	Prbh.g_01012	Prax.g_00318
OG0000696	Prbh.g_01013	Prax.g_00317
OG0000697	Prbh.g_01015	Prax.g_00315
OG0000698	Prbh.g_01019	Prax.g_00313
OG0000699	Prbh.g_01020	Prax.g_00312
OG0000700	Prbh.g_00857	Prax.g_00546
OG0000701	Prbh.g_00861	Prax.g_00550
OG0000702	Prbh.g_00868	Prax.g_00553
OG0000703	Prbh.g_00870	Prax.g_00554
OG0000704	Prbh.g_00871	Prax.g_00555
OG0000705	Prbh.g_00872	Prax.g_00556
OG0000706	Prbh.g_00873	Prax.g_00557
OG0000707	Prbh.g_00875	Prax.g_00558
OG0000708	Prbh.g_00876	Prax.g_00559
OG0000709	Prbh.g_00878	Prax.g_00561
OG0000710	Prbh.g_00879	Prax.g_00562
OG0000711	Prbh.g_00880	Prax.g_00563
OG0000712	Prbh.g_00881	Prax.g_00564
OG0000713	Prbh.g_00882	Prax.g_00565
OG0000714	Prbh.g_00884	Prax.g_00567
OG0000715	Prbh.g_00885	Prax.g_00568
OG0000716	Prbh.g_00887	Prax.g_00570
OG0000717	Prbh.g_00888	Prax.g_00571
OG0000718	Prbh.g_00889	Prax.g_00572
OG0000719	Prbh.g_00891	Prax.g_00574
OG0000720	Prbh.g_00892	Prax.g_00575
OG0000721	Prbh.g_00895	Prax.g_00578
OG0000722	Prbh.g_00896	Prax.g_00579
OG0000723	Prbh.g_00897	Prax.g_00580
OG0000724	Prbh.g_00898	Prax.g_00582
OG0000725	Prbh.g_00899	Prax.g_00583
OG0000726	Prbh.g_00900	Prax.g_00584
OG0000727	Prbh.g_00901	Prax.g_00585
OG0000728	Prbh.g_00902	Prax.g_00586
OG0000729	Prbh.g_00903	Prax.g_00587
OG0000730	Prbh.g_01181	Prax.g_00588
OG0000731	Prbh.g_01179	Prax.g_00589
OG0000732	Prbh.g_01178	Prax.g_00590
OG0000733	Prbh.g_01177	Prax.g_00591
OG0000734	Prbh.g_01176	Prax.g_00592
OG0000735	Prbh.g_01174	Prax.g_00594
OG0000736	Prbh.g_01173	Prax.g_00595
OG0000737	Prbh.g_01172	Prax.g_00596
OG0000738	Prbh.g_01059	Prax.g_00597
OG0000739	Prbh.g_01060	Prax.g_00598
OG0000740	Prbh.g_01061	Prax.g_00599
OG0000741	Prbh.g_01062	Prax.g_00600
OG0000742	Prbh.g_01064	Prax.g_00602
OG0000743	Prbh.g_01065	Prax.g_00603
OG0000744	Prbh.g_01066	Prax.g_00604
OG0000745	Prbh.g_01067	Prax.g_00605
OG0000746	Prbh.g_01068	Prax.g_00606
OG0000747	Prbh.g_01069	Prax.g_00607
OG0000748	Prbh.g_01070	Prax.g_00608
OG0000749	Prbh.g_01071	Prax.g_00609
OG0000750	Prbh.g_01073	Prax.g_00610
OG0000751	Prbh.g_01074	Prax.g_00611
OG0000752	Prbh.g_01131	Prax.g_00612
OG0000753	Prbh.g_01079	Prax.g_00614
OG0000754	Prbh.g_01080	Prax.g_00615
OG0000755	Prbh.g_01081	Prax.g_00616
OG0000756	Prbh.g_01083	Prax.g_00617
OG0000757	Prbh.g_01084	Prax.g_00618
OG0000758	Prbh.g_01085	Prax.g_00619
OG0000759	Prbh.g_01087	Prax.g_01130
OG0000760	Prbh.g_01088	Prax.g_01131
OG0000761	Prbh.g_01089	Prax.g_01132
OG0000762	Prbh.g_01091	Prax.g_01134
OG0000763	Prbh.g_01092	Prax.g_01135
OG0000764	Prbh.g_01093	Prax.g_01136
OG0000765	Prbh.g_01094	Prax.g_01137
OG0000766	Prbh.g_01095	Prax.g_01138
OG0000767	Prbh.g_01097	Prax.g_01140
OG0000768	Prbh.g_01098	Prax.g_01141
OG0000769	Prbh.g_01099	Prax.g_01142
OG0000770	Prbh.g_01100	Prax.g_01143
OG0000771	Prbh.g_01101	Prax.g_01144
OG0000772	Prbh.g_01342	Prax.g_01145
OG0000773	Prbh.g_01102	Prax.g_01146
OG0000774	Prbh.g_01103	Prax.g_01147
OG0000775	Prbh.g_01104	Prax.g_01148
OG0000776	Prbh.g_01106	Prax.g_01150
OG0000777	Prbh.g_01107	Prax.g_01152
OG0000778	Prbh.g_01108	Prax.g_01153
OG0000779	Prbh.g_01109	Prax.g_01154
OG0000780	Prbh.g_01111	Prax.g_01156
OG0000781	Prbh.g_01113	Prax.g_01158
OG0000782	Prbh.g_01114	Prax.g_01159
OG0000783	Prbh.g_01116	Prax.g_01173
OG0000784	Prbh.g_01118	Prax.g_01175
OG0000785	Prbh.g_01119	Prax.g_01176
OG0000786	Prbh.g_01120	Prax.g_01177
OG0000787	Prbh.g_01121	Prax.g_01178
OG0000788	Prbh.g_01126	Prax.g_01182
OG0000789	Prbh.g_01129	Prax.g_01184
OG0000790	Prbh.g_01130	Prax.g_01185
OG0000791	Prbh.g_01133	Prax.g_01186
OG0000792	Prbh.g_01134	Prax.g_01187
OG0000793	Prbh.g_01135	Prax.g_01188
OG0000794	Prbh.g_01138	Prax.g_01190
OG0000795	Prbh.g_01042	Prax.g_01193
OG0000796	Prbh.g_01041	Prax.g_01194
OG0000797	Prbh.g_01039	Prax.g_01196
OG0000798	Prbh.g_01038	Prax.g_01197
OG0000799	Prbh.g_01037	Prax.g_01198
OG0000800	Prbh.g_01036	Prax.g_01199
OG0000801	Prbh.g_01033	Prax.g_01202
OG0000802	Prbh.g_01032	Prax.g_01203
OG0000803	Prbh.g_01030	Prax.g_01205
OG0000804	Prbh.g_01029	Prax.g_01206
OG0000805	Prbh.g_01028	Prax.g_01207
OG0000806	Prbh.g_01026	Prax.g_01209
OG0000807	Prbh.g_00411	Prax.g_01235
OG0000808	Prbh.g_00827	Prax.g_01245
OG0000809	Prbh.g_01331	Prax.g_01248
OG0000810	Prbh.g_01442	Prax.g_01249
OG0000811	Prbh.g_01351	Prax.g_01256
OG0000812	Prbh.g_01325	Prax.g_00126
OG0000813	Prbh.g_00432	Prax.g_00130
OG0000814	Prbh.g_01344	Prax.g_00132
OG0000815	Prbh.g_00008	Prax.g_00146
OG0000816	Prbh.g_01867	Prax.g_00162
OG0000817	Prbh.g_01866	Prax.g_00163
OG0000818	Prbh.g_00834	Prax.g_00168
OG0000819	Prbh.g_01305	Prax.g_00181
OG0000820	Prbh.g_01299	Prax.g_00185
OG0000821	Prbh.g_01297	Prax.g_00187
OG0000822	Prbh.g_01296	Prax.g_00188
OG0000823	Prbh.g_01295	Prax.g_00189
OG0000824	Prbh.g_01294	Prax.g_00190
OG0000825	Prbh.g_01293	Prax.g_00191
OG0000826	Prbh.g_01292	Prax.g_00192
OG0000827	Prbh.g_01291	Prax.g_00193
OG0000828	Prbh.g_01290	Prax.g_00194
OG0000829	Prbh.g_01289	Prax.g_00195
OG0000830	Prbh.g_01287	Prax.g_00196
OG0000831	Prbh.g_01284	Prax.g_00199
OG0000832	Prbh.g_01282	Prax.g_00201
OG0000833	Prbh.g_01280	Prax.g_00202
OG0000834	Prbh.g_01279	Prax.g_00203
OG0000835	Prbh.g_01278	Prax.g_00204
OG0000836	Prbh.g_01277	Prax.g_00205
OG0000837	Prbh.g_01274	Prax.g_00207
OG0000838	Prbh.g_01273	Prax.g_00208
OG0000839	Prbh.g_01272	Prax.g_00209
OG0000840	Prbh.g_01271	Prax.g_00210
OG0000841	Prbh.g_01270	Prax.g_00211
OG0000842	Prbh.g_01268	Prax.g_00212
OG0000843	Prbh.g_01267	Prax.g_00213
OG0000844	Prbh.g_01266	Prax.g_00214
OG0000845	Prbh.g_01265	Prax.g_00215
OG0000846	Prbh.g_01262	Prax.g_00218
OG0000847	Prbh.g_01261	Prax.g_00220
OG0000848	Prbh.g_01260	Prax.g_00221
OG0000849	Prbh.g_01257	Prax.g_00222
OG0000850	Prbh.g_01256	Prax.g_00223
OG0000851	Prbh.g_01254	Prax.g_00224
OG0000852	Prbh.g_01252	Prax.g_00226
OG0000853	Prbh.g_01250	Prax.g_00227
OG0000854	Prbh.g_01248	Prax.g_00229
OG0000855	Prbh.g_01247	Prax.g_00230
OG0000856	Prbh.g_01246	Prax.g_00231
OG0000857	Prbh.g_01245	Prax.g_00232
OG0000858	Prbh.g_01244	Prax.g_00233
OG0000859	Prbh.g_01243	Prax.g_00234
OG0000860	Prbh.g_01242	Prax.g_00235
OG0000861	Prbh.g_01241	Prax.g_00236
OG0000862	Prbh.g_01240	Prax.g_00237
OG0000863	Prbh.g_01239	Prax.g_00238
OG0000864	Prbh.g_01238	Prax.g_00239
OG0000865	Prbh.g_01237	Prax.g_00240
OG0000866	Prbh.g_01236	Prax.g_00241
OG0000867	Prbh.g_01235	Prax.g_00242
OG0000868	Prbh.g_01234	Prax.g_00243
OG0000869	Prbh.g_01232	Prax.g_00245
OG0000870	Prbh.g_01231	Prax.g_00246
OG0000871	Prbh.g_01230	Prax.g_00248
OG0000872	Prbh.g_01229	Prax.g_00249
OG0000873	Prbh.g_01227	Prax.g_00251
OG0000874	Prbh.g_01226	Prax.g_00252
OG0000875	Prbh.g_01225	Prax.g_00253
OG0000876	Prbh.g_01224	Prax.g_00254
OG0000877	Prbh.g_01451	Prax.g_00256
OG0000878	Prbh.g_01845	Prax.g_01928
OG0000879	Prbh.g_01362	Prax.g_01910
OG0000880	Prbh.g_01363	Prax.g_01909
OG0000881	Prbh.g_01364	Prax.g_01908
OG0000882	Prbh.g_01365	Prax.g_01907
OG0000883	Prbh.g_01366	Prax.g_01906
OG0000884	Prbh.g_01368	Prax.g_01904
OG0000885	Prbh.g_01369	Prax.g_01903
OG0000886	Prbh.g_01370	Prax.g_01902
OG0000887	Prbh.g_01371	Prax.g_01901
OG0000888	Prbh.g_01372	Prax.g_01900
OG0000889	Prbh.g_01375	Prax.g_01897
OG0000890	Prbh.g_01376	Prax.g_01896
OG0000891	Prbh.g_01377	Prax.g_01895
OG0000892	Prbh.g_01379	Prax.g_01893
OG0000893	Prbh.g_01380	Prax.g_01892
OG0000894	Prbh.g_01381	Prax.g_01891
OG0000895	Prbh.g_01382	Prax.g_01890
OG0000896	Prbh.g_01383	Prax.g_01889
OG0000897	Prbh.g_01384	Prax.g_01888
OG0000898	Prbh.g_01387	Prax.g_01886
OG0000899	Prbh.g_01388	Prax.g_01885
OG0000900	Prbh.g_01935	Prax.g_01881
OG0000901	Prbh.g_00002	Prax.g_01877
OG0000902	Prbh.g_00206	Prax.g_01876
OG0000903	Prbh.g_01341	Prax.g_01875
OG0000904	Prbh.g_00196	Prax.g_01873
OG0000905	Prbh.g_01326	Prax.g_01871
OG0000906	Prbh.g_01308	Prax.g_01869
OG0000907	Prbh.g_01017	Prax.g_01868
OG0000908	Prbh.g_01872	Prax.g_01865
OG0000909	Prbh.g_00011	Prax.g_01861
OG0000910	Prbh.g_00012	Prax.g_01860
OG0000911	Prbh.g_00013	Prax.g_01859
OG0000912	Prbh.g_00014	Prax.g_01858
OG0000913	Prbh.g_00015	Prax.g_01857
OG0000914	Prbh.g_00016	Prax.g_01856
OG0000915	Prbh.g_00017	Prax.g_01855
OG0000916	Prbh.g_00019	Prax.g_01854
OG0000917	Prbh.g_00020	Prax.g_01853
OG0000918	Prbh.g_00021	Prax.g_01852
OG0000919	Prbh.g_00022	Prax.g_01851
OG0000920	Prbh.g_00023	Prax.g_01850
OG0000921	Prbh.g_00024	Prax.g_01849
OG0000922	Prbh.g_00025	Prax.g_01848
OG0000923	Prbh.g_00026	Prax.g_01847
OG0000924	Prbh.g_00027	Prax.g_01846
OG0000925	Prbh.g_00028	Prax.g_01845
OG0000926	Prbh.g_01599	Prax.g_01780
OG0000927	Prbh.g_00079	Prax.g_01751
OG0000928	Prbh.g_00080	Prax.g_01750
OG0000929	Prbh.g_00081	Prax.g_01749
OG0000930	Prbh.g_00082	Prax.g_01748
OG0000931	Prbh.g_00083	Prax.g_01747
OG0000932	Prbh.g_00085	Prax.g_01745
OG0000933	Prbh.g_00086	Prax.g_01744
OG0000934	Prbh.g_00087	Prax.g_01743
OG0000935	Prbh.g_00088	Prax.g_01742
OG0000936	Prbh.g_00089	Prax.g_01741
OG0000937	Prbh.g_00090	Prax.g_01740
OG0000938	Prbh.g_00091	Prax.g_01739
OG0000939	Prbh.g_00092	Prax.g_01738
OG0000940	Prbh.g_00093	Prax.g_01737
OG0000941	Prbh.g_00094	Prax.g_01735
OG0000942	Prbh.g_00095	Prax.g_01734
OG0000943	Prbh.g_00101	Prax.g_01726
OG0000944	Prbh.g_00102	Prax.g_01725
OG0000945	Prbh.g_00103	Prax.g_01724
OG0000946	Prbh.g_00104	Prax.g_01723
OG0000947	Prbh.g_00105	Prax.g_01722
OG0000948	Prbh.g_00106	Prax.g_01721
OG0000949	Prbh.g_00107	Prax.g_01720
OG0000950	Prbh.g_00108	Prax.g_01719
OG0000951	Prbh.g_00109	Prax.g_01718
OG0000952	Prbh.g_00110	Prax.g_01717
OG0000953	Prbh.g_00111	Prax.g_01716
OG0000954	Prbh.g_00112	Prax.g_01715
OG0000955	Prbh.g_00113	Prax.g_01714
OG0000956	Prbh.g_00114	Prax.g_01713
OG0000957	Prbh.g_00115	Prax.g_01712
OG0000958	Prbh.g_00116	Prax.g_01711
OG0000959	Prbh.g_00117	Prax.g_01710
OG0000960	Prbh.g_00118	Prax.g_01709
OG0000961	Prbh.g_00122	Prax.g_01705
OG0000962	Prbh.g_00123	Prax.g_01704
OG0000963	Prbh.g_00124	Prax.g_01703
OG0000964	Prbh.g_00126	Prax.g_01701
OG0000965	Prbh.g_00127	Prax.g_01700
OG0000966	Prbh.g_00128	Prax.g_01699
OG0000967	Prbh.g_00129	Prax.g_01698
OG0000968	Prbh.g_00130	Prax.g_01697
OG0000969	Prbh.g_00131	Prax.g_01696
OG0000970	Prbh.g_00132	Prax.g_01695
OG0000971	Prbh.g_00133	Prax.g_01694
OG0000972	Prbh.g_00134	Prax.g_01693
OG0000973	Prbh.g_00135	Prax.g_01692
OG0000974	Prbh.g_00137	Prax.g_01690
OG0000975	Prbh.g_00144	Prax.g_01687
OG0000976	Prbh.g_00146	Prax.g_01685
OG0000977	Prbh.g_00147	Prax.g_01684
OG0000978	Prbh.g_00149	Prax.g_01683
OG0000979	Prbh.g_00151	Prax.g_01681
OG0000980	Prbh.g_00152	Prax.g_01680
OG0000981	Prbh.g_00153	Prax.g_01679
OG0000982	Prbh.g_00154	Prax.g_01678
OG0000983	Prbh.g_00156	Prax.g_01676
OG0000984	Prbh.g_00157	Prax.g_01675
OG0000985	Prbh.g_00158	Prax.g_01674
OG0000986	Prbh.g_00159	Prax.g_01673
OG0000987	Prbh.g_00160	Prax.g_01672
OG0000988	Prbh.g_00162	Prax.g_01671
OG0000989	Prbh.g_00163	Prax.g_01670
OG0000990	Prbh.g_00164	Prax.g_01669
OG0000991	Prbh.g_00165	Prax.g_01668
OG0000992	Prbh.g_00166	Prax.g_01667
OG0000993	Prbh.g_00167	Prax.g_01666
OG0000994	Prbh.g_00168	Prax.g_01665
OG0000995	Prbh.g_00169	Prax.g_01664
OG0000996	Prbh.g_00170	Prax.g_01663
OG0000997	Prbh.g_00171	Prax.g_01662
OG0000998	Prbh.g_00172	Prax.g_01661
OG0000999	Prbh.g_00173	Prax.g_01660
OG0001000	Prbh.g_00174	Prax.g_01659
OG0001001	Prbh.g_00176	Prax.g_01657
OG0001002	Prbh.g_00177	Prax.g_01656
OG0001003	Prbh.g_00178	Prax.g_01655
OG0001004	Prbh.g_00179	Prax.g_01654
OG0001005	Prbh.g_00181	Prax.g_01653
OG0001006	Prbh.g_00182	Prax.g_01652
OG0001007	Prbh.g_00183	Prax.g_01651
OG0001008	Prbh.g_00185	Prax.g_01649
OG0001009	Prbh.g_00186	Prax.g_01648
OG0001010	Prbh.g_01837	Prax.g_01640
OG0001011	Prbh.g_01454	Prax.g_01633
OG0001012	Prbh.g_00968	Prax.g_01605
OG0001013	Prbh.g_01789	Prax.g_01565
OG0001014	Prbh.g_01788	Prax.g_01564
OG0001015	Prbh.g_01781	Prax.g_01558
OG0001016	Prbh.g_01780	Prax.g_01557
OG0001017	Prbh.g_01779	Prax.g_01556
OG0001018	Prbh.g_01778	Prax.g_01555
OG0001019	Prbh.g_01776	Prax.g_01553
OG0001020	Prbh.g_01775	Prax.g_01552
OG0001021	Prbh.g_01774	Prax.g_01551
OG0001022	Prbh.g_01773	Prax.g_01550
OG0001023	Prbh.g_01772	Prax.g_01549
OG0001024	Prbh.g_01770	Prax.g_01548
OG0001025	Prbh.g_01769	Prax.g_01547
OG0001026	Prbh.g_01768	Prax.g_01545
OG0001027	Prbh.g_01767	Prax.g_01544
OG0001028	Prbh.g_01766	Prax.g_01543
OG0001029	Prbh.g_01765	Prax.g_01542
OG0001030	Prbh.g_01764	Prax.g_01541
OG0001031	Prbh.g_01763	Prax.g_01540
OG0001032	Prbh.g_01762	Prax.g_01539
OG0001033	Prbh.g_01761	Prax.g_01538
OG0001034	Prbh.g_01760	Prax.g_01537
OG0001035	Prbh.g_01758	Prax.g_01535
OG0001036	Prbh.g_01757	Prax.g_01534
OG0001037	Prbh.g_01756	Prax.g_01533
OG0001038	Prbh.g_01755	Prax.g_01532
OG0001039	Prbh.g_01754	Prax.g_01531
OG0001040	Prbh.g_01752	Prax.g_01530
OG0001041	Prbh.g_01751	Prax.g_01529
OG0001042	Prbh.g_01750	Prax.g_01528
OG0001043	Prbh.g_01749	Prax.g_01527
OG0001044	Prbh.g_01748	Prax.g_01526
OG0001045	Prbh.g_01747	Prax.g_01525
OG0001046	Prbh.g_01746	Prax.g_01524
OG0001047	Prbh.g_01743	Prax.g_01521
OG0001048	Prbh.g_01741	Prax.g_01519
OG0001049	Prbh.g_01740	Prax.g_01518
OG0001050	Prbh.g_01739	Prax.g_01517
OG0001051	Prbh.g_01738	Prax.g_01516
OG0001052	Prbh.g_01737	Prax.g_01515
OG0001053	Prbh.g_01735	Prax.g_01513
OG0001054	Prbh.g_01733	Prax.g_01511
OG0001055	Prbh.g_01732	Prax.g_01510
OG0001056	Prbh.g_01731	Prax.g_01509
OG0001057	Prbh.g_01730	Prax.g_01508
OG0001058	Prbh.g_01729	Prax.g_01507
OG0001059	Prbh.g_01728	Prax.g_01506
OG0001060	Prbh.g_01727	Prax.g_01505
OG0001061	Prbh.g_01726	Prax.g_01504
OG0001062	Prbh.g_01725	Prax.g_01503
OG0001063	Prbh.g_01724	Prax.g_01502
OG0001064	Prbh.g_01723	Prax.g_01257
OG0001065	Prbh.g_01719	Prax.g_01262
OG0001066	Prbh.g_01717	Prax.g_01263
OG0001067	Prbh.g_01716	Prax.g_01264
OG0001068	Prbh.g_01713	Prax.g_01266
OG0001069	Prbh.g_01712	Prax.g_01267
OG0001070	Prbh.g_01711	Prax.g_01268
OG0001071	Prbh.g_01710	Prax.g_01269
OG0001072	Prbh.g_01709	Prax.g_01270
OG0001073	Prbh.g_01708	Prax.g_01271
OG0001074	Prbh.g_01707	Prax.g_01272
OG0001075	Prbh.g_01706	Prax.g_01273
OG0001076	Prbh.g_01705	Prax.g_01274
OG0001077	Prbh.g_01704	Prax.g_01275
OG0001078	Prbh.g_01703	Prax.g_01276
OG0001079	Prbh.g_01702	Prax.g_01277
OG0001080	Prbh.g_01701	Prax.g_01278
OG0001081	Prbh.g_01697	Prax.g_01281
OG0001082	Prbh.g_01696	Prax.g_01282
OG0001083	Prbh.g_01692	Prax.g_01283
OG0001084	Prbh.g_01694	Prax.g_01285
OG0001085	Prbh.g_01695	Prax.g_01286
OG0001086	Prbh.g_01698	Prax.g_01287
OG0001087	Prbh.g_01699	Prax.g_01288
OG0001088	Prbh.g_01700	Prax.g_01289
OG0001089	Prbh.g_01687	Prax.g_01296
OG0001090	Prbh.g_01685	Prax.g_01298
OG0001091	Prbh.g_01684	Prax.g_01299
OG0001092	Prbh.g_01683	Prax.g_01300
OG0001093	Prbh.g_01682	Prax.g_01301
OG0001094	Prbh.g_01681	Prax.g_01302
OG0001095	Prbh.g_01680	Prax.g_01303
OG0001096	Prbh.g_01679	Prax.g_01304
OG0001097	Prbh.g_01678	Prax.g_01305
OG0001098	Prbh.g_01677	Prax.g_01306
OG0001099	Prbh.g_01676	Prax.g_01307
OG0001100	Prbh.g_01675	Prax.g_01308
OG0001101	Prbh.g_01674	Prax.g_01309
OG0001102	Prbh.g_01673	Prax.g_01310
OG0001103	Prbh.g_01672	Prax.g_01311
OG0001104	Prbh.g_01671	Prax.g_01312
OG0001105	Prbh.g_01670	Prax.g_01313
OG0001106	Prbh.g_01669	Prax.g_01314
OG0001107	Prbh.g_01668	Prax.g_01315
OG0001108	Prbh.g_01667	Prax.g_01316
OG0001109	Prbh.g_01666	Prax.g_01317
OG0001110	Prbh.g_01665	Prax.g_01318
OG0001111	Prbh.g_01664	Prax.g_01319
OG0001112	Prbh.g_01663	Prax.g_01320
OG0001113	Prbh.g_01662	Prax.g_01321
OG0001114	Prbh.g_01661	Prax.g_01322
OG0001115	Prbh.g_01660	Prax.g_01323
OG0001116	Prbh.g_01659	Prax.g_01324
OG0001117	Prbh.g_01658	Prax.g_01325
OG0001118	Prbh.g_01657	Prax.g_01326
OG0001119	Prbh.g_01656	Prax.g_01327
OG0001120	Prbh.g_01655	Prax.g_01328
OG0001121	Prbh.g_01653	Prax.g_01330
