Orthogroup	Prbh	Praw
OG0000561	Prbh.g_01215	Praw.g_01883
OG0000562	Prbh.g_01213	Praw.g_01882
OG0000563	Prbh.g_01212	Praw.g_01881
OG0000564	Prbh.g_01211	Praw.g_01880
OG0000565	Prbh.g_01210	Praw.g_01879
OG0000566	Prbh.g_01209	Praw.g_01878
OG0000567	Prbh.g_01208	Praw.g_01877
OG0000568	Prbh.g_01207	Praw.g_01876
OG0000569	Prbh.g_01206	Praw.g_01875
OG0000570	Prbh.g_01205	Praw.g_01874
OG0000571	Prbh.g_01204	Praw.g_01873
OG0000572	Prbh.g_01203	Praw.g_01872
OG0000573	Prbh.g_01200	Praw.g_01869
OG0000574	Prbh.g_01199	Praw.g_01868
OG0000575	Prbh.g_01198	Praw.g_01867
OG0000576	Prbh.g_01197	Praw.g_01866
OG0000577	Prbh.g_01196	Praw.g_01865
OG0000578	Prbh.g_01195	Praw.g_01864
OG0000579	Prbh.g_01194	Praw.g_01863
OG0000580	Prbh.g_01193	Praw.g_01862
OG0000581	Prbh.g_01192	Praw.g_01861
OG0000582	Prbh.g_01191	Praw.g_01860
OG0000583	Prbh.g_01190	Praw.g_01859
OG0000584	Prbh.g_01188	Praw.g_01858
OG0000585	Prbh.g_01187	Praw.g_01857
OG0000586	Prbh.g_01185	Praw.g_01855
OG0000587	Prbh.g_01184	Praw.g_01854
OG0000588	Prbh.g_00904	Praw.g_01852
OG0000589	Prbh.g_00905	Praw.g_01851
OG0000590	Prbh.g_00907	Praw.g_01849
OG0000591	Prbh.g_00913	Praw.g_01843
OG0000592	Prbh.g_00914	Praw.g_01842
OG0000593	Prbh.g_00915	Praw.g_01841
OG0000594	Prbh.g_00918	Praw.g_01839
OG0000595	Prbh.g_00919	Praw.g_01838
OG0000596	Prbh.g_00920	Praw.g_01837
OG0000597	Prbh.g_00922	Praw.g_01835
OG0000598	Prbh.g_00923	Praw.g_01834
OG0000599	Prbh.g_00924	Praw.g_01833
OG0000600	Prbh.g_00925	Praw.g_01832
OG0000601	Prbh.g_00928	Praw.g_01830
OG0000602	Prbh.g_00929	Praw.g_01829
OG0000603	Prbh.g_00930	Praw.g_01828
OG0000604	Prbh.g_00933	Praw.g_01827
OG0000605	Prbh.g_00934	Praw.g_01826
OG0000606	Prbh.g_00935	Praw.g_01825
OG0000607	Prbh.g_00937	Praw.g_01823
OG0000608	Prbh.g_00939	Praw.g_01822
OG0000609	Prbh.g_01487	Praw.g_01818
OG0000610	Prbh.g_00864	Praw.g_01817
OG0000611	Prbh.g_00946	Praw.g_01808
OG0000612	Prbh.g_00947	Praw.g_01807
OG0000613	Prbh.g_01170	Praw.g_01806
OG0000614	Prbh.g_01169	Praw.g_01805
OG0000615	Prbh.g_01167	Praw.g_01803
OG0000616	Prbh.g_01166	Praw.g_01802
OG0000617	Prbh.g_01165	Praw.g_01801
OG0000618	Prbh.g_01164	Praw.g_01800
OG0000619	Prbh.g_01163	Praw.g_01799
OG0000620	Prbh.g_01162	Praw.g_01798
OG0000621	Prbh.g_01161	Praw.g_01797
OG0000622	Prbh.g_01160	Praw.g_01796
OG0000623	Prbh.g_01159	Praw.g_01795
OG0000624	Prbh.g_01157	Praw.g_01794
OG0000625	Prbh.g_01156	Praw.g_01793
OG0000626	Prbh.g_01155	Praw.g_01792
OG0000627	Prbh.g_01154	Praw.g_01791
OG0000628	Prbh.g_01153	Praw.g_01790
OG0000629	Prbh.g_01151	Praw.g_01789
OG0000630	Prbh.g_01150	Praw.g_01788
OG0000631	Prbh.g_01148	Praw.g_01786
OG0000632	Prbh.g_01147	Praw.g_01763
OG0000633	Prbh.g_01875	Praw.g_01759
OG0000634	Prbh.g_01880	Praw.g_01745
OG0000635	Prbh.g_01078	Praw.g_01732
OG0000636	Prbh.g_01077	Praw.g_01731
OG0000637	Prbh.g_01076	Praw.g_01730
OG0000638	Prbh.g_00442	Praw.g_01719
OG0000639	Prbh.g_01051	Praw.g_01710
OG0000640	Prbh.g_01054	Praw.g_01708
OG0000641	Prbh.g_01056	Praw.g_01706
OG0000642	Prbh.g_01057	Praw.g_01705
OG0000643	Prbh.g_01058	Praw.g_01704
OG0000644	Prbh.g_01171	Praw.g_01703
OG0000645	Prbh.g_00948	Praw.g_01702
OG0000646	Prbh.g_00949	Praw.g_01701
OG0000647	Prbh.g_00950	Praw.g_01700
OG0000648	Prbh.g_00952	Praw.g_01698
OG0000649	Prbh.g_00953	Praw.g_01697
OG0000650	Prbh.g_00954	Praw.g_01696
OG0000651	Prbh.g_00955	Praw.g_01695
OG0000652	Prbh.g_00956	Praw.g_01694
OG0000653	Prbh.g_00957	Praw.g_01693
OG0000654	Prbh.g_00959	Praw.g_01691
OG0000655	Prbh.g_00961	Praw.g_01689
OG0000656	Prbh.g_00962	Praw.g_01688
OG0000657	Prbh.g_00963	Praw.g_01687
OG0000658	Prbh.g_00964	Praw.g_01686
OG0000659	Prbh.g_00965	Praw.g_01685
OG0000660	Prbh.g_00966	Praw.g_01684
OG0000661	Prbh.g_00967	Praw.g_01683
OG0000662	Prbh.g_00969	Praw.g_01682
OG0000663	Prbh.g_00970	Praw.g_01681
OG0000664	Prbh.g_00971	Praw.g_01680
OG0000665	Prbh.g_00972	Praw.g_01679
OG0000666	Prbh.g_00973	Praw.g_01678
OG0000667	Prbh.g_00974	Praw.g_01677
OG0000668	Prbh.g_00975	Praw.g_01676
OG0000669	Prbh.g_00977	Praw.g_01674
OG0000670	Prbh.g_00978	Praw.g_01673
OG0000671	Prbh.g_00979	Praw.g_01672
OG0000672	Prbh.g_00980	Praw.g_01671
OG0000673	Prbh.g_00981	Praw.g_01670
OG0000674	Prbh.g_00982	Praw.g_01669
OG0000675	Prbh.g_00983	Praw.g_01668
OG0000676	Prbh.g_00984	Praw.g_01667
OG0000677	Prbh.g_00987	Praw.g_01665
OG0000678	Prbh.g_00989	Praw.g_01663
OG0000679	Prbh.g_00991	Praw.g_01662
OG0000680	Prbh.g_00992	Praw.g_01661
OG0000681	Prbh.g_00993	Praw.g_01660
OG0000682	Prbh.g_00994	Praw.g_01659
OG0000683	Prbh.g_00996	Praw.g_01657
OG0000684	Prbh.g_00997	Praw.g_01656
OG0000685	Prbh.g_00998	Praw.g_01655
OG0000686	Prbh.g_00999	Praw.g_01654
OG0000687	Prbh.g_01001	Praw.g_01653
OG0000688	Prbh.g_01002	Praw.g_01652
OG0000689	Prbh.g_01003	Praw.g_01651
OG0000690	Prbh.g_01004	Praw.g_01650
OG0000691	Prbh.g_01005	Praw.g_01649
OG0000692	Prbh.g_01009	Praw.g_01647
OG0000693	Prbh.g_01010	Praw.g_01646
OG0000694	Prbh.g_01011	Praw.g_01645
OG0000695	Prbh.g_01012	Praw.g_01644
OG0000696	Prbh.g_01013	Praw.g_01643
OG0000697	Prbh.g_01015	Praw.g_01641
OG0000698	Prbh.g_01019	Praw.g_01639
OG0000699	Prbh.g_01020	Praw.g_01638
OG0000700	Prbh.g_00857	Praw.g_01611
OG0000701	Prbh.g_00861	Praw.g_01608
OG0000702	Prbh.g_00868	Praw.g_01605
OG0000703	Prbh.g_00870	Praw.g_01604
OG0000704	Prbh.g_00871	Praw.g_01603
OG0000705	Prbh.g_00872	Praw.g_01602
OG0000706	Prbh.g_00873	Praw.g_01601
OG0000707	Prbh.g_00875	Praw.g_01600
OG0000708	Prbh.g_00876	Praw.g_01599
OG0000709	Prbh.g_00878	Praw.g_01597
OG0000710	Prbh.g_00879	Praw.g_01596
OG0000711	Prbh.g_00880	Praw.g_01595
OG0000712	Prbh.g_00881	Praw.g_01594
OG0000713	Prbh.g_00882	Praw.g_01593
OG0000714	Prbh.g_00884	Praw.g_01591
OG0000715	Prbh.g_00885	Praw.g_01590
OG0000716	Prbh.g_00887	Praw.g_01588
OG0000717	Prbh.g_00888	Praw.g_01587
OG0000718	Prbh.g_00889	Praw.g_01586
OG0000719	Prbh.g_00891	Praw.g_01584
OG0000720	Prbh.g_00892	Praw.g_01583
OG0000721	Prbh.g_00895	Praw.g_01581
OG0000722	Prbh.g_00896	Praw.g_01580
OG0000723	Prbh.g_00897	Praw.g_01579
OG0000724	Prbh.g_00898	Praw.g_01577
OG0000725	Prbh.g_00899	Praw.g_01576
OG0000726	Prbh.g_00900	Praw.g_01575
OG0000727	Prbh.g_00901	Praw.g_01574
OG0000728	Prbh.g_00902	Praw.g_01573
OG0000729	Prbh.g_00903	Praw.g_01572
OG0000730	Prbh.g_01181	Praw.g_01571
OG0000731	Prbh.g_01179	Praw.g_01570
OG0000732	Prbh.g_01178	Praw.g_01569
OG0000733	Prbh.g_01177	Praw.g_01568
OG0000734	Prbh.g_01176	Praw.g_01567
OG0000735	Prbh.g_01174	Praw.g_01565
OG0000736	Prbh.g_01173	Praw.g_01564
OG0000737	Prbh.g_01172	Praw.g_01563
OG0000738	Prbh.g_01059	Praw.g_01562
OG0000739	Prbh.g_01060	Praw.g_01561
OG0000740	Prbh.g_01061	Praw.g_01560
OG0000741	Prbh.g_01062	Praw.g_01559
OG0000742	Prbh.g_01064	Praw.g_01557
OG0000743	Prbh.g_01065	Praw.g_01556
OG0000744	Prbh.g_01066	Praw.g_01555
OG0000745	Prbh.g_01067	Praw.g_01554
OG0000746	Prbh.g_01068	Praw.g_01553
OG0000747	Prbh.g_01069	Praw.g_01552
OG0000748	Prbh.g_01070	Praw.g_01551
OG0000749	Prbh.g_01071	Praw.g_01550
OG0000750	Prbh.g_01073	Praw.g_01549
OG0000751	Prbh.g_01074	Praw.g_01548
OG0000752	Prbh.g_01131	Praw.g_01547
OG0000753	Prbh.g_01079	Praw.g_01545
OG0000754	Prbh.g_01080	Praw.g_01544
OG0000755	Prbh.g_01081	Praw.g_01543
OG0000756	Prbh.g_01083	Praw.g_01542
OG0000757	Prbh.g_01084	Praw.g_01541
OG0000758	Prbh.g_01085	Praw.g_01540
OG0000759	Prbh.g_01087	Praw.g_01538
OG0000760	Prbh.g_01088	Praw.g_01537
OG0000761	Prbh.g_01089	Praw.g_01536
OG0000762	Prbh.g_01091	Praw.g_01534
OG0000763	Prbh.g_01092	Praw.g_01533
OG0000764	Prbh.g_01093	Praw.g_01532
OG0000765	Prbh.g_01094	Praw.g_01531
OG0000766	Prbh.g_01095	Praw.g_01530
OG0000767	Prbh.g_01097	Praw.g_01528
OG0000768	Prbh.g_01098	Praw.g_01527
OG0000769	Prbh.g_01099	Praw.g_01526
OG0000770	Prbh.g_01100	Praw.g_01525
OG0000771	Prbh.g_01101	Praw.g_01524
OG0000772	Prbh.g_01342	Praw.g_01523
OG0000773	Prbh.g_01102	Praw.g_01522
OG0000774	Prbh.g_01103	Praw.g_01521
OG0000775	Prbh.g_01104	Praw.g_01520
OG0000776	Prbh.g_01106	Praw.g_01518
OG0000777	Prbh.g_01107	Praw.g_01516
OG0000778	Prbh.g_01108	Praw.g_01515
OG0000779	Prbh.g_01109	Praw.g_01514
OG0000780	Prbh.g_01111	Praw.g_01512
OG0000781	Prbh.g_01113	Praw.g_01510
OG0000782	Prbh.g_01114	Praw.g_01509
OG0000783	Prbh.g_01116	Praw.g_01498
OG0000784	Prbh.g_01118	Praw.g_01496
OG0000785	Prbh.g_01119	Praw.g_01495
OG0000786	Prbh.g_01120	Praw.g_01494
OG0000787	Prbh.g_01121	Praw.g_01493
OG0000788	Prbh.g_01126	Praw.g_01489
OG0000789	Prbh.g_01129	Praw.g_01487
OG0000790	Prbh.g_01130	Praw.g_01486
OG0000791	Prbh.g_01133	Praw.g_01485
OG0000792	Prbh.g_01134	Praw.g_01484
OG0000793	Prbh.g_01135	Praw.g_01483
OG0000794	Prbh.g_01138	Praw.g_01481
OG0000795	Prbh.g_01042	Praw.g_01478
OG0000796	Prbh.g_01041	Praw.g_01477
OG0000797	Prbh.g_01039	Praw.g_01475
OG0000798	Prbh.g_01038	Praw.g_01474
OG0000799	Prbh.g_01037	Praw.g_01473
OG0000800	Prbh.g_01036	Praw.g_01472
OG0000801	Prbh.g_01033	Praw.g_01469
OG0000802	Prbh.g_01032	Praw.g_01468
OG0000803	Prbh.g_01030	Praw.g_01466
OG0000804	Prbh.g_01029	Praw.g_01465
OG0000805	Prbh.g_01028	Praw.g_01464
OG0000806	Prbh.g_01026	Praw.g_01462
OG0000807	Prbh.g_00411	Praw.g_01437
OG0000808	Prbh.g_00827	Praw.g_01427
OG0000809	Prbh.g_01331	Praw.g_01424
OG0000810	Prbh.g_01442	Praw.g_01423
OG0000811	Prbh.g_01351	Praw.g_01416
OG0000812	Prbh.g_01325	Praw.g_00172
OG0000813	Prbh.g_00432	Praw.g_00176
OG0000814	Prbh.g_01344	Praw.g_00178
OG0000815	Prbh.g_00008	Praw.g_00187
OG0000816	Prbh.g_01867	Praw.g_00202
OG0000817	Prbh.g_01866	Praw.g_00203
OG0000818	Prbh.g_00834	Praw.g_00208
OG0000819	Prbh.g_01305	Praw.g_00215
OG0000820	Prbh.g_01299	Praw.g_00219
OG0000821	Prbh.g_01297	Praw.g_00221
OG0000822	Prbh.g_01296	Praw.g_00222
OG0000823	Prbh.g_01295	Praw.g_00223
OG0000824	Prbh.g_01294	Praw.g_00224
OG0000825	Prbh.g_01293	Praw.g_00225
OG0000826	Prbh.g_01292	Praw.g_00226
OG0000827	Prbh.g_01291	Praw.g_00227
OG0000828	Prbh.g_01290	Praw.g_00228
OG0000829	Prbh.g_01289	Praw.g_00229
OG0000830	Prbh.g_01287	Praw.g_00230
OG0000831	Prbh.g_01284	Praw.g_00233
OG0000832	Prbh.g_01282	Praw.g_00235
OG0000833	Prbh.g_01280	Praw.g_00236
OG0000834	Prbh.g_01279	Praw.g_00237
OG0000835	Prbh.g_01278	Praw.g_00238
OG0000836	Prbh.g_01277	Praw.g_00239
OG0000837	Prbh.g_01274	Praw.g_00241
OG0000838	Prbh.g_01273	Praw.g_00242
OG0000839	Prbh.g_01272	Praw.g_00243
OG0000840	Prbh.g_01271	Praw.g_00244
OG0000841	Prbh.g_01270	Praw.g_00245
OG0000842	Prbh.g_01268	Praw.g_00246
OG0000843	Prbh.g_01267	Praw.g_00247
OG0000844	Prbh.g_01266	Praw.g_00248
OG0000845	Prbh.g_01265	Praw.g_00249
OG0000846	Prbh.g_01262	Praw.g_00252
OG0000847	Prbh.g_01261	Praw.g_00254
OG0000848	Prbh.g_01260	Praw.g_00255
OG0000849	Prbh.g_01257	Praw.g_00256
OG0000850	Prbh.g_01256	Praw.g_00257
OG0000851	Prbh.g_01254	Praw.g_00258
OG0000852	Prbh.g_01252	Praw.g_00260
OG0000853	Prbh.g_01250	Praw.g_00261
OG0000854	Prbh.g_01248	Praw.g_00263
OG0000855	Prbh.g_01247	Praw.g_00264
OG0000856	Prbh.g_01246	Praw.g_00265
OG0000857	Prbh.g_01245	Praw.g_00266
OG0000858	Prbh.g_01244	Praw.g_00267
OG0000859	Prbh.g_01243	Praw.g_00268
OG0000860	Prbh.g_01242	Praw.g_00269
OG0000861	Prbh.g_01241	Praw.g_00270
OG0000862	Prbh.g_01240	Praw.g_00271
OG0000863	Prbh.g_01239	Praw.g_00272
OG0000864	Prbh.g_01238	Praw.g_00273
OG0000865	Prbh.g_01237	Praw.g_00274
OG0000866	Prbh.g_01236	Praw.g_00275
OG0000867	Prbh.g_01235	Praw.g_00276
OG0000868	Prbh.g_01234	Praw.g_00277
OG0000869	Prbh.g_01232	Praw.g_00279
OG0000870	Prbh.g_01231	Praw.g_00280
OG0000871	Prbh.g_01230	Praw.g_00282
OG0000872	Prbh.g_01229	Praw.g_00283
OG0000873	Prbh.g_01227	Praw.g_00285
OG0000874	Prbh.g_01226	Praw.g_00286
OG0000875	Prbh.g_01225	Praw.g_00287
OG0000876	Prbh.g_01224	Praw.g_00288
OG0000877	Prbh.g_01451	Praw.g_00290
OG0000878	Prbh.g_01845	Praw.g_00954
OG0000879	Prbh.g_01362	Praw.g_00968
OG0000880	Prbh.g_01363	Praw.g_00969
OG0000881	Prbh.g_01364	Praw.g_00970
OG0000882	Prbh.g_01365	Praw.g_00971
OG0000883	Prbh.g_01366	Praw.g_00972
OG0000884	Prbh.g_01368	Praw.g_00976
OG0000885	Prbh.g_01369	Praw.g_00977
OG0000886	Prbh.g_01370	Praw.g_00978
OG0000887	Prbh.g_01371	Praw.g_00979
OG0000888	Prbh.g_01372	Praw.g_00980
OG0000889	Prbh.g_01375	Praw.g_00983
OG0000890	Prbh.g_01376	Praw.g_00984
OG0000891	Prbh.g_01377	Praw.g_00985
OG0000892	Prbh.g_01379	Praw.g_00987
OG0000893	Prbh.g_01380	Praw.g_00988
OG0000894	Prbh.g_01381	Praw.g_00989
OG0000895	Prbh.g_01382	Praw.g_00990
OG0000896	Prbh.g_01383	Praw.g_00991
OG0000897	Prbh.g_01384	Praw.g_00992
OG0000898	Prbh.g_01387	Praw.g_00994
OG0000899	Prbh.g_01388	Praw.g_00995
OG0000900	Prbh.g_01935	Praw.g_00997
OG0000901	Prbh.g_00002	Praw.g_01001
OG0000902	Prbh.g_00206	Praw.g_01002
OG0000903	Prbh.g_01341	Praw.g_01003
OG0000904	Prbh.g_00196	Praw.g_01006
OG0000905	Prbh.g_01326	Praw.g_01008
OG0000906	Prbh.g_01308	Praw.g_01010
OG0000907	Prbh.g_01017	Praw.g_01011
OG0000908	Prbh.g_01872	Praw.g_01014
OG0000909	Prbh.g_00011	Praw.g_01018
OG0000910	Prbh.g_00012	Praw.g_01019
OG0000911	Prbh.g_00013	Praw.g_01020
OG0000912	Prbh.g_00014	Praw.g_01021
OG0000913	Prbh.g_00015	Praw.g_01022
OG0000914	Prbh.g_00016	Praw.g_01023
OG0000915	Prbh.g_00017	Praw.g_01024
OG0000916	Prbh.g_00019	Praw.g_01025
OG0000917	Prbh.g_00020	Praw.g_01026
OG0000918	Prbh.g_00021	Praw.g_01027
OG0000919	Prbh.g_00022	Praw.g_01028
OG0000920	Prbh.g_00023	Praw.g_01029
OG0000921	Prbh.g_00024	Praw.g_01030
OG0000922	Prbh.g_00025	Praw.g_01031
OG0000923	Prbh.g_00026	Praw.g_01032
OG0000924	Prbh.g_00027	Praw.g_01033
OG0000925	Prbh.g_00028	Praw.g_01034
OG0000926	Prbh.g_01599	Praw.g_01052
OG0000927	Prbh.g_00079	Praw.g_01101
OG0000928	Prbh.g_00080	Praw.g_01100
OG0000929	Prbh.g_00081	Praw.g_01099
OG0000930	Prbh.g_00082	Praw.g_01098
OG0000931	Prbh.g_00083	Praw.g_01097
OG0000932	Prbh.g_00085	Praw.g_01095
OG0000933	Prbh.g_00086	Praw.g_01094
OG0000934	Prbh.g_00087	Praw.g_01093
OG0000935	Prbh.g_00088	Praw.g_01092
OG0000936	Prbh.g_00089	Praw.g_01091
OG0000937	Prbh.g_00090	Praw.g_01090
OG0000938	Prbh.g_00091	Praw.g_01089
OG0000939	Prbh.g_00092	Praw.g_01088
OG0000940	Prbh.g_00093	Praw.g_01087
OG0000941	Prbh.g_00094	Praw.g_01085
OG0000942	Prbh.g_00095	Praw.g_01084
OG0000943	Prbh.g_00101	Praw.g_01078
OG0000944	Prbh.g_00102	Praw.g_01077
OG0000945	Prbh.g_00103	Praw.g_01076
OG0000946	Prbh.g_00104	Praw.g_01075
OG0000947	Prbh.g_00105	Praw.g_00343
OG0000948	Prbh.g_00106	Praw.g_00344
OG0000949	Prbh.g_00107	Praw.g_00345
OG0000950	Prbh.g_00108	Praw.g_00346
OG0000951	Prbh.g_00109	Praw.g_00347
OG0000952	Prbh.g_00110	Praw.g_00348
OG0000953	Prbh.g_00111	Praw.g_00349
OG0000954	Prbh.g_00112	Praw.g_00350
OG0000955	Prbh.g_00113	Praw.g_00351
OG0000956	Prbh.g_00114	Praw.g_00352
OG0000957	Prbh.g_00115	Praw.g_00353
OG0000958	Prbh.g_00116	Praw.g_00354
OG0000959	Prbh.g_00117	Praw.g_00355
OG0000960	Prbh.g_00118	Praw.g_00356
OG0000961	Prbh.g_00122	Praw.g_00359
OG0000962	Prbh.g_00123	Praw.g_00360
OG0000963	Prbh.g_00124	Praw.g_00361
OG0000964	Prbh.g_00126	Praw.g_00363
OG0000965	Prbh.g_00127	Praw.g_00364
OG0000966	Prbh.g_00128	Praw.g_00365
OG0000967	Prbh.g_00129	Praw.g_00366
OG0000968	Prbh.g_00130	Praw.g_00367
OG0000969	Prbh.g_00131	Praw.g_00368
OG0000970	Prbh.g_00132	Praw.g_00370
OG0000971	Prbh.g_00133	Praw.g_00371
OG0000972	Prbh.g_00134	Praw.g_00372
OG0000973	Prbh.g_00135	Praw.g_00373
OG0000974	Prbh.g_00137	Praw.g_00375
OG0000975	Prbh.g_00144	Praw.g_00378
OG0000976	Prbh.g_00146	Praw.g_00380
OG0000977	Prbh.g_00147	Praw.g_00381
OG0000978	Prbh.g_00149	Praw.g_00382
OG0000979	Prbh.g_00151	Praw.g_00384
OG0000980	Prbh.g_00152	Praw.g_00385
OG0000981	Prbh.g_00153	Praw.g_00386
OG0000982	Prbh.g_00154	Praw.g_00387
OG0000983	Prbh.g_00156	Praw.g_00389
OG0000984	Prbh.g_00157	Praw.g_00390
OG0000985	Prbh.g_00158	Praw.g_00391
OG0000986	Prbh.g_00159	Praw.g_00392
OG0000987	Prbh.g_00160	Praw.g_00393
OG0000988	Prbh.g_00162	Praw.g_00394
OG0000989	Prbh.g_00163	Praw.g_00395
OG0000990	Prbh.g_00164	Praw.g_00396
OG0000991	Prbh.g_00165	Praw.g_00397
OG0000992	Prbh.g_00166	Praw.g_00398
OG0000993	Prbh.g_00167	Praw.g_00399
OG0000994	Prbh.g_00168	Praw.g_00400
OG0000995	Prbh.g_00169	Praw.g_00401
OG0000996	Prbh.g_00170	Praw.g_00402
OG0000997	Prbh.g_00171	Praw.g_00403
OG0000998	Prbh.g_00172	Praw.g_00404
OG0000999	Prbh.g_00173	Praw.g_00405
OG0001000	Prbh.g_00174	Praw.g_00406
OG0001001	Prbh.g_00176	Praw.g_00408
OG0001002	Prbh.g_00177	Praw.g_00409
OG0001003	Prbh.g_00178	Praw.g_00410
OG0001004	Prbh.g_00179	Praw.g_00411
OG0001005	Prbh.g_00181	Praw.g_00412
OG0001006	Prbh.g_00182	Praw.g_00413
OG0001007	Prbh.g_00183	Praw.g_00414
OG0001008	Prbh.g_00185	Praw.g_00416
OG0001009	Prbh.g_00186	Praw.g_00417
OG0001010	Prbh.g_01837	Praw.g_00423
OG0001011	Prbh.g_01454	Praw.g_00430
OG0001012	Prbh.g_00968	Praw.g_00458
OG0001013	Prbh.g_01789	Praw.g_00509
OG0001014	Prbh.g_01788	Praw.g_00510
OG0001015	Prbh.g_01781	Praw.g_00516
OG0001016	Prbh.g_01780	Praw.g_00517
OG0001017	Prbh.g_01779	Praw.g_00518
OG0001018	Prbh.g_01778	Praw.g_00519
OG0001019	Prbh.g_01776	Praw.g_00521
OG0001020	Prbh.g_01775	Praw.g_00522
OG0001021	Prbh.g_01774	Praw.g_00523
OG0001022	Prbh.g_01773	Praw.g_00524
OG0001023	Prbh.g_01772	Praw.g_00525
OG0001024	Prbh.g_01770	Praw.g_00526
OG0001025	Prbh.g_01769	Praw.g_00527
OG0001026	Prbh.g_01768	Praw.g_00529
OG0001027	Prbh.g_01767	Praw.g_00530
OG0001028	Prbh.g_01766	Praw.g_00531
OG0001029	Prbh.g_01765	Praw.g_00532
OG0001030	Prbh.g_01764	Praw.g_00533
OG0001031	Prbh.g_01763	Praw.g_00534
OG0001032	Prbh.g_01762	Praw.g_00535
OG0001033	Prbh.g_01761	Praw.g_00536
OG0001034	Prbh.g_01760	Praw.g_00537
OG0001035	Prbh.g_01758	Praw.g_00539
OG0001036	Prbh.g_01757	Praw.g_00540
OG0001037	Prbh.g_01756	Praw.g_00541
OG0001038	Prbh.g_01755	Praw.g_00542
OG0001039	Prbh.g_01754	Praw.g_00543
OG0001040	Prbh.g_01752	Praw.g_00544
OG0001041	Prbh.g_01751	Praw.g_00545
OG0001042	Prbh.g_01750	Praw.g_00546
OG0001043	Prbh.g_01749	Praw.g_00547
OG0001044	Prbh.g_01748	Praw.g_00548
OG0001045	Prbh.g_01747	Praw.g_00549
OG0001046	Prbh.g_01746	Praw.g_00550
OG0001047	Prbh.g_01743	Praw.g_00553
OG0001048	Prbh.g_01741	Praw.g_00555
OG0001049	Prbh.g_01740	Praw.g_00556
OG0001050	Prbh.g_01739	Praw.g_00557
OG0001051	Prbh.g_01738	Praw.g_00558
OG0001052	Prbh.g_01737	Praw.g_00559
OG0001053	Prbh.g_01735	Praw.g_00561
OG0001054	Prbh.g_01733	Praw.g_00563
OG0001055	Prbh.g_01732	Praw.g_00564
OG0001056	Prbh.g_01731	Praw.g_00565
OG0001057	Prbh.g_01730	Praw.g_00566
OG0001058	Prbh.g_01729	Praw.g_00567
OG0001059	Prbh.g_01728	Praw.g_00568
OG0001060	Prbh.g_01727	Praw.g_00569
OG0001061	Prbh.g_01726	Praw.g_00570
OG0001062	Prbh.g_01725	Praw.g_00571
OG0001063	Prbh.g_01724	Praw.g_00572
OG0001064	Prbh.g_01723	Praw.g_01921
OG0001065	Prbh.g_01719	Praw.g_01917
OG0001066	Prbh.g_01717	Praw.g_01916
OG0001067	Prbh.g_01716	Praw.g_01915
OG0001068	Prbh.g_01713	Praw.g_01913
OG0001069	Prbh.g_01712	Praw.g_01912
OG0001070	Prbh.g_01711	Praw.g_01911
OG0001071	Prbh.g_01710	Praw.g_01910
OG0001072	Prbh.g_01709	Praw.g_01909
OG0001073	Prbh.g_01708	Praw.g_01908
OG0001074	Prbh.g_01707	Praw.g_01907
OG0001075	Prbh.g_01706	Praw.g_01906
OG0001076	Prbh.g_01705	Praw.g_01905
OG0001077	Prbh.g_01704	Praw.g_01904
OG0001078	Prbh.g_01703	Praw.g_01903
OG0001079	Prbh.g_01702	Praw.g_01902
OG0001080	Prbh.g_01701	Praw.g_01901
OG0001081	Prbh.g_01697	Praw.g_01898
OG0001082	Prbh.g_01696	Praw.g_01897
OG0001083	Prbh.g_01692	Praw.g_01896
OG0001084	Prbh.g_01694	Praw.g_01895
OG0001085	Prbh.g_01695	Praw.g_01894
OG0001086	Prbh.g_01698	Praw.g_01893
OG0001087	Prbh.g_01699	Praw.g_01892
OG0001088	Prbh.g_01700	Praw.g_01891
OG0001089	Prbh.g_01687	Praw.g_00138
OG0001090	Prbh.g_01685	Praw.g_00136
OG0001091	Prbh.g_01684	Praw.g_00135
OG0001092	Prbh.g_01683	Praw.g_00134
OG0001093	Prbh.g_01682	Praw.g_00133
OG0001094	Prbh.g_01681	Praw.g_00132
OG0001095	Prbh.g_01680	Praw.g_00131
OG0001096	Prbh.g_01679	Praw.g_00130
OG0001097	Prbh.g_01678	Praw.g_00129
OG0001098	Prbh.g_01677	Praw.g_00128
OG0001099	Prbh.g_01676	Praw.g_00127
OG0001100	Prbh.g_01675	Praw.g_00126
OG0001101	Prbh.g_01674	Praw.g_00125
OG0001102	Prbh.g_01673	Praw.g_00124
OG0001103	Prbh.g_01672	Praw.g_00123
OG0001104	Prbh.g_01671	Praw.g_00122
OG0001105	Prbh.g_01670	Praw.g_00121
OG0001106	Prbh.g_01669	Praw.g_00120
OG0001107	Prbh.g_01668	Praw.g_00119
OG0001108	Prbh.g_01667	Praw.g_00118
OG0001109	Prbh.g_01666	Praw.g_00117
OG0001110	Prbh.g_01665	Praw.g_00116
OG0001111	Prbh.g_01664	Praw.g_00115
OG0001112	Prbh.g_01663	Praw.g_00114
OG0001113	Prbh.g_01662	Praw.g_00113
OG0001114	Prbh.g_01661	Praw.g_00112
OG0001115	Prbh.g_01660	Praw.g_00111
OG0001116	Prbh.g_01659	Praw.g_00110
OG0001117	Prbh.g_01658	Praw.g_00109
OG0001118	Prbh.g_01657	Praw.g_00108
OG0001119	Prbh.g_01656	Praw.g_00107
