Orthogroup	Prbh	Praj
OG0000542	Prbh.g_00213	Praj.g_00604
OG0000543	Prbh.g_00212	Praj.g_00605
OG0000544	Prbh.g_01465	Praj.g_00606
OG0000545	Prbh.g_01462	Praj.g_00609
OG0000546	Prbh.g_01461	Praj.g_00610
OG0000547	Prbh.g_01459	Praj.g_00611
OG0000548	Prbh.g_01457	Praj.g_00613
OG0000549	Prbh.g_01456	Praj.g_00614
OG0000550	Prbh.g_01455	Praj.g_00615
OG0000551	Prbh.g_01453	Praj.g_00616
OG0000552	Prbh.g_01452	Praj.g_00617
OG0000553	Prbh.g_01223	Praj.g_00618
OG0000554	Prbh.g_01222	Praj.g_00619
OG0000555	Prbh.g_01221	Praj.g_00620
OG0000556	Prbh.g_01220	Praj.g_00621
OG0000557	Prbh.g_01219	Praj.g_00622
OG0000558	Prbh.g_01218	Praj.g_00623
OG0000559	Prbh.g_01217	Praj.g_00624
OG0000560	Prbh.g_01216	Praj.g_00626
OG0000561	Prbh.g_01215	Praj.g_00627
OG0000562	Prbh.g_01213	Praj.g_00628
OG0000563	Prbh.g_01212	Praj.g_00629
OG0000564	Prbh.g_01211	Praj.g_00630
OG0000565	Prbh.g_01210	Praj.g_00631
OG0000566	Prbh.g_01209	Praj.g_00632
OG0000567	Prbh.g_01208	Praj.g_00633
OG0000568	Prbh.g_01207	Praj.g_00634
OG0000569	Prbh.g_01206	Praj.g_00635
OG0000570	Prbh.g_01205	Praj.g_00636
OG0000571	Prbh.g_01204	Praj.g_00637
OG0000572	Prbh.g_01203	Praj.g_00638
OG0000573	Prbh.g_01200	Praj.g_00641
OG0000574	Prbh.g_01199	Praj.g_00642
OG0000575	Prbh.g_01198	Praj.g_00643
OG0000576	Prbh.g_01197	Praj.g_00644
OG0000577	Prbh.g_01196	Praj.g_00645
OG0000578	Prbh.g_01195	Praj.g_00646
OG0000579	Prbh.g_01194	Praj.g_00647
OG0000580	Prbh.g_01193	Praj.g_00648
OG0000581	Prbh.g_01192	Praj.g_00649
OG0000582	Prbh.g_01191	Praj.g_00650
OG0000583	Prbh.g_01190	Praj.g_00651
OG0000584	Prbh.g_01188	Praj.g_00653
OG0000585	Prbh.g_01187	Praj.g_00654
OG0000586	Prbh.g_01185	Praj.g_00656
OG0000587	Prbh.g_01184	Praj.g_00657
OG0000588	Prbh.g_00904	Praj.g_00660
OG0000589	Prbh.g_00905	Praj.g_00661
OG0000590	Prbh.g_00907	Praj.g_00663
OG0000591	Prbh.g_00913	Praj.g_00671
OG0000592	Prbh.g_00914	Praj.g_00672
OG0000593	Prbh.g_00915	Praj.g_00673
OG0000594	Prbh.g_00918	Praj.g_00676
OG0000595	Prbh.g_00919	Praj.g_00677
OG0000596	Prbh.g_00920	Praj.g_00678
OG0000597	Prbh.g_00922	Praj.g_00680
OG0000598	Prbh.g_00923	Praj.g_00681
OG0000599	Prbh.g_00924	Praj.g_00682
OG0000600	Prbh.g_00925	Praj.g_00683
OG0000601	Prbh.g_00928	Praj.g_00686
OG0000602	Prbh.g_00929	Praj.g_00687
OG0000603	Prbh.g_00930	Praj.g_00688
OG0000604	Prbh.g_00933	Praj.g_01396
OG0000605	Prbh.g_00934	Praj.g_00689
OG0000606	Prbh.g_00935	Praj.g_00690
OG0000607	Prbh.g_00937	Praj.g_00692
OG0000608	Prbh.g_00939	Praj.g_00693
OG0000609	Prbh.g_01487	Praj.g_02137
OG0000610	Prbh.g_00864	Praj.g_01218
OG0000611	Prbh.g_00946	Praj.g_00699
OG0000612	Prbh.g_00947	Praj.g_00700
OG0000613	Prbh.g_01170	Praj.g_00701
OG0000614	Prbh.g_01169	Praj.g_00702
OG0000615	Prbh.g_01167	Praj.g_00704
OG0000616	Prbh.g_01166	Praj.g_00705
OG0000617	Prbh.g_01165	Praj.g_00706
OG0000618	Prbh.g_01164	Praj.g_00707
OG0000619	Prbh.g_01163	Praj.g_00708
OG0000620	Prbh.g_01162	Praj.g_00709
OG0000621	Prbh.g_01161	Praj.g_00710
OG0000622	Prbh.g_01160	Praj.g_00711
OG0000623	Prbh.g_01159	Praj.g_00712
OG0000624	Prbh.g_01157	Praj.g_00714
OG0000625	Prbh.g_01156	Praj.g_00715
OG0000626	Prbh.g_01155	Praj.g_00716
OG0000627	Prbh.g_01154	Praj.g_00718
OG0000628	Prbh.g_01153	Praj.g_00719
OG0000629	Prbh.g_01151	Praj.g_00720
OG0000630	Prbh.g_01150	Praj.g_00721
OG0000631	Prbh.g_01148	Praj.g_00723
OG0000632	Prbh.g_01147	Praj.g_01134
OG0000633	Prbh.g_01875	Praj.g_00091
OG0000634	Prbh.g_01880	Praj.g_01054
OG0000635	Prbh.g_01078	Praj.g_00938
OG0000636	Prbh.g_01077	Praj.g_00937
OG0000637	Prbh.g_01076	Praj.g_00936
OG0000638	Prbh.g_00442	Praj.g_00373
OG0000639	Prbh.g_01051	Praj.g_00913
OG0000640	Prbh.g_01054	Praj.g_00915
OG0000641	Prbh.g_01056	Praj.g_00917
OG0000642	Prbh.g_01057	Praj.g_00918
OG0000643	Prbh.g_01058	Praj.g_00919
OG0000644	Prbh.g_01171	Praj.g_00763
OG0000645	Prbh.g_00948	Praj.g_00764
OG0000646	Prbh.g_00949	Praj.g_00765
OG0000647	Prbh.g_00950	Praj.g_00766
OG0000648	Prbh.g_00952	Praj.g_00768
OG0000649	Prbh.g_00953	Praj.g_00769
OG0000650	Prbh.g_00954	Praj.g_00770
OG0000651	Prbh.g_00955	Praj.g_00771
OG0000652	Prbh.g_00956	Praj.g_00772
OG0000653	Prbh.g_00957	Praj.g_00773
OG0000654	Prbh.g_00959	Praj.g_00775
OG0000655	Prbh.g_00961	Praj.g_00777
OG0000656	Prbh.g_00962	Praj.g_00778
OG0000657	Prbh.g_00963	Praj.g_00779
OG0000658	Prbh.g_00964	Praj.g_00780
OG0000659	Prbh.g_00965	Praj.g_00781
OG0000660	Prbh.g_00966	Praj.g_00782
OG0000661	Prbh.g_00967	Praj.g_00784
OG0000662	Prbh.g_00969	Praj.g_00786
OG0000663	Prbh.g_00970	Praj.g_00787
OG0000664	Prbh.g_00971	Praj.g_00788
OG0000665	Prbh.g_00972	Praj.g_00789
OG0000666	Prbh.g_00973	Praj.g_00790
OG0000667	Prbh.g_00974	Praj.g_00791
OG0000668	Prbh.g_00975	Praj.g_00792
OG0000669	Prbh.g_00977	Praj.g_00794
OG0000670	Prbh.g_00978	Praj.g_00795
OG0000671	Prbh.g_00979	Praj.g_00796
OG0000672	Prbh.g_00980	Praj.g_00797
OG0000673	Prbh.g_00981	Praj.g_00798
OG0000674	Prbh.g_00982	Praj.g_00799
OG0000675	Prbh.g_00983	Praj.g_00801
OG0000676	Prbh.g_00984	Praj.g_00802
OG0000677	Prbh.g_00987	Praj.g_00804
OG0000678	Prbh.g_00989	Praj.g_00806
OG0000679	Prbh.g_00991	Praj.g_00808
OG0000680	Prbh.g_00992	Praj.g_00809
OG0000681	Prbh.g_00993	Praj.g_00810
OG0000682	Prbh.g_00994	Praj.g_00811
OG0000683	Prbh.g_00996	Praj.g_00814
OG0000684	Prbh.g_00997	Praj.g_00815
OG0000685	Prbh.g_00998	Praj.g_00816
OG0000686	Prbh.g_00999	Praj.g_00817
OG0000687	Prbh.g_01001	Praj.g_00818
OG0000688	Prbh.g_01002	Praj.g_00819
OG0000689	Prbh.g_01003	Praj.g_00820
OG0000690	Prbh.g_01004	Praj.g_00821
OG0000691	Prbh.g_01005	Praj.g_00822
OG0000692	Prbh.g_01009	Praj.g_00825
OG0000693	Prbh.g_01010	Praj.g_00826
OG0000694	Prbh.g_01011	Praj.g_00827
OG0000695	Prbh.g_01012	Praj.g_00828
OG0000696	Prbh.g_01013	Praj.g_00829
OG0000697	Prbh.g_01015	Praj.g_00831
OG0000698	Prbh.g_01019	Praj.g_00835
OG0000699	Prbh.g_01020	Praj.g_00836
OG0000700	Prbh.g_00857	Praj.g_00869
OG0000701	Prbh.g_00861	Praj.g_00872
OG0000702	Prbh.g_00868	Praj.g_00877
OG0000703	Prbh.g_00870	Praj.g_00879
OG0000704	Prbh.g_00871	Praj.g_00880
OG0000705	Prbh.g_00872	Praj.g_00881
OG0000706	Prbh.g_00873	Praj.g_00882
OG0000707	Prbh.g_00875	Praj.g_00884
OG0000708	Prbh.g_00876	Praj.g_00885
OG0000709	Prbh.g_00878	Praj.g_00887
OG0000710	Prbh.g_00879	Praj.g_00888
OG0000711	Prbh.g_00880	Praj.g_00889
OG0000712	Prbh.g_00881	Praj.g_00890
OG0000713	Prbh.g_00882	Praj.g_00891
OG0000714	Prbh.g_00884	Praj.g_00893
OG0000715	Prbh.g_00885	Praj.g_00894
OG0000716	Prbh.g_00887	Praj.g_00897
OG0000717	Prbh.g_00888	Praj.g_00898
OG0000718	Prbh.g_00889	Praj.g_00899
OG0000719	Prbh.g_00891	Praj.g_00901
OG0000720	Prbh.g_00892	Praj.g_00902
OG0000721	Prbh.g_00895	Praj.g_00905
OG0000722	Prbh.g_00896	Praj.g_00906
OG0000723	Prbh.g_00897	Praj.g_00907
OG0000724	Prbh.g_00898	Praj.g_00748
OG0000725	Prbh.g_00899	Praj.g_00749
OG0000726	Prbh.g_00900	Praj.g_00750
OG0000727	Prbh.g_00901	Praj.g_00751
OG0000728	Prbh.g_00902	Praj.g_00752
OG0000729	Prbh.g_00903	Praj.g_00753
OG0000730	Prbh.g_01181	Praj.g_00754
OG0000731	Prbh.g_01179	Praj.g_00755
OG0000732	Prbh.g_01178	Praj.g_00756
OG0000733	Prbh.g_01177	Praj.g_00757
OG0000734	Prbh.g_01176	Praj.g_00758
OG0000735	Prbh.g_01174	Praj.g_00760
OG0000736	Prbh.g_01173	Praj.g_00761
OG0000737	Prbh.g_01172	Praj.g_00762
OG0000738	Prbh.g_01059	Praj.g_00920
OG0000739	Prbh.g_01060	Praj.g_00921
OG0000740	Prbh.g_01061	Praj.g_00922
OG0000741	Prbh.g_01062	Praj.g_00923
OG0000742	Prbh.g_01064	Praj.g_00925
OG0000743	Prbh.g_01065	Praj.g_00926
OG0000744	Prbh.g_01066	Praj.g_00927
OG0000745	Prbh.g_01067	Praj.g_00928
OG0000746	Prbh.g_01068	Praj.g_00929
OG0000747	Prbh.g_01069	Praj.g_00930
OG0000748	Prbh.g_01070	Praj.g_00931
OG0000749	Prbh.g_01071	Praj.g_00932
OG0000750	Prbh.g_01073	Praj.g_00933
OG0000751	Prbh.g_01074	Praj.g_00934
OG0000752	Prbh.g_01131	Praj.g_00847
OG0000753	Prbh.g_01079	Praj.g_00939
OG0000754	Prbh.g_01080	Praj.g_00940
OG0000755	Prbh.g_01081	Praj.g_00941
OG0000756	Prbh.g_01083	Praj.g_00943
OG0000757	Prbh.g_01084	Praj.g_00944
OG0000758	Prbh.g_01085	Praj.g_00945
OG0000759	Prbh.g_01087	Praj.g_00947
OG0000760	Prbh.g_01088	Praj.g_00948
OG0000761	Prbh.g_01089	Praj.g_00949
OG0000762	Prbh.g_01091	Praj.g_00951
OG0000763	Prbh.g_01092	Praj.g_00952
OG0000764	Prbh.g_01093	Praj.g_00953
OG0000765	Prbh.g_01094	Praj.g_00954
OG0000766	Prbh.g_01095	Praj.g_00955
OG0000767	Prbh.g_01097	Praj.g_00957
OG0000768	Prbh.g_01098	Praj.g_00958
OG0000769	Prbh.g_01099	Praj.g_00959
OG0000770	Prbh.g_01100	Praj.g_00960
OG0000771	Prbh.g_01101	Praj.g_00961
OG0000772	Prbh.g_01342	Praj.g_00085
OG0000773	Prbh.g_01102	Praj.g_00963
OG0000774	Prbh.g_01103	Praj.g_00964
OG0000775	Prbh.g_01104	Praj.g_00965
OG0000776	Prbh.g_01106	Praj.g_00966
OG0000777	Prbh.g_01107	Praj.g_00968
OG0000778	Prbh.g_01108	Praj.g_00969
OG0000779	Prbh.g_01109	Praj.g_00970
OG0000780	Prbh.g_01111	Praj.g_00972
OG0000781	Prbh.g_01113	Praj.g_00973
OG0000782	Prbh.g_01114	Praj.g_00974
OG0000783	Prbh.g_01116	Praj.g_00991
OG0000784	Prbh.g_01118	Praj.g_00992
OG0000785	Prbh.g_01119	Praj.g_00993
OG0000786	Prbh.g_01120	Praj.g_00994
OG0000787	Prbh.g_01121	Praj.g_00995
OG0000788	Prbh.g_01126	Praj.g_00999
OG0000789	Prbh.g_01129	Praj.g_01002
OG0000790	Prbh.g_01130	Praj.g_00846
OG0000791	Prbh.g_01133	Praj.g_01003
OG0000792	Prbh.g_01134	Praj.g_01004
OG0000793	Prbh.g_01135	Praj.g_01005
OG0000794	Prbh.g_01138	Praj.g_01008
OG0000795	Prbh.g_01042	Praj.g_01012
OG0000796	Prbh.g_01041	Praj.g_01013
OG0000797	Prbh.g_01039	Praj.g_01016
OG0000798	Prbh.g_01038	Praj.g_01017
OG0000799	Prbh.g_01037	Praj.g_01018
OG0000800	Prbh.g_01036	Praj.g_01019
OG0000801	Prbh.g_01033	Praj.g_01022
OG0000802	Prbh.g_01032	Praj.g_01023
OG0000803	Prbh.g_01030	Praj.g_00845
OG0000804	Prbh.g_01029	Praj.g_00844
OG0000805	Prbh.g_01028	Praj.g_00843
OG0000806	Prbh.g_01026	Praj.g_00841
OG0000807	Prbh.g_00411	Praj.g_00852
OG0000808	Prbh.g_00827	Praj.g_01063
OG0000809	Prbh.g_01331	Praj.g_01045
OG0000810	Prbh.g_01442	Praj.g_01728
OG0000811	Prbh.g_01351	Praj.g_02022
OG0000812	Prbh.g_01325	Praj.g_00378
OG0000813	Prbh.g_00432	Praj.g_00386
OG0000814	Prbh.g_01344	Praj.g_01725
OG0000815	Prbh.g_00008	Praj.g_01040
OG0000816	Prbh.g_01867	Praj.g_01833
OG0000817	Prbh.g_01866	Praj.g_01834
OG0000818	Prbh.g_00834	Praj.g_01083
OG0000819	Prbh.g_01305	Praj.g_01482
OG0000820	Prbh.g_01299	Praj.g_01476
OG0000821	Prbh.g_01297	Praj.g_01474
OG0000822	Prbh.g_01296	Praj.g_01473
OG0000823	Prbh.g_01295	Praj.g_01472
OG0000824	Prbh.g_01294	Praj.g_01471
OG0000825	Prbh.g_01293	Praj.g_01470
OG0000826	Prbh.g_01292	Praj.g_01469
OG0000827	Prbh.g_01291	Praj.g_01468
OG0000828	Prbh.g_01290	Praj.g_01467
OG0000829	Prbh.g_01289	Praj.g_01466
OG0000830	Prbh.g_01287	Praj.g_01464
OG0000831	Prbh.g_01284	Praj.g_01462
OG0000832	Prbh.g_01282	Praj.g_01460
OG0000833	Prbh.g_01280	Praj.g_01459
OG0000834	Prbh.g_01279	Praj.g_01458
OG0000835	Prbh.g_01278	Praj.g_01457
OG0000836	Prbh.g_01277	Praj.g_01456
OG0000837	Prbh.g_01274	Praj.g_01453
OG0000838	Prbh.g_01273	Praj.g_01452
OG0000839	Prbh.g_01272	Praj.g_01451
OG0000840	Prbh.g_01271	Praj.g_01450
OG0000841	Prbh.g_01270	Praj.g_01449
OG0000842	Prbh.g_01268	Praj.g_01447
OG0000843	Prbh.g_01267	Praj.g_01446
OG0000844	Prbh.g_01266	Praj.g_01445
OG0000845	Prbh.g_01265	Praj.g_01444
OG0000846	Prbh.g_01262	Praj.g_01442
OG0000847	Prbh.g_01261	Praj.g_01440
OG0000848	Prbh.g_01260	Praj.g_01438
OG0000849	Prbh.g_01257	Praj.g_01437
OG0000850	Prbh.g_01256	Praj.g_01436
OG0000851	Prbh.g_01254	Praj.g_01434
OG0000852	Prbh.g_01252	Praj.g_01432
OG0000853	Prbh.g_01250	Praj.g_01430
OG0000854	Prbh.g_01248	Praj.g_01428
OG0000855	Prbh.g_01247	Praj.g_01427
OG0000856	Prbh.g_01246	Praj.g_01426
OG0000857	Prbh.g_01245	Praj.g_01425
OG0000858	Prbh.g_01244	Praj.g_01424
OG0000859	Prbh.g_01243	Praj.g_01423
OG0000860	Prbh.g_01242	Praj.g_01422
OG0000861	Prbh.g_01241	Praj.g_01421
OG0000862	Prbh.g_01240	Praj.g_01420
OG0000863	Prbh.g_01239	Praj.g_01419
OG0000864	Prbh.g_01238	Praj.g_01418
OG0000865	Prbh.g_01237	Praj.g_01417
OG0000866	Prbh.g_01236	Praj.g_01416
OG0000867	Prbh.g_01235	Praj.g_01415
OG0000868	Prbh.g_01234	Praj.g_01414
OG0000869	Prbh.g_01232	Praj.g_01411
OG0000870	Prbh.g_01231	Praj.g_01410
OG0000871	Prbh.g_01230	Praj.g_01409
OG0000872	Prbh.g_01229	Praj.g_01408
OG0000873	Prbh.g_01227	Praj.g_01407
OG0000874	Prbh.g_01226	Praj.g_01406
OG0000875	Prbh.g_01225	Praj.g_01405
OG0000876	Prbh.g_01224	Praj.g_01404
OG0000877	Prbh.g_01451	Praj.g_01403
OG0000878	Prbh.g_01845	Praj.g_01246
OG0000879	Prbh.g_01362	Praj.g_01517
OG0000880	Prbh.g_01363	Praj.g_01518
OG0000881	Prbh.g_01364	Praj.g_01519
OG0000882	Prbh.g_01365	Praj.g_01520
OG0000883	Prbh.g_01366	Praj.g_01522
OG0000884	Prbh.g_01368	Praj.g_01523
OG0000885	Prbh.g_01369	Praj.g_01524
OG0000886	Prbh.g_01370	Praj.g_01525
OG0000887	Prbh.g_01371	Praj.g_01526
OG0000888	Prbh.g_01372	Praj.g_01527
OG0000889	Prbh.g_01375	Praj.g_01530
OG0000890	Prbh.g_01376	Praj.g_01531
OG0000891	Prbh.g_01377	Praj.g_01532
OG0000892	Prbh.g_01379	Praj.g_01534
OG0000893	Prbh.g_01380	Praj.g_01535
OG0000894	Prbh.g_01381	Praj.g_01536
OG0000895	Prbh.g_01382	Praj.g_01537
OG0000896	Prbh.g_01383	Praj.g_01538
OG0000897	Prbh.g_01384	Praj.g_01539
OG0000898	Prbh.g_01387	Praj.g_01542
OG0000899	Prbh.g_01388	Praj.g_01543
OG0000900	Prbh.g_01935	Praj.g_01546
OG0000901	Prbh.g_00002	Praj.g_01550
OG0000902	Prbh.g_00206	Praj.g_00732
OG0000903	Prbh.g_01341	Praj.g_01484
OG0000904	Prbh.g_00196	Praj.g_01011
OG0000905	Prbh.g_01326	Praj.g_01734
OG0000906	Prbh.g_01308	Praj.g_01573
OG0000907	Prbh.g_01017	Praj.g_00833
OG0000908	Prbh.g_01872	Praj.g_01160
OG0000909	Prbh.g_00011	Praj.g_01577
OG0000910	Prbh.g_00012	Praj.g_01578
OG0000911	Prbh.g_00013	Praj.g_01579
OG0000912	Prbh.g_00014	Praj.g_01580
OG0000913	Prbh.g_00015	Praj.g_01581
OG0000914	Prbh.g_00016	Praj.g_01582
OG0000915	Prbh.g_00017	Praj.g_01583
OG0000916	Prbh.g_00019	Praj.g_01584
OG0000917	Prbh.g_00020	Praj.g_01585
OG0000918	Prbh.g_00021	Praj.g_01586
OG0000919	Prbh.g_00022	Praj.g_01587
OG0000920	Prbh.g_00023	Praj.g_01588
OG0000921	Prbh.g_00024	Praj.g_01589
OG0000922	Prbh.g_00025	Praj.g_01590
OG0000923	Prbh.g_00026	Praj.g_01591
OG0000924	Prbh.g_00027	Praj.g_01592
OG0000925	Prbh.g_00028	Praj.g_01593
OG0000926	Prbh.g_01599	Praj.g_01995
OG0000927	Prbh.g_00079	Praj.g_01613
OG0000928	Prbh.g_00080	Praj.g_01614
OG0000929	Prbh.g_00081	Praj.g_01615
OG0000930	Prbh.g_00082	Praj.g_01616
OG0000931	Prbh.g_00083	Praj.g_01617
OG0000932	Prbh.g_00085	Praj.g_01619
OG0000933	Prbh.g_00086	Praj.g_01620
OG0000934	Prbh.g_00087	Praj.g_01621
OG0000935	Prbh.g_00088	Praj.g_01622
OG0000936	Prbh.g_00089	Praj.g_01623
OG0000937	Prbh.g_00090	Praj.g_01624
OG0000938	Prbh.g_00091	Praj.g_01625
OG0000939	Prbh.g_00092	Praj.g_01626
OG0000940	Prbh.g_00093	Praj.g_01628
OG0000941	Prbh.g_00094	Praj.g_01630
OG0000942	Prbh.g_00095	Praj.g_01631
OG0000943	Prbh.g_00101	Praj.g_01634
OG0000944	Prbh.g_00102	Praj.g_01635
OG0000945	Prbh.g_00103	Praj.g_01636
OG0000946	Prbh.g_00104	Praj.g_01637
OG0000947	Prbh.g_00105	Praj.g_01638
OG0000948	Prbh.g_00106	Praj.g_01639
OG0000949	Prbh.g_00107	Praj.g_01640
OG0000950	Prbh.g_00108	Praj.g_01641
OG0000951	Prbh.g_00109	Praj.g_01642
OG0000952	Prbh.g_00110	Praj.g_01643
OG0000953	Prbh.g_00111	Praj.g_01644
OG0000954	Prbh.g_00112	Praj.g_01645
OG0000955	Prbh.g_00113	Praj.g_01646
OG0000956	Prbh.g_00114	Praj.g_01647
OG0000957	Prbh.g_00115	Praj.g_00454
OG0000958	Prbh.g_00116	Praj.g_01648
OG0000959	Prbh.g_00117	Praj.g_01649
OG0000960	Prbh.g_00118	Praj.g_01650
OG0000961	Prbh.g_00122	Praj.g_01653
OG0000962	Prbh.g_00123	Praj.g_01654
OG0000963	Prbh.g_00124	Praj.g_01655
OG0000964	Prbh.g_00126	Praj.g_01657
OG0000965	Prbh.g_00127	Praj.g_01658
OG0000966	Prbh.g_00128	Praj.g_01659
OG0000967	Prbh.g_00129	Praj.g_01660
OG0000968	Prbh.g_00130	Praj.g_01661
OG0000969	Prbh.g_00131	Praj.g_01662
OG0000970	Prbh.g_00132	Praj.g_01663
OG0000971	Prbh.g_00133	Praj.g_01664
OG0000972	Prbh.g_00134	Praj.g_01665
OG0000973	Prbh.g_00135	Praj.g_01666
OG0000974	Prbh.g_00137	Praj.g_01668
OG0000975	Prbh.g_00144	Praj.g_01674
OG0000976	Prbh.g_00146	Praj.g_01677
OG0000977	Prbh.g_00147	Praj.g_01678
OG0000978	Prbh.g_00149	Praj.g_01679
OG0000979	Prbh.g_00151	Praj.g_01681
OG0000980	Prbh.g_00152	Praj.g_01682
OG0000981	Prbh.g_00153	Praj.g_01683
OG0000982	Prbh.g_00154	Praj.g_01684
OG0000983	Prbh.g_00156	Praj.g_01686
OG0000984	Prbh.g_00157	Praj.g_01687
OG0000985	Prbh.g_00158	Praj.g_01688
OG0000986	Prbh.g_00159	Praj.g_01690
OG0000987	Prbh.g_00160	Praj.g_01691
OG0000988	Prbh.g_00162	Praj.g_01692
OG0000989	Prbh.g_00163	Praj.g_01693
OG0000990	Prbh.g_00164	Praj.g_01694
OG0000991	Prbh.g_00165	Praj.g_01695
OG0000992	Prbh.g_00166	Praj.g_01696
OG0000993	Prbh.g_00167	Praj.g_01697
OG0000994	Prbh.g_00168	Praj.g_01698
OG0000995	Prbh.g_00169	Praj.g_01699
OG0000996	Prbh.g_00170	Praj.g_01700
OG0000997	Prbh.g_00171	Praj.g_01701
OG0000998	Prbh.g_00172	Praj.g_01702
OG0000999	Prbh.g_00173	Praj.g_01703
OG0001000	Prbh.g_00174	Praj.g_01704
OG0001001	Prbh.g_00176	Praj.g_01706
OG0001002	Prbh.g_00177	Praj.g_01707
OG0001003	Prbh.g_00178	Praj.g_01708
OG0001004	Prbh.g_00179	Praj.g_01709
OG0001005	Prbh.g_00181	Praj.g_01711
OG0001006	Prbh.g_00182	Praj.g_01712
OG0001007	Prbh.g_00183	Praj.g_01713
OG0001008	Prbh.g_00185	Praj.g_01715
OG0001009	Prbh.g_00186	Praj.g_01716
OG0001010	Prbh.g_01837	Praj.g_01499
OG0001011	Prbh.g_01454	Praj.g_01599
OG0001012	Prbh.g_00968	Praj.g_00785
OG0001013	Prbh.g_01789	Praj.g_01763
OG0001014	Prbh.g_01788	Praj.g_01764
OG0001015	Prbh.g_01781	Praj.g_01769
OG0001016	Prbh.g_01780	Praj.g_01770
OG0001017	Prbh.g_01779	Praj.g_01771
OG0001018	Prbh.g_01778	Praj.g_01772
OG0001019	Prbh.g_01776	Praj.g_01773
OG0001020	Prbh.g_01775	Praj.g_01774
OG0001021	Prbh.g_01774	Praj.g_01775
OG0001022	Prbh.g_01773	Praj.g_01776
OG0001023	Prbh.g_01772	Praj.g_01777
OG0001024	Prbh.g_01770	Praj.g_01778
OG0001025	Prbh.g_01769	Praj.g_01779
OG0001026	Prbh.g_01768	Praj.g_01780
OG0001027	Prbh.g_01767	Praj.g_01781
OG0001028	Prbh.g_01766	Praj.g_01782
OG0001029	Prbh.g_01765	Praj.g_01783
OG0001030	Prbh.g_01764	Praj.g_01784
OG0001031	Prbh.g_01763	Praj.g_01785
OG0001032	Prbh.g_01762	Praj.g_01786
OG0001033	Prbh.g_01761	Praj.g_01787
OG0001034	Prbh.g_01760	Praj.g_01788
OG0001035	Prbh.g_01758	Praj.g_01790
OG0001036	Prbh.g_01757	Praj.g_01791
OG0001037	Prbh.g_01756	Praj.g_01792
OG0001038	Prbh.g_01755	Praj.g_01793
OG0001039	Prbh.g_01754	Praj.g_01794
OG0001040	Prbh.g_01752	Praj.g_01796
OG0001041	Prbh.g_01751	Praj.g_01797
OG0001042	Prbh.g_01750	Praj.g_01798
OG0001043	Prbh.g_01749	Praj.g_01799
OG0001044	Prbh.g_01748	Praj.g_01800
OG0001045	Prbh.g_01747	Praj.g_01801
OG0001046	Prbh.g_01746	Praj.g_01802
OG0001047	Prbh.g_01743	Praj.g_01804
OG0001048	Prbh.g_01741	Praj.g_01806
OG0001049	Prbh.g_01740	Praj.g_01807
OG0001050	Prbh.g_01739	Praj.g_01808
OG0001051	Prbh.g_01738	Praj.g_01809
OG0001052	Prbh.g_01737	Praj.g_01810
OG0001053	Prbh.g_01735	Praj.g_01812
OG0001054	Prbh.g_01733	Praj.g_01814
OG0001055	Prbh.g_01732	Praj.g_01815
OG0001056	Prbh.g_01731	Praj.g_01816
OG0001057	Prbh.g_01730	Praj.g_01817
OG0001058	Prbh.g_01729	Praj.g_01818
OG0001059	Prbh.g_01728	Praj.g_01819
OG0001060	Prbh.g_01727	Praj.g_01820
OG0001061	Prbh.g_01726	Praj.g_01821
OG0001062	Prbh.g_01725	Praj.g_01822
OG0001063	Prbh.g_01724	Praj.g_01823
OG0001064	Prbh.g_01723	Praj.g_01825
OG0001065	Prbh.g_01719	Praj.g_01868
OG0001066	Prbh.g_01717	Praj.g_01870
OG0001067	Prbh.g_01716	Praj.g_01871
OG0001068	Prbh.g_01713	Praj.g_01873
OG0001069	Prbh.g_01712	Praj.g_01874
OG0001070	Prbh.g_01711	Praj.g_01875
OG0001071	Prbh.g_01710	Praj.g_01876
OG0001072	Prbh.g_01709	Praj.g_01877
OG0001073	Prbh.g_01708	Praj.g_01878
OG0001074	Prbh.g_01707	Praj.g_01879
OG0001075	Prbh.g_01706	Praj.g_01880
OG0001076	Prbh.g_01705	Praj.g_01881
OG0001077	Prbh.g_01704	Praj.g_01882
OG0001078	Prbh.g_01703	Praj.g_01883
OG0001079	Prbh.g_01702	Praj.g_01884
OG0001080	Prbh.g_01701	Praj.g_01885
OG0001081	Prbh.g_01697	Praj.g_01894
OG0001082	Prbh.g_01696	Praj.g_01893
OG0001083	Prbh.g_01692	Praj.g_01889
OG0001084	Prbh.g_01694	Praj.g_01891
OG0001085	Prbh.g_01695	Praj.g_01892
OG0001086	Prbh.g_01698	Praj.g_01888
OG0001087	Prbh.g_01699	Praj.g_01887
OG0001088	Prbh.g_01700	Praj.g_01886
OG0001089	Prbh.g_01687	Praj.g_01909
OG0001090	Prbh.g_01685	Praj.g_01911
OG0001091	Prbh.g_01684	Praj.g_01912
OG0001092	Prbh.g_01683	Praj.g_01913
OG0001093	Prbh.g_01682	Praj.g_01914
OG0001094	Prbh.g_01681	Praj.g_01915
OG0001095	Prbh.g_01680	Praj.g_01916
OG0001096	Prbh.g_01679	Praj.g_01917
OG0001097	Prbh.g_01678	Praj.g_01918
OG0001098	Prbh.g_01677	Praj.g_01919
OG0001099	Prbh.g_01676	Praj.g_01920
OG0001100	Prbh.g_01675	Praj.g_01921
