Orthogroup	Syao	Pral
OG0000595	Syao.g_00892	Pral.g_01435
OG0000596	Syao.g_00897	Pral.g_01439
OG0000597	Syao.g_00900	Pral.g_01441
OG0000598	Syao.g_00901	Pral.g_01442
OG0000599	Syao.g_00908	Pral.g_01445
OG0000600	Syao.g_00909	Pral.g_01446
OG0000601	Syao.g_00910	Pral.g_01447
OG0000602	Syao.g_00914	Pral.g_01449
OG0000603	Syao.g_00915	Pral.g_01450
OG0000604	Syao.g_00918	Pral.g_01451
OG0000606	Syao.g_00924	Pral.g_01455
OG0000607	Syao.g_00927	Pral.g_01458
OG0000608	Syao.g_00928	Pral.g_01459
OG0000609	Syao.g_00930	Pral.g_01460
OG0000610	Syao.g_00940	Pral.g_01466
OG0000611	Syao.g_00943	Pral.g_01469
OG0000612	Syao.g_00944	Pral.g_01470
OG0000613	Syao.g_01979	Pral.g_01769
OG0000614	Syao.g_00375	Pral.g_01748
OG0000615	Syao.g_00978	Pral.g_01737
OG0000616	Syao.g_02342	Pral.g_00399
OG0000617	Syao.g_00486	Pral.g_01723
OG0000618	Syao.g_00485	Pral.g_01722
OG0000619	Syao.g_00484	Pral.g_01721
OG0000620	Syao.g_00479	Pral.g_01718
OG0000621	Syao.g_00478	Pral.g_01717
OG0000622	Syao.g_00476	Pral.g_01716
OG0000623	Syao.g_00475	Pral.g_01715
OG0000624	Syao.g_00473	Pral.g_01713
OG0000625	Syao.g_00472	Pral.g_01712
OG0000626	Syao.g_00471	Pral.g_01711
OG0000627	Syao.g_00567	Pral.g_01709
OG0000628	Syao.g_00566	Pral.g_01708
OG0000629	Syao.g_00590	Pral.g_01707
OG0000630	Syao.g_00585	Pral.g_01704
OG0000631	Syao.g_00644	Pral.g_01658
OG0000632	Syao.g_00643	Pral.g_01657
OG0000633	Syao.g_00642	Pral.g_01656
OG0000634	Syao.g_00752	Pral.g_01484
OG0000635	Syao.g_00753	Pral.g_01485
OG0000636	Syao.g_00755	Pral.g_01487
OG0000637	Syao.g_00757	Pral.g_01489
OG0000638	Syao.g_00758	Pral.g_01490
OG0000639	Syao.g_00759	Pral.g_01491
OG0000640	Syao.g_00760	Pral.g_01492
OG0000641	Syao.g_00764	Pral.g_01496
OG0000642	Syao.g_00765	Pral.g_01497
OG0000643	Syao.g_00767	Pral.g_01498
OG0000644	Syao.g_00768	Pral.g_01499
OG0000645	Syao.g_00770	Pral.g_01500
OG0000646	Syao.g_00773	Pral.g_01502
OG0000647	Syao.g_00775	Pral.g_01504
OG0000648	Syao.g_00777	Pral.g_01506
OG0000649	Syao.g_00778	Pral.g_01507
OG0000650	Syao.g_00779	Pral.g_01508
OG0000651	Syao.g_00780	Pral.g_01509
OG0000652	Syao.g_00781	Pral.g_01510
OG0000653	Syao.g_00783	Pral.g_01512
OG0000654	Syao.g_00784	Pral.g_01513
OG0000655	Syao.g_00785	Pral.g_01514
OG0000656	Syao.g_00789	Pral.g_01517
OG0000657	Syao.g_00435	Pral.g_01524
OG0000658	Syao.g_00560	Pral.g_01525
OG0000659	Syao.g_00559	Pral.g_01526
OG0000660	Syao.g_00555	Pral.g_01530
OG0000661	Syao.g_00553	Pral.g_01532
OG0000662	Syao.g_00535	Pral.g_01534
OG0000663	Syao.g_00532	Pral.g_01536
OG0000664	Syao.g_00530	Pral.g_01537
OG0000665	Syao.g_01436	Pral.g_01543
OG0000666	Syao.g_02120	Pral.g_01544
OG0000667	Syao.g_01375	Pral.g_01548
OG0000668	Syao.g_02678	Pral.g_01820
OG0000669	Syao.g_00955	Pral.g_01809
OG0000670	Syao.g_00958	Pral.g_01806
OG0000671	Syao.g_00960	Pral.g_01804
OG0000672	Syao.g_00963	Pral.g_01801
OG0000673	Syao.g_00966	Pral.g_01798
OG0000674	Syao.g_00968	Pral.g_01796
OG0000675	Syao.g_00969	Pral.g_01795
OG0000676	Syao.g_00971	Pral.g_01793
OG0000677	Syao.g_00972	Pral.g_01792
OG0000678	Syao.g_00974	Pral.g_01790
OG0000679	Syao.g_00981	Pral.g_01786
OG0000680	Syao.g_00982	Pral.g_01785
OG0000681	Syao.g_00985	Pral.g_01782
OG0000682	Syao.g_00986	Pral.g_01781
OG0000683	Syao.g_00987	Pral.g_01780
OG0000684	Syao.g_00990	Pral.g_01778
OG0000685	Syao.g_00733	Pral.g_01776
OG0000686	Syao.g_00734	Pral.g_01775
OG0000687	Syao.g_00735	Pral.g_01774
OG0000688	Syao.g_00741	Pral.g_01474
OG0000689	Syao.g_00743	Pral.g_01475
OG0000690	Syao.g_00744	Pral.g_01476
OG0000691	Syao.g_00745	Pral.g_01477
OG0000692	Syao.g_00747	Pral.g_01479
OG0000693	Syao.g_00748	Pral.g_01480
OG0000694	Syao.g_00749	Pral.g_01481
OG0000695	Syao.g_00639	Pral.g_01654
OG0000696	Syao.g_00638	Pral.g_01653
OG0000697	Syao.g_00636	Pral.g_01652
OG0000698	Syao.g_00633	Pral.g_01649
OG0000699	Syao.g_00631	Pral.g_01647
OG0000700	Syao.g_00630	Pral.g_01646
OG0000701	Syao.g_00629	Pral.g_01645
OG0000702	Syao.g_00705	Pral.g_01643
OG0000703	Syao.g_00693	Pral.g_01642
OG0000704	Syao.g_00689	Pral.g_01640
OG0000705	Syao.g_00682	Pral.g_01634
OG0000706	Syao.g_00681	Pral.g_01633
OG0000707	Syao.g_00680	Pral.g_01632
OG0000708	Syao.g_00677	Pral.g_01630
OG0000709	Syao.g_00670	Pral.g_01626
OG0000710	Syao.g_00666	Pral.g_01623
OG0000711	Syao.g_00815	Pral.g_01579
OG0000712	Syao.g_00813	Pral.g_01580
OG0000713	Syao.g_00812	Pral.g_01581
OG0000714	Syao.g_00810	Pral.g_01582
OG0000715	Syao.g_00808	Pral.g_01584
OG0000716	Syao.g_00804	Pral.g_01586
OG0000717	Syao.g_00803	Pral.g_01587
OG0000718	Syao.g_00794	Pral.g_01590
OG0000719	Syao.g_00444	Pral.g_01592
OG0000720	Syao.g_00457	Pral.g_01603
OG0000721	Syao.g_00459	Pral.g_01607
OG0000722	Syao.g_00460	Pral.g_01608
OG0000723	Syao.g_00469	Pral.g_01575
OG0000724	Syao.g_00513	Pral.g_01566
OG0000725	Syao.g_00385	Pral.g_01560
OG0000726	Syao.g_00384	Pral.g_01559
OG0000727	Syao.g_00383	Pral.g_01558
OG0000728	Syao.g_00381	Pral.g_01556
OG0000729	Syao.g_02190	Pral.g_01311
OG0000730	Syao.g_01880	Pral.g_01324
OG0000731	Syao.g_01868	Pral.g_00692
OG0000732	Syao.g_02218	Pral.g_00348
OG0000733	Syao.g_01427	Pral.g_00077
OG0000734	Syao.g_02592	Pral.g_01351
OG0000735	Syao.g_00140	Pral.g_01353
OG0000736	Syao.g_00139	Pral.g_01354
OG0000737	Syao.g_00138	Pral.g_01355
OG0000738	Syao.g_00132	Pral.g_01359
OG0000739	Syao.g_00131	Pral.g_01360
OG0000740	Syao.g_00130	Pral.g_01361
OG0000741	Syao.g_00127	Pral.g_01363
OG0000742	Syao.g_00124	Pral.g_01366
OG0000743	Syao.g_00217	Pral.g_01368
OG0000744	Syao.g_00216	Pral.g_01369
OG0000745	Syao.g_00213	Pral.g_01370
OG0000746	Syao.g_00210	Pral.g_01372
OG0000747	Syao.g_00208	Pral.g_01373
OG0000748	Syao.g_00193	Pral.g_01378
OG0000749	Syao.g_00192	Pral.g_01379
OG0000750	Syao.g_00191	Pral.g_01380
OG0000751	Syao.g_00185	Pral.g_01383
OG0000752	Syao.g_00183	Pral.g_01385
OG0000753	Syao.g_00180	Pral.g_01388
OG0000754	Syao.g_00175	Pral.g_01391
OG0000755	Syao.g_00021	Pral.g_01399
OG0000756	Syao.g_00229	Pral.g_01400
OG0000757	Syao.g_00252	Pral.g_01406
OG0000758	Syao.g_00251	Pral.g_01407
OG0000759	Syao.g_00250	Pral.g_01408
OG0000760	Syao.g_00249	Pral.g_01409
OG0000761	Syao.g_00248	Pral.g_01410
OG0000762	Syao.g_00246	Pral.g_01411
OG0000763	Syao.g_00242	Pral.g_01413
OG0000764	Syao.g_00241	Pral.g_01414
OG0000765	Syao.g_00267	Pral.g_01423
OG0000766	Syao.g_00266	Pral.g_01424
OG0000767	Syao.g_00264	Pral.g_01426
OG0000768	Syao.g_00263	Pral.g_01427
OG0000769	Syao.g_00261	Pral.g_01429
OG0000770	Syao.g_00257	Pral.g_00456
OG0000771	Syao.g_00506	Pral.g_01064
OG0000772	Syao.g_01523	Pral.g_01893
OG0000773	Syao.g_01447	Pral.g_01290
OG0000774	Syao.g_01442	Pral.g_01288
OG0000775	Syao.g_01440	Pral.g_01286
OG0000776	Syao.g_01439	Pral.g_01285
OG0000777	Syao.g_01438	Pral.g_01284
OG0000778	Syao.g_01437	Pral.g_01283
OG0000779	Syao.g_01469	Pral.g_01279
OG0000780	Syao.g_01456	Pral.g_01278
OG0000781	Syao.g_01452	Pral.g_01275
OG0000782	Syao.g_01451	Pral.g_01274
OG0000783	Syao.g_01450	Pral.g_01273
OG0000784	Syao.g_01449	Pral.g_01272
OG0000785	Syao.g_01481	Pral.g_01270
OG0000786	Syao.g_01473	Pral.g_01267
OG0000787	Syao.g_01472	Pral.g_01266
OG0000788	Syao.g_00870	Pral.g_00440
OG0000789	Syao.g_00623	Pral.g_01060
OG0000790	Syao.g_00041, Syao.g_00315	Pral.g_01217
OG0000791	Syao.g_00043	Pral.g_01215
OG0000792	Syao.g_00044	Pral.g_01214
OG0000793	Syao.g_02700	Pral.g_01211
OG0000794	Syao.g_02703	Pral.g_01210
OG0000795	Syao.g_02704	Pral.g_01209
OG0000796	Syao.g_02708	Pral.g_01205
OG0000797	Syao.g_02709	Pral.g_01204
OG0000799	Syao.g_01525	Pral.g_01184
OG0000800	Syao.g_01526	Pral.g_01183
OG0000801	Syao.g_01527	Pral.g_01182
OG0000802	Syao.g_01531	Pral.g_01180
OG0000803	Syao.g_01534	Pral.g_01178
OG0000804	Syao.g_01537	Pral.g_01177
OG0000805	Syao.g_01502	Pral.g_01175
OG0000806	Syao.g_01504	Pral.g_01173
OG0000807	Syao.g_01506	Pral.g_01172
OG0000808	Syao.g_01507	Pral.g_01171
OG0000809	Syao.g_01511	Pral.g_01167
OG0000810	Syao.g_01482	Pral.g_01166
OG0000811	Syao.g_01490	Pral.g_01158
OG0000812	Syao.g_01492	Pral.g_01156
OG0000813	Syao.g_01493	Pral.g_01155
OG0000814	Syao.g_01495	Pral.g_01153
OG0000815	Syao.g_01499	Pral.g_01152
OG0000816	Syao.g_01471	Pral.g_01150
OG0000817	Syao.g_01519	Pral.g_01149
OG0000818	Syao.g_00062	Pral.g_01144
OG0000819	Syao.g_00063	Pral.g_01143
OG0000820	Syao.g_00064	Pral.g_01142
OG0000821	Syao.g_00070	Pral.g_01137
OG0000822	Syao.g_00072	Pral.g_01136
OG0000823	Syao.g_00073	Pral.g_01135
OG0000824	Syao.g_00079	Pral.g_01132
OG0000825	Syao.g_00080	Pral.g_01131
OG0000826	Syao.g_00081	Pral.g_01130
OG0000827	Syao.g_00082	Pral.g_01129
OG0000828	Syao.g_00085	Pral.g_01126
OG0000829	Syao.g_00086	Pral.g_01125
OG0000830	Syao.g_00087	Pral.g_01124
OG0000831	Syao.g_00089	Pral.g_01122
OG0000832	Syao.g_01696	Pral.g_01110
OG0000833	Syao.g_01612	Pral.g_01101
OG0000834	Syao.g_01610	Pral.g_01100
OG0000835	Syao.g_01609	Pral.g_01099
OG0000836	Syao.g_01606	Pral.g_01098
OG0000837	Syao.g_01605	Pral.g_01097
OG0000838	Syao.g_01601	Pral.g_01094
OG0000839	Syao.g_01600	Pral.g_01093
OG0000840	Syao.g_01599	Pral.g_01092
OG0000841	Syao.g_01598	Pral.g_01091
OG0000842	Syao.g_01597	Pral.g_01090
OG0000843	Syao.g_01596	Pral.g_01089
OG0000844	Syao.g_01594	Pral.g_01088
OG0000845	Syao.g_01593	Pral.g_01087
OG0000846	Syao.g_01592	Pral.g_01086
OG0000847	Syao.g_01591	Pral.g_01085
OG0000848	Syao.g_01589	Pral.g_01084
OG0000849	Syao.g_01588	Pral.g_01083
OG0000850	Syao.g_01585	Pral.g_01081
OG0000851	Syao.g_01582	Pral.g_01080
OG0000852	Syao.g_01581	Pral.g_01079
OG0000853	Syao.g_01577	Pral.g_01074
OG0000854	Syao.g_01575	Pral.g_01072
OG0000855	Syao.g_01574	Pral.g_01071
OG0000856	Syao.g_01327	Pral.g_01058
OG0000857	Syao.g_00774	Pral.g_01503
OG0000858	Syao.g_01567	Pral.g_00100
OG0000859	Syao.g_01566	Pral.g_00101
OG0000860	Syao.g_01552	Pral.g_00109
OG0000861	Syao.g_01551	Pral.g_00110
OG0000862	Syao.g_01542	Pral.g_00111
OG0000863	Syao.g_01540	Pral.g_00113
OG0000864	Syao.g_01017	Pral.g_00114
OG0000866	Syao.g_01686	Pral.g_00116
OG0000867	Syao.g_01685	Pral.g_00117
OG0000868	Syao.g_01682	Pral.g_00119
OG0000869	Syao.g_01677	Pral.g_00122
OG0000870	Syao.g_01672	Pral.g_00127
OG0000871	Syao.g_01671	Pral.g_00128
OG0000872	Syao.g_01665	Pral.g_00129
OG0000873	Syao.g_01662	Pral.g_00132
OG0000874	Syao.g_01660	Pral.g_00135
OG0000875	Syao.g_01658	Pral.g_00136
OG0000876	Syao.g_00536	Pral.g_00137
OG0000877	Syao.g_01654	Pral.g_00139
OG0000878	Syao.g_01653	Pral.g_00140
OG0000879	Syao.g_01652	Pral.g_00141
OG0000880	Syao.g_01651	Pral.g_00142
OG0000881	Syao.g_01647	Pral.g_00146
OG0000882	Syao.g_01642	Pral.g_00151
OG0000883	Syao.g_01638	Pral.g_00154
OG0000884	Syao.g_01636	Pral.g_00156
OG0000885	Syao.g_01635	Pral.g_00157
OG0000886	Syao.g_01634	Pral.g_00158
OG0000887	Syao.g_01633	Pral.g_00159
OG0000888	Syao.g_01631	Pral.g_00161
OG0000889	Syao.g_01629	Pral.g_00163
OG0000890	Syao.g_01626	Pral.g_00164
OG0000891	Syao.g_01625	Pral.g_00165
OG0000892	Syao.g_01695	Pral.g_00167
OG0000893	Syao.g_01934	Pral.g_00170
OG0000894	Syao.g_01937	Pral.g_00173
OG0000895	Syao.g_01916	Pral.g_00177
OG0000896	Syao.g_01917	Pral.g_00178
OG0000897	Syao.g_01919	Pral.g_00180
OG0000898	Syao.g_01920	Pral.g_00181
OG0000899	Syao.g_01921	Pral.g_00182
OG0000900	Syao.g_01922	Pral.g_00183
OG0000901	Syao.g_01927	Pral.g_00187
OG0000902	Syao.g_01929	Pral.g_00189
OG0000903	Syao.g_01798	Pral.g_00193
OG0000904	Syao.g_01804	Pral.g_00198
OG0000905	Syao.g_01862	Pral.g_00191
OG0000906	Syao.g_01931	Pral.g_00190
OG0000907	Syao.g_01796	Pral.g_00200
OG0000908	Syao.g_01793	Pral.g_00203
OG0000909	Syao.g_01792	Pral.g_00204
OG0000910	Syao.g_01791	Pral.g_00205
OG0000911	Syao.g_01789	Pral.g_00207
OG0000912	Syao.g_01788	Pral.g_00208
OG0000913	Syao.g_01787	Pral.g_00209
OG0000914	Syao.g_01786	Pral.g_00210
OG0000915	Syao.g_01784	Pral.g_00211
OG0000916	Syao.g_01783	Pral.g_00212
OG0000917	Syao.g_01782	Pral.g_00213
OG0000918	Syao.g_01781	Pral.g_00214
OG0000919	Syao.g_01780	Pral.g_00215
OG0000920	Syao.g_01779	Pral.g_00216
OG0000921	Syao.g_01778	Pral.g_00217
OG0000922	Syao.g_01777	Pral.g_00218
OG0000923	Syao.g_01772	Pral.g_00222
OG0000924	Syao.g_01771	Pral.g_00223
OG0000925	Syao.g_01770	Pral.g_00224
OG0000926	Syao.g_01769	Pral.g_00225
OG0000927	Syao.g_01767	Pral.g_00227
OG0000928	Syao.g_01766	Pral.g_00228
OG0000929	Syao.g_01765	Pral.g_00229
OG0000930	Syao.g_01764	Pral.g_00230
OG0000931	Syao.g_01763	Pral.g_00232
OG0000932	Syao.g_01762	Pral.g_01190
OG0000933	Syao.g_01811	Pral.g_00236
OG0000934	Syao.g_01809	Pral.g_00238
OG0000935	Syao.g_01808	Pral.g_00239
OG0000936	Syao.g_01843	Pral.g_00240
OG0000937	Syao.g_01842	Pral.g_00241
OG0000938	Syao.g_01839	Pral.g_00244
OG0000939	Syao.g_01838	Pral.g_00245
OG0000940	Syao.g_01830	Pral.g_00252
OG0000941	Syao.g_01828	Pral.g_00254
OG0000942	Syao.g_01826	Pral.g_00256
OG0000943	Syao.g_01824	Pral.g_00257
OG0000944	Syao.g_01822	Pral.g_00259
OG0000945	Syao.g_01821	Pral.g_00260
OG0000946	Syao.g_01852	Pral.g_00266
OG0000947	Syao.g_01849	Pral.g_00268
OG0000948	Syao.g_01848	Pral.g_00269
OG0000949	Syao.g_01970	Pral.g_00272
OG0000950	Syao.g_01957	Pral.g_00278
OG0000951	Syao.g_02262	Pral.g_00282
OG0000952	Syao.g_02266	Pral.g_00286
OG0000953	Syao.g_02130	Pral.g_00290
OG0000954	Syao.g_02135	Pral.g_00294
OG0000955	Syao.g_02136	Pral.g_00295
OG0000956	Syao.g_02138	Pral.g_00297
OG0000957	Syao.g_01951	Pral.g_00303
OG0000958	Syao.g_01950	Pral.g_00304
OG0000959	Syao.g_01947	Pral.g_00308
OG0000960	Syao.g_01946	Pral.g_00309
OG0000961	Syao.g_02496	Pral.g_00312
OG0000962	Syao.g_02191	Pral.g_00314
OG0000963	Syao.g_02186	Pral.g_00318
OG0000964	Syao.g_02185	Pral.g_00319
OG0000965	Syao.g_02184	Pral.g_00320
OG0000966	Syao.g_02172	Pral.g_00326
OG0000967	Syao.g_02167	Pral.g_00330
OG0000968	Syao.g_02199	Pral.g_00332
OG0000969	Syao.g_02200	Pral.g_00333
OG0000970	Syao.g_02201	Pral.g_00334
OG0000971	Syao.g_02203	Pral.g_00335
OG0000972	Syao.g_02204	Pral.g_00336
OG0000973	Syao.g_02205	Pral.g_00337
OG0000974	Syao.g_02206	Pral.g_00338
OG0000975	Syao.g_02207	Pral.g_00339
OG0000976	Syao.g_02208	Pral.g_00340
OG0000977	Syao.g_02210	Pral.g_00341
OG0000978	Syao.g_02211	Pral.g_00342
OG0000979	Syao.g_02214	Pral.g_00345
OG0000980	Syao.g_02217	Pral.g_00347
OG0000981	Syao.g_02220	Pral.g_00350
OG0000982	Syao.g_02437	Pral.g_00352
OG0000983	Syao.g_02438	Pral.g_00353
OG0000984	Syao.g_02439	Pral.g_00354
OG0000985	Syao.g_02443	Pral.g_00357
OG0000986	Syao.g_02445	Pral.g_00359
OG0000987	Syao.g_02447	Pral.g_00360
OG0000988	Syao.g_02452	Pral.g_00363
OG0000989	Syao.g_02368	Pral.g_00367
OG0000990	Syao.g_02362	Pral.g_00373
OG0000991	Syao.g_02354	Pral.g_00374
OG0000992	Syao.g_02279	Pral.g_00377
OG0000993	Syao.g_02280	Pral.g_00378
OG0000994	Syao.g_02283	Pral.g_00379
OG0000995	Syao.g_02287	Pral.g_00383
OG0000996	Syao.g_02305	Pral.g_00384
OG0000997	Syao.g_02326	Pral.g_00386
OG0000998	Syao.g_02328	Pral.g_00388
OG0000999	Syao.g_02329	Pral.g_00389
OG0001000	Syao.g_02333	Pral.g_00392
OG0001001	Syao.g_02338	Pral.g_00396
OG0001002	Syao.g_02345	Pral.g_00401
OG0001003	Syao.g_02347	Pral.g_00402
OG0001004	Syao.g_02348	Pral.g_00403
OG0001005	Syao.g_02194	Pral.g_00404
OG0001006	Syao.g_02159	Pral.g_00408
OG0001007	Syao.g_02161	Pral.g_00410
OG0001008	Syao.g_01737	Pral.g_00657
OG0001009	Syao.g_02239	Pral.g_01017
OG0001010	Syao.g_02238	Pral.g_01016
OG0001011	Syao.g_02236	Pral.g_01014
OG0001012	Syao.g_00322	Pral.g_01001
OG0001013	Syao.g_02413	Pral.g_00994
OG0001014	Syao.g_02407	Pral.g_00991
OG0001015	Syao.g_02406	Pral.g_00990
OG0001016	Syao.g_02622	Pral.g_00974
OG0001017	Syao.g_02628	Pral.g_00970
OG0001018	Syao.g_02630	Pral.g_00968
OG0001019	Syao.g_02654	Pral.g_00958
OG0001020	Syao.g_02663	Pral.g_00957
OG0001021	Syao.g_02666	Pral.g_00956
OG0001022	Syao.g_02670	Pral.g_00953
OG0001023	Syao.g_02671	Pral.g_00952
OG0001024	Syao.g_01018	Pral.g_00949
OG0001025	Syao.g_02597	Pral.g_00942
OG0001026	Syao.g_02594	Pral.g_00934
OG0001027	Syao.g_02564	Pral.g_00933
OG0001028	Syao.g_02568	Pral.g_00931
OG0001029	Syao.g_02570	Pral.g_00930
OG0001030	Syao.g_02545	Pral.g_00914
OG0001031	Syao.g_02528	Pral.g_00857
OG0001032	Syao.g_02530	Pral.g_00856
OG0001033	Syao.g_01016	Pral.g_00836
OG0001034	Syao.g_01704	Pral.g_00804
OG0001035	Syao.g_02101	Pral.g_00784
OG0001036	Syao.g_02096	Pral.g_00780
OG0001037	Syao.g_02094	Pral.g_00779
OG0001038	Syao.g_02065	Pral.g_00761
OG0001039	Syao.g_02062	Pral.g_00758
OG0001040	Syao.g_02059	Pral.g_00755
OG0001041	Syao.g_02055	Pral.g_00751
OG0001042	Syao.g_02032	Pral.g_00734
OG0001043	Syao.g_02028	Pral.g_00733
OG0001044	Syao.g_01878	Pral.g_00699
OG0001045	Syao.g_01865	Pral.g_00690
OG0001046	Syao.g_00827	Pral.g_01039
OG0001047	Syao.g_01739	Pral.g_00655
OG0001048	Syao.g_01740	Pral.g_00654
OG0001049	Syao.g_01616	Pral.g_00651
OG0001050	Syao.g_01618	Pral.g_00650
OG0001051	Syao.g_01619	Pral.g_00649
OG0001052	Syao.g_02686	Pral.g_00621
OG0001053	Syao.g_00025	Pral.g_00608
OG0001055	Syao.g_00156	Pral.g_00573
OG0001056	Syao.g_01417	Pral.g_00554
OG0001057	Syao.g_00879	Pral.g_00549
OG0001058	Syao.g_00862	Pral.g_00541
OG0001059	Syao.g_00858	Pral.g_00537
OG0001060	Syao.g_00852	Pral.g_00530
OG0001062	Syao.g_01050	Pral.g_00512
OG0001063	Syao.g_01042	Pral.g_00510
OG0001064	Syao.g_01041	Pral.g_00509
OG0001065	Syao.g_01040	Pral.g_00508
OG0001066	Syao.g_01039	Pral.g_00507
OG0001067	Syao.g_01038	Pral.g_00506
OG0001068	Syao.g_01037	Pral.g_00505
OG0001069	Syao.g_01036	Pral.g_00504
OG0001070	Syao.g_01032	Pral.g_00502
OG0001071	Syao.g_01031	Pral.g_00501
OG0001072	Syao.g_01027	Pral.g_00499
OG0001073	Syao.g_00991	Pral.g_00485
OG0001074	Syao.g_00392	Pral.g_00472
OG0001075	Syao.g_00391	Pral.g_00471
OG0001076	Syao.g_01339	Pral.g_00464
OG0001077	Syao.g_01323	Pral.g_00459
OG0001078	Syao.g_00895	Pral.g_01437
OG0001079	Syao.g_00911	Pral.g_01448
OG0001081	Syao.g_00925	Pral.g_01456
OG0001082	Syao.g_00926	Pral.g_01457
OG0001083	Syao.g_00934	Pral.g_01462
OG0001084	Syao.g_00935	Pral.g_01463
OG0001085	Syao.g_00947	Pral.g_01772
OG0001086	Syao.g_00949	Pral.g_01771
OG0001087	Syao.g_01419	Pral.g_01753
OG0001088	Syao.g_00211	Pral.g_01752
OG0001089	Syao.g_00376	Pral.g_01741
OG0001090	Syao.g_00494	Pral.g_01728
OG0001091	Syao.g_00491	Pral.g_01726
OG0001092	Syao.g_00489	Pral.g_01725
OG0001093	Syao.g_00482	Pral.g_01720
OG0001094	Syao.g_00750	Pral.g_01482
OG0001095	Syao.g_00771	Pral.g_01501
OG0001096	Syao.g_00786	Pral.g_01515
OG0001097	Syao.g_00552	Pral.g_01533
OG0001098	Syao.g_00731	Pral.g_01552
OG0001099	Syao.g_02569	Pral.g_01815
OG0001100	Syao.g_00957	Pral.g_01807
OG0001101	Syao.g_00959	Pral.g_01805
OG0001102	Syao.g_00962	Pral.g_01802
OG0001103	Syao.g_00964	Pral.g_01800
OG0001105	Syao.g_00736	Pral.g_01773
OG0001106	Syao.g_00688	Pral.g_01639
OG0001107	Syao.g_00676	Pral.g_01629
OG0001108	Syao.g_00669	Pral.g_01625
OG0001109	Syao.g_00667	Pral.g_01624
OG0001110	Syao.g_00665	Pral.g_01622
OG0001111	Syao.g_00663	Pral.g_01621
OG0001112	Syao.g_00661	Pral.g_01620
OG0001113	Syao.g_00660	Pral.g_01619
OG0001114	Syao.g_00659	Pral.g_01618
OG0001115	Syao.g_00832	Pral.g_01616
OG0001116	Syao.g_00830	Pral.g_01615
OG0001117	Syao.g_00829	Pral.g_01614
OG0001118	Syao.g_00828	Pral.g_01613
OG0001119	Syao.g_00826	Pral.g_01612
OG0001120	Syao.g_00822	Pral.g_01611
OG0001122	Syao.g_00445	Pral.g_01593
OG0001123	Syao.g_00451	Pral.g_01598
OG0001124	Syao.g_00453	Pral.g_01600
OG0001125	Syao.g_00456	Pral.g_01602
OG0001126	Syao.g_00504	Pral.g_01571
OG0001127	Syao.g_00505	Pral.g_01570
OG0001128	Syao.g_00508	Pral.g_01569
OG0001129	Syao.g_00510	Pral.g_01568
OG0001130	Syao.g_00511	Pral.g_01567
OG0001131	Syao.g_01387	Pral.g_01321
OG0001132	Syao.g_01221	Pral.g_01033
OG0001133	Syao.g_01333	Pral.g_01314
OG0001134	Syao.g_01428	Pral.g_00056, Pral.g_00078
OG0001135	Syao.g_01424	Pral.g_00075
OG0001136	Syao.g_00126	Pral.g_01364
OG0001137	Syao.g_00194	Pral.g_01377
OG0001138	Syao.g_00227	Pral.g_01401
OG0001139	Syao.g_00225	Pral.g_01403
OG0001141	Syao.g_00254	Pral.g_01404
OG0001142	Syao.g_00253	Pral.g_01405
OG0001143	Syao.g_00243	Pral.g_01412
OG0001144	Syao.g_00276	Pral.g_01417
OG0001145	Syao.g_01446	Pral.g_01289
OG0001146	Syao.g_01455	Pral.g_01277
OG0001147	Syao.g_00095	Pral.g_01235
OG0001148	Syao.g_00038	Pral.g_01220
OG0001149	Syao.g_00039	Pral.g_01219
OG0001150	Syao.g_00040	Pral.g_01218
OG0001151	Syao.g_02706	Pral.g_01207
OG0001152	Syao.g_02707	Pral.g_01206
OG0001153	Syao.g_00083	Pral.g_01128
OG0001154	Syao.g_00084	Pral.g_01127
OG0001155	Syao.g_01747	Pral.g_01108
OG0001156	Syao.g_01744	Pral.g_01105
OG0001157	Syao.g_01743	Pral.g_01104
OG0001158	Syao.g_01742	Pral.g_01103
OG0001159	Syao.g_01741	Pral.g_01102
OG0001160	Syao.g_01579	Pral.g_01076
OG0001161	Syao.g_02373	Pral.g_00045
OG0001163	Syao.g_01571	Pral.g_00098
OG0001164	Syao.g_01564	Pral.g_00102
OG0001165	Syao.g_01559	Pral.g_00105
OG0001166	Syao.g_01673	Pral.g_00126
OG0001167	Syao.g_01006	Pral.g_00143
OG0001168	Syao.g_01648	Pral.g_00145
OG0001169	Syao.g_01646	Pral.g_00147
OG0001170	Syao.g_01644	Pral.g_00149
OG0001171	Syao.g_01632	Pral.g_00160
OG0001172	Syao.g_01914	Pral.g_00175
OG0001173	Syao.g_01915	Pral.g_00176
OG0001174	Syao.g_01923	Pral.g_00184
OG0001175	Syao.g_01924	Pral.g_00185
OG0001176	Syao.g_01799	Pral.g_00194
OG0001177	Syao.g_01802	Pral.g_00196
OG0001178	Syao.g_01541	Pral.g_00112
OG0001179	Syao.g_01768	Pral.g_00226
OG0001180	Syao.g_01833	Pral.g_00249
OG0001181	Syao.g_01829	Pral.g_00253
OG0001182	Syao.g_01820	Pral.g_00261
OG0001183	Syao.g_01851	Pral.g_00267
OG0001184	Syao.g_02264	Pral.g_00284
OG0001185	Syao.g_02147	Pral.g_00300
