Orthogroup	Syao	Syaa
OG0000569	Syao.g_00838	Syaa.g_01925
OG0000570	Syao.g_00837	Syaa.g_01924
OG0000571	Syao.g_00834	Syaa.g_01920
OG0000572	Syao.g_01033	Syaa.g_01904
OG0000573	Syao.g_01022	Syaa.g_01896
OG0000574	Syao.g_01021	Syaa.g_01895
OG0000575	Syao.g_01000	Syaa.g_01891
OG0000576	Syao.g_00996	Syaa.g_01889
OG0000577	Syao.g_00995	Syaa.g_01888
OG0000578	Syao.g_00994	Syaa.g_01887
OG0000579	Syao.g_00993	Syaa.g_01886
OG0000580	Syao.g_00992	Syaa.g_01885
OG0000581	Syao.g_01059	Syaa.g_01879
OG0000582	Syao.g_01204	Syaa.g_01687
OG0000583	Syao.g_01205	Syaa.g_01686
OG0000584	Syao.g_01206	Syaa.g_01685
OG0000585	Syao.g_01054	Syaa.g_01683
OG0000586	Syao.g_01055	Syaa.g_01682
OG0000587	Syao.g_01057	Syaa.g_01680
OG0000588	Syao.g_00406	Syaa.g_01666
OG0000589	Syao.g_01342	Syaa.g_01662
OG0000590	Syao.g_01341	Syaa.g_01661
OG0000591	Syao.g_01330	Syaa.g_01653
OG0000592	Syao.g_01329	Syaa.g_01652
OG0000593	Syao.g_00890	Syaa.g_01638
OG0000594	Syao.g_00891	Syaa.g_01637
OG0000595	Syao.g_00892	Syaa.g_01636
OG0000596	Syao.g_00897	Syaa.g_01630
OG0000597	Syao.g_00900	Syaa.g_01627
OG0000598	Syao.g_00901	Syaa.g_01626
OG0000599	Syao.g_00908	Syaa.g_01623
OG0000600	Syao.g_00909	Syaa.g_01622
OG0000601	Syao.g_00910	Syaa.g_01621
OG0000602	Syao.g_00914	Syaa.g_01616
OG0000603	Syao.g_00915	Syaa.g_01615
OG0000604	Syao.g_00918	Syaa.g_01612
OG0000606	Syao.g_00924	Syaa.g_01055
OG0000607	Syao.g_00927	Syaa.g_01058
OG0000608	Syao.g_00928	Syaa.g_01059
OG0000609	Syao.g_00930	Syaa.g_01061
OG0000610	Syao.g_00940	Syaa.g_01068
OG0000611	Syao.g_00943	Syaa.g_01071
OG0000612	Syao.g_00944	Syaa.g_01072
OG0000613	Syao.g_01979	Syaa.g_00199
OG0000614	Syao.g_00375	Syaa.g_00906
OG0000615	Syao.g_00978	Syaa.g_01113
OG0000616	Syao.g_02342	Syaa.g_02742
OG0000617	Syao.g_00486	Syaa.g_01244
OG0000618	Syao.g_00485	Syaa.g_01245
OG0000619	Syao.g_00484	Syaa.g_01246
OG0000620	Syao.g_00479	Syaa.g_01259
OG0000621	Syao.g_00478	Syaa.g_01260
OG0000622	Syao.g_00476	Syaa.g_01261
OG0000623	Syao.g_00475	Syaa.g_01262
OG0000624	Syao.g_00473	Syaa.g_01264
OG0000625	Syao.g_00472	Syaa.g_01265
OG0000626	Syao.g_00471	Syaa.g_01266
OG0000627	Syao.g_00567	Syaa.g_01414
OG0000628	Syao.g_00566	Syaa.g_01413
OG0000629	Syao.g_00590	Syaa.g_01410
OG0000630	Syao.g_00585	Syaa.g_01406
OG0000631	Syao.g_00644	Syaa.g_01400
OG0000632	Syao.g_00643	Syaa.g_01399
OG0000633	Syao.g_00642	Syaa.g_01397
OG0000634	Syao.g_00752	Syaa.g_01150
OG0000635	Syao.g_00753	Syaa.g_01151
OG0000636	Syao.g_00755	Syaa.g_01153
OG0000637	Syao.g_00757	Syaa.g_01155
OG0000638	Syao.g_00758	Syaa.g_01156
OG0000639	Syao.g_00759	Syaa.g_01157
OG0000640	Syao.g_00760	Syaa.g_01158
OG0000641	Syao.g_00764	Syaa.g_01162
OG0000642	Syao.g_00765	Syaa.g_01163
OG0000643	Syao.g_00767	Syaa.g_01165
OG0000644	Syao.g_00768	Syaa.g_01166
OG0000645	Syao.g_00770	Syaa.g_01184
OG0000646	Syao.g_00773	Syaa.g_01187
OG0000647	Syao.g_00775	Syaa.g_01189
OG0000648	Syao.g_00777	Syaa.g_01191
OG0000649	Syao.g_00778	Syaa.g_01192
OG0000650	Syao.g_00779	Syaa.g_01193
OG0000651	Syao.g_00780	Syaa.g_01194
OG0000652	Syao.g_00781	Syaa.g_01195
OG0000653	Syao.g_00783	Syaa.g_01197
OG0000654	Syao.g_00784	Syaa.g_01198
OG0000655	Syao.g_00785	Syaa.g_01199
OG0000656	Syao.g_00789	Syaa.g_01202
OG0000657	Syao.g_00435	Syaa.g_00838
OG0000658	Syao.g_00560	Syaa.g_00836
OG0000659	Syao.g_00559	Syaa.g_00835
OG0000660	Syao.g_00555	Syaa.g_00831
OG0000662	Syao.g_00535	Syaa.g_00827
OG0000663	Syao.g_00532	Syaa.g_00824
OG0000664	Syao.g_00530	Syaa.g_00823
OG0000665	Syao.g_01436	Syaa.g_01442
OG0000666	Syao.g_02120	Syaa.g_01448
OG0000668	Syao.g_02678	Syaa.g_01300
OG0000669	Syao.g_00955	Syaa.g_01084
OG0000670	Syao.g_00958	Syaa.g_01087
OG0000671	Syao.g_00960	Syaa.g_01089
OG0000672	Syao.g_00963	Syaa.g_01092
OG0000673	Syao.g_00966	Syaa.g_01095
OG0000674	Syao.g_00968	Syaa.g_01097
OG0000675	Syao.g_00969	Syaa.g_01098
OG0000676	Syao.g_00971	Syaa.g_01100
OG0000677	Syao.g_00972	Syaa.g_01101
OG0000678	Syao.g_00974	Syaa.g_01106
OG0000679	Syao.g_00981	Syaa.g_01116
OG0000680	Syao.g_00982	Syaa.g_01117
OG0000681	Syao.g_00985	Syaa.g_01120
OG0000682	Syao.g_00986	Syaa.g_01121
OG0000683	Syao.g_00987	Syaa.g_01122
OG0000684	Syao.g_00990	Syaa.g_01132
OG0000685	Syao.g_00733	Syaa.g_01134
OG0000686	Syao.g_00734	Syaa.g_01135
OG0000687	Syao.g_00735	Syaa.g_01136
OG0000688	Syao.g_00741	Syaa.g_01140
OG0000689	Syao.g_00743	Syaa.g_01142
OG0000690	Syao.g_00744	Syaa.g_01143
OG0000691	Syao.g_00745	Syaa.g_01144
OG0000692	Syao.g_00747	Syaa.g_01145
OG0000693	Syao.g_00748	Syaa.g_01146
OG0000694	Syao.g_00749	Syaa.g_01147
OG0000695	Syao.g_00639	Syaa.g_01395
OG0000696	Syao.g_00638	Syaa.g_01394
OG0000697	Syao.g_00636	Syaa.g_01392
OG0000698	Syao.g_00633	Syaa.g_01389
OG0000699	Syao.g_00631	Syaa.g_01387
OG0000700	Syao.g_00630	Syaa.g_01386
OG0000701	Syao.g_00629	Syaa.g_01385
OG0000702	Syao.g_00705	Syaa.g_01376
OG0000703	Syao.g_00693	Syaa.g_01375
OG0000704	Syao.g_00689	Syaa.g_01373
OG0000705	Syao.g_00682	Syaa.g_01365
OG0000706	Syao.g_00681	Syaa.g_01364
OG0000707	Syao.g_00680	Syaa.g_01363
OG0000708	Syao.g_00677	Syaa.g_01360
OG0000709	Syao.g_00670	Syaa.g_01351
OG0000710	Syao.g_00666	Syaa.g_01348
OG0000711	Syao.g_00815	Syaa.g_01320
OG0000712	Syao.g_00813	Syaa.g_01318
OG0000713	Syao.g_00812	Syaa.g_01317
OG0000714	Syao.g_00810	Syaa.g_01315
OG0000715	Syao.g_00808	Syaa.g_01313
OG0000716	Syao.g_00804	Syaa.g_01309
OG0000717	Syao.g_00803	Syaa.g_01308
OG0000718	Syao.g_00794	Syaa.g_01304
OG0000719	Syao.g_00444	Syaa.g_01302
OG0000720	Syao.g_00457	Syaa.g_01289
OG0000721	Syao.g_00459	Syaa.g_01287
OG0000722	Syao.g_00460	Syaa.g_01286
OG0000723	Syao.g_00469	Syaa.g_01268
OG0000724	Syao.g_00513	Syaa.g_00872
OG0000725	Syao.g_00385	Syaa.g_00882
OG0000726	Syao.g_00384	Syaa.g_00883
OG0000727	Syao.g_00383	Syaa.g_00884
OG0000728	Syao.g_00381	Syaa.g_00886
OG0000729	Syao.g_02190	Syaa.g_00100
OG0000730	Syao.g_01880	Syaa.g_02185
OG0000731	Syao.g_01868	Syaa.g_02173
OG0000732	Syao.g_02218	Syaa.g_00054
OG0000733	Syao.g_01427	Syaa.g_02621
OG0000734	Syao.g_02592	Syaa.g_02388
OG0000735	Syao.g_00140	Syaa.g_00754
OG0000736	Syao.g_00139	Syaa.g_00755
OG0000737	Syao.g_00138	Syaa.g_00756
OG0000738	Syao.g_00132	Syaa.g_00761
OG0000739	Syao.g_00131	Syaa.g_00762
OG0000740	Syao.g_00130	Syaa.g_00763
OG0000741	Syao.g_00127	Syaa.g_00766
OG0000742	Syao.g_00124	Syaa.g_00769
OG0000743	Syao.g_00217	Syaa.g_00771
OG0000744	Syao.g_00216	Syaa.g_00772
OG0000745	Syao.g_00213	Syaa.g_00774
OG0000746	Syao.g_00210	Syaa.g_00776
OG0000747	Syao.g_00208	Syaa.g_00777
OG0000748	Syao.g_00193	Syaa.g_00787
OG0000749	Syao.g_00192	Syaa.g_00789
OG0000750	Syao.g_00191	Syaa.g_00790
OG0000751	Syao.g_00185	Syaa.g_00797
OG0000752	Syao.g_00183	Syaa.g_00799
OG0000753	Syao.g_00180	Syaa.g_00802
OG0000754	Syao.g_00175	Syaa.g_01025
OG0000755	Syao.g_00021	Syaa.g_01005
OG0000756	Syao.g_00229	Syaa.g_01004
OG0000757	Syao.g_00252	Syaa.g_00996
OG0000758	Syao.g_00251	Syaa.g_00995
OG0000759	Syao.g_00250	Syaa.g_00994
OG0000760	Syao.g_00249	Syaa.g_00993
OG0000761	Syao.g_00248	Syaa.g_00992
OG0000762	Syao.g_00246	Syaa.g_00988
OG0000763	Syao.g_00242	Syaa.g_00986
OG0000764	Syao.g_00241	Syaa.g_00985
OG0000765	Syao.g_00267	Syaa.g_00968
OG0000766	Syao.g_00266	Syaa.g_00967
OG0000767	Syao.g_00264	Syaa.g_00965
OG0000768	Syao.g_00263	Syaa.g_00964
OG0000769	Syao.g_00261	Syaa.g_00962
OG0000770	Syao.g_00257	Syaa.g_00959
OG0000771	Syao.g_00506	Syaa.g_00866
OG0000772	Syao.g_01523	Syaa.g_01526
OG0000773	Syao.g_01447	Syaa.g_00749
OG0000774	Syao.g_01442	Syaa.g_00745
OG0000775	Syao.g_01440	Syaa.g_00742
OG0000776	Syao.g_01439	Syaa.g_00741
OG0000777	Syao.g_01438	Syaa.g_00740
OG0000778	Syao.g_01437	Syaa.g_00739
OG0000779	Syao.g_01469	Syaa.g_00733
OG0000780	Syao.g_01456	Syaa.g_00730
OG0000781	Syao.g_01452	Syaa.g_00726
OG0000782	Syao.g_01451	Syaa.g_00725
OG0000783	Syao.g_01450	Syaa.g_00724
OG0000784	Syao.g_01449	Syaa.g_00723
OG0000785	Syao.g_01481	Syaa.g_00721
OG0000786	Syao.g_01473	Syaa.g_01875
OG0000787	Syao.g_01472	Syaa.g_01876
OG0000788	Syao.g_00870	Syaa.g_01620
OG0000789	Syao.g_00623	Syaa.g_01434
OG0000790	Syao.g_00041, Syao.g_00315	Syaa.g_02064
OG0000791	Syao.g_00043	Syaa.g_02066
OG0000792	Syao.g_00044	Syaa.g_02067
OG0000793	Syao.g_02700	Syaa.g_02072
OG0000794	Syao.g_02703	Syaa.g_02073
OG0000795	Syao.g_02704	Syaa.g_02074
OG0000796	Syao.g_02708	Syaa.g_02078
OG0000797	Syao.g_02709	Syaa.g_02079
OG0000798	Syao.g_02066	Syaa.g_00265
OG0000799	Syao.g_01525	Syaa.g_01743
OG0000800	Syao.g_01526	Syaa.g_01747
OG0000801	Syao.g_01527	Syaa.g_01748
OG0000802	Syao.g_01531	Syaa.g_01753
OG0000803	Syao.g_01534	Syaa.g_01758
OG0000804	Syao.g_01537	Syaa.g_01761
OG0000805	Syao.g_01502	Syaa.g_01763
OG0000806	Syao.g_01504	Syaa.g_01765
OG0000807	Syao.g_01506	Syaa.g_01767
OG0000808	Syao.g_01507	Syaa.g_01768
OG0000809	Syao.g_01511	Syaa.g_01771
OG0000810	Syao.g_01482	Syaa.g_01772
OG0000811	Syao.g_01490	Syaa.g_01778
OG0000812	Syao.g_01492	Syaa.g_01780
OG0000813	Syao.g_01493	Syaa.g_01781
OG0000814	Syao.g_01495	Syaa.g_01783
OG0000815	Syao.g_01499	Syaa.g_01784
OG0000816	Syao.g_01471	Syaa.g_01785
OG0000817	Syao.g_01519	Syaa.g_01786
OG0000818	Syao.g_00062	Syaa.g_01792
OG0000819	Syao.g_00063	Syaa.g_01793
OG0000820	Syao.g_00064	Syaa.g_01794
OG0000821	Syao.g_00070	Syaa.g_01800
OG0000822	Syao.g_00072	Syaa.g_01802
OG0000823	Syao.g_00073	Syaa.g_01803
OG0000824	Syao.g_00079	Syaa.g_01807
OG0000825	Syao.g_00080	Syaa.g_01808
OG0000826	Syao.g_00081	Syaa.g_01809
OG0000827	Syao.g_00082	Syaa.g_01810
OG0000828	Syao.g_00085	Syaa.g_01813
OG0000829	Syao.g_00086	Syaa.g_01814
OG0000830	Syao.g_00087	Syaa.g_01815
OG0000831	Syao.g_00089	Syaa.g_01817
OG0000832	Syao.g_01696	Syaa.g_00627
OG0000833	Syao.g_01612	Syaa.g_00611
OG0000834	Syao.g_01610	Syaa.g_00608
OG0000835	Syao.g_01609	Syaa.g_00607
OG0000836	Syao.g_01606	Syaa.g_00603
OG0000837	Syao.g_01605	Syaa.g_00601
OG0000838	Syao.g_01601	Syaa.g_00597
OG0000839	Syao.g_01600	Syaa.g_00596
OG0000840	Syao.g_01599	Syaa.g_00595
OG0000841	Syao.g_01598	Syaa.g_00594
OG0000842	Syao.g_01597	Syaa.g_00593
OG0000843	Syao.g_01596	Syaa.g_00592
OG0000844	Syao.g_01594	Syaa.g_00590
OG0000845	Syao.g_01593	Syaa.g_00589
OG0000846	Syao.g_01592	Syaa.g_00588
OG0000847	Syao.g_01591	Syaa.g_00587
OG0000848	Syao.g_01589	Syaa.g_00585
OG0000849	Syao.g_01588	Syaa.g_00584
OG0000850	Syao.g_01585	Syaa.g_00582
OG0000851	Syao.g_01582	Syaa.g_00577
OG0000852	Syao.g_01581	Syaa.g_00576
OG0000853	Syao.g_01577	Syaa.g_00572
OG0000854	Syao.g_01575	Syaa.g_00570
OG0000855	Syao.g_01574	Syaa.g_00569
OG0000856	Syao.g_01327	Syaa.g_01650
OG0000857	Syao.g_00774	Syaa.g_01188
OG0000858	Syao.g_01567	Syaa.g_00563
OG0000859	Syao.g_01566	Syaa.g_00562
OG0000860	Syao.g_01552	Syaa.g_00549
OG0000861	Syao.g_01551	Syaa.g_00548
OG0000862	Syao.g_01542	Syaa.g_00547
OG0000863	Syao.g_01540	Syaa.g_00543
OG0000864	Syao.g_01017	Syaa.g_00542
OG0000866	Syao.g_01686	Syaa.g_00540
OG0000867	Syao.g_01685	Syaa.g_00539
OG0000868	Syao.g_01682	Syaa.g_00536
OG0000869	Syao.g_01677	Syaa.g_00531
OG0000870	Syao.g_01672	Syaa.g_00526
OG0000871	Syao.g_01671	Syaa.g_00525
OG0000872	Syao.g_01665	Syaa.g_00511
OG0000873	Syao.g_01662	Syaa.g_00497
OG0000874	Syao.g_01660	Syaa.g_00519
OG0000875	Syao.g_01658	Syaa.g_00438
OG0000876	Syao.g_00536	Syaa.g_00682
OG0000877	Syao.g_01654	Syaa.g_00679
OG0000878	Syao.g_01653	Syaa.g_00678
OG0000879	Syao.g_01652	Syaa.g_00677
OG0000880	Syao.g_01651	Syaa.g_00676
OG0000881	Syao.g_01647	Syaa.g_00671
OG0000882	Syao.g_01642	Syaa.g_00666
OG0000883	Syao.g_01638	Syaa.g_00661
OG0000884	Syao.g_01636	Syaa.g_00659
OG0000885	Syao.g_01635	Syaa.g_00658
OG0000886	Syao.g_01634	Syaa.g_00657
OG0000887	Syao.g_01633	Syaa.g_00656
OG0000888	Syao.g_01631	Syaa.g_00654
OG0000889	Syao.g_01629	Syaa.g_00652
OG0000890	Syao.g_01626	Syaa.g_00644
OG0000891	Syao.g_01625	Syaa.g_00643
OG0000892	Syao.g_01695	Syaa.g_00640
OG0000893	Syao.g_01934	Syaa.g_02352
OG0000894	Syao.g_01937	Syaa.g_02349
OG0000895	Syao.g_01916	Syaa.g_02345
OG0000896	Syao.g_01917	Syaa.g_02344
OG0000897	Syao.g_01919	Syaa.g_02342
OG0000898	Syao.g_01920	Syaa.g_02341
OG0000899	Syao.g_01921	Syaa.g_02340
OG0000900	Syao.g_01922	Syaa.g_02339
OG0000901	Syao.g_01927	Syaa.g_02334
OG0000902	Syao.g_01929	Syaa.g_02332
OG0000903	Syao.g_01798	Syaa.g_02313
OG0000904	Syao.g_01804	Syaa.g_02318
OG0000905	Syao.g_01862	Syaa.g_02324
OG0000906	Syao.g_01931	Syaa.g_02327
OG0000907	Syao.g_01796	Syaa.g_02295
OG0000908	Syao.g_01793	Syaa.g_02292
OG0000909	Syao.g_01792	Syaa.g_02291
OG0000910	Syao.g_01791	Syaa.g_02290
OG0000911	Syao.g_01789	Syaa.g_02288
OG0000912	Syao.g_01788	Syaa.g_02287
OG0000913	Syao.g_01787	Syaa.g_02286
OG0000914	Syao.g_01786	Syaa.g_02285
OG0000915	Syao.g_01784	Syaa.g_02283
OG0000916	Syao.g_01783	Syaa.g_02282
OG0000917	Syao.g_01782	Syaa.g_02281
OG0000918	Syao.g_01781	Syaa.g_02280
OG0000919	Syao.g_01780	Syaa.g_02279
OG0000920	Syao.g_01779	Syaa.g_02278
OG0000921	Syao.g_01778	Syaa.g_02277
OG0000922	Syao.g_01777	Syaa.g_02276
OG0000923	Syao.g_01772	Syaa.g_02272
OG0000924	Syao.g_01771	Syaa.g_02271
OG0000925	Syao.g_01770	Syaa.g_02270
OG0000926	Syao.g_01769	Syaa.g_02269
OG0000927	Syao.g_01767	Syaa.g_02267
OG0000928	Syao.g_01766	Syaa.g_02266
OG0000929	Syao.g_01765	Syaa.g_02265
OG0000930	Syao.g_01764	Syaa.g_02264
OG0000931	Syao.g_01763	Syaa.g_02263
OG0000932	Syao.g_01762	Syaa.g_02262
OG0000933	Syao.g_01811	Syaa.g_02256
OG0000934	Syao.g_01809	Syaa.g_02254
OG0000935	Syao.g_01808	Syaa.g_02253
OG0000936	Syao.g_01843	Syaa.g_02252
OG0000937	Syao.g_01842	Syaa.g_02251
OG0000938	Syao.g_01839	Syaa.g_02248
OG0000939	Syao.g_01838	Syaa.g_02247
OG0000940	Syao.g_01830	Syaa.g_02240
OG0000941	Syao.g_01828	Syaa.g_02238
OG0000942	Syao.g_01826	Syaa.g_02236
OG0000943	Syao.g_01824	Syaa.g_02235
OG0000944	Syao.g_01822	Syaa.g_02233
OG0000945	Syao.g_01821	Syaa.g_02231
OG0000946	Syao.g_01852	Syaa.g_02225
OG0000947	Syao.g_01849	Syaa.g_02222
OG0000948	Syao.g_01848	Syaa.g_02221
OG0000949	Syao.g_01970	Syaa.g_00172
OG0000950	Syao.g_01957	Syaa.g_00159
OG0000951	Syao.g_02262	Syaa.g_00153
OG0000952	Syao.g_02266	Syaa.g_00149
OG0000953	Syao.g_02130	Syaa.g_00143
OG0000954	Syao.g_02135	Syaa.g_00138
OG0000955	Syao.g_02136	Syaa.g_00137
OG0000956	Syao.g_02138	Syaa.g_00135
OG0000957	Syao.g_01951	Syaa.g_00125
OG0000958	Syao.g_01950	Syaa.g_00124
OG0000959	Syao.g_01947	Syaa.g_00120
OG0000960	Syao.g_01946	Syaa.g_00119
OG0000961	Syao.g_02496	Syaa.g_00106
OG0000962	Syao.g_02191	Syaa.g_00102
OG0000963	Syao.g_02186	Syaa.g_00097
OG0000964	Syao.g_02185	Syaa.g_00096
OG0000965	Syao.g_02184	Syaa.g_00095
OG0000966	Syao.g_02172	Syaa.g_00083
OG0000967	Syao.g_02167	Syaa.g_00074
OG0000968	Syao.g_02199	Syaa.g_00078
OG0000969	Syao.g_02200	Syaa.g_00077
OG0000970	Syao.g_02201	Syaa.g_00076
OG0000971	Syao.g_02203	Syaa.g_00069
OG0000972	Syao.g_02204	Syaa.g_00068
OG0000973	Syao.g_02205	Syaa.g_00067
OG0000974	Syao.g_02206	Syaa.g_00066
OG0000975	Syao.g_02207	Syaa.g_00065
OG0000976	Syao.g_02208	Syaa.g_00064
OG0000977	Syao.g_02210	Syaa.g_00062
OG0000978	Syao.g_02211	Syaa.g_00061
OG0000979	Syao.g_02214	Syaa.g_00058
OG0000980	Syao.g_02217	Syaa.g_00055
OG0000981	Syao.g_02220	Syaa.g_00052
OG0000982	Syao.g_02437	Syaa.g_02593
OG0000983	Syao.g_02438	Syaa.g_02594
OG0000984	Syao.g_02439	Syaa.g_02595
OG0000985	Syao.g_02443	Syaa.g_02597
OG0000986	Syao.g_02445	Syaa.g_02601
OG0000987	Syao.g_02447	Syaa.g_02603
OG0000988	Syao.g_02452	Syaa.g_02608
OG0000989	Syao.g_02368	Syaa.g_02616
OG0000990	Syao.g_02362	Syaa.g_02647
OG0000991	Syao.g_02354	Syaa.g_02650
OG0000992	Syao.g_02279	Syaa.g_02653
OG0000993	Syao.g_02280	Syaa.g_02654
OG0000994	Syao.g_02283	Syaa.g_02657
OG0000995	Syao.g_02287	Syaa.g_02662
OG0000996	Syao.g_02305	Syaa.g_02705
OG0000997	Syao.g_02326	Syaa.g_02725
OG0000998	Syao.g_02328	Syaa.g_02727
OG0000999	Syao.g_02329	Syaa.g_02728
OG0001000	Syao.g_02333	Syaa.g_02732
OG0001001	Syao.g_02338	Syaa.g_02738
OG0001002	Syao.g_02345	Syaa.g_02745
OG0001003	Syao.g_02347	Syaa.g_02747
OG0001004	Syao.g_02348	Syaa.g_02748
OG0001005	Syao.g_02194	Syaa.g_02749
OG0001006	Syao.g_02159	Syaa.g_02756
OG0001007	Syao.g_02161	Syaa.g_02758
OG0001008	Syao.g_01737	Syaa.g_00704
OG0001009	Syao.g_02239	Syaa.g_00034
OG0001010	Syao.g_02238	Syaa.g_00035
OG0001011	Syao.g_02236	Syaa.g_00037
OG0001012	Syao.g_00322	Syaa.g_02589
OG0001013	Syao.g_02413	Syaa.g_02576
OG0001014	Syao.g_02407	Syaa.g_02572
OG0001015	Syao.g_02406	Syaa.g_02571
OG0001016	Syao.g_02622	Syaa.g_00348
OG0001017	Syao.g_02628	Syaa.g_00342
OG0001018	Syao.g_02630	Syaa.g_00340
OG0001019	Syao.g_02654	Syaa.g_00323
OG0001020	Syao.g_02663	Syaa.g_02355
OG0001021	Syao.g_02666	Syaa.g_02359
OG0001022	Syao.g_02670	Syaa.g_02365
OG0001023	Syao.g_02671	Syaa.g_02366
OG0001024	Syao.g_01018	Syaa.g_02370
OG0001025	Syao.g_02597	Syaa.g_02377
OG0001026	Syao.g_02594	Syaa.g_02390
OG0001027	Syao.g_02564	Syaa.g_02397
OG0001028	Syao.g_02568	Syaa.g_02399
OG0001029	Syao.g_02570	Syaa.g_02401
OG0001030	Syao.g_02545	Syaa.g_02422
OG0001031	Syao.g_02528	Syaa.g_02500
OG0001032	Syao.g_02530	Syaa.g_02502
OG0001033	Syao.g_01016	Syaa.g_02539
OG0001034	Syao.g_01704	Syaa.g_02108
OG0001035	Syao.g_02101	Syaa.g_00298
OG0001036	Syao.g_02096	Syaa.g_00293
OG0001037	Syao.g_02094	Syaa.g_00291
OG0001038	Syao.g_02065	Syaa.g_00264
OG0001039	Syao.g_02062	Syaa.g_00261
OG0001040	Syao.g_02059	Syaa.g_00258
OG0001041	Syao.g_02055	Syaa.g_00253
OG0001042	Syao.g_02032	Syaa.g_00227
OG0001043	Syao.g_02028	Syaa.g_00223
OG0001044	Syao.g_01878	Syaa.g_02183
OG0001045	Syao.g_01865	Syaa.g_02170
OG0001046	Syao.g_00827	Syaa.g_01332
OG0001047	Syao.g_01739	Syaa.g_00706
OG0001048	Syao.g_01740	Syaa.g_00707
OG0001049	Syao.g_01616	Syaa.g_00710
OG0001050	Syao.g_01618	Syaa.g_00711
OG0001051	Syao.g_01619	Syaa.g_00712
OG0001052	Syao.g_02686	Syaa.g_01846
OG0001053	Syao.g_00025	Syaa.g_02048
OG0001054	Syao.g_00104	Syaa.g_02031
OG0001055	Syao.g_00156	Syaa.g_02010
OG0001056	Syao.g_01417	Syaa.g_01975
OG0001057	Syao.g_00879	Syaa.g_01966
OG0001058	Syao.g_00862	Syaa.g_01951
OG0001059	Syao.g_00858	Syaa.g_01947
OG0001060	Syao.g_00852	Syaa.g_01941
OG0001062	Syao.g_01050	Syaa.g_01917
OG0001063	Syao.g_01042	Syaa.g_01912
OG0001064	Syao.g_01041	Syaa.g_01911
OG0001065	Syao.g_01040	Syaa.g_01910
OG0001066	Syao.g_01039	Syaa.g_01909
OG0001067	Syao.g_01038	Syaa.g_01908
OG0001068	Syao.g_01037	Syaa.g_01907
OG0001069	Syao.g_01036	Syaa.g_01906
OG0001070	Syao.g_01032	Syaa.g_01903
OG0001071	Syao.g_01031	Syaa.g_01902
OG0001072	Syao.g_01027	Syaa.g_01898
OG0001073	Syao.g_00991	Syaa.g_01884
OG0001074	Syao.g_00392	Syaa.g_01678
OG0001075	Syao.g_00391	Syaa.g_01676
OG0001076	Syao.g_01339	Syaa.g_01659
OG0001077	Syao.g_01323	Syaa.g_01647
OG0001078	Syao.g_00895	Syaa.g_01632
OG0001079	Syao.g_00911	Syaa.g_01619
OG0001081	Syao.g_00925	Syaa.g_01056
OG0001082	Syao.g_00926	Syaa.g_01057
OG0001083	Syao.g_00934	Syaa.g_01064
OG0001084	Syao.g_00935	Syaa.g_01065
OG0001085	Syao.g_00947	Syaa.g_01075
OG0001086	Syao.g_00949	Syaa.g_01077
OG0001087	Syao.g_01419	Syaa.g_00920
OG0001088	Syao.g_00211	Syaa.g_00916
OG0001089	Syao.g_00376	Syaa.g_00890
OG0001090	Syao.g_00494	Syaa.g_01237
OG0001091	Syao.g_00491	Syaa.g_01239
OG0001092	Syao.g_00489	Syaa.g_01242
OG0001093	Syao.g_00482	Syaa.g_01248
OG0001094	Syao.g_00750	Syaa.g_01148
OG0001095	Syao.g_00771	Syaa.g_01185
OG0001096	Syao.g_00786	Syaa.g_01200
OG0001097	Syao.g_00552	Syaa.g_00828
OG0001098	Syao.g_00731	Syaa.g_01441
OG0001099	Syao.g_02569	Syaa.g_02400
OG0001100	Syao.g_00957	Syaa.g_01086
OG0001101	Syao.g_00959	Syaa.g_01088
OG0001102	Syao.g_00962	Syaa.g_01091
OG0001103	Syao.g_00964	Syaa.g_01093
OG0001105	Syao.g_00736	Syaa.g_01137
OG0001106	Syao.g_00688	Syaa.g_01372
OG0001107	Syao.g_00676	Syaa.g_01359
OG0001108	Syao.g_00669	Syaa.g_01350
OG0001109	Syao.g_00667	Syaa.g_01349
OG0001110	Syao.g_00665	Syaa.g_01347
OG0001111	Syao.g_00663	Syaa.g_01345
OG0001112	Syao.g_00661	Syaa.g_01343
OG0001113	Syao.g_00660	Syaa.g_01342
OG0001114	Syao.g_00659	Syaa.g_01341
OG0001115	Syao.g_00832	Syaa.g_01337
OG0001116	Syao.g_00830	Syaa.g_01335
OG0001117	Syao.g_00829	Syaa.g_01334
OG0001118	Syao.g_00828	Syaa.g_01333
OG0001119	Syao.g_00826	Syaa.g_01331
OG0001120	Syao.g_00822	Syaa.g_01328
OG0001121	Syao.g_01294	Syaa.g_01125
OG0001122	Syao.g_00445	Syaa.g_01301
OG0001123	Syao.g_00451	Syaa.g_01294
OG0001124	Syao.g_00453	Syaa.g_01292
OG0001125	Syao.g_00456	Syaa.g_01290
OG0001126	Syao.g_00504	Syaa.g_00864
OG0001127	Syao.g_00505	Syaa.g_00865
OG0001128	Syao.g_00508	Syaa.g_00868
OG0001129	Syao.g_00510	Syaa.g_00870
OG0001130	Syao.g_00511	Syaa.g_00871
OG0001131	Syao.g_01387	Syaa.g_01108
OG0001132	Syao.g_01221	Syaa.g_01468
OG0001133	Syao.g_01333	Syaa.g_01656
OG0001134	Syao.g_01428	Syaa.g_01028
