Orthogroup	Syao	Syap
OG0000587	Syao.g_01057	Syap.g_01523
OG0000588	Syao.g_00406	Syap.g_00776
OG0000589	Syao.g_01342	Syap.g_00941
OG0000590	Syao.g_01341	Syap.g_00940
OG0000591	Syao.g_01330	Syap.g_01289
OG0000592	Syao.g_01329	Syap.g_01288
OG0000593	Syao.g_00890	Syap.g_00890
OG0000594	Syao.g_00891	Syap.g_00891
OG0000595	Syao.g_00892	Syap.g_00892
OG0000596	Syao.g_00897	Syap.g_00898
OG0000597	Syao.g_00900	Syap.g_00903
OG0000598	Syao.g_00901	Syap.g_00904
OG0000599	Syao.g_00908	Syap.g_00908
OG0000600	Syao.g_00909	Syap.g_00909
OG0000601	Syao.g_00910	Syap.g_00910
OG0000602	Syao.g_00914	Syap.g_00640
OG0000603	Syao.g_00915	Syap.g_00641
OG0000604	Syao.g_00918	Syap.g_02769
OG0000606	Syao.g_00924	Syap.g_02506
OG0000607	Syao.g_00927	Syap.g_00093
OG0000608	Syao.g_00928	Syap.g_00094
OG0000609	Syao.g_00930	Syap.g_00096
OG0000610	Syao.g_00940	Syap.g_01963
OG0000611	Syao.g_00943	Syap.g_01958
OG0000612	Syao.g_00944	Syap.g_01957
OG0000613	Syao.g_01979	Syap.g_02480
OG0000615	Syao.g_00978	Syap.g_00154
OG0000616	Syao.g_02342	Syap.g_00127
OG0000617	Syao.g_00486	Syap.g_00513
OG0000618	Syao.g_00485	Syap.g_00514
OG0000619	Syao.g_00484	Syap.g_00515
OG0000620	Syao.g_00479	Syap.g_00520
OG0000621	Syao.g_00478	Syap.g_00521
OG0000622	Syao.g_00476	Syap.g_00523
OG0000623	Syao.g_00475	Syap.g_00526
OG0000624	Syao.g_00473	Syap.g_00527
OG0000625	Syao.g_00472	Syap.g_00528
OG0000626	Syao.g_00471	Syap.g_00529
OG0000627	Syao.g_00567	Syap.g_00848
OG0000628	Syao.g_00566	Syap.g_00850
OG0000629	Syao.g_00590	Syap.g_02334
OG0000630	Syao.g_00585	Syap.g_02793
OG0000631	Syao.g_00644	Syap.g_01724
OG0000632	Syao.g_00643	Syap.g_01725
OG0000633	Syao.g_00642	Syap.g_01726
OG0000634	Syao.g_00752	Syap.g_00190
OG0000635	Syao.g_00753	Syap.g_00191
OG0000636	Syao.g_00755	Syap.g_00193
OG0000637	Syao.g_00757	Syap.g_00195
OG0000638	Syao.g_00758	Syap.g_00196
OG0000639	Syao.g_00759	Syap.g_00197
OG0000640	Syao.g_00760	Syap.g_00198
OG0000641	Syao.g_00764	Syap.g_00203
OG0000642	Syao.g_00765	Syap.g_02732
OG0000643	Syao.g_00767	Syap.g_02731
OG0000644	Syao.g_00768	Syap.g_02730
OG0000645	Syao.g_00770	Syap.g_02726
OG0000646	Syao.g_00773	Syap.g_02723
OG0000647	Syao.g_00775	Syap.g_02721
OG0000648	Syao.g_00777	Syap.g_02719
OG0000649	Syao.g_00778	Syap.g_02718
OG0000650	Syao.g_00779	Syap.g_02717
OG0000651	Syao.g_00780	Syap.g_02716
OG0000652	Syao.g_00781	Syap.g_02715
OG0000653	Syao.g_00783	Syap.g_02713
OG0000654	Syao.g_00784	Syap.g_02711
OG0000655	Syao.g_00785	Syap.g_02710
OG0000656	Syao.g_00789	Syap.g_02706
OG0000657	Syao.g_00435	Syap.g_01845
OG0000658	Syao.g_00560	Syap.g_01841
OG0000659	Syao.g_00559	Syap.g_01840
OG0000660	Syao.g_00555	Syap.g_01835
OG0000662	Syao.g_00535	Syap.g_00823
OG0000663	Syao.g_00532	Syap.g_00826
OG0000664	Syao.g_00530	Syap.g_00828
OG0000665	Syao.g_01436	Syap.g_02331
OG0000666	Syao.g_02120	Syap.g_01573
OG0000667	Syao.g_01375	Syap.g_01979
OG0000668	Syao.g_02678	Syap.g_02765
OG0000669	Syao.g_00955	Syap.g_02371
OG0000670	Syao.g_00958	Syap.g_02368
OG0000671	Syao.g_00960	Syap.g_01260
OG0000672	Syao.g_00963	Syap.g_01257
OG0000673	Syao.g_00966	Syap.g_01253
OG0000674	Syao.g_00968	Syap.g_01251
OG0000675	Syao.g_00969	Syap.g_01250
OG0000676	Syao.g_00971	Syap.g_01248
OG0000677	Syao.g_00972	Syap.g_01246
OG0000678	Syao.g_00974	Syap.g_01239
OG0000679	Syao.g_00981	Syap.g_00157
OG0000680	Syao.g_00982	Syap.g_00158
OG0000681	Syao.g_00985	Syap.g_00163
OG0000682	Syao.g_00986	Syap.g_00165
OG0000683	Syao.g_00987	Syap.g_00166
OG0000684	Syao.g_00990	Syap.g_00169
OG0000685	Syao.g_00733	Syap.g_00172
OG0000686	Syao.g_00734	Syap.g_00173
OG0000687	Syao.g_00735	Syap.g_00174
OG0000688	Syao.g_00741	Syap.g_00178
OG0000689	Syao.g_00743	Syap.g_00180
OG0000690	Syao.g_00744	Syap.g_00181
OG0000691	Syao.g_00745	Syap.g_00182
OG0000692	Syao.g_00747	Syap.g_00184
OG0000693	Syao.g_00748	Syap.g_00185
OG0000694	Syao.g_00749	Syap.g_00186
OG0000695	Syao.g_00639	Syap.g_01729
OG0000696	Syao.g_00638	Syap.g_01730
OG0000697	Syao.g_00636	Syap.g_01734
OG0000698	Syao.g_00633	Syap.g_01737
OG0000699	Syao.g_00631	Syap.g_01738
OG0000700	Syao.g_00630	Syap.g_01739
OG0000701	Syao.g_00629	Syap.g_01740
OG0000702	Syao.g_00705	Syap.g_01747
OG0000703	Syao.g_00693	Syap.g_01750
OG0000704	Syao.g_00689	Syap.g_01753
OG0000705	Syao.g_00682	Syap.g_02022
OG0000706	Syao.g_00681	Syap.g_02020
OG0000707	Syao.g_00680	Syap.g_02019
OG0000708	Syao.g_00677	Syap.g_02016
OG0000709	Syao.g_00670	Syap.g_00121
OG0000711	Syao.g_00815	Syap.g_02686
OG0000712	Syao.g_00813	Syap.g_02688
OG0000713	Syao.g_00812	Syap.g_02689
OG0000714	Syao.g_00810	Syap.g_02691
OG0000715	Syao.g_00808	Syap.g_02693
OG0000716	Syao.g_00804	Syap.g_02696
OG0000717	Syao.g_00803	Syap.g_02697
OG0000718	Syao.g_00794	Syap.g_02701
OG0000719	Syao.g_00444	Syap.g_02767
OG0000720	Syao.g_00457	Syap.g_02780
OG0000721	Syao.g_00459	Syap.g_02782
OG0000722	Syao.g_00460	Syap.g_02783
OG0000723	Syao.g_00469	Syap.g_00532
OG0000725	Syao.g_00385	Syap.g_01559
OG0000726	Syao.g_00384	Syap.g_01560
OG0000727	Syao.g_00383	Syap.g_01561
OG0000728	Syao.g_00381	Syap.g_01564
OG0000729	Syao.g_02190	Syap.g_01122
OG0000730	Syao.g_01880	Syap.g_00572
OG0000731	Syao.g_01868	Syap.g_00560
OG0000732	Syao.g_02218	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Syao.g_01427	Syap.g_01971
OG0000734	Syao.g_02592	Syap.g_02628
OG0000735	Syao.g_00140	Syap.g_00244
OG0000736	Syao.g_00139	Syap.g_00243
OG0000737	Syao.g_00138	Syap.g_00242
OG0000738	Syao.g_00132	Syap.g_00236
OG0000739	Syao.g_00131	Syap.g_00235
OG0000740	Syao.g_00130	Syap.g_00234
OG0000741	Syao.g_00127	Syap.g_00231
OG0000742	Syao.g_00124	Syap.g_00229
OG0000743	Syao.g_00217	Syap.g_00226
OG0000744	Syao.g_00216	Syap.g_00225
OG0000745	Syao.g_00213	Syap.g_00222
OG0000746	Syao.g_00210	Syap.g_00220
OG0000747	Syao.g_00208	Syap.g_00219
OG0000748	Syao.g_00193	Syap.g_00212
OG0000749	Syao.g_00192	Syap.g_00211
OG0000750	Syao.g_00191	Syap.g_00210
OG0000751	Syao.g_00185	Syap.g_00205
OG0000752	Syao.g_00183	Syap.g_01793
OG0000753	Syao.g_00180	Syap.g_02775
OG0000754	Syao.g_00175	Syap.g_01883
OG0000755	Syao.g_00021	Syap.g_01893
OG0000757	Syao.g_00252	Syap.g_00427
OG0000758	Syao.g_00251	Syap.g_00428
OG0000759	Syao.g_00250	Syap.g_00429
OG0000760	Syao.g_00249	Syap.g_00430
OG0000761	Syao.g_00248	Syap.g_00431
OG0000762	Syao.g_00246	Syap.g_00434
OG0000763	Syao.g_00242	Syap.g_02624
OG0000764	Syao.g_00241	Syap.g_02623
OG0000765	Syao.g_00267	Syap.g_02440
OG0000766	Syao.g_00266	Syap.g_02439
OG0000767	Syao.g_00264	Syap.g_02437
OG0000768	Syao.g_00263	Syap.g_02436
OG0000769	Syao.g_00261	Syap.g_02434
OG0000770	Syao.g_00257	Syap.g_02431
OG0000772	Syao.g_01523	Syap.g_02295
OG0000773	Syao.g_01447	Syap.g_00885
OG0000774	Syao.g_01442	Syap.g_01473
OG0000775	Syao.g_01440	Syap.g_01475
OG0000776	Syao.g_01439	Syap.g_01476
OG0000777	Syao.g_01438	Syap.g_01478
OG0000778	Syao.g_01437	Syap.g_01479
OG0000779	Syao.g_01469	Syap.g_01494
OG0000780	Syao.g_01456	Syap.g_01496
OG0000781	Syao.g_01452	Syap.g_02609
OG0000782	Syao.g_01451	Syap.g_02611
OG0000783	Syao.g_01450	Syap.g_02612
OG0000784	Syao.g_01449	Syap.g_02613
OG0000785	Syao.g_01481	Syap.g_02281
OG0000786	Syao.g_01473	Syap.g_02287
OG0000787	Syao.g_01472	Syap.g_02288
OG0000788	Syao.g_00870	Syap.g_01932
OG0000789	Syao.g_00623	Syap.g_00372
OG0000791	Syao.g_00043	Syap.g_02520
OG0000792	Syao.g_00044	Syap.g_02519
OG0000793	Syao.g_02700	Syap.g_02141
OG0000794	Syao.g_02703	Syap.g_02200
OG0000795	Syao.g_02704	Syap.g_02199
OG0000796	Syao.g_02708	Syap.g_02448
OG0000797	Syao.g_02709	Syap.g_02449
OG0000798	Syao.g_02066	Syap.g_01363
OG0000799	Syao.g_01525	Syap.g_02488
OG0000800	Syao.g_01526	Syap.g_02487
OG0000801	Syao.g_01527	Syap.g_02486
OG0000802	Syao.g_01531	Syap.g_02659
OG0000803	Syao.g_01534	Syap.g_02109
OG0000804	Syao.g_01537	Syap.g_02113
OG0000805	Syao.g_01502	Syap.g_02115
OG0000806	Syao.g_01504	Syap.g_02117
OG0000807	Syao.g_01506	Syap.g_02118
OG0000808	Syao.g_01507	Syap.g_02119
OG0000809	Syao.g_01511	Syap.g_02122
OG0000810	Syao.g_01482	Syap.g_02124
OG0000811	Syao.g_01490	Syap.g_02472
OG0000812	Syao.g_01492	Syap.g_02474
OG0000813	Syao.g_01493	Syap.g_02475
OG0000814	Syao.g_01495	Syap.g_02753
OG0000815	Syao.g_01499	Syap.g_02752
OG0000816	Syao.g_01471	Syap.g_02289
OG0000817	Syao.g_01519	Syap.g_02527
OG0000818	Syao.g_00062	Syap.g_02001
OG0000819	Syao.g_00063	Syap.g_02002
OG0000820	Syao.g_00064	Syap.g_02003
OG0000821	Syao.g_00070	Syap.g_02009
OG0000822	Syao.g_00072	Syap.g_02011
OG0000824	Syao.g_00079	Syap.g_00008
OG0000825	Syao.g_00080	Syap.g_00009
OG0000826	Syao.g_00081	Syap.g_00010
OG0000827	Syao.g_00082	Syap.g_00011
OG0000828	Syao.g_00085	Syap.g_00014
OG0000829	Syao.g_00086	Syap.g_00015
OG0000830	Syao.g_00087	Syap.g_00016
OG0000831	Syao.g_00089	Syap.g_00019
OG0000832	Syao.g_01696	Syap.g_00752
OG0000833	Syao.g_01612	Syap.g_00021
OG0000834	Syao.g_01610	Syap.g_00023
OG0000835	Syao.g_01609	Syap.g_00024
OG0000836	Syao.g_01606	Syap.g_00026
OG0000837	Syao.g_01605	Syap.g_00027
OG0000838	Syao.g_01601	Syap.g_00031
OG0000839	Syao.g_01600	Syap.g_00032
OG0000840	Syao.g_01599	Syap.g_00033
OG0000841	Syao.g_01598	Syap.g_00034
OG0000842	Syao.g_01597	Syap.g_00035
OG0000843	Syao.g_01596	Syap.g_00036
OG0000844	Syao.g_01594	Syap.g_00039
OG0000845	Syao.g_01593	Syap.g_00040
OG0000846	Syao.g_01592	Syap.g_00042
OG0000847	Syao.g_01591	Syap.g_00043
OG0000848	Syao.g_01589	Syap.g_00045
OG0000849	Syao.g_01588	Syap.g_00046
OG0000850	Syao.g_01585	Syap.g_00310
OG0000851	Syao.g_01582	Syap.g_01214
OG0000852	Syao.g_01581	Syap.g_01215
OG0000853	Syao.g_01577	Syap.g_01219
OG0000854	Syao.g_01575	Syap.g_01222
OG0000855	Syao.g_01574	Syap.g_01223
OG0000856	Syao.g_01327	Syap.g_01286
OG0000857	Syao.g_00774	Syap.g_02722
OG0000858	Syao.g_01567	Syap.g_00612
OG0000859	Syao.g_01566	Syap.g_00613
OG0000860	Syao.g_01552	Syap.g_00623
OG0000861	Syao.g_01551	Syap.g_02789
OG0000862	Syao.g_01542	Syap.g_01789
OG0000863	Syao.g_01540	Syap.g_01784
OG0000864	Syao.g_01017	Syap.g_01783
OG0000866	Syao.g_01686	Syap.g_01780
OG0000867	Syao.g_01685	Syap.g_01779
OG0000868	Syao.g_01682	Syap.g_01775
OG0000869	Syao.g_01677	Syap.g_01770
OG0000870	Syao.g_01672	Syap.g_01401
OG0000871	Syao.g_01671	Syap.g_01400
OG0000872	Syao.g_01665	Syap.g_01394
OG0000873	Syao.g_01662	Syap.g_01390
OG0000874	Syao.g_01660	Syap.g_01388
OG0000875	Syao.g_01658	Syap.g_01386
OG0000876	Syao.g_00536	Syap.g_00822
OG0000877	Syao.g_01654	Syap.g_01380
OG0000878	Syao.g_01653	Syap.g_01378
OG0000879	Syao.g_01652	Syap.g_01377
OG0000880	Syao.g_01651	Syap.g_01376
OG0000882	Syao.g_01642	Syap.g_01516
OG0000883	Syao.g_01638	Syap.g_01511
OG0000884	Syao.g_01636	Syap.g_01509
OG0000885	Syao.g_01635	Syap.g_01508
OG0000886	Syao.g_01634	Syap.g_01507
OG0000887	Syao.g_01633	Syap.g_01506
OG0000888	Syao.g_01631	Syap.g_01504
OG0000889	Syao.g_01629	Syap.g_01502
OG0000890	Syao.g_01626	Syap.g_01499
OG0000891	Syao.g_01625	Syap.g_01498
OG0000892	Syao.g_01695	Syap.g_02671
OG0000893	Syao.g_01934	Syap.g_02497
OG0000894	Syao.g_01937	Syap.g_02679
OG0000895	Syao.g_01916	Syap.g_00546
OG0000896	Syao.g_01917	Syap.g_00545
OG0000897	Syao.g_01919	Syap.g_00543
OG0000898	Syao.g_01920	Syap.g_00542
OG0000899	Syao.g_01921	Syap.g_00541
OG0000900	Syao.g_01922	Syap.g_00540
OG0000901	Syao.g_01927	Syap.g_01930
OG0000902	Syao.g_01929	Syap.g_01929
OG0000903	Syao.g_01798	Syap.g_01916
OG0000904	Syao.g_01804	Syap.g_01922
OG0000905	Syao.g_01862	Syap.g_01925
OG0000906	Syao.g_01931	Syap.g_01927
OG0000907	Syao.g_01796	Syap.g_01914
OG0000908	Syao.g_01793	Syap.g_01235
OG0000909	Syao.g_01792	Syap.g_01236
OG0000910	Syao.g_01791	Syap.g_01237
OG0000911	Syao.g_01789	Syap.g_00511
OG0000912	Syao.g_01788	Syap.g_00510
OG0000913	Syao.g_01787	Syap.g_00509
OG0000914	Syao.g_01786	Syap.g_00508
OG0000915	Syao.g_01784	Syap.g_00506
OG0000916	Syao.g_01783	Syap.g_00505
OG0000917	Syao.g_01782	Syap.g_00504
OG0000918	Syao.g_01781	Syap.g_00503
OG0000919	Syao.g_01780	Syap.g_00502
OG0000920	Syao.g_01779	Syap.g_00501
OG0000921	Syao.g_01778	Syap.g_00500
OG0000922	Syao.g_01777	Syap.g_00499
OG0000923	Syao.g_01772	Syap.g_00495
OG0000924	Syao.g_01771	Syap.g_00494
OG0000925	Syao.g_01770	Syap.g_00493
OG0000926	Syao.g_01769	Syap.g_00492
OG0000927	Syao.g_01767	Syap.g_00490
OG0000928	Syao.g_01766	Syap.g_00489
OG0000929	Syao.g_01765	Syap.g_00488
OG0000930	Syao.g_01764	Syap.g_00487
OG0000931	Syao.g_01763	Syap.g_00486
OG0000932	Syao.g_01762	Syap.g_00485
OG0000933	Syao.g_01811	Syap.g_00479
OG0000934	Syao.g_01809	Syap.g_00477
OG0000935	Syao.g_01808	Syap.g_00476
OG0000936	Syao.g_01843	Syap.g_00475
OG0000937	Syao.g_01842	Syap.g_00474
OG0000938	Syao.g_01839	Syap.g_00471
OG0000939	Syao.g_01838	Syap.g_00469
OG0000940	Syao.g_01830	Syap.g_00460
OG0000941	Syao.g_01828	Syap.g_00458
OG0000942	Syao.g_01826	Syap.g_00606
OG0000943	Syao.g_01824	Syap.g_00604
OG0000944	Syao.g_01822	Syap.g_00602
OG0000945	Syao.g_01821	Syap.g_00601
OG0000946	Syao.g_01852	Syap.g_00595
OG0000947	Syao.g_01849	Syap.g_00591
OG0000948	Syao.g_01848	Syap.g_00590
OG0000949	Syao.g_01970	Syap.g_01051
OG0000950	Syao.g_01957	Syap.g_01061
OG0000951	Syao.g_02262	Syap.g_01070
OG0000952	Syao.g_02266	Syap.g_01074
OG0000953	Syao.g_02130	Syap.g_01078
OG0000954	Syao.g_02135	Syap.g_01089
OG0000955	Syao.g_02136	Syap.g_01090
OG0000956	Syao.g_02138	Syap.g_01092
OG0000957	Syao.g_01951	Syap.g_01109
OG0000958	Syao.g_01950	Syap.g_01110
OG0000959	Syao.g_01947	Syap.g_01114
OG0000960	Syao.g_01946	Syap.g_01115
OG0000961	Syao.g_02496	Syap.g_02170
OG0000962	Syao.g_02191	Syap.g_01121
OG0000963	Syao.g_02186	Syap.g_01124
OG0000964	Syao.g_02185	Syap.g_01125
OG0000965	Syao.g_02184	Syap.g_01126
OG0000966	Syao.g_02172	Syap.g_01141
OG0000967	Syao.g_02167	Syap.g_00633
OG0000968	Syao.g_02199	Syap.g_00998
OG0000969	Syao.g_02200	Syap.g_00996
OG0000970	Syao.g_02201	Syap.g_00995
OG0000971	Syao.g_02203	Syap.g_00993
OG0000972	Syao.g_02204	Syap.g_00992
OG0000973	Syao.g_02205	Syap.g_00991
OG0000974	Syao.g_02206	Syap.g_00990
OG0000975	Syao.g_02207	Syap.g_00989
OG0000976	Syao.g_02208	Syap.g_00988
OG0000977	Syao.g_02210	Syap.g_00986
OG0000978	Syao.g_02211	Syap.g_00985
OG0000979	Syao.g_02214	Syap.g_00980
OG0000980	Syao.g_02217	Syap.g_00977
OG0000981	Syao.g_02220	Syap.g_01812
OG0000982	Syao.g_02437	Syap.g_00132
OG0000983	Syao.g_02438	Syap.g_00134
OG0000984	Syao.g_02439	Syap.g_00135
OG0000985	Syao.g_02443	Syap.g_00140
OG0000986	Syao.g_02445	Syap.g_01044
OG0000987	Syao.g_02447	Syap.g_01033
OG0000988	Syao.g_02452	Syap.g_01027
OG0000989	Syao.g_02368	Syap.g_01011
OG0000990	Syao.g_02362	Syap.g_02087
OG0000991	Syao.g_02354	Syap.g_02091
OG0000992	Syao.g_02279	Syap.g_02095
OG0000993	Syao.g_02280	Syap.g_02097
OG0000994	Syao.g_02283	Syap.g_02101
OG0000996	Syao.g_02305	Syap.g_01817
OG0000997	Syao.g_02326	Syap.g_02590
OG0000998	Syao.g_02328	Syap.g_02591
OG0000999	Syao.g_02329	Syap.g_02592
OG0001001	Syao.g_02338	Syap.g_02605
OG0001002	Syao.g_02345	Syap.g_00124
OG0001003	Syao.g_02347	Syap.g_02310
OG0001004	Syao.g_02348	Syap.g_02311
OG0001005	Syao.g_02194	Syap.g_02312
OG0001006	Syao.g_02159	Syap.g_00053
OG0001007	Syao.g_02161	Syap.g_00055
OG0001008	Syao.g_01737	Syap.g_02060
OG0001012	Syao.g_00322	Syap.g_00371
OG0001013	Syao.g_02413	Syap.g_01325
OG0001016	Syao.g_02622	Syap.g_01695
OG0001033	Syao.g_01016	Syap.g_00105
OG0001035	Syao.g_02101	Syap.g_01594
OG0001038	Syao.g_02065	Syap.g_01362
OG0001039	Syao.g_02062	Syap.g_01359
OG0001040	Syao.g_02059	Syap.g_01356
OG0001041	Syao.g_02055	Syap.g_01352
OG0001043	Syao.g_02028	Syap.g_01676
OG0001044	Syao.g_01878	Syap.g_00571
OG0001053	Syao.g_00025	Syap.g_02253
OG0001054	Syao.g_00104	Syap.g_00274
OG0001055	Syao.g_00156	Syap.g_00252
OG0001059	Syao.g_00858	Syap.g_00306
OG0001060	Syao.g_00852	Syap.g_00299
OG0001062	Syao.g_01050	Syap.g_01314
OG0001072	Syao.g_01027	Syap.g_00441
OG0001073	Syao.g_00991	Syap.g_00122, Syap.g_00455
OG0001078	Syao.g_00895	Syap.g_00896
OG0001085	Syao.g_00947	Syap.g_01953
OG0001094	Syao.g_00750	Syap.g_00187
OG0001095	Syao.g_00771	Syap.g_02725
OG0001096	Syao.g_00786	Syap.g_02709
OG0001100	Syao.g_00957	Syap.g_02369
OG0001102	Syao.g_00962	Syap.g_01258
OG0001103	Syao.g_00964	Syap.g_01256
OG0001105	Syao.g_00736	Syap.g_00175
OG0001107	Syao.g_00676	Syap.g_02015
OG0001108	Syao.g_00669	Syap.g_00119
OG0001122	Syao.g_00445	Syap.g_02766
OG0001123	Syao.g_00451	Syap.g_01872
OG0001133	Syao.g_01333	Syap.g_01292
OG0001136	Syao.g_00126	Syap.g_00230
OG0001137	Syao.g_00194	Syap.g_00213
OG0001140	Syao.g_00224	Syap.g_02134
OG0001152	Syao.g_02707	Syap.g_02447
OG0001154	Syao.g_00084	Syap.g_00013
OG0001155	Syao.g_01747	Syap.g_00750
OG0001160	Syao.g_01579	Syap.g_01217
OG0001162	Syao.g_02650	Syap.g_02366
OG0001163	Syao.g_01571	Syap.g_00609
OG0001164	Syao.g_01564	Syap.g_00614
OG0001165	Syao.g_01559	Syap.g_00619
OG0001168	Syao.g_01648	Syap.g_01372
OG0001171	Syao.g_01632	Syap.g_01505
OG0001172	Syao.g_01914	Syap.g_00547
OG0001177	Syao.g_01802	Syap.g_01920
OG0001178	Syao.g_01541	Syap.g_01786, Syap.g_01787
OG0001179	Syao.g_01768	Syap.g_00491
OG0001180	Syao.g_01833	Syap.g_00097, Syap.g_00465
OG0001181	Syao.g_01829	Syap.g_00459
OG0001183	Syao.g_01851	Syap.g_00594
OG0001185	Syao.g_02147	Syap.g_01104
OG0001186	Syao.g_02173	Syap.g_01140
OG0001187	Syao.g_02171	Syap.g_01142
OG0001188	Syao.g_02169	Syap.g_00634
OG0001189	Syao.g_02215	Syap.g_00979
OG0001191	Syao.g_02449	Syap.g_01030
OG0001192	Syao.g_02367	Syap.g_01021
OG0001197	Syao.g_02343	Syap.g_00126
OG0001198	Syao.g_02158	Syap.g_00052
OG0001199	Syao.g_02623	Syap.g_01696
OG0001200	Syao.g_02625	Syap.g_01698
OG0001202	Syao.g_02461	Syap.g_01613
OG0001203	Syao.g_00296, Syao.g_01705	Syap.g_01154
OG0001204	Syao.g_02117	Syap.g_01577
OG0001214	Syao.g_00896	Syap.g_00897
OG0001218	Syao.g_00092	Syap.g_00020
OG0001219	Syao.g_00651	Syap.g_02794
OG0001221	Syao.g_01657	Syap.g_01777
OG0001222	Syao.g_00687	Syap.g_02027
OG0001224	Syao.g_00427	Syap.g_01551
OG0001226	Syao.g_02633	Syap.g_02551
OG0001228	Syao.g_02256	Syap.g_01063
OG0001229	Syao.g_00220	Syap.g_00827
OG0001230	Syao.g_01503	Syap.g_02116
OG0001231	Syao.g_02254	Syap.g_00073
OG0001232	Syao.g_01664	Syap.g_01393
OG0001235	Syao.g_01863	Syap.g_01924
OG0001236	Syao.g_02261	Syap.g_01069
OG0001237	Syao.g_02265	Syap.g_01073
OG0001238	Syao.g_02451	Syap.g_01028
OG0001239	Syao.g_02620	Syap.g_01693, Syap.g_01692
OG0001242	Syao.g_02576	Syap.g_02227, Syap.g_02229
OG0001243	Syao.g_02584	Syap.g_02219
OG0001244	Syao.g_02477	Syap.g_02192
OG0001249	Syao.g_01882	Syap.g_00575
OG0001250	Syao.g_00556	Syap.g_01836
OG0001251	Syao.g_00641	Syap.g_01549, Syap.g_01727
OG0001253	Syao.g_01220	Syap.g_01969
OG0001255	Syao.g_00920	Syap.g_02523
OG0001256	Syao.g_01572	Syap.g_01225
OG0001258	Syao.g_01561	Syap.g_00617
OG0001260	Syao.g_01623	Syap.g_01497
OG0001261	Syao.g_01814	Syap.g_00482
OG0001262	Syao.g_02213	Syap.g_00981
OG0001263	Syao.g_02541	Syap.g_02216
OG0001265	Syao.g_02574	Syap.g_02231
OG0001266	Syao.g_02465	Syap.g_01618
OG0001267	Syao.g_02063	Syap.g_01360
OG0001268	Syao.g_01871	Syap.g_00563
OG0001270	Syao.g_01733	Syap.g_02056
OG0001271	Syao.g_02685	Syap.g_02759
OG0001272	Syao.g_00120	Syap.g_02250
OG0001274	Syao.g_02401	Syap.g_01897
OG0001275	Syao.g_00806	Syap.g_02694
OG0001276	Syao.g_00450	Syap.g_01873
OG0001277	Syao.g_01334	Syap.g_01293
OG0001278	Syao.g_00265	Syap.g_02438
OG0001279	Syao.g_01528	Syap.g_02663
OG0001282	Syao.g_00037	Syap.g_01701
OG0001284	Syao.g_01587	Syap.g_00047
OG0001286	Syao.g_01835	Syap.g_00467
OG0001288	Syao.g_02187	Syap.g_01123
OG0001289	Syao.g_02649	Syap.g_02365
OG0001291	Syao.g_02551	Syap.g_02207
OG0001292	Syao.g_02111	Syap.g_01583
OG0001297	Syao.g_00159	Syap.g_00255
OG0001299	Syao.g_00942	Syap.g_01959
OG0001303	Syao.g_00649	Syap.g_02795
OG0001304	Syao.g_00466	Syap.g_00536
OG0001305	Syao.g_00382	Syap.g_01562
OG0001306	Syao.g_00141	Syap.g_00245
OG0001308	Syao.g_01500	Syap.g_02750
OG0001310	Syao.g_01681	Syap.g_01774
OG0001311	Syao.g_00452	Syap.g_01871
OG0001312	Syao.g_00635	Syap.g_01735
OG0001314	Syao.g_01276	Syap.g_00330, Syap.g_00391
OG0001315	Syao.g_01853	Syap.g_00596
OG0001318	Syao.g_02099	Syap.g_01596, Syap.g_01597
OG0001319	Syao.g_02075	Syap.g_02338
OG0001323	Syao.g_01392	Syap.g_00757
OG0001326	Syao.g_02293	Syap.g_02646
OG0001332	Syao.g_01244	Syap.g_01548
OG0001333	Syao.g_01649	Syap.g_01373
OG0001336	Syao.g_02336	Syap.g_02602
OG0001337	Syao.g_01893, Syao.g_01884	Syap.g_00576
OG0001345	Syao.g_00179	Syap.g_01877, Syap.g_02776
OG0001347	Syao.g_02725	Syap.g_02536
OG0001349	Syao.g_01074	Syap.g_01264, Syap.g_00851
OG0001351	Syao.g_00060	Syap.g_01996
OG0001353	Syao.g_00439	Syap.g_01849
OG0001358	Syao.g_01343	Syap.g_00942
OG0001360	Syao.g_00177	Syap.g_01881, Syap.g_02778
OG0001361	Syao.g_00182	Syap.g_01792
OG0001364	Syao.g_01969	Syap.g_01052
OG0001365	Syao.g_02441	Syap.g_00138
OG0001366	Syao.g_01670	Syap.g_01399
OG0001368	Syao.g_02118	Syap.g_01576
OG0001371	Syao.g_02638	Syap.g_02545, Syap.g_02544
OG0001373	Syao.g_02291, Syao.g_02292	Syap.g_02647
OG0001374	Syao.g_02300	Syap.g_01829, Syap.g_01830
OG0001376	Syao.g_00617	Syap.g_01991
OG0001377	Syao.g_00618	Syap.g_01992
OG0001378	Syao.g_01732	Syap.g_02055
OG0001379	Syao.g_01441	Syap.g_01474
OG0001382	Syao.g_00766	Syap.g_00677
OG0001383	Syao.g_00885	Syap.g_02665
OG0001385	Syao.g_02288	Syap.g_02650
OG0001386	Syao.g_02289	Syap.g_02649
OG0001387	Syao.g_02290	Syap.g_02648
OG0001388	Syao.g_02294	Syap.g_02645
OG0001389	Syao.g_02295	Syap.g_02644
OG0001390	Syao.g_02296	Syap.g_02643
OG0001391	Syao.g_02297	Syap.g_01833
