Orthogroup	Syao	Prak
OG0000595	Syao.g_00892	Prak.g_01109
OG0000596	Syao.g_00897	Prak.g_01105
OG0000597	Syao.g_00900	Prak.g_01102
OG0000598	Syao.g_00901	Prak.g_01101
OG0000599	Syao.g_00908	Prak.g_01098
OG0000600	Syao.g_00909	Prak.g_01097
OG0000601	Syao.g_00910	Prak.g_01096
OG0000602	Syao.g_00914	Prak.g_01094
OG0000603	Syao.g_00915	Prak.g_01093
OG0000604	Syao.g_00918	Prak.g_01092
OG0000606	Syao.g_00924	Prak.g_01088
OG0000607	Syao.g_00927	Prak.g_01085
OG0000608	Syao.g_00928	Prak.g_01084
OG0000609	Syao.g_00930	Prak.g_01083
OG0000610	Syao.g_00940	Prak.g_01077
OG0000611	Syao.g_00943	Prak.g_01074
OG0000612	Syao.g_00944	Prak.g_01073
OG0000613	Syao.g_01979	Prak.g_00800
OG0000614	Syao.g_00375	Prak.g_00821
OG0000615	Syao.g_00978	Prak.g_00832
OG0000616	Syao.g_02342	Prak.g_01934
OG0000617	Syao.g_00486	Prak.g_01057
OG0000618	Syao.g_00485	Prak.g_01056
OG0000619	Syao.g_00484	Prak.g_01055
OG0000620	Syao.g_00479	Prak.g_01052
OG0000621	Syao.g_00478	Prak.g_01051
OG0000622	Syao.g_00476	Prak.g_01050
OG0000623	Syao.g_00475	Prak.g_01049
OG0000624	Syao.g_00473	Prak.g_01047
OG0000625	Syao.g_00472	Prak.g_01046
OG0000626	Syao.g_00471	Prak.g_01045
OG0000627	Syao.g_00567	Prak.g_01044
OG0000628	Syao.g_00566	Prak.g_01043
OG0000629	Syao.g_00590	Prak.g_01042
OG0000630	Syao.g_00585	Prak.g_01039
OG0000631	Syao.g_00644	Prak.g_00946
OG0000632	Syao.g_00643	Prak.g_00947
OG0000633	Syao.g_00642	Prak.g_00948
OG0000634	Syao.g_00752	Prak.g_00841
OG0000635	Syao.g_00753	Prak.g_00842
OG0000636	Syao.g_00755	Prak.g_00844
OG0000637	Syao.g_00757	Prak.g_00846
OG0000638	Syao.g_00758	Prak.g_00847
OG0000639	Syao.g_00759	Prak.g_00848
OG0000640	Syao.g_00760	Prak.g_00849
OG0000641	Syao.g_00764	Prak.g_00853
OG0000642	Syao.g_00765	Prak.g_00854
OG0000643	Syao.g_00767	Prak.g_00855
OG0000644	Syao.g_00768	Prak.g_00856
OG0000645	Syao.g_00770	Prak.g_00857
OG0000646	Syao.g_00773	Prak.g_00859
OG0000647	Syao.g_00775	Prak.g_00861
OG0000648	Syao.g_00777	Prak.g_00863
OG0000649	Syao.g_00778	Prak.g_00864
OG0000650	Syao.g_00779	Prak.g_00865
OG0000651	Syao.g_00780	Prak.g_00866
OG0000652	Syao.g_00781	Prak.g_00867
OG0000653	Syao.g_00783	Prak.g_00869
OG0000654	Syao.g_00784	Prak.g_00870
OG0000655	Syao.g_00785	Prak.g_00871
OG0000656	Syao.g_00789	Prak.g_00874
OG0000657	Syao.g_00435	Prak.g_00882
OG0000658	Syao.g_00560	Prak.g_00884
OG0000659	Syao.g_00559	Prak.g_00885
OG0000660	Syao.g_00555	Prak.g_00889
OG0000661	Syao.g_00553	Prak.g_00891
OG0000662	Syao.g_00535	Prak.g_00893
OG0000663	Syao.g_00532	Prak.g_00895
OG0000664	Syao.g_00530	Prak.g_00896
OG0000665	Syao.g_01436	Prak.g_00902
OG0000666	Syao.g_02120	Prak.g_00903
OG0000667	Syao.g_01375	Prak.g_00907
OG0000668	Syao.g_02678	Prak.g_00748
OG0000669	Syao.g_00955	Prak.g_00759
OG0000670	Syao.g_00958	Prak.g_00762
OG0000671	Syao.g_00960	Prak.g_00765
OG0000672	Syao.g_00963	Prak.g_00768
OG0000673	Syao.g_00966	Prak.g_00771
OG0000674	Syao.g_00968	Prak.g_00773
OG0000675	Syao.g_00969	Prak.g_00774
OG0000676	Syao.g_00971	Prak.g_00776
OG0000677	Syao.g_00972	Prak.g_00777
OG0000678	Syao.g_00974	Prak.g_00779
OG0000679	Syao.g_00981	Prak.g_00783
OG0000680	Syao.g_00982	Prak.g_00784
OG0000681	Syao.g_00985	Prak.g_00787
OG0000682	Syao.g_00986	Prak.g_00788
OG0000683	Syao.g_00987	Prak.g_00789
OG0000684	Syao.g_00990	Prak.g_00791
OG0000685	Syao.g_00733	Prak.g_00793
OG0000686	Syao.g_00734	Prak.g_00794
OG0000687	Syao.g_00735	Prak.g_00795
OG0000688	Syao.g_00741	Prak.g_01069
OG0000689	Syao.g_00743	Prak.g_01068
OG0000690	Syao.g_00744	Prak.g_01067
OG0000691	Syao.g_00745	Prak.g_01066
OG0000692	Syao.g_00747	Prak.g_01064
OG0000693	Syao.g_00748	Prak.g_01063
OG0000694	Syao.g_00749	Prak.g_01062
OG0000695	Syao.g_00639	Prak.g_00950
OG0000696	Syao.g_00638	Prak.g_00951
OG0000697	Syao.g_00636	Prak.g_00952
OG0000698	Syao.g_00633	Prak.g_00955
OG0000699	Syao.g_00631	Prak.g_00956
OG0000700	Syao.g_00630	Prak.g_00957
OG0000701	Syao.g_00629	Prak.g_00958
OG0000702	Syao.g_00705	Prak.g_00960
OG0000703	Syao.g_00693	Prak.g_00961
OG0000704	Syao.g_00689	Prak.g_00963
OG0000705	Syao.g_00682	Prak.g_00966
OG0000706	Syao.g_00681	Prak.g_00967
OG0000707	Syao.g_00680	Prak.g_00968
OG0000708	Syao.g_00677	Prak.g_00970
OG0000709	Syao.g_00670	Prak.g_00974
OG0000710	Syao.g_00666	Prak.g_00977
OG0000711	Syao.g_00815	Prak.g_00995
OG0000712	Syao.g_00813	Prak.g_00996
OG0000713	Syao.g_00812	Prak.g_00997
OG0000714	Syao.g_00810	Prak.g_00998
OG0000715	Syao.g_00808	Prak.g_01000
OG0000716	Syao.g_00804	Prak.g_01002
OG0000717	Syao.g_00803	Prak.g_01003
OG0000718	Syao.g_00794	Prak.g_01007
OG0000719	Syao.g_00444	Prak.g_01009
OG0000720	Syao.g_00457	Prak.g_01021
OG0000721	Syao.g_00459	Prak.g_01025
OG0000722	Syao.g_00460	Prak.g_01026
OG0000723	Syao.g_00469	Prak.g_01030
OG0000724	Syao.g_00513	Prak.g_00925
OG0000725	Syao.g_00385	Prak.g_00919
OG0000726	Syao.g_00384	Prak.g_00918
OG0000727	Syao.g_00383	Prak.g_00917
OG0000728	Syao.g_00381	Prak.g_00915
OG0000729	Syao.g_02190	Prak.g_01255
OG0000730	Syao.g_01880	Prak.g_01214
OG0000731	Syao.g_01868	Prak.g_00362
OG0000732	Syao.g_02218	Prak.g_01885
OG0000733	Syao.g_01427	Prak.g_01551
OG0000734	Syao.g_02592	Prak.g_01188
OG0000735	Syao.g_00140	Prak.g_01186
OG0000736	Syao.g_00139	Prak.g_01185
OG0000737	Syao.g_00138	Prak.g_01184
OG0000738	Syao.g_00132	Prak.g_01180
OG0000739	Syao.g_00131	Prak.g_01179
OG0000740	Syao.g_00130	Prak.g_01178
OG0000741	Syao.g_00127	Prak.g_01176
OG0000742	Syao.g_00124	Prak.g_01173
OG0000743	Syao.g_00217	Prak.g_01171
OG0000744	Syao.g_00216	Prak.g_01170
OG0000745	Syao.g_00213	Prak.g_01169
OG0000746	Syao.g_00210	Prak.g_01167
OG0000747	Syao.g_00208	Prak.g_01166
OG0000748	Syao.g_00193	Prak.g_01162
OG0000749	Syao.g_00192	Prak.g_01161
OG0000750	Syao.g_00191	Prak.g_01160
OG0000751	Syao.g_00185	Prak.g_01157
OG0000752	Syao.g_00183	Prak.g_01155
OG0000753	Syao.g_00180	Prak.g_01153
OG0000754	Syao.g_00175	Prak.g_01150
OG0000755	Syao.g_00021	Prak.g_01144
OG0000756	Syao.g_00229	Prak.g_01143
OG0000757	Syao.g_00252	Prak.g_01136
OG0000758	Syao.g_00251	Prak.g_01135
OG0000759	Syao.g_00250	Prak.g_01134
OG0000760	Syao.g_00249	Prak.g_01133
OG0000761	Syao.g_00248	Prak.g_01132
OG0000762	Syao.g_00246	Prak.g_01131
OG0000763	Syao.g_00242	Prak.g_01129
OG0000764	Syao.g_00241	Prak.g_01128
OG0000765	Syao.g_00267	Prak.g_01120
OG0000766	Syao.g_00266	Prak.g_01119
OG0000767	Syao.g_00264	Prak.g_01117
OG0000768	Syao.g_00263	Prak.g_01116
OG0000769	Syao.g_00261	Prak.g_01114
OG0000770	Syao.g_00257	Prak.g_00593
OG0000771	Syao.g_00506	Prak.g_01487
OG0000772	Syao.g_01523	Prak.g_01571
OG0000773	Syao.g_01447	Prak.g_01268
OG0000774	Syao.g_01442	Prak.g_01270
OG0000775	Syao.g_01440	Prak.g_01272
OG0000776	Syao.g_01439	Prak.g_01273
OG0000777	Syao.g_01438	Prak.g_01274
OG0000778	Syao.g_01437	Prak.g_01275
OG0000779	Syao.g_01469	Prak.g_01279
OG0000780	Syao.g_01456	Prak.g_01280
OG0000781	Syao.g_01452	Prak.g_01284
OG0000782	Syao.g_01451	Prak.g_01285
OG0000783	Syao.g_01450	Prak.g_01286
OG0000784	Syao.g_01449	Prak.g_01287
OG0000785	Syao.g_01481	Prak.g_01289
OG0000786	Syao.g_01473	Prak.g_01292
OG0000787	Syao.g_01472	Prak.g_01293
OG0000788	Syao.g_00870	Prak.g_00460
OG0000789	Syao.g_00623	Prak.g_01490
OG0000790	Syao.g_00041, Syao.g_00315	Prak.g_01334
OG0000791	Syao.g_00043	Prak.g_01336
OG0000792	Syao.g_00044	Prak.g_01337
OG0000793	Syao.g_02700	Prak.g_01340
OG0000794	Syao.g_02703	Prak.g_01341
OG0000795	Syao.g_02704	Prak.g_01342
OG0000796	Syao.g_02708	Prak.g_01346
OG0000797	Syao.g_02709	Prak.g_01347
OG0000799	Syao.g_01525	Prak.g_01374
OG0000800	Syao.g_01526	Prak.g_01375
OG0000801	Syao.g_01527	Prak.g_01376
OG0000802	Syao.g_01531	Prak.g_01378
OG0000803	Syao.g_01534	Prak.g_01380
OG0000804	Syao.g_01537	Prak.g_01381
OG0000805	Syao.g_01502	Prak.g_01383
OG0000806	Syao.g_01504	Prak.g_01385
OG0000807	Syao.g_01506	Prak.g_01386
OG0000808	Syao.g_01507	Prak.g_01387
OG0000809	Syao.g_01511	Prak.g_01389
OG0000810	Syao.g_01482	Prak.g_01390
OG0000811	Syao.g_01490	Prak.g_01394
OG0000812	Syao.g_01492	Prak.g_01396
OG0000813	Syao.g_01493	Prak.g_01397
OG0000814	Syao.g_01495	Prak.g_01399
OG0000815	Syao.g_01499	Prak.g_01400
OG0000816	Syao.g_01471	Prak.g_01402
OG0000817	Syao.g_01519	Prak.g_01403
OG0000818	Syao.g_00062	Prak.g_01408
OG0000819	Syao.g_00063	Prak.g_01409
OG0000820	Syao.g_00064	Prak.g_01410
OG0000821	Syao.g_00070	Prak.g_01414
OG0000822	Syao.g_00072	Prak.g_01415
OG0000823	Syao.g_00073	Prak.g_01416
OG0000824	Syao.g_00079	Prak.g_01419
OG0000825	Syao.g_00080	Prak.g_01420
OG0000826	Syao.g_00081	Prak.g_01421
OG0000827	Syao.g_00082	Prak.g_01422
OG0000828	Syao.g_00085	Prak.g_01425
OG0000829	Syao.g_00086	Prak.g_01426
OG0000830	Syao.g_00087	Prak.g_01427
OG0000831	Syao.g_00089	Prak.g_01429
OG0000832	Syao.g_01696	Prak.g_01439
OG0000833	Syao.g_01612	Prak.g_01448
OG0000834	Syao.g_01610	Prak.g_01449
OG0000835	Syao.g_01609	Prak.g_01450
OG0000836	Syao.g_01606	Prak.g_01451
OG0000837	Syao.g_01605	Prak.g_01452
OG0000838	Syao.g_01601	Prak.g_01454
OG0000839	Syao.g_01600	Prak.g_01455
OG0000840	Syao.g_01599	Prak.g_01456
OG0000841	Syao.g_01598	Prak.g_01457
OG0000842	Syao.g_01597	Prak.g_01458
OG0000843	Syao.g_01596	Prak.g_01459
OG0000844	Syao.g_01594	Prak.g_01460
OG0000845	Syao.g_01593	Prak.g_01461
OG0000846	Syao.g_01592	Prak.g_01462
OG0000847	Syao.g_01591	Prak.g_01463
OG0000848	Syao.g_01589	Prak.g_01464
OG0000849	Syao.g_01588	Prak.g_01465
OG0000850	Syao.g_01585	Prak.g_01467
OG0000851	Syao.g_01582	Prak.g_01468
OG0000852	Syao.g_01581	Prak.g_01469
OG0000853	Syao.g_01577	Prak.g_01475
OG0000854	Syao.g_01575	Prak.g_01477
OG0000855	Syao.g_01574	Prak.g_01478
OG0000856	Syao.g_01327	Prak.g_00590
OG0000857	Syao.g_00774	Prak.g_00860
OG0000858	Syao.g_01567	Prak.g_01638
OG0000859	Syao.g_01566	Prak.g_01639
OG0000860	Syao.g_01552	Prak.g_01647
OG0000861	Syao.g_01551	Prak.g_01648
OG0000862	Syao.g_01542	Prak.g_01649
OG0000863	Syao.g_01540	Prak.g_01651
OG0000864	Syao.g_01017	Prak.g_01652
OG0000866	Syao.g_01686	Prak.g_01654
OG0000867	Syao.g_01685	Prak.g_01655
OG0000868	Syao.g_01682	Prak.g_01657
OG0000869	Syao.g_01677	Prak.g_01660
OG0000870	Syao.g_01672	Prak.g_01665
OG0000871	Syao.g_01671	Prak.g_01666
OG0000872	Syao.g_01665	Prak.g_01667
OG0000873	Syao.g_01662	Prak.g_01670
OG0000874	Syao.g_01660	Prak.g_01673
OG0000875	Syao.g_01658	Prak.g_01674
OG0000876	Syao.g_00536	Prak.g_01675
OG0000877	Syao.g_01654	Prak.g_01677
OG0000878	Syao.g_01653	Prak.g_01678
OG0000879	Syao.g_01652	Prak.g_01679
OG0000880	Syao.g_01651	Prak.g_01680
OG0000881	Syao.g_01647	Prak.g_01684
OG0000882	Syao.g_01642	Prak.g_01689
OG0000883	Syao.g_01638	Prak.g_01691
OG0000884	Syao.g_01636	Prak.g_01693
OG0000885	Syao.g_01635	Prak.g_01694
OG0000886	Syao.g_01634	Prak.g_01695
OG0000887	Syao.g_01633	Prak.g_01696
OG0000888	Syao.g_01631	Prak.g_01698
OG0000889	Syao.g_01629	Prak.g_01700
OG0000890	Syao.g_01626	Prak.g_01701
OG0000891	Syao.g_01625	Prak.g_01702
OG0000892	Syao.g_01695	Prak.g_01704
OG0000893	Syao.g_01934	Prak.g_01708
OG0000894	Syao.g_01937	Prak.g_01711
OG0000895	Syao.g_01916	Prak.g_01715
OG0000896	Syao.g_01917	Prak.g_01716
OG0000897	Syao.g_01919	Prak.g_01718
OG0000898	Syao.g_01920	Prak.g_01719
OG0000899	Syao.g_01921	Prak.g_01720
OG0000900	Syao.g_01922	Prak.g_01721
OG0000901	Syao.g_01927	Prak.g_01724
OG0000902	Syao.g_01929	Prak.g_01726
OG0000903	Syao.g_01798	Prak.g_01730
OG0000904	Syao.g_01804	Prak.g_01734
OG0000905	Syao.g_01862	Prak.g_01728
OG0000906	Syao.g_01931	Prak.g_01727
OG0000907	Syao.g_01796	Prak.g_01737
OG0000908	Syao.g_01793	Prak.g_01740
OG0000909	Syao.g_01792	Prak.g_01741
OG0000910	Syao.g_01791	Prak.g_01742
OG0000911	Syao.g_01789	Prak.g_01744
OG0000912	Syao.g_01788	Prak.g_01745
OG0000913	Syao.g_01787	Prak.g_01746
OG0000914	Syao.g_01786	Prak.g_01747
OG0000915	Syao.g_01784	Prak.g_01748
OG0000916	Syao.g_01783	Prak.g_01749
OG0000917	Syao.g_01782	Prak.g_01750
OG0000918	Syao.g_01781	Prak.g_01751
OG0000919	Syao.g_01780	Prak.g_01752
OG0000920	Syao.g_01779	Prak.g_01753
OG0000921	Syao.g_01778	Prak.g_01754
OG0000922	Syao.g_01777	Prak.g_01755
OG0000923	Syao.g_01772	Prak.g_01759
OG0000924	Syao.g_01771	Prak.g_01760
OG0000925	Syao.g_01770	Prak.g_01761
OG0000926	Syao.g_01769	Prak.g_01762
OG0000927	Syao.g_01767	Prak.g_01764
OG0000928	Syao.g_01766	Prak.g_01765
OG0000929	Syao.g_01765	Prak.g_01766
OG0000930	Syao.g_01764	Prak.g_01767
OG0000931	Syao.g_01763	Prak.g_01768
OG0000932	Syao.g_01762	Prak.g_01769
OG0000933	Syao.g_01811	Prak.g_01773
OG0000934	Syao.g_01809	Prak.g_01775
OG0000935	Syao.g_01808	Prak.g_01776
OG0000936	Syao.g_01843	Prak.g_01777
OG0000937	Syao.g_01842	Prak.g_01778
OG0000938	Syao.g_01839	Prak.g_01781
OG0000939	Syao.g_01838	Prak.g_01782
OG0000940	Syao.g_01830	Prak.g_01789
OG0000941	Syao.g_01828	Prak.g_01791
OG0000942	Syao.g_01826	Prak.g_01793
OG0000943	Syao.g_01824	Prak.g_01794
OG0000944	Syao.g_01822	Prak.g_01796
OG0000945	Syao.g_01821	Prak.g_01797
OG0000946	Syao.g_01852	Prak.g_01802
OG0000947	Syao.g_01849	Prak.g_01804
OG0000948	Syao.g_01848	Prak.g_01805
OG0000949	Syao.g_01970	Prak.g_01808
OG0000950	Syao.g_01957	Prak.g_01815
OG0000951	Syao.g_02262	Prak.g_01819
OG0000952	Syao.g_02266	Prak.g_01823
OG0000953	Syao.g_02130	Prak.g_01827
OG0000954	Syao.g_02135	Prak.g_01831
OG0000955	Syao.g_02136	Prak.g_01832
OG0000956	Syao.g_02138	Prak.g_01834
OG0000957	Syao.g_01951	Prak.g_01840
OG0000958	Syao.g_01950	Prak.g_01841
OG0000959	Syao.g_01947	Prak.g_01845
OG0000960	Syao.g_01946	Prak.g_01846
OG0000961	Syao.g_02496	Prak.g_01849
OG0000962	Syao.g_02191	Prak.g_01851
OG0000963	Syao.g_02186	Prak.g_01855
OG0000964	Syao.g_02185	Prak.g_01856
OG0000965	Syao.g_02184	Prak.g_01857
OG0000966	Syao.g_02172	Prak.g_01863
OG0000967	Syao.g_02167	Prak.g_01867
OG0000968	Syao.g_02199	Prak.g_01869
OG0000969	Syao.g_02200	Prak.g_01870
OG0000970	Syao.g_02201	Prak.g_01871
OG0000971	Syao.g_02203	Prak.g_01872
OG0000972	Syao.g_02204	Prak.g_01873
OG0000973	Syao.g_02205	Prak.g_01874
OG0000974	Syao.g_02206	Prak.g_01875
OG0000975	Syao.g_02207	Prak.g_01876
OG0000976	Syao.g_02208	Prak.g_01877
OG0000977	Syao.g_02210	Prak.g_01878
OG0000978	Syao.g_02211	Prak.g_01879
OG0000979	Syao.g_02214	Prak.g_01882
OG0000980	Syao.g_02217	Prak.g_01884
OG0000981	Syao.g_02220	Prak.g_01887
OG0000982	Syao.g_02437	Prak.g_01889
OG0000983	Syao.g_02438	Prak.g_01890
OG0000984	Syao.g_02439	Prak.g_01891
OG0000985	Syao.g_02443	Prak.g_01894
OG0000986	Syao.g_02445	Prak.g_01896
OG0000987	Syao.g_02447	Prak.g_01897
OG0000988	Syao.g_02452	Prak.g_01900
OG0000989	Syao.g_02368	Prak.g_01904
OG0000990	Syao.g_02362	Prak.g_01908
OG0000991	Syao.g_02354	Prak.g_01909
OG0000992	Syao.g_02279	Prak.g_01912
OG0000993	Syao.g_02280	Prak.g_01913
OG0000994	Syao.g_02283	Prak.g_01914
OG0000995	Syao.g_02287	Prak.g_01918
OG0000996	Syao.g_02305	Prak.g_01919
OG0000997	Syao.g_02326	Prak.g_01922
OG0000998	Syao.g_02328	Prak.g_01924
OG0000999	Syao.g_02329	Prak.g_01925
OG0001000	Syao.g_02333	Prak.g_01928
OG0001001	Syao.g_02338	Prak.g_01931
OG0001002	Syao.g_02345	Prak.g_01936
OG0001003	Syao.g_02347	Prak.g_01937
OG0001004	Syao.g_02348	Prak.g_01938
OG0001005	Syao.g_02194	Prak.g_01939
OG0001006	Syao.g_02159	Prak.g_01943
OG0001007	Syao.g_02161	Prak.g_01945
OG0001008	Syao.g_01737	Prak.g_00399
OG0001009	Syao.g_02239	Prak.g_00027
OG0001010	Syao.g_02238	Prak.g_00028
OG0001011	Syao.g_02236	Prak.g_00030
OG0001012	Syao.g_00322	Prak.g_00044
OG0001013	Syao.g_02413	Prak.g_00051
OG0001014	Syao.g_02407	Prak.g_00054
OG0001015	Syao.g_02406	Prak.g_00056
OG0001016	Syao.g_02622	Prak.g_00078
OG0001017	Syao.g_02628	Prak.g_00082
OG0001018	Syao.g_02630	Prak.g_00084
OG0001019	Syao.g_02654	Prak.g_00093
OG0001020	Syao.g_02663	Prak.g_00094
OG0001021	Syao.g_02666	Prak.g_00095
OG0001022	Syao.g_02670	Prak.g_00098
OG0001023	Syao.g_02671	Prak.g_00099
OG0001024	Syao.g_01018	Prak.g_00103
OG0001025	Syao.g_02597	Prak.g_00110
OG0001026	Syao.g_02594	Prak.g_00119
OG0001027	Syao.g_02564	Prak.g_00120
OG0001028	Syao.g_02568	Prak.g_00122
OG0001029	Syao.g_02570	Prak.g_00123
OG0001030	Syao.g_02545	Prak.g_00139
OG0001031	Syao.g_02528	Prak.g_00199
OG0001032	Syao.g_02530	Prak.g_00200
OG0001033	Syao.g_01016	Prak.g_00221
OG0001034	Syao.g_01704	Prak.g_00252
OG0001035	Syao.g_02101	Prak.g_00272
OG0001036	Syao.g_02096	Prak.g_00276
OG0001037	Syao.g_02094	Prak.g_00277
OG0001038	Syao.g_02065	Prak.g_00296
OG0001039	Syao.g_02062	Prak.g_00299
OG0001040	Syao.g_02059	Prak.g_00301
OG0001041	Syao.g_02055	Prak.g_00306
OG0001042	Syao.g_02032	Prak.g_00323
OG0001043	Syao.g_02028	Prak.g_00324
OG0001044	Syao.g_01878	Prak.g_00355
OG0001045	Syao.g_01865	Prak.g_00364
OG0001046	Syao.g_00827	Prak.g_01597
OG0001047	Syao.g_01739	Prak.g_00401
OG0001048	Syao.g_01740	Prak.g_00402
OG0001049	Syao.g_01616	Prak.g_00404
OG0001050	Syao.g_01618	Prak.g_00405
OG0001051	Syao.g_01619	Prak.g_00406
OG0001052	Syao.g_02686	Prak.g_00432
OG0001053	Syao.g_00025	Prak.g_00444
OG0001054	Syao.g_00104	Prak.g_00459
OG0001055	Syao.g_00156	Prak.g_00478
OG0001056	Syao.g_01417	Prak.g_00495
OG0001057	Syao.g_00879	Prak.g_00500
OG0001058	Syao.g_00862	Prak.g_00509
OG0001059	Syao.g_00858	Prak.g_00513
OG0001060	Syao.g_00852	Prak.g_00519
OG0001062	Syao.g_01050	Prak.g_00536
OG0001063	Syao.g_01042	Prak.g_00538
OG0001064	Syao.g_01041	Prak.g_00539
OG0001065	Syao.g_01040	Prak.g_00540
OG0001066	Syao.g_01039	Prak.g_00541
OG0001067	Syao.g_01038	Prak.g_00542
OG0001068	Syao.g_01037	Prak.g_00543
OG0001069	Syao.g_01036	Prak.g_00544
OG0001070	Syao.g_01032	Prak.g_00548
OG0001071	Syao.g_01031	Prak.g_00549
OG0001072	Syao.g_01027	Prak.g_00551
OG0001073	Syao.g_00991	Prak.g_00565
OG0001074	Syao.g_00392	Prak.g_00577
OG0001075	Syao.g_00391	Prak.g_00578
OG0001076	Syao.g_01339	Prak.g_00585
OG0001077	Syao.g_01323	Prak.g_00591
OG0001078	Syao.g_00895	Prak.g_01107
OG0001079	Syao.g_00911	Prak.g_01095
OG0001081	Syao.g_00925	Prak.g_01087
OG0001082	Syao.g_00926	Prak.g_01086
OG0001083	Syao.g_00934	Prak.g_01081
OG0001084	Syao.g_00935	Prak.g_01080
OG0001085	Syao.g_00947	Prak.g_00797
OG0001086	Syao.g_00949	Prak.g_00798
OG0001087	Syao.g_01419	Prak.g_00816
OG0001088	Syao.g_00211	Prak.g_00817
OG0001089	Syao.g_00376	Prak.g_00828
OG0001090	Syao.g_00494	Prak.g_00838
OG0001091	Syao.g_00491	Prak.g_01060
OG0001092	Syao.g_00489	Prak.g_01059
OG0001093	Syao.g_00482	Prak.g_01054
OG0001094	Syao.g_00750	Prak.g_01061
OG0001095	Syao.g_00771	Prak.g_00858
OG0001096	Syao.g_00786	Prak.g_00872
OG0001097	Syao.g_00552	Prak.g_00892
OG0001098	Syao.g_00731	Prak.g_00911
OG0001099	Syao.g_02569	Prak.g_00753
OG0001100	Syao.g_00957	Prak.g_00761
OG0001101	Syao.g_00959	Prak.g_00764
OG0001102	Syao.g_00962	Prak.g_00767
OG0001103	Syao.g_00964	Prak.g_00769
OG0001105	Syao.g_00736	Prak.g_00796
OG0001106	Syao.g_00688	Prak.g_00964
OG0001107	Syao.g_00676	Prak.g_00971
OG0001108	Syao.g_00669	Prak.g_00975
OG0001109	Syao.g_00667	Prak.g_00976
OG0001110	Syao.g_00665	Prak.g_00978
OG0001111	Syao.g_00663	Prak.g_00979
OG0001112	Syao.g_00661	Prak.g_00980
OG0001113	Syao.g_00660	Prak.g_00981
OG0001114	Syao.g_00659	Prak.g_00982
OG0001115	Syao.g_00832	Prak.g_00984
OG0001116	Syao.g_00830	Prak.g_00985
OG0001117	Syao.g_00829	Prak.g_00986
OG0001118	Syao.g_00828	Prak.g_00987
OG0001119	Syao.g_00826	Prak.g_00988
OG0001120	Syao.g_00822	Prak.g_00990
OG0001122	Syao.g_00445	Prak.g_01010
OG0001123	Syao.g_00451	Prak.g_01016
OG0001124	Syao.g_00453	Prak.g_01018
OG0001125	Syao.g_00456	Prak.g_01020
OG0001126	Syao.g_00504	Prak.g_00931
OG0001127	Syao.g_00505	Prak.g_00930
OG0001128	Syao.g_00508	Prak.g_00928
OG0001129	Syao.g_00510	Prak.g_00927
OG0001130	Syao.g_00511	Prak.g_00926
OG0001131	Syao.g_01387	Prak.g_00383
OG0001132	Syao.g_01221	Prak.g_00712
OG0001133	Syao.g_01333	Prak.g_01328
OG0001134	Syao.g_01428	Prak.g_01550
OG0001135	Syao.g_01424	Prak.g_01553
OG0001136	Syao.g_00126	Prak.g_01175
OG0001137	Syao.g_00194	Prak.g_01163
OG0001138	Syao.g_00227	Prak.g_01142
OG0001139	Syao.g_00225	Prak.g_01140
OG0001140	Syao.g_00224	Prak.g_01139
OG0001141	Syao.g_00254	Prak.g_01138
OG0001142	Syao.g_00253	Prak.g_01137
OG0001143	Syao.g_00243	Prak.g_01130
OG0001144	Syao.g_00276	Prak.g_01125
OG0001145	Syao.g_01446	Prak.g_01269
OG0001146	Syao.g_01455	Prak.g_01281
OG0001147	Syao.g_00095	Prak.g_01301
OG0001148	Syao.g_00038	Prak.g_01331
OG0001149	Syao.g_00039	Prak.g_01332
OG0001150	Syao.g_00040	Prak.g_01333
OG0001151	Syao.g_02706	Prak.g_01344
OG0001152	Syao.g_02707	Prak.g_01345
OG0001153	Syao.g_00083	Prak.g_01423
OG0001154	Syao.g_00084	Prak.g_01424
OG0001155	Syao.g_01747	Prak.g_01441
OG0001156	Syao.g_01744	Prak.g_01444
OG0001157	Syao.g_01743	Prak.g_01445
OG0001158	Syao.g_01742	Prak.g_01446
OG0001159	Syao.g_01741	Prak.g_01447
OG0001160	Syao.g_01579	Prak.g_01473
OG0001161	Syao.g_02373	Prak.g_01588
OG0001162	Syao.g_02650	Prak.g_01526
OG0001163	Syao.g_01571	Prak.g_01636
OG0001164	Syao.g_01564	Prak.g_01640
OG0001165	Syao.g_01559	Prak.g_01643
OG0001166	Syao.g_01673	Prak.g_01664
OG0001167	Syao.g_01006	Prak.g_01681
OG0001168	Syao.g_01648	Prak.g_01683
OG0001169	Syao.g_01646	Prak.g_01685
OG0001170	Syao.g_01644	Prak.g_01687
OG0001171	Syao.g_01632	Prak.g_01697
OG0001172	Syao.g_01914	Prak.g_01713
OG0001173	Syao.g_01915	Prak.g_01714
OG0001174	Syao.g_01923	Prak.g_01722
OG0001175	Syao.g_01924	Prak.g_01723
OG0001176	Syao.g_01799	Prak.g_01731
OG0001177	Syao.g_01802	Prak.g_01733
OG0001178	Syao.g_01541	Prak.g_01650
OG0001179	Syao.g_01768	Prak.g_01763
OG0001180	Syao.g_01833	Prak.g_01786
OG0001181	Syao.g_01829	Prak.g_01790
OG0001182	Syao.g_01820	Prak.g_01798
OG0001183	Syao.g_01851	Prak.g_01803
