Orthogroup	Syao	Prai
OG0000601	Syao.g_00910	Prai.g_00675
OG0000602	Syao.g_00914	Prai.g_00677
OG0000603	Syao.g_00915	Prai.g_00678
OG0000604	Syao.g_00918	Prai.g_00679
OG0000606	Syao.g_00924	Prai.g_00683
OG0000607	Syao.g_00927	Prai.g_00686
OG0000608	Syao.g_00928	Prai.g_00687
OG0000609	Syao.g_00930	Prai.g_00688
OG0000610	Syao.g_00940	Prai.g_00693
OG0000611	Syao.g_00943	Prai.g_00696
OG0000612	Syao.g_00944	Prai.g_00697
OG0000613	Syao.g_01979	Prai.g_00702
OG0000614	Syao.g_00375	Prai.g_00721
OG0000615	Syao.g_00978	Prai.g_00729
OG0000616	Syao.g_02342	Prai.g_00732
OG0000617	Syao.g_00486	Prai.g_00754
OG0000618	Syao.g_00485	Prai.g_00755
OG0000619	Syao.g_00484	Prai.g_00756
OG0000620	Syao.g_00479	Prai.g_00759
OG0000621	Syao.g_00478	Prai.g_00760
OG0000622	Syao.g_00476	Prai.g_00761
OG0000623	Syao.g_00475	Prai.g_00762
OG0000624	Syao.g_00473	Prai.g_00763
OG0000625	Syao.g_00472	Prai.g_00764
OG0000626	Syao.g_00471	Prai.g_00765
OG0000627	Syao.g_00567	Prai.g_00766
OG0000628	Syao.g_00566	Prai.g_00767
OG0000629	Syao.g_00590	Prai.g_00768
OG0000630	Syao.g_00585	Prai.g_00771
OG0000631	Syao.g_00644	Prai.g_00857
OG0000632	Syao.g_00643	Prai.g_00856
OG0000633	Syao.g_00642	Prai.g_00855
OG0000634	Syao.g_00752	Prai.g_00852
OG0000635	Syao.g_00753	Prai.g_00851
OG0000636	Syao.g_00755	Prai.g_00849
OG0000637	Syao.g_00757	Prai.g_00847
OG0000638	Syao.g_00758	Prai.g_00846
OG0000639	Syao.g_00759	Prai.g_00845
OG0000640	Syao.g_00760	Prai.g_00844
OG0000641	Syao.g_00764	Prai.g_00839
OG0000642	Syao.g_00765	Prai.g_00838
OG0000643	Syao.g_00767	Prai.g_00837
OG0000644	Syao.g_00768	Prai.g_00836
OG0000645	Syao.g_00770	Prai.g_00835
OG0000646	Syao.g_00773	Prai.g_00833
OG0000647	Syao.g_00775	Prai.g_00832
OG0000648	Syao.g_00777	Prai.g_00830
OG0000649	Syao.g_00778	Prai.g_00829
OG0000650	Syao.g_00779	Prai.g_00828
OG0000651	Syao.g_00780	Prai.g_00827
OG0000652	Syao.g_00781	Prai.g_00826
OG0000653	Syao.g_00783	Prai.g_00824
OG0000654	Syao.g_00784	Prai.g_00823
OG0000655	Syao.g_00785	Prai.g_00822
OG0000656	Syao.g_00789	Prai.g_00819
OG0000657	Syao.g_00435	Prai.g_00811
OG0000658	Syao.g_00560	Prai.g_00810
OG0000659	Syao.g_00559	Prai.g_00809
OG0000660	Syao.g_00555	Prai.g_00805
OG0000661	Syao.g_00553	Prai.g_00803
OG0000662	Syao.g_00535	Prai.g_00801
OG0000663	Syao.g_00532	Prai.g_00799
OG0000664	Syao.g_00530	Prai.g_00798
OG0000665	Syao.g_01436	Prai.g_00794
OG0000666	Syao.g_02120	Prai.g_00793
OG0000667	Syao.g_01375	Prai.g_00789
OG0000668	Syao.g_02678	Prai.g_01060
OG0000669	Syao.g_00955	Prai.g_01054
OG0000670	Syao.g_00958	Prai.g_01052
OG0000671	Syao.g_00960	Prai.g_01050
OG0000672	Syao.g_00963	Prai.g_01048
OG0000673	Syao.g_00966	Prai.g_01045
OG0000674	Syao.g_00968	Prai.g_01043
OG0000675	Syao.g_00969	Prai.g_01042
OG0000676	Syao.g_00971	Prai.g_01040
OG0000677	Syao.g_00972	Prai.g_01039
OG0000678	Syao.g_00974	Prai.g_01037
OG0000679	Syao.g_00981	Prai.g_01033
OG0000680	Syao.g_00982	Prai.g_01032
OG0000681	Syao.g_00985	Prai.g_01030
OG0000682	Syao.g_00986	Prai.g_01029
OG0000683	Syao.g_00987	Prai.g_01028
OG0000684	Syao.g_00990	Prai.g_01027
OG0000685	Syao.g_00733	Prai.g_01025
OG0000686	Syao.g_00734	Prai.g_01024
OG0000687	Syao.g_00735	Prai.g_01023
OG0000688	Syao.g_00741	Prai.g_01020
OG0000689	Syao.g_00743	Prai.g_01019
OG0000690	Syao.g_00744	Prai.g_01018
OG0000691	Syao.g_00745	Prai.g_01017
OG0000692	Syao.g_00747	Prai.g_01015
OG0000693	Syao.g_00748	Prai.g_01014
OG0000694	Syao.g_00749	Prai.g_01013
OG0000695	Syao.g_00639	Prai.g_01011
OG0000696	Syao.g_00638	Prai.g_01010
OG0000697	Syao.g_00636	Prai.g_01009
OG0000698	Syao.g_00633	Prai.g_01006
OG0000699	Syao.g_00631	Prai.g_01005
OG0000700	Syao.g_00630	Prai.g_01004
OG0000701	Syao.g_00629	Prai.g_01003
OG0000702	Syao.g_00705	Prai.g_01001
OG0000703	Syao.g_00693	Prai.g_01000
OG0000704	Syao.g_00689	Prai.g_00999
OG0000705	Syao.g_00682	Prai.g_00995
OG0000706	Syao.g_00681	Prai.g_00994
OG0000707	Syao.g_00680	Prai.g_00993
OG0000708	Syao.g_00677	Prai.g_00992
OG0000709	Syao.g_00670	Prai.g_00988
OG0000710	Syao.g_00666	Prai.g_00985
OG0000711	Syao.g_00815	Prai.g_00968
OG0000712	Syao.g_00813	Prai.g_00966
OG0000713	Syao.g_00812	Prai.g_00965
OG0000714	Syao.g_00810	Prai.g_00964
OG0000715	Syao.g_00808	Prai.g_00962
OG0000716	Syao.g_00804	Prai.g_00960
OG0000717	Syao.g_00803	Prai.g_00959
OG0000718	Syao.g_00794	Prai.g_00948
OG0000719	Syao.g_00444	Prai.g_00946
OG0000720	Syao.g_00457	Prai.g_00938
OG0000721	Syao.g_00459	Prai.g_00936
OG0000722	Syao.g_00460	Prai.g_00935
OG0000723	Syao.g_00469	Prai.g_00932
OG0000724	Syao.g_00513	Prai.g_00923
OG0000725	Syao.g_00385	Prai.g_00917
OG0000726	Syao.g_00384	Prai.g_00916
OG0000727	Syao.g_00383	Prai.g_00915
OG0000728	Syao.g_00381	Prai.g_00913
OG0000729	Syao.g_02190	Prai.g_01109
OG0000730	Syao.g_01880	Prai.g_01113
OG0000731	Syao.g_01868	Prai.g_01117
OG0000732	Syao.g_02218	Prai.g_01126
OG0000733	Syao.g_01427	Prai.g_01144
OG0000734	Syao.g_02592	Prai.g_01157
OG0000735	Syao.g_00140	Prai.g_01159
OG0000736	Syao.g_00139	Prai.g_01160
OG0000737	Syao.g_00138	Prai.g_01161
OG0000738	Syao.g_00132	Prai.g_01165
OG0000739	Syao.g_00131	Prai.g_01166
OG0000740	Syao.g_00130	Prai.g_01167
OG0000741	Syao.g_00127	Prai.g_01168
OG0000742	Syao.g_00124	Prai.g_01170
OG0000743	Syao.g_00217	Prai.g_01172
OG0000744	Syao.g_00216	Prai.g_01173
OG0000745	Syao.g_00213	Prai.g_01174
OG0000746	Syao.g_00210	Prai.g_01176
OG0000747	Syao.g_00208	Prai.g_01177
OG0000748	Syao.g_00193	Prai.g_01180
OG0000749	Syao.g_00192	Prai.g_01181
OG0000750	Syao.g_00191	Prai.g_01182
OG0000751	Syao.g_00185	Prai.g_01184
OG0000752	Syao.g_00183	Prai.g_01186
OG0000753	Syao.g_00180	Prai.g_01189
OG0000754	Syao.g_00175	Prai.g_01192
OG0000755	Syao.g_00021	Prai.g_01196
OG0000756	Syao.g_00229	Prai.g_01197
OG0000757	Syao.g_00252	Prai.g_01204
OG0000758	Syao.g_00251	Prai.g_01205
OG0000759	Syao.g_00250	Prai.g_01206
OG0000760	Syao.g_00249	Prai.g_01207
OG0000761	Syao.g_00248	Prai.g_01208
OG0000762	Syao.g_00246	Prai.g_01209
OG0000763	Syao.g_00242	Prai.g_01211
OG0000764	Syao.g_00241	Prai.g_01212
OG0000765	Syao.g_00267	Prai.g_01221
OG0000766	Syao.g_00266	Prai.g_01222
OG0000767	Syao.g_00264	Prai.g_01224
OG0000768	Syao.g_00263	Prai.g_01225
OG0000769	Syao.g_00261	Prai.g_01227
OG0000770	Syao.g_00257	Prai.g_01229
OG0000771	Syao.g_00506	Prai.g_01238
OG0000772	Syao.g_01523	Prai.g_01310
OG0000773	Syao.g_01447	Prai.g_01325
OG0000774	Syao.g_01442	Prai.g_01327
OG0000775	Syao.g_01440	Prai.g_01330
OG0000776	Syao.g_01439	Prai.g_01331
OG0000777	Syao.g_01438	Prai.g_01332
OG0000778	Syao.g_01437	Prai.g_01333
OG0000779	Syao.g_01469	Prai.g_01337
OG0000780	Syao.g_01456	Prai.g_01338
OG0000781	Syao.g_01452	Prai.g_01341
OG0000782	Syao.g_01451	Prai.g_01342
OG0000783	Syao.g_01450	Prai.g_01343
OG0000784	Syao.g_01449	Prai.g_01344
OG0000785	Syao.g_01481	Prai.g_01346
OG0000786	Syao.g_01473	Prai.g_01348
OG0000787	Syao.g_01472	Prai.g_01349
OG0000788	Syao.g_00870	Prai.g_01358
OG0000789	Syao.g_00623	Prai.g_01360
OG0000790	Syao.g_00041, Syao.g_00315	Prai.g_01375
OG0000791	Syao.g_00043	Prai.g_01377
OG0000792	Syao.g_00044	Prai.g_01378
OG0000793	Syao.g_02700	Prai.g_01381
OG0000794	Syao.g_02703	Prai.g_01382
OG0000795	Syao.g_02704	Prai.g_01383
OG0000796	Syao.g_02708	Prai.g_01387
OG0000797	Syao.g_02709	Prai.g_01388
OG0000799	Syao.g_01525	Prai.g_01445
OG0000800	Syao.g_01526	Prai.g_01446
OG0000801	Syao.g_01527	Prai.g_01447
OG0000802	Syao.g_01531	Prai.g_01449
OG0000803	Syao.g_01534	Prai.g_01451
OG0000804	Syao.g_01537	Prai.g_01452
OG0000805	Syao.g_01502	Prai.g_01454
OG0000806	Syao.g_01504	Prai.g_01456
OG0000807	Syao.g_01506	Prai.g_01457
OG0000808	Syao.g_01507	Prai.g_01458
OG0000809	Syao.g_01511	Prai.g_01461
OG0000810	Syao.g_01482	Prai.g_01462
OG0000811	Syao.g_01490	Prai.g_01466
OG0000812	Syao.g_01492	Prai.g_01468
OG0000813	Syao.g_01493	Prai.g_01469
OG0000814	Syao.g_01495	Prai.g_01471
OG0000815	Syao.g_01499	Prai.g_01472
OG0000816	Syao.g_01471	Prai.g_01474
OG0000817	Syao.g_01519	Prai.g_01475
OG0000818	Syao.g_00062	Prai.g_01480
OG0000819	Syao.g_00063	Prai.g_01481
OG0000820	Syao.g_00064	Prai.g_01482
OG0000821	Syao.g_00070	Prai.g_01485
OG0000822	Syao.g_00072	Prai.g_01486
OG0000823	Syao.g_00073	Prai.g_01487
OG0000824	Syao.g_00079	Prai.g_01490
OG0000825	Syao.g_00080	Prai.g_01491
OG0000826	Syao.g_00081	Prai.g_01492
OG0000827	Syao.g_00082	Prai.g_01493
OG0000828	Syao.g_00085	Prai.g_01496
OG0000829	Syao.g_00086	Prai.g_01497
OG0000830	Syao.g_00087	Prai.g_01498
OG0000831	Syao.g_00089	Prai.g_01500
OG0000832	Syao.g_01696	Prai.g_01505
OG0000833	Syao.g_01612	Prai.g_01514
OG0000834	Syao.g_01610	Prai.g_01515
OG0000835	Syao.g_01609	Prai.g_01516
OG0000836	Syao.g_01606	Prai.g_01517
OG0000837	Syao.g_01605	Prai.g_01518
OG0000838	Syao.g_01601	Prai.g_01520
OG0000839	Syao.g_01600	Prai.g_01521
OG0000840	Syao.g_01599	Prai.g_01522
OG0000841	Syao.g_01598	Prai.g_01523
OG0000842	Syao.g_01597	Prai.g_01524
OG0000843	Syao.g_01596	Prai.g_01525
OG0000844	Syao.g_01594	Prai.g_01526
OG0000845	Syao.g_01593	Prai.g_01527
OG0000846	Syao.g_01592	Prai.g_01528
OG0000847	Syao.g_01591	Prai.g_01529
OG0000848	Syao.g_01589	Prai.g_01530
OG0000849	Syao.g_01588	Prai.g_01531
OG0000850	Syao.g_01585	Prai.g_01533
OG0000851	Syao.g_01582	Prai.g_01534
OG0000852	Syao.g_01581	Prai.g_01535
OG0000853	Syao.g_01577	Prai.g_01539
OG0000854	Syao.g_01575	Prai.g_01541
OG0000855	Syao.g_01574	Prai.g_01542
OG0000856	Syao.g_01327	Prai.g_01558
OG0000857	Syao.g_00774	Prai.g_01597
OG0000858	Syao.g_01567	Prai.g_01632
OG0000859	Syao.g_01566	Prai.g_01633
OG0000860	Syao.g_01552	Prai.g_01640
OG0000861	Syao.g_01551	Prai.g_01641
OG0000862	Syao.g_01542	Prai.g_01642
OG0000863	Syao.g_01540	Prai.g_01644
OG0000864	Syao.g_01017	Prai.g_01645
OG0000866	Syao.g_01686	Prai.g_01647
OG0000867	Syao.g_01685	Prai.g_01648
OG0000868	Syao.g_01682	Prai.g_01649
OG0000869	Syao.g_01677	Prai.g_01653
OG0000870	Syao.g_01672	Prai.g_01658
OG0000871	Syao.g_01671	Prai.g_01659
OG0000872	Syao.g_01665	Prai.g_01660
OG0000873	Syao.g_01662	Prai.g_01663
OG0000874	Syao.g_01660	Prai.g_01666
OG0000875	Syao.g_01658	Prai.g_01667
OG0000876	Syao.g_00536	Prai.g_01668
OG0000877	Syao.g_01654	Prai.g_01670
OG0000878	Syao.g_01653	Prai.g_01671
OG0000879	Syao.g_01652	Prai.g_01672
OG0000880	Syao.g_01651	Prai.g_01673
OG0000881	Syao.g_01647	Prai.g_01677
OG0000882	Syao.g_01642	Prai.g_01682
OG0000883	Syao.g_01638	Prai.g_01683
OG0000884	Syao.g_01636	Prai.g_01685
OG0000885	Syao.g_01635	Prai.g_01686
OG0000886	Syao.g_01634	Prai.g_01687
OG0000887	Syao.g_01633	Prai.g_01688
OG0000888	Syao.g_01631	Prai.g_01690
OG0000889	Syao.g_01629	Prai.g_01692
OG0000890	Syao.g_01626	Prai.g_01693
OG0000891	Syao.g_01625	Prai.g_01694
OG0000892	Syao.g_01695	Prai.g_01696
OG0000893	Syao.g_01934	Prai.g_01701
OG0000894	Syao.g_01937	Prai.g_01703
OG0000895	Syao.g_01916	Prai.g_01706
OG0000896	Syao.g_01917	Prai.g_01707
OG0000897	Syao.g_01919	Prai.g_01709
OG0000898	Syao.g_01920	Prai.g_01710
OG0000899	Syao.g_01921	Prai.g_01711
OG0000900	Syao.g_01922	Prai.g_01712
OG0000901	Syao.g_01927	Prai.g_01715
OG0000902	Syao.g_01929	Prai.g_01717
OG0000903	Syao.g_01798	Prai.g_01720
OG0000904	Syao.g_01804	Prai.g_01722
OG0000905	Syao.g_01862	Prai.g_01727
OG0000906	Syao.g_01931	Prai.g_01728
OG0000907	Syao.g_01796	Prai.g_01734
OG0000908	Syao.g_01793	Prai.g_01737
OG0000909	Syao.g_01792	Prai.g_01738
OG0000910	Syao.g_01791	Prai.g_01739
OG0000911	Syao.g_01789	Prai.g_01741
OG0000912	Syao.g_01788	Prai.g_01742
OG0000913	Syao.g_01787	Prai.g_01743
OG0000914	Syao.g_01786	Prai.g_01744
OG0000915	Syao.g_01784	Prai.g_01746
OG0000916	Syao.g_01783	Prai.g_01747
OG0000917	Syao.g_01782	Prai.g_01748
OG0000918	Syao.g_01781	Prai.g_01749
OG0000919	Syao.g_01780	Prai.g_01750
OG0000920	Syao.g_01779	Prai.g_01751
OG0000921	Syao.g_01778	Prai.g_01752
OG0000922	Syao.g_01777	Prai.g_01753
OG0000923	Syao.g_01772	Prai.g_01757
OG0000924	Syao.g_01771	Prai.g_01758
OG0000925	Syao.g_01770	Prai.g_01759
OG0000926	Syao.g_01769	Prai.g_01760
OG0000927	Syao.g_01767	Prai.g_01762
OG0000928	Syao.g_01766	Prai.g_01763
OG0000929	Syao.g_01765	Prai.g_01764
OG0000930	Syao.g_01764	Prai.g_01765
OG0000931	Syao.g_01763	Prai.g_01766
OG0000932	Syao.g_01762	Prai.g_01767
OG0000933	Syao.g_01811	Prai.g_01776
OG0000934	Syao.g_01809	Prai.g_01778
OG0000935	Syao.g_01808	Prai.g_01779
OG0000936	Syao.g_01843	Prai.g_01780
OG0000937	Syao.g_01842	Prai.g_01781
OG0000938	Syao.g_01839	Prai.g_01783
OG0000939	Syao.g_01838	Prai.g_01784
OG0000940	Syao.g_01830	Prai.g_01791
OG0000941	Syao.g_01828	Prai.g_01793
OG0000942	Syao.g_01826	Prai.g_01795
OG0000943	Syao.g_01824	Prai.g_01796
OG0000944	Syao.g_01822	Prai.g_01797
OG0000945	Syao.g_01821	Prai.g_01798
OG0000946	Syao.g_01852	Prai.g_01802
OG0000947	Syao.g_01849	Prai.g_01804
OG0000948	Syao.g_01848	Prai.g_01805
OG0000949	Syao.g_01970	Prai.g_01808
OG0000950	Syao.g_01957	Prai.g_01813
OG0000951	Syao.g_02262	Prai.g_01817
OG0000952	Syao.g_02266	Prai.g_01821
OG0000953	Syao.g_02130	Prai.g_01824
OG0000954	Syao.g_02135	Prai.g_01828
OG0000955	Syao.g_02136	Prai.g_01829
OG0000956	Syao.g_02138	Prai.g_01831
OG0000957	Syao.g_01951	Prai.g_01836
OG0000958	Syao.g_01950	Prai.g_01837
OG0000959	Syao.g_01947	Prai.g_01841
OG0000960	Syao.g_01946	Prai.g_01842
OG0000961	Syao.g_02496	Prai.g_01844
OG0000962	Syao.g_02191	Prai.g_01846
OG0000963	Syao.g_02186	Prai.g_01850
OG0000964	Syao.g_02185	Prai.g_01851
OG0000965	Syao.g_02184	Prai.g_01852
OG0000966	Syao.g_02172	Prai.g_01861
OG0000967	Syao.g_02167	Prai.g_01865
OG0000968	Syao.g_02199	Prai.g_01867
OG0000969	Syao.g_02200	Prai.g_01868
OG0000970	Syao.g_02201	Prai.g_01869
OG0000971	Syao.g_02203	Prai.g_01870
OG0000972	Syao.g_02204	Prai.g_01871
OG0000973	Syao.g_02205	Prai.g_01872
OG0000974	Syao.g_02206	Prai.g_01873
OG0000975	Syao.g_02207	Prai.g_01874
OG0000976	Syao.g_02208	Prai.g_01875
OG0000977	Syao.g_02210	Prai.g_01876
OG0000978	Syao.g_02211	Prai.g_01877
OG0000979	Syao.g_02214	Prai.g_01880
OG0000980	Syao.g_02217	Prai.g_01882
OG0000981	Syao.g_02220	Prai.g_01884
OG0000982	Syao.g_02437	Prai.g_01886
OG0000983	Syao.g_02438	Prai.g_01887
OG0000984	Syao.g_02439	Prai.g_01888
OG0000985	Syao.g_02443	Prai.g_01891
OG0000986	Syao.g_02445	Prai.g_01893
OG0000987	Syao.g_02447	Prai.g_01894
OG0000988	Syao.g_02452	Prai.g_01897
OG0000989	Syao.g_02368	Prai.g_01900
OG0000990	Syao.g_02362	Prai.g_01903
OG0000991	Syao.g_02354	Prai.g_01904
OG0000992	Syao.g_02279	Prai.g_01906
OG0000993	Syao.g_02280	Prai.g_01907
OG0000994	Syao.g_02283	Prai.g_01908
OG0000995	Syao.g_02287	Prai.g_01912
OG0000996	Syao.g_02305	Prai.g_01913
OG0000997	Syao.g_02326	Prai.g_01914
OG0000998	Syao.g_02328	Prai.g_01916
OG0000999	Syao.g_02329	Prai.g_01917
OG0001000	Syao.g_02333	Prai.g_01920
OG0001001	Syao.g_02338	Prai.g_01922
OG0001002	Syao.g_02345	Prai.g_01926
OG0001003	Syao.g_02347	Prai.g_01928
OG0001004	Syao.g_02348	Prai.g_01929
OG0001005	Syao.g_02194	Prai.g_01930
OG0001006	Syao.g_02159	Prai.g_01934
OG0001007	Syao.g_02161	Prai.g_01936
OG0001008	Syao.g_01737	Prai.g_00468
OG0001009	Syao.g_02239	Prai.g_00027
OG0001010	Syao.g_02238	Prai.g_00028
OG0001011	Syao.g_02236	Prai.g_00029
OG0001012	Syao.g_00322	Prai.g_00050
OG0001013	Syao.g_02413	Prai.g_00055
OG0001014	Syao.g_02407	Prai.g_00058
OG0001015	Syao.g_02406	Prai.g_00059
OG0001016	Syao.g_02622	Prai.g_00073
OG0001017	Syao.g_02628	Prai.g_00077
OG0001018	Syao.g_02630	Prai.g_00080
OG0001019	Syao.g_02654	Prai.g_00089
OG0001020	Syao.g_02663	Prai.g_00090
OG0001021	Syao.g_02666	Prai.g_00091
OG0001022	Syao.g_02670	Prai.g_00094
OG0001023	Syao.g_02671	Prai.g_00095
OG0001024	Syao.g_01018	Prai.g_00098
OG0001025	Syao.g_02597	Prai.g_00104
OG0001026	Syao.g_02594	Prai.g_00111
OG0001027	Syao.g_02564	Prai.g_00112
OG0001028	Syao.g_02568	Prai.g_00114
OG0001029	Syao.g_02570	Prai.g_00115
OG0001030	Syao.g_02545	Prai.g_00130
OG0001031	Syao.g_02528	Prai.g_00197
OG0001032	Syao.g_02530	Prai.g_00198
OG0001033	Syao.g_01016	Prai.g_00219
OG0001034	Syao.g_01704	Prai.g_00247
OG0001035	Syao.g_02101	Prai.g_00267
OG0001036	Syao.g_02096	Prai.g_00272
OG0001037	Syao.g_02094	Prai.g_00273
OG0001038	Syao.g_02065	Prai.g_00291
OG0001039	Syao.g_02062	Prai.g_00294
OG0001040	Syao.g_02059	Prai.g_00296
OG0001041	Syao.g_02055	Prai.g_00300
OG0001042	Syao.g_02032	Prai.g_00317
OG0001043	Syao.g_02028	Prai.g_00318
OG0001045	Syao.g_01865	Prai.g_00355
OG0001046	Syao.g_00827	Prai.g_00390
OG0001047	Syao.g_01739	Prai.g_00470
OG0001048	Syao.g_01740	Prai.g_00471
OG0001049	Syao.g_01616	Prai.g_00473
OG0001050	Syao.g_01618	Prai.g_00474
OG0001051	Syao.g_01619	Prai.g_00475
OG0001052	Syao.g_02686	Prai.g_00501
OG0001053	Syao.g_00025	Prai.g_00513
OG0001054	Syao.g_00104	Prai.g_00528
OG0001055	Syao.g_00156	Prai.g_00546
OG0001056	Syao.g_01417	Prai.g_00564
OG0001057	Syao.g_00879	Prai.g_00569
OG0001058	Syao.g_00862	Prai.g_00577
OG0001059	Syao.g_00858	Prai.g_00581
OG0001060	Syao.g_00852	Prai.g_00588
OG0001062	Syao.g_01050	Prai.g_00604
OG0001063	Syao.g_01042	Prai.g_00606
OG0001064	Syao.g_01041	Prai.g_00607
OG0001065	Syao.g_01040	Prai.g_00608
OG0001066	Syao.g_01039	Prai.g_00609
OG0001067	Syao.g_01038	Prai.g_00610
OG0001068	Syao.g_01037	Prai.g_00611
OG0001069	Syao.g_01036	Prai.g_00612
OG0001070	Syao.g_01032	Prai.g_00615
OG0001071	Syao.g_01031	Prai.g_00616
OG0001072	Syao.g_01027	Prai.g_00618
OG0001073	Syao.g_00991	Prai.g_00632
OG0001074	Syao.g_00392	Prai.g_00643
OG0001075	Syao.g_00391	Prai.g_00644
OG0001076	Syao.g_01339	Prai.g_00653
OG0001077	Syao.g_01323	Prai.g_00657
OG0001078	Syao.g_00895	Prai.g_00665
OG0001079	Syao.g_00911	Prai.g_00676
OG0001081	Syao.g_00925	Prai.g_00684
OG0001082	Syao.g_00926	Prai.g_00685
OG0001083	Syao.g_00934	Prai.g_00690
OG0001084	Syao.g_00935	Prai.g_00691
OG0001085	Syao.g_00947	Prai.g_00699
OG0001086	Syao.g_00949	Prai.g_00700
OG0001087	Syao.g_01419	Prai.g_00717
OG0001088	Syao.g_00211	Prai.g_00718
OG0001089	Syao.g_00376	Prai.g_00726
OG0001090	Syao.g_00494	Prai.g_00749
OG0001091	Syao.g_00491	Prai.g_00751
OG0001092	Syao.g_00489	Prai.g_00752
OG0001093	Syao.g_00482	Prai.g_00757
OG0001094	Syao.g_00750	Prai.g_00854
OG0001095	Syao.g_00771	Prai.g_00834
OG0001096	Syao.g_00786	Prai.g_00821
OG0001097	Syao.g_00552	Prai.g_00802
OG0001098	Syao.g_00731	Prai.g_00787
OG0001099	Syao.g_02569	Prai.g_01057
OG0001100	Syao.g_00957	Prai.g_01053
OG0001101	Syao.g_00959	Prai.g_01051
OG0001102	Syao.g_00962	Prai.g_01049
OG0001103	Syao.g_00964	Prai.g_01047
OG0001105	Syao.g_00736	Prai.g_01022
OG0001106	Syao.g_00688	Prai.g_00998
OG0001107	Syao.g_00676	Prai.g_00991
OG0001108	Syao.g_00669	Prai.g_00987
OG0001109	Syao.g_00667	Prai.g_00986
OG0001110	Syao.g_00665	Prai.g_00984
OG0001111	Syao.g_00663	Prai.g_00983
OG0001112	Syao.g_00661	Prai.g_00982
OG0001113	Syao.g_00660	Prai.g_00981
OG0001114	Syao.g_00659	Prai.g_00980
OG0001115	Syao.g_00832	Prai.g_00978
OG0001116	Syao.g_00830	Prai.g_00977
OG0001117	Syao.g_00829	Prai.g_00976
OG0001118	Syao.g_00828	Prai.g_00975
OG0001119	Syao.g_00826	Prai.g_00974
OG0001120	Syao.g_00822	Prai.g_00972
OG0001121	Syao.g_01294	Prai.g_01141, Prai.g_00969
OG0001122	Syao.g_00445	Prai.g_00945
OG0001124	Syao.g_00453	Prai.g_00940
OG0001125	Syao.g_00456	Prai.g_00939
OG0001126	Syao.g_00504	Prai.g_00929
OG0001127	Syao.g_00505	Prai.g_00928
OG0001128	Syao.g_00508	Prai.g_00926
OG0001129	Syao.g_00510	Prai.g_00925
OG0001130	Syao.g_00511	Prai.g_00924
OG0001131	Syao.g_01387	Prai.g_01088
OG0001132	Syao.g_01221	Prai.g_01098
OG0001133	Syao.g_01333	Prai.g_01130
OG0001134	Syao.g_01428	Prai.g_01143
OG0001135	Syao.g_01424	Prai.g_01146
OG0001137	Syao.g_00194	Prai.g_01179
OG0001138	Syao.g_00227	Prai.g_01198
OG0001139	Syao.g_00225	Prai.g_01200
OG0001140	Syao.g_00224	Prai.g_01201
OG0001141	Syao.g_00254	Prai.g_01202
OG0001142	Syao.g_00253	Prai.g_01203
OG0001143	Syao.g_00243	Prai.g_01210
OG0001144	Syao.g_00276	Prai.g_01215
OG0001145	Syao.g_01446	Prai.g_01326
OG0001146	Syao.g_01455	Prai.g_01339
OG0001147	Syao.g_00095	Prai.g_01357
OG0001148	Syao.g_00038	Prai.g_01372
OG0001149	Syao.g_00039	Prai.g_01373
OG0001150	Syao.g_00040	Prai.g_01374
OG0001151	Syao.g_02706	Prai.g_01385
OG0001152	Syao.g_02707	Prai.g_01386
OG0001153	Syao.g_00083	Prai.g_01494
OG0001154	Syao.g_00084	Prai.g_01495
OG0001155	Syao.g_01747	Prai.g_01507
OG0001156	Syao.g_01744	Prai.g_01510
OG0001157	Syao.g_01743	Prai.g_01511
OG0001158	Syao.g_01742	Prai.g_01512
OG0001159	Syao.g_01741	Prai.g_01513
OG0001160	Syao.g_01579	Prai.g_01537
OG0001161	Syao.g_02373	Prai.g_01550
OG0001162	Syao.g_02650	Prai.g_01563
OG0001163	Syao.g_01571	Prai.g_01630
OG0001164	Syao.g_01564	Prai.g_01634
OG0001165	Syao.g_01559	Prai.g_01637
OG0001166	Syao.g_01673	Prai.g_01657
OG0001167	Syao.g_01006	Prai.g_01674
OG0001168	Syao.g_01648	Prai.g_01676
OG0001169	Syao.g_01646	Prai.g_01678
OG0001170	Syao.g_01644	Prai.g_01680
OG0001171	Syao.g_01632	Prai.g_01689
OG0001172	Syao.g_01914	Prai.g_01704
OG0001173	Syao.g_01915	Prai.g_01705
OG0001174	Syao.g_01923	Prai.g_01713
OG0001175	Syao.g_01924	Prai.g_01714
OG0001176	Syao.g_01799	Prai.g_01721
OG0001177	Syao.g_01802	Prai.g_01724
OG0001178	Syao.g_01541	Prai.g_01729
OG0001179	Syao.g_01768	Prai.g_01761
OG0001180	Syao.g_01833	Prai.g_01788
OG0001181	Syao.g_01829	Prai.g_01792
OG0001182	Syao.g_01820	Prai.g_01799
OG0001183	Syao.g_01851	Prai.g_01803
OG0001184	Syao.g_02264	Prai.g_01819
OG0001185	Syao.g_02147	Prai.g_01833
OG0001186	Syao.g_02173	Prai.g_01856
OG0001187	Syao.g_02171	Prai.g_01862
OG0001188	Syao.g_02169	Prai.g_01864
OG0001189	Syao.g_02215	Prai.g_01881
OG0001190	Syao.g_02436	Prai.g_01885
