Orthogroup	Syao	Prag
OG0000600	Syao.g_00909	Prag.g_00623
OG0000601	Syao.g_00910	Prag.g_00624
OG0000602	Syao.g_00914	Prag.g_00626
OG0000603	Syao.g_00915	Prag.g_00627
OG0000604	Syao.g_00918	Prag.g_00628
OG0000606	Syao.g_00924	Prag.g_00632
OG0000607	Syao.g_00927	Prag.g_00635
OG0000608	Syao.g_00928	Prag.g_00636
OG0000609	Syao.g_00930	Prag.g_00637
OG0000610	Syao.g_00940	Prag.g_00642
OG0000611	Syao.g_00943	Prag.g_00645
OG0000612	Syao.g_00944	Prag.g_00646
OG0000613	Syao.g_01979	Prag.g_00651
OG0000614	Syao.g_00375	Prag.g_00670
OG0000615	Syao.g_00978	Prag.g_00678
OG0000616	Syao.g_02342	Prag.g_00682
OG0000617	Syao.g_00486	Prag.g_00698
OG0000618	Syao.g_00485	Prag.g_00699
OG0000619	Syao.g_00484	Prag.g_00700
OG0000620	Syao.g_00479	Prag.g_00703
OG0000621	Syao.g_00478	Prag.g_00704
OG0000622	Syao.g_00476	Prag.g_00705
OG0000623	Syao.g_00475	Prag.g_00706
OG0000624	Syao.g_00473	Prag.g_00707
OG0000625	Syao.g_00472	Prag.g_00708
OG0000626	Syao.g_00471	Prag.g_00709
OG0000627	Syao.g_00567	Prag.g_00710
OG0000628	Syao.g_00566	Prag.g_00711
OG0000629	Syao.g_00590	Prag.g_00712
OG0000630	Syao.g_00585	Prag.g_00715
OG0000631	Syao.g_00644	Prag.g_00797
OG0000632	Syao.g_00643	Prag.g_00798
OG0000633	Syao.g_00642	Prag.g_00799
OG0000634	Syao.g_00752	Prag.g_00802
OG0000635	Syao.g_00753	Prag.g_00803
OG0000636	Syao.g_00755	Prag.g_00805
OG0000637	Syao.g_00757	Prag.g_00807
OG0000638	Syao.g_00758	Prag.g_00808
OG0000639	Syao.g_00759	Prag.g_00809
OG0000640	Syao.g_00760	Prag.g_00810
OG0000641	Syao.g_00764	Prag.g_00814
OG0000642	Syao.g_00765	Prag.g_00815
OG0000643	Syao.g_00767	Prag.g_00816
OG0000644	Syao.g_00768	Prag.g_00817
OG0000645	Syao.g_00770	Prag.g_00818
OG0000646	Syao.g_00773	Prag.g_00820
OG0000647	Syao.g_00775	Prag.g_00821
OG0000648	Syao.g_00777	Prag.g_00823
OG0000649	Syao.g_00778	Prag.g_00824
OG0000650	Syao.g_00779	Prag.g_00825
OG0000651	Syao.g_00780	Prag.g_00826
OG0000652	Syao.g_00781	Prag.g_00827
OG0000653	Syao.g_00783	Prag.g_00829
OG0000654	Syao.g_00784	Prag.g_00830
OG0000655	Syao.g_00785	Prag.g_00831
OG0000656	Syao.g_00789	Prag.g_00834
OG0000657	Syao.g_00435	Prag.g_00840
OG0000658	Syao.g_00560	Prag.g_00841
OG0000659	Syao.g_00559	Prag.g_00842
OG0000660	Syao.g_00555	Prag.g_00846
OG0000661	Syao.g_00553	Prag.g_00848
OG0000662	Syao.g_00535	Prag.g_00850
OG0000663	Syao.g_00532	Prag.g_00852
OG0000664	Syao.g_00530	Prag.g_00853
OG0000665	Syao.g_01436	Prag.g_00857
OG0000666	Syao.g_02120	Prag.g_00858
OG0000667	Syao.g_01375	Prag.g_00862
OG0000668	Syao.g_02678	Prag.g_00892
OG0000669	Syao.g_00955	Prag.g_00898
OG0000670	Syao.g_00958	Prag.g_00900
OG0000671	Syao.g_00960	Prag.g_00902
OG0000672	Syao.g_00963	Prag.g_00904
OG0000673	Syao.g_00966	Prag.g_00907
OG0000674	Syao.g_00968	Prag.g_00909
OG0000675	Syao.g_00969	Prag.g_00910
OG0000676	Syao.g_00971	Prag.g_00912
OG0000677	Syao.g_00972	Prag.g_00913
OG0000678	Syao.g_00974	Prag.g_00915
OG0000679	Syao.g_00981	Prag.g_00919
OG0000680	Syao.g_00982	Prag.g_00920
OG0000681	Syao.g_00985	Prag.g_00922
OG0000682	Syao.g_00986	Prag.g_00923
OG0000683	Syao.g_00987	Prag.g_00924
OG0000684	Syao.g_00990	Prag.g_00926
OG0000685	Syao.g_00733	Prag.g_00928
OG0000686	Syao.g_00734	Prag.g_00929
OG0000687	Syao.g_00735	Prag.g_00930
OG0000688	Syao.g_00741	Prag.g_00933
OG0000689	Syao.g_00743	Prag.g_00934
OG0000690	Syao.g_00744	Prag.g_00935
OG0000691	Syao.g_00745	Prag.g_00936
OG0000692	Syao.g_00747	Prag.g_00938
OG0000693	Syao.g_00748	Prag.g_00939
OG0000694	Syao.g_00749	Prag.g_00940
OG0000695	Syao.g_00639	Prag.g_00942
OG0000696	Syao.g_00638	Prag.g_00943
OG0000697	Syao.g_00636	Prag.g_00944
OG0000698	Syao.g_00633	Prag.g_00947
OG0000699	Syao.g_00631	Prag.g_00948
OG0000700	Syao.g_00630	Prag.g_00949
OG0000701	Syao.g_00629	Prag.g_00950
OG0000702	Syao.g_00705	Prag.g_00952
OG0000703	Syao.g_00693	Prag.g_00953
OG0000704	Syao.g_00689	Prag.g_00954
OG0000705	Syao.g_00682	Prag.g_00958
OG0000706	Syao.g_00681	Prag.g_00959
OG0000707	Syao.g_00680	Prag.g_00960
OG0000708	Syao.g_00677	Prag.g_00961
OG0000709	Syao.g_00670	Prag.g_00965
OG0000710	Syao.g_00666	Prag.g_00968
OG0000711	Syao.g_00815	Prag.g_00985
OG0000712	Syao.g_00813	Prag.g_00987
OG0000713	Syao.g_00812	Prag.g_00988
OG0000714	Syao.g_00810	Prag.g_00989
OG0000715	Syao.g_00808	Prag.g_00991
OG0000716	Syao.g_00804	Prag.g_00993
OG0000717	Syao.g_00803	Prag.g_00994
OG0000718	Syao.g_00794	Prag.g_01005
OG0000719	Syao.g_00444	Prag.g_01007
OG0000720	Syao.g_00457	Prag.g_01016
OG0000721	Syao.g_00459	Prag.g_01018
OG0000722	Syao.g_00460	Prag.g_01019
OG0000723	Syao.g_00469	Prag.g_01022
OG0000724	Syao.g_00513	Prag.g_01031
OG0000725	Syao.g_00385	Prag.g_01037
OG0000726	Syao.g_00384	Prag.g_01038
OG0000727	Syao.g_00383	Prag.g_01039
OG0000728	Syao.g_00381	Prag.g_01041
OG0000729	Syao.g_02190	Prag.g_01087
OG0000730	Syao.g_01880	Prag.g_01091
OG0000731	Syao.g_01868	Prag.g_01095
OG0000732	Syao.g_02218	Prag.g_01102
OG0000733	Syao.g_01427	Prag.g_01121
OG0000734	Syao.g_02592	Prag.g_01138
OG0000735	Syao.g_00140	Prag.g_01140
OG0000736	Syao.g_00139	Prag.g_01141
OG0000737	Syao.g_00138	Prag.g_01142
OG0000738	Syao.g_00132	Prag.g_01146
OG0000739	Syao.g_00131	Prag.g_01147
OG0000740	Syao.g_00130	Prag.g_01148
OG0000741	Syao.g_00127	Prag.g_01149
OG0000742	Syao.g_00124	Prag.g_01152
OG0000743	Syao.g_00217	Prag.g_01154
OG0000744	Syao.g_00216	Prag.g_01155
OG0000745	Syao.g_00213	Prag.g_01156
OG0000746	Syao.g_00210	Prag.g_01158
OG0000747	Syao.g_00208	Prag.g_01159
OG0000748	Syao.g_00193	Prag.g_01162
OG0000749	Syao.g_00192	Prag.g_01163
OG0000750	Syao.g_00191	Prag.g_01164
OG0000751	Syao.g_00185	Prag.g_01166
OG0000752	Syao.g_00183	Prag.g_01168
OG0000753	Syao.g_00180	Prag.g_01171
OG0000754	Syao.g_00175	Prag.g_01174
OG0000755	Syao.g_00021	Prag.g_01177
OG0000756	Syao.g_00229	Prag.g_01178
OG0000757	Syao.g_00252	Prag.g_01184
OG0000758	Syao.g_00251	Prag.g_01185
OG0000759	Syao.g_00250	Prag.g_01186
OG0000760	Syao.g_00249	Prag.g_01187
OG0000761	Syao.g_00248	Prag.g_01188
OG0000762	Syao.g_00246	Prag.g_01189
OG0000763	Syao.g_00242	Prag.g_01191
OG0000764	Syao.g_00241	Prag.g_01192
OG0000765	Syao.g_00267	Prag.g_01201
OG0000766	Syao.g_00266	Prag.g_01202
OG0000767	Syao.g_00264	Prag.g_01204
OG0000768	Syao.g_00263	Prag.g_01205
OG0000769	Syao.g_00261	Prag.g_01207
OG0000770	Syao.g_00257	Prag.g_01209
OG0000771	Syao.g_00506	Prag.g_01219
OG0000772	Syao.g_01523	Prag.g_01328
OG0000773	Syao.g_01447	Prag.g_01344
OG0000774	Syao.g_01442	Prag.g_01346
OG0000775	Syao.g_01440	Prag.g_01350
OG0000776	Syao.g_01439	Prag.g_01351
OG0000777	Syao.g_01438	Prag.g_01352
OG0000778	Syao.g_01437	Prag.g_01353
OG0000779	Syao.g_01469	Prag.g_01357
OG0000780	Syao.g_01456	Prag.g_01358
OG0000781	Syao.g_01452	Prag.g_01361
OG0000782	Syao.g_01451	Prag.g_01362
OG0000783	Syao.g_01450	Prag.g_01363
OG0000784	Syao.g_01449	Prag.g_01364
OG0000785	Syao.g_01481	Prag.g_01366
OG0000786	Syao.g_01473	Prag.g_01368
OG0000787	Syao.g_01472	Prag.g_01369
OG0000788	Syao.g_00870	Prag.g_01376
OG0000789	Syao.g_00623	Prag.g_01379
OG0000790	Syao.g_00041, Syao.g_00315	Prag.g_01394
OG0000791	Syao.g_00043	Prag.g_01396
OG0000792	Syao.g_00044	Prag.g_01397
OG0000793	Syao.g_02700	Prag.g_01400
OG0000794	Syao.g_02703	Prag.g_01401
OG0000795	Syao.g_02704	Prag.g_01402
OG0000796	Syao.g_02708	Prag.g_01406
OG0000797	Syao.g_02709	Prag.g_01407
OG0000798	Syao.g_02066	Prag.g_01430
OG0000799	Syao.g_01525	Prag.g_01470
OG0000800	Syao.g_01526	Prag.g_01471
OG0000801	Syao.g_01527	Prag.g_01472
OG0000802	Syao.g_01531	Prag.g_01474
OG0000803	Syao.g_01534	Prag.g_01476
OG0000804	Syao.g_01537	Prag.g_01477
OG0000805	Syao.g_01502	Prag.g_01479
OG0000806	Syao.g_01504	Prag.g_01481
OG0000807	Syao.g_01506	Prag.g_01482
OG0000808	Syao.g_01507	Prag.g_01483
OG0000809	Syao.g_01511	Prag.g_01486
OG0000810	Syao.g_01482	Prag.g_01487
OG0000811	Syao.g_01490	Prag.g_01493
OG0000812	Syao.g_01492	Prag.g_01495
OG0000813	Syao.g_01493	Prag.g_01496
OG0000814	Syao.g_01495	Prag.g_01498
OG0000815	Syao.g_01499	Prag.g_01499
OG0000816	Syao.g_01471	Prag.g_01501
OG0000817	Syao.g_01519	Prag.g_01502
OG0000818	Syao.g_00062	Prag.g_01507
OG0000819	Syao.g_00063	Prag.g_01508
OG0000820	Syao.g_00064	Prag.g_01509
OG0000821	Syao.g_00070	Prag.g_01512
OG0000822	Syao.g_00072	Prag.g_01513
OG0000823	Syao.g_00073	Prag.g_01514
OG0000824	Syao.g_00079	Prag.g_01517
OG0000825	Syao.g_00080	Prag.g_01518
OG0000826	Syao.g_00081	Prag.g_01519
OG0000827	Syao.g_00082	Prag.g_01520
OG0000828	Syao.g_00085	Prag.g_01524
OG0000829	Syao.g_00086	Prag.g_01525
OG0000830	Syao.g_00087	Prag.g_01526
OG0000831	Syao.g_00089	Prag.g_01528
OG0000832	Syao.g_01696	Prag.g_01534
OG0000833	Syao.g_01612	Prag.g_01542
OG0000834	Syao.g_01610	Prag.g_01543
OG0000835	Syao.g_01609	Prag.g_01544
OG0000836	Syao.g_01606	Prag.g_01545
OG0000837	Syao.g_01605	Prag.g_01546
OG0000838	Syao.g_01601	Prag.g_01548
OG0000839	Syao.g_01600	Prag.g_01549
OG0000840	Syao.g_01599	Prag.g_01550
OG0000841	Syao.g_01598	Prag.g_01551
OG0000842	Syao.g_01597	Prag.g_01552
OG0000843	Syao.g_01596	Prag.g_01553
OG0000844	Syao.g_01594	Prag.g_01554
OG0000845	Syao.g_01593	Prag.g_01555
OG0000846	Syao.g_01592	Prag.g_01556
OG0000847	Syao.g_01591	Prag.g_01557
OG0000848	Syao.g_01589	Prag.g_01558
OG0000849	Syao.g_01588	Prag.g_01559
OG0000850	Syao.g_01585	Prag.g_01561
OG0000851	Syao.g_01582	Prag.g_01562
OG0000852	Syao.g_01581	Prag.g_01563
OG0000853	Syao.g_01577	Prag.g_01567
OG0000854	Syao.g_01575	Prag.g_01569
OG0000855	Syao.g_01574	Prag.g_01570
OG0000856	Syao.g_01327	Prag.g_01583
OG0000857	Syao.g_00774	Prag.g_01611
OG0000858	Syao.g_01567	Prag.g_01663
OG0000859	Syao.g_01566	Prag.g_01664
OG0000860	Syao.g_01552	Prag.g_01671
OG0000861	Syao.g_01551	Prag.g_01672
OG0000862	Syao.g_01542	Prag.g_01673
OG0000863	Syao.g_01540	Prag.g_01675
OG0000864	Syao.g_01017	Prag.g_01676
OG0000866	Syao.g_01686	Prag.g_01678
OG0000867	Syao.g_01685	Prag.g_01679
OG0000868	Syao.g_01682	Prag.g_01680
OG0000869	Syao.g_01677	Prag.g_01684
OG0000870	Syao.g_01672	Prag.g_01689
OG0000871	Syao.g_01671	Prag.g_01690
OG0000872	Syao.g_01665	Prag.g_01691
OG0000873	Syao.g_01662	Prag.g_01694
OG0000874	Syao.g_01660	Prag.g_01697
OG0000875	Syao.g_01658	Prag.g_01698
OG0000876	Syao.g_00536	Prag.g_01699
OG0000877	Syao.g_01654	Prag.g_01701
OG0000878	Syao.g_01653	Prag.g_01702
OG0000879	Syao.g_01652	Prag.g_01703
OG0000880	Syao.g_01651	Prag.g_01704
OG0000881	Syao.g_01647	Prag.g_01708
OG0000882	Syao.g_01642	Prag.g_01713
OG0000883	Syao.g_01638	Prag.g_01715
OG0000884	Syao.g_01636	Prag.g_01717
OG0000885	Syao.g_01635	Prag.g_01718
OG0000886	Syao.g_01634	Prag.g_01719
OG0000887	Syao.g_01633	Prag.g_01720
OG0000888	Syao.g_01631	Prag.g_01722
OG0000889	Syao.g_01629	Prag.g_01724
OG0000890	Syao.g_01626	Prag.g_01725
OG0000891	Syao.g_01625	Prag.g_01726
OG0000892	Syao.g_01695	Prag.g_01728
OG0000893	Syao.g_01934	Prag.g_01732
OG0000894	Syao.g_01937	Prag.g_01734
OG0000895	Syao.g_01916	Prag.g_01737
OG0000896	Syao.g_01917	Prag.g_01738
OG0000897	Syao.g_01919	Prag.g_01740
OG0000898	Syao.g_01920	Prag.g_01741
OG0000899	Syao.g_01921	Prag.g_01742
OG0000900	Syao.g_01922	Prag.g_01743
OG0000901	Syao.g_01927	Prag.g_01746
OG0000902	Syao.g_01929	Prag.g_01748
OG0000903	Syao.g_01798	Prag.g_01751
OG0000904	Syao.g_01804	Prag.g_01753
OG0000905	Syao.g_01862	Prag.g_01757
OG0000906	Syao.g_01931	Prag.g_01758
OG0000907	Syao.g_01796	Prag.g_01762
OG0000908	Syao.g_01793	Prag.g_01765
OG0000909	Syao.g_01792	Prag.g_01766
OG0000910	Syao.g_01791	Prag.g_01767
OG0000911	Syao.g_01789	Prag.g_01769
OG0000912	Syao.g_01788	Prag.g_01770
OG0000913	Syao.g_01787	Prag.g_01771
OG0000914	Syao.g_01786	Prag.g_01772
OG0000915	Syao.g_01784	Prag.g_01773
OG0000916	Syao.g_01783	Prag.g_01774
OG0000917	Syao.g_01782	Prag.g_01775
OG0000918	Syao.g_01781	Prag.g_01776
OG0000919	Syao.g_01780	Prag.g_01777
OG0000920	Syao.g_01779	Prag.g_01778
OG0000921	Syao.g_01778	Prag.g_01779
OG0000922	Syao.g_01777	Prag.g_01780
OG0000923	Syao.g_01772	Prag.g_01784
OG0000924	Syao.g_01771	Prag.g_01785
OG0000925	Syao.g_01770	Prag.g_01786
OG0000926	Syao.g_01769	Prag.g_01787
OG0000927	Syao.g_01767	Prag.g_01789
OG0000928	Syao.g_01766	Prag.g_01790
OG0000929	Syao.g_01765	Prag.g_01791
OG0000930	Syao.g_01764	Prag.g_01792
OG0000931	Syao.g_01763	Prag.g_01793
OG0000932	Syao.g_01762	Prag.g_01794
OG0000933	Syao.g_01811	Prag.g_01798
OG0000934	Syao.g_01809	Prag.g_01800
OG0000935	Syao.g_01808	Prag.g_01801
OG0000936	Syao.g_01843	Prag.g_01802
OG0000937	Syao.g_01842	Prag.g_01803
OG0000938	Syao.g_01839	Prag.g_01805
OG0000939	Syao.g_01838	Prag.g_01806
OG0000940	Syao.g_01830	Prag.g_01813
OG0000941	Syao.g_01828	Prag.g_01815
OG0000942	Syao.g_01826	Prag.g_01817
OG0000943	Syao.g_01824	Prag.g_01818
OG0000944	Syao.g_01822	Prag.g_01819
OG0000945	Syao.g_01821	Prag.g_01820
OG0000946	Syao.g_01852	Prag.g_01824
OG0000947	Syao.g_01849	Prag.g_01826
OG0000948	Syao.g_01848	Prag.g_01827
OG0000949	Syao.g_01970	Prag.g_01830
OG0000950	Syao.g_01957	Prag.g_01835
OG0000951	Syao.g_02262	Prag.g_01839
OG0000952	Syao.g_02266	Prag.g_01843
OG0000953	Syao.g_02130	Prag.g_01846
OG0000954	Syao.g_02135	Prag.g_01850
OG0000955	Syao.g_02136	Prag.g_01851
OG0000956	Syao.g_02138	Prag.g_01853
OG0000957	Syao.g_01951	Prag.g_01859
OG0000958	Syao.g_01950	Prag.g_01860
OG0000959	Syao.g_01947	Prag.g_01864
OG0000960	Syao.g_01946	Prag.g_01865
OG0000961	Syao.g_02496	Prag.g_01867
OG0000962	Syao.g_02191	Prag.g_01869
OG0000963	Syao.g_02186	Prag.g_01873
OG0000964	Syao.g_02185	Prag.g_01874
OG0000965	Syao.g_02184	Prag.g_01875
OG0000966	Syao.g_02172	Prag.g_01882
OG0000967	Syao.g_02167	Prag.g_01886
OG0000968	Syao.g_02199	Prag.g_01888
OG0000969	Syao.g_02200	Prag.g_01889
OG0000970	Syao.g_02201	Prag.g_01890
OG0000971	Syao.g_02203	Prag.g_01891
OG0000972	Syao.g_02204	Prag.g_01892
OG0000973	Syao.g_02205	Prag.g_01893
OG0000974	Syao.g_02206	Prag.g_01894
OG0000975	Syao.g_02207	Prag.g_01895
OG0000976	Syao.g_02208	Prag.g_01896
OG0000977	Syao.g_02210	Prag.g_01897
OG0000978	Syao.g_02211	Prag.g_01898
OG0000979	Syao.g_02214	Prag.g_01901
OG0000980	Syao.g_02217	Prag.g_01903
OG0000981	Syao.g_02220	Prag.g_01905
OG0000982	Syao.g_02437	Prag.g_01907
OG0000983	Syao.g_02438	Prag.g_01908
OG0000984	Syao.g_02439	Prag.g_01909
OG0000985	Syao.g_02443	Prag.g_01912
OG0000986	Syao.g_02445	Prag.g_01914
OG0000987	Syao.g_02447	Prag.g_01915
OG0000988	Syao.g_02452	Prag.g_01918
OG0000989	Syao.g_02368	Prag.g_01922
OG0000990	Syao.g_02362	Prag.g_01925
OG0000991	Syao.g_02354	Prag.g_01926
OG0000992	Syao.g_02279	Prag.g_01928
OG0000993	Syao.g_02280	Prag.g_01929
OG0000994	Syao.g_02283	Prag.g_01930
OG0000995	Syao.g_02287	Prag.g_01934
OG0000996	Syao.g_02305	Prag.g_01935
OG0000997	Syao.g_02326	Prag.g_01936
OG0000998	Syao.g_02328	Prag.g_01938
OG0000999	Syao.g_02329	Prag.g_01939
OG0001000	Syao.g_02333	Prag.g_01942
OG0001001	Syao.g_02338	Prag.g_01944
OG0001002	Syao.g_02345	Prag.g_01948
OG0001003	Syao.g_02347	Prag.g_01949
OG0001004	Syao.g_02348	Prag.g_01950
OG0001005	Syao.g_02194	Prag.g_01951
OG0001006	Syao.g_02159	Prag.g_01955
OG0001007	Syao.g_02161	Prag.g_01957
OG0001008	Syao.g_01737	Prag.g_00416
OG0001009	Syao.g_02239	Prag.g_00027
OG0001010	Syao.g_02238	Prag.g_00028
OG0001011	Syao.g_02236	Prag.g_00029
OG0001012	Syao.g_00322	Prag.g_00043
OG0001013	Syao.g_02413	Prag.g_00048
OG0001014	Syao.g_02407	Prag.g_00051
OG0001015	Syao.g_02406	Prag.g_00052
OG0001016	Syao.g_02622	Prag.g_00067
OG0001017	Syao.g_02628	Prag.g_00071
OG0001018	Syao.g_02630	Prag.g_00074
OG0001019	Syao.g_02654	Prag.g_00083
OG0001020	Syao.g_02663	Prag.g_00084
OG0001021	Syao.g_02666	Prag.g_00085
OG0001022	Syao.g_02670	Prag.g_00087
OG0001023	Syao.g_02671	Prag.g_00088
OG0001024	Syao.g_01018	Prag.g_00091
OG0001025	Syao.g_02597	Prag.g_00097
OG0001026	Syao.g_02594	Prag.g_00104
OG0001027	Syao.g_02564	Prag.g_00105
OG0001028	Syao.g_02568	Prag.g_00107
OG0001029	Syao.g_02570	Prag.g_00108
OG0001030	Syao.g_02545	Prag.g_00123
OG0001031	Syao.g_02528	Prag.g_00179
OG0001032	Syao.g_02530	Prag.g_00180
OG0001033	Syao.g_01016	Prag.g_00201
OG0001034	Syao.g_01704	Prag.g_00229
OG0001035	Syao.g_02101	Prag.g_00246
OG0001036	Syao.g_02096	Prag.g_00250
OG0001037	Syao.g_02094	Prag.g_00251
OG0001038	Syao.g_02065	Prag.g_00269
OG0001039	Syao.g_02062	Prag.g_00272
OG0001040	Syao.g_02059	Prag.g_00274
OG0001041	Syao.g_02055	Prag.g_00278
OG0001042	Syao.g_02032	Prag.g_00295
OG0001043	Syao.g_02028	Prag.g_00296
OG0001044	Syao.g_01878	Prag.g_00328
OG0001045	Syao.g_01865	Prag.g_00337
OG0001046	Syao.g_00827	Prag.g_00372
OG0001047	Syao.g_01739	Prag.g_00418
OG0001048	Syao.g_01740	Prag.g_00419
OG0001049	Syao.g_01616	Prag.g_00421
OG0001050	Syao.g_01618	Prag.g_00422
OG0001051	Syao.g_01619	Prag.g_00423
OG0001052	Syao.g_02686	Prag.g_00450
OG0001053	Syao.g_00025	Prag.g_00462
OG0001054	Syao.g_00104	Prag.g_00477
OG0001055	Syao.g_00156	Prag.g_00496
OG0001056	Syao.g_01417	Prag.g_00515
OG0001057	Syao.g_00879	Prag.g_00520
OG0001058	Syao.g_00862	Prag.g_00528
OG0001059	Syao.g_00858	Prag.g_00532
OG0001060	Syao.g_00852	Prag.g_00539
OG0001062	Syao.g_01050	Prag.g_00554
OG0001063	Syao.g_01042	Prag.g_00556
OG0001064	Syao.g_01041	Prag.g_00557
OG0001065	Syao.g_01040	Prag.g_00558
OG0001066	Syao.g_01039	Prag.g_00559
OG0001067	Syao.g_01038	Prag.g_00560
OG0001068	Syao.g_01037	Prag.g_00561
OG0001069	Syao.g_01036	Prag.g_00562
OG0001070	Syao.g_01032	Prag.g_00565
OG0001071	Syao.g_01031	Prag.g_00566
OG0001072	Syao.g_01027	Prag.g_00568
OG0001073	Syao.g_00991	Prag.g_00582
OG0001074	Syao.g_00392	Prag.g_00593
OG0001075	Syao.g_00391	Prag.g_00594
OG0001076	Syao.g_01339	Prag.g_00602
OG0001077	Syao.g_01323	Prag.g_00606
OG0001078	Syao.g_00895	Prag.g_00614
OG0001079	Syao.g_00911	Prag.g_00625
OG0001081	Syao.g_00925	Prag.g_00633
OG0001082	Syao.g_00926	Prag.g_00634
OG0001083	Syao.g_00934	Prag.g_00639
OG0001084	Syao.g_00935	Prag.g_00640
OG0001085	Syao.g_00947	Prag.g_00648
OG0001086	Syao.g_00949	Prag.g_00649
OG0001087	Syao.g_01419	Prag.g_00666
OG0001088	Syao.g_00211	Prag.g_00667
OG0001089	Syao.g_00376	Prag.g_00675
OG0001090	Syao.g_00494	Prag.g_00693
OG0001091	Syao.g_00491	Prag.g_00695
OG0001092	Syao.g_00489	Prag.g_00696
OG0001093	Syao.g_00482	Prag.g_00701
OG0001094	Syao.g_00750	Prag.g_00800
OG0001095	Syao.g_00771	Prag.g_00819
OG0001096	Syao.g_00786	Prag.g_00832
OG0001097	Syao.g_00552	Prag.g_00849
OG0001098	Syao.g_00731	Prag.g_00864
OG0001099	Syao.g_02569	Prag.g_00895
OG0001100	Syao.g_00957	Prag.g_00899
OG0001101	Syao.g_00959	Prag.g_00901
OG0001102	Syao.g_00962	Prag.g_00903
OG0001103	Syao.g_00964	Prag.g_00905
OG0001105	Syao.g_00736	Prag.g_00931
OG0001106	Syao.g_00688	Prag.g_00955
OG0001107	Syao.g_00676	Prag.g_00962
OG0001108	Syao.g_00669	Prag.g_00966
OG0001109	Syao.g_00667	Prag.g_00967
OG0001110	Syao.g_00665	Prag.g_00969
OG0001111	Syao.g_00663	Prag.g_00970
OG0001112	Syao.g_00661	Prag.g_00971
OG0001113	Syao.g_00660	Prag.g_00972
OG0001114	Syao.g_00659	Prag.g_00973
OG0001115	Syao.g_00832	Prag.g_00975
OG0001116	Syao.g_00830	Prag.g_00976
OG0001117	Syao.g_00829	Prag.g_00977
OG0001118	Syao.g_00828	Prag.g_00978
OG0001119	Syao.g_00826	Prag.g_00979
OG0001120	Syao.g_00822	Prag.g_00981
OG0001121	Syao.g_01294	Prag.g_01118, Prag.g_00984
OG0001122	Syao.g_00445	Prag.g_01008
OG0001123	Syao.g_00451	Prag.g_01012
OG0001124	Syao.g_00453	Prag.g_01014
OG0001125	Syao.g_00456	Prag.g_01015
OG0001126	Syao.g_00504	Prag.g_01025
OG0001127	Syao.g_00505	Prag.g_01026
OG0001128	Syao.g_00508	Prag.g_01028
OG0001129	Syao.g_00510	Prag.g_01029
OG0001130	Syao.g_00511	Prag.g_01030
OG0001131	Syao.g_01387	Prag.g_01066
OG0001132	Syao.g_01221	Prag.g_01076
OG0001133	Syao.g_01333	Prag.g_01106
OG0001134	Syao.g_01428	Prag.g_01120
OG0001135	Syao.g_01424	Prag.g_01123
OG0001136	Syao.g_00126	Prag.g_01150
OG0001137	Syao.g_00194	Prag.g_01161
OG0001138	Syao.g_00227	Prag.g_01179
OG0001139	Syao.g_00225	Prag.g_01180
OG0001140	Syao.g_00224	Prag.g_01181
OG0001141	Syao.g_00254	Prag.g_01182
OG0001142	Syao.g_00253	Prag.g_01183
OG0001143	Syao.g_00243	Prag.g_01190
OG0001144	Syao.g_00276	Prag.g_01195
OG0001145	Syao.g_01446	Prag.g_01345
OG0001146	Syao.g_01455	Prag.g_01359
OG0001147	Syao.g_00095	Prag.g_01375
OG0001148	Syao.g_00038	Prag.g_01391
OG0001149	Syao.g_00039	Prag.g_01392
OG0001150	Syao.g_00040	Prag.g_01393
OG0001151	Syao.g_02706	Prag.g_01404
OG0001152	Syao.g_02707	Prag.g_01405
OG0001153	Syao.g_00083	Prag.g_01521
OG0001154	Syao.g_00084	Prag.g_01523
OG0001155	Syao.g_01747	Prag.g_01535
OG0001156	Syao.g_01744	Prag.g_01538
OG0001157	Syao.g_01743	Prag.g_01539
OG0001158	Syao.g_01742	Prag.g_01540
OG0001159	Syao.g_01741	Prag.g_01541
OG0001160	Syao.g_01579	Prag.g_01565
OG0001161	Syao.g_02373	Prag.g_01576
OG0001162	Syao.g_02650	Prag.g_01587
OG0001163	Syao.g_01571	Prag.g_01661
OG0001164	Syao.g_01564	Prag.g_01665
OG0001165	Syao.g_01559	Prag.g_01668
OG0001166	Syao.g_01673	Prag.g_01688
OG0001167	Syao.g_01006	Prag.g_01705
OG0001168	Syao.g_01648	Prag.g_01707
OG0001169	Syao.g_01646	Prag.g_01709
OG0001170	Syao.g_01644	Prag.g_01711
OG0001171	Syao.g_01632	Prag.g_01721
OG0001172	Syao.g_01914	Prag.g_01735
OG0001173	Syao.g_01915	Prag.g_01736
OG0001174	Syao.g_01923	Prag.g_01744
OG0001175	Syao.g_01924	Prag.g_01745
OG0001176	Syao.g_01799	Prag.g_01752
OG0001177	Syao.g_01802	Prag.g_01754
OG0001178	Syao.g_01541	Prag.g_01759
OG0001179	Syao.g_01768	Prag.g_01788
OG0001180	Syao.g_01833	Prag.g_01810
OG0001181	Syao.g_01829	Prag.g_01814
OG0001182	Syao.g_01820	Prag.g_01821
OG0001183	Syao.g_01851	Prag.g_01825
OG0001184	Syao.g_02264	Prag.g_01841
OG0001185	Syao.g_02147	Prag.g_01855
