Orthogroup	Syao	Prbc
OG0000570	Syao.g_00837	Prbc.g_01650
OG0000571	Syao.g_00834	Prbc.g_01652
OG0000572	Syao.g_01033	Prbc.g_01663
OG0000573	Syao.g_01022	Prbc.g_01668
OG0000574	Syao.g_01021	Prbc.g_01670
OG0000575	Syao.g_01000	Prbc.g_01673
OG0000576	Syao.g_00996	Prbc.g_01675
OG0000577	Syao.g_00995	Prbc.g_01676
OG0000578	Syao.g_00994	Prbc.g_01677
OG0000579	Syao.g_00993	Prbc.g_01678
OG0000580	Syao.g_00992	Prbc.g_01679
OG0000581	Syao.g_01059	Prbc.g_01682
OG0000582	Syao.g_01204	Prbc.g_01685
OG0000583	Syao.g_01205	Prbc.g_01686
OG0000584	Syao.g_01206	Prbc.g_01687
OG0000585	Syao.g_01054	Prbc.g_01689
OG0000586	Syao.g_01055	Prbc.g_01690
OG0000587	Syao.g_01057	Prbc.g_01691
OG0000588	Syao.g_00406	Prbc.g_01695
OG0000589	Syao.g_01342	Prbc.g_01698
OG0000590	Syao.g_01341	Prbc.g_01699
OG0000591	Syao.g_01330	Prbc.g_01702
OG0000592	Syao.g_01329	Prbc.g_01703
OG0000593	Syao.g_00890	Prbc.g_01709
OG0000594	Syao.g_00891	Prbc.g_01710
OG0000595	Syao.g_00892	Prbc.g_01711
OG0000596	Syao.g_00897	Prbc.g_01715
OG0000597	Syao.g_00900	Prbc.g_01717
OG0000598	Syao.g_00901	Prbc.g_01718
OG0000599	Syao.g_00908	Prbc.g_01721
OG0000600	Syao.g_00909	Prbc.g_01722
OG0000601	Syao.g_00910	Prbc.g_01723
OG0000602	Syao.g_00914	Prbc.g_01725
OG0000603	Syao.g_00915	Prbc.g_01726
OG0000604	Syao.g_00918	Prbc.g_01727
OG0000606	Syao.g_00924	Prbc.g_01731
OG0000607	Syao.g_00927	Prbc.g_01734
OG0000608	Syao.g_00928	Prbc.g_01735
OG0000609	Syao.g_00930	Prbc.g_01736
OG0000610	Syao.g_00940	Prbc.g_01742
OG0000611	Syao.g_00943	Prbc.g_01745
OG0000612	Syao.g_00944	Prbc.g_01746
OG0000613	Syao.g_01979	Prbc.g_01752
OG0000614	Syao.g_00375	Prbc.g_01775
OG0000615	Syao.g_00978	Prbc.g_01782
OG0000616	Syao.g_02342	Prbc.g_01055
OG0000617	Syao.g_00486	Prbc.g_01793
OG0000618	Syao.g_00485	Prbc.g_01794
OG0000619	Syao.g_00484	Prbc.g_01795
OG0000620	Syao.g_00479	Prbc.g_01798
OG0000621	Syao.g_00478	Prbc.g_01799
OG0000622	Syao.g_00476	Prbc.g_01800
OG0000623	Syao.g_00475	Prbc.g_01801
OG0000624	Syao.g_00473	Prbc.g_01803
OG0000625	Syao.g_00472	Prbc.g_01804
OG0000626	Syao.g_00471	Prbc.g_01805
OG0000627	Syao.g_00567	Prbc.g_01807
OG0000628	Syao.g_00566	Prbc.g_01808
OG0000629	Syao.g_00590	Prbc.g_01809
OG0000630	Syao.g_00585	Prbc.g_01812
OG0000631	Syao.g_00644	Prbc.g_02007
OG0000632	Syao.g_00643	Prbc.g_02008
OG0000633	Syao.g_00642	Prbc.g_02009
OG0000634	Syao.g_00752	Prbc.g_01854
OG0000635	Syao.g_00753	Prbc.g_01855
OG0000636	Syao.g_00755	Prbc.g_01857
OG0000637	Syao.g_00757	Prbc.g_01859
OG0000638	Syao.g_00758	Prbc.g_01860
OG0000639	Syao.g_00759	Prbc.g_01861
OG0000640	Syao.g_00760	Prbc.g_01862
OG0000641	Syao.g_00764	Prbc.g_01866
OG0000642	Syao.g_00765	Prbc.g_01867
OG0000643	Syao.g_00767	Prbc.g_01868
OG0000644	Syao.g_00768	Prbc.g_01869
OG0000645	Syao.g_00770	Prbc.g_01870
OG0000646	Syao.g_00773	Prbc.g_01873
OG0000647	Syao.g_00775	Prbc.g_01875
OG0000648	Syao.g_00777	Prbc.g_01877
OG0000649	Syao.g_00778	Prbc.g_01878
OG0000650	Syao.g_00779	Prbc.g_01879
OG0000651	Syao.g_00780	Prbc.g_01880
OG0000652	Syao.g_00781	Prbc.g_01881
OG0000653	Syao.g_00783	Prbc.g_01883
OG0000654	Syao.g_00784	Prbc.g_01884
OG0000655	Syao.g_00785	Prbc.g_01885
OG0000656	Syao.g_00789	Prbc.g_01888
OG0000657	Syao.g_00435	Prbc.g_01895
OG0000658	Syao.g_00560	Prbc.g_01897
OG0000659	Syao.g_00559	Prbc.g_01898
OG0000660	Syao.g_00555	Prbc.g_01903
OG0000661	Syao.g_00553	Prbc.g_01905
OG0000662	Syao.g_00535	Prbc.g_01907
OG0000663	Syao.g_00532	Prbc.g_01909
OG0000664	Syao.g_00530	Prbc.g_01910
OG0000665	Syao.g_01436	Prbc.g_01914
OG0000666	Syao.g_02120	Prbc.g_01915
OG0000667	Syao.g_01375	Prbc.g_01919
OG0000668	Syao.g_02678	Prbc.g_01959
OG0000669	Syao.g_00955	Prbc.g_01967
OG0000670	Syao.g_00958	Prbc.g_01970
OG0000671	Syao.g_00960	Prbc.g_01972
OG0000672	Syao.g_00963	Prbc.g_01975
OG0000673	Syao.g_00966	Prbc.g_01978
OG0000674	Syao.g_00968	Prbc.g_01980
OG0000675	Syao.g_00969	Prbc.g_01981
OG0000676	Syao.g_00971	Prbc.g_01983
OG0000677	Syao.g_00972	Prbc.g_01984
OG0000678	Syao.g_00974	Prbc.g_01987
OG0000679	Syao.g_00981	Prbc.g_01991
OG0000680	Syao.g_00982	Prbc.g_01992
OG0000681	Syao.g_00985	Prbc.g_01995
OG0000682	Syao.g_00986	Prbc.g_01996
OG0000683	Syao.g_00987	Prbc.g_01997
OG0000684	Syao.g_00990	Prbc.g_01837
OG0000685	Syao.g_00733	Prbc.g_01839
OG0000686	Syao.g_00734	Prbc.g_01840
OG0000687	Syao.g_00735	Prbc.g_01841
OG0000688	Syao.g_00741	Prbc.g_01844
OG0000689	Syao.g_00743	Prbc.g_01845
OG0000690	Syao.g_00744	Prbc.g_01846
OG0000691	Syao.g_00745	Prbc.g_01847
OG0000692	Syao.g_00747	Prbc.g_01849
OG0000693	Syao.g_00748	Prbc.g_01850
OG0000694	Syao.g_00749	Prbc.g_01851
OG0000695	Syao.g_00639	Prbc.g_02011
OG0000696	Syao.g_00638	Prbc.g_02012
OG0000697	Syao.g_00636	Prbc.g_02013
OG0000698	Syao.g_00633	Prbc.g_02016
OG0000699	Syao.g_00631	Prbc.g_02017
OG0000700	Syao.g_00630	Prbc.g_02018
OG0000701	Syao.g_00629	Prbc.g_02019
OG0000702	Syao.g_00705	Prbc.g_02021
OG0000703	Syao.g_00693	Prbc.g_02022
OG0000704	Syao.g_00689	Prbc.g_02023
OG0000705	Syao.g_00682	Prbc.g_02029
OG0000706	Syao.g_00681	Prbc.g_02030
OG0000707	Syao.g_00680	Prbc.g_02031
OG0000708	Syao.g_00677	Prbc.g_02033
OG0000709	Syao.g_00670	Prbc.g_02037
OG0000710	Syao.g_00666	Prbc.g_02040
OG0000711	Syao.g_00815	Prbc.g_02055
OG0000712	Syao.g_00813	Prbc.g_02057
OG0000713	Syao.g_00812	Prbc.g_02058
OG0000714	Syao.g_00810	Prbc.g_02059
OG0000715	Syao.g_00808	Prbc.g_02061
OG0000716	Syao.g_00804	Prbc.g_02062
OG0000717	Syao.g_00803	Prbc.g_02063
OG0000718	Syao.g_00794	Prbc.g_02079
OG0000719	Syao.g_00444	Prbc.g_02080
OG0000720	Syao.g_00457	Prbc.g_02091
OG0000721	Syao.g_00459	Prbc.g_02092
OG0000722	Syao.g_00460	Prbc.g_02093
OG0000723	Syao.g_00469	Prbc.g_02097
OG0000724	Syao.g_00513	Prbc.g_02108
OG0000725	Syao.g_00385	Prbc.g_01934
OG0000726	Syao.g_00384	Prbc.g_01933
OG0000727	Syao.g_00383	Prbc.g_01932
OG0000728	Syao.g_00381	Prbc.g_01930
OG0000729	Syao.g_02190	Prbc.g_00201
OG0000730	Syao.g_01880	Prbc.g_01244
OG0000731	Syao.g_01868	Prbc.g_01252
OG0000732	Syao.g_02218	Prbc.g_00987
OG0000733	Syao.g_01427	Prbc.g_00897
OG0000734	Syao.g_02592	Prbc.g_01462
OG0000735	Syao.g_00140	Prbc.g_01460
OG0000736	Syao.g_00139	Prbc.g_01459
OG0000737	Syao.g_00138	Prbc.g_01458
OG0000738	Syao.g_00132	Prbc.g_01454
OG0000739	Syao.g_00131	Prbc.g_01453
OG0000740	Syao.g_00130	Prbc.g_01452
OG0000741	Syao.g_00127	Prbc.g_01450
OG0000742	Syao.g_00124	Prbc.g_01447
OG0000743	Syao.g_00217	Prbc.g_01445
OG0000744	Syao.g_00216	Prbc.g_01444
OG0000745	Syao.g_00213	Prbc.g_01442
OG0000746	Syao.g_00210	Prbc.g_01440
OG0000747	Syao.g_00208	Prbc.g_01439
OG0000748	Syao.g_00193	Prbc.g_01435
OG0000749	Syao.g_00192	Prbc.g_01434
OG0000750	Syao.g_00191	Prbc.g_01433
OG0000751	Syao.g_00185	Prbc.g_01430
OG0000752	Syao.g_00183	Prbc.g_01428
OG0000753	Syao.g_00180	Prbc.g_01426
OG0000754	Syao.g_00175	Prbc.g_01422
OG0000755	Syao.g_00021	Prbc.g_01418
OG0000756	Syao.g_00229	Prbc.g_01417
OG0000757	Syao.g_00252	Prbc.g_01410
OG0000758	Syao.g_00251	Prbc.g_01409
OG0000759	Syao.g_00250	Prbc.g_01408
OG0000760	Syao.g_00249	Prbc.g_01407
OG0000761	Syao.g_00248	Prbc.g_01406
OG0000762	Syao.g_00246	Prbc.g_01405
OG0000763	Syao.g_00242	Prbc.g_01403
OG0000764	Syao.g_00241	Prbc.g_01402
OG0000765	Syao.g_00267	Prbc.g_01394
OG0000766	Syao.g_00266	Prbc.g_01393
OG0000767	Syao.g_00264	Prbc.g_01392
OG0000768	Syao.g_00263	Prbc.g_01391
OG0000769	Syao.g_00261	Prbc.g_01389
OG0000770	Syao.g_00257	Prbc.g_01388
OG0000771	Syao.g_00506	Prbc.g_02103
OG0000772	Syao.g_01523	Prbc.g_01320
OG0000773	Syao.g_01447	Prbc.g_00557
OG0000774	Syao.g_01442	Prbc.g_00560
OG0000775	Syao.g_01440	Prbc.g_00561
OG0000776	Syao.g_01439	Prbc.g_00562
OG0000777	Syao.g_01438	Prbc.g_00563
OG0000778	Syao.g_01437	Prbc.g_00564
OG0000779	Syao.g_01469	Prbc.g_00568
OG0000780	Syao.g_01456	Prbc.g_00569
OG0000781	Syao.g_01452	Prbc.g_00571
OG0000782	Syao.g_01451	Prbc.g_00572
OG0000783	Syao.g_01450	Prbc.g_00573
OG0000784	Syao.g_01449	Prbc.g_00574
OG0000785	Syao.g_01481	Prbc.g_00576
OG0000786	Syao.g_01473	Prbc.g_00579
OG0000787	Syao.g_01472	Prbc.g_00580
OG0000788	Syao.g_00870	Prbc.g_01820
OG0000789	Syao.g_00623	Prbc.g_02100
OG0000790	Syao.g_00041, Syao.g_00315	Prbc.g_00662
OG0000791	Syao.g_00043	Prbc.g_00664
OG0000792	Syao.g_00044	Prbc.g_00665
OG0000793	Syao.g_02700	Prbc.g_00668
OG0000794	Syao.g_02703	Prbc.g_00669
OG0000795	Syao.g_02704	Prbc.g_00670
OG0000796	Syao.g_02708	Prbc.g_00674
OG0000797	Syao.g_02709	Prbc.g_00675
OG0000799	Syao.g_01525	Prbc.g_00690
OG0000800	Syao.g_01526	Prbc.g_00691
OG0000801	Syao.g_01527	Prbc.g_00692
OG0000802	Syao.g_01531	Prbc.g_00694
OG0000803	Syao.g_01534	Prbc.g_00696
OG0000804	Syao.g_01537	Prbc.g_00697
OG0000805	Syao.g_01502	Prbc.g_00699
OG0000806	Syao.g_01504	Prbc.g_00701
OG0000807	Syao.g_01506	Prbc.g_00702
OG0000808	Syao.g_01507	Prbc.g_00703
OG0000809	Syao.g_01511	Prbc.g_00707
OG0000810	Syao.g_01482	Prbc.g_00708
OG0000811	Syao.g_01490	Prbc.g_00712
OG0000812	Syao.g_01492	Prbc.g_00714
OG0000813	Syao.g_01493	Prbc.g_00715
OG0000814	Syao.g_01495	Prbc.g_00717
OG0000815	Syao.g_01499	Prbc.g_00718
OG0000816	Syao.g_01471	Prbc.g_00720
OG0000817	Syao.g_01519	Prbc.g_00721
OG0000818	Syao.g_00062	Prbc.g_00725
OG0000819	Syao.g_00063	Prbc.g_00726
OG0000820	Syao.g_00064	Prbc.g_00727
OG0000821	Syao.g_00070	Prbc.g_00730
OG0000822	Syao.g_00072	Prbc.g_00731
OG0000823	Syao.g_00073	Prbc.g_00732
OG0000824	Syao.g_00079	Prbc.g_00735
OG0000825	Syao.g_00080	Prbc.g_00736
OG0000826	Syao.g_00081	Prbc.g_00737
OG0000827	Syao.g_00082	Prbc.g_00738
OG0000828	Syao.g_00085	Prbc.g_00741
OG0000829	Syao.g_00086	Prbc.g_00742
OG0000830	Syao.g_00087	Prbc.g_00743
OG0000831	Syao.g_00089	Prbc.g_00745
OG0000832	Syao.g_01696	Prbc.g_00755
OG0000833	Syao.g_01612	Prbc.g_00763
OG0000834	Syao.g_01610	Prbc.g_00764
OG0000835	Syao.g_01609	Prbc.g_00765
OG0000836	Syao.g_01606	Prbc.g_00766
OG0000837	Syao.g_01605	Prbc.g_00767
OG0000838	Syao.g_01601	Prbc.g_00769
OG0000839	Syao.g_01600	Prbc.g_00770
OG0000840	Syao.g_01599	Prbc.g_00771
OG0000841	Syao.g_01598	Prbc.g_00772
OG0000842	Syao.g_01597	Prbc.g_00773
OG0000843	Syao.g_01596	Prbc.g_00774
OG0000844	Syao.g_01594	Prbc.g_00775
OG0000845	Syao.g_01593	Prbc.g_00776
OG0000846	Syao.g_01592	Prbc.g_00777
OG0000847	Syao.g_01591	Prbc.g_00778
OG0000848	Syao.g_01589	Prbc.g_00779
OG0000849	Syao.g_01588	Prbc.g_00780
OG0000850	Syao.g_01585	Prbc.g_00782
OG0000851	Syao.g_01582	Prbc.g_00783
OG0000852	Syao.g_01581	Prbc.g_00784
OG0000853	Syao.g_01577	Prbc.g_00789
OG0000854	Syao.g_01575	Prbc.g_00791
OG0000855	Syao.g_01574	Prbc.g_00792
OG0000856	Syao.g_01327	Prbc.g_00677
OG0000857	Syao.g_00774	Prbc.g_01874
OG0000858	Syao.g_01567	Prbc.g_00827
OG0000859	Syao.g_01566	Prbc.g_00828
OG0000860	Syao.g_01552	Prbc.g_00834
OG0000861	Syao.g_01551	Prbc.g_00835
OG0000862	Syao.g_01542	Prbc.g_00836
OG0000863	Syao.g_01540	Prbc.g_00837
OG0000864	Syao.g_01017	Prbc.g_00838
OG0000866	Syao.g_01686	Prbc.g_00840
OG0000867	Syao.g_01685	Prbc.g_00841
OG0000868	Syao.g_01682	Prbc.g_00842
OG0000869	Syao.g_01677	Prbc.g_00845
OG0000870	Syao.g_01672	Prbc.g_00850
OG0000871	Syao.g_01671	Prbc.g_00851
OG0000872	Syao.g_01665	Prbc.g_00852
OG0000873	Syao.g_01662	Prbc.g_00855
OG0000874	Syao.g_01660	Prbc.g_00858
OG0000875	Syao.g_01658	Prbc.g_00860
OG0000876	Syao.g_00536	Prbc.g_00861
OG0000877	Syao.g_01654	Prbc.g_00863
OG0000878	Syao.g_01653	Prbc.g_00864
OG0000879	Syao.g_01652	Prbc.g_00865
OG0000880	Syao.g_01651	Prbc.g_00866
OG0000881	Syao.g_01647	Prbc.g_00869
OG0000882	Syao.g_01642	Prbc.g_00874
OG0000883	Syao.g_01638	Prbc.g_00876
OG0000884	Syao.g_01636	Prbc.g_00878
OG0000885	Syao.g_01635	Prbc.g_00879
OG0000886	Syao.g_01634	Prbc.g_00880
OG0000887	Syao.g_01633	Prbc.g_00881
OG0000888	Syao.g_01631	Prbc.g_00883
OG0000889	Syao.g_01629	Prbc.g_00885
OG0000890	Syao.g_01626	Prbc.g_00886
OG0000891	Syao.g_01625	Prbc.g_00887
OG0000892	Syao.g_01695	Prbc.g_00889
OG0000893	Syao.g_01934	Prbc.g_00933
OG0000894	Syao.g_01937	Prbc.g_00936
OG0000895	Syao.g_01916	Prbc.g_00939
OG0000896	Syao.g_01917	Prbc.g_00940
OG0000897	Syao.g_01919	Prbc.g_00942
OG0000898	Syao.g_01920	Prbc.g_00943
OG0000899	Syao.g_01921	Prbc.g_00944
OG0000900	Syao.g_01922	Prbc.g_00945
OG0000901	Syao.g_01927	Prbc.g_00948
OG0000902	Syao.g_01929	Prbc.g_00950
OG0000903	Syao.g_01798	Prbc.g_00960
OG0000904	Syao.g_01804	Prbc.g_00955
OG0000905	Syao.g_01862	Prbc.g_00952
OG0000906	Syao.g_01931	Prbc.g_00951
OG0000907	Syao.g_01796	Prbc.g_00327
OG0000908	Syao.g_01793	Prbc.g_00324
OG0000909	Syao.g_01792	Prbc.g_00323
OG0000910	Syao.g_01791	Prbc.g_00322
OG0000911	Syao.g_01789	Prbc.g_00320
OG0000912	Syao.g_01788	Prbc.g_00319
OG0000913	Syao.g_01787	Prbc.g_00318
OG0000914	Syao.g_01786	Prbc.g_00317
OG0000915	Syao.g_01784	Prbc.g_00316
OG0000916	Syao.g_01783	Prbc.g_00315
OG0000917	Syao.g_01782	Prbc.g_00314
OG0000918	Syao.g_01781	Prbc.g_00313
OG0000919	Syao.g_01780	Prbc.g_00312
OG0000920	Syao.g_01779	Prbc.g_00311
OG0000921	Syao.g_01778	Prbc.g_00310
OG0000922	Syao.g_01777	Prbc.g_00309
OG0000923	Syao.g_01772	Prbc.g_00305
OG0000924	Syao.g_01771	Prbc.g_00304
OG0000925	Syao.g_01770	Prbc.g_00303
OG0000926	Syao.g_01769	Prbc.g_00302
OG0000927	Syao.g_01767	Prbc.g_00300
OG0000928	Syao.g_01766	Prbc.g_00299
OG0000929	Syao.g_01765	Prbc.g_00298
OG0000930	Syao.g_01764	Prbc.g_00297
OG0000931	Syao.g_01763	Prbc.g_00296
OG0000932	Syao.g_01762	Prbc.g_00295
OG0000933	Syao.g_01811	Prbc.g_00291
OG0000934	Syao.g_01809	Prbc.g_00289
OG0000935	Syao.g_01808	Prbc.g_00288
OG0000936	Syao.g_01843	Prbc.g_00287
OG0000937	Syao.g_01842	Prbc.g_00286
OG0000938	Syao.g_01839	Prbc.g_00283
OG0000939	Syao.g_01838	Prbc.g_00282
OG0000940	Syao.g_01830	Prbc.g_00275
OG0000941	Syao.g_01828	Prbc.g_00273
OG0000942	Syao.g_01826	Prbc.g_00271
OG0000943	Syao.g_01824	Prbc.g_00270
OG0000944	Syao.g_01822	Prbc.g_00268
OG0000945	Syao.g_01821	Prbc.g_00267
OG0000946	Syao.g_01852	Prbc.g_00248
OG0000947	Syao.g_01849	Prbc.g_00246
OG0000948	Syao.g_01848	Prbc.g_00245
OG0000949	Syao.g_01970	Prbc.g_00242
OG0000950	Syao.g_01957	Prbc.g_00237
OG0000951	Syao.g_02262	Prbc.g_00233
OG0000952	Syao.g_02266	Prbc.g_00229
OG0000953	Syao.g_02130	Prbc.g_00225
OG0000954	Syao.g_02135	Prbc.g_00221
OG0000955	Syao.g_02136	Prbc.g_00220
OG0000956	Syao.g_02138	Prbc.g_00218
OG0000957	Syao.g_01951	Prbc.g_00213
OG0000958	Syao.g_01950	Prbc.g_00212
OG0000959	Syao.g_01947	Prbc.g_00208
OG0000960	Syao.g_01946	Prbc.g_00207
OG0000961	Syao.g_02496	Prbc.g_00204
OG0000962	Syao.g_02191	Prbc.g_00202
OG0000963	Syao.g_02186	Prbc.g_00197
OG0000964	Syao.g_02185	Prbc.g_00196
OG0000965	Syao.g_02184	Prbc.g_00195
OG0000966	Syao.g_02172	Prbc.g_00965
OG0000967	Syao.g_02167	Prbc.g_00969
OG0000968	Syao.g_02199	Prbc.g_00971
OG0000969	Syao.g_02200	Prbc.g_00972
OG0000970	Syao.g_02201	Prbc.g_00973
OG0000971	Syao.g_02203	Prbc.g_00974
OG0000972	Syao.g_02204	Prbc.g_00975
OG0000973	Syao.g_02205	Prbc.g_00976
OG0000974	Syao.g_02206	Prbc.g_00977
OG0000975	Syao.g_02207	Prbc.g_00978
OG0000976	Syao.g_02208	Prbc.g_00979
OG0000977	Syao.g_02210	Prbc.g_00980
OG0000978	Syao.g_02211	Prbc.g_00981
OG0000979	Syao.g_02214	Prbc.g_00984
OG0000980	Syao.g_02217	Prbc.g_00986
OG0000981	Syao.g_02220	Prbc.g_00989
OG0000982	Syao.g_02437	Prbc.g_00991
OG0000983	Syao.g_02438	Prbc.g_00992
OG0000984	Syao.g_02439	Prbc.g_00993
OG0000985	Syao.g_02443	Prbc.g_00996
OG0000986	Syao.g_02445	Prbc.g_00998
OG0000987	Syao.g_02447	Prbc.g_00999
OG0000988	Syao.g_02452	Prbc.g_01002
OG0000989	Syao.g_02368	Prbc.g_01006
OG0000990	Syao.g_02362	Prbc.g_01011
OG0000991	Syao.g_02354	Prbc.g_01012
OG0000992	Syao.g_02279	Prbc.g_01015
OG0000993	Syao.g_02280	Prbc.g_01016
OG0000994	Syao.g_02283	Prbc.g_01017
OG0000995	Syao.g_02287	Prbc.g_01021
OG0000996	Syao.g_02305	Prbc.g_01022
OG0000997	Syao.g_02326	Prbc.g_01043
OG0000998	Syao.g_02328	Prbc.g_01045
OG0000999	Syao.g_02329	Prbc.g_01046
OG0001000	Syao.g_02333	Prbc.g_01049
OG0001001	Syao.g_02338	Prbc.g_01052
OG0001002	Syao.g_02345	Prbc.g_01057
OG0001003	Syao.g_02347	Prbc.g_01060
OG0001004	Syao.g_02348	Prbc.g_01061
OG0001005	Syao.g_02194	Prbc.g_01062
OG0001006	Syao.g_02159	Prbc.g_01067
OG0001007	Syao.g_02161	Prbc.g_01069
OG0001008	Syao.g_01737	Prbc.g_01498
OG0001009	Syao.g_02239	Prbc.g_01097
OG0001010	Syao.g_02238	Prbc.g_01098
OG0001011	Syao.g_02236	Prbc.g_01099
OG0001012	Syao.g_00322	Prbc.g_01121
OG0001013	Syao.g_02413	Prbc.g_01126
OG0001014	Syao.g_02407	Prbc.g_01129
OG0001015	Syao.g_02406	Prbc.g_01130
OG0001016	Syao.g_02622	Prbc.g_00500
OG0001017	Syao.g_02628	Prbc.g_00496
OG0001018	Syao.g_02630	Prbc.g_00493
OG0001019	Syao.g_02654	Prbc.g_00484
OG0001020	Syao.g_02663	Prbc.g_00483
OG0001021	Syao.g_02666	Prbc.g_00482
OG0001022	Syao.g_02670	Prbc.g_00479
OG0001023	Syao.g_02671	Prbc.g_00478
OG0001024	Syao.g_01018	Prbc.g_00475
OG0001025	Syao.g_02597	Prbc.g_00468
OG0001026	Syao.g_02594	Prbc.g_00460
OG0001027	Syao.g_02564	Prbc.g_00459
OG0001028	Syao.g_02568	Prbc.g_00457
OG0001029	Syao.g_02570	Prbc.g_00455
OG0001030	Syao.g_02545	Prbc.g_00439
OG0001031	Syao.g_02528	Prbc.g_00385
OG0001032	Syao.g_02530	Prbc.g_00384
OG0001033	Syao.g_01016	Prbc.g_00364
OG0001034	Syao.g_01704	Prbc.g_00334
OG0001035	Syao.g_02101	Prbc.g_01150
OG0001036	Syao.g_02096	Prbc.g_01154
OG0001037	Syao.g_02094	Prbc.g_01155
OG0001038	Syao.g_02065	Prbc.g_01171
OG0001039	Syao.g_02062	Prbc.g_01173
OG0001040	Syao.g_02059	Prbc.g_01176
OG0001041	Syao.g_02055	Prbc.g_01180
OG0001042	Syao.g_02032	Prbc.g_01196
OG0001043	Syao.g_02028	Prbc.g_01197
OG0001044	Syao.g_01878	Prbc.g_01245
OG0001045	Syao.g_01865	Prbc.g_01254
OG0001046	Syao.g_00827	Prbc.g_02168
OG0001047	Syao.g_01739	Prbc.g_01500
OG0001048	Syao.g_01740	Prbc.g_01501
OG0001049	Syao.g_01616	Prbc.g_01503
OG0001050	Syao.g_01618	Prbc.g_01504
OG0001051	Syao.g_01619	Prbc.g_01505
OG0001052	Syao.g_02686	Prbc.g_01531
OG0001053	Syao.g_00025	Prbc.g_01543
OG0001054	Syao.g_00104	Prbc.g_01557
OG0001055	Syao.g_00156	Prbc.g_01597
OG0001056	Syao.g_01417	Prbc.g_01615
OG0001057	Syao.g_00879	Prbc.g_01620
OG0001058	Syao.g_00862	Prbc.g_01629
OG0001059	Syao.g_00858	Prbc.g_01633
OG0001060	Syao.g_00852	Prbc.g_01640
OG0001062	Syao.g_01050	Prbc.g_01655
OG0001063	Syao.g_01042	Prbc.g_01656
OG0001064	Syao.g_01041	Prbc.g_01657
OG0001065	Syao.g_01040	Prbc.g_01658
OG0001066	Syao.g_01039	Prbc.g_01659
OG0001067	Syao.g_01038	Prbc.g_01660
OG0001068	Syao.g_01037	Prbc.g_01661
OG0001069	Syao.g_01036	Prbc.g_01662
OG0001070	Syao.g_01032	Prbc.g_01664
OG0001071	Syao.g_01031	Prbc.g_01665
OG0001072	Syao.g_01027	Prbc.g_01666
OG0001073	Syao.g_00991	Prbc.g_01680
OG0001074	Syao.g_00392	Prbc.g_01692
OG0001075	Syao.g_00391	Prbc.g_01693
OG0001076	Syao.g_01339	Prbc.g_01700
OG0001077	Syao.g_01323	Prbc.g_01705
OG0001078	Syao.g_00895	Prbc.g_01713
OG0001079	Syao.g_00911	Prbc.g_01724
OG0001081	Syao.g_00925	Prbc.g_01732
OG0001082	Syao.g_00926	Prbc.g_01733
OG0001083	Syao.g_00934	Prbc.g_01738
OG0001084	Syao.g_00935	Prbc.g_01739
OG0001085	Syao.g_00947	Prbc.g_01749
OG0001086	Syao.g_00949	Prbc.g_01750
OG0001087	Syao.g_01419	Prbc.g_01770
OG0001088	Syao.g_00211	Prbc.g_01771
OG0001089	Syao.g_00376	Prbc.g_01779
OG0001090	Syao.g_00494	Prbc.g_01788
OG0001091	Syao.g_00491	Prbc.g_01790
OG0001092	Syao.g_00489	Prbc.g_01791
OG0001093	Syao.g_00482	Prbc.g_01796
OG0001094	Syao.g_00750	Prbc.g_01852
OG0001095	Syao.g_00771	Prbc.g_01871
OG0001096	Syao.g_00786	Prbc.g_01886
OG0001097	Syao.g_00552	Prbc.g_01906
OG0001098	Syao.g_00731	Prbc.g_01923
OG0001099	Syao.g_02569	Prbc.g_01962
OG0001100	Syao.g_00957	Prbc.g_01969
OG0001101	Syao.g_00959	Prbc.g_01971
OG0001102	Syao.g_00962	Prbc.g_01974
OG0001103	Syao.g_00964	Prbc.g_01976
OG0001105	Syao.g_00736	Prbc.g_01842
OG0001106	Syao.g_00688	Prbc.g_02024
OG0001107	Syao.g_00676	Prbc.g_02034
OG0001108	Syao.g_00669	Prbc.g_02038
OG0001109	Syao.g_00667	Prbc.g_02039
OG0001110	Syao.g_00665	Prbc.g_02041
OG0001111	Syao.g_00663	Prbc.g_02042
OG0001112	Syao.g_00661	Prbc.g_02043
OG0001113	Syao.g_00660	Prbc.g_02044
OG0001114	Syao.g_00659	Prbc.g_02045
OG0001115	Syao.g_00832	Prbc.g_02047
OG0001116	Syao.g_00830	Prbc.g_02048
OG0001117	Syao.g_00829	Prbc.g_02049
OG0001118	Syao.g_00828	Prbc.g_02050
OG0001119	Syao.g_00826	Prbc.g_02051
OG0001120	Syao.g_00822	Prbc.g_02052
OG0001121	Syao.g_01294	Prbc.g_00645
OG0001122	Syao.g_00445	Prbc.g_02081
OG0001123	Syao.g_00451	Prbc.g_02086
OG0001124	Syao.g_00453	Prbc.g_02088
OG0001125	Syao.g_00456	Prbc.g_02090
OG0001126	Syao.g_00504	Prbc.g_02101
OG0001127	Syao.g_00505	Prbc.g_02102
OG0001128	Syao.g_00508	Prbc.g_02105
OG0001129	Syao.g_00510	Prbc.g_02106
OG0001130	Syao.g_00511	Prbc.g_02107
OG0001131	Syao.g_01387	Prbc.g_01941
OG0001132	Syao.g_01221	Prbc.g_02152
OG0001133	Syao.g_01333	Prbc.g_02128
OG0001134	Syao.g_01428	Prbc.g_00896
