Orthogroup	Syao	Prar
OG0000604	Syao.g_00918	Prar.g_01480
OG0000606	Syao.g_00924	Prar.g_01484
OG0000607	Syao.g_00927	Prar.g_01487
OG0000608	Syao.g_00928	Prar.g_01488
OG0000609	Syao.g_00930	Prar.g_01489
OG0000610	Syao.g_00940	Prar.g_01494
OG0000611	Syao.g_00943	Prar.g_01497
OG0000612	Syao.g_00944	Prar.g_01498
OG0000613	Syao.g_01979	Prar.g_01503
OG0000614	Syao.g_00375	Prar.g_01522
OG0000615	Syao.g_00978	Prar.g_01530
OG0000616	Syao.g_02342	Prar.g_01534
OG0000617	Syao.g_00486	Prar.g_01605
OG0000618	Syao.g_00485	Prar.g_01606
OG0000619	Syao.g_00484	Prar.g_01607
OG0000620	Syao.g_00479	Prar.g_01610
OG0000621	Syao.g_00478	Prar.g_01611
OG0000622	Syao.g_00476	Prar.g_01612
OG0000623	Syao.g_00475	Prar.g_01613
OG0000624	Syao.g_00473	Prar.g_01614
OG0000625	Syao.g_00472	Prar.g_01615
OG0000626	Syao.g_00471	Prar.g_01616
OG0000627	Syao.g_00567	Prar.g_01617
OG0000628	Syao.g_00566	Prar.g_01618
OG0000629	Syao.g_00590	Prar.g_01619
OG0000630	Syao.g_00585	Prar.g_01622
OG0000631	Syao.g_00644	Prar.g_01675
OG0000632	Syao.g_00643	Prar.g_01676
OG0000633	Syao.g_00642	Prar.g_01677
OG0000634	Syao.g_00752	Prar.g_01680
OG0000635	Syao.g_00753	Prar.g_01681
OG0000636	Syao.g_00755	Prar.g_01683
OG0000637	Syao.g_00757	Prar.g_01685
OG0000638	Syao.g_00758	Prar.g_01686
OG0000639	Syao.g_00759	Prar.g_01687
OG0000640	Syao.g_00760	Prar.g_01688
OG0000641	Syao.g_00764	Prar.g_01692
OG0000642	Syao.g_00765	Prar.g_01693
OG0000643	Syao.g_00767	Prar.g_01694
OG0000644	Syao.g_00768	Prar.g_01695
OG0000645	Syao.g_00770	Prar.g_01696
OG0000646	Syao.g_00773	Prar.g_01698
OG0000647	Syao.g_00775	Prar.g_01699
OG0000648	Syao.g_00777	Prar.g_01701
OG0000649	Syao.g_00778	Prar.g_01702
OG0000650	Syao.g_00779	Prar.g_01703
OG0000651	Syao.g_00780	Prar.g_01704
OG0000652	Syao.g_00781	Prar.g_01705
OG0000653	Syao.g_00783	Prar.g_01707
OG0000654	Syao.g_00784	Prar.g_01708
OG0000655	Syao.g_00785	Prar.g_01709
OG0000656	Syao.g_00789	Prar.g_01712
OG0000657	Syao.g_00435	Prar.g_01719
OG0000658	Syao.g_00560	Prar.g_01720
OG0000659	Syao.g_00559	Prar.g_01721
OG0000660	Syao.g_00555	Prar.g_01725
OG0000661	Syao.g_00553	Prar.g_01727
OG0000662	Syao.g_00535	Prar.g_01729
OG0000663	Syao.g_00532	Prar.g_01731
OG0000664	Syao.g_00530	Prar.g_01732
OG0000665	Syao.g_01436	Prar.g_01736
OG0000666	Syao.g_02120	Prar.g_01737
OG0000667	Syao.g_01375	Prar.g_01742
OG0000668	Syao.g_02678	Prar.g_01759
OG0000669	Syao.g_00955	Prar.g_01767
OG0000670	Syao.g_00958	Prar.g_01769
OG0000671	Syao.g_00960	Prar.g_01771
OG0000672	Syao.g_00963	Prar.g_01774
OG0000673	Syao.g_00966	Prar.g_01777
OG0000674	Syao.g_00968	Prar.g_01779
OG0000675	Syao.g_00969	Prar.g_01780
OG0000676	Syao.g_00971	Prar.g_01782
OG0000677	Syao.g_00972	Prar.g_01783
OG0000678	Syao.g_00974	Prar.g_01785
OG0000679	Syao.g_00981	Prar.g_01789
OG0000680	Syao.g_00982	Prar.g_01790
OG0000681	Syao.g_00985	Prar.g_01792
OG0000682	Syao.g_00986	Prar.g_01793
OG0000683	Syao.g_00987	Prar.g_01794
OG0000684	Syao.g_00990	Prar.g_01795
OG0000685	Syao.g_00733	Prar.g_01797
OG0000686	Syao.g_00734	Prar.g_01798
OG0000687	Syao.g_00735	Prar.g_01799
OG0000688	Syao.g_00741	Prar.g_01802
OG0000689	Syao.g_00743	Prar.g_01803
OG0000690	Syao.g_00744	Prar.g_01804
OG0000691	Syao.g_00745	Prar.g_01805
OG0000692	Syao.g_00747	Prar.g_01807
OG0000693	Syao.g_00748	Prar.g_01808
OG0000694	Syao.g_00749	Prar.g_01809
OG0000695	Syao.g_00639	Prar.g_01811
OG0000696	Syao.g_00638	Prar.g_01812
OG0000697	Syao.g_00636	Prar.g_01813
OG0000698	Syao.g_00633	Prar.g_01816
OG0000699	Syao.g_00631	Prar.g_01817
OG0000700	Syao.g_00630	Prar.g_01818
OG0000701	Syao.g_00629	Prar.g_01819
OG0000702	Syao.g_00705	Prar.g_01821
OG0000703	Syao.g_00693	Prar.g_01822
OG0000704	Syao.g_00689	Prar.g_01823
OG0000705	Syao.g_00682	Prar.g_01827
OG0000706	Syao.g_00681	Prar.g_01828
OG0000707	Syao.g_00680	Prar.g_01829
OG0000708	Syao.g_00677	Prar.g_01830
OG0000709	Syao.g_00670	Prar.g_01834
OG0000710	Syao.g_00666	Prar.g_01837
OG0000711	Syao.g_00815	Prar.g_01853
OG0000712	Syao.g_00813	Prar.g_01855
OG0000713	Syao.g_00812	Prar.g_01856
OG0000714	Syao.g_00810	Prar.g_01857
OG0000715	Syao.g_00808	Prar.g_01859
OG0000716	Syao.g_00804	Prar.g_01861
OG0000717	Syao.g_00803	Prar.g_01862
OG0000718	Syao.g_00794	Prar.g_01873
OG0000719	Syao.g_00444	Prar.g_01875
OG0000720	Syao.g_00457	Prar.g_01884
OG0000721	Syao.g_00459	Prar.g_01886
OG0000722	Syao.g_00460	Prar.g_01887
OG0000723	Syao.g_00469	Prar.g_01890
OG0000724	Syao.g_00513	Prar.g_01899
OG0000725	Syao.g_00385	Prar.g_01905
OG0000726	Syao.g_00384	Prar.g_01906
OG0000727	Syao.g_00383	Prar.g_01907
OG0000728	Syao.g_00381	Prar.g_01909
OG0000729	Syao.g_02190	Prar.g_01955
OG0000730	Syao.g_01880	Prar.g_01324
OG0000731	Syao.g_01868	Prar.g_01320
OG0000732	Syao.g_02218	Prar.g_01314
OG0000733	Syao.g_01427	Prar.g_01295
OG0000734	Syao.g_02592	Prar.g_01278
OG0000735	Syao.g_00140	Prar.g_01276
OG0000736	Syao.g_00139	Prar.g_01275
OG0000737	Syao.g_00138	Prar.g_01274
OG0000738	Syao.g_00132	Prar.g_01270
OG0000739	Syao.g_00131	Prar.g_01269
OG0000740	Syao.g_00130	Prar.g_01268
OG0000741	Syao.g_00127	Prar.g_01267
OG0000742	Syao.g_00124	Prar.g_01264
OG0000743	Syao.g_00217	Prar.g_01262
OG0000744	Syao.g_00216	Prar.g_01261
OG0000745	Syao.g_00213	Prar.g_01260
OG0000746	Syao.g_00210	Prar.g_01258
OG0000747	Syao.g_00208	Prar.g_01257
OG0000748	Syao.g_00193	Prar.g_01254
OG0000749	Syao.g_00192	Prar.g_01253
OG0000750	Syao.g_00191	Prar.g_01252
OG0000751	Syao.g_00185	Prar.g_01250
OG0000752	Syao.g_00183	Prar.g_01248
OG0000753	Syao.g_00180	Prar.g_01245
OG0000754	Syao.g_00175	Prar.g_01242
OG0000755	Syao.g_00021	Prar.g_01239
OG0000756	Syao.g_00229	Prar.g_01238
OG0000757	Syao.g_00252	Prar.g_01232
OG0000758	Syao.g_00251	Prar.g_01231
OG0000759	Syao.g_00250	Prar.g_01230
OG0000760	Syao.g_00249	Prar.g_01229
OG0000761	Syao.g_00248	Prar.g_01228
OG0000762	Syao.g_00246	Prar.g_01227
OG0000763	Syao.g_00242	Prar.g_01225
OG0000764	Syao.g_00241	Prar.g_01224
OG0000765	Syao.g_00267	Prar.g_01215
OG0000766	Syao.g_00266	Prar.g_01214
OG0000767	Syao.g_00264	Prar.g_01212
OG0000768	Syao.g_00263	Prar.g_01211
OG0000769	Syao.g_00261	Prar.g_01209
OG0000770	Syao.g_00257	Prar.g_01207
OG0000771	Syao.g_00506	Prar.g_00376
OG0000772	Syao.g_01523	Prar.g_00976
OG0000773	Syao.g_01447	Prar.g_00964
OG0000774	Syao.g_01442	Prar.g_00962
OG0000775	Syao.g_01440	Prar.g_00960
OG0000776	Syao.g_01439	Prar.g_00959
OG0000777	Syao.g_01438	Prar.g_00958
OG0000778	Syao.g_01437	Prar.g_00957
OG0000779	Syao.g_01469	Prar.g_00953
OG0000780	Syao.g_01456	Prar.g_00952
OG0000781	Syao.g_01452	Prar.g_00949
OG0000782	Syao.g_01451	Prar.g_00948
OG0000783	Syao.g_01450	Prar.g_00947
OG0000784	Syao.g_01449	Prar.g_00946
OG0000785	Syao.g_01481	Prar.g_00944
OG0000786	Syao.g_01473	Prar.g_00942
OG0000787	Syao.g_01472	Prar.g_00941
OG0000788	Syao.g_00870	Prar.g_00924
OG0000789	Syao.g_00623	Prar.g_00921
OG0000790	Syao.g_00041, Syao.g_00315	Prar.g_00906
OG0000791	Syao.g_00043	Prar.g_00904
OG0000792	Syao.g_00044	Prar.g_00903
OG0000793	Syao.g_02700	Prar.g_00900
OG0000794	Syao.g_02703	Prar.g_00899
OG0000795	Syao.g_02704	Prar.g_00898
OG0000796	Syao.g_02708	Prar.g_00894
OG0000797	Syao.g_02709	Prar.g_00893
OG0000798	Syao.g_02066	Prar.g_00866
OG0000799	Syao.g_01525	Prar.g_00357
OG0000800	Syao.g_01526	Prar.g_00356
OG0000801	Syao.g_01527	Prar.g_00355
OG0000802	Syao.g_01531	Prar.g_00353
OG0000803	Syao.g_01534	Prar.g_00351
OG0000804	Syao.g_01537	Prar.g_00350
OG0000805	Syao.g_01502	Prar.g_00348
OG0000806	Syao.g_01504	Prar.g_00346
OG0000807	Syao.g_01506	Prar.g_00345
OG0000808	Syao.g_01507	Prar.g_00344
OG0000809	Syao.g_01511	Prar.g_00341
OG0000810	Syao.g_01482	Prar.g_00340
OG0000811	Syao.g_01490	Prar.g_00336
OG0000812	Syao.g_01492	Prar.g_00842
OG0000813	Syao.g_01493	Prar.g_00841
OG0000814	Syao.g_01495	Prar.g_00839
OG0000815	Syao.g_01499	Prar.g_00838
OG0000816	Syao.g_01471	Prar.g_00836
OG0000817	Syao.g_01519	Prar.g_00835
OG0000818	Syao.g_00062	Prar.g_00830
OG0000819	Syao.g_00063	Prar.g_00829
OG0000820	Syao.g_00064	Prar.g_00828
OG0000821	Syao.g_00070	Prar.g_00824
OG0000822	Syao.g_00072	Prar.g_00823
OG0000823	Syao.g_00073	Prar.g_00822
OG0000824	Syao.g_00079	Prar.g_00819
OG0000825	Syao.g_00080	Prar.g_00818
OG0000826	Syao.g_00081	Prar.g_00817
OG0000827	Syao.g_00082	Prar.g_00816
OG0000828	Syao.g_00085	Prar.g_00813
OG0000829	Syao.g_00086	Prar.g_00812
OG0000830	Syao.g_00087	Prar.g_00811
OG0000831	Syao.g_00089	Prar.g_00809
OG0000832	Syao.g_01696	Prar.g_00803
OG0000833	Syao.g_01612	Prar.g_00795
OG0000834	Syao.g_01610	Prar.g_00794
OG0000835	Syao.g_01609	Prar.g_00793
OG0000836	Syao.g_01606	Prar.g_00792
OG0000837	Syao.g_01605	Prar.g_00791
OG0000838	Syao.g_01601	Prar.g_00789
OG0000839	Syao.g_01600	Prar.g_00788
OG0000840	Syao.g_01599	Prar.g_00787
OG0000841	Syao.g_01598	Prar.g_00786
OG0000842	Syao.g_01597	Prar.g_00785
OG0000843	Syao.g_01596	Prar.g_00784
OG0000844	Syao.g_01594	Prar.g_00783
OG0000845	Syao.g_01593	Prar.g_00782
OG0000846	Syao.g_01592	Prar.g_00781
OG0000847	Syao.g_01591	Prar.g_00780
OG0000848	Syao.g_01589	Prar.g_00779
OG0000849	Syao.g_01588	Prar.g_00778
OG0000850	Syao.g_01585	Prar.g_00776
OG0000851	Syao.g_01582	Prar.g_00775
OG0000852	Syao.g_01581	Prar.g_00774
OG0000853	Syao.g_01577	Prar.g_00770
OG0000854	Syao.g_01575	Prar.g_00768
OG0000855	Syao.g_01574	Prar.g_00767
OG0000856	Syao.g_01327	Prar.g_00753
OG0000857	Syao.g_00774	Prar.g_00725
OG0000858	Syao.g_01567	Prar.g_01149
OG0000859	Syao.g_01566	Prar.g_01148
OG0000860	Syao.g_01552	Prar.g_01141
OG0000861	Syao.g_01551	Prar.g_01140
OG0000862	Syao.g_01542	Prar.g_01139
OG0000863	Syao.g_01540	Prar.g_01137
OG0000864	Syao.g_01017	Prar.g_01136
OG0000866	Syao.g_01686	Prar.g_01134
OG0000867	Syao.g_01685	Prar.g_01133
OG0000868	Syao.g_01682	Prar.g_01132
OG0000869	Syao.g_01677	Prar.g_01128
OG0000870	Syao.g_01672	Prar.g_01123
OG0000871	Syao.g_01671	Prar.g_01122
OG0000872	Syao.g_01665	Prar.g_01121
OG0000873	Syao.g_01662	Prar.g_01965
OG0000874	Syao.g_01660	Prar.g_01968
OG0000875	Syao.g_01658	Prar.g_01969
OG0000876	Syao.g_00536	Prar.g_01970
OG0000877	Syao.g_01654	Prar.g_01963
OG0000878	Syao.g_01653	Prar.g_01962
OG0000879	Syao.g_01652	Prar.g_01961
OG0000880	Syao.g_01651	Prar.g_01960
OG0000881	Syao.g_01647	Prar.g_00595, Prar.g_01956
OG0000882	Syao.g_01642	Prar.g_00600
OG0000883	Syao.g_01638	Prar.g_00601
OG0000884	Syao.g_01636	Prar.g_00603
OG0000885	Syao.g_01635	Prar.g_00604
OG0000886	Syao.g_01634	Prar.g_00605
OG0000887	Syao.g_01633	Prar.g_00606
OG0000888	Syao.g_01631	Prar.g_00608
OG0000889	Syao.g_01629	Prar.g_00610
OG0000890	Syao.g_01626	Prar.g_00611
OG0000891	Syao.g_01625	Prar.g_00612
OG0000892	Syao.g_01695	Prar.g_01119
OG0000893	Syao.g_01934	Prar.g_01114
OG0000894	Syao.g_01937	Prar.g_01112
OG0000895	Syao.g_01916	Prar.g_01109
OG0000896	Syao.g_01917	Prar.g_01108
OG0000897	Syao.g_01919	Prar.g_01106
OG0000898	Syao.g_01920	Prar.g_01105
OG0000899	Syao.g_01921	Prar.g_01104
OG0000900	Syao.g_01922	Prar.g_01103
OG0000901	Syao.g_01927	Prar.g_01100
OG0000902	Syao.g_01929	Prar.g_01098
OG0000903	Syao.g_01798	Prar.g_01095
OG0000904	Syao.g_01804	Prar.g_01093
OG0000905	Syao.g_01862	Prar.g_01088
OG0000906	Syao.g_01931	Prar.g_01087
OG0000907	Syao.g_01796	Prar.g_01069
OG0000908	Syao.g_01793	Prar.g_01066
OG0000909	Syao.g_01792	Prar.g_01065
OG0000910	Syao.g_01791	Prar.g_01064
OG0000911	Syao.g_01789	Prar.g_01062
OG0000912	Syao.g_01788	Prar.g_01061
OG0000913	Syao.g_01787	Prar.g_01060
OG0000914	Syao.g_01786	Prar.g_01059
OG0000915	Syao.g_01784	Prar.g_01058
OG0000916	Syao.g_01783	Prar.g_01057
OG0000917	Syao.g_01782	Prar.g_01056
OG0000918	Syao.g_01781	Prar.g_01055
OG0000919	Syao.g_01780	Prar.g_01054
OG0000920	Syao.g_01779	Prar.g_01053
OG0000921	Syao.g_01778	Prar.g_01052
OG0000922	Syao.g_01777	Prar.g_01051
OG0000923	Syao.g_01772	Prar.g_01047
OG0000924	Syao.g_01771	Prar.g_01046
OG0000925	Syao.g_01770	Prar.g_01045
OG0000926	Syao.g_01769	Prar.g_01044
OG0000927	Syao.g_01767	Prar.g_01042
OG0000928	Syao.g_01766	Prar.g_01041
OG0000929	Syao.g_01765	Prar.g_01040
OG0000930	Syao.g_01764	Prar.g_01039
OG0000931	Syao.g_01763	Prar.g_01038
OG0000932	Syao.g_01762	Prar.g_01037
OG0000933	Syao.g_01811	Prar.g_01033
OG0000934	Syao.g_01809	Prar.g_01031
OG0000935	Syao.g_01808	Prar.g_01030
OG0000936	Syao.g_01843	Prar.g_01029
OG0000937	Syao.g_01842	Prar.g_01028
OG0000938	Syao.g_01839	Prar.g_01026
OG0000939	Syao.g_01838	Prar.g_01025
OG0000940	Syao.g_01830	Prar.g_01019
OG0000941	Syao.g_01828	Prar.g_01017
OG0000942	Syao.g_01826	Prar.g_01015
OG0000943	Syao.g_01824	Prar.g_01014
OG0000944	Syao.g_01822	Prar.g_01013
OG0000945	Syao.g_01821	Prar.g_01012
OG0000946	Syao.g_01852	Prar.g_00617
OG0000947	Syao.g_01849	Prar.g_00619
OG0000948	Syao.g_01848	Prar.g_00620
OG0000949	Syao.g_01970	Prar.g_00623
OG0000950	Syao.g_01957	Prar.g_00628
OG0000951	Syao.g_02262	Prar.g_00632
OG0000952	Syao.g_02266	Prar.g_00636
OG0000953	Syao.g_02130	Prar.g_00639
OG0000954	Syao.g_02135	Prar.g_00643
OG0000955	Syao.g_02136	Prar.g_00644
OG0000956	Syao.g_02138	Prar.g_00646
OG0000957	Syao.g_01951	Prar.g_00651
OG0000958	Syao.g_01950	Prar.g_00652
OG0000959	Syao.g_01947	Prar.g_00656
OG0000960	Syao.g_01946	Prar.g_00657
OG0000961	Syao.g_02496	Prar.g_00659
OG0000962	Syao.g_02191	Prar.g_00661
OG0000963	Syao.g_02186	Prar.g_00664
OG0000964	Syao.g_02185	Prar.g_00665
OG0000965	Syao.g_02184	Prar.g_00666
OG0000966	Syao.g_02172	Prar.g_00673
OG0000967	Syao.g_02167	Prar.g_00677
OG0000968	Syao.g_02199	Prar.g_00679
OG0000969	Syao.g_02200	Prar.g_00680
OG0000970	Syao.g_02201	Prar.g_00681
OG0000971	Syao.g_02203	Prar.g_00682
OG0000972	Syao.g_02204	Prar.g_00683
OG0000973	Syao.g_02205	Prar.g_00684
OG0000974	Syao.g_02206	Prar.g_00685
OG0000975	Syao.g_02207	Prar.g_00686
OG0000976	Syao.g_02208	Prar.g_00687
OG0000977	Syao.g_02210	Prar.g_00688
OG0000978	Syao.g_02211	Prar.g_00689
OG0000979	Syao.g_02214	Prar.g_00692
OG0000980	Syao.g_02217	Prar.g_00694
OG0000981	Syao.g_02220	Prar.g_00696
OG0000982	Syao.g_02437	Prar.g_00698
OG0000983	Syao.g_02438	Prar.g_00699
OG0000984	Syao.g_02439	Prar.g_00700
OG0000985	Syao.g_02443	Prar.g_00703
OG0000986	Syao.g_02445	Prar.g_00705
OG0000987	Syao.g_02447	Prar.g_00706
OG0000988	Syao.g_02452	Prar.g_00709
OG0000989	Syao.g_02368	Prar.g_00073
OG0000990	Syao.g_02362	Prar.g_00070
OG0000991	Syao.g_02354	Prar.g_00069
OG0000992	Syao.g_02279	Prar.g_00067
OG0000993	Syao.g_02280	Prar.g_00066
OG0000994	Syao.g_02283	Prar.g_00065
OG0000995	Syao.g_02287	Prar.g_00061
OG0000996	Syao.g_02305	Prar.g_00060
OG0000997	Syao.g_02326	Prar.g_00059
OG0000998	Syao.g_02328	Prar.g_00057
OG0000999	Syao.g_02329	Prar.g_00056
OG0001000	Syao.g_02333	Prar.g_00053
OG0001001	Syao.g_02338	Prar.g_00051
OG0001002	Syao.g_02345	Prar.g_00047
OG0001003	Syao.g_02347	Prar.g_00046
OG0001004	Syao.g_02348	Prar.g_00045
OG0001005	Syao.g_02194	Prar.g_00044
OG0001006	Syao.g_02159	Prar.g_00040
OG0001007	Syao.g_02161	Prar.g_00038
OG0001008	Syao.g_01737	Prar.g_00485
OG0001009	Syao.g_02239	Prar.g_00011
OG0001010	Syao.g_02238	Prar.g_00010
OG0001011	Syao.g_02236	Prar.g_00009
OG0001012	Syao.g_00322	Prar.g_00577
OG0001013	Syao.g_02413	Prar.g_00571
OG0001014	Syao.g_02407	Prar.g_00568
OG0001015	Syao.g_02406	Prar.g_00567
OG0001016	Syao.g_02622	Prar.g_00255
OG0001017	Syao.g_02628	Prar.g_00251
OG0001018	Syao.g_02630	Prar.g_00248
OG0001019	Syao.g_02654	Prar.g_00239
OG0001020	Syao.g_02663	Prar.g_00238
OG0001021	Syao.g_02666	Prar.g_00237
OG0001022	Syao.g_02670	Prar.g_00234
OG0001023	Syao.g_02671	Prar.g_00233
OG0001024	Syao.g_01018	Prar.g_00230
OG0001025	Syao.g_02597	Prar.g_00224
OG0001026	Syao.g_02594	Prar.g_00217
OG0001027	Syao.g_02564	Prar.g_00216
OG0001028	Syao.g_02568	Prar.g_00214
OG0001029	Syao.g_02570	Prar.g_00213
OG0001030	Syao.g_02545	Prar.g_00198
OG0001031	Syao.g_02528	Prar.g_00141
OG0001032	Syao.g_02530	Prar.g_00140
OG0001033	Syao.g_01016	Prar.g_00119
OG0001034	Syao.g_01704	Prar.g_00091
OG0001035	Syao.g_02101	Prar.g_00333
OG0001036	Syao.g_02096	Prar.g_00328
OG0001037	Syao.g_02094	Prar.g_00327
OG0001038	Syao.g_02065	Prar.g_00309
OG0001039	Syao.g_02062	Prar.g_00306
OG0001040	Syao.g_02059	Prar.g_00304
OG0001041	Syao.g_02055	Prar.g_00300
OG0001042	Syao.g_02032	Prar.g_00283
OG0001043	Syao.g_02028	Prar.g_00282
OG0001044	Syao.g_01878	Prar.g_00393
OG0001045	Syao.g_01865	Prar.g_00402
OG0001046	Syao.g_00827	Prar.g_00440
OG0001047	Syao.g_01739	Prar.g_00487
OG0001048	Syao.g_01740	Prar.g_00488
OG0001049	Syao.g_01616	Prar.g_00490
OG0001050	Syao.g_01618	Prar.g_00491
OG0001051	Syao.g_01619	Prar.g_00492
OG0001052	Syao.g_02686	Prar.g_00521
OG0001053	Syao.g_00025	Prar.g_00533
OG0001054	Syao.g_00104	Prar.g_01329
OG0001055	Syao.g_00156	Prar.g_01347
OG0001056	Syao.g_01417	Prar.g_01366
OG0001057	Syao.g_00879	Prar.g_01371
OG0001058	Syao.g_00862	Prar.g_01379
OG0001059	Syao.g_00858	Prar.g_01383
OG0001060	Syao.g_00852	Prar.g_01390
OG0001062	Syao.g_01050	Prar.g_01405
OG0001063	Syao.g_01042	Prar.g_01407
OG0001064	Syao.g_01041	Prar.g_01408
OG0001065	Syao.g_01040	Prar.g_01409
OG0001066	Syao.g_01039	Prar.g_01410
OG0001067	Syao.g_01038	Prar.g_01411
OG0001068	Syao.g_01037	Prar.g_01412
OG0001069	Syao.g_01036	Prar.g_01413
OG0001070	Syao.g_01032	Prar.g_01416
OG0001071	Syao.g_01031	Prar.g_01417
OG0001072	Syao.g_01027	Prar.g_01419
OG0001073	Syao.g_00991	Prar.g_01434
OG0001074	Syao.g_00392	Prar.g_01445
OG0001075	Syao.g_00391	Prar.g_01446
OG0001076	Syao.g_01339	Prar.g_01454
OG0001077	Syao.g_01323	Prar.g_01458
OG0001078	Syao.g_00895	Prar.g_01466
OG0001079	Syao.g_00911	Prar.g_01477
OG0001081	Syao.g_00925	Prar.g_01485
OG0001082	Syao.g_00926	Prar.g_01486
OG0001083	Syao.g_00934	Prar.g_01491
OG0001084	Syao.g_00935	Prar.g_01492
OG0001085	Syao.g_00947	Prar.g_01500
OG0001086	Syao.g_00949	Prar.g_01501
OG0001087	Syao.g_01419	Prar.g_01518
OG0001088	Syao.g_00211	Prar.g_01519
OG0001089	Syao.g_00376	Prar.g_01527
OG0001090	Syao.g_00494	Prar.g_01600
OG0001091	Syao.g_00491	Prar.g_01602
OG0001092	Syao.g_00489	Prar.g_01603
OG0001093	Syao.g_00482	Prar.g_01608
OG0001094	Syao.g_00750	Prar.g_01678
OG0001095	Syao.g_00771	Prar.g_01697
OG0001096	Syao.g_00786	Prar.g_01710
OG0001097	Syao.g_00552	Prar.g_01728
OG0001098	Syao.g_00731	Prar.g_01744
OG0001099	Syao.g_02569	Prar.g_01764
OG0001100	Syao.g_00957	Prar.g_01768
OG0001101	Syao.g_00959	Prar.g_01770
OG0001102	Syao.g_00962	Prar.g_01773
OG0001103	Syao.g_00964	Prar.g_01775
OG0001105	Syao.g_00736	Prar.g_01800
OG0001106	Syao.g_00688	Prar.g_01824
OG0001107	Syao.g_00676	Prar.g_01831
OG0001108	Syao.g_00669	Prar.g_01835
OG0001109	Syao.g_00667	Prar.g_01836
OG0001110	Syao.g_00665	Prar.g_01838
OG0001111	Syao.g_00663	Prar.g_01839
OG0001112	Syao.g_00661	Prar.g_01840
OG0001113	Syao.g_00660	Prar.g_01841
OG0001114	Syao.g_00659	Prar.g_01842
OG0001115	Syao.g_00832	Prar.g_01844
OG0001116	Syao.g_00830	Prar.g_01845
OG0001117	Syao.g_00829	Prar.g_01846
OG0001118	Syao.g_00828	Prar.g_01847
OG0001119	Syao.g_00826	Prar.g_01848
OG0001120	Syao.g_00822	Prar.g_01850
OG0001121	Syao.g_01294	Prar.g_01298
OG0001122	Syao.g_00445	Prar.g_01876
OG0001123	Syao.g_00451	Prar.g_01880
OG0001124	Syao.g_00453	Prar.g_01882
OG0001125	Syao.g_00456	Prar.g_01883
OG0001126	Syao.g_00504	Prar.g_01893
OG0001127	Syao.g_00505	Prar.g_01894
OG0001128	Syao.g_00508	Prar.g_01896
OG0001129	Syao.g_00510	Prar.g_01897
OG0001130	Syao.g_00511	Prar.g_01898
OG0001131	Syao.g_01387	Prar.g_01935
OG0001132	Syao.g_01221	Prar.g_01944
OG0001133	Syao.g_01333	Prar.g_01309
OG0001134	Syao.g_01428	Prar.g_01296
OG0001135	Syao.g_01424	Prar.g_01293
OG0001136	Syao.g_00126	Prar.g_01266
OG0001137	Syao.g_00194	Prar.g_01255
OG0001138	Syao.g_00227	Prar.g_01237
OG0001139	Syao.g_00225	Prar.g_01236
OG0001140	Syao.g_00224	Prar.g_01235
OG0001141	Syao.g_00254	Prar.g_01234
OG0001142	Syao.g_00253	Prar.g_01233
OG0001143	Syao.g_00243	Prar.g_01226
OG0001144	Syao.g_00276	Prar.g_01221
OG0001145	Syao.g_01446	Prar.g_00963
OG0001146	Syao.g_01455	Prar.g_00951
OG0001147	Syao.g_00095	Prar.g_00925
OG0001148	Syao.g_00038	Prar.g_00909
OG0001149	Syao.g_00039	Prar.g_00908
OG0001150	Syao.g_00040	Prar.g_00907
OG0001151	Syao.g_02706	Prar.g_00896
OG0001152	Syao.g_02707	Prar.g_00895
OG0001153	Syao.g_00083	Prar.g_00815
OG0001154	Syao.g_00084	Prar.g_00814
OG0001155	Syao.g_01747	Prar.g_00802
OG0001156	Syao.g_01744	Prar.g_00799
OG0001157	Syao.g_01743	Prar.g_00798
OG0001158	Syao.g_01742	Prar.g_00797
OG0001159	Syao.g_01741	Prar.g_00796
OG0001160	Syao.g_01579	Prar.g_00772
OG0001161	Syao.g_02373	Prar.g_00760
OG0001162	Syao.g_02650	Prar.g_00749
OG0001163	Syao.g_01571	Prar.g_01151
OG0001164	Syao.g_01564	Prar.g_01147
OG0001165	Syao.g_01559	Prar.g_01144
OG0001166	Syao.g_01673	Prar.g_01124
OG0001167	Syao.g_01006	Prar.g_01959
OG0001168	Syao.g_01648	Prar.g_01957
OG0001169	Syao.g_01646	Prar.g_00596
OG0001170	Syao.g_01644	Prar.g_00598
OG0001171	Syao.g_01632	Prar.g_00607
OG0001172	Syao.g_01914	Prar.g_01111
OG0001173	Syao.g_01915	Prar.g_01110
OG0001174	Syao.g_01923	Prar.g_01102
OG0001175	Syao.g_01924	Prar.g_01101
OG0001176	Syao.g_01799	Prar.g_01094
OG0001177	Syao.g_01802	Prar.g_01091
OG0001178	Syao.g_01541	Prar.g_01086
OG0001179	Syao.g_01768	Prar.g_01043
OG0001180	Syao.g_01833	Prar.g_01022
OG0001181	Syao.g_01829	Prar.g_01018
OG0001182	Syao.g_01820	Prar.g_01011
OG0001183	Syao.g_01851	Prar.g_00618
OG0001184	Syao.g_02264	Prar.g_00634
OG0001185	Syao.g_02147	Prar.g_00648
OG0001186	Syao.g_02173	Prar.g_00670
OG0001187	Syao.g_02171	Prar.g_00674
OG0001188	Syao.g_02169	Prar.g_00676
OG0001189	Syao.g_02215	Prar.g_00693
