Orthogroup	Syao	Prae
OG0000601	Syao.g_00910	Prae.g_00620
OG0000602	Syao.g_00914	Prae.g_00622
OG0000603	Syao.g_00915	Prae.g_00623
OG0000604	Syao.g_00918	Prae.g_00624
OG0000606	Syao.g_00924	Prae.g_00628
OG0000607	Syao.g_00927	Prae.g_00631
OG0000608	Syao.g_00928	Prae.g_00632
OG0000609	Syao.g_00930	Prae.g_00633
OG0000610	Syao.g_00940	Prae.g_00638
OG0000611	Syao.g_00943	Prae.g_00641
OG0000612	Syao.g_00944	Prae.g_00642
OG0000613	Syao.g_01979	Prae.g_00647
OG0000614	Syao.g_00375	Prae.g_00666
OG0000615	Syao.g_00978	Prae.g_00674
OG0000616	Syao.g_02342	Prae.g_00678
OG0000617	Syao.g_00486	Prae.g_00717
OG0000618	Syao.g_00485	Prae.g_00718
OG0000619	Syao.g_00484	Prae.g_00719
OG0000620	Syao.g_00479	Prae.g_00722
OG0000621	Syao.g_00478	Prae.g_00723
OG0000622	Syao.g_00476	Prae.g_00724
OG0000623	Syao.g_00475	Prae.g_00725
OG0000624	Syao.g_00473	Prae.g_00726
OG0000625	Syao.g_00472	Prae.g_00727
OG0000626	Syao.g_00471	Prae.g_00728
OG0000627	Syao.g_00567	Prae.g_00729
OG0000628	Syao.g_00566	Prae.g_00730
OG0000629	Syao.g_00590	Prae.g_00731
OG0000630	Syao.g_00585	Prae.g_00734
OG0000631	Syao.g_00644	Prae.g_00797
OG0000632	Syao.g_00643	Prae.g_00798
OG0000633	Syao.g_00642	Prae.g_00799
OG0000634	Syao.g_00752	Prae.g_00802
OG0000635	Syao.g_00753	Prae.g_00803
OG0000636	Syao.g_00755	Prae.g_00805
OG0000637	Syao.g_00757	Prae.g_00807
OG0000638	Syao.g_00758	Prae.g_00808
OG0000639	Syao.g_00759	Prae.g_00809
OG0000640	Syao.g_00760	Prae.g_00810
OG0000641	Syao.g_00764	Prae.g_00814
OG0000642	Syao.g_00765	Prae.g_00815
OG0000643	Syao.g_00767	Prae.g_00816
OG0000644	Syao.g_00768	Prae.g_00817
OG0000645	Syao.g_00770	Prae.g_00818
OG0000646	Syao.g_00773	Prae.g_00820
OG0000647	Syao.g_00775	Prae.g_00821
OG0000648	Syao.g_00777	Prae.g_00823
OG0000649	Syao.g_00778	Prae.g_00824
OG0000650	Syao.g_00779	Prae.g_00825
OG0000651	Syao.g_00780	Prae.g_00826
OG0000652	Syao.g_00781	Prae.g_00827
OG0000653	Syao.g_00783	Prae.g_00829
OG0000654	Syao.g_00784	Prae.g_00830
OG0000655	Syao.g_00785	Prae.g_00831
OG0000656	Syao.g_00789	Prae.g_00834
OG0000657	Syao.g_00435	Prae.g_00841
OG0000658	Syao.g_00560	Prae.g_00842
OG0000659	Syao.g_00559	Prae.g_00843
OG0000660	Syao.g_00555	Prae.g_00847
OG0000661	Syao.g_00553	Prae.g_00849
OG0000662	Syao.g_00535	Prae.g_00851
OG0000663	Syao.g_00532	Prae.g_00853
OG0000664	Syao.g_00530	Prae.g_00854
OG0000665	Syao.g_01436	Prae.g_00858
OG0000666	Syao.g_02120	Prae.g_00859
OG0000667	Syao.g_01375	Prae.g_00863
OG0000668	Syao.g_02678	Prae.g_00892
OG0000669	Syao.g_00955	Prae.g_00900
OG0000670	Syao.g_00958	Prae.g_00902
OG0000671	Syao.g_00960	Prae.g_00904
OG0000672	Syao.g_00963	Prae.g_00906
OG0000673	Syao.g_00966	Prae.g_00909
OG0000674	Syao.g_00968	Prae.g_00911
OG0000675	Syao.g_00969	Prae.g_00912
OG0000676	Syao.g_00971	Prae.g_00914
OG0000677	Syao.g_00972	Prae.g_00915
OG0000678	Syao.g_00974	Prae.g_00917
OG0000679	Syao.g_00981	Prae.g_00921
OG0000680	Syao.g_00982	Prae.g_00922
OG0000681	Syao.g_00985	Prae.g_00924
OG0000682	Syao.g_00986	Prae.g_00925
OG0000683	Syao.g_00987	Prae.g_00926
OG0000684	Syao.g_00990	Prae.g_00927
OG0000685	Syao.g_00733	Prae.g_00929
OG0000686	Syao.g_00734	Prae.g_00930
OG0000687	Syao.g_00735	Prae.g_00931
OG0000688	Syao.g_00741	Prae.g_00934
OG0000689	Syao.g_00743	Prae.g_00935
OG0000690	Syao.g_00744	Prae.g_00936
OG0000691	Syao.g_00745	Prae.g_00937
OG0000692	Syao.g_00747	Prae.g_00938
OG0000693	Syao.g_00748	Prae.g_00939
OG0000694	Syao.g_00749	Prae.g_00940
OG0000695	Syao.g_00639	Prae.g_00942
OG0000696	Syao.g_00638	Prae.g_00943
OG0000697	Syao.g_00636	Prae.g_00944
OG0000698	Syao.g_00633	Prae.g_00947
OG0000699	Syao.g_00631	Prae.g_00948
OG0000700	Syao.g_00630	Prae.g_00949
OG0000701	Syao.g_00629	Prae.g_00950
OG0000702	Syao.g_00705	Prae.g_00952
OG0000703	Syao.g_00693	Prae.g_00953
OG0000704	Syao.g_00689	Prae.g_00954
OG0000705	Syao.g_00682	Prae.g_00958
OG0000706	Syao.g_00681	Prae.g_00959
OG0000707	Syao.g_00680	Prae.g_00960
OG0000708	Syao.g_00677	Prae.g_00961
OG0000709	Syao.g_00670	Prae.g_00965
OG0000710	Syao.g_00666	Prae.g_00968
OG0000711	Syao.g_00815	Prae.g_00985
OG0000712	Syao.g_00813	Prae.g_00987
OG0000713	Syao.g_00812	Prae.g_00988
OG0000714	Syao.g_00810	Prae.g_00989
OG0000715	Syao.g_00808	Prae.g_00991
OG0000716	Syao.g_00804	Prae.g_00993
OG0000717	Syao.g_00803	Prae.g_00994
OG0000718	Syao.g_00794	Prae.g_01009
OG0000719	Syao.g_00444	Prae.g_01011
OG0000720	Syao.g_00457	Prae.g_01020
OG0000721	Syao.g_00459	Prae.g_01022
OG0000722	Syao.g_00460	Prae.g_01023
OG0000723	Syao.g_00469	Prae.g_01026
OG0000724	Syao.g_00513	Prae.g_01035
OG0000725	Syao.g_00385	Prae.g_01041
OG0000726	Syao.g_00384	Prae.g_01042
OG0000727	Syao.g_00383	Prae.g_01043
OG0000728	Syao.g_00381	Prae.g_01045
OG0000729	Syao.g_02190	Prae.g_01092
OG0000730	Syao.g_01880	Prae.g_01096
OG0000731	Syao.g_01868	Prae.g_01100
OG0000732	Syao.g_02218	Prae.g_01109
OG0000733	Syao.g_01427	Prae.g_01131
OG0000734	Syao.g_02592	Prae.g_01148
OG0000735	Syao.g_00140	Prae.g_01150
OG0000736	Syao.g_00139	Prae.g_01151
OG0000737	Syao.g_00138	Prae.g_01152
OG0000738	Syao.g_00132	Prae.g_01156
OG0000739	Syao.g_00131	Prae.g_01157
OG0000740	Syao.g_00130	Prae.g_01158
OG0000741	Syao.g_00127	Prae.g_01159
OG0000742	Syao.g_00124	Prae.g_01162
OG0000743	Syao.g_00217	Prae.g_01164
OG0000744	Syao.g_00216	Prae.g_01165
OG0000745	Syao.g_00213	Prae.g_01166
OG0000746	Syao.g_00210	Prae.g_01168
OG0000747	Syao.g_00208	Prae.g_01169
OG0000748	Syao.g_00193	Prae.g_01172
OG0000749	Syao.g_00192	Prae.g_01173
OG0000750	Syao.g_00191	Prae.g_01174
OG0000751	Syao.g_00185	Prae.g_01176
OG0000752	Syao.g_00183	Prae.g_01178
OG0000753	Syao.g_00180	Prae.g_01181
OG0000754	Syao.g_00175	Prae.g_01184
OG0000755	Syao.g_00021	Prae.g_01187
OG0000756	Syao.g_00229	Prae.g_01188
OG0000757	Syao.g_00252	Prae.g_01194
OG0000758	Syao.g_00251	Prae.g_01195
OG0000759	Syao.g_00250	Prae.g_01196
OG0000760	Syao.g_00249	Prae.g_01197
OG0000761	Syao.g_00248	Prae.g_01198
OG0000762	Syao.g_00246	Prae.g_01199
OG0000763	Syao.g_00242	Prae.g_01201
OG0000764	Syao.g_00241	Prae.g_01202
OG0000765	Syao.g_00267	Prae.g_01211
OG0000766	Syao.g_00266	Prae.g_01212
OG0000767	Syao.g_00264	Prae.g_01214
OG0000768	Syao.g_00263	Prae.g_01215
OG0000769	Syao.g_00261	Prae.g_01217
OG0000770	Syao.g_00257	Prae.g_01219
OG0000771	Syao.g_00506	Prae.g_01434
OG0000772	Syao.g_01523	Prae.g_01293
OG0000773	Syao.g_01447	Prae.g_01319
OG0000774	Syao.g_01442	Prae.g_01321
OG0000775	Syao.g_01440	Prae.g_01324
OG0000776	Syao.g_01439	Prae.g_01325
OG0000777	Syao.g_01438	Prae.g_01326
OG0000778	Syao.g_01437	Prae.g_01327
OG0000779	Syao.g_01469	Prae.g_01331
OG0000780	Syao.g_01456	Prae.g_01332
OG0000781	Syao.g_01452	Prae.g_01335
OG0000782	Syao.g_01451	Prae.g_01336
OG0000783	Syao.g_01450	Prae.g_01337
OG0000784	Syao.g_01449	Prae.g_01338
OG0000785	Syao.g_01481	Prae.g_01340
OG0000786	Syao.g_01473	Prae.g_01342
OG0000787	Syao.g_01472	Prae.g_01343
OG0000788	Syao.g_00870	Prae.g_01355
OG0000789	Syao.g_00623	Prae.g_01358
OG0000790	Syao.g_00041, Syao.g_00315	Prae.g_01373
OG0000791	Syao.g_00043	Prae.g_01375
OG0000792	Syao.g_00044	Prae.g_01376
OG0000793	Syao.g_02700	Prae.g_01379
OG0000794	Syao.g_02703	Prae.g_01380
OG0000795	Syao.g_02704	Prae.g_01381
OG0000796	Syao.g_02708	Prae.g_01385
OG0000797	Syao.g_02709	Prae.g_01386
OG0000798	Syao.g_02066	Prae.g_01420
OG0000799	Syao.g_01525	Prae.g_01441
OG0000800	Syao.g_01526	Prae.g_01442
OG0000801	Syao.g_01527	Prae.g_01443
OG0000802	Syao.g_01531	Prae.g_01445
OG0000803	Syao.g_01534	Prae.g_01447
OG0000804	Syao.g_01537	Prae.g_01448
OG0000805	Syao.g_01502	Prae.g_01450
OG0000806	Syao.g_01504	Prae.g_01452
OG0000807	Syao.g_01506	Prae.g_01453
OG0000808	Syao.g_01507	Prae.g_01454
OG0000809	Syao.g_01511	Prae.g_01457
OG0000810	Syao.g_01482	Prae.g_01458
OG0000811	Syao.g_01490	Prae.g_01462
OG0000812	Syao.g_01492	Prae.g_01464
OG0000813	Syao.g_01493	Prae.g_01465
OG0000814	Syao.g_01495	Prae.g_01467
OG0000815	Syao.g_01499	Prae.g_01468
OG0000816	Syao.g_01471	Prae.g_01470
OG0000817	Syao.g_01519	Prae.g_01471
OG0000818	Syao.g_00062	Prae.g_01476
OG0000819	Syao.g_00063	Prae.g_01477
OG0000820	Syao.g_00064	Prae.g_01478
OG0000821	Syao.g_00070	Prae.g_01482
OG0000822	Syao.g_00072	Prae.g_01483
OG0000823	Syao.g_00073	Prae.g_01484
OG0000824	Syao.g_00079	Prae.g_01487
OG0000825	Syao.g_00080	Prae.g_01488
OG0000826	Syao.g_00081	Prae.g_01489
OG0000827	Syao.g_00082	Prae.g_01490
OG0000828	Syao.g_00085	Prae.g_01493
OG0000829	Syao.g_00086	Prae.g_01494
OG0000830	Syao.g_00087	Prae.g_01495
OG0000831	Syao.g_00089	Prae.g_01497
OG0000832	Syao.g_01696	Prae.g_01503
OG0000833	Syao.g_01612	Prae.g_01511
OG0000834	Syao.g_01610	Prae.g_01512
OG0000835	Syao.g_01609	Prae.g_01513
OG0000836	Syao.g_01606	Prae.g_01514
OG0000837	Syao.g_01605	Prae.g_01515
OG0000838	Syao.g_01601	Prae.g_01517
OG0000839	Syao.g_01600	Prae.g_01518
OG0000840	Syao.g_01599	Prae.g_01519
OG0000841	Syao.g_01598	Prae.g_01520
OG0000842	Syao.g_01597	Prae.g_01521
OG0000843	Syao.g_01596	Prae.g_01522
OG0000844	Syao.g_01594	Prae.g_01523
OG0000845	Syao.g_01593	Prae.g_01524
OG0000846	Syao.g_01592	Prae.g_01525
OG0000847	Syao.g_01591	Prae.g_01526
OG0000848	Syao.g_01589	Prae.g_01527
OG0000849	Syao.g_01588	Prae.g_01528
OG0000850	Syao.g_01585	Prae.g_01530
OG0000851	Syao.g_01582	Prae.g_01531
OG0000852	Syao.g_01581	Prae.g_01532
OG0000853	Syao.g_01577	Prae.g_01536
OG0000854	Syao.g_01575	Prae.g_01538
OG0000855	Syao.g_01574	Prae.g_01539
OG0000856	Syao.g_01327	Prae.g_01554
OG0000857	Syao.g_00774	Prae.g_01582
OG0000858	Syao.g_01567	Prae.g_01617
OG0000859	Syao.g_01566	Prae.g_01618
OG0000860	Syao.g_01552	Prae.g_01625
OG0000861	Syao.g_01551	Prae.g_01626
OG0000862	Syao.g_01542	Prae.g_01627
OG0000863	Syao.g_01540	Prae.g_01629
OG0000864	Syao.g_01017	Prae.g_01630
OG0000866	Syao.g_01686	Prae.g_01632
OG0000867	Syao.g_01685	Prae.g_01633
OG0000868	Syao.g_01682	Prae.g_01634
OG0000869	Syao.g_01677	Prae.g_01638
OG0000870	Syao.g_01672	Prae.g_01643
OG0000871	Syao.g_01671	Prae.g_01644
OG0000872	Syao.g_01665	Prae.g_01645
OG0000873	Syao.g_01662	Prae.g_01648
OG0000874	Syao.g_01660	Prae.g_01651
OG0000875	Syao.g_01658	Prae.g_01652
OG0000876	Syao.g_00536	Prae.g_01653
OG0000877	Syao.g_01654	Prae.g_01655
OG0000878	Syao.g_01653	Prae.g_01656
OG0000879	Syao.g_01652	Prae.g_01657
OG0000880	Syao.g_01651	Prae.g_01658
OG0000881	Syao.g_01647	Prae.g_01662
OG0000882	Syao.g_01642	Prae.g_01667
OG0000883	Syao.g_01638	Prae.g_01668
OG0000884	Syao.g_01636	Prae.g_01670
OG0000885	Syao.g_01635	Prae.g_01671
OG0000886	Syao.g_01634	Prae.g_01672
OG0000887	Syao.g_01633	Prae.g_01673
OG0000888	Syao.g_01631	Prae.g_01675
OG0000889	Syao.g_01629	Prae.g_01677
OG0000890	Syao.g_01626	Prae.g_01678
OG0000891	Syao.g_01625	Prae.g_01679
OG0000892	Syao.g_01695	Prae.g_01681
OG0000893	Syao.g_01934	Prae.g_01686
OG0000894	Syao.g_01937	Prae.g_01688
OG0000895	Syao.g_01916	Prae.g_01691
OG0000896	Syao.g_01917	Prae.g_01692
OG0000897	Syao.g_01919	Prae.g_01694
OG0000898	Syao.g_01920	Prae.g_01695
OG0000899	Syao.g_01921	Prae.g_01696
OG0000900	Syao.g_01922	Prae.g_01697
OG0000901	Syao.g_01927	Prae.g_01700
OG0000902	Syao.g_01929	Prae.g_01702
OG0000903	Syao.g_01798	Prae.g_01705
OG0000904	Syao.g_01804	Prae.g_01707
OG0000905	Syao.g_01862	Prae.g_01712
OG0000906	Syao.g_01931	Prae.g_01713
OG0000907	Syao.g_01796	Prae.g_01716
OG0000908	Syao.g_01793	Prae.g_01719
OG0000909	Syao.g_01792	Prae.g_01720
OG0000910	Syao.g_01791	Prae.g_01721
OG0000911	Syao.g_01789	Prae.g_01723
OG0000912	Syao.g_01788	Prae.g_01724
OG0000913	Syao.g_01787	Prae.g_01725
OG0000914	Syao.g_01786	Prae.g_01726
OG0000915	Syao.g_01784	Prae.g_01727
OG0000916	Syao.g_01783	Prae.g_01728
OG0000917	Syao.g_01782	Prae.g_01729
OG0000918	Syao.g_01781	Prae.g_01730
OG0000919	Syao.g_01780	Prae.g_01731
OG0000920	Syao.g_01779	Prae.g_01732
OG0000921	Syao.g_01778	Prae.g_01733
OG0000922	Syao.g_01777	Prae.g_01734
OG0000923	Syao.g_01772	Prae.g_01738
OG0000924	Syao.g_01771	Prae.g_01739
OG0000925	Syao.g_01770	Prae.g_01740
OG0000926	Syao.g_01769	Prae.g_01741
OG0000927	Syao.g_01767	Prae.g_01743
OG0000928	Syao.g_01766	Prae.g_01744
OG0000929	Syao.g_01765	Prae.g_01745
OG0000930	Syao.g_01764	Prae.g_01746
OG0000931	Syao.g_01763	Prae.g_01747
OG0000932	Syao.g_01762	Prae.g_01748
OG0000933	Syao.g_01811	Prae.g_01752
OG0000934	Syao.g_01809	Prae.g_01754
OG0000935	Syao.g_01808	Prae.g_01755
OG0000936	Syao.g_01843	Prae.g_01756
OG0000937	Syao.g_01842	Prae.g_01757
OG0000938	Syao.g_01839	Prae.g_01759
OG0000939	Syao.g_01838	Prae.g_01760
OG0000940	Syao.g_01830	Prae.g_01768
OG0000941	Syao.g_01828	Prae.g_01770
OG0000942	Syao.g_01826	Prae.g_01772
OG0000943	Syao.g_01824	Prae.g_01773
OG0000944	Syao.g_01822	Prae.g_01774
OG0000945	Syao.g_01821	Prae.g_01775
OG0000946	Syao.g_01852	Prae.g_01779
OG0000947	Syao.g_01849	Prae.g_01781
OG0000948	Syao.g_01848	Prae.g_01782
OG0000949	Syao.g_01970	Prae.g_01785
OG0000950	Syao.g_01957	Prae.g_01790
OG0000951	Syao.g_02262	Prae.g_01794
OG0000952	Syao.g_02266	Prae.g_01798
OG0000953	Syao.g_02130	Prae.g_01801
OG0000954	Syao.g_02135	Prae.g_01805
OG0000955	Syao.g_02136	Prae.g_01806
OG0000956	Syao.g_02138	Prae.g_01808
OG0000957	Syao.g_01951	Prae.g_01813
OG0000958	Syao.g_01950	Prae.g_01814
OG0000959	Syao.g_01947	Prae.g_01818
OG0000960	Syao.g_01946	Prae.g_01819
OG0000961	Syao.g_02496	Prae.g_01821
OG0000962	Syao.g_02191	Prae.g_01823
OG0000963	Syao.g_02186	Prae.g_01827
OG0000964	Syao.g_02185	Prae.g_01828
OG0000965	Syao.g_02184	Prae.g_01829
OG0000966	Syao.g_02172	Prae.g_01836
OG0000967	Syao.g_02167	Prae.g_01840
OG0000968	Syao.g_02199	Prae.g_01842
OG0000969	Syao.g_02200	Prae.g_01843
OG0000970	Syao.g_02201	Prae.g_01844
OG0000971	Syao.g_02203	Prae.g_01845
OG0000972	Syao.g_02204	Prae.g_01846
OG0000973	Syao.g_02205	Prae.g_01847
OG0000974	Syao.g_02206	Prae.g_01848
OG0000975	Syao.g_02207	Prae.g_01849
OG0000976	Syao.g_02208	Prae.g_01850
OG0000977	Syao.g_02210	Prae.g_01851
OG0000978	Syao.g_02211	Prae.g_01852
OG0000979	Syao.g_02214	Prae.g_01855
OG0000980	Syao.g_02217	Prae.g_01857
OG0000981	Syao.g_02220	Prae.g_01859
OG0000982	Syao.g_02437	Prae.g_01861
OG0000983	Syao.g_02438	Prae.g_01862
OG0000984	Syao.g_02439	Prae.g_01863
OG0000985	Syao.g_02443	Prae.g_01866
OG0000986	Syao.g_02445	Prae.g_01868
OG0000987	Syao.g_02447	Prae.g_01869
OG0000988	Syao.g_02452	Prae.g_01872
OG0000989	Syao.g_02368	Prae.g_01876
OG0000990	Syao.g_02362	Prae.g_01879
OG0000991	Syao.g_02354	Prae.g_01880
OG0000992	Syao.g_02279	Prae.g_01882
OG0000993	Syao.g_02280	Prae.g_01883
OG0000994	Syao.g_02283	Prae.g_01884
OG0000995	Syao.g_02287	Prae.g_01888
OG0000996	Syao.g_02305	Prae.g_01889
OG0000997	Syao.g_02326	Prae.g_01890
OG0000998	Syao.g_02328	Prae.g_01892
OG0000999	Syao.g_02329	Prae.g_01893
OG0001000	Syao.g_02333	Prae.g_01896
OG0001001	Syao.g_02338	Prae.g_01898
OG0001002	Syao.g_02345	Prae.g_01902
OG0001003	Syao.g_02347	Prae.g_01903
OG0001004	Syao.g_02348	Prae.g_01904
OG0001005	Syao.g_02194	Prae.g_01905
OG0001006	Syao.g_02159	Prae.g_01909
OG0001007	Syao.g_02161	Prae.g_01911
OG0001008	Syao.g_01737	Prae.g_00411
OG0001009	Syao.g_02239	Prae.g_00027
OG0001010	Syao.g_02238	Prae.g_00028
OG0001011	Syao.g_02236	Prae.g_00029
OG0001012	Syao.g_00322	Prae.g_00045
OG0001013	Syao.g_02413	Prae.g_00050
OG0001014	Syao.g_02407	Prae.g_00053
OG0001015	Syao.g_02406	Prae.g_00054
OG0001016	Syao.g_02622	Prae.g_00073
OG0001017	Syao.g_02628	Prae.g_00077
OG0001018	Syao.g_02630	Prae.g_00080
OG0001019	Syao.g_02654	Prae.g_00089
OG0001020	Syao.g_02663	Prae.g_00090
OG0001021	Syao.g_02666	Prae.g_00091
OG0001022	Syao.g_02670	Prae.g_00094
OG0001023	Syao.g_02671	Prae.g_00095
OG0001024	Syao.g_01018	Prae.g_00098
OG0001025	Syao.g_02597	Prae.g_00104
OG0001026	Syao.g_02594	Prae.g_00110
OG0001027	Syao.g_02564	Prae.g_00111
OG0001028	Syao.g_02568	Prae.g_00113
OG0001029	Syao.g_02570	Prae.g_00115
OG0001030	Syao.g_02545	Prae.g_00130
OG0001031	Syao.g_02528	Prae.g_00189
OG0001032	Syao.g_02530	Prae.g_00190
OG0001033	Syao.g_01016	Prae.g_00211
OG0001034	Syao.g_01704	Prae.g_00239
OG0001035	Syao.g_02101	Prae.g_00257
OG0001036	Syao.g_02096	Prae.g_00262
OG0001037	Syao.g_02094	Prae.g_00263
OG0001038	Syao.g_02065	Prae.g_00279
OG0001039	Syao.g_02062	Prae.g_00282
OG0001040	Syao.g_02059	Prae.g_00284
OG0001041	Syao.g_02055	Prae.g_00288
OG0001042	Syao.g_02032	Prae.g_00305
OG0001043	Syao.g_02028	Prae.g_00306
OG0001044	Syao.g_01878	Prae.g_00334
OG0001045	Syao.g_01865	Prae.g_00342
OG0001046	Syao.g_00827	Prae.g_00379
OG0001047	Syao.g_01739	Prae.g_00413
OG0001048	Syao.g_01740	Prae.g_00414
OG0001049	Syao.g_01616	Prae.g_00416
OG0001050	Syao.g_01618	Prae.g_00417
OG0001051	Syao.g_01619	Prae.g_00418
OG0001052	Syao.g_02686	Prae.g_00445
OG0001053	Syao.g_00025	Prae.g_00457
OG0001054	Syao.g_00104	Prae.g_00472
OG0001055	Syao.g_00156	Prae.g_00491
OG0001056	Syao.g_01417	Prae.g_00511
OG0001057	Syao.g_00879	Prae.g_00516
OG0001058	Syao.g_00862	Prae.g_00524
OG0001059	Syao.g_00858	Prae.g_00528
OG0001060	Syao.g_00852	Prae.g_00535
OG0001062	Syao.g_01050	Prae.g_00550
OG0001063	Syao.g_01042	Prae.g_00552
OG0001064	Syao.g_01041	Prae.g_00553
OG0001065	Syao.g_01040	Prae.g_00554
OG0001066	Syao.g_01039	Prae.g_00555
OG0001067	Syao.g_01038	Prae.g_00556
OG0001068	Syao.g_01037	Prae.g_00557
OG0001069	Syao.g_01036	Prae.g_00558
OG0001070	Syao.g_01032	Prae.g_00561
OG0001071	Syao.g_01031	Prae.g_00562
OG0001072	Syao.g_01027	Prae.g_00564
OG0001073	Syao.g_00991	Prae.g_00578
OG0001074	Syao.g_00392	Prae.g_00589
OG0001075	Syao.g_00391	Prae.g_00590
OG0001076	Syao.g_01339	Prae.g_00598
OG0001077	Syao.g_01323	Prae.g_00602
OG0001078	Syao.g_00895	Prae.g_00610
OG0001079	Syao.g_00911	Prae.g_00621
OG0001081	Syao.g_00925	Prae.g_00629
OG0001082	Syao.g_00926	Prae.g_00630
OG0001083	Syao.g_00934	Prae.g_00635
OG0001084	Syao.g_00935	Prae.g_00636
OG0001085	Syao.g_00947	Prae.g_00644
OG0001086	Syao.g_00949	Prae.g_00645
OG0001087	Syao.g_01419	Prae.g_00662
OG0001088	Syao.g_00211	Prae.g_00663
OG0001089	Syao.g_00376	Prae.g_00671
OG0001090	Syao.g_00494	Prae.g_00712
OG0001091	Syao.g_00491	Prae.g_00714
OG0001092	Syao.g_00489	Prae.g_00715
OG0001093	Syao.g_00482	Prae.g_00720
OG0001094	Syao.g_00750	Prae.g_00800
OG0001095	Syao.g_00771	Prae.g_00819
OG0001096	Syao.g_00786	Prae.g_00832
OG0001097	Syao.g_00552	Prae.g_00850
OG0001098	Syao.g_00731	Prae.g_00865
OG0001099	Syao.g_02569	Prae.g_00897
OG0001100	Syao.g_00957	Prae.g_00901
OG0001101	Syao.g_00959	Prae.g_00903
OG0001102	Syao.g_00962	Prae.g_00905
OG0001103	Syao.g_00964	Prae.g_00907
OG0001105	Syao.g_00736	Prae.g_00932
OG0001106	Syao.g_00688	Prae.g_00955
OG0001107	Syao.g_00676	Prae.g_00962
OG0001108	Syao.g_00669	Prae.g_00966
OG0001109	Syao.g_00667	Prae.g_00967
OG0001110	Syao.g_00665	Prae.g_00969
OG0001111	Syao.g_00663	Prae.g_00970
OG0001112	Syao.g_00661	Prae.g_00971
OG0001113	Syao.g_00660	Prae.g_00972
OG0001114	Syao.g_00659	Prae.g_00973
OG0001115	Syao.g_00832	Prae.g_00975
OG0001116	Syao.g_00830	Prae.g_00976
OG0001117	Syao.g_00829	Prae.g_00977
OG0001118	Syao.g_00828	Prae.g_00978
OG0001119	Syao.g_00826	Prae.g_00979
OG0001120	Syao.g_00822	Prae.g_00981
OG0001121	Syao.g_01294	Prae.g_01128, Prae.g_00984
OG0001122	Syao.g_00445	Prae.g_01012
OG0001123	Syao.g_00451	Prae.g_01016
OG0001124	Syao.g_00453	Prae.g_01018
OG0001125	Syao.g_00456	Prae.g_01019
OG0001126	Syao.g_00504	Prae.g_01029
OG0001127	Syao.g_00505	Prae.g_01030
OG0001128	Syao.g_00508	Prae.g_01032
OG0001129	Syao.g_00510	Prae.g_01033
OG0001130	Syao.g_00511	Prae.g_01034
OG0001131	Syao.g_01387	Prae.g_01072
OG0001132	Syao.g_01221	Prae.g_01081
OG0001133	Syao.g_01333	Prae.g_01115
OG0001134	Syao.g_01428	Prae.g_01130
OG0001135	Syao.g_01424	Prae.g_01133
OG0001136	Syao.g_00126	Prae.g_01160
OG0001137	Syao.g_00194	Prae.g_01171
OG0001138	Syao.g_00227	Prae.g_01189
OG0001139	Syao.g_00225	Prae.g_01190
OG0001140	Syao.g_00224	Prae.g_01191
OG0001141	Syao.g_00254	Prae.g_01192
OG0001142	Syao.g_00253	Prae.g_01193
OG0001143	Syao.g_00243	Prae.g_01200
OG0001144	Syao.g_00276	Prae.g_01205
OG0001145	Syao.g_01446	Prae.g_01320
OG0001146	Syao.g_01455	Prae.g_01333
OG0001147	Syao.g_00095	Prae.g_01354
OG0001148	Syao.g_00038	Prae.g_01370
OG0001149	Syao.g_00039	Prae.g_01371
OG0001150	Syao.g_00040	Prae.g_01372
OG0001151	Syao.g_02706	Prae.g_01383
OG0001152	Syao.g_02707	Prae.g_01384
OG0001153	Syao.g_00083	Prae.g_01491
OG0001154	Syao.g_00084	Prae.g_01492
OG0001155	Syao.g_01747	Prae.g_01504
OG0001156	Syao.g_01744	Prae.g_01507
OG0001157	Syao.g_01743	Prae.g_01508
OG0001158	Syao.g_01742	Prae.g_01509
OG0001159	Syao.g_01741	Prae.g_01510
OG0001160	Syao.g_01579	Prae.g_01534
OG0001161	Syao.g_02373	Prae.g_01547
OG0001162	Syao.g_02650	Prae.g_01558
OG0001163	Syao.g_01571	Prae.g_01615
OG0001164	Syao.g_01564	Prae.g_01619
OG0001165	Syao.g_01559	Prae.g_01622
OG0001166	Syao.g_01673	Prae.g_01642
OG0001167	Syao.g_01006	Prae.g_01659
OG0001168	Syao.g_01648	Prae.g_01661
OG0001169	Syao.g_01646	Prae.g_01663
OG0001170	Syao.g_01644	Prae.g_01665
OG0001171	Syao.g_01632	Prae.g_01674
OG0001172	Syao.g_01914	Prae.g_01689
OG0001173	Syao.g_01915	Prae.g_01690
OG0001174	Syao.g_01923	Prae.g_01698
OG0001175	Syao.g_01924	Prae.g_01699
OG0001176	Syao.g_01799	Prae.g_01706
OG0001177	Syao.g_01802	Prae.g_01709
OG0001178	Syao.g_01541	Prae.g_01714
OG0001179	Syao.g_01768	Prae.g_01742
OG0001180	Syao.g_01833	Prae.g_01765
OG0001181	Syao.g_01829	Prae.g_01769
OG0001182	Syao.g_01820	Prae.g_01776
OG0001183	Syao.g_01851	Prae.g_01780
OG0001184	Syao.g_02264	Prae.g_01796
OG0001185	Syao.g_02147	Prae.g_01810
OG0001186	Syao.g_02173	Prae.g_01833
