Orthogroup	Syao	Prbb
OG0000571	Syao.g_00834	Prbb.g_00576
OG0000572	Syao.g_01033	Prbb.g_00587
OG0000573	Syao.g_01022	Prbb.g_00592
OG0000574	Syao.g_01021	Prbb.g_00594
OG0000575	Syao.g_01000	Prbb.g_00597
OG0000576	Syao.g_00996	Prbb.g_00599
OG0000577	Syao.g_00995	Prbb.g_00600
OG0000578	Syao.g_00994	Prbb.g_00601
OG0000579	Syao.g_00993	Prbb.g_00602
OG0000580	Syao.g_00992	Prbb.g_00603
OG0000581	Syao.g_01059	Prbb.g_00606
OG0000582	Syao.g_01204	Prbb.g_00609
OG0000583	Syao.g_01205	Prbb.g_00610
OG0000584	Syao.g_01206	Prbb.g_00611
OG0000585	Syao.g_01054	Prbb.g_00613
OG0000586	Syao.g_01055	Prbb.g_00614
OG0000587	Syao.g_01057	Prbb.g_00615
OG0000588	Syao.g_00406	Prbb.g_00619
OG0000589	Syao.g_01342	Prbb.g_00622
OG0000590	Syao.g_01341	Prbb.g_00623
OG0000591	Syao.g_01330	Prbb.g_00626
OG0000592	Syao.g_01329	Prbb.g_00627
OG0000593	Syao.g_00890	Prbb.g_00633
OG0000594	Syao.g_00891	Prbb.g_00634
OG0000595	Syao.g_00892	Prbb.g_00635
OG0000596	Syao.g_00897	Prbb.g_00639
OG0000597	Syao.g_00900	Prbb.g_00641
OG0000598	Syao.g_00901	Prbb.g_00642
OG0000599	Syao.g_00908	Prbb.g_00645
OG0000600	Syao.g_00909	Prbb.g_00646
OG0000601	Syao.g_00910	Prbb.g_00647
OG0000602	Syao.g_00914	Prbb.g_00649
OG0000603	Syao.g_00915	Prbb.g_00650
OG0000604	Syao.g_00918	Prbb.g_00651
OG0000606	Syao.g_00924	Prbb.g_00655
OG0000607	Syao.g_00927	Prbb.g_00658
OG0000608	Syao.g_00928	Prbb.g_00659
OG0000609	Syao.g_00930	Prbb.g_00660
OG0000610	Syao.g_00940	Prbb.g_00667
OG0000611	Syao.g_00943	Prbb.g_00670
OG0000612	Syao.g_00944	Prbb.g_00671
OG0000613	Syao.g_01979	Prbb.g_00677
OG0000614	Syao.g_00375	Prbb.g_00700
OG0000615	Syao.g_00978	Prbb.g_00708
OG0000616	Syao.g_02342	Prbb.g_02176
OG0000617	Syao.g_00486	Prbb.g_00719
OG0000618	Syao.g_00485	Prbb.g_00720
OG0000619	Syao.g_00484	Prbb.g_00721
OG0000620	Syao.g_00479	Prbb.g_00724
OG0000621	Syao.g_00478	Prbb.g_00725
OG0000622	Syao.g_00476	Prbb.g_00726
OG0000623	Syao.g_00475	Prbb.g_00727
OG0000624	Syao.g_00473	Prbb.g_00729
OG0000625	Syao.g_00472	Prbb.g_00730
OG0000626	Syao.g_00471	Prbb.g_00731
OG0000627	Syao.g_00567	Prbb.g_00733
OG0000628	Syao.g_00566	Prbb.g_00734
OG0000629	Syao.g_00590	Prbb.g_00735
OG0000630	Syao.g_00585	Prbb.g_00738
OG0000631	Syao.g_00644	Prbb.g_00962
OG0000632	Syao.g_00643	Prbb.g_00963
OG0000633	Syao.g_00642	Prbb.g_00964
OG0000634	Syao.g_00752	Prbb.g_00779
OG0000635	Syao.g_00753	Prbb.g_00780
OG0000636	Syao.g_00755	Prbb.g_00782
OG0000637	Syao.g_00757	Prbb.g_00784
OG0000638	Syao.g_00758	Prbb.g_00785
OG0000639	Syao.g_00759	Prbb.g_00786
OG0000640	Syao.g_00760	Prbb.g_00787
OG0000641	Syao.g_00764	Prbb.g_00791
OG0000642	Syao.g_00765	Prbb.g_00792
OG0000643	Syao.g_00767	Prbb.g_00793
OG0000644	Syao.g_00768	Prbb.g_00794
OG0000645	Syao.g_00770	Prbb.g_00795
OG0000646	Syao.g_00773	Prbb.g_00798
OG0000647	Syao.g_00775	Prbb.g_00800
OG0000648	Syao.g_00777	Prbb.g_00802
OG0000649	Syao.g_00778	Prbb.g_00803
OG0000650	Syao.g_00779	Prbb.g_00804
OG0000651	Syao.g_00780	Prbb.g_00805
OG0000652	Syao.g_00781	Prbb.g_00806
OG0000653	Syao.g_00783	Prbb.g_00808
OG0000654	Syao.g_00784	Prbb.g_00809
OG0000655	Syao.g_00785	Prbb.g_00810
OG0000656	Syao.g_00789	Prbb.g_00813
OG0000657	Syao.g_00435	Prbb.g_00819
OG0000658	Syao.g_00560	Prbb.g_00821
OG0000659	Syao.g_00559	Prbb.g_00822
OG0000660	Syao.g_00555	Prbb.g_00827
OG0000661	Syao.g_00553	Prbb.g_00829
OG0000662	Syao.g_00535	Prbb.g_00831
OG0000663	Syao.g_00532	Prbb.g_00833
OG0000664	Syao.g_00530	Prbb.g_00834
OG0000665	Syao.g_01436	Prbb.g_00838
OG0000666	Syao.g_02120	Prbb.g_00839
OG0000667	Syao.g_01375	Prbb.g_00843
OG0000668	Syao.g_02678	Prbb.g_00914
OG0000669	Syao.g_00955	Prbb.g_00922
OG0000670	Syao.g_00958	Prbb.g_00925
OG0000671	Syao.g_00960	Prbb.g_00927
OG0000672	Syao.g_00963	Prbb.g_00930
OG0000673	Syao.g_00966	Prbb.g_00933
OG0000674	Syao.g_00968	Prbb.g_00935
OG0000675	Syao.g_00969	Prbb.g_00936
OG0000676	Syao.g_00971	Prbb.g_00938
OG0000677	Syao.g_00972	Prbb.g_00939
OG0000678	Syao.g_00974	Prbb.g_00942
OG0000679	Syao.g_00981	Prbb.g_00946
OG0000680	Syao.g_00982	Prbb.g_00947
OG0000681	Syao.g_00985	Prbb.g_00950
OG0000682	Syao.g_00986	Prbb.g_00951
OG0000683	Syao.g_00987	Prbb.g_00952
OG0000684	Syao.g_00990	Prbb.g_00762
OG0000685	Syao.g_00733	Prbb.g_00764
OG0000686	Syao.g_00734	Prbb.g_00765
OG0000687	Syao.g_00735	Prbb.g_00766
OG0000688	Syao.g_00741	Prbb.g_00769
OG0000689	Syao.g_00743	Prbb.g_00770
OG0000690	Syao.g_00744	Prbb.g_00771
OG0000691	Syao.g_00745	Prbb.g_00772
OG0000692	Syao.g_00747	Prbb.g_00774
OG0000693	Syao.g_00748	Prbb.g_00775
OG0000694	Syao.g_00749	Prbb.g_00776
OG0000695	Syao.g_00639	Prbb.g_00966
OG0000696	Syao.g_00638	Prbb.g_00967
OG0000697	Syao.g_00636	Prbb.g_00968
OG0000698	Syao.g_00633	Prbb.g_00971
OG0000699	Syao.g_00631	Prbb.g_00972
OG0000700	Syao.g_00630	Prbb.g_00973
OG0000701	Syao.g_00629	Prbb.g_00974
OG0000702	Syao.g_00705	Prbb.g_00976
OG0000703	Syao.g_00693	Prbb.g_00977
OG0000704	Syao.g_00689	Prbb.g_00978
OG0000705	Syao.g_00682	Prbb.g_00984
OG0000706	Syao.g_00681	Prbb.g_00985
OG0000707	Syao.g_00680	Prbb.g_00986
OG0000708	Syao.g_00677	Prbb.g_00988
OG0000709	Syao.g_00670	Prbb.g_00992
OG0000710	Syao.g_00666	Prbb.g_00995
OG0000711	Syao.g_00815	Prbb.g_01010
OG0000712	Syao.g_00813	Prbb.g_01012
OG0000713	Syao.g_00812	Prbb.g_01013
OG0000714	Syao.g_00810	Prbb.g_01014
OG0000715	Syao.g_00808	Prbb.g_01016
OG0000716	Syao.g_00804	Prbb.g_01017
OG0000717	Syao.g_00803	Prbb.g_01018
OG0000718	Syao.g_00794	Prbb.g_01036
OG0000719	Syao.g_00444	Prbb.g_01037
OG0000720	Syao.g_00457	Prbb.g_01048
OG0000721	Syao.g_00459	Prbb.g_01049
OG0000722	Syao.g_00460	Prbb.g_01050
OG0000723	Syao.g_00469	Prbb.g_01054
OG0000724	Syao.g_00513	Prbb.g_01065
OG0000725	Syao.g_00385	Prbb.g_00891
OG0000726	Syao.g_00384	Prbb.g_00890
OG0000727	Syao.g_00383	Prbb.g_00889
OG0000728	Syao.g_00381	Prbb.g_00887
OG0000729	Syao.g_02190	Prbb.g_02071
OG0000730	Syao.g_01880	Prbb.g_00392
OG0000731	Syao.g_01868	Prbb.g_00400
OG0000732	Syao.g_02218	Prbb.g_02121
OG0000733	Syao.g_01427	Prbb.g_01888
OG0000734	Syao.g_02592	Prbb.g_01533
OG0000735	Syao.g_00140	Prbb.g_01531
OG0000736	Syao.g_00139	Prbb.g_01530
OG0000737	Syao.g_00138	Prbb.g_01529
OG0000738	Syao.g_00132	Prbb.g_01525
OG0000739	Syao.g_00131	Prbb.g_01524
OG0000740	Syao.g_00130	Prbb.g_01523
OG0000741	Syao.g_00127	Prbb.g_01521
OG0000742	Syao.g_00124	Prbb.g_01518
OG0000743	Syao.g_00217	Prbb.g_01516
OG0000744	Syao.g_00216	Prbb.g_01515
OG0000745	Syao.g_00213	Prbb.g_01513
OG0000746	Syao.g_00210	Prbb.g_01511
OG0000747	Syao.g_00208	Prbb.g_01510
OG0000748	Syao.g_00193	Prbb.g_01506
OG0000749	Syao.g_00192	Prbb.g_01505
OG0000750	Syao.g_00191	Prbb.g_01504
OG0000751	Syao.g_00185	Prbb.g_01501
OG0000752	Syao.g_00183	Prbb.g_01499
OG0000753	Syao.g_00180	Prbb.g_01497
OG0000754	Syao.g_00175	Prbb.g_01493
OG0000755	Syao.g_00021	Prbb.g_01488
OG0000756	Syao.g_00229	Prbb.g_01487
OG0000757	Syao.g_00252	Prbb.g_01480
OG0000758	Syao.g_00251	Prbb.g_01479
OG0000759	Syao.g_00250	Prbb.g_01478
OG0000760	Syao.g_00249	Prbb.g_01477
OG0000761	Syao.g_00248	Prbb.g_01476
OG0000762	Syao.g_00246	Prbb.g_01475
OG0000763	Syao.g_00242	Prbb.g_01473
OG0000764	Syao.g_00241	Prbb.g_01472
OG0000765	Syao.g_00267	Prbb.g_01463
OG0000766	Syao.g_00266	Prbb.g_01462
OG0000767	Syao.g_00264	Prbb.g_01461
OG0000768	Syao.g_00263	Prbb.g_01460
OG0000769	Syao.g_00261	Prbb.g_01458
OG0000770	Syao.g_00257	Prbb.g_01457
OG0000771	Syao.g_00506	Prbb.g_01060
OG0000772	Syao.g_01523	Prbb.g_01291
OG0000773	Syao.g_01447	Prbb.g_01577
OG0000774	Syao.g_01442	Prbb.g_01580
OG0000775	Syao.g_01440	Prbb.g_01581
OG0000776	Syao.g_01439	Prbb.g_01582
OG0000777	Syao.g_01438	Prbb.g_01583
OG0000778	Syao.g_01437	Prbb.g_01584
OG0000779	Syao.g_01469	Prbb.g_01588
OG0000780	Syao.g_01456	Prbb.g_01589
OG0000781	Syao.g_01452	Prbb.g_01592
OG0000782	Syao.g_01451	Prbb.g_01593
OG0000783	Syao.g_01450	Prbb.g_01594
OG0000784	Syao.g_01449	Prbb.g_01595
OG0000785	Syao.g_01481	Prbb.g_01597
OG0000786	Syao.g_01473	Prbb.g_01600
OG0000787	Syao.g_01472	Prbb.g_01601
OG0000788	Syao.g_00870	Prbb.g_00746
OG0000789	Syao.g_00623	Prbb.g_01057
OG0000790	Syao.g_00041, Syao.g_00315	Prbb.g_01644
OG0000791	Syao.g_00043	Prbb.g_01646
OG0000792	Syao.g_00044	Prbb.g_01647
OG0000793	Syao.g_02700	Prbb.g_01650
OG0000794	Syao.g_02703	Prbb.g_01651
OG0000795	Syao.g_02704	Prbb.g_01652
OG0000796	Syao.g_02708	Prbb.g_01656
OG0000797	Syao.g_02709	Prbb.g_01657
OG0000799	Syao.g_01525	Prbb.g_01668
OG0000800	Syao.g_01526	Prbb.g_01669
OG0000801	Syao.g_01527	Prbb.g_01670
OG0000802	Syao.g_01531	Prbb.g_01672
OG0000803	Syao.g_01534	Prbb.g_01674
OG0000804	Syao.g_01537	Prbb.g_01675
OG0000805	Syao.g_01502	Prbb.g_01677
OG0000806	Syao.g_01504	Prbb.g_01679
OG0000807	Syao.g_01506	Prbb.g_01680
OG0000808	Syao.g_01507	Prbb.g_01681
OG0000809	Syao.g_01511	Prbb.g_01684
OG0000810	Syao.g_01482	Prbb.g_01685
OG0000811	Syao.g_01490	Prbb.g_01689
OG0000812	Syao.g_01492	Prbb.g_01691
OG0000813	Syao.g_01493	Prbb.g_01692
OG0000814	Syao.g_01495	Prbb.g_01694
OG0000815	Syao.g_01499	Prbb.g_01695
OG0000816	Syao.g_01471	Prbb.g_01697
OG0000817	Syao.g_01519	Prbb.g_01698
OG0000818	Syao.g_00062	Prbb.g_01702
OG0000819	Syao.g_00063	Prbb.g_01703
OG0000820	Syao.g_00064	Prbb.g_01704
OG0000821	Syao.g_00070	Prbb.g_01707
OG0000822	Syao.g_00072	Prbb.g_01708
OG0000823	Syao.g_00073	Prbb.g_01709
OG0000824	Syao.g_00079	Prbb.g_01712
OG0000825	Syao.g_00080	Prbb.g_01713
OG0000826	Syao.g_00081	Prbb.g_01714
OG0000827	Syao.g_00082	Prbb.g_01715
OG0000828	Syao.g_00085	Prbb.g_01718
OG0000829	Syao.g_00086	Prbb.g_01719
OG0000830	Syao.g_00087	Prbb.g_01720
OG0000831	Syao.g_00089	Prbb.g_01722
OG0000832	Syao.g_01696	Prbb.g_01732
OG0000833	Syao.g_01612	Prbb.g_01740
OG0000834	Syao.g_01610	Prbb.g_01741
OG0000835	Syao.g_01609	Prbb.g_01742
OG0000836	Syao.g_01606	Prbb.g_01744
OG0000837	Syao.g_01605	Prbb.g_01745
OG0000838	Syao.g_01601	Prbb.g_01747
OG0000839	Syao.g_01600	Prbb.g_01748
OG0000840	Syao.g_01599	Prbb.g_01749
OG0000841	Syao.g_01598	Prbb.g_01750
OG0000842	Syao.g_01597	Prbb.g_01751
OG0000843	Syao.g_01596	Prbb.g_01752
OG0000844	Syao.g_01594	Prbb.g_01753
OG0000845	Syao.g_01593	Prbb.g_01754
OG0000846	Syao.g_01592	Prbb.g_01755
OG0000847	Syao.g_01591	Prbb.g_01756
OG0000848	Syao.g_01589	Prbb.g_01757
OG0000849	Syao.g_01588	Prbb.g_01758
OG0000850	Syao.g_01585	Prbb.g_01760
OG0000851	Syao.g_01582	Prbb.g_01761
OG0000852	Syao.g_01581	Prbb.g_01762
OG0000853	Syao.g_01577	Prbb.g_01767
OG0000854	Syao.g_01575	Prbb.g_01769
OG0000855	Syao.g_01574	Prbb.g_01770
OG0000856	Syao.g_01327	Prbb.g_01659
OG0000857	Syao.g_00774	Prbb.g_00799
OG0000858	Syao.g_01567	Prbb.g_01817
OG0000859	Syao.g_01566	Prbb.g_01818
OG0000860	Syao.g_01552	Prbb.g_01825
OG0000861	Syao.g_01551	Prbb.g_01826
OG0000862	Syao.g_01542	Prbb.g_01827
OG0000863	Syao.g_01540	Prbb.g_01828
OG0000864	Syao.g_01017	Prbb.g_01829
OG0000866	Syao.g_01686	Prbb.g_01831
OG0000867	Syao.g_01685	Prbb.g_01832
OG0000868	Syao.g_01682	Prbb.g_01833
OG0000869	Syao.g_01677	Prbb.g_01836
OG0000870	Syao.g_01672	Prbb.g_01841
OG0000871	Syao.g_01671	Prbb.g_01842
OG0000872	Syao.g_01665	Prbb.g_01843
OG0000873	Syao.g_01662	Prbb.g_01846
OG0000874	Syao.g_01660	Prbb.g_01849
OG0000875	Syao.g_01658	Prbb.g_01851
OG0000876	Syao.g_00536	Prbb.g_01852
OG0000877	Syao.g_01654	Prbb.g_01854
OG0000878	Syao.g_01653	Prbb.g_01855
OG0000879	Syao.g_01652	Prbb.g_01856
OG0000880	Syao.g_01651	Prbb.g_01857
OG0000881	Syao.g_01647	Prbb.g_01860
OG0000882	Syao.g_01642	Prbb.g_01865
OG0000883	Syao.g_01638	Prbb.g_01867
OG0000884	Syao.g_01636	Prbb.g_01869
OG0000885	Syao.g_01635	Prbb.g_01870
OG0000886	Syao.g_01634	Prbb.g_01871
OG0000887	Syao.g_01633	Prbb.g_01872
OG0000888	Syao.g_01631	Prbb.g_01874
OG0000889	Syao.g_01629	Prbb.g_01876
OG0000890	Syao.g_01626	Prbb.g_01877
OG0000891	Syao.g_01625	Prbb.g_01878
OG0000892	Syao.g_01695	Prbb.g_01880
OG0000893	Syao.g_01934	Prbb.g_01922
OG0000894	Syao.g_01937	Prbb.g_01925
OG0000895	Syao.g_01916	Prbb.g_01928
OG0000896	Syao.g_01917	Prbb.g_01929
OG0000897	Syao.g_01919	Prbb.g_01931
OG0000898	Syao.g_01920	Prbb.g_01932
OG0000899	Syao.g_01921	Prbb.g_01933
OG0000900	Syao.g_01922	Prbb.g_01934
OG0000901	Syao.g_01927	Prbb.g_01937
OG0000902	Syao.g_01929	Prbb.g_01939
OG0000903	Syao.g_01798	Prbb.g_01948
OG0000904	Syao.g_01804	Prbb.g_01943
OG0000905	Syao.g_01862	Prbb.g_01941
OG0000906	Syao.g_01931	Prbb.g_01940
OG0000907	Syao.g_01796	Prbb.g_01958
OG0000908	Syao.g_01793	Prbb.g_01961
OG0000909	Syao.g_01792	Prbb.g_01962
OG0000910	Syao.g_01791	Prbb.g_01963
OG0000911	Syao.g_01789	Prbb.g_01965
OG0000912	Syao.g_01788	Prbb.g_01966
OG0000913	Syao.g_01787	Prbb.g_01967
OG0000914	Syao.g_01786	Prbb.g_01968
OG0000915	Syao.g_01784	Prbb.g_01969
OG0000916	Syao.g_01783	Prbb.g_01970
OG0000917	Syao.g_01782	Prbb.g_01971
OG0000918	Syao.g_01781	Prbb.g_01972
OG0000919	Syao.g_01780	Prbb.g_01973
OG0000920	Syao.g_01779	Prbb.g_01974
OG0000921	Syao.g_01778	Prbb.g_01975
OG0000922	Syao.g_01777	Prbb.g_01976
OG0000923	Syao.g_01772	Prbb.g_01980
OG0000924	Syao.g_01771	Prbb.g_01981
OG0000925	Syao.g_01770	Prbb.g_01982
OG0000926	Syao.g_01769	Prbb.g_01983
OG0000927	Syao.g_01767	Prbb.g_01985
OG0000928	Syao.g_01766	Prbb.g_01986
OG0000929	Syao.g_01765	Prbb.g_01987
OG0000930	Syao.g_01764	Prbb.g_01988
OG0000931	Syao.g_01763	Prbb.g_01989
OG0000932	Syao.g_01762	Prbb.g_01990
OG0000933	Syao.g_01811	Prbb.g_01994
OG0000934	Syao.g_01809	Prbb.g_01996
OG0000935	Syao.g_01808	Prbb.g_01997
OG0000936	Syao.g_01843	Prbb.g_01998
OG0000937	Syao.g_01842	Prbb.g_01999
OG0000938	Syao.g_01839	Prbb.g_02002
OG0000939	Syao.g_01838	Prbb.g_02003
OG0000940	Syao.g_01830	Prbb.g_02010
OG0000941	Syao.g_01828	Prbb.g_02012
OG0000942	Syao.g_01826	Prbb.g_02014
OG0000943	Syao.g_01824	Prbb.g_02015
OG0000944	Syao.g_01822	Prbb.g_02017
OG0000945	Syao.g_01821	Prbb.g_02018
OG0000946	Syao.g_01852	Prbb.g_02024
OG0000947	Syao.g_01849	Prbb.g_02026
OG0000948	Syao.g_01848	Prbb.g_02027
OG0000949	Syao.g_01970	Prbb.g_02030
OG0000950	Syao.g_01957	Prbb.g_02035
OG0000951	Syao.g_02262	Prbb.g_02039
OG0000952	Syao.g_02266	Prbb.g_02043
OG0000953	Syao.g_02130	Prbb.g_02047
OG0000954	Syao.g_02135	Prbb.g_02051
OG0000955	Syao.g_02136	Prbb.g_02052
OG0000956	Syao.g_02138	Prbb.g_02054
OG0000957	Syao.g_01951	Prbb.g_02059
OG0000958	Syao.g_01950	Prbb.g_02060
OG0000959	Syao.g_01947	Prbb.g_02064
OG0000960	Syao.g_01946	Prbb.g_02065
OG0000961	Syao.g_02496	Prbb.g_02068
OG0000962	Syao.g_02191	Prbb.g_02070
OG0000963	Syao.g_02186	Prbb.g_02075
OG0000964	Syao.g_02185	Prbb.g_02076
OG0000965	Syao.g_02184	Prbb.g_02077
OG0000966	Syao.g_02172	Prbb.g_02099
OG0000967	Syao.g_02167	Prbb.g_02103
OG0000968	Syao.g_02199	Prbb.g_02105
OG0000969	Syao.g_02200	Prbb.g_02106
OG0000970	Syao.g_02201	Prbb.g_02107
OG0000971	Syao.g_02203	Prbb.g_02108
OG0000972	Syao.g_02204	Prbb.g_02109
OG0000973	Syao.g_02205	Prbb.g_02110
OG0000974	Syao.g_02206	Prbb.g_02111
OG0000975	Syao.g_02207	Prbb.g_02112
OG0000976	Syao.g_02208	Prbb.g_02113
OG0000977	Syao.g_02210	Prbb.g_02114
OG0000978	Syao.g_02211	Prbb.g_02115
OG0000979	Syao.g_02214	Prbb.g_02118
OG0000980	Syao.g_02217	Prbb.g_02120
OG0000981	Syao.g_02220	Prbb.g_02123
OG0000982	Syao.g_02437	Prbb.g_02125
OG0000983	Syao.g_02438	Prbb.g_02126
OG0000984	Syao.g_02439	Prbb.g_02127
OG0000985	Syao.g_02443	Prbb.g_02130
OG0000986	Syao.g_02445	Prbb.g_02132
OG0000987	Syao.g_02447	Prbb.g_02133
OG0000988	Syao.g_02452	Prbb.g_02136
OG0000989	Syao.g_02368	Prbb.g_02140
OG0000990	Syao.g_02362	Prbb.g_02145
OG0000991	Syao.g_02354	Prbb.g_02146
OG0000992	Syao.g_02279	Prbb.g_02149
OG0000993	Syao.g_02280	Prbb.g_02150
OG0000994	Syao.g_02283	Prbb.g_02151
OG0000995	Syao.g_02287	Prbb.g_02155
OG0000996	Syao.g_02305	Prbb.g_02156
OG0000997	Syao.g_02326	Prbb.g_02164
OG0000998	Syao.g_02328	Prbb.g_02166
OG0000999	Syao.g_02329	Prbb.g_02167
OG0001000	Syao.g_02333	Prbb.g_02170
OG0001001	Syao.g_02338	Prbb.g_02173
OG0001002	Syao.g_02345	Prbb.g_02178
OG0001003	Syao.g_02347	Prbb.g_02180
OG0001004	Syao.g_02348	Prbb.g_02181
OG0001005	Syao.g_02194	Prbb.g_02182
OG0001006	Syao.g_02159	Prbb.g_02187
OG0001007	Syao.g_02161	Prbb.g_02189
OG0001008	Syao.g_01737	Prbb.g_00442
OG0001009	Syao.g_02239	Prbb.g_00028
OG0001010	Syao.g_02238	Prbb.g_00029
OG0001011	Syao.g_02236	Prbb.g_00030
OG0001012	Syao.g_00322	Prbb.g_00058
OG0001013	Syao.g_02413	Prbb.g_00063
OG0001014	Syao.g_02407	Prbb.g_00066
OG0001015	Syao.g_02406	Prbb.g_00067
OG0001016	Syao.g_02622	Prbb.g_00128
OG0001017	Syao.g_02628	Prbb.g_00132
OG0001018	Syao.g_02630	Prbb.g_00135
OG0001019	Syao.g_02654	Prbb.g_00144
OG0001020	Syao.g_02663	Prbb.g_00145
OG0001021	Syao.g_02666	Prbb.g_00146
OG0001022	Syao.g_02670	Prbb.g_00149
OG0001023	Syao.g_02671	Prbb.g_00150
OG0001024	Syao.g_01018	Prbb.g_00153
OG0001025	Syao.g_02597	Prbb.g_00160
OG0001026	Syao.g_02594	Prbb.g_00168
OG0001027	Syao.g_02564	Prbb.g_00169
OG0001028	Syao.g_02568	Prbb.g_00171
OG0001029	Syao.g_02570	Prbb.g_00173
OG0001030	Syao.g_02545	Prbb.g_00189
OG0001031	Syao.g_02528	Prbb.g_00243
OG0001032	Syao.g_02530	Prbb.g_00244
OG0001033	Syao.g_01016	Prbb.g_00264
OG0001034	Syao.g_01704	Prbb.g_00293
OG0001035	Syao.g_02101	Prbb.g_00310
OG0001036	Syao.g_02096	Prbb.g_00314
OG0001037	Syao.g_02094	Prbb.g_00315
OG0001038	Syao.g_02065	Prbb.g_00331
OG0001040	Syao.g_02059	Prbb.g_00335
OG0001041	Syao.g_02055	Prbb.g_00339
OG0001042	Syao.g_02032	Prbb.g_00355
OG0001043	Syao.g_02028	Prbb.g_00356
OG0001044	Syao.g_01878	Prbb.g_00393
OG0001045	Syao.g_01865	Prbb.g_00402
OG0001046	Syao.g_00827	Prbb.g_01124
OG0001047	Syao.g_01739	Prbb.g_00444
OG0001048	Syao.g_01740	Prbb.g_00445
OG0001049	Syao.g_01616	Prbb.g_00447
OG0001050	Syao.g_01618	Prbb.g_00448
OG0001051	Syao.g_01619	Prbb.g_00449
OG0001052	Syao.g_02686	Prbb.g_00475
OG0001053	Syao.g_00025	Prbb.g_00488
OG0001054	Syao.g_00104	Prbb.g_00502
OG0001055	Syao.g_00156	Prbb.g_00521
OG0001056	Syao.g_01417	Prbb.g_00539
OG0001057	Syao.g_00879	Prbb.g_00544
OG0001058	Syao.g_00862	Prbb.g_00553
OG0001059	Syao.g_00858	Prbb.g_00557
OG0001060	Syao.g_00852	Prbb.g_00564
OG0001062	Syao.g_01050	Prbb.g_00579
OG0001063	Syao.g_01042	Prbb.g_00580
OG0001064	Syao.g_01041	Prbb.g_00581
OG0001065	Syao.g_01040	Prbb.g_00582
OG0001066	Syao.g_01039	Prbb.g_00583
OG0001067	Syao.g_01038	Prbb.g_00584
OG0001068	Syao.g_01037	Prbb.g_00585
OG0001069	Syao.g_01036	Prbb.g_00586
OG0001070	Syao.g_01032	Prbb.g_00588
OG0001071	Syao.g_01031	Prbb.g_00589
OG0001072	Syao.g_01027	Prbb.g_00590
OG0001073	Syao.g_00991	Prbb.g_00604
OG0001074	Syao.g_00392	Prbb.g_00616
OG0001075	Syao.g_00391	Prbb.g_00617
OG0001076	Syao.g_01339	Prbb.g_00624
OG0001077	Syao.g_01323	Prbb.g_00629
OG0001078	Syao.g_00895	Prbb.g_00637
OG0001079	Syao.g_00911	Prbb.g_00648
OG0001081	Syao.g_00925	Prbb.g_00656
OG0001082	Syao.g_00926	Prbb.g_00657
OG0001083	Syao.g_00934	Prbb.g_00662
OG0001084	Syao.g_00935	Prbb.g_00664
OG0001085	Syao.g_00947	Prbb.g_00674
OG0001086	Syao.g_00949	Prbb.g_00675
OG0001087	Syao.g_01419	Prbb.g_00694
OG0001088	Syao.g_00211	Prbb.g_00695
OG0001089	Syao.g_00376	Prbb.g_00705
OG0001090	Syao.g_00494	Prbb.g_00714
OG0001091	Syao.g_00491	Prbb.g_00716
OG0001092	Syao.g_00489	Prbb.g_00717
OG0001093	Syao.g_00482	Prbb.g_00722
OG0001094	Syao.g_00750	Prbb.g_00777
OG0001095	Syao.g_00771	Prbb.g_00796
OG0001096	Syao.g_00786	Prbb.g_00811
OG0001097	Syao.g_00552	Prbb.g_00830
OG0001098	Syao.g_00731	Prbb.g_00847
OG0001099	Syao.g_02569	Prbb.g_00917
OG0001100	Syao.g_00957	Prbb.g_00924
OG0001101	Syao.g_00959	Prbb.g_00926
OG0001102	Syao.g_00962	Prbb.g_00929
OG0001103	Syao.g_00964	Prbb.g_00931
OG0001105	Syao.g_00736	Prbb.g_00767
OG0001106	Syao.g_00688	Prbb.g_00979
OG0001107	Syao.g_00676	Prbb.g_00989
OG0001108	Syao.g_00669	Prbb.g_00993
OG0001109	Syao.g_00667	Prbb.g_00994
OG0001110	Syao.g_00665	Prbb.g_00996
OG0001111	Syao.g_00663	Prbb.g_00997
OG0001112	Syao.g_00661	Prbb.g_00998
OG0001113	Syao.g_00660	Prbb.g_00999
OG0001114	Syao.g_00659	Prbb.g_01000
OG0001115	Syao.g_00832	Prbb.g_01002
OG0001116	Syao.g_00830	Prbb.g_01003
OG0001117	Syao.g_00829	Prbb.g_01004
OG0001118	Syao.g_00828	Prbb.g_01005
OG0001119	Syao.g_00826	Prbb.g_01006
OG0001120	Syao.g_00822	Prbb.g_01007
OG0001121	Syao.g_01294	Prbb.g_01627
OG0001122	Syao.g_00445	Prbb.g_01038
OG0001123	Syao.g_00451	Prbb.g_01043
OG0001124	Syao.g_00453	Prbb.g_01045
OG0001125	Syao.g_00456	Prbb.g_01047
OG0001126	Syao.g_00504	Prbb.g_01058
OG0001127	Syao.g_00505	Prbb.g_01059
OG0001128	Syao.g_00508	Prbb.g_01062
OG0001129	Syao.g_00510	Prbb.g_01063
OG0001130	Syao.g_00511	Prbb.g_01064
OG0001131	Syao.g_01387	Prbb.g_00897
OG0001132	Syao.g_01221	Prbb.g_01108
OG0001133	Syao.g_01333	Prbb.g_01085
OG0001134	Syao.g_01428	Prbb.g_01887
OG0001135	Syao.g_01424	Prbb.g_01890
OG0001136	Syao.g_00126	Prbb.g_01520
