Orthogroup	Syao	Syat
OG0000589	Syao.g_01342	Syat.g_03318
OG0000590	Syao.g_01341	Syat.g_03317
OG0000591	Syao.g_01330	Syat.g_03308
OG0000592	Syao.g_01329	Syat.g_03307
OG0000593	Syao.g_00890	Syat.g_00113
OG0000594	Syao.g_00891	Syat.g_00114
OG0000595	Syao.g_00892	Syat.g_00115
OG0000596	Syao.g_00897	Syat.g_00129
OG0000597	Syao.g_00900	Syat.g_00132
OG0000598	Syao.g_00901	Syat.g_00133
OG0000599	Syao.g_00908	Syat.g_00381
OG0000600	Syao.g_00909	Syat.g_00380
OG0000601	Syao.g_00910	Syat.g_00379
OG0000602	Syao.g_00914	Syat.g_00375
OG0000603	Syao.g_00915	Syat.g_00374
OG0000604	Syao.g_00918	Syat.g_00372
OG0000606	Syao.g_00924	Syat.g_00367
OG0000607	Syao.g_00927	Syat.g_00364
OG0000608	Syao.g_00928	Syat.g_00363
OG0000609	Syao.g_00930	Syat.g_00344
OG0000610	Syao.g_00940	Syat.g_00399
OG0000611	Syao.g_00943	Syat.g_00402
OG0000612	Syao.g_00944	Syat.g_00403
OG0000613	Syao.g_01979	Syat.g_02129
OG0000614	Syao.g_00375	Syat.g_01084
OG0000615	Syao.g_00978	Syat.g_00442
OG0000616	Syao.g_02342	Syat.g_02397
OG0000617	Syao.g_00486	Syat.g_00665
OG0000618	Syao.g_00485	Syat.g_00666
OG0000619	Syao.g_00484	Syat.g_00667
OG0000620	Syao.g_00479	Syat.g_02591
OG0000621	Syao.g_00478	Syat.g_02590
OG0000622	Syao.g_00476	Syat.g_02572
OG0000623	Syao.g_00475	Syat.g_00672
OG0000624	Syao.g_00473	Syat.g_00673
OG0000625	Syao.g_00472	Syat.g_00674
OG0000626	Syao.g_00471	Syat.g_00675
OG0000627	Syao.g_00567	Syat.g_00641
OG0000628	Syao.g_00566	Syat.g_00640
OG0000629	Syao.g_00590	Syat.g_00637
OG0000630	Syao.g_00585	Syat.g_00631
OG0000631	Syao.g_00644	Syat.g_00624
OG0000632	Syao.g_00643	Syat.g_00623
OG0000633	Syao.g_00642	Syat.g_00622
OG0000634	Syao.g_00752	Syat.g_00475
OG0000635	Syao.g_00753	Syat.g_00476
OG0000636	Syao.g_00755	Syat.g_00478
OG0000637	Syao.g_00757	Syat.g_00480
OG0000638	Syao.g_00758	Syat.g_00481
OG0000639	Syao.g_00759	Syat.g_00482
OG0000640	Syao.g_00760	Syat.g_00483
OG0000641	Syao.g_00764	Syat.g_00488
OG0000642	Syao.g_00765	Syat.g_00489
OG0000643	Syao.g_00767	Syat.g_00494
OG0000644	Syao.g_00768	Syat.g_00495
OG0000645	Syao.g_00770	Syat.g_00496
OG0000646	Syao.g_00773	Syat.g_00499
OG0000647	Syao.g_00775	Syat.g_00501
OG0000648	Syao.g_00777	Syat.g_00504
OG0000649	Syao.g_00778	Syat.g_00505
OG0000650	Syao.g_00779	Syat.g_00506
OG0000651	Syao.g_00780	Syat.g_00507
OG0000652	Syao.g_00781	Syat.g_00508
OG0000653	Syao.g_00783	Syat.g_00510
OG0000654	Syao.g_00784	Syat.g_00514
OG0000655	Syao.g_00785	Syat.g_00515
OG0000656	Syao.g_00789	Syat.g_00518
OG0000657	Syao.g_00435	Syat.g_00720
OG0000658	Syao.g_00560	Syat.g_00723
OG0000659	Syao.g_00559	Syat.g_00724
OG0000660	Syao.g_00555	Syat.g_00740
OG0000661	Syao.g_00553	Syat.g_00742
OG0000662	Syao.g_00535	Syat.g_00746
OG0000663	Syao.g_00532	Syat.g_00749
OG0000664	Syao.g_00530	Syat.g_00752
OG0000665	Syao.g_01436	Syat.g_03302
OG0000666	Syao.g_02120	Syat.g_01415
OG0000667	Syao.g_01375	Syat.g_00958, Syat.g_03278
OG0000668	Syao.g_02678	Syat.g_00710
OG0000669	Syao.g_00955	Syat.g_00416
OG0000670	Syao.g_00958	Syat.g_00419
OG0000671	Syao.g_00960	Syat.g_00421
OG0000672	Syao.g_00963	Syat.g_00424
OG0000673	Syao.g_00966	Syat.g_00430
OG0000674	Syao.g_00968	Syat.g_00432
OG0000675	Syao.g_00969	Syat.g_00433
OG0000676	Syao.g_00971	Syat.g_00436
OG0000677	Syao.g_00972	Syat.g_00437
OG0000678	Syao.g_00974	Syat.g_00439
OG0000679	Syao.g_00981	Syat.g_00448
OG0000680	Syao.g_00982	Syat.g_00449
OG0000681	Syao.g_00985	Syat.g_00452
OG0000682	Syao.g_00986	Syat.g_00453
OG0000683	Syao.g_00987	Syat.g_00454
OG0000684	Syao.g_00990	Syat.g_00457
OG0000685	Syao.g_00733	Syat.g_02571
OG0000686	Syao.g_00734	Syat.g_00459
OG0000687	Syao.g_00735	Syat.g_00460
OG0000688	Syao.g_00741	Syat.g_00463
OG0000689	Syao.g_00743	Syat.g_00465
OG0000690	Syao.g_00744	Syat.g_00466
OG0000691	Syao.g_00745	Syat.g_00467
OG0000692	Syao.g_00747	Syat.g_00469
OG0000693	Syao.g_00748	Syat.g_00471
OG0000694	Syao.g_00749	Syat.g_00472
OG0000695	Syao.g_00639	Syat.g_00619
OG0000696	Syao.g_00638	Syat.g_00618
OG0000697	Syao.g_00636	Syat.g_00616
OG0000698	Syao.g_00633	Syat.g_00613
OG0000699	Syao.g_00631	Syat.g_00611
OG0000700	Syao.g_00630	Syat.g_00610
OG0000701	Syao.g_00629	Syat.g_00609
OG0000702	Syao.g_00705	Syat.g_00606
OG0000703	Syao.g_00693	Syat.g_00601
OG0000704	Syao.g_00689	Syat.g_00599
OG0000705	Syao.g_00682	Syat.g_00592
OG0000706	Syao.g_00681	Syat.g_00591
OG0000707	Syao.g_00680	Syat.g_00590
OG0000708	Syao.g_00677	Syat.g_00587
OG0000709	Syao.g_00670	Syat.g_00573
OG0000710	Syao.g_00666	Syat.g_00567
OG0000711	Syao.g_00815	Syat.g_00539
OG0000712	Syao.g_00813	Syat.g_00537
OG0000713	Syao.g_00812	Syat.g_00536
OG0000714	Syao.g_00810	Syat.g_00532
OG0000715	Syao.g_00808	Syat.g_00530
OG0000716	Syao.g_00804	Syat.g_00527
OG0000717	Syao.g_00803	Syat.g_00526
OG0000718	Syao.g_00794	Syat.g_00522
OG0000719	Syao.g_00444	Syat.g_00712
OG0000720	Syao.g_00457	Syat.g_00699
OG0000721	Syao.g_00459	Syat.g_00697
OG0000722	Syao.g_00460	Syat.g_00696
OG0000723	Syao.g_00469	Syat.g_00686
OG0000724	Syao.g_00513	Syat.g_00782
OG0000725	Syao.g_00385	Syat.g_00810
OG0000726	Syao.g_00384	Syat.g_00811
OG0000727	Syao.g_00383	Syat.g_00812
OG0000728	Syao.g_00381	Syat.g_00814
OG0000729	Syao.g_02190	Syat.g_02224
OG0000730	Syao.g_01880	Syat.g_01617
OG0000731	Syao.g_01868	Syat.g_01605
OG0000732	Syao.g_02218	Syat.g_02290
OG0000733	Syao.g_01427	Syat.g_03285
OG0000734	Syao.g_02592	Syat.g_01579
OG0000735	Syao.g_00140	Syat.g_03235
OG0000736	Syao.g_00139	Syat.g_03236
OG0000737	Syao.g_00138	Syat.g_03237
OG0000738	Syao.g_00132	Syat.g_03251
OG0000739	Syao.g_00131	Syat.g_03252
OG0000740	Syao.g_00130	Syat.g_03253
OG0000741	Syao.g_00127	Syat.g_03256
OG0000742	Syao.g_00124	Syat.g_03259
OG0000743	Syao.g_00217	Syat.g_03262
OG0000744	Syao.g_00216	Syat.g_03263
OG0000745	Syao.g_00213	Syat.g_03266
OG0000746	Syao.g_00210	Syat.g_00314
OG0000747	Syao.g_00208	Syat.g_00313
OG0000748	Syao.g_00193	Syat.g_00305
OG0000749	Syao.g_00192	Syat.g_00303
OG0000750	Syao.g_00191	Syat.g_00302
OG0000751	Syao.g_00185	Syat.g_00296
OG0000752	Syao.g_00183	Syat.g_00294
OG0000753	Syao.g_00180	Syat.g_00291
OG0000754	Syao.g_00175	Syat.g_00250
OG0000755	Syao.g_00021	Syat.g_00217
OG0000756	Syao.g_00229	Syat.g_00216
OG0000757	Syao.g_00252	Syat.g_00205
OG0000758	Syao.g_00251	Syat.g_00204
OG0000759	Syao.g_00250	Syat.g_00203
OG0000760	Syao.g_00249	Syat.g_00202
OG0000761	Syao.g_00248	Syat.g_00201
OG0000762	Syao.g_00246	Syat.g_00199
OG0000763	Syao.g_00242	Syat.g_00924
OG0000764	Syao.g_00241	Syat.g_00923
OG0000765	Syao.g_00267	Syat.g_00897
OG0000766	Syao.g_00266	Syat.g_00896
OG0000767	Syao.g_00264	Syat.g_00894
OG0000768	Syao.g_00263	Syat.g_00893
OG0000769	Syao.g_00261	Syat.g_00891
OG0000770	Syao.g_00257	Syat.g_00886
OG0000771	Syao.g_00506	Syat.g_00788
OG0000772	Syao.g_01523	Syat.g_01768
OG0000773	Syao.g_01447	Syat.g_01114
OG0000774	Syao.g_01442	Syat.g_01146
OG0000775	Syao.g_01440	Syat.g_01148
OG0000776	Syao.g_01439	Syat.g_01149
OG0000777	Syao.g_01438	Syat.g_01150
OG0000778	Syao.g_01437	Syat.g_01151
OG0000779	Syao.g_01469	Syat.g_01154
OG0000780	Syao.g_01456	Syat.g_01157
OG0000781	Syao.g_01452	Syat.g_01161
OG0000782	Syao.g_01451	Syat.g_01162
OG0000783	Syao.g_01450	Syat.g_01163
OG0000784	Syao.g_01449	Syat.g_01164
OG0000785	Syao.g_01481	Syat.g_01166
OG0000786	Syao.g_01473	Syat.g_01170
OG0000787	Syao.g_01472	Syat.g_01171
OG0000788	Syao.g_00870	Syat.g_00087
OG0000789	Syao.g_00623	Syat.g_00845
OG0000790	Syao.g_00041, Syao.g_00315	Syat.g_01300
OG0000791	Syao.g_00043	Syat.g_01302
OG0000792	Syao.g_00044	Syat.g_01303
OG0000793	Syao.g_02700	Syat.g_01412
OG0000794	Syao.g_02703	Syat.g_01414
OG0000795	Syao.g_02704	Syat.g_01416
OG0000796	Syao.g_02708	Syat.g_01422
OG0000797	Syao.g_02709	Syat.g_01423
OG0000798	Syao.g_02066	Syat.g_02057
OG0000799	Syao.g_01525	Syat.g_01256
OG0000800	Syao.g_01526	Syat.g_01255
OG0000801	Syao.g_01527	Syat.g_01253
OG0000802	Syao.g_01531	Syat.g_01245
OG0000803	Syao.g_01534	Syat.g_01241
OG0000804	Syao.g_01537	Syat.g_01238
OG0000805	Syao.g_01502	Syat.g_01236
OG0000806	Syao.g_01504	Syat.g_01234
OG0000807	Syao.g_01506	Syat.g_01233
OG0000808	Syao.g_01507	Syat.g_01232
OG0000809	Syao.g_01511	Syat.g_01229
OG0000810	Syao.g_01482	Syat.g_01228
OG0000811	Syao.g_01490	Syat.g_01186
OG0000812	Syao.g_01492	Syat.g_01182
OG0000813	Syao.g_01493	Syat.g_01181
OG0000814	Syao.g_01495	Syat.g_01179
OG0000815	Syao.g_01499	Syat.g_01177
OG0000816	Syao.g_01471	Syat.g_01175
OG0000817	Syao.g_01519	Syat.g_01279
OG0000818	Syao.g_00062	Syat.g_01325
OG0000819	Syao.g_00063	Syat.g_01326
OG0000820	Syao.g_00064	Syat.g_01327
OG0000821	Syao.g_00070	Syat.g_01333
OG0000822	Syao.g_00072	Syat.g_01335
OG0000823	Syao.g_00073	Syat.g_01336
OG0000824	Syao.g_00079	Syat.g_01342
OG0000825	Syao.g_00080	Syat.g_01343
OG0000826	Syao.g_00081	Syat.g_01344
OG0000827	Syao.g_00082	Syat.g_01345
OG0000828	Syao.g_00085	Syat.g_01348
OG0000829	Syao.g_00086	Syat.g_01349
OG0000830	Syao.g_00087	Syat.g_01350
OG0000831	Syao.g_00089	Syat.g_01353
OG0000832	Syao.g_01696	Syat.g_02982
OG0000833	Syao.g_01612	Syat.g_03072
OG0000834	Syao.g_01610	Syat.g_03073
OG0000835	Syao.g_01609	Syat.g_03075
OG0000836	Syao.g_01606	Syat.g_03078
OG0000837	Syao.g_01605	Syat.g_03079
OG0000838	Syao.g_01601	Syat.g_03083
OG0000839	Syao.g_01600	Syat.g_03084
OG0000840	Syao.g_01599	Syat.g_03085
OG0000841	Syao.g_01598	Syat.g_03086
OG0000842	Syao.g_01597	Syat.g_03087
OG0000843	Syao.g_01596	Syat.g_03088
OG0000844	Syao.g_01594	Syat.g_03090
OG0000845	Syao.g_01593	Syat.g_03091
OG0000846	Syao.g_01592	Syat.g_03092
OG0000847	Syao.g_01591	Syat.g_03093
OG0000848	Syao.g_01589	Syat.g_03095
OG0000849	Syao.g_01588	Syat.g_03096
OG0000850	Syao.g_01585	Syat.g_03098
OG0000851	Syao.g_01582	Syat.g_03101
OG0000852	Syao.g_01581	Syat.g_03102
OG0000853	Syao.g_01577	Syat.g_03106
OG0000854	Syao.g_01575	Syat.g_03108
OG0000855	Syao.g_01574	Syat.g_03109
OG0000856	Syao.g_01327	Syat.g_03305
OG0000857	Syao.g_00774	Syat.g_00500
OG0000858	Syao.g_01567	Syat.g_03114
OG0000859	Syao.g_01566	Syat.g_03115
OG0000860	Syao.g_01552	Syat.g_03126
OG0000861	Syao.g_01551	Syat.g_03127
OG0000862	Syao.g_01542	Syat.g_03136
OG0000863	Syao.g_01540	Syat.g_03138
OG0000864	Syao.g_01017	Syat.g_03139
OG0000866	Syao.g_01686	Syat.g_03141
OG0000867	Syao.g_01685	Syat.g_03142
OG0000868	Syao.g_01682	Syat.g_03067
OG0000869	Syao.g_01677	Syat.g_03054
OG0000870	Syao.g_01672	Syat.g_03049
OG0000871	Syao.g_01671	Syat.g_03048
OG0000872	Syao.g_01665	Syat.g_03042
OG0000873	Syao.g_01662	Syat.g_03039
OG0000874	Syao.g_01660	Syat.g_03037
OG0000875	Syao.g_01658	Syat.g_03035
OG0000876	Syao.g_00536	Syat.g_00745
OG0000877	Syao.g_01654	Syat.g_03024
OG0000878	Syao.g_01653	Syat.g_03023
OG0000879	Syao.g_01652	Syat.g_03022
OG0000880	Syao.g_01651	Syat.g_03021
OG0000881	Syao.g_01647	Syat.g_03016
OG0000882	Syao.g_01642	Syat.g_03011
OG0000883	Syao.g_01638	Syat.g_03007
OG0000884	Syao.g_01636	Syat.g_03005
OG0000885	Syao.g_01635	Syat.g_03004
OG0000886	Syao.g_01634	Syat.g_03003
OG0000887	Syao.g_01633	Syat.g_03002
OG0000888	Syao.g_01631	Syat.g_03000
OG0000889	Syao.g_01629	Syat.g_02997
OG0000890	Syao.g_01626	Syat.g_02994
OG0000891	Syao.g_01625	Syat.g_02993
OG0000892	Syao.g_01695	Syat.g_02992
OG0000893	Syao.g_01934	Syat.g_01864
OG0000894	Syao.g_01937	Syat.g_01860
OG0000895	Syao.g_01916	Syat.g_01856
OG0000896	Syao.g_01917	Syat.g_01855
OG0000897	Syao.g_01919	Syat.g_01853
OG0000898	Syao.g_01920	Syat.g_01852
OG0000899	Syao.g_01921	Syat.g_01851
OG0000900	Syao.g_01922	Syat.g_01850
OG0000901	Syao.g_01927	Syat.g_01845
OG0000902	Syao.g_01929	Syat.g_01843
OG0000903	Syao.g_01798	Syat.g_01830
OG0000904	Syao.g_01804	Syat.g_01834
OG0000905	Syao.g_01862	Syat.g_01839
OG0000906	Syao.g_01931	Syat.g_01841
OG0000907	Syao.g_01796	Syat.g_01828
OG0000908	Syao.g_01793	Syat.g_01825
OG0000909	Syao.g_01792	Syat.g_01824
OG0000910	Syao.g_01791	Syat.g_01823
OG0000911	Syao.g_01789	Syat.g_01821
OG0000912	Syao.g_01788	Syat.g_01820
OG0000913	Syao.g_01787	Syat.g_01819
OG0000914	Syao.g_01786	Syat.g_01818
OG0000915	Syao.g_01784	Syat.g_01816
OG0000916	Syao.g_01783	Syat.g_01815
OG0000917	Syao.g_01782	Syat.g_01814
OG0000918	Syao.g_01781	Syat.g_01813
OG0000919	Syao.g_01780	Syat.g_01812
OG0000920	Syao.g_01779	Syat.g_01811
OG0000921	Syao.g_01778	Syat.g_01810
OG0000922	Syao.g_01777	Syat.g_01809
OG0000923	Syao.g_01772	Syat.g_01805
OG0000924	Syao.g_01771	Syat.g_01804
OG0000925	Syao.g_01770	Syat.g_01803
OG0000926	Syao.g_01769	Syat.g_01802
OG0000927	Syao.g_01767	Syat.g_01800
OG0000928	Syao.g_01766	Syat.g_01799
OG0000929	Syao.g_01765	Syat.g_01798
OG0000930	Syao.g_01764	Syat.g_01797
OG0000931	Syao.g_01763	Syat.g_01796
OG0000932	Syao.g_01762	Syat.g_01794
OG0000933	Syao.g_01811	Syat.g_01788
OG0000934	Syao.g_01809	Syat.g_01786
OG0000935	Syao.g_01808	Syat.g_01665
OG0000936	Syao.g_01843	Syat.g_01664
OG0000937	Syao.g_01842	Syat.g_01663
OG0000938	Syao.g_01839	Syat.g_01659
OG0000939	Syao.g_01838	Syat.g_01658
OG0000940	Syao.g_01830	Syat.g_01651
OG0000941	Syao.g_01828	Syat.g_01649
OG0000942	Syao.g_01826	Syat.g_01647
OG0000943	Syao.g_01824	Syat.g_01646
OG0000944	Syao.g_01822	Syat.g_01644
OG0000945	Syao.g_01821	Syat.g_01643
OG0000946	Syao.g_01852	Syat.g_01633
OG0000947	Syao.g_01849	Syat.g_01630
OG0000948	Syao.g_01848	Syat.g_01629
OG0000949	Syao.g_01970	Syat.g_02142
OG0000950	Syao.g_01957	Syat.g_02152
OG0000951	Syao.g_02262	Syat.g_02157
OG0000952	Syao.g_02266	Syat.g_02162
OG0000953	Syao.g_02130	Syat.g_02166
OG0000954	Syao.g_02135	Syat.g_02187
OG0000955	Syao.g_02136	Syat.g_02188
OG0000956	Syao.g_02138	Syat.g_02191
OG0000957	Syao.g_01951	Syat.g_02204
OG0000958	Syao.g_01950	Syat.g_02205
OG0000959	Syao.g_01947	Syat.g_02212
OG0000960	Syao.g_01946	Syat.g_02213
OG0000961	Syao.g_02496	Syat.g_02873
OG0000962	Syao.g_02191	Syat.g_02223
OG0000963	Syao.g_02186	Syat.g_02226
OG0000964	Syao.g_02185	Syat.g_02227
OG0000965	Syao.g_02184	Syat.g_02228
OG0000966	Syao.g_02172	Syat.g_02259
OG0000967	Syao.g_02167	Syat.g_02263
OG0000968	Syao.g_02199	Syat.g_02269
OG0000969	Syao.g_02200	Syat.g_02271
OG0000970	Syao.g_02201	Syat.g_02272
OG0000971	Syao.g_02203	Syat.g_02274
OG0000972	Syao.g_02204	Syat.g_02275
OG0000973	Syao.g_02205	Syat.g_02276
OG0000974	Syao.g_02206	Syat.g_02277
OG0000975	Syao.g_02207	Syat.g_02278
OG0000976	Syao.g_02208	Syat.g_02279
OG0000977	Syao.g_02210	Syat.g_02281
OG0000978	Syao.g_02211	Syat.g_02283
OG0000979	Syao.g_02214	Syat.g_02286
OG0000980	Syao.g_02217	Syat.g_02289
OG0000981	Syao.g_02220	Syat.g_02292
OG0000982	Syao.g_02437	Syat.g_02691
OG0000983	Syao.g_02438	Syat.g_02690
OG0000984	Syao.g_02439	Syat.g_02689
OG0000985	Syao.g_02443	Syat.g_02685
OG0000986	Syao.g_02445	Syat.g_02680
OG0000987	Syao.g_02447	Syat.g_02678
OG0000988	Syao.g_02452	Syat.g_02672
OG0000989	Syao.g_02368	Syat.g_02657
OG0000990	Syao.g_02362	Syat.g_02500
OG0000991	Syao.g_02354	Syat.g_02503
OG0000992	Syao.g_02279	Syat.g_02507
OG0000993	Syao.g_02280	Syat.g_02508
OG0000994	Syao.g_02283	Syat.g_02512
OG0000995	Syao.g_02287	Syat.g_02517
OG0000996	Syao.g_02305	Syat.g_02446
OG0000997	Syao.g_02326	Syat.g_02417
OG0000998	Syao.g_02328	Syat.g_02415
OG0000999	Syao.g_02329	Syat.g_02414
OG0001001	Syao.g_02338	Syat.g_02400
OG0001002	Syao.g_02345	Syat.g_02394
OG0001003	Syao.g_02347	Syat.g_02392
OG0001004	Syao.g_02348	Syat.g_02391
OG0001005	Syao.g_02194	Syat.g_02390
OG0001006	Syao.g_02159	Syat.g_02378
OG0001007	Syao.g_02161	Syat.g_02376
OG0001008	Syao.g_01737	Syat.g_02971
OG0001009	Syao.g_02239	Syat.g_02311
OG0001010	Syao.g_02238	Syat.g_02310
OG0001011	Syao.g_02236	Syat.g_02308
OG0001012	Syao.g_00322	Syat.g_01004
OG0001013	Syao.g_02413	Syat.g_02716
OG0001014	Syao.g_02407	Syat.g_02721
OG0001015	Syao.g_02406	Syat.g_02722
OG0001016	Syao.g_02622	Syat.g_01474
OG0001017	Syao.g_02628	Syat.g_01480
OG0001018	Syao.g_02630	Syat.g_01482
OG0001019	Syao.g_02654	Syat.g_01532
OG0001020	Syao.g_02663	Syat.g_01539
OG0001021	Syao.g_02666	Syat.g_01552
OG0001022	Syao.g_02670	Syat.g_01555
OG0001023	Syao.g_02671	Syat.g_01556
OG0001024	Syao.g_01018	Syat.g_01560
OG0001025	Syao.g_02597	Syat.g_01566
OG0001026	Syao.g_02594	Syat.g_01582
OG0001027	Syao.g_02564	Syat.g_02947
OG0001028	Syao.g_02568	Syat.g_02944
OG0001029	Syao.g_02570	Syat.g_02942
OG0001030	Syao.g_02545	Syat.g_02922
OG0001031	Syao.g_02528	Syat.g_02836
OG0001032	Syao.g_02530	Syat.g_02834
OG0001033	Syao.g_01016	Syat.g_02784
OG0001034	Syao.g_01704	Syat.g_01448
OG0001035	Syao.g_02101	Syat.g_01885
OG0001036	Syao.g_02096	Syat.g_01939
OG0001037	Syao.g_02094	Syat.g_01941
OG0001038	Syao.g_02065	Syat.g_02058
OG0001039	Syao.g_02062	Syat.g_02061
OG0001040	Syao.g_02059	Syat.g_02064
OG0001041	Syao.g_02055	Syat.g_02070
OG0001042	Syao.g_02032	Syat.g_02100
OG0001043	Syao.g_02028	Syat.g_02103
OG0001044	Syao.g_01878	Syat.g_01615
OG0001045	Syao.g_01865	Syat.g_01602
OG0001046	Syao.g_00827	Syat.g_00552
OG0001047	Syao.g_01739	Syat.g_02973
OG0001048	Syao.g_01740	Syat.g_02974
OG0001049	Syao.g_01616	Syat.g_01290
OG0001050	Syao.g_01618	Syat.g_01289
OG0001051	Syao.g_01619	Syat.g_01288
OG0001052	Syao.g_02686	Syat.g_01375
OG0001053	Syao.g_00025	Syat.g_03173
OG0001054	Syao.g_00104	Syat.g_03192
OG0001055	Syao.g_00156	Syat.g_03224
OG0001056	Syao.g_01417	Syat.g_03275
OG0001057	Syao.g_00879	Syat.g_00102
OG0001058	Syao.g_00862	Syat.g_00079
OG0001059	Syao.g_00858	Syat.g_00075
OG0001062	Syao.g_01050	Syat.g_00048
OG0001063	Syao.g_01042	Syat.g_00042
OG0001064	Syao.g_01041	Syat.g_00041
OG0001065	Syao.g_01040	Syat.g_00040
OG0001066	Syao.g_01039	Syat.g_00039
OG0001067	Syao.g_01038	Syat.g_00038
OG0001068	Syao.g_01037	Syat.g_00037
OG0001069	Syao.g_01036	Syat.g_00036
OG0001070	Syao.g_01032	Syat.g_00032
OG0001071	Syao.g_01031	Syat.g_00031
OG0001072	Syao.g_01027	Syat.g_00028
OG0001073	Syao.g_00991	Syat.g_00009
OG0001074	Syao.g_00392	Syat.g_01015
OG0001075	Syao.g_00391	Syat.g_01037
OG0001076	Syao.g_01339	Syat.g_03315
OG0001077	Syao.g_01323	Syat.g_03290
OG0001078	Syao.g_00895	Syat.g_00118
OG0001079	Syao.g_00911	Syat.g_00378
OG0001081	Syao.g_00925	Syat.g_00366
OG0001082	Syao.g_00926	Syat.g_00365
OG0001083	Syao.g_00934	Syat.g_00390
OG0001084	Syao.g_00935	Syat.g_00391
OG0001085	Syao.g_00947	Syat.g_00408
OG0001086	Syao.g_00949	Syat.g_00410
OG0001087	Syao.g_01419	Syat.g_03277
OG0001088	Syao.g_00211	Syat.g_02496
OG0001089	Syao.g_00376	Syat.g_00818
OG0001090	Syao.g_00494	Syat.g_00659
OG0001091	Syao.g_00491	Syat.g_00661
OG0001092	Syao.g_00489	Syat.g_00663
OG0001093	Syao.g_00482	Syat.g_00669
OG0001094	Syao.g_00750	Syat.g_00473
OG0001095	Syao.g_00771	Syat.g_00497
OG0001096	Syao.g_00786	Syat.g_00516
OG0001097	Syao.g_00552	Syat.g_00743
OG0001098	Syao.g_00731	Syat.g_01672
OG0001099	Syao.g_02569	Syat.g_02943
OG0001100	Syao.g_00957	Syat.g_00418
OG0001101	Syao.g_00959	Syat.g_00420
OG0001102	Syao.g_00962	Syat.g_00423
OG0001103	Syao.g_00964	Syat.g_00425
OG0001105	Syao.g_00736	Syat.g_00461
OG0001106	Syao.g_00688	Syat.g_00598
OG0001107	Syao.g_00676	Syat.g_00580
OG0001108	Syao.g_00669	Syat.g_00570
OG0001109	Syao.g_00667	Syat.g_00568
OG0001110	Syao.g_00665	Syat.g_00566
OG0001111	Syao.g_00663	Syat.g_00564
OG0001112	Syao.g_00661	Syat.g_00562
OG0001113	Syao.g_00660	Syat.g_00561
OG0001114	Syao.g_00659	Syat.g_00560
OG0001115	Syao.g_00832	Syat.g_00557
OG0001116	Syao.g_00830	Syat.g_00555
OG0001117	Syao.g_00829	Syat.g_00554
OG0001118	Syao.g_00828	Syat.g_00553
OG0001119	Syao.g_00826	Syat.g_00551
OG0001120	Syao.g_00822	Syat.g_00546
OG0001122	Syao.g_00445	Syat.g_00711
OG0001123	Syao.g_00451	Syat.g_00704
OG0001124	Syao.g_00453	Syat.g_00702
OG0001125	Syao.g_00456	Syat.g_00700
OG0001126	Syao.g_00504	Syat.g_00790
OG0001127	Syao.g_00505	Syat.g_00789
OG0001128	Syao.g_00508	Syat.g_00786
OG0001129	Syao.g_00510	Syat.g_00784
OG0001130	Syao.g_00511	Syat.g_00783
OG0001131	Syao.g_01387	Syat.g_01674
OG0001132	Syao.g_01221	Syat.g_00965
OG0001133	Syao.g_01333	Syat.g_03311
OG0001136	Syao.g_00126	Syat.g_03257
OG0001137	Syao.g_00194	Syat.g_00306
OG0001138	Syao.g_00227	Syat.g_00214
OG0001139	Syao.g_00225	Syat.g_00209
OG0001140	Syao.g_00224	Syat.g_00208
OG0001141	Syao.g_00254	Syat.g_00207
OG0001142	Syao.g_00253	Syat.g_00206
OG0001143	Syao.g_00243	Syat.g_00925
OG0001144	Syao.g_00276	Syat.g_00906
OG0001145	Syao.g_01446	Syat.g_01117
OG0001146	Syao.g_01455	Syat.g_01158
OG0001147	Syao.g_00095	Syat.g_01368
OG0001148	Syao.g_00038	Syat.g_01297
OG0001149	Syao.g_00039	Syat.g_01298
OG0001150	Syao.g_00040	Syat.g_01299
OG0001151	Syao.g_02706	Syat.g_01420
OG0001152	Syao.g_02707	Syat.g_01421
OG0001153	Syao.g_00083	Syat.g_01346
OG0001154	Syao.g_00084	Syat.g_01347
OG0001155	Syao.g_01747	Syat.g_02774
OG0001156	Syao.g_01744	Syat.g_02978
OG0001157	Syao.g_01743	Syat.g_02977
OG0001158	Syao.g_01742	Syat.g_02976
OG0001159	Syao.g_01741	Syat.g_02975
OG0001160	Syao.g_01579	Syat.g_03104
OG0001161	Syao.g_02373	Syat.g_02384
OG0001162	Syao.g_02650	Syat.g_01528
OG0001163	Syao.g_01571	Syat.g_03112
OG0001164	Syao.g_01564	Syat.g_03116
OG0001165	Syao.g_01559	Syat.g_03121
OG0001166	Syao.g_01673	Syat.g_03050
OG0001167	Syao.g_01006	Syat.g_03019
OG0001168	Syao.g_01648	Syat.g_03017
OG0001169	Syao.g_01646	Syat.g_03015
OG0001170	Syao.g_01644	Syat.g_03013
OG0001171	Syao.g_01632	Syat.g_03001
OG0001172	Syao.g_01914	Syat.g_01858
OG0001173	Syao.g_01915	Syat.g_01857
OG0001174	Syao.g_01923	Syat.g_01849
OG0001175	Syao.g_01924	Syat.g_01848
OG0001176	Syao.g_01799	Syat.g_01831
OG0001178	Syao.g_01541	Syat.g_03137
OG0001180	Syao.g_01833	Syat.g_01654
OG0001181	Syao.g_01829	Syat.g_01650
