Orthogroup	Syao	Syal
OG0000579	Syao.g_00993	Syal.g_02748
OG0000580	Syao.g_00992	Syal.g_02747
OG0000581	Syao.g_01059	Syal.g_02741
OG0000582	Syao.g_01204	Syal.g_02736
OG0000583	Syao.g_01205	Syal.g_02735
OG0000584	Syao.g_01206	Syal.g_02734
OG0000585	Syao.g_01054	Syal.g_02731
OG0000586	Syao.g_01055	Syal.g_02730
OG0000587	Syao.g_01057	Syal.g_02728
OG0000588	Syao.g_00406	Syal.g_02717
OG0000589	Syao.g_01342	Syal.g_02714
OG0000590	Syao.g_01341	Syal.g_02713
OG0000591	Syao.g_01330	Syal.g_02707
OG0000592	Syao.g_01329	Syal.g_02706
OG0000593	Syao.g_00890	Syal.g_02640
OG0000594	Syao.g_00891	Syal.g_02639
OG0000595	Syao.g_00892	Syal.g_02638
OG0000596	Syao.g_00897	Syal.g_02633
OG0000597	Syao.g_00900	Syal.g_02630
OG0000598	Syao.g_00901	Syal.g_02629
OG0000599	Syao.g_00908	Syal.g_02622
OG0000600	Syao.g_00909	Syal.g_02621
OG0000601	Syao.g_00910	Syal.g_02620
OG0000602	Syao.g_00914	Syal.g_02615
OG0000603	Syao.g_00915	Syal.g_02614
OG0000604	Syao.g_00918	Syal.g_02612
OG0000606	Syao.g_00924	Syal.g_02174
OG0000607	Syao.g_00927	Syal.g_02177
OG0000608	Syao.g_00928	Syal.g_02178
OG0000609	Syao.g_00930	Syal.g_02180
OG0000610	Syao.g_00940	Syal.g_02198
OG0000611	Syao.g_00943	Syal.g_02201
OG0000612	Syao.g_00944	Syal.g_02202
OG0000613	Syao.g_01979	Syal.g_01325
OG0000614	Syao.g_00375	Syal.g_01794
OG0000615	Syao.g_00978	Syal.g_02256
OG0000616	Syao.g_02342	Syal.g_00079
OG0000617	Syao.g_00486	Syal.g_01866
OG0000618	Syao.g_00485	Syal.g_01867
OG0000619	Syao.g_00484	Syal.g_02417
OG0000620	Syao.g_00479	Syal.g_02422
OG0000621	Syao.g_00478	Syal.g_02423
OG0000622	Syao.g_00476	Syal.g_02424
OG0000623	Syao.g_00475	Syal.g_02425
OG0000624	Syao.g_00473	Syal.g_02427
OG0000625	Syao.g_00472	Syal.g_02428
OG0000626	Syao.g_00471	Syal.g_02429
OG0000627	Syao.g_00567	Syal.g_02048
OG0000628	Syao.g_00566	Syal.g_02047
OG0000629	Syao.g_00590	Syal.g_02044
OG0000630	Syao.g_00585	Syal.g_02040
OG0000631	Syao.g_00644	Syal.g_02031
OG0000632	Syao.g_00643	Syal.g_02030
OG0000633	Syao.g_00642	Syal.g_02029
OG0000634	Syao.g_00752	Syal.g_02410
OG0000635	Syao.g_00753	Syal.g_02411
OG0000636	Syao.g_00755	Syal.g_02413
OG0000637	Syao.g_00757	Syal.g_02415
OG0000638	Syao.g_00758	Syal.g_02416
OG0000639	Syao.g_00759	Syal.g_01868
OG0000640	Syao.g_00760	Syal.g_01869
OG0000641	Syao.g_00764	Syal.g_01873
OG0000642	Syao.g_00765	Syal.g_01874
OG0000643	Syao.g_00767	Syal.g_01875
OG0000644	Syao.g_00768	Syal.g_01876
OG0000645	Syao.g_00770	Syal.g_01878
OG0000646	Syao.g_00773	Syal.g_01881
OG0000647	Syao.g_00775	Syal.g_01883
OG0000648	Syao.g_00777	Syal.g_02438
OG0000649	Syao.g_00778	Syal.g_02439
OG0000650	Syao.g_00779	Syal.g_02440
OG0000651	Syao.g_00780	Syal.g_02441
OG0000652	Syao.g_00781	Syal.g_02442
OG0000653	Syao.g_00783	Syal.g_02444
OG0000654	Syao.g_00784	Syal.g_02445
OG0000655	Syao.g_00785	Syal.g_02446
OG0000656	Syao.g_00789	Syal.g_02449
OG0000657	Syao.g_00435	Syal.g_02460
OG0000658	Syao.g_00560	Syal.g_02465
OG0000659	Syao.g_00559	Syal.g_02466
OG0000660	Syao.g_00555	Syal.g_02470
OG0000661	Syao.g_00553	Syal.g_02472
OG0000662	Syao.g_00535	Syal.g_02474
OG0000663	Syao.g_00532	Syal.g_02477
OG0000664	Syao.g_00530	Syal.g_02478
OG0000665	Syao.g_01436	Syal.g_02593
OG0000666	Syao.g_02120	Syal.g_02605
OG0000667	Syao.g_01375	Syal.g_02192
OG0000668	Syao.g_02678	Syal.g_01920
OG0000669	Syao.g_00955	Syal.g_02295
OG0000670	Syao.g_00958	Syal.g_02956
OG0000671	Syao.g_00960	Syal.g_02291
OG0000672	Syao.g_00963	Syal.g_02288
OG0000673	Syao.g_00966	Syal.g_02285
OG0000674	Syao.g_00968	Syal.g_02283
OG0000675	Syao.g_00969	Syal.g_02282
OG0000676	Syao.g_00971	Syal.g_02272
OG0000677	Syao.g_00972	Syal.g_02271
OG0000678	Syao.g_00974	Syal.g_02264
OG0000679	Syao.g_00981	Syal.g_02252
OG0000680	Syao.g_00982	Syal.g_02251
OG0000681	Syao.g_00985	Syal.g_02248
OG0000682	Syao.g_00986	Syal.g_02247
OG0000683	Syao.g_00987	Syal.g_02246
OG0000684	Syao.g_00990	Syal.g_02242
OG0000685	Syao.g_00733	Syal.g_02240
OG0000686	Syao.g_00734	Syal.g_02239
OG0000687	Syao.g_00735	Syal.g_02237
OG0000688	Syao.g_00741	Syal.g_02225
OG0000689	Syao.g_00743	Syal.g_02223
OG0000690	Syao.g_00744	Syal.g_02222
OG0000691	Syao.g_00745	Syal.g_02221
OG0000692	Syao.g_00747	Syal.g_02220
OG0000693	Syao.g_00748	Syal.g_02218
OG0000694	Syao.g_00749	Syal.g_02217
OG0000695	Syao.g_00639	Syal.g_02027
OG0000696	Syao.g_00638	Syal.g_02026
OG0000697	Syao.g_00636	Syal.g_02025
OG0000698	Syao.g_00633	Syal.g_02022
OG0000699	Syao.g_00631	Syal.g_02021
OG0000700	Syao.g_00630	Syal.g_02020
OG0000701	Syao.g_00629	Syal.g_02019
OG0000702	Syao.g_00705	Syal.g_02011
OG0000703	Syao.g_00693	Syal.g_02010
OG0000704	Syao.g_00689	Syal.g_02008
OG0000705	Syao.g_00682	Syal.g_01999
OG0000706	Syao.g_00681	Syal.g_01998
OG0000707	Syao.g_00680	Syal.g_01997
OG0000708	Syao.g_00677	Syal.g_01994
OG0000709	Syao.g_00670	Syal.g_01986
OG0000710	Syao.g_00666	Syal.g_01982
OG0000711	Syao.g_00815	Syal.g_01954
OG0000712	Syao.g_00813	Syal.g_01952
OG0000713	Syao.g_00812	Syal.g_01951
OG0000714	Syao.g_00810	Syal.g_01948
OG0000715	Syao.g_00808	Syal.g_01934
OG0000716	Syao.g_00804	Syal.g_01930
OG0000717	Syao.g_00803	Syal.g_01929
OG0000718	Syao.g_00794	Syal.g_01925
OG0000719	Syao.g_00444	Syal.g_01922
OG0000720	Syao.g_00457	Syal.g_01908
OG0000721	Syao.g_00459	Syal.g_01906
OG0000722	Syao.g_00460	Syal.g_01905
OG0000723	Syao.g_00469	Syal.g_02433
OG0000724	Syao.g_00513	Syal.g_01829
OG0000725	Syao.g_00385	Syal.g_01820
OG0000726	Syao.g_00384	Syal.g_01819
OG0000727	Syao.g_00383	Syal.g_01818
OG0000728	Syao.g_00381	Syal.g_01816
OG0000729	Syao.g_02190	Syal.g_01510
OG0000730	Syao.g_01880	Syal.g_00345
OG0000731	Syao.g_01868	Syal.g_00356
OG0000732	Syao.g_02218	Syal.g_00149
OG0000733	Syao.g_01427	Syal.g_01105
OG0000734	Syao.g_02592	Syal.g_00828
OG0000735	Syao.g_00140	Syal.g_01627
OG0000736	Syao.g_00139	Syal.g_01628
OG0000737	Syao.g_00138	Syal.g_01629
OG0000738	Syao.g_00132	Syal.g_01634
OG0000739	Syao.g_00131	Syal.g_01645
OG0000740	Syao.g_00130	Syal.g_01646
OG0000741	Syao.g_00127	Syal.g_01649
OG0000742	Syao.g_00124	Syal.g_01652
OG0000743	Syao.g_00217	Syal.g_01654
OG0000744	Syao.g_00216	Syal.g_01655
OG0000745	Syao.g_00213	Syal.g_01657
OG0000746	Syao.g_00210	Syal.g_01659
OG0000747	Syao.g_00208	Syal.g_01660
OG0000748	Syao.g_00193	Syal.g_01674
OG0000749	Syao.g_00192	Syal.g_01675
OG0000750	Syao.g_00191	Syal.g_01676
OG0000751	Syao.g_00185	Syal.g_01688
OG0000752	Syao.g_00183	Syal.g_01690
OG0000753	Syao.g_00180	Syal.g_01693
OG0000754	Syao.g_00175	Syal.g_01698
OG0000755	Syao.g_00021	Syal.g_01707
OG0000756	Syao.g_00229	Syal.g_01708
OG0000757	Syao.g_00252	Syal.g_01715
OG0000758	Syao.g_00251	Syal.g_01716
OG0000759	Syao.g_00250	Syal.g_01717
OG0000760	Syao.g_00249	Syal.g_01718
OG0000761	Syao.g_00248	Syal.g_01719
OG0000762	Syao.g_00246	Syal.g_01721
OG0000763	Syao.g_00242	Syal.g_01723
OG0000764	Syao.g_00241	Syal.g_01724
OG0000765	Syao.g_00267	Syal.g_01768
OG0000766	Syao.g_00266	Syal.g_01767
OG0000767	Syao.g_00264	Syal.g_01765
OG0000768	Syao.g_00263	Syal.g_01764
OG0000769	Syao.g_00261	Syal.g_01762
OG0000770	Syao.g_00257	Syal.g_01758
OG0000771	Syao.g_00506	Syal.g_01835
OG0000772	Syao.g_01523	Syal.g_01641
OG0000773	Syao.g_01447	Syal.g_01618
OG0000774	Syao.g_01442	Syal.g_01610
OG0000775	Syao.g_01440	Syal.g_01608
OG0000776	Syao.g_01439	Syal.g_01607
OG0000777	Syao.g_01438	Syal.g_01606
OG0000778	Syao.g_01437	Syal.g_01605
OG0000779	Syao.g_01469	Syal.g_01599
OG0000780	Syao.g_01456	Syal.g_01594
OG0000781	Syao.g_01452	Syal.g_01590
OG0000782	Syao.g_01451	Syal.g_01589
OG0000783	Syao.g_01450	Syal.g_01588
OG0000784	Syao.g_01449	Syal.g_01587
OG0000785	Syao.g_01481	Syal.g_01585
OG0000786	Syao.g_01473	Syal.g_01579
OG0000787	Syao.g_01472	Syal.g_01578
OG0000788	Syao.g_00870	Syal.g_02619
OG0000789	Syao.g_00623	Syal.g_02598
OG0000790	Syao.g_00041, Syao.g_00315	Syal.g_02883
OG0000791	Syao.g_00043	Syal.g_02882
OG0000792	Syao.g_00044	Syal.g_02881
OG0000793	Syao.g_02700	Syal.g_02876
OG0000794	Syao.g_02703	Syal.g_02875
OG0000795	Syao.g_02704	Syal.g_02874
OG0000796	Syao.g_02708	Syal.g_02870
OG0000797	Syao.g_02709	Syal.g_02869
OG0000798	Syao.g_02066	Syal.g_01260
OG0000799	Syao.g_01525	Syal.g_01547
OG0000800	Syao.g_01526	Syal.g_01542
OG0000801	Syao.g_01527	Syal.g_01541
OG0000802	Syao.g_01531	Syal.g_01536
OG0000803	Syao.g_01534	Syal.g_00040
OG0000804	Syao.g_01537	Syal.g_00036
OG0000805	Syao.g_01502	Syal.g_00030
OG0000806	Syao.g_01504	Syal.g_00028
OG0000807	Syao.g_01506	Syal.g_00026
OG0000808	Syao.g_01507	Syal.g_00025
OG0000809	Syao.g_01511	Syal.g_00022
OG0000810	Syao.g_01482	Syal.g_00021
OG0000811	Syao.g_01490	Syal.g_00380
OG0000812	Syao.g_01492	Syal.g_00382
OG0000813	Syao.g_01493	Syal.g_00383
OG0000814	Syao.g_01495	Syal.g_00385
OG0000815	Syao.g_01499	Syal.g_00391
OG0000816	Syao.g_01471	Syal.g_00393
OG0000817	Syao.g_01519	Syal.g_00394
OG0000818	Syao.g_00062	Syal.g_00401
OG0000819	Syao.g_00063	Syal.g_00402
OG0000820	Syao.g_00064	Syal.g_00403
OG0000821	Syao.g_00070	Syal.g_00409
OG0000822	Syao.g_00072	Syal.g_00411
OG0000823	Syao.g_00073	Syal.g_00412
OG0000824	Syao.g_00079	Syal.g_00417
OG0000825	Syao.g_00080	Syal.g_00418
OG0000826	Syao.g_00081	Syal.g_00419
OG0000827	Syao.g_00082	Syal.g_00420
OG0000828	Syao.g_00085	Syal.g_00423
OG0000829	Syao.g_00086	Syal.g_00424
OG0000830	Syao.g_00087	Syal.g_00425
OG0000831	Syao.g_00089	Syal.g_00427
OG0000832	Syao.g_01696	Syal.g_02967
OG0000833	Syao.g_01612	Syal.g_02976
OG0000834	Syao.g_01610	Syal.g_02979
OG0000835	Syao.g_01609	Syal.g_02980
OG0000836	Syao.g_01606	Syal.g_02983
OG0000837	Syao.g_01605	Syal.g_02984
OG0000838	Syao.g_01601	Syal.g_02988
OG0000839	Syao.g_01600	Syal.g_02989
OG0000840	Syao.g_01599	Syal.g_02990
OG0000841	Syao.g_01598	Syal.g_02991
OG0000842	Syao.g_01597	Syal.g_02992
OG0000843	Syao.g_01596	Syal.g_02993
OG0000844	Syao.g_01594	Syal.g_02995
OG0000845	Syao.g_01593	Syal.g_02996
OG0000846	Syao.g_01592	Syal.g_02997
OG0000847	Syao.g_01591	Syal.g_02998
OG0000848	Syao.g_01589	Syal.g_03000
OG0000849	Syao.g_01588	Syal.g_03001
OG0000850	Syao.g_01585	Syal.g_03008
OG0000851	Syao.g_01582	Syal.g_00561
OG0000852	Syao.g_01581	Syal.g_00562
OG0000853	Syao.g_01577	Syal.g_00566
OG0000854	Syao.g_01575	Syal.g_00568
OG0000855	Syao.g_01574	Syal.g_00569
OG0000856	Syao.g_01327	Syal.g_02704
OG0000857	Syao.g_00774	Syal.g_01882
OG0000858	Syao.g_01567	Syal.g_00576
OG0000859	Syao.g_01566	Syal.g_00577
OG0000860	Syao.g_01552	Syal.g_00589
OG0000861	Syao.g_01551	Syal.g_00590
OG0000862	Syao.g_01542	Syal.g_00591
OG0000863	Syao.g_01540	Syal.g_00594
OG0000864	Syao.g_01017	Syal.g_00595
OG0000866	Syao.g_01686	Syal.g_00597
OG0000867	Syao.g_01685	Syal.g_00598
OG0000868	Syao.g_01682	Syal.g_00604
OG0000869	Syao.g_01677	Syal.g_00609
OG0000870	Syao.g_01672	Syal.g_00614
OG0000871	Syao.g_01671	Syal.g_00615
OG0000872	Syao.g_01665	Syal.g_00621
OG0000873	Syao.g_01662	Syal.g_00624
OG0000874	Syao.g_01660	Syal.g_00627
OG0000875	Syao.g_01658	Syal.g_00629
OG0000876	Syao.g_00536	Syal.g_00631
OG0000877	Syao.g_01654	Syal.g_00633
OG0000878	Syao.g_01653	Syal.g_00634
OG0000879	Syao.g_01652	Syal.g_00635
OG0000880	Syao.g_01651	Syal.g_00636
OG0000881	Syao.g_01647	Syal.g_00641
OG0000882	Syao.g_01642	Syal.g_00646
OG0000883	Syao.g_01638	Syal.g_00648
OG0000884	Syao.g_01636	Syal.g_00650
OG0000885	Syao.g_01635	Syal.g_00651
OG0000886	Syao.g_01634	Syal.g_00652
OG0000887	Syao.g_01633	Syal.g_00653
OG0000888	Syao.g_01631	Syal.g_00655
OG0000889	Syao.g_01629	Syal.g_00657
OG0000890	Syao.g_01626	Syal.g_00663
OG0000891	Syao.g_01625	Syal.g_00664
OG0000892	Syao.g_01695	Syal.g_00668
OG0000893	Syao.g_01934	Syal.g_00193
OG0000894	Syao.g_01937	Syal.g_00196
OG0000895	Syao.g_01916	Syal.g_00200
OG0000896	Syao.g_01917	Syal.g_00201
OG0000897	Syao.g_01919	Syal.g_00203
OG0000898	Syao.g_01920	Syal.g_00204
OG0000899	Syao.g_01921	Syal.g_00205
OG0000900	Syao.g_01922	Syal.g_00206
OG0000901	Syao.g_01927	Syal.g_00211
OG0000902	Syao.g_01929	Syal.g_00213
OG0000903	Syao.g_01798	Syal.g_00227
OG0000904	Syao.g_01804	Syal.g_00222
OG0000905	Syao.g_01862	Syal.g_00217
OG0000906	Syao.g_01931	Syal.g_00215
OG0000907	Syao.g_01796	Syal.g_00229
OG0000908	Syao.g_01793	Syal.g_00232
OG0000909	Syao.g_01792	Syal.g_00233
OG0000910	Syao.g_01791	Syal.g_00234
OG0000911	Syao.g_01789	Syal.g_00237
OG0000912	Syao.g_01788	Syal.g_00238
OG0000913	Syao.g_01787	Syal.g_00239
OG0000914	Syao.g_01786	Syal.g_00240
OG0000915	Syao.g_01784	Syal.g_00241
OG0000916	Syao.g_01783	Syal.g_00242
OG0000917	Syao.g_01782	Syal.g_00243
OG0000918	Syao.g_01781	Syal.g_00244
OG0000919	Syao.g_01780	Syal.g_00245
OG0000920	Syao.g_01779	Syal.g_00246
OG0000921	Syao.g_01778	Syal.g_00247
OG0000922	Syao.g_01777	Syal.g_00248
OG0000923	Syao.g_01772	Syal.g_00252
OG0000924	Syao.g_01771	Syal.g_00253
OG0000925	Syao.g_01770	Syal.g_00254
OG0000926	Syao.g_01769	Syal.g_00255
OG0000927	Syao.g_01767	Syal.g_00257
OG0000928	Syao.g_01766	Syal.g_00258
OG0000929	Syao.g_01765	Syal.g_00259
OG0000930	Syao.g_01764	Syal.g_00260
OG0000931	Syao.g_01763	Syal.g_00261
OG0000932	Syao.g_01762	Syal.g_00262
OG0000933	Syao.g_01811	Syal.g_00268
OG0000934	Syao.g_01809	Syal.g_00270
OG0000935	Syao.g_01808	Syal.g_00271
OG0000936	Syao.g_01843	Syal.g_00272
OG0000937	Syao.g_01842	Syal.g_00273
OG0000938	Syao.g_01839	Syal.g_00276
OG0000939	Syao.g_01838	Syal.g_00277
OG0000940	Syao.g_01830	Syal.g_00285
OG0000941	Syao.g_01828	Syal.g_00287
OG0000942	Syao.g_01826	Syal.g_00289
OG0000943	Syao.g_01824	Syal.g_00290
OG0000944	Syao.g_01822	Syal.g_00292
OG0000945	Syao.g_01821	Syal.g_00294
OG0000946	Syao.g_01852	Syal.g_00301
OG0000947	Syao.g_01849	Syal.g_00304
OG0000948	Syao.g_01848	Syal.g_00305
OG0000949	Syao.g_01970	Syal.g_01341
OG0000950	Syao.g_01957	Syal.g_01348
OG0000951	Syao.g_02262	Syal.g_01353
OG0000952	Syao.g_02266	Syal.g_01363
OG0000953	Syao.g_02130	Syal.g_01435
OG0000954	Syao.g_02135	Syal.g_01443
OG0000955	Syao.g_02136	Syal.g_01444
OG0000956	Syao.g_02138	Syal.g_01446
OG0000957	Syao.g_01951	Syal.g_01457
OG0000958	Syao.g_01950	Syal.g_01458
OG0000959	Syao.g_01947	Syal.g_01482
OG0000960	Syao.g_01946	Syal.g_01483
OG0000961	Syao.g_02496	Syal.g_01507
OG0000962	Syao.g_02191	Syal.g_01509
OG0000963	Syao.g_02186	Syal.g_01514
OG0000964	Syao.g_02185	Syal.g_01515
OG0000965	Syao.g_02184	Syal.g_01516
OG0000966	Syao.g_02172	Syal.g_00176
OG0000967	Syao.g_02167	Syal.g_00171
OG0000968	Syao.g_02199	Syal.g_00169
OG0000969	Syao.g_02200	Syal.g_00167
OG0000970	Syao.g_02201	Syal.g_00166
OG0000971	Syao.g_02203	Syal.g_00164
OG0000972	Syao.g_02204	Syal.g_00163
OG0000973	Syao.g_02205	Syal.g_00162
OG0000974	Syao.g_02206	Syal.g_00161
OG0000975	Syao.g_02207	Syal.g_00160
OG0000976	Syao.g_02208	Syal.g_00159
OG0000977	Syao.g_02210	Syal.g_00157
OG0000978	Syao.g_02211	Syal.g_00156
OG0000979	Syao.g_02214	Syal.g_00153
OG0000980	Syao.g_02217	Syal.g_00150
OG0000981	Syao.g_02220	Syal.g_00147
OG0000982	Syao.g_02437	Syal.g_01068
OG0000983	Syao.g_02438	Syal.g_01069
OG0000984	Syao.g_02439	Syal.g_01070
OG0000985	Syao.g_02443	Syal.g_01074
OG0000986	Syao.g_02445	Syal.g_01076
OG0000987	Syao.g_02447	Syal.g_01080
OG0000988	Syao.g_02452	Syal.g_01086
OG0000989	Syao.g_02368	Syal.g_01098
OG0000990	Syao.g_02362	Syal.g_01118
OG0000991	Syao.g_02354	Syal.g_01120
OG0000992	Syao.g_02279	Syal.g_01122
OG0000993	Syao.g_02280	Syal.g_01123
OG0000994	Syao.g_02283	Syal.g_01127
OG0000995	Syao.g_02287	Syal.g_01132
OG0000996	Syao.g_02305	Syal.g_01162
OG0000997	Syao.g_02326	Syal.g_01171
OG0000998	Syao.g_02328	Syal.g_01173
OG0000999	Syao.g_02329	Syal.g_01174
OG0001000	Syao.g_02333	Syal.g_01177
OG0001001	Syao.g_02338	Syal.g_01182
OG0001002	Syao.g_02345	Syal.g_00082
OG0001003	Syao.g_02347	Syal.g_00084
OG0001004	Syao.g_02348	Syal.g_00085
OG0001005	Syao.g_02194	Syal.g_00087
OG0001006	Syao.g_02159	Syal.g_00094
OG0001007	Syao.g_02161	Syal.g_00096
OG0001008	Syao.g_01737	Syal.g_00524
OG0001009	Syao.g_02239	Syal.g_00129
OG0001010	Syao.g_02238	Syal.g_00130
OG0001011	Syao.g_02236	Syal.g_00131
OG0001012	Syao.g_00322	Syal.g_01064
OG0001013	Syao.g_02413	Syal.g_01026
OG0001014	Syao.g_02407	Syal.g_01022
OG0001015	Syao.g_02406	Syal.g_01021
OG0001016	Syao.g_02622	Syal.g_00756
OG0001017	Syao.g_02628	Syal.g_00762
OG0001018	Syao.g_02630	Syal.g_00764
OG0001019	Syao.g_02654	Syal.g_00785
OG0001020	Syao.g_02663	Syal.g_00796
OG0001021	Syao.g_02666	Syal.g_00800
OG0001022	Syao.g_02670	Syal.g_00805
OG0001023	Syao.g_02671	Syal.g_00806
OG0001024	Syao.g_01018	Syal.g_00810
OG0001025	Syao.g_02597	Syal.g_00817
OG0001026	Syao.g_02594	Syal.g_00830
OG0001027	Syao.g_02564	Syal.g_00834
OG0001028	Syao.g_02568	Syal.g_00836
OG0001029	Syao.g_02570	Syal.g_00838
OG0001030	Syao.g_02545	Syal.g_00860
OG0001031	Syao.g_02528	Syal.g_00936
OG0001032	Syao.g_02530	Syal.g_00938
OG0001033	Syao.g_01016	Syal.g_00972
OG0001034	Syao.g_01704	Syal.g_00684
OG0001035	Syao.g_02101	Syal.g_01226
OG0001036	Syao.g_02096	Syal.g_01231
OG0001037	Syao.g_02094	Syal.g_01233
OG0001038	Syao.g_02065	Syal.g_01261
OG0001039	Syao.g_02062	Syal.g_01264
OG0001040	Syao.g_02059	Syal.g_01267
OG0001041	Syao.g_02055	Syal.g_01272
OG0001042	Syao.g_02032	Syal.g_01300
OG0001043	Syao.g_02028	Syal.g_01304
OG0001044	Syao.g_01878	Syal.g_00346
OG0001045	Syao.g_01865	Syal.g_00359
OG0001046	Syao.g_00827	Syal.g_01967
OG0001047	Syao.g_01739	Syal.g_00522
OG0001048	Syao.g_01740	Syal.g_00521
OG0001049	Syao.g_01616	Syal.g_00518
OG0001050	Syao.g_01618	Syal.g_00517
OG0001051	Syao.g_01619	Syal.g_00516
OG0001052	Syao.g_02686	Syal.g_00467
OG0001053	Syao.g_00025	Syal.g_02900
OG0001054	Syao.g_00104	Syal.g_02919
OG0001055	Syao.g_00156	Syal.g_02940
OG0001056	Syao.g_01417	Syal.g_02833
OG0001057	Syao.g_00879	Syal.g_01574
OG0001058	Syao.g_00862	Syal.g_02812
OG0001059	Syao.g_00858	Syal.g_02808
OG0001060	Syao.g_00852	Syal.g_02801
OG0001062	Syao.g_01050	Syal.g_02781
OG0001063	Syao.g_01042	Syal.g_02776
OG0001064	Syao.g_01041	Syal.g_02775
OG0001065	Syao.g_01040	Syal.g_02774
OG0001066	Syao.g_01039	Syal.g_02773
OG0001067	Syao.g_01038	Syal.g_02772
OG0001068	Syao.g_01037	Syal.g_02771
OG0001069	Syao.g_01036	Syal.g_02770
OG0001070	Syao.g_01032	Syal.g_02766
OG0001071	Syao.g_01031	Syal.g_02765
OG0001072	Syao.g_01027	Syal.g_02761
OG0001073	Syao.g_00991	Syal.g_02746
OG0001074	Syao.g_00392	Syal.g_02575
OG0001075	Syao.g_00391	Syal.g_02726
OG0001076	Syao.g_01339	Syal.g_02712
OG0001077	Syao.g_01323	Syal.g_02702
OG0001078	Syao.g_00895	Syal.g_02635
OG0001079	Syao.g_00911	Syal.g_02618
OG0001081	Syao.g_00925	Syal.g_02175
OG0001082	Syao.g_00926	Syal.g_02176
OG0001083	Syao.g_00934	Syal.g_02184
OG0001084	Syao.g_00935	Syal.g_02187
OG0001085	Syao.g_00947	Syal.g_02206
OG0001086	Syao.g_00949	Syal.g_02208
OG0001087	Syao.g_01419	Syal.g_01782
OG0001088	Syao.g_00211	Syal.g_01785
OG0001089	Syao.g_00376	Syal.g_01811
OG0001090	Syao.g_00494	Syal.g_01859
OG0001091	Syao.g_00491	Syal.g_01862
OG0001092	Syao.g_00489	Syal.g_01864
OG0001093	Syao.g_00482	Syal.g_02419
OG0001094	Syao.g_00750	Syal.g_02216
OG0001095	Syao.g_00771	Syal.g_01879
OG0001096	Syao.g_00786	Syal.g_02447
OG0001097	Syao.g_00552	Syal.g_02473
OG0001098	Syao.g_00731	Syal.g_02083
OG0001099	Syao.g_02569	Syal.g_00837
OG0001100	Syao.g_00957	Syal.g_02293
OG0001101	Syao.g_00959	Syal.g_02292
OG0001102	Syao.g_00962	Syal.g_02289
OG0001103	Syao.g_00964	Syal.g_02287
OG0001105	Syao.g_00736	Syal.g_02236
OG0001106	Syao.g_00688	Syal.g_02007
OG0001107	Syao.g_00676	Syal.g_01993
OG0001108	Syao.g_00669	Syal.g_01985
OG0001109	Syao.g_00667	Syal.g_01983
OG0001110	Syao.g_00665	Syal.g_01981
OG0001111	Syao.g_00663	Syal.g_01979
OG0001112	Syao.g_00661	Syal.g_01977
OG0001113	Syao.g_00660	Syal.g_02244
OG0001114	Syao.g_00659	Syal.g_01976
OG0001115	Syao.g_00832	Syal.g_01972
OG0001116	Syao.g_00830	Syal.g_01970
OG0001117	Syao.g_00829	Syal.g_01969
OG0001118	Syao.g_00828	Syal.g_01968
OG0001119	Syao.g_00826	Syal.g_01966
OG0001120	Syao.g_00822	Syal.g_01962
OG0001121	Syao.g_01294	Syal.g_02960
OG0001122	Syao.g_00445	Syal.g_01921
OG0001123	Syao.g_00451	Syal.g_01913
OG0001124	Syao.g_00453	Syal.g_01911
OG0001125	Syao.g_00456	Syal.g_01909
OG0001126	Syao.g_00504	Syal.g_01837
OG0001127	Syao.g_00505	Syal.g_01836
OG0001128	Syao.g_00508	Syal.g_01833
OG0001129	Syao.g_00510	Syal.g_01831
OG0001130	Syao.g_00511	Syal.g_01830
OG0001131	Syao.g_01387	Syal.g_02260
OG0001132	Syao.g_01221	Syal.g_02553
OG0001133	Syao.g_01333	Syal.g_02710
OG0001134	Syao.g_01428	Syal.g_02506
OG0001135	Syao.g_01424	Syal.g_02505
OG0001136	Syao.g_00126	Syal.g_01650
OG0001137	Syao.g_00194	Syal.g_01673
OG0001138	Syao.g_00227	Syal.g_01709
OG0001139	Syao.g_00225	Syal.g_01711
OG0001140	Syao.g_00224	Syal.g_01712
OG0001141	Syao.g_00254	Syal.g_01713
OG0001142	Syao.g_00253	Syal.g_01714
OG0001143	Syao.g_00243	Syal.g_01722
OG0001144	Syao.g_00276	Syal.g_01736
OG0001145	Syao.g_01446	Syal.g_01614
OG0001146	Syao.g_01455	Syal.g_01593
OG0001147	Syao.g_00095	Syal.g_00458
OG0001148	Syao.g_00038	Syal.g_02886
OG0001149	Syao.g_00039	Syal.g_02885
OG0001150	Syao.g_00040	Syal.g_02884
OG0001151	Syao.g_02706	Syal.g_02872
OG0001152	Syao.g_02707	Syal.g_02871
OG0001153	Syao.g_00083	Syal.g_00421
OG0001154	Syao.g_00084	Syal.g_00422
OG0001155	Syao.g_01747	Syal.g_02969
OG0001156	Syao.g_01744	Syal.g_02972
OG0001157	Syao.g_01743	Syal.g_02973
OG0001158	Syao.g_01742	Syal.g_02974
OG0001159	Syao.g_01741	Syal.g_02975
OG0001160	Syao.g_01579	Syal.g_00564
OG0001161	Syao.g_02373	Syal.g_01104
OG0001162	Syao.g_02650	Syal.g_01577
OG0001163	Syao.g_01571	Syal.g_00573
OG0001164	Syao.g_01564	Syal.g_00579
OG0001165	Syao.g_01559	Syal.g_00584
