Orthogroup	Syao	Prah
OG0000592	Syao.g_01329	Prah.g_00517
OG0000593	Syao.g_00890	Prah.g_00505
OG0000594	Syao.g_00891	Prah.g_00504
OG0000595	Syao.g_00892	Prah.g_00503
OG0000596	Syao.g_00897	Prah.g_00498
OG0000597	Syao.g_00900	Prah.g_00495
OG0000598	Syao.g_00901	Prah.g_00494
OG0000599	Syao.g_00908	Prah.g_00485
OG0000600	Syao.g_00909	Prah.g_00484
OG0000601	Syao.g_00910	Prah.g_00483
OG0000602	Syao.g_00914	Prah.g_00478
OG0000603	Syao.g_00915	Prah.g_00477
OG0000604	Syao.g_00918	Prah.g_00476
OG0000606	Syao.g_00924	Prah.g_00466
OG0000607	Syao.g_00927	Prah.g_00463
OG0000608	Syao.g_00928	Prah.g_00462
OG0000609	Syao.g_00930	Prah.g_00460
OG0000610	Syao.g_00940	Prah.g_00452
OG0000611	Syao.g_00943	Prah.g_00449
OG0000612	Syao.g_00944	Prah.g_00448
OG0000613	Syao.g_01979	Prah.g_02193
OG0000614	Syao.g_00375	Prah.g_00985
OG0000615	Syao.g_00978	Prah.g_00706
OG0000616	Syao.g_02342	Prah.g_02588
OG0000617	Syao.g_00486	Prah.g_00881
OG0000618	Syao.g_00485	Prah.g_00880
OG0000619	Syao.g_00484	Prah.g_00879
OG0000620	Syao.g_00479	Prah.g_00875
OG0000621	Syao.g_00478	Prah.g_00874
OG0000622	Syao.g_00476	Prah.g_00873
OG0000623	Syao.g_00475	Prah.g_00872
OG0000624	Syao.g_00473	Prah.g_00871
OG0000625	Syao.g_00472	Prah.g_00870
OG0000626	Syao.g_00471	Prah.g_00869
OG0000627	Syao.g_00567	Prah.g_00746
OG0000628	Syao.g_00566	Prah.g_00747
OG0000629	Syao.g_00590	Prah.g_00750
OG0000630	Syao.g_00585	Prah.g_00754
OG0000631	Syao.g_00644	Prah.g_00758
OG0000632	Syao.g_00643	Prah.g_00759
OG0000633	Syao.g_00642	Prah.g_00760
OG0000634	Syao.g_00752	Prah.g_00671
OG0000635	Syao.g_00753	Prah.g_00670
OG0000636	Syao.g_00755	Prah.g_00668
OG0000637	Syao.g_00757	Prah.g_00666
OG0000638	Syao.g_00758	Prah.g_00665
OG0000639	Syao.g_00759	Prah.g_00664
OG0000640	Syao.g_00760	Prah.g_00663
OG0000641	Syao.g_00764	Prah.g_00659
OG0000642	Syao.g_00765	Prah.g_00658
OG0000643	Syao.g_00767	Prah.g_00657
OG0000644	Syao.g_00768	Prah.g_00656
OG0000645	Syao.g_00770	Prah.g_00655
OG0000646	Syao.g_00773	Prah.g_00652
OG0000647	Syao.g_00775	Prah.g_00650
OG0000648	Syao.g_00777	Prah.g_00648
OG0000649	Syao.g_00778	Prah.g_00647
OG0000650	Syao.g_00779	Prah.g_00646
OG0000651	Syao.g_00780	Prah.g_00645
OG0000652	Syao.g_00781	Prah.g_00644
OG0000653	Syao.g_00783	Prah.g_00640
OG0000654	Syao.g_00784	Prah.g_00639
OG0000655	Syao.g_00785	Prah.g_00638
OG0000656	Syao.g_00789	Prah.g_00635
OG0000657	Syao.g_00435	Prah.g_00603
OG0000658	Syao.g_00560	Prah.g_00601
OG0000659	Syao.g_00559	Prah.g_00600
OG0000660	Syao.g_00555	Prah.g_00596
OG0000661	Syao.g_00553	Prah.g_00594
OG0000662	Syao.g_00535	Prah.g_00592
OG0000663	Syao.g_00532	Prah.g_00589
OG0000664	Syao.g_00530	Prah.g_00588
OG0000665	Syao.g_01436	Prah.g_00574
OG0000666	Syao.g_02120	Prah.g_00572
OG0000667	Syao.g_01375	Prah.g_00564
OG0000668	Syao.g_02678	Prah.g_00850
OG0000669	Syao.g_00955	Prah.g_00558
OG0000670	Syao.g_00958	Prah.g_01212
OG0000671	Syao.g_00960	Prah.g_00738
OG0000672	Syao.g_00963	Prah.g_00735
OG0000673	Syao.g_00966	Prah.g_00732
OG0000674	Syao.g_00968	Prah.g_00730
OG0000675	Syao.g_00969	Prah.g_00729
OG0000676	Syao.g_00971	Prah.g_00726
OG0000677	Syao.g_00972	Prah.g_00724
OG0000678	Syao.g_00974	Prah.g_00721
OG0000679	Syao.g_00981	Prah.g_00702
OG0000680	Syao.g_00982	Prah.g_00701
OG0000681	Syao.g_00985	Prah.g_00699
OG0000682	Syao.g_00986	Prah.g_00698
OG0000683	Syao.g_00987	Prah.g_00697
OG0000684	Syao.g_00990	Prah.g_00683
OG0000685	Syao.g_00733	Prah.g_00685
OG0000686	Syao.g_00734	Prah.g_00686
OG0000687	Syao.g_00735	Prah.g_00687
OG0000688	Syao.g_00741	Prah.g_00681
OG0000689	Syao.g_00743	Prah.g_00680
OG0000690	Syao.g_00744	Prah.g_00679
OG0000691	Syao.g_00745	Prah.g_00678
OG0000692	Syao.g_00747	Prah.g_00677
OG0000693	Syao.g_00748	Prah.g_00675
OG0000694	Syao.g_00749	Prah.g_00674
OG0000695	Syao.g_00639	Prah.g_00762
OG0000696	Syao.g_00638	Prah.g_00763
OG0000697	Syao.g_00636	Prah.g_00765
OG0000698	Syao.g_00633	Prah.g_00768
OG0000699	Syao.g_00631	Prah.g_00770
OG0000700	Syao.g_00630	Prah.g_00771
OG0000701	Syao.g_00629	Prah.g_00772
OG0000702	Syao.g_00705	Prah.g_00780
OG0000703	Syao.g_00693	Prah.g_00781
OG0000704	Syao.g_00689	Prah.g_00783
OG0000705	Syao.g_00682	Prah.g_00789
OG0000706	Syao.g_00681	Prah.g_00790
OG0000707	Syao.g_00680	Prah.g_00791
OG0000708	Syao.g_00677	Prah.g_00793
OG0000709	Syao.g_00670	Prah.g_00800
OG0000710	Syao.g_00666	Prah.g_00805
OG0000711	Syao.g_00815	Prah.g_00828
OG0000712	Syao.g_00813	Prah.g_00829
OG0000713	Syao.g_00812	Prah.g_00830
OG0000714	Syao.g_00810	Prah.g_00833
OG0000715	Syao.g_00808	Prah.g_00835
OG0000716	Syao.g_00804	Prah.g_00839
OG0000717	Syao.g_00803	Prah.g_00840
OG0000718	Syao.g_00794	Prah.g_00846
OG0000719	Syao.g_00444	Prah.g_00848
OG0000720	Syao.g_00457	Prah.g_00861
OG0000721	Syao.g_00459	Prah.g_00862
OG0000722	Syao.g_00460	Prah.g_00863
OG0000723	Syao.g_00469	Prah.g_00867
OG0000724	Syao.g_00513	Prah.g_00910
OG0000725	Syao.g_00385	Prah.g_00919
OG0000726	Syao.g_00384	Prah.g_00920
OG0000727	Syao.g_00383	Prah.g_00921
OG0000728	Syao.g_00381	Prah.g_00922
OG0000729	Syao.g_02190	Prah.g_00133
OG0000730	Syao.g_01880	Prah.g_01942
OG0000731	Syao.g_01868	Prah.g_01932
OG0000732	Syao.g_02218	Prah.g_00054
OG0000733	Syao.g_01427	Prah.g_02532
OG0000734	Syao.g_02592	Prah.g_01905
OG0000735	Syao.g_00140	Prah.g_01340
OG0000736	Syao.g_00139	Prah.g_01339
OG0000737	Syao.g_00138	Prah.g_01338
OG0000738	Syao.g_00132	Prah.g_01331
OG0000739	Syao.g_00131	Prah.g_01329
OG0000740	Syao.g_00130	Prah.g_01328
OG0000741	Syao.g_00127	Prah.g_01325
OG0000742	Syao.g_00124	Prah.g_01323
OG0000743	Syao.g_00217	Prah.g_01321
OG0000744	Syao.g_00216	Prah.g_01320
OG0000745	Syao.g_00213	Prah.g_01318
OG0000746	Syao.g_00210	Prah.g_01316
OG0000747	Syao.g_00208	Prah.g_01315
OG0000748	Syao.g_00193	Prah.g_01304
OG0000749	Syao.g_00192	Prah.g_01303
OG0000750	Syao.g_00191	Prah.g_01302
OG0000751	Syao.g_00185	Prah.g_01297
OG0000752	Syao.g_00183	Prah.g_01295
OG0000753	Syao.g_00180	Prah.g_01292
OG0000754	Syao.g_00175	Prah.g_01262
OG0000755	Syao.g_00021	Prah.g_01255
OG0000756	Syao.g_00229	Prah.g_01254
OG0000757	Syao.g_00252	Prah.g_01247
OG0000758	Syao.g_00251	Prah.g_01246
OG0000759	Syao.g_00250	Prah.g_01245
OG0000760	Syao.g_00249	Prah.g_01244
OG0000761	Syao.g_00248	Prah.g_01243
OG0000762	Syao.g_00246	Prah.g_01263
OG0000763	Syao.g_00242	Prah.g_01265
OG0000764	Syao.g_00241	Prah.g_01266
OG0000765	Syao.g_00267	Prah.g_01282
OG0000766	Syao.g_00266	Prah.g_01283
OG0000767	Syao.g_00264	Prah.g_01285
OG0000768	Syao.g_00263	Prah.g_01286
OG0000769	Syao.g_00261	Prah.g_01290
OG0000770	Syao.g_00257	Prah.g_01239
OG0000771	Syao.g_00506	Prah.g_00905
OG0000772	Syao.g_01523	Prah.g_01610
OG0000773	Syao.g_01447	Prah.g_01351
OG0000774	Syao.g_01442	Prah.g_01355
OG0000775	Syao.g_01440	Prah.g_01357
OG0000776	Syao.g_01439	Prah.g_01358
OG0000777	Syao.g_01438	Prah.g_01359
OG0000778	Syao.g_01437	Prah.g_01360
OG0000779	Syao.g_01469	Prah.g_01365
OG0000780	Syao.g_01456	Prah.g_01368
OG0000781	Syao.g_01452	Prah.g_01372
OG0000782	Syao.g_01451	Prah.g_01373
OG0000783	Syao.g_01450	Prah.g_01374
OG0000784	Syao.g_01449	Prah.g_01375
OG0000785	Syao.g_01481	Prah.g_01377
OG0000786	Syao.g_01473	Prah.g_01380
OG0000787	Syao.g_01472	Prah.g_01381
OG0000788	Syao.g_00870	Prah.g_00224
OG0000789	Syao.g_00623	Prah.g_01183
OG0000790	Syao.g_00041, Syao.g_00315	Prah.g_01580
OG0000791	Syao.g_00043	Prah.g_01582
OG0000792	Syao.g_00044	Prah.g_01583
OG0000793	Syao.g_02700	Prah.g_01587
OG0000794	Syao.g_02703	Prah.g_01588
OG0000795	Syao.g_02704	Prah.g_01589
OG0000796	Syao.g_02708	Prah.g_01593
OG0000797	Syao.g_02709	Prah.g_01594
OG0000798	Syao.g_02066	Prah.g_02131
OG0000799	Syao.g_01525	Prah.g_00435
OG0000800	Syao.g_01526	Prah.g_00434
OG0000801	Syao.g_01527	Prah.g_00433
OG0000802	Syao.g_01531	Prah.g_00427
OG0000803	Syao.g_01534	Prah.g_00423
OG0000804	Syao.g_01537	Prah.g_00421
OG0000805	Syao.g_01502	Prah.g_00419
OG0000806	Syao.g_01504	Prah.g_00417
OG0000807	Syao.g_01506	Prah.g_00415
OG0000808	Syao.g_01507	Prah.g_00414
OG0000809	Syao.g_01511	Prah.g_00410
OG0000810	Syao.g_01482	Prah.g_00409
OG0000811	Syao.g_01490	Prah.g_00403
OG0000812	Syao.g_01492	Prah.g_00401
OG0000813	Syao.g_01493	Prah.g_00400
OG0000814	Syao.g_01495	Prah.g_00398
OG0000815	Syao.g_01499	Prah.g_00397
OG0000816	Syao.g_01471	Prah.g_00395
OG0000817	Syao.g_01519	Prah.g_00394
OG0000818	Syao.g_00062	Prah.g_00386
OG0000819	Syao.g_00063	Prah.g_00385
OG0000820	Syao.g_00064	Prah.g_00384
OG0000821	Syao.g_00070	Prah.g_00379
OG0000822	Syao.g_00072	Prah.g_00376
OG0000823	Syao.g_00073	Prah.g_00374
OG0000824	Syao.g_00079	Prah.g_00370
OG0000825	Syao.g_00080	Prah.g_00369
OG0000826	Syao.g_00081	Prah.g_00368
OG0000827	Syao.g_00082	Prah.g_00367
OG0000828	Syao.g_00085	Prah.g_00364
OG0000829	Syao.g_00086	Prah.g_00363
OG0000830	Syao.g_00087	Prah.g_00362
OG0000831	Syao.g_00089	Prah.g_00360
OG0000832	Syao.g_01696	Prah.g_01615
OG0000833	Syao.g_01612	Prah.g_01623
OG0000834	Syao.g_01610	Prah.g_01624
OG0000835	Syao.g_01609	Prah.g_01625
OG0000836	Syao.g_01606	Prah.g_01627
OG0000837	Syao.g_01605	Prah.g_01628
OG0000838	Syao.g_01601	Prah.g_01632
OG0000839	Syao.g_01600	Prah.g_01633
OG0000840	Syao.g_01599	Prah.g_01634
OG0000841	Syao.g_01598	Prah.g_01635
OG0000842	Syao.g_01597	Prah.g_01636
OG0000843	Syao.g_01596	Prah.g_01637
OG0000844	Syao.g_01594	Prah.g_01639
OG0000845	Syao.g_01593	Prah.g_01640
OG0000846	Syao.g_01592	Prah.g_01641
OG0000847	Syao.g_01591	Prah.g_01642
OG0000848	Syao.g_01589	Prah.g_01643
OG0000849	Syao.g_01588	Prah.g_01644
OG0000850	Syao.g_01585	Prah.g_01645
OG0000851	Syao.g_01582	Prah.g_01648
OG0000852	Syao.g_01581	Prah.g_01649
OG0000853	Syao.g_01577	Prah.g_01653
OG0000854	Syao.g_01575	Prah.g_01655
OG0000855	Syao.g_01574	Prah.g_01656
OG0000856	Syao.g_01327	Prah.g_00515
OG0000857	Syao.g_00774	Prah.g_00651
OG0000858	Syao.g_01567	Prah.g_01667
OG0000859	Syao.g_01566	Prah.g_01668
OG0000860	Syao.g_01552	Prah.g_01678
OG0000861	Syao.g_01551	Prah.g_01679
OG0000862	Syao.g_01542	Prah.g_01681
OG0000863	Syao.g_01540	Prah.g_01685
OG0000864	Syao.g_01017	Prah.g_01687
OG0000866	Syao.g_01686	Prah.g_01689
OG0000867	Syao.g_01685	Prah.g_01690
OG0000868	Syao.g_01682	Prah.g_01692
OG0000869	Syao.g_01677	Prah.g_01695
OG0000870	Syao.g_01672	Prah.g_01700
OG0000871	Syao.g_01671	Prah.g_01701
OG0000872	Syao.g_01665	Prah.g_01703
OG0000873	Syao.g_01662	Prah.g_01707
OG0000874	Syao.g_01660	Prah.g_01711
OG0000875	Syao.g_01658	Prah.g_01713
OG0000876	Syao.g_00536	Prah.g_01714
OG0000877	Syao.g_01654	Prah.g_01717
OG0000878	Syao.g_01653	Prah.g_01718
OG0000879	Syao.g_01652	Prah.g_01719
OG0000880	Syao.g_01651	Prah.g_01720
OG0000881	Syao.g_01647	Prah.g_01728
OG0000882	Syao.g_01642	Prah.g_01733
OG0000883	Syao.g_01638	Prah.g_01736
OG0000884	Syao.g_01636	Prah.g_01738
OG0000885	Syao.g_01635	Prah.g_01739
OG0000886	Syao.g_01634	Prah.g_01740
OG0000887	Syao.g_01633	Prah.g_01741
OG0000888	Syao.g_01631	Prah.g_01743
OG0000889	Syao.g_01629	Prah.g_01745
OG0000890	Syao.g_01626	Prah.g_01759
OG0000891	Syao.g_01625	Prah.g_01760
OG0000892	Syao.g_01695	Prah.g_01762
OG0000893	Syao.g_01934	Prah.g_02073
OG0000894	Syao.g_01937	Prah.g_02070
OG0000895	Syao.g_01916	Prah.g_02066
OG0000896	Syao.g_01917	Prah.g_02065
OG0000897	Syao.g_01919	Prah.g_02063
OG0000898	Syao.g_01920	Prah.g_02062
OG0000899	Syao.g_01921	Prah.g_02061
OG0000900	Syao.g_01922	Prah.g_02060
OG0000901	Syao.g_01927	Prah.g_02056
OG0000902	Syao.g_01929	Prah.g_02054
OG0000903	Syao.g_01798	Prah.g_02041
OG0000904	Syao.g_01804	Prah.g_02046
OG0000905	Syao.g_01862	Prah.g_02048
OG0000906	Syao.g_01931	Prah.g_02050
OG0000907	Syao.g_01796	Prah.g_02039
OG0000908	Syao.g_01793	Prah.g_02036
OG0000909	Syao.g_01792	Prah.g_02035
OG0000910	Syao.g_01791	Prah.g_02034
OG0000911	Syao.g_01789	Prah.g_02032
OG0000912	Syao.g_01788	Prah.g_02031
OG0000913	Syao.g_01787	Prah.g_02030
OG0000914	Syao.g_01786	Prah.g_02029
OG0000915	Syao.g_01784	Prah.g_02028
OG0000916	Syao.g_01783	Prah.g_02027
OG0000917	Syao.g_01782	Prah.g_02026
OG0000918	Syao.g_01781	Prah.g_02025
OG0000919	Syao.g_01780	Prah.g_02024
OG0000920	Syao.g_01779	Prah.g_02023
OG0000921	Syao.g_01778	Prah.g_02022
OG0000922	Syao.g_01777	Prah.g_02021
OG0000923	Syao.g_01772	Prah.g_02017
OG0000924	Syao.g_01771	Prah.g_02016
OG0000925	Syao.g_01770	Prah.g_02015
OG0000926	Syao.g_01769	Prah.g_02014
OG0000927	Syao.g_01767	Prah.g_02012
OG0000928	Syao.g_01766	Prah.g_02011
OG0000929	Syao.g_01765	Prah.g_02010
OG0000930	Syao.g_01764	Prah.g_02009
OG0000931	Syao.g_01763	Prah.g_02008
OG0000932	Syao.g_01762	Prah.g_02007
OG0000933	Syao.g_01811	Prah.g_02002
OG0000934	Syao.g_01809	Prah.g_02000
OG0000935	Syao.g_01808	Prah.g_01999
OG0000936	Syao.g_01843	Prah.g_01998
OG0000937	Syao.g_01842	Prah.g_01997
OG0000938	Syao.g_01839	Prah.g_01994
OG0000939	Syao.g_01838	Prah.g_01993
OG0000940	Syao.g_01830	Prah.g_01985
OG0000941	Syao.g_01828	Prah.g_01983
OG0000942	Syao.g_01826	Prah.g_01981
OG0000943	Syao.g_01824	Prah.g_01980
OG0000944	Syao.g_01822	Prah.g_01978
OG0000945	Syao.g_01821	Prah.g_01977
OG0000946	Syao.g_01852	Prah.g_01966
OG0000947	Syao.g_01849	Prah.g_01963
OG0000948	Syao.g_01848	Prah.g_01962
OG0000949	Syao.g_01970	Prah.g_01958
OG0000950	Syao.g_01957	Prah.g_02231
OG0000951	Syao.g_02262	Prah.g_02236
OG0000952	Syao.g_02266	Prah.g_02241
OG0000953	Syao.g_02130	Prah.g_02245
OG0000954	Syao.g_02135	Prah.g_00167
OG0000955	Syao.g_02136	Prah.g_00166
OG0000956	Syao.g_02138	Prah.g_00164
OG0000957	Syao.g_01951	Prah.g_00152
OG0000958	Syao.g_01950	Prah.g_00151
OG0000959	Syao.g_01947	Prah.g_00146
OG0000960	Syao.g_01946	Prah.g_00145
OG0000961	Syao.g_02496	Prah.g_00136
OG0000962	Syao.g_02191	Prah.g_00134
OG0000963	Syao.g_02186	Prah.g_00129
OG0000964	Syao.g_02185	Prah.g_00128
OG0000965	Syao.g_02184	Prah.g_00127
OG0000966	Syao.g_02172	Prah.g_00086
OG0000967	Syao.g_02167	Prah.g_00079
OG0000968	Syao.g_02199	Prah.g_00076
OG0000969	Syao.g_02200	Prah.g_00074
OG0000970	Syao.g_02201	Prah.g_00073
OG0000971	Syao.g_02203	Prah.g_00071
OG0000972	Syao.g_02204	Prah.g_00070
OG0000973	Syao.g_02205	Prah.g_00068
OG0000974	Syao.g_02206	Prah.g_00067
OG0000975	Syao.g_02207	Prah.g_00066
OG0000976	Syao.g_02208	Prah.g_00065
OG0000977	Syao.g_02210	Prah.g_00063
OG0000978	Syao.g_02211	Prah.g_00062
OG0000979	Syao.g_02214	Prah.g_00059
OG0000980	Syao.g_02217	Prah.g_00055
OG0000981	Syao.g_02220	Prah.g_00052
OG0000982	Syao.g_02437	Prah.g_02491
OG0000983	Syao.g_02438	Prah.g_02492
OG0000984	Syao.g_02439	Prah.g_02493
OG0000985	Syao.g_02443	Prah.g_02497
OG0000986	Syao.g_02445	Prah.g_02499
OG0000987	Syao.g_02447	Prah.g_02501
OG0000988	Syao.g_02452	Prah.g_02505
OG0000989	Syao.g_02368	Prah.g_02513
OG0000990	Syao.g_02362	Prah.g_02536
OG0000991	Syao.g_02354	Prah.g_02540
OG0000992	Syao.g_02279	Prah.g_02543
OG0000993	Syao.g_02280	Prah.g_02544
OG0000994	Syao.g_02283	Prah.g_02547
OG0000995	Syao.g_02287	Prah.g_02552
OG0000996	Syao.g_02305	Prah.g_02565
OG0000997	Syao.g_02326	Prah.g_02574
OG0000998	Syao.g_02328	Prah.g_02576
OG0000999	Syao.g_02329	Prah.g_02577
OG0001000	Syao.g_02333	Prah.g_02580
OG0001001	Syao.g_02338	Prah.g_02584
OG0001002	Syao.g_02345	Prah.g_02591
OG0001003	Syao.g_02347	Prah.g_02593
OG0001004	Syao.g_02348	Prah.g_02594
OG0001005	Syao.g_02194	Prah.g_02596
OG0001006	Syao.g_02159	Prah.g_02602
OG0001007	Syao.g_02161	Prah.g_02604
OG0001008	Syao.g_01737	Prah.g_00231
OG0001009	Syao.g_02239	Prah.g_00033
OG0001010	Syao.g_02238	Prah.g_00034
OG0001011	Syao.g_02236	Prah.g_00036
OG0001012	Syao.g_00322	Prah.g_02488
OG0001013	Syao.g_02413	Prah.g_02466
OG0001014	Syao.g_02407	Prah.g_02454
OG0001015	Syao.g_02406	Prah.g_02453
OG0001016	Syao.g_02622	Prah.g_01843
OG0001017	Syao.g_02628	Prah.g_01849
OG0001018	Syao.g_02630	Prah.g_01851
OG0001019	Syao.g_02654	Prah.g_01867
OG0001020	Syao.g_02663	Prah.g_01873
OG0001021	Syao.g_02666	Prah.g_01877
OG0001022	Syao.g_02670	Prah.g_01882
OG0001023	Syao.g_02671	Prah.g_01883
OG0001024	Syao.g_01018	Prah.g_01887
OG0001025	Syao.g_02597	Prah.g_01894
OG0001026	Syao.g_02594	Prah.g_01908
OG0001027	Syao.g_02564	Prah.g_00195
OG0001028	Syao.g_02568	Prah.g_00193
OG0001029	Syao.g_02570	Prah.g_00191
OG0001030	Syao.g_02545	Prah.g_02257
OG0001031	Syao.g_02528	Prah.g_02336
OG0001032	Syao.g_02530	Prah.g_02339
OG0001033	Syao.g_01016	Prah.g_02372
OG0001034	Syao.g_01704	Prah.g_01779
OG0001035	Syao.g_02101	Prah.g_02099
OG0001036	Syao.g_02096	Prah.g_02103
OG0001037	Syao.g_02094	Prah.g_02105
OG0001038	Syao.g_02065	Prah.g_02132
OG0001039	Syao.g_02062	Prah.g_02135
OG0001040	Syao.g_02059	Prah.g_02138
OG0001041	Syao.g_02055	Prah.g_02143
OG0001042	Syao.g_02032	Prah.g_02168
OG0001043	Syao.g_02028	Prah.g_02170
OG0001044	Syao.g_01878	Prah.g_01941
OG0001045	Syao.g_01865	Prah.g_01929
OG0001046	Syao.g_00827	Prah.g_01661
OG0001047	Syao.g_01739	Prah.g_00233
OG0001048	Syao.g_01740	Prah.g_00234
OG0001049	Syao.g_01616	Prah.g_00237
OG0001050	Syao.g_01618	Prah.g_00238
OG0001051	Syao.g_01619	Prah.g_00239
OG0001052	Syao.g_02686	Prah.g_00308
OG0001053	Syao.g_00025	Prah.g_01563
OG0001054	Syao.g_00104	Prah.g_01545
OG0001055	Syao.g_00156	Prah.g_01524
OG0001056	Syao.g_01417	Prah.g_01496
OG0001057	Syao.g_00879	Prah.g_01482
OG0001058	Syao.g_00862	Prah.g_01468
OG0001059	Syao.g_00858	Prah.g_01464
OG0001060	Syao.g_00852	Prah.g_01458
OG0001062	Syao.g_01050	Prah.g_01438
OG0001063	Syao.g_01042	Prah.g_01434
OG0001064	Syao.g_01041	Prah.g_01433
OG0001065	Syao.g_01040	Prah.g_01432
OG0001066	Syao.g_01039	Prah.g_01431
OG0001067	Syao.g_01038	Prah.g_01430
OG0001068	Syao.g_01037	Prah.g_01429
OG0001069	Syao.g_01036	Prah.g_01428
OG0001070	Syao.g_01032	Prah.g_01424
OG0001071	Syao.g_01031	Prah.g_01423
OG0001072	Syao.g_01027	Prah.g_01418
OG0001073	Syao.g_00991	Prah.g_01399
OG0001074	Syao.g_00392	Prah.g_00532
OG0001075	Syao.g_00391	Prah.g_00531
OG0001076	Syao.g_01339	Prah.g_00523
OG0001077	Syao.g_01323	Prah.g_00513
OG0001078	Syao.g_00895	Prah.g_00500
OG0001079	Syao.g_00911	Prah.g_00482
OG0001081	Syao.g_00925	Prah.g_00465
OG0001082	Syao.g_00926	Prah.g_00464
OG0001083	Syao.g_00934	Prah.g_00456
OG0001084	Syao.g_00935	Prah.g_00455
OG0001085	Syao.g_00947	Prah.g_00444
OG0001086	Syao.g_00949	Prah.g_00442
OG0001087	Syao.g_01419	Prah.g_00968
OG0001088	Syao.g_00211	Prah.g_00972
OG0001089	Syao.g_00376	Prah.g_01025
OG0001090	Syao.g_00494	Prah.g_00886
OG0001091	Syao.g_00491	Prah.g_00884
OG0001092	Syao.g_00489	Prah.g_00882
OG0001093	Syao.g_00482	Prah.g_00878
OG0001094	Syao.g_00750	Prah.g_00673
OG0001095	Syao.g_00771	Prah.g_00654
OG0001096	Syao.g_00786	Prah.g_00637
OG0001097	Syao.g_00552	Prah.g_00593
OG0001098	Syao.g_00731	Prah.g_00743
OG0001099	Syao.g_02569	Prah.g_00192
OG0001100	Syao.g_00957	Prah.g_00740
OG0001101	Syao.g_00959	Prah.g_00739
OG0001102	Syao.g_00962	Prah.g_00736
OG0001103	Syao.g_00964	Prah.g_00734
OG0001105	Syao.g_00736	Prah.g_00689
OG0001106	Syao.g_00688	Prah.g_00784
OG0001107	Syao.g_00676	Prah.g_00794
OG0001108	Syao.g_00669	Prah.g_00801
OG0001109	Syao.g_00667	Prah.g_00803
OG0001110	Syao.g_00665	Prah.g_00806
OG0001111	Syao.g_00663	Prah.g_00808
OG0001112	Syao.g_00661	Prah.g_00810
OG0001113	Syao.g_00660	Prah.g_00811
OG0001114	Syao.g_00659	Prah.g_00812
OG0001115	Syao.g_00832	Prah.g_00814
OG0001116	Syao.g_00830	Prah.g_00815
OG0001117	Syao.g_00829	Prah.g_00816
OG0001118	Syao.g_00828	Prah.g_00817
OG0001119	Syao.g_00826	Prah.g_00818
OG0001120	Syao.g_00822	Prah.g_00821
OG0001122	Syao.g_00445	Prah.g_00849
OG0001123	Syao.g_00451	Prah.g_00856
OG0001124	Syao.g_00453	Prah.g_00858
OG0001125	Syao.g_00456	Prah.g_00860
OG0001126	Syao.g_00504	Prah.g_00903
OG0001127	Syao.g_00505	Prah.g_00904
OG0001128	Syao.g_00508	Prah.g_00907
OG0001129	Syao.g_00510	Prah.g_00908
OG0001130	Syao.g_00511	Prah.g_00909
OG0001131	Syao.g_01387	Prah.g_00893
OG0001132	Syao.g_01221	Prah.g_00539
OG0001133	Syao.g_01333	Prah.g_00521
OG0001134	Syao.g_01428	Prah.g_02524
OG0001135	Syao.g_01424	Prah.g_02526
OG0001136	Syao.g_00126	Prah.g_01324
OG0001137	Syao.g_00194	Prah.g_01305
OG0001138	Syao.g_00227	Prah.g_01253
OG0001139	Syao.g_00225	Prah.g_01251
OG0001140	Syao.g_00224	Prah.g_01250
OG0001141	Syao.g_00254	Prah.g_01249
OG0001142	Syao.g_00253	Prah.g_01248
OG0001143	Syao.g_00243	Prah.g_01264
OG0001144	Syao.g_00276	Prah.g_01273
OG0001145	Syao.g_01446	Prah.g_01353
OG0001146	Syao.g_01455	Prah.g_01369
OG0001147	Syao.g_00095	Prah.g_00323
OG0001148	Syao.g_00038	Prah.g_01577
OG0001149	Syao.g_00039	Prah.g_01578
OG0001150	Syao.g_00040	Prah.g_01579
OG0001151	Syao.g_02706	Prah.g_01591
OG0001152	Syao.g_02707	Prah.g_01592
OG0001153	Syao.g_00083	Prah.g_00366
OG0001154	Syao.g_00084	Prah.g_00365
OG0001155	Syao.g_01747	Prah.g_01617
OG0001156	Syao.g_01744	Prah.g_01620
OG0001157	Syao.g_01743	Prah.g_00538
OG0001158	Syao.g_01742	Prah.g_01621
OG0001159	Syao.g_01741	Prah.g_01622
OG0001160	Syao.g_01579	Prah.g_01651
OG0001161	Syao.g_02373	Prah.g_00541
OG0001162	Syao.g_02650	Prah.g_01050
OG0001163	Syao.g_01571	Prah.g_01665
OG0001164	Syao.g_01564	Prah.g_01670
OG0001165	Syao.g_01559	Prah.g_01673
OG0001166	Syao.g_01673	Prah.g_01699
OG0001167	Syao.g_01006	Prah.g_01725
OG0001168	Syao.g_01648	Prah.g_01727
OG0001169	Syao.g_01646	Prah.g_01729
OG0001170	Syao.g_01644	Prah.g_01731
OG0001171	Syao.g_01632	Prah.g_01742
OG0001172	Syao.g_01914	Prah.g_02068
OG0001173	Syao.g_01915	Prah.g_02067
OG0001174	Syao.g_01923	Prah.g_02059
OG0001175	Syao.g_01924	Prah.g_02058
OG0001176	Syao.g_01799	Prah.g_02042
OG0001177	Syao.g_01802	Prah.g_02044
OG0001178	Syao.g_01541	Prah.g_01682
OG0001179	Syao.g_01768	Prah.g_02013
